-0.00217082-0.0145508j -0.0144726+0.016309j -0.00208-0.00860866j -0.00161047-0.0502135j 0.00942515-0.0160824j 0.00301745+0.00572112j 0.00936824-0.0122652j -0.0163478-0.00467211j 0.00960952+0.00968299j 0.00423517-0.00488098j -0.00807455-0.0112128j -0.00989242-0.0154403j -0.015071+0.00657707j -0.0110533+0.0151885j -0.00864691-0.00794119j 0.00725778+0.0154091j 0.00330861-0.0187482j -0.00324102-0.00768025j -0.000271027-0.0123766j -0.0404944-0.00758793j -0.0343381+0.00599295j 0.00138418+0.00532515j -0.00937814-0.00834462j 0.00385808+0.00694691j -0.00125021+0.00123423j 0.00274698+0.00561299j 0.00665601+0.000918392j -0.00856944-0.00204154j -0.00420008-0.00739331j 0.0100292+0.0103673j -0.000994592-0.00766715j 0.00488558+0.00564294j 0.0079175-0.00337777j 0.00243339-0.00255076j -0.00451878+0.00462429j 0.00285884+0.0151899j 0.00292287+0.00171564j -0.00345214-0.00243313j 0.00173259-0.00418121j 0.00179944+0.000349252j -0.0111201+0.00378248j 0.00534607+0.00204187j -0.00870189+0.000748183j 0.00112041+0.000431504j -0.00138255+0.00140098j 0.00278575-0.000300592j 0.00230693-0.00902386j 0.0104947-0.00176849j -0.000707104-0.00230136j 0.00964819+0.00405791j 0.00657567-0.0130404j -0.00540433-0.0191198j 0.00143627+0.0202906j 0.00285325-0.00521594j 0.00410034+0.0140326j 0.00779423-0.0136296j -0.00470105+0.0207041j -0.0105646-0.0142358j 0.00728301+0.00274296j -0.000897134-0.00303928j -0.00858012+0.00154269j 0.00522273-0.00411634j 0.00232335-0.00553227j 0.00109597-0.00609521j 0.000800165+0.00957836j 0.00116293-0.000709496j -0.000478125-0.000727918j -0.00165385-0.00265674j 0.0020541-0.00348439j -0.000554473-0.000758054j 0.0049634+0.00032041j -0.000457755+0.000501546j 0.00121712+0.000423474j 0.00206855-0.000346724j 0.00604221+0.00218021j -0.000866566-0.00110624j -0.00183442+0.00379902j -0.00546985+0.0126581j -0.00305813-0.0133078j -0.00714752+0.00467668j -0.00638492+0.00112164j 0.00884885+0.00445822j 0.00299802-0.00629207j 0.00199498+0.00607313j -0.00272201+3.91032e-05j 0.000512609-0.000723805j 0.00057723+0.00175171j -0.00123747+0.0103686j -0.00201427-0.00509954j 0.00733257-0.00338528j -0.000251462-0.00441951j 0.00489023+0.00106139j 
-0.00724619+0.00359914j -0.00430282+0.00621875j 0.00339658+0.018804j 0.00216418+0.0239244j -0.00183188-0.0121545j -0.0137201+0.00800222j -0.00683739-0.00215944j 0.00410188+0.00508756j -0.00144537-0.0046844j 0.00330691+0.0195402j 0.00116366+0.0125571j 0.0038424+0.011528j 0.00656315+0.00344502j 0.0125805-0.013077j 0.000391173-0.0134293j 0.00571849-0.00240118j -0.000674449+0.0174199j -0.0161947+0.00112837j 0.025436-0.000365438j 0.00459575+0.00562198j -0.00943412+0.022223j 0.00536048-0.00523256j -0.00068274-0.00260617j 0.0114358+0.00558314j 0.00118756+0.00335409j -0.00742286+0.00276187j 0.0117333+0.00522403j -0.0151531-0.00224518j 0.00162996-0.00206495j 0.0135094+0.00584513j 0.0040554-0.0047967j 0.00214052-0.00172668j 0.00820607-0.000622006j 0.00310762-0.0041413j 0.00349944+0.00561473j -0.000561561+0.0109626j 0.00219012+0.00130393j -0.0101916+0.00755567j 0.00658154-0.00286911j -0.00252362-0.00302394j -0.00380602-0.00232201j 0.00446959+0.0111943j -0.00951881+0.00830547j 0.000306481-0.00149163j 0.00217266-0.00119599j 0.00471239+0.00884027j -0.00283716-0.000919394j 0.0117213+0.00521159j 0.0021009-0.0112152j 0.0148873-0.0196165j 0.0161997-0.0152791j -0.00192496-0.00844542j -0.0119804+0.0152047j 0.0030832-0.0201538j 0.0156039+0.00890488j -0.012567-0.0139943j 0.0130085+0.01331j -0.0331044-0.00829692j -0.00496649-0.0323927j -0.0115607-0.00719375j -0.00738507+0.00526513j 0.00365717-0.00862355j -0.000303452-0.00933184j 0.000330298-0.00987026j -8.58193e-05+0.0110655j -0.00265237+0.00216783j 0.000208165+0.000800485j -0.00329148+0.00211443j 0.00770156-0.00673137j 0.000739494+0.00173905j 0.00661716-0.0100338j -0.000241123+0.00619972j 0.00458064-0.00994877j -0.000407235-0.00199828j 0.00644548+0.00358048j -0.00444369-0.0179655j -0.00856586+0.0194753j 0.00381974+0.0307316j -0.0105595-0.0179734j -0.0337901+0.0188481j -0.00510913-0.0148672j 0.0180182-0.00998986j 0.00899901-0.02203j 0.0107917+0.0114497j 0.00056721-0.00352009j 0.00599406+0.00489131j 0.00027229+0.00274993j -0.00293861+0.0121115j -0.00136387-0.0141127j 0.0146521-0.021133j -0.0110779-0.00867087j 0.0116346-0.00141435j 
-0.0199152-0.0134001j 0.0143364+0.0136295j 0.00811074+0.0172957j 0.00646142+0.00515801j -0.0143419-0.00242759j 0.00670629+0.00373664j -0.00321169-0.0153248j -0.00818288+0.0116909j -0.000230462-0.0101946j 0.0044606+0.00121371j 0.000681839+0.00780806j -0.00678544+0.0117983j -0.00782289+0.0194707j 0.00195215+0.000261633j 0.00205095-0.00433901j -0.00566381+0.00216979j 0.00429247+0.00681379j 0.00790327-0.0336434j -0.00168873+0.00417824j 0.00159023+0.00551633j -0.00119153+0.0160031j 0.00636833+0.00124497j -0.00374793-0.0063689j 0.00836246+0.00629484j 0.0018764+0.0165864j -0.00279353-0.00425078j 0.00540681+0.00582503j -0.000502228+0.0130344j -0.0089825-0.00728527j 0.00427219-0.00641049j -0.000928321+0.011022j -0.00408917-0.00648717j 0.0046887-0.00978326j 0.00771149+0.00409181j -0.00547389+0.00122771j 0.00722112-0.00346581j 0.00108199+0.0030171j -0.00993495+0.00106533j 0.00672029+0.00489248j 0.00131006+0.00186375j -0.00655488+0.00095538j 0.00501237+0.00335694j -0.0101915-0.000886752j 0.0012621+0.00516538j 0.00981813+0.00322725j 0.006+0.00340711j 0.00199269-0.0105447j 0.0173965+0.00338911j 0.00269071+0.0116895j -0.0015694+0.000528279j 0.00518665-0.0140956j -0.00923879-0.0177242j -0.0122793-0.0430425j 0.00397038-0.0212445j 0.00879912-0.000351374j 0.00371829+0.00517112j -0.00486482-0.0182037j -0.0162325+0.0104204j 0.00785057+0.000606929j -0.000843614-0.0142564j -0.0121212+0.00760131j 0.00303388-0.000343375j 0.00664339+0.00798385j -0.00420184-0.00925546j -0.00164704+0.00587333j 0.00349675-0.0195504j 0.000173927+0.00121343j -0.00231857-0.00465687j 0.00521529-0.0136901j -0.000274022-0.000482141j 0.00624744+0.018635j 0.00083851-0.00555706j 0.00312077+0.0121396j -0.000181038-0.0127747j 0.00102891+0.00429032j -0.00603871+0.00443427j -0.00722967+0.00442035j -0.000766222-0.0224901j 0.00372696-0.0143737j 0.013105-0.0261694j -0.00725296-0.00398621j 0.0054625+0.00391917j -0.00621386+0.00484473j -0.000511461+0.00361189j -3.28969e-05-0.00105946j 0.00314971-0.000724157j -0.0028007+0.00184469j 0.00274684-0.00518207j -0.0115371+0.00406653j -0.00472224+0.0118326j 0.00490952-0.00028906j 0.00157586+0.00498801j 
0.0108615+0.0142801j -0.0231544+0.00361618j -0.00969584-0.0132271j -0.00922783+0.00637165j 0.0166833+0.0019817j -0.00276288-0.00195095j 0.00632826+0.0101622j 0.000848851-0.00702071j 0.00163731-0.00245878j -0.00851695+0.00383526j -0.0048912+0.0216823j 0.00170326+0.00221843j -0.00339076+0.0150888j -0.0104755-0.0212644j -0.00530471+0.0111941j 0.00137999+0.0212725j -0.00736742+0.00283285j -0.000710932-0.00697778j 0.00668024-0.0148661j -0.0226739+0.0153858j -0.0109202-0.0036291j -0.0079742-0.000414698j 0.00102664+0.00201434j -0.00661022-0.00428036j -0.00291033-0.00387722j 0.00283697-0.00362609j -0.00308825-0.00290835j -0.00107756-0.000826091j 0.00481916-0.00173381j -0.000572564-0.00925008j -0.00373094+0.00284282j 0.000817194+0.00521423j 0.000599877-0.00111742j 0.00101199+0.00479622j -0.00416561+0.00275186j -0.00971593-0.000637906j 0.006813+0.013104j 0.00205614-0.00254763j -0.00441996+0.0112172j 0.00311919-0.00512116j -0.0035204-0.00776755j 0.00470589-0.00502743j 0.00409036+0.00907201j 0.00709669+0.0554108j 0.00165138+0.035753j 0.00071711+0.0267979j 0.00146518-0.00707556j -0.00739152-0.0154959j -0.00151929+0.00672863j -0.00299952-0.00390399j -0.00451844-0.0204199j 0.00116217-0.023026j 0.00499058-0.00580534j 0.000533381-0.0145926j -0.00697233+0.0180722j -0.00458111+0.0156166j 0.00579979-0.00569785j 0.00633572+0.00339974j 0.00235564-0.00180857j 0.00569042+0.00629591j 0.00409535-0.00195544j -0.000442481+0.00860848j -0.00218271+0.00136716j 0.00290242+0.0124906j 0.000424875-0.00153214j -7.20453e-05+0.00450504j 0.00020916+0.00295194j 0.000242668-2.37701e-05j -0.00513946+0.00747633j -0.0018154+0.00146192j -0.00669194+0.00284948j -0.00115107+0.00655694j -0.00107703-0.0121287j 0.000141964-0.00746939j -0.00328409+0.00309937j 0.00400011+0.015299j 0.00549926-0.0140403j -0.00140231-0.000576707j 0.00179326+0.00124081j 0.00288406+0.00661088j 0.00291099-0.000429749j -0.000447548-0.00580953j -0.00165156+0.00599256j 0.00231506-0.00554655j 2.35566e-05+3.69206e-05j -0.00347983+0.00091557j -0.00229486+0.00510138j 0.00244856-0.00219707j 0.00360015+0.00101203j 0.000482349-0.0026681j -0.00148016+0.00263775j -0.00143499-0.00275989j 
0.00626145+0.00898506j 0.0200357-0.0291312j -0.00387523-0.00435513j -0.00419015-0.0134474j -0.00640993+0.0143057j 0.00588104+5.96968e-05j -2.25926e-05+0.00846627j 0.00185614-0.0087707j 0.00432062+0.000739509j 0.00359509-0.00185469j 0.00032974+0.00571992j -0.000688907-0.00886361j -0.00152906-0.0112935j 0.00520744-0.00583069j -0.00334234+0.0133213j -0.00186185-0.00127535j 0.00540395+0.00299563j 0.00177805+0.00399126j 0.000881982+0.00223376j -0.00454561-0.0302968j -0.00141195-0.0165529j 0.00514852+0.00210478j -0.00352693-0.0143762j 0.00440113+0.0160351j 0.006294+0.0149465j 0.00351318+0.00367204j 0.00777735+0.0185872j 0.00770134+0.00943227j -0.00903086-0.0221344j -0.00212369-0.00388578j 0.0103278+0.00627115j -0.0056194-0.00468055j -0.00723313-0.00329819j 0.00374277+0.0142162j 0.00937725+0.00590814j 0.00908648+0.00272641j 0.00528764+0.0177626j 0.00689699+0.0131358j -3.06028e-06-0.00659716j -0.00256813+0.00119218j 0.00177066-0.00166598j 0.00724819+0.0176634j 0.00457364-0.0004094j 0.00348093-0.0078089j 0.00945673+0.000921433j -0.00253756-0.0100701j -0.0156691-0.0264655j -0.00613445+0.0099735j -0.0092713+6.17628e-05j -0.00832048-0.0070547j -0.0164732-0.0303584j -0.0169174-0.0247j -0.00355177-0.0255621j -0.0107342-0.0204549j 0.00758951+0.0208367j 0.0112616-0.00283098j -0.0109958-0.00695165j 0.00330346-0.00320426j -0.00136555-0.00286141j -0.00407757+0.00133791j -0.0018155-0.00608787j -0.00917731-0.0237106j 0.00327972+0.011296j -0.00202175-0.000950034j 0.00320435-0.0181112j -0.00607747+0.000372411j -0.00212409-0.00192728j 0.00119023+0.0148353j 0.000864023+0.00393662j -0.00115399-0.000170704j 0.00075541-0.00074887j 0.00276849-0.000279246j -0.00279592-0.0064209j -0.00234487-0.0155364j 0.00045169-0.0140133j -0.00460635-0.000496385j -0.00252303+0.00770106j 0.00591245-0.0173041j -0.00126381-0.014441j -0.000974489+0.00312176j 0.00568574-0.0210109j 0.0036669-0.0106089j 0.0013666+0.00127668j 0.00148923-0.000923556j -0.000281132-0.00506777j -0.00157905+0.0054715j -0.00539655+0.00231378j 0.00332337-0.000923839j 0.00127787-0.00248293j 0.00375956-0.00700488j -0.00256236-0.00102834j 0.00178865-0.00208779j 
0.00981234+0.010699j -0.0335237+0.0199115j -0.00884841-0.00422433j -0.0116728+0.00829116j 0.017084-0.00820119j -0.00526146+0.00745796j 0.00713797+0.00214322j 0.000538964-0.00833086j -0.000760771-0.000768559j 0.00225452-0.00693194j -0.000535709-0.000172029j -0.000171909-0.00440418j -0.00161506+0.00840653j -0.00682099-0.00601028j -0.00516268+0.00631152j 0.00274624+0.0137056j -0.00212111-0.0130529j 0.00595916-0.0117005j -0.00341596-0.0167588j -0.00362776+0.00956727j 0.0021016+0.000444667j -0.010356+0.000529809j 0.00323776+0.0037098j -0.00124111-0.00829182j 0.00778904-0.00267642j -0.0158029+0.00627238j 0.0005128-0.00390496j -5.79497e-05+0.00480451j -0.00825189+0.00897829j -0.0169503-0.00819933j -0.000663619+0.000617591j 0.00191077+0.000379019j 0.00575716-0.00357172j -0.00145923+0.0120469j -0.0051287-0.00758517j -0.0224661-0.0134136j -0.00372589+0.00509789j -0.00978347-0.00221964j 0.00988814+0.00169341j 0.00149256+0.00614478j 0.00182427+0.00973282j -0.00576715-0.00243982j -0.00156381-0.0103547j 0.00393179-0.0242161j 0.0154529-0.0116647j 0.0034509-0.0143921j 0.00973317+0.012689j 0.0123293+0.00421276j 0.0227075+0.00156244j 0.00117709-0.00353995j -0.00825324+0.00729976j -0.00153314+0.00747136j -0.0402097-0.00279601j 0.0119037+0.0168659j 0.0045585-0.0213726j -0.0146043-0.0120383j 0.0171371+0.00463808j 0.0100036+0.00852863j -0.0192109-0.0100495j 0.0030413+0.0010976j 0.00654722+0.0139226j 0.00228704+0.012884j 0.00870613+0.0218186j 0.00316841-0.00197724j -0.0074764-0.0150305j 0.00581179-0.0123817j 0.000623955-0.00414684j 0.00284487+0.00402633j 0.000664482+0.00102603j 0.0017528+0.00573589j -0.00123579-0.0122395j 0.00144908-0.00535128j 0.00200992-0.00961609j -0.00620243-0.00477436j -0.000962917-0.00441824j -0.0033167+0.0182916j 0.00277636+0.0182367j 0.0108233-0.0100229j 0.00459275+0.0230067j -0.00269454-0.00502159j 0.00104596-0.0159973j -0.00255361+0.0050971j 0.00363866-0.00811563j -0.0059729+0.00594603j 0.00153883-0.00261583j -0.0049713+0.000701115j -0.0022411-0.00245474j 0.000735759-0.00756407j 0.000198317-6.133e-05j 0.000723497-0.00147519j 0.00264352-0.00227577j -0.000670582+0.000208041j 
0.0252613+0.028318j 0.00163669-0.0421036j -0.0114605-0.016523j -0.00928174-0.0113304j 0.00902098+0.0280748j 0.00382704+0.00388334j 0.00537911-0.010541j 0.00419622+0.000256763j 0.000500773+0.000908363j 0.00329301+0.000629897j -0.00139315+0.00445679j -0.00115079+0.0112664j 0.00559662+0.0196j 0.00232111-0.00511326j -0.00288391-0.0112507j 0.00714502+0.0103656j -0.000453197-0.000716095j -0.00787933-0.0219328j 0.00333301-0.00166032j -0.00472062+0.00686697j -0.0126937+0.00741919j 0.00215424-4.30468e-05j 0.00334893-0.00307179j 0.00502003+0.00208166j -0.00101945+0.00831032j -0.00370148+0.00179476j -0.0101398+0.00192718j -0.00128926-0.00369712j -0.00487197+0.0104789j 0.00626674+0.0133299j 0.0129552-0.0160866j -0.00390241+0.00991519j -0.0131979+0.00376077j 0.00302985-0.0122534j 0.00616526-0.00180059j -0.000352093+0.0098865j -0.0136378-0.00749437j 0.00171443-0.00138811j 0.016884-0.0167309j -0.00354633-0.00145386j -0.00622326+0.00392284j -0.0208455-0.000149105j -0.00651285+0.00878062j -0.000825068-0.0207862j -0.019158-0.0235036j -0.00798178+0.000603655j -0.00633799+0.00864301j 0.00433892+0.00753226j 0.00116803+0.00969869j 0.000866867+0.00267584j 0.00623277+0.011988j -0.00228479+0.0283442j -0.00153975+0.0172733j 0.0013681+0.0046795j -0.00178203+0.00830303j 0.0010727+0.00176754j -0.00659946+0.00174694j 0.00361797+0.00373385j 0.00390893+0.00386304j -0.00819396-0.00158706j -0.0069879-0.0126356j 4.82668e-05-0.00676923j 0.00240208+0.000175281j 0.0023545+0.0169997j -0.000993923-0.00822237j -0.000826539-0.00877905j -0.000818371-0.00124629j 0.00318802+0.00731027j -0.000985258+0.000657131j 0.00199168-0.00557456j -0.000579521-0.0072306j 0.000705096-0.00218734j -0.000888713+0.00860327j 0.000275915+0.0117372j 0.000534345-0.0095521j 0.000958142-0.00974243j -0.00116803-0.0223655j -0.000101037-0.0106986j 0.000515418-0.00372883j -0.000413056+0.000844907j -0.000883217+0.000939067j 0.00978716-0.00980958j -0.00171509+0.00927602j 0.00576832-0.0018597j 0.000991881-0.000609871j -0.0025284+0.00308892j 0.00286671-0.00154123j 0.0055378-0.000255233j -0.00281359+0.000344371j 0.00467092-0.00408285j -0.00339645+4.90271e-05j 0.00416955-0.00202101j 
-0.0109801-0.0055579j -0.0256698+0.037774j 0.000716181+0.00968544j -0.00342787+0.0185658j 0.0100192-0.0275366j -0.00976639+0.00932534j -0.00258257+0.00453596j 0.00682753-0.00950855j 0.00263567+0.00586709j 0.00061547+0.018149j 0.000509411+0.00698406j 0.000568044-0.0107284j 0.00207553-0.00565948j 0.00309217-0.0114386j -0.00214407-0.00793709j 0.00207595+0.0111628j -0.00270935+0.00482193j -0.000998787+0.00862269j 0.0112449-0.0163957j -0.000685665+0.0016059j -0.00297272+0.00645653j -0.00226643+0.00260714j -0.00571794-0.00129896j -0.00580428+0.0117434j 0.00588908+0.00454374j 0.0127388+0.00215164j -0.00144767-0.00217532j 0.00821934-0.00129398j 0.0026021+0.0144817j 0.0113523+0.0118306j 0.00790683-0.0190802j -0.0137981+0.00799418j -0.00663143-0.00417225j 0.00117669+0.00466814j -0.00975129-0.00132667j -0.0040132+0.00507335j 0.0112153+0.000204504j -0.00354592-0.00213906j -0.0151282-0.0146435j 0.0139003-0.000265112j 0.00706949+0.00644095j 0.0326488+0.00478208j -0.00346942+0.00654995j 0.0084561-0.0232376j 0.0164824-0.0226874j 0.00964936+0.00309205j 0.000445042+0.00387312j -0.033287+0.00901688j -0.00781027+0.00921185j -0.000969539+0.00585971j -0.00832619+0.0178917j -0.0122971+0.034855j -0.00183177+0.00689088j -0.011857-0.0055575j -0.011675+0.00700768j 0.0132289-0.004467j -0.0194106-0.00663057j 0.00366913+0.00458175j 0.0136876+0.00758738j -0.00100316-0.00164857j -0.00394079-0.00532701j -0.00379911-0.0118549j -0.000643294-0.00274573j -0.00215678+0.0025588j 0.00380681-0.0052292j -0.00308611+0.000829264j 0.00011486+0.00329135j -0.0025603-0.0213962j -0.00315752+0.00105969j -0.000762632+0.0124165j -0.000652025+0.0154616j 0.000870507-0.00393543j -0.00225746-0.0119995j 0.0028422-0.0266035j -0.00167283-0.00326422j -0.00127915+0.00608743j 9.30918e-05-0.0137516j -0.00333582-0.00652111j 0.00321706-0.0121763j 0.00140983-0.00204303j 9.09061e-05+0.00271212j 0.000135516-0.00751133j -0.00204077+0.00898514j 0.00171333-0.00573031j -0.000927928+0.000323469j 0.000860732+0.000647311j -0.00410472-9.10345e-05j -0.00048127-0.00106814j -0.00041383+0.00143092j -0.00116482+0.000952991j -0.000394037+0.00341117j -0.000395323-0.000836466j 
0.0131374+0.0133284j -0.0201047-0.00419165j -0.0101605-0.0089639j -0.00986152-0.00312347j 0.0102701+0.00731094j 0.00266178+0.0155162j 0.00324877-0.00149232j -0.00277177+0.00502005j -0.00812707+0.012354j 0.00382874+0.0196128j -0.00207443-0.0117719j -0.000375966-0.0049122j -0.00475877-0.0185167j 0.00174016+0.0187923j 0.00214029-0.0256547j -0.000387642-0.01357j -0.00339136+0.0088763j -0.00251942+0.0355393j 0.000703912+0.00562197j -0.00380918-0.00268945j -0.0119615+0.00169183j -0.000976452-0.00681942j 0.000178008-0.00038597j 0.00708258-0.00881622j -1.07973e-05+0.00439279j -0.00577568-0.00619199j -0.00695177-0.00526937j -0.00524787-0.00123272j -0.00294306-0.000609707j -0.00175356-0.0013904j 0.00833145-0.00181994j -0.000561906+0.000632459j -0.0102881+0.00259222j 0.0151508-0.011419j 0.00584791+0.00112346j -0.01161+0.00552314j 0.00668073-0.00661197j -0.00153092-0.00126849j 0.0152565+0.00476927j -0.00608651-0.00319203j -0.000417778-0.00620684j -0.010446-0.00652451j -0.000838993+0.00988755j 0.0190916+0.0304499j 0.000380489+0.0171582j 0.00242018+0.0135746j -0.00899221+0.0042729j -0.00623757-0.00658349j 0.00317119+0.0128375j 0.0123136+0.00180552j 0.00380887-0.0070586j -0.00524412-0.00549971j -0.0197422-0.00849326j -0.00165587-0.00444605j -0.0015973+0.00346993j -0.00272577+0.00171195j -0.00614271+0.00171404j 0.000487665+0.0116402j 0.000912279+0.00194637j -0.00813783-0.00798579j -0.00429032+0.000444764j 0.00529061+0.00508895j 0.00668881+0.00807828j 0.00152002+0.00334453j -0.0043914+0.0039085j 0.00431685-0.0201429j -0.000396875-0.00459566j 0.0019986+0.0191045j 0.0015316-0.00668109j -0.00139669-0.00516423j 0.00200511+0.00452825j 0.00048906-0.00196488j 0.000863466+0.0103428j -0.00265577-0.00342439j -0.00141156-0.00378634j -0.00102171+0.0133856j -0.00270413-0.00615171j 0.00163742-0.00957056j 0.000372527-0.00368279j -0.000618633-0.0100072j 0.00145481-0.00818624j 0.00504702-5.5316e-06j -0.000528022+0.00286325j 0.0002182+0.00345542j 0.00201013-0.00127354j -1.37985e-05-0.00268644j -0.00433884+0.0024801j 0.00457992-0.00462104j -0.00497262-0.000109013j -0.000869592+0.00313827j -0.000405778+0.000928195j 0.00153822+0.00190817j 
0.0123026+0.00830182j 0.0021018-0.0193447j -0.0026906-0.00513514j -0.00182824-0.0068694j 0.000468954+0.0131338j 0.00156867-0.0080319j -0.00178056-0.00622601j -0.0022639+0.0172358j 0.00171898+0.00986682j -0.000161755+0.000647556j -0.00171167+0.0037377j 0.0051916+0.00351966j 0.00176956+0.0151621j -0.00477364+0.0130978j -0.00765088-0.00575517j 0.00233081+0.0139587j -0.000736826+0.000262915j 0.000458903+0.00802904j 3.82462e-05+0.00164767j 0.00220495+0.0335983j -0.00394326+0.0103669j -0.000367989-0.00460144j -0.00317806+0.0165724j 0.00950895-0.0107929j -0.00286838-0.0176993j -0.000635716+0.00684638j 0.0059708+0.00223596j -0.00106771-0.0116843j -0.00244195-0.00774317j 0.00275419-0.0139209j -0.00326385+0.0109997j 0.00435723-0.00423393j 0.00297552+0.00821344j 0.0163499+0.0178788j 0.000693527+0.00114809j -0.0124684-0.0219856j 0.0224798+0.0152852j 0.00297+0.00229134j -0.00776127+0.00195678j -0.00611281+0.000747598j -0.0104316+0.00130193j 0.0135223-0.000785797j 0.0100484-0.0182895j 0.022734-0.0154016j 0.0133653+0.00406701j 0.0124086-0.0260984j -0.0215959-0.00811328j -0.00600971-0.00350844j 0.0034748-0.0292905j 0.00283198+0.002178j -0.010107+0.00220342j -0.00652272-0.0159018j -0.00325189+0.0136339j -0.0129283+0.0233342j 0.0138813-0.0107099j 0.00172026+0.000574732j -0.00109927+0.00789322j -0.00343672-0.00435619j 0.000591843+0.00594499j -0.00305972-0.00153816j -0.00124537-0.00737898j -0.00198221-0.00968818j 0.00151536-0.013069j -0.000984665-0.0027271j 0.00078947+0.0038059j -0.00244962+0.00796392j -0.00138979-0.00930545j 0.000936362+0.00835072j 0.000469677+0.00302094j -0.000298233+0.00470763j -0.000275553+0.00966667j 0.000362882-0.00315501j -0.000594623-0.00960117j -0.000538509-0.0124329j 0.00279942+0.00451162j 0.00318163+0.00443451j -0.00254747-0.000729308j -0.003328+0.00490304j 0.00277286-0.01561j -0.00163746+0.0075488j -0.000477645+0.00429784j 0.00167625+0.0005142j -0.000404498-0.0011967j 0.00195219-8.4264e-05j 7.8501e-05+0.00445987j 0.00231213-0.00376024j -0.00648855+1.6767e-05j -0.00388307+0.0104994j 0.00156685-0.00135913j 0.00212429+0.00031692j 4.22986e-05-0.00110132j 0.000762508+0.000420216j 
0.00458897-0.0010781j 0.0273212-0.0309886j 0.00228438-0.00494406j 0.00648908-0.0122401j -0.0103862+0.0187338j 0.00695615-0.00393214j 0.00209635-0.0071664j -0.00263049+0.00428674j -0.00299491-0.00554027j -0.00156548-0.0151315j 0.000179308-0.00446372j -0.00176045+0.00520941j 0.000245643+0.00502173j 0.00605053+0.0060371j 0.00342742+0.00815128j -0.00709667-0.00611225j -0.000963563-0.00363778j 0.00214435-0.0224667j -0.00489824+0.0132133j 0.00446733-0.0141907j 0.00505424-0.00160282j 0.00449972+0.00238205j 0.00798338-0.00305271j -0.000718197-0.00267036j -0.00872681+0.000150751j -0.00366082-0.0014771j -0.00577091-0.009765j -0.00302247-0.00412828j 0.00544196+0.0227147j 0.00152172+0.0170375j -0.0108813-0.0156841j -0.00200081+0.00800379j -0.00149974-0.000549584j 0.0235118-0.0170659j -0.01563+0.000679268j -0.0178096+0.017989j 0.0220708-0.0124602j -0.0146715-0.00242049j 0.00269133-0.00333202j 0.00611095-0.00481565j 0.00979358-0.00383805j 0.0255399-0.00465819j 0.00192321+0.0132174j 0.0216028+0.0152181j 0.0409728+0.00499732j 0.0169966+0.0225765j 0.00548189+0.0189486j -0.00787885-0.000790045j 0.00756828+0.00797321j -0.00622504+0.000572859j -0.00942389+0.0117311j 0.00141273+0.0217186j -0.00910886+0.0141437j 0.00413712-0.000703224j 0.00594061-0.000811414j -0.000355036-0.0084426j 0.00766105+0.000656649j 0.0025161+0.00206768j -0.0102393-0.000562742j -0.00163573+0.000818944j 0.00110953+0.00152372j 0.00336566+0.0100892j -0.000801811-0.00458627j 0.00235121-0.00111563j -0.00274792+0.00302594j 0.00239982-0.00129402j 0.00058587+0.000808729j -0.00143391-0.00325146j 0.00163991+0.00575571j -0.000754925+0.0135572j -0.000955925+0.00664895j -0.000423467+0.00498127j 0.0012821-0.0243999j -0.00108071-0.0236219j 0.00250122+0.00381741j 8.35709e-05+0.0201159j 0.000680144+0.00217023j 0.00134032+0.00743339j -0.00322319+0.00442193j -0.000324822+0.00557084j -0.00192521-0.00112088j -0.000519012+0.00531444j 0.00144637-0.00504164j -0.00143477+0.00458793j 7.25571e-06-0.000356548j -0.000298641+0.000772424j -0.00732751+0.00238163j 0.000477491+0.000322396j 2.23413e-05-0.000715173j 0.00121284-0.00151931j 0.000356571-0.00240062j 0.000621241+3.60492e-06j 
