-0.0149554+0.0237707j 0.00944394+0.000311402j 0.00988995+0.0134423j -0.00416854+0.000412609j 0.0259435-0.00301747j -0.0158129-0.00766283j -0.00915889+0.00876978j -0.0613088+0.0142865j -0.017337-0.00747214j -0.0691334-0.0285426j -0.00373819+0.00787871j -0.000661349-0.0085692j 0.00886088+0.0134447j -0.00632112+0.00195872j 0.00275138-0.00118818j 0.00345328+0.0127777j 0.00456108+0.00723519j -0.0011899+0.0155346j -0.00198969-0.00822684j 0.00794453+0.0159339j 0.00890197+0.0317605j -0.00173335-0.00780396j -0.00425583-0.00858813j -0.0043649-0.01407j -0.00499509-0.007044j -0.00284139-0.0177501j 0.00912879-0.0112702j -0.00262768+0.0104257j 0.00348054+0.0117366j -0.0168736-0.00313379j 0.00445678+0.0160101j 0.0128268-0.0323007j 0.00590039-0.0272559j 0.00848856+0.0140646j 0.00394231+0.00414282j 0.000386426+0.00577673j 0.00507474+0.00057856j 0.00436649-0.00557468j -0.00258251+0.00535152j -0.00126099+0.00281917j 0.000190822-0.00536113j 0.00236601+0.00209252j 0.000624113-0.00158555j 0.00178966-0.00119626j -0.000892028-0.00155989j 0.000682909+0.000113677j -0.00952217+0.000818294j 0.00145402-0.000930994j 0.00305601+0.00087048j 0.00297817-0.0027431j 0.00266013+0.00481824j -0.0034677+0.00140271j 0.000337064+0.00474027j 0.00370582-0.00551801j -0.00304103-0.000187731j -0.00443661+0.00784789j 0.00278476+0.00393671j 0.00759945+0.0109532j -0.00535571+0.00480434j -0.00230629+0.00508754j 0.00253714+0.000128605j -0.000262731+0.00107043j -0.00174238-0.000197506j -0.000369339+0.00367025j -0.00142983+0.00353603j -0.000133196-0.00106969j -0.00808164-3.70358e-05j 0.00131081-0.00395077j 0.00324373+0.000680547j 
-0.0270583-0.00141736j -0.00864909-0.0369298j 0.00608099+0.0264605j 0.00124074-0.144114j 0.0054961-0.290847j -0.00108554-0.0131683j -0.00480421-0.240583j 0.000923853-0.0405767j -0.0121451+0.0444799j -0.00363418+0.0150927j 0.00140492+0.0473183j 0.0107694+0.00821032j 0.00602564-0.00433264j -0.013087-0.00988953j -0.00217835+0.0220698j -0.0238316-0.00627971j 0.00652089-0.00653026j 0.00128585+0.0271059j -0.0108977-0.0112874j 0.00748167+0.00824433j 0.0014627+0.0200999j -0.00261351+0.00206872j 0.00282963-0.00818046j 0.00522084+0.034234j -0.00222135+0.0135633j -0.00126693+0.00863536j 6.92238e-05+0.00609284j 0.011493+0.0114621j -0.0195235+0.0058218j -0.00348314-0.00819266j 0.0164286+0.0032594j -0.00397119-0.0152887j -0.00151205+0.0202024j -0.00148787-0.000782428j 0.00312219+0.0107323j 0.000401379+0.0127811j 0.00148455+0.00984285j 0.00909774-0.00329692j -0.0241824+0.0292941j 0.000227198+0.0176502j -0.00278104-0.0198264j 0.016944-0.00644257j 0.00480139-0.00474985j 0.00135112-0.000742741j -0.00965135+0.00197193j 0.00322542+0.000320181j -0.00649497+0.00742386j -0.00603506+0.00762654j 0.00428803+0.00866473j 0.00499507-0.00596988j -0.00481392-0.0103591j -0.01599-0.0117083j 0.00627595+0.00833663j 0.00806041+0.00515835j -0.00402322-0.00901164j -0.0118537+0.00185053j 0.00327733+0.000678581j 0.00855839-0.00770471j -0.00019435+0.000706061j 0.0014029-0.0051313j 0.00892241-0.000956118j -0.00340212+0.00675963j 0.00242886+0.00572249j -0.0040024-0.00539951j -0.00520599+0.00636918j 0.00274076-0.000908884j -0.00428755+0.00401337j -0.00191609+0.00212193j 0.00312066-0.00187103j 
0.00602371-0.0104547j -0.00922466-0.0328462j -0.00784019+0.0850134j 0.0160612+0.00416295j -0.0242677-0.165121j -0.00937438-0.000970755j 0.00339157+0.027263j 0.00239377-0.0356184j 0.00442938+0.000181523j -0.00155463+0.0213912j 0.0146996+0.0524294j -0.00758494-0.0291917j 0.00106041+0.0115165j -0.0367962-0.00109766j -0.00702957-0.00908903j -0.0163575-0.0160132j -0.00467165+0.0300882j 0.00635251+0.0139513j -0.0250438-0.0103262j -0.00672331-0.0423051j 0.00499451+0.018011j -0.0241061-0.00316418j -0.0121107-0.00414542j 0.000551846-0.015075j 0.00433266+0.00918568j 0.0138253-0.0172227j -0.0102347-0.00192901j 0.0265883-0.00245025j 0.0240024+0.0134462j 0.00271624+0.0129591j 0.0220473-0.0116967j 0.00662749+0.010484j 0.00193244-0.00294275j -0.0135963+0.0140886j -0.0048494-0.0114272j 0.00554719+0.019842j -0.00420382-0.00507751j 0.00741071-0.00386022j -0.0079944-0.0237743j -0.00125688-0.0189517j -0.000393724+0.00424072j -0.00150235+0.0333159j -0.00378103-0.00767235j -0.00319533-0.0223245j -0.00961973-0.0105102j 0.00586939+0.00357774j -0.0028832+0.0115867j -0.00552081+0.00990207j -0.0081076+0.0202657j -0.00904942-0.00377255j -0.000568911-0.00726149j -0.00731476-0.0042916j -0.00882699-1.43119e-05j -0.00241201+0.000414701j -0.0036496+0.0025339j 0.0141233+0.0213179j -0.0112299+0.00624553j 0.00876122-0.0213159j 0.00575424+0.00867297j 0.00147779+0.000511919j 0.0107164+0.000196348j 0.000627946-0.00540173j 0.000952097+0.000326889j 0.000425876+0.00751363j 0.000622414-0.00304701j -0.00428987-0.00065655j 0.00375117+0.0102359j 0.00515893+0.0023455j 0.000462662-0.00328356j 
0.0301664+0.00378808j 0.0286454+0.0968299j -0.0184786-0.191393j -0.00428923+0.069563j -0.000599702-0.0456443j -0.000311978-0.0407618j -0.00122737-0.103148j 0.0121303+0.0119532j 0.00606449+0.0859336j -0.00051376+0.0257797j 0.00331659-0.100394j 0.000559669-0.0250375j 0.0185279-0.0266785j 0.00386983+0.0189911j 0.0271692-0.0308689j 0.00596671-0.0190975j 0.00269145+0.0196187j 0.000289508-0.0172106j -0.00535664+0.0112428j 0.00552195+0.00216479j 0.00819572-0.0358908j -0.00760995+0.00301975j -0.00499553-0.000135539j -0.00578961+0.00409778j -0.0132577-0.0212708j -0.0105921+0.0155901j 0.00406385-0.00916119j -0.000685118-0.0075259j 0.000426431-0.0104335j -0.0044593-0.0289039j 0.00193526-0.0149635j -0.00457586+0.0124113j 0.00575118-0.00753034j 0.00125708+0.0232564j 0.00461399-0.0246857j -0.0012342-0.00896611j -0.0135211+0.0177342j 0.0173539-0.00114837j -0.0198084+0.00611455j -3.17763e-05-0.00738284j 0.0072837+0.00806541j 0.00880998-0.00659645j -0.0066369+0.0250676j -0.0156389+0.0112325j -0.00821771+0.000831837j 0.00137992+0.000924612j -0.00825011+0.00678588j -0.00535124+0.00185236j -0.000575022+0.00422242j -0.0019273+0.00418848j -0.00257627+0.00398139j -0.00152872+0.00451611j 0.0039428-0.000897414j -0.0126857+0.0178819j -0.0167306+0.0122074j -0.0209707-0.00444838j 0.0293103-0.0266454j 0.00157307-0.00806749j 0.00682222-0.0143337j 0.0104995-0.0100022j -0.00138659+0.00541644j -0.00639468+0.00388134j 0.000238684-0.00712j -0.00453107-0.00586728j -0.00959603+0.000676894j 0.00772104-0.000245169j 0.0017504-0.00429268j -0.0311623+0.00915771j 0.00270786+0.000802485j 
0.0877078+0.039611j 0.0248401+0.0659796j -0.0272156-0.0652555j -0.00720312+0.0947501j 0.0176088-0.163735j -0.00047217-0.0683709j 0.00220045+0.0310698j -0.0228183-0.0617621j 0.00277295+0.0321664j 0.05816+0.0162069j -0.0315194-0.0428085j -0.0237389+0.0169153j 0.000904031-0.0387104j 0.00230949-0.00954635j 0.00796509-0.012415j 0.00402851+0.00607423j -0.0141089-0.025414j -0.0223484-0.0301563j -0.0144424-0.0230301j 0.00884427-0.0277658j 0.0169648+0.0182167j 0.00204488+0.0025217j 0.00222826+0.00019344j -0.00844088-0.0126174j -0.0143526-0.0245465j -0.0169731-0.00650756j 0.00523204+0.00509577j 0.0247121-0.0126512j -0.0170296-0.0112485j -0.0011149-0.015796j 0.00147624+0.0239739j 0.0316489+0.0276983j 0.0284825+0.078596j 0.0106952+0.02088j 0.00870465+0.00996374j -0.00499514-0.00174026j 0.0297483-0.00783097j 0.00151627+0.0133215j 0.00731088-0.0234764j -0.0275829+0.00568201j 0.000243752+0.0201595j 0.0146986-0.00866566j 0.0215639+0.0038371j 0.0182938-0.00776429j 0.00631233-0.00325176j 0.00257018+0.0148936j 0.00815901-0.0268804j -0.00261496-0.0215597j 0.0181517-0.0175137j 0.0108972-0.00869151j 0.00392254+0.00875937j -0.018904+0.0125179j -0.0326991+0.00749421j 0.0186423-0.0174292j 0.0100913-0.00962579j -0.0100468-0.0208098j -0.0786308+0.0178616j -0.0266348+0.0300338j -0.0433404-0.0153993j -0.0431996+0.00335795j -0.000131761+0.0018658j 0.000816262-0.00506854j -0.0124079+0.0111664j -0.00207806+0.00902737j -0.00230406+0.000459877j -0.01204+0.00825173j -0.0365957-0.026076j 0.0971238-0.0210169j 0.00423522+0.00705614j 
-0.018065-0.0930198j 0.0221706-0.110722j -0.0479281+0.101489j 0.024705-0.121402j 0.017578+0.103684j -0.00886971+0.122226j -0.0104805-0.0266918j -0.0106683-0.0213942j 0.00796856-0.0287633j -0.0318178+0.0855269j 0.00224956+0.0586173j -0.0389277+0.0103629j 0.0274867+0.0293294j 0.00565912+0.00790899j -0.00291406+0.026837j 0.00492283-0.0149632j 0.00432872-0.0266833j -0.003415+0.0175447j 0.00994892-0.00623675j 0.00249627+0.0474532j -0.0115071-0.0112309j 0.000136166+0.00641207j -0.00420895+0.015778j 0.000722586+0.0190955j 0.00447356-0.0144687j -0.000513508-0.00315878j 0.00078026+0.00965532j 0.00499348+0.0279152j -0.00964853-0.0131519j -0.0140588-0.00502716j -0.0231045-0.00231523j 0.024269+0.0210467j -0.00558328+0.0377517j 0.0338518+0.0257517j -0.00838769-0.0138086j -0.0190341+0.0163952j 0.0122222-0.0138136j 0.0266854+0.00697676j 0.012699+0.00702559j -0.0208708+0.0116369j -0.00730841-0.00683453j 0.00124723-0.00208084j 0.00664882-0.0140408j 0.00251086-0.00772669j -0.0135097-0.00518197j -0.00485642-0.00375202j 0.0130263-0.0120045j 0.00852486-0.00751109j -0.00304093-0.0195371j 0.00415952-0.0130998j -0.00197546-0.0124492j -0.0239718+0.00450581j -0.0179204+0.00933793j 0.0156256-0.0326537j 0.00714483-0.0158468j 0.00867729-0.0138857j -0.0584672+0.0280069j -0.00335607-0.00423905j -0.0231411+0.00314274j -0.0197246+0.00803088j 0.00768865+0.00138886j -0.00116119-0.00056613j -0.00129656+0.00870918j -0.00854849-0.00379276j -0.00552933-0.00170706j -0.00436537+0.00619346j -0.0248314-0.0100938j 0.0659824-0.010174j 0.00184314+0.00294115j 
0.0508751-0.059998j -0.0328879-0.0769633j -0.0422649+0.113844j -0.0122616-0.0832196j 0.00772041+0.0512396j 0.0165027+0.0519615j -0.0188772+0.0116343j -0.0378086+0.047046j -0.0130329-0.0385443j 0.142976+0.00623872j -0.00128466+0.0671181j 0.00411002-0.00225478j 0.00205303+0.000937517j -0.00228331-0.00386745j 0.0250776-0.0252874j 0.0179066-0.0485596j -0.0259656+0.0196838j -0.0129836+0.0546746j -0.0191992+0.0480288j 0.00230569+0.020802j 0.0191084-0.016575j 0.0022025+0.0120441j 0.00436587+0.017777j -0.00740322+0.0449685j -0.0124442+0.0600354j -0.0179315-0.00620137j 0.011441-0.0122539j 0.00397038+0.0121003j -0.03535+0.0249065j 0.00748341+0.0514998j 0.00475887+0.0159385j 0.00918227+0.000655365j 0.0460618+0.0224149j -0.020117-0.0285255j -0.0348572-0.0407119j 0.0143218-0.004002j -0.024492-0.0124856j -0.0230943-0.000821113j -0.00539137+0.00891404j 0.00815614-0.0156945j 0.00359482-0.0132844j -0.00393285+0.0113834j 0.0196225-0.00325687j 0.00260042-0.00659063j -0.0101097-0.0166105j -0.00888962-0.0138442j 0.0103201+0.021628j 0.00458132+0.0164211j -0.0222885+0.00628319j -0.00845913+0.00230101j -0.0132394-0.00324044j 0.0293795-0.0285506j 0.0219079+0.00127882j -0.0333157+0.0141028j -0.0105678-0.00941829j -0.021626+0.051219j 0.0193122-0.0511446j -0.0539816-0.0577163j 0.00111353+0.0184584j -0.0125474-0.0147858j -0.00034128+0.00316376j -0.00127172+0.0024067j -0.00461177-0.00848075j -0.0278545-0.0110413j -0.0184217-0.00400306j -0.00625067+0.00888286j 0.0395643+0.023321j -0.000733685+0.0236246j -0.020202-0.00815355j 
0.0808399-0.0572096j 0.00628473-0.0383759j -0.0066002-0.0226234j -0.0362017+0.00907935j 0.0326251+0.0308713j 0.0168848+0.035686j -0.00700624-0.00125842j 0.0499112-0.0594141j 0.0122203+0.00985958j 0.0257252+0.0582349j -0.00753364+0.0187167j 0.0131765+0.0128532j -0.0163434+0.00841266j -0.00566544-0.000631344j 0.0109491+0.00226517j 0.00227086-0.00056768j 0.00279378-0.055862j -0.00188483+0.0129292j 0.00331629-0.0559869j 0.0010418+0.012927j 0.0175095-0.0192815j 0.00249628+0.0151023j -0.00210932+0.00838096j -0.00435972-0.00368459j -0.00469738-0.017733j -0.000327367-0.037899j 0.00114183+0.00811419j -0.00180362+0.00902116j 0.00184436-0.0188955j -0.000866774+0.0172445j 0.00856985-0.073005j 0.000518457-0.100933j 0.0265839-0.167587j -0.0229691-0.0899184j 0.0216185-0.0115325j 0.0125834+0.044113j 0.00872597-0.0325068j 0.0151024-0.0511689j 0.0028012-0.00822984j -0.00963958+0.0363497j 0.00721762-0.00727842j -0.00116447-0.000144725j 0.0103169-0.0153607j 0.00613717-0.00883326j 0.0108887-0.00390356j 0.00980321-0.0107908j -0.0226703+0.0137141j -0.0233748+0.0152376j -0.00062652+0.00123681j -0.0044349-0.00132321j 0.00621482-0.0157693j -0.0234511+0.0379549j -0.0330994+0.0376111j 0.00580875-0.0324609j -0.0086125-0.0167732j -0.0123176-0.0043445j -0.0138985+0.0770476j 0.0426406-0.030314j -0.00929964+0.0604081j -0.00575361+0.0531858j 0.0144154-0.0136514j 0.00215429-0.00334442j -0.0123839+0.0330137j -0.00655473+0.0173915j -0.00427801+0.0129268j -0.016182-0.00595818j -0.0431313+0.0390213j 0.0365983-0.0315745j 0.0329434-0.00827894j 
-0.100397-0.00769612j -0.0109923+0.0428993j -0.00855214-0.102483j 0.0378791+0.0700611j -0.0347873-0.0129048j -0.0502821-0.0361708j -0.0145573-0.0239059j -0.0611769-0.0335395j -0.0520625+0.0213833j 0.0242313+0.00747478j 0.00369181-0.0311464j -0.000628976+0.02332j 0.0199718-0.00412038j 0.00502374+0.0305664j -0.00577767+0.00402932j -0.00127203+0.0504222j -0.00454793+0.02021j 0.00187689-0.0602256j 0.000628191-0.00890931j -0.00391654+0.00925833j -0.0147373-0.0408583j -0.00420625+0.0150739j 0.00989861-0.00833634j 0.00103397+0.000478527j 0.0131181-0.0479138j -0.00906089-0.0520155j -0.00576244-0.0062432j -0.00684595-0.0353754j -0.0254998-0.105792j 0.0133877-0.000355511j -0.00819363-0.0715273j -0.0043006-0.129728j -0.0266655-0.177751j 0.0191732-0.110891j -0.0322747-0.0141958j 0.00930055+0.0289127j -0.0157961-0.0615204j -0.0312392-0.0118708j -0.00356273-0.0213j 0.00633326+0.0192701j -0.0109687+0.00306004j 0.00625071-0.00336957j 0.00688955+0.0017203j 0.00646405-0.0205904j -0.0169507-0.0256404j -0.0143996-0.00671848j 0.0318454+0.0169209j 0.0274659+0.0146445j -0.00857736-0.0245533j -0.00213435-0.00765485j -0.0289983-0.00396855j 0.0315271+0.0290104j 0.0419563+0.0183933j -0.0441359-0.023984j -0.00978367-0.0178638j 0.00612622+0.00483379j 0.00702334+0.0622647j -0.0613877-0.00390054j 0.0224749+0.0785066j -0.00517288+0.0614605j -0.00727907-0.0163375j -0.000315368-0.00821813j -0.0052906+0.0231848j -0.0134112-0.0207422j -0.00816292-0.0178299j -0.0123264+0.00845849j 0.0724341+0.026985j 0.0173862-0.0116913j -0.0398053-0.00585301j 
0.0323335-0.0187872j -0.0129313-0.00151385j 0.0607112-0.0420019j 0.0197093+0.01409j -0.0656071+0.0126427j 0.0832719+0.0264641j 0.068833-0.0157064j -0.0445856-0.0236237j 0.0790583+0.036868j -0.0718686+0.0189219j 0.0184932+0.00448827j -0.00756366+0.00520927j 0.00665407-0.00515625j -0.00309557+0.0158885j -0.000658644-0.0279147j 0.0112103+0.00404896j 0.0193858-0.0145106j 0.021261+0.022496j -0.00947592+0.0131436j -0.00763897+0.00810667j -0.026459+0.00611778j -0.00497301+0.00703177j -0.0177863+0.0275512j 0.0116039-0.00963304j 0.0065154+0.00587613j 0.0224447+0.0190882j 0.0112791-0.0198634j 0.0136474-0.0434245j 0.0686608+0.0900545j 0.0157843-0.00173274j -0.0113694-0.029498j -0.0185112-0.0586022j -0.0151748-0.0716895j 0.0105854-0.0416804j 0.00157806-0.00591957j 0.00722228-0.00351745j -0.0291253-0.0191285j 0.00860121-0.0290703j 0.00419746-0.00701857j 0.000250434+0.023968j -0.011756-0.0146439j 0.00376463+0.000717692j -0.0297806+0.0159196j -0.033491+0.00863811j -0.0199019-0.0196011j -0.0130581-0.00412782j 0.0325287+0.00326434j 0.0288209+0.00576312j 0.0219583-0.0191211j 0.0147667-0.0133694j 0.0271886-0.0271493j -0.0340689+0.0326205j -0.00698919+0.0246187j 0.0945189-0.0513801j 0.0436023-0.0104898j 0.0947045-0.0196232j -0.0108449+0.0211787j -0.0478194-0.0119511j 0.0123056+0.0126419j -0.00534605+0.0175978j -0.020145+0.00353495j -0.00262533+0.00276715j 0.0088523+0.00376142j 0.00971577+0.0266509j 0.00572547+0.0191492j 0.0641527-0.034399j 0.0302393+0.0211164j 0.0401132-0.00349856j -0.051985+0.000639175j 
0.0202793+0.0209702j 0.0201862+0.0701074j -0.0182218-0.0973132j 0.00509835+0.0276963j 0.0285362+0.0366723j 0.0189484-0.0412038j 0.00826978-0.0420309j -0.0758774+0.0547834j 0.020565+0.0302419j -0.0148794-0.0960489j -0.0117858+0.0127945j -0.00647993+0.0102113j -0.0061449-0.0297481j 0.00613363+0.024095j -0.00566199-0.0383974j -0.00893112+0.0218341j 0.000519845+0.10309j -0.00923034-0.0219331j 0.0069345+0.0529625j 0.00373653-0.00326065j -0.0134527-0.0163342j 0.00289285-0.00593785j -0.00697686-0.00979562j 0.00604792-0.00403087j -0.00137138+0.0328892j 0.00832291+0.0439069j 0.0151347-0.0474978j 0.00496842-0.0217454j 0.00690775+0.016195j 0.00349242+0.0746066j 0.0204525+0.0156547j -0.011078-0.0850357j 0.0011995-0.107008j 0.0113989-0.107635j -0.000874847-0.0617958j -0.0264014-0.0835435j -0.00559405-0.0127476j 0.0035645+0.00374831j -0.00850948+0.0140363j -0.0112314-0.0331708j 0.0111644-0.0115817j -0.0108933+0.0104789j 0.0262478+0.0255973j 0.0165655+0.0119632j -0.0177375-0.0196187j -0.00586059-0.0162577j 0.00840367+0.0568355j 0.00464727+0.0456127j -0.0149587+0.0209365j 0.00595711+0.0139228j 0.00921322-0.0241396j -0.00133125-0.00449738j -0.0151246+0.00201252j 0.0114775+0.020233j 0.0184969+0.0257632j -0.00963879+0.0252914j -0.0494273-0.161279j 0.00920452-0.144476j -0.0363874-0.0118803j -0.0194687-0.0500766j 0.00990343+0.00390435j 0.00520777-0.00128064j -0.0290061-0.0204769j -0.00631097-0.00133896j -0.00325473-0.00502389j 0.0260621+0.017297j -0.0663133+0.0346226j 0.0247134+0.0265606j 0.0259664-0.0130508j 
0.0490359-0.00328305j 0.0237843-0.0197567j -0.0690534+0.00433143j 0.0257347-0.00735068j 0.0557675+0.00408202j 0.0963783-0.00550046j 0.00883353-0.0200365j -0.14354-0.0384433j 0.0989914-0.0202604j -0.0360187+0.0662715j -0.015315-0.0266387j 0.00232884-0.0109888j -0.00201159-0.00209048j 0.030318-0.0218251j 0.0153487-0.0325j 0.00219465+0.00572521j -0.00148713-0.00606588j -0.0167217-0.0897028j -0.0115212-0.000277902j 0.00499157+0.016336j -0.046571-0.0476647j 0.0104106+0.00508955j -0.0188823-0.0259977j 0.0133077+0.0344947j -0.030474-0.0443897j 0.00754555-0.0565435j 0.0433648+0.0250806j 0.0185742+0.0799463j 0.00881825+0.0335722j -0.00383298-0.0803597j 0.00521546+0.0147474j -0.0314787-0.0033256j -0.0144067+0.00525848j 0.0293915+0.0604804j -0.00247334+0.00629889j -0.00585706+0.0393065j -0.0243186-0.00930621j -0.0142512+0.0336494j -0.0379202+0.00269292j 0.0125969+0.0111867j 0.0449713-0.0137273j -0.0455701+0.012635j 0.0544244-0.0345122j 0.0379348-0.0236403j -0.0177244-0.00769651j -0.00645733+0.0110574j -0.00142599-0.0119516j 0.00205687-0.0109632j -0.0328067+0.0199065j 0.012428-0.00244392j 0.0182639+0.00537632j 0.0529649-0.0182269j 0.0161819-0.00419755j 0.00813751+0.0207165j 0.0421585+0.00350514j -0.0523832+0.00616928j 0.0551172+0.0663253j 0.0123146+0.0233853j 0.00457303+0.0244828j 0.00614824+0.0165345j -0.00659202-0.0260245j 0.00402028+0.00612616j -0.0233637-0.0407566j -0.0299209+0.0216115j -0.0155415+0.0194068j -0.0106061+0.0119835j 0.0142546-0.00537309j -0.0201377-0.00407313j -0.00118596+0.000311758j 
-0.0123475+0.0199009j 0.00273738+0.0323078j 0.0206592-0.0185397j 0.00169457+0.00784067j -0.0228959+0.0567627j 0.0106706-0.0325939j 0.0113821-0.018414j 0.0125433+0.0319477j 0.014321-0.0249986j -0.0254401-0.0800887j -0.00420152-0.0406128j 0.00186009-0.0645493j 0.00582939+0.0261437j -0.00352765+0.102848j -0.00247641-0.0501558j 0.00358233+0.0376223j 0.00529133+0.0180269j 0.00165121+0.0498868j 0.00184233+0.0314674j -0.000378234-0.0416585j -0.0103085-0.0345465j 0.00180218+0.129415j -0.000680898+0.0633313j 0.00166094-0.0275722j 0.00522541+0.0395986j -0.00715871-0.0857592j -0.00538256+0.0117797j 0.00677208+0.163746j 0.00909581-0.00829901j -0.000678588+0.184924j -0.0179238-0.229211j 0.00413266+0.143871j -0.00959579+0.160963j 0.00819228+0.0814631j 0.00305765-0.10742j 0.00392269+0.0146551j -0.01087-0.0565318j -0.000895017-0.00751894j 0.000220994-0.0157225j 0.000621953+0.00896457j -0.011229-0.0047093j 0.0092926-0.0061128j 0.00173953-0.0257835j -0.00306422-0.0379211j -0.0126164-0.0246704j -0.0073191-0.0297024j 0.0180546+0.0415981j 0.0150163+0.0399688j 0.00380102-0.0102698j 0.00135645+0.0109357j 0.00318267+0.0150381j -0.00648205-0.0100098j -0.00427225+0.0234471j 0.00781904+0.0666242j 0.00108478+0.036585j 0.011881+0.0590075j -0.0021744+0.0893182j -0.00623199-0.0776802j 0.00675244+0.00605037j 0.00760986+0.008995j -0.000504518+0.0255385j 0.00809687-0.00110882j -0.0148914-0.0100207j 0.00284943-0.00236993j 0.0112791-0.00755362j -0.0137826+0.0368132j 0.00978061+0.0293144j 0.0211018-6.66178e-06j 0.00273214-0.00970209j 
0.0723436-0.00725074j -0.0249972-0.0119486j 0.056375+0.0398496j -0.101395-0.0115877j 0.0458623-0.0160083j -0.0376041+0.0137244j -0.0570577+0.0148972j -0.190974-0.00276484j -0.0521687-0.011426j -0.134412-0.0231407j 0.0168658+0.03041j -0.00501889+0.00413758j -0.00759365+0.0101397j -0.0082233-0.0389032j 0.00776474+0.0291668j -0.00894263-0.0525716j -0.0028401+0.0249525j 0.00237326+0.0348445j -0.00200322+0.00758307j -0.00280888+0.00687858j 0.0218557-0.00803328j 0.00530145-0.0396357j 0.00393596-0.00766778j 0.00717502+0.0677616j 0.0643549+0.0293865j 0.0274265-0.0158187j 0.0197406-0.0404714j -0.000487222+0.0225373j -0.00100421-0.0960528j 0.0421381+0.0515052j 0.0378758+0.0628781j -0.032005+0.00640612j -0.0611567+0.0140046j 0.0573251-0.0410528j 0.0497639-0.0120707j -0.0248504+0.00736446j 0.00640902+0.00691929j 0.00106457-0.0152368j -0.000320635-0.00761837j -0.00312955+0.00394249j -0.00635958+0.0186841j -0.00537652-0.00883735j -0.0104511-0.00450654j 0.0076941+0.000577226j -0.0175517+0.0205388j -0.0120285+0.00992051j 0.0156895-0.011879j 0.0143846-0.0100328j -0.00661645-0.0209287j -0.00122936-0.00981154j -0.0283401+0.00681856j -0.0150831+0.00540973j -0.00872788-0.00029461j -0.0430512+0.0021939j -0.00977555+0.0196286j 0.0164992-0.00350582j -0.0614261+0.0133091j 0.013989+0.021426j 0.0224254+0.00457734j 0.0123009+0.0108898j 0.00466164-0.00330379j 0.00125779-0.00366308j 0.0149694+0.0168419j 0.0108607-0.0152274j 0.0118712-0.0102128j -0.0313224+0.0158252j 0.0258304-0.015772j 0.0130234-0.0081555j -0.00587795+0.00241547j 
-0.056287+0.0153896j -0.0382185-0.00338314j -0.037701+0.0117037j 0.00784135-0.00247533j -0.0451601+0.0148532j -0.000428764-0.0390979j 0.00605974+0.0072275j -0.0414588+0.0284669j -0.0564946-0.0338872j 0.363216+0.0249184j 0.0231272+0.00148756j 0.049596-0.014059j -0.0386437-0.00392261j -0.00569127+0.0189579j -0.029186-0.0361323j -0.0367621-0.00621754j 0.0326322-0.0160788j 0.0457749-0.0208134j 0.0234711+0.0323784j -0.0195259-0.00732729j -0.0252592-0.0230005j -0.0033472+0.0631418j 0.0128043-0.0019402j 0.0194213+0.0837104j 0.0374522+0.0106348j -0.013029-0.0411906j -0.0224716+0.130937j 0.00789609-0.0335665j -0.0285126+0.155379j 0.0423336-0.157884j -0.017572+0.00145799j 0.0168616-0.109678j 0.038716-0.0220348j 4.34958e-05+0.0475417j 0.0102237-0.0216499j -0.0358125-0.0110045j -0.00449604-0.015163j 0.00506249+0.0099253j 5.60371e-05+0.0014325j -0.00802746+0.0147571j -0.00445853-0.00504758j 0.000404468-0.00562104j 0.00156747-0.0105791j -0.0087185-0.00311279j -0.00674197-0.016123j -0.00698794-0.00305914j 0.0237384+0.000920713j 0.0151882+0.00114273j 1.16831e-05+0.0153519j 0.000314887+0.006426j -0.0165435+0.0241672j -0.0130111+0.0176745j -0.00557717+0.0103725j -0.00052704+0.0114597j -0.00520174+0.0274386j -0.00359299+0.0312478j -0.0179328+0.0124055j -0.017837-0.0015323j -0.00286548+0.00239104j 0.00297864+0.00678612j 0.00651775+0.00815801j -0.00449448+0.00958877j -0.00594254-0.00251299j 0.0181238-0.00779256j -0.000626136+0.0153807j -0.00473805+0.00834104j 0.000709483+0.00643074j 0.000546872-0.00157872j 0.00417735-0.00185265j 
