0.00075932-0.0360147j 0.0676793+0.0122881j 0.0307732+0.0689649j -0.0353609+0.04353j -0.0027176+0.0368634j 0.0353809-0.0217303j 0.0258061-0.0421054j 0.0253875-0.0325784j -0.0837067+0.074575j 0.0743406-0.127228j 0.0458644-0.0256797j -0.0367505+0.0251639j 0.0325719-0.023961j 0.00914626-0.0598955j 0.139538-0.0294364j -0.081669-0.027894j 0.0725161+0.0399332j -0.00579057+0.0210424j -0.0862128+0.0897842j -0.14585+0.0828479j -0.0236317+0.0279839j -0.116364+0.119035j -0.0658064+0.163896j -0.00749183+0.0982152j 0.0619207+0.0785199j -0.154128-0.221448j 0.152227+0.121591j 0.0402647+0.0342528j -0.127339-0.0409712j -0.153213+0.213396j 0.201296-0.0923415j 0.00838286+0.0257979j -0.0730253-0.0476016j -0.155795+0.25812j 0.0181759+0.12309j 0.136556-0.0372363j -0.278378-0.177731j -0.207825-0.144051j -0.0695608+0.111182j -0.115925-0.0221282j -0.0593396+0.26407j 0.125432+0.310002j 0.398823+0.144854j -0.0250551-0.11603j 0.340057-0.244349j 0.0177582+0.29653j 0.38386-0.0634631j -0.0211642+0.510006j 0.371374+0.119593j 0.257369-0.308402j -1.04337+0.115391j 0.350793-0.87643j 
0.134272+0.0369335j 0.208716+0.271661j -0.529546+0.433059j 0.220165+0.354531j -0.278084-0.338708j 0.698652+0.0768736j 0.249829+0.339997j 0.0134527+0.329443j 0.511208-0.597813j -0.198568-0.235149j -1.14167-0.391175j -0.0909178+0.139391j 0.666174+0.0422664j 0.412398-0.350833j -0.00967905+0.385377j 1.55238+0.515225j -1.23468-0.235402j -0.516777+0.341432j 0.178394-0.246886j 0.381121-0.0934404j -0.26815-0.291672j 1.3455+0.342998j 0.46189+0.557719j 1.4951+0.193986j 0.431069-0.619389j -0.309399-0.847097j -0.280125-0.15374j 0.0419584-0.0562926j -0.841375+0.0301879j 0.448967+0.218402j 1.61072+0.303364j 0.211652+0.342198j -0.55159+0.135621j -0.304245-0.0909417j 0.233923-0.0346097j -0.580117-0.414844j 1.33396+0.316011j -0.427803-0.106117j 0.650681+0.234487j 0.404273+0.160009j 0.184939-0.0614358j 0.477151+0.203929j -0.0360117-0.115964j 0.643436-0.0584371j 0.362809-0.000755447j -0.214628+0.00832106j -0.422703-0.320244j -0.14291+0.0383271j 0.190183+0.0641182j 0.166985+0.00412774j 0.0394056+0.134513j -0.0372033+0.0307451j 
0.21672-0.10742j -0.486934+0.358518j 0.206252-0.496136j 0.628247-0.314649j 0.167318-0.17909j 0.283337-0.444153j 0.649755-0.426469j -0.186681-0.337231j 0.078789+0.965579j 1.36484-0.0575769j 0.417572+0.163613j -1.11695-0.256976j -0.702989-0.371935j -0.992413+0.0491584j -2.1284+0.289306j -0.389343+0.0520987j 0.58689-0.125921j -0.100831+0.0131915j -0.21801-0.279317j 0.542236-0.424203j -0.0153873-0.335881j -2.16457-0.442335j 0.611785+0.140994j -0.828013-0.0593973j -0.397164+0.0652128j 0.727039+0.66318j 0.306569+0.548222j -0.0560921-0.464356j 0.71075+0.343994j -0.464622+0.0180631j -1.27302-0.316367j -0.471802+0.0013793j 0.374573-0.198743j 0.155186+0.316152j -0.012818+0.00475964j 0.52762+0.37577j -1.06586-0.445895j -0.0733505-0.212087j -0.5768-0.145684j -0.899436-0.361057j -0.219194-0.0963444j -0.801521-0.223548j -0.40723+0.308119j -0.31192-0.160522j -0.305968+0.250435j -0.0416949-0.314541j 0.259904+0.112034j 0.281553-0.0625943j 0.0369419-0.174872j -0.0471635+0.069869j -0.0538055+0.0294934j -0.00251854-0.134334j 
-0.165583+0.466341j 0.206404-0.084476j -0.698054+0.00565808j 0.478574-0.0194344j -0.0179391+0.182321j 0.878125+0.311342j -0.430542-0.475665j 1.50874+0.672349j -1.54311-0.866892j 0.529997-0.141869j -1.86658+0.323897j 0.758619+0.361524j 1.87338+0.395919j 2.31938+0.549471j 0.0906199+0.0801086j 4.6854+1.12859j -2.93799+0.106619j 0.449562+0.295099j 0.831751-0.335758j 1.08764+0.312933j 0.615692-0.141423j 4.4056+0.547828j -0.00732799-0.340383j 3.63867+0.464748j 0.290764-0.053302j -2.24106-2.90243j -0.378157-1.8178j 0.27161-0.0237135j -3.94101-0.338871j -0.0557778+0.059588j 5.04727+0.955656j 0.891912-0.336282j -1.34791+0.0736572j -1.18558-0.0409463j 0.149411+0.237705j -3.08715-0.483765j 4.20556+0.63682j -0.954336-0.1423j 2.10969+0.217709j 1.05509+0.0738596j 1.12455+0.267976j 2.20669+0.0390942j 0.165765+0.235798j 1.44754-0.21637j 1.2704+0.00471308j -0.0116366-0.00767294j -1.01519-0.0798797j -0.33208-0.29148j 0.465654+0.242275j 0.339853+0.0153004j -0.205443+0.0312292j -0.0923072-0.0499321j 
-0.0886527+0.0675465j 0.371805+0.0496754j -0.374939-0.116054j 0.634127+0.246736j -0.545443-0.223689j 1.50348+0.253075j -0.328366+0.366187j 1.07353-1.29295j -2.36038-0.882134j 0.458601+0.267007j -2.45283-0.777916j 0.783853-0.385155j 0.0404673-1.73548j 2.01815-0.530817j 1.13118+0.0259214j 5.47306+0.705919j -3.38685+0.021441j -0.390397+0.220988j 1.35035-0.000744003j 1.365+0.152519j 1.14941-0.575097j 5.26511-0.558142j -0.241169+0.0351087j 4.52465+0.092672j -0.0314708+0.0271262j -3.14307-2.71607j -0.718094-1.51263j 0.425688-0.0880817j -4.31691+0.0348986j -0.0777258+0.259062j 5.33677-0.757568j 1.04395+0.0165117j -1.23462+0.10387j -1.33098+0.0515005j 0.246443+0.116196j -3.23864+0.324627j 4.81334-0.304007j -0.805137+0.489298j 2.38411-0.487729j 1.44656-0.140887j 1.17084-0.162315j 2.64821-0.337407j 0.472346-0.127074j 1.56737-0.282275j 1.57287-0.188502j 0.113009-0.246784j -1.29261+0.162573j -0.525434-0.0012328j 0.509278-0.196476j 0.464019+0.146623j -0.175626+0.113367j 0.0438615-0.0284427j 
0.252006-0.298002j -0.949442+0.0600905j 1.53203+0.231679j -1.26329-0.0578874j 1.28538+0.141097j -4.02922+0.39523j 0.491488-0.461571j -4.60388+0.41882j 4.3914+0.717422j -0.32771-0.156814j 5.81977+0.886504j -3.16146-0.072197j -4.24506+0.679181j -5.95062+0.154812j -1.98108-0.445278j -12.6875-0.906073j 8.43388-0.0543321j 1.09422-0.501996j -2.94124-0.740599j -2.91378-0.29408j -2.35896+0.520212j -14.2261-0.0933561j 0.335621-0.31759j -11.6102+0.00787816j -0.0392464+0.0252083j 7.95549+6.29436j 1.28143+4.3682j -1.03822+0.656753j 10.9505+0.346974j -0.244502+0.000314423j -14.1422+0.260705j -2.47365-0.0189866j 2.75748+0.00973573j 3.43281+0.326941j -0.848371-0.073039j 8.17279-0.683149j -12.4841+0.260871j 1.72265-0.0776489j -5.87787+0.491864j -3.63952+0.0434889j -3.3965+0.336702j -6.63344+0.339436j -0.843535-0.0870074j -4.13773+0.635561j -4.09338+0.305142j -0.0564639+0.304621j 3.28593-0.255039j 1.57554-0.0277673j -1.10111+0.316325j -1.22732-0.298581j 0.395813-0.200723j -0.105528+0.0445828j 
0.0930408+0.239118j -0.135508+0.357609j -0.938733-0.150398j -0.0405311+0.335536j 0.249332-0.300043j 0.592718+0.656826j -0.45658+0.72406j 0.274239-0.190049j 0.449563+1.01462j 0.248711-0.484341j -1.18513-0.574162j 0.197806-0.298385j 1.0255+0.25738j 1.5356-0.658804j -0.137835-0.283505j 2.26223-0.0250153j -1.75495-0.484211j -0.776496-0.49534j 0.924085-0.252802j 0.61916-0.107128j 0.699365-0.426706j 2.64279-0.102752j -0.596121+0.86664j 1.89001+0.395028j 1.17465+0.222658j -1.33311-0.776685j -0.719271-1.03288j 0.126997+0.00332395j -2.21005+0.450119j 0.10857+0.496358j 2.70445+0.082837j 0.102518+0.0592072j -0.776144-0.1008j -0.431321+0.177269j 0.364352+0.144556j -0.963507+0.181968j 2.17532-0.0299829j -0.473268-0.201761j 0.854847+0.0222038j 0.581249+0.117389j 0.623172-0.320662j 1.07622-0.347681j 0.241117-0.284597j 0.947323+0.122419j 0.793298-0.210806j -0.00386781-0.335963j -0.325568-0.296825j -0.21419+0.116025j 0.196524+0.124706j 0.186756+0.0376909j -0.227679+0.201506j -0.0668292-0.0267812j 
0.389687-0.158621j -0.396485+0.0509377j 0.727964-0.139484j -0.194714-0.0788992j -0.0062864+0.254741j -0.195606+0.635444j -0.0977542+0.268286j -1.4794-0.0259367j 0.709226+0.264404j -0.0875001-0.108739j 2.05141+0.58439j -0.793614-0.377824j -1.16561-0.110086j -1.63617-0.112033j -0.488588+0.401058j -3.4657-0.439526j 2.94229-0.426832j -0.00829983-0.625513j -0.786716+0.213976j -0.25911-0.174529j -0.522884+0.101743j -3.61554-0.0279348j 0.161409-0.255781j -2.72461-0.0107897j -0.404626-0.351418j 1.81401+2.25516j 0.00398381+1.37622j 0.0382952+0.124704j 3.28052+0.273644j -0.270816-0.0105603j -3.81343-0.0718929j -0.923293-0.10168j 0.709909+0.0718764j 0.56035-0.0875271j -0.239437+0.0100939j 2.1737-0.103949j -3.19354+0.0652838j 0.720363-0.0234589j -1.81283-0.0411597j -0.917091-0.0296796j -0.86523-0.0122232j -2.15963-0.102632j -0.343034+0.236626j -1.35245+0.152894j -1.40514+0.148361j -0.0253297-0.0507354j 0.96802-0.074001j 0.261556-0.151573j -0.229624-0.0239992j -0.269244-0.191039j 0.104196-0.0113603j -0.168076+0.0487649j 
0.0334751+0.0486216j 0.142935-0.0287102j -0.237219-0.163641j 0.370231-0.173079j -0.254392-0.112436j 1.30471-0.214506j 0.0802905+0.302326j 0.336222+1.3773j -1.28515+0.893531j 0.036918-0.438862j -1.0451+0.152136j 0.417969+0.6986j -0.00364649+2.32129j 0.64552+0.329211j -0.0883509-0.363599j 2.29205-0.538254j -1.35995+0.0805321j -0.251028-0.121668j -0.0460834+0.0205082j 0.42825-0.223939j 0.14637-0.156474j 1.81553+0.489962j -0.351753+0.321538j 2.01494+0.00082062j 0.0981483-0.108216j -1.70614-0.912239j 0.0570436-0.463985j 0.452782-0.135443j -1.50035-0.0426827j 0.432771+0.0770563j 1.89704+0.251433j 0.240183-0.122161j -0.130969+0.291525j -0.297177-0.0908092j 0.263044+0.0367838j -1.48849+0.329727j 1.95072-0.0457296j 0.274078+0.0603981j 0.722808-0.0238833j 0.439503-0.0521957j 0.707533+0.106342j 0.866641+0.00276881j -0.0575606-0.11866j 0.663795-0.0805342j 0.594284+0.0236423j -0.087757-0.0968329j -0.5122-0.00900773j -0.38585-0.0816835j 0.178995-0.173635j 0.170628+0.0950615j -0.0387474+0.0597443j 0.0317405+0.0407772j 
-0.920326+0.115486j 1.0454+0.111972j -1.74786-0.533431j 1.28044-0.346321j -1.52955+0.755086j 3.40936-0.214617j -0.518836-0.844586j 3.01329+0.739559j -3.39038-0.607304j 1.20731-0.608782j -7.29894+0.954544j 2.9913+0.17691j 3.33411+1.05164j 6.17998+0.825455j 2.29435+0.121706j 12.7878+0.217399j -8.96509-0.0543732j -0.808371+0.697031j 3.50068-0.224343j 2.65496-0.163632j 2.44901-0.229667j 14.5876+0.00778226j -0.040332-0.503948j 11.2523-0.350688j 0.754329+0.302601j -7.93677-6.40239j -0.905522-4.91494j 0.350377-0.135221j -11.0899+0.0106649j 0.239247-0.0177446j 13.8678+0.23213j 3.02314-0.147628j -3.37345-0.114553j -3.54275+0.0741048j 0.579626-0.0663954j -8.15665+0.065056j 12.5952-0.582624j -2.10601+0.0403414j 5.78263-0.409127j 3.7228-0.13627j 3.14038-0.170455j 6.77964-0.406433j 0.682899-0.00110156j 4.43821-0.679341j 4.2669-0.591464j 0.0154857-0.416317j -3.11563+0.390797j -0.989207+0.0163496j 0.82845-0.0958894j 1.19277-0.00594684j -0.536189+0.149906j -0.0225569-0.191516j 
0.141027-0.20512j -0.0486945+0.28592j 0.265015+0.235871j 0.100495+0.241256j -0.762483+0.00253482j -0.498197-0.973835j -0.358198+0.0278899j 0.794076-0.0328456j -1.14404-0.177279j -0.145422-0.175043j -1.42661+0.64851j 0.713869-0.276127j 0.746692+0.762604j 1.51848-0.174809j 0.77782+0.452156j 3.39952+0.0553628j -2.12819+0.284776j -0.212542+0.469092j 1.35136-0.317079j 0.643899-0.237358j 0.797505-0.766647j 2.83107-0.653258j -0.144489+0.0984595j 2.26007-0.563435j 0.0865737-0.202107j -2.24915-0.961041j -0.181702-1.04289j 0.203062+0.0303735j -2.30951+0.472769j 0.107334+0.129203j 2.92884-0.943443j 0.599097-0.162722j -0.746484+0.156841j -0.683028+0.192332j -0.179842-0.0386414j -1.77589+0.597641j 2.62704-0.84052j -0.311148+0.154092j 1.59076-0.246635j 0.775098-0.182837j 0.690187-0.514281j 1.47691-0.433769j 0.00428067-0.12225j 0.732706-0.532178j 0.700906-0.470127j 0.00658015-0.11053j -0.646043+0.142504j -0.205133+0.154736j 0.110203-0.228599j 0.355248-0.10471j -0.152042+0.113095j -0.10193-0.108298j 
0.0241484+0.155783j -0.647924-0.631319j 0.109235+0.657062j -0.570939-0.615641j 0.433596-0.619324j -0.12195-0.0864135j -0.405683-1.01499j -0.16507-0.460114j -0.160784+0.490519j -0.636579-0.389357j 0.386169-0.0928566j -0.550882+0.0874115j -0.281838+0.0613089j -0.342338+0.701978j 0.224014+0.436831j -0.709011-0.342898j 0.700441+0.0529786j -0.0163879+0.451991j -0.382015-0.134335j -0.197726-0.140634j -0.212332-0.111425j -1.42443-0.265013j -0.0193152-0.0761472j -0.773894-0.171227j -0.107347-0.432869j 0.489089+0.37578j 0.167442+0.567944j 0.118856-0.0816071j 1.04404+0.316279j -0.239751-0.125509j -0.904085-0.488411j -0.156356-0.0215878j 0.017509+0.150949j 0.169245-0.127678j 0.00696758-0.382393j 0.731075+0.0525582j -1.00637-0.0382455j 0.344194-0.0435388j -0.623932-0.0284987j -0.314441+0.162366j -0.261421+0.0601867j -0.320642-0.173912j -0.271438-0.129493j -0.44389-0.0840024j -0.289149-0.174199j 0.0918645+0.0369098j 0.245773+0.065517j 0.18877+0.0839046j -0.163497-0.0523701j -0.107908-0.143572j 0.000289087-0.141837j 0.00807081-0.0539379j 
0.0715853+0.220229j 0.0378-0.0261598j -0.551758+0.0991156j -0.618634-0.0988781j 1.47861+0.401848j 0.0836033-1.30335j 0.190366+0.529084j -0.548531+0.27717j 0.464501+0.0266695j -0.35149-0.283198j 1.86685-0.166018j -0.977176+0.0363893j -0.581166+0.105825j -0.801484-0.0519509j -0.101629-0.117094j -2.68518-0.0323284j 0.993739-0.116998j -0.195739+0.49635j -0.383953-0.111978j -0.96374-0.186721j -0.234896-0.165767j -3.12358-0.600741j -0.272223+0.0469091j -2.19602-0.407551j -0.159473+0.18342j 2.06556+1.57917j 0.321195+0.962325j -0.171829-0.113614j 2.10937-0.187909j -0.221943+0.244339j -2.56034-0.24851j -0.507293+0.064292j 0.65321+0.189238j 0.763374+0.518328j -0.0289718-0.0531055j 1.30179+0.153343j -2.52753-0.39805j 0.396134+0.0514048j -1.27893+0.404564j -0.822404-0.134054j -0.565257-0.0671813j -1.37027+0.238048j 0.208568+0.137927j -0.907844+0.111854j -0.791556+0.141906j -0.21404+0.13443j 0.76223-0.140231j 0.0526344+0.0179211j -0.294826+0.0582687j -0.422598-0.0704183j 0.070327+0.0197108j -0.0163375+0.163582j 
-0.451919-0.322827j -0.139009-0.09389j -0.135455-0.16412j -0.339427-0.352452j -0.130513-0.172071j -0.071759-0.706503j 0.030072-0.414798j 1.00862+0.4496j 0.385753+0.476643j -0.495551+0.0792351j 0.530281-0.297581j 0.245109+0.044275j 0.494893-0.0924915j 0.378753-0.0217557j 0.585909-0.534909j 0.843005+0.55161j -1.20564-0.390893j -0.0219852+0.159678j 0.0107285-0.226132j -0.0168915-0.411149j 0.00436517-0.110116j 1.323+0.0916288j -0.664268-0.298066j 0.651786-0.0582077j -0.180309+0.228403j -0.0624079-0.881675j -0.172519-0.0569725j 0.0775589+0.106808j -0.495992-0.399356j 0.167954+0.154478j 1.11227+0.550622j 0.0176504+0.105115j -0.242853+0.114316j -0.401954+0.148615j -0.115608+0.184076j -0.472089-0.0365759j 0.870572+0.2102j -0.22609-0.405285j 0.510108+0.210576j 0.246674+0.133243j 0.0973916+0.117794j 0.448426+0.531811j 0.228732+0.0732144j 0.54907+0.32015j 0.466209+0.39446j -0.0818553+0.0204852j -0.439543-0.149448j -0.233008+0.0576842j 0.0663562+0.0318566j -0.0978317+0.0599111j 0.0468844+0.0160961j 0.157633+0.228621j 
-0.764486-0.385206j 1.00198+0.167673j -0.808439-1.24926j 1.32134-0.154185j -0.468459+0.911791j 1.71246+2.12639j 0.360348-0.147428j 2.30607-0.14845j -2.71032+0.33722j 0.830064+0.359068j -3.61665-0.537978j 1.38919-0.075383j 2.71309+0.00845707j 3.1077+0.284884j 1.69221-0.355531j 7.71273-0.805811j -4.88813+0.133501j -0.487466+0.0659429j 1.47043-0.632169j 1.32835-0.0775496j 0.741772-0.240125j 7.96419+0.138646j 0.0869762+0.085519j 6.11155+0.1965j 0.156726+0.159618j -4.1898-3.121j -0.456622-2.62944j 0.48046-0.336196j -5.99794-0.0551252j 0.207721-0.366269j 7.51667-0.163107j 1.41067+0.164951j -1.4579+0.0882807j -1.80946+0.00323103j 0.701251+0.285509j -4.41164+0.278675j 6.93142-0.42438j -1.12612+0.0533611j 3.2779-0.829182j 2.02008-0.112849j 1.41929-0.11909j 3.74754-0.135448j 0.443852+0.099168j 2.11138-0.0686468j 2.22604+0.0695702j 0.202889-0.225689j -1.83361+0.256967j -0.537265+0.0988269j 0.387116-0.141358j 0.480938-0.12656j -0.251915+0.061397j 0.0080469+0.100209j 
-0.0575085+0.0530445j -0.354872+1.17591j 0.427589-0.500475j -0.132139+1.06515j -1.17256-0.227378j 0.862292+0.396203j -1.31774+1.07962j 0.235399-0.146787j -0.105109+0.168664j 0.322983+1.06218j -1.71343-0.117544j 0.946524+0.402117j 0.943353-0.118281j 2.19711-0.303584j 0.646492-0.862872j 2.71188-0.42999j -1.97746+0.132834j 0.498011-0.0965659j 0.496096+0.246773j 0.361404+0.120273j 0.262705+0.164368j 3.11613+0.549363j -0.0768705+0.171105j 2.35999+0.0368365j -0.302806+0.288247j -2.03529-1.43077j 0.140265-1.27325j -0.0924918-0.281381j -2.31697-0.430556j -0.0762638+0.245812j 2.61083-0.227549j 0.623604+0.0353515j -0.310459+0.279152j -0.876564+0.208487j -0.252311+0.0705774j -1.85773-0.0876121j 2.93364-0.10524j -0.730861-0.1295j 1.36411+0.0507447j 1.06711-0.0785535j 0.809465-0.00058403j 1.33415-0.29813j 0.0892189+0.327874j 0.922236+0.0798015j 0.789534-0.0341512j 0.0780134-0.21002j -0.675718+0.102603j -0.13306-0.157386j 0.207546+0.0892002j 0.0470942+0.146473j -0.295668+0.10376j -0.0147551-0.0110967j 
0.527432-0.371658j 0.216046-0.739904j -0.202489+0.623624j 0.403814-0.102335j -0.133877-1.11924j 1.08445-0.323853j 0.848208-0.508072j 1.03505+0.0669535j -0.834887+0.596959j 0.0963137+0.00613868j -1.8809+0.181691j 1.05326-0.0937411j 0.939712-0.00367639j 1.53156-0.127571j 0.569326-0.201177j 3.24675+0.167703j -2.41488+0.0452946j -0.0282055+0.195584j 0.73635-0.0636757j 1.20233+0.197752j 0.703348-0.0573545j 4.10936+0.397614j -0.0253459-0.58158j 3.12379-0.0681608j -0.00474607-0.0717622j -1.75684-2.15576j -0.520948-1.47078j -0.091295+0.0245809j -3.00508+0.230489j 0.121039+0.232502j 3.58105+0.0409051j 0.675594-0.183392j -0.545633+0.027909j -0.817466-0.196821j 0.0430293-0.282169j -2.29647+0.472234j 3.42468-0.19592j -0.310468-0.129637j 1.79522-0.187502j 0.993193+0.0386606j 0.770802-0.234148j 1.6613-0.177412j 0.360827-0.172628j 1.08429+0.149029j 0.995404+0.0401114j 0.125604-0.244994j -0.933187-0.102582j -0.336272+0.0746662j 0.231448+0.00373472j 0.25619+0.00806686j -0.212204+0.244538j -0.111418+0.162836j 
0.214391+0.703999j -0.00754721-0.356294j 0.0173753-0.189735j -0.75474+0.076875j 0.346273+0.997672j -0.802825+0.597349j -0.0775865+0.186765j -1.16869-0.673107j 1.78956-0.959499j -0.0331659+0.567847j 2.26927-0.619531j -1.18225-0.692089j -1.5065+0.326582j -2.22219+0.621064j -1.35632+0.0150022j -3.63529+0.378362j 2.21888+0.138446j 0.0214394-0.00149079j -1.14972+0.416454j -0.987102+0.129736j -0.669589+0.25686j -4.33783-0.415978j 0.0334415+0.143962j -3.32555+0.130336j -0.261427-0.0170728j 2.35177+1.91698j 0.53249+1.60741j 0.0732184-0.0350381j 3.33162-0.322047j -0.158688-0.0155729j -3.8874+0.291577j -0.80748+0.0502387j 1.00803+0.284022j 0.938783+0.152952j -0.0580642+0.111676j 2.31667-0.301599j -3.48842+0.135696j 0.417344-0.107431j -1.79158-0.0316882j -0.98089+0.065415j -0.863666+0.0285819j -1.84518-0.0645228j -0.179184+0.159086j -1.23824-0.223759j -1.16342-0.134803j -0.115048-0.0409583j 0.992902+0.140214j 0.379171+0.00409117j -0.494352+0.00771562j -0.151392-0.119881j 0.0212886+0.0244712j -0.175835-0.119589j 
0.788027-0.536348j -0.691149-0.338679j 0.690321-0.759406j -0.486256-0.0688206j -0.403763+0.462743j -0.264569+0.246397j -0.9657+0.0906216j 0.214977+0.186797j -0.217942-0.0899819j -0.382175-0.182451j -0.740723+0.197032j 0.110742+0.118648j 0.221545-0.0688361j 0.703768+0.109006j -0.0710673+0.0379515j 0.578413-0.202842j -0.137389+0.0369833j 0.230577+0.090544j 0.329786-0.187729j 0.354099-0.35185j 0.146848-0.0689814j 0.164235-0.158577j 0.13566-0.145073j 0.282153-0.0521881j -0.0630811+0.125491j -0.263293-0.216476j 0.0285228-0.216578j -0.0021776-0.1491j -0.293975-0.14961j 0.141414-0.147518j 0.603471+0.220581j 0.00445024+0.0801643j 0.0578208-0.335678j -0.0447729-0.0972359j 0.0472983+0.00250758j -0.377436-0.111638j 0.536611+0.104957j -0.26668+0.0327693j 0.184559-0.0529341j 0.195141-0.0603343j 0.163108+0.17668j 0.20042+0.0367489j 0.0745785-0.113283j 0.192836-0.050303j 0.172637+0.0143084j -0.0328622-0.0277332j -0.0908239+0.0783901j 0.00398182-0.0290096j 0.199782+0.197383j 0.0681859+0.133736j 0.0782507+0.18633j 0.0445685+0.0845627j 
0.290456+0.738507j 0.942873-0.363912j -0.184835-0.161499j -0.286125-0.4182j -0.189416+0.262944j -0.527556+0.530869j 0.181399+0.504345j 0.373375-0.11999j 0.755929+0.876015j -0.802335+0.204952j 0.439291+0.0953886j 0.762178-0.34722j -0.4507-0.238485j -0.652202-0.234748j -0.0556793-0.738153j -0.673439+0.162629j -0.0240435-0.520168j -0.0682776+0.123558j -0.300947-0.203772j -0.167331+0.292783j -0.229741+0.0539722j -0.251772+0.225028j 0.461055-0.0870448j -0.260296+0.159509j -0.0460513-0.289802j 0.622394+0.314419j 0.0680334+0.098241j 0.0548778-0.0216501j 0.3978-0.092458j -0.160773-0.0501271j -0.598453+0.341769j 0.0438859-0.0662827j -0.139821+0.355212j 0.138145-0.10054j 0.108232-0.0243417j -0.0736673-0.304173j -0.0639734+0.49368j 0.250432-0.0750939j 0.219366+0.196874j -0.100569+0.209345j 0.136113+0.0699945j 0.119993+0.00755684j 0.0133177+0.192167j 0.0314455+0.0186678j 0.00688632-0.0187871j 0.323954-0.0412942j -0.028829-0.0375578j -0.0413989+0.00362694j -0.0387412-0.133068j 0.113763+0.188306j -0.335439-0.10204j -0.1306-0.258078j 
-0.902445-0.883261j -0.254464-0.133425j -1.03794-0.25209j 0.288802+0.343565j 0.687579-0.306202j 0.113486+0.0472025j 0.158832+0.71106j -0.444253-0.0192624j 0.658567-0.177064j 0.210565+0.827097j 0.814417+0.130624j -0.356516-0.173615j -0.294576+0.114654j -0.30316-0.0782735j -0.37158+0.308742j -0.902224+0.00191746j 0.276112-0.0997501j 0.098763-0.26528j -0.432355-0.204577j -0.615136-0.291473j -0.286454-0.00162298j -1.12874+0.19131j -0.162298-0.180375j -0.840759+0.0768151j -0.0149561+0.0766751j 0.690866+0.448334j 0.0324991+0.332423j -0.27042-0.00145978j 0.640355-0.0989866j -0.358538-0.0975904j -0.895439-0.00991236j -0.0971043+0.0443096j -0.0323031-0.116938j 0.0770875-0.104275j -0.0634909-0.0336747j 0.505754+0.0880144j -0.819712-0.0541172j 0.255503+0.0756844j -0.493158+0.00486546j -0.333137-0.0155353j 0.0252193-0.0317179j -0.513512-0.0361669j -0.201322+0.0256508j -0.354828+0.0595343j -0.319415+0.00895028j 0.0426849-0.0314907j 0.328619-0.0581426j 0.0526996-0.0797918j 0.176327-0.157111j 0.145803-0.0122091j 0.210751-0.052256j 0.00551837-0.0532349j 
0.201278+0.761092j 0.262502-1.27805j 0.703721+0.654383j 0.461434-0.851504j -1.04804-0.554461j -0.28767-0.605895j -1.12414-0.7266j -0.112856+0.36644j -0.361488-0.0919738j 0.291799-0.298874j -0.739498-0.565023j 0.322601+0.311113j 0.566259-0.0408024j 0.785617+0.421831j 0.258791-0.105521j 1.52886-0.19784j -0.797981+0.316622j -0.158259+0.156838j 0.528152-0.0309171j 0.356173-0.029307j 0.234324-0.0453742j 1.18964-0.701142j 0.139504+0.220438j 0.778999-0.330878j 0.0385256-0.0119242j -0.724616-0.123194j -0.0412482-0.22514j 0.0605359-0.0485525j -0.614837+0.2212j 0.0437069+0.0184621j 0.633513-0.0755259j 0.109843-0.0538536j 0.132085+0.0366827j -0.144346+0.136906j 0.0730228+0.0970962j -0.370091-0.103623j 0.674346+0.0344965j -0.193137-0.115647j 0.38585+0.0111587j 0.241521-0.0237381j 0.179983+0.148414j 0.376086-0.0506392j 0.0992813+0.105313j 0.415846+0.11927j 0.307852+0.0709605j 0.179219+0.01896j -0.277085+0.0315196j -0.082321-0.0372571j 0.124647+0.178888j -0.0471948+0.226028j -0.156794+0.0445966j 0.0326179+0.0201363j 
-0.167884+0.64268j -1.4595+0.512788j 0.629946+0.209754j -0.708746-0.413826j -0.713729+0.619063j -0.327732+0.288306j 0.160216+1.01256j 0.485076+0.450684j -0.386046-0.21699j 0.464382-0.464127j -0.634022-0.0807862j 0.267696-0.062022j 0.103304-0.224314j 0.417364-0.485074j 0.199353+0.0951626j 0.0757762-0.605845j 0.0843706+0.455138j -0.126147+0.0822517j -0.171254-0.0114645j -0.217117+0.329181j 0.0204478+0.0604665j -0.152695+0.04743j -0.0108338-0.00643573j 0.0429412+0.137512j 0.00806708-0.043143j 0.130896-0.253768j 0.117399-0.104754j 0.0194917+0.202635j -0.181094-0.09378j -0.0231446+0.330483j 0.38421+0.321264j 0.062794-0.00632723j -0.176138-0.0910942j -0.066887+0.0537356j 0.0597109-0.0221284j -0.328786-0.152077j 0.419308+0.158202j -0.141398-0.0778031j 0.236716+0.0923332j 0.110883+0.12023j 0.189242-0.236851j 0.120038+0.151242j 0.170918+0.0795845j 0.288216-0.11402j 0.187086-0.0123365j -0.0521341-0.280999j -0.132754-0.0358509j -0.139778+0.0667563j -0.00763236-0.324135j 0.256022-0.159001j -0.0486327-0.0184094j -0.0901425-0.0319435j 
