-0.000548454+0.00788854j 0.00361647+0.0245311j 0.00248779+0.0261137j -0.00208354+0.00699777j 0.00356508+0.0141484j -0.00205931-0.02454j -0.00522746+0.00818801j 0.00369843+0.0293814j -0.00215281-0.0235349j 0.00604569-0.00951077j 0.00859208-0.0399008j -0.00351087-0.00295759j 0.00233502-0.00901919j -0.00914281-0.0343956j -0.00889659-0.0147091j 0.00424744-0.0143385j -0.00105149-0.0136131j 0.00171776-0.0181101j 3.28098e-06+0.0169789j -0.000731711-0.00521932j -0.00336941+0.0225874j 0.00407419+0.0182112j 0.00698013+0.0158907j 0.0103665+0.0359295j -0.00604772-0.0162065j -0.000575526-0.0232379j 0.00647924+0.0308828j -0.00157842+0.0042232j -0.00452269-0.0135539j 0.00217493+0.0139264j -0.00535573+0.0028761j -0.000575552-0.0185247j -0.00185779-0.00452404j -0.00037905-0.0232797j 0.00259661-0.00641237j 0.00432037+0.00245852j 0.0121443+0.0361837j -0.000893542-0.0178675j 0.00256885-0.00973794j -0.0052652-0.0144207j -0.00852588-0.0168818j -0.00606035-0.0015463j 0.000619423-0.00485729j -0.00738756+0.00195786j -0.00361262-0.00745809j 0.00836143+0.0144813j -0.0120551-0.0141295j 0.00170149+0.020341j 0.00699588+0.0091024j -0.0044555+0.00827213j -0.00931896-0.0143249j 0.00127918+0.0103643j 0.00493704+0.0291103j -0.00436943-0.0011469j -0.00154474-0.0108139j 0.00107567-0.00606233j 0.00466941+0.0114604j 0.00316559-0.0304497j -0.00231368-0.00783323j -0.00597212-0.00484652j 0.00853094-0.0391585j -0.00125618+0.0256985j -0.00050472-0.0207158j -0.00218304-0.0079186j -0.00224516+0.0109646j -0.0141252-0.0395446j -0.0126416+0.0128765j 0.0131189-0.00351879j -0.00579797+0.0457457j -0.00312054-0.0229232j -0.00165104+0.0976901j 0.0252649+0.00544919j 0.0168609-0.0354799j 0.00462367+0.123967j -0.0328017+0.0326033j -0.0284458-0.0576497j -0.0119551-0.147561j -0.11565-0.00739176j 0.0121584+0.340189j -0.0502781-0.19775j -0.0167504+0.12384j 0.0491654+0.11461j 0.04746-0.0658701j 0.0190347+0.0963151j 0.00304879+0.0227573j 0.0301291+0.0050474j -0.0157449-0.053064j 0.0102607-0.049326j -0.0158498-0.00126758j -0.00474184-0.0161125j 0.00211193-0.00157888j -0.00262359-0.433266j 
0.00214513-0.00380559j 0.00324317+0.00470107j -0.00262262+0.00111458j -0.00187704+0.00788366j 0.00287527-0.00387493j -0.00586443-0.0038677j 0.00215365-0.0105389j 0.00130248+0.00997167j -0.0105954+0.00823326j 0.0050699+0.0253249j -0.00394836-0.0184192j -0.0195384+0.00228084j 0.00643831+0.0103193j -0.00199459-0.00550944j -0.0102509-0.0279871j -0.0048484+0.00428385j 0.0160568-0.0100797j 0.0157222-0.0023048j 0.0173038+0.0229855j -0.0124237+0.0288334j -0.00493276+0.0184925j 0.0023677+0.0528158j 0.032002+0.0371992j 0.010735-0.0150669j 0.00296758-0.0348718j 0.00980806-0.0103608j -0.00549963-0.0284882j -0.0467514-0.0387841j -0.0120486-0.00748857j 0.00832258+0.0103079j -0.0124803-0.00210447j -0.0117418-0.0476883j 0.0100815+0.0129572j -0.00507147+0.058654j -0.00758392-0.00186817j -0.0304338-0.0343043j -0.0318673-0.030195j 0.00583843-0.0164163j 0.00737465-0.0110057j 0.02322+0.0649115j -0.00997363-0.0129749j -0.0416162-0.0452541j -0.0192571-0.0483726j 0.051851+0.0333878j -0.0210729+0.0177208j -0.00220886-0.0442027j 0.00901773-0.0501958j 0.0248202-0.020302j 0.0192847+0.0139076j 0.0334714+0.0195587j -4.4231e-05-0.0381488j 0.00593147-0.00343107j 0.0247272-0.00837932j 0.0001034+0.061937j -0.00425685+0.0243765j -0.0227014+0.0349801j -0.0312948-0.0206073j 0.0180069+0.0563694j -0.0172288-0.0517261j -0.0153336-0.0120325j 0.0718003+0.00317601j 0.00562629-0.0122008j -0.0264395+0.0165019j 0.0269981-0.0702459j 0.0262023+0.00686029j -0.0177018-0.0183942j 0.0103084-0.00281531j -0.0378299-0.0381978j 0.0255751+0.0357665j -0.0290064-0.021806j 0.0120926-0.00123374j -0.00197612+0.0322007j -0.00131357+0.00683009j -0.0107859-0.0181381j 0.0410496-0.030105j 0.00565881-0.0384502j -0.012387-0.00261436j -0.00258635+0.0258606j -0.0255781-0.0288287j -0.0154638+0.0101734j 0.00576271+0.0281648j 0.0226168+0.0247937j 0.00415778-0.0323654j -0.00799518+0.00845349j 0.00783807+0.0831758j 0.00111221+0.0217146j 0.00843738+0.0116612j -0.00876517+0.00516866j 0.00493067+0.00802598j -0.0043285-0.00669448j -0.00266993+0.0139496j 6.5804e-05-0.00654111j 
-3.16842e-05+0.0109176j 0.00209394+0.00170594j 0.00297045+0.0101326j -0.00290915-0.000214777j -0.00464378+0.00835838j 0.0054186+0.00181673j -0.00202641+0.00329092j 0.00605993+0.00552944j -0.00182613+0.00710865j -0.0159332-0.0144469j 0.00729313-0.00274749j 0.00511066-0.00126394j -0.0125787+0.000645375j 0.0097899-0.0100689j -0.000593813+0.0265755j 0.00317568+0.00995656j 0.0150958-0.0235473j -0.00484708+0.0086686j -0.00996946-0.00106525j 0.00463436-0.00979198j 0.00202359-0.00470275j -0.0157848-0.0169194j 0.0236623+0.0160649j 0.0126578+0.0179961j 0.0139073-0.0076861j -0.00756171-0.0132537j 0.0182441-0.00498382j -0.00512728+0.0106813j -0.0366746+0.00214572j 0.0267407+0.00556107j -0.00558639+0.033543j -0.0214912+0.0379771j -0.0286437+0.0117459j 0.00920508+0.0201628j -0.0473707-0.0137522j -0.0354985+0.0383397j -0.0115517+0.017379j -0.0248714+0.0143707j -0.0259175+0.0367896j -0.00340472-0.0395026j 0.0291485-0.0253066j -0.00476271-0.0207426j 0.0614045+0.00810247j -0.0202311-0.0187256j 0.0132909+0.061181j 0.0433602+0.0115286j 0.0582526-0.0377901j -0.0218757+0.00773845j 0.0111663+0.0380143j -0.0327341-0.0102212j -0.0220886+0.0279859j -0.00597658+0.0104575j 0.00999404-0.0344931j -0.0463974+0.0197733j 0.0202605-0.00953735j -0.0467835-0.0105082j 0.0124805+0.0508049j 0.0404137+0.0417706j 0.0145245-0.00276473j 0.0354645+0.0133255j 0.0203658+0.0436318j 0.0144708-0.0197053j -0.0344307+0.00282683j -0.00757329-0.0116454j 0.0618537-0.00858511j -0.0617608-0.00105185j 0.0213242-0.00102197j -0.0619026+7.1738e-05j 0.016659-0.0152791j -0.00642382-0.00552171j -0.00229353+0.0159043j -0.0388315-0.0298445j 0.00365258-0.0180647j 0.00537089+0.0219374j 0.00442765-0.0373213j -0.0167631+0.0107272j -0.0206885+0.0216714j -0.00310692-0.0125152j -0.00379647+0.0283001j -0.00225748+0.0369918j -0.0172133-0.0151722j 0.0304409-0.00160213j 0.0104372-0.0225912j -0.0227936+0.0199052j 0.0153021-0.015295j 0.00315247-0.0212483j -0.0166634+0.0126246j -0.00173875-0.0285368j 0.00493086+0.00317023j -0.00244891+0.0151162j -0.00658032-0.0175122j -0.000847046-0.0112358j 
0.00280799+0.00407809j -0.00653841+0.00538556j -0.00189482-0.000883111j -0.000632198+0.00480731j 0.000229964-0.0211331j -0.0105237+0.0135951j 0.00589905+0.0219286j -0.000358973+0.00812875j -0.00255607-0.00724931j 0.00927627+0.00272017j -0.00623211-0.0229692j -0.00911424+0.00642668j -0.000875535+0.00539873j -0.0325879+0.00458584j -0.011576-0.0399461j -0.0380202+0.00439196j -0.0137403+0.00752674j -0.00770925-0.0267591j -3.17632e-05+0.0363543j 0.00533494-0.00496689j -0.00993522-0.00793998j 0.00298123+0.0419855j -0.000981032-0.0245929j -0.00025471-0.100427j 0.0133072-0.0205194j 0.0411109-0.0547848j -0.0281556-0.0371981j -0.040432+0.0517229j 0.0128223+0.0041166j 0.013384+0.0243083j -0.0184477-0.0163751j 0.000273268-0.0144578j 0.024377+0.0429939j -0.0272361-0.0258429j 0.014219+0.0434745j 0.0407832-0.030696j -0.0350958-0.0169212j 0.0133158-0.0582342j -0.0278232-0.0439919j 0.0101169+0.0122647j 0.0273067+0.0203121j -0.00108072-0.014163j -0.110724+0.0234878j 0.0555579+0.00931177j 0.034262-0.0824609j 0.0113116+0.0224362j 0.010543+0.0365994j 0.0606832+0.0125862j -0.0574088+0.0117144j 0.0233411-0.00609363j 0.00946873-0.0181603j -0.0195296-0.0423521j 0.0480439+0.0673033j 0.0121112-0.0514637j -0.0491316+0.0126307j 0.0132075+0.0158766j -0.104565+0.0523475j -0.124324-0.0429895j -0.0156137-0.0259515j 0.00652721-0.00921116j -0.00315866-0.0327991j -0.0131908-0.0581276j 0.0636438+0.023403j -0.0690716+0.0728896j -0.0254594+0.0365874j 0.0728358+0.0241663j 0.0307601+0.0306033j 0.0453599+0.0441481j -0.0662249+0.0328103j 0.0327485+0.0102475j -0.0313806+0.0170654j 0.0403334+0.00977259j 0.00289779-0.0174973j -0.0271915+0.0128702j -0.0296731+0.0208186j 0.0532695-0.00493835j -0.006364-0.0379742j -0.0355995-0.0216765j 0.014138-0.0313657j -0.0201806-0.0136672j 0.0261283-0.0585767j -0.0412597-0.0143634j 0.00751929+0.00260949j 0.0149778+0.0146045j 0.00626087-0.0137566j 0.010911-0.0114093j 0.0131181+0.00531735j 0.0132386+0.0135723j 0.00240187-0.00448503j 0.00712795-0.00386937j 0.00246565+0.00228936j -0.00315327+0.00240736j 
0.00168469+0.00399508j -0.000403971+0.00439118j -0.00476208+0.0170067j -0.00759879+0.00237938j -0.00530105-0.00104066j 0.00270416+0.0100499j 0.00059658+0.0137859j 0.0023724+0.000136806j -0.00993027-0.000717676j -0.0071241+0.0245563j 0.00577406-0.0183663j -0.00722496+0.00349834j -0.0120545+0.0137073j -0.0241313-0.000880278j -0.0243388-0.0203448j -0.0240046+0.0138129j 0.0269406+0.0188949j 0.00450391-0.0145351j 0.00976022+0.0504704j -0.00427509-0.00505896j 0.00471687-0.00912794j -0.00962104+0.0442632j 0.027403+0.00711109j 0.00756727-0.0126482j 0.0358923-0.0223633j 0.0348829+0.00188077j 0.000800426-0.0234355j -0.0236416+0.00531532j -0.00898281-0.00209377j 0.0357428-0.009156j -0.00952541-0.000972071j -0.017566-0.0169447j -0.0338965+0.0203835j -0.0197657+0.0423544j -0.021236-0.0113161j -0.0457717-0.0486949j -0.0325775-0.0330358j -0.0169267+0.00421535j -0.0316146+0.0519664j 0.0502663+0.0600074j 0.0359335-0.0240795j 0.0187498-0.0512664j -0.0127525-0.0147255j -0.0235493+0.0110373j 0.0039371+0.0367473j -0.0235028-0.0324216j 0.0282608-0.0342432j 0.0710875-0.0161575j -0.027317-0.0222081j 0.0259108-0.0346829j -0.0360035+0.00311364j 0.0452872+0.0480761j -0.0478284+0.0140764j -0.0195674-0.00548738j -0.0190222-0.024008j -0.0266207-0.0100132j 0.00606267+0.0268505j 0.0219517+0.0066239j -0.00931733-0.0277065j 0.0361367+0.0108598j 0.000584236-0.0315067j 0.0291045+0.00325815j 0.011776+0.0429957j -0.0471953-0.00840788j 0.00583301-0.0186507j -0.0152912-0.0176609j 0.00886597-0.0137212j -0.0748945-0.012994j -0.0121248+0.00868727j 0.000535122-0.010131j -0.00203985+0.012004j -0.00740096+0.0596244j 0.010088-0.01485j -0.00569892+0.0151023j -0.00767478-0.0452657j 0.0191012+0.0161878j -0.000858136+0.0119111j -0.00868085+0.00638392j -0.00148202-0.0185639j -0.011155+0.00971741j -0.00486476-0.00521783j 0.00966848+0.0224133j 0.0163438-0.0258536j -0.0209912+0.028451j 0.0242059+0.0093654j 0.0133349-0.00511747j -0.00401505+0.01648j 0.00316267-0.0152148j 0.0118192+0.00275935j 0.000564657+0.0139651j -0.00362836-0.0161031j 0.00109952-0.00457947j 
-0.00207893-0.00827983j -0.00304223-0.0023137j -0.00470715+0.00429258j -0.00572976+0.01708j -0.00260884+0.000570649j 0.00814755+0.00061482j 0.00448591-0.00057316j 0.00414993-0.0161813j 0.00183356-0.000127226j 0.0130611+0.0148651j 0.00128435-0.00972465j -0.00563649-0.0107693j -0.00881833+0.0340165j 0.00294492+0.00392214j 0.00159773+0.00400757j -0.00355551-0.000241595j 0.00853218-0.0107424j -0.00270193+0.0161606j 0.0118902+0.0384721j -0.0140377-0.00600367j 0.00623428+0.00624588j -0.00254404+0.00719076j 0.0195507-0.0181734j -0.0149597+0.006378j -0.0179985-0.00620652j 0.00693307-0.0142545j 0.00238144-0.0198183j -0.0198585+0.0150617j -0.00799145+0.00887188j -0.00331672-0.0333408j 0.00760898+0.000368508j -0.0126594+0.0330426j 0.016874+0.0157976j 0.0266784+0.0407806j -0.0209718+0.00350246j -0.0142989-0.0195664j -0.0151839-0.0322704j -0.0175661-0.0366579j 0.0164224+0.0718259j 0.0229116+0.00555076j 0.000677687-0.0214292j -0.0288801-0.056927j 0.0132705+0.0418915j 0.0399002-0.0246317j -0.0480756+0.0431748j -0.00261686-0.0193939j -0.015863+0.00999147j -0.0128427+0.00679161j 0.00391048-0.0120967j -0.0157251-0.0575047j -0.0123467-0.0294996j -0.0148095+0.0285771j -0.00868319-0.00531832j -0.00111056-0.0345267j 0.0292293-0.0542793j -0.00394397-0.0642603j 0.0193459+0.00360663j 0.0372744+0.00784309j 0.0282342-0.034844j -0.0168819+0.019957j 0.00171474+0.0170638j -0.0183878+0.0388375j 0.0030779+0.0340174j 0.0619023+0.05641j 0.0132088-0.0171301j -0.0551839+0.0473915j 0.00509679-0.0122224j 0.0121595+0.0360101j 0.031949+0.042925j 0.00722804-0.0128726j 0.002268-0.0225945j -0.00707178+0.0229478j 0.00528721-0.0135291j -0.00819823+0.0314963j 0.0169651-0.0328983j -0.0204517+0.0539211j -0.0117863-0.000614979j 0.0268433-0.00431013j 0.00246619+0.000949467j 0.0186371-0.0121087j -0.00761565-0.00912477j 0.00120006+0.0286754j -0.0149046-0.00761494j 0.00672762-0.0296033j -0.0139254-0.0345513j -0.010936-0.0250941j -0.00344512+0.0378951j -0.00176253-0.0222482j -0.00238104-0.0314509j 0.000775602-0.00050161j 0.00516714+0.00209627j 0.00175928+0.011785j 
-0.00167776-0.00819164j 0.00162074+0.00228376j -0.00290844-0.00113842j -0.00417019+0.00234686j -0.00258632-0.00731477j 0.000237175-0.0109109j -0.00515379-0.00983792j -0.000214225+0.0202343j 0.00141655+0.0183817j 0.0130102+0.0239516j 0.0102619-0.0131589j -0.0103083+0.001048j 0.0116705+0.0124117j 0.0136224-0.00200426j -0.0130896+0.017339j 0.0210018+0.0171869j 0.000398803+0.0120612j -0.0271676+0.00796038j -0.0310197-0.0226391j -0.0163542-0.0171991j -0.0185177+0.000991721j -0.0204749-0.0155496j -0.011681+1.35576e-06j -0.0303854+0.0144531j -0.026371-0.0344234j -0.0427524+0.0123617j -0.0341775+0.0183228j 0.00760477-0.0521282j 0.00528988-0.0115457j -0.00389329-0.0588715j -0.0465102-0.00275534j -0.028503+0.0415318j -0.0262239+0.0137964j 0.030532-0.023052j 0.0309083-0.0395479j -0.08154-0.08617j 0.0390076+0.0116507j 0.0173961+0.00873091j 0.0353646+0.0167848j -0.014782+0.0018036j -0.0625886+0.0306899j 0.0336187+0.00939087j -0.0375721-0.03065j -0.0108939+0.0119539j -0.01912+0.0115007j 0.0120858-0.0219781j -0.000662919-0.0676483j -0.0515341+0.0510563j 0.0381665-0.0224631j -0.0341119+0.0102149j 0.0334379+0.0155453j -0.0345958+0.0111278j 0.000254134-0.0430598j 0.0436917+0.0358054j -0.0127894+0.0344247j -0.00760027-0.0575034j 0.0533748+0.0148484j 0.044046+0.00833006j 0.00359229-0.049292j -0.0319398+0.00125947j -0.0343344+0.0143556j 0.0292686+0.0547735j -0.0344684+0.0105896j 0.0554075-0.0371701j 0.0146901-0.0288193j 0.0153397+0.0128594j -0.0389164+0.0081241j 0.0270609+0.00208971j 0.0350009+0.00835114j -0.0162673-0.00331746j 0.0315416+0.00488043j -0.0313021+0.0242888j -0.00288986+0.0203341j 0.0343889-0.0236016j 0.0123924-0.0167687j -0.0371615+0.0120079j 0.00980095+0.0147524j 0.0221629+0.00724911j -0.0282172+0.00492909j 0.0126099+0.00647436j 0.00211497+0.017954j 0.0155987+0.0249398j -0.00994285+0.0106134j 0.00313958-0.005701j -0.0198974-0.0136961j -0.0125795+0.00756944j -0.0036813+0.0280154j -0.00588139-0.0251162j -0.00486327-0.0145166j -0.00454772+0.00399591j -0.000351618-0.0045382j 0.00218871+0.00552446j 
-0.00327563+0.00924278j 0.00569933+0.0020559j -0.000894858-0.00855278j 0.00701515-0.00406869j 0.00029047-0.0244495j -0.0120579-0.0147466j -0.00129497-0.00232308j -0.0067972-0.00748808j -0.00598202+0.00491418j 0.0127496-0.010909j -0.00287878-0.00102188j 0.0111715-0.00802673j 0.0219428+0.0102811j 0.0117996-0.00651692j -0.0351854-0.0442069j 0.0176386-0.0167608j -0.024831-0.022419j -0.012087-0.00736829j 0.0470415+0.0251843j 0.0171613+0.0155112j -0.0185777-0.0289043j 0.0155776+0.0133845j -0.0455882-0.00411381j -0.0606539+0.0308907j 0.00521366+0.0337803j -0.0046706-0.0234814j -0.108955-0.0343805j -0.0353946-0.0334287j 0.0128676-0.0252144j -0.00354471-0.0158453j -0.047882+0.00946393j -0.0123005-0.0209026j 0.0419025-0.0224854j 0.00387103-0.0177753j 0.029288-0.0070515j 0.04925+0.00467195j -0.00390665-0.065658j 0.0316979-0.0122082j 0.030142-0.00616352j -0.000427261+0.0516427j -0.0721307+0.00729248j -0.0746271-0.0565099j -0.045101-0.00617061j 0.0366618-0.0042743j -0.0158669-0.00135494j -0.0360818-0.0562099j -0.0341644-0.0153021j -0.00709531-0.00248025j -0.00927008-0.0256166j -0.00670417+0.0187083j 0.0187414-0.016831j -0.0379408+0.00646386j 0.0744039-0.0516542j 0.0657433+0.00277582j -0.0344526+0.00106983j 0.024568+0.012976j -0.0867367+0.0218641j 0.000586585+0.102813j -0.0871972+0.00948247j -0.0364498+0.00514609j 0.00901011+0.054874j -0.0200565+0.0478074j -0.0482757+0.00976819j -0.0614189-0.0241233j -0.0249381-0.00277121j 0.0071019-0.0543012j -0.0119848-0.0260286j 0.0081763+0.00673585j -0.000124569+0.0130793j 0.0240324-0.0126743j 0.0268704+0.0374636j 0.0490445+0.00236361j -0.0276739+0.0326856j 0.0242615+0.00641045j 0.0192261-0.0359155j -0.00557492+0.024625j 0.0265958+0.0280173j -0.02341+0.0266957j -0.00388987+0.00802333j -0.0122221-0.00954834j 0.0415506-0.00609173j 0.0132645+0.0579357j -0.0106388-0.0362505j 0.00120706-0.0113058j 0.014631-0.0261957j 0.00676009+0.00639118j 0.0156814-0.018931j -0.00995045-0.0085957j -0.00880633+0.0402793j -0.00732969-0.00167693j -0.00512713-0.0165226j -0.00408963-0.0238759j 
-0.00263637-0.0142619j 0.00108697-0.00749777j -0.0111414-0.00246707j 0.00108039-0.003041j -3.14995e-05-0.00420463j -0.0019225-0.00982235j -0.0118344-0.0139099j -0.00127185+0.0117627j 0.000297464+0.011166j -0.000503768-0.00316069j 0.0125803-0.0189313j -0.00205871-0.0120121j -0.00614657+0.0200344j 0.00687063-0.0150999j -0.0439277-0.0148773j 3.36051e-05+0.0122826j -0.0170103-0.0130422j 0.0098717+0.00360109j 0.0431297+0.0319975j 0.00434335+0.0133294j -0.0132016-0.00649354j 0.0391152-0.0173155j 0.00400123+0.0123579j -0.00205506+0.0225244j 0.0189456+0.0155487j -0.0148605+0.0141391j -0.07245-0.0297213j 0.00631211+0.00307637j -0.018278-0.00729627j 0.00439214+0.00894962j 0.0164216+0.00432024j -0.0194488-0.0178411j 0.0207789-0.0242336j -0.00525372+0.000231087j -0.0141026-0.0593049j 0.0524885-0.0320219j -0.00702748-0.0465628j 0.0292211+0.0103177j -0.012289+0.00994491j 0.0149479+0.0414563j -0.00313728+0.0156396j -0.00683692-0.0055125j 0.0123509+0.0177522j 0.0216543+0.0305835j 0.0692687+0.062665j -0.0480265-0.0480564j 0.00804477+0.0525527j -0.0262529+0.0390968j 0.008684-0.0382495j 0.0260686-0.0488935j 0.0303082-0.0165988j 0.00328644+0.0539712j 0.0619418-0.0214094j 0.0374512-0.0375486j -0.043881-0.033504j 0.0325187-0.0572364j -0.0170416+0.0317514j -0.0312041-0.0287322j -0.0595905+0.0247776j -0.0112187+0.01902j -0.0131773+0.000841451j -0.0172695-0.00847009j 0.00179382+0.0181703j -0.128259-0.0214734j -0.0275893+0.010554j 0.00651081+0.00118352j -0.0315102+0.00443059j -0.0441742+0.0880084j -0.040418-0.0318795j 0.0435181+0.0111043j 0.00245149-0.0238421j 0.0157695+0.0187778j -0.0204837+0.0197026j 0.0246101+0.00348002j -0.0163945-0.00641963j 0.0256327+0.0780484j 0.0479056-0.0246192j 0.00422214+0.0244189j -0.00301055+0.00788476j 0.0171758-0.0212295j 0.0186737-0.00999456j -0.0278573+0.0435094j -0.00276078+0.0311606j -0.0104084-0.0232726j 0.0349891-0.0258809j 0.0146317+0.0324476j 0.00979939-0.00185902j -0.00579718+0.0239533j 0.00936914-0.0191732j -0.0013208+0.0155394j 0.00276901-0.00332494j 0.006362+0.0124307j 
0.00420655+0.00589349j 0.00509765-0.00608439j 0.00450123+0.0100831j 0.00121901+0.002746j -0.00216706+0.00265915j 0.000225758-0.0211387j -0.00447237+0.0333162j 0.00362143-0.000504867j 0.00385177+0.0264128j -0.0122364+0.0290039j 0.00151235-0.00269998j 0.0168952+0.0106883j 0.00282925-0.00112142j -0.00139051+0.00229186j -0.0250878+0.0250776j 0.00540486+0.0109289j -0.010532-0.0198705j -0.0393567-0.00293732j -0.00313109-0.0364503j 0.0107712-0.00115808j -0.000653392-0.0041052j -0.00185929-0.0450481j -0.0359666+0.00145915j -0.026411-0.0163395j 0.00524483-0.0345089j -0.0246128+0.0273197j -0.0458211+0.0079332j 0.00604519-0.0156832j -0.0325901+0.00728222j 0.00097395-0.0157555j -0.0519357-0.0132995j -0.0230002-0.0140835j 0.00974063+0.00800943j -0.0166812+0.0245755j 0.0113327+0.0346022j 0.0205141-0.00785175j 0.0759331+0.0490307j 0.0433517+0.0203543j 0.000557435+0.00636025j -0.0384873-0.00430476j 0.00338561-0.0742832j -0.00287749+0.018962j 0.00886959-0.0124725j -0.0282282+0.0208965j -0.030518-0.0654629j -0.00939292+0.0119142j -0.00936377-0.0020694j -0.00507874-0.0414981j 0.0608152+0.0330325j -0.0288119-0.0478037j 0.0247931+0.0791802j -0.0308277-0.062994j 0.0542043+0.0109451j 0.0232976+0.0172301j -0.00299122+0.0350446j -0.0355912-0.000894735j -0.0567848+0.0204057j 0.0146178+0.00504579j -0.0852449+0.0230066j -0.00447695-0.0434349j 0.00306079+0.0178688j 0.045285+0.026583j -0.0770993+0.0208623j 0.00946986+0.059111j 0.0350005-0.0058764j 0.0340126+0.01643j -0.00100547-0.00491413j -0.038566-0.015614j 0.0410728+0.0229314j -7.39767e-05-0.0173526j -0.00542795-0.000193783j 0.00623065-0.0488768j 0.00423123-0.00781781j 0.0159728+0.000425736j 0.026755+0.00701314j -0.0176342-0.0213932j 0.00121831+8.57515e-05j -0.0100688-0.018405j -0.0169084-0.0189158j -0.0201951+0.0383851j 0.0256911+0.0362602j 0.0277743+0.0284859j 0.0164241-0.0411641j -0.00318178+0.0827934j 0.0135623-0.0319435j -0.0127393-0.00648488j -0.00701271+0.00138583j -0.00874712+0.00247203j -1.1175e-05-0.0325069j -0.00640423+0.0111152j -0.00702814+0.0205594j -0.00240824-0.00458695j 
0.0023843-0.00163548j -5.10917e-05+0.00958368j 0.00212857-0.000865538j 0.00136029+0.000327259j 0.00341223-0.00618383j -0.00785184-0.00664887j 0.00436851-0.00259731j 0.00691806+0.00255282j -0.00968216-0.0124054j 0.00359295+0.00425945j -0.0109697-0.00448551j -0.00833274+0.00313952j -0.00153473-0.00290617j 0.00494747+0.00112075j -0.00104548-0.0218149j 0.00726783+0.0409756j 0.00219739+0.0169878j -0.021666-0.0377719j -0.00431175+0.0180196j 0.00624705-0.0150725j 0.0153086+0.010276j 0.00788235+0.0612281j 0.00402614+0.00617953j 0.00699359-0.000887647j 0.0204744-0.0159273j -0.0104304-0.0238936j 0.00103211-0.0171257j 0.0369007+0.079045j 0.00554572+0.0356794j 0.0108809+0.0258757j -0.027284-0.0284864j -0.00185368-0.0490721j -0.018546-0.0617856j 0.0194174+0.0229762j -0.00874661+0.00211183j -0.028667+0.0484603j -0.00192284-0.0997306j -0.0275926-0.0678668j -0.0164252-0.0169744j -0.00139057+0.0955679j 0.0211548+0.0392151j 0.000236853-0.0484021j -0.0203252-0.00961132j -0.029694-0.029657j -0.0168761-0.0228076j 0.0298189-0.026957j 0.0559726+0.0832318j 0.00209884-0.0858928j 0.0237045+0.0297809j 0.023936-0.0645678j -0.0843924-0.0624143j 0.0385197-0.0661569j 0.00128176+0.0828335j -0.0359249-0.0533045j -0.00235713-0.0938272j -0.00276285+0.064112j -0.0381851-0.029323j -0.0367803+0.0363713j -0.000494215+0.0415437j 0.0186616+0.0346129j 0.0323861-0.0101j -0.0327928-0.111683j -0.0271641+0.0165876j 0.0524155+0.0404502j 0.0112931+0.0693358j -0.0139786-0.0263417j 0.024225-0.0222743j 0.0198963+0.0303423j 0.00439111-0.00617151j -0.0310026+0.00415188j -0.0246575+0.0169048j 0.013171-0.00536459j -0.012126+0.0147743j -0.0274225+0.0345725j 0.0115162-0.000791112j -0.010591+0.006314j -0.0179105-0.0864912j -0.00162901-0.00565334j -0.0203239-0.0401515j -0.00380028-0.00148372j -0.0150255-0.0250312j 0.00569525-0.0226568j 0.00250386-0.0571829j -0.0143168+0.00964723j -0.00602931+0.00470454j -0.0056241+0.0132099j 0.0048386-0.0278687j 0.000379527+0.0157815j -0.00361924+0.00679588j 0.000629168-0.0143344j -0.0012199+0.000967142j -0.000527627+0.00242792j 
