0.00186963-0.00373413j 0.00412246-0.00450346j 0.000400508-0.00131484j 0.00284894-0.00417175j 0.00174543-0.00123119j 0.000827831+0.00354479j 0.00257112-0.00105876j 0.000231709-0.00153964j -0.0024308+0.00115292j -0.0017296-0.00018194j -0.00276525-0.00128541j 0.000115798+0.000796966j -0.000677168+0.000206135j -0.000121532-0.00275051j -0.00141149+1.96681e-05j -0.00176254-0.000164412j 0.000150269-0.00108276j -0.00216828+0.000415029j 0.00318866+0.000343791j -0.00150255+0.000214874j -0.000208071+0.000766871j 0.000666377+1.45782e-05j 0.00489668+0.000344149j -0.00312891-0.0008094j -0.00255107-0.000470087j 0.0012944-0.000298471j 0.000989909-0.000656683j -0.00152848+0.000417859j -0.00302364+0.000330993j -0.00122484-0.00091954j -0.00195283+0.000343992j 0.00176512-0.000496478j 0.000484968+2.12135e-05j 0.0019005-0.00161869j 0.00186217-0.00115464j -0.000281616-0.00015995j -0.00160725+0.00063553j -0.000600184+0.00058693j 0.000162911-0.00153047j -0.00100657-0.000427767j -0.00405706-0.000812599j -0.00234196+0.000144971j -0.000261842+0.00082909j -0.0013428-0.000417684j -0.00203007-0.000706211j -0.000517558+0.000794437j -0.00371662-0.000426047j 0.00243555-0.000465368j 0.000455136-0.000295596j 0.000149996-8.75914e-05j 0.00262333+0.0013883j -0.00262796+0.000489286j 0.00186036-0.000989981j 6.86248e-05+1.82406e-05j -0.000951273-0.00030544j -0.000238444-0.00146616j -0.00526456-0.000889949j -0.00531057-0.000529196j -0.00624025+0.00228411j 0.00564864+0.00148818j 0.000554712+0.000502243j 0.00230282-0.0027028j 0.00118244+0.00310683j 0.00554437-0.009107j -0.0186336-0.00130989j -0.019005-0.00973028j -0.0471798+0.005612j 0.0221406+0.00896443j 0.00631312-0.00856841j -0.302355+0.00254497j 
-0.00467236-3.46103e-05j 0.00370825+0.00301917j 0.00973002+0.00672992j -0.00873948+0.00551146j 0.00623176+0.00561317j -0.000519675-0.0019473j 0.00422023-0.0012097j 0.0099056-0.0126718j -0.0042762+0.00236787j 0.0104989-0.00570027j 0.00780995+0.0204295j -0.0198965+0.00776486j -0.00311705+0.00801875j 0.00683765-0.000954643j 0.0196913-0.00710638j -0.00505554+0.0268878j -0.0162249-0.00705312j -0.00293194-0.0206551j 0.00636309-0.00150714j 0.0111379-0.00345695j -0.00977043+0.0094924j -0.012427+0.0259201j -0.0102348+0.0177582j 0.0079623-0.0200746j 0.0198791+0.0189149j 0.0431058-0.0230376j -0.029184+0.0105679j -0.0116978-0.00398722j -0.0582581-0.00974236j -0.016886+0.0194506j 0.0766579+0.0251411j -0.0321177-0.0128979j -0.00277049-0.00456592j -0.0364742+0.0329113j -0.0243855-0.000530435j -0.0377791-0.00475561j 0.0229881+0.0123175j -0.00365624-0.00191779j 0.0187405-0.00435438j -0.0132383-0.00599929j 0.00713992-0.00633168j 0.00986838-0.000275168j 0.0400756-0.0114873j 0.0139467+0.0107176j -0.00578036+0.00951956j -0.0139196-0.00267769j 0.0214704-0.0111803j 0.00849218+0.00169544j 0.00953881-0.00911774j 0.00358017+0.00100244j -0.00714385-0.00499212j 0.0102756-0.00149873j 0.00883034-0.000710331j -0.000116754+0.00587797j 0.00763801-0.0042241j 0.0155489+0.000530064j 0.0034177-0.0038323j 0.0188907+0.0146548j -0.0260936-0.00197512j -0.0166976-0.00943178j -0.00405098+0.00774386j -0.000415232+0.0026699j -0.0119808+0.00435928j -0.0105122-0.00249085j 0.00680783+0.00569881j 0.0111637+0.00425402j 0.00204922-0.00641147j -0.00384133-0.00520524j 0.000749363+0.00512322j -0.00727983-0.000257037j 
-0.00327311-0.000151633j -0.001559+0.00311296j -0.00677944+0.00359324j -0.00217605-0.00705224j 0.004546+0.000306366j 0.00663253-0.00478494j 0.00385332+0.0143405j 0.000185472-0.00819779j 0.00839198-0.00805512j -0.0167124+0.013163j -0.0105089-0.0208522j -0.0118285+0.00791973j -0.000770233+0.00380047j -0.0192666+0.0217119j -0.00643904+0.000878j -0.00541003+0.0271839j -0.0309638+0.00293022j -0.0134416+0.00582144j 0.0072799-0.00480991j -0.0204224+0.00538333j 0.0149029+0.00489009j 0.0146169+0.0104121j -0.00502511+0.0014145j 0.0197491-0.00777011j 0.0157556+0.0258903j -0.0215795-0.0305078j -0.00349617-0.0131515j 0.0173619-0.0138881j -0.0242571-0.00623952j -0.067689+0.00985093j -0.0524804-0.00639162j -0.0137148+0.0366265j 0.0259283-0.00896816j 0.0307369+0.0021564j 0.00110761+0.0205557j -0.00931681+0.00789908j -0.00951683+0.0213224j -0.00373593-0.0060215j -0.0484578+0.00743131j 0.0133833+0.0157687j -0.0126344+0.00922851j -0.00498182+0.0446828j 0.0292229+0.0284079j -0.00774365-0.000289554j -0.00536099-0.00142351j 0.0151651+0.00642888j -0.00118007-0.0303082j -0.00399819-0.00481635j 0.0163677-0.00243636j -0.013364-0.00290743j 0.043152+0.0138468j 0.00486658-0.0108019j -0.0110038-0.00408837j -0.00195228+0.0182809j -0.00168967+0.0105028j 0.00989488+0.0247513j -0.00968482+0.00110379j -0.0194718+0.00560163j 0.00267506-0.00331517j 0.00323482+0.00594937j -0.0158892+0.00892424j -0.00861388+0.000105292j 0.008087-0.00162133j -0.00170573+0.00138259j -0.0101961-0.00756839j -0.00869967+0.000522916j 0.00566714+0.00701091j 0.00835802-0.00137981j -0.00529755-0.00226562j 0.00212814-0.00217548j 
-0.00171794+0.00180097j 0.00105756+0.00356047j 0.00751901-0.0151658j 0.0184633+0.0071671j -0.0104606+0.0121402j 0.00899442+0.00762352j -0.00429641+0.00172402j 0.0283276+0.0143315j -0.0168411-0.0201429j 0.0036469-0.00313525j -0.00887137+0.0201759j 0.0164713+0.0290247j 0.00709249-0.0175036j 0.0119049-0.00672409j 0.00522602-0.00767042j 0.0107776+0.00819023j -0.00237801+0.00199363j -0.0164223+0.0170993j 0.00977734+0.0197867j -0.010245-0.0108618j 0.0141685-0.0377938j -0.0673311+0.0100407j -0.053974-0.010141j 0.000613967+0.0278699j 0.0784035+0.00378886j 0.0360844+0.00163915j 0.0127868-0.010221j -0.0139929-0.00332178j 0.0127874-0.00172579j -0.00482591-0.00946092j -0.0554863+0.00643047j 0.0105701+0.0109037j -0.000767069-0.0263364j 0.00667179+0.00835219j -0.000739224-0.00434312j -0.00882202-0.0032231j -0.0117514+0.00589474j -0.0146714+0.00539862j 0.00881591-0.0144257j 0.0311053+0.0263721j -0.005774-0.0118525j -0.0104952+0.00669616j 0.00141549+0.0100878j 0.00880405+0.0275105j -0.004903+0.00713002j 0.047357-0.0187092j 0.0238073-0.00196424j -0.0197791+0.00149492j 0.0208926+0.0134076j 0.00285139-0.0181969j 0.0130658+0.00702031j 0.00278891+0.00602067j -0.0235485-0.0032801j -0.0130688-0.0197869j -0.0102701+0.000540581j 0.0156557+0.00405965j 0.00698889-0.00474864j 0.00865657+0.00393967j 0.00564646-0.00589992j -0.000764588-0.00607194j -0.0105547+0.00476773j 0.00532932-0.00808387j -0.00268018-0.00266499j -0.00369158-0.00953011j -0.00530231-0.0109038j -0.00479344+0.00274017j -0.00735437+0.00590861j 0.00810631+0.00356636j -0.00254668+0.00175818j -0.00511719-0.00146638j 
0.00174994+0.00135952j 0.00370709-0.0020365j -0.00465473+0.0155964j -0.0145896-0.00199714j 0.0180025-0.0149115j -0.00427184-0.0143467j 0.0045169+0.0103915j -0.00210455-0.0217346j -0.0200441+0.0147414j -0.0223425+0.036866j 0.0015057-0.0156718j -0.0141006+0.010525j 0.00787167-0.0202972j -0.029015-0.00776259j 0.00231483-0.0179849j 0.000157039-0.0196458j 0.0271012+0.0243683j -0.0173328-0.00675333j 0.0262013-0.00357052j -0.0202799-0.00269107j 0.0172677+3.45776e-05j 0.00990546+0.0156967j -0.0113951-0.00338882j -0.0373896+0.00341308j -0.0181031+0.0266564j 0.0162686+0.0291443j 0.00572785+0.00246288j 0.0247792-0.00298044j -0.0330822-0.00705497j -0.0200307-0.00980353j 0.00669116+0.0105755j 0.012785-0.000386089j 0.0247871-0.016945j 0.0266487+0.00823406j 0.0052328-0.0116561j 0.0132601+0.00412088j 0.0114014-0.0128656j -0.00383503+0.0125844j -0.0121876-0.00919507j -0.00781815+0.017377j -0.0358057-0.0279833j -0.0150158-0.0138164j 0.00815623+0.00731857j -0.00161943+0.0110938j -0.0144992+0.00164169j 0.0266223-0.0167659j -0.000262252+0.013333j 0.0266357+0.00924926j 0.00182763+0.0120944j -0.0120413+0.0100456j -0.00516817-0.00577354j -0.0170026+0.00632092j 0.00220457+0.00915919j 0.00473285-0.0253994j 0.0113339-0.0194777j -0.00612927-0.0176264j -0.0274878+0.00430099j -0.0213678-0.0108939j -0.0214105-0.00963191j 0.0113793+0.00276279j 0.0102716-0.000301214j -0.0195424-0.00153291j -0.00784218-0.00569113j 0.0167758-0.0100238j 0.00727146+0.0122592j 0.00989362+0.00141928j 0.00983066+0.00313644j 0.00266169+0.00250814j 0.00248315-0.00303626j 0.00715693+0.00287648j 
-0.00990269+0.00738815j 0.00855936+0.00875973j 0.0132337+0.00126886j 0.00234488+0.00894846j 0.0116354+0.0034801j 0.00972537-0.0185803j 0.0128567-0.000416231j 0.0026791-0.00706914j -0.0104158+0.0136153j 0.0221235+0.000376493j -0.0185527+0.0204301j 0.0222059-0.035689j -0.0113001-0.031239j 0.00646294+0.0272626j 0.0273705-0.0153694j -0.0141292+0.0158232j -0.0085983+0.0142155j 0.0287922-0.0139125j -0.0329499-0.011921j 0.0150593-0.0145108j 0.00668352+0.0215523j -0.0218064-0.0186298j 0.0257134-0.0148076j -0.0314927+0.00224181j 0.0185429-0.00444635j 0.0112923+0.012528j -0.0175678-0.00737051j -0.00912728+0.0100629j 0.0344435+0.00121644j -0.0343136+0.00264928j -0.00836163+0.00122708j 0.0258682+0.00756015j 0.0893281+0.00791725j -0.000457737+0.0138772j -0.0115631-0.0117982j 0.0212071+0.00507371j 0.00872519-0.0128852j -0.0116843-0.0221472j -0.00429543+0.0025369j 0.0188792-2.70192e-05j 0.00835766-0.0030188j -0.0210521-0.0220248j 0.0053678-0.00424678j 0.00484574+0.00143268j 0.0276658-0.00240147j -0.0101341-0.00545965j 0.0306557+0.0280052j -0.0310757+0.00823347j -0.0170362-0.0182339j 0.0205184+0.00495069j 0.0351934-0.0133323j 0.0132132+0.0137196j 0.00142467-0.00784456j 0.00985678-0.0190977j -0.00701651-0.0112603j 0.0135674-0.0202527j 0.00851864-0.000669619j 0.000581632-0.0221765j 0.00976715+0.00631823j -0.00751067-0.00730032j -0.0252555-0.00984499j 0.00886861+7.154e-05j 0.00605786+0.000150094j 0.000534103-0.00296438j -0.00606869+0.00512412j 0.0030647-0.00595814j -0.00268022-0.00340664j -0.00312433-0.00226655j -0.000628616+0.00260017j -0.00790343-0.00127246j 
-0.00418858-0.00174558j -0.000967528+0.00359076j 0.0100081+0.00787015j -0.0147999+0.00861742j -0.00820319+0.0365545j 0.0335003-0.00414428j -0.00116594+0.0022428j 0.00376242-0.0135257j 0.00417815+0.0446236j 0.007422-0.00530022j 0.00646741-0.0065412j 0.00469408+0.00427548j 0.0116747-0.00690015j 0.0150741-0.000354868j -0.0013333-0.014597j -0.0121688-0.00256052j -0.0161188+0.0359326j -0.0286244+0.00934671j 0.0104724-0.0182119j -0.0143539-0.00157376j 0.0171048-0.0156821j 0.0144074+0.0101832j -0.00186158-0.000639201j 0.0233117+0.00951597j -0.0111632-0.0110809j -0.0147494+0.0191162j -0.0345837+0.0190046j -0.0244961+0.0159183j -0.0149596+0.00611643j -0.0254926-0.0110228j -0.0272379+0.000964507j -0.0381539+0.0214147j -0.00788153-0.0129775j -0.0238599+0.0181476j -0.0242497+0.0208007j -0.038893-0.00747999j -0.00174773-0.00309453j -0.016601+0.00582978j -0.00659428-0.00200206j 0.00823318-0.00372271j 0.0132825+0.00976859j 0.0136418+0.0161077j 0.047004+0.0132979j -0.00191887-0.00116095j -0.00123277+0.0159244j -0.0170111-0.0106506j 0.00320054-0.0102725j 0.0177117+0.00122038j 0.00864476+0.00408251j -0.0242933+0.00120424j -0.00563794-0.010923j 0.0146716-0.00407454j 0.0130901-0.00422227j 0.000505619+0.0135524j 0.0136699+0.00384774j 0.00984657-0.00106952j 0.00513961+0.000206294j 0.0111914-0.00215827j 0.00693564+0.0107206j -0.00204993-0.00760502j -0.0229038-0.00382113j 0.0104642+0.000918506j -0.0025444+0.00243977j -0.0201744+0.00524156j -0.00426932-0.00854212j -0.00304994+0.00350402j 0.0024324-0.00212007j 0.00263946-0.00276491j -0.00518245+0.0036882j -0.00735203-0.0032361j 
-0.0020803-0.00148681j -0.00208791+0.00131234j -0.00238406+0.00194896j -0.00481915-0.00631885j 0.00851581+0.00923158j 0.0220518-0.00619928j -0.00289684+0.0166953j -0.00673712-0.00551898j 0.0230977+0.0177917j 0.00547429-0.0239497j 0.0219685-0.019426j 0.00364542-0.0019792j -0.0103649+0.00112938j 0.0106965+0.0174343j 0.00368145+0.0064392j 0.00467725-0.000972722j -0.0149158-0.00518728j -0.028635+0.000241545j 0.00999706-0.00748174j -0.0144602+0.00358099j 0.00959773+0.00350544j -0.0364825-0.0109998j 0.00375511-0.014133j -0.00549784+0.0125897j 0.0211298-0.0241274j -0.0240979-0.00201976j 0.0867253+0.00362778j 0.0471196+0.0261583j -0.0411793+0.000621462j -0.0345867-0.0135349j -0.000334756-0.0129807j -0.00534376+0.00601452j -0.015626+0.00679061j 0.01957-0.004538j 0.00800305-0.0126306j 0.0294699+0.0172966j 0.00123712-0.0164406j -0.001241-0.012539j -0.0219426+0.00285738j -0.0150886-0.0138638j 0.0258323+0.00351931j 0.0102616-0.0138652j 0.0181386-0.0229115j 0.0074049+0.00475174j 0.0066425+0.0119334j -0.0191624+0.00425184j 0.0214037+0.0185302j -0.0126334+0.0092706j 0.00412715-0.0196167j 0.00634541+0.00864502j 0.00738007-0.0102404j 0.00973277+0.00721437j 0.010411+0.0158179j 0.010037+0.000567211j 0.00736788-0.0109566j 0.00543519-0.0178562j 0.0112115+0.00867573j 0.0144275-0.0117954j 0.012398+0.011898j -0.0104181-7.16253e-05j -0.0180565-0.0122214j 0.0136172-0.000277517j 0.0147003+0.00425118j -0.00499606+0.0125572j -0.00675304-0.00564828j -0.00341835-0.00433107j -0.0013674-0.00373435j -0.00796222-0.00515868j -0.00511429+0.000231552j -0.00235322-0.00400583j 
0.000151763+0.00583988j 0.00649248+0.0013782j 0.00557815-0.00761073j 0.0116042+0.00529688j 0.00371624-0.0216183j -0.0305554-0.00225401j -0.023624+0.0116692j 0.0110568+0.0455452j 0.00898537-0.0119782j 0.0163526-0.0201079j 0.0106445+0.00566658j 0.0303259-0.0232619j -0.0280699-0.00661551j 0.0135593-0.00863832j 0.0203823+0.0113987j 0.0199409-0.0149948j -0.0019866-0.00150638j 0.0150522+0.00508225j 0.0220858-0.00747591j 0.0284194-0.00500924j -0.00709875+0.0152826j 0.00594675+0.0101355j -0.00872628-0.00776231j -0.00312408-0.00437143j -0.00670767-0.00113031j -0.000631607+0.00636748j 0.0119607-0.00298436j 0.0256906+0.00440533j 0.0232271+0.00919807j -0.0142943-0.00962422j 0.0559491-0.00312348j 0.0148497+0.0105998j 0.0143635+0.00721213j 0.00884919-0.0066698j 0.0189739+0.0132336j 0.0206278-0.0175536j 0.0131759+0.00414502j 0.0170127+0.0118279j -0.0123994+0.000173961j 0.000463367-0.00588258j -0.0207544+0.010832j -0.000637853+0.00391955j -0.00380318+0.0418934j -0.00880865+0.00298169j -0.00723552-0.000155777j 0.0273468+0.0226953j -0.000442361-0.0192413j 0.00101128-0.00815604j 0.00966376+0.0204725j 0.000616825-0.000872415j 0.00451783+0.0112795j 0.00898549-0.0145568j -0.0146295-0.0229676j -0.00811762+0.0200047j -0.00397227+0.00105859j 0.00765607+0.0137302j 0.0151784-0.0116908j 0.00971388+0.00653543j 0.00228632+0.00308645j -0.00830642-0.00344164j -0.00833582+0.00449234j 0.0121703-0.00170628j -0.00156728+0.0164598j -0.0184538-0.00851534j -0.000440833-0.000396682j 0.0146012-0.000685546j -0.0238388-0.0113958j -0.00995293+0.0095421j -0.00399915+0.000378304j -0.00202714-0.00235401j 
0.00403618+0.000991891j 0.00244873-0.00320231j -0.00759696+0.00330417j -0.00598801-0.00751215j 0.0127444-0.00331703j 0.0152762-0.0115549j 0.0126992-0.00201089j -0.0295009-0.00748671j 0.0103158+0.0134885j -0.0118033+0.00131655j -0.0290418-0.0175448j -0.00749981-0.0191775j -0.00755669+0.0341354j 0.00343863+0.0122727j 0.0274679+0.0194445j 0.0194814+0.0227832j 0.0173145-0.00783769j -0.000921568-0.0248768j 0.0333249-0.0242955j 0.0123277+0.00784569j 0.0209955+0.0278614j -0.0369033+0.0193139j 0.000479552+0.0152162j -0.0406796-0.0347814j -0.0160918+0.00664756j -0.00466023-0.0004728j 0.0459122+0.0270251j -0.0248403-0.00716524j 0.0278377+0.0190071j 0.0313465+0.0210368j -0.0600012+0.00131988j 0.0250986-0.023107j -0.0167712+0.0116994j -0.0128087+0.0176458j 0.00346191-0.00443599j 0.0244501-0.0099145j -0.0218208-0.00128743j -0.0080576-0.00150427j 0.0170161-0.00334523j 0.00865586+0.00320056j 0.020642+0.000717298j -0.00445335-0.01636j -0.0139575+0.00497514j 0.0160444-0.000683337j 0.00447435+0.0043363j 0.00106712-0.0227075j 0.0158496+0.0100249j 0.00664568+0.00107049j -0.00731255+0.00858767j 0.00321799+0.0147137j -0.0323121-0.0175391j -0.0140304-0.00119986j 0.00753915-0.0057084j 0.00193832-0.00464119j 0.00683604-0.00728601j -0.0113814-0.0192108j 0.00762655+0.00297986j 0.0103095-0.009531j 0.0147625+0.0155366j 0.00790466+0.00382504j 0.0102119-0.00706062j -0.00054856+0.00123257j -0.00203096-0.00865325j 0.0206867+0.00560375j -0.00559635-0.000232279j -0.00857447+0.00172355j 0.0153664+0.00517764j 0.00134259-0.00590052j 0.00613808-0.000558379j 0.00140491+0.00362168j 
-0.00388375+0.00014825j -0.00552807+0.0038188j -0.0114701+0.00400251j -0.00377103-0.00860521j 0.000655766+0.00715776j 0.0158711+0.007124j -0.0303089+0.0582113j 0.0270917+0.0275834j 0.00657146-0.00583191j -0.0102182+0.0150807j -0.00143565-0.00432132j 0.0229397+0.0370757j -0.0168964+0.024987j 0.000781322-0.015179j -0.0041529+0.00124394j -0.00166813+0.0145862j 0.015074+0.0242273j 0.00738645-0.0129579j 0.00226943+0.0133415j -0.0229784+0.0239317j 0.00609873-0.0106297j -0.0212604-0.00260764j 0.0408624+0.0137377j -0.033202-0.0188276j -0.0260994+0.0246927j -0.00621322-0.00744213j 0.0266414+0.0130999j -0.0344825+0.000196674j 0.00758515-0.00117275j -0.0104478+0.00937931j 0.0165121+0.00862696j 0.00762194+0.00370254j 0.025043+0.00269567j -0.0700752-0.00601989j 0.012488+0.0096559j 0.0461075+0.00971164j -0.0113216+0.00782843j 0.00760155+0.00190176j -0.0149054+0.0080595j -0.00400505-0.00195463j -0.0220638+0.00866329j -0.0163676+0.0218122j 0.0168213-0.00775891j 0.00147251+0.00550348j 0.00443878+0.00506247j 0.0102436+0.00338091j 0.0196929-0.0146107j 0.000151684-0.00571783j 0.0198049-0.00926546j -0.00362426-0.00762031j 0.0183298+0.0127393j -0.000111985-0.00305103j 0.0029152+0.00304805j -9.53376e-05+0.0120938j 0.00400337+0.0119217j 0.0190582+0.021636j 0.00357912-0.00105246j -0.000633598+0.0120511j 0.00378423-0.00139185j -0.00625571-0.00229508j -0.0258651+0.00528043j 0.00682406-0.000709871j 0.000513087+0.00861204j -0.0199679-3.5046e-05j -0.0108591-0.0121164j -0.000658022+0.000921539j -0.0125127-0.00384977j -0.000301805+0.00602737j -0.0111436+0.000788337j -0.00465475-0.00704503j 
0.00139304-0.00052727j 0.00271022+0.000370526j 0.00628371+0.00175866j -0.00332586+0.00167583j 0.00554187-0.000361928j 0.00180894-0.0148603j -0.00735546-0.015531j -0.0357252+0.0185517j -0.00785212+0.036643j 0.0058274+0.0158379j -0.00604175-0.0190037j 0.00731704-0.0404462j -0.0271798+0.0216407j -0.0073333-0.00979481j 0.0535463-0.0114775j 0.0201983-0.000882499j 0.0114981+0.0274997j 0.00124931-0.0108582j 0.0120966+0.00152824j 0.0477684+0.00803669j -0.0313712+0.00635959j 0.0108744-0.0153852j -0.0432422-0.000331384j -0.00742015-0.00402948j 0.0129779-0.000336119j 0.00486546-0.00931509j -0.0264232-0.0141723j -0.00692374-0.00687576j 0.0348893-0.0135166j 0.0345977-0.01826j 0.0024356-0.00259039j 0.0160021+0.012019j -0.00530458+4.10256e-05j 0.00586313-0.00421137j -0.0224605+0.00559349j -0.0194129+0.00518768j 0.0247506+0.0076136j -0.0090921-0.0135725j 0.0219032-0.000438953j 0.0149654+0.00138611j 0.0113512+0.0060698j 0.0210906+0.0396906j -0.00888656-0.00250695j 0.000409759-0.00876429j 0.00252161-0.00453127j 0.00141602+0.029256j 0.00911594-0.0255444j -0.0015259+0.000494629j -0.00192953-0.0315026j -0.015208-0.00431407j -0.0173258+0.0168893j 0.00957633-0.0065728j 0.011928+0.000207778j 0.00670528+0.022481j 0.0115036+0.0138228j -0.0136474+0.0242861j 0.00741942-0.00458889j 0.00860763+0.0167237j 0.0092069-0.0019392j 0.00832272+0.00820361j 0.0224519+0.00541199j -0.00335346+0.00196499j -0.00473918+0.00416748j 0.00246738-0.00206266j -0.00265849+0.000933588j 0.001046+0.00415979j 0.00665266-0.000409608j 0.000438673-0.00279056j 0.00188853+0.000472868j -0.00028955+0.00207434j 
0.00399029+0.00475601j 0.00773671-0.0031581j -0.0156668+0.00366499j 0.00422471-0.0164336j 0.0115731-0.00873812j 0.0148841-0.00650804j 0.0272276-0.00399951j -0.0183416-0.0235311j -0.0148392+0.0157871j -0.00662883+0.00859039j 0.0105188-0.00360575j -0.0105494+0.000296486j 0.00528388-0.000257472j -0.0118872+0.00159512j 0.01008-0.00726645j -0.0344397-0.00812678j -0.0274899-0.000903707j 0.00823402-0.00486426j -0.0113666-0.012073j -0.0322796-0.00974869j -0.0243594-0.000331296j -0.0497803-0.0177132j 0.0139234-0.00365774j 0.021429+0.00266791j 0.0936388-0.0165362j 0.016287+0.0108327j 0.00599796-0.00557768j -0.0190068+0.0113626j 0.0610271-0.00113653j -0.0342817-0.010436j 0.0543383-0.00914491j -0.00139568+0.0312833j 0.0285011-0.00146738j -0.0182424-0.0127637j 0.0346062+0.00888816j 0.0392963-0.00711526j 0.0205299+0.00797828j 0.00896217+0.00164757j -0.000707059+0.00963899j 0.0084367-0.011238j -0.0157088+0.0186287j -0.00144774+0.020096j -0.00794274+0.0175867j 0.0029083-0.00869134j -0.0183325+0.000722183j 0.00866238+0.0175402j -0.0153863-0.0226923j 0.0212307-0.00554078j 0.0103009-0.00343153j -0.036463+0.00805989j -0.0310291-0.00243351j -0.00743101-0.0202203j 0.0021926-0.00543256j -0.00936213+0.0269818j 0.0101653+0.0076382j -0.0073974+0.0138057j -0.0131411-0.00608775j -0.00657915+0.0207122j -0.00470653-0.000438412j -0.00720838+0.0126737j 0.0373401+0.0087232j -0.0148753-8.60816e-05j -0.00298289-0.00609415j 0.0283707-0.000869926j 0.00971556+0.00622544j -0.00910868+0.00373404j 0.0288232+0.0107988j 0.0117217-0.0108953j 0.012144-0.000757839j 0.00448625+0.00827842j 
0.00711445-0.00501205j -0.00503787-0.00298547j -0.0266558+0.0100333j -0.0045927-0.025149j -0.0299247+0.00240723j -0.0105997+0.0330868j -0.0118485-0.000101706j -0.0153687+0.014539j 0.0260871+0.00370184j 0.00401601-0.000996195j 0.00160082-0.0076311j -0.0209951+0.00145912j 0.00777111+0.0212378j 0.0133226-0.0315223j 0.020246+0.0176656j 0.00658086+0.0121769j -0.00616026-0.0118467j 0.00521404+0.0104953j -0.0236729+0.0226423j -0.020391+0.0075484j -0.0166718-0.00755865j 0.00215003+0.0194481j -0.0331103+0.00142513j 0.0104958-0.0183245j 0.0393502+0.00614027j -0.0219971-0.00657515j -0.00216825+0.00802053j 0.00102688-0.00150597j 0.0292033+0.00828269j -0.0611075+0.0209164j 0.0123935+0.00111261j -0.0161148-0.0389191j 0.0510482+0.000239481j -0.0147732+0.0078646j -0.0494029-0.0196351j -0.0160625-0.00322775j 0.0222435+0.00120916j -0.0142959+0.00419832j -0.0192558-0.022854j 0.0151156+0.00716443j -0.00320707-0.0340932j 0.000641248-0.0342357j 0.0362539-0.0135826j -0.00716032-0.000229892j -0.00556505+0.00965551j 0.0178233-0.0126747j 0.00541439+0.0408841j 0.0147661+0.00901412j -0.005708+0.0232228j -0.0318138-0.0117946j -0.00924373-0.00759393j 0.0125485+0.0264273j 0.000315593+0.0136783j 0.0101118-0.0377255j 0.00769419-0.0132194j -0.0157242-0.032713j 0.000216927+0.00931601j 0.00118669-0.032986j 0.0355353+0.00434416j 0.0102766+0.00520613j 0.00645368-0.0146578j -0.00625763-0.00353388j 0.0114328-0.00468887j -0.000663835-0.0036843j 0.0116024-0.00930891j -0.0207532-0.00220981j 0.00459346+0.00435007j 0.00622827+0.000833757j -0.00402394-0.00567724j 0.00877271+0.000330827j 
0.00809777-0.00888967j -0.0126949-0.00475138j -0.0176444+0.000701214j 0.00272212-0.0162129j -0.0429331+0.0300308j 0.0255968+0.0381088j 0.0150635-0.022116j -0.0152265-0.0349982j 0.00770752+0.0056061j 0.00244513-0.00571876j 0.00106803+0.000471398j 0.0298269-0.00254173j -0.0114541-0.0314941j -0.00143251+0.00369693j 0.0171424+0.00204302j 0.00127685+0.00486902j 0.0352617+0.00966466j 0.029218+0.0331151j 0.00136009+0.00450857j 0.012148-0.00933475j -0.0195604+0.000111609j -0.00390579-0.0182221j 0.00466193-0.000444318j -0.0654869+0.00527124j -0.0297535-0.0170939j 0.004011+0.0144165j 0.0342303-0.02042j -0.0036586-0.00647839j -0.0471646+0.00137941j 0.00143655+0.00792087j -0.00872904-0.0134986j 0.0355339+0.033867j 0.0149916-0.00678499j 0.000651949-0.0124749j -0.054168+0.0204849j -0.0182081+0.00860622j 0.0327187+0.00844179j -0.0156603-0.00247572j -0.0085377+0.00741852j -0.00691762-0.000147006j -0.00274538+0.0078506j 0.00163403+0.0197391j 0.0162582+0.024898j 0.00100048-0.0116429j 0.0270695-0.00568066j 0.00600588+0.0247033j 0.023135-0.00863984j -0.013408+0.00208126j -0.00331891-0.00118833j -0.0275108-0.00298604j 0.028903+0.0129853j 0.0209999-0.0148447j 0.00655424-0.00668522j 0.017932+0.0294292j 0.0117722+0.0172191j -0.00902571+0.0246114j 0.00638633-0.0156468j -0.0105216+0.0171033j 0.0255464-0.00261959j -0.000780363+0.00939765j 0.0134623+0.0091163j 0.00112615-0.00510499j 0.0202467+0.000900191j -0.00717347-0.00352811j -0.000194024-0.0143898j -0.0237415-0.00573873j 0.00770773+0.0114368j 0.00916786+0.00138123j -0.0044828-0.0068665j 0.0082775-0.0019176j 
