0.0263549-0j 0.102092-0j 0.177022-0j 0.104167-0j -0.0255155-0j 0.0114109-0j 0.166766-0j 0.289875-0j 0.0589256-0j -0.0589256-0j 0.170103-0j -0.0833333-0j 0.0589256-0j -0.0555556-0j 0.250347-0j 0.255155-0j -0.0883883-0j 0.051031-0j 0.0833333-0j -0.144338-0j 0.0833333-0j -0.0883883-0j 0.0883883-0j 0.317543-0j 0.0912871-0j -0.111803-0j -0.129099-0j 0.129099-0j -0.158114-0j 0.1-0j 0.294628-0j -0.144338-0j 0.102062-0j -0.166667-0j 0.144338-0j 0.109109-0j -0.188982-0j 0.154303-0j -0.176777-0j 0.176777-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
-0.000371196-0j 0.00249006-0j 0.0279508-0j 0.104167-0j 0.178609-0j 0.102698-0j -0.00575055-0j 0.0263523-0j 0.176777-0j 0.294628-0j -0.0340207-0j 0.0833333-0j 0.176777-0j -0.0555556-0j -0.0131762-0j 0.051031-0j 0.265165-0j 0.255155-0j -0.0833333-0j 0.144338-0j -0.0833333-0j -0.0883883-0j 0.0883883-0j -0.0288675-0j 0.0912871-0j 0.33541-0j -0.129099-0j 0.129099-0j -0.158114-0j -0.1-0j -0.0589256-0j 0.144338-0j 0.306186-0j -0.166667-0j -0.144338-0j -0.109109-0j 0.188982-0j -0.154303-0j -0.176777-0j 0.176777-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j -0.0240563-0j -0.0589256-0j -0.0416667-0j -0.0120281-0j 0.096225-0j 0.211445-0j -0.117851-0j 0.122977-0j 0.102062-0j -0.0416667-0j 0.0131762-0j 0.319794-0j -0.111111-0j -0.0263523-0j 0.150473-0j -0.0456435-0j -0.0263523-0j 0.0680414-0j -0.172133-0j 0.224201-0j 0.149071-0j -0.0430331-0j -0.0226805-0j -0.0645497-0j -0.0645497-0j -0.0226805-0j 0.11547-0j 0.075308-0j 0.213003-0j 0.299028-0j -0.19245-0j 0.291931-0j 0.117851-0j 0.184466-0j -0.0680414-0j -0.0680414-0j 0.0447149-0j 0.166667-0j -0.0745356-0j -0.117851-0j -0.031497-0j -0.0170103-0j -0.0771517-0j -0.0545545-0j 0.0589256-0j 0.178174-0j -0.0771517-0j -0.0340207-0j -0.235702-0j -0.0240563-0j 0.204124-0j -0.0833333-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0.208333-0j 0.102062-0j -0.216506-0j -0.145833-0j 0-0j 0.0633866-0j -0.102062-0j -0.0608581-0j 0-0j 0.0721688-0j 0-0j -0.0589256-0j 0.096225-0j 0.136931-0j 0.00664016-0j 0.237171-0j -0.228218-0j 0-0j -0.149071-0j -0.0142319-0j 0-0j 0.0745356-0j -0.0392837-0j -0.111803-0j -0.111803-0j -0.0392837-0j 0-0j 0.186339-0j -0.105409-0j -0.0298807-0j 0.166667-0j 0.0537914-0j 0-0j 0.0912871-0j -0.117851-0j -0.117851-0j -0.0011192-0j 0-0j 0.129099-0j 0.306186-0j -0.163663-0j 0.265165-0j 0.133631-0j -0.283473-0j 0-0j 0-0j 0.133631-0j 0.206239-0j -0.204124-0j -0.125-0j 0-0j 0.144338-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0.0680414-0j 0.166667-0j 0.117851-0j 0.0340207-0j 0.340207-0j -0.00287527-0j -0.0416667-0j 0.062113-0j -0.0721688-0j 0.117851-0j -0.00931695-0j -0.0096225-0j 0.196419-0j -0.0372678-0j -0.000677708-0j -0.0645497-0j -0.0372678-0j 0.240563-0j 0.121716-0j 0.00332008-0j 0.210819-0j 0.30429-0j 0.2566-0j -0.0912871-0j -0.0912871-0j 0.2566-0j -0.0816497-0j -0.00760726-0j -0.0215166-0j -0.00406625-0j -0.0680414-0j 0.0175682-0j -0.0833333-0j -0.0186339-0j 0.19245-0j 0.19245-0j -9.13822e-05-0j -0.117851-0j -0.105409-0j -0.0416667-0j -0.0445435-0j 0.0481125-0j -0.109109-0j -0.0771517-0j -0.0416667-0j 0.251976-0j -0.109109-0j -0.0120281-0j -0.0833333-0j 0.0680414-0j -0.144338-0j 0.235702-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
