3.11364e-13+0.0756035j 2.491e-14+0.22774j 1.13626e-15-0.0886821j 1.85074e-15+0.113841j 1.73064e-15+0.129864j -2.72483e-15-0.16158j 2.37349e-15-0.0528401j 2.49373e-15+0.13957j 2.21017e-15+0.168982j -1.00658e-14-0.0727237j -1.35101e-14-0.111777j -3.1e-15-0.0553189j 3.97088e-15+0.146001j -4.32934e-15-0.0813682j 2.49869e-15-0.0726134j 4.95339e-15+0.0956212j 5.17112e-14-0.19462j 3.34734e-14-0.0438173j -2.69335e-14+0.122923j 2.06363e-15-0.143607j -2.95701e-14-0.0745272j -2.94875e-15-0.177633j 7.15554e-15-0.0862934j -6.45787e-15-0.0697366j 7.02305e-15+0.0544799j 7.351e-15+0.0730551j 7.02351e-15-0.112219j -3.44758e-14+0.0335618j -4.79128e-15+0.108741j 3.72517e-14+0.0773515j -1.87605e-14-0.0783797j 7.31778e-14+0.0644535j -1.04299e-12+0.11006j 5.62913e-14-0.0445127j 1.19471e-13-0.281734j 1.21973e-12+0.147224j 3.25415e-14+0.0771021j 8.5914e-14+0.0808054j -1.67348e-13+0.157936j -8.24247e-14+0.0863552j -1.22666e-14+0.0177192j -1.35726e-13+0.172135j 1.46778e-14+0.121672j 1.14663e-14-0.0126115j 3.03002e-15-0.00715894j 1.45278e-14-0.0434734j 1.322e-14-0.0639345j 6.22708e-15+0.097057j 3.14871e-15+0.158159j -9.11379e-14-0.0858737j -2.82241e-14+0.022573j -3.10948e-14-0.111316j -5.62898e-15+0.0141272j 6.03598e-14-0.194079j 2.57742e-14-0.01746j 3.31134e-15+0.0905426j 1.89979e-12+0.202863j 3.13608e-15+0.00625475j 1.3328e-15-0.026363j 1.44119e-14+0.108646j -4.28995e-15-0.00449946j 5.93054e-15+0.0816318j -4.89079e-15-0.0911967j -5.17383e-15-0.147727j -2.57789e-15+0.0888563j -2.42054e-15+0.0368119j 2.17439e-14-0.158283j 2.2516e-14+0.0339522j -1.95505e-15+0.0142305j -4.57944e-15-0.173117j -1.12394e-14-0.175119j 3.18572e-15+0.0502927j -5.95622e-16+0.000243615j 4.91677e-15-1.35671e-05j -1.5168e-14-0.168019j 2.51477e-14+0.141708j -3.1138e-13-0.173812j 
9.28486e-15+0.00237869j 5.39326e-16+0.00535561j 1.45716e-17-0.000896097j -2.91041e-17+0.00261994j -4.2504e-17+0.00280599j 6.11873e-17-0.00401773j 6.32727e-18+9.3574e-05j -5.59488e-17+0.00304973j -4.72506e-17+0.003267j -1.22502e-16-0.000992945j -2.03242e-16-0.00246778j -2.08327e-17-0.00143124j 2.29467e-17+0.00238616j -5.28654e-17-0.0014451j 7.66533e-17-0.00094036j -1.00267e-17+0.00299782j 1.21199e-15-0.00413255j 7.00117e-16-0.00119509j -5.08635e-16+0.00139564j 1.3552e-16-0.00248883j -2.95171e-16-0.000982864j 8.12288e-17-0.00314314j 2.99018e-16-0.00276119j -1.61295e-16-0.00319614j -1.50375e-17+0.00235506j 1.44493e-16+0.0012273j 4.70055e-17-0.00157846j -1.84898e-16+7.0914e-05j -6.67112e-17+0.00158316j 6.97396e-16+0.00113179j -1.92441e-16-0.00227446j 1.98e-15+0.00124736j -3.17448e-14+0.00328971j 9.76831e-16+0.000477681j 2.11159e-15-0.0053548j 1.80065e-14+0.00213922j 8.07477e-16+0.00247008j 1.35994e-15+0.00236874j -3.01281e-15+0.00306393j -2.04366e-15+0.00198775j -5.06407e-16+0.00155353j -2.56023e-15+0.00320752j 2.51693e-16+0.00285297j 1.03269e-16+0.0011706j 4.09374e-17+0.000405221j 5.71127e-16-0.00198182j 5.46304e-16-0.00173044j 1.34548e-16+0.00181463j 4.09384e-17+0.00238138j -1.95785e-15-0.00185416j -6.47108e-16+0.000238467j -4.56042e-16-0.00200206j 1.53772e-17+0.00183886j 1.78304e-15-0.00497054j 6.67212e-16-0.000988496j -2.80431e-18+0.00170954j 3.4267e-14+0.00366845j 5.49088e-17+0.000466887j -1.67707e-17-0.00107652j 1.40531e-16+0.00175891j 4.9134e-17-0.00107543j 1.31849e-16+0.00253553j -2.59365e-17-0.00133118j -2.62352e-18-0.00253796j -1.22982e-16+0.00141136j -9.22342e-17+0.00121746j 5.43805e-16-0.00324382j 2.52384e-16+0.000385368j -2.25248e-17-0.00025553j 1.44262e-17-0.00353069j -1.35214e-16-0.00385343j -1.97091e-18+0.00214176j 1.64464e-17-0.000635835j 6.49947e-17+0.000755805j -2.33633e-16-0.00330012j 4.43165e-16+0.00391738j -7.05049e-15-0.00396217j 
4.67527e-15+0.00136049j 3.16091e-16+5.66205e-05j -3.4619e-17+0.00250725j 9.1411e-18-0.000375998j 1.13885e-17-0.000616572j -1.08502e-17-8.91266e-05j -4.64078e-17+0.00263349j 1.11702e-17+0.000165163j 1.96923e-18-0.00136013j 1.02212e-16+0.000946343j -3.32508e-17-0.000222075j -2.7186e-18-4.53754e-05j 4.08499e-17-0.00113825j -2.86027e-17+0.000209798j -1.79346e-17+0.00094939j -4.18601e-17+0.00122401j -3.73862e-16+0.000991181j -2.52422e-16+0.000445072j 3.10997e-16-0.00239801j 4.25187e-17+0.00161634j 9.40323e-16+0.00207688j 6.35517e-17+0.00134974j -9.47071e-18-0.00121239j -2.37907e-16-0.00268789j -1.79091e-16+0.00103684j -1.17788e-16-0.00114035j -2.34357e-16+0.00188498j 1.04456e-15-0.000960126j 1.28371e-16-0.00241747j -3.58198e-16-0.00143495j 3.35718e-16-0.000637821j 3.38771e-16-0.000720066j -8.67445e-15+0.000832778j -5.28643e-16+0.00188557j -1.15767e-15+0.00180973j -2.2923e-14-0.00283342j 2.95288e-17+0.000787206j -5.25294e-16+0.000479993j 8.29271e-16-0.00058789j -3.50853e-16+0.000121071j -2.41841e-16+0.00188679j 1.7602e-15-0.00208605j 1.62126e-16+0.000997911j -2.64446e-16+0.00191853j -4.95117e-17+0.000939759j 1.92895e-16-0.00149452j 2.29236e-16-0.000292997j 8.8089e-17-0.00113054j 2.79984e-17-0.00270633j 6.9073e-16+0.000518321j 2.5176e-16+0.000136766j 4.84237e-16+0.0013329j 3.49762e-16+0.00213852j 2.08796e-16-0.000343858j 2.26397e-17-0.000938137j -1.20783e-17-0.000127912j -1.98742e-14-0.00213102j 7.56848e-17+0.00112989j -3.86042e-17-0.000224906j -2.49488e-16-0.0013337j 2.29727e-16-0.00212338j 1.0124e-16+0.000785873j 6.55865e-17+0.000871688j 4.3214e-17+0.00114377j 5.37099e-18-0.000598326j 1.1182e-17+0.000713595j -1.04716e-16+0.0005722j -1.7437e-16-0.000286377j -1.30382e-17-0.00152125j -1.29958e-17+0.000577701j 4.43699e-17+0.000947317j 1.98836e-17+0.0017962j -1.39659e-17-0.00139472j -2.5276e-17+0.00147232j 9.12819e-17+0.00162769j 2.47012e-18+0.00137432j 2.92571e-16+0.000273576j 
5.37294e-15+0.0015506j 3.33739e-16+0.00037521j -4.65447e-17+0.00252362j -9.77048e-19-0.000282659j 1.32564e-18-0.000489627j 8.27748e-18-0.00025414j -6.26264e-17+0.00267656j -1.36186e-17+0.000463721j -8.66731e-18-0.00118605j 9.07091e-17+0.00081192j -3.93681e-17-0.00047168j -2.57496e-18-8.67627e-05j 2.78475e-17-0.000837396j -1.8843e-17-9.03535e-06j -5.29879e-18+0.000799407j -6.25204e-17+0.00136401j -3.18662e-16+0.000791242j -2.29234e-16+0.000533038j 2.85605e-16-0.00224546j 5.79177e-17+0.00147073j 9.54128e-16+0.00215946j 8.0591e-17+0.00105482j 1.14709e-17-0.00134303j -2.18805e-16-0.0028355j -1.79042e-16+0.000976074j -1.31362e-16-0.00112016j -2.20508e-16+0.00178155j 1.01091e-15-0.000880979j 1.37272e-16-0.00245844j -3.30051e-16-0.00140636j 3.41784e-16-0.000735865j 4.11522e-16-0.000696206j -9.59053e-15+0.000925927j -4.54391e-16+0.00172176j -9.18503e-16+0.00139356j -2.25941e-14-0.00279553j 2.41355e-17+0.000841004j -3.4176e-16+0.000536097j 4.13129e-16-0.000285625j -5.41417e-16+0.000276783j -2.76007e-16+0.0019338j 1.70941e-15-0.00201596j 1.66782e-16+0.00137334j -2.69795e-16+0.00182333j -5.80928e-17+0.000939245j 2.1931e-16-0.00155212j 2.48673e-16-0.000366228j 1.00795e-16-0.00108345j 3.26139e-17-0.0026222j 6.7656e-16+0.000457092j 2.41785e-16+0.000291386j 4.74917e-16+0.0012606j 3.30528e-16+0.00211246j 2.98044e-16-0.000544307j 6.45356e-17-0.000969027j -2.65528e-17+0.000104497j -1.81178e-14-0.00194339j 7.35843e-17+0.00127021j -2.08297e-17-0.000158201j -2.41089e-16-0.00120619j 2.65781e-16-0.00225678j 8.86209e-17+0.000858923j 7.34088e-17+0.000665309j 5.46378e-17+0.000878104j -1.04739e-17-0.000382106j -6.88378e-18+0.000797495j -4.8172e-17+0.000322326j -1.04314e-16-0.00016552j -6.39097e-19-0.00162747j 5.28795e-18+0.000288739j 4.82346e-17+0.000823144j 5.19643e-19+0.00192625j -9.67526e-19-0.00147651j -3.40785e-17+0.00153319j 8.70667e-17+0.00152914j -1.5244e-18+0.00166154j -8.68151e-17+5.57725e-05j 
2.31719e-15+0.00058968j 9.84175e-17+0.00138911j 3.53967e-17-0.000178562j -2.5827e-17+0.000917307j -3.9005e-17+0.000819974j 4.58703e-17-0.00140442j 2.45511e-17+0.000250431j -2.35891e-17+0.000249303j -4.62199e-17+0.000729486j 3.31952e-17+0.000251757j 8.7938e-18-0.000176897j 2.23802e-17-0.000585893j -1.09631e-18-0.000323295j -1.61449e-17+0.000297625j 8.8379e-18+0.000355477j -1.25638e-17+0.00114552j 4.34094e-16-0.00113249j 2.29315e-16-0.00100279j -1.24023e-16-0.000343979j 5.46466e-17-0.000403853j -1.10006e-16-0.000609875j 6.41435e-17-8.38218e-05j 1.54015e-16-0.00106003j -8.89266e-17-0.00144254j -8.41945e-17+0.00173102j 1.1632e-16+0.000393894j -5.74031e-17-7.03001e-05j 2.20934e-16-0.000489484j -4.42993e-17+0.000683768j 1.84043e-16+0.000256259j -1.20405e-17-0.000863453j 7.62167e-16+0.00045203j -1.42778e-14+0.00146858j 8.54317e-17+0.0013366j -3.11068e-17-0.000632399j 4.6635e-15+0.000543132j 4.0154e-16+0.00120514j -2.84604e-16+0.00109162j 3.85111e-16+0.000123046j -3.17016e-16+0.00035118j -2.14452e-16+0.000909427j -9.1622e-16+0.00108426j 2.39041e-18-9.80724e-05j 7.72393e-18+0.00138888j 3.41329e-17+0.000367595j 2.83197e-16-0.00103077j 2.8882e-16-0.000633803j 5.68736e-19+0.000585408j -1.41476e-17+0.000472421j -8.51303e-16-0.000633448j -2.99758e-16-0.000591475j -9.81349e-17-0.000534971j 9.29489e-17+0.00145397j 7.06645e-16-0.00179127j 2.03086e-16-0.000533487j -6.38062e-18-0.000206487j 7.0496e-15+0.000763593j 7.6049e-21-0.000245522j -8.92996e-17-0.000939692j -3.82688e-17+0.000137788j -3.42765e-17-0.000271588j 7.55097e-17+0.00114808j 7.88199e-18+0.000401852j 2.89392e-17+7.27842e-05j -4.6769e-17-0.000363355j -1.04673e-17+0.000368804j 1.0524e-16-0.000474655j -2.51058e-16-0.0004149j -2.6433e-17+0.000136316j 2.7855e-17-0.000442043j -5.31454e-18-0.00135128j 4.12608e-18+0.000816433j -7.65029e-18-0.000168077j 2.61488e-17+0.000345582j -3.8037e-17-0.00106871j 1.14101e-16+0.000961638j -1.85491e-15-0.0010649j 
-2.18538e-15-0.000658551j -9.36859e-17-2.22638e-05j 8.82993e-17-0.00111096j 5.18341e-18+0.000420288j -2.45556e-18+0.000383132j -2.27787e-17-0.000332727j 9.84811e-17-0.000992409j 6.36941e-17-0.000629325j -5.10166e-18+0.000513948j 3.6129e-18+8.10166e-05j 1.20145e-17+0.000575779j 1.18207e-17-0.000199865j 2.5884e-17-0.000434164j -3.57223e-17+0.000590147j -2.07278e-17+0.000171906j 7.58023e-17-0.000189804j 2.49915e-16-0.000525945j 1.8272e-16-0.000917406j -1.40227e-16+0.000392626j -1.55578e-17-0.000505659j -4.27403e-16-0.0013297j -3.77298e-17+0.000119396j 1.98745e-17+0.000209272j -3.19749e-17+0.000618564j 2.29481e-17+0.000667187j 1.28038e-16+0.000608396j 4.02181e-17-0.000530051j -2.11498e-16-7.38485e-05j -1.25675e-16+0.00140467j 1.58591e-16+0.000629661j -1.61436e-16+1.4605e-05j 9.90542e-17+0.000467266j -2.12939e-15+0.000245624j 7.93969e-17+0.000366016j -1.34711e-16-7.04181e-05j 1.06347e-14+0.00130667j 2.23321e-16+0.00021411j -3.73397e-16+0.000267485j 8.7329e-16-0.000412367j 4.23783e-16-0.000223152j 7.80053e-17-0.000357095j -1.07978e-15+0.00123052j -3.42468e-17-0.00132009j 1.2625e-16+0.00022068j 6.57146e-17-0.000167663j -9.30786e-20+0.000163931j 1.45758e-17-5.45743e-05j -7.45612e-17+0.000644404j -5.31403e-17+0.00111101j -6.89126e-16-0.000398561j -2.20099e-16-0.000732569j -2.087e-16-0.000637159j -2.77156e-17+8.06505e-06j 7.86029e-17-0.000358144j -7.48404e-18+0.000151508j 5.19613e-17-0.000604914j 7.40375e-15+0.000800873j -1.41407e-18-0.00090037j -6.76656e-17-0.000572765j 5.20531e-17+0.00029512j -2.22867e-16+0.00099373j 3.90024e-17+0.000138951j -4.76983e-17+0.000359056j -3.62176e-17+0.000215222j 2.13415e-17-0.000467933j 4.42391e-17-0.000276467j -4.55276e-17+0.000107175j -2.22911e-16-0.000393937j -6.23076e-17+0.00091444j -3.62244e-17+0.000214016j -2.25479e-17-0.000803592j 6.43147e-17-0.000566063j -4.87926e-17+0.000644594j 6.26481e-17-0.000530633j -3.18138e-17-0.000977005j 1.00769e-16-0.000691611j -2.29984e-16-0.000168286j 
4.24583e-15+0.00113583j 1.67041e-16+0.00181439j 4.04071e-17+0.000170386j -6.99005e-17+0.000465444j -6.66706e-17+0.000680019j 9.32697e-17-0.000862371j 1.83665e-17+0.000288929j -6.27843e-17+0.00182318j -8.66027e-17+0.000967827j -7.59608e-17-0.000842844j -1.1732e-16-0.00152948j -2.3812e-18-0.000189943j -3.54515e-17+0.00187781j 1.03545e-18-0.00138501j 6.72529e-17-0.000951021j -5.90669e-17+0.000759133j 2.96299e-16-0.00108889j 1.80085e-16+0.000668275j -1.90543e-16+0.000937573j 1.28079e-16-0.000823928j 2.45256e-16+0.000621456j 7.54823e-17-0.00179026j 4.48623e-17-0.000710836j -4.16815e-18-0.000800583j -4.73281e-18-0.000554668j -1.52899e-16+5.77656e-05j 1.42382e-16-0.000595799j -2.21755e-16+0.000527593j -7.09144e-17-0.000378933j 8.55985e-17+0.000119833j 8.68993e-18-0.000520382j 3.34591e-16+8.19527e-05j -4.17247e-15+0.000424452j 4.44989e-16-0.00113097j 1.43577e-15-0.00246918j 9.31648e-16+0.000117472j -5.60765e-17+0.000210136j 1.17137e-15+0.000231483j -2.5461e-15+0.00184603j -1.10805e-15+0.000926187j -1.15765e-16+0.000223331j -2.71352e-16+0.000269251j 1.86138e-16+0.00235511j -1.3777e-17-0.000711596j -2.51847e-17-2.71404e-05j 7.58773e-17-0.000267368j 7.20251e-17-0.000386407j 3.09337e-17+0.000202505j -7.46449e-17+0.000414266j 4.2749e-17-0.00029643j 4.1546e-17+0.00102784j 1.27758e-17-0.000360508j -6.94734e-17-0.000286658j 4.43254e-16-0.00104234j 1.98503e-16-0.000148248j -2.29821e-17+0.00146019j 9.62468e-15+0.0010329j 8.41914e-17+0.000918846j 1.50227e-16+0.000516424j 2.66167e-17+0.000747857j 1.05943e-16-0.000835912j -5.52461e-17+0.000335859j 1.84314e-17-0.00130702j 4.01932e-17-0.0016311j -4.82881e-17+0.00136884j -6.32238e-17+0.000491001j 2.99799e-16-0.00148162j 4.90881e-16+0.000790341j -2.10652e-17-0.000702791j 6.17751e-17-0.00172727j 6.1844e-17-0.000595523j -2.20138e-17+0.000746416j -7.19267e-21-0.000514101j 1.64545e-17+0.000365784j 4.73692e-17-0.000456089j 8.37248e-17+0.0016947j -2.15732e-15-0.00122114j 
-1.61117e-16-5.22317e-05j 3.06698e-17-8.30879e-06j -5.74848e-18-7.78484e-05j 2.08926e-17+3.73043e-05j 2.164e-17+2.83222e-05j -3.12175e-17-3.43234e-05j 2.13244e-18-6.32775e-05j 2.53484e-17-7.2254e-05j 2.61802e-17+2.86019e-05j -5.65476e-18+2.8269e-05j -1.30048e-17+6.43594e-05j -9.0789e-18-2.17196e-05j 2.0202e-17-7.37608e-05j -1.23488e-17+7.2807e-05j -1.02217e-17+3.858e-05j 2.51088e-17-2.36203e-06j -1.20891e-17-3.57975e-05j 2.55103e-18-9.42761e-05j 6.00658e-18-2.30463e-06j -2.29755e-17-2.38361e-05j -4.6237e-17-0.000110672j -2.64807e-17+4.29632e-05j -1.39218e-17+4.48885e-06j -2.21125e-17+2.37684e-05j 1.5933e-17+9.22537e-05j 2.49667e-17+4.60679e-05j -1.61681e-17-2.27167e-05j -2.17458e-18-2.65358e-05j 8.98573e-18+0.000112012j 2.31892e-17+4.30635e-05j -2.59291e-17-7.43129e-06j 2.67164e-17+3.79215e-05j -3.42681e-16+3.93507e-05j -9.68023e-19+7.64183e-05j -7.96297e-17+3.28881e-05j 7.78333e-16+9.23484e-05j 4.09974e-17+3.59626e-05j -3.78112e-17+3.63746e-05j 1.38797e-16-6.18001e-05j 5.64775e-17-2.56034e-05j 1.05697e-17-7.0461e-06j -5.57864e-17+9.63936e-05j 1.10599e-17-0.000134778j 1.44893e-17+5.96492e-05j 6.82072e-18-1.88049e-06j -7.1157e-18-6.96272e-06j -6.11871e-18-9.49633e-06j 9.94581e-18+4.95906e-05j 1.99649e-17+7.2212e-05j -7.78469e-17-3.31389e-05j -2.09801e-17-8.09186e-05j -3.25483e-17-4.47219e-05j 1.19429e-17+3.87895e-05j -2.38539e-17-4.0783e-05j -5.63363e-18+8.22176e-07j 1.50787e-17-7.32815e-05j 4.55047e-16+4.61702e-05j -1.31013e-18-8.15849e-05j -1.7535e-17-6.78941e-05j 1.65759e-17+6.17794e-06j -2.04607e-17+7.42773e-05j 2.24264e-17+2.73193e-05j -1.33401e-17+5.88696e-05j -2.17278e-17+4.91969e-05j 1.14778e-17-6.61938e-05j 1.11758e-17-1.95279e-05j -3.04177e-17+2.70791e-05j -2.73438e-17-5.06123e-05j -2.58036e-18+7.55513e-05j -2.84864e-17+3.96816e-05j -3.25731e-17-6.85073e-05j 1.66109e-17-3.32311e-05j -4.9925e-18+4.77752e-05j 6.84525e-18-3.35283e-05j -3.08169e-17-7.61089e-05j 3.21502e-17-5.76925e-05j -3.95888e-17-8.89925e-06j 
-3.85101e-15-0.00102942j -9.7623e-17-0.00192433j 1.95121e-17-4.32421e-05j 5.89747e-17-0.000966799j 7.1363e-17-0.000950584j -1.11742e-16+0.00157358j 4.61624e-17-0.000473543j 1.1567e-16-0.000929417j 7.9026e-17-0.000941461j -1.41358e-17+5.12561e-05j -2.26063e-17+0.000755787j -2.76377e-17+0.000591618j 5.44969e-17-0.000375775j -3.02557e-17+0.000258947j -4.50081e-17+1.30492e-06j 9.43012e-17-0.00136693j -4.95004e-16+0.00136291j -2.24293e-16+0.000602543j 1.43889e-16+7.1763e-05j -9.30088e-17+0.000585468j 2.22379e-17+0.000186506j -1.23555e-16+0.000689381j -2.08505e-16+0.00127243j -1.59684e-18+0.00172338j 9.21256e-17-0.00136759j -6.11468e-17-0.000307793j 3.03028e-17+0.000189448j -1.69365e-16+0.00028011j -9.77051e-18-0.000326492j -2.04341e-16-0.000194534j -4.61999e-17+0.000995083j -8.31348e-16-0.000390945j 1.46869e-14-0.0015018j -2.13452e-16-0.000844283j -5.11961e-16+0.00140888j -3.29264e-15-0.000371027j -3.0579e-16-0.00118488j -1.49857e-16-0.00107653j 6.49332e-16-0.000786411j 7.61623e-16-0.000671958j 3.00059e-16-0.00098866j 7.7974e-16-0.000946351j 2.7372e-17-0.000872738j 3.34293e-17-0.00105334j 3.7474e-18-0.000364024j -3.35332e-16+0.00109136j -3.16534e-16+0.000722691j -3.50724e-17-0.000532683j -7.35862e-18-0.000429677j 6.96478e-16+0.000644088j 2.7462e-16+0.000118569j 7.23709e-17+0.000538091j -3.24548e-17-0.00128589j -8.53414e-16+0.00199728j -2.84595e-16+0.000577507j 6.55478e-17-0.000372551j -8.85044e-15-0.000955002j 2.32889e-17-0.000197798j 3.52697e-17+0.000641422j 3.3614e-17-0.000337052j -1.03548e-16+0.000674985j -1.82432e-17-0.00118287j -4.47354e-17+0.000101495j -7.65662e-17+0.000501324j 9.53514e-17-0.000173899j 6.82017e-17-0.000552099j -2.44298e-16+0.000956921j 6.36167e-17+7.71045e-05j -2.89848e-17+0.000232026j -9.84221e-17+0.00102233j -2.35034e-17+0.00136835j 7.43571e-17-0.00110295j -4.41715e-17+0.000420833j 2.02962e-17-0.00052437j 2.97868e-17+0.00102917j -3.69245e-17-0.0015727j 2.40743e-15+0.00139286j 
-3.82407e-15-0.0010222j -2.87749e-16-0.00130243j -1.75341e-17-0.000665098j -1.37665e-17-0.00060485j -9.60859e-18-0.000502692j 2.16622e-17+0.00115379j -1.85455e-17-0.00102176j -3.64152e-17-0.000546634j -4.97054e-18-0.000266098j -2.19481e-17-0.000311173j 7.45212e-17+0.000461491j 8.5919e-18+0.000453652j -5.22447e-17+0.000235008j 5.1677e-17-2.38168e-05j 5.95194e-18-0.000364788j -2.26429e-17-0.00129935j -1.73668e-16+0.000678628j -1.03832e-16+0.000441845j 5.21425e-18+0.000797521j -3.52142e-17-6.27372e-05j -2.49114e-16-0.000315978j -2.03751e-17-3.23065e-05j -6.12988e-17+0.00122799j 1.96913e-16+0.00195556j 7.97475e-17-0.00141528j -3.27578e-17+6.17019e-05j 1.07503e-16-0.000415784j -4.32083e-16+0.000536147j -7.98639e-18+0.000324725j -4.74659e-17+0.000235235j -5.48184e-17+0.000884027j -7.07096e-16-0.000110065j 1.32094e-14-0.00134549j 1.77505e-17-0.00129628j 2.1032e-16+0.000329415j 3.51395e-15+0.000459913j -3.1815e-16-0.00111101j 1.0972e-16-0.000943143j -1.24168e-16-0.000235307j 4.85386e-16-0.000444602j 2.11483e-16-0.00124104j 1.07954e-16-0.000168333j -1.48462e-16-0.000652254j 5.9386e-17-0.00141698j -1.30323e-17-0.000534371j -2.31831e-16+0.0012143j -2.52688e-16+0.000596685j -5.73542e-17-9.97463e-05j -1.52085e-17+0.000417764j 4.01753e-16+0.000334975j 1.11882e-16+0.000186114j -5.25338e-17+3.16138e-05j -1.8972e-16-0.00160415j -5.48672e-16+0.00153102j -1.64026e-16+0.00068004j -2.46444e-17-7.74975e-05j -6.39164e-16-6.80484e-05j -5.59499e-17-0.000334862j 5.933e-17+0.000627792j 6.95025e-17+0.000175185j -3.49252e-17+0.000979235j -1.15958e-16-0.00109338j -1.04233e-18-0.000310196j 6.87241e-18-0.000106826j 9.25546e-18+0.000189816j -9.23247e-18-0.000558807j -3.63047e-17+0.000419092j 1.28392e-16+0.000233914j 4.04821e-17+0.000490612j 3.8102e-17+0.00043845j 3.80409e-17+0.000755952j -4.85752e-17-0.00124207j 2.76691e-17+0.000629843j -3.2354e-17-0.000750037j 3.75711e-17+0.000329426j -1.70969e-16-0.00138352j 1.64829e-15+0.000872388j 
-5.724e-15-0.0016264j -3.87213e-16-0.000630626j -8.0041e-19-0.00219328j 1.48516e-17+0.00061854j -4.16696e-18+0.000500049j 2.26882e-18-0.000302996j 9.38666e-18-0.00203079j -2.06099e-17-0.0017144j 1.47726e-17+0.000689715j 4.0664e-17+0.000350518j 1.94138e-16+0.00152859j 3.88928e-17-0.000288772j -3.41158e-17-0.00129669j 3.7136e-17+0.00147731j -3.19448e-17+0.000546035j 3.20165e-17-0.000666164j 4.04821e-16-0.000646175j 2.05201e-16-0.00186933j -1.55338e-16+0.000556903j -9.25313e-17-0.000739392j -1.05973e-15-0.00269626j -2.54109e-17+0.000697115j 1.40937e-16+0.000684147j 1.65864e-16+0.00153915j 4.4697e-17+0.00128743j 3.40081e-16+0.00113608j -1.13873e-17-0.000874985j -3.6583e-16-0.000234838j -4.98238e-17+0.00277392j 3.44145e-16+0.00117401j -2.37199e-16+0.000238473j 7.52816e-17+0.000849586j -1.89011e-15+0.00023921j 2.35677e-17+0.000882643j -5.23614e-16+0.000549386j 2.02322e-14+0.00246876j 3.53521e-16+0.000256021j -1.046e-15+0.000364776j 2.19606e-15-0.00128599j 1.0529e-15-0.000702784j 7.52799e-17-0.000834449j -1.8536e-15+0.0022332j -3.71196e-16-0.00316571j 2.01732e-16+0.000487622j 8.04529e-17-0.000352793j 6.14364e-17+0.000479971j 3.2215e-17+4.88875e-05j -1.03768e-16+0.00115222j 3.89944e-17+0.00201792j -1.28462e-15-0.000644694j -5.09007e-16-0.00163753j -4.49077e-16-0.00110228j -1.40247e-16-4.1126e-05j 8.04723e-17-0.00027203j -1.80564e-17+0.000380892j -8.71733e-18-0.00153343j 1.13844e-14+0.00122941j -1.67623e-16-0.00196777j -1.95182e-16-0.00116435j 1.12212e-16+0.000372158j -2.66006e-16+0.00217484j 1.24581e-17+8.25194e-05j -3.73154e-17+0.000997581j -1.14913e-17+0.000829306j -2.38674e-17-0.00122905j 2.15697e-17-0.000697237j -8.36907e-17+0.000629473j -5.88616e-16-0.000932558j 3.37179e-17+0.00194983j 2.26164e-17+0.00089753j -6.68845e-17-0.00129378j -3.40565e-17-0.001367j 2.9039e-17+0.00140284j 6.01015e-19-0.00115869j -1.2867e-16-0.00169269j -5.52111e-17-0.00186673j 3.52819e-16+7.87756e-05j 
