3.70415e-15+0.157256j -1.72505e-14+0.205106j 1.16431e-15+0.0665602j -1.78109e-15+0.182613j -8.60903e-16-0.0836601j 5.12711e-16-0.220712j 4.31565e-17+0.0713585j -5.8195e-16+0.0749904j -6.9814e-16-0.190652j -2.53022e-16+0.0226511j -4.69247e-16-0.0878392j 6.56714e-15-0.212734j 8.01708e-16-0.0725448j 2.03002e-15-0.135854j 4.0797e-15-0.205725j 4.90926e-14-0.129948j -2.347e-14-0.0519708j 2.46732e-14+0.124848j 1.29313e-11+0.116131j 4.92449e-15+0.116987j 1.73324e-14+0.0445731j 1.44886e-14+0.0643649j -2.26333e-13+0.168745j 4.11076e-14+0.0490827j 3.71279e-14+0.229662j -3.65681e-14-0.0212594j 4.60633e-14-0.224216j -2.99059e-14+0.0699204j -2.41597e-13-0.0667619j 5.69827e-14-0.217238j 7.53141e-15+0.0511039j 3.02628e-15-0.108734j -1.95799e-14+0.199724j -1.22242e-14+0.00960863j -8.95144e-15+0.0447678j 1.66243e-15-0.0593331j -1.12771e-14+0.217743j -1.05945e-14-0.00781307j 4.37263e-15+0.0420896j 8.7032e-14+0.122533j 1.96213e-14+0.117277j 2.99329e-15-0.0827441j 9.18958e-16+0.137081j -5.25367e-15+0.112145j -5.76883e-15-0.217382j -1.14882e-15+0.0982757j 6.32165e-16+0.0206176j 1.48546e-15-0.0391818j 1.82756e-15+0.117945j 1.23267e-15+0.177483j 2.77363e-16-0.159172j 1.01449e-15-4.61254e-05j 5.75826e-16-0.123969j -2.40278e-16+0.147876j -8.48378e-14-0.171919j -1.84039e-14+0.17691j 
-5.00199e-17-0.0012119j 1.01602e-16-0.00152416j -2.24179e-17-0.000583717j -8.1643e-18-0.00132722j 1.16952e-17+0.000561565j 2.30381e-17+0.00161934j -1.76291e-17-0.000642939j -1.06916e-17-0.000622674j 1.95947e-17+0.00131116j -2.68838e-20-0.000169963j 2.01421e-17+0.000733608j -2.27899e-17+0.00157755j -1.32443e-17+0.000392402j 8.91688e-18+0.0010786j 3.62596e-18+0.00150416j -3.24415e-16+0.000872397j 1.9598e-16+0.00046024j -1.81147e-16-0.000904872j -9.03879e-14-0.000811616j -7.80972e-17-0.0009671j -1.36301e-16-0.000412795j -9.29651e-17-0.000372426j 1.47801e-15-0.00112667j -3.44308e-16-0.000510263j -2.87674e-16-0.00164032j 2.6467e-16+0.000115445j -3.09638e-16+0.00167503j 2.11783e-16-0.000523377j 1.82236e-15+0.000507769j -4.10365e-16+0.0016619j -6.44996e-17-0.000360041j 5.64316e-18+0.000928261j 1.17681e-16-0.00136797j 5.0124e-17-0.000212109j 6.35456e-17-0.000246301j -9.13008e-18+0.000411317j 5.84674e-17-0.00154994j 9.25452e-17+3.618e-05j -3.12327e-17-0.000376745j -6.60979e-16-0.000904493j -2.27089e-16-0.000991454j -7.86986e-17+0.000572505j -2.34463e-17-0.00100562j 3.16701e-17-0.000716169j 7.26245e-17+0.00164697j -9.03789e-20-0.000664651j -5.18836e-18-0.00015303j 4.74071e-18+0.000421865j -2.40635e-17-0.000839494j -2.54009e-17-0.00125325j 2.18238e-17+0.00124775j -1.34587e-18+6.8554e-05j 1.5132e-17+0.000985615j -1.35402e-17-0.00104155j 6.84315e-16+0.00132355j 1.21066e-16-0.00131397j 
-1.31941e-17-0.000568j -2.56383e-17-4.90212e-05j 1.90143e-18-0.00110711j -2.32335e-17+0.000321083j -5.14572e-18-0.000716252j 2.77575e-17-0.000201803j -1.45209e-17-0.00139685j -2.07069e-17-0.000819027j -9.8092e-18-0.0012475j 1.07534e-17-2.5506e-05j 9.53124e-18+0.00101135j 1.28884e-17+1.05377e-05j -7.0999e-17-0.00177902j 3.95614e-17+0.000878194j 1.38597e-16-0.000252005j 3.7377e-16-0.00111095j 1.32719e-16+0.000919164j 1.81941e-16+0.000250353j 6.69019e-14+0.000601258j -2.58679e-16-0.00122518j 3.67096e-17-0.00100959j 1.80578e-16+0.0012812j -2.30619e-15+0.0015184j -2.92511e-16-0.0017939j 1.22555e-16+0.000757234j -7.28146e-17-0.000515819j 5.81355e-17+0.000162158j -1.67909e-17-6.3166e-05j 2.82751e-16+0.000158707j -2.06735e-16+0.000634653j -4.9131e-17+0.000229237j 8.60638e-17+0.00149862j -1.45402e-16+0.00137516j -3.63784e-16-0.00172545j -4.21641e-17+0.00104704j -2.1675e-17-0.000348209j -5.06276e-17+0.000782149j 1.78827e-16-0.000266078j 1.28776e-16-0.000793515j -2.3519e-17+4.49491e-05j -7.30295e-16-0.00149715j -7.7589e-16-0.000499136j -1.69357e-17+0.000126852j -2.55647e-17+0.0014083j 2.57267e-17+0.000438856j -1.87022e-17+0.000780406j 2.34264e-17-2.71183e-06j 2.67112e-17+0.00161001j 1.02954e-17+0.000424527j 1.73773e-18+0.000761494j 8.37413e-18+0.000833237j 1.83036e-17+0.000835355j 4.74434e-18+0.000818158j -2.24284e-17+0.000666677j 3.93532e-16+0.000604487j 6.68157e-17-3.41861e-05j 
-3.72733e-17-0.00168632j 2.04702e-16-0.00233259j -1.20493e-17-0.00054694j 2.70591e-17-0.00214698j 1.01579e-17+0.00109314j -1.40365e-17+0.00255906j 4.16536e-18-0.000545962j 1.21691e-17-0.000698647j 8.10067e-18+0.00241708j 1.14076e-18-0.000253735j 1.68779e-18+0.000808345j -8.03376e-17+0.00242709j 4.68468e-18+0.00117077j -3.31902e-17+0.00138223j -7.58656e-17+0.00239759j -6.33538e-16+0.00169764j 2.41157e-16+0.000416522j -3.15233e-16-0.00147377j -1.60532e-13-0.00144178j -4.0765e-18-0.00110002j -2.03725e-16-0.000314647j -2.00157e-16-0.000981547j 3.02956e-15-0.00221907j -4.11271e-16-0.000215184j -4.44935e-16-0.00276816j 4.31618e-16+0.000342032j -5.40289e-16+0.00252902j 3.45697e-16-0.000786235j 2.70327e-15+0.00073178j -6.14205e-16+0.0023584j -7.60023e-17-0.000627656j -5.35525e-17+0.000953153j 2.53359e-16-0.00254524j 2.10846e-16+0.000222379j 1.10254e-16-0.000712708j -1.53841e-17+0.00074452j 1.40937e-16-0.00263685j 8.66221e-17+0.000140426j -7.36353e-17-0.000327877j -9.87636e-16-0.00140781j -8.09416e-17-0.00105098j 1.14365e-16+0.00104089j -5.47094e-18-0.00158969j 6.55085e-17-0.00155159j 5.77114e-17+0.00239773j 1.75355e-17-0.00127237j -1.14481e-17-0.000234902j -2.36711e-17+0.000137524j -2.1537e-17-0.00142848j -1.25138e-17-0.00217317j -7.45949e-18+0.00165714j -1.56477e-17-0.000160254j -9.68544e-18+0.00125809j 8.61936e-18-0.00181685j 8.90281e-16+0.00184673j 1.99689e-16-0.00201349j 
-2.35545e-17-0.000129838j 5.72537e-18-0.000283326j -1.52474e-17+8.78398e-05j -1.21825e-17-0.000312346j 7.53263e-18+0.000236867j 1.80998e-17+0.000346823j -1.30246e-17+0.000128761j -8.44154e-18+2.83993e-05j 1.71046e-17+0.000476402j -4.0601e-18-2.79791e-05j 1.42259e-17-4.18313e-05j 1.21944e-17+0.000300504j 9.12546e-18+0.000396174j 1.03427e-17+4.83237e-05j -7.1592e-18+0.000333801j -1.22837e-16+0.00036766j 2.2139e-17-7.76025e-05j -7.7542e-17-0.000218624j -2.94042e-14-0.000264054j 1.61217e-17+3.565e-05j -4.09951e-17+0.00010301j -5.06482e-17-0.000302533j 6.909e-16-0.00048991j -2.52105e-17+0.000225826j -9.43758e-17-0.00045105j 6.356e-17+0.000115189j -4.92931e-17+0.000291835j 3.71643e-17-8.89316e-05j 3.0491e-16+6.87031e-05j -1.94236e-17+0.000204075j -7.05147e-18-0.000110374j 1.56361e-18-9.24258e-05j 3.69516e-17-0.000510324j 6.70452e-17+0.00027063j 2.02783e-17-0.000236111j 5.93403e-18+0.000141667j 4.38287e-18-0.000438221j -1.49624e-17+5.49388e-05j -3.63247e-17+7.09394e-05j -1.33124e-16-0.000181494j 7.14627e-17+8.00484e-05j 1.30098e-16+0.000199794j -1.30416e-17-0.000215656j 6.74256e-18-0.000391356j 3.04028e-17+0.000236538j -2.02726e-18-0.000268202j -7.05874e-18-2.88455e-05j 6.4117e-18-0.000209594j -1.51109e-17-0.000237514j -1.76631e-17-0.00037762j 2.03175e-17+8.88591e-05j -1.24468e-21-0.000137566j 1.65073e-17+4.13305e-05j -8.81067e-18-0.000319934j 7.79812e-17+0.000144658j -4.6625e-18-0.000245711j 
4.58231e-17-1.9413e-05j 5.17242e-17-6.22875e-06j 3.00521e-17-3.21342e-05j 4.1324e-17+4.51945e-06j -1.24711e-17-1.7777e-05j -5.21595e-17-3.22035e-07j 3.43193e-17-4.02442e-05j 2.81132e-17-2.43847e-05j -3.30324e-17-2.98938e-05j 6.28989e-18-1.24235e-06j -3.39354e-17+2.99976e-05j -5.32713e-17+5.34809e-06j 1.26219e-18-4.73694e-05j -4.36018e-17+2.74644e-05j -4.48227e-17-2.06371e-06j -1.00539e-17-2.75688e-05j -1.98844e-17+2.66009e-05j 3.27244e-17+3.94081e-06j 1.5607e-15+1.38317e-05j 3.68388e-17-3.65914e-05j 2.39401e-17-2.89203e-05j 5.34428e-18+3.38259e-05j -3.424e-17+3.78905e-05j 2.4869e-17-5.06716e-05j 5.09658e-17+1.5437e-05j -2.56986e-19-1.37292e-05j -5.76672e-17+9.80519e-06j 1.85413e-17-3.40534e-06j -5.10643e-18+5.96682e-06j -6.91785e-17+2.26784e-05j 8.51805e-18+5.11119e-06j -4.30159e-17+4.3941e-05j 2.99682e-17+3.32011e-05j 1.34471e-17-4.78442e-05j -2.33854e-18+2.783e-05j -1.13209e-17-8.1987e-06j 4.40484e-17+1.6408e-05j 6.43304e-18-7.15699e-06j 2.35632e-17-2.28986e-05j 2.74662e-17-1.67254e-06j 2.68236e-17-4.41037e-05j -3.62181e-17-1.18072e-05j 3.23562e-17+2.41835e-07j 1.05746e-17+3.61976e-05j -5.8949e-17+1.72785e-05j 1.47528e-17+1.91999e-05j 5.83406e-18-5.64975e-07j -2.85186e-17+4.53615e-05j 2.47017e-17+8.91141e-06j 3.53497e-17+1.6795e-05j -4.97262e-17+2.67781e-05j -9.59392e-18+2.30537e-05j -4.08248e-17+2.55251e-05j 2.84359e-17+1.48823e-05j -3.75146e-17+2.07685e-05j 4.70542e-17-5.14907e-06j 
6.7721e-18-0.000109614j 8.79534e-18-3.51036e-05j 6.19157e-18-0.000181527j 5.0641e-18+2.56132e-05j -3.17567e-18-0.000100475j -6.4037e-18-1.91457e-06j 4.72703e-18-0.000227346j 2.627e-18-0.00013774j -8.0413e-18-0.00016898j 2.91701e-18-7.00941e-06j -5.34488e-18+0.000169446j -9.64496e-18+3.01246e-05j -1.05242e-17-0.000267665j -3.10027e-18+0.000155113j 1.12796e-17-1.17484e-05j 4.78347e-17-0.000155818j 1.89777e-17+0.000150271j 3.07652e-17+2.23191e-05j 8.70422e-15+7.81978e-05j -3.21058e-17-0.000206688j 8.1063e-18-0.000163378j 2.63575e-17+0.000191142j -3.2443e-16+0.000214151j -4.42758e-17-0.00028627j 2.39043e-17+8.73169e-05j -6.27915e-18-7.75782e-05j -8.82636e-18+5.53019e-05j 5.07243e-18-1.92098e-05j 7.26725e-17+3.36833e-05j -5.23804e-17+0.000128037j -6.64282e-18+2.88998e-05j 3.88105e-18+0.000248216j -1.32953e-17+0.00018767j -5.04089e-17-0.000270312j -5.65527e-18+0.000157257j -5.7549e-18-4.63476e-05j 2.72013e-18+9.27975e-05j 2.95517e-17-4.04398e-05j 2.35461e-17-0.000129357j -9.23655e-18-9.39695e-06j -1.06931e-16-0.000249132j -1.24344e-16-6.67453e-05j 3.8553e-18+1.42541e-06j -1.03461e-18+0.000204562j -7.26632e-18+9.75286e-05j 3.09268e-19+0.00010852j 4.61633e-18-3.18318e-06j -1.92255e-18+0.000256272j 6.28984e-18+5.03996e-05j 7.22567e-18+9.49672e-05j -8.79735e-18+0.000151226j 6.87738e-19+0.000130252j -7.58785e-18+0.000144162j 2.38908e-18+8.41476e-05j 6.25617e-17+0.000117266j 2.19041e-17-2.90156e-05j 
1.25638e-17+0.00137835j -1.48866e-16+0.00160385j -4.38766e-18+0.000826321j -2.52801e-17+0.00132573j 6.57266e-20-0.000447829j 1.88936e-17-0.00165453j -1.04901e-17+0.000944731j -1.1007e-17+0.000810932j 1.13982e-17-0.00112839j -7.54395e-18+0.000182754j 8.36586e-18-0.000964449j 7.0238e-17-0.0016522j 2.47252e-17-6.37803e-05j 2.38014e-17-0.00129937j 1.36087e-17-0.00152427j 2.84071e-16-0.000696049j -2.08813e-16-0.000660537j 1.2815e-16+0.000897725j 8.149e-14+0.000731796j 9.17659e-17+0.00125035j 1.14071e-16+0.00062853j 6.14083e-17+0.000139896j -1.11858e-15+0.000882626j 3.86128e-16+0.000883323j 2.32696e-16+0.00156824j -2.63468e-16-2.02395e-05j 3.65773e-16-0.00178371j -2.3499e-16+0.00055977j -1.94425e-15-0.000562062j 5.26357e-16-0.00186205j 6.78462e-17+0.000331937j 1.87801e-17-0.00126301j -1.25419e-16+0.00116295j -2.75705e-18+0.00055811j -5.69837e-17+5.35979e-05j 2.35462e-17-0.000362389j -9.26167e-17+0.00146885j -1.32792e-16+1.40059e-05j -1.0823e-17+0.000548715j 6.68369e-16+0.000937356j 3.36455e-16+0.00132883j 2.46997e-16-0.000501582j -2.21889e-18+0.00102718j -3.83496e-17+0.000474688j -2.6283e-17-0.00180828j -1.02028e-17+0.000543157j -3.89696e-18+0.0001606j 1.65644e-17-0.000755022j 7.89446e-19+0.000795397j -6.08692e-18+0.00116252j 2.1231e-17-0.00146754j 7.05671e-18-0.000234495j 2.06977e-17-0.0011904j -8.03792e-18+0.000959565j -7.46398e-16-0.00150225j -1.80612e-16+0.0013811j 
1.23334e-16-0.00107875j 2.59958e-16-0.00120615j 9.02691e-17-0.000708204j 1.38311e-16-0.000967989j -3.61722e-17+0.00027823j -1.64941e-16+0.00122402j 1.07098e-16-0.000820205j 8.94947e-17-0.000673561j -1.04113e-16+0.000745756j 2.38299e-17-0.000139036j -1.04427e-16+0.000804062j -2.06233e-16+0.00123931j -1.48584e-17-9.4897e-05j -1.43765e-16+0.00104443j -1.39473e-16+0.00112235j -2.38475e-16+0.000432631j 9.74665e-17+0.000568859j 3.39572e-19-0.000652837j -5.56537e-14-0.000500312j 3.79681e-17-0.00103552j -1.50727e-17-0.00055212j -2.95054e-17-2.09133e-06j 7.22939e-16-0.000539802j -2.1482e-16-0.000806024j -2.44479e-17-0.00111478j 1.94204e-16-2.62058e-05j -4.37738e-16+0.00135005j 2.27697e-16-0.000424661j 1.42612e-15+0.000434043j -5.90756e-16+0.00144667j -2.57283e-17-0.000230426j -1.38219e-16+0.00106695j 1.79262e-16-0.000761415j 3.9958e-17-0.000556758j 3.53189e-17+4.38132e-05j -5.02804e-17+0.000243709j 1.95999e-16-0.00103828j 1.17487e-16-3.18423e-05j 7.66032e-17-0.00047496j -4.15603e-16-0.000699021j -1.73594e-16-0.00111616j -2.89993e-16+0.000335939j 9.52812e-17-0.000759782j 5.89521e-17-0.00024285j -1.51143e-16+0.00139066j 5.02206e-17-0.000344541j 1.98443e-17-0.000120601j -9.47681e-17+0.0006951j 7.09663e-17-0.000562162j 1.06866e-16-0.000810323j -1.59681e-16+0.00116688j -3.29542e-17+0.000242783j -1.33523e-16+0.000957937j 8.8225e-17-0.000665796j 4.45342e-16+0.00117455j 2.7021e-16-0.00103799j 
2.4577e-17+0.000882534j -2.01787e-17+0.000583109j 4.07779e-18+0.00108508j 1.79304e-17+0.000219726j 8.94221e-19+0.000366603j -2.59376e-17-0.000418493j 1.49925e-17+0.00133566j 1.79014e-17+0.000870886j 3.41387e-18+0.000519565j -8.98814e-18+8.08917e-05j -1.19803e-17-0.00106279j 2.24671e-18-0.000571704j 6.06868e-17+0.00126853j -3.09083e-17-0.00108055j -1.07122e-16-0.00033761j -1.78558e-16+0.000568133j -1.73132e-16-0.000892169j -8.16576e-17+0.000124905j -2.06976e-14-0.000186252j 2.2916e-16+0.00131549j 1.77243e-17+0.000946824j -1.09844e-16-0.00088148j 1.29634e-15-0.000799954j 3.51836e-16+0.00160267j 1.78001e-18-1.38173e-05j -3.69317e-17+0.000367209j 6.92352e-17-0.000726571j -6.38104e-17+0.000236919j -8.73166e-16-0.000306997j 3.15254e-16-0.00109601j 6.11255e-17-5.29406e-05j -6.65065e-17-0.00151813j 7.04039e-17-0.000600361j 2.68281e-16+0.00144199j 1.08055e-17-0.00074111j 2.1285e-17+0.000128833j 1.55642e-17-6.58204e-05j -1.74749e-16+0.000197766j -9.24367e-17+0.000762862j 2.52231e-16+0.000287412j 6.55531e-16+0.00153954j 6.43658e-16+0.000190779j 1.91333e-17+0.000258675j 8.03302e-18-0.000859367j -4.14822e-17-0.000935646j 1.36115e-17-0.000380588j -1.71164e-17+5.67959e-05j -2.04863e-17-0.00142549j -1.53202e-18-3.63569e-05j 4.84482e-18-0.00015542j -1.03948e-17-0.00110536j -1.31998e-17-0.000685933j -5.85769e-18-0.000999808j 2.02513e-17-0.000155939j -5.51917e-16-0.000951298j -9.97518e-17+0.000496303j 
2.50291e-17+0.000807117j -4.46952e-17+0.000761728j 7.36246e-18+0.000706155j 8.85856e-18+0.000524785j -2.57309e-18-1.03099e-06j -1.67921e-17-0.00071262j 1.08369e-17+0.00084536j 1.03832e-17+0.000615448j -2.7144e-18-0.000164181j -4.64853e-18+9.25732e-05j -1.02105e-17-0.000742766j 1.12649e-17-0.000773104j 3.31861e-17+0.000486133j -1.51853e-17-0.000860251j -4.99484e-17-0.000637352j 1.76482e-17-2.2695e-06j -1.43801e-16-0.000574389j 1.63528e-17+0.000345813j 1.85882e-14+0.000166726j 1.32403e-16+0.000938024j 5.02614e-17+0.000585691j -2.35073e-17-0.000306305j 1.55348e-16-2.89189e-05j 2.76033e-16+0.000931871j 8.8991e-17+0.000511343j -1.01389e-16+0.000140138j 1.34325e-16-0.000878363j -9.8587e-17+0.000279211j -9.94344e-16-0.000307983j 2.84667e-16-0.00105188j 4.9202e-17+8.82357e-05j -3.12333e-17-0.00102321j -5.1767e-18+0.000143267j 1.11894e-16+0.000760448j -1.47927e-17-0.000278628j 1.37162e-17-6.79309e-05j -1.35025e-17+0.000457795j -1.13332e-16+8.36822e-05j -3.57147e-17+0.000485837j 3.28341e-16+0.000423844j 3.84311e-16+0.00105346j 3.35216e-16-8.9041e-05j 1.47701e-17+0.00044196j -6.76111e-18-0.000187122j -3.95417e-17-0.00097005j 5.72279e-18+2.68585e-05j -6.88373e-18+7.56382e-05j -9.71633e-18-0.000818749j 5.49531e-18+0.000247615j 8.37695e-18+0.000321013j -9.09954e-18-0.000925596j -5.35993e-18-0.000351519j -5.30777e-18-0.000792059j 1.23916e-17+0.000253914j -4.78702e-16-0.000875444j -8.87042e-17+0.000653609j 
-8.70797e-18+0.00103612j -7.14956e-17+0.000728365j -1.92071e-17+0.00121906j -1.48664e-17+0.000320026j 1.05547e-17+0.000365949j 1.43861e-17-0.000554543j -1.14996e-17+0.001496j -3.70637e-18+0.00098775j 2.98423e-17+0.000487453j -1.47909e-17+9.85323e-05j 1.42076e-17-0.00120381j 4.83707e-17-0.000719155j 6.43065e-17+0.00136012j 2.93083e-18-0.00124407j -7.66395e-17-0.000459336j -1.59164e-16+0.00056699j -1.80654e-16-0.00100114j -1.01684e-16+0.000191023j -1.71275e-14-0.000154068j 2.17991e-16+0.00149362j 8.14342e-18+0.00105789j -1.14792e-16-0.000939084j 1.30475e-15-0.0008045j 3.76408e-16+0.00177926j -2.10202e-17+8.41973e-05j -5.70428e-17+0.000393609j 1.42729e-16-0.000894001j -9.76674e-17+0.000290134j -1.0473e-15-0.000365639j 4.20496e-16-0.00129624j 6.22125e-17-3.59645e-05j -3.51445e-17-0.00171233j 4.17652e-17-0.000572156j 2.70317e-16+0.00158593j 9.09823e-18-0.000793585j 3.26717e-17+0.000115654j -2.41913e-17+2.19967e-05j -1.97276e-16+0.000213557j -1.15705e-16+0.000855021j 2.90022e-16+0.000368283j 6.89355e-16+0.00173951j 7.19216e-16+0.000173477j -5.06796e-18+0.000343053j -2.44542e-18-0.000894158j 1.60495e-19-0.00112039j 2.15846e-18-0.000374966j -2.26923e-17+7.1221e-05j 1.70446e-18-0.00158062j -2.05908e-17+1.11431e-05j -2.26077e-17-9.37049e-05j 2.89476e-17-0.00128137j -5.92616e-18-0.000752446j 2.67981e-17-0.00115036j -1.28561e-18-0.000107083j -6.01536e-16-0.00111789j -1.53443e-16+0.000620947j 
1.28497e-16-0.000458558j 2.20301e-16-0.00070326j 8.60836e-17-6.23284e-05j 1.35926e-16-0.000681584j -3.34169e-17+0.000398779j -1.6531e-16+0.000795469j 1.06597e-16-3.4906e-05j 9.14873e-17-0.000135336j -9.47795e-17+0.00085028j 1.72681e-17-7.46108e-05j -1.02822e-16+0.00015062j -1.85707e-16+0.000735542j 1.77725e-17+0.000521832j -1.47468e-16+0.000337238j -1.81384e-16+0.000751169j -2.84746e-16+0.000619175j -1.14264e-17+4.03469e-05j -2.79783e-17-0.00047067j -5.4913e-14-0.000493813j 1.55023e-16-0.000219112j 4.63076e-18-9.66691e-07j -7.5533e-17-0.000417806j 1.20719e-15-0.000815553j 4.15e-18+0.000102644j -1.35919e-18-0.000910921j 1.40441e-16+0.000152084j -3.43611e-16+0.000752277j 1.61259e-16-0.000232678j 7.3801e-16+0.000207209j -3.53051e-16+0.000656267j 1.16398e-17-0.00021193j -1.60018e-16+0.000148946j 1.9086e-16-0.000901123j 1.67501e-16+0.000229019j 3.32493e-17-0.000314302j -3.46306e-17+0.000258532j 1.82794e-16-0.000873407j 1.32766e-17+6.75239e-05j 2.58292e-17-2.52096e-05j -2.07119e-16-0.000431424j 1.85878e-16-0.000178768j 6.32177e-17+0.000362598j 9.82823e-17-0.000494284j 5.56774e-17-0.00060269j -1.63957e-16+0.000686532j 5.27139e-17-0.000459177j 9.91223e-18-7.10297e-05j -9.71857e-17-0.000108994j 6.57503e-17-0.000473232j 1.0184e-16-0.000730764j -1.52627e-16+0.000424871j -3.66318e-17-0.000126836j -1.25986e-16+0.000305185j 9.17043e-17-0.000613757j 8.2424e-17+0.000503818j 1.88417e-16-0.000607815j 
3.92997e-16-0.000280636j 4.63875e-16-0.000239365j 2.58318e-16-0.000277464j 3.59738e-16-0.000146337j -1.0661e-16-3.71644e-05j -4.52386e-16+0.000210972j 2.97099e-16-0.000335902j 2.44426e-16-0.000234189j -2.84043e-16-1.42483e-05j 5.39501e-17-3.01132e-05j -2.93117e-16+0.000283834j -4.66722e-16+0.000240887j 1.40816e-17-0.000244229j -3.80536e-16+0.000313388j -3.98426e-16+0.000184946j -1.5251e-16-5.74359e-05j -1.57476e-16+0.000226665j 2.49873e-16-9.44011e-05j -2.08745e-15-2.03635e-05j 3.2785e-16-0.000355725j 1.88779e-16-0.000234911j 2.28785e-17+0.000162273j 3.94149e-17+8.84552e-05j 1.93146e-16-0.000383575j 3.99227e-16-0.000119332j 3.53696e-17-7.05603e-05j -5.43435e-16+0.000281544j 1.8848e-16-9.01045e-05j 1.62086e-16+0.000104049j -6.38236e-16+0.000360215j 6.9349e-17-1.54329e-05j -3.78959e-16+0.000396517j 2.84767e-16+2.74311e-05j 1.47413e-16-0.000326703j -9.64785e-18+0.000141414j -9.80823e-17+2.89437e-06j 3.93492e-16-0.000101382j 5.54025e-17-3.99395e-05j 1.9234e-16-0.000192561j 1.58566e-16-0.000129409j 2.53912e-16-0.000405845j -2.72655e-16+1.55817e-06j 2.79478e-16-0.000130754j 9.75427e-17+0.000131874j -5.05132e-16+0.000324528j 1.29473e-16+3.24928e-05j 4.85021e-17-2.36557e-05j -2.49088e-16+0.000338785j 2.11047e-16-5.47589e-05j 3.04007e-16-5.99412e-05j -4.30088e-16+0.000331349j -8.47824e-17+0.000152995j -3.53301e-16+0.000289047j 2.46994e-16-4.40441e-05j -2.67769e-16+0.000303786j 4.19506e-16-0.000204978j 
-6.40622e-18+0.000557058j -1.15091e-16+0.000977934j -6.37146e-18-7.91431e-05j -3.48408e-17+0.00100321j -8.19939e-19-0.000666409j 3.49808e-17-0.00114484j -1.97691e-17-0.00016113j -2.24897e-17+6.64606e-05j 6.92611e-18-0.00137886j 1.43792e-19+0.000100699j 1.56709e-17-5.89559e-05j 5.9207e-17-0.00102895j -2.32783e-17-0.000998614j 4.3135e-17-0.000340441j 9.07251e-17-0.00109032j 3.82278e-16-0.00103454j -5.55103e-17+8.16805e-05j 1.73914e-16+0.000697077j 8.70787e-14+0.000782265j -8.87578e-17+0.000122765j 8.76013e-17-0.00015045j 1.35655e-16+0.000778013j -1.94695e-15+0.00137094j 7.89193e-17-0.000413546j 2.04257e-16+0.00139011j -2.04362e-16-0.000290638j 2.69386e-16-0.0010296j -1.59034e-16+0.000316497j -1.06226e-15-0.000266447j 2.27823e-16-0.000824037j 1.44543e-17+0.000331394j 6.5154e-17+1.66563e-05j -1.62081e-16+0.0014693j -2.01353e-16-0.000580312j -5.81904e-17+0.00059779j 4.7186e-18-0.000414575j -9.22738e-17+0.0013413j 1.30171e-17-0.000134613j 5.95034e-17-8.39957e-05j 4.01194e-16+0.000611206j -1.90193e-16+2.53463e-05j -2.61156e-16-0.000583071j -1.56005e-17+0.000711592j -3.95182e-17+0.00105616j 6.66178e-18-0.00089588j -1.88269e-17+0.000760676j 9.37825e-18+9.91087e-05j 2.92905e-17+0.000394793j 2.25552e-18+0.000726856j -8.34484e-18+0.00113834j 2.55406e-17-0.000469979j 1.58421e-17+0.000303311j 2.1856e-17-0.000304559j -2.16167e-17+0.00096015j -2.47538e-16-0.000614983j -8.40275e-17+0.00084644j 
-3.78486e-17+0.000133717j -7.54013e-17+0.000289323j -2.46187e-17-8.73733e-05j -4.36125e-17+0.00031818j 8.84612e-18-0.000240312j 5.2269e-17-0.000353623j -3.31342e-17-0.000128545j -2.97041e-17-2.72928e-05j 2.64203e-17-0.00048373j -3.88903e-18+2.86142e-05j 3.12339e-17+4.06058e-05j 5.90741e-17-0.000306779j -1.35044e-17-0.000400732j 4.90997e-17-5.11493e-05j 7.1986e-17-0.000340226j 1.50312e-16-0.000373008j 9.3798e-18+7.73125e-05j 4.09238e-17+0.000222654j 2.98482e-14+0.000268303j -7.49237e-17-3.38527e-05j 1.05421e-17-0.000103062j 5.0384e-17+0.000306173j -7.32641e-16+0.000496959j -1.90447e-17-0.000226807j 3.12331e-17+0.000458867j -6.59134e-17-0.000116517j 1.28044e-16-0.000298245j -6.23817e-17+9.09132e-05j -2.86882e-16-7.04617e-05j 1.03377e-16-0.000209637j -6.15172e-18+0.000112196j 5.88666e-17+9.12433e-05j -8.22659e-17+0.000518094j -9.87243e-17-0.000272686j -1.87559e-17+0.000238855j 8.28256e-18-0.000143893j -6.48208e-17+0.000445719j 1.32356e-17-5.55306e-05j 9.89999e-18-7.07712e-05j 9.55539e-17+0.000185178j -1.3492e-16-7.86114e-05j -1.1148e-16-0.000202918j -3.06022e-17+0.000219881j -2.17566e-17+0.000396582j 4.8924e-17-0.00024237j -1.82865e-17+0.000272166j 1.955e-19+2.94513e-05j 3.24991e-17+0.000210619j -1.73272e-17+0.000241577j -2.92491e-17+0.0003839j 4.60811e-17-9.2435e-05j 1.34445e-17+0.000138697j 3.79236e-17-4.38862e-05j -2.983e-17+0.00032521j -1.2991e-17-0.000148921j -5.52891e-17+0.000250895j 
