3.70415e-15+0.157256j -1.72505e-14+0.205106j 1.16431e-15+0.0665602j -1.78109e-15+0.182613j -8.60903e-16-0.0836601j 5.12711e-16-0.220712j 4.31565e-17+0.0713585j -5.8195e-16+0.0749904j -6.9814e-16-0.190652j -2.53022e-16+0.0226511j -4.69247e-16-0.0878392j 6.56714e-15-0.212734j 8.01708e-16-0.0725448j 2.03002e-15-0.135854j 4.0797e-15-0.205725j 4.90926e-14-0.129948j -2.347e-14-0.0519708j 2.46732e-14+0.124848j 1.29313e-11+0.116131j 4.92449e-15+0.116987j 1.73324e-14+0.0445731j 1.44886e-14+0.0643649j -2.26333e-13+0.168745j 4.11076e-14+0.0490827j 3.71279e-14+0.229662j -3.65681e-14-0.0212594j 4.60633e-14-0.224216j -2.99059e-14+0.0699204j -2.41597e-13-0.0667619j 5.69827e-14-0.217238j 7.53141e-15+0.0511039j 3.02628e-15-0.108734j -1.95799e-14+0.199724j -1.22242e-14+0.00960863j -8.95144e-15+0.0447678j 1.66243e-15-0.0593331j -1.12771e-14+0.217743j -1.05945e-14-0.00781307j 4.37263e-15+0.0420896j 8.7032e-14+0.122533j 1.96213e-14+0.117277j 2.99329e-15-0.0827441j 9.18958e-16+0.137081j -5.25367e-15+0.112145j -5.76883e-15-0.217382j -1.14882e-15+0.0982757j 6.32165e-16+0.0206176j 1.48546e-15-0.0391818j 1.82756e-15+0.117945j 1.23267e-15+0.177483j 2.77363e-16-0.159172j 1.01449e-15-4.61254e-05j 5.75826e-16-0.123969j -2.40278e-16+0.147876j -8.48378e-14-0.171919j -1.84039e-14+0.17691j 
1.09879e-17-0.00052779j 3.70076e-17-0.000317835j 1.44959e-17-0.000687615j 1.1215e-17-8.7622e-05j -7.75598e-18-0.000264711j -1.25275e-17+0.000205674j 9.65892e-18-0.000849631j 4.18511e-18-0.000545297j -2.07805e-17-0.000397159j 9.13674e-18-4.58624e-05j -1.1468e-17+0.000666576j -2.93797e-17+0.000308067j -3.75354e-17-0.000849754j -4.19529e-18+0.000663511j 4.39688e-17+0.000157478j 1.20733e-16-0.000410319j 9.23044e-17+0.000566208j 7.66339e-17-4.33881e-05j 1.74622e-14+0.000156956j -1.23334e-16-0.000822545j 6.78473e-18-0.000604123j 7.64807e-17+0.000594738j -9.01392e-16+0.000573404j -1.98021e-16-0.00103063j 3.72877e-17+7.9105e-05j 1.34289e-17-0.000246063j -6.36634e-17+0.000405601j 4.27399e-17-0.000133232j 4.85501e-16+0.000179916j -2.23044e-16+0.000648761j -3.19561e-17+5.01358e-05j 1.89567e-17+0.000957271j -3.31559e-17+0.000452641j -1.65784e-16-0.000937852j -1.05581e-17+0.000497177j -1.93569e-17-0.000102161j 1.16817e-17+0.000109395j 1.11473e-16-0.000131411j 7.28959e-17-0.00048486j -1.2111e-16-0.000150118j -3.95148e-16-0.000968632j -4.27266e-16-0.00014972j 6.17524e-18-0.000126929j -6.02673e-19+0.000594893j -8.15403e-18+0.000544091j -7.03004e-19+0.000278295j 1.4271e-17-3.07625e-05j -2.53048e-18+0.000918059j 1.52438e-17+5.97155e-05j 1.69838e-17+0.000155565j -2.10821e-17+0.00067258j 3.28426e-18+0.000447502j -1.89106e-17+0.00061446j 2.96798e-18+0.000146868j 3.05995e-16+0.000568178j 8.45147e-17-0.000269807j 
-1.20343e-17-0.000302938j 1.01656e-17-0.000257319j -4.22911e-18-0.000300851j -6.94924e-18-0.000156453j 1.33128e-18-4.16898e-05j 1.05534e-17+0.000226196j -6.64755e-18-0.000364354j -6.47993e-18-0.000253646j 2.38479e-18-1.83691e-05j 1.80871e-18-3.24194e-05j 6.11343e-18+0.000307461j 3.43763e-19+0.000258861j -1.5455e-17-0.000266789j 1.01914e-17+0.000338891j 2.78601e-17+0.000198108j 1.72431e-17-6.44395e-05j 5.73335e-17+0.000245807j 3.44254e-18-0.000100821j -2.28423e-15-2.04063e-05j -6.21707e-17-0.000385233j -1.6097e-17-0.000254889j 1.84055e-17+0.000177505j -1.88738e-16+9.87691e-05j -1.11496e-16-0.000416553j -2.55704e-17-0.000126367j 2.95388e-17-7.70824e-05j -3.78124e-17+0.000302919j 3.07998e-17-9.69728e-05j 3.49906e-16+0.000112191j -1.03329e-16+0.00038861j -1.99483e-17-1.60206e-05j 1.83232e-17+0.000429735j -8.90386e-18+3.28471e-05j -6.01788e-17-0.000355275j 2.55376e-18+0.000154518j -5.18434e-18+2.25614e-06j -1.29149e-18-0.000107017j 4.82734e-17-4.35678e-05j 1.82271e-17-0.000208854j -1.12948e-16-0.00013894j -1.74204e-16-0.000439754j -1.56584e-16+4.50274e-07j -7.98555e-18-0.000140185j 5.92035e-20+0.000145153j 1.84646e-17+0.000349784j -3.96414e-18+3.68274e-05j 3.34823e-18-2.54248e-05j 6.64399e-18+0.000367975j -2.76405e-18-5.77978e-05j -4.90989e-18-6.25398e-05j 6.6607e-18+0.00035808j 3.49582e-18+0.000166443j 4.61665e-18+0.000312589j -7.27556e-18-4.56908e-05j 1.86155e-16+0.000327903j 3.0746e-17-0.000220334j 
-4.79506e-17+2.94695e-05j -7.03844e-17+0.000136269j -3.05e-17-0.000110091j -4.86222e-17+0.000172903j 1.16601e-17-0.000159699j 5.9936e-17-0.000182636j -3.85418e-17-0.000147716j -3.34896e-17-6.34665e-05j 3.26006e-17-0.000309526j -4.95302e-18+1.22077e-05j 3.70008e-17+8.16933e-05j 6.26466e-17-0.000147037j -1.2889e-17-0.000302231j 5.39685e-17+2.93398e-05j 7.35121e-17-0.000179271j 1.07328e-16-0.000247833j 2.77349e-17+9.36993e-05j 1.32012e-17+0.00012257j 1.84664e-14+0.000166108j -7.95204e-17-9.15818e-05j -7.25488e-18-0.000111651j 3.49104e-17+0.00022612j -5.09419e-16+0.00033254j -4.83395e-17-0.000219418j -7.72221e-18+0.000267431j -3.67571e-17-8.77879e-05j 1.0157e-16-0.000133612j -4.24951e-17+3.98845e-05j -1.09075e-16-2.41683e-05j 7.58833e-17-6.19217e-05j -1.2263e-17+6.80977e-05j 6.19489e-17+0.000136012j -6.94829e-17+0.000333913j -8.43759e-17-0.000237298j -1.07528e-17+0.000179324j 9.33176e-18-9.06676e-05j -6.25492e-17+0.000262632j 1.65814e-17-4.30826e-05j 1.09184e-19-8.28295e-05j 2.56914e-17+9.19072e-05j -1.39476e-16-0.000129841j -9.21351e-17-0.000128356j -3.62992e-17+0.000113646j -1.9016e-17+0.000277453j 6.25022e-17-8.9711e-05j -1.94775e-17+0.000178976j -1.71771e-18+1.40113e-05j 3.55476e-17+0.000200325j -2.29955e-17+0.000142382j -3.60537e-17+0.000231603j 5.39145e-17+6.70224e-06j 1.38932e-17+0.0001181j 4.41345e-17+2.91472e-05j -3.38925e-17+0.000197523j 4.94196e-17-3.45466e-05j -5.04911e-17+0.000118681j 
3.92928e-17+0.0001315j 3.86838e-17+7.40527e-05j 2.36168e-17+0.000177756j 3.55045e-17+1.45497e-05j -9.22338e-18+7.35151e-05j -4.51599e-17-4.38265e-05j 2.92373e-17+0.000220145j 2.51683e-17+0.000139932j -2.45035e-17+0.000113329j 3.08861e-18+1.10086e-05j -2.82735e-17-0.000171232j -4.15194e-17-7.11285e-05j 1.28011e-17+0.000226873j -3.98543e-17-0.000168192j -5.61919e-17-3.18477e-05j -5.16135e-17+0.000113966j -4.52483e-17-0.000146503j 4.58978e-18+5.60311e-06j -5.17443e-15-4.66849e-05j 7.25685e-17+0.000210898j 1.87711e-17+0.000156819j -2.01439e-17-0.000159419j 2.69596e-16-0.000158665j 8.1215e-17+0.000268788j 3.28261e-17-3.14909e-05j -1.02238e-18+6.57071e-05j -3.86469e-17-9.62472e-05j 6.8942e-18+3.17889e-05j -1.33526e-16-4.42144e-05j -8.43795e-19-0.000160526j 1.72558e-17-1.55641e-05j -4.66066e-17-0.000246717j 4.03076e-17-0.000128343j 6.54029e-17+0.000246222j 1.9232e-18-0.000132848j -4.76441e-18+2.96303e-05j 3.88025e-17-3.89031e-05j -2.76856e-17+3.49264e-05j -9.66525e-19+0.000125567j 5.54318e-17+3.37822e-05j 1.46441e-16+0.000249308j 9.87509e-17+4.32283e-05j 2.83961e-17+2.70064e-05j 1.06132e-17-0.000161683j -5.23176e-17-0.00013299j 1.41888e-17-7.77681e-05j 9.78998e-19+7.13174e-06j -2.61486e-17-0.00023964j 1.82946e-17-2.11935e-05j 2.78137e-17-4.91733e-05j -4.01873e-17-0.000169493j -1.01325e-17-0.000117697j -3.25267e-17-0.000155844j 2.58189e-17-4.55084e-05j -1.22657e-16-0.00014144j 1.96076e-17+6.27322e-05j 
-1.23929e-16-0.000335843j -9.10757e-17-0.000457725j -7.79398e-17-0.000117477j -1.00453e-16-0.00041791j 3.30343e-17+0.000207659j 1.30718e-16+0.0004998j -8.67299e-17-0.000119969j -6.99864e-17-0.000144548j 8.40183e-17+0.000462278j -1.47496e-17-4.99775e-05j 8.65435e-17+0.000167835j 1.18986e-16+0.000475896j -7.89765e-18+0.000213031j 1.06257e-16+0.000279104j 1.0864e-16+0.00046768j -7.2393e-17+0.000322507j 1.0919e-16+9.01689e-05j -1.31333e-16-0.000286593j -3.09054e-14-0.00027707j -1.14206e-16-0.000226994j -9.83549e-17-7.10355e-05j -3.93411e-17-0.000180549j 5.12063e-16-0.000420951j -1.68725e-16-5.88033e-05j -2.08105e-16-0.000535644j 8.17149e-17+6.22718e-05j 4.10846e-17+0.000497281j 2.1558e-17-0.000154716j 5.79517e-16+0.000144926j 3.40656e-17+0.000468212j -4.06631e-17-0.000120919j 1.04392e-16+0.000200736j -3.6056e-17-0.000486219j -2.04328e-17+2.76091e-05j 2.47169e-17-0.000130016j 2.36789e-17+0.000142727j -8.65768e-17-0.000509672j 1.55003e-17+2.50635e-05j -6.38788e-17-7.16272e-05j -2.69821e-16-0.000275565j -1.42075e-16-0.0002199j 5.23287e-17+0.000199428j -8.39194e-17-0.000310461j -1.54786e-17-0.00029112j 1.62092e-16+0.000474107j -3.51072e-17-0.000242201j -1.51251e-17-4.60744e-05j 6.91709e-17+4.18754e-05j -6.57087e-17-0.000276101j -9.13847e-17-0.000418965j 1.24369e-16+0.000332579j 2.24662e-17-2.36764e-05j 1.01219e-16+0.00025421j -7.16508e-17-0.000349992j 3.05036e-16+0.000367625j -7.29525e-17-0.000395033j 
-9.98384e-19-0.000150626j 1.08932e-17-0.000129783j 1.11618e-18-0.000147285j 1.14041e-18-8.0398e-05j -6.46678e-19-1.80217e-05j -5.32332e-19+0.000115124j 4.73807e-19-0.000178136j -7.22655e-20-0.00012466j -2.31306e-18-3.98672e-06j 1.51823e-18-1.62692e-05j -6.6692e-19+0.00015103j -5.68743e-18+0.000130725j -7.15431e-18-0.000127227j 1.32524e-19+0.000167473j 8.21406e-18+0.000101148j 5.03987e-18-2.78396e-05j 2.57827e-17+0.000120276j 4.03917e-18-5.19941e-05j -1.43541e-15-1.28597e-05j -2.55213e-17-0.000189411j -5.75311e-18-0.00012448j 8.60842e-18+8.42349e-05j -8.29525e-17+4.34533e-05j -5.14005e-17-0.000202821j -8.17446e-18-6.70498e-05j 1.5327e-17-3.67515e-05j -2.56658e-17+0.000152339j 1.7617e-17-4.87201e-05j 1.73538e-16+5.60024e-05j -5.80672e-17+0.000193623j -8.77726e-18-9.06579e-06j 3.97005e-18+0.000210732j -2.4165e-19+1.0759e-05j -2.63385e-17-0.000172155j 1.31828e-18+7.3616e-05j -3.68712e-18+2.61711e-06j 4.4682e-18-5.73808e-05j 2.3763e-17-2.08804e-05j 1.08456e-17-0.000102141j -5.36809e-17-7.03796e-05j -7.97527e-17-0.0002158j -7.74104e-17+2.34518e-06j -3.95541e-19-7.13559e-05j 1.34972e-18+6.73522e-05j 2.72541e-18+0.00017484j -2.68138e-19+1.52932e-05j 2.157e-18-1.28324e-05j 6.99864e-20+0.00017906j 1.21623e-18-3.09991e-05j 1.34888e-18-3.48243e-05j -2.09488e-18+0.000177357j 5.94298e-19+8.05384e-05j -2.13382e-18+0.00015444j -4.25809e-19-2.59103e-05j 8.68988e-17+0.000163083j 2.01105e-17-0.000111162j 
-7.95879e-18+0.00025216j -2.8753e-17+0.000214841j -8.13842e-18+0.000249605j -1.05289e-17+0.000131154j 3.68137e-18+3.37407e-05j 1.17982e-17-0.000189224j -7.96798e-18+0.000302207j -5.76521e-18+0.000210613j 1.07364e-17+1.34629e-05j -3.82201e-18+2.70384e-05j 8.20773e-18-0.00025527j 2.05197e-17-0.000216186j 1.15413e-17+0.000220144j 8.90404e-18-0.00028172j -4.18564e-18-0.00016584j -6.3738e-18+5.21469e-05j -3.83143e-17-0.000203915j -1.35993e-17+8.4583e-05j 2.00007e-15+1.79491e-05j 3.43934e-17+0.000319903j 4.42621e-18+0.000211364j -1.53746e-17-0.000146323j 1.44823e-16-8.02054e-05j 7.94951e-17+0.000345205j 2.69923e-18+0.000106682j -2.51239e-17+6.36026e-05j 5.42854e-17-0.000252755j -3.28613e-17+8.0897e-05j -2.84566e-16-9.34631e-05j 1.10139e-16-0.000323613j 1.26787e-17+1.37258e-05j 2.44426e-18-0.000356659j -5.8119e-18-2.53627e-05j 4.06962e-17+0.000294129j -1.65691e-18-0.000127477j 8.45056e-18-2.40881e-06j -1.65608e-17+9.05595e-05j -4.05333e-17+3.59872e-05j -2.28487e-17+0.000173241j 8.2565e-17+0.000116111j 1.25952e-16+0.00036503j 1.3534e-16-1.12787e-06j -6.12496e-18+0.000117274j -4.42466e-18-0.000119111j 7.86342e-18-0.00029148j -2.64265e-18-2.9583e-05j -4.78374e-18+2.12308e-05j 5.8509e-18-0.000304909j -7.18546e-18+4.89124e-05j -9.63194e-18+5.33805e-05j 1.38685e-17-0.000297815j 1.02458e-18-0.000137756j 1.2068e-17-0.000259843j -5.25037e-18+3.91653e-05j -1.35294e-16-0.000272955j -4.29845e-17+0.000183972j 
-4.56901e-18+0.00012476j -2.09996e-17+0.000153884j -4.02441e-18+6.38766e-05j -7.8335e-18+0.000132349j 1.42541e-18-5.33628e-05j 8.61052e-18-0.000162342j -5.41364e-18+7.1163e-05j -4.82043e-18+6.64959e-05j 4.91993e-18-0.000126523j -1.29747e-18+1.7251e-05j 5.07604e-18-7.85534e-05j 1.34148e-17-0.000159092j 9.80386e-19-3.14819e-05j 8.2525e-18-0.00011273j 9.15237e-18-0.000150502j 3.50225e-17-8.29076e-05j -1.53229e-17-5.05744e-05j 1.15237e-17+9.009e-05j 8.80428e-15+7.90945e-05j -1.67709e-19+0.000103064j 8.69677e-18+4.62018e-05j 8.40499e-18+3.17287e-05j -1.43556e-16+0.000106693j 2.89514e-17+5.95901e-05j 1.83162e-17+0.000161934j -2.65373e-17-9.29639e-06j 4.31121e-17-0.000169608j -2.50987e-17+5.30524e-05j -1.81111e-16-5.19127e-05j 5.5294e-17-0.00017043j 4.62468e-18+3.52573e-05j 8.51218e-18-0.000100391j -1.82089e-17+0.000131671j -8.24932e-18+2.92201e-05j -5.92497e-18+2.00765e-05j 3.25176e-18-3.98866e-05j -1.5107e-17+0.000152709j -1.04028e-17-2.43923e-06j -1.63985e-18+4.15861e-05j 6.04364e-17+9.09845e-05j 1.62951e-17+0.000106755j 1.45375e-17-5.54517e-05j -4.42418e-18+0.000100808j -5.40831e-18+6.58068e-05j 5.05911e-18-0.000168037j -3.09155e-18+6.34643e-05j -6.70687e-19+1.54404e-05j 5.50799e-18-4.98429e-05j -2.73325e-18+8.27077e-05j -4.83144e-18+0.000122891j 8.20175e-18-0.000129579j 2.15828e-18-1.07051e-05j 7.01002e-18-0.000103083j -4.6045e-18+0.000101979j -6.02459e-17-0.000136182j -2.18668e-17+0.000132627j 
1.63911e-16-0.000134154j 1.98044e-16-0.000139742j 1.07721e-16-0.00010092j 1.51357e-16-0.000105843j -4.42698e-17+1.95046e-05j -1.89955e-16+0.000137411j 1.2458e-16-0.000118886j 1.02841e-16-9.18896e-05j -1.18367e-16+6.40431e-05j 2.23314e-17-1.64558e-05j -1.22703e-16+0.000110282j -1.96776e-16+0.000142887j 7.54673e-18-4.2056e-05j -1.6052e-16+0.000135629j -1.70947e-16+0.000124826j -8.31356e-17+3.03769e-05j -6.45587e-17+8.15858e-05j 9.48875e-17-7.07916e-05j -5.16683e-15-4.70887e-05j 1.42719e-16-0.000140675j 7.45297e-17-8.12405e-05j 2.04802e-18+2.21773e-05j 1.20725e-16-3.55879e-05j 8.00475e-17-0.0001242j 1.56369e-16-0.000115114j 2.39493e-17-1.20432e-05j -2.37889e-16+0.000158291j 8.51997e-17-5.00037e-05j 1.08723e-16+5.27558e-05j -2.72917e-16+0.000177684j 2.8751e-17-2.25217e-05j -1.61251e-16+0.000149078j 1.26693e-16-6.36124e-05j 7.33933e-17-9.43006e-05j -1.16753e-18+2.33658e-05j -4.07844e-17+2.19695e-05j 1.68065e-16-0.000105869j 2.06954e-17-8.32232e-06j 7.6245e-17-6.8575e-05j 4.95352e-17-7.97036e-05j 1.20958e-16-0.00015472j -9.47135e-17+2.99486e-05j 1.171e-16-8.5267e-05j 4.24857e-17-3.32142e-06j -2.10703e-16+0.000167809j 5.4841e-17-2.60174e-05j 1.95523e-17-1.39343e-05j -1.05124e-16+0.00010821j 8.76099e-17-5.7303e-05j 1.26814e-16-7.99818e-05j -1.80089e-16+0.000148943j -3.61188e-17+4.25725e-05j -1.47951e-16+0.00012462j 1.03891e-16-6.4999e-05j -1.05111e-16+0.000145823j 1.77355e-16-0.00012012j 
-2.74767e-17-0.000133685j -2.50284e-17-7.74867e-05j -1.59374e-17-0.00017795j -2.47032e-17-1.79148e-05j 6.07514e-18-7.14934e-05j 3.15576e-17+4.77365e-05j -2.03212e-17-0.000220176j -1.77881e-17-0.000140512j 1.61173e-17-0.000109046j -1.55794e-18-1.13709e-05j 1.95e-17+0.000171868j 2.76841e-17+7.47242e-05j -1.19237e-17-0.000224143j 2.83368e-17+0.000169754j 4.35546e-17+3.55461e-05j 4.5542e-17-0.000110827j 3.93521e-17+0.000146608j 2.09396e-18-7.92974e-06j 4.9045e-15+4.42099e-05j -6.11252e-17-0.000211847j -1.31102e-17-0.000156723j 1.9927e-17+0.000157248j -2.57655e-16+0.000154524j -7.2966e-17-0.000268106j -2.11289e-17+2.69607e-05j 1.92989e-18-6.49118e-05j 2.28974e-17+9.99095e-05j -1.68168e-18-3.29203e-05j 1.32598e-16+4.52117e-05j -1.58784e-17+0.000163672j -1.47638e-17+1.45048e-05j 3.48602e-17+0.000247296j -3.12578e-17+0.000123799j -5.89401e-17-0.000244929j -2.09186e-18+0.000131206j 2.01471e-18-2.83312e-05j -2.69825e-17+3.45538e-05j 2.80338e-17-3.45696e-05j 5.94211e-18-0.000125611j -4.91456e-17-3.58963e-05j -1.3399e-16-0.000250032j -1.01926e-16-4.14052e-05j -1.99738e-17-2.94362e-05j -7.6417e-18+0.000158595j 3.70583e-17+0.000136303j -1.02447e-17+7.54445e-05j 3.24792e-19-7.4788e-06j 1.8607e-17+0.000238946j -1.20609e-17+1.88369e-05j -1.8775e-17+4.55236e-05j 2.73651e-17+0.000171487j 7.516e-18+0.000116993j 2.2013e-17+0.000157255j -1.83459e-17+4.24404e-05j 1.10839e-16+0.000143843j -7.86968e-18-6.5701e-05j 
3.927e-17+0.000185364j 1.6878e-17+0.000257668j 2.41586e-17+5.85337e-05j 2.88357e-17+0.000237795j -1.05182e-17-0.000122024j -3.86209e-17-0.000283125j 2.59063e-17+5.79275e-05j 2.04125e-17+7.57928e-05j -2.58269e-17-0.000269234j 4.44327e-18+2.7994e-05j -2.61729e-17-8.75839e-05j -3.17439e-17-0.000268178j 1.82342e-18-0.000132429j -3.01995e-17-0.000151228j -2.82819e-17-0.000265369j 5.60539e-17-0.000189501j -4.4742e-17-4.44456e-05j 5.66497e-17+0.000163283j 1.78706e-14+0.000160351j 3.35221e-17+0.000119446j 4.03151e-17+3.3033e-05j 2.29642e-17+0.000110665j -3.20475e-16+0.00024782j 7.07244e-17+2.06937e-05j 8.62159e-17+0.000307186j -4.71481e-17-3.86816e-05j 1.55822e-17-0.000279179j -2.43235e-17+8.67709e-05j -3.12405e-16-8.05894e-05j 2.02979e-17-0.000259514j 1.59551e-17+6.97506e-05j -2.83816e-17-0.000102748j -2.77125e-18+0.000283616j -6.29305e-18-2.75397e-05j -1.33105e-17+8.0555e-05j -6.45767e-18-8.28688e-05j 1.86788e-17+0.000292719j -8.31707e-18-1.59747e-05j 2.36465e-17+3.48663e-05j 1.32037e-16+0.000155641j 4.37504e-17+0.00011356j -2.51719e-17-0.000115877j 2.55414e-17+0.00017588j 1.19642e-18+0.000173873j -5.17842e-17-0.000264196j 9.61538e-18+0.00014194j 5.25983e-18+2.59522e-05j -1.95489e-17-1.24283e-05j 2.09905e-17+0.000158578j 2.8241e-17+0.000241446j -3.71291e-17-0.000181683j -5.89744e-18+1.91444e-05j -3.00418e-17-0.000137613j 2.10894e-17+0.00020191j -1.36003e-16-0.000203025j 1.2081e-17+0.000222433j 
-7.8822e-18+0.000237915j -4.66803e-17+0.000352849j -6.62139e-18+4.7403e-05j -1.67471e-17+0.000336582j 1.79201e-18-0.000189198j 1.80303e-17-0.000395351j -1.09455e-17+3.79105e-05j -1.06458e-17+7.97448e-05j 7.74633e-18-0.000407499j -1.52406e-18+3.77318e-05j 9.75025e-18-9.0211e-05j 2.77832e-17-0.000368451j -3.92025e-18-0.000235266j 1.89771e-17-0.000181706j 2.97626e-17-0.000372435j 1.13762e-16-0.000293779j -2.55287e-17-3.36474e-05j 4.57452e-17+0.000232009j 2.65437e-14+0.000238464j -2.02247e-17+0.000127634j 2.5522e-17+1.52518e-05j 3.60368e-17+0.000190461j -5.41517e-16+0.000386149j 4.34416e-17-2.51547e-05j 5.78174e-17+0.000445035j -6.81818e-17-6.86054e-05j 1.00465e-16-0.000379048j -5.8256e-17+0.000117429j -3.96348e-16-0.000106074j 1.04272e-16-0.000337886j 7.11366e-18+0.000102763j 2.37618e-17-9.65004e-05j -5.26888e-17+0.00043109j -5.03456e-17-8.94338e-05j -1.7719e-17+0.00014206j 4.66756e-18-0.000124357j -3.58567e-17+0.000425886j -7.74835e-18-2.99181e-05j 9.63887e-18+2.423e-05j 1.40752e-16+0.000215363j -2.47038e-17+0.000111411j -3.82212e-17-0.000174257j -9.02743e-18+0.000245639j -1.39411e-17+0.000281176j 9.0144e-18-0.000350176j -7.58901e-18+0.000218501j 1.0199e-18+3.56053e-05j 1.27429e-17+3.10245e-05j -3.33087e-18+0.000230744j -8.05983e-18+0.000354765j 1.55659e-17-0.000224927j 5.8244e-18+5.12894e-05j 1.32328e-17-0.000164778j -1.02692e-17+0.000297565j -1.08297e-16-0.000261111j -4.08819e-17+0.000304842j 
2.78753e-17-2.96219e-05j 4.30225e-17-9.86849e-05j 1.78017e-17+6.26925e-05j 2.88108e-17-0.000119521j -6.75089e-18+0.000104159j -3.53569e-17+0.000128289j 2.26896e-17+8.54346e-05j 1.98025e-17+3.34558e-05j -1.90488e-17+0.00020397j 2.89246e-18-9.15436e-06j -2.17267e-17-4.37011e-05j -3.74493e-17+0.000105854j 7.76247e-18+0.00019083j -3.20349e-17-8.045e-06j -4.40727e-17+0.000125125j -6.89454e-17+0.000161651j -1.4633e-17-5.37011e-05j -1.06981e-17-8.43904e-05j -1.22837e-14-0.000110475j 4.7224e-17+4.76329e-05j 2.53371e-18+6.52626e-05j -2.25102e-17-0.000143513j 3.28614e-16-0.00021649j 2.5714e-17+0.000131079j 6.7093e-19-0.000180993j 2.5219e-17+5.54435e-05j -6.41066e-17+9.84554e-05j 2.77689e-17-2.96093e-05j 8.51873e-17+1.9731e-05j -4.90314e-17+5.39403e-05j 6.69547e-18-4.55465e-05j -3.69877e-17-7.55094e-05j 4.3154e-17-0.000219604j 5.20424e-17+0.000144949j 7.29513e-18-0.000113353j -5.55309e-18+6.00034e-05j 3.79652e-17-0.000177174j -9.43528e-18+2.70172e-05j -9.46272e-19+4.77538e-05j -2.29907e-17-6.53996e-05j 8.28537e-17+7.10952e-05j 5.67422e-17+8.48538e-05j 2.13009e-17-7.98101e-05j 1.17475e-17-0.000178526j -3.62802e-17+7.10079e-05j 1.16163e-17-0.000117063j 8.6349e-19-1.01123e-05j -2.11166e-17-0.000120086j 1.33013e-17-9.60447e-05j 2.10582e-17-0.000155175j -3.1726e-17+7.56015e-06j -8.32228e-18-7.24867e-05j -2.5995e-17-8.79839e-06j 2.00141e-17-0.000132085j -2.27122e-17+3.38137e-05j 3.10979e-17-8.58216e-05j 
4.55968e-17-0.000129691j 6.0182e-17-0.000100581j 3.12025e-17-0.000140801j 4.25874e-17-5.33984e-05j -1.30871e-17-3.19517e-05j -5.30977e-17+8.30025e-05j 3.50309e-17-0.00017176j 2.83509e-17-0.00011618j -3.50951e-17-3.46765e-05j 7.47618e-18-1.30993e-05j -3.4789e-17+0.00014124j -5.79829e-17+0.000100326j -4.00594e-18-0.000142481j -4.39463e-17+0.000150449j -3.91906e-17+7.10319e-05j -6.04284e-18-4.94725e-05j -1.22467e-18+0.000115363j 3.6251e-17-3.34506e-05j 6.19404e-16+5.39928e-06j 1.84027e-17-0.000176038j 2.00782e-17-0.000120873j 1.18787e-17+9.69542e-05j -9.77175e-17+7.17526e-05j -1.25318e-17-0.000200719j 4.57565e-17-3.21247e-05j 1.07768e-17-4.12067e-05j -7.68761e-17+0.000120714j 3.15186e-17-3.88926e-05j 1.21175e-16+4.68886e-05j -1.1237e-16+0.000164291j 2.18043e-18-1.12777e-06j -4.051e-17+0.00019929j 2.99486e-17+4.30965e-05j -5.97597e-18-0.000175512j -1.46023e-18+8.28903e-05j -1.41519e-17-6.82417e-06j 4.77242e-17-2.40923e-05j 2.39796e-17-2.27275e-05j 3.18621e-17-9.82968e-05j -1.12263e-17-5.27304e-05j -3.16834e-17-0.000203131j -9.37899e-17-1.08584e-05j 3.24116e-17-5.14013e-05j 1.16415e-17+8.72541e-05j -5.76009e-17+0.000144951j 1.47007e-17+3.14896e-05j 7.49474e-18-9.89093e-06j -2.8755e-17+0.000177871j 2.58751e-17-1.29652e-05j 3.67284e-17-7.35069e-06j -5.17955e-17+0.000156876j -9.24751e-18+8.28225e-05j -4.28268e-17+0.000138952j 2.84184e-17-2.93148e-06j 2.56412e-17+0.000140151j 6.22661e-17-8.59518e-05j 
