-0.038166-2.67639e-18j 0.0694875-1.50001e-18j -0.0705848-5.70987e-19j -0.213623+1.07593e-18j -0.0899743-3.15442e-18j -0.175608+6.36067e-18j -0.165095-4.71482e-18j -0.406243-2.85005e-18j 0.265296-9.87753e-18j 0.0332557+6.85838e-17j 0.186415-3.47061e-18j -0.0989029-3.20887e-18j -0.0403127+1.59851e-17j -0.184143+3.27216e-18j 0.382717+4.05835e-18j -0.14771+1.75944e-18j -0.00362404+1.69629e-16j 0.106107+2.38124e-17j -0.0818664+7.78019e-18j 0.171023-8.64841e-19j -0.0267717-2.88507e-17j -0.259744+2.14724e-18j -0.276446+1.85663e-17j 0.0648002+4.98823e-17j -0.269649-4.70293e-18j 0.212461+1.5768e-18j -0.151662+3.01569e-18j 0.0700434-2.08135e-17j -0.140833+1.82537e-16j -0.0505858-5.22429e-16j -0.0233468-3.37205e-16j 0.137035-5.8726e-17j 0.0417959+1.21526e-18j 0.0197943-5.65385e-18j -0.0270895+6.82641e-19j -0.0257354+8.80435e-20j -0.016425-1.48584e-18j -0.024588-5.43276e-19j 0.0107269-8.24869e-18j 0.00460907+4.03626e-18j -0.00473969-5.92491e-18j -0.00644385+3.41973e-18j -0.00232031-7.16127e-17j -0.00169366+4.51675e-16j -0.000139396-8.99777e-17j -0.000352926-8.12402e-17j -0.000981582-5.52794e-18j 0.00106524-1.06529e-18j -0.00132594+2.6589e-17j 0.000644912+1.2352e-16j -0.000638555-3.61001e-14j -0.00564697+2.16941e-17j 0.000872553+1.9311e-16j 0.000321634+6.26597e-17j 0.00307756-6.09052e-18j -0.00134288-4.21744e-18j 0.00128316+2.47007e-17j -0.000989403-2.8999e-17j 0.0024372-7.41325e-17j -0.00130387-4.7208e-17j 0.0013934-1.9241e-17j -0.00737259-1.36969e-17j 0.00125042-1.94558e-17j -0.0143213-8.13292e-19j 0.0265258-3.9892e-19j -0.0184368-1.36729e-19j 0.0192882+5.70582e-19j -0.00613935-1.09718e-19j 0.0302373+6.03022e-19j -0.0148905-6.75217e-19j 0.0183304-2.17349e-18j 0.0134049+3.24536e-18j 
7.43237e-05+3.42577e-18j -0.000138146-7.91779e-18j 0.00013062+1.88739e-18j 0.000395316+5.65662e-18j 0.000163494+5.3369e-19j 0.000320956+1.98252e-18j 0.000300689+1.40086e-18j 0.000735154+2.49657e-19j -0.000480741-3.5039e-19j -5.80419e-05+1.44215e-20j -0.000336447+5.50872e-19j 0.000177509-8.28047e-19j 7.39232e-05+3.28385e-19j 0.000333033-1.03221e-19j -0.000692751-3.718e-19j 0.000266277-6.1775e-19j 5.91761e-06-3.70868e-18j -0.000189522+1.07758e-18j 0.000148817+3.14474e-19j -0.000308011+8.78911e-19j 4.73228e-05-1.43268e-19j 0.0004686-8.38402e-19j 0.000498347-1.45527e-18j -0.00011366+1.29902e-18j 0.00048442-2.04352e-18j -0.000383268+6.39465e-19j 0.000276115+1.07375e-18j -0.000121449+3.75742e-18j 0.000258733-1.01133e-18j 8.82641e-05+8.10008e-18j 4.25538e-05+6.7686e-18j -0.000230156+1.24571e-17j -5.8146e-05+1.11197e-17j -3.45727e-05+8.97073e-19j 3.8239e-05-6.88313e-18j 2.61428e-05-1.3029e-17j 2.27585e-05-4.40877e-18j 4.70498e-05+1.65277e-18j -4.05088e-06+9.96011e-18j -1.76405e-05-6.01666e-18j 6.60362e-06-1.14209e-18j 3.71217e-05+1.61877e-17j 3.70678e-06+1.08079e-18j 2.51926e-05+5.3336e-18j -2.91349e-06-2.69335e-19j 6.49297e-06+5.3181e-18j 1.04569e-06-3.58282e-19j 2.67552e-06+2.9584e-18j 9.91088e-06+4.27756e-18j 6.66517e-06+2.59481e-18j 1.2464e-05+7.09843e-16j 4.43064e-05+2.13381e-17j -1.21469e-05-1.05043e-17j -9.25168e-06-6.75344e-18j -1.22922e-05-4.17413e-18j 7.42821e-06+3.27294e-18j -7.85159e-06-4.0108e-18j 2.65628e-06+1.11753e-18j -2.73945e-05-1.32288e-17j 7.71242e-06+4.33612e-18j 1.52717e-05+1.1731e-17j 2.04444e-05+4.80364e-18j 9.59276e-06+7.94534e-18j 3.94409e-05+8.65522e-18j -5.31523e-05-3.29224e-18j 4.77516e-05+9.19491e-18j -5.39493e-05-1.21763e-17j 1.41942e-05+1.97371e-18j -7.4975e-05-1.29556e-17j 3.71614e-05+6.5404e-18j -4.88697e-05-9.9865e-18j -3.37001e-05-6.09629e-18j 
1.69523e-17-7.34862e-18j -3.61065e-17+1.73103e-17j 1.86781e-17-4.08695e-18j 5.65261e-17-1.2367e-17j 1.82336e-17-1.02876e-18j 3.90283e-17-4.58802e-18j 3.47422e-17-2.85149e-18j 7.66962e-17-4.22979e-19j -5.12941e-17+1.18199e-18j -2.31293e-18-2.93904e-18j -3.35312e-17-1.05278e-18j 1.59482e-17+1.93971e-18j 9.41244e-18-1.39299e-18j 3.43946e-17+8.61136e-20j -7.25737e-17+6.37807e-19j 2.59867e-17+1.271e-18j -5.03518e-19+8.86868e-19j -1.54087e-17-3.35673e-18j 1.66955e-17-1.01484e-18j -2.95465e-17-1.8778e-18j 2.96989e-18+1.5352e-18j 4.63634e-17+1.73519e-18j 4.86299e-17+2.38278e-18j -5.5504e-18-4.94432e-18j 4.43318e-17+4.65061e-18j -3.78697e-17-1.45974e-18j 3.17118e-17-2.46671e-18j -3.38878e-18-7.3021e-18j 3.37751e-17-5.5358e-18j 3.47279e-18+4.50471e-18j 4.97222e-18-4.47603e-19j 7.18359e-18-2.46445e-17j 2.4536e-17-2.42727e-17j -1.42342e-18-1.71433e-18j -1.48786e-17+1.4964e-17j -3.30183e-17+2.83763e-17j -9.81232e-18+9.66626e-18j 9.3781e-18-3.57705e-18j 2.64552e-17-2.13456e-17j -1.81126e-17+1.29345e-17j -2.76422e-18+2.7389e-18j 4.84225e-17-3.54054e-17j -4.74422e-19+6.81835e-19j 4.13462e-17-3.07666e-17j -5.84322e-18+4.40129e-18j 1.0921e-17-8.13979e-18j -1.1693e-18+1.01477e-18j 8.3336e-18-6.39888e-18j 1.4177e-17-1.04447e-17j 1.43998e-17-1.08887e-17j 2.10873e-17-1.57232e-17j 6.42669e-17-4.73987e-17j -1.97584e-17+1.46938e-17j -1.61349e-17+1.2054e-17j -1.30459e-17+9.35037e-18j 9.52035e-18-6.95038e-18j -1.04944e-17+7.68922e-18j 1.79208e-18-1.2048e-18j -4.30744e-17+3.1958e-17j 1.01708e-17-7.44363e-18j 3.27269e-17-2.4737e-17j 1.45607e-17-9.8827e-18j 2.17451e-17-1.64819e-17j 2.77793e-17-1.88185e-17j -1.45568e-17+7.18813e-18j 3.01565e-17-2.00227e-17j -3.89517e-17+2.64984e-17j 6.8775e-18-4.29452e-18j -4.32656e-17+2.81946e-17j 2.17507e-17-1.42178e-17j -3.25665e-17+2.18449e-17j -2.0037e-17+1.31415e-17j 
0.000173026-5.46594e-17j -0.0004064+1.33208e-16j 9.90749e-05-3.09225e-17j 0.0002998-9.51705e-17j 2.91027e-05-6.06577e-18j 0.000116779-3.87091e-17j 7.58052e-05-1.91117e-17j 3.32577e-05-1.6077e-18j -4.27741e-05+1.46738e-17j 6.64029e-05-6.1608e-17j 1.37236e-05-6.069e-18j -3.93872e-05+1.66619e-17j 3.47058e-05-1.97723e-17j 8.61648e-06-1.2088e-18j -3.6895e-05+2.56076e-18j -2.10282e-05+8.71393e-18j -2.04071e-05-9.00156e-17j 7.19116e-05-3.92534e-17j 2.83114e-05-1.2199e-17j 3.37893e-05-1.38639e-17j -3.41433e-05+2.82012e-17j -2.53584e-05+1.20418e-17j -3.94492e-05+7.62388e-18j 0.000111199-6.62684e-17j -9.25587e-05+3.82417e-17j 2.16819e-05-1.20608e-17j 6.60862e-05-2.05811e-17j 0.000165705-4.39541e-17j 0.000136805-1.46489e-16j -0.000101799+3.3256e-16j 1.17512e-05+1.89e-16j 0.000564983-1.54918e-16j 0.000561829-1.86279e-16j 3.87096e-05-9.88125e-18j -0.00034629+1.14024e-16j -0.000658149+2.16912e-16j -0.000223754+7.4755e-17j 8.45696e-05-2.70397e-17j 0.000495579-1.58499e-16j -0.00030094+9.65924e-17j -6.33949e-05+2.43223e-17j 0.000823402-2.72657e-16j -1.57161e-05+4.60781e-17j 0.000715295-4.9298e-16j -0.000102304+8.49963e-17j 0.000189237-1.58772e-17j -2.35327e-05+1.09133e-17j 0.000148686-4.83172e-17j 0.000242873-9.50318e-17j 0.000253081-1.53739e-16j 0.000365536+2.04798e-14j 0.00110215-3.74785e-16j -0.00034162+2.151e-18j -0.000280224+5.64076e-17j -0.000217535+7.49674e-17j 0.000161645-5.07352e-17j -0.000178817+4.46958e-17j 2.80637e-05+7.33611e-18j -0.000743033+2.8665e-16j 0.000173109-2.99746e-17j 0.000574953-1.78157e-16j 0.000230157-6.7746e-17j 0.000383064-1.14916e-16j 0.000438278-1.4342e-16j -0.000168624+5.51872e-17j 0.000466509-1.53013e-16j -0.000617092+2.02278e-16j 0.000100184-3.27728e-17j -0.000657152+2.15229e-16j 0.000331364-1.08322e-16j -0.000508862+1.68264e-16j -0.000306258+9.86262e-17j 
0.000544556+5.04206e-18j -0.0012304-2.12703e-19j 0.000429423+1.4329e-18j 0.00129951+1.4557e-19j 0.000293249+4.86037e-18j 0.000729185-8.85587e-18j 0.000596669+7.45095e-18j 0.00106741+4.31957e-18j -0.000752127+1.4595e-17j 9.33756e-05-1.02086e-16j -0.000414016+5.33635e-18j 0.000135704+4.52082e-18j 0.000188045-2.36933e-17j 0.000466952-4.90267e-18j -0.00102014-6.15591e-18j 0.000301504-2.80983e-18j -4.46158e-05-2.53647e-16j -6.80429e-05-3.51132e-17j 0.000271612-1.14841e-17j -0.0003244+1.55883e-18j -2.46691e-05+4.29017e-17j 0.000560569-3.45524e-18j 0.000564033-2.80865e-17j 0.00013438-7.38514e-17j 0.000408753+6.3694e-18j -0.000456067-2.14965e-18j 0.000538838-4.15738e-18j 0.000264254+3.21426e-17j 0.000697624-2.72029e-16j -0.000144107+7.80166e-16j 8.70745e-05+5.0404e-16j 0.00114664+9.12645e-17j 0.00136825+1.62553e-18j 5.3449e-05+8.69314e-18j -0.000840132-3.14212e-18j -0.00165888-4.15529e-18j -0.000545451+8.50034e-19j 0.000280482+1.31918e-18j 0.00127+1.5355e-17j -0.000798048-7.86655e-18j -0.000154332+8.46681e-18j 0.00216866-9.05933e-20j -3.54958e-05+1.06933e-16j 0.00187451-6.70696e-16j -0.000267177+1.33854e-16j 0.000495686+1.22573e-16j -5.91666e-05+8.11798e-18j 0.000386228+2.4995e-18j 0.000638287-3.8258e-17j 0.000660222-1.83065e-16j 0.000957378+5.39563e-14j 0.00289564-2.57023e-17j -0.000895405-2.907e-16j -0.000733533-9.53584e-17j -0.000576259+7.77683e-18j 0.000425926+7.28881e-18j -0.000470684-3.80071e-17j 7.57714e-05+4.35117e-17j -0.00194883+1.06264e-16j 0.000455808+7.1611e-17j 0.00150008+3.22646e-17j 0.00061963+2.18723e-17j 0.000998652+3.14151e-17j 0.00118061+3.88395e-18j -0.000504952-4.23049e-19j 0.00126437+3.04353e-18j -0.00166018-4.6102e-18j 0.000276787+7.72935e-19j -0.00179136-4.8992e-18j 0.000902419+3.02521e-18j -0.00137486+1.50861e-19j -0.000833184-6.71384e-18j 
-1.02786e-17+3.96391e-18j 2.38562e-17-9.33732e-18j -6.57708e-18+2.20454e-18j -1.99026e-17+6.67086e-18j -2.91454e-18+5.54923e-19j -9.0637e-18+2.47482e-18j -6.60872e-18+1.53812e-18j -7.63641e-18+2.28158e-19j 6.17181e-18-6.37574e-19j -3.2649e-18+1.58534e-18j 1.87304e-18+5.6788e-19j 8.13023e-19-1.0463e-18j -2.52513e-18+7.51389e-19j -3.098e-18-4.64504e-20j 7.50724e-18-3.44039e-19j -9.12732e-19-6.85589e-19j 1.09698e-18-4.78384e-19j -2.5411e-18+1.81065e-18j -2.75496e-18+5.47411e-19j 5.25429e-19+1.0129e-18j 1.54151e-18-8.281e-19j -2.25888e-18-9.35977e-19j -1.70293e-18-1.28529e-18j -5.33814e-18+2.66701e-18j 1.38226e-18-2.50858e-18j 1.7948e-18+7.87398e-19j -5.87118e-18+1.33057e-18j -8.33108e-18+3.93882e-18j -9.69722e-18+2.98606e-18j 5.01089e-18-2.42988e-18j -9.92603e-19+2.41441e-19j -2.98498e-17+1.32935e-17j -3.10238e-17+1.30929e-17j -1.89749e-18+9.24722e-19j 1.9103e-17-8.07173e-18j 3.66721e-17-1.53064e-17j 1.23586e-17-5.21406e-18j -5.10807e-18+1.92949e-18j -2.77365e-17+1.1514e-17j 1.70008e-17-6.97698e-18j 3.50029e-18-1.47739e-18j -4.64283e-17+1.9098e-17j 8.51494e-19-3.67788e-19j -4.02772e-17+1.65958e-17j 5.75517e-18-2.37409e-18j -1.06543e-17+4.39067e-18j 1.31037e-18-5.47378e-19j -8.3522e-18+3.45161e-18j -1.36865e-17+5.63397e-18j -1.4233e-17+5.87347e-18j -2.05796e-17+8.48121e-18j -6.21037e-17+2.55673e-17j 1.9237e-17-7.92594e-18j 1.57742e-17-6.50203e-18j 1.22855e-17-5.04367e-18j -9.11564e-18+3.7491e-18j 1.00811e-17-4.14763e-18j -1.59332e-18+6.49879e-19j 4.18488e-17-1.72384e-17j -9.76021e-18+4.01516e-18j -3.23357e-17+1.33433e-17j -1.30567e-17+5.33081e-18j -2.15391e-17+8.89046e-18j -2.48673e-17+1.01509e-17j 9.86572e-18-3.87734e-18j -2.65144e-17+1.08004e-17j 3.50005e-17-1.42935e-17j -5.72496e-18+2.3165e-18j 3.74103e-17-1.52084e-17j -1.88588e-17+7.66921e-18j 2.88963e-17-1.17833e-17j 1.74249e-17-7.08862e-18j 
-0.000375464-1.98726e-18j 0.000878591-4.82375e-18j -0.000222951+1.21781e-20j -0.000674654+3.45144e-18j -7.68003e-05-3.66359e-18j -0.000277885+8.54085e-18j -0.000188732-5.24841e-18j -0.000137326-3.39779e-18j 0.000134611-1.22343e-17j -0.000136269+8.40357e-17j 1.16306e-06-4.04452e-18j 6.78961e-05-4.24384e-18j -8.06454e-05+1.97092e-17j -4.8465e-05+3.97019e-18j 0.000141245+4.83216e-18j 2.07465e-05+1.92274e-18j 4.29559e-05+2.06434e-16j -0.000136125+2.95818e-17j -7.37875e-05+9.65103e-18j -4.41703e-05-7.28171e-19j 6.84877e-05-3.54025e-17j 1.16877e-05+2.31466e-18j 3.90286e-05+2.2199e-17j -0.000226709+6.16067e-17j 0.000153473-6.53276e-18j -1.15652e-05+2.17308e-18j -0.000165798+4.09981e-18j -0.000342167-2.40842e-17j -0.000314941+2.23267e-16j 0.000208972-6.37036e-16j -2.889e-05-4.10598e-16j -0.00118327-6.72545e-17j -0.00119209+5.68236e-18j -7.93717e-05-6.58891e-18j 0.000734545-1.75934e-18j 0.00140026-4.80555e-18j 0.000474799-3.48309e-18j -0.000184484-4.23517e-20j -0.00105579-6.35036e-18j 0.000642946+2.67634e-18j 0.000134508-7.69002e-18j -0.00175816+1.02945e-17j 3.31585e-05-8.73337e-17j -0.00152669+5.55413e-16j 0.00021829-1.10344e-16j -0.000403882-9.75316e-17j 5.00576e-05-6.90805e-18j -0.000317117-1.89563e-19j -0.000518498+3.41905e-17j -0.000539959+1.52318e-16j -0.000780143-4.39629e-14j -0.00235287+3.4627e-17j 0.000729146+2.32641e-16j 0.000598041+7.42251e-17j 0.000464714-9.03635e-18j -0.000345164-3.93303e-18j 0.000381798+2.87512e-17j -6.00484e-05-3.51087e-17j 0.001586-9.58174e-17j -0.000369621-5.6205e-17j -0.0012267-1.91505e-17j -0.000492351-1.49702e-17j -0.000817238-2.08413e-17j -0.000937608+2.26754e-18j 0.00036417-1.73031e-18j -0.000998524+3.30001e-18j 0.00132-3.89276e-18j -0.000214791+6.09885e-19j 0.00140728-4.14691e-18j -0.00070955+1.63919e-18j 0.00108889-6.42905e-18j 0.000655732+1.67728e-18j 
0.00131848+6.43562e-18j -0.003047+1.63679e-17j 0.000875414-1.27194e-19j 0.00264908-1.1711e-17j 0.000428291+1.21302e-17j 0.00126026-2.84273e-17j 0.000944385+1.73483e-17j 0.00123942+1.12614e-17j -0.000958362+4.0606e-17j 0.000387596-2.78807e-16j -0.000363673+1.33932e-17j -3.42006e-05+1.41179e-17j 0.000345183-6.54044e-17j 0.000516113-1.31672e-17j -0.001207-1.60146e-17j 0.000216326-6.3507e-18j -0.000135421-6.84719e-16j 0.000246501-9.81934e-17j 0.000402652-3.20338e-17j -0.000183666+2.37545e-18j -0.000175389+1.17462e-16j 0.000462607-7.64084e-18j 0.000404199-7.3583e-17j 0.000626553-2.04453e-16j 1.16527e-05+2.17678e-17j -0.000371748-7.23906e-18j 0.000842423-1.36514e-17j 0.000999221+7.97316e-17j 0.00131599-7.40689e-16j -0.000595186+2.11313e-15j 0.000140846+1.36194e-15j 0.00365849+2.22558e-16j 0.00387159-1.93638e-17j 0.000224942+2.18189e-17j -0.00238302+6.15351e-18j -0.00459274+1.65426e-17j -0.00154244+1.17586e-17j 0.000659098+6.451e-20j 0.00347967+2.06107e-17j -0.00214052-8.60265e-18j -0.000436799+2.55658e-17j 0.00584143-3.48987e-17j -0.000105455+2.89699e-16j 0.00506484-1.84295e-15j -0.000723447+3.66102e-16j 0.00133971+3.23338e-16j -0.000164066+2.29354e-17j 0.00104931+4.92877e-19j 0.00172159-1.13631e-16j 0.00178893-5.05466e-16j 0.00258772+1.45824e-13j 0.0078116-1.15864e-16j -0.00241909-7.71354e-16j -0.00198336-2.45947e-16j -0.00154665+3.0172e-17j 0.00114695+1.28982e-17j -0.00126829-9.52039e-17j 0.000200994+1.16429e-16j -0.00526293+3.18503e-16j 0.00122796+1.86273e-16j 0.00406431+6.29966e-17j 0.00164657+4.94461e-17j 0.00270705+6.87802e-17j 0.00313618-7.92107e-18j -0.00125857+5.89208e-18j 0.00334609-1.13713e-17j -0.00441355+1.3475e-17j 0.000723968-2.11418e-18j -0.00472404+1.4354e-17j 0.00238118-5.73912e-18j -0.00364547+2.1789e-17j -0.00219988-5.28442e-18j 
0.00158857+1.32929e-17j -0.00365912+6.09004e-18j 0.00108391+2.99584e-18j 0.00328002-4.3714e-18j 0.000566038+1.51828e-17j 0.00160811-3.01921e-17j 0.00122665+2.27766e-17j 0.00173208+1.36856e-17j -0.00130782+4.72628e-17j 0.000438324-3.285e-16j -0.000551559+1.66996e-17j 2.31907e-05+1.52553e-17j 0.00043544-7.65199e-17j 0.000730918-1.56872e-17j -0.00167845-1.949e-17j 0.000351827-8.51275e-18j -0.000158298-8.12998e-16j 0.000223994-1.13907e-16j 0.000530398-3.72219e-17j -0.000328115+4.26392e-18j -0.000190786+1.38169e-16j 0.000716187-1.04007e-17j 0.000657672-8.91297e-17j 0.000701436-2.38746e-16j 0.000187655+2.22435e-17j -0.000577929-7.46413e-18j 0.00109704-1.4296e-17j 0.00114011+1.00212e-16j 0.0016518-8.74453e-16j -0.000673392+2.50344e-15j 0.000182121+1.61608e-15j 0.00425132+2.83007e-16j 0.0045655-4.28349e-18j 0.000254063+2.72047e-17j -0.00280925-4.22133e-18j -0.00543127-2.22303e-18j -0.00181904+6.50732e-18j 0.000797666+2.83068e-18j 0.00412063+4.08864e-17j -0.00254203-2.01646e-17j -0.00051507+2.82212e-17j 0.0069332-1.41417e-17j -0.000123593+3.43159e-16j 0.00600895-2.16269e-15j -0.000858055+4.30936e-16j 0.00158938+3.89858e-16j -0.000193981+2.64281e-17j 0.00124399+5.51153e-18j 0.00204298-1.26764e-16j 0.0021216-5.91275e-16j 0.00306993+1.7301e-13j 0.00926967-1.0096e-16j -0.00287006-9.26408e-16j -0.00235285-3.0106e-16j -0.00183661+2.85952e-17j 0.00136136+2.06531e-17j -0.00150526-1.18865e-16j 0.000239055+1.39053e-16j -0.0062444+3.5325e-16j 0.00145743+2.26716e-16j 0.00482014+9.37821e-17j 0.00195789+6.62695e-17j 0.00321027+9.42875e-17j 0.00372934+5.09212e-18j -0.00151+1.45558e-18j 0.00398098+1.92614e-18j -0.00524774-4.41639e-18j 0.000862721+7.98398e-19j -0.0056231-4.67952e-18j 0.00283413+4.13838e-18j -0.00433603+9.02987e-18j -0.00261812-1.63874e-17j 
-4.46664e-17+6.7356e-18j 1.02638e-16-1.58663e-17j -3.10735e-17+3.74602e-18j -9.4032e-17+1.13353e-17j -1.69389e-17+9.42943e-19j -4.70513e-17+4.20529e-18j -3.63075e-17+2.61362e-18j -5.35876e-17+3.87694e-19j 3.99066e-17-1.08339e-18j -1.17377e-17+2.69386e-18j 1.78289e-17+9.6496e-19j -1.96997e-18-1.7779e-18j -1.26434e-17+1.27678e-18j -2.27838e-17-7.89301e-20j 5.17819e-17-5.84602e-19j -1.17586e-17-1.16498e-18j 4.35139e-18-8.12886e-19j -4.80406e-18+3.07671e-18j -1.58397e-17+9.30179e-19j 1.14119e-17+1.72115e-18j 4.9442e-18-1.40713e-18j -2.33874e-17-1.59044e-18j -2.19848e-17-2.18401e-18j -1.86283e-17+4.53187e-18j -8.82945e-18-4.26265e-18j 1.89109e-17+1.33797e-18j -3.25251e-17+2.26094e-18j -3.07511e-17+6.69296e-18j -4.77996e-17+5.074e-18j 1.80393e-17-4.12893e-18j -5.37497e-18+4.10264e-19j -1.16331e-16+2.25887e-17j -1.26339e-16+2.22478e-17j -6.7965e-18+1.57132e-18j 7.7721e-17-1.37157e-17j 1.50619e-16-2.60092e-17j 5.03407e-17-8.8599e-18j -2.25009e-17+3.27866e-18j -1.14391e-16+1.9565e-17j 7.07183e-17-1.18555e-17j 1.4253e-17-2.51042e-18j -1.92797e-16+3.24519e-17j 3.40423e-18-6.24956e-19j -1.67044e-16+2.82001e-17j 2.38481e-17-4.03414e-18j -4.4182e-17+7.46077e-18j 5.3786e-18-9.30122e-19j -3.4563e-17+5.86509e-18j -5.68032e-17+9.57342e-18j -5.89619e-17+9.98038e-18j -8.53384e-17+1.44115e-17j -2.57729e-16+4.34448e-17j 7.97861e-17-1.3468e-17j 6.54026e-17-1.10485e-17j 5.10903e-17-8.57037e-18j -3.78575e-17+6.37059e-18j 4.18563e-17-7.04779e-18j -6.65787e-18+1.1043e-18j 1.73598e-16-2.92921e-17j -4.05272e-17+6.82269e-18j -1.33959e-16+2.26734e-17j -5.45192e-17+9.05829e-18j -8.92139e-17+1.5107e-17j -1.0385e-16+1.72487e-17j 4.23264e-17-6.5885e-18j -1.109e-16+1.83524e-17j 1.46121e-16-2.42879e-17j -2.40619e-17+3.93627e-18j 1.56701e-16-2.58426e-17j -7.89752e-17+1.30318e-17j 1.20767e-16-2.00226e-17j 7.29512e-17-1.20452e-17j 
-5.51528e-18+3.95871e-20j 1.29095e-17-9.32508e-20j -3.26614e-18+2.20165e-20j -9.88337e-18+6.66212e-20j -1.11297e-18+5.54196e-21j -4.05472e-18+2.47158e-20j -2.7454e-18+1.5361e-20j -1.94482e-18+2.27859e-21j 1.9309e-18-6.36738e-21j -2.01038e-18+1.58326e-20j -1.72956e-20+5.67136e-21j 1.01687e-18-1.04492e-20j -1.17869e-18+7.50404e-21j -6.7884e-19-4.63896e-22j 2.0068e-18-3.43588e-21j 3.32399e-19-6.84691e-21j 6.32464e-19-4.77757e-21j -2.02171e-18+1.80827e-20j -1.07016e-18+5.46694e-21j -6.81218e-19+1.01157e-20j 1.01226e-18-8.27015e-21j 2.19836e-19-9.34751e-21j 6.25049e-19-1.28361e-20j -3.34639e-18+2.66352e-20j 2.30703e-18-2.50529e-20j -2.09309e-19+7.86366e-21j -2.41056e-18+1.32882e-20j -5.04551e-18+3.93365e-20j -4.60615e-18+2.98214e-20j 3.0829e-18-2.42669e-20j -4.20605e-19+2.41125e-21j -1.74288e-17+1.32761e-19j -1.7541e-17+1.30757e-19j -1.17105e-18+9.23511e-21j 1.08087e-17-8.06115e-20j 2.05998e-17-1.52864e-19j 6.98636e-18-5.20723e-20j -2.70886e-18+1.92697e-20j -1.55306e-17+1.14989e-19j 9.45559e-18-6.96784e-20j 1.97922e-18-1.47545e-20j -2.58578e-17+1.9073e-19j 4.88122e-19-3.67306e-21j -2.24542e-17+1.6574e-19j 3.21063e-18-2.37098e-20j -5.94023e-18+4.38492e-20j 7.36428e-19-5.46661e-21j -4.66434e-18+3.44709e-20j -7.62582e-18+5.62659e-20j -7.94183e-18+5.86577e-20j -1.14742e-17+8.4701e-20j -3.46049e-17+2.55338e-19j 1.07241e-17-7.91556e-20j 8.79591e-18-6.49351e-20j 6.83444e-18-5.03706e-20j -5.07642e-18+3.74419e-20j 5.61524e-18-4.1422e-20j -8.83009e-19+6.49028e-21j 2.33264e-17-1.72158e-19j -5.43614e-18+4.0099e-20j -1.80425e-17+1.33259e-19j -7.24013e-18+5.32383e-20j -1.20202e-17+8.87881e-20j -1.37877e-17+1.01376e-19j 5.35131e-18-3.87226e-20j -1.46829e-17+1.07863e-19j 1.9411e-17-1.42748e-19j -3.15801e-18+2.31346e-20j 2.06926e-17-1.51885e-19j -1.04333e-17+7.65916e-20j 1.60119e-17-1.17679e-19j 9.64202e-18-7.07933e-20j 
0.000145722-1.5755e-18j -0.000331405+6.93669e-18j 0.000109705-1.2554e-18j 0.000331985-4.95754e-18j 6.9544e-05+9.28267e-19j 0.000179115-4.30301e-18j 0.000143812+9.08022e-19j 0.00024301+1.02354e-18j -0.000173926+4.51357e-18j 3.01059e-05-2.94172e-17j -9.05461e-05+1.05018e-18j 2.48169e-05+2.03401e-18j 4.68305e-05-7.11475e-18j 0.000105481-1.32091e-18j -0.000232961-1.44451e-18j 6.44018e-05-2.63347e-19j -1.28074e-05-6.97816e-17j -5.17455e-06-1.10662e-17j 6.46017e-05-3.58577e-18j -6.77368e-05-3.27806e-19j -1.0267e-05+1.24838e-17j 0.000121653-2.54228e-19j 0.000120463-6.80368e-18j 4.55054e-05-2.24199e-17j 7.8385e-05+3.64072e-18j -9.8828e-05-1.18435e-18j 0.000129543-2.14648e-18j 8.21044e-05+5.93731e-18j 0.000174858-7.74602e-17j -4.63678e-05+2.17556e-16j 2.10831e-05+1.39199e-16j 0.000334799+1.52775e-17j 0.00038385-9.35967e-18j 1.73304e-05+1.71108e-18j -0.000235874+5.17845e-18j -0.000462175+1.03185e-17j -0.00015299+4.14142e-18j 7.44223e-05-1.08079e-18j 0.000352675-4.38023e-18j -0.000220157+3.05184e-18j -4.32996e-05+3.44815e-18j 0.000599047-1.43332e-17j -1.0117e-05+2.98453e-17j 0.000518292-1.97898e-16j -7.39222e-05+3.87926e-17j 0.000137067+3.06051e-17j -1.64924e-05+2.65492e-18j 0.000106972-1.89477e-18j 0.000176387-1.48003e-17j 0.000182708-5.50225e-17j 0.00026474+1.49139e-14j 0.00080024-2.62623e-17j -0.000247567-7.44478e-17j -0.000202862-2.14977e-17j -0.000159004+5.92921e-18j 0.000117643-7.93278e-19j -0.000130031-7.40254e-18j 2.0832e-05+1.15452e-17j -0.000538757+4.22998e-17j 0.000125914+1.67941e-17j 0.000415118-1.07483e-18j 0.000170449+2.05442e-18j 0.0002764+2.02635e-18j 0.00032473-6.531e-18j -0.000136264+2.78791e-18j 0.000347367-7.25005e-18j -0.000456744+9.43382e-18j 7.57729e-05-1.52178e-18j -0.000491622+1.00394e-17j 0.000247704-4.90921e-18j -0.000377944+8.86978e-18j -0.000228744+3.45423e-18j 
