0.0144086+0.0496611j 0.0194111+0.0251715j 0.134166+0.0212184j 0.0961922+0.028123j -0.0376519-0.127623j -0.078293-0.261015j -0.13887-0.0328585j -0.047247-0.145366j -0.172147+0.00780137j -0.314649+0.139058j -0.0407886+0.161383j -0.0787225+0.120804j -0.0489635-0.360316j 0.0178189+0.282506j -0.702858-0.353568j 0.0989406-0.065494j 0.142359+7.64227e-05j -0.052319-0.111823j 0.0241034-0.0998486j 0.0934104-0.262443j -0.139988+0.376232j -0.0738265-0.0078165j -0.300368-0.0883067j 0.214174-0.257419j -0.300932-0.0510995j 0.523201-0.135878j -0.0741508+0.128722j -0.084902+0.228104j -0.137526-0.214849j -0.0761984+0.429681j -0.233923-0.425213j -0.118996-0.0949824j -0.366534-0.0576111j -0.144923+0.00766238j -0.20447+0.113219j -0.996732-0.387219j -0.0784088-1.95339j 0.0152927+0.00143063j 0.048158+0.0314379j 0.142287-0.227544j -0.099577-0.206942j 0.142773-0.0155372j 0.0455121-0.119716j -0.293095+0.0295698j 0.205108-0.0560296j 0.111015-0.200232j -0.0711086+0.237628j 0.0209844-0.000882273j 0.156526+0.0479637j -0.0413042-0.0367563j 0.139712-0.0512201j 0.0720296+0.328151j -0.210678-0.0862321j 0.245994+0.063224j -0.0478453-0.267392j 0.0975571+0.124402j 0.112028-0.00790093j -0.170584-0.0330147j 0.110021+0.434427j -0.238482-0.0941485j -0.166756+0.00789751j -0.499337-0.221314j -0.0277632-0.0885522j -0.35523+0.0716757j 0.0585373-0.00502268j -0.178619+0.180873j -0.358368+0.232553j 0.0900697-0.118989j 0.144932-0.183557j 0.0838885-0.584452j -0.215509+0.369818j -0.102436-0.0426013j 0.159058+0.459073j 0.0951142-0.10066j -0.0347883+0.280338j -0.360008-0.690336j -0.0718233+0.328978j -0.0636038+0.0091935j 0.391851+0.385525j 0.359346+0.271173j 0.124511+0.0917982j 0.74427-0.261366j 0.169077+0.123431j -0.0762867+0.100488j 0.24371-0.296559j 0.110454+0.654098j 0.144348-0.0659544j 0.356738+0.106857j -0.124819-0.613755j -0.506125-0.548513j -1.34877-0.052476j -0.0121265-0.168365j 0.38279-1.50636j -0.846796+0.0449243j 0.864651+1.32274j 
-0.130075+0.0427347j -0.247221+0.429496j 0.38422-0.68195j 0.82177+0.421802j -0.11581-0.08439j -0.0453975+0.677871j 0.198363-0.119243j -0.152849-0.105128j 0.568769-0.889379j -0.499203+0.204761j 0.0115094-0.391963j 0.253435+0.0064765j -0.453625-0.559341j 0.197063+0.0192467j 0.164374+0.142079j 0.235198-0.216061j 0.253989-1.00753j -0.363531+0.963442j -0.717401-0.377421j -0.245364-0.362518j -0.203084+0.82611j 0.107167+0.0757575j -0.14351+0.153518j -0.204435+1.40798j 0.713163+1.16752j -0.180011+0.436432j -0.0163031+0.472357j -0.111472-0.0598752j 0.247872+0.60959j -0.00785463+0.144992j 0.713034-0.259568j -0.0848332-0.227336j 0.208154-0.0175043j -0.207218-0.346842j -0.283026+0.0588804j -0.389238+0.0925657j -0.197761+0.0706825j -0.168193-0.0554398j 0.116356+0.248789j -0.535143+0.0312246j -0.108747+0.795516j 0.000984416-0.188268j -0.13683-0.0640941j 0.245033-0.220447j 0.0418261-0.126022j 0.212179+0.421498j 0.206683-0.154145j 0.0964925-0.138623j 0.335062-0.549624j -0.350685+0.291955j -0.813095-0.031101j 0.0330837-0.236049j -0.269431+0.549429j -0.145304+0.0913j -0.339933+0.263517j -0.243261+0.821621j 0.764086-0.573771j 0.441293+0.407705j -0.03221-0.0951429j 0.544041-0.0129161j -0.985689+0.2348j -0.265912+0.323664j 0.963533+0.44168j -0.301819+1.12211j -0.374037-0.17968j 0.260697-0.293863j 0.170089+0.517532j -0.00291396+0.309368j 0.273961-0.111678j -0.0641078-0.170524j 0.45028+0.123012j 0.178752+0.165735j 0.0693779+0.714048j -0.00435119-0.189903j 0.686398+0.33633j 0.174437+0.0600639j 0.0246772-0.213264j 0.241218-0.0333761j -0.0891042-0.0528242j 0.279496-0.209584j -0.0459553+0.332803j -0.346214+0.32296j -0.165914+0.125773j -0.230459+0.126018j 0.123602+0.162973j -0.00724413-0.190698j 0.00120402+0.0887604j 0.127161+0.0107278j -0.0828379-0.420089j -0.0798112+0.0977587j -0.321726+0.0684234j 0.248625-0.0418683j -0.151819-0.164988j -0.0151271-0.267437j -0.112471-0.00250544j 
-0.407941+0.25926j -0.179728+0.00396421j -0.807153+0.134533j -0.0167207+0.894885j -0.650737-0.795114j -0.163637-0.814121j 0.243705+0.107859j -0.0273126-0.525312j 0.678779-0.842651j 0.230775+0.209344j 0.0505545-1.03892j -0.197979-0.326263j 0.00561729+0.437444j -0.306664-0.173649j -0.326041+0.0435345j 0.471219-0.29969j -0.232244+0.0818998j 0.354995+0.059537j -0.740233-0.601153j 0.191088-0.173011j -0.275956+0.363258j -0.708177-0.69532j 1.18965-0.40445j -0.214603-0.242186j -0.238389-0.0701326j 0.449206+0.558879j -0.375687+0.631157j 0.368596-0.0619264j -0.580515+0.150569j 0.401448-1.21922j -0.592057+0.00730945j -0.581723+0.480355j -0.0716804+0.885411j -0.109514+0.0317156j 0.144896+0.164721j 0.347403-0.135353j 0.0981381-0.228094j 0.484398+0.184721j 0.286622-0.684299j -0.222452+0.251741j 0.578692+0.0319008j 0.391168-0.515702j -0.677281-0.61961j -0.732837-0.465595j 0.02796+0.740521j 0.94468-1.64053j -0.668938+0.26457j 0.22884-0.347678j 0.303906-0.143008j 0.569822-0.94697j 0.010613-0.432544j 0.850214+1.44769j 0.677004+0.107049j -0.0204765+0.841761j 0.454997+0.408573j 0.33501-0.848684j -0.502374+0.673877j 0.423747-0.998104j -0.20313+0.357952j 0.872789-1.85107j 1.11599-0.651139j 0.257229-0.723132j 0.310937+0.86177j -0.888707-1.71793j -0.0685531-0.708028j 0.387153-1.05406j -0.0614977-0.464442j -0.680741+0.727074j 0.850838+0.703537j -0.331218+1.88059j -0.475862-0.420121j -0.141998-0.605713j 0.40034-1.07572j 0.314047+0.204013j -0.190181-0.210236j -0.134915+0.219763j -0.215788-0.0827861j -0.348759+0.613521j 0.297346-0.501246j -0.0788789-0.895288j 0.25322-0.0185995j 0.0938086-1.02157j -0.0290676-0.883518j 0.141581+0.0637282j 0.215932-0.955684j -0.283927+0.670819j -0.360203+0.202785j -0.105568+0.151802j -0.0643689+0.484278j -0.401811-0.550169j 0.402238+0.232312j -0.25784+0.267423j 0.203011+0.161761j 0.0298121+0.354744j 0.161842-0.0497664j 
-0.191638-0.759798j -0.63817+0.878118j -0.301426+0.800088j 0.423032+0.124546j 0.17892-0.461831j 0.608377-0.404119j -0.123067+0.0414742j -0.624969+0.233887j -0.388413-0.537393j 0.159787+0.815382j 0.493933-0.0169342j -0.499857+0.215053j -0.126691-0.409212j -0.145436+0.523977j -0.341248+0.00680007j 0.87613+0.3634j -0.389873-1.25478j -0.0170398+0.672756j 0.360778-0.265978j -0.0334003+0.766522j -0.205849-0.563473j 0.37862-0.250653j -0.0665594-0.452606j -0.407024-0.47393j 0.468531-0.831812j 0.75738-0.358195j 0.121066-0.388783j -0.0624929+0.369235j -0.268279-0.548401j -0.554844+0.131425j 0.466309-0.242039j -0.423477+0.328899j -0.232952-0.416454j -0.35043-0.171592j 0.227338-0.121592j -0.102293-0.513581j 0.167596-0.197175j 0.406026+0.39117j 0.385071-0.293311j 0.641268+0.646139j 0.373758-0.778151j 0.17854-0.879665j -1.12131+0.125105j 0.0614107+0.399592j -0.501124-0.269449j -0.406194+0.165001j 0.248059-0.772652j -0.32576-0.0755886j -0.0172559+0.183076j 0.478068+0.399622j -0.124342+0.16229j 0.0447516-0.273255j 0.143244-0.0956076j -0.335307+0.239028j -0.132139+0.441478j -0.469792+0.838251j 0.0913467+0.0452013j 0.934397-0.140081j 0.451227+0.0593382j 0.286431+0.102597j -1.04567-0.116578j 0.177902+0.496643j -0.239165+0.0197609j -0.0776134-0.426508j 0.15953+0.0730971j -0.202537+0.234257j 0.400979-0.334973j -0.00680661-0.190522j -0.0565533+0.214484j 0.4362+0.218594j -0.337085-0.454618j 0.597998-0.112765j -0.284966+0.0369637j -0.106465+0.254893j -0.126035+0.402607j 0.126958-0.374359j -0.291897-0.291041j -0.544856+0.0618452j 0.185995-0.0330852j -0.403708-0.392839j -0.0904835+0.265944j 0.177333+0.31198j -0.267168+0.251267j -0.0137471-0.476684j 0.056976-0.118104j 0.0998223+0.0991203j 0.106806+0.183717j -0.238475+0.224418j 0.241989+0.0397622j 0.0995251+0.10877j 0.132685-0.200847j -0.201263+0.071838j 0.156682+0.115257j -0.00127761-0.118307j -0.0406308+0.033299j 
-0.647347-0.256322j -0.215833+0.592509j 0.250245+0.196034j -0.689637-0.769178j -1.1889+0.265481j 0.519779+0.128639j 0.256593-1.05987j 0.350039+0.452398j -0.252419-0.333109j -0.203805-0.515322j 0.21541-0.0251278j -0.626662-0.0651734j -0.341223+0.111835j -0.0641364-0.309989j -0.0490962+0.0341148j 0.419721+0.267172j 0.274619-0.559034j -0.176203-0.0652233j 0.524258+0.221114j 0.595384+0.182325j 0.232034+1.09022j 0.846446+0.715325j -0.227785+0.343032j -0.103673-0.677706j -0.500027-0.131045j 0.14854+0.203573j 0.573115-1.10516j 0.533054-1.01458j 0.258714+0.783714j -0.0152384-0.29737j 0.0653898+0.398623j -0.0814349+0.0979236j -0.162537+0.385112j -0.378818+0.365875j -0.225348+0.181408j 0.228748+0.0688613j -0.0437474-0.0781416j 0.0893091+0.318292j 0.404236-0.104787j -0.594767+0.0967493j 0.350084+0.696218j 0.136445-0.105424j 0.0464296-0.245344j -0.379267-0.0863463j -0.423935-0.31378j 0.557619-0.731429j 0.662015+0.0153632j -0.612909-1.34224j 0.259851-0.49298j -0.207389+1.23004j -0.65979-0.29183j -0.251862+0.596341j 0.156323-0.84256j -0.169867+1.47267j 0.207238-0.50129j 0.0229672+0.602795j 0.341799+0.194145j -0.23248-0.293092j -0.338603+0.274959j 0.509719-1.40504j -0.301306+0.103848j -0.27111-0.571616j -0.0863855+0.829502j -0.900711-0.980324j 0.307063-0.0404561j 0.930099-0.781656j -0.106694-0.9677j -0.300656+0.197908j -0.671722+0.240869j -0.113684+0.778495j -0.555006-0.46152j 0.00591866-0.239388j -0.00120835-1.64665j 0.0117944+0.11708j 0.282269-0.493648j -0.168767-0.049413j -0.182002-0.0794844j 0.0568827+0.447078j -0.157109-0.637827j 0.0853768-0.809934j 0.0421685+0.120348j 0.0116551-1.11207j -0.239456-0.130556j -0.32497+0.227607j 0.0424813-0.560954j 0.251981+0.321922j -0.0655492-0.017782j 0.112997+0.187428j -0.389382+0.151657j -0.270146-0.338996j 0.208995+0.353691j -0.118662+0.212019j 0.0601832+0.0749869j 0.0315153+0.217559j 0.0864653-0.0446595j 
-0.2287-0.166827j 0.486999+0.304101j -0.607352-0.290909j 1.14358+0.231062j -0.25006+0.551448j -0.368134-0.722393j -0.494421-0.565588j -0.435082+0.0892683j 0.524656+0.0559748j -0.196095-0.252959j 0.300304-0.093376j -0.0996335+0.0739505j 0.363984+0.126042j -0.34617+0.343287j -0.244739-0.276834j 0.0578949+0.132071j -0.835213+0.481573j 0.553763+0.277009j 1.07276+0.927664j -0.778651-0.397683j -1.51146+0.508727j 0.386495+0.231575j -0.21673-0.540793j 0.033349-0.0194264j -0.728705+0.98778j 0.295266+0.822963j 0.385227-0.375734j -0.228719-0.37961j -0.5493-0.174024j 0.224803+0.167308j 0.393773+0.292437j -0.0546062-0.0494653j -0.365377-0.00334205j -0.0138099+0.0706266j 0.377129-0.104512j 0.0680047-0.366851j 0.287661-0.0680911j -0.0606997+0.409478j 0.634722-0.0522292j 0.52789-0.28157j -0.308634-0.301699j 0.322231+0.450088j 0.441475-0.612398j 0.303451+0.590364j -0.803923-0.782725j -0.226433+0.365413j 0.377538-0.985301j -0.3693-0.866218j -0.401481+0.379505j -0.131096+0.641622j 0.396866+0.393368j -0.593305+0.129606j -0.18993-0.701095j 0.00471847+0.448457j 0.695637-0.619954j -0.634001+0.082802j 0.197562+0.391045j -1.02273-0.548328j 0.112061-0.70072j -0.290692-0.450718j -0.56978-0.288078j 0.413868-0.848148j 0.472614-0.185033j 0.490814-0.190891j 0.190764+0.580584j -0.0822628-0.8397j -0.966838-0.24577j 0.455213-0.281446j 0.0470926+0.128271j -0.455421-0.383654j 0.221579-0.5212j -0.0631367-0.283244j 0.0378447-0.303484j -0.320412+0.24127j -0.129942+0.0392428j 0.341605+0.0465425j -0.216174+0.0113836j -0.277929+0.00436936j -0.137171-0.181505j -0.0212804-0.0548922j -0.347975+0.105056j 0.06768-0.388424j 0.0884875+0.105404j -0.0224413-0.295974j 0.136623+0.0636802j 0.147435-0.00485225j -0.222206-0.111808j -0.132256+0.174097j 0.120965+0.317134j 0.0892077-0.143232j 0.253532-0.109366j -0.322479+0.0350751j 0.218052+0.229775j -0.128061-0.0408169j -0.0113211+0.125439j 
0.803467-0.495186j -0.04694+0.10716j -0.754022-0.198975j 0.0271671+0.655997j -0.0754879-0.579137j 0.149-0.318419j 0.4804+0.0733878j 0.0215606+0.417921j -0.321143-0.0432335j -0.8003-0.0260981j -0.52292+0.376338j 0.173087+0.251077j 0.394463-0.724595j 0.140596-0.265975j 0.019117-0.171128j -0.751338+0.791832j 0.185369-0.435358j -0.0787792+0.483663j 0.0320209+0.198534j 1.57975-0.138565j 0.877487+0.501861j -0.211872-0.403848j -0.216981+0.624837j -0.473874+0.180839j -0.46183+0.0969349j 0.32507+0.801835j 0.252627+0.469305j 0.167455-0.294276j 0.340282+0.425221j -0.101656-0.0860028j 0.343618-0.0339828j 0.483037-0.00573794j 0.36821-0.249484j 0.261401-0.0925545j -0.0420527-0.608581j 0.171148+0.208907j 0.162558+0.0588179j -0.687209+0.18356j 0.185532+0.837403j -0.244364+0.108554j 0.245765+0.286857j 0.609627+0.186117j 0.056127-0.96441j -0.256163+0.358854j 0.277347-0.706882j 0.159627-0.571529j 0.912533-0.0512573j 0.763096+0.445567j -0.479655+0.427863j 0.862981-1.05521j 0.908964-0.351428j -0.286504+1.4112j -0.387801-0.187521j 0.824704+0.899119j 0.775039-0.670977j -0.0409686+0.232229j 0.0266011+0.0224874j -0.883396-0.926879j -0.208847+0.00295444j -0.694271-0.897037j -0.250278+0.134999j 0.166705-0.915472j -0.539947-0.227575j -0.318441-0.637381j -0.0772432-0.191127j 0.362133-0.345665j -0.0507117-0.713963j -0.22703+0.445041j 0.397872+0.313374j 0.0933727+0.801466j -0.0458682-0.60124j -0.109423-0.319947j 0.312649-0.742402j -0.222891+0.206428j 0.082657-0.458483j 0.260412+0.156781j -0.113095-0.0287369j -0.105371+0.217631j -0.19708-0.470957j -0.0402115-0.856805j -0.378575-0.451855j -0.212884-0.900886j 0.0161117+0.0490361j 0.207051+0.378551j -0.10686-0.0964009j 0.224278+0.223028j 0.0882113+0.284903j 0.142895-0.17066j 0.395657-0.229534j 0.0596046-0.340314j -0.194619+0.0361341j -0.294414-0.0165577j 0.0449105+0.129875j -0.0355434+0.0646906j 0.0323908-0.00319371j 
0.226236-0.32785j -0.589309-0.705546j -1.42395+0.271369j 0.119699+0.572327j 0.622741-1.00325j -0.205488-0.693096j 0.15729+0.45437j -0.426879+0.314009j -0.0886727+0.153413j 0.0748992-0.337258j 0.0324167+0.0398653j -0.288749-0.0938698j -0.0803395-0.00748532j 0.0120981-0.0693984j -0.0130501-0.0194897j -0.0952769+0.36255j 0.757516+0.244687j 0.641292-1.06586j -0.45474-0.182619j -0.5387-1.25676j 0.966046-0.144377j 2.4524+0.535104j 0.382701-0.205116j 0.127773+0.607263j 0.042624+0.0242783j 0.613762+0.473756j -0.0925191+0.161523j 0.359822+0.0138954j -0.00277986+0.374664j -0.112316+0.259158j 0.0435292+0.29398j 0.0326714+0.0428343j -0.0157397+0.0895249j -0.167667+0.120174j -0.0851362+0.021943j 0.0454666+0.000985034j 0.00195991-0.0138364j -0.123455+0.192125j 0.142125+0.111362j -0.420347-0.335006j -0.223203+0.371997j -0.362584+0.505991j 0.512868+0.23313j 0.607076+0.30713j 0.177389+0.541452j -0.0755277+0.454937j -0.723886+0.451934j 0.0471612-0.511316j -0.822536-0.0463396j -0.561104-0.150897j 0.297874+0.814566j -0.264517+0.879464j -0.808302-0.586952j -0.139319-0.428992j 0.152473-0.504943j 0.279249+0.0211198j -0.486943+1.16456j -0.440327+0.426036j 0.626521+0.55991j -0.142464-0.384014j 0.305481-0.0126298j -0.221912+0.663277j 0.0487833+0.147415j 0.172735-0.163064j -0.107504-0.0812769j 0.0503859-0.501848j 0.191336-0.372256j -0.0291593+0.252435j 0.0301204+0.0834963j 0.0978363+0.391093j -0.0669057-0.755873j -0.236982+0.0472016j 0.0278469-0.321448j -0.09396-0.0809861j 0.0863711-0.102639j 0.399463-0.227974j 0.034567+0.0906222j 0.0626246+0.0693716j 0.0253281-0.278811j 0.0305466-0.17596j -0.0768416+0.0734158j 0.0857471-0.419515j -0.145772+0.0745671j -0.187185+0.0844257j -0.0163204-0.145216j 0.187889+0.117044j 0.0152483-0.0175076j 0.0710438+0.0743474j -0.110817+0.0348586j -0.0551142-0.101278j 0.0432203+0.100319j -0.0588424+0.0513687j 0.0268646+0.0433914j -0.00370224+0.0401311j 0.0174821-0.000487052j 
-0.5017-0.127307j 0.545366-0.565696j -0.746926-0.747173j -0.331684-0.0930406j 0.253227+0.783379j 0.196009-0.425442j 0.302764-0.164487j -0.362811+0.243605j 0.0167879-0.246555j -0.424292-0.39724j -0.129695+0.000181719j -0.211036+0.0477262j -0.138684+0.0058081j 0.302793+0.09759j 0.0745068-0.0198872j 0.226798-0.303404j 0.0796398-0.038123j -0.557769+0.358114j 0.500681+1.04112j -0.580417-0.630035j -0.0539873-0.109018j -0.100094-0.463565j 0.703559-0.0679694j -0.807719-0.555695j 0.109969-0.712491j -0.394436+0.339585j 0.11918-0.0566078j 0.470196-0.135998j -0.0816021+0.428095j 0.290428-0.0730119j 0.128104-0.0663551j -0.16786+0.120513j -0.109027-0.102028j -0.205516+0.243416j -0.0302407+0.0651946j -0.291041+0.169652j -0.0399056+0.0804038j 0.447136+0.0965223j 0.147361-0.689151j -1.06865+0.280872j 0.704839+1.13717j 0.748611+0.0967901j -0.206778-0.969482j -0.615805-0.0399087j 0.303567+0.999766j -0.256201-0.943829j -0.994194+0.603902j 0.395312+0.858889j 0.477259-0.928895j 0.529114-1.3736j -0.973221-0.111267j 0.441872+0.295815j 0.0198113+0.627512j -0.173826-0.20075j 0.314458+0.592499j 0.0372838-0.337101j 0.105296+0.367245j 0.291455-0.640086j 0.0118098+0.0896639j 0.214274+0.609153j 0.279189-0.225086j 0.0813058-0.0998509j -0.161583+0.644853j 0.360295-0.038322j 0.0623864-0.0125601j 0.19536-0.30614j 0.172224+0.128799j -0.073565-0.0372997j 0.0264984-0.394134j -0.0295885+0.132342j 0.0393419+0.15267j -0.0210618-0.432461j 0.220059-0.152385j -0.169778-0.229512j -0.0752272+0.383246j -0.0902911+0.106532j -0.255911+0.190735j -0.141362-0.0483504j 0.198897-0.273236j 0.211448+0.114208j 0.254459+0.15226j -0.0559761-0.159756j 0.0159242+0.0141324j -0.0741787+0.151775j -0.0573174-0.0735948j 0.0643002-0.151119j 0.0108253-0.413833j 0.117105+0.0033038j -0.253034-0.00891164j 0.119709-0.143326j -0.0941335+0.17531j 0.019201-0.0863193j -8.59593e-05+0.0483078j -0.225101-0.10987j -0.0147093+0.13895j 
0.191397-0.671951j -0.640064+0.197253j 0.687609-0.502833j -0.132735-0.203491j 0.905772+1.02206j -0.350736-0.15042j 1.25078+0.148965j -0.016991-0.237149j 0.0864721+0.0476521j 0.230943-0.427601j 0.281238+0.272704j -0.229466-0.0322878j -0.227552+0.271444j -0.376459+0.106813j -0.122344+0.023204j 0.543171+0.914329j 0.939858-0.846029j 0.334544-0.591848j -0.463359-0.401621j -0.0896995+0.192038j -1.14429+1.21024j -0.128924+0.0197834j 0.364617+0.949602j 0.0553476+0.249447j -0.141081-0.0529422j 0.274391-0.210933j 0.338349+0.586304j 0.688061-0.0716688j -0.177026-0.254923j -0.11553+0.008646j 0.263695+0.410675j 0.100596-0.160135j -0.182529-0.0827072j -0.0389418+0.0840475j 0.0164527+0.313302j 0.158788-0.335698j -0.00198145-0.113748j 0.0737815+0.712407j 0.641933-0.0764858j -0.528073+0.360408j 0.476266+0.472959j -0.092975+0.712244j 0.988078-0.0364346j 0.601956-0.0459062j 0.39051-0.0666988j 0.0193414+1.00292j 0.0873019-0.304552j 0.587842+1.40469j -0.0954906-0.314976j 0.742149-1.18681j 0.176745+0.143095j 0.0654436-0.651769j 0.200942+0.567239j -0.327749-0.314352j 0.176888+0.24179j -0.12329+0.0311938j 0.440705-0.304532j -0.00378244-0.0763556j -0.721444+0.238675j -0.150449+0.695757j -0.0665083-0.0394588j -0.775588-0.320019j 0.0520856-0.158015j 0.353881+0.679937j -0.291519-0.0136562j -0.0345529+0.296147j 0.177493+0.0547553j 0.0576827+0.136105j 0.1988-0.472376j 0.353768-0.562977j -0.08562+0.122237j -0.0411157+0.255683j 0.268965+0.686057j -0.287616-0.258171j 0.275701+0.269627j -0.0266203-0.257385j 0.129019+0.115366j 0.150873-0.250591j -0.0312397-0.144366j 0.245746+0.399628j -0.15438+0.210589j -0.0338845+0.220498j 0.0614291+0.24803j -0.0641766-0.413199j 0.0622934+0.271988j 0.0703941-0.273993j -0.0427701+0.0721255j -0.240621+0.128041j -0.14639+0.212782j -0.0835704+0.372371j 0.282532-0.167361j 0.0684863+0.0816515j 0.0385685-0.0393096j 0.150498+0.0298246j -0.00858215-0.0536938j 
0.906278+0.686423j 1.01046-0.21766j 0.296167+0.644009j 0.691234-0.549009j -0.247118-0.13246j -0.365178-0.319833j -0.166238+0.0885246j 0.12812-0.449235j -0.601919+0.540467j -0.206771-0.278983j 0.0365447+0.449112j -0.0605848-0.43995j 0.356742+0.134451j -0.203848+0.435156j -0.156556-0.1061j -0.656829+0.311546j 0.629276+0.111616j 1.05456+0.301919j -0.822143-0.234596j 0.671555+0.495362j -0.128573+0.247489j -0.110671-0.151j -0.038232-0.453278j 0.668279-0.268638j -0.478727-0.576436j -0.482951+0.397676j -0.472186+0.100134j 0.211721-0.145151j 0.612844-0.0164487j -0.106085+0.174412j -0.127195+0.36875j 0.200718-0.282226j -0.108631-0.105348j -0.36445-0.357979j 0.391013+0.0145864j -0.183594-0.338029j 0.100733-0.050845j 0.0447017+0.784733j 0.812552-0.568395j -1.02489+0.573893j 1.34148+0.96366j 0.32593-0.361673j -0.47375-0.513619j 0.422705+0.226863j 0.20759+1.21057j -0.0509914+0.776869j -1.01594+0.905866j -0.34452+0.242483j 0.961772-0.523474j -0.0469662-0.13982j -0.82929-0.413527j -0.0300575-0.157767j 0.289256-0.380911j -0.0757509+0.261796j 0.231414-0.12782j 0.159307-0.388704j 0.0094896+0.167631j -0.281535-0.361444j -0.00636081-0.116246j 0.337552-0.438406j 0.51045-0.0524189j 0.306867-0.267289j 0.233038+0.364565j -0.441589-0.205929j -0.0807724-0.224796j 0.227585-0.0907202j 0.202704-0.346585j -0.204781+0.211167j 0.0414134+0.144755j 0.282446+0.191336j -0.0742057+0.194983j 0.418601+0.237136j -0.0265422-0.0898995j -0.093069-0.414713j 0.0417727-0.375319j -0.139085+0.0188577j -0.090532-0.462097j 0.343954-0.173922j -0.00542326-0.13239j -0.10071-0.0500231j -0.406584-0.0218756j 0.125242-0.13415j -0.19404+0.00035631j 0.00289489-0.167722j 0.100086+0.0819369j 0.122611+0.221987j -0.138088+0.108095j -0.0815987+0.0333964j 0.185655-0.0228499j -0.0100941-0.113875j 0.0301938+0.0238497j -0.219578-0.0809129j 0.0641272+0.218568j -0.127057-0.185952j -0.0843205+0.113318j 
-0.172866-0.786174j 0.0386267-1.20547j -0.398804-0.734684j 0.541113+0.435048j 0.0901128-0.116271j -0.0630884+0.562413j 0.2411+0.276313j -0.0831547-0.0533992j 0.00488106+0.0557325j 0.30301+0.462026j 0.370992+0.344315j -0.0604414+0.0943285j -0.300337+0.384608j 0.10491-0.0036804j 0.0512818-0.0111407j 1.06771+0.208541j -0.421269+0.167187j -0.304273+0.241437j 0.752159-0.301742j 0.783863+0.907643j 1.01866+0.154591j 0.288254-0.167679j 0.189861-0.0181059j 0.0496463-0.0432369j -0.0261988+0.230398j -0.0337281-0.0767252j 0.211834+0.32062j 0.250635+0.0796267j -0.142464-0.224321j -0.0666471+0.0337365j -0.220793-0.243611j -0.0979224-0.0395377j -0.562075-0.142194j 0.0221543+0.224759j 0.0357525+0.246424j -0.116661+0.140404j -0.0476151+0.0394057j 0.802095+0.0501637j -0.028554-0.814679j -0.0290376+0.428419j 0.578793-0.179624j 0.375129+0.645848j 0.793571-0.779977j 0.474909+0.914434j 0.212918+0.0687634j -0.693051+1.2728j 0.487021+0.0495233j -0.237118+0.508317j 0.916481-0.318524j 0.870013-0.151899j -0.814692-1.1878j 0.258373-0.222614j 0.626379-0.403773j -0.300051+0.114823j 0.260404-0.572444j 0.0872237+0.320548j -0.04395+0.135405j -0.432012+0.0540481j 0.605339+0.0853148j -0.294538-0.453j -0.175512+0.105596j 0.233272+0.282877j -0.0758368-0.179268j -0.100969-0.168722j -0.0526569-0.0469414j 0.0819936-0.168051j -0.251225-0.0802512j -0.0432223+0.168059j 0.349778-0.228164j -0.100065+0.162336j 0.127482-0.318994j 0.0685611-0.194951j 0.348079-0.304462j -0.208816+0.0586797j -0.0321229+0.0806318j 0.126484+0.0461953j -0.183266-0.0437601j -0.26369+0.0832646j 0.0831076-0.258602j -0.295193-0.240191j -0.122023-0.0282763j 0.030458+0.039525j 0.186635-0.196485j -0.181702-0.100629j 0.0968023+0.0358668j -0.179557+0.0433236j -0.123085-0.504244j 0.0233741+0.169353j -0.15901+0.282317j 0.200801-0.310797j -0.033754+0.0973401j 0.0937989-0.0144147j 0.00177759-0.0142915j -0.131087+0.0170171j 0.035286+0.0560547j 
