0.0104762+0.0512088j -0.0101553+0.0442012j 0.00815862+0.000309893j 0.00311486-0.0318044j 0.0080976+0.0146852j -0.00666641-0.0112706j -0.00971225+0.00883817j 0.000298688-0.0126684j -0.00446839+0.0100605j 0.00401399-0.000510631j 0.00534262+0.00239826j -0.00501728-0.00251588j 0.00929728+0.0241054j -0.00852353-0.0561552j -8.8848e-05+0.0261127j -0.0161075+0.0156826j 0.0192035+0.0302748j -0.00120691-0.0302567j 0.00759261-0.005198j -0.00260561+0.0178215j -0.00104897+0.0149332j -0.00397832-0.0162302j 0.000859199+0.0161354j 0.00115238+0.0102901j -0.000377912+0.0391293j -0.000444755-0.0228416j 0.00195912-0.0212306j 0.00131006-0.0185246j 0.000110195-0.0149969j 0.00114986-0.00968399j -0.00196158-0.0313191j 0.000236176-0.0116398j 0.00174948+0.0420032j -0.000884516-0.0106371j 0.00182528-0.103433j -0.0021111+0.111027j 0.00336008+0.0253205j 0.013856-0.0359596j -0.00135227-0.0923768j -0.0180428-0.0427424j 0.0200676-0.0402195j 0.0154026+0.0222023j -0.00294007-0.108589j -0.0163594-0.0140384j 0.0116062-0.00487706j -0.010838+0.0276039j 0.0102518-0.0368731j 0.00614497+0.0321521j 0.0157805+0.0100313j -0.012072-0.0406744j 0.00499905-0.0141778j 0.0114291-0.0106404j 0.000270572-0.0195723j -0.00097989+0.0178865j -0.0067968+0.00794207j 0.00603823-0.00372678j 0.0114532+0.00796541j 0.00010282-0.0349421j 0.00984286+0.0260536j 0.00512081-0.00440741j 0.00247558-0.0239635j 7.43188e-07+0.0123107j 0.00309844+0.0165977j 0.00676655-0.0283682j -0.00107549-0.00590884j -0.0112822+0.00352182j -0.0108341-0.00383307j -0.002634+0.0325825j -0.0107905+0.0110762j 0.00588567-0.00210188j -0.00726809-0.0065267j 0.0163072-0.00329204j 0.000787108-0.0121865j -0.00900245+0.00507798j 0.00266261-0.000977721j 0.00810356-0.0135775j -0.00809278-0.00273511j -0.00162835+0.0180402j -0.0031567-0.0175619j 0.00307002+0.00554554j -0.00211111-0.00100389j -0.0156681-0.0156141j 0.0152442-0.0116748j 0.00997483+0.013952j 0.00227086-0.0112057j 0.00895677+0.00930851j -0.00640007-0.00191293j -0.0487884-0.0175399j 0.0183356-0.0151726j 0.0287175+0.0227771j 0.0144533-0.0260297j 0.334355+0.00599821j 0.0123645+0.00626772j -0.0161584-0.0150728j 0.0589513-0.0508803j 0.13322+0.0673882j -0.0182988+0.264782j 
-0.0313314-0.0408766j 0.0465445-0.0705562j -0.0230505-0.0062204j -0.0207786-0.0118083j 0.0631676-0.0258489j 0.00390088+0.0221804j 0.0373277+0.0116829j 0.0592189+0.00701392j 0.0268724-0.00745909j -0.0406327-0.00251137j 0.0090986-0.00595639j -0.0179466+0.0122599j 0.0400422-0.0240721j 0.0254274+0.0588878j -0.0263386-0.018692j 0.0207095+0.0422961j -0.00864445+0.0362622j -0.0184742+0.0322148j 0.00251418+0.0375346j -0.000995838-0.0902789j -0.0143602-0.0496085j -0.00414636+0.0226981j 0.0202075-0.0472808j -0.00278993+0.0278467j 0.0148082-0.0618097j 0.0113793-0.0249852j 0.00321836+0.00770361j 0.00264271+0.0030332j 0.0124207-0.0123599j -0.0174809-0.00455616j 0.0322139-0.00512738j 0.00515881-0.0207269j -0.0151281-0.0311348j -0.00463925+0.0401001j 0.00978701+0.0306526j 0.00193002-0.022574j 0.00526272+0.035641j -0.0891553-0.0175945j 0.0196918+0.0350971j 0.0644268+0.0293207j -0.0869072+0.048595j -0.00179835+0.0263727j -0.0193653-0.134446j 0.111183-0.0536603j -0.0214765-0.079762j -0.120607+0.01037j 0.00544907-0.19354j -0.0362347-0.0126304j 0.015108+0.0672154j 0.096467-0.179264j 0.00692738+0.296917j 0.0869491-0.0762019j -0.0626316+0.148337j 0.00448469-0.0777656j 0.342187+0.100204j 0.215677+0.0406477j -0.102626+0.0518835j -0.120669+0.0499174j -0.0150986-0.10808j 0.085791-0.0800763j -0.0590812-0.0462188j -0.0543537-0.0332725j 0.137644-0.0257143j -0.0548012+0.0505528j 0.0848258+0.0465708j 0.0996749+0.0166968j -0.0129125-0.0217945j -0.0719484-0.0600871j -0.0933398-0.0265373j -0.085917+0.0223818j -0.0647933+0.0454956j -0.00535732-0.0401063j -0.0871803-0.00564309j 0.0487429+0.0625022j 0.0504418-0.0259692j 0.0455369+0.0522272j 0.0469559+0.00708381j -0.0225025-0.065746j 0.000852725+0.00334933j -0.0225804-0.0147983j -0.0134025-0.0596277j -0.0310658-0.0272279j 0.0203624-0.0193652j 0.0610605-0.0587305j 0.0497233-0.00796793j -0.0110925+0.0350671j -0.0380027-0.0190452j -0.0036897-0.0129074j 0.0106493-0.0124987j -0.000722143-0.0762473j 0.0068533-0.0519157j 0.146488-0.0487211j 0.112143+0.0399019j 0.00552768-0.0079043j 0.0247832-0.0311699j 0.0312119+0.120834j -0.00434688+0.115856j 
-0.00366459+0.0252463j -0.0192327-0.0139158j 0.0146593+0.00620751j -0.0165341+0.0341156j -0.0572626+0.0214814j -0.0849784-0.0194605j -0.00457945-0.0235942j 0.0716697+0.00844929j 0.0619164+0.0123102j 0.0448988+0.00744221j -0.0149585+0.00826579j 0.0256616-0.00632611j -0.000246233+0.0279656j 0.00739892-0.00902361j 0.00038056-0.0090167j -0.0116104-0.0100281j -0.00285351-0.0289079j 0.0218702+0.0478513j 0.0183688-0.045348j -0.00973287+0.0418495j 0.0043012+0.0118424j -0.0093071+0.0461733j -0.00167722+0.0518292j -0.0162322+0.0631411j -0.00946625+0.017768j -0.00574308-0.0058544j -0.00416237-0.0013747j 0.00866531+0.022216j 0.00738592-0.032715j 0.00244364-0.0133492j 0.000428931+0.00538764j -0.00473664+0.00135897j -0.000887091-0.0187821j -0.00377394-0.0153672j 0.0129893-0.0246695j -0.00672527-0.0286421j -0.0349361-0.046472j 0.0175868-0.0137227j 0.0232401+0.0115881j -0.0635283+0.0515919j -0.0179667+0.0128594j 0.0122358+0.077768j -0.00283257+0.00800659j 0.0816153+0.0197537j -0.0256616-0.0786401j 0.127071-0.1044j -0.0196065+0.0487904j -0.000124982+0.281368j 0.0663328-0.106197j -0.0324986+0.102925j -0.184179+0.202702j -0.0978812-0.115388j 0.111203+0.258496j -0.011028+0.0853625j 0.00475487-0.099003j 0.370087+0.050968j 0.087055-0.185871j 0.0224903-0.158262j -0.149514+0.07275j 0.0507799+0.00265484j 0.221364+0.000465513j 0.226847+0.113048j 0.0686664+0.00820868j 0.113759+0.0152392j -0.0257534+0.0164423j 0.0558695-0.0157207j 0.0035319-0.055808j 0.127265+0.0222468j -0.0426993-0.0161674j -0.0129993-0.0271931j 0.0427608+0.0474633j 0.0224578+0.00449953j -0.049109-0.00581626j -0.033984-0.0207546j -0.0318595+0.0144901j 0.030337-0.00793832j -0.026365-0.0115738j 0.00384941-0.023039j 0.0294083+0.0221187j -0.00059318+0.00208337j -0.0204574+0.0143439j -0.00657816+0.0273733j -0.00890112-0.0019225j -0.00970589+0.0340016j -0.0138134-0.0277468j -0.0226922-0.00733164j -0.0285054+0.0150079j 0.0123558-0.013533j -0.00771344+0.00678216j 0.00188543-0.00982461j 0.0238927+0.0259833j 0.0470502+0.0417379j -0.113329+0.0331442j -0.0266814-0.0182455j -0.000209551-0.0209365j -0.00251702-0.0924654j 0.0200253+0.0597001j 
-0.0231765+0.0665643j -0.0599968+0.00754325j -0.0791998-0.0164208j -0.036284+0.0493114j -0.0200922+0.0127012j 0.0649761+0.0159042j -0.00700353+0.00379673j 0.024639+0.00554919j 0.00262853-0.0155642j 0.00897138+0.0250521j 0.0358335+0.0516567j 0.0296318+0.0141919j 0.00721341+0.00862512j -0.0462-0.0190265j 0.0123945-0.00640711j -0.0401635-0.00654308j 0.00186847-0.0561556j 0.00837791+0.105508j 0.00525458-0.0276859j 0.000259648-0.0585375j -0.00115961+0.0688807j 0.0243619-0.085405j 0.00402612-0.0597099j -0.0107125+0.0251676j -0.0319435+0.00982464j -0.00534215+0.0136687j -0.0109216+0.0145229j 0.0112037+0.00839494j -0.0108448+0.0139037j 0.010925+0.0435864j -0.0203308-0.0411092j -0.00389491+0.00204291j -0.032229+0.0189291j 0.000589317+0.0212122j -0.00271689-0.0241483j 0.0111-0.0400342j -0.0385618-0.0562165j 0.0430561-0.00821172j 0.0447145+0.0483625j -0.113395+0.0862721j -0.00792371+0.0227162j 0.0265284+0.22535j 0.0103706-0.186614j 0.254212-0.0121073j -0.107032+0.00595201j 0.038094+0.104236j -0.0451524+0.162449j 0.0686266-0.260072j -0.0521574+0.0053808j -0.00348123+0.0724081j 0.199442+0.0829459j 0.141316-0.0267126j -0.240717-0.0274304j 0.0926116+0.0404286j -0.0228611-0.0225923j 0.0164012+0.0146083j 0.0667697-0.114363j -0.0410863+0.0679542j 0.106754-0.0622261j -0.0211315-0.0692517j 0.183138+0.0741512j -0.0720605-0.0357531j -0.0351562+0.0739425j 0.0506084-0.0296296j 0.146359+0.0365225j -0.079885-0.015555j -0.012262+0.0473728j 0.00229306+0.0266311j 0.0126576+0.0349173j -0.0417924+0.0188922j -0.0112855-0.0143605j 0.0833046+0.0130788j 0.0820961+0.00782371j -0.010541+0.0162177j 0.0113055+0.0047964j -0.0203452+0.00949853j 0.0115952+0.0453046j -0.00347894+0.0324046j -0.00370578-0.0169032j 0.0253791+0.0131144j 0.00283886-0.0390575j 0.0637525+0.00866092j 0.0317853-0.00545824j -0.0139774+0.0142558j 0.0468685+0.0270004j 0.0540968-0.0402159j 0.0225099-0.021514j 0.101054-0.0227904j -0.0261963-0.0332026j 0.000736522+0.0393617j -0.015033-0.0558134j 0.106331+0.0332251j -0.0806259+0.022693j -0.0234322+0.119983j -0.0174171-0.0518653j 0.00403734-0.061055j 0.02002+0.0952026j 
-0.0145919+0.0605778j 0.000496569+0.0180549j 0.0363792-0.0210087j -0.0293321-0.0434923j -0.0167454-0.0196063j -0.055223+0.0275561j -0.011849+0.0153699j 0.0376696+0.00758807j 0.0192264+0.00787113j 0.0463478+0.0202003j 0.00538977+0.00803592j -0.00427398+0.0325992j 0.0311607+0.00751832j -0.00971088-0.021101j 0.00184092+0.00204198j 0.0114483-0.00865463j -0.0191328-0.0144809j 0.0148777-0.0920782j -0.0138959+0.0666637j 0.0191805-0.128864j -0.0146444+0.0396133j 0.00917233+0.0604649j 0.0150388-0.0486416j -0.00734573+0.0116795j 0.00669597-0.0205458j -0.0121342+0.0131536j -0.00949618-0.011802j -0.0121489+0.0104534j -0.0107278-0.010365j -0.00903279-0.0187277j 0.00697525-0.0232057j -0.0021141-0.0169799j -0.00610132-0.011538j -0.0176355+0.0214077j -0.0134414-0.0236079j 0.0150657+0.0246785j -0.0203872-0.0474337j 0.0655781+0.0389113j -0.0127485+0.00808074j -0.0607937+0.016403j 0.0486398-0.0389618j 0.0208842-0.0588271j 0.00944457+0.0334944j -0.0601003-0.138523j 0.0525084-0.331054j -0.182158+0.00348492j -0.0492771+0.164565j -0.0151225+0.00359987j 0.229055+0.12455j 0.159508-0.0971736j 0.080673+0.0662449j -0.220221-0.0269387j -0.21759-0.0172201j 0.0697455-0.0410569j 0.129547+0.00246131j 0.019071+0.0216074j 0.00205416-0.134102j -0.0627999-0.000962275j -0.0616902+0.0490187j -0.0977269+0.097918j 0.112701+0.0284859j 0.110011+0.0377871j -0.123864+0.0122641j 0.0183832-0.0843844j -0.0453827-0.0522097j -0.0257901-0.0451458j 0.0676187+0.00344988j 0.0317189+0.0545518j -0.00405744+0.0110176j -0.0758803-0.00665144j 0.00674006+0.0096026j 0.0258991+0.00463043j -0.00708465-0.0223523j 0.0180035+0.0427737j -0.0481074-0.00106955j -0.0462307+0.0106182j 0.0797902+6.89558e-05j 0.0121743+0.0507838j 0.00744288+0.0122681j -0.0460374+0.0541551j 0.0366304-0.0141333j 0.0212189-0.050067j -0.0185681-0.0426059j 0.0484034-0.045161j 0.0607856+0.0242343j 0.0483918+0.0450642j 0.0135533-0.0658974j 0.033208+0.0261018j 0.00664075+0.00966313j -0.0303202-0.019615j -0.0187657-0.08797j -0.195838+0.0169512j 0.00196775-0.0806355j 0.007988+0.01802j -0.022109+0.000403585j -0.0232038-0.0336962j -0.0120432-0.162178j 
-0.000348378+0.0251399j -0.010565-0.0236251j -0.0117529-0.001729j 0.0554916-0.0195631j 0.0566414+0.00235668j 0.00571654+0.00999927j 0.00490632+0.0324711j -0.00779315-0.00945164j -0.0134554+0.0175487j -0.0218639-0.000791979j -0.0134705+0.00735664j -0.00969766+0.00426333j 0.00630231-0.00313237j -0.0230215+0.00749145j -0.00424982-0.0378608j 0.0209387+0.00283606j 0.0313572-0.0431176j -0.00426213-0.0470527j 0.00510309+0.00116317j 0.00473427-0.0442574j 0.011403-0.0924338j -0.00353186-0.0260267j 0.000622853+0.0203207j 0.00366271-0.00419526j 0.0126463-0.0162287j 0.00136723+0.00439052j 0.00146875+0.0437486j -0.00130121+0.0128943j 0.00137716+0.0101973j 0.00401866-0.0147418j -0.000143412+0.0215911j 0.00331676-7.33789e-05j 0.011096+0.00210819j -0.00759669-0.00336376j -0.0142474+0.00129569j -0.0275244-0.0473145j -0.0358497-0.0493265j 0.0291125-0.0396719j 0.0527574+0.0211831j -0.0638559+0.029558j -0.0402324+0.0333617j 0.00887205+0.106722j -0.0197095+0.0817981j 0.0140411-0.0400522j 0.000545439-0.0101146j -0.0296794+0.000290706j 0.0313674-0.304884j -0.0103331-0.0594873j 0.118473+0.0237486j 0.114161-0.0606039j 0.00982263-0.0203722j 0.214255+0.0594257j 0.148743+0.000289217j -0.0968327-0.0144079j 0.166118+0.01302j -0.0989134-0.0236763j -0.0666591-0.015877j 0.026993+0.000950562j 0.0139274+0.00128462j 0.0411466-0.0264012j -0.0676518-0.0207586j 0.00650042+0.0173353j 0.0374374+0.0255187j 0.0776425+0.0259319j -0.00614168+0.00437417j 0.0026105-0.00162151j -0.00531502+0.00118526j -0.0301889+0.0345856j -0.0341032+0.0377856j -0.0268047+0.0243744j -0.00827774+0.0204189j 0.0314767-0.00874499j 0.0275405+0.000486136j -0.0332166+0.0266987j -0.017199+0.0198133j -0.0142367+0.0182613j 0.0225712+0.0370088j -0.00105156+0.0303509j -0.00928485+0.019661j -0.034423+0.0574028j -0.0291087-0.0242392j -0.0530001+0.0486685j -0.0337307-0.0443034j -0.0120659-0.00983827j -0.0280996+0.0262707j 0.0227718+0.00864382j 0.127261-0.0273452j 0.0841961+0.0343129j 0.0434496+0.0198454j -0.00538054-0.0618697j 0.000426525+0.0799171j -0.0184138+0.104056j -0.286042-0.00291314j -0.0028812+0.126272j -0.0209935+0.0839075j -0.0212977-0.233734j 0.0255884+0.0256875j 
-0.00149983-0.0306629j -0.00164245-0.0402113j -0.0500532+0.0122657j -0.0245051+0.0832555j -0.0119793+0.00339535j 0.0396878-0.0056935j 0.0222576-0.0216825j 0.0108556+0.00330726j -0.00138773-0.0133288j -0.0111188-0.00360757j -0.00194389-0.000366836j 0.00145207-0.00111749j -0.00723128-0.0130503j -0.00440646+0.00216357j 0.0332405-0.042833j 0.0227328-0.0254302j -0.00878503+0.00559445j 0.0063422+0.155685j 0.00808643-0.0483331j -0.0117101+0.00797137j -0.00296546+0.00500949j 0.000614451+0.000992942j 0.00187253-0.0350527j -0.00237822+0.00155511j -0.0140338-0.0237181j 0.0115579+0.00813641j 0.00504689+0.0143215j 0.00450427+0.0072772j 0.00767339+0.0109107j -0.0115721+0.00875633j 0.00617265+0.0144364j -0.00480194+0.00424652j 0.00763914+0.00888772j 0.0213871+0.024583j 0.00117323+0.0425161j -0.0410949-0.0459388j -0.00462963-0.0573905j -0.0243067+0.000819532j -0.0225497-0.0222276j -0.0037765+0.084159j -0.0397843+0.0533157j 0.0032764+0.112135j -0.00232781-0.136066j 0.237826+0.0484718j -0.108232+0.0623776j 0.116644+0.0043371j -0.0305263+0.0323879j 0.0340993-0.0175877j -0.133966-0.0123167j -0.0168819-0.0400457j -0.00885767+0.0203213j -0.0059263-0.026431j -0.0534506+0.00572598j -0.0386939+0.0424677j 0.0369834+0.0535008j 0.0119079-0.00488688j -0.0486811+0.0534595j 0.0248312-0.0192532j 0.0266986+0.0142532j 0.0252888-0.0432024j -0.00965966-0.0423267j -0.0118672+0.012365j 0.0372894+0.00805945j 0.0185556-1.24153e-05j 0.00491173+0.0213034j 0.00684817+0.0184269j 0.0287637-0.0252238j -0.0257743+0.0329838j 0.00275068+0.015355j 0.036405-0.00416034j 0.0430972-0.00409644j 0.0198072-0.020988j -0.0146733-0.0128008j 0.0222261-0.0220378j 0.0671725+0.00984738j 0.000176099-0.0483759j 0.0287071+0.00240718j 0.0252723+0.0190263j 0.0548847-0.0197717j 0.0129243-0.0324973j -0.0323911-0.0343808j -0.0411532+0.0228672j 0.0664221+0.00420956j 0.019599-0.0128913j -0.0371294-0.0322034j -0.00208049+0.0226478j 0.00368551+0.0626006j -0.244303+0.0221298j 0.0696975-0.0870532j -0.0457193-0.0475221j 0.00388016-0.01915j -0.211556-0.0117714j -0.0452128-0.0525035j 0.0262988-0.197362j 0.0412712+0.209382j -0.0110636-0.0535027j -0.00803319-0.146486j 
-0.0179172+0.126823j -0.0491458-0.0576221j -0.0309928+0.0473456j 0.0887469-0.00596375j 0.0430083+0.0541238j 0.0192554-0.0351432j 0.0167834-0.0122163j -0.00831195-0.00689646j -0.00106513+0.0011047j -0.00696516+0.0177475j 0.0126476+0.0275518j 0.00781111-0.0230842j -0.0130616+0.0466443j 0.0181797-0.057361j 0.029758+0.00372825j 0.00630359+0.00765259j -0.00467583-0.0787886j 0.00147248-0.0645201j -0.00478022-0.112726j 0.0133897+0.0169406j 0.0236049-0.0488259j 0.0102877-0.00573405j -0.0143294-0.0153817j -0.00445854+0.000836134j -0.00207736+0.00135358j -0.00298046-0.0183452j -0.00818358+0.00933703j -0.000546701-0.00134046j -0.00216861-0.012808j 0.0235919+0.0213247j -0.00324297-0.0207282j 0.00734378+0.00640567j -0.00435996-0.00335175j -0.00138222-0.0422013j 0.00533342-0.0198251j 0.0236982-0.0227855j -0.139125-0.112129j 0.0459734-0.0424836j 0.0166683+0.023637j -0.187966+0.0915742j -0.0479116-0.0217411j 0.035358+0.155569j -0.0216829+0.171109j -0.0691592+0.0255573j 0.00337918+0.0643142j 0.200892+0.0476193j 0.00593389-0.182317j 0.0995713-0.0560053j 0.0785066+0.0392128j 0.112685-0.109429j 0.0141262+0.0209831j 0.172198+0.0337255j 0.0917952+0.0160097j -0.0713748+0.0145775j 0.146156+0.015662j -0.0721006-0.0187245j -0.00954246-0.0209125j 0.0116058-0.0390752j 0.0114539+0.0305369j 0.0307022-0.0201395j -0.0487653-0.00710558j 0.0410027+0.0276768j 0.0214271+0.035208j 0.00753061+0.00587469j 0.0190839-0.00357312j 0.0314418-0.0160756j 0.0299128+0.0110937j -0.0100768+0.00505061j 0.00578761-0.00714322j -0.0416506+0.00372526j 0.0479745-0.00655992j 0.00861435+0.0144677j 0.0255571-0.0300405j 0.0184598+0.0205924j -0.0390505+0.0114176j -0.00293545-0.0151815j -0.00672644-0.0105191j 0.0294639+0.0406713j 0.0100127-0.00341679j 0.0208037+0.0308108j 0.0645989+0.0131801j 0.145723-0.0443306j -0.000451479-0.00161235j -0.00737775+0.0407034j 0.0660455-0.0181892j -0.0162471-0.000411889j -0.184908-0.0159537j -0.0266759-0.0349064j -0.079897+0.00337562j -0.0130646+0.122546j 0.0219738-0.135063j -0.103194-0.000796387j 0.0318967-0.0173527j -0.0484891-0.157568j 0.000431001-0.130285j -0.00860228-0.0099605j 0.00785354-0.0761826j 
-0.106548-0.0353771j 0.017426-0.170756j 0.0411993+0.0298109j -0.0128594-0.0368534j -0.00203809-0.000830964j -0.00712826+0.015409j -0.0204035-0.0193235j 0.00412914+0.0338254j -0.00045336-0.0319342j 0.021837+0.0205506j 0.0219286+0.00955825j 0.00293868-0.0331232j 0.0273552+0.029555j -0.0312759+0.0201636j 0.0213345-0.0775624j -0.0233829+0.135814j -0.0282741-0.0354494j 0.0108564-0.103453j -0.0180867+0.0718117j -0.0114858-0.00295221j -0.0121481+0.0370215j 0.0220603-0.0426791j -0.00796101+0.0240491j -0.00974262-0.00587434j -0.00336984-0.00679726j 0.0101606+0.0123802j -0.0193042-0.0103364j -0.0189699-0.0307348j -0.00204789-0.00672751j 0.00256704+0.0150794j 0.0121679+0.0142334j 0.00345785+0.0138019j 0.0099658-0.0274776j 0.00430903-0.0280706j 0.00332399+0.0415547j -0.056593-0.0501852j -0.0999668+0.152067j -0.150345-0.192309j 0.0469715-0.0727069j 0.0413607-0.165299j -0.264301+0.0199272j -0.0416932-0.0941377j -0.0457065+0.0894319j -0.215043-0.0359495j 0.0852325-0.00795886j -0.168644+0.0427558j 0.00660574+0.0867618j -0.0221099-0.101182j -0.0170102-0.0241653j -0.0559299+0.0847023j 0.0573024+0.0272129j 0.0444352-0.00816488j -0.0481289+0.0163919j 0.0265688+0.0556527j -0.109178-0.025697j 0.0268049+0.00599464j 0.0705684-0.0501553j 0.0447934+0.0167413j 0.059105+0.00154834j -0.0154673-0.0197982j 0.0730503+0.0415388j 0.0283321-0.00337992j -0.00171021+0.0237497j 0.0311941+0.0178144j 0.0621172+0.0122054j -0.032094+0.00286073j -0.000525661+0.0322117j -0.0298363-0.00938937j -0.0155791+0.0204853j -0.00245175+0.0147497j 0.0170876-0.00852429j 0.06439-0.0178295j 0.0095995-0.00397037j -0.00528306+0.0102015j 0.0134982+0.0104585j -0.00440691-0.000332941j 0.0864081+0.018386j 0.0326101+0.0140903j 0.0723013+0.0142839j -0.0162824+0.032851j 0.0184847-0.063098j -0.000970558-0.0205621j 0.026192-0.0275439j 0.00348149-0.0236664j -0.00171277+0.00192532j -0.0312115+0.0680489j -0.127441+0.00275213j -0.113152-0.0255217j -0.0107956-0.018666j -0.00965196-0.00773481j 0.0585436-0.0195584j 0.100041+0.00395821j -0.0758716+0.0626265j -0.0186898-0.164351j 0.0545008+0.0131745j 0.0238961-0.0418386j 0.0233664+0.114683j 
0.000838349-0.0292021j -0.00821254-0.0371542j 0.0211245-0.0214158j -0.0821241+0.00133466j -0.00723078-0.0167117j -0.0026846+0.020739j -1.48887e-05+0.011643j -0.0135251+0.00625969j -0.00162906+0.000888145j 0.00237956+0.00136845j 0.0149255+0.00134409j 0.00900345+0.0116123j 0.000476255-0.00391026j -0.000139282+0.0292467j 0.0225974+0.0109604j 0.00848774-0.0233367j 0.0292743-0.00427749j -0.00708758+0.0828579j -0.015947+0.150669j -0.00231857-0.00365517j -0.00145695-0.0159187j -0.00291058-0.00549939j 0.0112412+0.0106853j -0.00136504-0.00873749j -0.0025847-0.0290119j 0.00122098+0.0136999j 0.00459703+0.0213074j 0.00622922+0.0185931j 0.00178116+0.00921669j -0.00481297+0.00171269j 0.00587575+0.00758363j 0.000962412+0.00106483j -0.0273082-0.0549791j -0.0141866-0.00303807j 0.0243454+0.0291172j 0.021974+0.00731359j -0.0189925+0.00431286j -0.0306967-0.064425j -0.038767+0.0611246j 0.0376818-0.0648404j -0.0276501+0.110276j 0.00533556-0.222639j -0.00319051-0.130587j 0.0654346-0.00777782j -0.00784509+0.0288583j -0.248333-0.021971j 0.0486203-0.0433382j -0.131023-0.0352543j -0.175158-0.0134068j -0.113765+0.000406987j -0.0243033-0.0268791j -0.0340744+0.00151647j 0.0313044+0.00893135j -0.0600611+0.0426572j 0.0394914+0.0185901j -0.0289186-0.0233209j -0.0448048-0.0179742j 0.0300429-0.0121503j -0.00124545+0.0133959j 0.0157078-0.0308945j 0.0145356-0.0176631j -0.00168466+0.0267707j -0.00139675+0.0267953j 0.0550179-0.017479j -0.0107131+0.021691j -0.00999016+0.00540031j -0.00919253-0.00746909j 0.0344064+0.0415214j 0.0162604+0.0207045j 0.017384-0.00715605j 0.00949466+0.0137586j -0.000237838+0.00920594j 0.0227069+0.0187219j -0.0260584-0.0146756j 0.00328552+0.0065183j -0.00190596-0.0212927j -0.0536695+0.0118398j -0.0298389+0.00011054j -0.05442+0.0179738j -0.00741031-0.0278457j -0.0282771+0.0235588j 0.0421267+0.0397047j 0.000831743+0.00149412j 0.0677928+0.000369088j 0.105141-0.0274833j -0.00979939-0.084415j -0.0957575+0.00150424j -0.0155356+0.0159413j 0.0120984+0.0312255j -0.0445189-0.0573232j 0.0236854-0.136742j -0.0783448+0.0788964j -0.175588+0.0105904j -0.070737-0.0904246j 0.0146079-0.0184882j -0.0363521-0.162275j 0.0264538-0.0256711j 
-0.033859+0.175609j -0.0890958-0.0607841j 0.0153984+0.00288782j -0.0779561-0.0374428j -0.0180491+0.0310487j 0.0126511+0.00949816j 0.0290401+0.0222316j -0.0148002+0.000544733j 0.0182896+0.00595756j -0.0153747+0.0198737j -0.0135666+0.0377942j 0.0156746+0.00709157j -0.0247254+0.0284106j -0.0118841-0.0542703j -0.0033315-0.0118147j -0.0312872+0.00810474j 0.00647919-0.121971j -0.0144776+0.10944j -0.0248533+0.0860955j -0.0171382+0.059031j 0.0196457+0.00274121j -0.0038504+0.00939865j 0.0102112+0.00335296j -0.00953044-0.00312691j -0.0123948-0.0109851j -0.00657263-0.0178423j -0.00686666+0.00451958j -0.00607818+0.0093018j -0.00724945-0.0112322j 0.00925488+0.00921022j -0.0108963-0.0387249j -0.000731669-0.00772622j 0.00027012+0.00878745j -0.00118073-0.0109814j -0.0278624-0.0332646j 0.0131862-0.117103j -0.130304-0.0921067j 0.0777852-0.170843j 0.108064+0.0512069j -0.230264-0.0682678j -0.114845+0.130598j 0.0682084-0.184079j -0.0458188-0.113178j 0.0156991+0.0376857j -0.00498403+0.110253j -0.13793-0.0504983j 0.0340351-0.0298547j -0.0962748+0.0812708j -0.227281-0.00793796j -0.154926-0.0320443j -0.100087-0.0170569j -0.0666484+0.0112604j 0.0973349-0.0103439j -0.0278322-0.044556j 0.0267213-0.0118716j -0.0372702-0.000357972j -0.0159507-0.0102582j -0.0481852-0.0193358j -0.0634084+0.00144111j 0.0145781+0.0223835j -0.0203679+0.00288727j 0.0123362-0.00129118j -0.0204807+0.00860907j -0.0606383-0.00272257j -0.00729879-0.0289456j 0.00747842-0.0183978j 0.0438409+0.0169849j -0.0274698-0.0139467j -0.0158051-0.0143534j -0.0464586-0.00101587j 0.00490972-0.0178202j 0.0221016-0.00276301j 0.0125332-0.0291821j 0.0206611+0.0236103j -0.0216479-0.00514807j -0.000425994+0.00284947j 0.0383901-0.00513464j 0.0226913+0.0371831j 0.0264716-0.0208351j 0.011112+0.0396066j 0.0286934-0.029103j 0.0439042-0.0368457j 0.00737477-0.0147332j -0.0254563+0.00813491j 0.00763944+0.0238223j 0.0452857+0.0516769j 0.0403115-0.0401797j 0.14485-0.0305546j -0.0575295-0.0365758j 0.00817251+0.0552584j -0.0314847+0.00449876j -0.0446998-0.00624438j 0.0859572-0.0549424j 0.0107009+0.125766j -0.0605149-0.103549j 0.00238626+0.0523279j -0.0228454-0.0608414j 
