-0.02065+0.00412459j 0.0689939+0.10349j 0.0155173-0.0879698j -0.00409604+0.0288532j 0.0152428-0.0192838j -0.0223017+0.0437331j -0.0140373-0.00412672j -0.0551247+0.0354432j -0.0105078-0.0175538j -0.0151903+0.0112698j 0.0109327+0.00588557j -0.00434087+0.014136j -0.0114088+0.00681066j -0.00533979-0.00825107j -0.00191024-0.0312056j -0.00340497+0.0125395j -0.0553666-0.00204948j 0.0103977-0.0616967j 0.0470393+0.000528171j -0.0466279+0.00840916j 0.0212446-0.0435156j -0.00672921+0.0063563j -0.0183748+0.00134595j 0.0297045-0.0223749j 0.0549253+0.0599817j 0.048455-0.0349909j 0.0144141+0.0475978j -0.0131698+0.0190708j -0.0478103-0.0425489j 0.0363551+0.04014j -0.00892675-0.0695309j 0.0217015-0.00781361j 0.00644258-0.032725j -0.0205666+0.0472343j -0.0232337+0.0276424j 0.00409791+0.0083986j 0.0229611-0.0348106j -0.00873969-0.0148801j -0.00319565-0.00528743j 0.0321394-0.0132981j 0.0355902-0.0241568j -0.00641041+0.00622509j -0.00722972-0.0209624j 0.0314061+0.0141965j -0.05897-0.0159413j -0.00995548+0.013745j -0.0125394-0.00953602j -0.0185007+0.0036679j -0.015505-0.00253327j -0.0159585-0.0161032j -0.0412208-0.0267912j -0.0145551+0.00428672j -0.0127519-0.00329034j -0.0437324-0.0297917j 0.0455188+0.020309j 0.0295523+0.0244576j -0.0584303-0.0254881j 0.00750585-0.00134033j -0.0766516-0.0216389j -0.0391581+0.0328432j -0.0122687+0.0486759j -0.016204+0.157119j 0.0428966-0.0308636j -0.154066+0.0258654j 0.0474246+0.0761346j 0.0760062+0.0668149j -0.0961299+0.0143348j -0.0162504-0.0124415j -0.00407888-0.0532705j 0.131178+0.0381764j -0.0180602-0.0563807j -0.146143-0.12218j 
0.0539099+0.00647063j 0.000323367-0.0149843j -0.0117212-0.00237311j -0.0284121-0.070465j -0.014359-0.00510946j -0.0149932-0.0515381j -0.0171431+0.0320154j 0.0478814-0.0428502j -0.0914209+0.0643664j 0.103974+0.00416379j 0.019476+0.0193525j -0.178779-0.0484944j 0.0152867+0.0141334j -0.161697+0.00535915j -0.0176005+0.0249456j -0.0313567+0.132743j -0.111253-0.0168515j 0.0395718-0.00908222j -0.31293+0.186588j 0.123011-0.0725717j 0.0793272-0.165217j -0.0887455-0.0916585j -0.0277361+0.163644j -0.085509+0.0734602j -0.0863213+0.0632414j -0.0184901-0.0165328j 0.0650005-0.0784461j -0.0163875+0.0268236j 0.0612052+0.00430169j -0.055009+0.0389166j -0.0299136+0.0589606j -0.0118937+0.0280889j 0.0374342+0.0266j -0.0124946-0.00699332j -2.36549e-05-0.00119671j -0.00374767+0.0149724j -0.00494945-0.0341522j 0.00173371+0.0239887j 0.00787154-0.000596396j 0.00514768+0.0067526j 0.00425899-0.010242j 0.0205573+0.00221039j -0.019675-0.0116779j 0.00216533-0.0310671j -0.0144245+0.0031743j 0.0037036-0.0049999j 0.00159975-0.0364535j 0.00887547-0.0116562j 0.0115908+0.00328792j -0.0235259+0.0113945j -0.00715022+0.0225232j -0.00679453+0.0216407j 0.0123097-0.00515615j -0.00206074+0.0300186j -0.0523291+0.0322717j 0.0357709+0.0130917j -0.00409815+0.0124288j -0.0225445+0.0115269j 0.0119286+0.0288771j -0.0131345-0.0551708j -0.0126063+0.0204802j -0.000113777-0.00942891j 0.00621075+0.00775007j -0.00405843+0.0164806j -0.00455359+0.0121347j 0.0128536+0.0140393j -0.0136116+0.00873248j -0.0104659-0.0173938j -0.00186295+0.00182437j 0.0203093+0.00440578j 0.0236467-0.0261743j 0.00963164-0.00236503j 
-0.013468-0.0632623j -0.0637911+0.00441274j 0.0679642+0.0569878j 0.00307252+0.0743894j -0.0130939+0.0319364j -0.136685-0.11807j 0.00127586-0.0886266j -0.0218966-0.0742228j -0.0885364+0.037923j 0.17019+0.0813092j 0.0114123-0.106177j 0.0896108-0.133181j -0.136182+0.264922j -0.207633+0.0898797j -0.0819472-0.263923j 0.0387845+0.0563181j -0.150802-0.0766834j 0.0166072+0.0691315j -0.0395749-0.132447j 0.128717+0.126669j -0.0581323-0.0726141j -0.09129-0.0306316j -0.136953+0.124085j -0.0428538-0.0313363j -0.00131669-0.0467413j 0.0611469-0.00363188j 0.0551563+0.0281872j 0.0120078-0.036966j -0.0192356+0.0618243j -0.0197315-0.00807179j -0.00576638-0.0262675j -0.0602656-0.0906871j -0.00431865-0.0435109j 0.049435+0.0422661j 0.0067905+0.0236106j 0.0230807+0.065544j -0.0284925-0.00940205j -0.0190734-0.0496178j 0.0230007-0.0260933j -0.0288911-0.0409826j 0.002547-0.0515333j 0.00554896+0.0213412j -0.00662519+0.0193366j -0.0357187+0.00914277j -0.0040077+0.0538854j -0.019915+0.0111797j 0.0107532-0.00563226j -0.0214412-0.0376548j 0.0545427-0.0262691j -0.0165826-0.00120515j 0.0136163-0.0148742j -0.0166238+0.0409604j -0.00273491+0.0169999j -0.0244776+0.0156716j 0.00845957+0.0128626j -0.0087282-0.00883759j 0.00923745+0.00150305j 0.0445019+0.00287085j -0.0156996+0.0298733j 0.00410212+0.00497737j -0.0160595-0.0114339j -0.0115538+0.0113662j 0.0108096-0.00047472j -0.00611524+0.00846237j 0.010199-0.0231519j -0.0147221-0.00244196j -0.017287-0.0318064j 0.0195823+0.00630887j 0.0153216+0.00888718j -0.010844-0.0197291j -0.0181151-0.0159582j 0.0383527-0.0220267j 
-0.0313069-0.0217451j 0.0228925+0.04371j 0.0499388-0.00758668j 0.0503452+0.0964278j -0.0298878+0.0158542j -0.155358-0.00498384j 0.0284523+0.041319j -0.00934756+0.0882852j 0.0522072+0.116623j -0.105323-0.0827005j -0.0593055+0.036166j -0.0208717+0.074913j 0.0219604+0.182208j -0.0488057-0.0254915j -0.140753+0.207119j 0.0372981+0.0136879j -0.0837246+0.0178919j -0.0500053-0.139318j 0.0872772+0.0597629j 0.148522-0.0657838j 0.0204338+0.0430022j 0.17107-0.0294349j -0.0569888+0.133841j 0.0833359+0.0302359j 0.24744+0.218115j 0.0863287-0.127306j 0.0964843+0.05461j -0.0197566+0.0724597j -0.00199621+0.0531283j 0.0809832+0.0366094j -0.0649511-0.0472885j 0.0294272-0.0529449j -0.00536082-0.0558904j -0.0131524-0.00574994j -0.0179826-0.00434777j 0.033979-0.0129305j -0.0157118+0.0163689j 0.0133711-0.0484433j 0.0108814-0.0353489j 0.0310507+0.0296543j 0.0156623-0.0263617j 0.0253039-0.034073j -0.0247994+0.0132297j 0.0235549-0.0318282j -0.0291154+0.0114882j 0.0392007+0.00229372j 0.0429925-0.054522j 0.0119331-0.0165695j -0.00822183-0.00865522j -0.016572+0.00667954j -0.00573789-0.0152847j 0.00523441+0.00289547j 0.0136191-0.0122677j -0.0112484+0.0258804j -0.0315993-0.0228238j -0.0275112+0.0204616j 0.0148475-0.0202263j -0.0202259-0.00450378j -0.0171099+0.0245606j 0.0303631-0.0266682j -0.00692891-0.00471576j -0.00407725+0.00923777j 0.00482726-0.0132047j -0.00775413-0.00586087j 0.00985336+0.00351187j -0.00899952+0.00100394j -0.00325425+0.00536231j 0.00605253+0.022312j 0.00457269+0.0244959j -0.0182014-0.00379096j -0.00640421+0.0303791j -0.0142843+0.00269282j 
-0.0315218-0.0143762j 0.0452948+0.0509044j 0.0834935+0.0521793j 0.10194+0.189656j -0.0571416+0.0723303j -0.243117-0.0233664j 0.163356+0.00396618j -0.112376+0.10925j -0.0130199-0.05967j -0.113216+0.0975068j -0.0451653+0.0174608j 0.0294235+0.173293j -0.0157766-0.127563j 0.163476+0.142238j -0.024819-0.010321j 0.0348504+0.0732215j -0.128539+0.0823112j 0.290712-0.0465083j 0.0065209+0.0529178j -0.0947574+0.135434j -0.0136988+0.188555j 0.02374+0.178774j 0.0327406+0.00056795j 0.0973382-0.101168j -0.0561741-0.00344344j 0.0728031-0.00224331j 0.00491119+0.000798955j -0.103219-0.18084j -0.0255285+0.157738j 0.0645525-0.02271j -0.133863-0.0459537j -0.047717-0.0132524j -0.0323744-0.0409876j -0.0466384+0.0663469j -0.0366318+0.0489563j 0.0314313-0.0161791j -0.0590327+0.0391074j 0.0233985-0.0630795j 0.00505022-0.0281077j 0.0277699-0.0288816j -0.0474441-0.00278316j 0.00558281-0.0378998j 0.00391017+0.0134054j -0.000332168+0.058382j 0.0660005+0.0495811j -0.0138921-0.0394712j -0.0270986+0.0342861j -0.00230049+0.0240082j 0.00388116+0.0163714j -0.00428102-0.0263377j 0.0199952-0.0138666j 0.0402542+0.00699155j 0.0238251+0.0324288j -0.0428726+2.07436e-05j 0.00463611+0.00452214j 0.00021994-0.000932307j 0.0130165+0.0242595j -0.0133566+0.0136564j -0.0147122+0.00634524j -0.0289721+0.017386j 0.0263431-0.0388333j 0.00852001+0.0148624j -0.0227495-0.0173827j -0.024099-0.0157105j 0.00259929+0.018708j -0.00670772-0.00821462j -0.00611519-0.0259104j -0.0303692+0.0064106j 0.0227332+0.0191625j 0.0110576-0.0488567j -0.0106823-0.00351488j 0.00229902-0.0199759j 
0.0267214-0.0134792j -0.0388732-0.0351745j 0.0158978+0.0283471j -0.0337748-0.00978751j 0.0301925+0.0081461j 0.00702534-0.019137j -0.0372551-0.0142426j 0.0543971-0.0139221j 0.0520278+0.0618445j 0.122183+0.131292j 0.0220512-0.0999662j 0.32224+0.107102j -0.169086-0.11445j 0.0582674+0.104643j 0.219175-0.051679j -0.0963003-0.0119737j 0.00712693-0.0232111j -0.0260556+0.0376815j 0.203728+0.140718j -0.0351032+0.166331j -0.124183-0.226813j -0.111132+0.02563j 0.0576767+0.118535j 0.0893937+0.0498285j 0.0857768-2.15313e-05j 0.0734418+0.0186886j -0.0518508+0.0352786j 0.0225931-0.0361665j -0.0189869+0.00207886j -0.0458668-0.0266964j 0.0309801+0.0171302j -0.0295634-0.00432705j 0.0207356+0.020538j 0.0308228+0.0123878j 0.0273429+0.00405323j 0.00930328+0.0301048j -0.00158043-0.0255632j -0.0220844-0.0252441j -0.00120866-0.0259192j -0.0214875-0.0492997j -0.0220584-0.010564j -0.0382826-0.00918346j 0.0425877+0.0602075j -0.00743383+0.0161301j 0.00322089-0.000258255j -0.0246249+0.0014191j 0.0162702-0.00329373j 0.00103291+0.0478691j -0.0453635-0.00480367j 0.0121503-0.0067861j 0.0138219-0.00488219j 0.0111246+0.0400871j -0.00642465+0.0277961j -0.0137378+0.00596376j -0.00127493-0.0241465j 0.00131934+0.0213664j -0.0153185-0.0121086j -0.00253599-0.0189488j 0.00469884+0.0257828j 0.0276216-0.0187365j -0.0276589+0.00160022j -0.001753+0.000569477j 0.0176508+0.00158084j -0.00776907-0.00959579j -0.000807393-0.00474866j -0.00117972+0.00824543j -0.0101912-0.0135297j 0.00900648-0.00923214j 0.00337497-0.0108179j -0.00284061-0.00979438j 0.00408502-0.0198627j 0.0226981+0.00280659j 
-0.0326167-0.0316344j -0.0403154-0.00928638j -0.0193434+0.0677199j -0.0222234+0.0252281j 0.00739189+0.0511049j 0.0762652+0.00663292j 0.071858+0.00188977j -0.0580108-0.0340288j -0.016748-0.0134963j -0.0194169+0.0361778j 0.0271378-0.0226884j -0.0274407+0.123942j -0.00474961-0.130685j -0.104813+0.0543847j 0.0911931+0.192678j 0.0433616+0.178981j 0.0299398+0.0163077j -0.0205235-0.0255549j -0.134889+0.312019j 0.0442187-0.0242385j -0.073186-0.0465563j 0.0170189-0.0258114j 0.0653496+0.014086j 0.0470548-0.0716467j 0.0269845+0.100332j -0.131594-0.0589965j 0.0975996+0.00151546j 0.0592187+0.00420492j -0.0216673+0.00419413j 0.0246003-0.0466696j 0.0779761+0.0424503j -0.00470106-0.137076j -0.0147218-0.045637j 0.0208318+0.0478511j -0.0130706+0.0227798j -0.0311738-0.0313531j -0.0302906-0.00832773j 0.00170817+0.00136587j -0.0333475+0.0107951j -0.0280783-0.0170576j 0.0279918-0.00485653j 0.0246952+0.0156336j 0.0174367-0.0185411j -0.0244327+0.00138192j -0.000586574+0.0205767j -0.00488904-0.00957222j -0.0171474-0.00943033j 0.00382703+0.0123153j -0.029504+0.00899674j 0.000755519-0.00212594j -0.0125435+0.0457453j 0.0218563+0.0186258j 0.01392+0.00379358j -0.00651817+0.0262966j -0.0267713-0.0170407j 0.0045266+0.0227219j -0.0331023+0.0429229j 0.0166575+0.00589489j 0.00604872+0.0129795j -0.00119063-0.0176584j 0.0198015-0.01445j 0.0137914+0.0305094j -0.0271709-0.000938409j -0.00928929-0.0156145j 0.00954259-0.00753537j -0.00888411-0.00235896j 0.00406537-0.00324556j 0.00970785+0.0162206j 0.0445759+0.00498502j 0.00563594-0.00461525j -0.0358692+0.0391492j -0.0141032-0.0219324j 
0.0839902+0.0495258j -0.0148745-0.0654412j -0.0723454+0.1547j -0.156295-0.147798j 0.009436+0.113617j 0.0869761-0.0600977j -0.0740958+0.147089j 0.0222158+0.0943675j 0.107675+0.138971j -0.0921606-0.027495j -0.155509+0.166112j -0.112902-0.208088j -0.126706-0.150152j 0.199104-0.0793951j 0.0555694+0.134802j -0.149292+0.0447259j -0.0120151-0.125299j 0.0431083-0.117349j 0.0531533-0.00867606j 0.164148+0.0226192j 0.00799966+0.338636j 0.0592088+0.00250561j -0.0527103+0.0777048j 0.135037-0.0314681j 0.0657872-0.0529194j -0.0255701+0.129846j 0.108695-0.0247342j 0.062384-0.0109026j 0.0429827+0.0302691j -0.0508627+0.0518405j 0.14315-9.14972e-05j -0.0289803-0.101615j 0.0606652+0.102403j 0.00544754+0.00660137j 0.0229093+0.0469443j 0.00346278-0.0517536j -0.0241832-0.0908328j 0.0848114-0.0139771j -0.0476958-0.0769634j 0.0465029+0.0398614j 0.0118195-0.0170552j -0.0143408-0.0159097j -0.00355062+0.00237468j 0.0362528-0.0224781j 0.0627112+0.013703j -0.0116467-0.0560457j -0.0386771-0.0183065j -0.0105549-0.00502923j 0.0129627-0.0234521j 0.00233127-0.0247531j -0.0109819+0.0554185j 8.14504e-05-0.00817205j 0.0183971+0.0147642j -0.00156434+0.0141847j 0.0025157-0.0253446j -0.0107701-0.0296946j 0.0123427+0.00846217j -0.00967154-0.0230219j -0.0282325+0.0111861j 0.00299276-0.0025544j 0.00715783-0.0116966j 0.000839161+0.00052307j -0.0163282-0.00168595j -0.0341751+0.0226893j 0.00316393+0.00902118j 0.00136087+0.0108737j -0.0283004-0.0212551j -0.0276659+0.0132293j 0.0574527+0.00700957j -0.00229011-0.0430439j 0.00549247+0.0124061j 0.0156581+0.00855899j 
-0.0261631-0.0131995j -0.012279+0.0131741j -0.00533625-0.0177055j 0.0456516-0.00489645j -0.00685887-0.00667148j 0.06548-0.00950212j 0.0701918-0.0489092j 0.000920961-0.0738406j -0.0170778-0.125854j -0.0171826-0.0117589j 0.0208205+0.052243j 0.0222201-0.155179j 0.0386336+0.0990885j -0.182242-0.0382138j 0.182288+0.018871j 0.0304783+0.190896j 0.0225748+0.0194667j -0.131893+0.079613j 0.102752-0.136366j 0.210327-0.194964j -0.0908993+0.0111532j 0.0808977-0.112662j 0.172517+0.0200177j -0.00935686-0.0328844j 0.188283+0.0165262j -0.0721401-0.0663106j 0.022197-0.0105158j 0.013012+0.015312j 0.00287606+0.00617743j -0.00329789-0.0207488j 0.0155154+0.0332832j 0.0147181-0.0264068j -0.0232533-0.0222592j 0.000395749+0.00701206j -0.0235809+0.0030489j -0.0347025-0.00251509j -0.00427821+0.00875708j -0.0268473+0.0462336j -0.0309706+0.052055j -0.0298936+0.0309931j 0.0409045-0.0283218j 0.00448466+0.0456478j -0.0225322-0.00930165j -0.0473896-0.00453695j -0.00116146+0.0187701j -0.0198626-0.00737399j 0.0122183-0.000884149j -0.0157769-0.0437132j -0.0501149-0.0208011j -0.00687813+0.020352j -0.00801072+0.0265277j 0.00747487+0.014236j 0.0107599-0.0449921j 0.014828-0.00553218j 0.0193638-0.0398188j -0.0064564+0.0239226j -0.00284091-0.015308j 0.0244787+0.0213978j -0.0072474+0.00305617j 0.0207729+0.00297101j -0.00805971-0.00757501j 0.012963+0.0181426j -0.00356882+0.00867067j -0.00266876-0.0153568j 0.000677015+0.000807764j 0.00181316+0.00275475j 0.00744755+0.00635527j 0.0109107-0.00151072j 0.00039163+0.000670576j 0.0120714+0.00721322j -0.0153611+0.0071732j -0.00214077-0.015248j 
0.00859263-0.13385j -0.129896-0.103571j 0.0812295+0.00100002j -0.172526+0.027089j 0.112659+0.0164795j 0.148061+0.109882j -0.00672511-0.163338j -0.0705795-0.0908133j 0.190478+0.115524j 0.0119602+0.0125485j 0.0387536-0.217647j 0.0485639+0.112978j 0.0254066-0.00294245j 0.0887484-0.0316161j -0.122+0.117744j -0.076531-0.126166j 0.0280097+0.00813385j -0.0518662+0.0325629j -0.197777-0.0609083j -0.0843503+0.0722681j 0.0710743-0.0560382j 0.103904+0.0143731j -0.0284603+0.2049j 0.0755511-0.0414473j -0.087229-0.118585j 0.131989-0.0709607j 0.0657012+0.200933j 0.0921698-0.0629687j -0.133793-0.143068j 0.0632366-0.00262118j 0.0504147+0.0346974j -0.110677+0.011538j 0.0378415-0.0273747j 0.0349428+0.00731831j 0.0537074-0.0170011j 0.000727296+0.0694283j -0.0503141-0.0182181j -0.0100454+0.00269145j -0.00882871-0.0536836j -0.0489972+0.0109367j -0.0125728-0.0236777j -0.0171199-0.0136716j 0.0192022-0.0159724j 0.0314528-0.0322015j -0.00846498+0.0345818j 0.0276032+0.0287263j -0.0110714+0.00117248j 0.0115484-0.00536681j 0.00572267-0.0130793j 0.0124885-0.0374472j -0.0382803-0.0266974j 0.00558528-0.00859496j 0.0218845+0.00943798j 0.0242425-0.0340469j 0.0373892-0.000271281j 0.00754676+0.00905018j -0.0258271+0.000760508j 0.0128074-0.0131477j 0.00872756+0.00139526j -0.00266723+0.0184461j -0.0260734+0.0107266j -0.011541-0.0145623j 0.0244024-0.0267159j -0.00616236-0.0145757j -0.0184228-0.0200212j 0.00295271+0.00204574j 0.0137779-0.00176566j 0.0366774-0.0314615j -0.0470969+0.0154238j -0.0178812+0.041506j -0.00117725-0.0261377j 0.000838377+0.0242382j 
-0.0489656+0.111277j 0.139129+0.0824934j -0.0597229+0.0803469j 0.00609126+0.0475228j -0.0297196+0.0378709j -0.0597618+0.0450933j 0.0704593+0.117497j -0.132958+0.0299812j -0.107765-0.166941j -0.0957231+0.16528j 0.0173243-0.0135431j 0.115947-0.0999816j 0.114733-0.0522181j -0.102119-0.0417981j 0.00502986+0.145308j -0.228682+0.103734j -0.0172406-0.21531j 0.00684656+0.0358333j -0.171903-0.123706j -0.0315422+0.105185j 0.00110262-0.055399j -0.123667+0.039696j -0.14198-0.141188j 0.0831261-0.0250019j -0.0149928+0.0289048j 0.0175596+0.0437718j -0.0332023-0.0427434j -0.00633249+0.0400679j -0.00207602+0.051245j 0.091025+0.0181428j -0.012818-0.145084j 0.0228864-0.0309469j -0.0570517+0.00779741j -0.0216565+0.00723868j -0.0332793-0.0068752j 0.00279207-0.141732j -0.00770963-0.0261581j -0.0150073-0.0446622j -0.00297603-0.0110751j 0.016089-0.0516238j 0.000601576+0.0139062j -0.0160798+0.0140813j -0.0209625-0.000655181j -0.02633+0.00992303j 0.0124247-0.027869j 0.0120258+0.0122112j -0.00334748-0.0261211j 0.0189472-0.0357395j -0.0111341-0.0440499j -0.0111883+0.00993367j -0.0146313-0.0191038j 0.0281425+0.0022731j 0.0059867+0.0131745j 0.0495191-0.0209663j 0.0193828-0.00970593j 0.00474744+0.00417662j -0.0107784+0.0124652j -0.00131929+0.00709091j -0.00477829+0.00375324j 0.00768166-0.0118774j 0.0159112-0.0134916j -0.0396344-0.0224938j -0.00109523-0.0368446j -0.0134372+0.00770207j 0.0150101+0.00436078j -0.003881-0.0113928j -0.00742553+0.0292303j -0.0371499+0.0425977j 0.00973175-0.00621812j -0.0366149+0.0107289j 0.0406738+0.0391663j -0.0681615+0.0602259j 
-0.0988985-0.0438809j -0.0610605+0.0757034j -0.0297419+0.100858j -0.0429671-0.0868755j 0.0859477+0.124402j 0.157366-0.0107336j -0.223386+0.0278239j -0.00973067+0.0612316j -0.152031+0.0828428j 0.109421+0.0616593j 0.0286256+0.0713237j -0.152006-0.0527759j -0.0929236-0.19249j -0.0188323+0.156429j -0.044486-0.109656j 0.128503-0.0559423j 0.132485+0.0904036j -0.172436-0.177938j -0.0406474-0.00300126j -0.0205007-0.00643773j 0.0328946+0.0841903j -0.00935902+0.00523359j 0.0516431-0.134964j -0.0540049-0.10779j -0.0594982+0.144879j 0.0389052-0.00433818j 0.0193214+0.104464j 0.0294987-0.0226037j -0.107759+0.019538j 0.0263759-0.0161628j 0.121029-0.0504999j 0.0242836-0.166867j -0.0457368+0.0724001j 0.138414+0.0258599j 0.0447342+0.0936995j -0.0470283-0.0221092j 0.051401+0.0155353j -0.0181987-0.0328073j 0.0248413+0.00273671j 0.00927128-0.0244129j 0.0330059-0.0465501j 0.023492-0.0256615j -0.00398861+0.0151947j 0.0338091+0.0436458j -0.0129856-0.0228706j 0.0304018+0.00491442j -0.0130577-0.0132148j -0.001587-0.00927779j -0.0180696+0.0394645j 0.0154285-0.0110904j -0.00172644-0.00487047j -0.00537709-0.0163286j -0.00862923-0.0181176j 0.0241679-0.0258864j -0.0184074+0.0113275j -0.0241572+0.00691737j -0.0165884-0.00620352j 0.0255606+0.0147935j -0.00110359+0.00120715j 0.00882597+0.0203735j 0.0289434-0.0228913j -0.0277249+0.0189515j -0.0331299-0.0462589j -0.000326828-0.0126865j -0.00885981-0.016368j -0.016332-0.0202956j 0.0261787+0.0245103j 0.00316405+0.0538299j -0.0107645-0.00542658j -0.0198285+0.0391067j -0.0173133+0.056908j -0.0920665+0.049342j 
0.0853935+0.0834359j 0.0465702-0.00680122j -0.0531363-0.0834162j 0.188457+0.000810579j -0.083912-0.178335j -0.118534-0.0840138j -0.107394+0.137842j 0.226335+0.0883069j 0.00356441-0.0147622j 0.0242481-0.0882793j -0.0299104+0.0295783j 0.132432+0.217715j 0.0820911+0.0405157j -0.0321931-0.0155453j -0.0753454+0.0277951j 0.060051-0.0617871j -0.00316192-0.0782265j 0.0163583+0.116846j -0.021519+0.0137992j 0.0159475+0.0676321j 0.0812507-0.0296362j 0.0513655-0.0499993j -0.109132-0.0109621j 0.0444843+0.0881519j -0.0137507-0.022151j -0.10446+0.0220965j -0.0892354+0.0476779j 0.113802+0.176817j 0.196818+0.110328j -0.170851-0.132338j 0.0566739+0.0100624j 0.161161-0.127052j 0.0726419-0.0201754j 0.0974223-0.0599816j -0.00619779-0.0675391j 0.0627495+0.0595037j -0.03634-0.0173541j -0.0560106-0.0219632j -0.0104917+0.0145459j -0.00716908-0.0142716j -0.00694711-0.0154401j 0.00729914+0.0316194j 0.0256624-0.00540143j -0.016475-0.0186814j -0.0261494+0.0682028j 0.0280604+0.0393007j 0.0084818+0.0221098j 0.0121824-0.00111487j 0.0226362+0.0239314j -0.0103208+0.00782683j 0.00556265+0.0151756j 0.00531849-0.0130192j -0.0082201+0.000623514j 0.00707069-0.017493j -0.00692711-0.0153364j -0.0437123-0.0134596j -0.0182664+0.0324601j 0.0260693-0.0282479j 0.0170205-0.0132717j 0.00593182-0.0078411j -0.0152029-0.0207395j 0.00755719+0.0396766j -0.0314195-0.023824j 0.0166076-0.00350687j 0.00253436-0.041688j -0.0121428-0.000960487j 0.00958272+0.0206839j 0.0440972+0.0549604j 0.0347578-0.0327447j -0.0125953+0.00840054j -0.0639551+0.100265j -0.0486537+0.00711773j 
-0.135566-0.0290514j 0.0187293+0.149494j 0.0301198+0.113728j -0.0837971-0.0510968j 0.11009+0.247659j -0.09812+0.149807j 0.0170712+0.098937j -0.0446306-0.159297j 0.167833+0.0246116j 0.0876764+0.0424139j 0.129088-0.0465915j 0.116836-0.0895178j 0.00969137+0.0400866j -0.10903+0.263337j -0.0712609+0.11706j -0.0896135-0.11226j 0.0299887+0.0314278j -0.102942-0.124398j -0.00874826-0.0771468j -0.0326686+0.0367819j 0.0256428-0.0898627j -0.127637-0.0353868j -0.0388324-0.114542j -0.126651+0.0391031j 0.131257+0.101787j -0.0430646-0.0744581j -0.0111968-0.160786j -0.189657-0.0629108j 0.0830625+0.117674j 0.0558549+0.129628j -0.0685695+0.0248023j -0.0345487-0.116127j 0.0855937+0.0534387j -0.0416145-0.0142734j 0.0476602+0.0967905j 0.00579434-0.130597j 0.0153297-0.0799724j 0.0430545+0.0525687j -0.00129603-0.00189453j -0.0380328-0.0815224j 0.0234523-0.0359025j 0.0133237+0.0238494j 0.0227863-0.0225342j -0.0129231+0.00628845j -0.0170251-0.00628196j -0.0137995+0.00199564j 0.027126-0.00730412j 0.00114464-0.0116499j 0.0236263+0.00601158j 0.0111723-0.0125371j 0.0266064+0.010268j 0.0089469-0.000188807j -0.00820704-0.000675154j -0.0313552+0.0187051j -0.00151428-0.0139101j -0.00619777-0.0202131j 0.0294473+0.00768532j -0.00993923-0.011573j -0.00857454-0.00802462j -0.0052817-0.0189652j -0.00990175-0.0212423j 0.019009+0.0527558j -0.0109416+0.0603782j 0.0111638+0.0292977j 0.0165678+0.0208365j -0.00834591+0.00997774j -0.00568664-0.0263381j 0.0198797+0.0255654j 0.0592959-0.0244581j 0.0231775-0.0629399j -0.0596987+0.029869j 0.0314202-0.0799909j 
-0.0694932+0.0954436j -0.0382898+0.00611199j -0.0871866+0.0916648j -0.0219847-0.0127573j -0.0774351-0.03529j 0.0588978-0.0571059j -0.109013+0.0847789j 0.0779482+0.117232j -0.120069+0.0760709j 0.0433893+0.0826884j 0.0631322-0.0135394j -0.00976458+0.045587j 0.0848133-0.0780442j 0.0513648-0.136443j -0.0449722-0.00345177j -0.0908053-0.00924434j 0.042983+0.00102516j 0.022273-0.142436j -0.0116019-0.0182198j -0.00319946-0.0725989j -0.0418248-0.123903j -0.0944374+0.0635454j 0.0249538+0.0879905j -0.0176598+0.0216288j 0.0629836-0.072771j 0.124956-0.00567961j 0.0476998-0.137502j 0.0557038+0.0480562j -0.050933+0.0372534j -0.0637708-0.0449987j -0.116796-0.0432841j -0.0377509+0.213208j -0.12062+0.213889j -0.112174+0.0242639j -0.0305904-0.00549906j -0.00358734+0.0183782j 0.160407-0.0537366j -0.0140519-0.0343068j 0.0320462-0.0539929j 0.0139518-0.0120913j -0.0378003+0.0543942j -0.0396901+0.0559569j -0.0023682+0.0369475j -0.0289014-0.0226383j -0.0366953-0.0568606j -0.0344118+0.0215679j 0.0149772-0.0175351j -0.00478478-0.0186684j 0.00405946-0.000641691j 0.0465545+0.0303733j 0.010077-0.0261488j -0.0429172-0.0316716j 0.00577502-1.54517e-05j -0.0261881+0.0452242j 0.0122149-0.0384323j 0.0826528-0.0492889j 0.0704349-0.0136703j -0.0345311+0.0405516j -0.0322035+0.0271869j -0.00600077+0.00765829j -0.0498573+0.0253161j 0.0656822-0.0153154j 0.0469544+0.0981532j -0.010161+0.00219528j 0.0279802+0.0322348j -0.0381334+0.0905161j 0.00374877-0.0329732j 0.0259322-0.102293j 0.0782799-0.115434j 0.00708659-0.136918j -0.0187992-0.111619j 0.136711-0.0749021j 
