-0.0660802-0.0510563j -0.0618746+0.0721768j -0.013956+0.14376j -0.116894-0.046763j 0.0650266-0.0436856j 0.0168815+0.00249965j -0.0168828-0.0645164j -0.174217-0.0195394j -0.0543033-0.0578146j -0.0518399+0.11383j -0.024479-0.129505j 0.0453745-0.0332118j 0.0781679-0.0488559j -0.0306933-0.0168844j 0.0631107-0.00799214j 0.0907029-0.0123663j 0.00839901+0.0377013j 0.0664225-0.0319326j -0.0302487+0.0445982j -0.066384+0.0135767j -0.059023-0.0048433j 0.0323897-0.0362599j 0.0266836+0.00838023j 0.00407816-0.0846734j 0.027147+0.00245831j 0.0232832+0.0353005j -0.00663831+0.0211907j 0.00328956+0.0402933j -0.0192123+0.0587116j 0.00429818+0.0346356j -0.0276415-0.0421759j -0.00559265-0.0211304j -0.0251764-0.0354992j 0.0324589-0.0539876j -0.0115132-0.0223433j -0.0833242-0.00321256j 0.0262616+0.0307342j 0.0216036+0.00723007j 0.0654774+0.0677713j -0.0195889+0.063501j 0.00806968-0.0186668j -0.0189437-0.0179102j -0.0295485-0.0101835j -0.0204199-0.04623j 0.0111894-0.069364j -0.0152591-0.012419j 0.00326942+0.034712j 0.0381626+0.0287623j 0.0795294+0.0710173j 0.00978462-0.0295267j -0.0651366-0.0408321j 0.0843033-0.0715599j 0.112293+0.0367985j 0.04349-0.128801j 0.133201-0.00403998j 0.00590534+0.132679j 
-0.00389132+0.000402349j 0.00204098+0.0101607j 0.0163986-0.00497511j -0.00986294+0.0105314j 0.00293139+0.00500711j 0.0150752+0.00396316j -0.0119593+0.000605098j 0.00664159+0.00669826j 0.00883774+0.035294j 0.0289345-0.00989813j -0.0203509-0.00316784j 0.00245622+0.0141818j -0.00916895-0.0165156j 0.0226363+0.00394827j -0.00850315+0.00889988j 0.00799816+0.0101909j -0.00496246+0.0212676j 0.00303294+0.00320547j 0.0155323+0.0192848j -0.00834896-0.0182846j 0.0150366+0.022264j -0.00780606+0.0311292j -0.0188201-0.0101944j 0.0157419-0.0134367j -0.0326613+0.0143391j -0.0268503-0.0196075j -0.0055238+0.00581024j -0.0141506-0.00649051j -0.0329896+0.0126029j -0.0183983-0.0113328j 0.0107977+0.00443127j -0.00223716-0.00339285j 0.0187776+0.00363776j -0.00961426+0.0171854j -0.00519673+0.0152881j 0.006838-0.0300546j 0.0138621-6.3046e-05j -0.000396789+0.0147333j -0.000993249+0.0233272j -0.0102272-0.027686j 0.0160743-0.0177768j 0.0137857+0.00202074j 0.00965935+0.018434j 0.015332-0.00858412j 0.0027861-0.010807j -0.0178825-0.00137046j 0.00392772+0.0195416j -0.00148004-0.003027j -0.00297592+0.0154119j 0.0418394+0.00403248j -0.0189777+0.0186948j 0.0269553-0.0038383j -0.00489804-0.00195319j 0.00250685+0.00446862j -0.0164736-0.00533461j 0.00356203-0.0169767j 
0.0066123-0.012574j -0.0127261-0.00661498j 0.0120459+0.00967542j -0.00100419+0.0180832j -0.00418356+0.0145055j 0.00208761+0.00389388j -0.00937278+0.00853517j -0.0037983+0.0055655j 0.0298171-0.0277328j -0.00161232+0.0241749j -0.00700646+0.00430107j -0.00411867-0.00472558j -0.00608429+0.00981848j 0.0222794+0.0267266j 0.00315315+0.00230985j -0.00365801-0.0169208j 0.00645575+0.0210761j 0.0245327+0.0475883j 0.0207375-0.00642666j -0.0254414+0.00522511j -0.0029822+0.0168649j -0.00749565-0.0414639j 0.0287989-0.00566924j -0.00760664-0.0211222j 0.00744545-0.0107425j -0.000895156-0.019392j -0.0073958-0.00354832j 0.0137206-0.0158975j -0.00926005+0.036181j 0.0286913-0.0302634j -0.0101078-0.00827934j 0.010203-0.0224876j -0.0101931-0.00561524j 0.0529737+0.0296809j -0.0251546+0.0330615j 0.00592289-0.0162947j 0.0156401-0.0408641j -0.00784323-0.0194971j 0.0223094-0.0168933j -0.00544028+0.0101802j 0.0245381-0.00218268j 0.00168114+0.00306592j 0.00367913+0.0159095j 0.00915151+0.00141063j -0.0152221-0.0146681j 0.0203896-0.00869428j -0.00586695+0.0133786j -0.0157354+0.0084965j -0.0133963+0.0139138j 0.00157584+0.0143492j -0.00566242-0.00831809j 0.00447781+0.0102742j -0.00701379+0.00034173j 0.000101263+0.00970739j 0.00267933+0.00419099j -0.00414863+0.00220284j 
-0.00691465-0.0126882j -0.00640361+0.00329138j -0.0153955+0.000597674j -0.0114778+0.00128402j 0.0063634-0.00308784j 0.00618891-0.015273j 0.00735335-0.012745j -0.00434873-0.0136309j 0.0463859-0.00382018j -0.0184369-0.0108165j 0.00869737+0.0133353j 0.0110866-0.0121212j -0.00827088+0.00527967j -0.00568383-0.0329413j -0.0186999+0.00652617j -0.0120559+0.028535j -0.0134196-0.0221454j -0.0171619+0.0125395j 0.0176319+0.0145068j -0.0290709-0.00647051j -0.00756308-0.0061281j -0.0311559+0.00438234j 0.00292875+0.00588503j 0.0218061+0.0422097j 0.00356599+0.00829593j -0.000424143-0.00443855j 0.00344311+0.00118596j -0.0104739-0.0141971j 0.00928443-0.00498457j -0.00777429-0.0340578j 0.00898879-0.0112603j -0.00413344+0.00481475j -0.00718715+0.0026229j 0.00367811+0.0085479j -0.00432595+0.0110104j 0.0222412-0.0235694j 0.00808722+0.00246242j -0.0129946-0.00378375j -0.0109306-0.0107992j 0.0222396-0.0062939j 0.00432488+0.00400518j 0.00459789-0.00267402j 0.0122159+0.0136327j -0.00531821-0.010925j -0.0360609-0.0194511j 0.0174729-0.00229066j 0.0141487-0.0090461j 0.00846652-0.0143897j -0.000431841-0.0041739j -0.0124619-0.000134496j -0.0149473+0.00632016j 0.00551871-0.0386974j 0.00492584-0.0161609j -0.01452-0.00924361j 0.0073127-0.0180727j 0.0182339+0.00975479j 
-0.00887479+0.0126182j 0.0105524+0.0108432j 0.0114493-0.00926931j 0.00768981+0.0124995j -0.0010373+0.0148279j 0.00945879-0.00714424j -0.018753+0.00266446j 0.00187976-0.00606623j 0.0104622+0.0217279j -0.0029466-0.012449j -0.012624+0.00200055j -0.00803538-0.00351301j 0.00900748-0.00986565j 0.0084961+0.000298138j 0.00568902+0.00789361j 0.0095779-0.00451178j -0.00776772+0.0115473j 0.00739534-0.00581516j -0.00975488+0.00825928j 0.00554469+0.00368094j 0.00205763-0.00747679j -0.00344127-0.0095887j 6.99705e-05+0.00381146j -0.00123903-0.00632101j 0.0145677-0.00111899j 0.00139062+0.0103027j 0.007741+7.5126e-05j 0.00312828+0.00340417j -0.00010947-0.00445863j -0.00477932-0.00388276j -0.00928523-0.0158633j 0.00684647-0.000483445j -0.0042341-0.00255005j -0.00340551-0.0150518j -0.00431207-0.0020285j 0.00316246-0.0157321j -0.000550841+0.0213591j 0.00434973-0.00117159j -0.00614017+0.00144245j 0.00553646-0.00990572j 0.00642325+0.00712664j 0.00198265-0.00726251j 0.00686755+0.000396301j 0.00304023-0.0102227j 0.00208693-0.0132248j -0.00855584-0.00340381j -0.00808524+0.00223444j -0.00690878-0.0131833j -0.0140706+0.0210206j 0.0165194+0.00597947j -0.00749569+0.00262457j 0.0117985-0.0110049j -0.0258406+0.00855071j 0.0115963+0.0197892j -0.00458628-0.0117727j 0.0119544-0.00510155j 
-0.00558804+0.00233945j -0.00156701+0.00485538j 0.000225787-0.00331877j 0.00599319+0.0036274j -0.0040021+0.0113598j 0.000609133-0.00100408j -0.0059546-0.00105957j -0.00180271-0.00753556j 0.00944131-7.57281e-05j -0.00345854-0.00485028j -0.000633236-0.00419146j -0.00316233+0.00112664j -0.0027179+0.0004973j -0.00235763+0.0100012j 0.0010278+0.00758064j 0.0112474-0.0027922j -0.00598081+0.0112284j 0.0119565-0.00200753j -0.00511311+1.71492e-05j 0.0049534-0.00291562j -0.00945588+0.00917363j -0.00236568-0.0125662j -0.00974459-0.00977989j 0.00436116-0.0022785j 0.00926847+0.00368334j 0.000646887+0.00846112j 0.000124794+0.00769302j 0.00586941-0.00872281j -0.00565401+0.00384867j -0.00463713-0.0109065j -0.00664739-0.0134964j 0.00085065+0.00493652j -0.00807882+0.00276154j -0.000577111+0.00267071j -0.0122189+0.00466873j 0.00902008+5.96253e-05j -0.0150588+0.000972357j 0.00138061+0.00478441j -0.00150334-8.16918e-05j 0.00941369-0.0142891j 0.00491914+0.00273899j 0.00525157-0.00106668j 0.000582103+0.0165772j -0.00350573-0.00427813j -0.00626849-0.0028521j 0.0100829+0.00175075j 0.000633313-0.00320348j -0.00382727-0.00102179j -0.00528802+0.0117419j -0.00758965+0.00232546j 0.00735181+0.000534219j 0.00506675-0.0313547j -0.00487153-0.00213254j 0.00246846-0.0123081j 0.00637055-0.00208403j 0.00238613+0.00609851j 
0.00968027+0.0129474j 0.0145807-0.0138121j 0.00340004-0.0183338j 0.0191675+0.0130334j -0.0147753-0.00128418j -0.00527696-0.0120132j -0.00436102+0.011655j 0.0256439+0.000623751j 0.00437183+0.00378697j 0.006143-0.0167532j 0.0123513+0.014932j -0.0212177+0.00771713j -0.00666663+0.00137651j -0.00845123+0.0037109j -0.00755674+0.00189386j -0.000387632-0.0002691j 0.00152378+5.43759e-05j -0.00354674+0.0100892j 0.00461453-0.0143553j 0.0160491+0.00537759j 0.00828062-0.00873026j 0.00373906-0.00256899j -0.011089+0.00880304j -0.000913372+6.79341e-05j -0.00887505-0.0119223j 0.00976772+0.0112965j -0.00183025-0.00139649j 0.00105626-0.00236679j -0.00461167+0.0052327j -0.00198405+0.00714631j -0.020734+0.000345156j -0.0049467+0.0153568j 0.0134648+0.0205095j -0.0169267+0.0099171j 0.00710013+0.0176898j 0.0152095+0.00103322j -0.0188365-0.0151563j 0.015292-0.00431256j -0.000419725-0.00835873j 0.00637575-0.0264019j 0.00866506+0.000333619j 0.0138305-0.00455944j -0.00190667+0.00670053j 0.0104413+0.0108534j 0.0200425+0.0122963j -0.00841759-0.00373478j 0.00138227-0.00263155j -0.00102516+0.00395469j -0.030069-0.0242419j 0.00505432-0.00383779j 0.00443718+0.0199532j 0.0300016+0.000375713j -0.012698-0.00988546j 0.0145172+0.00925971j -0.0189915-0.0061277j 0.00529388-0.0183416j 
-0.00828499+0.00903753j 0.00655597+0.00725487j 0.00385806+0.015167j -0.00790938+0.00134481j 0.0018272+0.00511357j -0.0100672-0.0154469j -0.0127004-0.0030593j -0.0241246-0.00101005j -0.00248526-0.0044808j -0.0132678+0.014227j 0.0113683-0.0164996j -0.0191816+0.00196623j 0.0148292-0.0243559j -0.00351055-0.011385j 0.00504669+0.00319278j 0.00912803-0.00203275j -0.00526501-0.002374j 0.00422751-0.00780265j -0.000928443+0.0106789j -0.00458865-0.0174052j 0.00353964+0.00278137j -0.00826074+0.00268968j -0.00505185-0.00801266j -0.00678414-0.00058927j -0.00528355-0.00493605j -0.00908854+0.0120316j -0.000813225-0.00132197j 0.000613181+0.00628253j 0.00140046-0.000950201j 0.000151814-0.0108108j -0.00323429-0.0260188j -0.0222019-0.000350478j -0.0159934-0.00762979j -0.00641263+0.0172188j -0.0128883-0.00859822j 0.000972925-0.00241932j -0.0170972+0.00862045j -0.0106748+0.00578351j -0.00945791+0.00956062j -0.0165071+0.00125599j -0.0195928+0.00523856j 0.00954509+0.00305264j 0.00204922+0.0122935j -0.00337838-0.00684296j 0.00677429-0.00256866j -0.00771465+0.0144243j 0.0114071-0.00409179j 0.0170866+0.00208337j -0.0177243+0.0278107j -0.00325438+0.0032424j 0.0139138-0.00299951j -0.000570732-0.0259947j 0.000995073+0.0121609j 0.00479246-0.0204002j 0.00561987-0.010867j 0.011532+0.00698999j 
-0.00610712+0.0021553j -7.45102e-05+0.00497506j -0.00539226+0.00483668j -0.00269942-0.00587289j 0.00376292+0.00930793j 0.00291462+0.00196502j 0.00512015+0.00265307j 0.00997632-0.00304035j 0.000353993-0.0052436j 0.00832282-0.00891564j -0.00483416-0.00683759j 0.00209468+0.00531497j 0.00245274+0.0050338j -0.000117519+0.0199968j 0.00206998+0.00227293j -0.00509473-0.00534822j -0.00141822+0.00121708j 0.00836228-0.0102467j 0.0100562+0.00179589j 0.00515999-0.0125481j 0.0141169+0.00575054j 0.00349511-0.0109823j 0.00831259-0.00973654j 0.0126257-0.0102889j 0.0159439+0.00443185j -0.015292-0.00827045j 0.0165608+0.0067009j -0.0161406+0.0089295j 0.0113199-0.00544343j 0.00675684-0.00194348j 0.0108223+0.00466349j 0.0101273+0.0081489j 0.0154274-0.00213182j -0.00143526-0.0224908j 0.00382499-0.00463412j 0.0135981-0.0113119j 0.00780557+0.0152395j 0.0217034-0.0149856j 0.0190528+0.0118347j 0.0101625+0.00320125j 0.00683251+0.00911863j 0.00487032-0.0167073j -0.000663183-0.00830657j 0.0109988+0.00199296j -0.0123994+0.00601368j 0.0123321-0.00643477j 0.0101398-0.0200262j -0.0111078-0.00572422j 0.0124851+0.00595095j 0.00224388+0.00934012j -0.00662106-0.00626741j 0.00410783-0.0109105j 0.00961878-0.00334394j 0.00130903-0.00821065j 0.0033305-0.00125719j 0.00176571+0.00252953j 
-0.00237965-0.00440043j -0.00370014+0.00338877j 0.0025631+0.00546071j -0.00679289+0.000890791j 0.00523323-0.00913801j -0.00796505-0.00376754j 0.00133162+0.00320042j -0.0156606-0.00187516j 0.00586652+0.00367512j -0.00342363+0.00937323j -0.000379846-9.1876e-05j -0.000172305+0.00341617j 0.0032913-0.00564967j -0.000535996-0.0172217j 0.00978891-0.0033604j 0.00149729+0.00310464j -0.00315324-0.00777573j -0.00688022+0.00453644j -0.00516245+0.00827281j -0.0033031+0.0136424j -0.0108546-0.0156455j -0.0137905+0.00532164j -0.00163552+0.00700821j 0.00602991+0.00248205j -0.00824091+0.00347895j 0.00896484-0.00488754j -0.00579415-0.00963683j 0.0140716-0.000656835j -0.00846334+0.00716981j 3.22648e-05+0.00141899j -0.00123255-0.00873146j -0.0154757-0.0103128j -0.00554495+0.00783278j 0.00634188+0.0127121j -0.000491399-0.00609604j -0.0239262-1.7267e-05j -0.00299348-0.00281629j -0.0151847+0.0142054j 0.00219228+0.00354918j -0.00609115+0.00140317j -0.00783893-0.00968315j -0.00324523+0.0116003j -0.00162478+0.0167846j -0.0070361-0.00888465j 0.00609676-0.00910923j -0.00761774+0.00569062j 0.00194152+0.0168953j 0.00821337+0.00950892j -0.00937348-0.00387978j -0.000999692+0.000647908j -0.00461939+0.00495036j -0.00144951+0.00522732j -0.00253173+0.0017188j -0.00055113+0.00218466j 0.00423992-0.00199172j 0.00194167+0.00442775j 
0.00470954-0.00489753j -0.00864511-0.00268254j 0.00428824-0.00224357j -0.00205127+7.27284e-05j 0.00785367+0.00175604j -0.00295911+0.00150875j -0.0042695-0.0010043j 0.00710904-0.00872013j -0.0152381+0.0133602j 0.00472009-0.00643125j -0.0127909+0.000905799j -0.00403968+0.002166j -0.00585527-0.00504794j 0.0209255-0.00282245j 0.00277978+0.00745287j 0.00388193+0.00806199j -0.0210338+0.0135767j -0.00166959+0.0183212j -0.0120648-0.000664549j -0.00910587+0.00374556j -0.0137765-0.0107337j 0.00713726-0.000963466j -0.0116113+0.00694593j -0.00197198-0.00128266j -0.00837869+0.00769952j 0.00344526+0.00366462j -0.00541311-0.00660729j 0.00814711-0.0132483j -0.00650879+0.00410055j -0.0106983-0.00305933j -0.00186041-0.0133846j 0.00330372+0.0096339j 0.00268425+0.00316972j -0.000228923+0.0017378j -0.0075246-0.00159138j -0.00734804-0.00368343j -0.00468104-0.0145786j -0.00702801+0.00788317j 0.00339819-0.0113012j 0.0160323+0.0012396j 0.00142551-0.00103347j -0.00124923+0.00505277j -0.00837612+0.007006j -0.00644741-0.0128649j 0.00421082+0.0222085j 0.0100514-0.00766205j -0.0126801-0.0114741j 0.00160435+0.0137399j 0.0279465-0.0132381j -0.000740234-0.00268905j -0.00065998-0.0025282j -0.0119961-0.00853769j 0.0136496+0.00328155j 0.00331278-0.0174116j 0.00376605+0.00527705j -0.00534099+0.00320962j 
5.41003e-05-0.0022061j -0.0044317+0.000666572j 0.00292773-0.00195954j 0.000850226+0.00111155j 0.0043225+0.0025121j -0.00460898-0.000662173j 0.00280891+0.00352279j 0.00162358+0.00102603j -0.00291222+0.00112668j 0.000287017-0.00422393j -0.0182528+0.00264425j -0.0027514+0.00302571j -0.00458542-0.00060168j 0.00727361+0.00200824j 0.00500838-0.00105387j 0.00440132+5.17763e-05j 0.00030568-0.00805804j -0.00230428+0.00796842j -0.00308766+0.000484473j 0.00139583+0.00484577j -0.00126245-0.00823656j -0.00586692-0.00969896j -0.0098032+0.0017801j 0.0150331+0.00364796j -0.00287136+0.00643906j 0.0143319-0.00222785j 0.0036008+0.00447766j 0.00421683-0.00213867j -0.00574726+0.00475917j 3.5478e-05+0.0039737j 0.000157907-0.006941j 0.000554405-9.06893e-05j -0.00323446+0.00835069j 0.0049143-0.000414264j 7.60769e-05+0.00395315j -0.00601039-0.0126153j -0.00239749-0.00134787j -0.00142751+0.00528902j -0.000770697+0.0100655j 0.0068299-0.00229564j 0.00345674-0.00372001j -0.00651102+0.00555951j -0.0123195-0.000978412j 0.000732455-0.00437702j -0.000120911+0.00275445j 0.00559598-0.00557879j 0.0020513-0.00955949j -0.00201934+0.00659803j 0.00843918-0.0028152j -0.00256434-0.00480134j 0.00590053-0.00525052j 0.00125929-0.00130908j -0.00113978-0.00257056j -0.000216647-0.00145714j 0.00324464+0.000356628j -0.000406792+0.00282191j 
-0.00119244-0.00080948j -9.63763e-05+0.00109518j 0.00304346+0.00199261j -0.00344015+0.00210143j 0.00560055-2.14211e-05j 0.00771028-0.00219601j 0.00505089-0.017088j -0.0100962-0.00548117j -0.00091247-0.00659707j -0.0029669-0.0111691j -0.00290686+0.000334317j 0.0060955+0.00473966j -0.00766613-0.00254834j 0.00371001-0.00482038j -0.0197401-0.00828481j 0.0101855+0.00949972j 0.0172086+0.00289788j -0.00487294+0.0147947j -0.00489069-0.0167208j 0.0128329-0.0106686j -0.0168693+0.016712j 0.00489203+0.0173357j -0.0122873-0.00195195j -0.0133652-0.0107221j -0.00931065-0.0196023j -0.00651493+0.0332888j -0.0295476+0.00967876j 0.00394317-0.0139569j -0.00620232+0.00371061j -0.00824642-0.00200492j -0.00518004-0.00617627j 0.0132114+0.0082301j -0.0139692-0.0264494j -0.00359942-0.00895499j -0.0206872+0.011585j 0.0119196+0.0103626j 0.0115082-0.00860215j 0.0139204-0.00840092j -0.0141308-0.0294072j -0.000699898+0.00114636j -0.000369216+0.00730506j -0.0104166+0.0123623j 0.0134203-0.0214669j -0.00568561+0.0115384j -0.00238253-0.000163674j -0.0108932+0.00230706j -0.0133857-0.0248774j 0.0110859-0.0165395j -0.00499028+0.0160181j 0.011601+0.00764619j -0.00863197+0.00354382j 0.000233571-0.00995642j 0.00401008+0.00194237j -0.00147113-0.00542844j 0.00337296+0.00286308j -0.00266975+0.00387107j 
0.00308375+0.00320409j 0.00350238-0.00193891j -0.00197358-0.00259642j 0.000614876+0.000421028j -0.00363891-0.00160477j 0.00445632+0.00673675j 0.00359743-0.004935j -0.00893116-0.00035238j 0.013041+0.0048656j -0.00288069+0.0022419j -0.00486873+2.1277e-05j 0.00146436-0.00184107j 0.012025-0.00840236j -0.00982225+0.00423424j -0.000734271+0.00223809j 0.00292318+0.0120116j 0.0245154-0.0161251j -0.00298544-0.00696042j 0.0100748+0.00184011j 0.00212808+0.00894711j 0.013652+0.0211856j -0.00304781-0.00550346j 0.00819792-0.0114574j 0.0186733-0.00673433j -0.0101417-0.00747688j 0.00252906+0.014158j -0.0090747+0.000710605j 0.00676542+0.0100821j 0.0142814-0.008294j 0.00162287+0.00279091j 0.0107843+0.0148586j -0.00321662-0.00966742j -0.011096-0.000691237j 0.00568079+0.0029167j -0.00834179+0.00130858j 0.000353555+0.0035852j 0.00156848-0.0022553j 0.00314605-0.00351472j -0.0103303-0.000398869j -0.0169819-0.00587452j 0.00872568+0.00463993j -0.00215428+0.00834226j 0.00108818-0.0141143j -0.0152657-0.00237707j 0.00214049-0.0124151j 0.000993967-0.00936476j 0.00920471-0.0109366j 0.0165557+0.0089349j -0.00913202-0.00174228j 0.003035-0.00818147j 0.011326+0.00196751j 0.00661724+0.0104932j -0.00218647-0.00193375j -0.000651425+0.0024435j -0.000997095-0.000518191j 0.000231579-0.0010841j 
-0.00239879-0.00171523j -0.00181735+0.000703926j 0.00209364+0.000114163j 0.0036494-0.000295747j -0.00450566+0.00674971j 0.000664525-0.000719219j 0.00273393+0.00473569j 0.0104206+0.000664482j -0.0148378-0.0092318j -0.00743693-0.00822643j -0.0153815-0.000115445j -0.0153772-0.00386324j 0.0106783-0.016287j 0.0110631+0.00297943j 0.0103567-0.000285567j 0.00234991+0.0103465j 0.00865562+0.00301463j -0.00844036+0.00517837j 0.00824742+0.019034j -0.00132631+0.0100798j 0.00302356+0.00632469j 0.00725385-0.0178002j 0.00211636-0.00510381j 0.0134816+0.00779741j -0.00546523+0.019225j 0.00449747+0.00568991j -0.00732408-0.0175129j 0.00903863-0.00731689j 0.0082721+0.00341257j -0.00603346+0.0191052j 0.0073993+0.00635853j 0.00572917-0.000293115j 0.00764068+0.00443135j -0.00869698+0.0128148j -0.00987491+0.00858937j -0.0140696-0.0208348j -0.0154119+0.0180886j 0.00865325+0.0131657j -0.00607943+0.0031339j 0.0193144+0.0127214j 0.0192815-0.00767127j -0.0130013+0.00886833j 0.003107-0.000642843j -8.28732e-05-0.0114672j -0.00476839-0.00817699j 0.0114743-0.0098256j 0.00515706-0.0176498j 0.00731607+0.00920866j 0.00184364+0.00282721j 0.00244565-0.00710218j 0.00801095-0.00164196j 0.00317455+0.000643998j -0.00140563+0.000428228j 0.00254028+0.00230329j -0.00120133-0.00407487j 0.00410915-0.0012943j 
-0.001935-0.0021104j -0.000968568+0.00166611j -0.00514806+0.00388566j -0.00339573-0.00449208j 0.00140239-0.00266687j 0.00321734-0.00189753j -0.00940395-0.00377217j 0.00283998-0.00312342j -0.00345309+0.00139484j -0.00149931+0.00641642j 0.0242582+0.00420614j 0.00340059-0.00231585j -0.00156253+0.000961457j 0.000505205-0.00390179j -0.000723067+0.0051768j -0.00111678-0.0089617j -0.0302252+0.0101026j 0.0111308-0.0012202j -0.00263434-0.000460076j -0.00739165-0.0116531j -0.00041139-0.00569451j 0.0093131+0.0114478j 0.00559444+0.00397934j -0.0279289-0.00997839j 0.0100486+0.00824773j -0.0106529-0.0138536j 0.00229413-0.00273689j -0.00518638-0.00778137j 0.000677325-0.00417607j 0.0018537-0.00675899j -0.00168745-0.00657191j -0.00164035+0.00176151j 0.0107125-0.000699699j -0.00522702-0.0016262j 0.00908331-0.00541561j -0.00280819+0.0169343j 0.000349504-0.000542444j -0.00638835-0.00401738j 0.00849263-0.00459786j 0.00808903+0.008442j -0.00974299-0.00694398j 0.0173549-0.00690868j -0.00133746+0.0169383j 0.00110605+0.00469346j -0.00576769+0.00586761j -0.00344241+0.00645409j -0.0234935+0.0168756j -0.00112722-0.0131705j 0.00665707+0.0014603j -0.00177156+0.00574331j -0.014606+0.00200071j -0.00727357-0.00956802j 0.00743079+0.00571675j 0.00244035-0.00637721j 0.000423288+0.00145519j -0.00132278+0.000603906j 
-0.00136601+0.00287303j 0.00264337+0.000792345j 0.00771245+0.00327449j -0.00230942+0.00602767j 0.00459156+0.00460168j -0.00181246-0.011798j 0.0050202+0.00571905j -0.00600427-0.000484921j 0.000723744-0.00255805j 0.0108446+0.00802978j -0.00395606-0.0107388j 6.04258e-05+0.0135007j -0.0221931+0.0125395j 0.005814-0.0117566j 0.0060992-0.0128211j 0.00590026-0.00826732j 0.0153752-0.00708717j -0.0151767+0.00511443j 0.00139309-0.0124061j 0.00904108+0.00701318j -0.0040173-0.0301159j -0.0214899-0.00757215j -0.02825+5.09406e-05j 0.00776934+0.0148594j 0.00792421-0.0126216j 0.0114289+0.000139851j 0.00797616+0.0106341j -0.00990824+0.00680744j -0.0227797+0.00449266j 0.00659774-0.0047594j -0.00698748-0.0192657j -0.00491718+0.00641834j -0.00551529-0.000682172j 0.0116952-0.00490163j 0.00754702+0.00539474j 0.0194567-0.00444387j 0.0192144+0.00265492j -0.00711216-0.00110197j 0.00754764+0.0156207j -0.00328717-0.0197737j -0.0138301-0.00414395j -0.00508591-0.0192594j -0.00264492-0.0116825j 0.00547787+0.0120215j 0.00367549+0.0117783j -0.0136094+0.00337766j 0.0210941+0.00425835j -0.0183538-0.00483272j -0.00722902+0.00387255j -0.00410291+0.00169926j 0.00542432-0.00552674j 0.0135079+0.00800723j -0.00803148-0.00788611j -0.00313586+0.00828402j 0.00165111-0.00297244j 0.00255758+0.00157725j 
0.00169223-0.000286592j -0.00126403-0.00196711j -0.000413784-0.00488323j 0.00418576-0.00261473j 0.00149475+0.0103027j 0.00731288-0.00622512j -0.0130572-0.00395543j 0.00789982-0.00604713j -0.00870554+0.0157055j 0.013321+0.0110603j 0.0151445-0.00688896j 0.0148003+0.00432096j 0.014929+0.0144127j 0.00639349-0.00106862j 0.00665792+0.00827916j 0.0153575+0.0109201j 0.0109504-0.0143022j -0.00623916+0.00503198j 0.00424706+0.0151202j -6.73761e-05+0.0129716j -0.00724997+0.00951656j 0.0083213+0.00573127j -0.00234982-0.0074788j 0.00431188-0.0102307j -0.00439364-0.00084188j 0.00404556+0.000543794j 0.00561006-0.0119528j 0.00395135+0.0093095j 0.00998703+0.010125j -0.00429273-0.00900264j -0.0120008-0.00572675j 0.00864023+0.00956604j 0.000602662+0.00595621j 0.00211197+0.00562224j 0.013824-0.000216977j 0.000897293+0.0234434j 0.0242503-0.0019034j -0.0305794-0.00430337j 0.00263342+0.000165722j 0.00679254-0.00933377j -0.00272853-0.00748155j 0.023753-0.0288506j -0.0113466-0.018429j -0.0228453+0.00363229j 0.00546291-0.0176684j 0.0274127-0.00206931j -0.00290694-0.00711298j 0.00910804+0.016918j 0.00351497+0.00174005j 0.00662551+0.00103394j -0.00213825+0.00439419j -0.000867436-0.00386853j 0.00130341-6.02343e-05j 0.00140029-0.00239015j 0.00229814-0.000836933j 0.000709274+0.00222401j 
-0.00118038-0.0063943j -0.00372934-0.000584895j -0.00272881+0.0100445j -0.00386888-0.00353648j -0.00271822-0.00738956j -0.000875653-0.00909086j -0.00384318+0.00506728j 0.00474954+0.0160211j -0.0116378-0.0300011j -0.0013653-4.45598e-05j 0.00804041+0.00620982j -0.00984216-0.00162306j 0.00245187+0.00702949j 0.0172278+0.001856j 0.0133699-0.0161476j 0.00379767-0.00549874j 0.00362768+0.000968125j -0.0125896+0.0122682j 0.000149691+0.00589482j -0.00282901-0.00847463j -0.00572252+0.000443482j 0.00441892+0.00609766j -0.00802569-0.00317894j -0.0211563+0.00427932j -0.000936631+0.0118859j -0.000416752-0.00673265j -0.00664196-0.02208j 0.00612052-0.00999573j -0.0132145+0.00871713j -0.00367545+0.014145j -0.000800394-0.0134969j 0.0105249+0.00185466j 0.0178297-0.00456492j -0.0186328-0.000883719j -2.60173e-05+0.0138984j 0.00540732-0.00998874j -0.00438413+0.0186306j -0.0155283+0.0140874j -0.00347157-0.00704583j 0.0104413+0.0267421j 0.00312808-0.0221654j -0.0161701-0.01205j 0.00911994-0.00585555j 0.0060832+0.014345j -0.00090045-0.0114282j -0.0093507+0.0125046j 0.00353462-0.0059528j 0.00107909-0.012992j -0.013639+0.00980422j 0.00193166+0.0028575j -0.00155081+0.00424597j -0.00247421+0.0044451j 0.000135215+0.000755589j -0.00269556+0.00465587j -0.00226354+0.000315179j 7.19348e-05-0.00222947j 
