-0.131066+0.142641j -0.147908-0.144408j -0.141125+0.179992j 0.187139+0.0568193j 0.0923991-0.0637281j 0.0620521+0.170897j 0.0143147-0.252556j -0.200209-0.0406304j 0.0360874+0.145877j 0.0340913+0.0789713j -0.0501805+0.0736164j -0.141918+0.0448186j -0.0729201+0.0568411j 0.064865-0.125913j -0.0636084-0.0396581j -0.120378-0.093895j 0.178815-0.0250016j -0.21961+0.0980193j -0.0569061+0.0907674j -0.0248881-0.0154816j -0.0944349+0.00637665j -0.0726223-0.0519419j 0.105986+0.165179j 0.00646872+0.00075163j -0.0258578-0.156816j 0.149418+0.0204173j 0.12317+0.0714643j -0.0345554+0.125579j 0.0531705+0.165734j -0.0933094+0.0241587j 0.206731+0.102086j -0.0928556+0.21089j -0.211523+0.127832j 0.128599+0.191544j 0.0255518+0.074482j -0.0563426+0.0315024j -0.0597186-0.000766493j -0.026376+0.0844468j 0.0462625-0.0388601j -0.0281221-0.0243649j -0.0164583-0.0144722j 0.0226539+0.0187826j -0.0369322-0.022014j 0.050702-0.00358244j 0.022798+0.020725j 0.0166408-0.00910737j -0.00308626+0.03438j 0.0178051+0.0536256j -0.00705429-0.000646019j 0.0129365-0.0192315j -0.0454408-0.0063341j -0.0171269+0.046594j -0.0303639-0.0119221j 0.0252997-0.0101185j 0.0049404+0.0215582j 0.00237661-0.00427848j 0.0122805-0.0204041j -0.0219538+0.022083j 0.0103964+0.0384173j 0.00439918+0.0147692j -0.0160019-0.00761885j 0.0373722-0.0163222j 0.00369192-0.0177921j 0.00197007+0.0171177j -0.0118776-0.0168156j -0.0061196+0.0297486j -0.0373526+0.00144636j -0.00837578+0.00050996j -0.0312737+0.00659219j -0.00725381-0.0326453j -0.0769516+0.0125854j 0.0113698+0.0761204j 
-0.00142941+0.00540634j -0.00495011-0.0017734j -0.0023188+0.0103386j 0.00865217-0.000455049j -0.00169035+0.00203784j 0.00306484+0.00247225j -0.00059536-0.00110927j 0.0054125+0.000542163j -0.00483068+0.00524669j -0.00531465-0.00207086j 0.00561906+0.0066095j 0.00216705+0.000835883j 0.00654516+0.00438694j -0.000934649-0.000602209j 0.00659073-0.00830342j 0.00525142-0.00241327j 0.00654214-0.00584817j 0.000235512-0.00145292j -0.00925869+0.00987964j 0.0036898+0.00331017j -0.000321977-0.00503699j 0.00455406-0.00197964j 0.0045838+0.000646563j -0.0031151-0.00492766j 0.000890416+0.0016737j -6.8071e-05-0.00256871j -0.0047266-1.14385e-05j -0.00512773+0.00169267j -0.00414525-0.0025618j 0.00304287+0.00372838j -0.00344557+0.00328162j -0.00187535+0.00188397j 0.00271097-0.00547333j -0.0078002-0.00596397j 0.00514642-0.00299745j 0.00138871+0.0056771j -0.00406792-0.00176314j 0.00330811+0.000790009j 4.27446e-05-0.00429444j 0.00403558+0.00312125j 0.00458128-0.00130453j -0.00221935-0.00111704j 0.00352696-0.000115358j 0.00289122-0.00193931j -0.00367154+0.000110462j 0.00408513-0.00451715j 0.00749029+0.0114337j 0.00143016-0.00112775j 0.00194304+0.00227626j 0.00299776+0.00318937j -0.000341264+0.00152884j -0.00507383-0.00099171j -0.00431802+0.00293553j 0.0109556+0.0033908j 0.00320951+0.00413827j -0.00304159+0.00414351j 0.00526809-0.00590378j -0.00290876+0.000100363j 0.00169377+0.00584224j 0.00721813-0.00528931j 0.000639115+0.00506562j 0.0019835-0.00166979j -0.0074092+0.000265407j 0.00326355-0.00194924j -0.00477564+0.00461189j -0.00480932-0.000951429j -0.00292251-0.00126428j 0.00131655-0.00383032j -0.00730165+0.00204193j 0.00035939-0.0145195j -0.0053241+0.00202785j -0.000519116+0.00678869j 
-0.000521009+0.00882917j -0.0107778-0.0013454j -0.00295026-0.0059911j 0.00537457+0.000554586j -0.000918977+9.07482e-05j -0.00184361-0.0049995j 0.00606799-0.00207218j 0.00120262+0.00632317j 0.0128258-0.00215482j 0.00902591+0.00155041j -0.00328196-0.0077587j -0.00955188+0.000154869j -0.00657138-0.00957222j -0.00349774+0.00323265j 0.00391821+0.011338j 0.00218887-0.0105775j -0.00931221-0.000182759j -0.00345503-0.00507959j -0.00484132-0.010017j -0.00158058-0.00822828j -0.0125174+0.00409772j -0.0106146+0.00266014j 0.00196632-0.00541209j 0.00920849+0.00902915j 0.0026379+0.00789542j 0.00213911+0.00914034j 0.00514083-0.00454228j 0.0089689-0.000987949j 0.00142809-0.00078442j 0.0013081-0.00646984j -0.000839318+0.00156086j -0.00151509+0.00777403j -0.00429101-0.00326834j 0.00179864-0.00655266j -0.00152896+0.00301871j 0.0030418+0.00455122j -0.00135287+0.00161701j -0.00266919-0.00264854j 0.00582455-9.18915e-05j 0.00523824+0.00517669j 0.00421506+0.00251666j 0.0036797+0.00130287j -0.00368479+0.00334776j -3.83615e-05-0.00255651j -0.00163195+0.00546009j -0.00349552-0.00181001j -0.00515274+0.00118265j 0.0105392+0.00235055j -0.00605267-0.00604928j -0.00103352+0.0035945j 0.0035118-0.00475254j -0.00244934+0.000434438j -0.00465404-0.00488315j 0.00290338-0.0036369j -0.00430961+0.00775472j 0.00142811-0.00511198j -0.00381041-0.00204063j 0.00308099-0.00129617j -0.00182838-0.00697787j 0.0118334-0.00268727j 0.00153382-0.00166827j 0.00302821+0.00405989j 0.00313108-0.00931312j 0.00220497-0.00056599j -0.00411056-0.00607654j 0.00609849+0.00369019j -0.00369847-0.0103115j -0.00587033-0.0035017j -0.00280344-0.00544549j -0.0043684-0.00294641j -0.00543183+0.000648075j 0.000735164+0.00443646j 
-0.0035607+0.00381444j -0.00439887-0.0041043j 0.00175228+0.0045897j 0.0053815-0.00623775j 0.000668108-0.00572424j 0.00070585+0.0117144j -0.00219444-0.000405466j 0.00133582-0.00357129j -0.00631473+0.00988513j -0.00627997-0.00323644j -0.000367983+0.00481169j 0.00341748-0.00705305j 0.0219472+0.00336997j -0.000207681-0.00287501j 0.00359549-0.0112676j 0.00444367-0.00989131j 0.00176269-0.012607j 0.00450627+0.0101474j 0.00232724+0.0132641j 0.0155311+0.0072111j 0.00173436-0.00721981j 0.0123865-0.00532785j 0.00768234-0.00196736j -0.00414982-0.00316579j 0.00259637-0.00823329j 0.000478725-0.0096786j -0.014306+0.00294028j -0.00306976+0.00796604j -0.011908-0.00785291j -0.00760553+0.0121177j -0.00674784-0.00580065j -0.00811317+0.000134935j -0.0110587-0.00214337j -0.00165715-0.000315611j -0.000651691+0.00353018j -0.00161288+0.0053792j 0.00254569+0.000346441j -0.00503737+0.000683348j 0.00339488-0.00245118j 0.00073028+0.00332469j -0.00272103+0.00339212j 0.00332544+0.00144657j -0.000388987+0.000254165j -7.04371e-05-0.00313221j -0.00144175+0.0071079j -0.00289693+0.00162096j -0.00367612+0.000921726j 0.000552991+0.000605136j -0.0113454-0.000289911j 0.00105329+0.00404705j -0.00232031-0.00616329j -0.00106591-0.00215919j -0.0051231+0.00489927j -0.00723666+0.000492332j 0.00815977+0.00765565j -0.00550587-0.000577196j 0.00368367+0.00821495j 0.00909695-0.000758283j -0.00418147-0.00734939j 0.00168742-0.0137531j -0.00144574+0.000387706j 0.00317826-0.000585452j 0.00824879-0.0130396j 0.00266559-0.00327157j -0.00830722-0.00468712j 0.00196675+0.00579371j 0.00721233-0.000170263j -0.00259806-0.00731098j -0.0022235+0.00479267j 0.00385969+0.000526892j -0.00632718+0.000936059j -0.00327912+0.000215105j 
0.00443411+0.00500742j -0.0057612+0.00365486j -0.00597554-0.00183776j 0.00215953-0.000607687j -0.00400257+0.00337992j -0.00710106+0.00419798j -0.00612053-0.00268797j 0.00604295-0.00183849j 0.00508131-0.00861671j 0.000818051-0.00353623j -0.00150464-0.00205837j -0.00627424+0.00236661j -0.00535691-0.00741867j 0.00275676+0.00296591j 0.00495858+0.00948972j 0.00745477-0.00314776j -0.000692623-0.00855272j -0.00297288-0.00225304j -0.00598852-0.00588014j -0.0011126-0.00245383j -0.00882393+0.000848456j -0.00433027+0.00581353j -0.000175972+0.00340923j 0.00535707+0.0030146j 0.00407626+0.00710853j 0.00846979+0.00876516j 0.00999762-0.00949954j -0.00257864-0.00453857j -0.00459279-0.00566805j 0.00318051-0.00292729j -0.00284554+0.00443826j 0.00708841+0.00545419j -0.00278646+0.000496968j -0.00313713-0.00260069j 0.00236552+0.000580211j -0.00359986+0.00319705j 0.00560489+0.000981256j -0.00337661+0.00019986j 0.00220753-0.00298354j 0.00068844+0.00264945j -0.00079185-0.00133369j 0.00111382+0.00161631j -0.000711906+0.000666899j -0.00775448-0.00231864j 0.00271789+0.00840319j 0.00128103-0.00082206j 0.000629569+0.000976688j -0.00313985+0.00627106j -0.0051626+0.00594033j -0.00230764+0.00485226j -0.00634823-0.0010866j -0.00201012+0.00449928j 0.00466453+0.00214937j -0.00285098+0.00184267j 0.00373252+0.00792259j -0.00124654-0.00179756j 0.000399279+0.00840811j 0.00571384-0.00437619j 0.00376758-0.00487184j 0.00951497-0.00671575j -0.001493-0.00347465j 0.00214161+0.000641657j 0.00968217-0.00295954j 0.00455445+0.00458639j -0.00159454+0.00357613j 0.00254495-0.000683121j 0.00268692-0.00263144j -0.00447062+0.0059139j -0.00596766-0.00521353j -0.00052387+0.001201j -0.000664465+0.00458534j 0.00230241-0.000525065j 
-9.29497e-05+0.00233489j -0.00336947-2.95666e-05j 9.1539e-06+0.000426833j 0.00401749-0.00151296j -0.0010868-0.00169208j -0.000535186+9.97286e-05j 0.00384474-0.00334491j 0.00285592+0.00135204j -0.0016023+0.0071736j -0.00324608-0.0058647j 0.00729809+0.00361839j -0.00172853+0.00221096j 0.00358076+0.00529819j -0.00343186-0.0022449j -0.000100863-0.013886j 0.00491808-0.0118659j 0.00274303-0.00746327j 0.00203328-0.00606094j -0.0159449+0.00252922j 0.0017411+0.000275614j -0.00260893-0.00341979j -0.0045189-0.00107481j -0.0018899-0.00641986j -0.00715087-0.00347399j -0.0114962+0.00580667j -0.00639479-0.00194302j 0.00113666+0.00104347j -0.00140071+0.00384059j 0.00129822-0.00130437j -0.000440162-0.0011688j -0.000778289+0.00116128j -0.00050877-0.000123227j 0.00171647-0.000342899j -0.0017852-0.00114734j -0.00261868+0.000128592j 0.0013028+0.000436255j -0.00225286+0.00386563j 0.00330294+4.02806e-05j 0.00561153-0.00482846j 0.00395949-0.00279753j 0.00574726-0.00426362j -0.00246263-0.00310789j -0.00201823-0.00359076j -0.00308794+0.00102589j -0.00316178-0.00158583j 0.000619077+0.000839918j 0.00911338+0.00416901j -0.00489437+0.0041707j 0.00308613+0.0011876j -0.00121089+0.00195516j -0.00111416-0.000336449j -0.0083134-0.00419314j 0.000981276+0.00376784j 0.0108243+0.0045123j 0.00363178+0.000205631j -8.26956e-05+0.00726536j 0.00345999+0.00103484j -0.00983561+0.000547759j 0.00637832+0.00677528j 0.00957791-0.00453122j 0.00389101+0.00250992j -0.00177092+0.00229574j -0.00749125+0.0067158j 0.0103603+0.00217496j -0.00413906-0.00607875j -0.00308517+0.00169908j -0.00577711+0.00336558j -0.00124181-0.00756714j 0.000260946+0.00257359j 0.00158894-0.00370257j -0.00236451+0.0021694j 0.000528272+0.00400471j 
-0.00213894-0.00115301j -0.000207057-0.0030069j 0.00499118-0.00163255j -0.00160156-0.000676975j 0.000216994-0.00449266j 0.00721399-0.004035j 0.00559676+0.000603274j -0.00118012-0.00346294j -0.000987912+0.00801073j 0.00133176-0.000197218j 0.00378398+0.00125411j 0.00286648-0.00284247j 0.002371+0.00648338j -0.00294081-0.00317058j 0.00073594-0.00490502j -0.00231838-0.00574202j 0.00490656+0.00367994j 0.00608134-0.00091294j -0.00435542+0.0029535j -0.00253342+0.00334937j 0.00226736+0.00264112j -0.00170191-0.00113243j 0.00429809+0.000508227j 0.000543308-0.000585103j -0.000358889+0.00459245j -0.00958201+0.000556209j -0.00549844+0.00443076j 0.00459002+0.000886904j 0.00416724+0.00828973j 0.00159614+0.00364783j -0.00436256-0.0030501j 0.00193363+0.000676965j -0.00162648-9.73671e-05j -0.00211694-0.00403871j -0.000523626+0.00555814j 0.0022608+0.0010243j 0.000477144+0.00392303j -0.00338674-0.00738711j 0.00545971+0.000338143j 0.00328144+0.00717434j -0.00136633+0.00129482j 0.00576374+0.00582663j -0.00372271+0.00355427j -0.00411698-7.2455e-05j -0.00331071+0.00437838j -0.00132327+0.00064664j -0.00787709+0.00762392j 0.0155187+0.00341178j -0.00961982-0.00720543j 0.000699679+0.00659775j -0.00369833-0.00536151j 0.000302694+0.00493417j -0.00857585-0.00753273j -0.00642697-0.00223387j -0.00761237+0.0115203j -0.00198547-0.00578059j -0.00604513+0.00663908j 0.00824769-0.00896258j -0.0175242-0.0129478j 0.00462984-0.00534302j 0.00536199+0.0014191j -0.00533696+0.00505951j 0.0125393-0.00407719j 0.00249676+0.00726898j 0.00219242-0.00119155j 0.00202242+0.00868059j 0.00716381-0.00338279j -0.0111274-0.00745757j -0.00177689-0.000453405j -0.0113127-0.0036073j -0.000456692-0.000877194j -0.00168876+0.00152704j 
0.00135178-0.00154457j 0.00265953+0.00343768j -0.00296399-2.85396e-05j -0.00364295+0.000883489j 0.00233751+0.000634298j -0.00452454+0.000633068j -0.00226366-0.00443537j -0.0066048+0.00159119j -0.0057544-0.00150212j 0.00337755+0.000559842j -0.00295651-0.0029424j 0.00233095-6.20126e-05j 0.00460733+0.00497032j -0.009786+0.0102467j 0.00151223+0.00695002j 0.00466049+0.00193939j -0.00812293-0.00273717j -0.00276917+0.00294098j -0.00556675+0.0061458j 0.00372916-0.0095942j -0.00627351-0.00531012j -0.00233701-0.00183563j -0.00221745-0.000102082j -0.0020755+0.00405854j 0.0109171+0.00267639j 0.000436517-0.00178663j -0.00136524-0.00372665j 0.0013114+0.00545148j -0.000644085-0.00803649j -0.00535748-0.00454528j 0.00783797-0.0021387j -0.00482294-0.00749927j 0.00416595+0.00144875j 0.00346267-0.000356805j 0.00287368+0.00171569j -0.00446924-0.00317504j -0.000667025+0.00433025j -4.53003e-05-0.00252873j -0.00220067-0.00753728j -0.00940193-0.00129122j -0.00299517+0.00137965j -0.00496107+0.00162919j -0.00327504-0.00100258j -0.0098612+0.00946958j 0.00446964-0.00209442j 0.00138767-0.00106583j -0.0102741-0.0199506j 0.000863824+0.000579783j 0.00243891+0.0168243j -0.00460539+0.00968751j -0.00741678+0.00780963j -0.000524392+0.00656034j 0.0187591-0.00823503j 0.000216868+0.00466292j 0.00545299-0.00290072j 0.00364475-0.00230044j 0.00231252-0.00513463j -0.00470464-0.00606085j 0.00789438-0.000561759j 0.00930335+0.00693419j -0.00826012-0.00429584j 0.00521761+0.00440498j 0.0169913+0.00547303j 0.00308833-0.010388j 0.00110936+0.00505513j -0.00324478+0.00193438j 0.00795012+0.00333673j -0.000883082+0.00466688j -0.00417464+1.25203e-05j -0.000134686+0.0014888j 0.00084524-0.000878356j 0.00402317-0.00226825j 
0.00110927+0.00445094j -0.00474678+0.00076428j -0.00248482-0.00239309j 0.0024431-0.00539661j 0.00809995-0.000151879j -0.01455-0.00216445j 0.00337012-0.00201819j -0.00492712+0.0101924j 0.00936146-0.0111779j -0.00433419-0.00141468j -0.0100606-0.0049756j -0.00661426+0.00691032j -0.00209362-0.00960093j 0.00697793+0.003669j -0.00930255-0.00378913j 0.00870535-0.00219395j -0.0145984-0.00878142j -0.00832462+0.00517698j 0.00216178-0.0102721j 0.00703529-0.00262777j -0.00673321-0.00177725j -0.00374248-0.0020476j -0.0132911-0.0103921j -0.00799765-0.0037617j -0.00850886-0.00944387j 0.0155371-0.0140068j -0.00484556-0.0103953j -0.00428411+0.00439964j 0.00329043-0.0145234j -0.0108881-0.00789312j 0.00842582+0.00300974j -0.00939159-0.0068044j -0.00594791-0.00574498j 0.00527541-0.000508522j -0.00183178-0.00100018j -0.0021786+0.0042094j -0.00338475-0.00361481j -0.00493457-0.000426041j 0.00199939+0.00276973j -0.00189894+0.000404174j -0.00547717+0.000418915j 0.00358519+0.00204159j -0.00635668-0.00141621j 0.00624397-0.00724854j -0.000645445-0.00405744j -0.00163158-0.00224781j 0.00863598+0.00645753j -0.000304123+0.0061542j 0.00594706-0.00625824j -0.00439958-0.00821773j 0.00105215-0.00975429j 0.000261635-0.0060102j -0.00867179+0.00167632j -0.00115364+0.0013868j 0.00305685-0.0107972j 0.000544195+0.00587452j -0.000701142-0.00185607j 0.00929821-0.00386462j 0.00175233-0.00168698j -0.0205231-0.00892249j 0.00741673-0.000396636j -0.00251309+0.00566963j -0.00105072-0.00361239j 0.00264314+0.00446446j 0.0067443-0.01379j -0.00194985-0.000574951j 0.00107918+0.0106708j 0.00828864-0.0040023j -0.00957316+0.000846608j 0.00145564+0.0053216j -0.00687715-0.000563026j 0.00406021+0.000319328j 
-0.0026815+0.00113314j -0.00106591-0.00381758j -0.00179024+0.00203238j 0.00143109+0.000430351j 0.00328463-5.54899e-05j 0.000682982-0.00484579j 0.00615816+0.00206848j 0.000107128+0.0104413j 0.00671544-0.0020377j -0.00483464+0.00787462j -0.00191226+0.00114389j -0.00182586+0.0100201j -0.000350453-0.0205086j 0.00360724+0.000769917j 0.00919127+0.00847031j 0.000579035+0.0162036j -0.0042537+0.00280267j -0.00351702-0.00244308j 0.00618148+0.0114339j 0.00592824-0.000798855j -0.00111203-0.00994904j 0.00166558-0.00614893j 0.0117541+0.00810637j 0.00271539+0.00030884j 0.00269893+0.00505626j 0.00706905-0.0111953j -0.00397018+0.00320665j -0.0043082+0.000652918j 8.39414e-05+0.00226807j -0.000573391-0.0010618j -0.00173953+0.00443828j -0.00211419+0.000136518j -0.00404432+0.000247268j 0.00121971-0.000125802j 0.0028459-0.000390607j -0.00344969+0.00832003j -0.00414727-0.00665239j -0.00366509+0.000366001j -0.00129063+0.0108609j 0.00161127+0.00187504j -0.000304455+0.00217384j -0.00547042-0.00686737j 0.010365+0.000638826j 0.007074-0.00584984j -0.00804114+0.00393077j -0.00171155-0.014868j -0.0176761-0.00367491j 0.0177527-0.0168593j -0.0153157-0.000801222j -6.41285e-05+0.0035063j 0.00448229+0.00214191j 0.00837877+0.0103312j 0.00355064-0.00358452j -0.00089119+0.000709911j -0.000763986+0.00176577j -0.00396145-1.07018e-05j 0.00553815-0.0195335j 0.0120674-0.00191045j 0.00036971+0.0096932j -0.00259641+0.0022087j -0.00289583-0.00341351j -0.0106388+0.00311446j -0.000283511-0.00529079j 0.00344151-0.0160858j -0.0054837+0.00389978j -0.00440833-0.00155543j -0.000720957+8.99491e-05j 0.00462512-0.00304515j -0.00142618+0.00190144j 0.000131565-0.0014245j -0.00278336-0.00245043j -0.0042674+0.00226306j 
0.00399693+4.50379e-06j -0.00259701+0.00219889j 0.00398941-0.00755067j 0.00828226+0.00116349j -0.0021495-0.00355427j -0.00484903-0.00248228j 0.00788616+0.00568064j 0.00240319-0.00348906j -0.00178366-0.00553923j 0.00805928+0.00891648j -0.00836331-0.000726296j 0.00238041+0.00704156j -0.00943958+0.00341018j 0.00166288-0.0153057j -0.0132326-0.00537052j -0.0182086+0.00501953j 0.0023917+0.0194268j 0.00260656+0.000863329j 0.00505119-0.00193509j 0.00580923+0.0065529j 0.0159065-0.00288301j 0.0127836-0.00111272j -0.00623948-0.0168233j 0.00307559-0.00579006j -0.0120789-0.00500016j 0.00664333-0.00527307j -0.00638465+0.00425612j 0.000247311-0.000612284j 0.00348953-0.000394381j 0.00144008-0.00833932j 0.000306889+0.00331677j -0.00478942+0.00109007j -0.00309774-0.00303899j 0.00620674-0.00281151j -0.00684629-0.000976474j 0.00045242+0.00522539j -0.00272111+0.000523639j -0.00015588+0.00299639j 0.00654577-0.0035105j -0.00388967-0.00166153j 0.00209136-0.0040688j 0.00122634-0.00162094j 0.00614424+0.00588629j -0.000746762+0.0015194j -0.000927684+0.00605822j -0.00112702-0.00225315j -0.00266096+0.000541958j 0.00102336-0.00575659j 5.29652e-05+0.00416035j -0.00629041+0.00319111j -0.00162745+0.000225595j 0.00786211+0.00161987j 0.00439017+0.00362036j -0.00303675-0.00033493j 0.00540803+0.00390933j -0.00775771+0.00484049j 0.00162645+0.0031146j -0.00082664-0.00024746j 0.0133985+0.00335091j 0.0089856-0.00396792j -0.000864478-0.0013904j -0.00134667+0.00310984j 0.0060894+0.00198405j 0.00518435-0.00350936j -0.0018326-0.00416623j -0.00226106+0.000952637j 0.00193919-0.000790787j -6.87685e-05-0.00216413j -0.00207343-0.00204963j -0.00262323+0.000429526j -0.00274722-0.00124188j 0.000712683+0.00119405j 
-0.00550956+0.000321242j 0.00226688-0.00194107j -0.00380358+0.00636678j -0.00675903-0.00165887j 0.00343513+0.000903447j -0.00159935-0.00491563j 0.00255026+0.00586626j -9.57832e-05+0.00501737j 0.0148727-0.00919448j -0.0078609-0.00037073j -0.00363973+0.00315953j -0.000743834-0.00882511j 0.00111037-0.00432768j 0.0117301-0.00255718j -0.00787655+0.00538198j 0.00403451-0.000629064j -3.8992e-05-0.0125154j -0.00447377+0.00538101j 0.0175353-0.0289069j -0.00296421+0.0128937j -0.00107626+0.011831j 0.000163299+0.00226118j -0.00442316+0.0157526j -0.00344485+0.00291375j -0.00599852-0.0103544j 0.00221892-0.00175243j -0.00773921+0.00242902j -0.00170199-0.00542649j -0.00399139+0.000612127j 0.00249345+0.00872032j -0.000671475-0.0037177j 1.71499e-05-0.000906636j 0.000993139+0.0042926j -0.00709801-0.000217384j 0.00749244-0.000688608j -0.00344065-0.00135919j -0.00104343+0.00160941j 0.00155556-0.00663951j -0.00475456+0.000987315j 0.00744702+0.00482782j -0.00378186+0.00394682j -0.00600884+0.00229149j -0.00993967-0.00309932j -0.00683269+0.00188624j -4.89483e-05-0.00593334j 0.00189463+0.000572923j -0.000167767-0.000363845j 0.0067746+0.00534563j 0.00345356+0.0043551j 0.00464319+0.00588931j -0.000445999+0.00448406j -0.0130695-0.000158684j -0.00321333-0.00856807j 0.0135833+0.00501301j -0.000882605-0.000761165j 0.0100254-0.00314943j 0.000106359-0.00337771j 0.000234832-0.00437037j -0.0170018-0.00197472j 0.00242037+0.000824292j -0.00175027+0.00423975j -0.000981076+0.00239596j -0.0030688+0.000680014j 0.00399865+0.00100189j -0.00407393+0.00446007j -0.00178568+0.000368391j -0.00329186+0.00443819j -0.00438456-0.00427627j 0.00208414+0.0033048j 0.000238086-0.00194613j 0.00132139+0.000194763j -0.000869915-0.000782073j 
-0.00214981-0.00317613j 0.00167411-0.000810183j -0.00181626-0.00337224j -0.000187779-0.00141537j -0.00343563-0.000434563j -0.00150117-0.000428994j -0.000491699-0.00206602j -0.000419172-0.0052748j 0.00312469+0.000793813j -0.00447915-0.00506863j 0.00221847+0.000213491j -0.000274831-0.00396132j -0.000711786+0.00832552j 0.000477534-0.00462197j -0.0159877-0.00736902j -0.00170643-0.00798232j 0.003238-0.00979838j -0.000384284+5.66984e-05j -0.00466069-0.0122318j 0.00131637+0.00699075j 0.0026659+0.00514484j -0.00427297+0.00503949j -0.0139258-0.00485319j -0.00820584-0.00362265j -0.0125081-0.00176664j 0.00203595+0.00148763j 0.00213288-0.00118297j 0.00138885-0.000845777j 0.00324464+0.00156225j -0.00284392-0.00155203j -0.000624586+0.00282953j 0.00353804-0.0035436j -0.000606698+0.00294556j -0.00283478+0.00128207j 0.00905933+0.00349934j 0.00345198-0.00612721j 0.000465027-0.00227933j -0.000274796+0.00157233j -0.00208044+0.00738694j 0.00314542+0.00432558j 0.00152489+0.00720856j 0.000435743+0.00387683j -0.000821119+0.00707276j 0.00292341-0.00275383j 0.003256-0.00265691j -0.00339567+0.000133849j -0.0171568-0.00182502j 0.00998068-0.00610288j -0.00388144-0.00516048j -0.000914525-0.00473605j 0.00535795-0.00311057j 0.00853762+0.00338248j 6.78931e-05+0.000184906j -0.00563033-0.00663381j -0.0129873-0.00329089j 0.00421343-0.00753983j 0.00148211-0.00812649j 0.00343189+0.00122242j -0.00630614-0.00496936j -0.0050588+0.00937116j -0.00661854-0.00593717j 0.00514045-0.000613523j -0.00656797-0.0104923j -0.00182553-0.00104118j -0.00273616+0.00516544j 0.00676568-0.00858533j -0.00466236-0.007335j 0.00406109+0.0110629j -0.00230343-0.00208378j 0.000865867+0.00599507j 0.00243836-0.00307984j -0.00199979-0.00166639j 
-0.00178844-0.000128231j -8.73615e-05-0.000943718j 0.00125257-0.00154517j -0.00105802+0.00236522j 0.00165016-0.00109573j 0.000581033-0.00216369j 0.000806521+0.00283686j -0.00190627+0.00101579j 0.000130079-0.00540096j 0.00159976+0.0049328j -0.00619924+0.00310639j 0.00472742+0.00513908j -0.00569649-0.0087329j 0.00305236+0.00323372j 0.0115428+0.014566j 0.00251236+0.0169005j 0.00212103+0.00838776j -0.00113458+0.00416926j 0.012718+0.00560091j 0.000868001-0.00639981j 0.00222932-0.00666816j 0.00475846-0.00232576j 0.0072058+0.00942835j 0.00531529+0.00022653j 0.00816237-0.00144108j 0.0031727-0.0077766j -0.00563121+0.00280728j 0.0002736-0.00480195j 0.00261583+0.00408367j -0.000418344-0.00102058j 0.00229227+1.80261e-05j 0.00191667-0.000787114j 0.0005392+0.00341528j -0.000752836+0.00192408j 0.00346251-0.00118884j 0.00101841-0.00579892j 0.00413769-0.00112983j 0.000599883-0.000219525j 0.00164883+0.00119024j 0.00830521+0.00054856j 0.00204699+0.00414448j -7.69215e-05+0.00172841j -0.00442096+0.00214379j -0.00554303-0.000654226j 0.0077932-0.00204519j -0.00723403+0.00727095j -0.00439851-0.00386812j 0.00095344-0.00396508j -0.00211368-0.000644865j 0.00146948-0.00737464j 0.000911821-0.00418985j -0.00236951-0.0025815j -0.00297686+5.3021e-05j 0.000486763-0.00242623j -0.0043438-0.000641634j 0.00431418-0.00629141j -0.00169745-0.00223337j 0.00366062-0.000507727j -0.00667872-0.00406665j 2.44532e-05+0.00440349j -0.00150439-0.00507109j 0.00302317+0.000320901j -0.00323379-0.00956203j -0.0031581+0.00269147j -0.00182882+0.000384103j 0.00280219-0.0018999j -0.00791604-0.00211163j 0.00268931+0.00489825j 0.00109906-0.0036565j 0.00345512+0.00699025j 0.000445066-0.000813102j 0.000181556-0.000145604j 
