0.00415681+0.000152256j 0.00851042-0.00457167j 0.00609787-0.00621712j -0.00403987-0.00030873j 0.0013793-0.00509798j -0.00282232-0.000780827j 0.0044978+0.00323695j 0.00575842-0.0059591j -0.00536127+0.00159248j 0.00320109-0.00407613j 0.0043264-0.00311809j -0.00826008-0.00127758j 0.00384444-0.00620439j 0.00230741-0.00518383j 1.60299e-05+0.000739558j -0.00120668-0.00147245j 0.00463062-0.00228155j 0.00526137-0.000723723j 0.00363537-0.000179557j -0.00322212-0.00052191j -0.000193732-0.0045446j -0.00212996+0.00102708j 0.00203077-0.000688193j -0.00176137-0.000976098j 0.000216918-0.000219512j 0.00431558-0.00374945j 0.000400072-0.0016352j -0.00149974-0.00040445j -0.00185068+0.00430402j -0.00437589+0.00297289j 0.00394976-1.84324e-05j 0.00315516+0.00470686j 0.00403042-0.00153973j 0.00523994-0.00346924j -0.00452438+0.00115474j 0.0044699-0.00158898j -0.00384724+0.00128969j -0.00286942-0.00266756j 0.00245181+0.0069082j 0.000273003-0.00505618j 0.0158365-0.0135004j 0.00562398+0.00435104j -0.00208619+0.0174507j 0.0217871-0.00261698j -0.00206431+0.000151302j 0.00357962+0.0235847j 0.0191636+0.00897207j 0.00889782-0.0224754j -0.00862247+0.0258707j 0.030323+0.00275049j -0.00138276-0.0841269j 0.126033-0.00745862j 
-0.00154931-0.00388922j 0.00290949-0.00316116j 0.00204095-0.000905233j -0.000811916-0.00184962j 0.000619336+0.000909055j 0.000810787+0.00292947j -0.000721827+0.00395682j -0.000915914+0.00370206j -0.00436867+0.00428209j 0.00521341+0.0041791j 0.00461757-0.00357693j 0.00235198+0.00235884j -0.0010272+0.00484553j 0.00253511-0.0015019j -0.000873519+0.00594969j -0.00379071-0.00289978j 0.00345686-0.0020025j -0.00473338+0.00587409j -0.00147233+0.00453041j 0.00635426-0.0058312j 0.00326941-0.00657664j 0.00661501+0.0013015j -0.00082754-0.01095j 0.00389062+0.00183304j 0.0049638+0.000685033j -0.0050398+0.00521706j 0.00652144+0.00449618j -0.00889788+0.000988892j -0.00917275+0.0073918j -0.00791797-9.0913e-05j 0.0203171-0.00326991j -0.0085042+0.0117975j 0.00700951+0.00290669j 0.0152468+0.00533216j -0.00768148-9.16542e-05j -0.00486184-0.00266965j -0.0165414-0.0232116j -0.00591459-0.0126419j -0.00715552+0.00977781j 0.00954361+0.044588j 0.0288994-0.0308731j -0.0192953-0.00246881j -0.0172445+0.030322j 0.01719+0.0130058j -0.0330835-0.0984377j -0.0126834+0.114369j 0.0229853+0.0414433j 0.0192055-0.00553689j -0.0049062-0.0132788j -0.00631386+0.00648996j 0.000825294-0.00809819j -0.00346004-0.00334812j 
0.00667415-0.00156843j 0.00126942+0.00226344j 0.00327543+0.00140658j 0.00145409-0.00173108j -5.31522e-05-0.000753642j 0.00353493+0.00256397j -0.00267282+0.000647671j -0.00150671-0.0029081j -0.00504876+0.00203035j -0.000957083+0.00434612j -0.00414733+0.0019794j 0.00330825-0.00449445j 0.000972392+8.10903e-05j -0.00483755-0.00264416j 0.00241695+0.00232854j -0.00350954-0.00672113j 0.00196872-0.00193684j -0.00936313+0.00644888j 0.0101021+0.00138624j -0.000881664-0.00203169j -0.00847607+0.00881514j -1.21204e-05-0.00330947j -0.00327714+0.00156588j 0.00315003+0.00027543j 0.000295238-0.00579044j 0.00796575-0.00465802j 0.00381852-0.00841255j -0.0130597+0.012082j -0.00184059-0.00457134j -0.0165541+0.0173736j 0.00106836+0.00270795j 0.00810373+0.00063571j -0.00271787-0.0147575j 0.00816339+0.0111287j -0.0334862+0.0211843j 0.00568854+0.010465j -0.0100414+0.00826032j 0.00176009-0.00479982j 0.0154384-0.011896j -0.0254788-0.0371024j 0.0966785-0.0149593j -0.0209026+0.0116565j -0.00801547-0.0309866j 0.0283681+0.0277757j 0.0118808+0.088616j -0.00577527+0.0134052j 0.00516517+0.0253275j 0.0053278-0.00940785j 0.000758265+0.00607235j 0.00667115+0.00578463j -0.000635659+0.00340891j 0.0040046+0.00324991j 
-0.00575088+0.00431159j -7.74507e-05-0.0042656j 0.00152344+0.00623323j -0.0049707+0.0109118j 0.00242014-0.00465569j -5.62911e-05+0.00146354j 0.00348641-0.0029876j 0.0065681-0.00126259j 0.00762789+0.000667048j 0.00525015-0.0124196j 0.000374072-0.00201779j -0.000602209+0.00260732j 0.0104969-0.00273672j 0.00440217-0.00471757j -0.00187149-0.00824695j 0.0030213-0.00729329j -0.00326078-0.000215773j 0.00594054-0.00720247j -0.00961783+0.00941216j 0.00450119+0.00151164j 0.00669791-0.0107013j -0.0043795+0.000578502j -0.00940704+0.0034057j 0.000336471-0.00796214j 0.00462941+0.00716995j 0.0139722+0.00241218j -0.000893462+0.00609379j 0.00221929-0.00530134j 0.00987896-0.00756124j 0.00964591-0.00879147j -0.0242584+0.0054911j -0.0169807+0.00301334j 0.0165008+0.00610562j -0.00535415+0.0108419j 0.0364043-0.0237441j 0.000597546+0.00105402j -0.0266477-0.00719303j 0.0077437-0.000836314j -0.0583086+0.00998479j 0.0459958-0.0516633j -0.0651634+0.0151643j -0.0523164-0.000204146j -0.0262902-0.00463534j 0.0184327+0.0173742j -0.0048276+0.0630647j 0.0178773+0.0365973j 0.0058795-0.00512051j 0.000918041-0.00632961j -0.01097-0.000893447j 0.00199967+0.0154669j -0.00098934-0.000106841j -0.00104182+0.00277277j 
0.00397405-0.00226123j 0.000788545+0.00173769j 0.00121503+1.65742e-05j -6.25976e-05-0.00202485j 0.00103141+0.00111307j -0.0022195+0.00211264j -0.00109124-0.0027291j 0.00323777-0.00362747j -0.00253532+0.00146623j 6.75249e-05+0.00249635j -0.00293072-0.00230175j 0.000144746-0.00201888j 0.00240146+0.00060426j -0.00400336-0.0015569j 0.00600309+0.00144858j 0.00210072-0.00043484j 0.00105744-0.00131198j 0.000316877+0.000912956j 0.00808631-0.00341862j -0.00494926+0.000857824j -0.00220163+0.0062895j 0.00581165-0.00187809j -0.000527331-8.55151e-05j 0.00309428+0.00104627j 0.00346802-0.00884976j -0.0109896-0.0064432j -0.00273692-0.00185907j -0.00206634+0.0155155j -0.0182974+0.0050937j -0.0403982+0.021215j 0.00412046+0.00198997j -0.000817966+0.00548006j -0.0238046+0.00311523j -0.01462-1.01208e-05j -0.00786517+0.00504215j 0.0266707-0.00240144j 0.0513934+0.00771575j 0.055121+0.00243361j -0.0647701+0.00796767j -0.0153553+0.00274434j 0.0415287-0.0207223j 0.014503+0.0075783j -0.00553486-0.00251196j -0.0121388-0.021403j 0.00146514+0.00113124j -0.00138311-0.00786401j -0.00647274-0.0125265j -0.00181051+0.00432694j 0.0012701+0.00067435j 0.00116044-0.00144323j 0.000365499+0.00214557j 0.00305709-0.000132044j 
-0.000911474+0.000667623j 0.000149037-0.00138827j -0.00201196-0.000164681j 0.00125238-0.00552569j -0.00328663+0.00426744j -0.00211891+0.00228136j -0.000709978+0.00916556j -0.012552+0.00972327j 0.00120417+0.00707879j -0.00106728+0.00657138j 0.00441243+0.00593395j 0.000924081-0.00282882j -0.0103077+0.00629392j -0.00556124+0.00830318j -0.00244349-0.00268864j -0.00522122+0.0011656j -0.00444093+0.00454856j -0.011591+0.0163125j -0.00842243-0.00285022j 0.00911799-0.00478304j 0.002254-0.00255913j 0.0001311+0.00223331j 0.000221995+0.00756134j 0.0036243+0.00212991j -0.00428325-0.0034376j -0.00511556-0.00325172j -0.000713443-0.00259208j -0.010095-0.00176251j 0.0170317-0.0108482j 0.0220908-0.0142421j 0.0580575-0.0143751j 0.00275017-0.00195963j 0.0254587-0.0259462j -0.004474+0.0194731j -0.0356243+0.0455498j -0.010961+0.0189976j 0.0283283-0.00128624j -0.0457447+0.0354044j -0.00768109-0.0219255j 0.00337589+0.0396121j -0.0257574-0.00449473j 0.00249624+0.0282811j -0.00350849-0.107386j 0.0152548+0.019235j 0.000591382+0.00750396j 0.00279378+0.0094814j -0.00201109-0.00152723j 0.00104025-0.00157731j -0.00217426-0.00893908j -0.00385441+0.00199142j -0.00142419+0.000178604j -7.62161e-05+0.00246745j 
0.000943154+0.00013974j -0.00136334-0.00034271j -0.000309384-0.00242413j 0.00123472-0.00560543j -0.00170582+0.00249472j 0.00224233+0.00197977j -0.000636043+0.00408874j -0.00329784+0.000611237j -0.00233819-0.00149105j -0.000489782+0.00433924j 0.000178401+0.00304656j -0.00302901-0.00190583j -0.0041594+0.00406365j -0.00232494+0.00144453j 0.000921005-0.00197653j 0.000596245+0.00398875j -0.000245776-0.00132314j 0.000360524-0.000593009j -0.000808173-0.00710167j 0.00366632-0.00230947j 0.00431197+0.000817266j 0.00911243-0.00531848j 0.00508044-0.00643725j -0.00475173+0.00590203j 0.00481079+0.00181119j -0.0156028+0.00269674j 0.000188591-0.00470969j 0.0205859-0.0179865j -0.00657776+0.00374224j -0.000777206+0.0149428j 0.0311814-0.00271887j 0.00501996+0.0182821j 0.00864349-0.0022271j 0.0150736-0.00150537j -0.0029125+0.0191325j 0.0148123+0.0193432j -0.0217242-0.032029j 0.0367356-0.043202j -0.0105854-0.0149928j -0.018626+0.0319922j -0.00971426-0.00738486j 0.0156039+0.0366171j 0.0168706+0.009454j 0.00870738+0.107989j -0.00356951+0.00111466j -0.00112291-0.00310613j -0.0062054-0.000791962j 0.000953283+0.00671696j -0.00125817-0.0037793j -0.000516094+0.000607631j -0.00253397-0.00329397j -0.00102649+0.00160881j 
-3.79066e-05+0.00040808j -3.95311e-05-0.000471301j -0.00392166+0.00348019j -0.00126616-0.00367343j -0.000159356-0.000816789j -0.00567046+0.00410125j -0.00348079-0.00108753j -0.00661372-0.00333811j 0.00210419-0.00293587j -0.00473259+0.000814047j -0.00401576-0.000727126j 0.00363515-0.0105586j -0.00504793+0.00207711j -0.000774767+0.00101677j 0.00172005-0.00394531j 0.0065192-0.008241j -0.00083171-0.000735374j -0.00998367+0.00259137j -0.00205172+0.0042637j -0.00638396-0.000289917j -0.00638775-0.00129872j -0.00613954+0.0045279j -0.00521123+0.0106899j 0.00798116+0.000302255j -0.00696702+0.0114662j 0.0087208-0.00474265j -0.0135848+0.00347168j -0.0290732+0.00243035j 0.0291443-0.0200977j -0.0139199-0.00290945j -0.0300789+0.0183638j 0.0169568-0.00272487j 0.0298639-0.0149303j -0.030264+0.00950021j -0.0130088+0.00342728j 0.0111647+0.00663485j 0.0703159-0.032418j -0.0650735-0.00624683j -0.00318577-0.00247182j 0.0238998-0.00931562j -0.000755919+0.0407938j 0.0104579-0.0073686j 0.0234221+0.0294442j -0.00144952+0.0509051j -0.00392392-0.0202524j -0.0104253-0.00770029j -0.00746919+0.0116864j 0.0024221+0.00569762j 0.00639937-0.00249842j -0.00275858-0.00741175j -0.000538572-0.00271011j -0.00164471-0.00011003j 
-0.00288856+0.00252501j -0.00182152+1.02314e-05j -0.000997894-0.00174467j 0.000683079+0.00366772j -0.00305286+0.00373963j -0.00170038-0.000739514j 0.00434299+0.000456133j -0.00278103+0.00427312j 0.00559481+0.000672417j 0.00244539-0.00671754j 0.00439168+0.00331694j -0.0086976+0.00889294j 0.00407952+0.00544785j -0.00779977+0.00594861j -0.00393773-0.00583472j -0.000362891+0.00642592j -0.00151068+0.00610003j 0.0111703-0.00690171j -0.0122109+0.00165512j 0.00891929-0.00343294j 0.000616655-0.000145132j 0.00206083-0.00200148j 0.00221061-0.0049477j 0.00848771+0.00159637j 0.00549407+0.00355175j -0.0387557-0.00327246j -0.00868449+0.0168475j -0.00941899+0.0064459j -0.029512+0.0145483j 0.00450109-0.00252471j 0.0627939-0.0234605j -0.0186866+0.00232124j -0.0435969+0.0108614j 0.0142781-0.00506952j 0.05156-0.0251107j -0.0534489+0.00338052j 0.0461611-0.0200893j -0.0380915+0.0145322j -0.00689315-0.00024617j -0.0457682-0.0113785j -0.0180014+0.013378j -0.00926836-0.0161683j 0.000585477+0.031517j 0.00212714-0.00360256j 0.0134199+0.0261268j 0.0115907-0.00783971j 0.0024162+0.00244806j -0.00734295-0.0126367j -0.00144667+0.00599617j 0.000122385+0.00130165j -0.000225477+0.00102797j -0.0010635-6.63953e-05j 
-0.00203281+0.00455781j -0.00419051+0.000629619j -0.00285493+0.0045581j -0.00517281+0.00312364j -0.00144864+0.00141728j -0.000874232-0.00518981j 0.00743467-0.00592449j 0.00487622-0.000653714j 0.000694945-0.00199689j 0.00438092-0.0023444j 7.51456e-05+0.00301399j -0.0106495+0.00864279j 0.00380925+0.00218557j -0.00162964-0.00435983j 0.00284911-0.00514285j 0.00414303+0.0017001j 0.000393369+0.0029432j 0.0159946-0.0200795j -0.000270121+0.00228204j -0.00798078+0.0176731j -0.00352783+0.00212301j 0.00451881-0.00209708j 0.00754695-0.00104844j 0.00455411-0.00394343j -0.00336507-0.00678615j -0.0312518-0.00173549j -0.0201119+0.0168503j -0.0057435-0.00319978j -0.0175065+0.0140569j -0.0200333+0.00410675j -0.0409373+0.026534j 0.00616305+0.00309617j -0.0478582+0.0200066j 0.0131919+0.0125384j 0.102953-0.0372958j 0.00565087+0.0079603j 0.0186169-0.0100005j 0.0256807-0.0043656j 0.00368093+0.00458411j 0.00265408+0.011791j 0.00222564+0.0409915j 0.0214299+0.00472264j -0.00906036-0.0678213j 0.0180806+0.0199448j -0.00629075+0.00422751j 0.00874323+0.00461516j -0.00966994-0.0130044j -0.00327929+0.00570147j -0.00433217-0.00414688j 7.87739e-05+0.00547318j -0.00339002+0.00140317j 0.000650138+0.00373185j 
-0.00289043+0.00321329j -0.00121266-0.00340708j -0.00214777+0.000752923j -7.27765e-05+0.00104511j 0.0026194-0.00286629j -0.000322894+0.000416262j -0.00149913-0.00374595j 0.00526933-0.004514j 0.00396551-0.00551756j -0.00322741-0.0096937j -0.00467391-0.00498523j 0.00738779-0.00280129j 0.00634512-0.0115004j 0.00495852-0.00405542j -0.00134774-0.00200696j 0.00604421-0.00256256j -0.00375974-0.00139362j 0.00416593-0.00976511j -0.00914386+0.014568j -0.00475884-0.0114634j -0.00904123-0.0109406j -0.00790834+0.00270179j -0.0162883+0.0160481j 0.00863171-0.00632492j 0.00103825-0.00683219j 0.0211791+0.00722655j 0.0132822-0.00430092j -0.00755479+0.00500485j 0.00381806+0.00533476j 0.00820096-0.00587096j -0.020645+0.00983805j 0.000531824+0.0328066j -0.0320298-0.0108329j -0.0123982-0.00623793j 0.0128021-0.0260733j -0.0264251+0.0324269j -0.000125155+0.0348251j -0.0224312-0.00583555j -0.00073155+0.0339753j 0.00673894-0.0180292j -0.0282117-0.00528418j 0.0112673+0.116577j 0.0166021+0.0305624j -0.0128192+0.0174409j 0.00405997-0.00178619j 0.0027279-0.00931819j -0.00679357-0.0169477j -0.00390129+0.0016036j 0.00122935+0.0038374j 0.00196718-0.00343161j -0.00168679-0.00321349j -0.00174876+0.00122565j 
0.00456675+0.00023885j 0.00030613+0.00292813j 0.00132576+0.000913176j 0.000723326-0.00022276j 0.00169037-0.00137564j 0.00307197+0.00248471j -0.00252651-0.000900384j 0.00230772-0.0027186j -0.000842809-0.0076384j -0.00505458+0.0023046j -0.00271297-0.00145499j 0.00138149+0.00122478j 0.00306176-0.00396939j 0.003223-0.0021507j -0.00686332+0.00678456j 0.00251148-0.00539673j -0.000289476+0.00361291j -0.00128056-0.00285974j -0.00225938+0.0105559j -0.00195509-0.00533327j -0.00310908-0.00729726j -0.00205442+0.00212969j -2.34149e-05-0.000326172j 0.00172928+0.00653691j 0.0150274-0.00148505j 0.019003-0.00246201j 0.0122892-0.000847597j -0.0103011-0.0196437j -0.0148497-0.00908641j 0.0043703-0.0227106j 0.0203133+0.00527375j -0.000877057+0.0066873j -0.00781679-0.0097916j 0.0122153+0.00849366j -0.0509562-0.0271751j -0.00365713-0.0063252j -0.0211712+0.00391794j 0.00736418-0.00446847j -0.000914869+0.0411116j -0.0286993-0.0339211j 0.0290616+0.114278j 0.0155442-0.0123316j 0.0149554+0.00841849j 0.000359243+0.00870662j 0.00984793-0.00562887j -0.0124299-0.0172186j 0.000605708+0.0133262j 0.00107351+0.00265411j 0.00547069+0.00878627j 0.00338786-0.0052727j 0.000753033+0.00228124j 0.00238221+0.00119029j 
-0.00084312-0.00047561j 0.00310064-0.0011102j 0.00233567+0.00427935j -0.0018214+0.00424145j 0.00312862-0.00647262j 0.000273954+0.000723641j -0.00301212-0.00153786j 0.00719998-0.00539942j -0.00491476-0.00213323j -0.0027219+0.00106248j -0.00547845+0.000122642j -0.0023371-0.00112114j 0.00892317-0.00400944j 0.00454297-0.00908667j 0.00150804+0.00173016j 0.00529324-0.0105287j -0.00608196-0.00115209j 0.00154698-0.00888069j 0.00373987+0.001829j -0.00979042+0.0133533j -0.000153313-0.00106345j -0.00747698+0.0042169j -0.00260995-0.00247004j 0.00825351-0.00414223j 0.00804238-0.00144767j 0.0296964-0.00100863j 0.0170467-0.00582703j -0.0207769+0.000413636j -0.0126165+0.00694187j 0.0104864-0.0153829j -0.0427446+0.0349748j -0.0333963-0.00112357j -0.0671019+0.0338676j -0.0264928-0.00300542j -0.00637474-0.0121181j -0.0224138+0.0096529j -0.033975+0.0229439j 0.000491084+0.0043951j -0.0314593-0.043052j 0.0141607+0.0106717j 0.0180777+0.00905766j 0.00502223-0.0384834j 0.00105951-0.0223503j 0.00324872+0.0150847j -0.010133-0.0066687j -0.00695406+0.00502095j 0.000206486+0.00369678j 0.00622104+0.0102305j -0.00119904-0.00562622j -0.000911737+0.00154013j 0.00228967+0.00116685j 0.00119907-0.000669741j 
-0.00240383-0.00139695j 0.00183674-0.002441j 0.0026792-0.00213939j 0.00131736+0.00305669j 0.000357186-0.00368996j 0.00119146+0.000349395j -0.00319243+0.00332872j -0.000201992-0.00402032j -0.00255251+0.00262955j -0.00235665-0.000389179j -0.00127405+0.00735845j -0.00668914+0.00589754j 0.00811585-0.00581642j -0.000147469-0.000711132j 0.00077299-0.00177794j -0.00283149-0.0059677j -0.00585491-0.00440185j -0.00146911-0.00315397j 0.00530147-0.0160235j -0.00328835+0.0135314j 0.0154413-0.0103143j -0.00941887-0.00593612j -0.00357937-0.00678521j -0.00856367+0.00025588j 0.0144397-0.0141794j 0.0021165+0.00167422j -0.00221999+0.000905489j -0.00955043-0.000569844j -0.0237129+0.0352805j 0.0469207+0.0225708j -0.0242624+0.0222636j -0.0128375+0.00981469j -0.0376504+0.0392434j 0.00558758-0.000103451j -0.00743759+0.01425j -0.00372065-0.0368577j -0.0105111-0.00633303j -0.0281265-0.0709166j -0.0121192+0.0517834j 0.0110823+0.0132544j -0.0140037-0.0560608j -0.0124576-0.013112j 0.00343123+0.00589174j 0.00619951+0.0119992j -0.00115841+0.0074491j 0.00176213+0.00921444j 0.00548819+0.0038178j 0.00264324-0.00281507j -0.00277886-0.00174698j -0.000866372+0.00249071j 0.0010825-0.00336368j -0.00259102-0.00228633j 
-0.00202313+0.000240157j 0.0016318-0.0023659j -0.000578827+0.00358882j -0.000109115+0.00023425j 0.00054155-0.00262878j -0.00199933+0.0045975j -0.00168178+0.000865748j -0.00042658+0.00110575j 5.25487e-05+0.000851138j 0.000304869+0.000313478j -0.00197216-0.00401077j 0.00752226-0.0113324j -0.00400634+0.000409593j -0.00114366-0.00106428j 0.00392002-0.0077598j 0.00361902-0.00691973j -0.00469042+0.0076134j -0.0044635+0.00744561j -0.00363518+0.0121192j -0.00209279-0.00269295j -0.0159999+0.00929382j -0.00436584+0.00614488j 0.00311431+0.0135591j 0.0221198-0.0177512j -0.0281351+0.0103837j 0.00940106+0.00364524j 0.0224115-0.00329434j 0.00204768+0.0263491j 0.0340553-0.018439j -0.015093+0.0203291j 0.00519361-0.0132272j -0.0168493+0.0024046j -5.24373e-05+0.00448086j -0.0470208+0.0348445j 0.005834+0.01061j -0.0406278+0.0182457j -0.0147846-0.066004j -0.00779679+0.0309534j -0.000513513+0.0364306j 0.0115974+0.00102719j 0.00247016-0.00248512j -0.00339959-0.015704j -0.000212845-0.0112591j 0.00342406+0.00370039j -0.00629748-0.00770447j -0.00299984+0.00589984j 0.00257103+0.00674894j 0.00335397+0.00207946j -0.000867779-0.00375662j -0.00108669+0.00219337j 0.000653468-0.000961091j -0.000774295-0.000169847j 
-0.000356545-0.000694951j 8.72273e-05-0.000109656j -0.00320418-0.00160482j -6.90052e-05-0.00444039j -1.82389e-05+0.00246314j -0.00217185-0.00237898j 0.00130595-6.67833e-05j 0.000113757-0.000716247j -1.62336e-05+0.00166745j 0.000187643-0.000318211j 0.00177035-0.00488647j 0.00467195-8.64901e-05j -0.00171126-0.00126334j 8.41427e-06+0.00401917j 0.000138208+0.00262862j 0.00134217+0.00444652j 0.00480409+0.0032961j 0.000609673-0.00191136j -0.0013584+0.00740282j 0.00142328-0.0136406j -0.00604718-0.00239375j 0.00346127-0.00385127j -0.00667291-0.00267147j 0.00408234-0.000452927j -0.0130612-0.0101609j -0.00505124+0.0154664j -0.0022815-0.0172723j -0.00508042-0.0143921j 0.0144417+0.0281531j -0.0179937-0.0140087j -0.0177228-0.0959953j 0.00616301+0.021396j 0.0138116+0.0226505j -0.0101064-0.0262524j 0.0046469+0.0165612j -0.00296457+0.0417581j 0.0199186+0.0332245j -0.00144998-0.0226473j 0.00702474+0.00674804j 0.0164245+0.0580376j 0.00132105-0.000536564j 0.00530706+0.00967969j 0.0031804+0.00353586j -0.0053997-0.000361787j -0.00504702-0.015133j -0.00196164-0.00437348j -0.00501775-0.0079488j -0.000841456+0.0048158j 0.0021639-0.000172637j -0.00128626-0.00353387j -0.000267244-0.00179711j -0.00107271-0.000693687j 
0.000309476+0.000893328j -0.000655036+0.000704087j 0.000330575+0.000913815j -0.00114092+0.00141543j 0.00211029-0.00109981j 0.00388232-0.000866307j 0.00100379+0.000671847j 0.00376113+0.00368629j 0.000596343-0.0055445j -0.00285426+0.00188119j 0.000245684+0.00171524j -0.000629261+0.00550897j 0.00238872-0.00544098j 0.00654813+0.00306372j -0.00564034+0.00795992j -0.000791348-0.000239267j 0.00256102-0.00152702j 0.00268498-0.00368991j -0.00264301+0.006755j -0.0103322+1.35981e-05j 0.00352943-0.0052411j 0.00489525+0.0044654j -0.00915059+0.00495968j -0.000128933-0.0044921j 0.0247152-0.0152262j 0.00710355+0.00790415j -0.00690495+0.0126722j -0.00130174+0.0214567j -0.00591267+0.0198376j 0.0262259-0.0313084j -0.0301306-0.0259539j 0.0219515+0.001808j -0.0230028+0.0276982j 0.0286744-0.00967676j -0.00649667+0.00237373j 0.0252239+0.026428j -0.0278693-0.0496707j 0.01613+0.0755889j 0.00642641+0.00214011j 0.0071763+0.016994j 0.00481511+0.0148151j 0.00971483+0.0034845j 0.0021121-0.0116447j -5.5374e-07+0.00176405j -0.00240458-0.0110068j -0.00294811+0.000906629j 0.00167658-0.000951992j 0.00114605+0.00400952j -0.00238774-0.000301918j 0.00128699+0.0032648j -0.000124091+0.000965072j 0.000895045+0.000978571j 
-0.00138205+0.000523125j -0.000180363-0.00265933j 0.000867172-0.00240251j 0.00224082-0.00137297j -0.00400147-0.000125493j 0.000384382-0.00159121j 0.0020472+0.00610074j -0.00222292+0.00342781j -0.00221054+0.0044682j 0.00192566+0.00649168j 0.00313689+0.00575709j -0.00610767+0.000792624j -0.00373847+0.00399804j -0.00205407-0.00581003j 0.00435712-0.000682012j -0.00961013+0.00595388j -0.00834492+0.0062397j -0.00152315+0.0128862j 0.00456825-0.0166075j 0.00257938+0.0176917j 0.0136032-0.010432j -0.00187967+0.0102234j 0.0168751-0.00383088j -0.00668314+0.00476822j 0.00285378-0.0108289j -0.016434-0.0426097j 0.0085801-0.0260992j 0.00146578+0.0127394j -0.0267116-0.00972493j -0.00961966-0.0416172j -0.0151263+0.0195023j -0.0291909+0.0181363j -0.0280939-0.00663771j 0.0053898+0.0313471j 0.0405978+0.109578j 0.000812033-0.00665713j 0.00249737+0.0458095j 0.0223456+0.0284977j -0.00182687+0.00222961j -0.00407362-0.0230763j -0.00919176-0.00431589j 0.00153331+0.0105803j -0.0121525-0.024359j 0.00703352+0.00320078j -0.000878879+0.0143314j 0.0118256+0.0123565j 2.37486e-05-0.0167851j -0.00383512-0.00676599j -0.00389097-0.00212767j 0.000996983+0.00505081j -0.00222735+0.000225687j 0.000924259+0.00283735j 
0.00340338+0.00126227j -0.00120855+0.0014495j 0.000206666-0.00059791j 0.00187839-0.00185204j -0.00274357+0.00286518j 0.000687676+0.00195837j 0.000224537-0.000111957j -0.00511792-0.00187041j 0.00227773+0.000569802j -0.00180867+0.00178017j 8.30936e-05+0.00659076j -0.00514431+0.00691512j -0.00118087-0.00249448j -0.006171+0.00443059j 3.27547e-05-0.0025409j -0.0036298-0.00173539j -0.00356669+0.00867957j -0.00449199-0.00347712j 0.00856893-0.0100088j -0.000410274+0.00565534j 0.00918823+0.00788346j -0.0119486+0.000222125j 0.0193444-0.0075886j -0.0105237-0.0129886j 0.00206235+0.0152626j -0.0164655-0.00682426j -0.00163384-0.00975273j 0.0106423+0.011306j -0.000522729+0.00995768j 0.00457137+0.00454736j 0.0245167+0.0435822j -0.00175887+0.0427922j 0.0301194+0.0811488j 0.00933913+0.0443727j -0.032734-0.0694833j 0.018514+0.0487718j 0.0101953+0.0101488j -0.00334102+0.00415964j 0.0181459+0.0207921j -0.0189047-0.0166234j 0.00739328+0.0133928j -0.00562832-0.000348471j 0.00324136+0.0134268j 0.00101372-0.009356j 0.0135421+0.00731594j -0.00317153-0.00992371j 0.00212488+0.00764671j -0.00228592-0.00516184j 0.00469175+0.00878788j 0.00280533-0.00484067j -0.00102617+0.000233961j 0.000466884+0.00167326j 
0.00321727-0.00430221j 0.00264713+0.000775145j 0.00126302-0.000815459j -0.00132549-0.0027532j 0.00321521+0.00344058j -0.00338405+0.00624511j -5.09447e-05-0.00224422j 0.00126653+0.00263305j 0.00103841+0.0012725j 0.00144934+0.00270297j 0.0125762-0.0121736j 0.00108271+0.0156642j 0.00574386-0.00375494j 0.0126597+0.00187958j -0.0114157+0.00824885j -0.00381744+0.00135449j 0.00526067-0.00469292j 0.00136065+0.00782425j -0.00516846-0.0126871j 0.0205158-0.0103211j 0.0227204-0.0348476j -0.00124166+0.00263088j 0.0224066-0.0372513j -0.0231004+0.0251407j 0.000430107+0.0040957j -0.00690386+0.0321128j 0.0423818-0.0101244j 0.00463968-0.00621932j -0.0317975+0.0380396j -0.0229525+0.0192905j -0.0353593-0.00233192j -0.0548029+0.0406143j 0.0192336-0.020116j 0.009689-0.0190528j -0.0273466-0.00362462j 0.0122128-0.0166373j -0.00691019-0.0404793j 0.00468588+0.00591739j -0.00229759-0.00969555j 0.0157357+0.0109804j 0.0088942+0.00539267j 0.00418763+0.00296117j -0.00106742-0.000575332j -0.00376726-0.00292393j -4.12901e-05-0.00915831j -0.00666956-0.00354898j -5.70756e-05+0.000492347j 0.00201011+0.00413861j 6.62838e-05-0.000161733j -0.000828879-0.000230109j 0.00193794+0.000537767j 0.00114785-0.00231653j 
