-0.017067+0.035507j -0.0337267-0.086864j -0.0174537-0.0652903j -0.0110618+0.0291555j 0.00048948+0.0165089j 0.00184833-0.0615457j 0.00117275-0.0210631j 0.00581399-0.0335244j -0.00439592-0.0218689j -0.0165155-0.00731254j -0.00508623+0.0194748j -0.0109054-0.0401669j -0.0389838+0.0498275j 0.09659-0.16583j -0.112405+0.0741552j 0.00623225-0.0505874j 0.0159756-0.00509112j -0.0203221-0.0255249j 0.0263375-0.0286856j 0.0136108+0.020498j 0.0125613+0.0162899j 0.0260287-0.0252076j -0.0241102+0.0168009j -0.00969511-0.00466743j -0.0124139+0.0097558j -0.0136367+0.0470043j -0.00205463+0.00963396j 0.00148365-0.0114802j 0.0292523-0.0125813j 0.00831179-0.0201995j 0.00101319+0.00987946j -0.00409464+0.0150093j -0.0102942+0.0304717j 0.015894-0.0273451j -0.0255469+0.0526794j -0.187412+0.11826j -0.0945673+0.143646j -0.017629+0.0345633j -0.0137423+0.0468434j 0.0119815-0.02589j 0.00151333-0.0191034j 0.0069611-0.00595136j 0.0110747-0.0256503j -0.0121073+0.0190689j 0.00150274-0.00626571j 0.0184409-0.029053j -0.00413806-0.00275912j -0.00772982+0.000871148j 0.00306604-0.00247038j 0.000807652-0.00196969j -0.0121963+0.0127459j 0.00296947-0.005981j -0.00597993+0.00312743j 0.00830185-0.00101571j 0.0136104-0.0154464j -0.00840517+0.00657792j -0.0029518+0.000301716j 0.000791616-0.00150753j 0.00902673-0.00407994j 0.00137777-0.00246189j -0.00407712-0.00115554j 0.00757911-0.00730838j 0.0058293-0.00477825j 0.00242832-0.000555551j 0.0038996-0.00114402j -0.00289826+0.00520814j -0.00250858+0.00332536j -0.0019117-0.00177077j -0.00359951-0.00179827j 0.00157955-0.00201082j 0.0120728-0.00655655j -0.00180689-0.0023549j 0.00659719-0.00797861j -0.00434857-0.000790457j 0.0065495-0.000992712j -0.00557695+0.00935314j 0.000747127+0.00252743j -0.0028949+0.0103957j 0.00254825-0.000492398j 0.00790437-0.00212073j -0.00253894-0.0032156j -0.0124966+0.0115647j -0.0168045-0.000484501j 0.0027498-0.00502651j 0.0247491-0.00278418j 0.0100136+0.0286503j 0.00539772+5.21834e-05j 0.00983476-0.0237368j -0.00117182+0.0147139j 0.00529971+0.0116967j 0.00974064-0.00774382j -0.0132193+0.0236225j -0.0280079+0.031162j -0.0635008+0.112691j -0.0927814+0.0484444j 
0.0717924+0.0179134j -0.083062+0.033203j 0.161423+0.122591j 0.000111541+0.38285j 0.140899+0.0226898j 0.0212816+0.087752j 0.117469-0.0426561j -0.0115527+0.0361888j -0.00688485-0.0388395j -0.0184229+0.0177689j 0.0457935+0.046384j -0.164159-0.0150413j -0.00597936-0.0175899j -0.0929695+0.0171191j 0.0243749+0.0231601j 0.0242319-0.00195056j -0.0367099+0.00946627j -0.0359868+0.00245012j 0.0150156+0.0507271j 0.00270131+0.0505821j -0.0262516+0.0120599j 0.00450975-0.00536816j 0.00290777+0.0306314j 0.00285888+0.0149452j -0.0140498+0.0117372j 0.00165782+0.0152435j -0.000354748-0.00495051j -0.00124735+0.0113579j 0.00480785+0.00691864j 0.00693539-0.000310358j -0.00831144-0.00220743j 0.00126485-0.00745995j -0.0106885+0.000489904j 0.00682949-0.0115291j 0.00200594+0.00055864j 0.000345766-0.0112915j -0.036668+0.015208j -0.00899498-0.00537556j 0.00864422+0.0106121j -0.0040119+0.0325202j 0.0268177+0.0129775j -0.0244756-0.0077629j -0.000678232-0.0114981j -0.0040304+0.00588864j 0.00276319+0.00325917j 0.00181081-0.0024141j 0.011763+0.0029334j -0.0125772+0.00827655j 0.00899669+0.0130444j 0.0025441+0.000899503j 0.00314277+6.37429e-05j -0.000576389+0.0175374j 0.00107769+0.00883467j 0.0129203+0.000714845j 0.0090504-0.00346631j 0.00957263-0.00126887j 0.00199781-0.00431887j -0.00354057+0.00129611j -0.0113276+0.00378631j -0.00152617+0.011939j -0.00285289+0.0105652j 0.00182662-0.00676707j 0.00216678-0.00459459j -0.00207901+0.0117563j -0.000600629+0.000204622j 0.00428195-0.00206449j 0.00176144-0.00983526j 0.00238439-0.00221203j -0.00177489+0.00321364j -0.0124268-0.003306j -0.00376534+0.000453781j -0.0058056+0.0021921j -0.00127496-0.0043687j 0.00454215+0.00884559j -0.00687392-0.0028434j 0.00167374-0.00582147j -0.00284918-0.00355053j 0.00289893+0.00357894j 0.00217586-0.00595319j -0.00963358-0.000268447j 0.00185726+0.000354172j 0.0124023-0.000347359j 0.00503184+0.00417384j -0.011913-0.00036076j -0.00955078-0.00212646j 0.00590171-0.00424092j -0.00227249-0.0044967j 0.00182388-0.00167972j -0.00562088-0.00162962j -0.00216729-0.00387336j -0.00262821+0.00413992j -0.00596399+0.00320315j 0.00507208+0.000390984j -0.00912799+0.0160375j -0.0103648-0.0124336j 
-0.0996201+0.0962479j -0.00397496+0.0206828j 0.13972-0.15976j 0.265732+0.0328977j 0.067186+0.00895459j 0.0226002-0.0350225j 0.100524-0.0760593j 0.117693-0.0576728j 0.0117342+0.0325327j 0.050453-0.021606j -0.0752214+0.0533429j -0.0595011+0.0242937j 0.035037+0.0169601j -0.00032704+0.046447j -0.00337797+0.023963j -0.0189606+0.0467462j -0.0189551+0.00135426j 0.00234347+0.0567559j 0.0368694-0.0030358j 0.0338093+0.0124902j 0.00618856+0.0119003j 0.00395281-0.0175701j -0.00311703+0.000514618j 0.00151272-0.00498107j 0.00638151+0.00201969j 0.0071314-0.0104592j 0.00802192+0.00149205j 0.000984001+0.0107529j -0.0102666+0.00895015j 0.00549558-0.00359336j -0.00234333+0.00290571j -0.00764892+0.00393619j 0.000952219-0.0106577j 0.00260626-0.0165114j -0.00706747+0.00696584j -0.0157513-0.007806j -0.000778411+0.0191195j 0.00653617-0.000719383j -0.000322613-0.00827565j -0.0164979+0.00167959j 0.00513398+0.0145984j -0.00282165-0.00959055j 0.0212573+0.0016482j 0.00406983+0.0137666j -0.0063002-0.00619293j 0.00298074-0.00719334j -0.0203223+0.00122904j 0.0175229-0.00907211j 0.0202742+0.00124544j 0.00746435+0.00128526j -0.00568519+0.0144419j 0.00169128+0.000282777j -0.0048185-0.00731861j 0.00910093+0.0123872j 0.00464668+0.00336092j 0.00923811-0.00547759j -0.0087462+0.00480006j -0.00541511+0.00170842j -0.00323885+0.00269717j -0.00237983-0.00185646j 0.000295443-0.00779445j 4.4605e-05-0.00267189j -0.0197958+0.0102695j -0.0022564-0.00186702j 0.00754866-0.000576919j -6.56983e-05+0.000246807j 0.000319272-0.00391299j 0.00150576-0.000510863j -0.00266836+0.00354399j -0.00503287+0.00692317j -0.00142238+0.00097823j -0.00485179+0.00718758j 0.00119495-0.00729521j -0.000358496-0.00329371j 0.000226612+0.00223951j 0.00247572+0.00155343j 0.00425654+0.000631766j 0.000549204-0.000362891j -0.00113066+0.00540229j 0.000284919-0.00130835j 0.00432316-0.000919484j 0.000346467-0.00189695j 0.00758436-0.00801404j -0.00122067+0.00633353j -0.00184972+0.00198086j -0.000908534+0.00224287j 0.00296368-0.00126237j -0.00174079+0.00118751j -0.00890776+0.00158886j -0.0032903+0.00199652j -0.00548865-0.00183798j -0.00502948+0.000519623j 0.000939907-0.00153149j 0.00119118+0.00269051j -0.00394792-0.00080342j 
-0.0735317-0.17265j -0.251128+0.013241j -0.00755034+0.106162j -0.126483+0.105961j -0.0448631-0.0657888j 0.0397555+0.0404004j -0.0865695+0.0451601j -0.040837+0.00428907j -0.0206451-0.00889466j 0.0960679-0.039506j 0.0691373-0.0473629j 0.0675588-0.00357236j 0.0533075-0.0720386j 0.0859052-0.00288088j 0.0865815-0.0731128j -0.0221737-0.0586103j -0.0949365+0.0327106j -0.0270113-0.0318162j -0.0496569+0.0135629j -0.00123965+0.0301183j -0.0156823+0.0334065j -0.0183314+0.017631j 0.00365744-0.0132095j -0.00510406-0.00533761j 0.00681783-0.017957j -0.00796403+0.0130446j -0.0145171+0.00182355j 0.0100571-0.0183966j 0.0169093+0.00524434j -0.00506285+0.00294079j 0.00668261-0.00779729j -0.0102649+0.0222475j -0.000323907+0.00159369j -0.0243027+0.0267953j 0.0144703+0.0213302j -0.0238222+0.0493203j 0.0430061-0.0378691j 0.00078143+0.016526j -0.000234758+0.00331333j -0.0149843-0.00409319j -0.000819581-0.00485727j 0.00202935-0.00849233j -0.00313815+0.000354148j -0.00228564-0.00156788j -0.00739016-0.0102617j -0.00443385-0.00696714j -0.0167498-0.00145914j 0.0151823-0.02005j 0.0189664-0.0164843j 0.0133112-0.0173411j -0.00810113-0.00208544j 0.0185866+0.00236445j 0.0168464-0.00660693j 0.0109373-0.0106018j -0.00604086+0.00061056j 0.00806722-0.00509047j -0.0095978+0.00217305j -0.00105352+0.000723124j 0.00561083-0.00316364j -0.00333082+0.00562475j 0.00224331+0.00250162j -0.00105701+0.00154076j 0.0017594+0.00321346j 0.00543615+0.00165312j -0.00160231+0.00149569j 0.00147668+0.00257602j 0.000163138+0.00355143j 0.00111604+0.00305813j -0.00117443-0.00369241j -0.000351417-0.00435891j 0.00179897+0.00256699j 0.000149038-0.00402636j 0.00192337+0.00219129j 0.0011942-3.25088e-05j -0.00296045-0.00164372j -0.00137519+0.00174801j -0.00472447+8.05683e-05j 0.000997997-0.00265001j 0.00037726-0.0029598j -0.000564292+0.00339722j 0.00158483-0.000145214j 0.00129872-0.00319984j -0.00227171+0.00453226j 0.0040386+0.00167836j -0.000660637+0.0027266j -0.00609905-0.00192773j -0.00351348+0.00740374j -0.000268783-0.00133412j 0.00513762+0.00129116j 0.00584269-0.0076035j 0.00234689+4.78008e-05j 0.00493296-0.00576301j -0.00154878+0.0106624j 0.0239379-0.00462692j -0.0138379+0.0318011j 
-0.272207-0.044798j 0.0265495+0.122391j 0.162275-0.0982112j -0.0669746+0.203757j -0.0258693-0.0426799j 0.109994-0.108727j 0.0376439+0.0391394j 0.0363063-0.0378765j 0.0816733-0.0957134j -0.0255782-0.0774577j -0.0275023+0.0206913j 0.0306056-0.0489522j -0.0995929-0.0147817j 0.0982332-0.105186j -0.10021+0.0245395j -0.0957685+0.0170159j 0.0165536+0.0250962j -0.0252684+0.0538932j 0.00841867+0.0644872j 0.0162126+0.00274023j 0.00918865-0.000135747j -0.0163345+0.0384168j 0.00573748-0.0270902j -0.00223712+0.000147374j 0.00624249-0.010884j 0.0155611-0.019696j -0.0011852+0.00450068j -0.0035155+0.000345496j -0.00375885+0.00109351j -0.00360281+0.0208447j -0.00597506-0.0170615j 0.0149692-0.00946337j -0.00109796-0.00898601j 0.00348833+0.0292664j 0.0276655-0.0207028j 0.0492134-0.0435584j 0.0320351-0.0613232j 0.00943112+0.00503451j 0.00536843-0.0190304j -0.00295083+0.00313722j -0.0155035+0.00115961j -0.000195257+0.00674405j 0.000765722+0.0165219j -0.00513653-0.00642899j -0.001249+0.00670856j -0.00101404+0.00930722j 0.00198431+0.00343415j -0.00449164+0.00881326j -0.0147856-0.0134381j -0.00988229-0.0117995j 0.0108498+0.0041388j 0.00631811+0.00203117j -0.00359764-0.00519822j 0.002767-0.00299404j -0.00999044+0.00813558j -0.00717602-0.000925491j -0.0068577+0.00323268j -0.00916198+0.001943j -0.000147915-0.000130973j 0.00802876+0.000135412j 0.00588605+0.000438331j 0.00203084+0.00252478j -0.00579839-0.00805274j -0.000577153+0.00212512j -0.00238803+0.00378214j 0.000124302+0.000490833j -0.00209788+0.0032638j -0.00586661+0.00246381j 0.000370583+0.00480134j 0.0017637-0.00348773j 0.00383094+0.000573703j -0.00327001-0.000693922j 0.00124554+0.00269561j -0.00101974+0.00511264j -0.00401054-0.00805789j 0.00149311-0.00515286j -0.00358721+0.00186839j 0.000780394-0.00277064j 0.00250752+0.00376808j 0.00220508-0.000804853j 0.0019218-0.00111547j -0.00154459-0.009346j -0.00223376+6.51331e-05j 0.00425761+0.00279508j 0.00646126+0.00612807j 0.00496071+0.00631647j 0.00218609+0.00868251j 0.000347107+0.00811724j -0.00011184-0.00909952j -0.00180944-0.0027213j 0.00636718-0.0130497j 0.0021675-0.0124577j 0.00714286-0.00369629j 0.0224095-0.0379926j 0.0270249-0.00415049j 
0.207429+0.190484j -0.0609195-0.248523j 0.0445522-0.00228241j -0.049371+0.0553064j 0.0482675-0.00377319j 0.0184097-0.0187121j -0.00159563+0.0502935j 0.0596053+0.0150627j -0.00254071-0.00811286j 0.054226-0.0680273j -0.0121553-0.0229502j 0.0193388-0.0123491j 0.0418498-0.0467613j 0.0683403-0.0421388j 0.0914296-0.0911143j 0.136163+0.127998j 0.0184235-0.0901715j -0.0121286+0.0105641j 0.0105684+0.0568262j -0.0204263+0.00441577j -0.0112312+0.0062799j 0.0111224+0.0401079j 0.00224961-0.0357164j 0.012969-0.00902939j -0.00738144-0.0199991j -0.024622-0.0077137j -0.00844622+0.0167279j 0.00479864-0.00700848j -0.0134217+0.00600925j 0.0116255+0.0124026j -0.00833014-0.00957822j -0.0124059+0.00929137j -0.00134153-0.0136301j 0.0107275+0.0275974j 0.00237818-0.000368617j -0.0718608+0.0429806j 0.0922937-0.0604915j 0.0158215+0.0141273j 0.00901455-0.0318262j -0.00408901-0.000492585j 0.00827933-0.0074334j -0.0121814-0.0105978j -0.00644685+0.0218793j 0.00842952+0.00543554j -0.0156954-0.0146355j -0.0113647+0.00710286j -0.00525634-0.0132557j -0.0256923+0.0168543j 0.0027447+0.0108758j -0.00377017+0.0167978j 0.00217719-0.0051311j -0.0026772+0.00560536j -0.00757827+0.00139669j 0.00105846+0.0017564j 0.0022982-0.0017583j 0.0018744-0.000847855j 0.00394086-0.00328616j 0.00294571+0.00353282j 0.00473249+0.00259294j -0.00655592+0.0064405j -0.00107572+0.0027032j -0.00402228+0.00683026j -0.00117142+0.00299223j 0.0022549+0.00296089j 0.00475288-0.000498664j -0.00161204+0.00277048j -0.00460208+0.000669916j 4.52158e-05-0.00317974j -0.00144526-0.00214771j 0.00228946+0.00172601j 0.00302532+0.00644881j -0.00241104-0.000829677j 0.00486463-0.00273826j -0.000422886-0.00771633j -0.0027748+0.00162948j 0.000428894+0.000793554j -0.00120574-0.000986331j 0.00254123-0.000907255j -0.00106971+0.00544843j -0.00364548+0.00432444j 0.00282012+0.00093672j -0.0028718-0.00270769j 0.00184621-0.00728611j 0.00370568+0.00581869j 0.00066039+0.0138824j -0.0123879+0.00263j -0.0107879+0.00639668j 0.00135777+0.00254257j 0.000887104+0.0037668j 0.0158752-0.0140815j 0.00310299-0.0109411j 0.0190025-0.00898681j -0.00879957+0.0194678j 0.0629291-0.0268411j -0.0328958+0.0520107j 
0.0457434-0.191334j -0.18762-0.231789j 0.000247094-0.0302402j 0.0507565-0.000894475j -0.00417091+0.0496688j -0.0117689-0.0566765j 0.00199476-0.0144402j 0.0172097+0.0134211j -0.0141752-0.0113833j 0.0067894+0.0375369j -0.00292603+0.00914264j 0.00179789-0.00831764j -0.0226705+0.0618595j 0.081708-0.12134j -0.0627866+0.0560778j 0.0474837-0.0899785j -0.130036-0.133439j 0.0314938+0.0658124j -0.000813057-0.0175887j -0.00197535-0.0190913j -0.0282166-0.0391772j 0.00411976-0.00447615j 0.00163822+0.0130629j 0.00392029+0.00755523j 0.0147262+0.0194627j 0.0116131-0.0220487j 0.0164085-0.0250334j 0.00290734+0.0221187j -0.0330923+0.0281818j -0.0019399-0.00229184j 0.00123889+0.014882j -0.0179036-0.0296502j 0.00961198-0.0100667j -0.0122595-0.0121886j -0.0129315-0.0365073j 0.0974963-0.0944889j 0.0388527-0.0243883j -0.00472203-0.0326307j -0.0141798+0.00875231j -0.00143808+0.00808912j 0.00247847+0.00696215j -0.0104509+0.0184461j 0.0095199+0.00946282j 0.0149771-0.0093603j -0.0157674+0.0149708j -0.00496706+0.00998842j -0.0176003-0.00875599j 0.0115833+0.00563951j 0.00888474+0.00668928j 0.00842995-0.00118839j 0.00183651-0.00985136j 0.000368975+0.00153431j 0.000419711+0.0056182j -0.00485451+0.00632977j -0.00127808+0.0015662j 0.0031842-0.0114048j 0.00516129-0.00295611j 0.00556937-0.00493395j -0.00095745-5.68228e-05j -0.00798205+0.00872656j -0.00579936-0.00088172j -0.00705763+0.00884767j 0.00783648+0.000936851j -0.00493176+0.00283243j -0.00372819+0.00592259j 0.0017033+0.00138395j 0.00213454+0.00263867j 0.00472436-0.00222593j -0.0031969+0.00244889j -0.000691464-0.00204298j 0.00356711-0.00449586j -0.00028714-0.00104076j 0.00216086-0.0047454j -0.00177069+0.00176103j 0.00187146+0.0020739j -0.000759158+0.00342851j -0.00357901+0.00646056j 0.00371471-0.0041825j -0.000209466-0.00145816j 0.00448002-0.00310888j -0.00566097+0.00707967j 0.00205241-0.00266888j -0.00633122+0.00305283j 0.00112602-0.00333427j 0.0140789+0.00185963j 0.00750434+0.0165606j -0.00460004+0.00544645j -0.00406153+0.00576613j 0.00609622-0.0141375j -0.00334976+0.0104946j 0.0202579-0.0164944j 0.00706534-0.0163153j 0.0209247-0.0148613j 0.0173055-0.0432938j 0.07189-0.048713j 
-0.0968145-0.139552j 0.0301034+0.0497652j 0.0741403+0.0619843j 0.019834+0.00755988j -0.0166662+0.0177633j 0.0262702+0.0186413j 0.0148987+0.0574552j 0.00451761+0.0768003j 0.0275238-0.00134193j -0.00966247-0.00242492j -0.0284834-0.0238084j 0.038374+0.0259474j -0.0588961-0.0529826j 0.00415804+0.0649734j 0.0104922-0.145668j -0.0227253-0.020432j 0.00857184+0.0110097j -0.0408129-0.0124727j 0.00767936+0.0305356j 0.0117536+0.0227349j 0.0117514+0.0281582j -0.00601091+0.0328945j -0.0083464-0.011836j -0.017285+0.00665909j 0.000208654-0.0169263j 0.00170684+0.0216868j -0.0112574+0.027201j -0.000420034-0.0204471j 0.0352811-0.0392434j -0.00663732+0.00359746j 0.00474892-0.0183985j 0.0202884+0.0357615j -0.000372939+0.0159468j -0.0109199+0.0271374j 0.0410217+0.0163428j -0.0923752+0.145495j 0.0759563-0.00668841j 0.0198428+0.0109665j -0.00514057-0.0480149j -0.0186996+0.00875745j -0.00196759-0.0187172j 0.00439178-0.0129498j -0.00309751+0.0132087j -0.0133017-0.00520014j 0.00323433+0.00459765j 0.00112297+0.0110738j -0.0248908+0.0329824j 0.0117921+0.0175552j -0.000495874-0.00306391j -0.0171707+0.0159572j -0.00216524+0.00623129j 0.00109585+0.00516771j -0.0120937+0.00923005j 0.0044844-0.00733447j 0.00861633-0.00254951j -0.00356354+0.00909852j -0.000737166+0.00369687j -0.00456625+0.00922064j 0.00479603-0.00484374j 0.00105322-0.0021429j -0.000625324+0.00304248j -0.00194453+0.00137608j 0.00169821+0.00459276j 0.000569345-0.00220866j 0.00594395-0.004596j -0.000756882-0.000453103j -0.00371551+0.000322707j 0.00036966+0.00496137j -0.00123224+0.00190891j 0.00192077+0.00291444j 0.00158997-0.00283159j -0.00350445+0.00729271j 0.0055914-0.00267641j 0.000954013-0.00444049j -0.00721564-0.00237612j 0.000572621-0.00428124j 0.00243284-0.00244483j -0.00406458-0.00606408j 0.000990148+0.00671576j -0.00441746-0.00976953j 0.00711435-0.00619646j -0.0111581+0.00167504j 0.00364722+0.00340353j 0.00644692+0.00508981j -0.00841182-0.0019425j -0.00313309-0.0211577j 0.0033467+0.00427618j 0.00488017+0.00311651j -0.00332105+0.00211821j 0.0170731-0.0136936j -0.018535+0.0112245j -0.00712455+0.00891161j -0.00823509+0.0106715j 0.0231034-0.0029593j -0.0567521+0.0652542j 
-0.0540609-0.115915j -0.130416-0.090299j 0.0417366+0.0375076j -0.0859762-0.0760749j 0.0220925-0.00207616j 0.0442067+0.0292573j -0.00628794-0.0424533j 0.051546+0.00199751j 0.0188278-0.0109886j 0.0611999+0.0394566j -0.000373698+0.0154929j 0.0568063+0.00869198j 0.0465759+0.0106914j -0.0459404+0.164212j -0.0338153+0.0910073j -0.0332768-0.0664118j -0.0471679+0.0162484j -0.0247996-0.0260224j -0.0206363-0.0472766j 0.00994969-0.00726411j -0.00798016+0.0201705j -0.0205261-0.0461724j 0.012895+0.047502j -0.00101567+0.0106689j 0.026222+0.0197469j 0.0233134+0.0282675j 0.0153685-0.0138007j 0.00624992-0.000562086j 0.00428836-0.0116255j -0.0193967-0.0306265j 0.0204133+0.0215778j -0.0199487+0.020956j 0.0119697+0.0268301j -0.0483867-0.0498384j -0.0691032+0.0557281j -0.0378614-0.0100606j -0.13326+0.144909j -0.00290941+0.0445593j 0.00969086+0.0349361j -0.00742017-0.0162298j 0.0113023-0.00528887j -0.0151805-0.000214409j 0.00871263-0.0245117j 0.00265573-0.00849244j -0.0121707+0.0157586j -0.00415502-0.0151422j -0.0206591-0.00777903j -0.0154118+0.0322131j -0.00327363+0.00209998j -0.00677679-0.0106331j -0.00848759+0.000571576j 0.00313235-0.00734248j 0.00115964-0.00370162j 0.00612934-0.00683287j 0.00231682-0.00192243j -0.00282487+0.00388726j -0.00966118+0.0054321j -0.00258409-0.000558537j 0.00166347-0.00480559j 0.00895372-0.00163773j 0.00135339+0.00154882j 0.00712934-0.00849986j -0.00172355-0.000771222j 0.00551886-0.00331104j -0.00292282+0.00326302j 0.00448679-8.57545e-05j 0.00885325-0.000496149j 0.000466788+0.0060229j 0.00657142+0.00106967j -0.00444632+0.00465057j -0.00316887-0.00353886j 0.00389149+0.00173595j -0.00839615+9.05113e-05j 0.00450876+0.00698688j 0.00450184-0.000642143j -0.00112251+0.00800727j 0.000833311-0.00587628j -0.00103544-0.00140763j -0.0012403-0.00963534j 0.00907736+0.00322335j -0.003699-0.00622374j 0.00756064-0.00116258j 0.000414042-0.000927633j -0.0156874+0.00571623j -0.00407296-0.0209689j 0.00932496+0.00624595j 0.00590202+0.0048624j -0.00318055-0.0141448j 0.0112177+0.003241j -0.0243932+0.0162036j -0.0166138+0.019498j -0.00914627+0.0094032j 0.00871388-0.0061569j -0.0741144+0.0764976j -0.00825582-0.0111293j 
0.0196722+0.0445201j 0.0413882-0.0647361j 0.0247925-0.0203484j -0.00788121+0.0306943j 0.00516641+0.0194127j 0.0345275-0.0101814j -0.00068327+0.0182817j 0.0425878+0.00824361j 0.0146673-0.00495294j -0.000758141-0.0163589j -0.0292897-0.0063341j 0.0499458-0.0239109j -0.0344639+0.00858835j 0.125449-0.0667883j -0.0758499-0.0988806j -0.0644369+0.0526735j 0.027082-0.0382116j 0.0043466+0.0145774j -0.00402914+0.0134444j 0.0425052+0.0243707j -0.00895946-0.00415465j -0.0325789+0.0238784j -0.0120747+0.0323317j -0.0358039+0.0276948j 0.0401341+0.0321458j 0.0137562+0.0143108j -0.00778628-0.0203346j 0.0140186+0.00762269j -0.00116116-0.0584713j -0.0239917-0.023338j 0.00898481+0.00951806j 0.00108017+0.0174652j 0.0212238+0.0682841j -0.0919165-0.0757741j 0.0973465-0.0418758j 0.135959+0.183013j 0.193338-0.110149j 0.00388866+0.0344268j 0.086549-0.0128108j -0.00119889-0.00418161j 0.00934963-0.0154601j -0.00137616-0.0100345j -0.0225653+0.00520093j 0.0222654+0.0135826j 0.0110012+0.000378855j -0.0195791-0.0189857j -0.000271422-0.00388148j -0.00513863+0.00505788j 0.0177974-0.00236386j 0.00211442-0.00032156j 0.01239-0.000428189j -0.00516269-0.0120457j 0.0114249+0.0034107j -0.00934925+0.00747476j -0.0106337-0.00638116j -0.00457817+0.00702904j 0.0111883-0.00323681j -0.000696621+0.00168166j -0.00224258-0.000230614j -0.00580818-0.00231665j -0.000653239-0.00689173j -0.00240527-0.0050561j 0.00120687+0.00201284j -0.00113843-0.00323632j 0.0106851-0.00104762j -0.00340735+0.00165262j -0.00947264+0.00358177j -0.0051854-0.00369658j 0.00111131+0.00372436j 0.0104839+0.000250522j -0.0082728-0.00670741j -0.00499403+0.00569877j -0.000343438-0.00913647j 0.00158197-0.000653485j -0.000697312+0.00287994j -0.00182681+0.00582744j 0.0155037+0.00632057j 0.0177048+0.0134236j -0.00482078+0.000671225j -0.0100192+0.0130168j 0.00545889-0.0139841j -0.00324887+0.0175316j -0.00052145-0.00608937j 0.0104445-0.0171891j -0.0156573-0.0134055j -0.0039746+0.000889296j -0.0319272+0.0101703j 4.89591e-05+0.00201367j 0.00763405+0.00905295j -0.00167499+0.0156245j 0.00528746-0.00407475j -0.0105383+0.0301981j 0.0397289+0.0371517j 0.0445314-0.0287348j 0.0125563-0.0012266j 
-0.0598659+0.0799723j 0.0339171+0.0654867j 0.00960481+0.0204036j -0.0316992+0.0217038j 0.0215003-0.0144417j 0.0232912+0.000971856j -0.0105099+0.0288759j 0.00563329-0.0198951j 0.00477154+0.00281546j 0.0349587-0.0201408j 0.00816516+0.00681673j 0.00205503-0.0229119j 0.0736028-0.0558052j 0.0779358+0.111848j 0.111585-0.0689179j -0.0409694+0.0536613j -0.04486+0.0716842j 0.0367967-0.00387897j -0.000899665-0.00360641j 0.0213498-0.00577467j -0.0517453+0.0113657j 0.0278336+0.0372408j 0.0197371+0.00845467j 0.0383827+0.0242228j 0.0455757-0.00339608j -0.00598802+0.0394224j 0.000516125+0.031592j 0.0264824-0.0128724j -0.0700689-0.0152388j 0.000693955-0.00567179j -0.00558797+0.0173295j -0.0575485-0.0157663j 0.0577639+0.00390359j -0.124689+0.0627177j -0.107531+0.0199852j -0.187213+0.127098j 0.133594+0.179293j -0.0845209+0.024861j 0.0308585+0.0340764j 0.0206922-0.00886222j 0.00983466-0.00122524j 0.0185499-0.00338204j 0.0142274-0.00761484j 0.00206515+0.0343842j 0.0197058-0.00497042j 0.0219522-0.0101398j -0.00628398+0.0106472j -0.00955665+0.00404517j -0.00852096-0.00410857j 0.00463071+0.00935065j -0.00501126+0.0138784j -0.0102608-0.002796j 0.0115638+0.010953j 0.0142981-0.00250567j 0.00629032-0.00540612j -0.00528361+0.00142258j -0.00723844+0.0114995j 0.00280769+0.00339293j 0.00746942+0.00410214j 0.0032953-0.010394j -0.00533347-0.00648271j 0.0104624-0.00543836j 0.00697937-0.0012296j -0.000625127+0.00108337j 0.00268514-0.00276164j -0.00786927-2.18771e-05j -0.00358146-0.00139812j -0.00983397+0.000648081j 0.00279803-0.00227107j -0.00238105+0.000425j 0.00267636+0.000792847j 0.000539224+0.00308728j 0.0079992-0.000435883j 0.00217557-0.00393946j -0.00011633+0.00138899j -0.00769373-0.00274636j 0.00426588-0.0033713j 0.000573176+0.00579756j 0.00184694+0.00866658j 0.0024505-0.00262918j 0.00607433-0.000162047j -0.00688613-0.00104983j -0.00183548-0.00736222j -0.0243033+0.0182057j -0.0132542+0.00638591j 0.0124476+0.00485334j 0.000236452+0.0117634j 0.025532-0.00853394j 0.0170839-0.00873463j 0.00691157-0.00583135j 0.00434214-0.00909806j 0.0346159+0.0319933j 0.0114117-0.0318501j 0.00153818-0.000168232j -0.0507204+0.0371176j 
