0.0109217+0.0175942j -0.00998756+0.0295978j -0.00704892+0.0271703j -0.00268055-0.010322j 0.00353332-0.010635j 0.00179956-0.0241325j -0.00352173-0.00856945j 0.00307617-0.0209388j 0.000174154+0.00665593j 0.00188287-0.00888108j 0.00357544+0.00137905j 9.20668e-05-0.0223464j -0.0013534-0.00153887j -0.00122407+0.0112039j 0.00145429-0.00698189j 0.000470623+0.00516617j 0.00119295-0.0202706j -2.89167e-05+0.00435025j 0.00239757+0.00389766j 0.000614812+0.000493115j 0.000632779-0.00237674j -0.00232124+0.0234443j 0.00187008-0.00714143j -0.0024885-0.00819708j 0.000793069-0.000698805j -0.000241196-0.00469066j 0.00222177-0.0216493j 0.00107323-0.0236256j 0.00184288+0.0076146j -0.00399432+0.00940889j -0.000179413+0.0238062j 0.00191892-0.00944704j -0.00145235-0.0454256j -0.0042279+0.0220364j -0.00347381-0.0385839j 0.00438188-0.0130731j -0.00330323-0.0642022j 0.0058979+0.112689j 0.0102715-0.258606j 0.00528751+0.175155j 0.000948869+0.510053j 0.00243711-0.0746949j -0.00345756-0.130065j 0.00672124-0.00656313j 0.00495377+0.00940135j -0.000717812+0.0454342j -0.00899538+0.0188697j -0.00637572-0.0512366j -0.00351497-0.00544875j 0.00143812-0.00794473j 0.00514516+0.0087842j -0.00286639+0.0421084j 0.00314984+0.0138684j -0.00824843-0.0104603j 0.00144403+0.00950373j -0.00195819-0.00552804j 0.00182201+0.0152041j 0.000515508-0.0332229j 0.00182258+0.00109947j -0.00161092-0.0159752j 0.00594961-0.00759413j 0.00270079+0.00411804j -0.00445665-0.0116054j 0.000798172-0.00892115j -1.40029e-05+0.000791057j -0.00131926-0.00794207j 0.00226032-0.0100025j -0.000592324+0.00295397j 0.00583703+0.000500585j 0.00292474+0.00997464j -0.00112992-0.010412j 0.00505074-0.0118711j -0.00317006+0.00999345j 0.000144461-0.00982443j -0.00145207+0.0042977j -0.0035373-0.0108454j 0.00176967+0.00633172j 0.00353113-0.00052455j -0.00578708+0.0100236j 0.00369934-0.00809365j 0.0110677+0.0027354j -0.000166618-0.0120143j -0.0107975-0.00296007j 0.00614018+0.0165146j 0.000696311+0.0142076j 0.0293248-0.0100105j -0.00516583-0.0356573j -0.0302733+0.0314263j 0.0632472+0.0142031j -0.0114439+0.039248j 0.071805+0.00534263j 0.0188753-0.13842j 
0.000559452-0.00864902j -0.00134699-0.00535183j -0.000179494-0.000328073j 0.000614353+0.000228912j 0.000218493+0.00670835j -0.000546785+0.0126951j -0.00047582-0.0037182j 0.000196931+0.00647201j 0.000288139-0.00791257j 0.000810191+0.00567776j -0.00074281+0.00494643j 2.19394e-05+0.0019019j 5.69337e-06-0.00106623j 0.000131984-0.00753693j 0.00031794+0.0132797j -0.000595367+0.00967274j -0.000419297+0.0160673j -0.000881355-0.00301982j 0.000591053+0.00316138j -0.00034762+0.0107611j 0.000904266-0.0045924j 0.000171148-0.0270655j 0.000391204-0.0131106j 0.000631318+0.00545668j -0.000430154-0.0690975j 0.000318124+0.0460361j 0.000705234+0.0819227j 0.000730885+0.835486j 0.00165063+0.459362j -0.000293201+0.0672962j 2.09371e-05+0.0195655j -0.000184227-0.0147658j -0.000403961-0.0302675j 0.000693682+0.0487354j 5.21317e-05-0.043637j 0.000403464-0.00139562j 0.000400183-0.0298839j -6.30368e-05+0.0104157j 0.00111893-0.0238767j -0.000363718+0.0419441j 0.000314758-0.0095214j -0.000216859-0.0218783j -0.000197891+0.000836735j -0.000562791+0.00430669j 0.000659518-0.00373762j -0.000201145-0.00853287j -0.0012517+0.00477254j 0.000317041+0.00739737j -0.000493834+0.00654238j 0.000490105+0.00253952j -0.000550059+0.00218902j 0.000498115+1.16153e-05j 0.00127748-0.00376525j -0.000146492-0.00223269j -0.000137955+0.00514185j -0.000140539+0.00476521j 0.000267318-0.00121451j 0.000128318-0.00201344j -0.000235104-0.00655365j 0.00033257+0.00448431j 0.000537038-0.000635743j 0.000673024+0.00325948j 0.000460502+0.00101824j 8.46331e-05-0.00110422j 5.65972e-05+0.00288783j 0.000483396-0.000968541j 0.000951671+0.00464805j 0.000432033+0.00152001j 0.000235742-0.00302952j -0.000975021-0.0128446j -0.00043707+0.000288724j -0.00115613-0.000133322j -0.000420898+0.00195915j -4.07024e-05-0.000291035j 0.000817788+0.00141j -0.000426431-0.00117339j 0.00128269+0.00715988j 5.91977e-05+0.00724548j -0.00157059-0.0222294j 0.000528106+0.00224019j 0.00190807+0.0168304j 0.00120144-0.009162j 0.000552264-0.000222673j -0.000362921-0.00449131j -0.00101246-0.00248162j -0.00030501+0.00424457j -0.00109602-0.00637847j 0.000285944-0.00144591j -0.000714513-0.00242558j -0.000478435-0.00220016j 0.000202999+0.00499055j 0.00118136+0.0049419j 
-0.000263279-0.00454041j -0.000766167+0.000489714j -0.000543901-0.01037j 6.02473e-05+0.00239852j 0.000754238+0.0029098j -7.51045e-05-0.0048117j 0.000659052+0.00951421j 0.00154746+0.0158104j 0.000519328-0.00313835j 0.00112475+0.00594974j 5.16294e-05-0.00220128j 4.00372e-05+0.00612692j -0.000144057-0.00235094j -0.000346462-0.00958634j 0.00150081+0.00837885j -0.000660896-0.0125203j 0.000118746+0.0108236j -0.000912895-0.0150487j 0.000303096-0.0128491j 0.00114831+0.00402234j 0.000250885+0.000672497j -0.000429075-0.0255992j 0.000723227+0.0491981j -0.000217187+0.0218566j 0.000116225+0.0589283j 0.00026783+0.0647253j 0.00191561+0.930629j -3.62226e-05-0.111954j 0.00165373-0.0102667j -0.00190532+0.0642671j 0.000876957+0.0694277j 0.00132953-0.034203j 4.24383e-05-0.0290217j 0.000562745-0.0242166j 0.000224668-0.00901255j 0.000753913-0.0127394j 0.00082987-0.0121368j -0.00112618+0.0469289j 0.000420139-0.0200398j 0.000698105+0.00342506j -7.90876e-06+0.00439046j 0.000455569-0.0214676j 0.000578278+0.0138298j 0.000570367-0.00548837j -0.000533046+0.0008821j -7.73342e-05+0.0166844j 0.000301261-0.00817626j -0.0012806+0.0203501j -0.00159777+0.00629544j 0.00101118-0.00378579j -0.000220231-0.00219653j -0.000561251-0.00487719j 0.00070435-0.000195872j 0.000923617+0.00665056j -0.00127142-0.000661743j -0.00053139-0.00229355j 0.000451207-0.00111017j -0.000302935+0.00999741j 0.000490656-0.00421938j 0.000643736+0.0021449j 0.000571529-0.0030285j 0.000123283+0.00568201j 0.00208189+0.00440168j -0.000212281+0.00592665j 0.000530474+0.0028592j -0.000892611-0.00437712j -0.000687441-0.00180884j -3.7449e-05-0.0107099j -5.16029e-05-0.00641497j 0.000209427-0.00300092j -0.000275359-0.000307748j -0.00088513-5.68439e-05j 0.00118191+0.00152552j 0.000426841-0.000499732j 0.000614561+0.00294323j 0.000553516-0.000892183j -0.000121055-0.0153815j 0.00151459+0.0244923j -0.000423987-0.000700482j -0.000974498-0.00760326j 0.000906849+0.00927262j 3.50407e-05-0.00353524j -0.00103207-0.00841883j -0.000353121+0.00279472j -0.000233024-0.00181127j 0.000360774-0.00543123j 0.000793386+0.00243448j 0.000984534+0.00116738j 0.000590424+0.00156114j 0.000367847+0.00896651j 0.000162709+0.00353799j 0.00104958+0.00435184j 
4.50489e-05-0.000352492j -0.000164258-0.00335344j -0.00137208+0.012519j 0.000842451+0.00524074j -0.00126279+0.00931169j -0.000577575+0.00288866j -0.00188633+0.00567419j -0.000234872+0.00696161j -0.000653234+0.00490366j 0.000115983+0.00587997j -0.00177994+0.0081262j -0.000458029-0.0013154j 0.000461387-0.0118697j -0.00123904+0.00782212j -0.000355268+0.0135767j 0.000519244+0.000206171j -0.00156265+0.0212766j -0.000968723+0.0138667j -0.000520582-0.00295457j 0.000158372+0.0234911j 0.000840108-0.0120716j -0.000726296+0.0111056j 0.000553535-0.00915416j 0.000219718-0.116104j 0.00015486-0.106219j 0.000119928+0.933182j 0.000465079-0.067115j -0.000440115-0.06864j 0.00107221-0.000380614j -0.00105693-0.0187424j -0.00140566+0.0293194j -0.00126522-0.00525237j -7.35535e-05+0.0757722j 0.00128985+0.0254046j 9.40031e-05-0.0235391j 0.00117924-0.0117398j 0.000491743-0.0155192j -0.000427891-0.00356546j 0.000795383-0.00292248j 9.25804e-05+0.0133948j 0.000484892-0.00404864j -0.000736066+0.00745126j -3.61723e-05-0.00906386j -0.00140316+0.0191738j -0.000246137-0.0125113j 0.00050171-0.00466656j -0.00132456+0.00108025j 0.000420292+0.0145493j -0.000638639+0.00248444j 0.000659569+0.00129906j -0.00070118+0.00389058j 0.000341609+0.00947808j -0.000116484+0.00662143j 4.35972e-05+0.00900386j -0.000330796+0.00501074j 0.000483919+0.00596016j -0.000382171-0.0038082j -0.000169835-0.0016536j 0.000161468-0.00535341j 0.00078466+0.0103672j -0.000283075+0.00359412j 0.000185463-0.00201674j 0.000256121-0.00203683j -0.00049201-0.000278266j -0.000150923-0.00456099j 2.89382e-05+0.00450793j -3.3543e-05-0.00821451j -1.1153e-05+0.00162775j 0.000709233+0.00682107j 0.000625741-0.00323377j -0.000770924-0.0060537j 0.000783854+0.000335914j 0.000334157-0.00014555j -6.04302e-05+0.00175931j -0.00031745+0.000801117j 0.000510302-0.00811668j -0.00109621-0.00146204j -0.000160368+0.00696852j 1.11096e-05+0.0096451j 0.000108846+0.0243212j 0.000444555+0.00632398j 0.000236044-0.00537979j -0.000903787-1.7528e-05j -0.000168153-0.00175644j -0.000898045-0.0159758j -0.000291865+0.00544567j -9.31837e-05-0.00499234j -0.000609275-0.007693j -0.000583777-0.00227092j 0.000413749-0.00123305j 0.000311376-0.000378257j 8.39372e-05+1.83077e-05j 
-0.00178807+0.0081204j 0.00166498+0.0116261j -0.000797414+0.00478459j -0.000262028+0.00798164j 6.53869e-05-0.00735892j 0.0011691+0.00120025j 0.000879452+0.0234542j 0.000576428+0.00164803j 0.000367364+0.0205861j -0.000515525-0.00113291j -0.000627972-0.0145445j 0.000613307+0.0162065j 0.000844814+0.0117659j -0.000230801+0.0176764j 0.00108038-0.00446869j -0.000314577-0.0240035j 5.79728e-05-0.0122279j 2.88724e-05+0.00446286j -5.76956e-05-0.0344481j -0.000153178-0.00709434j -0.000112885+0.0263484j 0.00095912+0.0689487j 6.74662e-05+0.0554771j 0.000269848+0.0485744j 0.00264903+0.870354j -0.000242817+0.123839j -0.000457187-0.0670609j 0.000510016+0.156157j -0.00107558-0.156538j 0.000610384-0.0913083j 0.000227271+0.115944j 5.87462e-05-0.0384145j 0.00215919-0.014972j -0.000556546-0.0754488j 0.000895877-0.0516908j -0.000721647-0.00183016j 0.000512521+0.0409852j 1.72023e-06-0.00307201j -0.000249286+0.0144218j 0.000904889-0.0536931j -0.00111199+0.0358222j 0.00102483+0.00444598j 0.000395261-0.00905344j 0.000248547+0.0162759j -0.000632469+0.00853341j 0.00148923-0.00510052j 0.000691154-0.0191447j 0.000348767+0.00900836j 0.000394097-0.00425656j 5.73961e-07-0.0115354j 5.58755e-05-3.88273e-05j 0.000574456-0.0129552j 0.000856034-0.0078992j 0.00111298-0.00191038j 0.000196282+0.00325744j -0.000973981+0.00231001j 0.000318941+0.00133479j 0.000389041+0.0156952j 0.000138495+0.00512802j 0.000464828+0.00214897j 0.000532682+0.00260421j -0.00058383+0.00534904j -0.00052322+0.0017066j 0.000341711-0.00334429j 0.000976391-0.00064594j 3.4072e-05+0.00472778j -0.000226968+0.013846j 0.000995729-0.000879939j -0.0013043-0.00362885j -0.00125886-0.00377367j -0.000814503-0.000819052j -0.00102974+0.000461394j -0.000661899-0.0006653j -0.000397139-0.00015326j 0.00129254+0.0173204j 0.00028132+0.00563998j 0.00210007+0.0108281j 0.000486903+0.000970776j -0.000163113-0.00102926j -0.00156086-0.00384917j 0.000744494-0.00567396j 5.69958e-05-0.00370105j -1.85671e-05-0.00795575j 0.000173621+0.00670935j 0.000540783+0.00278396j -0.000575677-0.0152334j -0.00100433-0.0128951j 0.00156684+0.00712347j 0.00076338+0.00745707j -6.91113e-05+0.0062754j -0.00071919-0.00310995j 0.000421914+0.00121255j 
-0.000572277-0.0126835j -0.00106808+0.0079168j 0.00244159-0.00552664j 0.000555393-0.00452544j 0.00115433-0.00860301j 0.00036869+0.00684453j 0.00102779+0.00448283j -0.00118189-0.00992527j 0.000814472-0.0105846j 0.000355313-0.00496432j 0.001039-0.00892991j 0.00122649+0.0160876j 0.000124034+0.0206815j 0.00107208-0.00857126j -0.00116103-0.0233754j 0.000597501+0.00567795j 0.000732885-0.00443956j -0.000190081-0.0193848j -0.000162027-0.0301675j 0.000464594-0.0631146j 0.000916814+0.0109868j -0.000202585-0.0786603j -0.00070376-0.0876407j 0.00176147+0.917662j -0.00145221-0.0198761j 0.00121466+0.132247j -0.000443125-0.026776j 0.000807362-0.0769873j 0.000586306+0.0800317j 0.000636845-0.0421824j 0.00125314-0.00127269j 0.000716966-0.0109329j -0.000837762-0.0880984j -0.00116839-0.0142049j 0.000117018-0.0258671j -0.000922725+0.0304357j -0.000608993+0.00484285j 0.000523011+0.0347601j -0.000252879+0.0400274j -0.00173754+0.0458899j 0.000130226+0.0097973j 6.3253e-05-0.0242379j -0.000269339-0.00421032j -8.66747e-05-0.00729138j 0.00117654+0.0143201j 0.00109317-0.00197901j 0.000392223-0.0092274j -0.000572054-0.0161917j 0.000962142-0.00336007j -1.6305e-07-0.00244436j 0.000607379-0.00585901j -0.000821945-0.0040262j -0.000614742+0.00522073j -0.000191693-0.0107342j -0.00012204-0.000917905j -0.000824294-0.00716793j 9.27962e-05-0.00596916j -0.000263574-0.00223659j 0.000479006-0.00475614j -0.000789769-0.00446733j 0.000419822-0.00288225j -0.000215896+0.00302893j -0.000476947+0.00246565j 0.000405419+0.00848128j 0.000256504+0.000702755j -0.00133694+0.00160012j -0.00024069+0.00965395j 0.000479656-0.00713966j -0.000486941+0.000586593j 3.92184e-05-0.00146517j 0.00115172-0.00077979j -0.000126104-0.0016757j 0.000901648+0.0064258j 0.000477666-0.00586033j -0.000115528-0.000219806j -0.00116573-0.0100864j 0.00054476+0.0134934j 0.000895177+0.00307448j 0.000784221+0.0119993j -5.69122e-05-0.0154738j -0.000248135-0.00249014j -0.000229759+0.004369j 0.000313659-0.00279884j -0.000485037-0.000612811j 0.000499811+0.00990392j -0.000597384-0.00162685j 0.000478946-6.60309e-06j 0.000813001+0.00780651j -0.00106077-0.004925j -0.000151909-0.00259474j -0.00163121-0.00415859j -8.08887e-05+0.00513128j 
-0.000265645+0.000155596j -0.000127455+0.00136828j -0.000478085-0.00534713j -0.000368499+0.00466293j 0.000396232+0.00285253j 0.000367492-0.0071948j 0.000816757+0.000922582j 0.000997212+0.00915346j -7.64718e-05+0.000133062j 0.000816216+2.79948e-05j 0.0013984-0.0126575j -0.000152453+0.00735312j -0.00103404-0.00111051j 0.000175591-0.013j 0.000995644+0.00807122j -0.000487183-0.0140426j -0.000511464+0.00544916j -1.27612e-05-0.00421259j -1.5787e-05-0.014156j 0.000754715+0.0125797j -0.000602426+0.0148735j 0.000465675-0.0371475j 0.000197433+0.947113j 0.000103871+0.104785j 0.000312137-0.0970839j 0.000439513+0.000178473j 0.000905182-0.0859152j 9.08846e-05+0.0195603j 0.000484987-0.0319964j -0.000436153-0.000309214j -0.000389265+0.023779j 0.000973285+0.0177104j 8.30791e-05-0.0159215j 0.000294185-0.0127817j 0.000503202+0.00832749j 0.000469312-0.0167867j 0.000300749+0.00556703j -0.000544728+0.0225453j 0.000139406-0.0118296j 0.00066823-0.0111998j -0.00024122+0.00621343j 0.000382418-0.00719844j 0.000177957+0.0124448j 0.000743472+0.00170512j -0.000284611-0.00435483j -0.000979529+0.0131772j 0.000563784+0.00123666j -0.0002081+0.00384681j -0.000505949-0.00193245j -0.0005199+0.00431598j 0.000566929+0.00416268j 0.000369068-0.0101352j -0.00023502-0.00584975j -0.000765505+0.0071547j -0.000752517-0.00593939j 0.000259528-0.00101721j -0.000701571-0.00165076j 4.17232e-05+0.00429469j -7.65869e-05-0.000912962j 0.000906554+0.0050016j -0.00034517-0.00933482j -7.27145e-05-0.000689174j 0.000332087-0.00272931j 0.000178298+0.00412922j -0.000317049+0.00935719j -0.000663596+0.00357457j -0.000524199-3.70698e-05j -4.82876e-05+0.000719565j -0.000503572-0.00266277j 0.000433724+0.000643022j -0.000305179+0.00370586j -2.72005e-05-0.000667636j 0.000109086-0.00775888j -0.000474667-0.00971476j -0.000138652+0.000936496j -0.000365074-0.0121734j 3.18199e-05-0.00845595j 0.00076285+0.00314229j -0.000715568-0.00448148j 3.33257e-05+0.000888734j -0.000121943-0.000910101j 7.30111e-05-0.00282544j 0.000325661+0.0016795j 0.000565714+0.00398523j 0.000421868+0.00328769j 0.000545154-0.00154159j 0.000329185+0.00403686j 0.000154222-0.000280263j 0.000724891+0.00407329j 0.000110268+0.00649921j 0.000165502+0.0017219j 0.000522659+0.00165602j 
-0.000769964+0.00995725j 0.00129735+0.00905364j -0.00038999+0.00939918j -0.000656261-0.000959919j -0.000986135-0.00290971j 6.51579e-05-0.0118571j -0.000465523+0.00792841j -0.000175313+1.12437e-05j -0.000601645+0.0137173j -0.000498989-0.00828268j -0.000788034-0.012847j -0.000777592-0.0132431j 0.000220031+0.00215762j 0.000452572+0.025958j -0.000560462+0.00117616j 0.000314056-0.019528j 0.000279178-0.0262113j 9.38305e-05+0.0260731j -0.000216093-0.0704333j -0.000637819-0.00795662j -0.00120878-0.0537117j 0.000799561+0.933073j 0.000549974+0.0299415j 0.000534305+0.0821828j 0.000565912-0.122019j -0.000778249-0.00872475j -0.0004875+0.0645337j 0.00070669+0.0471616j -0.000463098-0.0285026j -0.00051219-0.0436543j 0.000493375-0.00196257j -0.000626107+0.0096533j -4.35693e-05+0.0568653j 0.000401048-0.0320954j -4.57144e-05-0.00810797j -5.73996e-05-0.0064589j -0.000367275+0.0344883j -0.00033322-0.0152374j -0.00101166+0.0362833j 9.59667e-05-0.0418983j -8.96859e-05+0.0114901j 4.89049e-05+0.0234472j 0.000588565-0.0136244j -0.000187391+0.000652166j -0.000879461-0.000867841j 0.00058298+0.00800403j 0.0003071+7.07741e-05j -4.24485e-05+0.00469874j -0.000606625+3.37528e-05j 0.000170311-0.00143831j -0.00029396+0.0085441j 0.000790246+0.0111192j -3.21559e-05+0.00125461j 0.00101376-0.0074596j -0.000206841+0.00383435j -0.00102335+0.00420638j 0.00116201-4.09036e-05j 0.000278891-0.000423444j -0.000120246+0.00804703j 0.000329939+0.00268831j 0.00115307+0.0130189j -0.000474311+0.00586113j 0.00164232-0.00938599j 0.000601086-0.0117846j -0.000773573-0.000234563j 0.00111177+0.00429825j -0.000676352-0.000711653j -0.000581259+0.000317537j 9.39088e-05-0.00209093j -0.000387406-0.00130149j -0.000323688-0.00434859j -0.00133849-0.015635j 0.000366793-0.00147053j -0.000885413+0.00475111j 0.000666168+0.00652722j -3.6157e-05+0.00883306j 0.000173501-0.00205087j -1.44442e-05-0.00442118j -0.000807898-0.00263349j -0.000435481-0.00168185j -0.000457311-0.00218641j 0.000374113-0.00319686j -0.000210174+0.00433537j -0.000443343-0.00181265j -0.000133175-0.00647956j -0.000257614-0.00239934j 0.000111912-0.00432091j -0.000268393-0.00190439j 0.000114664+0.0027628j 0.000573275-4.39719e-07j -0.000118718-0.00691932j -0.00152847-0.00556753j 
-0.000291198+0.000802589j 0.000371535+0.000510155j 9.62387e-05+0.00151091j -4.82615e-06+0.0123259j 6.09785e-05+8.62501e-05j 0.000559187-0.00211807j 0.00117299-0.00147947j -0.000706208-0.00547188j 0.000198657+0.00853905j -0.000485408+0.00278486j 0.000591428-0.00640443j 0.00117021+0.00957584j 0.000719709+0.0036677j -0.00017275+0.006884j -0.000601534-0.01259j -0.000137468-0.00673099j 0.00107787-0.00602711j 0.000356259+0.0102891j -0.000759744+0.0314076j -0.000337681+0.0108988j 0.000251703+0.962564j -0.00117145+0.0480217j -0.00101153-0.013258j 0.000658199-0.0205915j -0.000529477-0.0428175j 0.000731767+0.00861986j 0.00023743+0.00471195j 0.000752508+0.0317699j -8.9716e-05-0.0214745j 0.00028209-0.00238905j 0.000339385+0.0168544j 0.000592529-0.00514721j -0.000285989-0.0125419j -0.000630952+0.00177626j 0.000260268-0.00408271j 7.99105e-05-0.0148233j -0.00059037+0.0211068j 0.000881259-0.00806784j 0.000132196-0.00611552j 0.000274447+0.00229896j -0.000482942+0.00607401j 8.44024e-06+0.00524479j -0.0010199+0.0128361j 0.000594111+0.0172j 0.000215015-0.0040467j -0.000764379-0.00120965j 0.000790758-0.00191819j 0.000375106-0.0129649j 0.000700096+5.76975e-05j -0.000507109-0.00327769j 0.00134661-0.00275892j -0.00060292-0.0080236j 0.000297331-0.00586388j -0.000345198-0.0050945j 3.36609e-05+0.000759139j 0.00122662+0.00388222j -0.000316505+0.00291016j 2.18644e-05+0.00315221j -0.000698727-0.00222305j -0.000525076-0.00771623j -0.000145722-0.0080819j -0.000586538+0.00455801j -0.000508161+0.00312971j -0.000284608-0.00268455j 0.00114252-0.00188209j 0.000161146+0.00288284j 0.000290175-0.000137477j 0.00110388-0.00021461j 0.00020698+0.00234876j -0.000545203-0.00138596j -0.000469254-0.00462485j -0.000297066+0.004713j -0.00025004+0.00660137j -0.000322598+0.00106232j 0.000257773+0.00169183j -0.000250219-0.00216328j 0.00113113-0.00187283j 7.15979e-05+0.000799972j 9.09978e-05+0.00464196j 0.000304271-6.88637e-07j 0.000473288-0.00537827j 0.00121754+0.00228022j 0.000413679-0.00258786j 0.000363612+0.00175421j 0.00052966+0.0063908j -0.00061063-0.000280951j -0.000631642-0.000553528j -4.24146e-05-0.000192327j 0.000291429+0.00668043j -0.000918019-0.000939279j -0.000286721-0.000468801j 0.000158837+0.00034398j 
-9.89247e-06+0.00148858j 4.88727e-05+0.00393865j 0.00133226-0.00726675j -0.00132536-0.00725555j -0.000319275-0.0100117j 0.000566827+0.000201878j 0.000939699+0.00764614j -0.0017883-0.0119959j -0.00107551-0.0100651j 0.00108923-0.0136083j 0.000401972-0.0231824j 0.00030206-0.00412805j 0.000220345+0.0206006j 0.00161763+0.0161682j 0.000484493-0.0399018j 2.03898e-05+0.00840936j -0.000677405-0.0653913j 0.000795318-0.0240672j 0.000248751-0.0541019j -0.00031864-0.943195j -0.000447438+0.0126578j 0.00121608-0.0054995j -0.000835235+0.010849j -0.00102101-0.086403j -0.000770772-0.0384211j 0.000854723+0.0236375j -0.000580685+0.00505718j 0.00120451-0.0128288j -0.000629962+0.031128j 0.00100411-0.0587999j -0.000816026-0.0252292j -0.000984617+0.00575262j -0.0015596-0.0280338j -2.40143e-05-0.0175735j 0.00063306+0.00969983j -8.55256e-05+0.0273633j -0.000107307-0.00248792j -5.70495e-05-0.0139572j -0.000594709+0.0125272j -0.000247271-0.00831358j -0.000499692+0.0137842j 0.000337078+0.000933143j 0.000501082-0.00200285j 0.00110356-0.0198528j 0.000293084+0.0154738j 0.000537179+0.0031523j 0.00186806-0.00745333j -0.00074872-0.00977929j -9.58149e-05-0.004866j -0.0011494+0.00496206j 0.000680419+0.00853127j -0.000710882-0.0172822j 0.000743434+0.0047991j 0.000823615-0.0198747j -0.00153183+0.0120719j -0.000520195-0.00689686j -0.000571375+0.0133639j 0.00026449-0.00204822j 0.000394759-0.0222881j -0.00102859+0.0182764j -0.00156057+0.00152533j 0.000410472-0.00084465j 0.00101396+0.0062594j 0.000342761+0.00239888j 0.000825101+0.000130718j 0.000485384-0.000572558j -0.000484849+0.00319761j 0.000874603-0.000712876j -0.000188126+0.000867657j 0.00105611-0.00312251j 0.000666331-0.000473699j -0.00146643-0.000272304j -0.00132131-0.0119978j 0.00103756+0.0180489j -9.1757e-05-0.000956784j -0.000352692-0.00808042j -0.000221251+0.00688883j 0.00162235+0.00981466j 0.0010579+0.00863527j -3.84883e-05-0.0154405j 0.00086211-0.0102792j 9.90635e-05-0.005304j 0.00115571+0.00589359j -0.000460335+0.00225414j -0.000227962+0.00565398j -0.00185939-0.0034253j 0.000513953-0.00032065j 3.83346e-05+0.00757186j -0.00113721-0.00583529j 0.000403734-0.00161787j -0.000590141-0.00223278j 2.88143e-05+0.00131796j 
0.0014406+0.00810577j 0.000678719-0.0141533j -0.000666323+0.000393975j 1.386e-05-0.00476699j -0.00046872-0.00426827j 0.000314966+0.000843229j -0.000253251-0.0152764j -0.000158158-0.0165224j -0.000538854+0.00379944j -0.000996619+0.00417852j 0.000431669+0.0264876j -0.000692202-0.0212642j 0.000103066-0.019505j -2.03036e-05+0.0211515j -0.000799114-0.00286832j -0.000477368+0.0444516j -4.88884e-05-0.0534745j 0.000384867+0.0972225j -0.000328225+0.935846j -0.00112177-0.0530582j -0.000691107-0.0255609j 3.6438e-05+0.0634821j 0.000434226+0.022552j -0.000438585+0.0681405j -6.598e-05+0.0513933j -0.000343338+0.0260161j -0.000160088+0.045967j 0.000624301+0.022249j -0.000544267-0.0319843j 0.000634212+0.0419105j 0.000198799-0.0429068j -0.000210573+0.00138451j -0.000270928+0.0131959j -0.000409961+0.0301781j -0.000225364+0.0454164j 0.000138501+0.00645119j -0.000185518-0.0222339j 0.000933521-0.0501822j 0.000328178-0.0459947j 0.000843732-0.00894645j -0.00014436-0.0237497j -0.000440423+0.0213316j -0.000504747+0.00174095j 0.000250315-0.00585795j -0.00026816+0.00344319j -0.00039121-0.0122332j 4.08679e-06+0.000743175j 0.000215638-0.00976579j 0.000637831-0.00131441j -0.000188717-0.00516041j -0.000504736-0.00468151j -0.000712037-0.0013201j 0.000827895-0.00549784j 0.000598206-0.000663997j 0.000190843+0.00472162j 4.7733e-05-0.00117358j 0.000125365+0.0100701j 0.000482202-0.0102008j 0.000697763+0.00357949j -0.000648039-0.00235682j 0.000717969-0.0188471j 0.000856191-0.0140986j 0.000358325+0.00032624j -0.000101625-0.00714098j 0.000390988-0.000380153j -0.000821402+0.000196841j 0.000697109+0.000182768j 0.000848608+0.000151429j 0.000174016-0.00418254j -0.0017891-0.00880698j 0.000706877+0.00101773j -0.000709518+0.011349j -0.00085017+0.0020368j 0.000496678+0.00686385j 0.00034673-0.00105623j -0.000758664-0.000780501j 0.000910064+0.00370888j -0.00023689-0.00220552j -0.000481069-0.0040293j 0.000667829+0.00332182j 0.000432451-0.00784158j 0.000268773+0.0075389j 0.000336892+3.23059e-05j 0.000459535-0.000850679j -4.96592e-05+0.00161089j -2.62816e-06+0.000804776j -0.000392423+0.00500314j -0.000862595-0.000199706j 0.000331791-0.000151537j -0.000505923-0.00540747j 0.00118047+0.00568708j 0.000249033-0.00408066j 
