-0.121883+0.140833j -0.0136784+0.0475105j -0.0457658+0.0319012j 0.108997+0.0499742j 0.0117007+0.0383222j 0.0138152-0.0540282j 0.116373+0.0951872j -0.0420141-0.126539j -0.0105259+0.0208716j -0.0896003+0.0418244j -0.016189-0.049801j -0.134103-0.117985j 0.188513-0.010229j 0.0621905-0.167287j -0.0864334+0.157636j -0.00898285-0.00476935j -0.100936+0.0733825j -0.0932909+0.000802162j 0.00805338-0.0227695j 0.0403338+0.0248927j -0.0519586+0.0152198j -0.0321885-0.0138485j -0.0144932+0.00288048j -0.00333923+0.0132101j -0.0388481+0.0209962j 0.0229655+0.0388922j 0.0118546+0.0322718j 0.0391795-0.00175846j -0.0130123-0.0505081j 0.00507436-0.0110889j -0.0113942+0.000264117j -0.0228883+0.064621j -0.0048009+0.0961572j 0.155512+0.0312864j 0.068587-0.0869641j 0.00854148-0.112448j -0.0283485+0.0491267j -0.0264443+0.000413495j 0.07059-0.0352984j 0.0356207-0.0208156j -0.0206114-0.0247824j 0.00841064+0.0226949j -0.0392217-0.00314483j -0.0192303+0.0445246j 0.0135021+0.00665455j -0.0441839+0.0319533j 0.000818754+0.00339802j 0.00916086+0.00959643j 0.0151671+0.0311288j 0.0066596-0.00509249j -0.0236624+0.00410846j -0.00310251+0.0194749j -0.0152211+0.0190914j 0.000796318-0.00385126j 0.0214334-0.0117171j -0.0121771+0.0100665j 0.00676235+0.00364579j -0.0104953-0.0101838j -0.00266675-0.0118142j -0.00566295+0.00842442j 0.00351427+0.0122059j 0.0076872-0.0114835j -0.0023812-0.00799556j -0.00245058-0.0120243j 0.00174485+0.0167241j 0.00181585+0.00444287j -0.00863002-0.00816024j -0.005357+0.00401238j 0.00929277-0.010492j 0.0156093-0.000870005j -0.0209956+0.00699372j -0.00355977+0.00652589j 0.0096164-0.00289845j 0.00198211-0.00841157j 0.00739626-0.0114728j -0.00604215-0.00055867j 0.005071-0.00728446j 0.0276372-0.0273727j -0.00712492-0.0126646j -0.00162089-0.0125055j 0.0202522+0.0100762j 0.0333116-0.0358808j -0.000641124-0.00265265j 0.000277598-0.0264347j 0.03322-0.00301256j -0.012632-0.0475912j -0.0558842+0.0257374j -0.0340404-0.0266604j 0.0434175-0.113022j -0.0167482+0.0675729j 0.0275153+0.00767118j -0.0618232+0.200858j 0.189587+0.0235482j 0.0361902-0.0350597j -0.0704301-0.112874j 
-0.0090005-0.00314547j 0.128796+2.40818e-05j 0.00368048+0.0857044j 0.0563779+0.150167j -0.0843382-0.223491j -0.0393625-0.125266j -0.0204037-0.00382615j 0.145496-0.0409714j 0.0189942+0.168707j -0.106855-0.389947j 0.168201-0.0520731j -0.0731501+0.286368j -0.119495-0.0183094j -0.0017749+0.0771406j -0.130612-0.0440442j 0.0261241-0.0121223j -0.056918-0.0257749j -0.00808783-0.0414224j 0.0148142-0.024015j 0.0161018+0.0234132j -0.00813003+0.0389538j -0.0291444+0.00652354j 0.0013402+0.0139892j -0.00191972-0.0221189j 0.0178978+0.0256619j 0.042964-0.00212025j 0.0259357-0.0134224j -0.0261213-0.0102654j 0.00679454-0.0184407j 0.00460481-0.00874811j 0.00704925-0.0105393j 0.0110325+0.0254244j -0.0119113-0.00203849j -0.0078045+0.0185354j -0.00546699-0.00896252j 0.0126295-0.00207901j -0.000836111-0.0171092j 0.00699612-0.00673895j 0.00517802+0.00877j 0.0216289+0.00925471j 0.00919082-0.00379095j 0.00730191-7.97112e-06j -0.000814709-0.00470993j 0.00659008-0.00577973j 0.00088663+0.00284246j 0.000871944+0.00199484j 0.00333769+0.00880237j 0.00169678+0.00743691j -0.00541976+0.00865211j 0.000167557-0.00765281j -0.00516626+0.0145542j -0.0116397-0.00885607j 0.0135004-0.0052279j -0.00265426+0.00768324j 0.00728033+0.000882354j -0.00463606+0.0017981j -0.00362778+0.0109798j 0.00369609+0.0107939j 0.00716695+0.00601655j -0.0147854+0.00341278j 0.00279035+0.00562629j 0.0039721-0.0173904j -0.00326205+0.00244061j -0.0178602+0.00451729j -0.00148335+0.00896657j -0.00493488-0.00923083j 0.0157726+0.0180078j 0.00549491+0.0118229j 0.0177935+0.00576879j -0.00214204-0.0167448j -0.0184122-0.00149206j 0.00970595+0.00947272j -0.0148367-0.00592961j -0.00916334+0.00241786j -0.00174805-0.00796097j -0.00586895+0.00268089j 0.00957579+0.00536693j -0.001116+0.00161637j 0.00280044+0.00126936j -0.00795862+0.00300113j -0.00369172-0.00866427j -0.00333604+0.00290407j 0.0075602+0.0104491j 0.00144506+0.00533415j 0.00411408-0.000866258j 0.0114953+0.00773643j -0.00354905-0.00252424j 0.00613173+0.0106048j -0.0029949-0.00399526j -0.00284936+0.00542298j -0.00191639-0.00907693j 0.00934511+0.00114909j 0.0166434-0.0157489j 0.015306+0.0130952j 0.0102081-0.0126725j 
-0.024596-0.0659609j 0.0614136-0.0223678j -0.0781839-0.0489487j 0.0168116-0.087222j -0.03277-0.289951j 0.0183177-0.0176058j 0.316066-0.0325566j 0.163014+0.0453777j 0.33079+0.132449j -0.125339+0.147197j -0.148681-0.229841j -0.0213741-0.128903j -0.0854452+0.0850372j -0.0257016-0.0024396j -0.0360333+0.00131004j -0.0124919-0.028886j -0.0356606+0.00176665j 0.014783+0.0108584j -0.0119593+0.00490485j -0.00424573+0.0148714j -0.00746844+0.0308224j 0.00975214+0.00480546j 0.0153861-0.018462j -0.0549608+0.0131932j 0.0269299-0.0231044j -0.0226578-0.0169323j -0.0335903+0.0024567j 0.0142946-0.00160391j 0.00299135+0.000547181j 0.0390809+0.01697j 0.0188181-0.0114173j 0.0105099-0.0117831j 0.000107926-0.00131575j 0.0063234-0.00718049j -0.000935324-0.000554058j -0.00803652+0.00545895j 0.00085844+0.00499554j 0.00258731-0.003911j -0.00182407+0.0049423j 0.0095701+0.00153942j 0.00169657-0.0015603j -0.00128942-0.00481699j 0.00169234+0.00176722j 0.00103885-0.00220202j 0.00247737-0.00201813j 0.00574028+0.00287793j 0.00260455+0.00244858j 0.000204268-0.000908779j 0.00121781-0.00179363j -0.00969499+0.00118375j 0.000990988+0.0111585j 0.00301529-0.00394283j 0.00542518+0.0105278j 0.00399346+0.0148988j -0.0002457+0.0195692j -0.00242109-0.00371427j 0.00624639-0.00865612j -0.00199433+0.00148155j -0.0208366-0.00951404j 0.00614698-0.0308246j 0.00114351-0.0146716j 0.000233464-0.0160252j 0.00458466-0.000254617j 0.00956335+0.00334987j -0.00293764+0.0126143j -0.00235627+0.0231534j -0.0170423-0.0181835j 0.00938037+0.00832632j 0.000822304-0.000113106j -0.0168291+0.00977154j -0.00176197+0.000653915j -0.00556491-0.0159855j -0.00423776+0.00561048j -0.011491-0.00166957j -0.00174373+0.00241346j 0.00518701+0.0125765j -4.28905e-05-0.0105636j 0.0025344+0.00077129j -0.0069626-0.00700562j 0.000866524-0.000163989j -0.00024258+0.00503709j 0.00462265-0.000586774j 0.00824033-0.00146077j 0.00890669+0.013241j 0.000833277-0.0018309j 0.00165562+0.00205878j 0.00161632-0.00490089j 0.00602531+0.00440119j -0.00558684+0.00372451j 0.00916617+0.00120585j -0.00512564+0.00783653j 0.00561196-0.0121793j -0.00428365-0.00627957j 0.00606511-0.00393999j -0.00292224+0.00125927j 
0.173765-0.045517j 0.220258+0.126075j -0.0351423-0.246175j 0.13142-0.0980682j 0.032403+0.196903j -0.26936+0.256759j 0.0690366+0.147227j -0.101254-0.126562j -0.00999841-0.00956722j -0.0920881-0.0923483j 0.0488621+0.0366498j -0.0139231-0.0291157j 0.0168467+0.0856681j -0.0837545-0.116639j -0.124847+0.0667274j 0.0888763-0.0133998j -0.0764862-0.0616009j 0.0177896+0.0557136j -0.00755351+0.0107779j -0.0389743+0.00583992j 0.0186213-0.0486229j -0.00757883+0.0543012j 0.002867+0.0235123j 0.0254296+0.00168311j 0.0208094-0.000601568j -0.00794492-0.0435678j -0.00193852-0.0106775j -0.0019211-0.0136872j -0.0207111+0.00746995j 0.00251488+0.0240341j -0.0197566+0.00328685j 0.0100516+0.00827222j 0.00209363+0.000600625j -0.00664775+0.00336355j -0.00744943-0.0107083j -0.00348527+0.00902576j 0.00220995-0.0056393j 0.012867-0.00676074j 0.00432936+0.017012j 0.0273415+0.0167837j 0.0250541-0.00542827j 0.0173665-0.00478026j 0.0023785+0.00123497j 0.00946573-0.00457936j -0.0126747+0.0189637j -0.00675951-0.00244289j -0.00408099+0.00341248j -0.00101942-0.0112823j 0.00924199+0.0148614j -0.00135729+0.00468582j -0.00970763+0.0104693j 0.00055057+0.0242328j 0.00401779-0.0140071j -0.00590498+0.00285196j -0.0184416-0.00811889j -0.0164042+0.0127001j 0.0167469+0.00823643j -0.00282316-0.0200674j -0.0150598+0.00692102j -0.00146588-0.00131256j 0.00999143-0.0110005j 0.0139939+0.000836981j 0.00823031-0.0215896j 0.0148718-0.0121694j -0.00992976+0.000780558j -0.01749-0.00724565j 0.0178406+0.00454153j -0.00366231-0.00297329j -0.0094271+0.00632282j 0.000724467+0.00744378j -0.00781127-0.0124857j 0.000124455-0.00627723j 0.0149454+0.00743317j 0.00768726+9.56179e-05j -0.000679069-0.00288885j -0.00555165+0.00515916j 0.013002-0.0109057j -0.000714785+0.000465874j 0.00476768+0.00381633j 0.010477-0.00301806j -0.0126275+0.00441493j 0.00848435-0.00854057j 0.00876008-0.00217223j 0.00490567-0.00182469j -0.000331333+0.005441j -0.00385994-0.000596762j 0.00431554-0.00342379j 0.00325021+0.00500803j -0.0150143+0.00309541j 0.00585092+0.00382918j -0.00289048-0.00582249j 0.0262851-0.000304499j 0.0239962-0.0106352j 0.0152218+0.0119473j 0.0102961-0.0165379j 
-0.0761297+0.0149542j 0.0874085-0.00508623j -0.0724562-0.194708j 0.11416+0.171945j -0.206956-0.00934721j 0.147153-0.266145j -0.189397-0.172245j -0.0193132-0.147906j 0.0843646-0.137369j 0.0969018-0.16604j -0.0877544-0.0847939j -0.1366+0.107653j 0.0174532-0.130499j -0.0451035-0.0056265j -0.0441475+0.0174769j -0.0369389-0.00295584j -0.0526005+0.0228804j 0.00424291+0.0448877j -0.0302097-0.0285755j -0.0068187-0.0150262j 0.0111357+0.0227555j -0.00216869-0.0207917j 0.00266268-0.0270311j 0.0328758+0.0679985j 0.0142485-0.00622091j -0.01545+0.00825301j 0.000638694+0.0064034j 0.0403684-0.0159582j -0.0126427+0.0151621j -0.0089031+0.00991052j 0.00339769+0.00177176j -0.00813866-0.00338869j -0.0141852-0.000219978j -0.00322824+0.00282732j 0.0116778+0.00982297j -0.010092-0.00223489j -0.00742232+0.0134668j -0.00891957+0.00190943j -0.00187276-0.00159513j 0.0067047-0.00782256j -0.00272283+0.00537165j -0.00411803-0.000217259j 0.00880959+0.000274752j -0.00793481+0.00512988j -0.00547036+0.000700543j 0.00022733+0.00351736j -0.00594564+0.00674716j -0.00520129-0.00727184j 0.00255216+0.0107012j -0.000641847-0.011141j -0.0043728-0.000557187j -0.00185185-0.00135255j 0.00800805-0.00507498j -0.00517995+5.70695e-05j 0.0127942-0.000402087j -0.00553843+0.00960217j -0.00310156+0.00250018j 0.00526775+0.00252675j 0.000849482+0.00801802j -0.0265524+0.00790012j -0.000760736+0.010592j -0.0172125+0.0053399j -0.00302221-0.0239296j -0.0131407-0.0124386j -0.00471181+0.00449604j 0.0182976-0.0109003j -0.0212081+0.00791229j -0.00825265+0.0126083j -0.00317832+0.00924478j -0.00854759-0.0055428j 0.000178948-0.000883924j -0.0115162+0.0033975j 0.0142078-0.00359587j 0.00698394+0.00196565j 0.00757956-0.000906616j -0.00174329+0.000861016j 0.00475227+0.00167096j -0.000640036-0.00209905j -0.00756557+0.000329184j 0.00266659+0.000172224j 0.00228871-0.000754661j 0.000785387-0.00403195j 0.00309574-0.00403746j 0.00425633-0.00904247j 0.00163974+0.00228101j 0.00442672+0.00490314j -0.00274471-0.00190876j -0.000729159-0.00186569j 0.00506891+0.00269499j 0.00292262+0.00481701j -0.00232227+0.00468621j -0.0153513+0.00157916j -0.00156414+0.00376375j -0.00189052-0.0130294j -0.00472416-0.00114564j 
0.273516-0.0826348j -0.0177747+0.227741j 0.0264396+0.0694138j -0.0369119+0.0409952j -0.261829-0.0682163j 0.256759+0.268874j -0.0033586-0.278646j -0.0345681-0.145031j -0.0699745-0.0270734j -0.174035+0.0410901j 0.101811+0.122244j 0.0577037+0.0383361j 0.00317892+0.0330391j -0.0337944+0.0080884j 0.0414416-0.0355098j 0.116737-0.0219447j 0.0143563-0.117087j -0.0109539-0.0162576j 0.00648553-0.00599925j 0.0574976+0.0179052j -3.37772e-05-0.0439864j 0.00223231+0.0198089j 0.00681637-0.00590056j -0.00724625+0.0361583j 0.0173372-0.00123544j -0.00400195+0.00232849j 0.000527693+0.0242873j 0.00324652+0.00508569j 0.0179881+0.00212593j 5.11558e-05-0.0128221j -0.018288+0.0124361j 0.0170186+0.000679089j 0.00829568+0.00320205j -0.00575676+0.00740394j -0.0163225-0.00845272j 0.0109667+0.00679209j 0.00610877-0.0139601j 0.00911812-0.00474462j -0.00177829+0.00578567j -0.00597603+0.0269147j 0.0184901+0.00570803j 0.0098669-0.00908829j 0.00241713+0.00932995j 0.00944685-0.0132757j -0.000861472-0.00883126j 0.0115494-0.0105029j -0.00239223-0.00686803j -0.00609142+0.00465131j 0.00180656-0.00928047j -0.00271787+0.0147822j 0.0261066-0.0112115j 0.00169107+0.00630688j 0.00307199-0.00987986j 0.0105202-0.012709j 0.0216542+0.00949191j 0.0095723+0.00485664j -0.0119045-0.00761536j 0.0175573+0.0101562j 0.00193587+0.00832439j -0.0289313+0.00594676j -0.0143705-0.0083731j -0.0111127-0.00671855j -0.022901+0.0115902j 0.00689434+0.0198003j -0.00801256+0.015411j -0.0152918+0.00284588j 0.00334185-0.000800674j 0.00687891+0.00555761j -0.00270598+0.00230546j -0.00235618-0.00423248j 0.00445239+0.0181251j -0.00576685+4.23339e-05j 0.00724186+0.00513889j -0.000176289-0.000671184j 0.0041077+0.00110756j -0.00157402-0.0039578j 0.0067278-0.00606133j -0.00609873+0.00996543j 0.0127099+2.14564e-05j 0.00086438-0.00170476j -0.00236041-0.00213557j -0.00547298+0.00689324j 0.00246561-8.66454e-05j -0.00756357+0.00991671j -0.000423474-0.00305949j 0.00177659-0.004919j 0.0108883-0.000800266j 0.00677715+0.0106718j -0.00722787+0.0100452j -0.00362656-0.00576423j -0.00192062-0.00286359j 0.0191136-0.0194483j -0.0108638-0.00623813j 0.00227088+0.0165569j 0.0126758+0.0100924j 
0.0138632-0.0548591j 0.139121-0.00803666j 0.0801147+0.278975j -0.340512-0.0375892j -0.072836-0.0590418j -0.251197-0.0251876j 0.0797722-0.00960896j -0.0504451-0.130111j 0.00689146-0.102961j 0.0217311-0.110706j -0.0956823+0.116637j 0.0788993-0.104271j 0.00352881+0.139512j 0.0604941-0.0710138j -0.00194121+0.0451098j 0.013291-0.0153796j -0.0289294+0.0134226j 0.00510253-0.0738163j 0.0835996+0.0116938j 0.013478-0.00948666j 0.0431449+0.039845j -0.0186537+0.0143914j 0.0162622-0.0319549j 0.0154984+0.0149371j 0.00889928-0.00782165j -0.00936516+0.0141417j 0.0162484-0.016823j 0.0197651+0.0114759j 0.0052645+0.00906924j -0.00321966+0.00456911j 0.00186126-0.0097677j -0.00932361+0.00665891j 0.00410367+0.00917816j -0.000180263-0.011465j 0.00113013-0.0107026j 0.00632006-0.00594915j -0.00171104-0.00733037j 0.00478348-0.00338874j 0.0129267+0.00451037j 0.0217121-0.00537085j -0.00124551-0.0269201j 0.00887123+0.0068319j -0.00931517-0.00680888j 0.00196679+0.00712676j 7.96633e-05+0.0121857j -0.0137373+0.00991716j 0.003859+0.00926401j 0.0133533-0.0025084j -0.0154968+0.00721212j 0.0143808+0.00855248j 0.00265389+0.0143355j -0.00941744-0.00773683j 0.00357126+0.00595417j 0.0229354+0.0129712j 0.00394454-0.0109969j -0.00569036-0.00853051j -0.00944599+0.0100721j -0.0033852-0.00688664j 0.00631856-0.00927281j 0.0113663-0.000940317j 0.00143155+0.000710638j 0.00830626-0.00204799j 0.017265+0.00990995j -0.0116347+0.00481078j 0.0228719-0.0115293j 0.00525864-0.000388927j -0.00790717+0.00823724j 0.0162218-0.00866024j 0.0135401+0.0012704j -0.00310934-0.00801283j 0.0134953-0.00505353j 0.00740456+0.00816305j -0.0103406+0.00469326j -0.000378294-0.0107708j -0.00721577-5.94681e-05j -0.00364521-0.00459297j -0.00455405+0.00152638j 0.00552934+0.00108414j -0.00419079+0.00843787j -0.00890815+0.00679567j -0.00521654+0.00865591j 0.000246496+0.00431675j -0.00167523+0.00696294j 0.00692827-0.000707284j -0.00158086+0.0012778j -0.00423216-0.000655618j -0.00526501-0.001219j 0.00341999-0.000424934j 0.000996789-0.0166571j -0.0050221+0.00743576j 7.94909e-05-0.0107529j 0.0010922+0.022264j 0.0242682+0.00219769j 0.00964997+0.0053337j 0.00187098-0.0222018j 
-0.0943515-0.255999j 0.210024-0.201521j 0.00944826+0.290008j -0.0468959+0.0202621j -0.141434+0.13692j -0.25168+0.054174j -0.0475276-0.132994j -0.00306853+0.0640459j 0.179538+0.0263134j -0.0571917-0.0282992j 0.0136729+0.00230487j 0.122448+0.162631j 0.0327054-0.0320779j -0.0241127+0.0728465j 0.0381832-0.0516095j -0.0567093-0.118995j -0.0881748+0.091045j -0.0131715-0.0320225j -0.0263003+0.0106298j 0.000772554+0.0347702j 0.0230716-0.0130325j -0.0102004+0.023753j -0.046368+0.013504j -0.00634727-0.00362118j -0.0170721-0.016771j -0.0125852+0.0198041j 0.000734775-0.00593037j 0.0111694-0.00161305j -0.0125731+0.00175528j 0.00730138-0.00187346j -0.0114587+0.0122349j 0.00318257-0.00626931j -0.0120322+0.00597941j 0.0263393+0.00194132j -0.00321401+0.0133998j 0.00222639-0.0154423j -0.00711465-0.00186035j -0.0109937+0.00858185j -0.00295086-0.0168535j -0.00401107-0.00968887j -0.00341822-0.00712441j -0.0139442-0.0107908j 0.0114701-0.0200711j -0.00829088-0.0107217j -0.0143878-0.012985j 0.00112237-0.0124566j -0.00799265+0.00683218j -0.000127648+0.030031j 0.00892383-0.0095453j -0.017508+0.000503307j -6.65373e-05-0.00311681j -0.0163851+0.0220878j 0.0182204-0.01589j -0.00812798+0.00494523j -0.00409229+0.0179042j 0.00664985+0.0053997j -0.00377646-0.0118498j 0.00476352+0.00820459j -0.000498229-0.0201135j 0.00269161-0.0067071j 0.00855153+0.00378948j 0.0241418+0.0103783j -0.00660062-0.00118536j -0.019656+0.0081208j -0.00750253-0.0112328j -0.00627586-0.0196637j -0.00671283+0.00408494j -0.00955099-0.000251747j 0.00564234+0.0073573j -0.00309873+0.00682368j 0.0033885-0.00527859j -0.00542932-0.00666686j 0.00406805+0.00226658j 0.00372525-0.00616822j -0.00397741+0.00251006j 0.00853229+0.0045559j -0.00061473+0.00608843j 0.00411186-0.004265j 0.00237893+0.00198559j 0.00103815+0.00611621j -0.00326305-0.00396937j 0.000800687-0.00323899j -0.0132556+0.000801349j -0.00681591-0.00554417j 0.0044342+0.00217399j -0.00641347+0.00555682j -0.00566323+0.00232906j -0.0037941-0.00086521j 0.00866792-0.00420451j 0.000717691+0.000616851j -0.000184365-0.000480818j -0.00484361-0.00210357j 0.0037863-0.0122937j -0.00192562-0.000689633j -0.00706544-0.000934802j 
0.0401559-0.0656186j 0.00117399-0.0958632j 0.0473665-0.0264351j 0.354471+0.1224j 0.125837+0.0721165j 0.000977286+0.213658j 0.022795+0.0500663j -0.120748-0.097715j 0.0312762-0.0949424j 0.0318604-0.1027j -0.0453305-0.0605709j -0.0595649-0.0631281j 0.0384856+0.0159497j -0.0245883+0.11189j 0.0259857-0.0202418j -0.00339635-0.0130174j 0.0176673+0.0239016j -0.0238949-0.0554014j -0.0544022-0.0479325j 0.0175295-0.0154429j -0.00997013+0.0125296j 0.0268148+0.0176181j 0.00035232-0.0108222j 0.00333514-0.0143288j 0.00234151-0.00101559j -0.0151685+0.00978755j -0.0126673-0.0340914j 0.00325465+0.00222184j 0.0195061+0.016301j -0.00339083+0.00550317j 0.00250678-0.00440362j 0.000605146+0.00889228j -0.0103191+0.00906885j -0.00321644-0.00934157j -0.00613773+0.00454627j -0.00314446-0.00104021j 0.00583016+0.00118286j 0.0364018+0.0108129j -0.0122632+0.0293782j 0.00546475+0.02108j 0.0236746-0.0102334j 0.0170921-0.00459109j -0.00436848+0.0139322j 0.0328651-0.0168487j 0.0182285+0.0111059j 0.0164843-0.00614838j 0.0414732+0.0121135j 0.001284+0.00796812j -3.65302e-05+0.0133525j -0.00105238-0.00279833j -0.00735905+0.0114678j 0.00464864+0.00184847j 0.000401985-0.00153364j -0.00535109-0.00397431j -0.0225317+0.0044422j -0.0192465+0.00504819j 0.0111441-0.0187386j -0.0186931+0.00374276j 0.0163233+0.0176656j -0.00646569-0.00552012j -0.0053359-0.0146748j -0.00227891+0.0136683j 0.0110773-0.00254242j -0.0109891+8.74729e-05j 0.00945374+0.00582009j 0.0103344-0.00989496j 0.0117785-0.0110592j 0.0146153-0.00318852j 0.00180353-0.0113037j -0.0145191+0.00421494j -0.00162173+0.00205141j 0.0108023-0.00457982j -0.0140622+0.00244558j 0.000909016-0.00111691j -0.00538856+0.0148057j 0.00154373-0.00261887j 0.00343407-0.00284111j 0.00189156+0.00141846j 0.00267864-0.0055226j -0.00570414-0.00296999j -0.00962551+0.00235162j -0.00250311-0.000801791j 0.00663916+0.00140407j 0.00602444+0.00602279j 0.00313247-0.00037027j 0.00507148-0.00199949j 0.00618409-0.00214582j 0.00897333+0.0116731j -0.0214012+0.00502779j 0.00883699+0.00110145j -0.00582941+0.00428058j 0.0380386-0.0195416j 0.00142906-0.0234618j 0.0116207+0.0187941j 0.0085418-0.00366935j 
-0.0761525+0.151433j -0.0979498-0.155322j -0.114577+0.185489j -0.118479+0.155517j 0.0560916-0.10069j -0.0997006-0.142659j 0.0453464+0.120483j 0.0108022-0.0169573j -0.0667183-0.00699137j -0.0265693-0.0604003j -0.0579794-0.0155959j 0.00546184-0.0117657j 0.0292852+0.0956189j 0.0216309+0.0490383j 0.0359562+0.0605221j -0.0272495+0.0501896j 0.0640043+0.0507716j 0.0497595-0.00270057j -0.0188157-0.0584071j 0.0468539+0.00884014j -0.00490111-0.0147081j -0.0298365-0.00368408j -0.00573612-0.00429934j 0.00513699+0.00758336j -0.00603236+0.00272236j -0.0167102-0.0162651j 0.00357758-0.00466001j -0.00306951-0.00462685j 0.000390069+0.00511458j -0.00433208+0.00963797j 0.00366033-0.0148178j -0.00237469+0.00858708j -0.00186599+0.00208122j 0.00276489-0.00787217j 0.00125751-0.00747529j 0.00617692-0.00432024j 0.00568849-0.00098658j 0.0116989-0.018461j 0.026974+0.00154024j 0.00475528-0.00617318j -0.00397704-0.00860956j -0.0194594-0.0145486j 0.00687605-0.028903j 0.00239627+0.0128763j -0.00195295-0.00245956j -0.0018587+0.0160683j -0.0360695+0.0313982j -0.0348703+0.0339586j 0.00134225-0.01244j 0.00481627-0.00492031j -0.000643151-0.0149318j -0.0195181-0.00751345j 0.00965181+0.00710458j 0.0177746-0.0182687j -0.00488375-0.00164291j 0.00105067-0.00177335j 0.0240448-0.0106293j -0.0058819+0.0126782j -0.00736169+0.00605124j 0.0157672-0.00485501j 0.0127713-0.0077733j -0.00940733+0.00517817j -0.0151186+0.0233523j 0.00801115+0.00386832j -0.0124995+0.00729689j 0.00264907+0.000508265j -0.00192354+0.00266007j -0.00802725-0.000778103j 0.00212126+0.000860869j 0.0053728+0.00728844j 0.000552821+0.00387418j 0.00515073+0.00480586j 0.0036298-0.00943142j -0.00170445-0.00362356j 0.00191673-0.00223896j -0.00687628+0.00132035j -0.00108761+0.00511124j 0.00026102-0.00277639j -0.00556498+0.00839175j -0.00160704+0.00250407j 0.000147271+8.5069e-05j 0.00364507-0.00274039j -0.00480102+0.00296523j -0.00384848-0.00484076j -0.00533979+0.00560287j -0.00523466+0.000707778j -0.00715407+0.0011067j -0.00313772-0.000945333j 0.00654751-0.0275925j -0.00108196-0.00134879j 0.00644589-0.00607945j 0.00570825+0.0312546j 0.0302279-0.0182625j 0.00426745+0.00516744j -0.0070743-0.0184857j 
0.254628-0.050331j 0.0295796+0.111544j -0.161766-0.421753j -0.234181-0.0422738j -0.0331215+0.00755233j -0.137008-0.0222781j -0.0034227+0.0207755j -0.112256+0.00184279j -0.065742-0.00584957j 0.119025-0.0580532j -0.063897-0.0242191j 0.177139+0.0582823j 0.0484081+0.0254158j -0.0863922+0.0761767j 0.109663+0.0762909j 0.116337-0.0530454j 0.000897284+0.00807726j 0.0031349+0.0645259j 0.0231112+0.00713976j -0.0148373+0.030031j -0.0108333+0.0318531j -0.0381998-0.012191j -0.0123962-0.0129739j 0.00256975-0.00577188j -0.00767811+0.0117872j -0.0106597+0.00231122j 0.00711741+0.0151493j -0.000855507-0.00570846j -0.00706103-0.0223881j -0.00860684+0.0019293j 0.00672081-0.00294088j -0.000315282+0.0159827j -0.00482706+0.00937223j 0.0136557-0.0043298j 0.00827584-0.000684694j 0.0229182-0.0125361j -0.0119233+0.0300786j -0.00774537+0.0256881j 0.0165266-0.00341646j -0.0132503+0.00798935j 0.0525835-0.0224534j 0.0306305-0.0245127j 0.00492247+0.0329988j 0.000797244+0.0107191j -0.00708671-0.0103993j -0.0108091-0.0120009j -0.0256197-0.0148006j 0.0103939-0.00900711j -0.00804221+0.011817j 0.0306714+0.0127509j 0.00562671-0.00774078j 0.00890982+0.0320997j 0.00782015+0.00564021j 0.0108989-0.0237601j -0.00571168-0.00379667j -0.000982946+0.00836925j -0.00342158-0.00279256j -0.00977994+0.00910887j -0.0134952+0.00142124j -0.0179733+0.0164134j -0.0100468+0.00961354j 0.0173932-0.00881373j 0.00745476+0.000218498j -0.00714243-0.00587576j 0.00536774+0.00621478j 0.00344701+0.00664099j 0.000368124+0.000862767j 0.0014509-0.00324586j 7.01574e-05+0.00344308j -0.00750692+0.0031087j 0.00922974-0.00113422j 0.00803831+0.00449604j -0.00890067+0.00538736j 0.00764856-0.00068628j -0.00560063-0.00705688j 0.00225337-0.0112247j -0.00318005-0.00785556j 0.00891366-0.0125338j -0.00883166+0.000145026j -0.00688112+0.00422405j 0.00062207+0.00825608j -0.0055699-0.00457327j -0.0053457-0.0029136j 0.00476367-0.0235796j -0.00331486-0.000481471j -0.0117038+0.00422732j -0.00428036+0.000623537j -0.0090867-0.0140218j 0.0208203-0.00406392j -0.0180136-0.00140812j 0.00330659-0.0039701j -0.0321796+0.0393929j 0.0249259+0.029751j -0.0123143-0.0207967j -0.00047766-0.0160417j 
