-0.0492456+0.0222277j -0.0115982-0.0333194j 0.045798+0.0613059j 0.0330475+0.0287491j -0.012794-0.0427017j 0.00879121-0.0312169j -0.0190814-0.0875204j 0.00624242+0.0485626j 0.0142056-0.0114078j -0.00822046-0.000870547j -0.00731654-0.00618115j 0.0184408+0.0290576j -0.0188344+0.0400275j 0.040242-0.0363279j -0.00978092+0.0415681j -0.0310234+0.056099j -0.029203+0.0299846j 0.00335552-0.0106724j 0.00566896+0.0156809j -0.00614281-0.00125659j 0.00393046+0.0378784j 0.0173309-0.00176679j 0.0247519+0.0335034j 0.0780713-0.0783576j -0.0136896-0.0176015j -0.0232397+0.0256884j -0.0290708-0.0032914j -0.0355857+0.0572922j 0.000584654+0.025422j 0.0220204+0.00766005j -0.0303117-5.22431e-05j 0.009252+0.0271873j -0.0148011-0.00411439j 0.0182678+0.0208922j 0.0239978+0.0186268j -0.038946+0.0126442j 0.00576962-0.018668j 0.0269591+0.000876783j 0.00906055-0.00578603j -0.0149418+0.0285945j -0.00582875+0.0232097j -0.0155972+0.0619703j 0.00758776-0.0127862j -0.0128761-0.0370507j -0.0182278-0.036515j -0.0310268+0.0131856j 0.0175269+0.0370378j 0.0189078+0.0319765j 0.0160317-0.032954j -0.0638488+0.00335388j -0.000500161+0.0291706j -0.0252548+0.00701523j -0.00680136-0.0247448j 0.0553589-0.0935875j -0.0489288+0.0395271j 0.0273738+0.0376918j 0.0227643-0.0401976j -0.00478904+0.0127815j -0.184727-0.0417949j 0.0969145+0.160629j 0.0583228-0.0878456j -0.0455728-0.0268316j -0.148052+0.0601984j -0.0486485+0.132839j -0.00625359-0.050059j -0.0524917+0.0307417j 0.00501445-0.0522236j 0.0937659+0.0138857j -0.0873382+0.0298641j -0.02249-0.132418j 0.039767-0.0696562j -0.0346324-0.0153003j -0.147736+0.0393128j -0.0646868+0.171638j 0.188375-0.0491331j -0.17141+0.274641j -0.206233+0.12255j 
-0.0203899-0.00608618j 0.0146617+0.0150308j -0.0169346+0.000586604j -0.0102508-0.0186212j 0.0193261-0.00816154j 0.0171673+0.0059628j -0.0186568-0.00969704j 0.00669396+0.0146455j -0.00814492-0.0148703j -0.0137746+9.46586e-05j 0.00261314-0.013383j 0.0493038+0.00859829j -0.0038792+0.0422679j -0.0226636-0.0124356j 0.0336653-0.00645908j 0.0158106-0.00266335j 0.00543924-0.00176645j 0.00263471-0.00166546j 0.0040626+0.018493j 0.00408618+0.0149408j 0.0032904+0.0258091j 0.00502042-0.00514587j 0.0162345+0.00716068j -0.000892253-0.00159093j -0.015283+0.0144476j 0.012742+0.0192839j 0.00946442+0.0271257j -0.0008747+0.0171385j -0.00273906+0.00345608j 0.0146489-0.0149621j 0.0235028-0.010617j 0.0220773+0.00256216j -0.00379748-0.0140068j -0.0187656-0.010135j -0.0123604+0.00421671j 0.0037499+0.00839121j -0.0141973-0.00595814j -0.00262752+0.0123294j -0.00443307+0.007913j -0.0163717+0.0145704j 0.00143467-0.00243007j -0.00204972+0.00685004j -0.00112378+0.0248334j 0.0207223-0.0157282j -0.00646974-0.019751j -0.0110419-0.00865105j -0.00449771-0.00812368j -0.00945133+0.0243599j 0.00793147-0.00296464j -0.032377-0.0106221j 0.00383226+0.00296607j 0.0162388-0.0210121j -0.0350726-0.00146245j 0.000329942-0.00824884j 0.0125328-0.00109368j 0.00767884+0.0243983j 0.0223075+0.00886985j -0.0120537+0.026153j -0.0103544-0.00639697j 0.00168674+0.0273683j -0.00191155+0.00152382j 0.0124932+0.00410637j 0.00670339-0.0208241j -0.00231189-0.0167475j -0.0116582+0.00192429j 0.0123151+0.0130636j -0.00527464-0.0125113j -0.007748+0.0065961j -0.00154983-0.00711724j -0.0015629+0.00318099j 0.00315262-0.00217653j -0.000659344-0.00295617j 0.00506981+0.00868491j -0.00974498-0.000283747j -0.000744622+0.00139412j -0.000683467+0.00306777j 0.00196502+0.0121446j 
-0.0143613-0.00924505j 0.0151766+0.021887j -0.0166549+0.0029813j -0.0218485-0.0272335j 0.0258189-0.0185835j 0.00702699-0.000130732j -0.00772544-0.00705346j 0.0167697+0.00170127j -0.0110841+0.00142603j 0.00573441-0.00611168j -0.00238128-0.000304909j 0.00815377-0.00369153j -0.00526581+0.00470315j -0.0111864-0.00640277j 0.00128907+0.0272634j 0.00605109+0.0138814j 0.0139922-0.00553877j -9.844e-05-0.00457152j 0.0156437-0.0080853j 0.0142137-0.02007j 0.0128859+0.0199587j -0.00405188+0.00901322j 0.0268686+0.00294736j -0.0139021-0.0232956j -0.012456-0.00635433j -0.00492369+0.020708j -0.00332554-0.00304083j 0.00170963-0.0161288j -0.00845978-0.0250376j 0.004528+0.0267439j -0.00838474+0.0191589j 0.00785557+0.0089125j -0.00224056-0.0234299j 0.0101252-0.0202661j -0.0178876+0.0139279j 0.0164689-0.00749442j -0.0345656+0.0241789j 0.0271055-0.0125207j -0.0185205+0.00303895j -0.0062795+0.0369038j 0.00200714+0.0188035j 0.00485943-0.00690883j 0.0254779-1.26524e-05j -0.011022-0.00418462j -0.007205-0.0244872j -0.0150983-0.0442167j -0.007062-0.0315606j -0.0446717-0.02409j -0.0091577-0.00470268j 0.002279-0.00922393j 0.0143683-0.0101003j -0.0045987+0.00122984j 0.0144768-0.00768973j -0.00607244-0.00561718j -0.0103779-0.0184978j -0.00491825+0.00682032j 0.00716931+0.00138117j -0.00777927+0.0167006j -0.0152861-0.000956628j 0.0113073-0.00307616j -0.0039575-0.0133443j -0.00199236+0.0108016j -0.00890018-0.0183177j 5.05558e-05-0.00601271j -0.000847523-0.0177327j 0.0152055+0.00290247j -0.00391641-0.00461476j -0.010403+0.00792982j 0.00611136-0.00766668j -0.00814558+0.00817085j 0.0183426-0.0080069j -0.00381549+0.0043946j 0.00342924-0.00074959j -0.00728068+0.00281008j -0.0144131+0.0121226j 0.00534056-0.00236486j 0.00102483+0.00274569j 
0.00372197+0.0092859j -0.00150881-0.0097309j 0.0212181+0.00102845j 0.00650954+0.00674787j 0.000559048-0.0128458j 0.00503403-0.0051005j -0.0192316-0.0171516j 0.00401175-0.0121288j -0.00963329-0.0056702j -0.0133904-0.00333031j 0.00860184+0.00268981j 0.00187182+0.00782137j -0.000208961-0.00117948j 0.00128449-0.0147042j 0.0077751-0.0028948j 0.00734455+0.0201545j -0.0142599+0.0142814j -0.00777773-0.0090002j 0.00442605-0.00297047j -0.0058759+0.00729947j -0.000903969+0.0140068j 0.00183623+0.0110042j -0.000684837+0.0120316j 0.00594478+0.0178396j -0.0182102+0.0138064j 0.00205678-0.00912774j 0.00671389+0.00285899j 0.00329713-0.000339941j -0.0132466+0.0204641j 0.00357098-0.000415412j -0.0213449+0.0112638j 0.0319547-0.00884515j 0.0226032-0.0116687j -0.00855674+0.0361179j -0.00125566+0.00841666j -0.0100354+0.0289991j 0.00761172+0.00370841j -0.0305771-0.00937734j 0.0084928-0.0134719j 0.0205755-0.00531973j -0.0176641-0.0161767j -0.00943785+0.0125099j -0.0189266+0.0211118j -0.0296118-0.00143252j -0.00565027+0.00583526j -0.0235209-0.008835j 0.00611509+0.00800756j -0.0374594+0.00635915j -0.0255635-0.00468182j 0.00738271+0.00370355j -0.0105175-0.00423224j -0.017132-0.0179848j 0.00642745+0.0150661j 0.00278924-0.010981j 0.00712977-0.0205042j 0.000698653-0.0153903j 0.0167279-0.0254989j -0.00121252-0.000948814j 0.00263207-0.0196752j -0.0136716-0.0203063j -0.00263884+0.00588745j 0.00657466+0.00541143j -0.00390793+0.00691928j 0.00316876+0.00926936j -0.0131009+0.00325074j -0.00357812-0.00368709j 0.00166191+0.00760433j 0.00133628-0.0030294j 0.00416094+0.00876757j 0.00549326-0.00176211j -0.00191422-0.00259123j -0.00551138+0.00868597j -0.00308305+0.00537726j -0.000569592+0.00327014j 0.00991196-0.00670585j -0.00425824+0.00643749j 0.00236695+0.00728278j 
-0.0182466-0.0116262j -0.0140249-0.00878459j -0.00683325-0.0171103j 0.0134179-0.00964152j 0.01562+0.0174779j -0.00561035+0.0162803j 0.0178221-0.013788j 0.0106406-0.0106554j 0.0124724+0.00338877j -0.0104978+0.0176468j -0.00313977-0.0145128j 0.00818997-0.000953222j -0.0103517-0.0357691j 0.026166+0.0110913j -0.0214216-0.0117159j -0.000405358+0.0207736j -0.0302071-0.00345171j -0.0272248-0.00311825j 0.027619+0.000628277j -0.0275579+0.0206295j 0.0145831+0.00490805j 0.017726-0.0120262j 0.00486359+0.0158387j -0.0164772+0.0107938j -0.0460643-0.00901394j 0.0096368+0.0307442j 0.0330032+0.0158815j -0.0100144+0.00412013j -0.00222391-0.00610761j -0.00308903-0.00152915j -0.00868428-0.0118513j 0.0146498-0.0178639j 0.0181059+0.00432477j -0.0270785-0.00142235j -0.0019306-0.036109j -0.0190215-0.000231817j -0.00363677-0.0179163j 0.0224208+0.00713049j 0.0110387-0.000537547j 0.0282665+0.00768019j 0.0192829-0.0043878j 0.00701741+0.0119577j -0.0242185-0.0178362j 0.00974732+0.00533729j 0.0233066+0.00220293j -0.00331638+0.003062j -0.00110679+0.0223909j -0.00432392-0.0140051j -0.0173836-0.0313182j 0.00743763-0.00367817j -0.0106621-0.00715292j 0.00483545+0.0168231j -0.0149948+0.00572517j -0.0168427+0.00113278j 0.000908173-0.00142474j -0.00177575+0.0182218j -0.0316453+0.00303871j 0.0162643-0.0222265j -0.00574455-0.0237709j 0.0120063+0.0176651j -0.00545892-0.0021385j 0.00125381-0.0143449j 0.00405595-0.00139684j 0.0123389+0.00514708j -0.00464057+0.0166307j -0.00775175-0.00413352j -0.0201021+0.00247279j -0.00848279-0.00760946j -0.00729936+0.00316664j -0.00600804+0.00879408j 0.0045775+0.00687487j 0.00557002+0.00577029j -0.00129728-0.00659844j 0.00301483-0.00691858j 0.00736229+0.000703947j 0.000163032+0.0066253j -0.00132409+0.000923173j 
0.0100951+0.00362112j 0.0019962+0.00359119j -0.00240031+0.00272171j -0.00558561+0.0071247j -0.0119833-0.00402226j -0.0100375-0.000833618j 0.0124343+0.00842328j -0.00165249+0.00561099j -0.00295289+0.0109968j 0.0103038-0.00767256j -0.00439236+0.0153665j -0.0133679-0.00680702j 0.00796712+0.000445988j 0.000102607+0.00424269j -0.0118975+0.00388867j -0.0115205-0.00345801j 0.00924473-0.00976001j -0.0103851+0.00293355j -0.00926041-0.0142023j 0.000862914-0.00619968j 0.0290799-0.000669892j -0.0137906-0.00965909j -0.0111587+0.0238798j -0.015231-0.000191906j 0.00441865+0.0353007j -0.0313531-0.00425438j -0.0203379-0.00480647j 0.0151369-0.0349191j -0.0111706+0.0453131j 0.00860247-0.000696401j -0.0266716+0.020729j 0.0217921+0.0111969j 0.00233234+0.009192j -0.00526129+0.00689481j -0.014401+0.0101086j -0.00831983+0.0047963j -0.0121989+0.00951412j 0.00770473-0.0178353j 0.0217379+0.0033346j 0.0245324-0.0223999j -0.0203726+0.00318562j -0.0194494-0.00202464j 0.0228514-0.00211576j -0.0272395+0.00432976j 0.0340511+5.642e-05j -0.0170542+0.0239462j -0.00939125-0.0171716j 0.00707478+0.0103554j 0.0123827+0.00392904j 0.00769441+0.0149085j -0.0142183-0.00322936j 0.00374153-0.0218466j 0.0119283+0.00993923j 0.000482596+0.00387067j -0.00258328+0.00333333j 0.00624454-0.00332148j 0.00764619+0.00684866j 6.12358e-05+0.0186468j 0.0253111+0.0111001j -0.0111423-0.00740827j -0.00996487-0.000936377j 0.0179208-0.00488255j 0.0124746+0.00355174j 0.0149268-0.00420834j 0.00434127-0.00153269j 0.000718938+0.00888699j -0.00933664-0.00102723j 0.0096357+0.00702809j -0.0016752+0.00658541j 0.00011652-0.0037122j 0.00435432-0.00543053j 0.000488137+0.00437954j -0.00464232+0.00038265j 0.00467801+0.000774789j -0.00451327+0.00158168j 0.00204976-0.00515103j -0.00147389-0.0045555j 
0.0121603+0.00177622j -0.0123096-0.0122946j -0.00288875-0.00120969j 0.0320684+0.0238361j -0.0223386-0.00538959j -0.0113815-0.0253648j 0.00199781+0.0156004j -0.025471-0.0217771j -0.0167702+0.0104703j 0.00767568-0.0176875j 0.00305593+0.0276418j -0.0284367+0.00484049j 0.00131403+0.0122608j -0.00808248+0.00814254j 0.0198279+0.00255886j -0.00638058+0.0208664j 0.000593096-0.0244343j -0.00201913-0.0205831j -0.00194113-0.00703726j -0.0166203-0.00266562j 0.000526421-0.00693583j 0.0319938+0.0282617j -0.0161137+0.0270467j 0.0105201+0.0226402j -0.0168933+0.0146942j 0.0333403+6.86013e-05j -9.38469e-05+0.0210591j -0.00170909+0.0225898j -0.0024629-0.0213863j 0.00700607+0.00521155j 0.0137289-0.0197981j 0.0331769+0.0441981j 0.00889397+0.0117501j 0.00592444+0.0152639j -0.0163546-0.0209663j -0.000457389-0.00227307j 0.00592928+0.0238979j -0.0134543+0.00242114j -0.00397003+0.00344805j 0.0114559-0.00470465j -0.0164096+0.0117282j -0.00417071-0.0208473j 0.00940968+0.0155283j 0.00222888+0.00374308j -0.0104551-0.00997603j -0.00940662-0.00258288j 0.0165391-0.00903064j 0.00959584-0.0169881j -0.0085431-0.00396143j 0.00685346+0.00556941j 0.00588804-0.0122042j -0.0139212+0.00715956j 0.00958144-0.00406176j 0.00199245-0.00603696j -0.0134555+0.00528792j 0.0109753-0.0190889j -0.0228805-0.0173659j -0.0192971-0.00219394j -0.00430803+0.0112242j -0.00242767-0.00824975j 0.0107557+0.00437599j 0.00573491+0.00317449j 0.000573206+0.00774394j 0.0050397-0.0139172j 0.0249452-0.00144578j 0.0107697+0.000352548j -0.0138687+0.00737505j 0.00862931+0.0111103j 0.000743736+0.00697541j 0.00529877-0.0117415j -0.00678029-0.00195559j -0.0125814+0.0144877j 0.00549253+0.00195718j 0.00600824+0.00124545j -0.00696798-0.0147366j -0.00274856-0.00560701j -0.00131735+0.00669224j 
-0.0044633-0.000430893j -0.00580893-0.000588281j -0.0043566+0.000382497j 0.015758+0.00483305j -0.00333552+0.000420635j 0.00732064-0.00416695j -0.0102674+0.00220529j -0.00988565+0.000311357j -0.00273173-0.00386259j -0.00827948-0.00914292j 0.013735-0.00272328j 0.00781354+0.0265121j -0.0173773+0.0133226j -0.0218563-0.0105243j 0.0529547-0.00665232j 0.000499645+0.00239164j -0.0110472+0.0169097j 0.0145899-0.0190781j 0.00574826+0.0190161j -0.00932128+0.00109685j -0.00395581+0.0192937j -0.0146836+0.0064732j -0.0319651-0.0107882j 0.00503635-0.0279395j -0.022583-0.0246559j -0.00936203-3.10583e-05j 0.0107278-0.0067134j 0.00106303-0.0320559j -0.000827538+0.00942883j -0.00258432+0.0102133j -0.00957163+0.0194158j 0.00971584-0.0157673j 0.0367699+0.00531738j 0.0125477-0.00022523j -0.00157109+0.0239275j 0.0126136+0.00807835j 0.0153845-0.00752411j -0.0134666-0.0143278j -0.00574988-0.0321324j 0.0266466+0.00613836j -0.0235172+0.00810213j 0.0183177-0.00840168j 0.0143884-0.010478j -0.021548+0.00925267j -0.00663357+0.0325795j -0.0143466+0.00364485j 0.000961754+0.0151507j -0.000597306+0.0211853j -0.00169736-0.00181835j -0.00130572-0.00783383j -0.00166379+0.0207976j -0.00342497-0.00648305j 0.00375029-0.000554811j -0.00592411+0.0121345j 0.00169135-0.0189981j 0.00995423+0.00450227j -0.0277321+0.00399464j 0.0083458-0.00436746j -0.020635-0.0106569j 0.00345885-0.00596839j -0.00761818+0.0150777j -0.0109261+0.0120282j 0.000830745-0.0300627j 0.0030716-0.000187882j 0.0116198+0.00519846j 0.00108674-0.00111136j 0.00717393-0.00377951j -0.00637523+0.00821889j 0.00550044+0.00443409j 0.00393802+0.00495021j -0.0083466-0.00950299j -0.00683824+0.00209665j 0.00529589+0.00096251j -0.00670978+0.00515714j -0.0052192-0.00693665j -0.00139176+0.00390762j 0.00295169+0.00553441j 
0.00419692+0.00935256j 0.00457435+0.00388107j 0.0214298+0.0126459j -0.00978582-0.00699067j 0.0143142-0.0070304j 0.00969945-0.0108129j -0.00978676-0.00175967j 0.00734426-0.00454895j 0.000166834-0.00958589j 0.00132044-0.00326109j -0.00524631-0.0032073j -0.00617342-0.00177337j 0.00336698-0.0212136j 0.0135639-0.00168201j -0.00584277+0.0264284j -0.00348475+0.0173607j -0.0013894-0.00542608j -0.00893534-0.00381769j 0.0076346-0.0115272j -0.00804409-0.0040438j -0.00265339+0.00976288j 0.0118375-0.0139022j 0.00420317+0.0103141j -0.0094964+0.00632119j -0.0029151+0.00562921j -0.0193743+0.0102109j -0.00830925+0.00130608j 0.0211848-0.0125166j -0.0150757-0.00092098j -0.00141832+0.0244283j 0.0099945-0.0105224j -0.00761201+0.00447898j -0.0153368+0.016527j -0.00659042+0.00356743j 0.00100589-0.0178983j -0.00510977+0.000665387j -0.00243474+0.00342478j 0.00845644+0.0183017j 0.0042715+0.0114403j 0.012103+0.0102703j -0.0232213+0.00878964j 0.00481995+0.00102577j 0.00684072+0.00923263j -0.00621576+0.00933801j 0.0417814+0.0208566j -0.00631242+0.00397858j 0.0192026+0.0175222j 0.0136395-0.000842912j 0.0209705-0.00549901j -0.0148914+0.0199013j -0.00998448+0.00258811j -0.017194-0.0117161j -0.000407813-0.0136901j 0.000663939-0.0124761j -0.000702133-0.00900783j -0.00375464-0.00807123j 0.00399928-0.0114462j -0.00534433-0.00473116j 0.00947836-0.00473821j -0.00854621-0.00743462j 0.00353452-0.00404186j -4.70757e-05-0.00473053j 0.000593617+0.0182656j 0.00315435+0.0032233j -0.0060965-0.00855644j -0.00213655+0.00131508j -0.00027709+0.00259412j 0.00185885-0.0147132j -0.00150137-0.018714j -0.00408439-0.00990908j 0.00858965+0.00297867j -0.00547315-0.00677271j 0.00493333-0.00293047j -0.0107419+0.00784786j 0.00490501+0.00184086j -0.000845177+0.00527416j 0.00372593-0.00365189j 
-0.00215492+0.00358244j -0.0051318+0.00862083j 0.000624791+0.00152828j -0.00955189-0.00476323j 0.00366689+0.0101656j -0.0040126+0.0157485j 0.0208586+0.00400502j 0.0230984+0.0184957j 0.0156252+0.00714902j 0.00588754+0.00628888j 0.00483384-0.00718088j -0.0258352-0.00912713j -0.0156366-0.0213814j 0.00798+0.00671444j -0.0205387+0.0248737j -0.0178827+0.0189068j 0.000418988+0.00387268j 0.00478918+0.00496753j 0.00113699-0.00136477j -0.02394-0.0075588j -0.00471524-0.0129505j 0.021427+0.0115942j 0.0173568+0.00402998j -0.0124882-0.0093865j 0.0142025+0.00252118j 0.00784421+0.0141881j -0.00996391+0.00581859j -0.00376496-0.00352268j 0.001026-0.00585528j -0.0143575-0.0158605j -0.0103294+0.00635091j 0.00377515-0.0112359j 0.00716615-0.0202249j 0.00555592+0.017673j -0.00550603+0.0162443j -0.0275212+0.0266388j -0.00931841+0.00203141j 0.00330891-0.0110402j -0.000146274+0.00951617j 0.00624426+0.0149856j -0.00141833+0.0092842j -0.00603819+0.0105519j 0.00951444+0.00529351j -0.00887722+0.00126997j -0.013313+0.000151339j -0.00480185+0.0149422j -0.0124246+0.00662994j -0.0146019-0.0049233j -0.00841876-0.00131508j -0.00128863-0.0051833j -0.00779292-0.026899j -0.00013175-0.0114858j 0.00924058+0.0171077j -0.0186458+0.000148941j 0.00722877+0.00324789j 0.00748163+0.00189804j -0.00786356+0.00158617j 0.00468133-0.0189505j 0.00310452+0.00688505j 0.00548938+0.011335j 0.00548791-0.0142737j 0.00337655-0.0156817j -0.00885556+0.000553282j 0.0126645+0.0150191j -0.00113727+0.0046972j 0.00266857-0.00335596j -0.00625192+0.00302708j 0.00117854+0.00900586j 0.016007+0.000327145j -0.00157689+0.000790442j 0.011572-0.00495255j 0.00939192-0.00803797j 0.000233683+0.00411161j -0.00922671+0.00297939j 0.00315584+0.00926508j 0.0031377+0.00595777j 0.00146986-0.00932105j 
-0.00509794-0.00875979j -0.00131103+0.00597928j -0.0183701-0.000460456j 0.0034039-0.00183474j 0.00294598+0.0114295j -0.0030455-0.0100597j 0.00951756+0.0222827j -0.00614346-0.0082527j -1.94331e-05+0.0128868j 0.0121098+5.96668e-05j -0.00242255+0.00668314j -0.0190475+0.00622347j -0.00218924-0.012513j -0.00406936+0.00875974j 0.00869914+0.0106551j 0.0124537+0.0270836j -0.000974245-0.0232236j -0.000755215-0.0117755j 0.0113988-0.00218244j 0.00385349+0.0112159j -0.0118571+0.00374216j 0.0101073-0.0151751j 0.0143445-0.000216289j 0.0260539+0.00725175j -0.00319016+0.0122443j 0.0257187+0.0116983j 0.00182785+0.0183517j 0.0181066+0.00821627j -0.0150514-0.0185956j -0.00646167-0.000875809j 0.00800028-0.00173342j -0.00939938-0.0188165j -0.0238274-0.0138711j 0.00698553+0.0164657j 0.0330978-0.000948765j 0.00270165+0.00623164j 0.0102627+0.034118j -0.0154017-0.0111067j -0.0112059+0.0289473j -0.00798704+0.0209758j 0.000893045-0.0376463j 0.00454911+0.00740351j -0.00185581+0.0323512j 0.0145661+0.00923375j -0.00663961+0.0036373j 0.0096839+0.0322457j -5.38085e-05+0.0107275j 0.0207852-0.00653964j 0.00160606-0.0213019j -0.0346446+0.00666469j -0.00231461-0.0165051j 0.0247564-0.000955281j 0.0163914+0.00557081j 0.0137141+0.000124991j 0.011181+0.000412122j 0.00702692+0.015147j 0.000403607-0.00876229j -0.00266454-0.002999j 0.000448557-0.0090555j -0.017337-0.00190683j -0.00389129+0.00742399j 0.00492185+0.000854098j -0.00214101-0.00180792j 0.00603617+0.00301577j 0.00977717+0.0155836j -0.00825986+0.00148565j -0.00180708+0.00494254j 0.00692131+0.00351431j 0.0091019+0.000870563j 0.00944548+0.00468751j -0.00378554+0.00354571j 0.00157055-0.00248361j 0.00283624-0.00584193j -0.00035329-0.00170391j -0.0079051+0.00177201j 0.00194773-0.00647282j -0.00146738-0.00152826j 
-0.00142867-0.0111594j 0.01619+0.0156294j -0.024805+0.00803532j -0.0132424-0.00204047j -0.00181854+0.0164136j 0.000548627-0.0140717j -0.00351294+0.0294745j -0.0299467-0.022551j -0.00533272+0.0296322j 0.0162972+0.0105266j -0.0208498+0.0214534j -0.000395124+0.0166863j 0.0412787-0.00192381j -0.00834123-0.0056295j -0.00552206-0.0301121j 0.0131645+0.00348039j -0.00541983-0.00349058j -0.00755481-0.00297031j 0.010062-0.0196897j 0.0108809+0.024136j 0.00142186+0.000852984j -0.0436683+0.000405988j 0.0436523-0.00839626j 0.0354184+0.00718269j -0.0072463+0.00980677j 0.0162949-0.0136814j 0.00847123+0.0172928j -0.0138763-0.00786296j 0.00720231-2.47274e-05j 0.0190033+0.0299485j 0.0143712+0.0023674j 0.00109374-0.0196816j 0.00337926+0.00162386j -0.02796+0.0154356j 0.0180015-0.0167165j 0.00646004-0.00414777j 0.0101204+0.00823183j 0.0283563-0.0110056j 0.00475575-0.0124422j 0.0144869-0.0100264j 0.0162257+0.00684551j -0.00545427-0.0185922j -0.00171989-0.0183565j 0.0115943+0.000925982j 0.00198312+0.0137788j 0.0228525+0.00664995j -0.00567411-0.00738272j -0.0115645-0.0180058j -0.0191365-0.0166216j 0.00597017-0.00694691j -0.00311455-0.0217526j -0.00221238+0.0101257j 0.000724845-0.00389383j -0.00411988+0.00489556j 0.0115222-0.00821312j -0.00604014+0.00841511j -0.00459078-0.00844517j -0.0151499-0.0168511j -0.00240379+0.01892j -0.0120506-0.00777413j -0.00824241+0.0080086j -0.00321859+0.0134936j 0.00204662+0.00656299j -0.000750836+0.00636317j 0.00125484+0.0136914j -0.0222037+0.00852953j 0.00401768+0.0108132j 0.000724232+0.00649463j 0.00497764+0.000102555j 0.0194392+0.00665255j -0.00627477+0.000163525j 0.00636355-0.00432815j -0.00122855-0.0120507j 0.00317775-0.00282884j -0.00768001+0.0021368j 0.00197214-0.0182068j -0.00403058-0.00249825j 
-0.0209952-0.0187815j -0.014586-0.0184924j -0.0216813-0.0263888j 0.0232804-0.0094596j 0.00590782-0.00287577j -0.00929394+0.0119756j 0.0280077-0.018081j 0.029388+0.00375098j -0.0117401-0.022602j -0.014574+0.000218263j -0.0207566-0.0345051j 0.0326979+0.0023873j -0.013738+0.0114947j 0.0120593+0.00620772j 0.0177708+0.00595822j 0.0163826-0.00347581j 0.00953403+0.0218131j -0.0386697+0.00565973j 0.0232736+0.0033337j -0.00972956+0.00146993j 0.0170317-0.00234813j 0.0244803-0.0216106j -0.0155297+0.00351128j -0.0227194-0.0028403j 0.00631534-0.00117293j 0.0466851+0.0096393j -0.0102149-0.0285393j -0.0184293+0.00280297j -0.00734327+0.003734j 0.0112252-0.00697594j -0.00790868-0.0269543j 0.0056935-0.00499731j -0.0220975+0.00257541j 0.00849444-0.0101818j -0.00671756+0.00951944j -0.0087015+0.00785956j 0.0231956-0.000460325j -0.0261367-0.00825807j -0.00939597-0.019114j 0.0164778+0.0123446j 0.0128124+0.00207872j -0.0207328-0.00971226j -0.00118003-0.0171861j -0.00339754-0.0158415j 0.0177961+0.00267135j -0.000968381-0.0197741j 0.00083024+0.000755667j -0.00174936+0.00662219j -0.00137032-0.0135018j 0.00265344-0.00586188j -0.0176256-0.0153284j 0.0158551+0.00140794j 0.0354267+0.00517466j 0.00416966+0.00850821j -0.0179519-0.0098149j 0.0121387-0.00823813j -0.0020989+0.00108555j -0.0081576+0.00490297j 0.0178495-0.000627321j -0.0094928+0.00535931j -0.0107302-0.0170971j -0.00204744+0.00654427j -0.0110183-0.00685782j 0.00972672-0.000213725j 0.0159828+0.00326372j 0.00462198-0.0119033j -0.00359383-0.0184433j 0.014335-0.00244171j 0.0017036-0.00644012j -0.00878322+0.00143533j -0.00613077+0.0204694j 0.00261779+0.00231769j -1.72926e-05+0.00883595j 0.0137284-0.0175663j 0.00207931+0.000794908j -0.00113117+0.00311298j -0.00309793+0.013196j 
-0.00567771-0.00724972j 0.0177422+0.00581997j -0.00657599+0.00890968j -0.0161595-0.0133801j -0.0017384+0.00100487j 0.0149352+0.0108241j -0.0167509-0.0289612j -0.0012736-0.0135763j -0.000410772-0.00929903j -0.0024233+0.0292392j -0.0295185-0.00451123j 0.040363-0.049533j 0.0565471+0.0417842j -0.0132975+0.0245742j -0.0200513-0.0174485j 0.00394872-0.0144788j 0.0275829-0.0309001j -0.00514075+0.0161219j -0.005005-0.00605465j -0.021754-0.0230676j -0.02536-0.0203448j -0.00179679+0.00469377j 0.0144801-0.0146157j 0.0221335-0.0083927j 0.00341155-0.0360566j -0.0163209+0.0236733j 0.0120784+0.0106754j 0.0118533-0.0283631j -0.0226049-0.000679778j 0.0196148+0.0292254j -0.0052502-0.00383364j 0.0149884+0.0155768j 0.0144133-0.0255077j 0.00543491-0.0343271j -0.0154681+0.00819619j 0.00110386+0.012855j 0.0205602+0.00182623j -0.0108624-0.00223546j 0.00377352+0.000585665j 0.00217929-0.0162829j -0.020824-0.00117115j 0.0132186+0.0100846j -0.00992323+0.00950154j 0.0126929+0.00089906j -0.00530504+0.00440716j 0.0128537+0.0147735j 0.00176632+0.0166035j -0.0125458-0.012954j 0.017233-0.00542771j 0.0109106+0.00355678j -0.0140187-0.00345588j 0.00778025+0.0109903j 0.00706025-0.00664945j 0.0027407+0.00568479j -0.00893003-0.0114207j 0.00916329-0.00570447j -0.000594517+0.0153146j -0.010505-0.00828469j 0.00729367+0.0115453j -0.0131442-0.00181618j 0.00744404-0.0217947j -0.00303488-0.0165404j 0.0162966+0.000785629j 0.00593845-0.0080499j 0.00771168+0.00119908j 0.0070328+0.00322786j -0.0042068+0.0137041j -0.00025466+0.0173554j -0.00274271-0.00934999j -0.00152975+0.00226295j 0.00142245-0.0109682j 0.00932402-0.00161383j -0.00444247-0.000304945j 0.00678432-0.0036884j 0.00370165+0.00262347j -0.000522667-0.00808369j -0.00203871+0.00474872j 
