0.0621754+0.146303j -0.189578-0.118202j -0.0829768-0.1891j 0.0256262-0.26257j 0.0548115+0.0170272j -0.0870015-0.133042j 0.0470222-0.0694939j 0.0866316+0.0413662j -0.182383+0.00679727j 0.209068+0.167643j 0.159256-0.197262j 0.0563469-0.0392938j -0.0908528-0.200359j 0.275329+0.0667986j 0.0784792-0.0173016j -0.043158-0.00735799j 0.0622434+0.104591j -0.0049692+0.0456194j 0.00677318-0.0483496j 0.03318-0.0368104j 0.00704032+0.0368054j -0.0518056+0.00557409j -0.0181295+0.013357j -0.00693768+0.0191199j -0.0218454-0.029685j 0.016366-0.0288288j 0.0454616+0.0203788j 0.0253564-0.0417411j 0.0312654-0.00311898j 0.00789936-0.00594613j -0.0909177-0.00935253j -0.00822729-0.0199297j -0.00412378+0.0710912j -0.0605976-0.020536j -0.0131104-0.0344929j 0.0448077+0.0129539j -0.0358653-0.0435185j -0.010331+0.0122933j -0.0286735-0.021016j -0.0275476-0.0285612j 0.0105597-0.00184512j -0.00161812+0.0051611j -0.0104244+0.0183247j -0.0110432+0.0207451j -0.0223105+0.00841878j -0.0104134+0.013187j 0.00531609+0.00400172j -0.00415512-0.0117151j -0.0112327+0.00645843j -0.0146644+0.00309526j -0.0419679+0.000851645j -0.000633922+0.00436492j -0.00100689-0.00246809j 0.0085534+0.00410799j 0.017036-0.00530971j -0.00141215-0.0116002j -0.019944-0.00252155j -0.02067-0.00272927j 0.0157892-0.000215533j 0.0220538+0.00410892j 0.00694923+0.00192343j -0.00142897-0.00335762j 0.0219501+0.00331669j -0.0108367+0.00751541j -0.0107999+0.00997239j 0.0159692+0.0103821j 0.00621432+0.00280926j -0.017452-0.0102703j 0.00330797+0.00116005j 0.00422053-0.0159649j -0.0253667+0.00492643j 0.00709465+0.0200322j 0.011348+0.00610693j -0.0003194-0.0150214j -0.0402244-0.0228937j -0.00528034+0.00115599j 0.00506443-0.0271314j 0.00381843-0.0357997j 0.00979718+0.0167644j 0.0163926-0.0127956j -0.0261771+0.0151909j -0.00481471+0.0161114j 0.0266788-0.0174498j -0.0288279-0.0106107j 0.00728758-0.00205492j -0.022201+0.0168287j -0.017098-0.0545196j -0.0617339-0.00432738j -0.00349276-0.00986764j 0.0127318-0.0320888j 0.00154278+0.0172927j -0.00545474-0.00291145j -0.0572808-0.0466896j 0.014911+0.00134338j 0.0515101+0.0656116j 
0.0205065+0.016439j -0.0151525-0.00802372j -0.00244124+0.00366042j -0.00452706-0.00746426j 0.00116216+0.00607806j 0.00193843+0.000102608j -0.00389471+0.000919289j -0.00552378+0.00402411j -0.0030105-0.00297444j 0.00675626+0.0120865j 0.00115267-0.00263313j 0.00368426+0.00163853j 0.000767695-0.0089805j 0.000217775+0.0177378j -0.00268668-0.00733652j -0.038864-0.0146392j -0.0240746-0.0167799j -0.00759308-0.000228854j -0.0229818-0.0285554j -0.00846208+0.000300108j 0.000975042+0.0273253j -0.033869-0.0128489j -0.0010106+0.0320311j -0.026809+0.0082699j 0.0302094-0.0210686j -0.00990938+0.00319126j 0.00586777+0.0695943j 0.0120367+0.0658458j 0.039816+0.0696142j -0.0149061+0.0499371j -0.0452218-0.0530428j -0.0573001+0.0758898j 0.0420973+0.0415427j 0.0205097-0.0104104j 0.00356535-0.00767247j -0.080995+0.01528j 0.0134515+0.0474377j 0.0101652+0.0204868j 0.0448694-0.0135795j 0.0281846+0.0343824j 0.0166496+0.0262829j 0.0158161+0.00388553j -0.0232719-0.0633198j -0.0561261-0.0615451j 0.0149611-0.0111967j 0.0507072+0.0348671j 9.64408e-05+0.00684423j 0.00739896+0.00475805j -0.0353168+0.0657223j -0.0137698+0.0475909j 0.0486128+0.0491722j 0.0287741+0.0745256j -0.0131333+0.0699064j -0.0176387-0.0159163j 0.0630954+0.0228641j -0.045594+0.0846064j 0.0878697+0.055359j 0.0120623+0.0352754j -0.0296112+0.0130521j -0.0182904+0.00596374j -0.0441747+0.040092j 0.0465302-0.00312665j -0.0148422+0.0105203j -0.0158442+0.0263029j 0.0537289+0.0483304j -0.0410121+0.0579335j -0.0813571+0.0315156j -0.0267714-0.0586067j -0.0129106+0.0523311j 0.0519447-0.034136j -0.107469+0.0359148j 0.219543+0.147512j 0.0380525-0.0143751j -0.0137525+0.021099j -0.105513+0.212284j -0.00988692+0.302101j 0.0256212+0.0586251j -0.0200454-0.10961j -0.0837587+0.0456415j 0.059682-0.0105046j 0.121011-0.130666j 0.0168581+0.0690653j -0.101171+0.0516314j -0.0160766-0.0375617j 0.0400567-0.0234726j 0.0226853+0.0183864j 0.114553+0.0662873j 0.183364+0.0146848j 0.130546-0.0216714j -0.0157449-0.0557355j 0.0221181+0.0101024j -0.00164766-0.263648j 0.0967042+0.114091j -0.0770357-0.0365186j 0.0455811-0.0403239j 
-0.0226663-0.0132367j -0.0190741-0.00773827j -0.00385887-0.0157981j 0.00448295-0.00335117j 0.00182466-0.00384621j -0.0079545-0.00711407j 0.00403272-0.00838129j 0.0118053+0.0156801j 0.000196165-0.00179419j 0.00902072-0.001821j -0.0115705-0.00422512j -0.0146853+0.0219026j 0.0244379+0.00668503j 0.0090508-0.00447404j -0.00337934-0.0166049j 0.0326598+0.000285042j -0.0157087+0.00435008j -0.0154246-0.0214732j -0.00261951+0.015157j 0.0135456+0.0324063j 0.037934-0.000131527j -0.0345445-0.00897711j 0.0429601+0.0261525j 0.0352521+0.0114412j -0.0214692-0.0262226j -0.0204842+0.0184101j -0.0285445-0.00919424j 0.0149791-0.00816919j 0.0317299+0.0653345j -0.00699295+0.0422461j 0.0397292-0.0138647j 0.000839647-0.0372111j 0.0428344+0.0325895j 0.0419353-0.0116405j 0.00528009+0.0179941j -0.0103582-0.0461978j -0.0707486+0.0207497j 0.0648421-0.0208539j -0.0423454+0.0275635j 0.0411551+0.0181975j 0.110933+0.0224233j 0.0271623+0.00332044j -0.054215+0.0118045j -0.0649732-0.0661772j 0.0142003-0.00856813j -0.0670139+0.0167746j -0.0278236+0.0112821j 0.0393341+0.0151722j 0.00650957+0.0128087j -0.0412756-0.0596986j 0.0266123+0.0408296j 0.0718564+0.0321822j -0.000432923-0.0113508j -0.0171777-0.109662j 0.0422465+0.00305109j 0.0509625+0.064754j 0.00457254+0.0838056j 0.0912962-0.0374785j 0.0216343-0.105101j 0.084043-0.0222805j 0.0288767-0.0936875j -0.0133745-0.0173646j 0.0144525-0.0413178j -0.0231635-0.0716451j 0.0368382-0.0507395j 0.0520307+0.016228j 0.0634547+0.0487796j -0.132002-0.0638223j 0.0180799+0.0255289j -0.0927157-0.0776732j 0.0233265+0.0734495j 0.0907813-0.1636j -0.0196071-0.150914j -0.135241+0.0215887j 0.143995+0.0278329j 0.0580948+0.0298695j 6.58157e-05-0.163353j 0.0586128+0.0539499j 0.11243-0.0681027j -0.03243+0.0185092j -0.0713267-0.123652j -0.0816396-0.0068771j 0.0750303-0.056002j -0.0564014-0.125731j 0.00965113-0.0683484j 0.0408342+0.129399j 0.0853491-0.0468411j -0.162706-0.0467157j 0.0499261-0.0198691j -0.0309564-0.185585j 0.253338-0.0965726j -0.0163984+0.128481j -0.0128792+0.105974j -0.0321519-0.00230666j -0.0852892+0.0120779j 
0.0142618-0.00669709j -0.00451302-0.00823059j 0.0102916-0.0031083j 0.0168014+0.00272945j -0.00635962-0.00554745j 0.00344883-0.0112212j 0.00986369-0.00619509j -0.00701751-0.0126514j -0.00157314-0.00450501j 0.00588976-0.00162054j 0.00243445-0.0170578j -0.0156131+0.0177769j 0.045446+0.0329801j -0.000360227-0.0119885j 0.0289088-0.0244113j -0.0128735-0.00332465j 0.0244364+0.000286341j 0.00995211+0.0166209j 0.0158049-0.000600719j 0.00183746-0.000664572j -0.0263384-0.000468613j 0.0220159-0.00500449j -0.0294884-0.0139749j -0.0160848-0.00303186j 0.0154709+0.00915571j 0.00951391+0.00914704j 0.0171953+0.00134285j -0.010985+7.78862e-05j -0.0066298-0.0425576j -0.000561587-0.0244619j -0.00112993+0.0163357j 0.0196416+0.0173651j -0.00344128+0.0059222j -0.0116528+0.0357813j -0.000145839+0.0287679j -0.0229173+0.035616j 0.0172745+0.0204079j -0.0622737+0.00553171j 0.0099537-0.0332857j 0.0994028+0.021668j -0.0155675+0.000590855j 0.0256063+0.000319527j 0.11037+0.00619153j 0.0124064-0.00184891j 0.00921854-0.0110539j -0.0199142+0.00211243j 0.0450549+0.045368j 0.00552556+0.0194568j -0.0492789+0.0579098j -0.00272886-0.0298462j -0.00327173-0.0775007j -0.0425462+0.0677841j -0.103541+0.0339908j -0.0412479+0.0248404j 0.0259854-0.0409184j 0.0303644+0.011874j -0.0753186+0.029522j 0.0411649-0.0740927j 0.0497554-0.00918201j 0.00352257-0.0981403j 0.0324738+0.00392991j -0.0430512+0.0703699j 0.0256977-0.133292j 0.0510379-0.0244633j -0.0942534-0.0913827j -0.0383874+0.0687827j 0.00295626+0.00490712j 0.0247831+0.0528556j -0.0286358+0.090703j -0.177356+0.0707869j -0.0602887+0.116619j 0.025202+0.195662j -0.0417872-0.0813051j -0.0689255-0.11215j -0.079535-0.00448748j -0.00845857-0.0572682j 0.118518-0.061806j 0.055352-0.049416j 0.0184101-0.162255j 0.0135521+0.0363083j 0.0328749-0.146168j 0.094586-0.126935j -0.0457111-0.15694j -0.0140709-0.0626427j 0.123767-0.155513j -0.0711688+0.232857j -0.0971959-0.0119838j 0.0801735-0.0314933j -0.0777649+0.0686351j -0.260054-0.0953481j 0.226457-0.303675j 0.09016-0.09855j 0.0106129-0.0651261j 0.0120419+0.0214688j 0.0696463-0.00290277j 
0.0144906+0.00800759j -0.0031856+0.00603183j 0.00367546+0.00492009j -0.00616989+0.00125525j 0.00274844+0.0113192j 0.00545125-0.0148722j -0.00795001+0.00553097j -0.0100612-0.0150882j 0.00136337-0.00576009j 0.00905137+0.00855418j 0.00473391-0.015116j 0.0154961+0.000736872j 0.00697335-0.00246845j -0.0293549+0.0026571j 0.0160591-0.0129013j 0.0366211+0.00448304j -0.0257995+0.0210463j -0.00768694-0.017861j -0.0190698+0.00212719j -0.0285455-0.000206444j 0.0132764+0.000635062j -0.00549918+0.00694157j 0.0101889+0.002425j 0.0029389-0.00399938j -0.026137+0.00737482j -0.0274145+0.00265327j -0.0255634-0.00358627j 0.00689039-0.00126715j -0.00815114+0.0152251j -0.0022423+0.0101944j -0.0164243-0.00523936j 0.00165567-0.0192237j -0.00252534+0.01715j -0.0112086-0.0214014j 0.0183703+0.0107256j -0.0306726+0.0182907j -0.00467493+0.0125317j 0.0719728-0.0213512j -0.0176682+0.0201663j 0.0527479-0.00100109j -0.118041-0.0161261j -0.0791649-0.00307946j -0.0582804+0.010962j 0.0624781+0.0516533j 0.0226887+0.00242523j 0.0267129-0.013934j -0.00135369-0.031882j -0.0341052-0.0185568j -0.00505204-0.0855722j 0.049356+0.0808966j 0.0300156+0.0364627j 0.0304508+0.0169557j 0.0616371-0.059685j -0.00164386+0.0513413j -0.0426476+0.00200114j -0.0725925+0.039568j 0.0232623+0.052346j 0.0212634-0.0112535j -0.0282243+0.0220747j 0.0568576+0.0516286j 0.0492135-0.00560691j -0.0129567-0.0498923j -0.0323064+0.0830122j -0.031948+0.00863374j -0.0212041+0.0335434j 0.0463392-0.0509093j 0.0240589-0.0222141j 0.0960214-0.0606011j -0.0380632-0.0355385j -0.15146-0.112524j -0.157214-0.0178448j -0.0354633+0.0436526j 0.0732896-0.0661453j 0.130858-0.0217121j -0.072945+0.200988j 0.109296-0.185605j 0.00230214+0.0744469j 0.0246894-0.0598114j 0.21883-0.125215j 0.0484944-0.0319908j 0.0405594-0.0778695j -0.0647483-0.0274315j 0.0720002+0.0865457j 0.147495-0.0494162j 0.16961-0.0471071j -0.212852+0.0424324j 0.0146635+0.0409428j -0.075473-0.0761921j -0.0395401-0.0340903j -0.29062+0.335793j -0.219838-0.112659j -0.0265784+0.0387858j -0.0174616+0.0752022j -0.0137732+0.0101596j -0.0232696+0.0271107j 
-0.0122954-0.0230878j -0.00510426+0.010491j 0.0192149-0.0141698j 0.0132581-0.00177366j -0.0087184-0.0105429j -0.000539596-0.0107393j -0.00231138-0.0126116j -0.00104501+0.00993539j -0.00409959+0.0045791j -0.0154829-0.00334323j 0.0030564-0.000331029j 0.00240031+0.0135517j 0.00523675-0.00339764j 0.0116962+0.00260821j -0.00724115+0.00458192j 0.0249256+0.00633043j -0.015432+0.0395378j 0.0286306-0.0247119j 0.00858332-0.0234662j 0.00130665-0.0300677j 0.0133306+0.0122297j 0.0254799+0.0179649j 0.0137392+0.0169269j 0.0216762-0.0119779j 0.00817905-0.0618146j -0.028327+0.000484305j -0.00243658-0.00931764j 0.00517913+0.0329665j -0.0205916+0.04045j 0.00926034+0.0120021j 0.00781733+0.0097704j 0.00109001+0.0173147j 0.0490704-0.00334948j 0.00455446-0.000344913j 0.010734-0.00422268j 0.0219664-0.00614435j -0.0172299+8.17043e-05j 0.065657-0.0616931j -0.00472735+0.0106163j 0.0208183-0.0177451j 0.01394-0.0213767j 0.000395745+0.0170634j 0.0163679-0.0302251j 0.0467044+0.0803993j 0.06346-0.0148254j -0.107379+0.0079621j -0.00853225-0.0952222j -0.0556006+0.0443752j -0.0476315+0.00707448j 0.052338+0.0265683j -0.0321669-0.00331336j -0.0104892+0.0746362j 0.0435561-0.0238833j -0.0923972-0.0409413j -0.0945913-0.0182904j 0.0787533+0.129601j -0.0154198-0.00389658j -0.00428763-0.062323j -0.0506821-0.0138263j -0.0219834+0.0456968j 0.0792945+0.154379j -0.0413004-0.0472271j 0.0963911+0.0168853j -0.0509822+0.0238759j 0.0268159+0.0441j 0.062449+0.0362864j -0.073244-0.0197462j -0.0694999+0.175471j -0.0484085+0.0159346j -0.0237233-0.0691735j 0.0807071+0.00509185j -0.0660204-0.00302927j -0.157566+0.0349064j -0.0410396+0.071857j -0.0285392+0.132473j -0.037858+0.0172052j 0.214034-0.0863675j -0.0851527+0.0380798j -0.0154983+0.104492j 0.0958128-0.0151062j -0.110517+0.0788293j -0.0805434-0.146946j 0.0464491+0.00954123j 0.059629+0.0769325j -0.153349+0.113041j -0.0264112-0.0826391j 0.0921479+0.17348j -0.0873205+0.112079j -0.205507-0.0404872j 0.0301622+0.00254552j 0.000907721-0.00932854j 0.0663172+0.0163466j -0.131304+0.218918j 0.0205908+0.014682j -0.0293531+0.0686222j 
0.00793065-0.0144316j -0.0173273+0.00369024j 0.0174148+0.00265598j 0.0172716+0.0150586j -0.00919794-0.00391684j 0.00643178-0.0133357j 0.00345781-0.00957319j -0.000140753-0.00473672j -0.00441766+0.0104986j -0.00808027+0.00269954j 0.0064572-0.00731081j 0.0127757+0.0119162j 0.0129745+0.00393656j 0.0248303-0.0103012j 0.0219819+0.00475436j -0.00140591+0.00241154j -0.00522614+0.00481828j 0.000862844+0.000938482j -0.00770336+0.00954783j -0.0119475+0.0253082j 0.00153469+0.0014876j -0.0189561+0.00567192j -0.00587357-0.000842843j -0.0137188-0.000782718j -0.0286356+0.0242201j 0.0203537+0.00637349j -0.0018569+0.0106396j -0.0270184-0.0147274j -0.0162836-0.00295202j 0.0129148-0.0520306j -0.0224829-0.0242641j -0.0224873-0.00617688j -0.0308877-0.00950027j -0.00118526-0.0131135j 0.0286322-0.00447186j 0.00845914-0.0109912j -0.0140489+0.0103236j -0.0138127-0.0106663j 0.0205277-0.0385209j 0.0948069-0.0493812j -0.0347792+0.0241938j 0.024543-0.0132603j 0.0438407-0.0204208j 0.0524364-0.000732649j 0.00784157-0.00243704j 0.0705602-0.00292128j 0.0249979-0.0224395j -0.0573762-0.0412201j -0.0691061-0.0304392j 0.0892154+0.0883299j -0.0562151-0.0410156j 0.049283+0.0573049j 0.0720781+0.0476265j 0.00110986+0.0095014j 0.0365796+0.024762j -0.138364+0.00969673j -0.00604038+0.0654061j 0.06916-0.0654903j 0.0339422-0.0123695j 0.0312737+0.0494428j -0.0319959-0.106752j 0.0590487-0.0113717j 0.0912612-0.0463883j 0.0176336-0.040914j -0.00690359+0.0923569j -0.0388985-0.0593482j -0.139363-0.0506576j -0.0112276+0.0900401j -9.77528e-05+0.111141j -0.0152158-0.0544391j 0.0259903+0.0366566j 0.100016+0.028387j -0.0447649-0.0324169j 0.0660748-0.0595852j 0.189189-0.118965j -0.205245+0.0668633j 0.0745961+0.0357873j -0.132278-0.033804j -0.0528677-0.0532915j 0.0489353-0.16613j -0.0853672-0.0115287j -0.0217199+0.0861466j -0.0214122+0.068851j 0.0476237-0.0522996j -0.282248+0.0976717j -0.0985024-0.157731j 0.137193-0.039893j -0.0013272-0.0384688j -0.0318143+0.065348j -0.039721-0.0215619j 0.0634529-0.153897j 0.0466161-0.0240222j -0.0149772+0.0209634j -0.00955961+0.0153681j -0.0111932-0.00193905j 
-0.00202919-0.0017371j 0.000549879+0.00891249j 0.00292216+0.00154061j -0.00342473-0.00295419j 0.00681274+0.00204779j -0.00302254-0.00727349j -0.00259004+0.0134407j 0.00830279+0.0114221j 0.00465381-0.000532773j 8.1752e-05+0.0209587j -0.0116827-0.0104222j -0.0044689-0.0003616j 0.0107878+0.00138467j -0.0107812+0.0251672j -0.026209-0.00544278j 0.0106516+0.0164597j 0.0136581+0.0205081j 0.0245877+5.02124e-05j 0.0215359-0.0116379j 0.0165269-0.0220712j 0.0121183+0.00199404j 0.0207594+0.0111845j 0.0215221+0.0210984j 0.00645812-0.00753042j -0.0303768-0.0237926j 0.0127247-0.010817j -0.00299084+0.0208237j -0.067177-0.00768839j -0.0249061+0.00477501j 0.0263212-0.0852889j 0.00112377-0.0329015j 0.0211904-0.00950992j 0.00890085-0.00427478j -0.000358314+0.00719363j -0.0117032-0.000321108j 0.0113144+0.0134236j 0.00701938-0.0110537j -0.0029031-0.0170103j -0.00419365-0.0168034j 0.0158701+0.0221071j 0.00870683-0.023354j -0.00889344+0.00105613j 0.0619128-0.00676741j -0.0077531+0.0447749j 0.0141234+0.0159789j -0.0341246-0.00412381j 0.0234215-0.027779j 0.00803734+0.0730858j 0.0262039+0.0551485j 0.00490901-0.0158303j 0.0227206+0.070452j -0.00799284+0.0442022j 0.000142787+0.0253831j 0.0323372-0.0400368j -0.0434103+0.102973j 0.00180941+0.0826255j -0.0295023-0.0436146j -0.00396556-0.0565873j -0.0553066+0.0701577j 0.0234071+0.117658j -0.0531484+0.0115775j 0.025188-0.0856317j -0.0312048+0.0688017j -0.0381586+0.0605175j 0.0192963-0.147243j -0.00674702-0.0151945j 0.141614+0.014401j -0.202966+0.0654296j 0.04336-0.206313j -0.0313166+0.0260461j -0.0276992-0.161076j 0.000624996+0.0723832j -0.00784616-0.0943205j -0.15663-0.00835679j -0.0468675+0.0240639j 0.111599+0.10305j 0.0848237+0.0625768j 0.0626324-0.15107j -0.104411+0.0240051j 0.0454114-0.027739j 0.0799743-0.121269j -0.111022+0.0354981j 0.0126418-0.0148194j -0.0670799-0.0310631j 0.0867666+0.0920578j 0.0056123-0.0215185j 0.0343352+0.0112757j -0.0612433+0.00957808j -0.0460002+0.0183442j -0.0037443+0.013307j 0.0317007+0.0471379j 0.0295819-0.0595162j -0.0503407+0.0535121j 0.0530396-0.00159982j -0.00601878+0.0202638j 
-0.00916921+0.00358425j 0.0264955+0.00130174j -0.00346492-0.00125055j 0.00297481-0.00342749j 0.00491571-0.00738157j -0.0113972+0.0110509j 0.00481104-0.0155673j 0.00534206-0.00253811j 0.0130778+0.00648966j 0.00152745-0.0283903j 0.0174583+0.0114864j 0.00300432-0.00173798j -0.0183867-0.0147404j -0.011951-0.024282j 0.0184331+0.00129005j -0.0157116-0.00839505j 0.0149472+0.00735349j 0.00360641+0.0158419j 0.00687542-0.0125155j 0.01122-0.0342784j 0.0147979+0.00326357j 0.0114885+0.0102513j 0.00960413+0.0229662j 0.0124236+0.00651133j -0.00984132-0.0198249j 0.0144124-0.0100221j -0.00691436+0.0253266j -0.0312397-0.0158504j -0.0163004+0.0282657j 0.02321-0.0358824j 0.0034459-0.035157j 0.0146295+0.0195523j -0.00585754-0.0189449j 0.00727945+0.0297314j -0.0104652+0.0155215j -0.00914664+0.0205855j 0.0360216-0.00349384j -0.00197757-0.00394795j 0.000120954+0.037825j -0.102118+0.0104428j 0.027515-0.032281j -0.0110014+0.0358352j -0.0561376+0.0080541j -0.0298659+0.0385394j -0.0154862+0.0119388j -0.0115719+0.0407058j -0.0348822-0.0152747j 0.00970972+0.0278923j 0.0161649+0.0740148j -0.0291203-0.0136435j 0.00102003+0.0135968j -0.0227617+0.0539702j -0.0406199+0.0917032j -0.0112139-0.0526505j -0.00117122-0.0100826j 0.0600514-0.00308433j 0.0100749+0.0358066j 0.0357564-0.115765j 0.0112975-0.0182226j 0.0286713-0.00934175j -0.0414522+0.0577107j -0.0843059+0.0259539j -0.123283+0.0549344j -0.0464077-0.0659913j 0.149618-0.0906159j 0.0250541-0.0993141j -0.170703-0.0651054j 0.0154443+0.00826204j -0.0494569+0.242768j -0.0424129+0.0501476j 0.0434466+0.24018j -0.0996679-0.0372949j -0.0994509+0.114553j 0.22774-0.0269764j -0.0569604+0.023387j 0.0914571+0.061567j -0.0400345+0.0279784j 0.0275697-0.0832911j 0.150666+0.0518064j 0.133427+0.00310599j 0.054877-0.0250525j 0.132776+0.11067j -0.0204726+0.0565473j -0.00589278-0.0222298j 0.0955235-0.218869j 0.0591552+0.059959j -0.0459757+0.0212816j -0.0177962+0.0852453j 0.0325551-0.120412j 0.0577079-0.049562j -0.0644877+0.0640506j -0.0264521-0.0412303j -0.0230222-0.0242398j 0.0681699-0.0326207j 0.0172857-0.00302314j 
0.012562-0.00646102j 0.000396128+0.014005j 0.00694681-0.00505448j -0.0164264-0.00929761j -0.00925778-0.00557153j 0.0165787+0.0171891j 0.0088784+0.00179941j 0.00344192-0.00632235j -0.0157423+0.00868968j -0.0124824+0.00785014j 0.0201849+0.0121982j -0.0036043-0.00106983j -0.00578899+0.0217526j 0.0208371+0.0139957j -0.0164302+0.0264363j 0.000307476+0.00505123j -0.0300153+0.01744j 0.00831827-0.021287j -0.00988576-0.0177952j -0.000388797-0.00854951j 0.00760643+0.0205259j -0.00592703+0.0171078j 0.00437446+0.0120388j 0.0113403-0.0131903j 0.0113424-0.010079j 0.0140049-0.0152243j -0.00631661+0.00928753j -0.0212675-0.00616435j 0.00216608+0.0152593j 0.0146014-0.00922043j -0.0243993-0.0171345j 0.019105+0.0225521j 0.000916663+0.0213109j 0.00752613+0.00784046j 0.00332806-0.0146015j -0.0124427-0.00445801j -0.00756502+0.00208863j 0.0359875-0.0246891j 0.0303846-0.0171845j 0.0311802-0.0149938j -0.0764935-0.0327741j -0.0371366-0.0314457j -0.0148005-0.050937j 0.026117+0.0302504j 0.0433573+0.029571j 0.0475953+0.0596913j 0.0925358-0.00402248j -0.0374366+0.00563549j 0.0205107+0.0369432j -0.0540871-0.0473469j 0.00743853+0.0432712j -0.00525948-0.0108937j 0.0910944+0.0838205j -0.0266528-0.11897j -0.0174554-0.0420585j 0.0207823+0.0368895j 0.0236189+0.00657981j 0.0896718+0.0537283j -0.10147+0.038285j -0.12667-0.072715j 0.0559551-0.0909976j -0.0574045-0.0287805j -0.0451769-0.0259422j 0.0412382+0.0898196j 0.0344519+0.0183537j -0.0504305-0.0454034j -0.0650268+0.284383j 0.142217-0.0294867j 0.103869+0.126048j -0.0579673+0.101015j 0.0802028+0.000878235j -0.011624+0.00963218j -0.0705993+0.129047j -0.122157-0.0785856j -0.0211881-0.03928j 0.0123659+0.0268924j 0.0364514-0.155506j 0.00684416+0.0984643j 0.0859654+0.0109259j -0.103077+0.0303505j 0.0966283+0.00972078j 0.0396695-0.0965687j 0.190744-0.000595659j 0.0636158-0.0849896j 0.00646445-0.0453536j 0.0540431+0.10976j 0.0116614-0.0230521j -0.00449911-0.00735615j -0.0101917+0.0356296j -0.0588712-0.00145903j -0.0505233+0.0433892j 0.00521081-0.020972j -0.0487024+0.0711186j 0.00187723+0.0244123j 0.0158873+0.00571317j 
-0.0145871-0.0128119j -0.00790809+0.00383116j 0.00611997+0.00525315j -0.00569877+0.0159859j 0.000913363+0.00254349j -0.0107771-0.0087423j -0.00506252+0.00166969j 0.0133937+0.0133759j 0.00372836+0.00235495j 0.00137472+0.00795333j -0.00610912+0.00336613j 0.0101405-0.00889601j -0.0194153-0.0114341j 0.00866867-0.00455329j -0.000850536+0.0119756j 0.0383831+0.0360866j -0.00529862+0.00579973j 0.0344639-0.0358156j 0.0300501-0.00470736j 0.0309184+0.0408161j 0.00775445-0.0121119j -0.00108913+0.00569733j 0.036497+0.0403291j 0.000168379+0.0145437j -0.0394965-0.0178876j -0.0174891+0.0303253j 0.0351799-0.040988j 0.0114411+0.0416604j -0.0233187-0.00690645j -0.00398249-0.0111109j 0.0260915+0.00686036j -0.00283086-0.00144979j 0.0304068-0.00583249j -0.00579362-0.000720791j 0.01075+0.00911739j 0.0308335-0.0106935j -0.0277171-0.0122957j 0.0242919-0.0199026j -0.0190512-0.0480363j -0.0594976-0.0131078j 0.00601611+0.0164011j -0.0636445-0.0367131j 0.077356-0.0631917j -0.0410336-0.011006j 0.0522486+0.0375452j -0.0641792-0.00277242j 0.0599263-0.0294245j -0.0357565-0.0737121j 0.030974+0.0337281j -0.0127982+0.164634j 0.0227011+0.0266242j 0.0209788-0.0549975j 0.0772726+0.0899418j 0.041974-0.0640554j 0.103457+0.0282343j -0.0317851+0.0819146j 0.0247357+0.0174144j -0.00370342+0.00966566j 0.0696829-0.0502485j 0.096882-0.123893j -0.0669784+0.0106336j 0.188691+0.0439763j -0.063633+0.0640195j 0.0740734-0.175683j 0.0535159+0.0680016j -0.0284582+0.130368j 0.0571343+0.0119892j 0.00807839-0.132675j -0.0941651+0.106993j 0.0922055+0.0205981j 0.12343+0.014322j -0.142093+0.0386272j -0.0539896+0.0142036j -0.0395597-0.164216j -0.0697416-0.153013j 0.0664144-0.104119j 0.0431623-6.88669e-05j -0.0617297-0.0841041j 0.0868258+0.128938j 0.0561276+0.0195946j 0.181034+0.0257788j -0.123703-0.00231259j -0.00687532-0.0783523j -0.00890242-0.0400442j 0.051584-0.117384j -0.0178007+0.102771j 0.0733924+0.0648132j -0.116781-0.0544541j -0.108224+0.147043j 0.0370472+0.00601179j -0.0346334+0.0281373j 0.0246125+0.020595j 0.0335792+0.0838272j -0.0217136+0.0241094j -0.078746+0.041865j 
