0.111613+0.0906145j 0.0363342+0.0873947j 0.0157274-0.0410123j -0.0207326+0.14411j 0.0586539-0.0755446j 0.0221495+0.0642261j -0.070414+0.0965401j 0.00177604+0.039591j -0.0744582+0.0816007j -0.0383392+0.0033289j 0.0217251+0.0178825j -0.0139469-0.0398985j -0.0500983+0.0192289j 0.0146496-0.00606714j -0.0259712-0.0192647j -0.0409076+0.0136409j -0.0357294-0.0197743j -0.00970878+0.0744141j -0.0279745+0.0968797j 0.0144327-0.00141427j -0.0337575-0.08576j -0.0240367+0.00195831j -0.0763605+0.096441j -0.229638-0.0979755j 0.0356526-0.101516j 0.120824+0.0749353j -0.0162594-0.0336379j 0.0991781+0.0922746j 0.0408811-0.0288308j -0.0269744-0.0331801j 0.0434585+0.0596983j 0.025383-0.0777457j -0.000786937+0.0135032j -0.00314995+0.0143857j -0.0125005+0.0353887j 0.0214912+0.00369917j 0.0638639-0.0313173j -0.00325477-0.00239597j 0.0292038+0.0013891j -0.00078584-0.013302j -0.0434278-0.00854178j -0.0217224-0.00635064j -0.00396941+0.0025403j 0.0105911+0.00502141j -0.0406784-0.010073j 0.00398526+0.00559787j -0.000354124-0.0115085j -0.0358453+0.00195386j 0.00422801-0.00433603j 0.0634027+0.0308069j -0.0193754+0.00358927j -0.00529214-0.0215436j -0.0108414-0.0122924j -0.0600735-0.0176042j -0.0203612-0.0134753j -0.0533222+0.00347675j -0.00128694+0.0221889j -0.00554161-0.0522825j -0.0414495-0.121007j 0.031292-0.0828288j -0.127103+0.0446337j 0.0183623+0.0767424j -0.00230177-0.0619355j -0.144815-0.022932j -0.00075626+0.0263269j -0.0273493+0.0209343j -0.113545-0.0467028j -0.0469965-0.0367232j -0.121179-0.109752j 
-0.0557431-0.0687189j -0.0659495-0.168367j -0.0646498-0.00644963j -0.0367637-0.00449514j -0.0328039+0.0284055j 0.0234905-0.00512385j -0.00597296+0.0240484j 0.0108652+0.0195491j -0.00692862+0.0112692j 0.0127838+0.0115305j -0.00720108+0.00563049j 0.00356619+0.0128606j 0.00427751+0.0252701j 0.00416809+0.00465541j -0.00568011-0.00284917j -0.00427606-0.00653058j 0.0137264+0.0111164j 0.001662+0.0060978j -0.0103065-0.00576802j -0.00579614-0.0156892j -0.0118946-0.00789703j 0.00159971-0.00810605j 0.000373804+0.0208185j -0.0267653-0.00988533j 0.00571743-0.0267363j -0.00510223+0.012035j -0.00619628-0.0123163j 0.00123401-0.0497716j 0.044912+0.0221095j -0.160934-0.172923j -0.0748513-0.205406j -0.150205+0.0453736j 0.142123+0.111238j 0.171558-0.215312j 0.167862+0.0592587j 0.184445+0.0543813j -0.05481-0.147851j -0.0195517-0.00529019j -0.0795753-0.177752j 0.0356349+0.0355339j 0.10173-0.0973282j 0.0678764-0.0872818j -0.0115221-0.00912156j -0.00354782+0.0242621j 0.0352625+0.0538907j -0.0362407+0.0193945j -0.0264107+0.03871j 0.0366668-0.0516255j 0.0102602-0.0521653j -0.147716-0.000768006j -0.00508438-0.0085473j -0.00389643+0.0235126j -0.0705204+0.0198351j 0.0194641-0.0189308j 0.0513301+0.00569258j 0.0249792-0.023677j -0.0479371-0.00050892j 0.0312542-0.000704537j 0.0284032+0.0613775j 0.00466309+0.0530641j 0.0924453-0.0324863j -0.00815397-0.109707j -0.0284219+0.0296006j 0.103375+0.00383275j -0.00974697-0.073439j 0.0230868+0.0666365j 0.0321145+0.0273555j 0.0965874-0.0485018j 0.0226476+0.0913643j 
0.0283711+0.00663039j -0.0407651-0.030072j -0.036209-0.00417758j 0.00318431+0.0219057j -0.0144105-0.0116203j 0.0146534+0.0159843j -0.00285659+0.0128356j 0.00291624+0.00720167j -0.00587173+0.00933373j 0.00529668-0.000631249j -0.00591725+0.00756584j 0.00141924-0.00807541j 0.00150203+0.00351748j 0.00382201+0.00232491j -0.000417883-0.00441901j -0.00504832-0.00298468j -0.0108608+0.00730862j -0.00838267-0.00245213j 0.00341044-0.00575567j -0.0131379+0.0049414j 0.0193378-0.0147812j -0.00318822+0.00414j -0.0112219-0.0155938j 0.0133844-0.0125781j 0.00909962+0.0292083j 0.00721382-0.000639353j -0.0124676-0.00695254j -0.0211136-0.0243845j 0.00171257-0.00656379j -0.0318081+0.0178283j -0.12506-0.0599168j -0.0158023+0.0587644j 0.0203424-0.0416781j 0.0153619-0.0474759j 0.128012-0.0251167j 0.0480141-0.0885026j -0.0257979-0.0779685j -0.00695924+0.0964359j -0.0679962-0.0630131j -0.000793694-0.00375887j -0.000797156-0.00921295j 0.00687222-0.0349719j 0.0347124-0.00571818j -0.0676909-0.00813883j 0.0198295+0.024942j 0.0175828-0.0174622j -0.0355554-0.0237083j 0.0384056+0.00243678j 0.0112206+0.00535702j 0.0419937+0.017852j 0.0125785-0.00768842j 0.0103242+0.00378554j 0.0121203+0.0158567j 0.0381321-0.017438j 0.0230372-0.0187684j 0.0575874-0.00203215j 0.00513674-0.00504777j 0.0409272-0.0603561j -0.0736285-0.0340592j -0.0498258+0.0255908j -0.0370388+0.0714399j 0.0219122+0.0737634j -0.156104-0.0760106j -0.113543+0.0844006j 0.0200579+0.134093j 0.014642+0.0206193j -0.0681147+0.0650543j 0.0987996+0.0194333j -0.0115294-0.066769j 
-0.0498993-0.0145662j -0.0345038+0.00104285j 0.0202403+0.0365178j 0.0275859-0.000182553j 0.00618666+0.00667346j 0.00516481-0.0108878j 0.0118657+0.0167806j 0.0104666+0.00458559j 0.00399666+0.013571j -0.00481809-0.007169j 0.00941647-0.00917745j 0.0022547+0.00184921j 0.00342572+0.00388519j 0.00676813-0.00603305j -0.00454841-0.00463292j -0.0066711+0.00288546j 0.00387757+0.00115417j 0.00393138-0.000394336j -0.00277372+0.00309384j -0.00664402+0.00514984j -0.00689875-0.00588391j -0.00167543+0.0063626j -0.0118566-0.000771858j -0.02001-0.0166544j 0.0162076-0.00809446j 0.00217661-0.00187755j -0.0105965+0.0150116j 0.00949341-0.0064369j 0.0170978+0.0304811j -0.124062-0.0251484j 0.0303635-0.00259728j 0.0116729+0.0505338j -0.0290063+0.0589201j -0.0353261-0.0119197j -0.00328738-0.159989j -0.0964818+0.0137035j -0.106378+0.0424456j 0.112663-0.0225511j -0.0567293+0.0880447j -0.0141435-0.0187851j 0.0141995-0.0253502j -0.0312463+0.0018276j -0.013381-0.0444317j -0.0206296+0.0399765j 0.0390641-0.0781324j 0.00576736-0.00643223j -0.016854+0.0288929j 0.0214974-0.0189702j 0.0165757-0.00303567j 0.0158375-0.0391999j 0.0156606-0.0258576j 0.00701047+0.0172823j 0.0215144+0.00995658j -0.0159473+0.00221143j -0.00432055+0.011527j 0.00260043-0.0370285j -0.00752062+0.00656854j -0.0274079-0.0217839j -0.0328242+0.0979275j -0.000314129+0.0459218j 0.0380406+0.0182703j 0.0516336-0.0155808j -0.0706479+0.115231j 0.140192+0.124084j 0.101548+0.00709875j 0.0354856-0.045361j 0.0446607+0.0600986j 0.0195005+0.0675946j 0.125658-0.028162j 
0.0124489-0.0121154j 0.053857+0.0326628j -0.00297883-0.0425355j -0.00573698-0.000784597j 0.0102051-0.00877216j -0.011078+0.0192135j -0.0103505-0.00604974j 0.00102701+0.00442785j -0.0118496-0.00298689j -0.0130203+0.00270774j -0.0164615-0.00497245j 0.0116611-0.00839109j -0.00437847+0.00326667j 0.000703996+0.00308506j 0.00522387-0.00197325j -0.00185655-0.00389902j -0.0160469-0.00311127j -0.0163062-0.00109609j 0.00287702-0.0031641j -0.00478882+0.00201784j 0.0306988-0.00863746j -0.00258931-0.000698607j -0.0270167-0.00964568j 0.0104481-0.0220353j -0.0149592+0.0149313j 0.0182133+0.0445918j 0.0303945-0.0212911j -0.0169091+0.00105015j 0.0348631+0.0120735j 0.0169862-0.0225639j 0.0125544+0.0263028j 0.00247522-0.0196834j -0.0115916+0.00928974j 0.00617601+0.00905255j -0.0251295+0.0318574j 0.000744133+0.0204705j 0.0315997+0.00934965j -0.0180368-0.0255396j 0.016106-0.0105341j 0.0104107-0.00668955j -0.00010128+0.000203296j 0.00192804+0.00751862j -0.00509068+0.0139888j 0.0276394-0.00443232j -0.00391861+0.00129775j -0.00526084+0.00424818j 0.0204691+0.000912242j -0.0152075+1.88026e-05j -0.0100059-0.00263112j -0.0235944+0.000721989j -0.000545612+0.00747111j -0.0022575-0.00507863j -0.00631271-0.00549071j -0.0040092-0.0038641j -0.00733604-0.00115279j -0.0167425+0.00263909j -0.00763427-0.000402882j 0.0102255+0.0170142j 0.0337855-0.0245371j 0.0220544-0.0111176j 0.00357648-0.0337092j -0.00941711-0.00632336j 0.0551869-0.011909j -0.00760829-0.0432783j -0.022064-0.0328272j -0.0329869+0.00715855j 0.012244-0.0436072j -0.0539448-0.03297j -0.0123082+0.018846j 
0.048829+0.0211232j -0.0185157+0.000444272j -0.00989346+0.00975732j -0.00509949+0.0382391j 0.00947727-0.0115837j 0.00960458+0.00957382j -0.0165705+0.0266254j 0.00184305+0.0122671j -0.0178299+0.0189997j 0.000153665+0.00638443j 0.00208534+0.010201j -0.00316243-0.00716031j -0.00581635+0.00754378j 0.00269044+0.00057292j -0.00341149-0.00791796j -0.00393113-0.00106595j 0.00334515-0.000923256j 0.00143729+0.0139433j -0.00621711+0.00864373j -0.00105546-0.00293938j -0.0125405-0.0157672j 0.00145467+0.00298465j -0.00219494+0.0151395j -0.0243433-0.0166345j 0.0110488+0.00402275j 0.0434788-0.011348j -0.0282406-0.0415226j 0.0358524+0.0103214j 0.016926+0.00815963j 0.00910931+0.0143045j -0.0167152+0.0139026j 0.00219776-0.00982471j 0.00753668-0.0130626j 0.00197166-0.00537403j 0.0287012+0.0288341j 0.0258139-0.0235957j 0.0279013-0.0269699j -0.0199123+0.030002j 0.000923992-0.0213106j 0.00568556-0.0104434j -0.0142321+0.00418515j 0.00204571-0.0045271j 0.0136368+0.00468748j -0.0106121-0.0117434j -0.00672832+0.0111576j 0.00502264-0.00479091j -0.00250826-0.0175746j 0.000849843+0.00438049j -0.000684958+0.00516054j 0.00906147+0.00691878j 0.0044711+0.000390801j -0.00294215-0.00666992j 0.00022929-0.00141037j 0.00480898-0.0067558j -0.0043574-0.00757122j 0.00793875+0.0111263j -2.27397e-05-0.00100067j 0.0161202-0.0182641j -0.0216991-0.0480094j -0.00636001+0.00181206j -0.0356729+0.0103561j 0.000819756+0.0248839j -0.00829163-0.043605j -0.0447524-0.0132901j -0.02086+0.0205511j -0.0165065+0.0371717j -0.0344353+0.00571024j 0.0170557-0.0177929j -0.0524775-0.0225875j 
-0.0385822+0.0267122j -0.0104461+0.00305599j 0.0386713-0.0117642j 0.0116768-0.00265348j -0.00908639-0.00924246j -0.011009+0.00145806j 0.00723765-0.00729041j 0.00300488-0.000319766j 0.00125205-0.00439795j 0.00219918-0.000242097j -3.57648e-05-0.00660954j -0.00135288-0.00232557j 0.00564141-0.00656759j 0.00251044-0.002993j -5.31756e-05-0.000616837j -0.000659425+0.00194947j 0.00186818-0.000981223j 0.000824211-0.00940397j -0.00161214-0.0049049j -0.0172376+0.0115819j 0.00382001-0.00337411j -0.00683649+0.00176737j 0.00781654-0.0302876j -0.00726238+0.00925156j 0.0133667-0.0126855j 0.000616064-0.00571415j 0.0072465-0.0071307j 0.00091052+0.00481671j 0.00645517-0.004139j -0.0491982+0.0243351j 0.0148773-0.0338801j 0.0607458-0.0215042j -0.0218797-0.00796166j 0.0322382+0.0388685j -0.0424661+0.0136024j -0.00767499+0.0447055j 0.0113716+0.0671921j 0.00940736-0.0226176j 0.0192926+0.0491116j 0.0177975+0.0263942j -0.0138123-0.0152358j -0.0145143+0.0400706j -0.0168387-0.00233138j -0.059125+0.000526258j -0.00263545-0.0424925j 0.0288398-0.0290919j -0.00605294-0.00616502j 0.0131395-0.00845044j 0.0381597+0.00212902j 0.0567846-0.117323j 0.0258967-0.00705319j 0.0219949+0.00458066j 0.0674205+0.0011963j 0.028107+0.0190371j -0.0387947+0.0156613j 0.00372286-0.0292729j -0.0141105+0.0368461j 0.0647914-0.0536114j -0.0919183-0.0487101j 0.0255117+0.142298j 0.0145036+0.00907143j -0.0568682+0.00333289j 0.0153696-0.0486435j 0.0800085-0.0706679j -0.0361393+0.0953996j -0.0391094+0.0143999j 0.00973144+0.0110707j 0.0785039+0.0536489j 0.0754003-0.0824197j 
0.0142389-0.00189911j -0.049951+0.0296059j 0.0031395+0.0169958j 0.0309462+0.00182326j -0.0047086-0.0167167j 0.00546983-0.0125339j 0.0146804+0.00732028j 0.000617331-0.0103046j 0.00484617+0.00354448j 0.0031066+0.00739899j 0.00468678+0.0108586j -0.00598062-0.00735887j 0.00102031+0.0029719j -0.00221564+0.000406039j -0.00430741+0.00616619j 0.00102303+0.00421864j 0.00273922-0.00347462j 0.00184998+0.0139613j 0.00350319+0.00612578j -0.00615359-0.00952665j -0.000567001+0.00274333j 0.00873969-0.0160566j 0.0156576+0.00264325j -0.00878867+0.00662153j 0.0240812+0.012701j -0.00542659+0.0157242j -0.00640554-0.00794287j -0.0110644+0.00709604j -0.00333525+0.00367108j -0.0201689+0.0445184j -0.0774515+0.028872j 0.0353316-0.00674765j -0.073413-0.018584j 0.0161672+0.0621938j -0.00183072-0.109762j -0.0738678-0.0194909j -0.00410342-0.0981464j -0.00772526-0.00429168j -0.0443618-0.0429079j -0.060393-0.0508255j 0.0188571+0.0317903j 0.000377086-0.00331829j 0.00128108-0.0303458j 0.0384682-0.00482675j 0.0114513-0.00929111j -0.0188026+0.0332569j -0.00229339+0.00952557j 0.0328708+0.00678139j -0.0127632-0.0134702j 0.0112137+0.0577943j -0.0010104+0.00284813j -0.0101033+0.0181371j -0.019531+0.0189773j 0.0024919-0.0277425j -0.0160325-0.0446476j 0.00315039-0.0229993j -0.0640459-0.0151524j 0.0692681-0.00885761j 0.0300518-0.0650901j -0.0992129+0.0494161j 0.0393651+0.0410073j 0.0847723-0.129046j -0.0095863-0.00205017j 0.00762471+0.00407642j -0.0271717-0.0466529j -0.0229904-0.0543543j -0.0724245-0.00275008j 0.0943699-0.127178j -0.0895064-0.0570075j 
0.001217-0.0360993j 0.0147843-0.00784968j -0.0215207+0.0182983j -0.0211573-0.00781827j 0.0221578+0.0146441j -0.00107544-0.00678797j -0.00233182+0.0045156j 0.00306969+0.00559726j 0.00380634+0.00480413j -0.0109704-0.00275247j -0.00525951+0.00229309j 0.00859924+4.04605e-05j -0.000271722+0.00461472j -0.00228769+0.000275449j -0.00655335-0.00248837j -0.00307971-0.00328135j 0.00216859+0.00123002j -0.0160698+0.00880958j -0.00530905-0.00418966j 0.0127909-0.00149961j -0.00185236-0.0068308j 0.00950782-0.00287904j 0.00214774-0.000154137j 0.0103535+0.0069306j -0.012852+0.000339656j -0.0157346-0.0109385j 0.0198646+0.00776559j 0.016741-0.0147996j 0.00751031+0.0215562j 0.0134788-0.0397734j 0.0221494+0.0166411j -0.0463068+0.0487378j 0.0658759+0.0280353j -0.072215-0.0537547j -0.0270989+0.000136704j 0.0183289-0.0230579j -0.0156903+0.0305658j 0.0321149+0.0164161j 0.0272322+0.00351627j 0.0296842-0.00486701j -0.0277685+0.0110118j -0.0183749-0.0227772j 0.000751399-0.00588676j -0.00658081+0.022944j -0.0113103+0.0246649j -0.0012467-0.0143541j -0.00440257+0.0160911j 0.00892401-0.0217843j -0.0201888+0.00815974j -0.0454024-0.0245346j 0.015677-0.014184j -0.00387361-0.00625259j -0.00748187+0.0332116j -0.0202754-0.0150581j 0.0319814-0.0853253j 0.0897012+0.0238329j 0.00303607-0.057628j -0.00791674-0.0349916j -0.0193347+0.0353328j -0.015311+0.0182245j -0.0584156-0.0468372j 0.0564266+0.0203636j 0.062896-0.0290715j -0.000339152+0.0158622j 0.0232365-0.0362422j -0.0712257+0.0625876j 0.0763881+0.0646955j -0.00199606+0.0171711j 0.026249+0.0215505j 
-0.01529+0.0100391j -0.0279131-0.0165778j 0.0139872+0.00345427j 0.00225873+0.00160054j 0.00264648+0.0145603j 0.0111734-0.000399394j 0.0046139+0.00180241j 0.00133523+0.00814103j 0.00266482+0.00604859j -7.02326e-05-0.00880479j 0.00664135-0.0105841j 0.00145394+0.010859j 0.000295845+0.00268862j 0.00543031+0.000183084j -0.002127-0.00940861j -0.00677978-0.000966762j 0.00147177+0.00549717j -0.00276585-0.00662302j -0.00102125-0.00147569j -0.00469261+0.00697151j -0.00408649-0.00245709j -0.00173793+0.00109617j 0.00501837-0.00786925j -0.00593699-0.00350084j 0.00950357-0.0151826j -0.0105284-0.00587129j -0.0104088-0.00690012j -0.0177702-0.0202059j 0.0156867-0.00521581j -0.0269613+0.0132031j -0.0338217-0.00706185j 0.0478046-0.00273297j -0.00500457-0.0182761j -0.0259939-0.0025517j 0.0399131-0.0081075j -0.0488637-0.012183j -0.0138119-0.00161508j 0.0551622+0.0212222j -0.0306522-0.00721234j -0.0210698+0.012848j -0.00861628+0.018038j -0.0011245+0.0133652j 0.0139933+0.0420388j 0.0124521+0.00428143j 0.0138025+0.0293638j -0.0300824-0.0351826j -0.0173511-0.0313459j -0.0161882+0.0309861j 0.0366719-0.0115383j 0.00391891-0.0136379j 0.0639083+0.00740162j -0.0561058-0.0317947j -0.0335836-0.037321j 0.0415465-0.00732765j 0.0148337+0.0225816j -0.00455481+0.0858619j 0.0273685+0.00397322j 0.0488013-0.0262659j -0.012936+0.0224439j 0.0521978-0.0152915j 0.0401225-0.035653j 0.0126986-0.0116644j 0.0164788+0.00198956j 0.0166989+0.0450982j -0.0140143+0.0049521j 0.0033197+0.0120208j -0.00371669+0.0366709j 0.0289741-0.0499411j -0.0427519-0.020909j 
-0.0368701+0.0141622j 0.00296957+0.00246332j 0.0265293-0.00558753j 0.00368729-0.00303979j -0.00366202-0.0148883j -0.0081955+0.00213914j 0.0070218-0.00837879j 0.00227887-0.000785126j 0.00940365-0.00652552j -0.00483791-0.00679575j -0.000831074-0.0089898j -0.000639636+0.00397784j 0.00229416-0.00856884j 0.00036568-0.00135773j 0.00592659+0.0053651j 0.00493253+0.00247391j -0.00266709+0.000127607j 0.0178046-0.0100162j 0.00963474+0.00702193j -0.0098932+0.00198703j 0.00655762+0.0132061j -0.0110046-0.00403911j -0.0114103-0.0129582j 0.00998783-0.00420382j 0.0110694-0.0319688j 0.0253685+0.00161816j -0.0063602+0.00793897j 0.00010082+0.00586216j 0.00207519+0.0195242j -0.0236122+0.0113383j -0.00158731-0.014626j 0.018808-0.00363114j -0.00109964-0.00320283j 0.00300311+0.0236542j -0.0546888-0.015561j -0.019543+0.00757559j 0.0074199-0.0051603j 0.0155826+0.00841698j 0.0148748+0.00526935j -2.99103e-05+0.0190562j 0.00278344+0.00883831j -0.0112987-0.00374517j -0.00704496-0.0268849j 0.0273749-0.0103762j 0.00227944-0.0147955j -0.0052029+0.0181283j 0.0162232+0.00350429j 0.00284805+0.00493j -0.0431492+0.0236932j 0.00682273-0.00573498j -0.00181974-0.00985642j 0.00584402+0.0255277j 0.0244225+0.00288016j -0.00679965-0.0410983j -0.0170826-0.012295j 0.0461092+0.0174812j -0.00549301-0.0641052j -0.0225797+0.0245643j -0.0176336-0.00476368j 0.0298784+0.0405377j -0.0557945+0.00119544j -0.016614-0.00485235j 0.0013822+0.0397805j -0.0109654-0.0250486j -0.0248972+0.0267125j -0.00512107-0.0195502j -0.0125436+0.00294192j 0.0455204-0.00564721j 0.0197187-0.0547039j 
0.00980311-0.00153305j 0.00309016-0.00251204j -0.000370466-0.00951254j 0.00145794+0.00688794j -0.00581571-0.00669328j 0.00642062+0.002822j -0.00415486-0.00294614j -0.00124217+0.00327483j -0.00117964-0.00612034j 0.00341626-0.00749981j -6.61364e-05-0.00209867j -0.00393635-0.000173204j -0.000188987-0.00327587j -0.000401758+0.000612718j 0.00971121-0.00401995j 0.00376879-0.00609115j -0.00325376-0.00356758j 0.00704274-0.00201844j 0.00161602-0.00542652j -0.00575088-0.00304108j 0.0043538+0.00178053j -0.00417823+0.00221442j 0.00536074-0.0142714j 0.00100924-0.000167137j 0.0189743-0.010318j 0.0299751-0.000258176j -0.00281994+0.00449932j -0.0040918+0.00799767j -0.0194753+0.00748555j 0.0304233-0.0253197j -0.00209211+0.00575343j -0.022-0.00180103j 0.00828436-0.00481173j -0.0128467-0.0161171j 0.0359266+0.00506884j 0.0255903-0.0048516j -0.00372289+0.000470529j -0.0284725-0.0101257j 0.00327615-0.00462879j 0.0108324-0.0137343j -0.0055785-0.00539135j 0.00954801-0.000608618j -0.00575992+0.0135945j -0.0297606+0.0176497j -0.00870229+0.0199017j 0.0115419-0.015763j -0.0124881+0.00873479j 0.00569865-0.0181479j 0.0368689-0.0256157j -0.00749465+0.00161853j -0.00325955+0.00859548j 0.00968817-0.0132666j -0.0206816+0.0236679j -0.0166595+0.0487846j 0.0328353-0.0118124j -0.0360286-0.035288j -0.00665074+0.061921j 0.0186034-0.0242283j 0.0085532+0.00391162j -0.0297464-0.0344558j 0.0509036-0.0136178j 0.0539393+0.00429514j 0.0165165-0.0505906j 0.0132549+0.00894908j 0.0110496-0.0157096j -0.00190587+0.013938j -0.00719955-0.0146813j -0.0297574+0.00125234j -0.00542784+0.0259681j 
0.000579935-0.00214771j -0.025245+0.0242226j 0.00478047+0.0249494j 0.015579+0.00359129j 0.00044776-0.02728j 0.000226105-0.00986739j 0.00889851+0.0112522j 0.0165876+0.00474112j 0.00666545+0.00462819j -0.0123416+0.00222769j 0.00219313+0.0115699j -0.00137794-0.0170389j 0.00427471-0.00434255j 0.00113648+0.0033431j -0.00538456-0.00159029j -0.00568839-0.00129202j -0.00167478-0.0039416j 0.00975123+0.00545253j -0.00115249+2.01621e-05j -0.0126276-0.00686404j -0.00452297+0.00115648j 0.00250315+0.00292539j 0.0252256-0.00798799j 0.00253923-0.00686905j 0.0132111+0.0241335j 0.0190005+0.000217649j 0.0180947+0.0271229j -0.00467972-0.00522713j -0.0143597-0.00405637j 0.0103913+0.0129288j -0.0149947+0.0235748j -0.00577354+0.0267873j -0.0112149+0.00467421j -0.0200096+0.0147229j 0.00705321-0.0197041j -0.0321434-0.0282819j 0.0123041+0.00195145j 0.0285797+0.0119698j -0.00317109-0.0152062j 0.000411756-0.0301481j -0.00315429+0.0342577j -0.00146431+0.0239494j 0.0161621+0.00676982j 0.0102243-0.0302194j 0.00337203+1.27347e-05j -0.0100534-0.00114775j -0.00843571-0.00454901j 0.0146911-0.0051032j -0.00320261-0.0148901j -0.0186192-0.0174398j 0.0279364-0.00653999j -0.032285-0.00163894j -0.0228628-0.023472j 0.0155606+0.0162281j -0.0360288+0.0256074j -0.0160022+0.0294236j -0.0069433+0.0133932j -0.0166677-0.0220388j 0.0266753-0.0165389j -0.0158386+0.034227j -0.00606776-0.00155949j 0.000265564+0.0335237j -0.00816424+0.0242876j 0.00564723+0.0239072j -0.0222185-0.0176504j 0.0016507+0.0142788j 0.0112042+0.000572934j 0.0105321-0.0452796j -0.0387241+0.0039066j 
-0.00914138+0.0109896j -0.00317881-0.0194843j 0.00741297-0.0226269j -0.002218+0.00527051j -0.00915844-0.00169828j -0.00144534-0.00772852j 0.00101202+0.00151745j 0.00244737-0.00915566j -0.00327693-0.00484044j -0.00125138+0.009739j -0.000740569+0.0028126j 0.00189717-0.00351061j 0.00207477-0.000439859j 0.00141216-0.00589341j -0.000781484-0.0029524j 0.00166906+0.00511789j 0.00533782-0.00641599j -0.00570961+0.000665659j -0.00069324-0.00602232j -0.00610221+0.00481654j -0.00283286-0.00473808j -0.00174455+0.00296735j 0.0214624+0.0110533j -0.00455945+0.00227475j 0.0173883+0.0267754j 0.00602297+0.0270843j 0.00847771+0.0205148j 0.0259918-0.00998384j -0.00602676+0.0106051j -0.00709214+0.00239714j 0.00725017-0.0396865j 0.0258441-0.0547575j 0.00395256-0.00674127j 0.0255598-0.0112162j 0.00448781+0.0111778j 0.00981544+0.0350913j -0.014189-0.0212568j -0.024674-0.0119388j -0.000964496+0.0149214j -0.0274881+0.0400616j 0.00908127-0.0354319j 0.00437936-0.024869j -0.0193938-0.00908679j 0.0218983+0.0391019j -0.00159216+0.00446027j -0.00592274-0.00495035j 0.0185986-0.0131739j -0.0204934+0.026842j 0.00132958+0.0220051j 0.0228252+0.0343981j -0.0267007+0.00746108j 0.0182614-0.00396629j 0.00828104+0.0153503j -0.0141487-0.0346545j 0.0438344-0.0163687j 0.0126294-0.0103428j 0.0100015-0.0267657j 0.020757+0.034124j -0.0275573+0.0256014j 0.0473243-0.033641j 0.0233377+0.00583426j -0.00925741-0.0367652j -0.000687187-0.0153188j 0.00602473-0.018393j 0.0104767-0.00373824j 0.00110248-0.0398592j -0.035264-0.0115409j 0.00238987-0.00746609j 0.00247947-0.00302316j 
0.00280188+0.00320978j -0.00167335-0.00684608j -0.00252242+0.00224126j -0.0101998+0.00267001j 0.0144445+0.0103558j -0.00281077+0.00393333j 0.00165131+0.000407928j -0.00412887+0.00180185j 4.22405e-06+0.00852494j -0.00175972-0.000980811j -0.00845254-0.00238777j 0.00873438+0.0048707j -0.0014691+0.00192043j -0.00337737-0.00554621j -0.00295181-0.000563822j 0.00691669-9.82987e-05j 0.00189585-0.00153952j -0.0203387-0.00837673j -0.00347469-0.00916163j 0.00326345+0.00509009j 0.0115534-0.00599911j -0.000733874+0.000307414j 0.00554218+0.000455945j -0.00973651+0.0188747j 0.0098853+0.00322358j 0.0147605-0.00744809j 0.00893967+0.0163657j 0.00809917-0.0165028j 0.0206905-0.00731291j -0.00709747+0.0156216j -0.00756296-0.00631843j 0.0151126+0.0027106j -0.0055709-0.0190494j 0.00128809+0.0143159j -0.01944+0.0103387j -0.0102645-0.00889505j 0.0109276-0.00873046j 0.0179217+0.0129371j 0.00800634-0.00750199j 0.00349132-0.00719592j 0.0103156+0.0140659j 0.00114001+0.0041436j -0.00539921-0.0160912j 0.00472028-0.00968282j 0.00838187-0.00280261j 0.0014631+0.00160263j 0.00460627+0.00331176j 0.0122736-0.00745348j -0.031136-0.0191383j -0.0169756-0.0137176j 0.0200754-0.0100389j 0.00512523-0.00648284j -0.0032205-0.0166353j -0.0123541+0.0371791j 0.00802959+0.00518706j -0.0221625+0.015774j 0.00530845+0.00296632j -0.0235285-0.00955332j 0.0116553+0.00528465j -0.0154816+0.0208473j -0.0120869-0.0325721j -0.0163949+0.00118j 0.00719322+0.0140118j 0.00428973+0.0237075j -0.00849316-0.00033063j 0.0222891-0.0253922j -0.0120173-0.00974959j 0.00419063+0.00922264j 0.000746023+0.00504403j 
