-0.0070329+0.0698612j 0.0112106+0.0300251j 0.00524648+0.0244249j -0.0105183+0.0225025j -0.00148163-0.0117599j 0.00589286+0.0132726j -0.00836437+0.025222j -0.00306969+0.00737344j 0.00358031+0.00632515j 0.0100227-0.0316669j 0.00324013-0.0199349j 0.00915361-0.00431556j 0.00784533-0.0718472j 0.0137351+0.062809j 0.018424-0.0926123j -0.00328189-0.0848655j 0.00573856-0.0491443j 0.0031629-0.0545698j 0.00473+0.0617499j 0.00128347+0.0360494j -0.000670853+0.0740636j 0.00481265+0.0452826j 0.00275144+0.0275389j -0.000189528+0.00233626j -0.000650163-0.0535513j -0.000240107-0.0358609j -0.00232062-0.0361036j 0.000658949+0.0566582j -0.00298762-0.0551113j -0.00189008-0.0161487j 0.00148136+0.0517576j 0.00148245-0.106055j -0.000160652-0.0248847j -0.00536558-0.134322j 0.00258663-0.152455j -0.00693439-0.492284j 0.0058177-0.0847677j 0.00957067-0.141373j 0.0106124+0.0898154j -0.0393764+0.0283686j 0.0153056+0.0854362j -0.00894417+0.0281138j -0.00255743+0.00815753j -0.00201981+0.0248388j -0.0164166-0.046986j 0.00747302-0.0474281j -0.027631+0.0148062j -0.000474461+0.0196331j -0.0110387-0.0202924j 0.00577956-0.00941128j 0.0028746+0.0364699j -0.0113571+0.00170626j -0.0185155-0.00146223j -0.00895438+0.0225589j 0.00310347-0.0380152j -0.00941778+0.0268854j -0.0180935+0.000857066j -0.00406299+0.00658666j -0.00205438-0.0211002j 0.0116404-0.00371548j -0.00957609+0.013852j 0.00349613+0.0195092j 0.00964881+0.0131479j -0.00411386-0.00186314j 0.00261622-0.0128859j 0.00893394+0.0153598j 0.0180725+0.00643317j -0.00660636+0.00452962j 0.0151882-0.0134768j -0.000102667-0.00490101j 0.00294376-0.0036333j -0.00225512-0.00592769j -0.0159378-0.00621868j 0.00905347-0.0103576j 0.00372739-0.0180695j 0.0104679+0.0174439j 0.0198248-0.0108863j -0.0049429+0.00585463j -0.0114962+0.00737817j 0.033522-0.00401465j 0.00313859+0.00088192j -0.0108791+0.0143638j -0.00268409+0.0177889j -0.017215+0.0224346j 0.00100848-0.0105455j 0.0802652-0.0105134j -0.0496502-0.0101066j 0.00606253-0.0336887j -0.00960047+0.021977j -0.151752+0.00751708j -0.331569+0.00677571j 0.0452246-0.00181648j -0.0777762-0.0551339j 0.1305+0.0359074j -0.0338123+0.293351j 
0.000154041-0.0313615j 3.74105e-05-0.0290118j -0.00197529-0.055274j 0.00424485+0.0444379j -0.00788732+0.0535252j 0.00404051-0.0547653j 0.00131897+0.114853j 0.000880212+0.0247271j -0.00281637-0.058214j -0.00529534+0.0185836j -0.00597758-0.032616j 0.0109547+0.079674j 0.0011816+0.00340054j 0.00339412+0.0314977j 0.00237307+0.00563396j -0.00107455+0.0129548j 0.00144799+0.012472j -0.00135578+0.0781957j 0.00107706+0.0514857j 0.000997657+0.0172708j -0.00124351-0.0184971j 0.00254213+0.156175j 0.00134478+0.126244j 0.000639588-0.00783632j -0.000992134+0.0181942j 0.000223959-0.0525175j -0.00219163-0.755679j 0.000775662+0.00564551j -0.00311316+0.384739j -0.000809194+0.283175j 0.00131966-0.141602j -0.00264584-0.11661j -0.000599698-0.00523188j -0.00153681+0.0699117j -0.00309781-0.0511157j -0.00173185+0.0471928j -0.00230477-0.0581069j -0.00254443+0.0334337j -0.00119024-0.0403751j 0.00500787-0.0311042j -0.00980765-0.0123697j 0.000587289+0.00423435j 0.00240097-0.0608234j -0.0116037+0.0259936j 0.0181773-0.0403903j 0.00706006+0.020854j 0.00426999+0.00984864j 0.00852902+0.0145443j -0.00921269+0.00342729j 0.0152553-0.022179j -0.030431+0.0422466j -0.0118362+0.029737j -0.00835312-0.0231208j -0.00398015+0.0386148j 0.0236577-0.0284255j -0.00691566-0.0121874j 0.00211176-0.0132921j -0.0558827+0.0792387j -0.00692341-0.06587j 0.00740122-0.0345764j 0.00378742-0.00274347j 0.0393019+0.0021294j 0.0165881-0.00383158j -0.058263-0.0460171j -0.064244+0.0265961j -0.00198953-0.0438735j 0.00142823-0.0291878j -0.0503237-0.0380935j 0.0780616+0.00817408j 0.0131829-0.00558401j -0.0112862-0.0446976j -0.0134294+0.00633846j 0.0126604+0.00775214j -0.00674959+0.0140108j -0.0465594-0.0366043j 0.0032282+0.021834j -0.0157272+0.00479062j -0.00189262+0.000501888j 0.0240451-0.0242931j 0.000612539-0.00336952j -0.00282761+0.00527801j -0.00894777+0.00700893j 0.00182084-0.0129701j -0.00169186-0.014401j 0.005675-0.00841187j -0.0045767+0.0135186j 0.00107225+0.0251042j 0.000947894+0.011801j 0.00206443+0.00693931j -0.00108963-0.00097916j -0.00199655-0.00516614j 0.000571504+0.020313j 0.00120783+0.0127669j 0.00103718-0.0109897j 0.000974426+0.00752118j 
0.00108136+0.042603j 0.00249301+0.00260063j 0.0021015+0.03312j -0.00200331+0.00866652j 0.00824363-0.0269715j -0.000583255+0.0352898j 0.000776333+0.0839302j -0.00389981-0.0520563j 0.00598118+0.0215168j -0.00372321-0.0128879j 0.00831552+0.0273591j 0.00864797+0.0184412j 0.00327054+0.0189933j 0.00136503-0.00234504j 0.00234028+0.0125609j 0.000561126-0.0321113j -0.000586585-0.00139484j -5.15319e-05-0.0550108j -0.000643904+0.00801844j -0.00059091+0.0251109j 0.00180001+0.0509841j -0.00160853+0.00213873j -0.00121267-0.101323j 0.00120371-0.0961014j 0.000258032-0.767538j -0.000770487-0.367146j 0.00150374-0.048658j 0.000167372-0.373581j 0.000984136-0.00190966j 0.00127342-0.00223378j -0.00153153+0.0201749j -0.000114262+0.146285j 0.00149561-0.000991046j 0.00258635+0.0770248j -0.000646063+0.0816738j 0.0017036+0.0931254j -0.00176021+0.0119354j 0.00223668-0.0127379j -0.000556861+0.0487373j -0.00987143+0.0143735j 0.00244536+0.0212799j 0.000316864+0.00506774j 0.000822032+0.0318216j 0.0031019+0.00156336j -0.00712129-0.00173223j -0.00224267+0.00597034j -0.013663+0.0154079j -0.00204209-0.00350538j -0.00539577+0.0321309j -0.00673242+0.0219376j 0.00275159-0.014672j 0.000636941+0.0229366j -0.00320791-0.0488688j -0.00364583+0.0135402j -0.0053583-0.0593117j -0.0340523+0.0741736j -0.0184487+0.0194231j 0.0235366-0.027719j -0.0136923-0.00137823j 0.0404318+0.0132154j -0.0374146+0.000405906j 0.0281343+0.0145842j -0.00535287-0.0348135j 0.0176657-0.00113712j -0.0145996+0.0444773j 0.0704769+0.00788837j 0.0291819-0.0171565j -0.0490647-0.0258222j -0.0178785+0.00757008j 0.0222588+0.00341435j -0.0226111-0.0103995j -0.0238541-0.0265441j 0.0128652-0.00414234j 0.00309788+0.00101486j -0.00236516-2.65334e-05j 0.00128578-0.00691862j -0.00569321+0.00478365j -0.00887858-0.00903075j 0.0019225+0.0112838j -0.00142955+0.008352j 0.00135483-0.00337203j 0.009691-0.0074574j -0.00673865-0.000617508j 0.00273056-0.00932487j -0.000834315+0.00708647j -0.00493045-0.00307256j 0.007781-0.0131013j 0.00114919+0.00484433j 0.00248828-0.00848635j -8.3375e-05-0.00906862j -0.00154074-0.000925319j 0.00245178-0.011835j -9.10684e-05+0.00979393j 0.000935542+0.00422039j -0.000523122+0.0149451j 
-0.000137547+0.044014j -0.00252326+0.037866j -0.00578972+0.106961j 0.00144161-0.0555234j -0.00874821-0.00576959j 0.00458456+0.100549j -0.00761949-0.00595805j -0.00723298-0.0415037j 0.00406117-0.0826851j -0.00170815-0.00539301j -0.00202997-0.00686105j 0.00778589-0.0247423j 0.00361958+0.0158847j -0.00717694-0.0386983j 0.000175063+0.0188035j 0.00174745-0.0110797j -0.00327094-0.0191312j -0.0021697-0.132373j -0.0038794-0.0918643j -0.00153546-0.012189j -0.00340367+0.095407j -0.0015432-0.292889j -0.00189284-0.535441j -0.000551369-0.283074j 0.000956285+0.147879j 0.0010204+0.114465j 0.000806933-0.46906j -0.00156498-0.0136263j 0.00311744-0.303561j -0.000591971-0.128112j -0.00132961+0.0627345j 0.00102589+0.0809161j 0.00110763-0.00685574j 0.00462491-0.0143915j 0.00319223+0.118886j 0.00354952-0.0540743j 0.00307191+0.110385j 0.00197023-0.0212844j -0.000102132+0.0389217j -0.00585525+0.0481312j 0.0133978+0.0199637j -0.000505992-0.00234069j -0.00114617+0.109259j 0.0172627-0.0144251j -0.0277157+0.058807j -0.0141967-0.0362675j -0.0092037+0.00619141j -0.00945089-0.024733j -0.00679327+0.0789142j -0.0311221+0.0370622j 0.0406948-0.052882j 0.0113849+0.0315623j 0.020715-0.0623877j -0.00940737-0.041344j -0.0545866+0.0194765j -0.0346152-0.0373476j 0.0194136-0.0401966j 0.0196059+0.0259473j 0.0273572+0.00296673j 0.0381162+0.0276181j 0.0414713+0.0120867j -0.0576427-0.0368675j -0.0508476-0.00663891j 0.0426459+0.0161027j -0.0234049+0.00729384j 0.0240094-0.00183709j 0.00618183-0.00820344j -0.000353707-0.0133804j 0.0355249-0.0201834j -0.00442552-0.0063166j -0.0121843+0.0171361j -0.0104163-0.00156504j 0.0170821+0.0155544j 0.00997563-0.0221657j -0.0126737-0.020604j 0.00682754-0.00352095j -0.026389-0.000390873j -0.00485174-0.00917279j -0.00420617+0.0245222j 0.00721705+0.00498922j 0.00437934-0.00757665j -0.00567239-0.0152003j -0.00947691+0.0203905j -0.00351283+0.0189648j -0.00896055+0.0124004j 0.0059886-0.0104827j 0.00284453-0.0336698j -0.00134231-0.00871408j 0.00237975-0.00685322j -0.00117354-0.00303168j 0.00369497+0.00627882j 0.00059552-0.0343402j 0.000179817-0.00505485j -0.00142544+0.0211388j -0.00193791-0.00693163j 
-0.00327507+0.00464697j 0.00242811+0.0358582j 0.00214789+0.0171626j 0.00200166-0.0481345j -0.000858553-0.0391166j 0.00330935-0.00516159j -0.0040307-0.0544955j 0.0137659+0.0882582j 0.000384634-0.000932978j 0.000656174-0.0224892j -0.0011239-0.00858514j -0.00921026-0.00819465j 0.00369259+0.0136808j -0.00127704-0.0056467j 0.00261738-0.00463837j 0.000116574+0.000464135j 0.000788239-0.0314954j 0.000915962-0.0244209j -0.00140215-0.0400203j -0.00032448-0.0587513j -0.000868016+0.0988084j -0.0011122-0.208732j 0.000766792-0.0677909j -0.000857837+0.88575j 0.00104674-0.111208j -0.000159519+0.0212681j 0.000890898-0.198343j -0.00119635-0.00258366j 0.000765752-0.0524524j 0.000526403-0.0670098j -0.000303145+0.014807j 0.00148753+0.0783497j -0.000583995-0.0128909j 0.000970243-0.108708j 0.00172902+0.0556355j 0.0018304+0.0231075j -8.09682e-05+0.0875944j 0.00032439-0.0295874j 0.00223455-0.0105714j -0.00101989+0.00706391j 0.00874052-0.0163164j -0.00509186-0.0144775j -0.00124664-0.00123414j 0.00387869-0.0490473j -0.0153458+0.0264373j 0.00358505-0.0493301j 0.00452058-0.0215242j -0.00747393-0.00819488j 0.0159669+0.0248706j -0.00911799+0.0524699j 0.0188693+0.0489154j 0.0131999-0.0977537j -0.0270145+0.0877799j -0.013204-0.0214323j -0.0313234-0.00439822j 0.0160649+0.00257182j -0.0309085-0.00942813j 0.0130325+0.0236212j 0.0614167+0.00880158j -0.0682957-0.00943576j -0.00609611-0.0111995j 0.00103648-0.00511308j 0.0109431-0.00557029j 0.0193866-0.00461389j -0.0196576-0.00264891j 0.00202201+0.000926869j -0.015972-0.00193709j 0.00305241-0.00722111j -0.00132382-0.0021598j -0.00137462+0.00278776j -0.000664005+0.00786867j 0.0206751+0.0028983j -0.012481+0.00138479j 0.0109974-0.00872258j 0.00403421-0.00415396j -0.00343953-0.00242029j 0.00565185+0.00108179j -0.000786464-0.00470209j -0.00650685+0.0110209j -0.010408+0.00653833j -0.00147269-0.00567783j -0.00535191-0.00133302j 0.00862328+0.00430609j -0.00105607+0.00527281j -0.00430094+0.00503174j -0.00784633-0.00935443j -0.00253259-0.00943206j 0.00230786+0.00246099j -0.000860291-0.00373656j -0.00366415-0.00281769j -0.00093268+0.00881678j 0.00239246-0.00981441j 0.00114386-0.0158444j -0.000101706+0.0173094j -0.00178364+0.00260002j 
-0.00313156+0.0593329j 0.0083862+0.0165029j 0.000109666+0.0458989j -0.00211358+0.00827515j 0.00171755-0.117005j 0.0126502+0.0419938j 0.00628967-0.0193173j -0.00297031+0.0548754j 0.000482063-0.0306334j 0.0106777+0.0159179j -0.000346644-0.0029853j -0.00539308-0.0108726j 0.00438997+0.0233499j 0.000856672-0.0054433j 0.00381651+0.00496321j -0.00067298-0.0477502j 0.00166468-0.0210908j -0.00183712-0.0582501j -0.00135577+0.0326124j 0.00112569+0.0355576j -0.000976973+0.524774j -0.00340258-0.390226j -0.00222358+0.596316j -1.79306e-05-0.173798j 0.00139875+0.0277017j -0.00125585+0.107363j 0.00228176-0.0655513j -0.000675082-0.0440098j 0.00260207-0.0135968j 0.00143909-0.00122177j -0.00242706-0.088104j 0.0021123+0.150845j -0.000901683+0.0365426j 0.00312428-0.0129142j 0.000855845+0.0897604j 0.00314813+0.135259j -0.00309853+0.0529077j 0.00298257-0.0321143j 0.00147785+0.0612035j -0.0140401+0.00582299j 0.00647639+0.0220779j -0.00402414+0.00669191j 0.000524418+0.00501319j -0.00348518-0.0288891j -0.028743+0.079156j 0.00468834-0.191601j -0.0099303-0.0225213j -0.000548009+0.00574938j -0.00547889-0.0272363j -0.010188-0.0360071j 0.0698089-0.0170825j -0.0299431-0.00616267j -0.0438935-0.0027415j -0.0354965-0.0258617j 0.00623662-0.00484447j 0.0014682-0.0104334j 0.00445125+0.0177271j 0.0248912+0.0202876j 0.0314866-0.00311934j 0.0317551+0.00241096j 0.0162344-0.00536339j 0.00534243+0.0065894j 0.0420981+0.0136298j 0.0112354-0.00530974j 0.0191506-0.00132275j 0.0106523-0.00172271j -0.0142126+0.00521479j 0.00286149-0.0010773j -0.00976345+0.00430419j -0.00621252+0.000832861j -0.00324082+0.0103646j 0.00786257+0.00725671j 0.00491444-0.00080884j 0.00504887-0.00362447j 0.00420278-0.000502963j -0.00477404-0.00938234j -0.00723175+0.00550078j 0.0099752-0.0151595j -0.00743329+0.00830332j -0.00213382+0.0105658j -0.000734905+0.000269494j 0.000190252-0.0069007j 0.00434009+0.00426545j -0.00499986+0.00355345j -0.00140385+0.00633032j -0.0155581-0.00477478j 0.00592467-0.0211511j -0.000175134+0.0210693j 0.00311896-0.000707257j -0.00370117-0.0113595j -0.00589684+0.00617872j 0.00626704-0.0101405j 0.00133689-0.00262841j 0.00144815+0.0133289j -0.00192382+0.0230604j 
0.0019723-0.0580758j -0.00873639+0.0355892j 0.0057865+0.0108887j 0.00780748-0.141416j 0.0076051+0.0547509j -0.00488854-0.0907328j 0.00980549-0.00239011j -0.000415487+0.00303033j -0.0010809-0.0169121j -0.00475595-0.0359695j -0.00146611-0.0227068j -0.00111626-0.00684308j -0.000653168-0.0108665j -0.00401536-0.0132596j -0.00242971-0.0101331j 0.00267992+0.0622397j -0.00234176-0.0107537j 0.00481178-0.0138896j -0.00147223-0.169864j -0.00268888-0.288874j -0.000579283-0.513197j 0.00184005-0.429449j 0.00167469+0.337183j 0.000545419-0.110951j -7.97436e-05-0.0781486j 0.00284292-0.259745j -0.00233324-0.120684j -0.000810801+0.150369j -0.00132051-0.0703434j -0.00169769-0.0726631j 0.00213987+0.0958177j -0.00114385-0.0554639j 0.000223659-0.0762347j -0.00201466-0.123133j 0.00169379-0.0276305j -0.00198103-0.182292j 0.00460264+0.0484422j -0.00295393+0.0125458j 0.000502367-0.079964j 0.0156305+0.0127381j 0.00798579-0.0582267j 0.00022058-0.0379168j -0.00123983+0.0327799j 0.0186192-0.0960843j -0.000328933+0.0463378j -0.00865887+0.103147j 0.0198818-0.0847593j -0.0159329-0.081184j 0.0539633-0.0520093j -0.0254441-0.0609298j -0.00809943+0.00490382j 0.0490863-0.00189344j 0.0514653+0.0165584j -0.0197471-0.020967j 0.0367619-0.0220052j 0.046733+0.00966872j 0.0406366+0.0181531j 0.0186546+0.0301942j 0.0474615+0.00168585j -0.0194852-0.013331j 0.000977776+0.0126904j 0.00742959+0.00826054j -0.0235501-0.0075472j -0.0291398-0.00275059j -0.0377784-0.00174808j 0.00158265+0.00214357j 0.00467874-0.0120355j -0.00569255-0.00399444j 0.0103061-0.0118848j 0.00850087+0.0122297j -0.0111203-0.00336469j 0.0154642-0.0093312j -0.00633685+0.00581554j 0.00402858-0.00987524j 0.00224033-0.0116766j -0.000347023+0.0051723j 0.00724853+0.0043847j -0.0142701+0.0232638j -0.00431285+0.00601435j -0.0044306-0.00893799j 0.00376487-0.0090349j -0.0124052+0.00350374j -0.000636839+0.00944875j 0.00630723+0.00936041j -0.00276308+0.00234252j 0.0137771-0.00825263j -0.0124606+0.00497919j 0.00270366-0.0161978j -0.00248102-0.0125159j -9.81218e-05+0.010727j 0.00913635+0.00412415j -0.00465792-0.0139891j -0.0021099-0.021114j -0.00248919+0.00890667j -0.000403732-0.0314498j 
0.0102711+0.0248804j 0.00153117-0.00468488j -0.00102784+0.0791539j 0.00582271-0.0527134j -0.00716137-0.13006j 0.00488628-0.108072j 0.000563811+0.0149206j 0.00623191+0.00188859j -0.000783861-0.00622541j 0.00400865-0.000928423j -0.00327572-0.000650012j 0.00327257-0.000211559j 0.00126926+0.00161823j 0.000220601-0.0132836j -0.00111478+0.00396786j 0.00470201-0.0174147j -0.000401353+0.0212358j 0.000737322-0.054135j -0.00139086-0.127279j -0.000678913-0.757969j 0.00262897+0.286406j -0.00238216+0.33027j 0.000221131-0.0436833j 0.000206464-0.0295657j -0.000995518+0.125405j -0.000418132-0.194073j 0.00192024+0.0144749j -0.000598443-0.00417042j 0.00122101+0.00436736j -7.14723e-06-0.0135206j 0.000274147-0.00490888j -0.00144097+0.0849085j -0.000662116-0.111035j 0.00126992+0.0140393j -0.000686925+0.0438736j -0.00176075-0.00980734j -0.00025328-0.0437702j 0.00228506+0.0220597j -0.00170994+0.027066j -0.00458552+0.00906391j 0.00225663-0.0252132j 0.00525558-0.0202494j 0.0061737+0.0447424j 0.0205502-0.241517j -0.0244983-0.11002j 0.0230032-0.0683665j -0.000824634+0.0204416j -0.0125173-0.00274525j 0.0543453-3.51989e-05j -0.0697911-0.032035j -0.0121992+0.00474058j -0.0623534+0.00658439j -0.0209727+0.00860421j -0.00139859-0.00946862j 0.0121152+0.00350659j 0.000472859-0.0066689j 0.00611525+0.0202223j 0.032164+0.000802512j 0.015079-0.00391335j 0.00110916-0.00688695j 0.0080405-0.0163729j 0.0288403+0.0052358j 0.00306039-0.00435055j 0.0278552-0.000453414j -0.000267477+0.0019032j 0.00947507-0.00541003j -0.0083642-0.00361074j 0.000275935-0.00352426j 0.00657985+0.00334709j -0.00359061+0.00833342j 0.00896678+0.00372199j 0.00754968-0.00624499j -0.000803528+0.00351939j 0.00812801-0.00314577j -0.00492606+0.00122655j -0.00511909-0.0121425j -0.0075485+0.0148232j 0.00182544+0.00662837j -0.0013406+0.00487641j -0.000995098-0.00216631j -0.00165479-0.00522303j -0.00547553-0.00221685j -0.00859314+0.00115388j 0.00608872+0.00169626j 0.00565049+0.0082302j 0.00610287-0.0039961j 2.70248e-05-0.000142309j 0.00377808+0.0073709j 0.00439445-0.0285378j 0.00293699-0.00509058j 0.000512892-0.00352528j 0.000584164-0.0236967j -0.00465428-0.00157401j 0.000594526-0.00446853j 0.00023688+0.00112337j 
-0.00168594+0.119845j -0.00678855+0.0883778j 0.00707048+0.171028j -0.00940489-0.082677j -0.000663123+0.0881125j -0.00595568-0.0600084j -0.00705276+0.0232805j -0.00669433+0.0271726j -0.00139802-0.0250837j -0.00137384+0.0161078j 0.00276317+0.0115488j 0.00363029-0.0213346j 0.00336261+0.0328888j -0.000868332-0.0181903j 0.0050566+0.0159349j 0.00267443-0.0453574j -0.00825399-0.0758569j 0.00141827-0.561486j -0.00655617-0.213346j -0.00204858+0.214631j -0.0010744-0.188294j -0.00385137+0.368411j -0.00242535+0.246984j -0.000288409+0.0564918j 0.00145586+0.107126j 0.00238053+0.0490715j 0.000326996-0.0677841j -0.00243911-0.0886362j 0.00373111+0.0217996j 0.00054718-0.105058j -0.00126309+0.0684311j -0.000149473+0.110909j 0.00270692+0.0125487j 0.00506846+0.0419753j 0.00180357+0.137972j 0.00565901+0.126195j 0.000408709+0.168322j 0.0014364-0.0676427j 0.00221793+0.022581j -0.0235611+0.138984j 0.0300991+0.0267484j 0.00218543-0.00529642j -0.00382541+0.299344j 0.0423787-0.0227136j -0.0682956-0.02938j -0.0276482+0.0680466j -0.0747067-0.0318377j -0.0338803-0.022691j 0.0334277-0.0356684j -0.0275116-0.0455684j 0.00224906+0.0303382j 0.01856-0.000575686j 0.0276339+0.0152314j -0.0394897+0.0283018j -0.019593-0.00706731j 0.00787526-0.0208392j -0.0172243-0.00457783j -0.034828+0.0169803j 0.00314164-0.0230608j 0.00803981-0.00120283j 0.0153728-0.0173049j 0.000411022-0.00331724j -0.0186702+0.0115754j -0.0107323-0.0143081j -0.0223979-0.0118712j -0.00879649-0.00841484j -0.00974438+0.0106112j -0.00873263-0.00118726j 0.00504273+0.00388984j 0.00747759+0.00515692j -0.0055679+0.016882j 0.00554266+0.0140289j -0.00508738-0.00447911j -0.00581815-0.0160338j 0.00414171+0.00511085j 0.000763075-0.0150842j -0.00603957+0.0138119j -0.00566074-0.00693309j 0.00440986+0.0281809j -0.0110299+0.016212j 0.00715726-0.0232686j 0.00759622-0.0109938j -0.00604245+0.0160033j 0.00813052-0.00848946j -0.00712077+0.0154472j -0.00790367-0.016802j 0.00559923-0.0358868j 0.00366785-0.00823596j -0.000983883-0.0183452j -0.0124359-0.0177744j -0.00684688+0.00883836j 0.00480592-0.0318017j -0.000944816+0.0109232j 0.00190189+0.0349378j -0.00428155+0.0290102j 
0.00327835+0.135198j 0.00156896-0.122951j 0.0243503+0.144417j -0.0035463+0.0967677j -0.00283286+0.00836833j 0.00429559+0.00856351j -0.00349466-0.0359126j -0.0042306+0.00153126j 0.00226618+0.00414239j 0.00147589+0.0403428j 0.00150969+0.00777625j 0.00176872+0.0135983j 0.000199076+0.0187507j 0.00432504+0.00852253j -0.000128897+0.0169711j -0.00338444-0.115056j -0.00451676+0.092788j -0.00204244-0.266525j -0.00301909+0.637497j 0.00221884-0.226885j 0.00420365-0.259636j -0.00260607-0.215054j -0.00368578-0.0598357j -0.00114537+0.0520447j 0.000584141+0.123502j -0.00072321-0.019919j 0.00161955+0.0394516j 0.000199394-0.0742634j 0.00266958+0.0929906j 0.00227426+0.0643865j -0.00199242-0.0770982j -0.00126849+0.0566815j 0.000390407+0.0318935j 0.00202845+0.133147j -0.00310308-0.00703407j -0.000406427+0.147081j -0.00502405-0.132676j 0.00368088+0.0324123j -0.00411702+0.165811j -0.03309+0.0454826j -0.0178537+0.211133j 0.0223533+0.219227j -0.00518767+0.0588528j -0.00564831-0.0393845j -0.0125226+0.027688j 0.0169066+0.0245799j -0.0917753-0.00705808j 0.0770872-0.0336725j 0.00984012-0.0247811j -0.0112656+0.0263278j 0.0109386-0.0173062j -0.0244618-0.0201307j -0.0218694+0.013786j 0.0140331-0.00561685j -0.0225807+0.0267743j -0.017286-0.0191617j 0.00630291-0.000942962j 0.00291832+0.00988146j 0.00346202+0.0124644j 0.0246161-0.0056694j 0.015136-0.0209041j -0.0210935-0.013904j -0.0091684-0.00717764j 0.00780784-0.00379683j 0.00521151+0.00275053j 0.00528097-0.0154458j -0.00301394+0.00113856j -0.00523453-0.00725953j -0.0144588+0.0136435j 0.00581804-0.00491462j 0.00929536+0.00337571j -0.00620533+0.0102938j -0.00235605+0.00501229j -0.0138861+0.00671977j 0.01261+0.00979905j 0.00833462-0.0153888j -0.00339593+0.0131996j 0.00428286-0.00977256j 0.000300383+0.00347439j 0.0054958+0.00175789j 0.0056281-0.0012703j 0.00778488-0.0162951j -0.00640874-0.00334989j 0.00434123-0.0239475j 0.00846274-0.00103026j -0.00511123+0.00598566j 0.00865295-0.00651486j -0.00258184+0.0238631j 0.00490774-0.00441885j 0.00844401-0.0119825j -0.0146826-0.0131211j 0.00277081+0.00923867j -0.00325868+0.0250225j 0.00420699-0.029604j 0.00221187+0.0325798j 
0.0227736-0.0534733j -0.0129894-0.312521j 0.00991994+0.101364j 0.00258582-0.0437612j -0.0045082-0.0210257j 0.00391612+0.0402859j -0.000395224+0.00169874j -0.00349131+0.00336347j 0.00151111+0.0123075j -0.00252416-0.00125969j -0.000880541-0.00641231j 0.000474803+0.0124609j -0.00290394-0.0142449j -0.00277422+0.0315568j -0.00330341-0.00587496j -0.00532946+0.160323j 0.000291116+0.460338j 0.00193125-0.285547j 0.00222608-0.239328j 0.00179768+0.150691j 0.00479639+0.165762j -0.00023772-0.0901467j -0.000399235-0.0202124j -0.000251812+0.0622307j -0.00191559-0.0143939j -0.00138342-0.112607j 0.00040151+0.0409733j 0.00199914+0.0536042j 4.91754e-05+0.0771802j -0.000577066+0.0596322j 0.00161805-0.0168175j -0.00333-0.143431j -0.00041174-0.0231295j -0.00391885+0.0471728j -0.00249846-0.176013j -0.00594748-0.243622j 0.00259111-0.132095j 0.00421261+0.409097j -0.0127002+0.233938j 0.0456193+0.0133438j -0.0708042+0.0142019j 0.0570534-0.00187527j -0.0141472+0.142433j 0.000862453+0.00823697j 0.000717325+0.0520947j 0.0181959-0.0434659j -0.0221614+0.0154789j 0.0494321-0.0151816j 0.00664354+0.0207771j -0.0242603+0.0125913j 0.015972+0.0209928j -0.013954-0.0158118j -0.0129944+0.03226j -0.00599203-0.0018118j -0.0136719-0.0218426j -0.0159526-0.00101203j 0.000829448+0.0157162j 0.0117286-0.00663589j 0.0019441+0.00165024j 0.0217917-0.0168651j 0.00215056-0.00469035j -0.0128911+0.00754926j -0.0112919+0.00215997j 0.0113605-0.00197365j 0.0114854+0.0088049j 0.0129063-0.00741627j 0.00735411-0.0109601j 0.000441719-0.00676315j -0.00125829+0.00619657j 0.00636962+0.000289809j 0.00529471-0.0240247j -0.003212-0.00402622j -0.00476028-0.000555591j -0.00514277+0.0132226j 0.0039946-0.00218491j 0.00905052+0.00366052j 0.00247916+0.0065817j 0.000368861+0.0166579j -0.00301755-0.0146242j 0.00971953-0.0246157j 0.000268973+0.00522185j -0.00328603+0.00492776j -0.00862456+0.00270618j 0.00304866-0.0059683j -0.00202002-0.0141581j 0.0264945+0.0110321j -0.0110519+0.0301824j -0.00563089-0.00290895j -0.00231762-0.00132259j 0.0261461+0.0289889j 0.0270659-0.0196377j -0.0141727+0.0258673j 0.0016766+0.0129725j -0.00551268-0.0402669j 0.00706877-0.0613717j 
