-0.0321516-0j -0.00518844-0j -0.00423634-0j -0.000611463-0j -0.000529543-0j -6.24072e-05-0j -2.84849e-06-0j -0.0295614-0j -0.00467406-0j -0.00369517-0j -0.00246345-0j -0.000533352-0j -0.000615862-0j -0.00021774-0j -5.13218e-05-0j -5.4435e-05-0j -4.53625e-06-0j -1.69056e-07-0j -0.0192918-0j -0.0194917-0j -0.00300763-0j -0.0030388-0j -0.0023297-0j -0.00235384-0j -0.000336263-0j -0.00212672-0j -0.000339748-0j -0.00214876-0j -0.000375954-0j -0.000250636-0j -0.00037985-0j -3.13295e-05-0j -0.000217057-0j -0.000253233-0j -3.16542e-05-0j -0.000219306-0j -4.43066e-05-0j -2.21533e-05-0j -4.47657e-05-0j -2.61079e-06-0j -3.19755e-06-0j -2.23829e-05-0j -2.63785e-06-0j -3.23069e-06-0j -2.06401e-07-0j -2.0854e-07-0j -6.50102e-09-0j -6.56839e-09-0j 
0.000197565-0j -0.00150326-0j -0.00248874-0j -0.00035808-0j 0.0294901-0j 0.00525936-0j -4.19652e-06-0j -0.000353855-0j 0.00263807-0j 0.0042288-0j -2.94879e-05-0j 0.00060844-0j -0.033232-0j 0.000752765-0j 8.81279e-05-0j -0.011936-0j -0.000994682-0j 5.82617e-07-0j 0.000118544-0j 0.000107537-0j -0.000871411-0j -0.000790501-0j -0.00136864-0j -0.00124156-0j -0.00019692-0j 1.30682e-05-0j -0.000178636-0j 1.18549e-05-0j 0.0104139-0j -7.26176e-05-0j 0.00944699-0j -2.76166e-05-0j -0.000256364-0j -6.58751e-05-0j -2.50524e-05-0j -0.000232561-0j 0.00248061-0j 0.00185377-0j 0.00225029-0j -3.07386e-06-0j 0.000541765-0j 0.00168165-0j -2.78845e-06-0j 0.000491463-0j 2.90716e-05-0j 2.63723e-05-0j -1.34246e-08-0j -1.21782e-08-0j 
2.82235e-05-0j -0.000653365-0j 3.71878e-06-0j 0.00731239-0j -6.66838e-05-0j -0.0344328-0j -0.0164031-0j 4.49602e-07-0j -1.01978e-05-0j 5.62002e-08-0j 3.74668e-08-0j 0.000110509-0j -1.34368e-06-0j 3.31163e-09-0j -0.000490608-0j 1.12788e-05-0j -0.000179135-0j -3.39112e-05-0j -1.64527e-05-0j -1.65174e-05-0j 0.00036796-0j 0.000369407-0j -1.98686e-06-0j -1.99467e-06-0j -0.00390684-0j -1.81374e-06-0j -0.0039222-0j -1.82088e-06-0j 4.5995e-05-0j 3.06634e-05-0j 4.61759e-05-0j 0.0167938-0j -1.85114e-07-0j 3.07839e-05-0j 0.0168598-0j -1.85842e-07-0j -0.000514772-0j 2.71028e-06-0j -0.000516796-0j 0.00578121-0j 0.00171401-0j 2.72094e-06-0j 0.00580394-0j 0.00172075-0j 0.00115473-0j 0.00115927-0j 0.000128368-0j 0.000128873-0j 
-0.000790259-0j -0.000127527-0j 0.015032-0j 0.00216968-0j -1.30157e-05-0j -1.53392e-06-0j -7.00134e-08-0j -1.25889e-05-0j -1.99047e-06-0j -1.57361e-06-0j 0.000303944-0j -2.27131e-07-0j 3.78619e-05-0j -9.27257e-08-0j 3.15516e-06-0j -2.31814e-08-0j -1.93178e-09-0j -7.19934e-11-0j 0.00233038-0j 0.000462488-0j 0.000363312-0j 7.2103e-05-0j 0.00028142-0j 5.58507e-05-0j 4.06195e-05-0j -0.0370871-0j 8.06136e-06-0j -0.00736031-0j 4.5414e-05-0j -0.00877178-0j 9.01287e-06-0j 3.7845e-06-0j -0.00378518-0j -0.00174085-0j 7.51073e-07-0j -0.000751208-0j -0.000772647-0j 2.67605e-06-0j -0.00015334-0j -4.55287e-05-0j 3.86254e-07-0j 5.31089e-07-0j -9.03563e-06-0j 7.6656e-08-0j 2.49326e-08-0j 4.94813e-09-0j 7.85303e-10-0j 1.55851e-10-0j 
-0.000195538-0j 0.00148784-0j 0.00246321-0j 0.000354407-0j -0.0291876-0j -0.00520542-0j 4.15348e-06-0j -0.000179785-0j 0.00134034-0j 0.00214855-0j -1.49821e-05-0j 0.000309134-0j -0.0168844-0j 0.000382462-0j 4.47756e-05-0j -0.00606439-0j -0.000505374-0j 2.96014e-07-0j 0.000345304-0j -0.000118544-0j -0.00253831-0j 0.000871411-0j -0.00398667-0j 0.00136864-0j -0.000573603-0j 3.80662e-05-0j 0.00019692-0j -1.30682e-05-0j 0.0303345-0j -0.000211526-0j -0.0104139-0j -8.04439e-05-0j -0.000746758-0j 7.26176e-05-0j 2.76166e-05-0j 0.000256364-0j 0.00722572-0j 0.00539982-0j -0.00248061-0j -8.95378e-06-0j 0.0015781-0j -0.00185377-0j 3.07386e-06-0j -0.000541765-0j 8.46819e-05-0j -2.90716e-05-0j -3.91043e-08-0j 1.34246e-08-0j 
0.00065193-0j 0.000105205-0j -0.0124007-0j -0.00178989-0j 1.07374e-05-0j 1.26542e-06-0j 5.77581e-08-0j -0.00175669-0j -0.000277757-0j -0.000219586-0j 0.0424133-0j -3.16945e-05-0j 0.00528337-0j -1.29392e-05-0j 0.000440281-0j -3.23481e-06-0j -2.69567e-07-0j -1.00462e-08-0j 0.000391175-0j 0.001868-0j 6.09851e-05-0j 0.000291226-0j 4.72388e-05-0j 0.000225583-0j 6.81834e-06-0j -0.00622539-0j 3.25601e-05-0j -0.0297285-0j 7.62314e-06-0j -0.00147242-0j 3.64033e-05-0j 6.35261e-07-0j -0.000635376-0j -0.00703135-0j 3.03361e-06-0j -0.00303415-0j -0.000129696-0j 4.49198e-07-0j -0.000619344-0j -7.64238e-06-0j 6.48361e-08-0j 2.14508e-06-0j -3.64952e-05-0j 3.09616e-07-0j 4.18515e-09-0j 1.99856e-08-0j 1.3182e-10-0j 6.29488e-10-0j 
1.88157e-05-0j -0.000435576-0j 2.47918e-06-0j 0.00487493-0j -4.44558e-05-0j -0.0229552-0j -0.0109354-0j 2.99735e-07-0j -6.79856e-06-0j 3.74668e-08-0j 2.49779e-08-0j 7.36727e-05-0j -8.95789e-07-0j 2.20775e-09-0j -0.000327072-0j 7.51918e-06-0j -0.000119423-0j -2.26075e-05-0j 1.12899e-05-0j -1.10116e-05-0j -0.000252495-0j 0.000246271-0j 1.36338e-06-0j -1.32978e-06-0j 0.00268088-0j 1.24459e-06-0j -0.0026148-0j -1.21392e-06-0j -3.15619e-05-0j -2.10412e-05-0j 3.07839e-05-0j -0.0115239-0j 1.27026e-07-0j 2.05226e-05-0j 0.0112399-0j -1.23895e-07-0j 0.000353237-0j -1.8598e-06-0j -0.000344531-0j -0.00396707-0j -0.00117616-0j 1.81396e-06-0j 0.00386929-0j 0.00114717-0j -0.000792376-0j 0.000772846-0j -8.80865e-05-0j 8.59153e-05-0j 
-1.64637e-05-0j 0.000381129-0j -2.16929e-06-0j -0.00426556-0j 3.88989e-05-0j 0.0200858-0j 0.00956845-0j 2.94879e-05-0j -0.000668843-0j 3.68599e-06-0j 2.45733e-06-0j 0.00724793-0j -8.81279e-05-0j 2.17199e-07-0j -0.0321774-0j 0.000739739-0j -0.0117489-0j -0.00222413-0j -9.87865e-06-0j -8.96143e-06-0j 0.000220933-0j 0.000200419-0j -1.19296e-06-0j -1.08219e-06-0j -0.00234577-0j -1.08902e-06-0j -0.00212797-0j -9.87904e-07-0j 2.76166e-05-0j 1.84111e-05-0j 2.50524e-05-0j 0.0100834-0j -1.11148e-07-0j 1.67016e-05-0j 0.00914719-0j -1.00828e-07-0j -0.000309082-0j 1.62732e-06-0j -0.000280384-0j 0.00347119-0j 0.00102914-0j 1.47623e-06-0j 0.00314889-0j 0.000933581-0j 0.000693329-0j 0.000628954-0j 7.70757e-05-0j 6.99192e-05-0j 
0.000279399-0j -0.00212594-0j -0.00351961-0j -0.000506401-0j 0.0417053-0j 0.00743786-0j -5.93478e-06-0j -0.000247988-0j 0.00184881-0j 0.00296362-0j -2.06657e-05-0j 0.000426405-0j -0.0232896-0j 0.000527551-0j 6.17616e-05-0j -0.00836495-0j -0.000697091-0j 4.08308e-07-0j -0.000162874-0j -0.000169282-0j 0.00119728-0j 0.00124438-0j 0.00188045-0j 0.00195443-0j 0.000270559-0j -1.79552e-05-0j 0.000281204-0j -1.86616e-05-0j -0.0143082-0j 9.97732e-05-0j -0.0148712-0j 3.7944e-05-0j 0.000352233-0j 0.000103699-0j 3.94368e-05-0j 0.000366091-0j -0.00340825-0j -0.002547-0j -0.00354234-0j 4.22334e-06-0j -0.000744361-0j -0.00264721-0j 4.38951e-06-0j -0.000773647-0j -3.9943e-05-0j -4.15145e-05-0j 1.84448e-08-0j 1.91705e-08-0j 
1.62949e-05-0j -0.00037722-0j 2.14704e-06-0j 0.00422181-0j -3.84999e-05-0j -0.0198798-0j -0.00947031-0j 1.49821e-05-0j -0.000339823-0j 1.87276e-06-0j 1.24851e-06-0j 0.0036825-0j -4.47756e-05-0j 1.10354e-07-0j -0.0163486-0j 0.000375843-0j -0.00596933-0j -0.00113003-0j -2.87753e-05-0j 9.87865e-06-0j 0.000643551-0j -0.000220933-0j -3.47495e-06-0j 1.19296e-06-0j -0.00683294-0j -3.17218e-06-0j 0.00234577-0j 1.08902e-06-0j 8.04439e-05-0j 5.36292e-05-0j -2.76166e-05-0j 0.0293718-0j -3.23759e-07-0j -1.84111e-05-0j -0.0100834-0j 1.11148e-07-0j -0.00090032-0j 4.7402e-06-0j 0.000309082-0j 0.0101112-0j 0.00299775-0j -1.62732e-06-0j -0.00347119-0j -0.00102914-0j 0.00201958-0j -0.000693329-0j 0.000224512-0j -7.70757e-05-0j 
0.000798448-0j 0.000128849-0j -0.0151877-0j -0.00219216-0j 1.31506e-05-0j 1.54981e-06-0j 7.0739e-08-0j -0.00143009-0j -0.000226117-0j -0.000178761-0j 0.034528-0j -2.5802e-05-0j 0.0043011-0j -1.05336e-05-0j 0.000358425-0j -2.6334e-06-0j -2.1945e-07-0j -8.17842e-09-0j -0.00140999-0j 0.000434606-0j -0.000219821-0j 6.77561e-05-0j -0.000170273-0j 5.24837e-05-0j -2.45767e-05-0j 0.0224394-0j 7.57536e-06-0j -0.00691658-0j -2.74776e-05-0j 0.00530734-0j 8.46951e-06-0j -2.2898e-06-0j 0.00229021-0j -0.0016359-0j 7.05793e-07-0j -0.00070592-0j 0.000467488-0j -1.61913e-06-0j -0.000144095-0j 2.7547e-05-0j -2.33702e-07-0j 4.99071e-07-0j -8.4909e-06-0j 7.20347e-08-0j -1.50854e-08-0j 4.64982e-09-0j -4.75145e-10-0j 1.46456e-10-0j 
0.000139699-0j -0.00106297-0j -0.0017598-0j -0.000253201-0j 0.0208526-0j 0.00371893-0j -2.96739e-06-0j 2.22542e-06-0j -1.6591e-05-0j -2.65951e-05-0j 1.85451e-07-0j -3.82651e-06-0j 0.000208998-0j -4.73418e-06-0j -5.54241e-07-0j 7.50661e-05-0j 6.25561e-06-0j -3.66411e-09-0j -0.000411957-0j -8.17571e-05-0j 0.00302828-0j 0.000600993-0j 0.00475621-0j 0.000943919-0j 0.000684324-0j -4.5414e-05-0j 0.000135811-0j -9.01287e-06-0j -0.0361899-0j 0.000252357-0j -0.00718225-0j 9.59718e-05-0j 0.000890903-0j 5.00828e-05-0j 1.90466e-05-0j 0.000176809-0j -0.00862049-0j -0.00644214-0j -0.00171082-0j 1.06821e-05-0j -0.00188271-0j -0.00127851-0j 2.11997e-06-0j -0.000373644-0j -0.000101028-0j -2.005e-05-0j 4.66525e-08-0j 9.25867e-09-0j 
-0.000115246-0j 0.000876903-0j 0.00145176-0j 0.00020888-0j -0.0172025-0j -0.00306796-0j 2.44797e-06-0j 0.000310541-0j -0.00231516-0j -0.00371117-0j 2.58784e-05-0j -0.000533963-0j 0.0291642-0j -0.000660623-0j -7.73405e-05-0j 0.0104749-0j 0.000872927-0j -5.11301e-07-0j -6.91506e-05-0j -0.000330219-0j 0.000508323-0j 0.00242743-0j 0.000798372-0j 0.00381252-0j 0.00011487-0j -7.62314e-06-0j 0.000548546-0j -3.64033e-05-0j -0.00607478-0j 4.23603e-05-0j -0.0290093-0j 1.61097e-05-0j 0.000149546-0j 0.000202286-0j 7.69297e-05-0j 0.000714136-0j -0.00144702-0j -0.00108137-0j -0.00691007-0j 1.79309e-06-0j -0.00031603-0j -0.00516393-0j 8.56264e-06-0j -0.00150916-0j -1.69584e-05-0j -8.09826e-05-0j 7.83103e-09-0j 3.73961e-08-0j 
-2.32832e-05-0j 0.000538998-0j -3.06783e-06-0j -0.00603242-0j 5.50113e-05-0j 0.0284056-0j 0.0135318-0j 2.06657e-05-0j -0.000468737-0j 2.58321e-06-0j 1.72214e-06-0j 0.00507948-0j -6.17616e-05-0j 1.52217e-07-0j -0.0225505-0j 0.000518422-0j -0.00823384-0j -0.00155871-0j 1.35728e-05-0j 1.41068e-05-0j -0.000303552-0j -0.000315495-0j 1.63907e-06-0j 1.70356e-06-0j 0.00322298-0j 1.49626e-06-0j 0.00334979-0j 1.55513e-06-0j -3.7944e-05-0j -2.5296e-05-0j -3.94368e-05-0j -0.0138542-0j 1.52712e-07-0j -2.62912e-05-0j -0.0143993-0j 1.5872e-07-0j 0.000424665-0j -2.23587e-06-0j 0.000441373-0j -0.00476926-0j -0.00141399-0j -2.32384e-06-0j -0.0049569-0j -0.00146962-0j -0.000952603-0j -0.000990082-0j -0.000105898-0j -0.000110065-0j 
-0.000360777-0j -5.82202e-05-0j 0.00686255-0j 0.000990524-0j -5.94207e-06-0j -7.0028e-07-0j -3.19633e-08-0j 0.00129811-0j 0.00020525-0j 0.000162264-0j -0.0313416-0j 2.34208e-05-0j -0.00390417-0j 9.56151e-06-0j -0.000325348-0j 2.39038e-06-0j 1.99198e-07-0j 7.42367e-09-0j 0.000210313-0j -0.00229354-0j 3.27883e-05-0j -0.000357568-0j 2.53977e-05-0j -0.000276971-0j 3.66584e-06-0j -0.00334705-0j -3.99773e-05-0j 0.0365007-0j 4.09854e-06-0j -0.000791638-0j -4.4696e-05-0j 3.41545e-07-0j -0.000341606-0j 0.00863309-0j -3.72466e-06-0j 0.00372534-0j -6.97301e-05-0j 2.41509e-07-0j 0.000760431-0j -4.10889e-06-0j 3.48588e-08-0j -2.63374e-06-0j 4.48088e-05-0j -3.80147e-07-0j 2.25012e-09-0j -2.45384e-08-0j 7.08722e-11-0j -7.72886e-10-0j 
-1.16416e-05-0j 0.000269499-0j -1.53392e-06-0j -0.00301621-0j 2.75056e-05-0j 0.0142028-0j 0.00676591-0j -1.85451e-07-0j 4.20639e-06-0j -2.31814e-08-0j -1.54543e-08-0j -4.55826e-05-0j 5.54241e-07-0j -1.36598e-09-0j 0.000202366-0j -4.65226e-06-0j 7.38895e-05-0j 1.39877e-05-0j 3.43298e-05-0j 6.81309e-06-0j -0.000767774-0j -0.000152373-0j 4.14571e-06-0j 8.22759e-07-0j 0.00815189-0j 3.7845e-06-0j 0.00161783-0j 7.51073e-07-0j -9.59718e-05-0j -6.39812e-05-0j -1.90466e-05-0j -0.0350414-0j 3.86254e-07-0j -1.26977e-05-0j -0.00695432-0j 7.6656e-08-0j 0.00107411-0j -5.65519e-06-0j 0.000213167-0j -0.0120629-0j -0.0035764-0j -1.12233e-06-0j -0.002394-0j -0.000709773-0j -0.00240942-0j -0.000478174-0j -0.000267849-0j -5.31574e-05-0j 
-0.000141147-0j 0.00107398-0j 0.00177804-0j 0.000255825-0j -0.0210687-0j -0.00375747-0j 2.99814e-06-0j 0.000252806-0j -0.00188473-0j -0.0030212-0j 2.10672e-05-0j -0.00043469-0j 0.0237421-0j -0.000537802-0j -6.29616e-05-0j 0.00852748-0j 0.000710635-0j -4.16242e-07-0j 0.000249254-0j -7.68282e-05-0j -0.00183225-0j 0.000564761-0j -0.00287773-0j 0.000887013-0j -0.000414049-0j 2.74776e-05-0j 0.000127624-0j -8.46951e-06-0j 0.0218966-0j -0.000152688-0j -0.00674925-0j -5.80674e-05-0j -0.000539039-0j 4.70634e-05-0j 1.78983e-05-0j 0.00016615-0j 0.0052158-0j 0.0038978-0j -0.00160768-0j -6.46318e-06-0j 0.00113913-0j -0.00120143-0j 1.99217e-06-0j -0.000351118-0j 6.11266e-05-0j -1.88413e-05-0j -2.8227e-08-0j 8.7005e-09-0j 
9.60384e-06-0j -0.000222325-0j 1.26542e-06-0j 0.00248824-0j -2.2691e-05-0j -0.0117167-0j -0.00558159-0j -2.58784e-05-0j 0.000586973-0j -3.23481e-06-0j -2.15654e-06-0j -0.00636074-0j 7.73405e-05-0j -1.90613e-07-0j 0.0282387-0j -0.00064919-0j 0.0103108-0j 0.00195188-0j 5.76255e-06-0j 2.75183e-05-0j -0.000128878-0j -0.000615438-0j 6.95894e-07-0j 3.32315e-06-0j 0.00136837-0j 6.35261e-07-0j 0.00653445-0j 3.03361e-06-0j -1.61097e-05-0j -1.07398e-05-0j -7.69297e-05-0j -0.005882-0j 6.48361e-08-0j -5.12865e-05-0j -0.0280887-0j 3.09616e-07-0j 0.000180298-0j -9.49273e-07-0j 0.00086099-0j -0.00202486-0j -0.000600329-0j -4.53313e-06-0j -0.00966945-0j -0.00286679-0j -0.000404442-0j -0.00193136-0j -4.49608e-05-0j -0.000214704-0j 
7.95439e-05-0j 1.28363e-05-0j -0.00151305-0j -0.00021839-0j 1.3101e-06-0j 1.54397e-07-0j 7.04724e-09-0j -0.000429944-0j -6.79802e-05-0j -5.3743e-05-0j 0.0103805-0j -7.75714e-06-0j 0.00129309-0j -3.16684e-06-0j 0.000107757-0j -7.9171e-07-0j -6.59758e-08-0j -2.45877e-09-0j 4.77284e-05-0j 0.00134059-0j 7.44097e-06-0j 0.000209001-0j 5.76375e-06-0j 0.000161892-0j 8.31925e-07-0j -0.000759577-0j 2.3367e-05-0j -0.0213349-0j 9.30121e-07-0j -0.000179654-0j 2.61251e-05-0j 7.75101e-08-0j -7.75241e-05-0j -0.00504611-0j 2.17709e-06-0j -0.00217749-0j -1.58245e-05-0j 5.48079e-08-0j -0.000444478-0j -9.32469e-07-0j 7.91084e-09-0j 1.53944e-06-0j -2.61911e-05-0j 2.22199e-07-0j 5.10642e-10-0j 1.43429e-08-0j 1.60837e-11-0j 4.51758e-10-0j 
1.17623e-05-0j -0.000272292-0j 1.54981e-06-0j 0.00304746-0j -2.77907e-05-0j -0.01435-0j -0.00683603-0j -2.10672e-05-0j 0.000477845-0j -2.6334e-06-0j -1.7556e-06-0j -0.00517817-0j 6.29616e-05-0j -1.55175e-07-0j 0.0229887-0j -0.000528495-0j 0.00839382-0j 0.00158899-0j -2.07711e-05-0j 6.40235e-06-0j 0.00046454-0j -0.000143187-0j -2.50835e-06-0j 7.73157e-07-0j -0.00493228-0j -2.2898e-06-0j 0.00152029-0j 7.05793e-07-0j 5.80674e-05-0j 3.87116e-05-0j -1.78983e-05-0j 0.0212017-0j -2.33702e-07-0j -1.19322e-05-0j -0.00653507-0j 7.20347e-08-0j -0.000649885-0j 3.42166e-06-0j 0.000200316-0j 0.00729862-0j 0.00216389-0j -1.05467e-06-0j -0.00224968-0j -0.000666983-0j 0.00145781-0j -0.000449346-0j 0.000162061-0j -4.99527e-05-0j 
6.3777e-05-0j -0.000485277-0j -0.000803404-0j -0.000115594-0j 0.00951986-0j 0.0016978-0j -1.3547e-06-0j -0.000229476-0j 0.0017108-0j 0.00274239-0j -1.9123e-05-0j 0.000394575-0j -0.0215511-0j 0.000488171-0j 5.71512e-05-0j -0.00774052-0j -0.000645054-0j 3.77829e-07-0j -3.71784e-05-0j 0.000405444-0j 0.000273297-0j -0.0029804-0j 0.00042924-0j -0.00468101-0j 6.17591e-05-0j -4.09854e-06-0j -0.000673505-0j 4.4696e-05-0j -0.00326607-0j 2.27748e-05-0j 0.0356177-0j 8.66129e-06-0j 8.04025e-05-0j -0.000248367-0j -9.44544e-05-0j -0.000876817-0j -0.000777985-0j -0.000581392-0j 0.00848419-0j 9.64043e-07-0j -0.000169912-0j 0.00634028-0j -1.05132e-05-0j 0.00185295-0j -9.1176e-06-0j 9.94306e-05-0j 4.21031e-09-0j -4.59149e-08-0j 
-1.40615e-05-0j 0.000106994-0j 0.000177134-0j 2.5486e-05-0j -0.00209893-0j -0.000374331-0j 2.98684e-07-0j 7.60041e-05-0j -0.000566628-0j -0.000908298-0j 6.33368e-06-0j -0.000130686-0j 0.00713786-0j -0.000161685-0j -1.89289e-05-0j 0.00256371-0j 0.000213646-0j -1.2514e-07-0j -8.43726e-06-0j -0.000236985-0j 6.2022e-05-0j 0.00174207-0j 9.74117e-05-0j 0.00273609-0j 1.40156e-05-0j -9.30121e-07-0j 0.000393669-0j -2.61251e-05-0j -0.000741202-0j 5.1685e-06-0j -0.0208188-0j 1.96559e-06-0j 1.82465e-05-0j 0.000145172-0j 5.52093e-05-0j 0.000512506-0j -0.000176556-0j -0.000131941-0j -0.00495907-0j 2.1878e-07-0j -3.85597e-05-0j -0.00370594-0j 6.14506e-06-0j -0.00108306-0j -2.06915e-06-0j -5.81179e-05-0j 9.55487e-10-0j 2.68376e-08-0j 
-5.31475e-06-0j 0.000123035-0j -7.0028e-07-0j -0.00137699-0j 1.25572e-05-0j 0.00648402-0j 0.00308885-0j 1.9123e-05-0j -0.000433747-0j 2.39038e-06-0j 1.59358e-06-0j 0.0047003-0j -5.71512e-05-0j 1.40854e-07-0j -0.0208671-0j 0.000479723-0j -0.0076192-0j -0.00144235-0j 3.0982e-06-0j -3.3787e-05-0j -6.92903e-05-0j 0.000755635-0j 3.74144e-07-0j -4.08017e-06-0j 0.000735695-0j 3.41545e-07-0j -0.00802301-0j -3.72466e-06-0j -8.66129e-06-0j -5.77419e-06-0j 9.44544e-05-0j -0.00316243-0j 3.48588e-08-0j 6.29696e-05-0j 0.0344874-0j -3.80147e-07-0j 9.69363e-05-0j -5.10371e-07-0j -0.00105712-0j -0.00108866-0j -0.000322764-0j 5.56578e-06-0j 0.0118722-0j 0.00351985-0j -0.000217446-0j 0.00237133-0j -2.41729e-05-0j 0.000263614-0j 
1.17179e-06-0j -2.71266e-05-0j 1.54397e-07-0j 0.000303598-0j -2.7686e-06-0j -0.00142959-0j -0.000681027-0j -6.33368e-06-0j 0.00014366-0j -7.9171e-07-0j -5.27806e-07-0j -0.00155677-0j 1.89289e-05-0j -4.66519e-08-0j 0.00691134-0j -0.000158887-0j 0.00252353-0j 0.000477717-0j 7.03105e-07-0j 1.97487e-05-0j -1.57247e-05-0j -0.000441674-0j 8.4908e-08-0j 2.38489e-06-0j 0.000166958-0j 7.75101e-08-0j 0.00468951-0j 2.17709e-06-0j -1.96559e-06-0j -1.31039e-06-0j -5.52093e-05-0j -0.00071768-0j 7.91084e-09-0j -3.68062e-05-0j -0.0201581-0j 2.22199e-07-0j 2.19987e-05-0j -1.15824e-07-0j 0.000617897-0j -0.000247059-0j -7.32479e-05-0j -3.25324e-06-0j -0.00693937-0j -0.00205738-0j -4.93472e-05-0j -0.00138606-0j -5.4858e-06-0j -0.000154084-0j 
