-3.97361e-13-0.11371j -2.57718e-14-0.0400016j 2.96027e-15-0.166559j 6.19403e-16-0.0958549j -1.24795e-15+0.0877726j -3.88438e-15+0.183694j 1.49854e-15-0.10159j 1.5577e-15+0.0581754j 4.69109e-15+0.0533614j -1.78784e-14-0.180864j 1.68866e-14+0.159273j 5.60309e-15+0.148764j 5.59395e-15+0.0660818j 1.99825e-15-0.015846j 9.7128e-15-0.0639748j -2.02137e-15+0.202566j 4.36714e-15+0.0790305j 4.3094e-15-0.0692294j -1.70238e-14+0.202159j 3.15342e-15-0.0542536j -3.85614e-14-0.125531j -4.36134e-15+0.120792j 1.69825e-14-0.206096j -5.21586e-15-0.097021j -1.56435e-14+0.0213004j -1.78287e-14-0.0994035j -1.85313e-14+0.0445649j 9.77473e-14-0.210523j 1.78626e-14+0.116544j 3.79951e-14+0.0514376j -2.53086e-14-0.0915169j -5.81522e-15+0.045047j 2.37332e-13-0.0232603j 3.40455e-14+0.0341073j 8.03997e-14-0.177252j -8.88334e-13-0.110614j 4.18695e-14+0.0584187j -7.62841e-14-0.117461j 2.4976e-13-0.221476j -1.67286e-13+0.100599j -1.8027e-14+0.0372094j -1.19865e-13+0.123328j 2.19417e-14+0.159272j -1.12055e-14+0.0495772j 9.12074e-15-0.0134457j 7.43493e-15+0.00341901j 3.19797e-14-0.0601218j 1.55225e-14-0.0818393j -1.32964e-15-0.176214j -1.25458e-13-0.0582859j -6.26646e-14-0.143934j -4.75212e-14-0.105788j -1.16723e-15+0.0294212j 5.54264e-14-0.108307j 1.60227e-14-0.164021j 6.61413e-15-0.0425026j -1.27339e-12-0.136583j 8.39568e-15+0.0226944j 2.51052e-14+0.19533j -1.33222e-14-0.0484739j 4.19477e-15+0.0326991j 1.83805e-14+0.144392j -5.00507e-15-0.0779243j 5.69622e-15-0.0474371j 8.86834e-16+0.0804828j 6.44657e-15-0.132912j -2.15938e-14+0.146576j 9.32372e-14+0.15417j 3.56023e-15-0.0465075j 1.31721e-15-0.0560814j 3.75634e-15+0.0946577j -4.45587e-15-0.169037j -1.5455e-15-0.0802742j -3.77151e-15-0.0906984j 1.39138e-14+0.156161j -1.28366e-14-0.0386313j 1.87464e-13+0.109046j 
-4.49525e-17-1.28637e-05j -2.9155e-18-4.52528e-06j 3.34889e-19-1.88424e-05j 7.00716e-20-1.08438e-05j -1.41177e-19+9.9295e-06j -4.39431e-19+2.07809e-05j 1.69527e-19-1.14926e-05j 1.76219e-19+6.58124e-06j 5.30692e-19+6.03665e-06j -2.02254e-18-2.04607e-05j 1.91034e-18+1.80182e-05j 6.33864e-19+1.68293e-05j 6.3283e-19+7.47568e-06j 2.26057e-19-1.79262e-06j 1.09879e-18-7.23732e-06j -2.28673e-19+2.29158e-05j 4.94044e-19+8.94053e-06j 4.87512e-19-7.83176e-06j -1.92586e-18+2.28697e-05j 3.56739e-19-6.13758e-06j -4.36236e-18-1.42011e-05j -4.93388e-19+1.36649e-05j 1.92119e-18-2.33151e-05j -5.90058e-19-1.09758e-05j -1.76971e-18+2.40967e-06j -2.01692e-18-1.12453e-05j -2.0964e-18+5.04152e-06j 1.10579e-17-2.38159e-05j 2.02076e-18+1.31843e-05j 4.2983e-18+5.81901e-06j -2.8631e-18-1.03531e-05j -6.57862e-19+5.09605e-06j 2.68488e-17-2.63138e-06j 3.85149e-18+3.85848e-06j 9.09543e-18-2.00521e-05j -1.00495e-16-1.25135e-05j 4.73659e-18+6.60876e-06j -8.62984e-18-1.32881e-05j 2.82547e-17-2.5055e-05j -1.89246e-17+1.13806e-05j -2.03935e-18+4.20941e-06j -1.356e-17+1.39518e-05j 2.48221e-18+1.80181e-05j -1.26765e-18+5.60855e-06j 1.03181e-18-1.52108e-06j 8.41096e-19+3.86784e-07j 3.61779e-18-6.80143e-06j 1.75602e-18-9.25829e-06j -1.50419e-19-1.99347e-05j -1.41927e-17-6.59374e-06j -7.08909e-18-1.62829e-05j -5.37596e-18-1.19675e-05j -1.32046e-19+3.32835e-06j 6.27025e-18-1.22526e-05j 1.81261e-18-1.85554e-05j 7.4824e-19-4.80821e-06j -1.44055e-16-1.54513e-05j 9.49783e-19+2.56737e-06j 2.84009e-18+2.20972e-05j -1.5071e-18-5.48373e-06j 4.74544e-19+3.69918e-06j 2.07934e-18+1.63347e-05j -5.66212e-19-8.81539e-06j 6.44399e-19-5.36644e-06j 1.00325e-19+9.10482e-06j 7.29285e-19-1.5036e-05j -2.44286e-18+1.65818e-05j 1.05477e-17+1.74409e-05j 4.02761e-19-5.26128e-06j 1.49013e-19-6.34435e-06j 4.24945e-19+1.07084e-05j -5.04082e-19-1.91227e-05j -1.74839e-19-9.08123e-06j -4.26662e-19-1.02605e-05j 1.57404e-18+1.76661e-05j -1.45217e-18-4.37027e-06j 2.12073e-17+1.23362e-05j 
2.42035e-16+6.92611e-05j 1.56977e-17+2.43651e-05j -1.80312e-18+0.000101452j -3.77281e-19+5.83857e-05j 7.60131e-19-5.34627e-05j 2.366e-18-0.000111889j -9.1277e-19+6.18789e-05j -9.48803e-19-3.54349e-05j -2.85737e-18-3.25027e-05j 1.08898e-17+0.000110165j -1.02857e-17-9.70142e-05j -3.41287e-18-9.06126e-05j -3.4073e-18-4.02508e-05j -1.21714e-18+9.65187e-06j -5.91611e-18+3.89674e-05j 1.23123e-18-0.000123384j -2.66005e-18-4.81378e-05j -2.62487e-18+4.2168e-05j 1.03693e-17-0.000123136j -1.92076e-18+3.30461e-05j 2.34879e-17+7.64617e-05j 2.65652e-18-7.35747e-05j -1.03441e-17+0.000125534j 3.17701e-18+5.9096e-05j 9.52851e-18-1.29742e-05j 1.08595e-17+6.05472e-05j 1.12875e-17-2.71447e-05j -5.95383e-17+0.00012823j -1.08802e-17-7.09874e-05j -2.3143e-17-3.13309e-05j 1.54156e-17+5.57434e-05j 3.54208e-18-2.74383e-05j -1.4456e-16+1.41679e-05j -2.07373e-17-2.07749e-05j -4.89718e-17+0.000107965j 5.41089e-16+6.73755e-05j -2.55029e-17-3.55831e-05j 4.6465e-17+7.15462e-05j -1.5213e-16+0.000134902j 1.01895e-16-6.12756e-05j 1.09803e-17-2.26644e-05j 7.30101e-17-7.51195e-05j -1.33648e-17-9.70133e-05j 6.82534e-18-3.01977e-05j -5.55549e-18+8.18982e-06j -4.52865e-18-2.08254e-06j -1.9479e-17+3.66205e-05j -9.45481e-18+4.98487e-05j 8.09888e-19+0.000107333j 7.64168e-17+3.55022e-05j 3.81693e-17+8.76709e-05j 2.89454e-17+6.4436e-05j 7.10967e-19-1.79206e-05j -3.37605e-17+6.59706e-05j -9.75953e-18+9.99063e-05j -4.0287e-18+2.58885e-05j 7.75625e-16+8.31932e-05j -5.11385e-18-1.38233e-05j -1.52917e-17-0.000118977j 8.11459e-18+2.95257e-05j -2.55505e-18-1.99172e-05j -1.11957e-17-8.79499e-05j 3.04861e-18+4.74641e-05j -3.46959e-18+2.88941e-05j -5.40175e-19-4.90225e-05j -3.92664e-18+8.09571e-05j 1.31529e-17-8.928e-05j -5.67912e-17-9.3906e-05j -2.16856e-18+2.83279e-05j -8.02322e-19+3.41594e-05j -2.288e-18-5.76565e-05j 2.71409e-18+0.000102961j 9.41373e-19+4.88954e-05j 2.29725e-18+5.52448e-05j -8.47498e-18-9.51183e-05j 7.81881e-18+2.35305e-05j -1.14185e-16-6.64208e-05j 
-1.71185e-16-4.89867e-05j -1.11026e-17-1.72329e-05j 1.2753e-18-7.17546e-05j 2.66842e-19-4.12948e-05j -5.37623e-19+3.78129e-05j -1.67341e-18+7.91366e-05j 6.45581e-19-4.37655e-05j 6.71066e-19+2.50623e-05j 2.02095e-18+2.29884e-05j -7.70213e-18-7.79171e-05j 7.27484e-18+6.86159e-05j 2.41384e-18+6.40882e-05j 2.40991e-18+2.84684e-05j 8.60858e-19-6.82654e-06j 4.18433e-18-2.75607e-05j -8.70817e-19+8.72667e-05j 1.88139e-18+3.40468e-05j 1.85651e-18-2.98244e-05j -7.33395e-18+8.70911e-05j 1.35851e-18-2.33727e-05j -1.66125e-17-5.40796e-05j -1.87889e-18+5.20377e-05j 7.31617e-18-8.87872e-05j -2.24702e-18-4.17972e-05j -6.73929e-18+9.17635e-06j -7.6807e-18-4.28236e-05j -7.9834e-18+1.91988e-05j 4.21101e-17-9.06943e-05j 7.69532e-18+5.02077e-05j 1.63685e-17+2.21596e-05j -1.09031e-17-3.9426e-05j -2.50523e-18+1.94065e-05j 1.02244e-16-1.00207e-05j 1.4667e-17+1.46936e-05j 3.46366e-17-7.63614e-05j -3.82699e-16-4.76531e-05j 1.80376e-17+2.51671e-05j -3.28636e-17-5.06029e-05j 1.07598e-16-9.54131e-05j -7.20677e-17+4.33388e-05j -7.76614e-18+1.603e-05j -5.16384e-17+5.31303e-05j 9.45261e-18+6.86153e-05j -4.8274e-18+2.13582e-05j 3.92927e-18-5.79247e-06j 3.20301e-18+1.47293e-06j 1.3777e-17-2.59008e-05j 6.68717e-18-3.52569e-05j -5.72815e-19-7.59141e-05j -5.40478e-17-2.51099e-05j -2.69962e-17-6.20076e-05j -2.04724e-17-4.55741e-05j -5.02851e-19+1.26748e-05j 2.3878e-17-4.66594e-05j 6.90269e-18-7.06614e-05j 2.8494e-18-1.83104e-05j -5.48582e-16-5.88406e-05j 3.61691e-18+9.77689e-06j 1.08155e-17+8.41494e-05j -5.73926e-18-2.08828e-05j 1.80713e-18+1.4087e-05j 7.91842e-18+6.22049e-05j -2.15621e-18-3.35702e-05j 2.45396e-18-2.04362e-05j 3.82053e-19+3.46724e-05j 2.77722e-18-5.7259e-05j -9.30274e-18+6.31456e-05j 4.01671e-17+6.64175e-05j 1.53377e-18-2.00357e-05j 5.67464e-19-2.41602e-05j 1.61825e-18+4.07791e-05j -1.91962e-18-7.2822e-05j -6.65811e-19-3.45826e-05j -1.62479e-18-3.90734e-05j 5.99415e-18+6.7275e-05j -5.53006e-18-1.66426e-05j 8.07604e-17+4.69779e-05j 
9.45158e-16+0.000270468j 6.13004e-17+9.51472e-05j -7.04127e-18+0.000396175j -1.4733e-18+0.000227999j 2.96835e-18-0.000208775j 9.23934e-18-0.000436933j -3.56441e-18+0.00024164j -3.70513e-18-0.000138375j -1.11582e-17-0.000126925j 4.25254e-17+0.0004302j -4.01662e-17-0.000378846j -1.33274e-17-0.000353847j -1.33057e-17-0.000157181j -4.75302e-18+3.76911e-05j -2.31027e-17+0.00015217j 4.808e-18-0.000481821j -1.03876e-17-0.000187981j -1.02503e-17+0.000164668j 4.04926e-17-0.000480852j -7.50069e-18+0.000129047j 9.17216e-17+0.000298587j 1.03738e-17-0.000287313j -4.03944e-17+0.000490217j 1.24064e-17+0.000230773j 3.72093e-17-5.06649e-05j 4.24071e-17+0.00023644j 4.40784e-17-0.000106002j -2.325e-16+0.000500746j -4.24878e-17-0.000277209j -9.03747e-17-0.000122349j 6.01987e-17+0.000217681j 1.3832e-17-0.000107148j -5.64516e-16+5.53266e-05j -8.09803e-17-8.11273e-05j -1.91238e-16+0.00042161j 2.11298e-15+0.000263105j -9.95902e-17-0.000138954j 1.81448e-16+0.000279392j -5.94075e-16+0.0005268j 3.97904e-16-0.000239285j 4.28788e-17-8.85059e-05j 2.85109e-16-0.000293346j -5.21903e-17-0.000378842j 2.66533e-17-0.000117924j -2.16945e-17+3.19817e-05j -1.76846e-17-8.13241e-06j -7.60666e-17+0.000143005j -3.69215e-17+0.000194662j 3.16266e-18+0.000419141j 2.98412e-16+0.000138638j 1.49053e-16+0.000342359j 1.13033e-16+0.000251626j 2.77637e-18-6.99809e-05j -1.31836e-16+0.000257619j -3.81115e-17+0.000390139j -1.57323e-17+0.000101096j 3.02886e-15+0.000324874j -1.99699e-17-5.39807e-05j -5.97149e-17-0.00046461j 3.16879e-17+0.000115299j -9.97763e-18-7.77778e-05j -4.37196e-17-0.000343449j 1.1905e-17+0.00018535j -1.35489e-17+0.000112833j -2.10941e-18-0.000191435j -1.53337e-17+0.000316142j 5.13628e-17-0.000348643j -2.21773e-16-0.000366708j -8.46832e-18+0.000110622j -3.13311e-18+0.000133394j -8.93477e-18-0.000225152j 1.05987e-17+0.000402069j 3.67611e-18+0.000190939j 8.97087e-18+0.000215734j -3.30952e-17-0.000371442j 3.05329e-17+9.1888e-05j -4.45898e-16-0.000259377j 
-4.73016e-17-1.35359e-05j -3.06785e-18-4.76175e-06j 3.52389e-19-1.98271e-05j 7.37332e-20-1.14105e-05j -1.48555e-19+1.04484e-05j -4.62394e-19+2.18668e-05j 1.78385e-19-1.20932e-05j 1.85427e-19+6.92515e-06j 5.58423e-19+6.3521e-06j -2.12823e-18-2.15299e-05j 2.01017e-18+1.89598e-05j 6.66987e-19+1.77087e-05j 6.65899e-19+7.86633e-06j 2.3787e-19-1.88629e-06j 1.1562e-18-7.61551e-06j -2.40622e-19+2.41133e-05j 5.19861e-19+9.40772e-06j 5.12987e-19-8.24101e-06j -2.0265e-18+2.40648e-05j 3.75381e-19-6.4583e-06j -4.59031e-18-1.49431e-05j -5.19171e-19+1.43789e-05j 2.02159e-18-2.45335e-05j -6.20892e-19-1.15493e-05j -1.86218e-18+2.53559e-06j -2.12231e-18-1.18329e-05j -2.20595e-18+5.30497e-06j 1.16358e-17-2.50604e-05j 2.12635e-18+1.38733e-05j 4.52291e-18+6.12309e-06j -3.01272e-18-1.08941e-05j -6.92239e-19+5.36235e-06j 2.82518e-17-2.76888e-06j 4.05275e-18+4.06011e-06j 9.57071e-18-2.11e-05j -1.05747e-16-1.31674e-05j 4.98411e-18+6.95411e-06j -9.0808e-18-1.39825e-05j 2.97312e-17-2.63643e-05j -1.99136e-17+1.19753e-05j -2.14592e-18+4.42938e-06j -1.42686e-17+1.46808e-05j 2.61192e-18+1.89596e-05j -1.3339e-18+5.90163e-06j 1.08573e-18-1.60056e-06j 8.85048e-19+4.06996e-07j 3.80684e-18-7.15684e-06j 1.84778e-18-9.74209e-06j -1.58279e-19-2.09764e-05j -1.49344e-17-6.9383e-06j -7.45954e-18-1.71338e-05j -5.65688e-18-1.25929e-05j -1.38946e-19+3.50227e-06j 6.59791e-18-1.28928e-05j 1.90733e-18-1.9525e-05j 7.8734e-19-5.05947e-06j -1.51583e-16-1.62587e-05j 9.99415e-19+2.70153e-06j 2.9885e-18+2.3252e-05j -1.58586e-18-5.77029e-06j 4.99342e-19+3.89248e-06j 2.188e-18+1.71883e-05j -5.95799e-19-9.27604e-06j 6.78073e-19-5.64687e-06j 1.05568e-19+9.5806e-06j 7.67394e-19-1.58217e-05j -2.57051e-18+1.74482e-05j 1.10989e-17+1.83523e-05j 4.23807e-19-5.53621e-06j 1.568e-19-6.67588e-06j 4.47151e-19+1.1268e-05j -5.30424e-19-2.0122e-05j -1.83975e-19-9.55578e-06j -4.48958e-19-1.07967e-05j 1.65629e-18+1.85893e-05j -1.52805e-18-4.59864e-06j 2.23155e-17+1.29808e-05j 
4.48415e-16+0.000128319j 2.9083e-17+4.51411e-05j -3.34062e-18+0.000187959j -6.98986e-19+0.000108171j 1.40829e-18-9.90498e-05j 4.38346e-18-0.000207296j -1.69108e-18+0.000114642j -1.75784e-18-6.56499e-05j -5.29381e-18-6.02174e-05j 2.01755e-17+0.000204102j -1.90562e-17-0.000179737j -6.32299e-18-0.000167877j -6.31268e-18-7.45722e-05j -2.25499e-18+1.78819e-05j -1.09607e-17+7.21944e-05j 2.28108e-18-0.000228592j -4.92824e-18-8.91845e-05j -4.86308e-18+7.81242e-05j 1.92111e-17-0.000228133j -3.55858e-18+6.12242e-05j 4.35158e-17+0.00014166j 4.9217e-18-0.000136311j -1.91645e-17+0.000232575j 5.88601e-18+0.000109487j 1.76534e-17-2.40372e-05j 2.01194e-17+0.000112175j 2.09123e-17-5.02908e-05j -1.10306e-16+0.000237571j -2.01577e-17-0.000131518j -4.28768e-17-5.80464e-05j 2.85603e-17+0.000103275j 6.56237e-18-5.08347e-05j -2.67825e-16+2.62488e-05j -3.84198e-17-3.84895e-05j -9.07297e-17+0.000200026j 1.00247e-15+0.000124826j -4.7249e-17-6.59245e-05j 8.60853e-17+0.000132553j -2.8185e-16+0.000249932j 1.88779e-16-0.000113525j 2.03432e-17-4.19902e-05j 1.35265e-16-0.000139173j -2.47608e-17-0.000179736j 1.26452e-17-5.5947e-05j -1.02926e-17+1.51732e-05j -8.39019e-18-3.85829e-06j -3.60886e-17+6.78464e-05j -1.75168e-17+9.23543e-05j 1.50047e-18+0.000198855j 1.41577e-16+6.57746e-05j 7.07159e-17+0.000162427j 5.36268e-17+0.00011938j 1.3172e-18-3.32013e-05j -6.25477e-17+0.000122223j -1.80814e-17+0.000185095j -7.46393e-18+4.79634e-05j 1.43699e-15+0.000154131j -9.47438e-18-2.56103e-05j -2.83308e-17-0.000220427j 1.50338e-17+5.47019e-05j -4.73372e-18-3.69004e-05j -2.07421e-17-0.000162944j 5.64814e-18+8.79362e-05j -6.42808e-18+5.35319e-05j -1.00078e-18-9.08234e-05j -7.27484e-18+0.000149988j 2.43682e-17-0.000165408j -1.05217e-16-0.000173979j -4.01766e-18+5.24829e-05j -1.48645e-18+6.32869e-05j -4.23896e-18-0.00010682j 5.02838e-18+0.000190755j 1.74407e-18+9.05881e-05j 4.25609e-18+0.000102352j -1.57015e-17-0.000176225j 1.44858e-17+4.35948e-05j -2.11549e-16-0.000123057j 
-1.34704e-15-0.00038547j -8.73651e-17-0.000135603j 1.00352e-17-0.000564628j 2.09975e-18-0.000324944j -4.23048e-18+0.000297545j -1.31679e-17+0.000622716j 5.07999e-18-0.000344385j 5.28053e-18+0.000197212j 1.59026e-17+0.000180893j -6.06071e-17-0.00061312j 5.72448e-17+0.00053993j 1.89942e-17+0.000504301j 1.89632e-17+0.000224014j 6.77398e-18-5.37172e-05j 3.29259e-17-0.000216872j -6.85235e-18+0.00068669j 1.48044e-17+0.00026791j 1.46087e-17-0.000234684j -5.77099e-17+0.000685309j 1.069e-17-0.000183917j -1.30721e-16-0.000425545j -1.47848e-17+0.000409478j 5.757e-17-0.000698655j -1.76815e-17-0.000328897j -5.30306e-17+7.22075e-05j -6.04384e-17-0.000336973j -6.28204e-17+0.000151073j 3.31359e-16-0.000713662j 6.05535e-17+0.000395078j 1.28802e-16+0.000174371j -8.5795e-17-0.000310238j -1.97133e-17+0.000152707j 8.04546e-16-7.88512e-05j 1.15413e-16+0.000115622j 2.72551e-16-0.000600878j -3.01141e-15-0.000374976j 1.41936e-16+0.000198037j -2.586e-16-0.000398188j 8.46674e-16-0.000750793j -5.67091e-16+0.000341028j -6.11108e-17+0.000126138j -4.06336e-16+0.000418075j 7.43814e-17+0.000539925j -3.79862e-17+0.000168065j 3.09189e-17-4.55802e-05j 2.52041e-17+1.15903e-05j 1.0841e-16-0.00020381j 5.26204e-17-0.000277432j -4.50741e-18-0.000597358j -4.25295e-16-0.000197586j -2.1243e-16-0.00048793j -1.61095e-16-0.000358616j -3.95687e-18+9.97365e-05j 1.87893e-16-0.000367157j 5.43164e-17-0.000556025j 2.24216e-17-0.000144082j -4.31672e-15-0.000463009j 2.8461e-17+7.69331e-05j 8.51055e-17+0.000662161j -4.51615e-17-0.000164324j 1.42201e-17+0.000110849j 6.2309e-17+0.000489482j -1.6967e-17-0.00026416j 1.93099e-17-0.000160809j 3.00633e-18+0.000272833j 2.18536e-17-0.000450564j -7.32021e-17+0.000496885j 3.1607e-16+0.000522631j 1.2069e-17-0.000157658j 4.4653e-18-0.000190113j 1.27338e-17+0.000320885j -1.51052e-17-0.000573027j -5.23918e-18-0.000272126j -1.27853e-17-0.000307463j 4.71672e-17+0.000529378j -4.35154e-17-0.000130958j 6.35493e-16+0.000369663j 
1.26317e-15+0.00036147j 8.19255e-17+0.00012716j -9.41038e-18+0.000529473j -1.96901e-18+0.000304712j 3.96708e-18-0.000279019j 1.2348e-17-0.000583944j -4.7637e-18+0.000322943j -4.95175e-18-0.000184933j -1.49124e-17-0.00016963j 5.68335e-17+0.000574946j -5.36806e-17-0.000506312j -1.78116e-17-0.000472902j -1.77825e-17-0.000210067j -6.35222e-18+5.03726e-05j -3.08759e-17+0.000203369j 6.4257e-18-0.000643935j -1.38827e-17-0.000251229j -1.36991e-17+0.000220073j 5.41167e-17-0.00064264j -1.00244e-17+0.000172466j 1.22582e-16+0.00039905j 1.38642e-17-0.000383983j -5.39856e-17+0.000655155j 1.65806e-17+0.000308419j 4.97288e-17-6.77117e-05j 5.66754e-17+0.000315993j 5.8909e-17-0.000141667j -3.10728e-16+0.000669228j -5.67833e-17-0.00037048j -1.20782e-16-0.000163514j 8.04532e-17+0.000290922j 1.84859e-17-0.000143199j -7.54453e-16+7.39418e-05j -1.08227e-16-0.000108423j -2.55582e-16+0.000563466j 2.82391e-15+0.00035163j -1.33098e-16-0.000185706j 2.42499e-16+0.000373396j -7.93958e-16+0.000704047j 5.31783e-16-0.000319794j 5.73059e-17-0.000118285j 3.81036e-16-0.000392045j -6.97502e-17-0.000506308j 3.56211e-17-0.0001576j -2.89938e-17+4.27423e-05j -2.36348e-17-1.08686e-05j -1.0166e-16+0.00019112j -4.93442e-17+0.000260158j 4.22676e-18+0.000560165j 3.98816e-16+0.000185284j 1.99204e-16+0.00045755j 1.51065e-16+0.000336288j 3.7105e-18-9.35267e-05j -1.76194e-16+0.000344297j -5.09345e-17+0.000521406j -2.10256e-17+0.000135111j 4.04795e-15+0.000434181j -2.66889e-17-7.21431e-05j -7.98066e-17-0.000620933j 4.23496e-17+0.000154093j -1.33347e-17-0.000103947j -5.84295e-17-0.000459006j 1.59106e-17+0.000247713j -1.81076e-17+0.000150797j -2.81915e-18-0.000255846j -2.04929e-17+0.000422511j 6.86443e-17-0.000465948j -2.96391e-16-0.000490091j -1.13176e-17+0.000147842j -4.18728e-18+0.000178276j -1.1941e-17-0.000300906j 1.41647e-17+0.000537349j 4.91298e-18+0.000255183j 1.19892e-17+0.00028832j -4.42305e-17-0.000496418j 4.0806e-17+0.000122805j -5.95926e-16-0.000346647j 
-1.03358e-15-0.000295772j -6.70353e-17-0.000104049j 7.70002e-18-0.000433239j 1.61114e-18-0.00024933j -3.24605e-18+0.000228307j -1.01037e-17+0.000477811j 3.89788e-18-0.000264247j 4.05176e-18+0.000151321j 1.22021e-17+0.000138799j -4.65039e-17-0.000470448j 4.3924e-17+0.000414289j 1.45743e-17+0.000386951j 1.45505e-17+0.000171887j 5.19768e-18-4.12172e-05j 2.52641e-17-0.000166406j -5.25781e-18+0.000526898j 1.13594e-17+0.000205567j 1.12092e-17-0.000180074j -4.42809e-17+0.000525838j 8.20241e-18-0.00014112j -1.00303e-16-0.000326522j -1.13444e-17+0.000314193j 4.41736e-17-0.000536079j -1.35671e-17-0.000252363j -4.06905e-17+5.54049e-05j -4.63745e-17-0.00025856j -4.82021e-17+0.000115919j 2.54252e-16-0.000547594j 4.64628e-17+0.000303144j 9.88298e-17+0.000133795j -6.58306e-17-0.000238046j -1.51261e-17+0.000117172j 6.17329e-16-6.05027e-05j 8.85564e-17+8.87171e-05j 2.09129e-16-0.000461054j -2.31066e-15-0.00028772j 1.08907e-16+0.000151954j -1.98424e-16-0.00030553j 6.49654e-16-0.000576084j -4.3513e-16+0.000261671j -4.68904e-17+9.67861e-05j -3.11782e-16+0.00032079j 5.70729e-17+0.000414285j -2.91469e-17+0.000128956j 2.37241e-17-3.49738e-05j 1.93391e-17+8.89324e-06j 8.3183e-17-0.000156384j 4.03757e-17-0.000212874j -3.45854e-18-0.000458353j -3.2633e-16-0.000151608j -1.62998e-16-0.000374389j -1.23608e-16-0.000275167j -3.03611e-18+7.65279e-05j 1.4417e-16-0.00028172j 4.1677e-17-0.000426639j 1.72041e-17-0.000110554j -3.31222e-15-0.000355268j 2.18381e-17+5.90309e-05j 6.53015e-17+0.000508077j -3.46525e-17-0.000126086j 1.09111e-17+8.50543e-05j 4.78098e-17+0.000375581j -1.30188e-17-0.00020269j 1.48165e-17-0.000123389j 2.30676e-18+0.000209345j 1.67683e-17-0.000345718j -5.6168e-17+0.00038126j 2.42521e-16+0.000401015j 9.26058e-18-0.000120971j 3.42623e-18-0.000145874j 9.77067e-18+0.000246216j -1.15902e-17-0.000439684j -4.02003e-18-0.000208803j -9.81014e-18-0.000235917j 3.61915e-17+0.000406192j -3.33894e-17-0.000100485j 4.87614e-16+0.000283643j 
3.31971e-16+9.49975e-05j 2.15307e-17+3.34189e-05j -2.47313e-18+0.00013915j -5.17474e-19+8.0081e-05j 1.04258e-18-7.33287e-05j 3.24517e-18-0.000153466j -1.25194e-18+8.48722e-05j -1.30136e-18-4.8602e-05j -3.91912e-18-4.45802e-05j 1.49363e-17+0.000151101j -1.41077e-17-0.000133063j -4.68104e-18-0.000124283j -4.67341e-18-5.52074e-05j -1.66942e-18+1.32384e-05j -8.11446e-18+5.34471e-05j 1.68873e-18-0.000169232j -3.64848e-18-6.60252e-05j -3.60024e-18+5.7837e-05j 1.42223e-17-0.000168891j -2.63449e-18+4.53256e-05j 3.22157e-17+0.000104874j 3.64364e-18-0.000100914j -1.41879e-17+0.00017218j 4.35754e-18+8.10552e-05j 1.30692e-17-1.77952e-05j 1.48948e-17+8.30456e-05j 1.54818e-17-3.72313e-05j -8.16619e-17+0.000175879j -1.49231e-17-9.73653e-05j -3.17426e-17-4.2973e-05j 2.11438e-17+7.64568e-05j 4.85826e-18-3.7634e-05j -1.98277e-16+1.94325e-05j -2.8443e-17-2.84946e-05j -6.71691e-17+0.000148084j 7.4215e-16+9.24113e-05j -3.49794e-17-4.88053e-05j 6.37308e-17+9.81317e-05j -2.08659e-16+0.00018503j 1.39757e-16-8.40448e-05j 1.50605e-17-3.10862e-05j 1.0014e-16-0.000103033j -1.8331e-17-0.000133062j 9.36153e-18-4.14188e-05j -7.61982e-18+1.1233e-05j -6.21143e-18-2.85638e-06j -2.67171e-17+5.02281e-05j -1.29681e-17+6.83718e-05j 1.11083e-18+0.000147216j 1.04812e-16+4.86943e-05j 5.23524e-17+0.000120248j 3.97011e-17+8.83795e-05j 9.75153e-19-2.45796e-05j -4.63054e-17+9.04843e-05j -1.3386e-17+0.00013703j -5.5257e-18+3.55083e-05j 1.06384e-15+0.000114107j -7.01408e-18-1.89598e-05j -2.09739e-17-0.000163187j 1.11299e-17+4.0497e-05j -3.50448e-18-2.73182e-05j -1.53558e-17-0.000120631j 4.18143e-18+6.5101e-05j -4.75884e-18+3.96308e-05j -7.40896e-19-6.72385e-05j -5.38572e-18+0.00011104j 1.80403e-17-0.000122455j -7.7894e-17-0.0001288j -2.97436e-18+3.88542e-05j -1.10045e-18+4.68526e-05j -3.13819e-18-7.90808e-05j 3.72261e-18+0.00014122j 1.29117e-18+6.70643e-05j 3.15087e-18+7.5773e-05j -1.16242e-17-0.000130463j 1.07242e-17+3.22742e-05j -1.56614e-16-9.11017e-05j 
