-0.0669592-0j -0.0141897-0j -0.134595-0j -0.0581453-0j -0.120131-0j 0.125277-0j -0.104708-0j 0.0748645-0j -0.201874-0j -0.161389-0j 0.217346-0j 0.0708899-0j -0.0805882-0j -0.308021-0j -0.295607-0j 0.063888-0j 0.0553386-0j -0.164882-0j 0.000252305-0j -0.129765-0j 0.104856-0j -0.0627572-0j 0.00666074-0j 0.0182288-0j 0.0953366-0j 0.159464-0j -0.108728-0j -0.376888-0j -0.00744132-0j -0.0894862-0j 0.12348-0j -0.06439-0j 0.0152021-0j -0.0271911-0j 0.0779342-0j -0.113735-0j -0.132003-0j 0.103324-0j -0.141203-0j -0.0350735-0j 0.203836-0j -0.183633-0j 0.243476-0j -0.0922743-0j 0.104645-0j -0.156368-0j -0.116497-0j -0.137277-0j 0.0702878-0j -0.087528-0j 0.108728-0j -0.102479-0j 0.0543818-0j -0.119803-0j 0.013549-0j -0.0626664-0j 
1.67934e-05-0j 3.55879e-06-0j 3.37566e-05-0j 1.45829e-05-0j 3.01289e-05-0j -3.14196e-05-0j 2.6261e-05-0j -1.87761e-05-0j 5.06302e-05-0j 4.04765e-05-0j -5.45106e-05-0j -1.77793e-05-0j 2.02116e-05-0j 7.7252e-05-0j 7.41386e-05-0j -1.60232e-05-0j -1.3879e-05-0j 4.13527e-05-0j -6.32783e-08-0j 3.25453e-05-0j -2.6298e-05-0j 1.57396e-05-0j -1.67052e-06-0j -4.5718e-06-0j -2.39105e-05-0j -3.99936e-05-0j 2.72692e-05-0j 9.45238e-05-0j 1.86629e-06-0j 2.24432e-05-0j -3.09689e-05-0j 1.61491e-05-0j -3.8127e-06-0j 6.81956e-06-0j -1.9546e-05-0j 2.85248e-05-0j 3.31065e-05-0j -2.59138e-05-0j 3.54138e-05-0j 8.79647e-06-0j -5.11223e-05-0j 4.60554e-05-0j -6.1064e-05-0j 2.31425e-05-0j -2.62452e-05-0j 3.92174e-05-0j 2.92175e-05-0j 3.44291e-05-0j -1.76283e-05-0j 2.19521e-05-0j -2.72691e-05-0j 2.57019e-05-0j -1.3639e-05-0j 3.00467e-05-0j -3.39809e-06-0j 1.57168e-05-0j 
1.41012e-17-0j 2.98826e-18-0j 2.83449e-17-0j 1.2245e-17-0j 2.52988e-17-0j -2.63826e-17-0j 2.20509e-17-0j -1.5766e-17-0j 4.25134e-17-0j 3.39875e-17-0j -4.57717e-17-0j -1.4929e-17-0j 1.69714e-17-0j 6.48674e-17-0j 6.22531e-17-0j -1.34544e-17-0j -1.1654e-17-0j 3.47233e-17-0j -5.31339e-20-0j 2.73278e-17-0j -2.2082e-17-0j 1.32163e-17-0j -1.40271e-18-0j -3.83887e-18-0j -2.00773e-17-0j -3.35821e-17-0j 2.28976e-17-0j 7.93703e-17-0j 1.5671e-18-0j 1.88453e-17-0j -2.60041e-17-0j 1.35602e-17-0j -3.20147e-18-0j 5.72629e-18-0j -1.64125e-17-0j 2.39518e-17-0j 2.77991e-17-0j -2.17594e-17-0j 2.97365e-17-0j 7.38627e-18-0j -4.29267e-17-0j 3.86721e-17-0j -5.12745e-17-0j 1.94324e-17-0j -2.20377e-17-0j 3.29303e-17-0j 2.45335e-17-0j 2.89096e-17-0j -1.48022e-17-0j 1.84329e-17-0j -2.28975e-17-0j 2.15815e-17-0j -1.14525e-17-0j 2.52298e-17-0j -2.85333e-18-0j 1.31972e-17-0j 
-8.24662e-18-0j -1.74758e-18-0j -1.65766e-17-0j -7.1611e-18-0j -1.47952e-17-0j 1.5429e-17-0j -1.28958e-17-0j 9.22022e-18-0j -2.48625e-17-0j -1.98765e-17-0j 2.67681e-17-0j 8.73072e-18-0j -9.92515e-18-0j -3.79355e-17-0j -3.64066e-17-0j 7.86837e-18-0j 6.81544e-18-0j -2.03067e-17-0j 3.10736e-20-0j -1.59818e-17-0j 1.29139e-17-0j -7.72911e-18-0j 8.20329e-19-0j 2.24504e-18-0j 1.17415e-17-0j 1.96393e-17-0j -1.33909e-17-0j -4.64171e-17-0j -9.16464e-19-0j -1.1021e-17-0j 1.52076e-17-0j -7.9302e-18-0j 1.87227e-18-0j -3.34883e-18-0j 9.59829e-18-0j -1.40074e-17-0j -1.62574e-17-0j 1.27253e-17-0j -1.73904e-17-0j -4.31961e-18-0j 2.51042e-17-0j -2.26161e-17-0j 2.99862e-17-0j -1.13644e-17-0j 1.2888e-17-0j -1.92582e-17-0j -1.43476e-17-0j -1.69068e-17-0j 8.65656e-18-0j -1.07798e-17-0j 1.33908e-17-0j -1.26212e-17-0j 6.6976e-18-0j -1.47548e-17-0j 1.66867e-18-0j -7.71792e-18-0j 
-3.37137e-05-0j -7.14444e-06-0j -6.7768e-05-0j -2.92759e-05-0j -6.04854e-05-0j 6.30765e-05-0j -5.27202e-05-0j 3.76939e-05-0j -0.000101643-0j -8.12586e-05-0j 0.000109433-0j 3.56928e-05-0j -4.05758e-05-0j -0.000155087-0j -0.000148837-0j 3.21673e-05-0j 2.78627e-05-0j -8.30176e-05-0j 1.27034e-07-0j -6.53364e-05-0j 5.27945e-05-0j -3.1598e-05-0j 3.35366e-06-0j 9.17811e-06-0j 4.80016e-05-0j 8.02892e-05-0j -5.47443e-05-0j -0.000189761-0j -3.74667e-06-0j -4.50559e-05-0j 6.21716e-05-0j -3.24201e-05-0j 7.6542e-06-0j -1.36906e-05-0j 3.92396e-05-0j -5.72649e-05-0j -6.6463e-05-0j 5.20233e-05-0j -7.1095e-05-0j -1.76594e-05-0j 0.000102631-0j -9.24586e-05-0j 0.000122589-0j -4.64597e-05-0j 5.26885e-05-0j -7.87309e-05-0j -5.86557e-05-0j -6.91182e-05-0j 3.53896e-05-0j -4.407e-05-0j 5.47441e-05-0j -5.15979e-05-0j 2.7381e-05-0j -6.03203e-05-0j 6.82184e-06-0j -3.15523e-05-0j 
0.000231587-0j 4.90769e-05-0j 0.000465515-0j 0.000201103-0j 0.000415489-0j -0.000433288-0j 0.000362148-0j -0.000258929-0j 0.000698208-0j 0.000558186-0j -0.00075172-0j -0.000245182-0j 0.000278725-0j 0.00106533-0j 0.0010224-0j -0.000220965-0j -0.000191396-0j 0.000570268-0j -8.72631e-07-0j 0.000448812-0j -0.000362658-0j 0.000217054-0j -2.30371e-05-0j -6.30467e-05-0j -0.000329735-0j -0.000551526-0j 0.000376052-0j 0.00130352-0j 2.57368e-05-0j 0.0003095-0j -0.000427072-0j 0.000222702-0j -5.25785e-05-0j 9.40442e-05-0j -0.000269546-0j 0.000393367-0j 0.000456551-0j -0.000357361-0j 0.000488369-0j 0.000121306-0j -0.000704995-0j 0.000635121-0j -0.000842094-0j 0.000319143-0j -0.00036193-0j 0.000540821-0j 0.00040292-0j 0.000474789-0j -0.0002431-0j 0.000302727-0j -0.00037605-0j 0.000354439-0j -0.000188087-0j 0.000414355-0j -4.68609e-05-0j 0.00021674-0j 
3.87032e-05-0j 8.20181e-06-0j 7.77975e-05-0j 3.36087e-05-0j 6.94371e-05-0j -7.24117e-05-0j 6.05227e-05-0j -4.32726e-05-0j 0.000116686-0j 9.32848e-05-0j -0.000125629-0j -4.09752e-05-0j 4.6581e-05-0j 0.00017804-0j 0.000170865-0j -3.6928e-05-0j -3.19864e-05-0j 9.53041e-05-0j -1.45835e-07-0j 7.50061e-05-0j -6.0608e-05-0j 3.62745e-05-0j -3.84999e-06-0j -1.05365e-05-0j -5.51058e-05-0j -9.21719e-05-0j 6.28464e-05-0j 0.000217846-0j 4.30117e-06-0j 5.17241e-05-0j -7.13729e-05-0j 3.72182e-05-0j -8.787e-06-0j 1.57168e-05-0j -4.50469e-05-0j 6.574e-05-0j 7.62994e-05-0j -5.97226e-05-0j 8.1617e-05-0j 2.02729e-05-0j -0.00011782-0j 0.000106142-0j -0.000140732-0j 5.33357e-05-0j -6.04863e-05-0j 9.03829e-05-0j 6.73366e-05-0j 7.93475e-05-0j -4.06272e-05-0j 5.05922e-05-0j -6.28461e-05-0j 5.92343e-05-0j -3.14334e-05-0j 6.92477e-05-0j -7.83146e-06-0j 3.62219e-05-0j 
-1.10555e-17-0j -2.34283e-18-0j -2.22227e-17-0j -9.60026e-18-0j -1.98346e-17-0j 2.06843e-17-0j -1.72882e-17-0j 1.23607e-17-0j -3.3331e-17-0j -2.66466e-17-0j 3.58856e-17-0j 1.17045e-17-0j -1.33058e-17-0j -5.08567e-17-0j -4.88071e-17-0j 1.05484e-17-0j 9.13685e-18-0j -2.72234e-17-0j 4.16576e-20-0j -2.14253e-17-0j 1.73125e-17-0j -1.03617e-17-0j 1.09974e-18-0j 3.00972e-18-0j 1.57409e-17-0j 2.63287e-17-0j -1.79519e-17-0j -6.22272e-17-0j -1.22862e-18-0j -1.47749e-17-0j 2.03875e-17-0j -1.06313e-17-0j 2.50999e-18-0j -4.48947e-18-0j 1.28676e-17-0j -1.87785e-17-0j -2.17948e-17-0j 1.70597e-17-0j -2.33137e-17-0j -5.79092e-18-0j 3.3655e-17-0j -3.03194e-17-0j 4.01998e-17-0j -1.52352e-17-0j 1.72778e-17-0j -2.58177e-17-0j -1.92346e-17-0j -2.26655e-17-0j 1.16051e-17-0j -1.44516e-17-0j 1.79519e-17-0j -1.69202e-17-0j 8.97888e-18-0j -1.97805e-17-0j 2.23704e-18-0j -1.03467e-17-0j 
4.17345e-06-0j 8.84417e-07-0j 8.38906e-06-0j 3.62409e-06-0j 7.48754e-06-0j -7.8083e-06-0j 6.52628e-06-0j -4.66617e-06-0j 1.25824e-05-0j 1.00591e-05-0j -1.35468e-05-0j -4.41844e-06-0j 5.02292e-06-0j 1.91984e-05-0j 1.84247e-05-0j -3.98202e-06-0j -3.44915e-06-0j 1.02768e-05-0j -1.57257e-08-0j 8.08805e-06-0j -6.53547e-06-0j 3.91155e-06-0j -4.15152e-07-0j -1.13617e-06-0j -5.94216e-06-0j -9.93907e-06-0j 6.77685e-06-0j 2.34907e-05-0j 4.63804e-07-0j 5.57751e-06-0j -7.69628e-06-0j 4.01331e-06-0j -9.4752e-07-0j 1.69477e-06-0j -4.8575e-06-0j 7.08888e-06-0j 8.22752e-06-0j -6.44001e-06-0j 8.80092e-06-0j 2.18607e-06-0j -1.27047e-05-0j 1.14455e-05-0j -1.51754e-05-0j 5.75129e-06-0j -6.52236e-06-0j 9.74616e-06-0j 7.26104e-06-0j 8.5562e-06-0j -4.38091e-06-0j 5.45546e-06-0j -6.77682e-06-0j 6.38735e-06-0j -3.38952e-06-0j 7.46711e-06-0j -8.44482e-07-0j 3.90588e-06-0j 
4.37763e-18-0j 9.27688e-19-0j 8.7995e-18-0j 3.8014e-18-0j 7.85387e-18-0j -8.19033e-18-0j 6.84558e-18-0j -4.89446e-18-0j 1.3198e-17-0j 1.05512e-17-0j -1.42096e-17-0j -4.63461e-18-0j 5.26867e-18-0j 2.01377e-17-0j 1.93261e-17-0j -4.17685e-18-0j -3.61791e-18-0j 1.07796e-17-0j -1.64951e-20-0j 8.48376e-18-0j -6.85523e-18-0j 4.10292e-18-0j -4.35464e-19-0j -1.19175e-18-0j -6.23289e-18-0j -1.04254e-17-0j 7.10841e-18-0j 2.464e-17-0j 4.86496e-19-0j 5.8504e-18-0j -8.07283e-18-0j 4.20967e-18-0j -9.93878e-19-0j 1.77769e-18-0j -5.09516e-18-0j 7.43571e-18-0j 8.63006e-18-0j -6.75509e-18-0j 9.23151e-18-0j 2.29302e-18-0j -1.33263e-17-0j 1.20055e-17-0j -1.59179e-17-0j 6.03268e-18-0j -6.84147e-18-0j 1.0223e-17-0j 7.61629e-18-0j 8.97482e-18-0j -4.59525e-18-0j 5.72237e-18-0j -7.10838e-18-0j 6.69986e-18-0j -3.55536e-18-0j 7.83244e-18-0j -8.85799e-19-0j 4.09698e-18-0j 
-2.95409e-05-0j -6.26017e-06-0j -5.93803e-05-0j -2.56524e-05-0j -5.2999e-05-0j 5.52695e-05-0j -4.6195e-05-0j 3.30285e-05-0j -8.90622e-05-0j -7.12012e-05-0j 9.58881e-05-0j 3.1275e-05-0j -3.55537e-05-0j -0.000135892-0j -0.000130415-0j 2.81859e-05-0j 2.44141e-05-0j -7.27425e-05-0j 1.11311e-07-0j -5.72496e-05-0j 4.626e-05-0j -2.76871e-05-0j 2.93857e-06-0j 8.04213e-06-0j 4.20604e-05-0j 7.03517e-05-0j -4.79685e-05-0j -0.000166274-0j -3.28294e-06-0j -3.94793e-05-0j 5.44766e-05-0j -2.84074e-05-0j 6.70683e-06-0j -1.19961e-05-0j 3.43828e-05-0j -5.01772e-05-0j -5.82368e-05-0j 4.55843e-05-0j -6.22955e-05-0j -1.54736e-05-0j 8.99279e-05-0j -8.10149e-05-0j 0.000107416-0j -4.07093e-05-0j 4.61672e-05-0j -6.89863e-05-0j -5.13958e-05-0j -6.05633e-05-0j 3.10094e-05-0j -3.86154e-05-0j 4.79683e-05-0j -4.52116e-05-0j 2.3992e-05-0j -5.28544e-05-0j 5.97749e-06-0j -2.7647e-05-0j 
-9.47761e-17-0j -2.00845e-17-0j -1.9051e-16-0j -8.23007e-17-0j -1.70037e-16-0j 1.77321e-16-0j -1.48207e-16-0j 1.05966e-16-0j -2.85739e-16-0j -2.28435e-16-0j 3.07638e-16-0j 1.0034e-16-0j -1.14067e-16-0j -4.35982e-16-0j -4.18412e-16-0j 9.04291e-17-0j 7.8328e-17-0j -2.3338e-16-0j 3.5712e-19-0j -1.83674e-16-0j 1.48416e-16-0j -8.88286e-17-0j 9.42782e-18-0j 2.58016e-17-0j 1.34942e-16-0j 2.2571e-16-0j -1.53898e-16-0j -5.33459e-16-0j -1.05327e-17-0j -1.26662e-16-0j 1.74777e-16-0j -9.11397e-17-0j 2.15175e-17-0j -3.84872e-17-0j 1.10311e-16-0j -1.60984e-16-0j -1.86841e-16-0j 1.46248e-16-0j -1.99863e-16-0j -4.96441e-17-0j 2.88516e-16-0j -2.5992e-16-0j 3.44623e-16-0j -1.30608e-16-0j 1.48118e-16-0j -2.21329e-16-0j -1.64893e-16-0j -1.94306e-16-0j 9.94876e-17-0j -1.2389e-16-0j 1.53897e-16-0j -1.45052e-16-0j 7.69737e-17-0j -1.69573e-16-0j 1.91776e-17-0j -8.87e-17-0j 
-9.5377e-05-0j -2.02118e-05-0j -0.000191718-0j -8.28224e-05-0j -0.000171115-0j 0.000178445-0j -0.000149147-0j 0.000106637-0j -0.00028755-0j -0.000229883-0j 0.000309589-0j 0.000100976-0j -0.00011479-0j -0.000438747-0j -0.000421064-0j 9.10024e-05-0j 7.88246e-05-0j -0.000234859-0j 3.59384e-07-0j -0.000184839-0j 0.000149357-0j -8.93917e-05-0j 9.4876e-06-0j 2.59652e-05-0j 0.000135798-0j 0.000227141-0j -0.000154873-0j -0.000536841-0j -1.05994e-05-0j -0.000127465-0j 0.000175885-0j -9.17175e-05-0j 2.1654e-05-0j -3.87312e-05-0j 0.00011101-0j -0.000162004-0j -0.000188026-0j 0.000147175-0j -0.00020113-0j -4.99589e-05-0j 0.000290345-0j -0.000261568-0j 0.000346808-0j -0.000131436-0j 0.000149057-0j -0.000222732-0j -0.000165939-0j -0.000195537-0j 0.000100118-0j -0.000124675-0j 0.000154873-0j -0.000145972-0j 7.74617e-05-0j -0.000170648-0j 1.92992e-05-0j -8.92623e-05-0j 
1.50485e-05-0j 3.18902e-06-0j 3.02492e-05-0j 1.30677e-05-0j 2.69985e-05-0j -2.81551e-05-0j 2.35324e-05-0j -1.68252e-05-0j 4.53696e-05-0j 3.62709e-05-0j -4.88468e-05-0j -1.59319e-05-0j 1.81116e-05-0j 6.92253e-05-0j 6.64354e-05-0j -1.43583e-05-0j -1.24369e-05-0j 3.7056e-05-0j -5.67035e-08-0j 2.91638e-05-0j -2.35655e-05-0j 1.41042e-05-0j -1.49695e-06-0j -4.09677e-06-0j -2.14262e-05-0j -3.58382e-05-0j 2.44359e-05-0j 8.47025e-05-0j 1.67238e-06-0j 2.01113e-05-0j -2.77511e-05-0j 1.44712e-05-0j -3.41655e-06-0j 6.11099e-06-0j -1.75151e-05-0j 2.5561e-05-0j 2.96667e-05-0j -2.32213e-05-0j 3.17342e-05-0j 7.88249e-06-0j -4.58106e-05-0j 4.12702e-05-0j -5.47193e-05-0j 2.07379e-05-0j -2.35182e-05-0j 3.51426e-05-0j 2.61818e-05-0j 3.08518e-05-0j -1.57966e-05-0j 1.96712e-05-0j -2.44358e-05-0j 2.30314e-05-0j -1.22219e-05-0j 2.69248e-05-0j -3.04502e-06-0j 1.40838e-05-0j 
-1.99418e-17-0j -4.22598e-18-0j -4.00852e-17-0j -1.73169e-17-0j -3.57775e-17-0j 3.73102e-17-0j -3.11843e-17-0j 2.22962e-17-0j -6.01223e-17-0j -4.8065e-17-0j 6.47302e-17-0j 2.11125e-17-0j -2.40009e-17-0j -9.17351e-17-0j -8.8038e-17-0j 1.90272e-17-0j 1.6481e-17-0j -4.91055e-17-0j 7.51417e-20-0j -3.86469e-17-0j 3.12283e-17-0j -1.86904e-17-0j 1.98371e-18-0j 5.42891e-18-0j 2.83933e-17-0j 4.74916e-17-0j -3.23816e-17-0j -1.12245e-16-0j -2.21618e-18-0j -2.66509e-17-0j 3.67749e-17-0j -1.91767e-17-0j 4.52751e-18-0j -8.09809e-18-0j 2.32104e-17-0j -3.38726e-17-0j -3.93133e-17-0j 3.07721e-17-0j -4.20532e-17-0j -1.04456e-17-0j 6.07067e-17-0j -5.46899e-17-0j 7.25122e-17-0j -2.74812e-17-0j 3.11656e-17-0j -4.65698e-17-0j -3.46952e-17-0j -4.08838e-17-0j 2.09332e-17-0j -2.60677e-17-0j 3.23815e-17-0j -3.05205e-17-0j 1.6196e-17-0j -3.56799e-17-0j 4.03516e-18-0j -1.86634e-17-0j 
-0.000231699-0j -4.91005e-05-0j -0.000465739-0j -0.0002012-0j -0.000415688-0j 0.000433496-0j -0.000362322-0j 0.000259053-0j -0.000698544-0j -0.000558454-0j 0.000752082-0j 0.0002453-0j -0.000278859-0j -0.00106584-0j -0.00102289-0j 0.000221071-0j 0.000191488-0j -0.000570543-0j 8.7305e-07-0j -0.000449027-0j 0.000362832-0j -0.000217159-0j 2.30482e-05-0j 6.3077e-05-0j 0.000329893-0j 0.000551791-0j -0.000376233-0j -0.00130414-0j -2.57492e-05-0j -0.000309649-0j 0.000427277-0j -0.000222809-0j 5.26038e-05-0j -9.40894e-05-0j 0.000269676-0j -0.000393556-0j -0.00045677-0j 0.000357532-0j -0.000488604-0j -0.000121365-0j 0.000705334-0j -0.000635426-0j 0.000842499-0j -0.000319296-0j 0.000362104-0j -0.000541081-0j -0.000403114-0j -0.000475018-0j 0.000243217-0j -0.000302873-0j 0.000376231-0j -0.000354609-0j 0.000188177-0j -0.000414554-0j 4.68834e-05-0j -0.000216844-0j 
2.67632e-17-0j 5.67154e-18-0j 5.37969e-17-0j 2.32404e-17-0j 4.80157e-17-0j -5.00726e-17-0j 4.18514e-17-0j -2.9923e-17-0j 8.0688e-17-0j 6.45063e-17-0j -8.68721e-17-0j -2.83343e-17-0j 3.22107e-17-0j 1.23114e-16-0j 1.18153e-16-0j -2.55357e-17-0j -2.21186e-17-0j 6.59027e-17-0j -1.00845e-19-0j 5.18666e-17-0j -4.19103e-17-0j 2.50837e-17-0j -2.66227e-18-0j -7.28595e-18-0j -3.81056e-17-0j -6.37368e-17-0j 4.34582e-17-0j 1.5064e-16-0j 2.97426e-18-0j 3.57672e-17-0j -4.93543e-17-0j 2.57364e-17-0j -6.07621e-18-0j 1.08682e-17-0j -3.11499e-17-0j 4.54592e-17-0j 5.2761e-17-0j -4.12981e-17-0j 5.64381e-17-0j 1.40187e-17-0j -8.14723e-17-0j 7.33973e-17-0j -9.7316e-17-0j 3.68816e-17-0j -4.18262e-17-0j 6.24997e-17-0j 4.65632e-17-0j 5.48687e-17-0j -2.80937e-17-0j 3.49845e-17-0j -4.3458e-17-0j 4.09605e-17-0j -2.17361e-17-0j 4.78847e-17-0j -5.41545e-18-0j 2.50474e-17-0j 
-7.00598e-05-0j -1.48467e-05-0j -0.000140828-0j -6.08378e-05-0j -0.000125694-0j 0.000131078-0j -0.000109557-0j 7.83312e-05-0j -0.000211222-0j -0.000168862-0j 0.00022741-0j 7.41725e-05-0j -8.432e-05-0j -0.000322284-0j -0.000309295-0j 6.68464e-05-0j 5.79011e-05-0j -0.000172518-0j 2.63988e-07-0j -0.000135774-0j 0.000109711-0j -6.56633e-05-0j 6.96918e-06-0j 1.90729e-05-0j 9.97513e-05-0j 0.000166848-0j -0.000113763-0j -0.00039434-0j -7.78589e-06-0j -9.363e-05-0j 0.000129198-0j -6.73717e-05-0j 1.59061e-05-0j -2.84502e-05-0j 8.15431e-05-0j -0.000119001-0j -0.000138116-0j 0.000108109-0j -0.000147741-0j -3.66976e-05-0j 0.000213275-0j -0.000192137-0j 0.00025475-0j -9.65471e-05-0j 0.000109491-0j -0.000163609-0j -0.000121891-0j -0.000143633-0j 7.35426e-05-0j -9.15811e-05-0j 0.000113763-0j -0.000107225-0j 5.69e-05-0j -0.000125351-0j 1.41764e-05-0j -6.55682e-05-0j 
2.5194e-18-0j 5.33899e-19-0j 5.06425e-18-0j 2.18777e-18-0j 4.52002e-18-0j -4.71366e-18-0j 3.93974e-18-0j -2.81684e-18-0j 7.59567e-18-0j 6.0724e-18-0j -8.17782e-18-0j -2.66729e-18-0j 3.0322e-18-0j 1.15895e-17-0j 1.11225e-17-0j -2.40384e-18-0j -2.08216e-18-0j 6.20384e-18-0j -9.49318e-21-0j 4.88254e-18-0j -3.94529e-18-0j 2.36129e-18-0j -2.50616e-19-0j -6.85873e-19-0j -3.58712e-18-0j -5.99995e-18-0j 4.091e-18-0j 1.41807e-17-0j 2.79986e-19-0j 3.36699e-18-0j -4.64604e-18-0j 2.42273e-18-0j -5.71992e-19-0j 1.02309e-18-0j -2.93234e-18-0j 4.27936e-18-0j 4.96673e-18-0j -3.88766e-18-0j 5.31288e-18-0j 1.31967e-18-0j -7.66951e-18-0j 6.90936e-18-0j -9.16098e-18-0j 3.4719e-18-0j -3.93737e-18-0j 5.8835e-18-0j 4.38329e-18-0j 5.16515e-18-0j -2.64464e-18-0j 3.29331e-18-0j -4.09098e-18-0j 3.85587e-18-0j -2.04616e-18-0j 4.50769e-18-0j -5.09791e-19-0j 2.35788e-18-0j 
-1.35631e-05-0j -2.87423e-06-0j -2.72632e-05-0j -1.17778e-05-0j -2.43334e-05-0j 2.53758e-05-0j -2.12095e-05-0j 1.51644e-05-0j -4.08911e-05-0j -3.26905e-05-0j 4.4025e-05-0j 1.43593e-05-0j -1.63237e-05-0j -6.23919e-05-0j -5.98774e-05-0j 1.2941e-05-0j 1.12092e-05-0j -3.33982e-05-0j 5.11062e-08-0j -2.6285e-05-0j 2.12393e-05-0j -1.27119e-05-0j 1.34918e-06-0j 3.69238e-06-0j 1.93112e-05-0j 3.23005e-05-0j -2.20238e-05-0j -7.63414e-05-0j -1.50729e-06-0j -1.81261e-05-0j 2.50118e-05-0j -1.30427e-05-0j 3.0793e-06-0j -5.50776e-06-0j 1.57862e-05-0j -2.30378e-05-0j -2.67382e-05-0j 2.09291e-05-0j -2.86017e-05-0j -7.1044e-06-0j 4.12885e-05-0j -3.71963e-05-0j 4.93178e-05-0j -1.86908e-05-0j 2.11967e-05-0j -3.16736e-05-0j -2.35973e-05-0j -2.78064e-05-0j 1.42373e-05-0j -1.77294e-05-0j 2.20237e-05-0j -2.0758e-05-0j 1.10154e-05-0j -2.4267e-05-0j 2.74444e-06-0j -1.26935e-05-0j 
-2.12011e-05-0j -4.49284e-06-0j -4.26164e-05-0j -1.84104e-05-0j -3.80367e-05-0j 3.96661e-05-0j -3.31535e-05-0j 2.37041e-05-0j -6.39187e-05-0j -5.11001e-05-0j 6.88176e-05-0j 2.24457e-05-0j -2.55164e-05-0j -9.75278e-05-0j -9.35972e-05-0j 2.02287e-05-0j 1.75217e-05-0j -5.22063e-05-0j 7.98866e-08-0j -4.10873e-05-0j 3.32002e-05-0j -1.98706e-05-0j 2.10897e-06-0j 5.77173e-06-0j 3.01862e-05-0j 5.04905e-05-0j -3.44264e-05-0j -0.000119333-0j -2.35612e-06-0j -2.83338e-05-0j 3.90971e-05-0j -2.03876e-05-0j 4.8134e-06-0j -8.60945e-06-0j 2.46761e-05-0j -3.60115e-05-0j -4.17958e-05-0j 3.27152e-05-0j -4.47086e-05-0j -1.11052e-05-0j 6.454e-05-0j -5.81433e-05-0j 7.7091e-05-0j -2.92165e-05-0j 3.31336e-05-0j -4.95105e-05-0j -3.68861e-05-0j -4.34655e-05-0j 2.2255e-05-0j -2.77137e-05-0j 3.44262e-05-0j -3.24477e-05-0j 1.72188e-05-0j -3.79329e-05-0j 4.28997e-06-0j -1.98419e-05-0j 
1.04652e-18-0j 2.21774e-19-0j 2.10362e-18-0j 9.08768e-19-0j 1.87756e-18-0j -1.95799e-18-0j 1.63651e-18-0j -1.17008e-18-0j 3.15514e-18-0j 2.52239e-18-0j -3.39696e-18-0j -1.10796e-18-0j 1.25953e-18-0j 4.81414e-18-0j 4.62012e-18-0j -9.98522e-19-0j -8.64901e-19-0j 2.57699e-18-0j -3.94334e-21-0j 2.02814e-18-0j -1.63882e-18-0j 9.80849e-19-0j -1.04102e-19-0j -2.84902e-19-0j -1.49004e-18-0j -2.4923e-18-0j 1.69934e-18-0j 5.89048e-18-0j 1.16302e-19-0j 1.3986e-18-0j -1.9299e-18-0j 1.00637e-18-0j -2.37598e-19-0j 4.24977e-19-0j -1.21805e-18-0j 1.77759e-18-0j 2.06311e-18-0j -1.61488e-18-0j 2.2069e-18-0j 5.48173e-19-0j -3.18581e-18-0j 2.87005e-18-0j -3.80535e-18-0j 1.44218e-18-0j -1.63553e-18-0j 2.44392e-18-0j 1.82076e-18-0j 2.14553e-18-0j -1.09855e-18-0j 1.368e-18-0j -1.69934e-18-0j 1.60168e-18-0j -8.49948e-19-0j 1.87243e-18-0j -2.1176e-19-0j 9.79429e-19-0j 
-4.24254e-05-0j -8.99059e-06-0j -8.52794e-05-0j -3.68409e-05-0j -7.61149e-05-0j 7.93757e-05-0j -6.63432e-05-0j 4.74342e-05-0j -0.000127907-0j -0.000102256-0j 0.00013771-0j 4.49159e-05-0j -5.10607e-05-0j -0.000195162-0j -0.000187297-0j 4.04795e-05-0j 3.50626e-05-0j -0.00010447-0j 1.5986e-07-0j -8.22195e-05-0j 6.64367e-05-0j -3.9763e-05-0j 4.22025e-06-0j 1.15498e-05-0j 6.04053e-05-0j 0.000101036-0j -6.88904e-05-0j -0.000238796-0j -4.71482e-06-0j -5.66985e-05-0j 7.82369e-05-0j -4.07976e-05-0j 9.63206e-06-0j -1.72283e-05-0j 4.93792e-05-0j -7.20623e-05-0j -8.36372e-05-0j 6.54662e-05-0j -8.94662e-05-0j -2.22226e-05-0j 0.000129151-0j -0.00011635-0j 0.000154266-0j -5.8465e-05-0j 6.63033e-05-0j -9.90751e-05-0j -7.38125e-05-0j -8.69785e-05-0j 4.45344e-05-0j -5.54578e-05-0j 6.88901e-05-0j -6.4931e-05-0j 3.44563e-05-0j -7.59073e-05-0j 8.58462e-06-0j -3.97054e-05-0j 
