1.04769-6.45275e-14j -0.374295-3.08916e-14j -0.503032-4.29325e-15j 0.000302542+3.37138e-15j 0.101259+3.34608e-16j 0.147911+1.10787e-15j -0.0969584+2.14548e-17j -0.0738962-1.20684e-15j 0.108497+9.11928e-16j -0.0575744+3.94908e-17j 0.00401247+4.84474e-16j -0.0459957-7.16736e-16j 0.000486198-1.63432e-16j -0.00893453+3.97327e-16j 0.0620654+7.7533e-16j 0.0329806+3.04655e-16j 0.0316117+1.89796e-16j -0.00298755-8.51803e-17j 0.0413277+1.75865e-16j 0.00249171+9.90299e-17j 0.031875+8.73974e-18j -0.0282854-9.28999e-16j -0.014804-3.4237e-17j -0.00382871-4.07533e-17j 0.022966+1.54009e-16j -0.0175679-8.00763e-16j 0.0151538+2.834e-16j -0.032014-9.15849e-17j 0.0192598+3.77066e-16j -0.00943288+8.2557e-17j -0.0219441-1.17127e-15j -0.00267273+2.50765e-16j 0.00268654-3.01064e-16j -0.00404669-3.5636e-17j -0.0100763-6.94205e-15j -0.0195999-1.43569e-16j -0.0102577-3.01779e-16j 0.0340844+8.57223e-16j -0.00965283-6.09366e-16j -0.00506182+2.21897e-15j 0.0212167+3.80357e-15j 0.00962529-1.63399e-16j 0.0122261+4.97595e-16j -0.0210786-2.3227e-16j 0.002918+3.99059e-16j 0.0311421+3.79315e-16j -0.0202355-3.83543e-16j 0.000211387-8.94981e-17j 0.0385032-3.86676e-15j 0.00994971-1.49968e-16j 0.00619349-1.97726e-16j 0.0382684+1.21234e-16j 0.0312499+1.07395e-16j 0.000776081-5.58582e-17j 0.0514523+2.43325e-15j 0.0128854+9.11236e-15j -0.00520481-2.98131e-17j 0.0749369+5.19467e-16j 0.00173196+2.4452e-16j -0.0179031-7.4685e-17j -0.0625246+3.60032e-17j -0.000605282-1.66614e-16j -0.0273072-2.2089e-16j -0.00612497-1.78998e-16j -0.0902749-6.62641e-16j 0.0103829-6.28097e-16j -0.0815593-5.14817e-16j 0.0328175+3.2301e-16j -0.0437431+1.97398e-16j -0.125136-1.51701e-15j 0.152488+2.65442e-15j 0.100726-2.20746e-15j 
-0.152311+1.20201e-14j 0.0298217+5.42151e-15j -0.0118722-1.20738e-15j 0.336858+3.43396e-16j -0.124149+3.3459e-17j 0.0247629-1.29351e-16j -0.0175935-2.94853e-16j -0.229705-3.40701e-17j 0.0895964-6.61809e-16j -0.01537-4.48199e-17j 0.102247+3.8391e-16j -0.0387769+1.72405e-16j -0.00968626+2.77403e-16j -0.0816667-3.85467e-16j -0.245089+6.39769e-16j 0.0773128-1.58998e-15j 0.048754-9.0777e-17j 0.100605-1.85599e-15j 0.0831811-8.78966e-16j -0.0605092-1.67029e-15j -0.106881+3.70688e-17j 0.0260967-2.87774e-16j 0.0317501-4.16795e-16j -0.0504185+1.09763e-15j -0.0764169-5.5834e-16j 0.133218+4.31772e-15j -0.144674-2.29219e-15j -0.0182199-3.04508e-16j 0.0556232-3.07732e-16j 0.0923398-4.91299e-16j -0.116247-4.5051e-15j -0.0343941+1.44118e-15j 0.0745766-2.15456e-16j 0.0278241-4.37814e-17j 0.00438225+4.28168e-15j -0.0662095-7.15558e-16j -0.0254065-4.37636e-16j 0.0781946+5.12819e-16j 0.147259-2.23977e-16j -0.0136846+3.47709e-15j 0.0320337+5.73062e-15j -0.081984-3.34739e-16j 0.112614+1.9227e-16j 0.0567984-1.68025e-15j 0.0524651-8.99605e-15j -0.0236342+2.08319e-16j 0.0535474+8.71009e-16j -0.0407283+2.10823e-16j 0.032167-3.0018e-15j -0.0949801-6.57919e-17j 0.00873514+2.89343e-17j -0.0657564+1.42179e-16j 0.0916033+6.22016e-17j -0.0172583-2.55089e-15j 0.0761279+3.10975e-15j -0.0111923-8.0154e-15j 0.075251-5.35759e-17j 0.0643388+1.54126e-17j -0.0548261+2.64622e-16j 0.15698+1.66372e-16j -0.00817017-2.26267e-17j 0.0613524-9.61152e-17j 0.0284802+4.79994e-16j 0.0159294-2.79976e-16j 0.0132334-1.94503e-16j 0.0149481-1.48595e-16j 0.00747551-1.15417e-16j -0.0810932-8.81844e-17j 0.00712389-1.1621e-16j -0.0852144-1.12681e-16j 0.00311041+1.6023e-15j 0.0683736-4.07554e-15j 
-0.314807+2.93209e-14j -0.044456+1.2834e-14j 0.192763-5.55141e-16j 0.0981038-5.78784e-16j -0.0299203+1.61333e-16j -0.0584116+2.48806e-16j 0.0791909-7.52822e-17j -0.160704+5.13592e-17j 0.536134-5.27625e-16j -0.0585172-1.50219e-16j -0.0844995-3.30074e-16j -0.0928403-1.87898e-16j -0.0376554+7.4682e-17j 0.171893-1.25106e-16j -0.0366075+3.3896e-16j -0.0402063+1.74037e-16j 0.14103-5.13201e-16j -0.0197137-1.13868e-15j 0.124224-7.39488e-16j 0.0367508-6.5676e-16j -0.247447+1.9044e-16j -0.0249612-1.99031e-15j 0.095994+1.33418e-16j 0.0602947-4.25589e-16j 0.208059-4.50294e-16j -0.139641-2.01049e-15j -0.0129205+1.17854e-15j 0.06972-2.63622e-15j -0.0507819-2.45363e-15j -0.163662+2.95358e-15j -0.112233-4.69702e-15j 0.0126653+1.57035e-16j -0.0970384-7.59784e-16j -0.125948+8.72163e-16j 0.0189199+1.26316e-14j 0.0106525-4.61075e-16j 0.0524259+1.03592e-15j -0.0619021-6.36252e-16j -0.0756548-3.46635e-16j 0.0411795-1.14338e-15j -0.0263495-1.26932e-15j 0.116148+4.44833e-16j 0.0169138+5.41621e-16j -0.185418-1.57105e-15j 0.089396-8.3688e-15j 0.0709461-1.07542e-15j -0.128574-2.68254e-15j -0.0629707-1.37851e-15j 0.0923519-9.98884e-15j -0.00319798-4.46007e-16j -0.0456953+6.52684e-17j 0.0926535-9.27669e-17j -0.0178331-4.58568e-17j -0.000583856-9.7256e-16j 0.1225+5.08835e-15j 0.027279+1.9118e-14j 0.0635374-1.62191e-16j 0.18902-7.88855e-16j 0.0164099+8.01803e-16j -0.0546224+2.54774e-16j -0.0729379+3.76175e-16j 0.0102263+2.22131e-16j -0.253364+3.38804e-16j 0.111687-2.74753e-16j -0.104306+6.92353e-17j 0.184141-3.90415e-16j 0.0720589-1.22808e-16j 0.156198-1.94798e-16j -0.194323-2.64987e-18j 0.0924722-2.89048e-16j 0.00637146-1.2186e-15j -0.0404098+2.80768e-15j 
0.279863-2.62608e-15j -0.554259-1.98435e-15j -0.175804+3.06338e-16j -0.175252-6.59949e-16j 0.183119-3.81349e-17j -0.0106476-1.10155e-16j -0.0723223-1.2975e-16j -0.0759256+3.56705e-17j -0.00814734-1.29888e-16j 0.532915+8.35874e-16j -0.0101675-1.97805e-17j -0.0527538+1.28283e-16j -0.228423-3.22721e-16j -0.062315+8.1991e-17j -0.152068-4.92168e-16j -0.0986837-2.3755e-16j -0.139594+3.95122e-17j 0.0978139-2.08056e-15j 0.050558-1.55708e-15j 0.212843+1.75481e-15j -0.0479396-1.10295e-16j -0.0345646-1.22832e-15j 0.177337-8.08749e-16j 0.0254035+1.98833e-16j -0.0369159+1.01213e-15j -0.1497+4.81992e-16j -0.183935+9.92552e-16j 0.109453-2.4932e-15j -0.0633581-1.40422e-15j -0.10938+7.46948e-16j -0.012367-7.38743e-16j 0.0217624-6.66981e-16j -0.0340184-4.80537e-16j 0.0148596-1.86777e-16j -0.0704706-4.90593e-14j -0.0653731+6.31836e-16j -0.0307115-1.21137e-15j -0.108962-2.22048e-15j 0.0559636+1.37551e-15j 0.071138+4.84556e-15j 0.00153023+7.71584e-15j 0.0904561+1.20417e-18j 0.101067+8.26928e-16j -0.0267612-1.27132e-15j 0.0324362-4.09544e-15j -0.0216399-5.56365e-16j -0.0794358-3.01981e-15j -0.145989-2.60133e-15j 0.0202357-2.47553e-15j 0.00141892-1.98823e-16j -0.0894747+7.4985e-16j -0.0315062+4.09862e-16j -0.000234564+8.75486e-17j -0.0362338-4.61283e-15j 0.036678+1.68974e-15j 0.0899636+6.39929e-14j 0.111241+2.14677e-16j -0.00728701-3.65343e-17j 0.000282153+8.51071e-18j -0.00959636+2.51054e-16j 0.0349529+1.9346e-16j -0.039053+7.01437e-17j -0.0982427-9.28553e-17j 0.190291-3.8856e-16j 0.0537887+6.3757e-17j 0.0466259-1.4111e-16j -0.0255445+7.6831e-19j -0.0437466+2.92941e-17j 0.0840144+3.24419e-16j 0.043777-1.85892e-16j 0.065039-5.18408e-15j -0.168789+1.26992e-14j 
-0.43542+4.98992e-14j -0.34905+2.14613e-14j 0.0989514+4.87585e-16j -0.364461-1.79669e-15j -0.0690869+1.007e-16j -0.102318+6.32097e-16j -0.135341-1.91515e-16j 0.225972+1.47937e-16j 0.141697+1.21036e-16j 0.167592+3.80323e-16j 0.452645-1.05876e-16j 0.111288-2.23928e-17j -0.153361-6.96505e-16j 0.314563+1.09849e-16j 0.241316-4.60372e-16j -0.0955698+1.72196e-15j 0.132655+3.5042e-16j -0.253885+3.22938e-15j -0.171541+1.37918e-15j -0.0185338+1.0463e-16j -0.139597-7.39675e-16j -0.0862073-2.40669e-15j -0.215002+5.99308e-17j -0.184146+2.06358e-15j -0.0396167-6.55107e-16j -0.102432-1.69482e-15j -0.0135944+1.38437e-15j -0.0102493-8.0097e-16j 0.172043-5.74888e-17j 0.0683923-3.97458e-16j -0.0193405+8.42784e-16j -0.0626521+1.14406e-15j -0.157271+1.33832e-15j -0.0325915-1.24824e-15j -0.00314702-4.52653e-15j 0.118073+2.18466e-15j 0.0313762+1.01564e-16j 0.150297+3.22031e-15j 0.0605137-9.84237e-16j 0.0529404-7.92591e-16j -0.0505345-1.86727e-15j -0.141481-1.59126e-16j 0.0213048+4.52511e-17j 0.0392414+9.11884e-16j -0.0190616+1.74513e-15j 0.130291+8.51805e-16j 0.0406388+2.4284e-15j 0.124933+1.77389e-15j -0.109794+1.16065e-14j -0.0759885-1.20537e-16j -0.0678239+1.07438e-16j -0.0277145+5.10146e-16j -0.0390947+2.17515e-16j 0.124489+1.50861e-14j -0.061161-3.76334e-15j -0.023909-1.70502e-14j 0.0811676+1.99412e-16j 0.0628119-4.25714e-16j -0.0721263+5.18016e-16j -0.0595793+9.37519e-17j 0.158109+1.1803e-16j -0.139938-4.28112e-16j 0.0573532+1.43606e-16j -0.107145+2.31246e-16j -0.148913-1.97076e-16j -0.198161-1.85684e-16j -0.0954422-1.46383e-16j 0.0765603+1.06037e-16j -0.0117792-5.92085e-17j -0.238005-4.29352e-16j 0.149157+3.72095e-15j 0.189886-7.91172e-15j 
-0.205238+1.42904e-14j 0.0816474+6.49489e-15j 0.0908712+2.80414e-16j -0.0263069-4.98763e-17j 0.446465-3.46442e-16j -0.0633835-2.85762e-16j 0.0728266-3.65634e-16j 0.0293519+2.26878e-16j 0.182376+3.20368e-16j -0.113604-4.42064e-16j 0.0357615+6.74419e-17j -0.0816064-6.63969e-16j 0.140918-1.08742e-16j 0.184732-5.71476e-16j 0.146376-8.80748e-16j -0.043226+1.09819e-15j 0.228886-2.76883e-16j 0.112579-2.13712e-15j 0.0290084-1.34811e-15j 0.190279+9.93643e-16j 0.1375-4.85345e-16j -0.133936-4.41678e-15j 0.223796-4.81482e-16j -0.00831349+1.10629e-15j -0.0370451+7.64019e-16j 0.0732221+1.08554e-15j 0.0235452+1.68851e-16j -0.0601127+1.7507e-15j 0.000742752+2.18726e-15j 0.237184-1.48633e-15j -0.105127-4.61917e-15j 0.0292536+2.50531e-15j 0.0283522-5.8814e-16j -0.0634779-9.57007e-16j 0.0319418+2.44921e-14j -0.155155-3.35551e-15j 0.104851+2.93521e-15j 0.0590076-3.52133e-16j 0.154413-7.50712e-16j -0.105849+4.85924e-15j 0.106566+8.43729e-15j -0.0682274-3.23581e-16j 0.12425+2.94552e-17j 0.0522847-2.15024e-15j 0.0637573-9.70243e-15j 0.0636691+4.96117e-16j 0.0538516+2.26678e-15j 0.0610287+1.42639e-15j -0.0266957+2.96227e-15j -0.000987744+4.14911e-16j 0.0784728-1.00744e-15j 0.0647444-3.46835e-16j 0.0832516-1.78099e-16j 0.0169215+1.06146e-15j 0.0932728+3.80375e-15j 0.0653771+4.6104e-14j 0.0913933-4.31997e-16j 0.134994-2.35803e-16j 0.0345626+3.77986e-16j -0.054636+2.34955e-16j 0.0322227-2.20885e-16j 0.0134787-3.04991e-16j -0.0441969+2.67143e-16j -0.0306063-3.8151e-16j -0.168276-2.51498e-16j 0.127901-2.81746e-16j -0.0823078-1.00373e-16j 0.146445-2.5815e-16j -0.0826866-8.22897e-18j 0.163627-3.28275e-16j 0.00453003+2.38238e-15j 0.0943449-5.66722e-15j 
-0.267431+3.4233e-14j -0.305274+1.57217e-14j 0.182225+7.95538e-16j -0.282395-6.02482e-16j -0.23666-7.75138e-17j -0.458723+2.15116e-15j 0.0199636+1.26112e-17j 0.264391+1.55417e-16j -0.104983+7.93985e-17j -0.00823826-2.68689e-16j 0.181453-1.71742e-16j -0.0588994-1.4413e-15j 0.238022+3.07166e-16j -0.174328+2.53488e-16j 0.16784-4.57221e-16j -0.017153+9.92719e-16j -0.117301+1.60685e-16j -0.0215095+5.8707e-16j 0.0945508-7.83376e-16j 0.182157+2.09591e-15j 0.0650125+2.74776e-16j -0.114475-2.54977e-15j 0.0766148-3.43572e-16j -0.0255785+5.62047e-16j 0.0537509+7.31144e-16j -0.200667-8.04452e-15j 0.377687+4.04513e-15j -0.149863+2.45297e-15j -0.107402+8.96188e-16j -0.15276+6.46925e-16j -0.0382828-2.60449e-15j 0.0151248-1.23299e-15j 0.0776115-1.66782e-15j 0.0243818+1.4356e-15j 0.0243488+1.84442e-14j -0.0761209-1.19343e-15j 0.0217593+5.10535e-16j -0.0467082-8.1129e-16j -0.094348-8.72109e-18j -0.105743-2.85004e-15j 0.0509506-3.98738e-15j 0.0658177-4.58557e-16j -0.11084-7.08189e-16j 0.0944187+7.66327e-16j -0.0614846+6.08542e-15j 0.00896881-8.83965e-17j -0.0270281+1.13159e-16j 0.0784238+2.04554e-15j 0.103635-9.9924e-15j -0.00361306+1.37303e-16j 0.0635858-6.18995e-16j -0.0341146-3.4685e-16j 0.105545-5.97499e-16j -0.069576-8.16057e-15j 0.0103041+8.64287e-16j -0.0371008-2.60037e-14j -0.0990298-2.47183e-16j -0.0613238+7.93163e-17j 0.0295731-3.4063e-16j -0.0457732-1.92975e-16j -0.0416557+8.67416e-17j 0.0816739-3.55556e-16j 0.0563646+2.57859e-16j -0.0745352-1.76181e-16j -0.0478173-2.29293e-16j 0.0316704-3.72876e-16j 0.0240601-3.18292e-16j -0.0829168-2.45515e-17j -0.0503284-2.59265e-16j -0.0782047-2.67807e-16j -0.162636+2.77877e-15j 0.0338791-6.35322e-15j 
0.33072-2.07659e-14j -0.0436351-1.08609e-14j -0.08615-9.98481e-16j -0.147398-1.15646e-15j 0.343805+4.69755e-15j -0.00843692+5.70063e-16j -0.157318-2.40238e-15j 0.166954+2.42401e-15j 0.036803+1.18553e-15j -0.0647029-1.01316e-15j -0.126605-2.42063e-15j 0.219292+3.9724e-15j 0.122394+8.89475e-16j 0.138572+2.0293e-15j 0.0756932-1.02059e-16j -0.125741-2.42299e-16j -0.0414591+6.56863e-17j -0.0160866+2.5694e-16j -0.0697503-6.89887e-16j 0.0665143+1.64737e-15j 0.198188+1.70739e-15j -0.0882463-4.15613e-15j 0.0567525+2.05312e-16j -0.189824+8.42758e-16j 0.0356946-2.31151e-16j 0.171733+4.47853e-15j -0.00518538-1.81612e-15j -3.51056e-05+4.37975e-16j 0.0290785+9.0399e-16j 0.0455172-5.83649e-16j 0.0140472+6.74503e-16j -0.00539442+2.45316e-16j -0.0127999+5.3956e-16j 0.0693274+8.18922e-18j -0.00526114-4.33085e-15j 0.0558964+2.35217e-15j 0.0165636-2.45112e-16j -0.0536966-1.64731e-15j 0.0168802+1.00752e-15j 0.0701924-4.00447e-15j -0.0796536-8.82845e-15j 0.055312+1.15764e-15j 0.110571+2.02487e-15j 0.0862281-1.75032e-15j 0.0748164-1.21074e-14j -0.0299345+6.55321e-16j 0.106602+4.03544e-15j 0.0132954+1.52772e-15j -0.00752762+9.89516e-16j 0.016246-4.78703e-17j -0.0664414-4.9202e-16j -0.0682874-4.99625e-17j -0.023616-5.06585e-16j 0.0567013+7.21974e-15j 0.0315052+1.23865e-15j -0.0294989-2.17106e-14j -0.0265375-7.87907e-16j 0.0666448+1.0871e-15j 0.0311074+4.92238e-16j -0.0191576-6.76669e-17j 0.000676714+1.91767e-16j -0.0251554-4.40719e-16j -0.0655457-5.8303e-16j -0.00255433-2.38588e-16j 0.0251879+2.09005e-16j -0.0194591-7.45881e-16j 0.0506265+3.10148e-16j -0.00810787-1.03638e-17j -0.0151523-3.76711e-16j -0.0165251-6.43979e-16j -0.00215003+6.37609e-18j -0.000492586+2.8613e-16j 
0.280415-3.01344e-14j 0.183389-9.34151e-15j -0.00817003+1.82298e-15j 0.0904457+1.14156e-15j -0.0246727-2.17493e-16j -0.0297417-2.42842e-16j -0.461652-4.48847e-15j 0.0943643+1.55443e-15j 0.0446708+1.03365e-16j -0.0384705-5.71916e-16j -0.23432-1.65558e-15j -0.160534-3.66728e-15j 0.0190244-1.41272e-15j 0.0911767+1.19764e-15j -0.114132+6.39787e-16j 0.151893+1.55831e-16j 0.08688+2.18878e-15j 0.158093-1.54227e-16j 0.069135+1.84112e-17j -0.0782357-2.7568e-15j -0.139261-8.40344e-16j -0.158106-8.72167e-15j -0.0703733-1.84789e-16j -0.151962+1.06786e-15j 0.00110611-1.02864e-15j -0.0481865-4.89909e-16j -0.039666+1.93806e-16j 0.0688103+9.39439e-16j -0.0338159+1.38559e-15j 0.139896+1.34492e-15j 0.0846656+3.2471e-15j 0.200938+4.20052e-15j -0.145303-1.50909e-15j -0.11717-1.73984e-15j -0.0776537-5.79801e-14j 0.095191+3.2118e-15j -0.133622-4.15267e-15j 0.0919944+5.27218e-15j -0.155693-3.17328e-15j 0.0679612+2.21043e-15j -0.0360793+2.2729e-15j -0.00660049-2.1346e-16j 0.00771255+7.59845e-16j -0.0765592-1.53828e-16j 0.0148216+2.39945e-16j 0.140127+3.13751e-15j 0.124194+7.32623e-15j 0.174482+5.65014e-15j 0.0666969-4.88288e-15j 0.00821312-1.43352e-15j -0.148609-1.69366e-15j 0.0453719+8.67112e-16j -0.122091-4.49773e-16j 0.0579785+7.46559e-15j -0.052654-2.55401e-15j -0.0795848-5.76359e-14j -0.16034-2.20045e-15j 0.0468275+9.16251e-16j 0.0649996+1.14954e-15j -0.0340704-6.16302e-17j 0.0566963+1.08636e-15j -0.151328-1.2711e-15j 0.049934+2.90748e-16j -0.119628-7.04144e-16j -0.0773412-8.94546e-16j -0.167545-1.79401e-15j -0.138762-1.19625e-15j -0.0563758-1.06144e-15j -0.0493359-1.15562e-15j -0.249751-3.64533e-15j -0.0615625+4.40479e-15j 0.177314-1.11763e-14j 
0.579876-2.91628e-14j -0.497729-1.59123e-14j -0.378595-1.37557e-15j 0.0411121+3.14126e-16j 0.121633+7.79448e-16j -0.123738-7.79653e-17j -0.114688+2.06589e-15j -0.0749434-6.80028e-16j -0.0162726+4.97794e-17j 0.123459+7.59824e-16j -0.172969+2.74447e-16j 0.287413+3.55201e-15j 0.410625+1.40115e-15j 0.104127-5.29965e-16j -0.126372-3.39355e-16j -0.0555692-8.99909e-16j -0.158537-1.04955e-15j 0.00412314-1.43805e-15j 0.0681407-1.3978e-17j -0.0317369-5.30637e-16j -0.220572-4.85424e-16j 0.0101465-9.98225e-16j 0.0874094+4.40282e-16j -0.122004+3.05878e-15j 0.0937378-6.29317e-16j 0.0715863+1.03855e-16j 0.101569-3.1891e-16j -0.0341693-2.87079e-16j -0.0215716-8.86948e-16j -0.0480138-6.6744e-16j -0.11958-6.00167e-15j -0.0506437-1.04307e-15j 0.023929+4.54726e-16j -0.0345643+1.52087e-15j 0.039123+2.78266e-14j 0.0526288-5.59272e-16j 0.0784424+2.3898e-15j 0.0319126+1.41417e-16j -0.00894186+4.02088e-16j -0.0391503-7.7625e-15j -0.0356925-1.16137e-14j -0.0386095+2.58873e-16j -0.0145363-2.7296e-16j 0.0179207-1.3365e-15j 0.054927-8.19256e-15j -0.0273721-1.11207e-15j -0.0388924-1.89651e-15j 0.0113987-1.27481e-15j -0.0839834+7.59249e-15j 0.0633239+2.98048e-16j 0.0823617+6.88592e-16j 0.0315202-5.05921e-16j -0.0171474+4.98285e-16j 0.00130375+2.14409e-16j -0.0313663-1.0581e-15j -0.000306705+2.1361e-16j 0.0100348+8.86423e-16j 0.00996743-4.67609e-16j -0.0648302-3.35937e-16j -0.100667+1.18919e-16j -0.0288804-2.99629e-16j 0.0296356+7.63301e-16j 0.038359+1.00786e-17j -0.0861931+5.34662e-16j -0.0582694-2.4134e-17j 0.0252504+8.76186e-16j -0.0282244+6.38533e-16j 0.0966093+6.5434e-16j 0.0147429+4.58107e-16j 0.0938108+1.63431e-15j 0.0600458+5.19832e-16j 0.0263204-7.50281e-16j 
-0.339879+2.14631e-14j 0.259364+1.0298e-14j -0.0933262+4.70851e-16j 0.274276+1.8297e-16j -0.0882663+1.07907e-15j -0.361954+2.78829e-15j -0.0138189+8.22896e-16j -0.244389+1.49301e-15j -0.0462213+4.97791e-16j -0.119361+2.40874e-16j -0.0799738+3.80831e-16j 0.0566741+3.00674e-16j -0.342506+8.36383e-16j -0.0581083+3.85946e-16j -0.219691+1.78967e-15j 0.110323-2.16751e-15j -0.185406+1.69999e-15j 0.197608-4.45928e-15j 0.138223-1.92523e-15j 0.15598+6.46351e-16j 0.122585+3.20222e-16j -0.100592-3.35867e-15j 0.0482494-9.17325e-16j -0.235993+5.54289e-15j -0.0235553-3.19e-16j 0.0895072+2.37917e-15j -0.174339-7.00812e-16j -0.231276+3.20442e-15j 0.059449+2.38755e-15j 0.122276-6.66078e-15j -0.0285517-4.61415e-16j -0.18592-6.04337e-16j 0.157407-8.3404e-16j 0.155015-1.20914e-15j -0.144145-1.0016e-13j 0.0223785+2.88323e-15j -0.131012-2.77037e-15j -0.0819694-4.1643e-16j -0.0379615+1.36455e-15j 0.0612625-4.14894e-15j -0.0679642-6.48435e-15j 0.0831672+1.00562e-18j 0.106452-1.02869e-16j 0.117849-3.0251e-15j 0.0426608-9.45995e-15j -0.0530768+9.11005e-16j 0.0143043-1.22624e-15j -0.118103-1.12722e-15j 0.00554215-1.29378e-15j 0.0713066-3.30494e-17j -0.142533+1.34232e-15j -0.0711171+1.53398e-15j 0.0389833-1.38301e-16j 0.0303141+2.96284e-15j 0.0666949+2.0872e-15j -0.0749184-5.26846e-14j -0.0231371+4.87176e-17j -0.0121866-1.791e-16j -0.0727069-1.00251e-17j -0.0731208-1.99395e-16j -0.126457+1.10887e-15j -0.0554812+7.41677e-16j -0.0814101+2.80426e-16j 0.046919-4.44642e-16j 0.0773866-5.86608e-16j 0.0705613-3.64553e-16j -0.0118939-9.73004e-17j -0.0987123+9.04653e-16j 0.113073-2.81042e-16j -0.0282773+4.98629e-16j 0.0806876-1.80463e-15j -0.0293028+4.26689e-15j 
-0.504483+7.67944e-14j -0.763266+3.58748e-14j -0.126462-7.8021e-16j -0.173081+9.06994e-16j 0.0146694-1.05597e-15j 0.0728725+1.17538e-15j -0.300004+1.37027e-15j -0.0183796-2.36805e-15j 0.123661+6.91312e-16j -0.049996+1.55806e-15j 0.166659-1.55176e-15j -0.071062-1.27668e-15j 0.177174+5.80192e-16j -0.397794+2.65605e-15j -0.0788786+8.69204e-16j -0.138865+9.40777e-16j -0.137182+4.27556e-16j 0.0618542-3.24096e-16j -0.229645+2.36397e-15j -0.0752096+7.2658e-16j 0.129818-1.99635e-15j 0.133651+4.28314e-15j 0.0837853-9.42764e-16j 0.0232924+1.37217e-15j 0.0148532-4.70588e-16j 0.161423+8.39569e-16j 0.00284668-2.17385e-15j 0.153151-5.59495e-16j -0.162166+7.94011e-16j -0.0273609+1.68564e-15j 0.190378+5.10114e-15j 0.211192-1.22619e-15j -0.0355859-1.97566e-16j 0.0184198-7.99985e-16j -0.0119712-8.68791e-15j 0.0365709+3.96253e-16j -0.0921312-8.75444e-16j -0.142796-6.28244e-16j -0.109777+1.7306e-15j 0.0521535-2.91583e-15j -0.0423052-2.94232e-15j 0.147659-1.11929e-16j 0.103931-2.47798e-16j -0.00672866-2.76188e-15j 0.0886694-1.35286e-14j -0.0571495+8.63787e-16j 0.0487392+1.4825e-15j -0.0192578+5.16303e-16j -0.0109278+6.14978e-16j 0.136498-1.18302e-15j 0.00337282+6.12701e-16j 0.0911626-9.10014e-16j -0.0514651-8.568e-17j -0.0588231-5.88866e-15j -0.0530584-1.81219e-15j -0.0119131-7.91397e-15j -0.0955093+8.34863e-16j -0.0618223+9.45887e-16j 0.0996097-6.15285e-16j 0.0241037+2.87829e-16j -0.0100048+4.95789e-16j 0.0164782-5.05652e-16j -0.0140031+2.44126e-16j 0.00996998-1.08965e-16j 0.180464-1.148e-15j -0.0162992+5.26829e-17j 0.036449-6.91416e-16j -0.144558+1.17427e-15j 0.116206-7.61677e-16j 0.0606769-3.58038e-16j 0.00319177-3.12784e-15j -0.103268+7.83442e-15j 
-0.250962+1.39255e-14j 0.270108+7.18128e-15j 0.196365-3.73487e-16j -0.0654263+7.92314e-16j 0.119424-1.00334e-15j -0.0978682+2.07444e-16j 0.0993916+4.63656e-16j 0.546755-2.94213e-15j -0.142811+3.78841e-16j -0.205338+1.69901e-15j 0.170065-2.72613e-15j 0.250444-7.8316e-16j -0.184352-1.55229e-16j -0.0034327+1.00904e-15j -0.168389+1.9095e-15j 0.0759457-1.44252e-15j 0.176321-8.86739e-16j 0.00506204+1.15853e-15j -0.0284256+1.29801e-15j 0.0844709+1.85166e-15j 0.232633-1.70196e-15j -0.15417-2.11976e-15j -0.0409287-3.04682e-16j -0.0707353+3.42392e-16j 0.0392416-4.58532e-17j -0.0997613-2.8575e-15j 0.104629+4.79912e-17j 0.0481951-5.91167e-15j 0.10412-4.83136e-15j -0.416555+8.61307e-15j -0.131769-4.43615e-15j -0.0247632-2.53126e-15j 0.0352366-8.9223e-16j 0.0830787+1.53476e-15j -0.029406-2.08806e-14j 0.0119505+2.12697e-15j 0.00970584-1.31929e-15j 0.0681307+2.26934e-16j 0.0624401-5.08506e-16j 0.0313452+6.93341e-15j 0.0338584+1.02999e-14j -0.0124701-1.24038e-15j -0.0682036+4.17992e-16j -0.0958577+1.23543e-15j -0.0161838+4.20574e-15j -0.0480115-3.68245e-16j -0.1586-2.74616e-15j -0.065146-2.03703e-15j -0.0018547-1.4343e-15j 0.133764-9.67483e-16j -0.0796031+3.74924e-16j 0.0602944-6.85285e-16j 0.0268586-4.72671e-16j -0.0579813-5.54564e-15j -0.00115804+5.17272e-17j -0.0438341-3.07269e-14j 0.0168909+4.57151e-16j -0.046169-5.93935e-17j -0.11274+1.0237e-16j -0.0995165-2.82617e-16j -0.036508+9.59144e-17j 0.0419929-1.31423e-15j 0.00449581+1.32131e-16j -0.0461818+2.1343e-16j -0.00790075-7.71268e-16j -0.0316025-1.77114e-16j 0.0313671-1.08962e-15j -0.0133644+7.30698e-16j -0.0191664-2.32401e-17j 0.0279133-5.63693e-16j 0.0164983-1.36007e-15j -0.052118+4.54994e-15j 
