5.89989e-15+0.400063j -1.32714e-15+0.042249j 2.40466e-16+0.0465615j 5.43913e-16+0.0124928j 4.2336e-16-0.0342201j -6.59788e-16-0.0578906j -3.06703e-16+0.0198636j -3.77838e-16-0.0249253j 1.01951e-15+0.106065j -1.38007e-15+0.0791469j 1.07924e-15+0.117657j -3.07984e-16-0.0735629j -6.62816e-16+0.0437111j 6.45605e-16+0.0507127j 4.50399e-16+0.0382904j -4.9603e-16-0.0177589j 1.47886e-16-0.016615j 1.96733e-17-0.00972885j -2.63656e-16-0.0230508j 4.04143e-17+0.0187228j -1.67865e-16-0.021295j 2.57728e-16-0.000165264j -3.62058e-16+0.0040658j -2.74118e-16-0.01386j 4.21962e-17+0.00189782j -2.0558e-16+0.0066288j -8.93395e-16-0.0222263j -3.44179e-17-0.00208532j -4.98209e-16-0.000795117j 7.83763e-16+0.0182146j 3.10165e-15+0.00783407j 2.24167e-16+0.00420426j 2.02904e-16+0.00102933j -1.23634e-16+0.00923721j 1.72843e-16+0.00149054j 4.75827e-17+0.0118448j -1.35593e-18+0.0096676j 1.07228e-16+0.0032764j 7.5537e-17-0.00286228j 1.54567e-15+0.00523412j 1.16821e-15-0.000171772j -3.12654e-14+0.0207182j -7.02357e-16-0.019131j 1.33555e-16+0.00105132j 4.66485e-17+0.00221655j 1.6952e-16+0.00864687j 3.82e-16+0.0118044j 1.82743e-16+0.000421363j -1.04618e-16-0.00231581j 6.94877e-17-0.0157036j 9.96773e-17+0.011771j -1.30392e-16-0.0110372j 1.7187e-15+0.0157806j -2.05703e-16-0.0189913j -6.92174e-17-0.00203527j -2.92188e-17-0.00333482j -3.19908e-16-0.0117388j -9.51086e-17-0.012544j 3.60274e-16+0.0199332j 1.75012e-16+0.0179303j 4.17619e-16+0.0148472j -7.41687e-17-0.0212831j 5.15381e-17+0.00535658j 4.82978e-18+0.00749119j -8.55693e-17+0.0041569j -2.28547e-16-0.0220408j 9.36373e-17-0.00243676j 1.30427e-17+0.00762543j 2.41585e-16+0.0128778j 3.18195e-18+0.0191039j -1.17928e-16-0.0306912j -3.147e-16-0.0116764j 
1.16796e-15+0.0173404j -1.6092e-16+0.00847422j 1.39295e-15-0.00846943j 4.93964e-16+0.000302894j -3.07951e-16+0.0024187j -2.48907e-15+0.00827861j 1.22653e-15+0.0268411j -2.03983e-15+0.0734282j -4.46281e-16+0.0890059j 1.65183e-15-0.0406864j -1.68074e-17-0.0539893j 2.99994e-15-0.0499578j -4.2046e-16-0.0526987j -1.80003e-15-0.0197504j 3.45439e-15-0.0742661j 1.54208e-16-0.0341492j -1.35831e-15-0.0233228j -4.02142e-15+0.0654896j -1.72248e-16-0.0166968j -1.2185e-15+0.0371157j 2.36603e-15-0.0736077j 3.14394e-16+0.0645354j 3.97142e-15-0.0680583j 1.56089e-15+0.0416767j 1.30339e-16-0.0174726j -5.45366e-16+0.0559225j 1.64004e-15+0.0984062j 4.84539e-15+0.0538696j -3.43266e-15-0.0369369j 1.79349e-16-0.0154399j -1.11843e-14-0.0338437j -3.91823e-15-0.0724677j -3.72115e-16-0.0219046j -2.79666e-15+0.0440101j 4.42445e-16+0.0599091j 3.27528e-15+0.0497297j 4.76396e-15+0.041913j -6.15168e-15+0.174872j -1.59773e-16-0.166996j 7.79527e-15+0.0418884j 9.55005e-15+0.0261234j -7.37157e-15+0.00501756j -8.34259e-15-0.0653573j -1.04024e-15+0.0491115j -3.06447e-15+0.0244094j -8.21667e-16+0.0674693j -1.78136e-15-0.12957j -3.37361e-15-0.159513j -7.64374e-15-0.114858j -6.12268e-15+0.140158j -1.71981e-14+0.250395j -6.08508e-16-0.0571735j 1.22812e-15-0.115137j -2.47657e-15+0.0893844j 2.38356e-14-0.108267j -1.17881e-14+0.429965j 6.28804e-15+0.156867j 1.07272e-14+0.0548339j 4.16008e-15+0.191205j 6.41043e-15+0.0657075j -1.11157e-15+0.143853j 1.73492e-15-0.00967613j -2.10638e-15+0.0403105j -5.13827e-15-0.020013j 4.38584e-16+0.0826926j 3.46283e-15+0.052309j 3.68653e-18+0.0402375j -1.27877e-15-0.0203741j -6.68008e-16+0.0269197j 9.514e-17-0.0161506j 7.26346e-16-0.00904902j 5.62039e-17+0.00382836j 
2.19004e-16+0.0295963j 1.72015e-16-0.000312729j -1.06902e-15+0.00991923j -3.0043e-16+0.00642838j 7.57862e-16-0.0126459j -9.22367e-17-0.0137608j -1.22226e-15+0.0454303j 4.25997e-15-0.00380459j 3.97256e-15+0.0273096j -3.32221e-15+0.014927j -6.83389e-16-0.0188261j -5.17514e-15+0.0486216j -1.32121e-16-0.0386555j -1.76871e-15-0.0176943j -3.29918e-15+0.0353508j -1.00318e-15-0.015726j -1.47714e-15-0.0427374j 4.12688e-15-0.050293j -5.16337e-16+0.01309j 1.50955e-15+0.00449154j -4.13462e-15+0.0176385j 2.71315e-15+0.0170321j -2.25879e-15-0.00566219j -9.41561e-16+0.0683758j -7.91176e-16+0.00320139j 3.30631e-15-0.0290233j 6.37488e-15-0.0346353j 2.41557e-15+0.0573855j -5.31511e-15-0.00606186j 2.16966e-15+1.55716e-05j 7.03563e-15+0.0362878j 3.98572e-15-0.116301j 1.99117e-15-0.0191847j 4.61495e-15-0.0761373j 2.46358e-15-0.0206584j -8.03164e-16+0.107935j 1.37154e-16+0.0900607j -3.31238e-16+0.108247j -4.32674e-15-0.0323383j -3.94659e-14-0.179167j -4.01694e-14+0.00312308j -2.95316e-14+0.02186j -2.85578e-15-0.119661j 4.73434e-15-0.0472543j 3.50107e-15-0.0716435j 1.59102e-15-0.0399736j -6.48473e-15-0.0536562j -7.36256e-15-0.0468144j -3.06307e-15-0.158358j 1.30055e-14-0.0751187j 1.95613e-14-0.300674j -4.26709e-15-0.0344429j 6.32096e-15+0.193551j 2.96682e-15+0.00149797j -1.40575e-14+0.501439j 2.05961e-14-0.108712j 6.27024e-15+0.144095j -7.96949e-15+0.27454j 4.70331e-15+0.149924j 1.85659e-15+0.128312j 2.55411e-15+0.0756022j -3.56815e-15+0.0331228j 4.36219e-15-0.0761946j 1.34207e-15-0.0881003j 2.03903e-15+0.0525527j 9.8168e-17+0.0825117j 1.51169e-15+0.00272172j -3.86436e-16-0.0465856j 2.10004e-15-0.00369572j -4.96022e-16+0.011148j -6.83467e-16-0.000559988j 4.2539e-16-8.84744e-05j 
4.81722e-16+0.0055004j -3.9422e-16-0.0184357j -5.50293e-16+0.0279517j 2.89711e-16+0.0027137j -8.13589e-17-5.91779e-05j -3.24961e-16-0.0936759j 5.83546e-16-0.0398191j 1.21207e-15-0.00376105j 9.93917e-16+0.0351293j 1.28006e-16-0.0539037j 1.29054e-16+0.0249691j -6.54016e-16-0.0417329j -1.2364e-15+0.0631739j -1.87075e-16-0.0866246j 6.02154e-16+0.070661j -6.6211e-16+0.00082414j -1.74555e-15-0.0342438j 4.95347e-16-0.0165677j 3.79915e-16-0.0402257j 1.19018e-16+0.0102329j -3.17703e-16+0.0512983j 4.32064e-16+0.0235598j -2.86679e-15+0.0618957j 2.23637e-15-0.0730781j -4.67372e-16-0.00541399j 1.08757e-15+0.0619578j 1.93853e-15+0.02006j 7.97883e-17-0.0195309j -3.21257e-15-0.0405417j 3.76836e-15+0.0389058j 8.83631e-16+0.000268893j -2.13956e-15+0.0514923j -9.73118e-16+0.110431j -1.47303e-15-0.00632242j -1.14915e-15-0.0254745j 1.0884e-15+0.0314428j 1.70595e-15+0.124271j 6.59565e-15-0.222933j -3.99029e-15-0.0742566j -2.36184e-14+0.0288062j -1.97264e-14-0.128242j -2.41543e-15+0.00321987j -3.54146e-15-0.063378j 2.85919e-15+0.0703337j 5.61283e-16+0.00698558j -3.64234e-16+0.0471962j -2.75103e-15-0.0293158j -2.46272e-15-0.034644j -6.0599e-15-0.228264j 3.2498e-15+0.149456j 4.15835e-16+0.0483026j -3.48065e-15-0.290788j -4.7735e-15-0.0626677j 4.93568e-15-0.138879j 7.9976e-15+0.151924j 1.03157e-16-0.0377984j 3.54319e-15-0.0138355j -1.06782e-15-0.114161j 4.42446e-15-0.0513438j 2.60753e-15+0.0806446j -2.90054e-15-0.336683j 1.27033e-16-0.0492076j -1.24514e-15+0.192127j -2.81194e-15-0.0546476j 1.61476e-15-0.0465893j 1.9387e-15+0.0255328j -1.1408e-15+0.00291122j -6.46723e-16-0.0579993j 9.19935e-17+0.0205763j 4.63557e-16-0.0050713j -4.51739e-16-0.00874024j 3.11211e-16-0.00295698j 
2.31568e-16+0.00196798j 8.55334e-16+0.00357834j 1.68867e-15+0.0227524j 6.75629e-16+0.0119278j -3.33419e-16-0.0281792j -2.4923e-15-0.0459962j 1.69568e-15+0.0274377j -2.10661e-15-0.0547162j 2.76714e-15+0.042252j 3.06941e-15+0.0390086j -2.3504e-15-0.0572747j 4.55266e-15+0.0706239j -2.545e-15-0.0341515j -1.00649e-15-0.00847638j -8.28274e-16+0.000193209j -1.29279e-15-0.0125363j 1.42171e-15+0.0322624j -9.53735e-16-0.0315423j -2.45672e-15-0.0334477j -1.31737e-15-0.0101143j -1.07309e-15+0.00408815j 7.92539e-16+0.0116218j 7.92769e-16+0.0273558j -4.66228e-15-0.0718658j -4.12456e-15-0.0496068j 1.12494e-16+0.0176321j 1.65002e-16-0.021344j 4.79346e-15+0.0573391j -4.10935e-17+0.000551238j -5.35173e-15-0.0573887j 1.4295e-15+0.0121645j -5.57478e-15-0.112776j -1.28374e-15+0.00842187j 2.99621e-15+0.0241809j -8.53549e-16-0.000837096j -7.71968e-15-0.0723916j 1.31805e-16+0.0400446j 1.9502e-15-0.0115343j -6.34658e-15-0.0903609j -2.3257e-14-0.0249459j -2.74476e-14-0.0749777j 2.52322e-13-0.173728j -3.91337e-15-0.0310447j -9.18763e-15-0.153776j -4.28579e-15-0.106566j 1.71448e-14+0.225638j 1.13754e-14+0.168103j -1.85933e-14-0.21231j 1.07965e-16-0.0394609j -5.74826e-15-0.111788j -6.78593e-15-0.0952025j 4.49715e-16-0.0187236j -1.50585e-14-0.0828207j -1.65255e-14-0.28157j -1.96349e-14-0.215316j 1.54568e-14+0.193388j -1.8489e-14-0.191556j -3.12205e-15+0.0365866j -5.46778e-16-0.0173381j 3.31847e-15+0.0537142j -4.05845e-15-0.110815j 1.78885e-14+0.278589j -2.15827e-15-0.00451252j -7.73508e-16-0.035752j 3.67396e-16-0.033206j -2.68994e-15-0.0517627j -1.03171e-15+0.00514887j 4.4368e-16-0.0262177j 1.83354e-16+0.0092239j -2.29009e-15-0.0271638j 2.34645e-15+0.0251769j -1.08732e-15-0.0183872j 
3.8114e-16+0.0210914j 1.93847e-16+0.0208667j 1.04107e-16+0.0679726j 4.54426e-16-0.022504j -5.91046e-16+0.0283311j -3.44469e-16+0.00870387j 6.04858e-16-0.0112681j 4.08826e-17-0.00573181j 7.10059e-16+0.00585517j 2.65452e-16-0.00101967j -7.09462e-16-0.000708398j 1.1067e-16-0.048964j 8.74232e-18-0.0237016j 1.00696e-16+0.0113176j -5.65576e-16+0.0100573j -9.39423e-17-0.00234734j 9.28941e-16-0.00318717j 3.019e-16+0.0184155j -5.34592e-16-0.0179729j -1.93993e-16-0.0215345j -1.00996e-15+0.0207538j 9.83911e-16-0.0364136j 1.53284e-15-0.0268742j -3.19885e-16-0.00276637j -4.93985e-16-3.22883e-05j 6.32977e-16-0.0208868j -1.59959e-16-0.0188367j -9.97706e-17-0.00155088j 1.69389e-15+0.0299651j -2.28667e-16+0.0154888j 2.50546e-15+0.00460545j -3.82112e-16+0.0102789j -1.54432e-16-0.0403566j 9.65867e-16+0.0608494j 5.39389e-17-0.0106221j -9.14359e-16-0.0466106j -6.46112e-16+0.025604j -2.07679e-15+0.0586795j -2.8101e-15-0.113395j 1.92785e-16-0.0782242j 3.68888e-16+0.091433j 1.69277e-13-0.112438j -7.47303e-15-0.225953j 1.81537e-15+0.125945j -1.93134e-15+0.214442j 1.6295e-15-0.0399773j -9.58468e-16-0.142315j -3.37951e-15-0.027005j 5.49604e-16+0.00694021j 1.08609e-15-0.120775j 3.8408e-16-0.280673j 1.77172e-15-0.0542882j 1.41089e-14+0.153658j 7.83488e-16-0.0151277j -5.07243e-15-0.0955821j -3.63721e-16+0.113308j -2.47127e-15-0.127467j -3.37982e-15-0.098124j 9.6928e-16-0.0304152j -4.52359e-16-0.00469068j -8.17774e-16-0.0579977j 1.36384e-15+0.00429021j 8.88428e-16+0.0680277j 1.38817e-15-0.025343j 5.4743e-16+0.031374j 9.22064e-16+0.035368j 7.4448e-19+0.0662303j -2.0728e-16+0.0961317j 3.18728e-17-0.0962491j -7.1314e-16-0.0109059j 4.65396e-16+0.0280286j 1.14842e-16+0.0184178j 
8.11795e-18-0.00324134j 4.5964e-17-0.014736j 2.61305e-16+0.0272419j 4.52739e-16+0.0244823j -2.52507e-16-0.0398652j -4.15947e-16-0.0493861j 6.18738e-16+0.00295068j -3.69502e-16-0.0694295j -1.0005e-15-0.0468899j 3.26498e-17-0.0809463j -1.34691e-15-0.104093j -1.49572e-15-0.0424271j -6.36698e-16+0.0142507j 8.9639e-16+0.0362463j -1.63705e-15-0.0538492j 1.1189e-15+0.0411756j 1.36459e-15+0.114113j -1.44656e-15-0.106607j 9.20287e-16-0.017851j -3.74998e-16-0.0151284j -1.02296e-15+0.0146912j 1.21501e-15+0.0364714j -2.98128e-16-0.0261382j 9.58765e-16-0.0102226j 8.40182e-16-0.00252396j 9.01975e-16+0.00667548j 3.43756e-15+0.0394792j 2.07868e-15+0.0402606j -2.71289e-16+0.00867736j 1.84757e-15-8.47121e-05j 3.04629e-14+0.0812745j 1.2939e-15-0.00759146j -2.84962e-15-0.062499j 8.56404e-16+0.00502183j 1.12723e-15-0.00104863j -1.85193e-15-0.0623997j -2.2424e-15-0.0171427j 2.72206e-16-0.0122744j -2.05811e-15-0.0513315j 4.65196e-14+0.158362j 3.51024e-14-0.00161275j 1.344e-13-0.0899081j -4.56098e-16-0.00630142j 1.42967e-15+0.0543129j -3.37842e-15-0.0721959j -5.28313e-15-0.190993j -4.33596e-15-0.150626j -6.18457e-16+0.0278774j 1.00881e-15-0.0386683j 1.02397e-16-0.0093914j 1.23479e-16-0.0610088j 5.72777e-15+0.0585907j 2.52289e-15-0.0281157j -7.32896e-16-0.370818j -3.31336e-15-0.184052j -6.42e-15-0.237346j 7.74534e-15+0.197167j 2.59166e-15+0.368651j -2.79993e-16+0.0595439j -1.99573e-15-0.0117895j 2.4271e-15+0.0430089j -2.98224e-15-0.174769j 1.4105e-15+0.0940151j 1.17256e-15+0.0702868j 6.95452e-16-0.0228566j 1.62655e-15+0.0362441j 2.80368e-15+0.164097j -3.76903e-17-0.0163076j -2.51894e-16-0.00035513j 1.6721e-16+0.00114088j 5.93178e-16+0.0178858j 1.53275e-16-0.0182966j 
1.31911e-16+0.00168018j -1.89012e-17+0.0440412j 3.0278e-16+0.0191074j 5.07519e-16-0.0357775j -1.41697e-15+0.0425717j -4.13456e-16+0.0087358j -6.78918e-16+0.0713285j -9.33872e-16+0.073408j -1.44058e-16-0.00485165j -3.16408e-16+0.0237111j -1.1096e-15+0.0565257j -6.95954e-17+0.00910024j -9.91074e-16-0.0143859j 3.94959e-17-0.0193077j -1.23602e-16-0.0103851j 7.88566e-17-3.26326e-05j -4.3145e-16+0.0619526j -1.50038e-16+0.0149786j -4.83741e-16-0.0218266j -9.35713e-16-0.00351507j 1.65709e-16-0.00822631j -2.20644e-16+0.0128136j -6.22041e-16+0.0136072j -3.86623e-16-0.0102215j 5.54704e-16-0.0295224j -1.70885e-16+0.0703871j 9.46904e-16-0.00985293j -1.06095e-15-0.00506533j 1.73946e-15+0.0263068j -5.54004e-16-0.0117308j 2.15941e-14+0.0646704j 9.40887e-16-0.0363039j 4.74544e-16-0.00864286j 1.90875e-17+0.0222294j -2.14156e-15-0.0414562j -6.44333e-16+0.0105188j 8.52342e-16-0.147075j 6.81663e-16-0.00527366j -1.54702e-15+0.0188249j -2.45238e-14-0.133782j -2.21609e-14+0.0428519j 4.95286e-14-0.0334566j -5.12225e-15-0.136133j 9.37856e-16+0.0208815j 4.81537e-16-0.116899j 1.23829e-15+0.0394905j -1.81515e-15-0.0513923j -1.36655e-15-0.184638j -1.05113e-15+0.153217j -2.27401e-15+0.148716j -6.95759e-16-0.0896412j 7.13227e-16-0.0777011j -9.74616e-15-0.124118j -2.47707e-15-0.039837j -1.73261e-15-0.160035j -2.21913e-16-0.375511j -3.55501e-15-0.20468j -2.02254e-16-0.0399334j -1.85918e-15+0.00787352j 1.85634e-15-0.126727j 8.83679e-16-0.0150398j 1.73164e-15-0.0965105j 9.71892e-16+0.0252962j -3.02672e-15+0.142839j 2.58697e-16+0.0310288j -8.43262e-16+0.182073j 9.08069e-16-0.0211877j 3.8907e-16+0.00184691j -3.15258e-16+0.0102136j 8.16206e-16-0.0651067j 3.84983e-16+0.0362402j -6.59963e-17+0.00267033j 
2.29382e-16+0.0109221j 2.56457e-16+0.00853813j 2.03699e-16+0.00589504j -3.21514e-17-0.01992j -5.24403e-17+0.00224649j -1.03452e-16-0.0282787j -3.35274e-16+0.0096852j 3.7043e-16+0.0112802j -4.22221e-16-0.00709281j -7.64009e-17-0.0310478j 1.44805e-16-0.0344105j -4.30032e-17-0.0279216j 4.05651e-16-0.0553531j 6.34849e-17+0.0411427j -3.47914e-16-0.0304171j 1.11084e-16-0.0116045j -4.73157e-16-0.0796084j 2.41418e-16+0.0240601j -3.01972e-16-0.0256087j -6.98753e-16-0.0233303j -2.70068e-16-0.019329j 7.03752e-16-0.0201912j 6.02411e-16-0.0288208j -4.38958e-16+0.0254783j 9.08816e-17+0.0110874j -2.17462e-16-0.0597596j 1.0277e-16+0.0043253j 1.31365e-15+0.00118931j 4.44962e-17-0.0338036j -1.1538e-15-0.0631142j -9.4239e-15-0.0251508j -1.46661e-15+0.00677332j 1.29901e-15+0.0885338j -1.10586e-15-0.0582501j -6.38162e-15-0.0758927j -1.58103e-15-0.0512673j 2.43483e-16+0.0634982j 6.36359e-16-0.0779573j -4.85878e-15-0.153882j -1.57789e-14-0.0689847j -1.21154e-14+0.0146367j 2.14249e-14-0.0137807j 1.20227e-15+0.0270855j -1.49961e-15-0.106061j 3.7112e-16+0.0285385j -6.35126e-16+0.0225744j -3.67587e-16-0.0191493j 7.58654e-16+0.123588j 2.19092e-15+0.110211j 1.56356e-15+0.0369539j 9.73734e-18-0.00382237j -2.11748e-16+0.113341j -4.4318e-15-0.0394736j -1.43224e-15-0.0613864j -2.70783e-15-0.187701j -6.52625e-15-0.336401j 3.24317e-15+0.203593j -1.77652e-15-0.277509j 1.46208e-15-0.070619j 4.08083e-15+0.31323j 4.84154e-15+0.254856j 2.25083e-15+0.2157j 2.03216e-15+0.13875j -1.41384e-15-0.17844j 6.57766e-17-0.0458734j 7.30828e-16+0.0343193j 1.27534e-15+0.141717j 4.36832e-17+0.00476048j 2.24581e-16+0.0334583j -5.86197e-17-0.0185947j 1.24704e-17-0.00442733j -1.31899e-16-0.0324882j 
1.70289e-16+0.00877654j 6.58476e-17-0.0094473j 2.85462e-16+0.0123887j 9.60993e-17+0.0214019j -4.56872e-16-0.013272j -5.54045e-16-0.00758717j -6.58727e-16+0.0027567j -5.36857e-16-0.0246832j 1.20735e-15+0.0505882j -1.08523e-15+0.0182819j -3.62555e-16+0.005469j 3.12609e-16+0.0492319j -2.22612e-16-0.00180276j 1.35807e-16-0.0484781j 5.51888e-16+0.0358916j -5.78314e-16-0.0121484j 2.34499e-16-0.000123408j 1.98211e-17-0.040925j 1.80976e-16+0.043609j -2.61022e-16-0.00396794j -2.10512e-19+0.010749j 7.85754e-17+0.0487532j -1.98039e-15+0.0283068j -5.99908e-17-0.0173201j -7.50119e-16-0.0143586j -1.51408e-16-0.0220686j 4.52284e-16+0.00303792j 6.19142e-17-0.0114559j 4.28107e-16+0.0131121j 1.58606e-15+0.0458894j 1.43271e-15+0.00290704j 7.94673e-17+0.026319j 1.55616e-15-0.0235434j 1.49071e-16+0.0150304j -8.30819e-16+0.00105201j 6.289e-17+0.0684032j 5.4016e-16+0.0316831j -2.72633e-16+0.0307482j -1.65812e-15-0.0382122j -9.12786e-15-0.0335141j -7.6125e-15-7.95598e-05j -1.2483e-13+0.0826591j -2.85279e-15-0.0132266j 1.3658e-15+0.0508652j -4.16751e-17-0.101437j 3.05341e-16-0.000347239j -2.13938e-15+0.0180186j -4.83857e-15-0.0934722j -3.61254e-15-0.0870648j 1.43723e-15+0.0186823j -2.0883e-15+0.00438261j -1.73458e-15-0.0065242j 3.49786e-15+0.0355648j 3.56375e-15+0.288789j -4.37179e-15-0.319009j -1.61387e-15-0.243608j 9.93307e-15+0.381463j -4.54798e-15-0.20798j 3.10635e-15+0.333093j 4.28818e-15+0.0643917j -2.26246e-15-0.182993j -4.5347e-15-0.0491781j 4.05966e-15+0.0268477j 1.25058e-15-0.0168698j 3.56519e-16+0.0666228j -1.15732e-15+0.0203242j 8.6715e-17-0.0902506j -1.41566e-15-0.00857655j 1.83756e-16-0.0245142j 3.87401e-16+0.00425293j 6.73275e-16+0.0185616j 1.91035e-16+0.0128766j 
6.40673e-16-0.019843j -6.95308e-16+0.0291907j 5.21295e-17-0.0248499j -2.24776e-16+0.00510713j 1.57897e-15-0.0543447j -7.9987e-16+0.0190545j 4.52506e-16-0.0232835j 1.64438e-16-0.0218503j -2.24897e-16+0.0115j 3.34902e-16-0.00826917j -8.49498e-16+0.0271223j -1.37504e-15+0.0571146j 4.9845e-16-0.0108673j -9.5432e-16+0.0373625j 1.07718e-17-0.00172466j 9.65879e-16-0.0191633j -7.04062e-17+0.0263475j -1.46249e-15+0.0370605j 1.53203e-15-0.0547309j 1.29404e-15-0.0536397j -5.46294e-16+0.0150248j -3.90275e-16+0.0151917j -3.7314e-16+0.00622188j -5.16899e-17+0.00488881j 3.2827e-16-0.0321407j 8.26128e-16-0.0497927j 2.9928e-17+0.0141322j -8.12726e-16+0.0137326j 1.25028e-16-0.00920704j 4.60309e-16-0.00879601j 3.99177e-15+0.00930271j -5.86717e-16+0.0216361j -2.79135e-15+0.0998973j 1.66537e-15-0.0798514j -4.66471e-15-0.112551j -8.51255e-16-0.0270347j 1.3499e-15-0.0210596j -8.88948e-16+0.0434006j 8.46178e-16+0.0222881j 2.71691e-14+0.130012j 2.55106e-14-0.0172113j 1.33763e-13-0.0870732j 8.63877e-16-0.00610163j 1.48427e-16-0.0370111j -4.9631e-16-0.0437435j -1.18681e-15+0.0844478j -4.27571e-16-0.065735j 8.97905e-16-0.119468j 5.25732e-16-0.0873197j -1.11978e-15+0.00520187j 1.52456e-15-0.181246j 1.66744e-15-0.0313289j 3.42449e-15+0.0337402j -2.46862e-15+0.168255j -8.17065e-15+0.161328j -3.07294e-15+0.0436874j 3.34476e-15+0.066924j 3.23348e-15-0.228963j 1.08377e-14-0.270749j -1.81953e-15+0.0914912j -4.27229e-15+0.11663j 1.17369e-14-0.398847j -8.37256e-15+0.265834j -2.14103e-15+0.191887j 1.97628e-15-0.0712518j 3.43428e-15-0.135164j -1.53997e-15+0.0380228j 8.9089e-16-0.128911j -1.44781e-15+0.0677923j -3.80223e-16+0.0339172j -2.20602e-16+0.0174432j 4.86839e-16-0.020116j 
5.01581e-17-0.0100455j -1.34735e-16-0.0181502j 6.18883e-17+0.0456263j 3.90628e-17+0.0197011j 4.13306e-16+0.00782737j -4.18867e-16+0.0160575j 1.31685e-16+0.00909857j 2.75237e-16+0.00454534j 1.86049e-16+0.0335656j 1.90067e-16+0.00107287j -1.61686e-16-0.0369349j -6.48995e-17+0.0104215j -1.67266e-16-0.00663573j -2.96791e-16+0.00258055j -1.61345e-16-0.010588j 3.63416e-17-0.0776934j 6.84803e-17-0.0306311j -2.96766e-16-0.00575999j 1.98624e-16+0.029304j 1.52752e-16-0.00647886j -5.26344e-16+0.0180945j 1.95358e-16+0.0110325j 2.46849e-16-0.00886004j 4.99985e-17-0.017366j -1.00659e-16-0.0112766j 2.04424e-16-0.0131627j -1.40426e-16-0.00278086j 2.30062e-16+0.0159323j 5.69049e-17+0.0374774j -1.82895e-16+0.0658189j -2.61893e-14-0.0775881j -1.98579e-15-0.00363358j -2.95492e-17-0.0566446j 7.51682e-16+0.0341954j -1.15803e-15-0.0566758j -7.57637e-16+0.0952538j -3.13313e-16-0.0663764j 7.18437e-17-0.00818893j -3.08316e-15-0.135767j -1.19545e-14+0.0625274j -1.11837e-14-0.127901j -5.15584e-14+0.0340381j -2.58723e-15-0.0234129j 1.48516e-15+0.125744j -1.27585e-16-0.00271534j -9.4652e-16-0.0341519j 8.5671e-16+0.100246j -5.32557e-16+0.000248506j 7.48438e-16+0.122518j 1.11386e-15+0.0312536j 1.70812e-15-0.0180597j -5.64001e-17-0.030855j 1.54021e-15+0.0269019j -2.57826e-15+0.0993541j -1.70602e-15-0.0870371j -1.54509e-15-0.0321126j -3.10713e-15-0.164234j 2.42106e-15+0.061277j 1.53142e-15-0.212327j -1.79088e-15-0.0736413j 5.48851e-16+0.122034j 4.08676e-15-0.32268j 5.02213e-16+0.0100867j -2.66145e-16-0.518045j 1.15322e-15+0.0534814j 3.65714e-16+0.0692388j -8.3068e-16-0.132036j 1.32196e-15+0.183094j -6.9424e-16-0.0224602j -4.76028e-16-0.0167005j 2.34215e-17+0.00790198j 4.73914e-16-0.00176688j 
-1.01431e-16-0.00519876j 5.76772e-17+0.0288704j -2.37026e-16+0.0326951j -6.42349e-16+0.0104399j 1.85073e-15-0.0649223j 2.92372e-16-0.0159404j 1.29781e-16-0.0160833j 7.41224e-16-0.0802434j 4.39283e-16-0.0542822j 8.46905e-16-0.0207394j -3.89975e-16+0.0381846j 8.28935e-17+0.0221647j -6.50198e-16+0.0126213j 9.6673e-17+0.0024364j -5.83024e-16+0.0540568j -4.40038e-16+0.0698845j 2.76836e-17+0.0436692j 4.81449e-17-0.00788085j -6.41466e-16+0.0351464j -7.95298e-17-0.0111695j 1.80896e-16+0.0408581j 2.0304e-16-0.0572123j -1.10348e-15+0.0320881j 8.75173e-16-0.0334669j -1.32979e-15+0.0523081j 5.31815e-16+0.0107483j 6.05803e-16+0.0497322j -1.9376e-15-0.0636732j 5.88689e-15-0.00775186j -3.13052e-15-0.106496j -8.94682e-15-0.0273735j -1.41745e-15+0.0439916j -5.95521e-18+0.0313789j -3.75512e-16-0.00891002j 9.83958e-16+0.0234864j 3.432e-16-0.0172707j -1.10516e-16-0.0285945j 4.79373e-16-0.0204579j 4.7783e-16+0.0399972j -2.10524e-14-0.027616j -1.86854e-14-0.0610649j 5.24887e-14-0.0354394j 2.10546e-15+0.0745734j 2.61197e-16+0.0107843j -5.1633e-16+0.0172906j 1.5425e-15+0.0529163j -3.06038e-16-0.0725595j -1.64051e-16+0.0272044j -4.93939e-17-0.111054j 1.03145e-15-0.0972014j 5.90162e-17-0.0488723j 3.74266e-16-0.0838483j 5.9259e-16+0.00664576j -7.39253e-16+0.0408014j 2.94433e-15-0.213243j -1.55924e-15+0.169924j 1.38456e-15+0.0545529j -3.4247e-16-0.108392j 1.59481e-15+0.00179038j 2.57265e-16+0.256896j -2.34476e-15+0.061441j -2.69213e-15-0.0990647j -2.96917e-16-0.301233j 1.62e-15-0.0690247j -1.09049e-15-0.0370168j 1.48219e-15-0.0615884j -1.01719e-15-0.0683344j 5.32393e-16-0.155626j 5.28544e-16-0.010857j -1.52142e-15+0.0963007j -7.43189e-16+0.092399j -5.19385e-16+0.0066784j 
