-2.22589-2.3307e-12j -0.227214-5.84397e-13j -0.652737-1.80102e-13j 0.259692+1.22193e-13j -0.075854-1.35571e-14j -0.161012-5.10102e-14j 0.0112487-3.51138e-15j 0.0473992+1.43687e-14j 0.0480728+1.43777e-14j -0.0274222-3.2191e-15j 0.0719876+2.32097e-14j -0.0123991-1.23653e-15j -0.0234184-7.26811e-15j 0.0198019+5.11249e-15j -0.0157932-2.38138e-15j -0.015559-6.79399e-15j -0.0310993-9.27102e-15j -0.0363541-7.62278e-15j -0.00997804-3.54131e-15j -0.0193935-3.02572e-15j 0.00994391+3.36857e-15j 0.0221401+5.90407e-15j -0.00356822+3.25648e-16j -0.0380256-9.90223e-15j -0.0126095-4.89319e-15j -0.0134275-2.92992e-15j -0.0048982-1.97908e-15j 0.00407183+1.19748e-15j -0.0142318-2.08869e-15j -0.00403335-2.38716e-15j 0.0126915+2.89969e-15j 0.0213346+1.21971e-14j -0.00399717-3.40623e-15j 0.0181048+3.36995e-15j 0.00865034+4.11086e-15j 0.0125412+5.17311e-15j -0.000282333-1.16825e-15j -0.02835-1.23249e-14j -0.0285721-8.44323e-15j -0.0025476+3.68568e-15j -0.00845161-4.48524e-15j -0.0183488-5.44465e-15j 0.00655933+2.1089e-15j 0.0174789+4.22586e-15j 0.0182191+3.69309e-15j -0.0278659-9.10266e-15j -0.0134169-3.84425e-15j 0.00488593+1.78616e-15j -0.00135268+5.73069e-16j 0.00423799+2.82787e-15j 0.0353171+9.62994e-15j 0.0139292+5.13831e-15j -0.00606552-2.58627e-15j 0.00913489+1.02227e-15j 0.0290631+9.1197e-15j 0.00178959-2.29559e-15j 0.0445791+1.24639e-14j 0.0254165+7.92723e-15j 0.00558208+3.15663e-15j -0.00638745-9.9901e-16j -0.00432886-1.96434e-15j 0.00607664+2.69121e-15j 0.0146053+5.51941e-15j -0.000757711+8.09359e-17j 0.0481203+1.16366e-14j 0.0420625+1.45826e-14j 0.00453819+4.2127e-15j 0.0249718+6.63418e-15j -0.0012749-1.01706e-15j -0.0421664-1.06218e-14j -0.0430792-1.55645e-14j 0.0187582+2.6485e-15j 0.0337052+9.90034e-15j 0.0334927+1.33174e-14j -0.0523942-1.32138e-14j 0.0435476+4.1298e-14j -0.0520362-1.61016e-13j 
-0.00707892-6.65239e-16j 0.0277547-1.09784e-16j -0.00405089+9.48726e-17j -0.0066661+8.42491e-17j -0.0172989+7.47777e-17j -0.0053859+5.55644e-17j 0.0540028-1.84282e-17j -0.00459056-5.03592e-17j 0.0377706+1.78709e-17j -0.00882325+6.00445e-17j 0.00852744-1.86326e-16j -0.0429335-3.23734e-17j 0.0462073+1.83117e-16j -0.0116594-1.28797e-16j -0.0441132+1.63738e-16j -0.0409266-1.84838e-15j 0.0136405+4.15841e-17j -0.0247259+3.11652e-15j 0.00353591-1.76494e-16j -0.00652805+5.15904e-16j -0.0616114-6.83367e-16j -0.0656004+3.14517e-16j 0.116047+3.65664e-16j 0.00653433-4.34668e-16j -0.0355564-1.20812e-15j -0.00988465+3.2257e-17j -0.11365-3.78271e-16j -0.121377+6.91875e-16j -0.00718718+1.49871e-16j 0.0945934-2.11506e-16j 0.0389721-2.49338e-15j 0.0657363+1.45787e-14j 0.121739-1.46835e-15j 0.0840347-7.65361e-15j 0.0159801+1.28998e-16j 0.0687301-1.49914e-16j 0.0767494+2.1682e-15j -0.334131+1.40824e-14j -0.353579-1.10728e-13j 0.16979+3.74065e-13j 0.247052+4.85407e-15j -0.191979-3.55205e-15j 0.327252+2.08997e-15j 0.144598-5.44366e-15j 0.480913-2.57154e-15j -0.543534-9.51589e-15j -0.0565694-4.8476e-15j -0.402372+5.9658e-15j 0.370128-6.28568e-16j -0.371288-1.09901e-15j 0.612469+5.48713e-16j -0.182554-9.19737e-15j 0.157923-5.96493e-16j -0.0666148+6.61465e-15j -0.265797-1.46966e-16j 0.459514+5.27295e-16j 0.236885+1.10691e-15j -0.0671431+1.55867e-15j 0.0877841+5.53968e-16j 0.0845363+2.71691e-15j -0.0369776-3.28064e-16j -0.0527455-1.58428e-15j -0.0612576+1.08588e-15j 0.0384828-7.3555e-16j 0.0956598-2.04579e-16j -0.109912+9.2917e-17j -0.0516676-4.9383e-17j 0.0538059+2.28895e-16j 0.0287841+1.10763e-16j 0.0200616-2.05815e-16j 0.0477031-1.10286e-16j 0.011441-3.50615e-16j -0.0259097-1.21148e-16j -0.0366907-8.19884e-17j 0.0187379+2.06982e-17j -0.00409706-3.12917e-15j 0.0051434+1.3935e-14j 
0.0303368+2.31054e-14j 0.00314182+5.21727e-15j 0.00071491+1.87965e-16j -0.0103148+1.65962e-16j -0.0169591-2.39783e-17j -0.00550669-2.70006e-16j 0.0097892+1.32401e-16j -0.00133863+2.27948e-16j -0.0288015+3.35098e-16j 0.00901973+1.18227e-16j -0.02255+3.79806e-16j -0.0362518-7.95869e-16j -0.0180937-2.25568e-16j -0.00291921-3.11667e-16j -0.0318683-4.38807e-16j 0.0330493+2.45817e-15j 0.0770979-1.26294e-16j 0.0832322-9.01948e-15j 0.0604868-1.63077e-15j -0.0152174-9.6449e-16j 0.0246903+2.3616e-16j 0.028391-3.87517e-16j -0.105772-7.69795e-16j -0.0198298+6.365e-16j -0.10611-2.959e-15j -0.0516853-9.43909e-16j 0.0663751-1.00077e-15j 0.0296523+2.18957e-16j -0.101725-1.06032e-15j -0.00654901+8.89161e-16j -0.0261351-4.74475e-16j 0.0205677+1.1035e-14j -0.221074-2.14001e-15j -0.117938+1.02456e-14j 0.0283536-1.50973e-15j -0.0341967-1.39914e-15j 0.126606+2.99191e-15j 0.390773+1.39464e-13j 0.147498-1.60384e-13j 0.18244+2.77949e-13j 0.407106+7.04254e-15j -0.0569239-4.5376e-15j -0.149952-1.14632e-15j -0.213916+3.21887e-15j 0.0587581+1.45079e-15j 0.424772+1.52153e-14j 0.113171+6.3729e-15j -0.2782-4.35789e-15j -0.837117-6.35389e-15j 0.103649+3.03963e-15j 0.386598+5.78452e-15j -0.282402-1.13443e-14j -0.0553593-1.15424e-15j -0.549752+4.85385e-14j -0.722159-6.72061e-17j -0.231152-2.15413e-15j -0.264561+1.44017e-16j -0.481745-3.77145e-15j -0.193754-5.14578e-15j -0.101694-5.56599e-15j 0.144014+8.35079e-16j -0.0334509-5.61144e-16j -0.0840957-1.79e-15j -0.0475241+1.79353e-16j -0.104816-1.10079e-16j 0.0324011-1.88053e-16j 0.0094762+9.94626e-17j -0.0680653-1.61326e-16j -0.00779898+3.60748e-16j 0.00591593+2.33056e-16j -0.00605668+1.48218e-16j -0.00110468-6.39875e-17j -0.00594594+1.61396e-16j 0.00130188-2.46257e-16j 0.0127134+1.16503e-16j -0.0339702-4.50027e-15j 0.00105301+1.99242e-14j 
-0.0056982-5.07038e-15j -0.00398819-9.16915e-16j -0.0492631+6.80137e-17j -0.0158434+1.30107e-16j 0.0300486-2.48633e-16j 0.00999548-2.14471e-16j 0.00145242+1.05782e-16j -0.0280429+1.48912e-16j -0.0204054+2.26748e-16j -0.00855075+2.97797e-16j 0.0652672-2.51282e-16j 0.010779+4.35942e-17j -0.0419955+7.81164e-17j -0.00347941+1.24932e-16j 0.106554-9.26054e-16j 0.0213444+1.12331e-15j 0.0522864-3.00619e-17j 0.126939-1.45539e-14j -0.0265038+5.30575e-16j -0.0362725-3.56105e-16j 0.0669677+1.96195e-16j 0.0125838-5.31122e-16j -0.0727925-1.98823e-17j 0.0299298-1.51198e-15j 0.0575601+1.37078e-15j 0.0194446-5.09507e-16j 0.143263-1.70207e-15j 0.037288+7.94351e-16j -0.0705859+3.52273e-18j 0.0164062+1.16954e-15j 0.057005-1.33232e-15j 0.0650004+1.80826e-14j -0.0886707-9.82515e-16j 0.0448351-5.85604e-16j 0.189089+3.85572e-16j -0.0495261+7.14459e-16j 0.0416681+1.25655e-15j 0.109114-3.8423e-15j 0.164573+1.09341e-14j 0.0222409-3.19527e-14j -0.257781-2.1974e-15j -0.136983-2.52455e-15j 0.283093+1.41647e-15j -0.0386916-3.33338e-15j -0.0101479-3.27543e-15j -0.766902-1.06444e-14j 0.381661-2.9281e-15j -0.232373+4.87708e-15j -0.0350255-1.53281e-16j -0.151873-7.33661e-15j -0.875309-1.21507e-15j -0.324078-1.96108e-14j 0.403463-4.10865e-15j 0.0942479-5.61474e-15j -0.100156+7.53875e-16j -0.324764+1.77423e-15j 0.441081-1.62341e-15j -0.423304+1.87518e-15j -0.0407191-2.76369e-15j -0.0809578-2.36493e-15j 0.151154-1.29262e-15j 0.268401+5.68493e-15j 0.248342-2.53789e-15j 0.0516405-1.39629e-15j 0.0430324+3.96284e-16j 0.0417213-5.73786e-16j 0.0778413-5.16945e-16j -0.040354-1.51533e-16j -0.0878028+7.70276e-16j -0.112218+7.44738e-16j 0.00900612-1.30685e-16j -0.0129354-7.20519e-17j 0.0475602-2.32212e-16j 0.00392052+2.35872e-17j -0.0169901+5.32181e-17j -0.00515863-8.933e-15j 0.016199+4.00192e-14j 
0.0107714+8.4501e-15j 0.00216894+1.60211e-15j -0.00317718+2.27749e-16j -0.0114212+9.8577e-17j 0.026923+4.7903e-16j -0.0414988-1.12669e-15j 0.0157239-4.64958e-17j -0.0552255-7.27893e-16j -0.0740724-1.37994e-15j -0.00471688+1.98342e-18j -0.00410012-5.64013e-18j 0.00740718+5.93257e-16j 0.0291321+3.46908e-16j 0.0120752+9.40388e-17j 0.117613+2.56861e-15j 0.054789+3.77626e-15j 0.0293455+9.17314e-16j 0.042439-3.72305e-15j 0.0134933-1.8133e-16j -0.0168285+8.51754e-16j -0.0499838-1.18812e-15j -0.00286248+2.51682e-16j 0.0312364+1.06314e-15j 0.0207984-1.11213e-16j 0.0171126+4.50938e-16j -0.00494748+2.48324e-16j 0.0342799+1.59132e-15j -0.00797598+3.42456e-16j -0.118057-1.50296e-15j 0.00267309-8.74211e-16j 0.0668897-4.61681e-16j 0.00879083+9.80317e-16j -0.0218726-1.7458e-16j 0.0793214-4.37916e-15j 0.0609556+1.88575e-15j 0.121385+6.87243e-15j -0.186879-9.29444e-15j 0.0615858+4.08423e-14j -0.07585-2.39e-14j -0.0362425-2.96988e-15j -0.0331916-2.20849e-15j 0.0400119+2.09576e-15j 0.121048+1.56849e-15j -0.15059+4.01178e-16j 0.338802-1.74995e-16j 0.120788+1.81543e-15j -0.133903-4.98607e-15j -0.132015-3.6208e-15j 0.225596+1.80925e-16j -0.0959702-2.01841e-16j -0.353369-7.83648e-15j 0.477485+3.11438e-14j 0.840167+1.24484e-14j 0.554314-3.73582e-14j 0.101389-5.2702e-15j 0.563553+1.58305e-15j -0.655257-1.4514e-14j -0.449242-4.28264e-15j 0.37426+1.45337e-14j -0.619651-1.92649e-14j -0.0942382-4.02832e-15j 0.0999391+7.41166e-15j 0.284926+3.46739e-15j 0.0430651+1.61915e-15j -0.050541-9.24484e-16j -0.0352226+1.47922e-15j 0.0876995+1.35233e-15j -0.111817-1.16457e-15j -0.0133057-5.62213e-16j -0.0453368-7.61426e-16j 0.00742694-5.61167e-16j 0.0018162+1.02766e-15j 0.0594871+1.62919e-15j 0.00377733+1.79185e-16j 0.044141+6.67093e-16j 0.00385249-1.23575e-15j 0.00383323+6.89969e-15j 
-0.014235-1.22058e-14j -0.0107158-3.26653e-15j -0.00108994+2.20212e-16j 0.0267869-8.02526e-17j 0.0117938+9.71573e-17j -0.037678-3.33909e-16j -0.0330876+2.39824e-16j 0.00520284-6.15871e-16j -0.0386531-1.94776e-16j -0.0238152+1.25867e-16j 0.022076-9.99209e-17j 0.0474999+1.05435e-16j -0.0811251+4.73852e-16j -0.00932799+6.60965e-18j 0.043669+1.34749e-15j 0.0444913+1.95251e-15j 0.0244522+5.67478e-16j 0.0194757-2.71098e-15j 0.0320024-2.82801e-16j -0.0193024+1.72698e-15j 0.0678914-3.89816e-16j 0.0543936+1.99056e-16j -0.083014+1.80951e-15j 0.00525259-3.03658e-17j 0.0595591-2.25228e-16j 0.00916061+8.94784e-16j 0.103958+5.05925e-16j 0.0475512+5.95541e-16j -0.0013479-8.91778e-17j 0.0159857-5.71086e-17j 0.053972-1.55417e-15j 0.00672942+1.00344e-15j 0.0317763+1.11407e-15j 0.0303726-1.33916e-15j 0.00716039+1.27419e-15j 0.0684885+9.04254e-16j -0.0461212-4.76711e-15j 0.115836-1.1357e-14j 0.138912+5.18311e-14j -0.0783731-1.67582e-13j -0.189278+6.55467e-16j 0.0752767+2.36343e-15j -0.0350118+3.49218e-15j 0.0830142-2.60935e-15j -0.304112-4.83092e-15j -0.157434-5.03914e-15j -0.101505-2.31989e-15j -0.106905-2.94002e-15j -0.241153+4.23325e-15j 0.457319+4.58737e-15j -0.264719+1.0729e-15j 0.286147+1.60892e-14j -0.29183+1.28653e-14j 0.257247-2.33318e-14j -0.567969-4.45119e-15j -0.513289-5.10054e-15j 0.0638518-1.01874e-14j 0.614662-5.10802e-15j 0.155308+1.81279e-14j -0.688967-4.54655e-15j 0.131357-6.94933e-15j 0.326072+9.73841e-15j 0.0395044-1.32655e-15j 0.0594931+8.98823e-16j -0.0654116-7.52643e-17j 0.116707+1.0585e-15j -0.0084278+1.08962e-15j -0.0104126+8.86311e-16j -0.0671602+8.08447e-16j -0.0410998+1.93868e-16j -0.0750525-4.45267e-16j 0.0447011+5.25493e-16j 0.0297358+8.87726e-16j 0.015921+3.21564e-16j -0.0205031+5.68165e-16j 0.0159954-6.71253e-15j 0.0167077+2.99066e-14j 
-0.00269889+3.09365e-15j 0.0286557+8.10908e-17j -0.0212967+5.73416e-16j 0.00460026-6.32657e-16j -0.0052507-4.96222e-17j 0.000895133+1.16034e-15j -0.0039124+5.85541e-16j -0.00429179+1.57112e-16j -0.0163494+1.56998e-15j -0.000414134+2.15146e-16j 0.00468189-3.38179e-16j -0.0350468+2.58702e-16j -0.00570313+1.57027e-15j 0.0442553-1.05227e-15j -0.0544468-6.09533e-16j -0.00471964-1.15242e-15j -0.0341169+4.00325e-16j 0.0241854-3.01056e-15j -0.0378424+3.22613e-16j -0.0711851+1.85123e-15j 0.00645526-9.34209e-16j -0.0426076+5.98994e-16j -0.0633864+2.84087e-15j -0.0180919+9.53608e-16j 0.0863031-1.54951e-15j -0.0606787+1.19895e-15j -0.0575911-9.00135e-16j -0.0440399+1.27134e-15j -0.00914239+1.14707e-15j -0.0342292+1.19896e-15j 0.0348264-2.41254e-15j 0.056621+1.44804e-14j -0.0862545+1.57885e-15j 0.00495172-6.6893e-16j 0.0263369+2.04691e-16j 0.0833154-1.77684e-15j 0.0967918+1.50612e-15j -0.187476-6.32637e-14j 0.0170798+3.9861e-14j 0.0363781+6.93783e-15j -0.138335+5.48635e-15j 0.0687829-1.80346e-15j -0.0836263+1.47582e-15j 0.0223287-2.31054e-15j 0.39873-8.9219e-15j 0.130419+4.10958e-15j -0.00965721+4.78645e-15j 0.234064-1.01448e-14j -0.253771+1.04098e-14j -0.299616+5.04927e-16j 0.111065+1.69166e-15j 0.143462-6.30458e-15j -0.228276+6.90411e-15j 0.292851-4.47427e-14j 0.36429-1.99413e-15j 0.674569-1.14198e-14j 0.360622-4.53037e-15j 0.14009-1.24172e-14j -0.891819+6.2905e-15j -0.401117+1.19968e-14j 0.563484-1.26093e-14j -0.151722-6.45149e-15j 0.133526-6.7625e-15j -0.0793586+6.77693e-16j -0.029317+2.69206e-15j -0.114022+1.0592e-15j -0.0446859+1.45187e-15j -0.0460182+1.28103e-15j -0.0149199+1.22457e-15j -0.00538802+1.55529e-15j 0.0561758-4.8641e-17j -0.029426+2.2176e-16j -0.0174498-8.26952e-16j -0.0246493+4.53887e-16j 0.0042642-3.37717e-17j 0.00364801-9.57913e-15j 0.018393+4.00747e-14j 
-0.00788243-4.8225e-15j 0.00574232-1.23997e-15j 0.0194205-1.68793e-16j 0.00905795+6.94675e-17j -0.0140093-1.16324e-16j -0.0432836-7.77411e-17j 0.0244413-6.59508e-17j -0.0171284+3.42447e-16j -0.0339446+2.19143e-16j 0.0121984+2.13811e-16j -0.00447271+1.08507e-16j -0.0210207-9.62557e-17j 0.0106419-1.57782e-16j -0.00659121+5.68096e-17j 0.0230137-2.0312e-16j -0.0102905-1.11621e-16j -0.00752416+8.90453e-17j -0.0498966+5.73864e-15j 0.0249613-1.1766e-17j -0.0186242-1.73958e-16j -0.00632691+1.30019e-16j 0.0457324-5.01192e-16j 0.0406577+4.22224e-16j -0.0281972+1.10262e-15j -0.014174-2.21126e-16j 0.027515+3.75915e-16j -0.00375053+2.12067e-16j -0.0179678-2.41923e-16j 0.0422827+1.8862e-16j 0.00147039-6.4638e-16j 0.0826353-2.7586e-15j 0.000618221+3.18555e-16j -0.0270327-1.07135e-15j 0.017066-2.06256e-15j -0.00510049+1.81366e-16j -0.0261544+7.09864e-16j -0.1455-8.04663e-16j 0.0783113+1.70025e-14j 0.0351004-5.87503e-15j -0.0133579-2.25105e-14j 0.0276184-6.26036e-16j 0.18295+4.56123e-15j 0.110861+2.27993e-15j 0.0540305+3.10657e-16j -0.248377-3.63294e-16j -0.0886173-4.55654e-15j -0.300952-5.75207e-15j -0.0357165-1.0164e-15j -0.294606+1.93781e-16j 0.00627458+8.74988e-16j 0.298968-8.31693e-16j 0.0271205+5.19502e-15j 0.427151-4.8841e-15j -0.0190343+4.48832e-15j 0.096858-7.23834e-16j -0.282816+1.17805e-15j 0.284988-2.82533e-15j 0.162426-2.78516e-15j 0.462657-2.90407e-15j -0.720437-3.76374e-15j -0.491126+7.25936e-15j -0.794089-1.42038e-14j 0.00337012-2.16911e-15j -0.0546686+2.01745e-15j 0.0479968-4.32436e-16j -0.0135991+1.38746e-15j -0.0386176-4.95553e-17j -0.0205322+5.21784e-16j 0.0381533-4.00318e-16j -0.0207807-2.41504e-16j 0.00243908+3.45383e-16j 0.0852336-7.20292e-16j 0.00732861+6.45963e-16j -0.00942075-2.16609e-16j 0.021233-2.60518e-17j 0.0022224-9.09298e-16j 0.00252166+4.78357e-15j 
-0.00728639-4.49683e-15j 0.00601245-8.22066e-16j -0.0135094-3.22041e-16j -0.00538983-3.39534e-16j 0.012751-2.60457e-16j -0.0201956-7.39283e-17j -0.00416411+4.37705e-16j 0.0541856+8.2607e-16j 0.0316639+6.70441e-16j -0.0347958-4.69968e-16j -0.0502423-4.52907e-16j 0.00696584-1.6471e-16j -0.0294841-6.03494e-17j -0.0398076-2.27637e-16j -0.0252579-6.31068e-16j 0.0120034+1.21891e-15j -0.0388106-1.67576e-16j -0.00170142+2.20706e-16j 0.0229361+2.55496e-16j 0.0402132+3.55402e-16j 0.0885243+1.30492e-15j -0.00108964+2.35353e-16j -0.0479728-3.73042e-16j -0.00715489+1.16906e-16j 0.0341365+8.81142e-16j 0.0651113+1.46507e-15j 0.0772636-9.87724e-17j 0.00119048+5.20943e-16j 0.0346469+1.06725e-15j 0.0382779+1.33374e-15j -0.0358611-4.11437e-16j 0.00640875+1.34923e-15j 0.00452743-1.04877e-15j 0.0560865-4.41942e-15j 0.0066255+2.59466e-15j 0.0443176+1.07227e-15j -0.00267513-7.35371e-16j 0.0832274+5.06071e-14j 0.0190404-7.83025e-14j 0.115775+1.8168e-13j -0.165095-2.047e-15j -0.11175-6.10757e-15j -0.247367-3.74458e-15j -0.193007-8.25789e-17j 0.00255532+3.67423e-16j -0.274918-7.10349e-15j 0.0130799-2.15421e-15j -0.224813-1.35997e-15j -0.290908-3.46795e-15j -0.0226285+3.64532e-16j 0.0642781+3.13669e-15j 0.0310352+2.51226e-15j -0.0864912-5.11941e-16j -0.227671+1.96628e-14j -0.144676+2.62331e-15j -0.356813-4.08046e-15j 0.234886+6.24506e-15j 0.252658-6.95774e-15j -0.903846-1.98689e-14j -0.0321329-7.59569e-15j -0.982135-1.20708e-14j 0.710334+3.17542e-14j -0.159771-1.21616e-14j 0.00155018-3.24717e-16j 0.122356+4.44491e-15j -0.00905593-2.6082e-17j -0.157582-1.501e-15j -0.082664-1.24058e-15j -0.00470556+3.4667e-16j 0.0160708+5.53068e-16j -0.064604+2.21888e-16j 0.0140166+7.4057e-16j 0.00456447-6.80563e-17j -0.0278531-5.10076e-17j -0.0453921-2.51312e-16j -0.0115216-9.08385e-15j 0.0143105+3.91227e-14j 
0.00105664+3.60421e-15j 0.017522+9.85708e-16j 0.000732698-4.89065e-17j -0.0107921-1.20814e-17j -0.03716+5.09429e-17j -0.0138686-2.08601e-16j 0.0244678+2.32353e-16j 0.0390751+8.05144e-16j 0.0331134+4.14381e-16j 0.0293507-1.0552e-16j 0.0159706-2.63612e-16j -0.0186843-3.60011e-16j 0.0256728+1.93975e-16j -0.00672031-3.44326e-16j -0.013716-4.86363e-16j 0.041654+2.02415e-15j 0.0173522-7.25859e-16j -0.0283171+2.77923e-15j 0.039487-1.20173e-15j -0.0603174+1.65832e-16j -0.026524+1.24671e-15j 0.0325395-6.90477e-17j 0.00528184-7.32011e-17j -0.0526196+1.91445e-15j -0.0438555-6.97124e-16j -0.0136041+1.56133e-15j -0.0286741-5.07868e-17j 0.0200685-9.24334e-16j 0.0573732+1.33993e-15j 0.0911995+7.85879e-16j -0.0119288+5.73374e-16j -0.0453365-9.95897e-15j -0.073117+6.93869e-17j -0.0391416+4.71348e-15j 0.104917+4.52175e-16j -0.0221628-2.52522e-16j 0.0979525+1.46018e-15j 0.213394+6.85158e-14j -0.00883973-2.83739e-14j -0.0671092-5.0255e-14j 0.0548553-3.11268e-16j -0.0423941-1.65454e-15j -0.0167888-6.70726e-16j 0.125823-2.42442e-15j 0.0420359-1.65847e-15j -0.0110321-2.83558e-15j -0.408079-8.92691e-15j -0.124399-2.1547e-15j -0.0946859-3.66037e-15j 0.0415857+5.1893e-16j 0.283739+4.97815e-15j 0.0478107+3.44963e-15j -0.171157+1.79378e-15j 0.29014-2.93645e-14j 0.428142+9.07962e-16j -0.162001-6.01805e-15j 0.202855+3.21919e-15j -0.589936-2.4158e-15j -0.0276163-1.06595e-14j -0.410676-1.41293e-14j 0.322912-5.34138e-15j 0.294768+1.63039e-14j -1.01711-7.34985e-15j -0.163577+2.93334e-16j 0.215201+2.83951e-15j 0.030246-3.89704e-16j 0.00949416-2.23282e-15j 0.0356411+3.69735e-16j 0.140726+6.29908e-16j 0.0200267+1.64123e-16j 0.0571385-6.44978e-17j 0.0590435+2.51602e-16j -0.00136127+4.88638e-16j -0.00398922-4.63734e-16j 0.0189251-6.09221e-17j -0.0137412-1.06555e-14j 0.017751+4.83936e-14j 
0.0232401+1.61824e-14j -0.00576338+3.58405e-15j -0.0092235-9.55211e-17j 0.0147905-7.78413e-17j -0.0187533+1.09261e-16j 0.0267466-4.44767e-16j 0.0137007-2.38496e-16j -0.00346582-1.11854e-16j -0.0207612+1.09245e-16j -0.0148424-1.77798e-16j -0.0494412+1.82524e-16j 0.00160205+3.72136e-16j -0.068408+1.59657e-16j -0.0152723+3.73925e-16j -0.044412+7.01552e-16j -0.0767128-2.78924e-15j 0.0439974-9.64388e-16j -0.0121797+7.99967e-16j 0.0493134-3.04935e-16j 0.0829609+3.48594e-17j -0.0112247-2.25174e-16j -0.0620832+9.59644e-16j -0.0369126+2.89131e-17j 0.0640292-3.06309e-15j 0.0462464+6.40927e-16j -0.0158971-3.8821e-16j 0.0139624+9.9645e-16j -0.0100588+3.58912e-16j -0.0831856-5.93603e-17j 0.00100053-2.78068e-16j 0.0175666-7.26728e-16j -0.0166664-5.68621e-15j 0.0483896+2.55913e-16j 0.0280012-3.53472e-15j -0.130468+2.84496e-16j -0.00186948-1.16166e-15j 0.0679844+6.18454e-16j -0.120023-2.73596e-14j -0.084838+2.95073e-14j -0.0409778-4.04487e-14j 0.00569434+6.52305e-17j 0.0764382+2.51612e-15j -0.0110105+6.62033e-16j -0.0344737+1.63962e-15j -0.144873+4.19453e-16j 0.0128714-3.99108e-16j -0.0989492-1.42255e-15j -0.0844713+1.29557e-15j -0.0792183-8.31917e-16j -0.109806+3.58175e-16j -0.159964-7.17976e-17j 0.0503672+9.27128e-16j -0.0910998+1.66278e-15j -0.242151+2.57887e-14j -0.559808+5.16336e-15j 0.225294-2.17801e-15j 0.0271751-3.62502e-16j 0.0769231-2.70798e-16j -0.217661-1.07507e-15j 0.0402286-6.58333e-16j -0.369428+4.28186e-16j -0.325522-7.112e-15j -0.625025+5.43668e-15j 0.984307-1.57458e-14j -0.541678+2.03184e-15j -0.327951+5.11694e-15j -0.0115072-4.94161e-16j -0.0231581+7.15816e-16j -0.147172+1.31468e-15j 0.0411847+1.64985e-16j -0.0462318-3.54464e-16j -0.0229257+1.33698e-16j -0.109463+1.91126e-16j 0.023225+1.33311e-16j -0.0132004-5.1454e-17j -0.0236912+1.97886e-15j -0.00903733-8.61539e-15j 
-0.0213178-1.00813e-14j 0.0353713-2.3049e-15j -0.0291543-1.32409e-16j -0.0397679-8.09357e-17j 0.0252246+8.37236e-17j -6.84979e-05-9.5283e-17j 0.0396576-6.20422e-17j -0.0208638+8.68413e-17j 0.0422617-3.2516e-17j -0.0139912-5.81379e-18j 0.0663135-4.86555e-18j -0.025446+2.06634e-16j 0.0220603-2.61374e-16j -0.0302348-2.55264e-17j 0.0521263+2.73066e-16j -0.0391546-2.29204e-15j 0.000241357+2.07971e-16j -0.000846938+7.27603e-16j -0.0256828+5.08594e-16j -0.084631-8.71421e-17j 0.0233937+7.99461e-16j -0.0211066+4.28219e-17j 0.0242054+5.36111e-17j -0.0590656+2.31308e-15j 0.0312583+4.27612e-16j 0.0411236+9.59947e-17j -0.0058741+2.49306e-16j -0.0295772+2.15106e-16j -0.00253594+5.28395e-16j 0.0542496-1.08574e-16j 0.0229061-1.18409e-15j 0.0359738+9.98512e-15j -0.0235582-1.38578e-15j 0.0574018-3.30831e-15j 0.160286+1.30935e-15j 0.0478403+1.08365e-15j 0.0163818-1.13649e-16j -0.00951641-1.45059e-14j -0.00805185+3.4553e-14j -0.0648017-9.47671e-14j -0.0502827-1.25654e-15j -0.0672941-1.25155e-15j 0.165915+2.91353e-16j -0.0350221-3.24078e-16j -0.00766884+4.85117e-16j -0.142838-3.86876e-15j 0.0573673+2.62538e-16j -0.194291+1.56429e-15j -0.0518734-2.47995e-15j -0.0273767+1.15672e-15j 0.0260439+1.37503e-15j 0.229392+1.34511e-14j 0.202624-5.17462e-16j -0.129013+9.58247e-15j 0.0534953-2.04428e-16j 0.115724-5.12346e-18j 0.912347+5.60731e-16j -0.263802+1.633e-16j 0.231125-5.26191e-16j 0.0283542+1.34411e-15j -0.188559-2.20067e-15j 0.271953+8.46852e-15j 0.3586-2.24399e-16j 0.493568-6.74562e-15j 1.19376-6.33172e-16j -0.264825+4.50662e-16j -0.0112371+7.13752e-16j 0.127216-8.51767e-16j -0.00957871+1.17725e-15j -0.147369+6.38513e-16j 0.146002+3.73612e-18j 0.0326057-3.86871e-16j 0.0392941+6.86285e-17j -0.0764221-3.55627e-17j -0.00511082+5.6983e-18j -0.00746079-1.21471e-14j 0.0216865+5.38646e-14j 
