-2.22589-2.3307e-12j -0.227214-5.84397e-13j -0.652737-1.80102e-13j 0.259692+1.22193e-13j -0.075854-1.35571e-14j -0.161012-5.10102e-14j 0.0112487-3.51138e-15j 0.0473992+1.43687e-14j 0.0480728+1.43777e-14j -0.0274222-3.2191e-15j 0.0719876+2.32097e-14j -0.0123991-1.23653e-15j -0.0234184-7.26811e-15j 0.0198019+5.11249e-15j -0.0157932-2.38138e-15j -0.015559-6.79399e-15j -0.0310993-9.27102e-15j -0.0363541-7.62278e-15j -0.00997804-3.54131e-15j -0.0193935-3.02572e-15j 0.00994391+3.36857e-15j 0.0221401+5.90407e-15j -0.00356822+3.25648e-16j -0.0380256-9.90223e-15j -0.0126095-4.89319e-15j -0.0134275-2.92992e-15j -0.0048982-1.97908e-15j 0.00407183+1.19748e-15j -0.0142318-2.08869e-15j -0.00403335-2.38716e-15j 0.0126915+2.89969e-15j 0.0213346+1.21971e-14j -0.00399717-3.40623e-15j 0.0181048+3.36995e-15j 0.00865034+4.11086e-15j 0.0125412+5.17311e-15j -0.000282333-1.16825e-15j -0.02835-1.23249e-14j -0.0285721-8.44323e-15j -0.0025476+3.68568e-15j -0.00845161-4.48524e-15j -0.0183488-5.44465e-15j 0.00655933+2.1089e-15j 0.0174789+4.22586e-15j 0.0182191+3.69309e-15j -0.0278659-9.10266e-15j -0.0134169-3.84425e-15j 0.00488593+1.78616e-15j -0.00135268+5.73069e-16j 0.00423799+2.82787e-15j 0.0353171+9.62994e-15j 0.0139292+5.13831e-15j -0.00606552-2.58627e-15j 0.00913489+1.02227e-15j 0.0290631+9.1197e-15j 0.00178959-2.29559e-15j 0.0445791+1.24639e-14j 0.0254165+7.92723e-15j 0.00558208+3.15663e-15j -0.00638745-9.9901e-16j -0.00432886-1.96434e-15j 0.00607664+2.69121e-15j 0.0146053+5.51941e-15j -0.000757711+8.09359e-17j 0.0481203+1.16366e-14j 0.0420625+1.45826e-14j 0.00453819+4.2127e-15j 0.0249718+6.63418e-15j -0.0012749-1.01706e-15j -0.0421664-1.06218e-14j -0.0430792-1.55645e-14j 0.0187582+2.6485e-15j 0.0337052+9.90034e-15j 0.0334927+1.33174e-14j -0.0523942-1.32138e-14j 0.0435476+4.1298e-14j -0.0520362-1.61016e-13j 
0.0114733+1.40047e-14j 0.0326495+3.23061e-15j -0.0628067+4.41569e-17j -0.0173478+6.02981e-16j -0.0188121-1.15779e-16j -0.106801-5.51028e-17j 0.0922442-2.97578e-18j 0.0832032+8.78086e-16j -0.0311048+1.33489e-15j -0.122333-1.93575e-15j -0.465968-1.9521e-15j -1.5317-7.14084e-15j 0.242065-2.35616e-15j -0.553024+1.13907e-15j 0.060766-2.95204e-15j 0.234674+1.20412e-14j -0.051057+1.45743e-15j -0.242323+2.56398e-14j 0.134477-1.54493e-15j -0.178483+1.30624e-15j -0.0250612+1.80672e-15j -0.657151-3.84629e-16j 0.185841-6.87917e-16j 0.0996591-4.53754e-15j 0.115486+1.05751e-15j -0.163283-5.5569e-16j -0.283886+9.93008e-16j -0.0917152-1.96894e-15j 0.00786335-1.77189e-16j 0.0508643-9.83623e-17j -0.0520813+7.81681e-16j -0.0214126-6.12491e-15j 0.0475145+1.11199e-15j -0.0163319+1.31809e-15j 0.0260803-7.01453e-16j -0.0310793-8.48615e-16j 0.0244781+5.43909e-16j -0.0257089+4.03901e-14j -0.141942-6.15757e-14j 0.0432759+1.34962e-13j 0.0334998+1.66652e-15j -0.0566477-1.72637e-15j 0.028806-2.06986e-16j 0.0299485-2.58734e-16j -0.00683517-3.74986e-16j 0.00319218-3.55781e-17j -0.0268832-1.06836e-15j -0.0240363-4.09282e-16j -0.0106252+1.56989e-17j -0.0546741+2.48177e-16j 0.0991338+3.31434e-16j 0.0148822+6.96792e-16j 0.0687225+3.61986e-16j -0.0119097+1.06358e-15j 0.0249384-1.29275e-16j 0.00615157-5.94682e-16j 0.0173664-1.70228e-16j -0.0601606-4.25192e-16j -0.0168997-6.02007e-16j -0.00860641-4.99526e-16j -0.0397874-3.13611e-16j -0.0208195-7.95781e-16j -0.032512-2.31992e-16j -0.0108846+3.08534e-16j 0.0354223+1.1131e-16j -0.0168084+5.57733e-16j -0.0358836-6.76359e-16j -0.0274028-3.82112e-16j 0.0108948+7.99732e-17j -0.006916+1.33277e-17j 0.0265695+3.18482e-16j 0.0127563+3.17398e-16j -0.00277826+2.1222e-16j -0.0252244-2.21623e-16j 0.0143062+2.68367e-16j -0.0284302-2.07032e-14j 0.0339825+9.33597e-14j 
0.0218829+1.75343e-14j 0.00795013+3.99674e-15j 0.00444995+5.55964e-16j -0.0769263-3.20261e-16j 0.0376144+9.00648e-18j 0.0326842+2.56028e-16j 0.148477+7.16851e-17j -0.146132+6.83188e-17j -0.00913123-1.09226e-15j 0.127467+5.60113e-16j -0.0163974+1.6531e-15j -0.271191+1.30063e-15j 1.18522+1.11818e-15j 0.51249-2.89891e-16j 0.355277-3.02167e-16j 0.269672+1.23605e-14j -0.189471-4.74913e-16j -0.0330907+6.89019e-15j -0.232104+1.30805e-15j -0.262234+3.17226e-15j -0.912262-6.202e-15j -0.109569+6.84021e-16j 0.0486952-1.02162e-15j -0.128943+4.8699e-15j 0.204514+3.16062e-15j 0.23067-9.02421e-16j -0.0256904+2.10397e-15j -0.0252681-1.21924e-15j -0.0498015+4.3387e-16j 0.196029+8.89881e-16j 0.0576899-1.41286e-16j -0.141031-3.98981e-14j 0.00247173+2.83558e-15j 0.0301484-1.36573e-15j 0.165033+6.20754e-16j -0.0677228-1.38833e-15j -0.0478509-9.13557e-16j -0.010718-1.55419e-14j -0.00805301+3.43138e-14j -0.0652928-9.61803e-14j 0.0160409+3.45867e-16j 0.0479845+3.04007e-15j 0.158954+3.56605e-16j -0.05875+9.91201e-16j 0.021933+7.35217e-16j 0.0357537+4.923e-16j 0.0214099+1.78805e-16j -0.0539504+7.98603e-16j -6.72216e-05-4.58389e-16j -0.0292829+2.80368e-16j 0.00649983+2.69999e-16j 0.0403933+2.65392e-15j 0.029893+1.84227e-17j -0.0580891+5.1033e-15j 0.0259056+4.12382e-16j 0.0204117+1.01572e-16j -0.0229645-4.9192e-16j -0.0852488-4.7987e-17j 0.0252874+1.66566e-16j 0.00196208-2.21684e-16j -0.000159928-6.19548e-17j -0.0389742-1.58515e-15j 0.0499925+2.81202e-17j -0.0303792-1.36044e-16j 0.0221232-3.78113e-16j -0.0257977+2.24822e-16j 0.0655204+1.59793e-16j -0.01424+3.43668e-18j 0.0423941+4.55029e-18j -0.0204848+1.66804e-16j 0.0398629-1.18688e-16j 2.61433e-05+4.7834e-16j 0.0244988+3.64768e-16j -0.0396225+4.0678e-17j 0.0290033+1.40551e-16j -0.0358226+6.66088e-15j -0.0206773-2.9408e-14j 
-0.00965736-3.26332e-15j 0.0235935-6.35042e-16j 0.0136719+1.96994e-16j 0.0236889+2.48229e-16j -0.109777-4.55234e-16j -0.0246801+3.35875e-17j -0.0481074+4.96089e-17j 0.0395675+1.48274e-16j -0.152211+4.45038e-16j -0.0257567+2.48073e-16j -0.00676778-1.00605e-15j -0.33294-4.23942e-15j -0.559032-1.42959e-15j 0.971291+5.43298e-17j -0.624619+7.1382e-16j -0.334862-1.54029e-14j -0.3636-1.59423e-15j -0.0307032+8.01947e-16j 0.219398-1.04878e-15j 0.0790728-2.11494e-16j -0.0261976-2.55026e-16j -0.232453-2.10581e-15j -0.566702-3.12452e-15j -0.236315+9.88778e-15j -0.0872694-1.66786e-15j 0.0484497+3.04427e-16j 0.160163-2.00742e-15j -0.110771+3.47897e-15j -0.07902-1.48533e-15j 0.0827952+4.69173e-16j -0.0973163+1.92586e-15j 0.00979502-6.12019e-16j 0.14532+7.84622e-16j 0.0359849-2.42064e-15j -0.0105989+2.40127e-16j 0.0760697+1.09456e-15j 0.00513583-4.32365e-16j -0.120916-2.85653e-14j -0.084339+2.75568e-14j -0.0395164-3.89175e-14j 0.0658257+5.39041e-16j -0.00261678-3.43539e-16j -0.130075-4.0012e-16j -0.026788+1.23899e-16j -0.0460314-3.6605e-16j -0.0141687+6.59219e-17j 0.0189539+4.61744e-16j 0.00119476-7.69119e-17j -0.0850032-5.54765e-16j -0.012811-3.87349e-16j -0.0142562-6.10984e-16j -0.0170718-6.99475e-16j 0.0471698+7.22982e-17j 0.0629003-4.98531e-15j -0.0399017-6.91299e-16j 0.063258+2.37744e-16j 0.00933153+2.40993e-16j 0.0825834+6.7381e-16j -0.050108-4.28865e-16j 0.00982389-7.26851e-17j 0.0431264+3.84205e-16j -0.0760072-2.25255e-15j -0.0417491+4.51556e-16j -0.0130553+8.46246e-18j -0.0694626-1.80183e-16j 0.00187708-2.27393e-16j -0.0492049-2.55766e-17j -0.0144557-3.69084e-16j -0.0216741+2.5056e-18j -0.00396267-1.68566e-16j 0.013012+1.39832e-16j 0.0270728-3.18972e-16j -0.0179069+4.32962e-17j 0.0145091-1.77851e-16j 0.00945843+1.97363e-16j 0.00645301-1.11125e-14j 0.0231983+5.0374e-14j 
-0.0168321-1.5083e-14j -0.0137193-3.52858e-15j 0.0206538-4.64025e-17j 0.0019031+2.0072e-16j 0.00316003-1.77681e-16j -0.0586519-7.79545e-16j -0.0593369-1.21287e-16j -0.0215035-2.72975e-16j -0.142045-8.20619e-16j -0.0411402-4.60605e-17j -0.0150014+1.85501e-15j -0.0312894-8.59173e-16j -0.207821-3.93541e-15j 0.155567+3.83264e-15j 1.00681+1.46385e-14j -0.275247-2.7754e-14j -0.364423+8.20543e-15j -0.399724+3.67433e-14j 0.0170498-1.94126e-15j 0.603689+4.488e-15j 0.186159+4.24507e-15j -0.150758-6.25065e-15j -0.430404-3.85418e-15j -0.28773+1.17032e-14j 0.173178+8.44629e-15j -0.04839-2.08316e-16j 0.273876+6.59137e-16j -0.0596639+3.65412e-15j 0.0811976+3.16904e-15j -0.118882-6.02441e-15j 0.408419-3.92018e-15j -0.000559361-9.72841e-16j 0.0411869-7.51509e-16j 0.133781-1.10044e-14j 0.0066334+3.21634e-15j 0.0387817+2.92041e-15j -0.063287+5.85876e-16j -0.207835-6.79232e-14j 0.0098493+2.54221e-14j 0.071954+5.86539e-14j -0.0991344-2.45644e-15j 0.0248318+3.27416e-16j -0.101249-1.59156e-15j -0.0388585+1.11305e-15j -0.0660696-9.48869e-16j 0.0493509+1.23643e-15j 0.0125743+1.00532e-15j 0.0883105+8.12224e-16j -0.0560774-6.84823e-16j -0.0198436-9.07594e-16j -0.0322743+6.3078e-17j 0.0155737+6.0825e-16j 0.0460024+9.59815e-17j 0.051051-3.49995e-15j -0.00845058-1.68067e-16j 0.0322935+3.92724e-16j -0.0309052+3.5043e-16j 0.0584487+8.78083e-16j 0.0383555+1.42272e-15j -0.0299205-4.25915e-16j -0.0197888-2.60068e-16j -0.0400491-1.24887e-15j 0.0154267+2.56408e-16j 0.00605181+9.41583e-16j -0.0263169+2.09489e-16j 0.0186319+1.58345e-16j -0.0167064-3.27457e-17j -0.029977-9.17782e-17j -0.0320794-5.62145e-16j -0.0369492-1.13297e-15j -0.0246774-3.02244e-16j 0.0122908+6.43666e-16j 0.0381251+6.24852e-16j 0.00997268+3.52963e-17j 0.00174063-5.54324e-17j 0.0169531+3.27718e-15j -0.00186477-1.29631e-14j 
0.0147866+1.33413e-14j 0.0124663+3.19049e-15j 0.0438683+7.93113e-16j -0.0287864-4.17032e-16j 0.00452311+3.50618e-16j 0.017623+3.40521e-16j -0.062313-3.03987e-16j 0.0173194+5.33821e-16j 0.00201262+1.13254e-15j -0.0813867-5.65356e-16j -0.157107-6.71894e-16j -0.010925-1.4187e-15j 0.133172+3.5916e-15j -0.00117565-9.25839e-16j -0.199671-1.49388e-14j 0.693526+4.52771e-14j -0.973451-4.30547e-16j 0.0694384-7.85589e-15j 0.912528-5.53569e-15j 0.213755+2.51138e-15j -0.24912-6.80909e-15j 0.361621+5.39023e-15j -0.130885+2.95341e-15j -0.216579+1.04826e-14j -0.0875761-6.72019e-15j 0.0309423+1.76979e-15j -0.073193-8.66942e-17j -0.00288977-3.11295e-15j -0.29872-4.6647e-15j 0.234757+3.86222e-15j -0.00732968-2.83493e-15j -0.275733-7.78753e-14j -0.00690982+3.51266e-15j 0.187034-1.63313e-14j -0.24582-1.43442e-15j -0.114848-3.69164e-15j -0.160378-5.1583e-15j 0.091989+5.39142e-14j 0.0187741-7.96468e-14j 0.109669+1.73203e-13j 0.0015322+1.37004e-15j 0.0442822+2.1908e-15j 0.0127187+1.44729e-15j -0.0534386+6.25167e-16j -0.00242412+5.4122e-16j 0.00522702-7.38452e-16j -0.0353342-1.23858e-15j -0.0434771-7.25551e-16j 0.0347439-2.34888e-16j 0.0060931+1.27182e-16j -0.0766587-7.79764e-16j 0.0649667+2.91886e-15j 0.0326799+4.35751e-16j -0.00928037+6.71818e-16j -0.0464409-5.24971e-16j -0.0015882+2.34365e-16j -0.0862537-8.28766e-16j 0.0373705-3.97538e-16j -0.0235084-6.21923e-16j 0.00462859+6.68435e-16j -0.0377476-1.07637e-15j 0.0140785+7.9094e-16j -0.0253382-9.00671e-17j -0.0395046+1.95299e-16j -0.0284837-3.10695e-16j 0.0051917-4.51512e-16j -0.0493184-2.01375e-16j -0.0331146-2.00445e-16j 0.0325979+7.87117e-16j 0.0549644+6.23113e-16j -0.00220834+1.54506e-16j -0.0211505-7.45071e-17j 0.0107474-7.39268e-18j -0.00600382-3.31179e-16j 0.0130579+2.1169e-16j -0.00695185+2.68739e-15j -0.00703258-1.27025e-14j 
-0.00228296-1.23457e-15j 0.00183798-4.6127e-16j 0.022161-7.8743e-16j 0.00927034-2.66084e-16j -0.00555815+1.12326e-16j -0.0853679+3.8586e-15j -0.00503074-8.37181e-17j 0.0198569-7.87549e-16j -0.0395722+1.45405e-15j 0.0199437-5.69931e-16j 0.0383668-2.18204e-15j 0.0165674-1.9642e-15j -0.0465445+1.67529e-15j 0.0568618-2.2193e-15j 0.00245401-2.93522e-15j 0.801563+1.2318e-15j 0.46165-2.6941e-14j -0.716517+1.10693e-13j 0.469937-2.90206e-14j -0.152512+1.06913e-14j 0.286298-9.21489e-15j -0.283149+1.58962e-14j -0.104756+2.15822e-15j 0.0170038-3.81558e-15j -0.426815+1.11654e-14j -0.0215758+4.0269e-15j 0.302281-2.11435e-14j -0.0220502+7.39304e-15j 0.294793-1.6109e-14j -0.0356741+9.96957e-16j 0.305369-1.98258e-14j 0.090132+2.19225e-14j -0.239245+9.89958e-15j 0.0538381-7.32158e-15j -0.115887+3.5635e-15j -0.184903+5.04391e-15j -0.0289645+3.1548e-15j -0.0773502-1.07657e-14j -0.0349656+5.3077e-15j 0.0127725+2.10003e-14j 0.143175-4.376e-15j 0.0240979+5.86351e-16j 0.00605783+9.13407e-16j 0.0154562-7.03063e-16j -0.0270732-2.45931e-19j 0.0013791-7.0106e-16j -0.0800525+2.49718e-15j 0.00195859-8.29897e-16j -0.0435654+2.79182e-15j 0.0165957-5.75422e-16j -0.00569863-8.78663e-16j -0.0266912-8.48883e-17j 0.0153696-6.23697e-16j 0.0274368-3.01737e-15j -0.0424382+1.81887e-15j 0.0444348-2.32278e-15j -0.00953201+6.9929e-17j 0.0178571-5.28447e-16j 0.0238064-9.65473e-16j -0.0508863+1.85929e-15j 0.00653919-3.24778e-16j 0.0101786-9.73519e-17j -0.0211173+1.08625e-15j 0.00572104-3.25001e-16j -0.011502+3.01519e-16j 0.022151-7.89852e-16j 0.00441346-5.51733e-16j -0.0127901+7.39891e-16j 0.0335726-1.59876e-15j 0.017197-7.85309e-16j -0.0249225+1.18468e-15j 0.0420998-1.86904e-15j 0.0149826-1.96369e-16j -0.00898827+2.20613e-16j 0.0194146-8.48683e-16j 0.00612757-3.15247e-15j 0.00733632+1.34674e-14j 
-0.0194655-1.34172e-14j 0.00415059-3.15692e-15j 0.00373693+6.78567e-17j 0.0237223-2.95157e-16j 0.0161272-1.98275e-16j 0.027263+7.15469e-17j -0.0522091+3.50834e-16j 0.0064406-3.66277e-16j 0.017257-1.29015e-15j 0.0480637-4.70922e-16j 0.0444735-7.82551e-16j 0.106423+1.29024e-16j 0.0319966-3.46714e-16j 0.0796019-1.3647e-15j -0.130503-7.86751e-16j 0.125164+7.67178e-15j -0.584534+1.5087e-14j -0.436037+5.9827e-14j -0.866885+3.06871e-14j -0.172034+2.94826e-15j 0.372904-5.88241e-15j 0.64051-7.151e-15j -0.344342+2.00056e-15j -0.305269+2.06725e-14j 0.249234+2.48761e-15j -0.163317+4.2065e-15j 0.101669+3.14492e-15j 0.255012-2.39248e-15j 0.290619-2.19444e-15j 0.227009-2.79813e-15j 0.0178121-2.87102e-15j -0.134497-4.21031e-14j 0.380653+1.07487e-16j 0.0266037-3.68701e-15j 0.0916771-6.0685e-16j -0.0720238-9.07377e-16j 0.145126-6.15708e-16j 0.175906+6.19433e-14j -0.0267261-3.98987e-14j -0.0310785+3.30655e-15j -0.095089+7.03328e-16j -0.0850946-7.91683e-16j -0.0305123+1.60951e-16j 0.00498998-1.88331e-16j -0.0872023+1.14507e-15j -0.0541594-4.33147e-16j -0.0368199+7.44967e-18j -0.0335935+1.24811e-15j 0.00567016+4.00517e-16j 0.0422156-4.0047e-16j -0.0499332+8.72228e-16j 0.0607885+2.17844e-15j -0.0872468+1.0811e-15j 0.0205035-2.63627e-15j 0.067592-1.04381e-15j -0.0372266+3.04617e-16j 0.0103916-8.18241e-16j 0.0736558-9.55229e-16j -0.0348891+4.05026e-16j 0.0238496-6.06304e-16j 0.0322384+4.67478e-16j 0.00117241-1.5613e-16j 0.0512941-1.05997e-15j -0.0438415+4.88796e-16j 0.00958238-6.39578e-16j 0.0321653-2.73657e-16j -0.00533637+3.08684e-16j 0.00139946-6.64208e-17j 0.0181104-8.0409e-16j 0.00323148+4.15309e-16j 0.00549719-2.35752e-16j 0.00133816+5.89503e-17j 0.00497277-3.01348e-16j -0.00560422+4.4459e-16j -0.0211274+3.98808e-16j 0.0279859+1.32272e-15j 0.00290263-7.7988e-15j 
0.0161156+9.1831e-15j -0.0154875+2.30658e-15j 0.0202338-9.65522e-19j 0.0168072+9.50799e-17j 0.0316715-4.6844e-17j 0.0480902+7.70875e-17j -0.0775979-1.16955e-16j -0.0428584+1.39279e-16j -0.0663153+1.48884e-16j -0.00932789+5.09064e-16j -0.00526166+6.02499e-16j 0.122162+1.90054e-16j -0.0633839+4.78542e-16j 0.0647182-1.93703e-16j 0.0341062-1.93595e-15j 0.332184+1.94249e-14j 0.0988017-4.61702e-15j 0.670099-7.74813e-14j -0.206261-1.08307e-15j 0.599512-4.50079e-15j -0.0393603-2.69897e-15j 0.551021+3.16507e-15j -0.58876-1.63121e-15j 0.244777-1.1137e-14j -0.262123-2.68796e-15j 0.284349-1.65727e-15j 0.287759+4.31543e-15j 0.476564-6.04953e-15j -0.196658+2.99276e-15j 0.125597+3.32006e-15j -0.107017+8.75263e-16j -0.174363-5.2881e-14j 0.32465+5.64593e-15j -0.0776197+6.14235e-15j -0.0208842+5.51653e-16j 0.0716074+1.54671e-15j -0.183696-2.46226e-15j 0.128332-7.20889e-15j 0.138647+5.01778e-14j -0.0808743-1.68015e-13j -0.0547062-3.07247e-15j 0.0665369+1.18164e-15j 0.00699762-1.43455e-16j -0.0308371-1.20498e-16j -0.0343218+1.20854e-15j 0.00434749-4.14453e-16j 0.0536474+7.60387e-16j -0.019446+4.79822e-16j -0.00763443-4.34593e-16j 0.0531588+1.03674e-16j -0.106507-6.00117e-17j 0.0136915+6.91734e-16j 0.053126-1.33543e-15j 0.00412467+1.65412e-16j -0.0771334+2.28254e-16j -0.0597302-6.17572e-17j -0.0661829+9.07281e-17j -0.0165453-6.03142e-19j -0.0334636-9.98804e-16j -0.0190907+5.55645e-18j 0.026668+1.00959e-16j 0.0452928+1.80695e-15j 0.048558+2.8786e-16j -0.0110159-2.44039e-16j -0.0796154+3.97438e-16j 0.0487452-2.48049e-16j 0.0223373-1.15697e-16j -0.0233987+2.37416e-18j -0.0384747+1.93031e-16j 0.00469662+1.50847e-16j -0.0316803+1.27643e-16j -0.038667+1.38818e-16j 0.0120046-3.39292e-16j 0.0260977-1.23702e-16j 0.000195047-2.86559e-16j 0.0118176+8.7001e-15j -0.0142239-3.88153e-14j 
-0.00387405-2.29344e-15j 0.00350636-6.08435e-16j 0.0443262+2.19687e-16j -0.00384816+8.32167e-17j -0.0600792+1.92665e-16j -0.00168623-3.26388e-16j -0.00849557-7.7564e-17j 0.0464929+2.79785e-16j 0.0124217-2.76191e-16j 0.112846+2.06578e-16j -0.0897122+6.09388e-16j 0.0365349-5.61409e-16j 0.0488245+6.06925e-16j -0.0443723+1.54573e-16j -0.285429+1.03048e-15j -0.101698-3.39584e-15j 0.0923965-2.34854e-15j -0.613863+6.58191e-14j 0.383525-4.35263e-15j 0.439231+3.72467e-15j -0.648824-2.713e-15j 0.568399+5.41126e-16j -0.117669+3.11165e-15j -0.555582+2.6704e-14j -0.844223-1.84101e-14j -0.476508+5.6953e-17j -0.34492+6.14005e-15j 0.126669-7.89279e-15j -0.231651+4.82047e-17j -0.132835-1.78602e-15j 0.128022-4.58177e-15j -0.128163-4.08165e-14j 0.340962+1.74275e-15j -0.152062+1.18043e-14j -0.123663-1.94022e-15j -0.0354207-1.46324e-15j 0.0339924+5.01393e-16j -0.0637397-3.77254e-14j 0.0738575+2.35828e-14j 0.0349317-2.6587e-16j 0.185145+1.52978e-15j -0.122315-3.31934e-15j -0.0620022+8.51014e-16j 0.0785739-1.42253e-15j -0.0253366-6.00555e-17j -0.00921424+1.2398e-16j -0.0659959+9.58443e-17j 0.00226361+1.05173e-15j 0.117275+3.32688e-16j 0.0111202+9.41663e-16j 0.0296016-2.36609e-16j 0.00483627-3.42358e-16j -0.0156028-1.47646e-16j -0.020049+1.86754e-15j -0.0326738+1.77714e-16j -0.00209291+6.52434e-17j -0.0497863+6.35828e-17j 0.0189897-1.03702e-17j 0.0150174+8.75402e-16j 0.044498+1.17255e-15j -0.0300095+9.1643e-17j -0.0537383-1.4971e-15j -0.117158+8.31354e-16j -0.0105693+4.80995e-16j -0.0307975+8.69536e-17j -0.0067348+3.66081e-16j 0.0031361-8.07992e-18j 0.00372095+3.90007e-16j 0.0729303-1.36582e-16j 0.0553482-1.03665e-16j -0.0165092+1.02039e-16j 0.0408135-1.55892e-16j -0.0269481+2.18699e-16j 0.0121903-2.10094e-16j -0.00346162+4.71167e-17j 0.00212959+6.03455e-15j -0.0107517-2.6007e-14j 
-0.0162578-1.30369e-14j -0.00575911-2.6926e-15j -0.0176909-1.51364e-16j -0.00353902+2.4035e-17j -0.0474863+1.7078e-16j 0.0131558-1.43834e-16j -0.00999912+5.19929e-17j 0.113369-3.45648e-16j 0.0871791-4.76577e-16j 0.0402102-2.44213e-16j -0.0780061+8.46792e-16j -0.0415271+1.51816e-16j -0.0435756-5.94454e-16j -0.0524179-1.25886e-16j -0.247759+1.56169e-15j -0.268522-1.18276e-14j -0.151944+1.27103e-15j -0.0714157+6.33532e-15j -0.0457971+4.99737e-15j 0.42609-6.16411e-15j 0.439764+1.62922e-15j -0.323895+2.02895e-15j 0.111344-1.96952e-15j -0.0972436+3.02528e-15j -0.393811-1.12687e-14j 0.328009-3.20492e-15j -0.86847+1.37188e-14j 0.178002-1.66046e-14j 0.027374+5.46812e-15j -0.237239+3.40625e-15j -0.386524+6.40002e-15j 0.763493+2.07773e-13j 0.00547042-1.6006e-14j -0.0297757-1.75839e-15j -0.280064+1.15769e-15j 0.138706+1.06901e-15j 0.255033+4.50191e-15j -0.110725+3.83085e-15j -0.167356-8.23071e-15j -0.0207225+3.54866e-14j -0.0436663+3.72542e-16j 0.0498904-1.88512e-15j -0.192609-8.58562e-16j 0.0456344+1.32253e-16j -0.0936127+3.39951e-16j -0.0635055-1.88105e-15j -0.0544577-1.48801e-15j 0.0173323-1.63843e-16j 0.0737023+1.68157e-16j -0.0388+9.17148e-16j 0.13845-1.24965e-16j -0.0184447+7.24441e-17j -0.0549443-1.76042e-16j -0.025877+2.19838e-15j 0.0726478-2.04545e-16j 0.0151191-2.83519e-16j 0.0668476-3.27883e-17j 0.0403833-4.55293e-16j -0.0254425-3.70182e-16j 0.128603+4.22708e-16j -0.050144+3.88876e-16j -0.019367-2.97113e-16j -0.1044+4.04092e-16j 0.00326092-4.60978e-16j 0.0405008+3.28641e-16j -0.0101857+1.52393e-16j -0.0654153-3.7004e-17j 0.00755924+7.16505e-17j 0.0188598-1.75536e-16j 0.0272217-2.49806e-16j -0.00178741+1.36314e-16j -0.0102194+9.66712e-19j -0.0298089-1.86207e-16j 0.0165313+1.99455e-17j -0.0492593+1.91589e-16j -0.00373324-3.31946e-15j 0.00584178+1.55494e-14j 
-0.000197772-5.8142e-15j -0.0340461-8.24952e-16j 0.0129135+1.63387e-16j -0.00179679+1.20509e-16j 0.00620691+1.76507e-16j 0.0016934+2.64536e-16j 0.00623662+2.96846e-17j -0.0068641-2.49702e-16j 0.00652659+2.72482e-16j 0.0684133-6.11506e-16j -0.00981831+3.68277e-16j -0.0332288+2.77213e-16j 0.104973+2.67596e-16j 0.0510999-7.06857e-16j 0.0830443-5.32592e-16j 0.0342567+2.10732e-15j -0.147083-3.11815e-16j -0.101014+1.19689e-14j -0.190893+4.75601e-15j 0.482871-4.218e-15j -0.27161-2.73483e-15j -0.211877+5.67915e-15j 0.72366-4.99709e-15j 0.537089-2.87481e-14j 0.0479089+7.2608e-16j 0.283687-1.36177e-15j 0.368309-9.52614e-15j -0.156092+1.08895e-14j 0.838773-3.96521e-15j -0.276159+3.4866e-15j -0.110005+1.01811e-14j -0.430384-1.12726e-13j 0.0410034+8.45113e-15j -0.211741+1.97059e-14j 0.150301-2.16012e-16j 0.0566295+4.07241e-15j -0.408864-3.22902e-15j -0.398816-1.37757e-13j -0.145542+1.63384e-13j -0.180979-2.74763e-13j -0.128724-1.28343e-15j 0.0363656-9.10111e-16j -0.0298465-1.1172e-15j -0.115714+2.41478e-15j -0.224013+3.17265e-15j -0.0120618-2.39703e-15j 0.0279579-9.40527e-17j -0.00805793+9.99775e-16j 0.100319-1.75971e-15j -0.0239521+1.42131e-15j 0.0607146+7.65004e-16j 0.0504165+3.80367e-15j 0.107147-5.35566e-16j 0.021753-1.18635e-15j 0.103223-1.07653e-15j 0.0307803+4.05935e-16j 0.0230719-3.82435e-16j 0.0152807+6.04338e-16j 0.0606882+3.19015e-16j 0.082039-1.92233e-16j -0.074822-8.37757e-16j -0.0332605-8.98683e-16j 0.0325514+3.63772e-16j 0.00223319+2.10102e-16j 0.0167104-2.24934e-16j 0.0355454-2.83915e-16j 0.0233975+1.97742e-17j -0.00969531-5.40272e-16j 0.0280498-1.53978e-16j 0.0011725-2.60889e-16j -0.00952959+1.38789e-16j 0.00474057+4.15141e-16j 0.0168733+3.74027e-16j 0.010405-4.16764e-16j 0.00128469+5.12079e-17j 0.00254915+1.60033e-14j -0.0304615-7.14808e-14j 
