0.00638566+0.00438783j -0.00462247+0.00626397j 0.0031055-0.00251432j -0.00411891-0.00375205j -0.000270348+0.00186469j 0.00109828+0.00127824j -2.13234e-05+0.0020926j 0.00105162+0.000416741j -0.00217418+0.00620257j -0.00722025+6.25562e-05j 0.00210286+0.00299733j -0.00419788+0.00217027j -0.000160013+0.000885873j 0.00508035-0.000439007j 0.00449677+0.00160697j 0.00277023-0.00217131j 0.00198721-0.000440316j 0.000385525+0.00404321j 0.00124615+0.00324407j 0.00225255+0.00304659j -0.0011231+0.000505926j 0.000639822+0.00322106j 0.00221533+0.000300069j 0.00449569-0.00135067j 0.000428294+0.00166699j -0.000210903-0.00100476j 0.00146924+0.00194116j -0.000589726+0.000460655j -0.00457524-0.00307662j -0.00322547+0.00134783j -0.00248793+0.00385239j 0.00204503+0.000545j 0.00199635-0.00319772j 0.00173485-0.00139976j 0.00140396-0.000344786j -0.000470131-0.00100242j -0.00411198+0.00232492j -0.00440162+0.00213373j -0.000869936-0.00204045j 0.00276417-0.00391081j 0.000642335-0.00110917j 0.00148676-5.99096e-05j 0.000694294-0.00229323j -0.00267468+0.001458j -0.000986996-0.00167769j -0.00583317-0.000364802j -0.00393012+0.000682351j 0.00111477-0.00101138j -0.00525354-0.00204177j 0.000244491-0.00107521j 0.0032297-0.00176301j -0.00237612+0.00427463j 0.00202818+0.00102718j 0.00391723-0.000715373j 0.000587295+0.00251494j 0.000245122-0.00537144j -0.00587602+0.000197645j 0.00171899-0.0033157j -0.00297431+0.00690588j -0.00596921-0.00216616j 0.00548386-0.00171945j 0.00264665+0.0034316j 0.00528863+0.00320344j -0.00443803+0.00212229j -0.00377645-0.00123194j 0.00123403+0.00222343j -0.0057325+0.00235842j -0.00229533-0.00201264j -0.00288165-0.00121973j -0.00179798-0.00426055j -0.0173609-0.00756269j -0.00928549+0.0158382j 
0.000744028+0.0015498j 0.000584804+0.00056629j 0.00126652+0.00269888j -0.00287043-0.000371995j -0.00219346-0.00391187j 0.0011066+0.00209316j -0.000969023+0.000331146j 0.00503603+0.00210468j 0.000799513-0.00073393j 0.00176339-0.00271843j 0.00525703+0.00178835j 0.00223566+0.00254618j -0.00333441+0.000745557j 0.00201662+0.00168226j -0.00313162+0.00531819j 0.00213396+0.00547912j 0.00474985-0.00224646j -0.00488733+0.0039408j 0.00765741-0.00268636j -0.000342803+0.000654421j 0.00487196+0.00384703j 0.00426045+5.00554e-05j -0.00608722+0.00476911j -0.00352696-0.000599723j -0.0014347-0.00359383j -0.00185146-0.00761802j -0.000624785-0.00288857j -0.000107435+0.00499676j 0.00223796-0.00841873j -0.001711+0.00442051j 0.000702459+0.00115984j -0.00404156+0.00421252j 0.00175792-0.00519831j 0.001562+0.000167404j 0.00410912-0.00252178j 0.000247722+0.00380435j -0.0010502+0.00189412j -0.000749597+0.00033122j 0.00237915-0.0023291j -0.000287478-0.000800795j 0.000515054+0.00326064j 0.000707053+0.00359802j -0.00376492+0.00540694j 0.00321171+0.00257819j 0.00164737-0.000551347j -0.00290742+0.00108818j -0.00279106+0.000671374j -0.000760864-0.000569046j -0.000857848+0.000253703j -0.00254023-0.00338222j 0.000533662+0.00477225j 0.00626671+0.00642331j -2.06191e-05-0.00108018j -0.00073395-0.00153611j 0.000904978+0.00328718j 7.91834e-05+0.0035277j -0.000497983+6.27408e-05j 0.00228592+0.000908096j -0.00208704+0.000368664j -0.00175577-0.00153848j -0.00229808-0.00154789j -0.000379218-0.0020254j -0.000452939-0.00347854j -0.0045262-0.00132403j 0.00184436+0.000172678j -0.000980987+0.000273227j 0.000992297+0.000178882j -0.000836274+0.00243923j -0.00282651-0.000534074j -0.00140528+0.00189905j -0.00105113+0.000485495j -0.000313933-0.00161221j 
-0.00142545+0.000152231j -0.0023293-0.000758407j -0.00039742-0.000391286j 0.00139046+0.00206486j 0.00261158+0.00101556j 0.000159914-0.00172886j -0.00267487+0.00112854j 0.00188381-0.000886817j 0.00022282-0.00021863j 0.00132174-0.000685042j -0.00171519+0.00136516j -0.00202875-0.00342441j 0.0013219-0.000562831j -0.00076589-0.00258137j -0.00284494-0.00538862j 0.00219971-0.00115485j -7.88384e-05+0.000448897j 0.0012351-0.000574149j 0.00258958+0.00393398j 0.00395969+0.000243724j -0.000165175+0.000644579j -0.00279867+0.00380293j -0.00135465-0.00563372j -0.00509949+0.00143265j 0.00309486-0.0016248j 0.000884546+0.00311831j 0.00164199-0.000637948j -0.00570008-0.00152157j 0.005308+0.00125953j -0.00420532-0.000860797j 0.00241817-0.00366217j -0.00143948-0.00249464j -0.000352588+0.00398043j -0.00177608+0.00124707j -0.000354988+0.00177196j -0.0083735-0.002896j -0.00241164-0.00156825j -0.00338719+7.83251e-05j -0.00150066-0.000227898j -0.0013772+0.00120014j 0.00223516-0.000537642j -0.000650225-0.000419998j -0.000835959-0.00159526j -0.00381198-0.000296327j -0.002023+0.00248187j -0.00134801+0.000482429j -0.000124099-0.00221488j -0.00224205+0.00166721j -0.000978788+0.00044243j -0.00173313+0.00318814j -0.00333305-0.00209233j -0.00586401-0.00155386j -0.00124623-0.000967668j 0.00225685-0.000673993j 0.00243213-0.00306808j -0.000901841-0.0010632j 0.00123223+0.000735732j -5.40974e-05-0.0014965j 0.00352969-0.00327599j 0.00108775-0.000847233j 0.00175996+0.00229311j -0.00124238-0.000140035j 0.0025023+0.00257684j 0.00332636-0.000480597j 0.000463958-3.19789e-05j 0.000611029+0.00021841j 0.00137947+0.00188806j 0.000930021-0.000904621j -0.000784793+0.000771493j 0.000142665-0.000434287j 0.00152043-0.00013148j 0.00144235-0.000523763j 
-0.000229703+0.000440859j 0.000492766+0.00160003j 0.00217585+0.000791683j -0.000468458+0.000995754j -0.00212595-0.000843701j 0.00303365-0.000775969j -0.000680964-1.98753e-05j 2.49339e-05+0.00158299j -0.00323738+0.00281534j -0.00133335-0.00239559j 0.0017846+0.000699975j 4.66399e-05+0.000127302j -0.00238228+0.00147916j 0.00053446+0.000455616j 0.000216859-0.00167337j 0.00181712+0.00250124j 0.00144111-0.000367215j 0.00116782+0.00179839j -0.000343743-6.27782e-05j 0.00252124-0.00141327j 0.00211713-0.000580714j 0.000190897-0.00262023j -0.00118783-0.0027144j -0.000637205-0.0030654j 0.000153789+0.00110391j -0.000790337-0.00143595j 4.83969e-05+0.000307681j 0.00191984-1.87852e-05j -0.000203109+0.00148859j -0.00091933-0.00253223j 0.00126269+0.000830643j -0.000447821-0.00169418j -0.00157825-5.91124e-05j -0.000554651-0.00168296j 0.00153824-0.00202584j 0.00210141+0.000289766j 0.000146909+0.00187704j -0.00157435+0.000352849j 0.000865855+0.00247235j -0.00300848-4.89326e-05j 0.00225621+0.00182572j -0.00076758-5.08524e-05j 0.00189584+0.00297207j 0.000145528+0.00155883j -0.00095315+0.00106676j 0.000114109-0.000500486j -0.00259099+0.000296557j -0.00111933+0.000824096j -0.000164867+0.00133556j -0.00151746+0.00084196j 0.00184259+0.00309273j 0.0040596-0.000964789j -0.000944056-6.47259e-05j -0.00216971-0.000771083j 0.00275292+0.00144468j 0.00183404-1.58585e-05j -0.00167687+0.000778349j 0.000212006-0.00121603j 0.000225177-0.000100546j 0.000180733-0.000329363j -0.0031006+0.000110552j -0.00101034+0.0013516j -0.00250236-0.00187331j -0.000707472+0.00137555j 0.00206393-0.00114912j 0.0016998+0.00222158j -0.000363856+0.000361604j 0.000911088-0.000441513j -0.00251271+5.62569e-05j 0.00124405+0.00122823j 2.82333e-05-0.000596631j 0.000709716+0.000397965j 
0.00138868-0.000674895j -0.000379643-0.0038614j 0.00118466+0.00096327j 0.00112276+0.00193595j -0.00178933+0.00102034j -0.000281557+0.00190669j 0.000212311-0.00520766j -0.00243465-0.000289885j -1.95042e-06-0.000905943j 0.00228817+0.00353248j -0.000354309-0.00356158j 0.000159839+0.000754779j 0.00165208+0.00158512j 9.76505e-05+0.000429476j 0.00145028+0.000228643j -0.00561219-0.000918038j -0.00155593+0.00404926j -0.00267776-0.003261j 0.00208378+0.00361651j 0.000965477+0.00398808j -0.000198771+2.9234e-05j 0.00248111-0.00383265j 0.00511451+0.0042775j 0.00353728-0.00119999j -0.00148803+0.0042955j 0.00206869+0.000903693j -0.00413986-0.000372052j -8.49221e-05-0.00393895j -0.00442244+0.00554155j 0.000349298-0.00345097j 0.00118475+0.00372916j -0.0021261+0.000183588j 0.00177069-0.00118359j 0.000988541-0.00115526j -0.0043464-0.00277469j 0.00528557-0.00225422j 0.00171756-0.00182523j -0.00227621-0.00396314j 0.00153096+0.00233932j 0.00224845+0.00099718j -0.00203854-0.00169557j 0.00413921+0.000144203j 0.000705314+0.000116024j -0.000196434-0.00420852j 0.000418294-0.00325532j -0.00170233+6.77814e-06j 0.00234141+0.00164563j -0.00291859-0.00100359j 0.00147531-0.000452556j -0.00105593-0.00175621j 0.00131662-0.000820065j 0.000978064-0.00420643j -0.000668163+0.000146025j 0.00287034+0.00321973j 0.00371943+0.00167181j -0.000178906+4.63378e-06j -0.000272551+0.000739278j 0.00213933-0.00023698j 0.00221628+0.00251632j -0.00219051+0.00115806j 0.000815104-0.00127762j 0.00165405-0.000712157j -0.00405297+0.00105469j 0.00157852+0.00201194j -0.00226991+0.00173119j -0.000803424-0.000278173j -0.0012231-0.000350046j 0.00202838+0.00101455j 0.00226957-0.00185843j 0.00376991+0.000236892j 0.00165741+0.000343694j -0.00366594+0.00022996j 
0.000250939+0.00106076j 0.000405519-0.00247206j 0.00178761+0.000100649j -0.0010477+0.00197424j 0.000362574+0.00249872j 0.000831117+0.000128832j -0.000520041-0.00180352j -0.000971498-0.000141998j -0.000181439+0.0023299j 0.0047669-0.000958837j -0.00125609-0.00149961j -0.00245428+0.000311625j -0.000935095+0.00582138j 0.00216377+0.000247944j -0.00330365-0.00459366j -0.00301782+0.00113198j 0.00127532-0.000797644j -0.00263685+0.00168583j 0.00438486+0.00219086j 0.00541899+0.00214449j 0.00066829+0.00111269j -0.00170934+0.0020174j -0.00278682+0.00577751j -0.000941103-0.000180523j 0.00358113-0.00243941j 0.000701825-0.00693241j 0.00181357-0.00275388j -0.00462011-0.00502331j 0.0012612-0.000438071j -0.00397855+2.65206e-05j 0.00424142-0.000452799j -0.00145659+0.00315486j -0.0010254-0.00374319j 0.00067876+0.00193554j 0.00339477-0.00237298j -0.00377423-0.00430208j 0.000690405+0.00214061j 0.0017245-0.00199532j -0.00116489-0.00188725j -0.00140423+0.00375065j -0.002199+0.00341243j -0.00143746+0.00320906j -0.00240377-0.00129199j -0.00328725-0.00133722j -0.00181842-0.000396912j -0.0012387-0.000183802j -0.000328776+0.000114216j -0.00311517-0.00164958j -0.00308461+7.48729e-05j -0.000423014-0.00333411j -0.00633501-0.000511225j -0.00516359-0.000581516j -0.000340686-0.00202161j 0.00242785+0.00303658j 0.00101334+0.00135336j -0.00227492+0.00136411j -0.00108375+0.00198771j 0.00135437+0.00167764j 0.00585416+0.00141577j 0.00233986-0.00363127j 0.0026203+0.00239777j -0.000874756-0.00148165j 0.00192155-0.000658995j 0.00411751+0.00108168j -0.0020067-0.00166241j -0.00263244-0.000487948j -0.00150045+0.000433095j 0.000860937+0.000676447j -0.000965752+0.00153927j -0.00186822+0.000397333j 0.000371574+0.000839747j 0.000889293-0.00152023j 
0.00045779-0.000668408j -0.00152033+6.52536e-06j -0.000167453-0.000530277j -0.000923765+0.00384534j -0.000412738+0.00262597j -0.00237637+0.00140814j -0.0031953-0.00120125j 0.00254501-0.00225317j 0.00171172+0.00158096j 0.00180999-0.00259628j 0.00376885-0.00265824j 0.00382375-0.00104528j -0.00291865+0.00510064j 0.000386849+0.000356831j 0.00322938+0.000782927j -0.00331949+0.00132322j -0.00381852-0.000794001j -0.00616307+0.000139172j 0.000596498+0.00175166j -0.000910217+8.71105e-05j -0.00305481-0.00177114j 0.0030615-0.00514024j 0.000848617-0.000149677j 0.00215231+0.00264456j -0.000482345+0.00219559j 0.00132134-0.00200929j -0.00439616+0.00204243j -0.00184631-0.00149525j -0.00314716+0.00118528j -0.000317036-0.00103544j 0.00190419-0.000748547j -0.00115984+0.00142528j -0.000189945+0.000870117j 6.99089e-05-0.000765624j -0.00189811+0.00223222j 0.00509619-0.00386795j -0.00043208+0.00183406j -0.000972264+0.0017467j 0.0039519-0.00031038j 0.000928935+0.000855151j -0.00311755+0.000303716j -0.00506125+0.000684591j 0.00364652+0.00086785j -0.00178235-0.00274659j -0.0023403+0.00152033j 0.001273+0.00102365j -0.00178487+0.000286687j 0.00390813+3.55973e-05j -0.00318814+0.00057007j 0.00157673+0.000608318j 0.0010443-0.00186728j -0.00200944-0.00626387j 0.000918655-0.00079929j 0.00222502-7.25652e-05j -0.00193478-0.000811082j 0.00167557+1.90348e-05j -0.00294998+0.00179926j -0.00117225-0.00010935j -0.00083073+0.00231872j 0.00157858+0.000615853j -0.000495287+0.00402039j -0.000537749+0.00040368j 0.00133043+0.00107913j 0.000554134+0.00347775j 0.00119902-0.00260079j 0.000821775+3.30879e-05j -0.00259668+0.000265915j 0.00024251+0.00136096j -0.00113234+0.00127027j -0.000602434+0.000864516j -0.00023743-0.000117521j 0.00021666+0.000158045j 
0.00167346-0.00238545j -0.00120121-0.000632786j 0.000796589-0.000706272j 0.00172885+0.000289792j 0.00128383+0.000218291j -8.61462e-05-0.000643704j -0.00142297-0.00141125j 0.00142416+0.000976789j 0.00205614-0.00115676j -0.000183281+0.000390721j -0.000463701+0.00229997j -0.00217561+0.00108311j 0.00119669-0.00118981j 0.00129189-0.00016776j -0.00784989-0.00264108j 0.00275425+9.87416e-05j 0.00416675+0.00301386j 0.00176447-0.00114118j 0.00309092+0.00515727j -0.000616531-8.18082e-05j 0.000185576+0.001192j -0.000261906+0.00410811j 8.3861e-05-0.00193808j -0.00466484-0.00233143j -0.00155511-0.00142107j -0.00360777-0.00141921j 0.00260848-0.000462222j -0.00452793-0.000922794j 0.00679747-0.000366621j -0.00537886+0.00127868j -0.00225342-0.00164026j -0.0024448-0.00232435j 0.00221034+0.0016246j -0.00151294+0.00267582j -0.0015305+0.00286682j -0.00529421-0.00272062j -0.000408609-0.00244604j -0.00449414-0.000386768j -6.64831e-05+0.00165537j 0.00079209-0.00108722j 0.00649671-0.00245182j 0.00155118-0.000636594j -0.00336471-0.00171876j -0.000980162+0.00142997j 0.00218919-0.000389104j -0.00318349+0.00197479j -0.00132756-0.000331828j -0.00421174+0.00204611j -9.43116e-07-0.000353579j -0.0011128+0.00276523j -0.000689435-0.00177523j -0.00169388+0.000104934j -0.000430752-0.000318871j 0.00284717+0.00143738j 0.00179663-0.00333434j -0.00114091-0.000908662j 0.000768394-0.000601897j 0.00293051-0.00208005j 0.000737515-0.00137625j -0.000745084+0.001073j 0.00325334-0.0015434j 0.000846172-0.000683952j -0.00048497+0.00187894j 0.00097346-0.000407878j -0.00392807+0.00121131j -0.00206882+0.000106165j 0.00154908+0.000392078j -2.67413e-05-0.00083342j 0.00209218-0.00062374j 0.000685515-0.00173964j 0.00117712+0.000625414j -0.000847006+0.00204108j 
0.000671407+0.000516633j 0.000374395-0.000192018j -0.000376393-0.000312259j -0.000732786-8.34942e-05j 0.0010658-0.00177411j -0.000169052-0.00262273j -2.7008e-05-0.00104009j -0.00130815-0.000584866j 0.00251008+0.000339489j 0.00125175+0.00293706j -0.00198201-0.000460171j -0.00130596-0.00148586j -0.00110759-0.00602497j -0.00114057-0.000932197j -0.000301606+0.00686196j -0.00236103-0.00348986j 0.00344808-0.0037448j -0.00203738-0.000172655j 0.00247998+0.00104031j -0.00126007-0.00103697j -0.000841253-0.0020119j 0.000532324+0.00155467j -0.00290477-0.00446613j -0.000557657-0.00127459j 0.00129096-0.000236011j 0.00552899+0.00340113j 0.00266382+0.00377711j 0.00197125+0.00207446j 0.000485022-0.000419992j 0.00066738+0.00270983j -0.00199488-0.00319575j -0.0022842+0.00063392j 0.00435446+0.00553839j -0.00335657-0.00293268j 0.00249414-0.00115422j 0.00116574+0.000884773j -0.00273428-0.00202959j -0.000345079-0.000154561j -0.00352172-0.00346211j 0.000359509+0.00114371j -0.0056975-0.00243882j 0.00118768+0.00165294j -0.00267868-0.0015181j 0.000495663-0.00115842j 0.00176922+0.00396195j -0.000269685-0.00226167j 0.00493341+0.00448036j -0.00163007-0.00247904j -0.000477901-0.000871914j 0.00263436+0.000452871j -0.00197222+0.000188279j 0.000249878-0.000698617j 0.00139961+0.00199541j 0.00132435+0.000294502j -0.00125405+0.000934757j -0.000434166-0.000397521j 0.0017769+0.00130621j 0.00266432+0.00296513j 0.00135645-0.000516102j 0.00133946+0.00129196j 0.00307037-0.00154612j 0.00293806+0.00334918j 0.00224062+0.00149071j -0.00257339-0.0011789j -0.00173288+0.000371078j -0.00140047-0.000360599j 0.000886774+0.000539512j -0.000258079+0.000386052j 0.00176053-5.04338e-07j -0.000676926+0.000903023j 0.000470034+4.83831e-05j -0.000539092-0.00076626j 
-0.00168351+0.00108224j -0.000319571+0.000351014j -0.000140418+0.00215978j -0.000870607+0.00153678j -0.00145332-0.00331651j -0.000204047+0.00121697j -0.00181801-0.00220888j 0.00276697-0.000687493j -0.000262666+0.00182856j 0.00169756+0.0025817j -2.82472e-05-0.00240178j 0.00123054+0.00214622j -0.00306132-0.0022684j -0.000510286+0.00501093j 0.00540828+0.00600216j 0.00318825+0.00231807j 0.00114861+0.00212056j 0.000731072+0.00113719j -0.000172843+0.00151218j 0.000177304-0.00148213j 0.000752725-0.00291068j -0.0012875-0.00685059j -0.00135858-0.000245646j -0.00689367-0.00654639j 0.00646338+0.004144j 0.000750804-0.00388889j 0.00405198+0.00505393j 0.00473925-0.000617681j 0.000612354+0.00374614j -0.000300016-0.000872981j 0.000483411-0.00131048j 0.00115785+0.0016679j 0.00181739+0.00482111j -0.00587844-0.00471112j -0.000489533-0.00394197j 0.00200739+0.000335961j -0.00129953+0.000532601j -0.00428662-0.00221006j 0.00307167-0.00308971j -0.00170236+0.00170864j -0.00593282-0.00039926j -2.02568e-05+0.00208409j -0.000832567+0.00239557j -0.00057074-0.00414077j 0.000128108+0.00510942j -0.00377321-0.00272879j 0.00425643+0.00512724j -0.00313352-0.00331439j -0.00147934-2.09686e-05j -0.00116446+0.000381798j 0.00140261+0.00208472j -0.00136735-0.00531586j 0.00314067+0.00219042j 0.000824858-0.00157512j 0.00420274+0.00249734j 0.0016863+0.00058816j 0.00172561+0.00223053j 0.00195173+0.00241217j 0.00222812+0.00100793j 0.00293451+0.00154213j -0.00464963+0.00104781j 0.00533323+0.00321073j -0.000779693+0.00277733j -0.00314833+0.00134557j 0.00154042-0.00233844j 0.00132412+0.0010749j -0.000966203+0.00262096j -0.00149903+0.00127055j -0.00224747+0.00112702j -0.00128439+0.00170778j 1.36016e-05-0.000677107j 0.00133901-0.00115693j 
0.000984879-0.000610248j -0.000747489+0.000375965j 0.00106052-0.00153642j -0.000364151-0.00181249j -0.00240684+0.00110267j 0.00037497-0.0010264j -0.000561253-0.00044976j -0.000237607+0.00163608j 0.00223211-0.00156051j -0.00097325+0.000852192j -0.00210684+0.000143306j 0.00355135+0.00157314j -0.00403539+0.00160002j 0.00210171+0.00284357j 0.00151006+0.000836424j 0.00423251+0.00114841j -0.000746365-0.00215725j 0.0042611-0.00102183j -0.00703787-0.00141295j -0.00286586+0.000393032j -0.00395671+2.97185e-05j -0.00349997-0.00119448j -0.00225099+0.00293758j -0.00627657-0.000694947j 0.00194611-0.000188676j -0.00533266-0.00195412j 0.00609676-0.00261185j 0.00325024-0.00387379j 0.00449782-0.000472698j 2.7464e-06+0.000860413j -0.00194688+0.00290228j 0.00537078+6.39642e-05j -0.000246623-0.00160342j -0.00479203+0.00425614j -0.00184407-4.97594e-05j 0.00433733-0.0015657j 0.00264465+0.000459777j -0.000798926+0.00180073j -0.00157813+0.00149268j -0.00282005-0.00154169j 0.00248399+0.000907575j 0.000121617-0.0019926j 0.00353094+0.0013058j -0.00245087-0.000178031j 0.00185731-0.00233021j -0.00181849-0.000785279j 0.00417484-0.0019754j -0.00313382+0.00134583j 0.000583479-0.00050155j 0.00131942-0.00057211j 0.0052901-0.000525372j -0.000125617-0.00246745j 0.00332508+3.23257e-05j -0.00475761+0.00116043j 0.00274921-0.00266484j 0.00324394-0.00131008j -0.000974833-0.00176991j 0.0007149-0.00202156j -9.01595e-05-0.000737463j 0.00311439+0.000470769j -0.00461454-0.000785432j 0.00295432-0.00290146j -0.00124929-0.000135775j -0.000746541+0.00240318j -7.68133e-06+2.34132e-06j 0.00098537-0.000416933j 0.000133291-0.00125474j -0.00125342-0.00112008j 0.000661243+0.00064316j -0.000401468-0.00113484j -6.66727e-05+0.000367705j 0.000497541+0.00131051j 
0.00119436+0.00012465j -0.000901612-0.0019505j -0.000601892+0.00115733j -0.000880012-0.00426216j 0.00126034+0.000305693j -0.00154158-0.000847586j 3.00478e-05-0.00198302j 0.000825631+0.00741053j 0.00403388+0.00079024j 0.00061413-0.00115762j -0.00241027+0.00255421j 0.00116958+0.000427764j -0.00229379-0.00509159j 0.000266188+0.00248924j -0.00321639-0.00104614j 0.00114575+0.00842417j 0.00409367+0.0015685j 0.000347371-0.000294013j -0.00306346-0.00379732j -0.00214109-0.000756514j -0.00425757-0.00147283j -0.00317313-0.00224818j -0.00109409-0.00417219j -0.00433129-0.00632045j 0.00262545+0.00335273j -0.0016734-0.00238282j 0.00698805+0.00302367j -0.000408282-0.00154836j 0.00651409+0.00301279j -0.00691905-0.00295951j -0.00134068+0.00124617j 0.00156772+0.00134835j 0.000103244-0.00134731j -0.00313935-0.000274292j 0.0021222+0.00379754j -0.000436856-2.12181e-05j -0.00066535-0.0010465j -0.000139118-0.00029885j 0.000193331-0.000173634j -0.000430048-0.00372325j 0.00041634+0.00145133j -0.00429369-0.00571218j -0.00265045+0.000539233j -1.87293e-05-0.00185734j 0.000102726-0.00208892j 0.000640202+0.00138965j 0.000605001-0.00295713j -0.00159419-0.0021953j -0.00313931-0.00359136j 0.00211473-0.0025661j -5.29685e-05-0.00037007j -0.000636419+0.00216267j 0.00401743+0.00244663j -1.81872e-05-0.0015494j -0.00301511-0.000477357j -5.11139e-05+0.00115088j -0.00282155-0.00292638j 0.00123443+0.00169782j -0.000346659-0.00219887j 0.00419328+0.00314046j -0.0021269-0.00347711j 0.00169113-0.00327978j 0.00116781-0.000239242j -0.00311458-0.00312119j 0.000501381+0.00513396j -0.00189696-0.000824826j -0.00360184-0.00198731j -0.00118563-0.000771925j -0.000437862-0.0024078j -0.00259875-0.00196235j 7.07814e-05+0.00253616j 5.18098e-05+5.81356e-05j 
0.000825021-0.00135661j 0.00077119-0.0016018j 0.000454619-0.000793929j -0.0024385+0.00169054j -0.00393435+0.00175537j -0.00403854-0.000528261j -0.00116611+0.000606544j 0.003045+0.000646616j -0.000742696-0.00189594j 0.00174589-0.0014217j 0.0051596-0.00107878j 0.00371441-0.00424463j -0.00602567+0.00198067j 0.00320181-0.00170838j 0.00387828+0.00158505j 0.000941227-7.16502e-05j -0.00165074-0.00274609j -0.0018736-0.000658248j 0.00272406+0.00278478j -0.00251287+0.006143j -0.000354276-0.001025j 0.00335322-0.00336377j -0.00494055-0.00125337j -0.0033302+0.00445112j -0.000390746+0.00334168j 0.000605017+0.00365995j 0.00130071-0.00196202j 0.00219194-0.00377168j -0.00447521-0.00126039j -0.00239961-0.00329609j -0.0010678+0.00265394j -0.00282083-0.00113273j 0.00471453-0.00151784j -4.9456e-05+0.00407802j 0.00399383+0.00184606j 0.000571899-0.00368838j -0.00444613-0.000290455j 0.000569491+0.00216787j 0.001875+0.00159236j -0.00248486+0.000432543j -0.00228669-0.00198455j -0.00350916-0.000987993j 0.00228707+0.00300441j 0.00181311-0.00311031j 0.00105687-0.00357377j -0.00125198+0.00399099j -0.00250289-0.0015862j 0.00114005+0.00014054j -0.00251583+2.19332e-05j 0.00476194-0.000539797j 0.000240014-0.00229466j -0.00149477-0.00477237j 0.00219446-0.00236278j 1.38157e-05+0.00147678j -0.00293018-0.000471654j -0.00141659-0.000592492j -0.00434211-0.000863668j -0.00140797-0.00163173j -0.00431315+0.0033826j 0.00298543-0.000125325j -0.0022729+0.00111496j 0.00180107-0.00345345j 0.000514195-0.00180082j -0.00208475+0.00481337j 0.00175456-0.0010187j 0.00107243-0.000364411j -0.00343806-0.00128135j -0.00139509+0.00181521j -0.000487081+0.00018759j 3.86586e-05+0.000890908j -0.000721475+0.00111125j -0.00119308+0.000320482j 
0.000318745-0.00120113j -0.00079375-0.00100365j 0.00314379-0.000555484j 0.000503164+0.000458891j -0.00434288+0.000569015j 0.000663482-0.000246034j -0.00153199+0.000642817j 0.00138031-0.00107559j -0.00179227-0.00231743j -0.0019495+0.00185607j 0.000806598+0.00074141j 0.000353776+3.06782e-05j -0.0026871+0.00233366j 0.00163096-0.000726829j 0.00494938-0.00180627j 0.00527675-0.00519963j -0.00344667-0.002768j 0.00472883-0.00125803j -0.0034057-0.00058805j -0.000523646+0.00263956j 0.00102134+0.000204145j -0.000840478+0.00300396j 0.00016028+0.00618382j -0.00396279+0.00598361j -0.000565105-0.00430279j -0.0041177+0.00128419j 0.000119193-0.00675239j 0.0028934-0.00372678j -0.00244372-0.00206166j 0.00448535+0.00159235j -0.000304592+0.00257777j 0.00345379-0.00107641j -0.000677025-0.00253679j -0.0015246+0.00454332j -0.00305689-0.00257689j 0.00192683+0.000243298j 0.00139187+0.0006488j -0.000525165+0.00137773j -0.0031443+0.00127145j -0.00197703+0.0011443j 0.00366241+0.000962287j 0.00269051-0.000796277j 0.00367313+0.00117603j -0.00160009-0.000316185j 0.00150504-0.00241601j -0.000496344+0.00265383j 0.00174237-0.00120237j -0.00413531+0.00297435j 0.00104747+0.00130844j -0.00247512+0.00143328j 0.00224672-0.00171796j 0.00326293-0.000908057j 0.000285722-0.00242003j -0.00264369+0.002369j 0.00446581-0.00212231j 0.00147458-0.00123328j 0.000988608-0.000673992j 0.00234614-0.00235472j -0.000860033+0.000283149j 0.000670436-0.00092222j -0.00276325+0.00176075j -0.00143989-0.00295977j -0.00300748-0.00022482j -0.000538153+0.00393052j 0.00237542-0.00187139j -0.000517377-0.00102718j 0.00275557+0.00023955j 0.00148531+4.19621e-05j -0.000546824+0.0015766j 0.00207955-0.000288591j 0.00346852+0.00152498j -7.92965e-05+2.54326e-05j 
