0.13891+0.0504029j 0.136423+0.377168j -0.312406+0.375912j -0.18361+0.274842j 0.182663+0.134449j 0.398359+0.273973j 0.283836-0.0187582j 0.0932416+0.235733j 0.248627-0.0997251j 0.573445-0.28639j -0.0640385-0.308292j 0.695827-0.35991j -0.183064+0.990494j -1.65583-1.45854j 1.06741-1.42859j -0.0151785-0.164467j 0.296454-0.418097j 0.76976-0.118802j 0.515321-0.130418j 0.327224+0.360624j -0.548344-0.572229j 0.0896601-0.0325366j 0.481786-0.0716814j 0.18936+0.379042j 0.226882-0.24774j -0.324026+0.267354j 0.020627-0.282128j 0.0325939-0.378863j 0.330245+0.215379j 0.301416-0.104346j -0.47758+0.854049j 0.0359404+0.105725j 0.206472+0.432555j -0.0895396-1.24301j 2.38175+0.842557j 1.43085-2.75097j 0.974857+2.33155j -0.0469801-0.0744463j -0.172196+0.101562j -0.198121+0.221716j 0.228672+0.15229j -0.231843-0.29098j -0.251002+0.0824042j 0.415813-0.254676j -0.381767-0.19848j 0.089578+0.342414j 0.159622-0.182271j 0.162782+0.298033j -0.301496+0.609258j 0.182686+0.0410673j 0.395855+0.492097j -0.501995-0.339923j 0.386746-0.0831541j -0.392449+0.0867805j 0.371309-0.138059j -0.209706-0.519097j -0.0591096+0.221457j -0.103866-0.2193j -0.438883+0.341325j 0.368515-0.373184j 0.675363+0.275404j 0.14615-0.635206j 0.192734+0.00473136j 0.244075-0.725769j -0.0503912-0.00724254j -0.196003-0.649697j -0.241568-0.2478j 0.0372233+0.182534j 0.225522+0.219392j 0.306067-0.00989159j -0.208794+0.178926j 0.352345-0.0205047j -0.41807+0.2191j -0.0278536-0.0535853j -0.0866615+0.193367j -0.000267011-0.402396j 0.104077-0.691143j 0.0701233-0.180345j 0.105015+0.250186j 0.450472+0.194131j 0.301469+0.190835j 0.486964-0.830098j -0.0273553+0.628513j 0.0575401-0.170725j 0.111949-0.778909j 1.28153+0.91713j 0.629789+1.12548j -0.61397-0.0454167j 1.41908-0.425539j -1.87398+0.554996j 1.1694-0.875575j -2.34097+0.481986j 1.04552+3.83375j -0.29194+0.46262j -2.07678+1.4742j 
0.512767-0.819265j -0.552291-1.15315j -1.76705+0.106993j 1.71723+1.48645j 2.44657+2.1145j 0.115642-0.0299469j -0.234429-1.97256j 0.937492+1.40027j -0.894747+0.23625j -0.244068-0.320356j -0.82693+0.0464252j 0.791403-0.296243j -0.322937+0.973852j -0.702633-0.804997j 0.866417-0.321157j -0.834192+0.656274j -0.113365+0.45295j 1.0676-0.163004j -0.140527-0.137604j -0.846785+0.903363j 0.15725-0.637424j -0.620032+0.0262349j 1.36435+0.28773j -0.19799+0.745695j -0.965024-0.495028j -0.151+0.0877524j -0.466711-0.652824j -0.590919-0.415885j 0.959793+0.565158j 0.241946+0.0844493j -0.0416596+0.0925893j 0.237802+0.24771j 0.277569-0.0647124j 0.11652-0.0312071j 0.190081+0.374122j 0.267341+0.0613715j -0.117415+0.40232j -0.258987+0.0356188j -0.13603+0.777111j -0.13006+0.0397229j 0.26968-0.634806j -0.0527693+0.432895j -0.438368-0.550586j -0.139404+1.65978j 0.537265-0.0588646j -0.545343+3.1819j 0.603965-0.49514j 0.303993+0.623926j -0.480617+0.517371j -0.546397-1.08581j 0.589313-0.527077j 0.707952+1.50633j 0.867735+1.4325j -0.589753+0.467253j 1.11129+0.619245j 0.146577+0.891567j 0.595673-0.668885j -1.19325-1.03135j 1.29313-0.0269829j -0.416013+0.363736j 0.118887+1.08688j 0.991635-0.512948j 0.821059+1.37597j 0.552077+0.110465j -0.0365288+0.203282j -1.37854-1.27266j 0.558931-0.502764j 0.0963706-0.0287627j -0.909946+0.983891j 0.480837+0.259033j 0.170818+0.0943659j -0.660449+0.260443j -0.84995+0.343018j 0.231756+0.229621j 0.0225912-0.451471j 0.294627+0.130292j 0.197121-0.463863j 0.315285-0.065918j -0.0948827+0.172881j 0.38522-0.580763j 0.62853-0.367246j -0.526948-0.241714j -0.21758+0.61078j 0.406062+0.636589j -0.301562+0.302401j -0.0430329+0.0397603j -0.0780309-0.0656774j -0.213428-0.131322j -0.194071+0.236122j -0.213794-0.0600957j 0.211721+0.208366j -0.03505-0.509201j -0.0715569+0.293062j 0.369548-0.346533j -0.0113225+0.128455j 
0.1202-1.65211j -1.91684+0.957249j 0.00610318+1.21739j 1.48278-0.0761338j -0.703225+0.679169j 2.19501-0.994561j 0.384801+2.5439j -0.321943+0.163185j 0.0323902-0.028715j 0.463092-0.167585j -0.884161+0.234647j 0.640032-0.991491j 0.0295318+0.227734j -0.117187-0.541413j 0.565423-0.365895j -0.454536+0.802006j 0.879222-0.67791j -0.768295-0.131223j -0.789952+0.54463j -0.309294+1.06812j -1.31138-0.705254j 1.77258+0.721195j 0.0278719+0.304443j -0.208634+0.16644j 0.521851-0.13203j -1.17893+0.912487j -0.0988406+0.914863j 0.556752+0.430663j 0.029411+0.430903j 0.0943868-0.00195157j -0.585055+0.0606805j 0.012954+0.172256j -0.0950564-0.119611j -0.160919-0.378838j 0.055933+0.20349j 0.0555954+0.196447j -0.0306374+0.316792j -0.0124248+0.221913j -0.179368+0.523604j -0.281658+0.239094j 0.180785+0.27446j 0.535998+0.224153j -0.660091-1.34817j 0.0753088+0.945407j 0.38409-0.270445j 1.00521-0.532491j 1.06404+0.606912j -0.349764-2.13516j -0.116735+0.0353663j 2.56398+0.692991j 0.901372-0.646646j -0.550826+3.45733j 1.45533-0.622137j 0.0843371+0.295473j 0.543534-0.503803j -0.190434+0.71567j -1.20687+3.55652j -0.346259-0.105102j 0.950369-0.252087j 1.12595-3.74928j -0.0203252-0.414216j 1.07714-1.73112j -0.173248-0.673895j 0.523619-2.26104j -0.0952141-0.450557j 1.1702-2.0461j 0.763045-1.19999j -0.0662745+1.06056j 0.000247344+1.20535j -0.480153+2.92343j 1.24222-0.520425j -0.165448+0.263028j 1.05379-2.80079j 0.108178-0.15401j 0.161352-1.02146j 0.372648+0.634946j 0.0691194-1.04454j -0.292654+0.617274j 0.524303-1.18179j 0.10491-1.89782j 0.178853-0.958836j 1.03785-1.97023j 0.367644-1.11111j 0.169752+0.259212j 0.469136-0.938642j -0.172581+1.12475j -0.0329243-0.125975j -0.225227+0.275808j -0.118062+0.277135j 0.391686-1.06725j -0.132143+0.703283j -0.0232679-0.189766j -0.0112508+0.451072j 0.0968916-0.188957j 0.066007+0.0332106j 
-1.70986-1.59742j 0.178074-0.528223j 1.95867+0.231472j -0.118414+1.0289j 0.207169+0.393313j -1.05951-0.413057j 0.0627026+0.754534j -1.16591+1.12875j 0.0792438+0.975926j 0.241896+1.66543j 0.0116148+0.319399j 0.632521-0.305556j -0.443175-0.477621j -0.134264+0.126006j 0.179416+0.148933j -0.176556+0.438683j -2.03167+0.201098j -0.954023-0.87919j 1.86088+1.02302j -0.273281+0.354557j -0.0160774-0.334682j 0.130121+0.636954j -0.187051+0.585593j -0.779306-0.847959j -0.563282-0.446438j 1.26336-0.607102j -0.155822+0.346423j -0.087159+0.24391j 0.0991096-0.134596j 0.238844+0.833102j -0.148498-0.0921183j -0.210839-0.204775j 0.14915-0.172454j -0.354885-0.287915j 0.0868684-0.130165j -0.26093-0.120093j -0.254148-0.00986995j 0.326122-0.112848j -0.34804+0.968254j 0.13804-0.133702j 0.816713-1.24528j -0.408722-0.229172j 2.13417+0.978298j 0.247247-0.0363423j 0.170588-0.133648j 0.373039+0.4125j 0.584237-0.332766j 0.516254-0.118331j 0.595383-0.107015j -0.637187+0.541706j -1.04998+0.329636j 0.74947+0.936764j 1.00595+1.30834j 0.221203-0.811122j -0.495167+0.985033j -1.44013+0.623431j -0.47649+0.484986j 0.0182402-1.09915j -0.780104+0.183839j 0.238513+0.117821j -1.10352+1.17378j -1.18035+0.206434j 0.211208+0.0547126j -0.637388+0.204001j -0.187647+0.0695705j -0.136611+0.131394j 0.0942752-0.879777j 0.175598-0.0972405j 0.226058+0.685405j 0.415001-0.868583j -0.653019-0.346322j -0.352204-0.340386j -0.0253935+0.611128j -0.263077-0.0901666j -0.608274-0.337564j -0.361061-0.180129j 0.262208+0.152798j -0.301507-0.21933j 0.055495+0.211226j -0.161297-0.0159508j -0.257176+0.262044j 0.129009-0.162127j -0.33038+0.333686j 0.380671+0.130192j -0.100502-0.072751j 0.33411-0.160986j 0.260991+0.480302j -0.124887+0.032771j 0.234527-0.417251j 0.0995287+0.0154186j 0.288777+0.100899j -0.357636+0.0424788j 0.118399+0.0603568j 0.0171832-0.430853j 0.124937+0.0600394j 
0.846085-1.36759j -0.29546-0.329264j 0.555146-0.870128j 1.50085-0.831838j -0.537685-0.781639j 1.17574+0.908028j -0.323259-0.461374j -2.4062+0.80186j 1.05632-0.0378128j -0.019341-0.517931j 0.368057-0.902384j 0.932942+0.289393j 0.509242+0.907332j -0.245936+0.0553621j 0.708036-0.0322688j -1.69467-0.129055j -0.251292+1.60678j 0.22541-0.0234487j -0.536506+0.190574j 1.83538-0.201375j 0.761258-1.18623j -0.405772-1.08713j 0.150172-0.876892j -0.407989-1.01752j 0.118206+0.781153j -0.260245+0.290623j 0.0563802+0.149229j -0.206475-0.268871j -0.4529+0.967994j 0.259218+0.296751j 0.116725-0.0619748j -0.165238+0.07059j -0.0925023+0.287519j 0.198229-0.121631j 0.516462+0.100147j -0.257371-0.046043j -0.282383+0.219135j -0.180975+0.0562756j -1.37319+0.512619j 0.369904-0.269962j -1.36704-0.803579j -0.436686-0.168704j 0.644825+0.031856j 0.14275+1.69528j -0.578234-0.271078j 1.29577-0.142424j -0.644139-0.520038j -0.186036-1.19732j 0.902912-1.65672j 0.665624-2.13367j -0.328245+2.78436j -0.0490361+2.21783j 0.0311638-1.40962j -1.24085+2.8215j -0.0208797-1.83909j -0.717862+0.960565j 0.896834+0.0908518j 1.19089+0.548328j 1.01196+0.490527j 1.38345-3.21685j -0.94492+0.676778j 1.30305-0.784729j 0.989273-0.639102j 0.759027-2.36851j -0.0480709-0.283922j -0.246841-1.67752j -0.463012-1.30041j 0.167836+0.838194j -0.0662145+1.16736j -0.725044+2.83334j 0.568725-0.614114j -0.323677-0.160421j 0.388639-2.7339j -0.0643511+0.368122j 0.149757-1.18894j 0.113111+0.691374j 0.180416-0.787357j -0.0234364+0.737042j 0.20461-0.901965j 0.683671-2.03673j 0.235301-0.272776j 0.240454-2.16111j 0.0693121-0.572987j -0.234792+0.412685j 0.11608-1.14626j -0.201209+0.806582j -0.271728+0.0304542j 0.154291+0.261213j 0.449992+0.708177j 0.31931-0.697193j -0.114331+0.436678j -0.287029-0.136695j -0.0491994+0.43236j 0.291921-0.529491j 0.129677+0.134275j 
-0.748235+1.3291j 1.72582+0.917446j 0.820156+2.60213j -2.64707-0.542804j 1.5571-1.34962j 0.479263-0.539686j -0.0774422-0.274874j 0.190671+1.23877j 0.528905+0.0379235j 0.233365-0.132824j 0.439566-0.782473j 0.529458+0.145853j 0.150257+0.226867j -0.00606296-0.644557j 0.177834-0.325248j -0.445462+0.578097j 0.0765736-0.653296j 1.41352+0.235053j -0.0294418+1.20369j 1.14273+1.38321j -0.361081-0.480532j 0.377288-0.184587j 0.427291-0.778038j -1.33119+0.68034j 0.371843+0.0659369j 0.21068+0.149908j 0.214813-0.178595j -0.00265333-0.0728357j -0.0279985+0.150501j 0.395829+0.109953j -0.0570198+0.0464843j -0.178458+0.0641448j -0.0421967+0.496057j 0.285578+0.000865042j 0.0778505-0.0631747j 0.304299+0.222676j 0.144211+0.20286j -0.291687-0.405955j 0.873501+1.99452j 0.194493-0.71393j -0.0846515+2.46291j 0.301753-0.584769j -1.13188+2.85078j -0.203954-1.005j 0.812741+0.527723j -0.340095-0.0397249j 1.99493+0.875688j 0.635578+0.367181j -0.69251-0.618841j 0.795383+0.905088j 0.662221+1.0701j 0.81624-1.9458j 1.15766-1.1719j -0.403072-0.442286j -1.21838+0.430386j -0.116385+0.437415j -0.544846+0.429261j 1.33719-0.652945j -0.633213-0.394246j 0.0803292+1.62861j 0.0634472+0.861633j -0.349531-0.027168j 0.236736+0.542159j 0.298252+0.400969j -0.179549-0.0129319j -0.270918+0.569354j 0.521939+0.904357j 0.130233-0.239252j -0.222642-0.634154j 0.303168-0.785471j 0.210849-0.00965282j -0.583283-0.221168j -0.0914527+0.796739j -0.254215+0.136929j 0.00568312+0.465398j 0.130166-0.45531j 0.429445+0.356098j -0.100111-0.031697j -0.128399+0.370454j -0.333541+1.06006j 0.234212+0.626383j 0.00645725+0.504519j 0.295986+0.1062j 0.102344+0.405472j 0.0503692+0.18828j -0.301763-0.202727j -0.579487+0.0751517j -0.0880549-0.248158j 0.00951754-0.295354j -0.165755+0.339987j 0.0964609-0.0149819j -0.0530385-0.264725j 0.0731579-0.0383836j -0.119036+0.0838321j -0.0448646-0.102203j 
0.337817+0.410803j -0.0956371-0.0698074j 0.69404+0.280323j 0.445041+0.148731j -0.0103829-0.202972j -0.160245-0.608557j -0.355407-0.0678894j -0.657831-0.195631j -0.282579+0.141568j -0.815984+0.447992j -0.359787+0.492561j 0.375639+0.114958j 0.1062-1.59704j -0.212359+2.20265j -4.04454-1.76334j 0.0199938-0.464887j -0.141287+0.264654j -0.154572-0.404573j 0.217877+0.0472931j 0.141868-0.0423193j -0.0650597-0.0724813j -0.0263532+0.0167618j 0.00573713+0.153106j 0.0880367-0.123808j -0.0515267+0.0411518j 0.0702985-0.0655101j 0.0304355+0.0353196j 0.010312-0.0551574j -0.0854824+0.0275173j 0.0856313+0.205854j -0.176578-0.0349695j -0.0432145-0.0206294j -0.0524661+0.105438j 0.0334014-0.145896j 0.37861+0.280401j 0.0863302-0.190525j -0.277446-0.0485266j -0.193338-0.112302j 0.29192-0.488912j 0.00235323+0.303385j -0.586095-0.318981j -0.0350697-0.00977475j 0.0743229+0.503499j 0.654486-0.478925j -0.0121414+0.19734j 0.27523-0.124295j 0.49747-0.0830725j -0.139276+0.606254j -0.261739+0.150527j -0.0550457+0.0424442j -0.153055-0.253698j 0.24071-0.703863j 0.103607+0.827346j 0.222363-0.875762j 0.0716307+0.234945j -0.269464+0.126636j -0.153577-0.62932j -0.146511+0.413952j -0.262072-0.100856j -0.546623+0.444011j 0.130937+0.466317j 0.105694+0.917597j -0.547067-0.406814j -0.0710371+0.897231j 0.0797974+0.0532514j 0.494988+0.737796j -1.17662+0.367366j -0.10545-0.171461j 1.17329-0.554191j -0.431065-0.458938j -0.712785+0.0431715j -0.208227-0.247497j 0.325517+0.465454j 0.394111+0.0690379j -0.812186+0.659286j -0.162064+0.217854j 0.188995+0.0209259j -0.0418772+0.0159002j 0.209992-0.17945j -0.148992+1.03565j 0.0938376+0.543863j -0.336888+0.489962j -0.330569+0.322264j -0.321158-0.0852178j -0.423769+0.454904j 0.104165-0.626203j 0.699085+0.220659j 0.0260806-0.542068j -0.105814-2.19157j 0.400607-0.731939j 0.0152243-0.504838j 2.18695+1.83274j 0.148975+0.282232j -4.05661+1.62944j -0.195047-2.52618j 
1.89422+1.66528j -0.472992+1.13522j 0.26758+1.38041j -0.252859+2.03585j 0.451598+0.446498j 1.33082+0.344953j 0.718222-0.0370434j 0.162766-0.719842j 0.649684-0.0668545j 0.195989-0.12824j 0.248728-0.314145j -0.0479487+0.132533j -0.290555+0.318167j -0.12288-0.259838j 0.326818+0.654731j -0.035239-2.82059j 0.178061+0.236696j 0.251974-1.22441j 1.65411+0.315537j 0.279569+0.421556j 0.0893474-1.16626j -0.113812+0.101902j 0.175645+0.73048j 0.687521+0.107133j 0.220967+0.230011j -0.175155+0.219272j 0.0733075+0.276921j 0.012686-0.0292563j -0.484949-0.129203j -0.108966+0.133425j 0.112395-0.266079j -0.0790319-0.0446389j 0.0293346-0.0773148j 0.224585-0.278955j -0.284903+0.169271j 0.221346-0.528975j 0.690301-0.256311j -0.661238+0.0688947j -0.461917-2.72463j 0.280459-0.386339j -0.399328+1.3657j 0.446085-1.02445j -0.0408856+2.75982j 0.436963+0.459531j 0.70244-0.382807j 1.25636+0.420849j 0.545435-1.32282j 0.405648-0.419729j 0.142395+0.187751j -0.569978-0.248577j -0.449906+0.555813j -0.0440546+1.03894j -0.0147804+0.837406j -0.0409697+0.304791j -0.297054-0.170695j 0.574256+0.0657139j -0.184104-0.315468j 0.383941-0.0810286j 0.466547-0.103786j -0.365023-0.717548j 0.431521-0.0819057j 0.632228-0.768964j -0.365484-0.0936569j -0.201013-0.221068j 0.000650643-0.0658758j 0.140177-0.534052j -0.255742-0.524964j 0.00662952+0.217464j 0.352652+0.336663j 0.0693146+0.269869j 0.157012-0.602058j 0.354336+0.0811756j 0.000856481-0.357473j -0.191555+0.287812j -0.132568-0.306036j 0.143702-0.351875j -0.344374+0.0367814j -0.110688+0.213195j -0.0707856+0.068521j -0.196675-0.0485897j 0.0145971-0.177352j -0.146481+0.00780769j 0.124675-0.801534j -0.467662-0.152589j -0.0537065-0.245604j 0.0935303+0.453732j 0.0186592-0.566055j 0.172361+0.0871636j 0.11529+0.858922j -0.276788-0.0273981j -0.555897-0.157166j 0.274603-0.0324398j -0.335697-0.16684j 1.03645+0.603725j -0.644078+0.771786j 
0.358601+0.285791j -0.263617+0.147128j -0.059747-0.288989j -0.307529+0.0546792j -0.152689+0.143744j -0.224558+0.410643j 0.141822+0.28657j 0.211662+0.196666j 0.25623+0.252575j 0.418514+0.440434j 0.531786-0.00910113j -0.160778-0.0726891j -0.972517+0.225979j 1.6523-0.374931j -0.0376405+3.12746j -0.121304-0.572014j 0.0515792-0.00842061j -0.426659+0.159327j 0.0658871+0.258514j -0.37323-0.0659334j 0.768832-0.135675j 0.00614194+0.0971759j -0.00763571+0.563812j -0.459722+0.227299j 0.246814+0.520894j -0.55525-0.62905j 0.299624+0.113851j 0.489746+0.141783j -0.243997-0.0261226j 0.714899-0.436062j -0.612498+0.118233j -0.191711+0.220208j -0.390021+0.62178j -0.0764444+0.812981j -0.873789+1.06567j -0.215684+3.37142j -4.2382-0.752172j 0.0976036-0.193071j 0.118815-0.455288j -0.411817-0.179764j -0.231318+0.15571j 0.0475869-0.0592428j -0.0228315+0.388414j -0.0734631+0.480998j -0.254679-0.30407j 0.0936395-0.130922j 0.165785-0.0680011j 0.269613-0.164714j 0.0255894-0.323021j -0.039861-0.0636913j -0.0464209-0.202872j -0.113812-0.0794141j -0.168273+0.142311j -0.271234-0.0245158j -0.0262391+0.274228j 0.19609-0.362843j -0.0361166-0.0554993j 0.0223734+0.0495517j 0.307311-0.530552j 0.514365+0.0961542j 0.0585212+0.19389j -0.167221+0.433293j 0.0977701+0.0168317j 0.593913+0.235111j -0.0921963-0.0202662j 0.326525+0.199632j 0.881585-0.258024j -0.163028-0.05055j -0.527935+0.380784j -0.824093+0.310415j 0.578747-0.367065j 0.380556+0.0468518j 0.723233-0.52644j -0.11306+0.0729079j 0.290308-0.502372j -0.596516+0.437683j 0.401971-0.0343444j -0.0760082+0.164538j 0.467817-0.435614j -0.0585878-0.641962j -0.137847-0.196281j -0.154151-0.629434j 0.11129-0.616843j -0.0551876-0.230529j -0.238316-0.334237j -0.101653-0.0318006j -0.252704-0.0174665j 0.25302-0.251564j -0.0873349+1.05229j 0.256681+0.390918j 0.538507+1.66555j -0.58805+0.30059j -2.52171-0.91267j 0.142522-1.03966j 2.17338-1.93008j 
-0.110544-0.680624j 0.412491-0.846504j 0.794605-0.322827j 0.593767-0.865264j 0.586781-0.115391j 0.0683053-0.455853j 0.205422-1.00324j -0.731937+0.528468j 0.141792-0.632295j -0.504355-1.4448j 0.0545861-1.03285j -1.34525-0.24575j 1.3428+1.1835j 0.44867+1.4473j -0.360981+3.98791j -0.164358+0.333252j -0.146078+0.0182776j -0.158599+0.0828663j -0.239706+0.063935j 0.00193712-0.0964856j 0.138227+0.24107j 0.00908754-0.0852056j -0.20195-0.276371j -0.204977+0.14141j -0.216381-0.0730734j 0.313422-0.0183144j -0.161788-0.0338949j -0.163832+0.0769239j 0.316104-0.0246364j -0.0438333-0.110735j -0.0370964+0.132607j 0.0697174-0.0112027j 0.00912217-0.172286j -0.12686+0.0721504j -0.11955-0.152787j 0.300653+0.139186j 0.443843+0.250312j -0.0354298-0.248934j -0.00739345-0.00544144j -0.0354022+0.276515j -0.529413+0.0148163j 0.260299-0.255919j 0.345386-0.351953j -0.451547+1.0968j -0.0683052+0.507j -0.19298-0.656278j -0.0197892+0.428214j 0.308977-1.09492j 0.221649-0.010147j -0.507071-0.873577j -0.509388-0.347631j -0.778594+1.90705j -1.1216-1.16547j -0.299877+2.02134j 0.376288-1.37134j -0.403339+0.304582j 0.752264+0.452154j 0.172254+0.100204j -0.127759+1.02304j 1.37772-2.4377j -0.152936-0.284143j 0.432924-0.260785j 1.53005-0.446472j 0.578465-2.61516j -0.105381+0.0842124j -0.555883-0.990516j 0.760108-1.39899j 0.0740624+0.363437j -1.12846+1.85158j 0.673413+2.1428j 0.806412+0.33098j 0.0492882-0.690441j -0.558119-1.84768j -0.354578-0.0325059j 0.721656-1.45892j 1.12866+0.821351j -0.0660271-0.579609j 0.240857+0.304862j -0.495087-0.629356j 0.52109-2.26169j 0.494623-0.0830104j -0.781343-2.30104j 0.723773+0.290446j -1.07348+0.975964j -0.422422-1.22794j -1.09161+1.57622j 0.458128+0.246433j -0.0955232-0.659917j 1.29999+2.62477j 0.412292+0.153222j -1.46029-0.716904j -1.06661+1.95336j -1.66287-1.84787j 0.929811+2.34935j -3.05874+0.257027j 
-1.34133+3.02666j -2.52987-1.22844j 0.527345-0.0807931j -0.200992-0.501442j 0.465119+0.204001j 0.815677-0.225065j 0.283317-0.342899j -0.0479343+0.0486256j 0.127365-0.482846j -0.449315-0.779884j -0.337857-0.297163j -0.257334+0.024761j 0.303076-0.217172j 0.00444175-0.378949j 0.585094+0.269607j 1.81223+0.68452j -1.02476+2.43896j -0.890027-0.618788j -0.625948+0.497729j 0.0926466+0.298672j -0.0878873-0.259742j -0.0129761+0.0387795j 0.119607+0.149003j -0.248833+0.144732j 0.23424-0.0356014j -0.251976+0.402115j 0.0439928+0.00355107j -0.0265407-0.147074j 0.00124858-0.0251478j -0.219037-0.278771j 0.417357-0.0256037j 0.0880189-0.00452955j 0.280265-0.0907297j 0.310904+0.282818j -0.127742-0.389052j 0.316186+0.198391j 0.0906084+0.690289j -0.54391-0.283927j 4.36229-0.837916j -0.218999+0.581587j -0.413442-2.64263j 0.203431-0.750028j 0.946193+1.96665j 0.513492-0.0255203j -0.12197+0.323994j 0.913709-0.478934j -0.363496+0.602314j -0.188889-0.0217978j -0.0880973+0.306255j -0.0919774-0.113789j -0.195902-0.665159j 0.176532+0.620175j 0.0434701+0.123684j 0.231617+0.299596j -0.223946-0.248456j -0.102547+0.0761362j -0.16485-0.0203321j 0.484835+0.0549308j 0.157018+0.155309j -0.49572-0.241974j -0.243526-0.143735j 0.61668-0.0319227j -0.365043+0.253953j -0.256393-0.164931j 0.0484782-0.0782687j 0.0737348-0.475645j -0.0387164+0.216204j -0.0189973+0.162041j -0.076625-0.172975j 0.313281+0.549369j 0.524716+0.363558j 0.00741083+0.268318j -0.329708-0.479313j -0.295531-0.12305j 0.292605+0.0442064j 0.69168+0.309578j -0.343932-0.159038j 0.0914109+0.126757j -0.555023-0.181835j 0.365062-0.232987j 0.134999+0.0616301j -0.43922-0.393088j -0.0273105+0.123915j 0.324372-0.298182j -0.0946488-0.365799j -0.156345+0.140132j -0.189784+0.326122j 0.318985+0.0914261j -0.167426+0.350202j -0.373535+0.179849j -0.0967189-0.674501j -0.873576-0.306943j 0.270121-0.505424j -0.0403809-0.204057j -0.827615-0.448768j 
-0.301778+0.410926j 0.141832-0.507809j 0.393099+0.4144j 0.553286-0.193758j 0.296882+0.482402j 0.539365+0.159664j 0.720012-0.106996j -0.457002+0.10195j 0.575282-0.114926j 0.805993-0.919636j 0.52805-0.279585j 0.0730674-1.30019j -0.315126+0.966258j -0.767989+0.682786j -2.97004+0.681758j 0.377171+0.254286j -0.622894-0.100943j 0.143636-1.02319j -0.434221-0.634635j 0.224945+0.416553j -0.666397+0.205864j 0.396262+0.203473j 1.2651+0.134673j -0.480855-0.859681j 0.408911-0.0191073j -0.712766+0.106399j 0.653672-0.375118j 0.69014-0.660472j -0.446771+1.08068j 0.842402-0.439559j 0.0321505+1.51695j -0.0749643+0.452665j -0.318667+0.84109j -1.83155-0.378047j 0.755342+0.890042j -0.813691-0.948544j 0.606307-2.64218j -0.393355+0.330347j 0.937256+0.0372772j 0.556067+0.178803j -0.0291716-0.585018j -0.155117-0.331337j 0.145446+0.282514j -0.378762-0.295008j 0.093689+0.237837j 0.149951-0.0129123j -0.396727+0.0169708j 0.933049+0.268899j 0.503147+0.333149j 0.202714+0.0366965j 0.138764-0.068564j -1.77378+0.0454484j 0.348905+0.184162j -1.60791+0.325927j 0.299092-0.477088j -0.32236+0.206283j -0.366968+0.0969368j -0.0224861+0.0483558j 0.29465+0.476395j 1.53754-0.863536j 0.284249-0.204616j 0.0388169-0.21838j 0.149418-0.236473j 1.56766-1.17469j -0.043607-0.0252985j 0.825514-0.904744j 1.19398-0.281609j -0.277332+0.172013j -0.743118+0.812159j -1.05336+0.500223j 0.999838+0.152229j -0.0759681-0.228121j 0.887852-0.866319j -0.099974+0.0121808j 0.354595-0.627664j -0.802958+0.0906925j 0.061946-0.494378j -0.124053+0.0911134j 0.522008-0.49737j 0.276132-1.1034j 0.370842+0.157604j -0.197792-1.29593j 0.916775-0.293331j -0.842033+0.33799j -0.0292827-0.217023j 0.762908+0.88945j 0.0632742+0.121814j -1.06995+1.16125j 0.83491+0.882616j 0.107191+0.442044j 1.11708+1.14643j 0.449491+1.5508j -0.536323+0.211574j 0.941923+1.84286j 2.15566+2.74258j 
