-0.660725-0.00583159j -0.276014+0.000267498j 0.0980277-0.00013992j -0.0642568-0.000880182j 0.00645596+4.23357e-05j 0.130787+0.00321492j 0.154317+0.00079794j -0.0379338+0.00118358j 0.0433222-4.37775e-05j 0.0177422-0.00155039j 0.0181402-0.00091408j -0.00339312+0.00244219j -0.00654223-0.00166888j 0.0305282-0.0037012j -0.0415269+0.000599473j -0.00490776-0.00103976j -0.00621776-0.00556194j 0.026298+0.000756072j -0.0138749-0.000126994j -0.0104581-0.000106639j 0.00297123+0.00117892j 0.0186894+0.0011542j -0.0070904+0.000176326j 0.0569318+0.000555632j 0.0697821+0.00161146j 0.0651853+0.00187765j 0.109479-0.00125148j 0.0804184+0.000419895j 0.00550424-0.00115754j -0.019227-0.00146107j -0.0199949+0.0016661j -0.00039782+0.000315146j -0.0032178+0.00151604j -0.0239232+0.00173946j -0.00992289+0.000211794j -0.0182435-0.00137995j 0.0505089+0.000849099j 0.0166753-0.00112357j 0.0105732-0.000146895j 0.0396421+0.00192096j 0.0989541+0.00105509j -0.02034-0.00306475j 0.0442956+0.00452595j -0.136148-0.000455115j -0.0444875-0.000599704j 0.010483-0.00147861j -0.00634858+0.000818808j -0.0812773-0.00145153j 0.013141-0.000475302j -0.0659808+0.00307387j -0.0745626-0.00133991j -0.00336666+0.00058656j 
0.0247967-0.000726563j -0.0590881+0.00205059j -0.0266442-0.000983118j -0.0413712+0.000446263j 0.0464058+0.000251056j -0.0114518-0.000694351j -0.00130287+0.00232517j -0.186514+0.000200213j 0.155534-0.00127935j 0.0789141+0.000483286j 0.166778-0.00155148j 0.446062+0.00221446j -0.404799-0.000460664j 0.266718+0.00136035j 0.133434+0.0016556j 0.0932653-0.000953495j 0.0483801-0.000941969j -0.0621572-0.00120526j -0.0147268+0.000694358j -0.0366584+0.00111853j -0.0166138+0.00247626j 0.0877051-0.000992848j 0.0155669-0.000296582j 0.0798528-0.000568762j -0.0507101-0.00148645j 0.0850474+0.000662478j -0.050786-0.00215633j -0.0372315+0.00334691j -0.0297579+0.00841836j -0.0388499+0.00613373j -0.00532406-0.00841479j 0.0123794+0.00118456j 0.00493169-0.00329511j -0.00765969-0.00641832j 0.0254796-0.000473446j -0.0281656-0.00121099j -0.0629965-0.00060526j -0.0211572+0.0027004j -0.030015-0.00204426j 0.00386642+0.00477367j 0.0457631+0.00188088j 0.044897+0.000992083j -0.00731356-0.00151044j -0.03744-0.00433966j 0.0258692-0.000235829j -0.00278037+0.00289443j -0.0049481-0.00221726j -0.00204376+0.00412614j -0.0776794+0.000191123j 0.0746998-0.00335729j 0.0230687+0.00291181j 0.0570492-0.000713252j 
0.0109124+0.000367636j 0.0160855-0.00303697j -0.0496001+0.000689929j -0.0423198-0.00123865j 0.0562759+0.000436438j -0.0739779+0.000169196j -0.0472269+6.92194e-05j 0.130072+0.000891409j -0.078753+0.00160896j -0.142161-0.00148129j 0.125087+0.00360917j -0.0742701+0.000739618j -0.520346+0.00258758j 0.220483-0.00142546j -0.399017+0.000243544j 0.0369785+0.00106304j 0.151023+0.00020697j -0.0617685+0.0018668j 0.0817227-0.000722735j 0.0240488+0.0011821j 0.042804-0.00201793j -0.0512854+0.00141549j -0.00553688+0.00197386j 0.0220808+0.00110743j -0.0536539-4.94307e-05j -0.0144283+0.000502367j 0.0589451-0.00342611j 0.00785156-0.000683765j 0.00703261-0.00370566j -0.00229886-0.0034753j 0.00753874+0.00226309j 0.0209132-0.000387896j 0.0366791+0.00637623j 0.0144754+0.00791531j 0.0513051+0.0031947j 0.0103061+0.000315024j -0.00248073+0.000640608j 0.0310575-0.00214892j 0.0165341+0.000664154j 0.0314025-0.000545946j 0.0168726-0.00462096j 0.0170551-0.000238966j -0.0185802-0.00246843j 0.0376067+0.00577082j -0.0191924+0.000457128j -0.0179708-0.0019896j 0.00176171+0.00768477j 0.00652523-0.00164458j 0.0662773+0.000642731j -0.0479024+0.00389352j -0.0237939-0.00233951j -0.0442998+0.000630155j 
0.00759241+0.000172943j -0.00300692-0.00152681j -0.0651209+0.000103219j -0.0755991-0.00058514j -0.0536304+0.000704592j 0.0436315-0.000423284j -0.0085859-0.00120465j 0.022022+0.00257976j -0.047507+0.00239318j -0.20289+0.00292718j 0.00876764-0.00251172j -0.392653+0.00286169j -0.211019-0.00594048j 0.244361-0.00044081j 0.198772-0.00271162j -0.153625+0.0045005j -0.190551+0.0028144j 0.192902-0.00308978j -0.0404731-0.00104929j -0.0741926+0.00205026j -0.0531999+0.00173631j 0.0171767+0.000513602j 0.0827456+0.000530648j 0.0061397-0.00125406j -0.0238361+0.0042386j -0.0537404+0.00306202j -0.00796244-0.00310256j -0.0357798+0.00111442j -0.0395593+0.0011413j -0.0394784+0.00533385j -0.000182828-0.000164556j -0.0120189+0.000197213j -0.00192231-0.000253904j -0.000795709-0.000410889j 0.0363521-0.000730577j 0.00567409-0.000116673j -0.00564041+0.000758558j 0.000278713-0.000774243j 0.00879924+0.000280115j 0.0251696-0.000935109j -0.0186894-0.00690601j 0.0194878-0.00388489j -0.0262197+0.000188444j 0.0249094+0.000311218j -0.00995584+0.000119212j -0.0210408-0.00139026j -0.00916916-0.00934389j -0.0444+0.00119531j 0.0184501+0.00106007j 0.00292912+0.00309222j -0.0235126-0.000620905j -0.0142324+0.000307151j 
-0.059745+8.64504e-05j 0.0769556-0.000374065j 0.0119462-0.000836208j -0.000972121+0.000439766j -0.00586855+0.000610808j -0.0697408-0.000339186j 0.0112555-0.00183841j 0.0475136+0.000799719j -0.130426-0.00319998j 0.180657+0.00480131j 0.162604-0.000804782j 0.26506-0.000137753j -0.210329-0.00185424j -0.28517+0.000529636j 0.131149-0.00206333j -0.108899+0.0041847j -0.106354+0.00410638j 0.118029-0.00290671j -0.0264637+0.00135102j 0.0161257+0.000638164j -0.0171829+0.00350427j -0.0442522-0.00125375j -0.00897432+0.000421997j -0.00950264+0.0021314j -0.0123869+0.00234791j -0.000785368-0.000839633j 0.0179507+0.00132459j -0.0360064-0.000490919j 0.00935565-0.00110013j 0.0510743-0.0090518j -0.0183386-0.000883407j -0.00170941-0.000255808j 0.0244648+0.00477241j 0.0176386+0.00921323j -0.020442-0.001112j -0.0794215+0.00442473j 0.00190496-0.000659158j -0.019269-0.000837288j 0.0754758-0.00528368j 0.049168+0.0020419j 0.022809+0.00289745j -0.0559423+0.00214479j 0.0130708-0.000666198j -0.0121331+0.0035987j -0.0179264+0.000266728j 0.0342926-0.000874463j 0.00205088-0.0103237j 0.0587819-0.00287207j 0.058619-0.00111051j -0.0419628+0.00047665j -0.0193849-0.00140531j -0.025908+0.00048446j 
-0.0331937+0.00143969j -0.00353164+0.00044545j -0.0820518+0.000690755j 0.0838895-0.000148927j 0.00911504-0.000644446j -0.0466201-0.000118125j -0.0518091+0.00677442j 0.0568546+0.00655765j -0.100947+0.00052895j 0.406561+0.00126912j 0.316174+0.000812015j -0.24899+0.00259968j -0.0516841+0.000235798j -0.0349193+0.0058939j 0.0863289+0.0023625j 0.12731+0.000492003j -0.00439043-0.00192318j 0.019219+0.00104331j -0.0372727+0.000428526j -0.000397952-0.000292441j 0.124199+0.00179106j -0.0189627+0.00389005j -0.050935+0.00182671j 0.0686923+0.000318565j -0.0344715-0.00372754j 0.0228878+0.00213247j 0.00723594-0.00151591j 0.0730462+0.00196073j -0.0329657+0.00110524j 0.0850716+0.00387918j 0.0321214+0.00370387j 0.000520084-0.0030452j -0.0470554-0.000954503j -0.00983842+0.00034554j -0.00305052+0.000165169j 0.0208635+0.000881282j -0.00189371+0.00045528j 0.0475616+0.000742117j 0.0635024-0.000615103j -0.00922769+0.00122008j -0.0421031+0.00363132j 0.024808-0.00848102j 0.0465703+0.0085747j 0.112179-0.00735957j 0.00699951-0.000311263j 0.0570061-0.000271973j 0.0124632+0.00636701j 0.0263267-0.00431397j -0.055016-0.00186734j 0.078365-0.00620461j 0.121366+0.00123638j 0.0271778-0.0013792j 
0.0281042+4.66878e-06j -0.103985-0.000374116j 0.0709753-0.000959761j -0.0443332-0.000249958j -0.0290543+0.000179921j -0.0246618+0.000573907j -0.0957553+0.00331043j -0.0695907+0.00568793j -0.0135358-0.00530917j -0.486497+0.00146543j 0.372356-0.00052517j 0.0954367-0.000690475j 0.101286-0.000130491j 0.0322869+0.00441067j -0.108013+0.00578678j -0.0678217-5.55185e-05j -0.0647525-0.00107254j 0.0513542+0.000234021j -0.0396162+0.00145205j 0.114753-0.0021296j -0.00382605+0.00565959j -0.0578978-0.000215894j -0.00277937-0.000655512j -0.0289706+0.00239307j 0.0345219-0.00501547j -0.00969945+0.000117761j 0.021834+0.00312913j 0.0307436-0.000509018j 0.000786805-0.00480415j -0.049705-0.00378686j -0.0106951+0.00458942j 0.00531041+0.000894039j 0.0120582-0.00315936j 0.0227131-0.00557016j -0.0555447-0.00282865j -0.00195761-0.00162178j -0.021822-0.000375307j 0.0610713-0.00109642j -0.0142439+0.00558414j 0.015257-0.0115481j 0.0187114+0.00321137j 0.00517123+0.0054293j 0.0765221+0.000126749j 0.036437-0.00160275j 0.0162023-0.000771707j -0.0492852+0.00169969j -0.0107512-0.00331279j -0.0453465-4.58443e-05j -0.0540651+0.00123408j 0.0457726-0.00127073j 0.0699986-0.000147799j 0.0104226-0.000885723j 
-0.0524869-0.00136914j -0.00678103+0.0001393j -0.133185-0.00168135j 0.0705657+0.000410523j 0.0377388+0.000139396j -0.0453485+0.000181874j 0.113422-0.0099768j -0.373718+0.00114232j -0.48961-0.00080017j -0.17111-0.00105122j -0.0235501+0.00100218j -0.0849626-0.00082158j 0.0555823-0.000986776j -0.01639-0.00306544j -0.0797909+0.00526489j 0.0535365+0.00253341j 0.0119896+0.00349167j -0.0266718-0.000100799j -0.0312278+0.0026305j 0.0292167-0.00264401j 0.0287217-0.00134948j 0.0500928+0.00130682j -0.00566866+0.00105941j 0.0823772-0.00127666j -0.0259567-0.0014899j 0.106058-0.00198034j -0.0214387+0.00152541j -0.0720378+0.0020063j 0.0414885+0.00631422j 0.117526+0.00403829j 0.00984516-0.00338844j -0.0905673+0.00314347j 0.0272112-0.00221087j -0.101307-0.00458862j 0.0395603+0.000605768j -0.0657996-0.000169554j -0.00874318+0.000816389j -0.0281916+0.00359562j 0.0326064-0.00162933j 0.0020191+0.00360595j 0.0108547+0.00423509j -0.0384874+0.00110716j 0.00852673+0.00100721j 0.0127169-0.002751j -0.014817+0.000966891j 0.0533731-0.00139656j 0.00249271+0.00167389j 0.0187567+0.00449678j -0.0664165-0.00042977j 0.0860383-0.000390044j 0.0446046+0.00402931j 0.049248-0.000611836j 
-0.0150756+0.000936654j -0.0576781+0.00156232j -0.0711579+0.000285766j -0.0264605+0.00133551j -0.0382541+0.00032819j 0.0504682-0.00160466j 0.113023+0.00940457j 0.203037-0.00707989j -0.371153-0.000390033j -0.0217645+0.000851485j -0.174498+0.000394435j 0.143314-0.0015195j 0.0428446+0.00304223j 0.179246-0.00271847j 0.100426-0.00334762j 0.0282226+0.000396826j -0.0730493+0.000918636j -0.0177928+0.00310679j 0.00706741-0.00118623j 0.0403537+0.00328521j 0.0174179+0.00112344j 0.0258787+0.000720911j 0.0456679-0.00308608j -0.0505522+0.00648666j -0.0403335-0.00196844j -0.00708318+0.00559758j 0.0104617-0.0045847j 0.116869-0.00182384j 0.00187679-0.00304195j -0.0109104-0.00614609j -0.0160587+5.31357e-05j -0.112318-0.00124193j 0.0372697+0.00215353j -0.0400776+0.00300584j 0.00101651+0.000592719j -0.0244555+0.00192994j 0.0534174+0.00225327j 0.0554615-0.000750607j 0.0126593-0.00230585j 0.0693488+4.56446e-05j 0.0500523+0.00313475j -0.0414635+0.00206361j 0.0268101+0.00115475j 0.19314-0.00491061j 0.0305873+0.00107448j 0.0995621-0.00494475j 0.00197769-0.00344337j -0.0960133-0.000966953j -0.0433948-0.000175492j 0.119076-0.00149539j 0.200605+0.00216071j 0.000112298-0.00169462j 
0.0601026-0.00052647j 0.0389404-0.0057418j 0.119091+0.0001813j 0.0234686-0.00191902j -0.0145985+0.000208056j -0.02621+0.00180049j 0.269028-0.00619901j 0.0607359+0.00877817j 0.259703-0.00138666j 0.129001-0.0029774j -0.0753983+0.000647838j 0.129129+0.0027755j 0.0688541-0.0011762j -0.0188391-0.00073876j -0.00211317+0.00542513j -0.000819483+0.00436662j -0.0578033+0.0019097j 0.082999+0.000669801j -0.0340406+0.000895218j 0.151753+0.00102487j 0.0713725+0.00249499j 0.00550296+0.000634617j -0.0452186+0.0027192j -0.000578274+0.00120816j -0.0768314-0.00216668j 0.0575791+0.000401611j -0.056874-0.00492068j 0.0952065-0.000617459j 0.0703061+0.00112667j 0.0201385+0.00625451j -0.118774+0.000304178j -0.108696+0.000520547j -0.123733-3.52677e-05j -0.0950212-0.000733374j -0.0486101+0.000211981j 0.0183588-0.00142571j -0.00104909+0.00194647j 0.031171-0.00312076j -0.0492032+0.00616794j 0.032234-0.00801424j 0.123821-0.00774834j -0.029836+0.0018334j -0.0729446-0.00554853j 0.0263198+0.00207373j 0.0406603+0.00328414j 0.0962382-0.00644661j 0.000665538+0.00170475j -0.0879653+0.00331167j -0.00184322+0.00114502j -0.0041058+0.0011482j 0.252033+0.00151802j -0.0439806-0.00137989j 
-0.055139+0.0016731j 0.19806-0.000255813j -0.0320929+0.00162606j 0.0237302-0.00012577j 0.0506975+5.12022e-06j -0.0222358-0.000574965j 0.0542267+0.00924387j -0.576089-0.00274814j 0.0381516+0.00349796j -0.0589342+0.0011353j -0.00735938+0.00123092j 0.060187+0.00102161j 0.0331005+0.00135006j 0.00380089+0.00124081j 0.0899196-0.00473273j 0.0324486-0.00133904j -0.049406-0.00251898j 0.0567905+0.00142752j -0.0186545-0.00255995j 0.0601311+0.00304798j 0.113721-0.000827745j 0.00254074+0.000986937j -0.0448076-0.00101093j 0.0653031+0.00149795j -0.0823608+0.00101189j 0.0759055+0.00389968j -0.0157376-0.00261132j -3.42832e-05-0.00523451j -0.0105219-0.00981815j 0.113511-0.00393218j -0.0202147+0.00579359j 0.0309237-0.00566161j 0.0163745+0.00392238j -0.04671+0.00747675j 0.0763114+0.00259484j -0.0592786+0.00236382j -0.109619+0.000380186j -0.172691-0.00153661j -0.00486021+0.00126312j -0.0891035-0.00362778j -0.0186263-0.0021803j -0.00935867-0.000824636j -0.0809873+0.000712837j -0.0381336+0.00228686j 0.0526218-0.00040315j 0.0135685-0.000573048j -0.00315321+0.00200862j 0.0622615-0.00599652j 0.112449-0.00138753j -0.0730371-0.00417111j 0.0893958-0.00352987j -0.071922-0.000217013j 
0.00855182+0.000716691j 0.0897329+0.00165801j 0.0718143+0.000530225j -0.0206788+5.15031e-05j -0.00273861-0.000383132j -0.00945013-0.00037611j 0.309196+0.00390472j -0.00976747+0.000671659j 0.0478427+6.74844e-05j -0.0669174+0.000862489j 0.00946673+0.000313941j 0.0302042+0.00171232j -0.0277479-0.000621635j -0.112107+0.00142572j -0.0692332-0.00121018j -0.00780784-0.00109609j -0.033979-0.00090809j -0.0350702-0.00166123j -0.0405569+3.9699e-05j 0.0597245+0.000419899j -0.0605456-0.00135672j -0.0329233-0.000991456j 0.00987311+0.00183724j -0.0911914-0.00215733j 0.0768154+0.00247185j 0.0240546-0.00304076j 0.0246565-0.00141051j -0.0348005+0.00290788j 0.177506+0.00103369j 0.0312081+0.00246776j -0.023175+0.000786113j 0.0598391+0.00165365j -0.0259832-0.00111062j -0.0396557-0.00102984j 0.00339253-4.81485e-05j -0.0073652+0.000639109j -0.033625-8.44864e-05j -0.037111+0.00128058j -0.00412704-0.000870925j -0.0277165+0.000177381j 0.0925049+0.00225994j -0.04969-0.000119631j -0.252611+0.00603189j 0.444944-0.00260554j -0.0389389-0.00475929j 0.0713588-0.00247194j -0.00905672+0.000872927j 0.00818537-0.00649824j 0.00984594+0.00186418j 0.155108+0.0145219j -0.339484-0.00428587j 0.073651+0.00207186j 
0.00439623-0.000622086j -0.143246+0.000466704j -0.0122067-0.000367665j -0.00928885+4.34902e-05j -0.000261129+4.10635e-05j 0.0134481-9.95568e-05j -0.19551-0.00783628j -0.0287158-0.002354j 0.00913628+0.00146435j 0.0307287-7.81883e-05j 0.116159+0.000212661j 0.0563529+9.37755e-05j 0.101435+8.69275e-05j 0.119764-0.00179663j -0.0470865-0.0016786j -0.00199897+0.000588778j -0.0903104+0.00102418j 0.0550807-0.000395381j -0.0647942-0.000303574j 0.104817+0.000538739j 0.107119-0.0016404j -0.000433588-0.000793055j -0.0169872+0.000746258j 0.0339433-0.00061748j 0.0361035+0.00279114j 0.0458831-0.00181726j -0.036136-0.00216639j 0.174939-0.000925903j -0.23031+0.00064376j 0.0344909-0.000612007j 0.0296862-0.00129053j 0.275728-0.00724632j 0.0107401-5.51881e-05j 0.0368278+0.000804791j -0.0130402-0.000409417j 0.0354969+0.000331056j 0.0617296+0.00203976j 0.0496204-0.000151337j -0.00388745-0.000195837j 0.0555012-0.000867482j 0.0617576+0.00248529j -0.108755-0.00235517j -0.226292+0.00191916j 0.213368-0.00935282j 0.0311625+0.00191839j -0.115983+0.00698602j -0.00397987-0.00057154j -0.0692983+0.00603705j 0.324398+0.00744669j 0.0761197-0.00523516j 0.0812526-0.00106206j -0.195301-0.000545345j 
0.0277262-0.000168688j 0.0681044+0.000787563j -0.0392181-0.000444431j 0.0704783+0.000559734j -0.0137697-1.85189e-05j -0.0369489-0.000367449j -0.0618278-0.00167345j -0.0807065-0.001249j 0.0455862-4.82172e-05j 0.129044+0.00119189j 0.0497952-0.000195085j -0.0496823-0.000485987j 0.0132714-0.000575314j 0.0561618-0.000788514j -0.106745-0.00102027j -0.0286558+0.000386489j 0.0404007+0.00116548j -0.00129343-5.17946e-05j -0.0182061-9.99271e-05j -0.0228867-9.157e-05j -0.0589973-0.000713259j -0.0160813+0.000308981j -0.0459578-0.000186082j -0.01262-0.000503083j 0.0362743+0.000402941j -0.0206701+0.000565491j 0.159682-0.000238375j -0.00972859-0.000516554j -0.0295461+0.000874972j 0.0406145-0.00449116j -0.0341889-0.00782575j 0.0417136+0.000645159j -0.031435-0.00139988j 0.0341241-0.00504936j -0.00718957-0.00108114j -0.0929764-0.00484435j -0.0337832-0.00211798j 0.00116113-0.000166928j 0.120768+0.00123885j -0.209514+0.00303156j 0.0818433-0.00334927j -0.497878-0.000353512j 0.339952-0.00263709j 0.174814+9.18504e-05j 0.0676002-0.00013525j 0.0118542-0.00245201j 0.0677427+0.000268703j -0.218383-0.0111509j -0.0845534-0.00228034j -0.195528-0.000773392j -0.0341472-0.00407865j -0.0464835+0.000727998j 
-0.0153091-0.000399352j -0.00724498+0.00034754j -0.0221447-0.000252245j 0.0448749+0.000320894j -0.0189687-0.000212035j -0.0128739-2.51771e-05j -0.0768133-0.00287754j -0.0444086-0.000444869j -0.0262255+0.000754184j 0.0247931-4.60125e-05j -0.0061549-0.00033041j -0.0216258-0.000273781j 0.00704474-0.000280796j -0.0914554-0.00111073j -0.00973595-3.78037e-05j -0.0442505+0.000116455j -0.0565718-9.1605e-05j -0.00595445-7.1229e-05j -0.00324751+3.11124e-05j 0.0679867+8.01714e-05j -0.0647757-0.00164036j -0.0557284+0.000542952j -0.0233261+3.86371e-05j -0.0595062-0.00124932j -0.113905-0.000896751j -0.101936-0.000225365j 0.00695627-0.00073102j 0.0377231-0.000955781j -0.0843922+0.000594291j 0.0285307+0.00272364j 0.0476288-0.000451301j -0.0162813-0.0017226j 0.0966936-0.000913651j 0.203193-0.00327178j -0.0203405-0.000679791j -0.0277436-5.55239e-05j -0.0608937-0.00292552j -0.0296536+0.000805167j 0.0516187-0.000293068j -0.0884336+0.00147047j 0.546686+0.000816283j 0.513394+0.0011038j 0.147585-0.00166302j 0.120852+0.000393849j 0.0729906-0.000125653j 0.0730429-0.000115508j -0.115114+0.000141284j -0.0211221-0.0106119j 0.0075161-0.00251322j -0.102513-0.00328069j -0.0149545-0.00411806j -0.0604424+0.000577805j 
0.0183949+8.73933e-05j -0.0695875-0.00147822j 0.0138841-3.89743e-05j -0.00127317-0.000324409j -0.00148698+0.000393768j -0.00274849+7.4128e-05j 0.0360879-0.000667476j 0.0418199+0.000231502j 0.0632866+0.00105645j 0.0156402+1.76301e-05j -0.0368938-0.000147267j 0.082006-0.000134327j -0.0044988+8.40099e-05j 0.0318592-0.000167242j -0.054586-3.47187e-05j -0.0293781+0.000227601j -0.0645205-0.000352741j 0.0540282+0.00155596j -0.0499621-0.000505275j -0.00447235-0.000561213j -0.0390765-0.000171644j 0.017352+0.00175691j 0.0613726+6.57399e-06j 0.0442389+0.00122419j 0.0655696-0.000115367j 0.0354769+0.00266056j 0.0584397+0.000368949j 0.151092-0.00321066j -0.0699302-0.00122512j 0.00776435+0.00209975j -0.101017+0.00323276j -0.155381-0.00472609j 0.00110026-0.00157191j -0.0642847+0.0011622j 0.013394+0.000524053j 0.0776605+0.00228519j -0.304482-0.0055631j 0.0571456+0.00253979j 0.114409-0.00292329j -0.309305+0.000719903j -0.229061+0.0040999j 0.111892+0.00272737j 0.253435-0.00219287j -0.00828519+0.000747687j 0.25223-0.00253692j -0.006009+0.00433296j 0.035861-0.000120169j 0.0231736+0.00674239j 0.112563+0.0115388j 0.151083+0.0179201j -0.033339-0.00903056j -0.083782+0.000839379j 
0.0243956+0.000895567j -0.00507828-0.000402353j 0.00827629+0.000199386j 0.0034247-1.90907e-05j -0.00514376+0.000239024j 0.00409044-0.000252487j 0.0594798+0.00202196j 0.00121658-6.49077e-05j -0.00336181+0.000259497j 0.0999367+0.00163622j -0.00787663+0.000469187j -0.03066-0.00100582j 0.041201+0.00142572j 0.0822064+0.00243784j -0.0310768-0.000927386j -0.00616331-0.00024953j 0.0505836+0.000961754j -0.00471151-0.000354742j -0.00784311+0.000410668j 0.0367278+0.00022598j -0.0519541-3.21038e-05j 0.0110572+2.90951e-05j -0.015378-0.000425303j 0.00181375+0.00112728j -0.042958-0.000190739j 0.0221825+0.000116861j -0.0207875+0.00148912j 0.0281127-0.00257485j -0.00199186-0.00114998j -0.00352158-0.0115829j 0.195225-0.00587256j -0.0606319+0.000235021j -0.0586147+0.00304876j 0.192022-0.00268376j -0.0287384-0.00224751j -0.516769-0.00866857j -0.159042-0.000479644j -0.0342654-0.00279324j -0.0928315+0.00464199j 0.0985052+0.00476946j -0.111648-0.00274949j 0.0761005-0.00993981j -0.111859+0.00331459j -0.0747516-0.00246736j 0.0886994-3.4446e-05j -0.107772-0.00723663j -0.0711492-0.00215842j -0.160653+0.00299194j -0.00681893+0.00405383j 0.0863127+0.0106707j -0.00864501-0.00036786j 0.00802976-0.000120938j 
0.00189217+0.000146839j 0.067496+0.000589326j -0.0237088-5.97056e-05j 0.00684171+0.000151835j -0.0183517-0.000241813j 0.0148776+1.56653e-05j -0.0394783+0.00197617j 0.00397532+0.000697708j -0.0125995-0.00111529j 0.0479515+0.00112024j 0.0112466+0.000773892j -0.0466557+0.000419438j -0.00564226+0.000989457j 0.0233385+0.00183218j -0.0428955-2.23128e-05j -0.120588-0.00170844j -0.0826977-0.00144637j -0.0383206+0.000150966j -0.00649176+7.77502e-05j -0.0748734-0.000420327j -0.0578113+6.86002e-05j -0.0145792+0.000220947j 0.0028387+0.000495859j -0.0359865+4.88631e-05j 0.0904258+0.000513347j -0.0480663-0.000247423j 0.000950132-0.000275635j -0.172931-0.000580259j 0.0987288+0.000825861j -0.096004+0.00335311j 0.364527-0.000531726j 0.0945865-0.00181448j -0.0453544-0.000543831j -0.122598+0.00119358j 0.0518947+0.000711604j 0.103585+0.00299947j -0.0649894+0.00145199j 0.00473508+0.0002338j 0.0589569-0.000660763j -0.285886-0.00327711j 0.187481+0.00606067j -0.0484315+0.00309562j -0.078548-0.00265414j -0.181234-0.0105132j -0.133908+0.00442619j 0.137089-0.0173951j -0.000389404+3.51131e-05j -0.171526+0.00735305j 0.0443154+0.00340436j 0.0850589+0.00968828j 0.0217791+0.00755091j 0.0712091-0.00101793j 
0.00841851-0.000117554j 0.00416065-0.000233392j -0.000174052+4.33388e-05j -0.00588776-0.000119628j -0.00127589+2.98429e-05j -0.00479844+0.00011602j -0.00962642-0.00011333j 0.0130036+0.000662226j 0.0215002+0.000386589j -0.00806636-0.000552096j 0.0111567+0.000139708j 0.00852934+0.00026492j 0.00888631+3.60656e-05j 0.0149513-0.000169458j -0.00752982+0.000387298j 0.017214+0.000403597j -0.0153619-0.000526002j -0.00530004-0.000140579j 0.0113791+0.000119422j -0.0337802+3.33076e-05j -0.00332798-0.000155924j 0.0200492+0.000336583j 0.0141623+0.000318267j 0.0259763-0.0001946j 0.029052-0.000301978j -0.0131065-0.000436833j 0.0267191-0.000647849j -0.0124746+0.000596228j 0.0119017+0.000185339j 0.0538762+0.00673584j -0.0466673+0.0045571j 0.00322031-0.00096496j 0.0283093+0.00362032j -0.114221-5.51014e-07j -0.0559491-0.00013853j 0.189997+0.00218837j -0.0293315-0.00031665j -0.136401-0.00173901j 0.179626+0.00116641j 0.109983+0.00120748j -0.0338412+0.00321271j -0.175249+0.0052195j 0.078851-0.00117964j -0.0031024+0.000704677j -0.0123519-0.000355082j 0.0191741+0.00191014j 0.0110246-0.0109109j 0.0353231+0.00183693j 0.00848052+0.000910442j 0.000849256+0.000493214j 0.000550472-0.000203882j 0.000181943+1.47e-05j 
-0.0186669-4.9763e-05j -0.00857117-0.000456354j -0.00530672+0.000135086j 0.0183606+0.000130411j 0.0302373+0.00014134j 0.00733408-0.000107971j -0.0320154+0.000404362j -0.0165589+0.000211719j -0.014374+0.000715218j -0.00464622-0.000231608j -0.012313-0.000307498j -0.00851372+0.000281147j -0.0292195-0.000617191j -0.0569762-0.000709459j 0.0402266+0.000115958j -0.0549149-0.000204077j -0.00756693-0.000195852j 0.0185158+0.000109882j 0.00456828+3.58336e-06j 0.0213622+0.000313289j 0.0846165+0.000199755j -0.00280655+0.000282126j 0.00559401-0.000695463j -0.0195381-0.000324871j 0.0542212-0.000521646j 0.083078+0.00125702j -0.0213125-0.000507392j 0.00311261-0.000732515j 0.00721198-0.00016605j -0.00357024+0.00290578j -0.0513156+0.00309034j -0.00217373+0.000394103j 0.143437+0.000469899j 0.0371972+0.000306961j 0.226998+0.000474194j -0.178437+0.0022122j 0.142073-0.00243653j 0.546444-9.18362e-05j -0.428593-0.00079767j -0.383953+0.00119265j 0.00493886+0.00137778j -0.0853623+0.00350733j -0.0766902-0.000599748j 0.00178772+0.00266479j 0.0272032-0.000316401j 0.0137176+0.00272647j 0.0232473-0.00456608j 0.0593-7.46875e-05j -0.0205375-0.00298876j -0.0318215-0.00354866j 0.0149488+0.00108284j 0.0255924+0.000259936j 
