-0.00571744-0.0601571j 0.0209204-0.178091j -0.137386+0.177035j -0.066164+0.163539j -0.0894333-0.0241801j -0.218815+0.0108294j 0.0532163-0.0917979j 0.0223078-0.0739443j -0.0670021-0.0745164j -0.0918495+0.114399j 0.0417327+0.139371j 0.569221+0.103737j -0.240249+0.70102j 0.608602-0.148564j 0.949053-0.620648j 0.0965414-0.0488493j -0.252971+0.099644j -0.398206-0.0678405j -0.273735+0.0897489j 0.170033+0.214223j -0.390228-0.316363j 0.00539539+0.0364849j 0.159465-0.228667j -0.216628-0.0540183j -0.106993-0.256092j -0.30525-0.213088j 0.131363+0.0381161j -0.00775505-0.230179j 0.0924573-0.00369324j -0.288461-0.742691j 0.788862-0.280121j 0.387478-0.150723j 0.237904+0.879144j -1.09562+0.0901623j -0.587383+0.899497j -1.81281+1.26149j -0.154483-1.18267j 0.0174543-0.0667282j -0.0763708-0.015782j 0.139357-0.0772534j 0.0273666+0.1111j 0.0438252-0.253647j 0.121332+0.101383j -0.272291+0.118932j -0.150374-0.133093j 0.00533209+0.184658j 0.111524-0.0717693j -0.0585915+0.252109j -0.383094+0.416666j -0.0750512-0.0809759j 0.145364+0.45738j -0.273917-0.213241j -0.174689+0.00382614j -0.202412+0.121532j -0.369132+0.137669j -0.185408-0.251961j -0.00807823+0.185179j 0.0596909+0.0820427j -0.462085+0.68949j 0.0955187-0.40015j 0.371674+0.0633107j -0.167334-0.743371j 0.0416127+0.0220404j 0.235+0.424902j 0.0701245+0.104398j 0.223367+0.0756878j 0.637462+0.164138j 0.187161+0.0142765j -0.229686+0.324423j 0.640344-0.529164j -0.337277-0.758366j 0.557877+0.10633j 0.0776799+0.693486j -0.255063-0.160886j -0.126534-0.418407j -1.01431-0.255703j 0.362427-0.498961j -0.424924-0.0908915j 0.140262+0.319634j -0.871455+0.273454j 0.00855499-0.720987j 0.161534+0.907199j 0.932948-0.856826j -0.432759-0.781092j 1.14897+0.195609j -0.0227334-1.25357j -0.228845-0.362288j -1.51207+0.01214j 1.21395-0.177072j -0.0878932-0.326546j -1.12149+0.735196j 0.927594+0.696928j 0.216676-1.89589j -0.254772+0.242436j -1.17728+0.0391767j 
-0.0533874-0.0241077j -0.230211-0.188985j 0.10604+0.450191j 0.124475+0.341055j -0.163586+0.141773j -0.350955+0.358983j 0.0250221-0.233818j 0.136354-0.188177j -0.181792-0.192537j -0.343007-0.193616j -0.139214+0.145077j 0.141901-0.167137j 0.170326+0.645066j 1.69086-0.877425j -0.292338-0.594032j 0.0253525-0.0457111j -0.0636146+0.302761j -0.367091+0.41166j -0.21564+0.404121j 0.387766-0.0228286j -0.664283+0.0860938j 0.0280298+0.0674134j 0.0599403-0.386047j -0.426236+0.170661j -0.260352-0.317993j -0.494397-0.328577j 0.215197+0.0205515j 0.318135-0.195293j -0.0381593-0.179997j -0.0116792-0.380514j 0.17368-0.30465j 0.232897-0.0436358j 0.0926907+0.51986j -1.23258-0.720909j -1.04474+1.26777j 0.502254+0.0646447j -2.10376+0.516062j 0.0172581-0.0444551j -0.0252669+0.167533j 0.0410254-0.125425j 0.165891-0.0902849j -0.0898583-0.105296j 0.0952849-0.117177j -0.130711+0.245301j -0.187921+0.0122976j 0.306054+0.070087j -0.0593743-0.165768j 0.0462605+0.0830933j -0.0748108+0.400061j -0.098705+0.0658626j 0.53185+0.00580142j -0.308096+0.0204064j 0.0558749+0.254221j -0.0454713+0.206731j -0.242629+0.179359j -0.331671-0.109354j 0.167845+0.124952j 0.344302+0.0352607j -0.331702+0.506098j 0.0260733-0.350405j 0.295021-0.424568j -0.649057-0.419065j 0.0998526-0.225839j 0.413265+0.347663j -0.0151901+0.105867j 0.419542-0.202533j 0.468198+0.0155178j 0.194512-0.0498054j -0.382358+0.161436j 0.129448-0.455763j 0.309265-0.715107j 0.0254703+0.375437j 0.267792+0.483788j -0.041128-0.209275j -0.160277-0.283832j -0.744231-0.287217j 0.400775-0.187647j -0.148534+0.0840876j 0.0811804-0.0710221j -0.93506-0.0186185j 0.334761-0.410317j 0.266234+1.14148j 0.633214+0.324823j 0.856162-0.498012j 0.663447+0.184525j 0.710721-0.775381j -0.336121+0.211688j -0.400783-0.263368j -0.14145+0.221287j -0.382932-0.899155j 0.238158+1.08179j -0.917664-1.69618j -1.91846+0.129111j -1.00199-1.14727j 0.213782+1.1993j 
-0.267236+0.0933826j -0.543041-0.0538526j 0.122785+0.206464j 0.19737+0.034917j -0.0413432-0.284972j -0.129199-0.369341j 0.408102+0.1302j -0.149901+0.60899j 0.449723-0.10038j 0.730548-0.333139j -0.290806-0.0150151j -0.216363-1.31636j -0.875977+0.281448j -0.0506253+0.715046j -1.77852+0.90808j -0.214529-0.250794j 0.332913+0.673065j -0.105523+0.572143j 0.147533+0.431511j -0.0571859+0.119831j -0.0991324+0.104648j -0.166407-0.0177319j 0.552139+0.100409j 0.59655-0.072425j 0.122885+0.0856066j 0.689304+0.226158j -0.0335627+0.461766j 0.2147+0.507593j 0.736075-0.254474j -0.4127+1.14406j 0.133237-1.11212j -0.178026+0.48997j -1.01125+0.183787j 0.678712-0.219234j -0.795658-0.552362j 0.435794-0.0956945j 0.0305178+1.48064j -0.020654-0.045924j 0.0334202+0.0484961j 0.110148-0.205516j 0.173702+0.248655j -0.282454-0.074161j 0.189579-0.43388j -0.149806+0.132198j -0.332252+0.0799174j 0.0177371+0.206724j 0.0350675-0.481529j 0.178695+0.0182258j 0.328894+0.335801j -0.215672+0.125629j 0.307004-0.422106j -0.0725412-0.288104j -0.42673+0.159524j -0.471399-0.0450803j 0.318731+0.120966j -0.260085+0.0357414j -0.00670661+0.0555538j -0.155699-0.355665j 0.704816-0.127865j 0.294743-0.14398j 0.166412-0.419172j 0.247862+0.669024j 0.273987-0.0244263j -0.0378084+0.554694j -0.155164-0.197743j 0.530953+0.260807j -0.427994-0.285941j -0.122172+0.158119j -0.384702-0.202134j -0.0779708+0.583336j -0.57677+0.421263j -0.562648-1.01643j -0.294684+0.350869j 0.987435+0.177391j -0.197717-0.20304j 0.566816+0.579746j -0.483978+0.943264j -0.0762486-0.531159j -0.0608166-0.61636j 0.173845-0.309503j 1.07503+0.403932j -0.437653-0.123772j -0.653675+0.328769j -0.953667+0.218935j 0.149432+1.05837j 0.385574+0.2312j -0.873817-0.0593651j -0.0919641+0.854365j 0.132409+0.855759j 0.243969-1.04323j -0.777781+0.484581j -0.278159-0.0255763j -0.197328+0.128636j -0.101881+0.251114j 0.671704-0.135477j 
0.219-0.414796j 0.162495-0.213802j 0.55314+0.0413352j 0.253536+0.0870451j 0.204629+0.378606j 0.161888+0.214796j 0.374034-0.252265j -0.606144+0.495887j -0.222894-0.365j -0.211807-1.11535j -0.753706+0.10487j 0.0744207-0.0174545j -0.12877+0.298267j -0.609241+0.444767j 0.331324-0.735275j 0.608582-0.00200534j -0.53287-0.0456426j 0.173596+0.342556j -0.0730313+0.243378j 0.14423-0.839561j 0.0760778+0.315478j 0.111038-0.0460459j -0.000454515+0.274106j 0.569265+0.321173j -0.443873-0.220439j 0.114353-0.97066j 0.525889+0.602598j 1.17148+0.493587j 0.30942+0.326556j 0.0304895+0.585701j -0.349255-0.177662j 0.81207+0.556362j 0.389383+0.0115792j 0.186135-1.47248j 1.03039+0.683679j -1.00187-0.220006j 0.130232-0.034425j 0.00404652+0.225517j 0.340577+0.0650088j -0.101792+0.443925j -0.566275-0.23728j 0.0209062-0.0332888j 0.00362822+0.00590309j 0.53786-0.0356566j -0.177005-0.343853j 0.00582392-0.701562j 0.309558-0.072688j 0.0892293-0.305371j 0.104703+0.219369j 0.0763283-0.0736557j 0.24332-0.254034j 0.772824+0.385568j 0.180511-0.608439j 0.0921598-0.332124j 0.00638464+0.17776j -0.65332+0.149616j 0.266802-0.00388323j 0.242328-0.0487662j 0.0672776-0.317716j 0.324695-0.154737j -0.448013-0.561646j 0.00924583-0.224288j 0.64284-0.34538j -0.32031+0.844233j -0.708642+0.269819j 0.991806+0.453826j -0.646823-0.285247j 0.509518+0.520186j -0.472674+0.0988265j 0.180269+0.748147j 0.366972+0.151955j -0.341468-0.638803j 0.0379108+0.422518j -0.108514-0.390039j -0.303168+0.0275756j 0.351528-0.264258j -0.294615+0.33043j -0.265464+0.309272j -0.233597+0.100322j 0.800304-0.10456j 0.402173-0.954389j 0.511412-0.347685j 1.25698+0.643156j 0.648154-0.339744j 0.652111-0.114023j -0.245026-1.14254j 0.207172-0.310914j -0.592835-0.282414j 0.558909-1.38928j 0.0405608+0.653845j 0.346396-0.743214j 1.1125+0.449279j 0.501437-0.0702219j 0.436092+1.10686j 0.285893-0.395885j 
0.166983-0.274024j 0.196212-0.0292699j 0.182652-0.0403581j 0.505923+0.0885692j -0.297274-0.172798j 0.0816771+0.663151j 0.0375407-0.614397j -0.626531-0.584263j -0.219193-0.0195784j 0.569113+0.506976j 0.248163+0.570558j -1.67899-0.643597j -0.427293+0.489521j 0.264786+1.73075j 0.0980006-0.106169j 0.422272+0.0484611j -0.356798-0.286611j 0.00420881-0.208439j 0.0323908+0.316465j 0.14497+0.148002j -0.259899+0.489186j -0.433843+0.21681j 0.116196-0.861813j 0.121362+1.01965j -0.225653+0.136855j -0.651544+0.0993003j 0.610028+0.133698j -0.190575-0.817296j -0.805443-0.0844164j 0.215028+0.562659j -1.35787-0.816273j -0.249574+0.564163j -0.414596+0.37485j -0.340001+0.19356j 0.0783024-1.86788j -0.828709-0.447213j -0.0902235+0.0624341j 0.0289595+0.121593j 0.188867+0.0300509j -0.115157+0.333146j -0.317205-0.281999j 0.388132-0.0879608j 0.055397+0.490993j -0.121891-0.273341j 0.328059-0.135267j -0.00543825+0.144069j -0.108089+0.245106j 0.0909723+0.503897j -0.35699-0.0616896j -0.34523+0.361791j 0.114005+0.260108j -0.291791-0.0893407j 0.0658454+0.0942195j -0.159335+0.869007j 0.137166-0.0523117j -0.476953+0.0586008j 0.722848-0.17268j -0.459127-0.341045j -0.0369525+0.535469j -0.0184044-0.351293j -0.402687-0.653136j -0.568067+0.177778j -0.00762101-0.158752j 0.801891+0.0222243j -0.196755-0.355395j 0.286368-0.590612j -0.410631+0.0196694j -0.308412+0.231047j -0.249118+1.07924j 0.317059+0.129708j -0.0814562+0.29563j 0.766961-0.302582j 1.03847-0.0943846j 0.177139-0.850335j -0.223325+1.23514j 0.15361+0.359539j -0.108971-0.427175j 0.0410074-0.0660223j -0.863839+0.041783j 0.665059+0.564934j 0.218615+0.670935j -0.277829+0.193783j -0.79901+1.29178j -0.833609+0.391973j -0.137392+0.195942j 0.495214+0.118357j 0.988125+0.19598j 0.300351+0.507251j -0.947068+0.855681j 0.566597-0.0914327j -0.7582-0.361025j -0.51467+0.230164j 0.382075-0.166765j -0.18353+0.5881j 0.129514+0.0726809j 
-0.145197-0.202672j -0.14791+0.288794j 0.233499-0.364251j -0.294886+0.0885785j -0.239074-0.0421981j -0.843421+0.323389j -0.417203-0.291915j -0.261398-0.0483088j 0.971591+0.278653j -0.0645834+0.118523j -0.375752-1.55542j 0.148009-0.730631j -1.30025-0.330365j -0.405335-0.271038j 0.10052-0.523384j 0.175622-0.332188j 0.343772+0.0191101j 0.629917-0.147414j -0.39506-0.197859j -0.172835-0.00169113j -0.835785-0.386353j -0.112315+0.290744j 0.234857-0.934791j 0.0469053+0.182696j 0.119497+0.359331j -0.088243+0.164235j -0.852154-0.641051j -0.168197+0.140423j 0.682344+0.820064j -0.155236+1.08142j 0.508849+0.861079j -0.578916+0.690133j 1.09965+2.00558j -0.391109-0.541344j 1.46815-0.350351j 0.412335+0.29988j -0.0614035-0.33569j 0.253578+0.120918j 0.210128-0.324838j 0.0815241-0.0406851j 0.10241+0.117373j 0.11522+0.526227j -0.708762+0.156958j 0.286306-0.372444j 0.0266831+0.208721j -0.469737-0.120114j -0.299088+0.119767j -0.145722+0.171527j -0.398073+0.31052j -0.226845+0.186996j 0.525046+0.41699j -0.634233-0.537078j -0.395734+0.660663j -0.0658203+0.398997j 0.0869476+0.214987j 0.0674963-0.262251j -0.125737-0.126501j -0.066287-0.207953j 0.076351+0.345788j -0.93607+0.129749j 0.229226-0.0449853j -0.2928+0.0862914j -0.154157-0.52668j -0.545554-0.656597j 0.753766+0.229523j 0.102143+0.278343j -0.513507+0.409633j 0.0210493-0.625136j 0.413836-0.72303j 0.29911+0.655891j 0.522129+0.629169j 0.0918914-0.627099j -0.640624-0.217571j -0.305727+0.665632j -0.359576-0.51087j 0.222776-0.588717j -0.444744+0.163667j 0.374119-0.131496j 0.461451-0.0622784j -0.840477+1.09908j 1.11573-1.02353j 0.806585-0.0261602j -0.72804-0.439076j 0.436517+0.736416j 0.449647+0.404083j -0.668451+0.473978j 0.461942-0.10842j 0.431005-0.565682j -0.558989-0.438193j 0.744777-0.233568j -0.0971595-0.211269j -0.552102-0.931867j -0.00829447+0.294507j 0.310186-0.593291j -0.407929-0.006977j 
-0.236376-0.433857j -0.235512+0.344903j 0.172306-0.189279j 0.22005-0.625604j -0.724127-0.388144j -0.787062-0.0571006j 0.024856+0.699103j -0.315345+0.228264j -0.0305808-1.10092j -0.108828+0.406161j -0.000159281+0.842682j -0.311331-0.216706j -0.140983-1.1533j 1.06063-0.0776405j 0.869372-0.151373j 0.367225-0.636836j 0.348728+0.176854j 0.515097-0.0358502j 0.713789-0.154497j 0.285704+0.361684j -0.464771-0.181103j 0.00598418+0.464455j 0.642604-0.0386026j 0.173842-0.456523j 0.523838-0.545423j 0.111334+0.0208679j -0.430039+0.372632j -0.576759+0.833125j 0.0182805-0.661424j -0.582176-1.8203j -0.831928+0.159825j -0.988157+0.511322j -0.00774385-1.10955j -0.168414-0.440464j 0.778062+0.186188j -0.212331+0.877926j 0.584148-0.493273j 0.375877+0.243067j 0.423811-0.543379j 0.235803+0.174578j -0.0959876+0.303335j -0.00683867+0.131763j -0.194493-0.00631954j 0.11108+0.149188j -0.0528555+0.459442j 0.185714+0.0337109j -0.886584+0.161811j 0.376491-0.0535193j -0.0128313-0.0478024j 0.206878+0.663781j 0.0552213+0.124228j -0.122363-0.493659j -0.71814+0.468664j -0.053023-0.349791j 0.0909324-0.493468j 0.68451-0.0209663j -0.807442-0.0412863j -0.183652+0.208403j -0.382981+0.245019j 0.515416-0.158817j 0.251598+0.60366j -0.272537-0.167852j 0.520403-0.146952j -0.430817+0.559246j -0.460377-1.19054j 0.495373+0.37042j 0.855862+0.120458j -0.693924+0.895036j 0.531479-0.0309138j -0.21281-0.716604j -0.086201+1.24462j 0.0511899+0.137192j -0.369017-0.111167j 1.07311-0.872398j -1.1602-0.637557j 0.728198-0.373384j 0.0441243+0.0886984j -0.855171+0.516512j -0.758049-0.920312j 0.754738+0.0391979j -1.06647+0.193164j 0.259556+0.174322j 1.01932+0.532964j 0.945991-0.284292j -0.523421-0.689536j 0.101458-0.778557j -0.0382356+0.0228394j -0.489833-0.30039j -0.171108-0.220431j -0.432765+0.0573717j 0.315289-0.0135348j -0.0819178-0.52463j 0.126239+0.0480977j 0.854763-0.411163j -0.482388-0.429554j 
-0.0726352+0.199181j 0.378993+0.0177228j 0.227876+0.266928j 0.0191413+0.486652j -0.374007+0.303356j -0.0556393-0.540359j 0.729814-0.0164946j -0.517794+0.271478j 1.22901+0.566332j -0.813788+0.951154j -1.15333-0.594551j -0.46618-0.471297j -0.0218768+0.232194j -0.53997+0.0724182j -0.292646-0.306785j -0.293997-0.00984889j -0.0280736-0.491062j -0.210387-0.0294685j -0.266095+0.732946j 0.550806+0.0220336j 0.194702-0.00247456j -0.0423707-0.0887933j 0.511772+0.604022j 0.738412-0.574882j 1.92448+0.732568j -1.80539+0.246263j -0.027925-0.495583j -0.444693+0.06812j -0.486412+0.0574286j -0.66449+0.357674j -0.289935+0.747221j -1.02895-0.579821j 0.295125-0.264543j -0.245442-0.101187j -0.334281-0.0873836j 0.20966-0.430124j -0.325915-0.00249822j 0.0696394-0.234947j -0.330895-0.0976465j -0.377684-0.0157894j -0.000946691-0.477855j 0.229868-0.0770586j 0.161779+0.375379j -0.213034-0.0419792j -0.492269-0.246671j 0.126212+0.357888j 0.259434-0.541541j 0.203288-0.411987j 0.3315+0.272879j 0.223018-0.158217j -0.142323-0.528781j -0.0195441-0.0768879j 0.0147877-0.120238j -0.331544+0.21385j 0.0125222-0.783101j 0.539534+0.211382j 0.0829516+0.109089j -1.009-0.0338719j -0.524569+0.892153j 0.755052+0.946024j 0.382139+0.574027j -0.987729+0.24849j -0.951591+0.674317j 0.229278+0.520566j -0.912127+0.953704j -0.377624-0.278061j -0.327826-1.29039j 1.15349+0.206605j -0.0937976+0.258924j -0.620538+0.909539j 0.646426+0.726995j 0.425442-0.0715958j 0.204899-0.295547j -0.166471-0.736193j 0.492609-1.24422j 0.183615-0.834089j -0.280451-0.359108j -0.764214+0.413423j 0.27996+0.152616j -0.488289+0.0186281j -0.630982-1.09972j 0.561338+0.673984j 0.785553+0.123761j -0.341447-0.227835j 0.457224-0.721471j -0.410995-0.267493j 0.161314-0.200855j 0.0581725+0.219169j 0.232375+0.0330767j -0.180791-0.053963j 0.109872+0.0481301j 0.0371978+0.390386j 0.094963-0.1269j -0.425873-0.0327443j 0.085512+0.288572j 
0.116058+0.238331j -0.0161796-0.513574j -0.55716-0.566654j -0.727152+0.375382j -0.206351+0.0944962j -0.330629-0.281307j -0.491701-0.255417j -1.73102+0.0473247j -0.471154+0.166323j 0.384474-0.656012j -0.152191+0.461565j -0.988876-0.612983j 0.869839-0.694116j 0.219153-0.79759j 0.0538469-0.315922j -0.296684+0.290079j 0.0241724+0.291439j -0.043518-0.568686j -0.940913-0.467224j -0.433087-0.0758625j 0.236735-0.892128j -0.496524+0.83848j -0.317819+0.638336j 0.914753-0.0350885j -0.235307-0.148277j -1.65718-0.0951846j 0.759175+0.107363j -0.167368+0.284028j -0.328642+0.188361j 0.554026+0.3954j -0.568638-0.897076j 0.232025+0.8437j 0.493307-0.297603j -1.08721+0.581327j -0.0889604+0.742157j 0.205646+0.180614j -0.327659-0.38838j -0.203445-0.167878j -0.25406+0.221045j 0.121473-0.436542j 0.276423+0.355007j -0.174551+0.299988j -0.348722-0.0628249j 0.105172-0.38192j 0.164181-0.139037j -0.748684-0.176663j 0.440519-0.0571074j 0.185778+0.0964547j -0.583226-0.179034j -0.206961+0.352442j -0.0257553+0.597902j 0.768018-0.364098j -0.884668-0.902758j 0.735007+0.0381389j -0.156661+0.326832j 0.2721-0.617505j 0.184438-1.13688j 0.0794103+0.24336j 0.71251+0.577703j 0.347428+0.331351j 0.281578-0.0612065j -0.158108+0.569681j -0.189075-0.416165j -0.0536135+1.3327j -0.349445-0.24099j 0.813889-0.510198j 1.19159+0.602537j 0.0591979+0.433755j 0.0816562+0.186956j -0.00900405-1.00551j 0.0705952+1.09248j -0.345262-0.29881j 0.240046-0.101524j -0.215118+0.557143j 0.169936+0.964064j 0.51609-0.393981j -0.0464807-0.0143637j 0.783422-0.584917j -0.170524+0.292653j -0.647517+0.399005j -0.0859043+0.467319j 0.39997+0.415188j -0.418042+0.530068j -0.335287+0.0815971j 0.0238111+0.105869j 0.697782-0.197365j -0.713104-0.0280391j 0.0572317+0.39718j -0.478755-0.263933j -0.100485-0.636194j -0.251336-0.0175484j 0.445684-0.209746j -0.357192-0.19437j 0.010688-0.448664j -0.182342+0.184158j 
-0.199969+0.132231j 0.405425+0.180249j -0.248354+0.414222j -0.238196-0.0298749j 0.961192-0.314616j 0.0289339+0.968536j 0.939242-0.398137j -0.480057-0.131933j 0.62145-0.0794737j -0.210703-0.69856j 0.417389+0.807554j 0.0139953-1.04255j -0.438263+0.0487449j -0.436876+0.0626513j 0.0725628-0.326222j -0.36727-0.111708j -0.0601542-0.554457j -0.523189+0.20379j -0.112078-0.0996514j -0.256259-0.140183j 0.286572+0.322117j 0.642391-0.643527j 0.934114+0.0753277j 0.410814-0.167189j -0.556499-0.637776j -1.13199-0.611704j -0.117496+0.664234j -2.3993+0.686237j -0.140621-0.144087j 0.202178+0.616421j -0.49556+0.110015j -0.113652+0.232546j -0.32109-0.0613047j -0.600685-0.821112j -0.12658-0.0963279j 0.194634-0.464424j -0.255255-0.210783j 0.111219-0.216857j -0.385186-0.213667j -0.196989-0.0575477j 0.0640226-0.40005j -0.133137-0.154997j 0.307086-0.143682j 0.0130093+0.127294j 0.0299871-0.388654j 0.041456-0.0468635j 0.444672+0.308225j -0.217298-0.917147j -0.0857164-0.0284185j 0.914669-0.79548j -0.0564415-0.10184j 0.154909-0.468083j -0.191423+0.285386j -1.02775-0.286301j -0.396991+0.670825j -0.122044+0.284239j 0.301917+0.697882j 0.626854-0.265493j 0.154936+0.470556j -0.00330391-0.201897j -0.221549-0.19683j -0.824918+0.0844814j 0.761498+0.697613j -0.633581-0.534299j 1.65867-0.902452j -0.14525+1.21747j -0.384635+1.19396j -1.5473-0.58613j 0.608851+1.25291j 0.801036-0.271466j 0.637589+0.435612j -0.145711+0.0920171j 0.418067-0.764768j 1.18307+0.345131j -0.207606-0.21485j -0.0895169-0.939835j 0.280963-0.154027j -0.250783-0.595572j -0.410612-0.972505j 0.120321+0.320156j 0.0595074-0.393778j 0.450372-0.279841j -0.0297399-0.280813j 0.0428566-0.647517j 0.184356+0.0552216j -0.383419-0.0883299j 0.0537862-0.441015j -0.279425+0.312449j 0.398929-0.403337j 0.155231+0.226229j 0.331919-0.271606j 0.0525587+0.390056j 0.146106-0.163987j -0.380463-0.118262j -0.0325714+0.243642j 
-0.35748+0.129061j 0.552897+0.506733j -0.379561+1.04251j 0.503301-0.551878j -0.109648-0.118236j -0.238441-0.530916j -0.817349-0.887149j 0.362629+0.632185j -0.1953+0.468052j -1.38524-0.0323819j -0.671523+0.477416j -0.0437661-0.580008j -0.0580072+0.308724j -0.0349555-0.132535j 0.615246-0.4211j -0.509572-0.429968j 0.274755-0.87059j -0.577834+0.372562j 0.339831-0.358369j 0.490275+0.795642j -0.450996-0.543069j -1.20972-0.386594j -0.935582+0.857819j 0.382039-0.394559j -1.24185-1.17532j 0.685888+0.0254697j 0.751289+0.30312j 1.09284+0.48893j 0.777616+0.527127j 0.31688-0.456656j -0.473934+0.607957j 0.0909782-0.400422j 0.0402343-0.421476j -0.565042-0.248397j -0.456261-0.170065j 0.335257-0.134781j -0.0849769-0.63216j 0.421669-0.281618j -0.483283-0.632062j -0.312549-0.199847j 0.285993-0.585511j -0.0652439-0.0670924j 0.340611-0.234842j -0.103417-0.065912j 0.391672-0.367611j 0.115523+0.229531j 0.446154-0.0442038j 0.08667+1.10388j 0.0405612+0.113541j -1.19352+0.0230593j 0.48337-0.0219956j -0.073236-0.448145j -0.673858-0.289063j 0.726666+0.488991j -0.260513+0.956175j -0.218742-0.20541j 0.427032-0.998119j 1.25177+0.657667j -0.706228-0.902904j 0.43313-0.337467j -0.0978825+0.324665j 0.545417-1.35888j 0.339762+0.707873j 0.64822-0.149054j 0.713072+0.42089j -0.527147+0.387083j -0.689491+0.372919j -0.164678-0.655882j 0.0721261-0.362207j 0.51118+0.226172j -0.661597-0.0884466j 0.639251-0.886103j -0.375566+0.0249038j -0.0672881-0.284912j 0.651277-0.0607822j 0.481066+0.682909j -0.615722+0.166096j -0.4293-0.16024j 0.0131743+0.616981j 0.706768+0.580548j 0.517127-0.435896j 0.00741025-0.458581j -0.149259+0.707766j -0.626213+0.0586559j 0.461367-0.0578048j -0.106121-0.167863j 0.0525524+0.00334857j 0.254361+0.316962j 0.180563-0.0635901j -0.294877-0.00995536j 0.130058-0.0213104j 0.0795982+0.353494j 0.198111-0.337723j -0.190042-0.484949j -0.344424+0.284586j 
0.0882711+0.13874j 0.27106+0.0626217j 0.757828+0.251209j -0.303821+0.547347j 0.575484-1.64898j -0.0343368+0.82357j 1.11592-0.601836j 0.122024+0.547952j -0.367776+0.761654j 0.55219+0.539171j -0.152577+0.0123246j -0.396217-0.27088j -0.343954-0.618409j -0.0406689+0.378653j -0.107076+0.117697j -0.0871351+0.327226j -0.55512+0.11621j 0.986489+1.00841j -0.347143-0.108465j -1.06696+1.82386j -0.690595+0.92133j 0.473202+0.435676j -0.0179145+1.69264j -0.120697-0.228357j 0.547726-0.816665j -0.430305-0.224675j -0.773551+0.792425j -0.0562847+0.302216j 0.0128868-0.492951j -0.375984-1.01998j 0.575784-0.358927j 0.0841807-0.0751852j 0.292207-0.0707489j -0.44706+0.0862772j 0.540944+0.148282j -0.221018-0.117211j 0.0494117+0.150404j -0.152648-0.00895555j -0.132344+0.338911j 0.280644+0.363237j -0.491501+0.25994j -0.171614+0.553364j -0.867816-0.436595j -0.313185+0.501039j 0.515075+0.233117j 0.275291+0.609947j 0.312959+0.560353j -0.876395+1.06829j 0.647449-0.080904j -1.01104-0.430461j 0.443168-0.934758j 1.23008-0.0976405j -0.89516-1.12761j -0.133894-0.756947j -0.725868-0.156781j -0.483575-0.0610185j 0.00274607-0.123764j 0.0270451+0.527472j -0.0181816+0.607624j -0.640812-0.24353j -0.0284506-0.532235j -0.444856-0.0581366j -0.772261-0.0181553j 0.337096-0.625372j 0.17282+0.890552j -1.07543-0.0821468j -0.764877-0.0829387j 0.370291-0.597008j 0.861505-0.735499j -0.0429853+0.36408j 0.387086+0.545494j -0.242358-0.173923j -0.776863-0.139886j 0.158667-0.212729j 0.321926+0.196144j 0.0627076-0.504292j -0.00508315+0.0319121j -0.0608768+0.0101581j -0.213598+0.0786823j 0.0636986-1.00026j -0.134769+0.145759j -0.817432+0.377503j -0.189783+0.125549j 0.141575+0.176723j -0.0291338+0.156659j 0.442705+0.279243j -0.444844-0.0289272j -0.0421278-0.259838j -0.425228-0.439525j 0.183807-0.0736828j -0.0136184-0.341584j 0.0685685-0.214851j -0.0473657+0.0415551j 0.0463926+0.205207j 0.118116-0.0905398j 
