0.061529+0.0149618j 0.0799384-0.00382218j 0.0142493+0.00869795j 0.0719347-0.00788067j -0.0376462-0.0127538j 0.0135665+0.000149114j -0.00468604+0.00228042j -0.0200092+0.00754394j 0.0442841-0.00759268j 0.0300415+0.00111093j 0.0226658+0.000818216j 0.0631336+0.001451j 0.021331-0.000437427j 0.0404123-0.00175335j -0.019871+0.00661161j -0.00920388+0.00203433j -0.0105519-0.00788945j 0.0193259+0.0130461j -0.12138+0.00583116j -0.0451756-0.0108235j 0.0108447-0.00506456j -0.0364903-0.00483223j 0.0373767-0.00788962j 0.0299666-0.00138203j -0.00357703-0.00495275j 0.0169201-0.00346846j 0.0347732-0.00322867j -0.0134926-0.000557659j 0.0316131+0.00198305j 0.0104242+0.000722083j 0.012743+0.00631476j -0.0148141+0.00290692j 0.039036-0.00378448j -0.0823486-0.00628498j 0.096219+0.0135767j 0.0158185-0.00512893j 0.0127605+0.0149214j -0.0141316+0.060613j 0.0531018+0.0195704j -0.0223312+0.000255631j 0.047806-0.0281384j -0.0176963-0.0177903j -0.0232973+0.0570106j -0.00589614+0.0521694j -0.00356846-0.00288136j -0.0287756+0.0115715j -0.00259991-0.0150219j -0.0160371-0.016678j 0.00828328-0.0195695j -0.014717+0.029937j -0.0269473-0.00855427j 0.003807+0.0166797j 0.00935858-0.0279109j 0.00870204-0.0296734j -0.0345056+0.00694642j 0.0373251+0.00671514j 0.00274117-0.132046j 0.0307072-0.0769833j 0.0902644+0.0568244j 0.0257572-0.0456258j 0.0229893+0.015607j -0.0181118-0.00741851j 0.0254123+0.00913194j -0.0334609-0.00466336j 0.00230907+0.0324996j 0.0262924-0.0040271j -0.00237437+0.0490936j 0.000183491-0.010287j 0.0159853+0.0122215j 0.022779-0.0101532j -0.00529467-0.00278222j -0.00738894-0.0125616j -0.00966676-0.0012807j -0.0125858-0.00595748j -0.0194628-0.00383048j -0.00220855-0.033094j 0.0182816+0.0128267j -0.00601641+0.00864942j -0.0114679-0.00480655j -0.0157423+0.018837j -0.0141503-0.0210329j 0.00570489-0.0281923j 0.0260381+0.0183628j 0.00230116-0.0156208j 0.00259954-0.0288895j -0.000318634+0.218431j 0.00748472-0.0132071j -0.00738178+0.135792j -0.0740541+0.16817j 0.0134158+0.0429461j -0.0658244-0.085492j 0.0778505+0.104002j 0.133133-0.0252401j -0.227927+0.064143j -0.194549-0.100653j 
0.0274308+0.0105311j 0.0225555+0.00134595j 0.00836441-0.0194559j 0.0321628+0.00381355j -0.0206937+0.0193214j -0.0227961+0.0224396j 0.00019667+0.0102642j 0.0159259+0.0419906j -0.000861267-0.00671812j 0.0112602-0.0183591j 0.0107171+0.00513063j 0.00894332-0.0239821j 0.00975325-0.00326216j -0.00115362+0.00556954j 0.011617+0.00247687j 0.0111493-0.0201612j -0.00189928+0.0056813j 0.00959569+0.00557559j -0.0229951-0.024206j 0.0303807+0.00519814j 0.0166513-0.000821642j -0.000353781+0.000146722j 0.0441388-0.0186169j -0.0275126+0.00157873j -0.0205602-0.00609643j 0.054127+0.00158864j 0.0101279+0.00505087j 0.00523496-0.0015146j 0.0144171+0.00358674j -0.0609923-0.0037915j -0.0206047-0.0127216j 0.0461561-0.00145871j 0.0477171-0.00814896j -0.000511459-0.00756929j 0.0364295+0.00602845j 0.0490098+0.00415143j 0.00214767-0.00564559j 0.00214349+0.0532797j -0.00603569-0.0123515j -0.103179+0.00108857j -0.0691041+0.00666105j 0.000303612+0.0245865j -0.0239283-0.0496728j -0.0301939-0.0228379j 0.0385031-0.0221329j -0.154688+0.00231345j -0.214037-0.0183217j 0.314951-0.0203715j -0.272655+0.0127685j 0.20336-0.013083j 0.340152+0.0173294j -0.041698-0.056311j 0.090846-0.00455927j 0.101979-0.0483028j -0.223654-0.0001982j 0.193894+0.0301215j 0.00285168-0.0587193j 0.00301493+0.0083354j 0.0707919+0.0211909j 0.0220513-0.0848801j 0.00948852+0.000261159j -0.109842+0.0289648j 0.104166+0.0508129j -0.0509274+0.000485869j 0.174551+0.00576327j -0.239075+0.057982j -0.00182276-0.0610019j 0.147922-0.0118993j -0.0475167-0.119955j 0.00133846+0.0558803j 0.0715247+0.00819198j 0.00265132-0.0448183j 0.047688-0.111159j -0.00244463-0.00398541j 0.0522512+0.0558775j 0.0530281+0.163312j -0.0538015+0.0655266j 0.0468026-0.0197133j -0.0458071+0.0134783j 0.0047736+0.0260995j 0.0899584+0.00721646j -0.0220738-0.028634j -0.0434613-0.0370818j 0.0589333+0.0082824j 0.00336195-0.00118406j 0.0550204-0.0386317j 0.0706855+0.00636497j -0.00792822-0.0314005j -0.0027983-0.0155954j -0.0139851+0.00201074j 0.0407714+0.0303039j -0.0163499-0.033755j -0.036017+0.015793j 0.0285131-0.0161392j 0.0526534+0.0169049j 
0.0519434+0.00167218j 0.0279986-0.013773j 0.0191648-0.000993136j 0.0530037-0.00810276j -0.0247948+0.00220803j -0.0119656+0.00216814j 0.00580298-0.0136134j 0.00514921-0.0212714j -0.00230844+0.0152034j 0.00783214-0.00656447j 0.0102842-0.0100219j -0.00138226+0.0156991j -0.00190967-0.0194331j -0.00448674-0.00603214j 0.00717509+0.00771862j 0.00644545-0.0137704j -0.0183647-0.00287738j -0.00659781-0.00714202j -0.0112723+0.00981075j 0.0214369+0.00126251j -0.0153614-0.000708302j -0.0205072+0.00445534j 0.0144646-0.00689717j 0.018266+0.00664904j -0.00880531-0.00396301j -0.0222924-0.00517156j -0.0117576+0.000310783j 0.014156+0.00171469j -0.0386068-0.00189282j 0.020492-0.00289428j -0.0162041-0.00377473j 0.0498824+0.00584572j 0.0109995-0.00515905j 0.00692524-0.0060264j -0.0129895+0.00504977j 0.068916+0.019432j -0.00841455+0.0554043j -0.00432903+0.0658246j 0.0445217-0.00710516j 0.00481418+0.00795878j 0.0344121+0.00568682j 0.0159444+0.0287234j -0.00170163-0.0374883j 0.0238101+0.0179554j 0.0856228-0.04925j 0.0836838-0.0158011j 0.0624873-0.00933352j -0.264647-0.00369157j 0.434562+0.0359215j 0.136773-0.0244751j 0.253171+0.0207432j 0.223176-0.076012j 0.111+0.0302076j -0.082308+0.00918868j 0.121316+0.0367617j 0.0620279+0.0291855j 0.0148917-0.0629779j 0.0343656+0.0313142j 0.0815371+0.0143884j 0.0520687-0.0871601j -0.00192367-0.00125177j -0.101988+0.0749465j 0.105386+0.0627254j -0.0318157+0.0274315j 0.161382+0.00946302j 0.261241-0.0536715j -0.0131027+0.0364236j -0.0245711+0.0553784j 0.141684+0.092303j -0.0373847-0.0413071j 0.0658654-0.0783877j -0.0588518-0.0766843j 0.0461902-0.0403061j -0.0311674-0.00911273j 0.0168362-0.0524943j -0.00766188+0.167775j -0.0189049+0.147602j 0.0102167+0.0365567j -0.0420615+0.0554933j 0.0303171-0.00312116j 0.19673+0.0350791j 0.00240652+0.0827714j -0.0681226-0.0348959j 0.0243956+0.0159037j -0.0690146+0.00890612j 0.00393613-0.0960584j -0.0126468+0.00614518j 0.0147615-0.0827959j 0.0517886-0.00563583j 0.00316344-0.0210007j 0.0160518+0.0210333j -0.0365198-0.0390758j -0.0708687+0.0181612j 0.0355899-0.0180874j 0.107381+0.0214793j 
0.0398467+0.00539235j 0.0351463+0.0114466j 0.0121236-0.0056081j 0.0611323-0.000207812j -0.0508288+0.00567389j -0.0484774+0.0178436j 0.0139362-0.00979155j 0.0125211-0.0142518j -0.0105265-0.00465915j 0.0212277-0.00528841j 0.0108071-0.00483393j 0.00165228+0.0091294j 0.0228881-0.0324518j 0.00282767+0.00812553j 0.0212549+0.0270297j 0.0307556-0.026424j 0.0128674+0.00283156j 0.00259561-0.010453j -0.033102-0.00937952j 0.0482749-0.00593876j -0.00480689-0.00788882j -0.023339+0.00571927j 0.0948301-0.00887373j 0.00615961+0.00601304j 0.0280836-0.0113133j -0.000837223-0.00943083j -0.0183357-0.00152786j 0.00269945+0.00567482j 0.0193341-0.0014936j -0.00222164-0.00922838j -0.0169594-0.0132307j -0.0223887+0.00985127j 0.0245826-0.0153163j -0.0486845-0.0254585j 0.103529+0.00989724j 0.0257119+0.0267675j 0.00148497-0.0196134j -0.0117025+0.0277369j 0.0438258-0.00765258j -0.0657763+0.00795535j -0.077355+0.0193529j -0.0676845+0.00799245j -0.0393729-0.0418829j -0.00115962+0.0321179j -0.116915-0.00526466j 0.133712-0.0126489j 0.0296345+0.00447821j 0.054236-0.00197888j -0.178105+0.0166661j -0.23936-0.0193666j -0.339458+0.00688252j -0.098221-0.0463523j 0.0220187+0.0128489j -0.0315806+0.0116696j -0.011903+0.0346128j -0.112927+0.0250029j 0.0189766-0.0796599j 0.0342326+0.0054402j 0.0543444+0.041619j 0.0108352-0.101006j 0.0855781-0.00535231j -0.120966+0.0243608j 0.147294+0.0183971j -0.0618445+0.00922244j -0.0587306+0.0647385j 0.0307638-0.0368978j 0.0803296+0.074939j -0.111937-0.0765575j 0.0271506+0.057431j -0.0930552+0.123378j 0.0138219-0.106335j -0.0569546-0.00739873j -0.120072+0.111293j 0.176514+0.110366j -0.00524804-0.066146j -0.0428625+0.109746j 0.0132701-0.0950769j -0.000734207-0.0169046j 0.124166+0.0255489j 0.0165074-0.134716j -0.0407225-0.0169482j 0.0186867-0.00198568j 0.00897697-0.0659183j -0.138392+0.00784094j 0.0105078+0.00263215j 0.00223709-0.186525j 0.122684+0.0067832j -0.000691945-0.0632607j 0.05278-0.108249j 0.00841785-0.0609148j 0.022164+0.0452308j -0.0849793-0.0808115j -0.083001+0.00873819j 0.170688-0.0235742j 0.121939+0.0610238j 
0.0670586-0.00804108j 0.0251337-0.0249789j 0.0190643+0.00523496j 0.0609115-0.00547999j 0.0145595-0.000620134j 0.0188427+0.0101037j -0.00868881-0.0172466j -0.00183037-0.00221997j 0.0161181+0.00644768j -0.00818322-0.0132976j 0.00490112+0.01521j 0.0202248-0.0022321j -0.000485516-0.00835393j 0.000869244+0.0115692j 0.0206125-0.0135514j -0.00270771-0.00760839j -0.0275282-0.0149268j -0.0127233+0.00789876j 0.00225339+0.0074192j 0.028434+0.00473924j -0.0504645-0.000518943j 0.0549787-0.00392895j -0.0113552-0.008053j -0.063429+0.0113775j 0.043265-0.006035j 0.0399389-0.00529272j -0.0177646-0.00750967j 0.0209103-0.0111262j -0.00769706+0.00173755j 0.0347701+0.00648591j 0.0343151-0.00323245j 0.000962588+0.010131j -0.0059179+0.00580161j 0.0169957-0.00157042j -0.0602569+0.0111165j 0.0560605+0.00883157j 0.00485211+0.102323j -0.000910002+0.0686361j 0.00338298+0.00700459j -0.0121724+0.00323185j -0.0919424-0.00207018j -0.0434407+0.0117934j -0.00621904-0.0294921j 0.000535184-0.00527534j -0.0377863-0.0386609j 0.0701012+0.00613224j 0.0212824+0.0175877j -0.0337161+0.0119097j -0.0140593+0.0166536j -0.135506+0.0535908j -0.215422-0.0299038j -0.00465796-0.0131632j 0.0592312+0.000446533j -0.0342715-0.0272017j -0.0173349+0.00179993j -0.116045+0.0214298j -0.0085603+0.00555176j -0.0162796+0.000820405j -0.0510936+0.0128252j -0.0261852-0.0770922j 0.1029+0.0154704j -0.0999828+0.0640286j 0.119096+0.0471416j 0.129523+0.00121568j 0.10328-0.00280619j -0.0369945-0.0392583j 0.00889699-0.092299j 0.00712933-0.0443777j -0.131692+0.0514116j -0.0813132-0.0335364j -0.171574+0.190818j 0.205314+0.0630068j 0.195504-0.411117j -0.331216-0.280962j 0.0904336+0.13719j 0.090426+0.0241332j -0.00477729-0.0594096j -0.0435287+0.090614j 0.0311934+0.0281936j 0.00465882-0.0183269j -0.0478254+0.0252654j 0.0492068-0.0161994j -0.0224934+0.0409369j -0.0655547-0.0296536j -0.0694576-0.0101696j 0.0448829+0.0161936j 0.0195005+0.00127839j -0.0252773+0.0157527j -0.0265228+0.00901755j -0.0613892+0.0869539j 0.103829+0.0495565j 0.0806802-0.00278962j 0.00936598+0.0232026j -0.0163986+0.00782913j -0.00487877-0.00537832j 
-0.0268787+0.00192632j -0.00520898+0.00695678j -0.0228305-0.0169435j -0.0196776+0.00765801j 0.00456182+0.00384637j -0.0304625-0.00272958j -0.0116649+0.00713987j 0.00470999-0.0224476j 0.0146951-0.00965697j -0.0223193-0.00620857j -0.00604007+0.0175278j -0.0199341-0.00381245j -0.0140525+0.000754378j -0.0150047-0.00112546j 0.0201661-0.00603804j -0.0130021+0.00473557j 0.0215727+0.00782579j 0.0072451-0.00539055j 0.0263724-0.0083027j 0.0139783+0.0071878j 0.000202587+0.00387214j 0.0712193-0.00371833j -0.00674267-0.000966543j -0.022736-0.00717053j 0.0227117+0.0114658j -0.0183102+0.00795138j -0.0128202+0.0113758j 0.00195852-0.014435j 0.0199497+0.00137879j 0.0134029-0.00154395j -0.040985-0.00360809j -0.0432851-0.00917777j -0.00608396+0.00951589j 0.00378054-0.000689948j -6.88185e-05-0.00646342j 0.00453205-0.0237729j -0.0100572-0.0201878j 0.0139374-0.0116248j 0.00306272+0.00117679j -0.0257613+0.00361708j -0.150501-0.00584889j -0.089834+0.0321823j -0.0137323-0.0813258j -0.00569065-0.0161335j -0.11526-0.00788162j 0.0874987+0.00349786j 0.0574586-0.0391953j 0.0252964-0.0396312j -0.159417+0.0106486j -0.13644-0.0328712j -0.203683+0.0221749j -0.082735-0.0427776j -0.0446462+0.0101397j 0.00934165-0.0245773j 0.039045-0.0144327j 0.0519459+0.00405699j 0.000749912-0.0196133j 0.00227046+0.0130507j -0.0126067-0.0382571j 0.00923573+0.0695776j 0.0199017-0.00952023j 0.0107758-0.0184924j -0.0837418-0.000571499j 0.128541-0.00755899j 0.127058-0.0601913j 0.124318-0.031633j -0.120548-0.157448j 0.110409+0.115293j 0.180241-0.0507408j 0.156665-0.198805j 0.262044-0.231602j -0.181933-0.467612j 0.182895-0.0161013j -0.048772-0.111122j 0.122892-0.0413032j 0.00744667+0.0669908j 0.00176316+0.0389676j 0.0189831+0.0496042j 0.0414389+0.0071345j 0.0160063+0.00805728j 0.057422-0.0320879j 0.0106574+0.0228772j -0.0565909-0.0337461j 0.0414389+0.00520485j -0.0346725+0.00294171j -0.0338388+0.109055j -0.0291925-0.0347353j 0.035091+0.0826301j -0.0193618+0.00460014j 0.00296356+0.00645126j -0.010475-0.0104604j -0.00305504+0.0151232j 0.0547659-0.0151488j -0.0251334+0.0243176j -0.101663-0.00960639j 
-0.0493548-0.0119155j 0.00912602+0.0262011j -0.0223043+0.00567495j -0.0222727+0.0242436j 0.0465499+0.00628038j 0.0144653-0.00581384j -0.000727551-0.00278147j 0.0114318-0.00436036j -0.00375899+0.00891156j -0.0062902+0.0292901j 0.00113701-0.00856752j 0.0194853+0.00600915j -0.006378-0.0154538j 0.0120434+0.0129915j -0.021825+0.0254474j 0.0114288-0.00343328j 0.0698972+0.00337429j 0.0189781-0.0171859j 0.0283774-0.0247001j 0.00439662+0.0190055j 0.0296683+0.00892115j 0.0148802-0.0185082j -0.0217205+0.0216554j 0.036186-0.00960557j 0.0281391+0.0283529j 0.0451867+0.0131536j 0.0606995+0.0238605j -0.0179266-0.0016546j 0.0136888+0.0108119j 0.0156434-0.00542789j 0.0208068-0.0141743j -0.0408642-0.0147359j 0.0170097+0.014649j -0.00776069-0.0161029j 0.02492+0.00855925j -0.172169-0.021269j 0.0331997-0.0235089j 0.0108474-0.0985531j -0.048595+0.018777j 0.0139149-0.00908906j -0.121692-8.69334e-05j 0.00591167-0.00713354j 0.0194944-0.0115334j 0.0130172-0.0260233j 0.0576403-0.0034296j -0.0532679+0.0149069j -0.0287765-0.0148459j -0.0751818+0.00772278j 0.115605+0.00256326j 0.0379333+0.0370441j -0.0222865-0.0280696j 0.0206938+0.0420892j -0.0634412+0.00174438j 0.0260679+0.00636838j 0.0441452-0.0352757j 0.10632-0.0241065j -0.0018425-0.0353009j 0.0401054-0.00499506j 0.0565831-0.0516482j 0.0296314+0.158532j 0.0846875-0.0210742j 0.0310268-0.0619178j -0.127273-0.0199499j -0.135648+0.00489424j 0.038777-0.0368575j 0.00212608+0.108468j 0.0238919-0.0442996j -0.00796729+0.123058j -0.0649922-0.0051622j -0.116347+0.118606j -0.0929827+0.0250963j 0.0994328+0.171129j -0.021429-0.10084j -0.00240884+0.0556162j 0.000978919-0.00986154j 0.0354907+0.0476079j -0.0407784-0.00286187j 0.0123387+0.0285076j 0.0205678-0.00153574j 0.0356804-0.0995253j 0.0589577-0.0844983j 0.00899874+0.111857j -0.0608102-0.122669j -0.0318654+0.0250925j 0.0112059+0.0263563j -0.130855+0.111767j -0.0520706-0.0954485j 0.0832709+0.198637j 0.028892-0.149012j -0.00438015-0.00487802j 0.0232649+0.0162354j -0.0486591-0.00405592j 0.0958594-0.0659211j 0.153484+0.0664049j -0.215121+0.0357483j 
-0.0316533+0.0334023j 0.0407968+0.0048626j -0.022142-0.0238919j -0.00343004+0.0025827j -0.0826505+0.0302239j 0.00914547+0.020416j -0.0199491+0.025928j -0.0135766+0.126208j -0.0068263+0.00391104j 0.0110087+0.016207j -0.00241227-0.00767926j -0.0116146-0.0580992j 0.0112523+0.0267812j 0.00526986+0.0374167j -0.0168243-0.00351689j 0.000707168-0.0172093j -0.000573346+0.00158759j 0.0179415+0.0108393j -0.0348954-0.0303161j -0.000545194-0.00233338j -0.00239705-0.00245918j 9.05287e-05-0.00144278j 0.0419426-0.0127533j -0.0137261-0.00287984j 0.0776565+2.21172e-05j -0.0639892+0.00244081j -0.0271182+0.010415j 0.0199925-0.0420071j -0.0214757-0.0122038j 0.0334426+0.0112332j -0.00875829-0.00979008j -0.000963134-0.00395259j 0.0448476-0.00537427j 0.0228949-0.000893582j 0.0486092+0.0063033j 0.0494916-0.00469573j -0.0138815-0.0708998j -0.00344436+0.0536652j -0.00788659-0.0152081j 0.144486-0.00577402j -0.0100892+0.000210698j 0.0225206-0.00195701j 0.0114872+0.0173675j 0.0106397-0.040168j -0.0228362+0.0380741j 0.141975+0.00306202j 0.171584-0.0104892j -0.230684-0.0191083j 0.188365-0.0174386j -0.100462-0.0368383j -0.111979+0.0315995j 0.0622967-0.0362237j 0.0362187-0.0242621j -0.0148004-0.0781239j -0.00102729-0.0278349j 0.0383069+0.0192739j 0.0122079-0.036935j -0.00155283-0.0252666j 0.0330624+0.0260943j 0.00746865-0.0382682j 0.0169861-0.0120222j 0.00812361-0.0245553j -0.0184168+0.0156421j -0.184572-0.0280003j 0.00986451-0.00423156j -0.313319+0.208984j 0.0327915+0.00980106j 0.207482-0.044691j -0.128742-0.484115j 0.183194+0.0407813j 0.0531172+0.211984j -0.0256053-0.0726501j 0.00316203+0.0241506j -0.0180654-0.0167291j 0.00898285-0.0699861j -0.0544407+0.00564469j 0.0277724-0.00218549j -0.0231067+0.0835016j 0.0419868+0.0154185j 0.00814633-0.0168936j 0.0374046-0.0194791j 0.0223139+0.0272769j -0.00401564-0.0279635j -0.0215902+0.016721j -0.0683543+1.33206e-05j -0.0231185-0.0310041j 0.0137965-0.00119469j 0.0276464-0.0255404j 0.0205365-0.00906595j 0.00172206-0.0107802j 0.0108852-0.000462251j -0.029508-0.00596495j -0.0259327-0.00372807j 0.0143272-0.012211j 0.021969+0.00169638j 
-0.0337367+0.00772161j 0.00206933+0.000714846j -0.0161808-0.00258667j 0.00329742-0.00706793j 0.0190333+0.0142166j -0.0283154-0.0210391j -0.00799434-0.00771557j 0.0130791+0.0170134j -0.026315+0.0249496j 0.00303159+0.0279805j 0.00318115-0.0114889j -0.0122035-0.00654682j 0.00865751+0.00170204j -0.00687809-0.0115236j 0.00965309+0.00116845j 0.0276851+0.000447823j 0.0328685-0.0131264j -0.00617422+0.00432564j 0.0441591+0.0040306j 0.122948-0.00877518j 0.00587972-0.0074474j 0.00717907-0.00514592j 0.0347667-0.0173853j -0.0425486-0.00104015j 0.0804733-0.0182996j 0.0331939-0.0142121j 0.0160415-0.00650793j 0.0126139+0.0144349j -0.00498517+0.00198848j -0.00878666+0.00211776j -0.00627784+0.0202058j -0.0118674-0.00585497j 0.0140028+0.00687704j 0.0561213-0.0143275j -0.0659882-0.00195274j -0.0281096-0.0221017j 0.00929109-0.0148959j 0.000297032+0.00778361j -0.177172+0.0219766j 0.0188087-0.00656968j -0.210738+0.0128533j -0.00870341+0.00846043j 0.0118507-0.0245269j -0.0174976-0.0232994j -0.00378374-0.00779217j 0.0428248-0.000163774j -0.0169453-0.0282649j 0.0565318-0.028996j -0.0554442-0.00998338j 0.00415827+0.00371899j 0.0647228+0.00141723j -0.0126183-0.0235328j 0.0270877+0.0281761j -0.026311+0.0374499j 0.0469658+0.0211252j -0.0937505+0.00181797j 0.00784583+0.0181335j -0.0600977+0.0444037j -0.0965408-0.012369j -0.0694083-0.0416473j -0.0618581-0.0248755j -0.0770945-0.0752432j 0.0528228-0.0734051j -0.193058+0.0341602j -0.0392954+0.0470873j -0.0134256+0.040759j 0.0697538+0.222735j -0.0303009+0.0305816j 0.0444967-0.0414528j -0.00200853+0.0453806j 0.0431514-0.0474203j -0.0587186-0.0306464j -0.0382903+0.0597874j 0.0456891+0.0563329j -0.00232943+0.0323333j -0.02327-0.0116332j 0.021061+0.0229916j -0.0447525-0.00556466j -0.0308634-0.0157685j -0.0263485+0.0288884j 0.00791208+0.0171973j 0.0118969+0.0472624j 0.0572618+0.0331004j 0.0303612-0.0141087j -0.0667144+0.0118301j 0.0360418+0.0545982j 0.0181422-0.0261263j -0.0702647+0.101211j -0.0342105-0.0333493j -0.0129625-0.0086433j 0.0440254-0.00174859j -0.0713989-0.00183976j -0.0192244+0.012114j 0.00559672+0.0657791j -0.111964-0.0332842j 
-0.00660299+0.0126042j 0.0181433+0.0126664j 0.0128991-0.00822887j 0.0131473+0.00939271j -0.0203089-0.0302547j -0.0149917+0.00545868j -0.0218779+0.0206115j -0.0210665-0.0390026j -0.00497871-0.0215649j 0.0228336-0.0476218j 0.000641329+0.0257081j 0.0213971+0.00780701j 0.00347027+0.000240022j 0.0130767+0.00616586j -0.0179939+0.0105342j 0.00216193-0.000382734j -0.00132243-0.00342339j 0.0267952+0.00383528j -0.032795-0.000660265j 0.0321024-0.00483435j 0.0946975-0.00370072j -0.00512189+0.000916644j 0.0383133-0.00322482j 0.0134934-0.00904679j -0.00938628+0.00944252j 0.0257131-0.00933169j -0.00630264-0.00346315j -0.00336781-0.0337806j -0.0187992-0.00242575j -0.016836-0.00185268j -0.0254763+0.00147554j 0.0258034-0.0110794j -0.0215569+0.00926783j 0.0018741-0.00479574j 0.00602434+9.11721e-06j 0.0284966-0.00414261j 0.00132395-0.0150807j -0.023139-0.00338061j -0.132723+0.0034176j -0.0403948+0.0128052j 0.0969831-0.00770976j 0.0177588-0.0142698j 0.00589362+0.0429815j 0.0163443+0.0930942j -0.00141113+0.00570577j 0.0202347-0.0232263j 0.0208728+0.0020195j 0.0173885-0.0201876j 0.0231146-0.0129776j 0.00081144-0.026431j 0.0477985+0.00429531j -0.0109196+0.021535j -0.0382094+0.0273565j 0.0166172+0.02391j 0.0153953+0.00857863j -0.00268608-0.0078456j 0.0292076-0.100737j 0.056171-0.00776952j 0.119023+0.0328022j 0.0638749+0.0009447j 0.0607449-0.0198764j -0.0579746-0.0622091j 0.0162461+0.00750278j 0.290602-0.0591062j 0.00716175+0.0362893j -0.0487306-0.112248j -0.0310925-0.262391j -0.0385063-0.187266j -0.0696253+0.0681699j -0.0223654+0.00932745j -0.0325228+0.0337243j 0.0099468+0.0663292j -0.0540934+0.0217527j 0.0454277+0.0190339j -0.0116476-0.10906j -0.0469673+0.0431923j 0.00723641+0.0252539j -0.0302576+0.0741254j 0.0641618+0.0247393j -0.00609945+0.011311j 0.0691776-0.0402376j 0.0146733+0.0671124j -0.0108725-0.035331j 0.0367359+0.0266829j -0.0791707-0.0169724j -0.0760737+0.0167959j 0.0190263-0.0437585j 0.0231746+0.0743482j -0.00556276-0.0919122j -0.000398022-0.0151061j 0.020431-0.0351747j -0.0733637+0.0394458j 0.00841229-0.0277342j 0.0539104+0.00877336j -0.10752-0.0410169j 
-0.101883+0.00500654j 0.00872992+0.0401931j -0.0452968+0.00611331j -0.0579511-0.00314823j -0.0186416-0.0190439j -0.0306597+0.00580033j -0.0249962+0.0387264j -0.0193071-0.0228892j -0.0333602-0.0453586j 0.0267984-0.0634477j -0.0051022+0.0254706j 0.0087971-0.0129503j -0.0065873+0.00833448j 0.0120379+0.0119574j 0.0018085-0.00122439j 0.0222355-0.00199512j 0.0593-0.00185359j 0.021608+0.00379805j -0.0162899-0.00108034j 0.0164058-0.000198176j 0.120948-0.012012j -0.0555299-0.00409548j -0.0231164-0.00492172j -0.0668768-0.00910216j 0.0194964+0.005787j -0.01925-0.00186149j -0.00509332-0.00448922j -0.00679805-0.0417202j -0.00769014-0.00550395j -0.00895171+0.00233905j 0.0423701+0.00224038j -0.00531216-0.00164163j 0.00623371-0.00494999j 0.0108295-0.00450096j 0.0233659+0.00163831j -0.131119-0.0142119j 0.0119217-0.120021j 0.0159779-0.0798482j -0.0478773+0.0167216j 0.00112439+0.00602006j 0.00569104-0.0010613j 0.0719669-0.0336703j 0.0414991+0.0420624j 0.037286+0.0427092j 0.0233184+0.0435184j 0.121326+0.00206548j -0.00377819+0.0377291j -0.00715212+0.0329649j 0.0612549+0.0213459j 0.0314024-0.047453j 0.0457253+0.0216655j 0.00275993+0.00203671j -0.00533688-0.0359809j 0.0153601-0.0344292j -0.0288568+0.000210556j 0.00810641+0.00833646j -0.0169522-0.0153131j -0.00490653-0.061141j 0.110778+0.00978569j 0.0237806-0.00213126j 0.0903263-0.045217j -0.0457532-0.0415501j 0.00060666-0.0258961j 0.358331-0.0671287j -0.0224091+0.0477679j -0.100899-0.143858j -0.0246951-0.302554j -0.0257477-0.253458j -0.060232-0.0127709j 0.0495951-0.0631685j 0.0107892+0.0696962j -0.0230465+0.0162015j -0.0374311+0.0830638j 0.0301777+0.00827878j -0.0425101-0.0549165j -0.0691355-0.00190579j 0.0241784+0.0392405j -0.0198972+0.0231898j 0.017003+0.000102716j 0.00949388-0.0134718j 0.0608043-0.00622451j -0.020303+0.017897j -0.0104363-0.0198311j 0.00209218-0.000339669j -0.0439431+0.00741105j 0.0303389-0.0425129j 0.00582202+0.00242112j 0.00211824-0.0277691j 0.0354264+0.0143774j 0.0117862-0.0296575j -0.00849281+0.0256629j -0.0309917-0.0491857j -0.038705+0.00740876j 0.0276411+0.0214946j 0.0483564+0.0352884j 
