-0.000397784+0.00698005j -0.00620206-0.00100155j -0.00395485+0.00126316j 0.00284623+0.00758807j -0.00162425+0.000256613j 0.00248999+0.0012502j -0.00370809-0.00850213j -0.00338545+0.00236387j 0.000356874-0.00261403j 0.00311297-0.00198217j 0.00135793-0.00457213j 0.00418638+0.00709326j -0.00385707+0.00364587j 0.000716581-0.0050286j -0.00199235-0.000836129j 0.00160671+0.00128753j -0.000422943+0.000230685j 0.000743387+0.00385639j -0.00270745-0.000756352j -0.00118188+0.00504014j 0.000686976-0.0016042j 0.00102377-0.001744j -0.00303391+0.00225366j -0.000465614-0.00398784j 0.000575314+0.0013547j 0.000755889+0.00445532j 0.000814533-0.00217002j 0.00150054-0.00259305j 0.000193605-0.00105421j 0.00192781-0.00257537j -0.0021593+0.00152762j -0.000787221-0.000505655j 0.000927534-0.00078242j -0.00101881+0.00117617j -0.000254154+0.00221996j -0.000891379+0.00109646j -0.000214467+0.00578953j 0.000870938-0.00310322j -1.73439e-05+0.000893091j 0.000147031-0.0027812j -8.50702e-05+0.00323349j 0.000774344-0.00233556j -0.000643113-0.00136875j -0.000698612-0.000375933j -0.00161218+0.00155045j 0.000612591-0.00602671j 0.00117376+0.000822766j 0.000124614-0.00209194j -0.000286832+0.00223105j 0.00108566+0.000904441j 0.000282049-0.000442412j 5.74201e-05+0.00385443j 0.00216017-0.000737106j -0.00064175-0.00187314j 0.00288602+0.00258766j 7.95829e-05+0.000294393j -0.00109505+0.00246563j -0.000617577-0.001016j 0.00310475-0.00016767j 0.00221984+0.0015973j -0.000124583+0.00190445j -0.00133436-0.00213164j 0.00142422-0.00492294j -0.00110412-0.00933941j 0.00074812+0.0015784j -0.00795799+0.0103944j -0.000322699-0.0131799j 0.00382339-0.0132714j -0.0103301+0.00784539j 0.00597451+0.00273904j -0.00220256-0.0395245j 0.00127644-0.0118833j 0.00471615+0.0317378j -0.00648422-0.060344j -0.022921+0.0234179j 0.0124506+0.0759237j 0.0537204-0.0361079j 
-0.0195798-0.00581518j -0.00376053+0.00883688j -0.0039107-0.00938287j 0.0172545+0.00169035j 0.027582-0.0125681j -0.00989262+0.00374727j -0.0292162-0.00453343j 0.00210927-0.00105798j 0.00812845+0.0257654j 0.0160279+2.19924e-05j 0.0308577+0.0115126j 0.00515375+0.042075j -0.00640847-0.00273216j -0.00279537-0.00507093j -0.00320512+0.0309528j 0.00976242-0.0224977j 0.00606354+0.0154334j 0.00278938+0.000996888j -0.000384017+0.0289011j -0.0121907+0.00291263j 0.00192518+0.0123817j 0.0010035-0.00690468j -0.0089275+0.0107123j 0.00479267-0.00367703j -0.00613917-0.00797433j 0.0014362+0.00538869j -0.00396743-0.000494458j -7.93332e-05+0.0165063j 0.00101217+0.0208254j -0.003149+0.00530504j -0.00304642-0.00699224j -0.00389516-0.00339253j -0.00391211+0.0265625j -0.00285693-0.014795j -0.00543204+0.00678648j -0.00254865+0.00601289j 0.00228909+0.0150252j 0.00381572+0.00430098j -0.0038293-0.00389911j -0.000318054-0.00412798j -0.00129818-0.000118152j -0.00748438+0.0101199j 0.00515582-0.012705j 0.00011416-0.00841727j -0.00603477+0.00831766j 0.00193499+0.00383418j -0.00564737+0.00358902j -0.00260215+0.0113111j -0.00223467-0.00663723j 0.000818403+0.00316501j -0.00189048+0.0037802j -0.000743278-0.00331584j 0.00287394+0.0064346j 0.00217504-0.000828292j -0.00205396+0.00201965j 0.00200788-0.00765697j 0.00218671-0.00715834j -0.00826563+0.00676953j 0.00367665-0.00732556j -0.000236037+0.00318032j 0.00500516-0.00759393j -0.000676479+0.00628229j -0.0036945+0.00142053j 0.000751513+0.00276924j -0.00208615+0.00141205j -0.00612186-0.0010948j 0.00379955+0.000458626j 0.00674882-0.00359062j -0.00502686-0.00450467j 0.00353678-0.00435168j 0.000637866+0.00262626j -0.00221922+0.00658985j -0.00015433-0.00225479j -0.000492834+0.000318054j 0.000262042+0.00339276j 0.00499756-0.00320794j 0.00391578+0.00267534j 
-0.00458309-0.0111822j -0.0186547-0.00353144j 0.0151708-0.00710013j 0.0114686+0.0163903j 0.00656495-0.00649073j -0.0374428+0.00432964j 0.0024537+0.00530623j 0.00285466+0.00959829j 0.0313634+0.00239027j -0.00124697-0.0167988j -0.00599718-0.0196309j 0.0155274-0.00164881j 0.00726142+0.033621j -0.000947941+0.0449262j 0.00724212+0.00652426j -0.0062919-0.0214048j -0.0137663+0.00203663j 0.00711868+0.0439799j -0.00552528-0.0259486j 0.00512631-0.016371j 0.000541058+0.0300957j -0.0032243+0.0057316j 0.000102464-0.00442998j -0.00273201-0.0248657j 0.000355129+0.0125715j 0.00532778-0.00444198j -0.00781357+0.0147556j 0.00087815-0.00141888j 0.00436802-0.0234473j 0.00127882-0.00483356j 0.00108034+0.00265105j -0.00411654-0.0115635j 0.00180933-0.0132359j -0.00466491+0.00569914j 0.00125122-0.00911061j 0.0027563-0.00754402j 0.00154614-0.00833826j 0.000996694-0.0126749j -0.000642312+0.00165942j 0.00267317+0.0106196j 0.0017221+0.0065644j -0.000759307-0.00929457j -0.00324893+0.0128813j -0.00363714-0.0110466j 0.00281838-0.00687969j -0.00363636+0.0056975j 0.00180795+0.00921769j 0.000508397+0.00269657j 0.00106262+0.00996378j 0.00017895-0.00414644j 0.00135453-0.00212531j 0.00170793-0.00836732j -0.00133845+0.00196798j 0.000322666+0.00169977j 0.0010851-0.00296912j 0.00015588-0.00655278j -0.000511307-0.00521489j 0.00107236-0.0116439j -0.00316146+0.0132421j 0.00106257-0.00253881j 0.00196441-0.0104261j 0.000553128-0.00364175j 0.00113009+0.000305035j -0.00116011+0.00550864j 0.00405208-0.0054864j 0.00027331-0.0011718j -0.00697219+0.00480642j -0.00391376+0.00364559j 0.00118506-0.00267268j 0.0013586-0.00321458j -0.0024487+0.00678866j -0.00376606-0.00303733j 0.00446761-0.00716767j -0.00281631-0.00206189j -0.00477363+0.00345602j 0.00295381+0.000359514j -0.00477386+0.00458778j 
0.00577198-0.00178392j -0.0105289-0.00845878j 0.012904-0.00163912j 0.000865332+0.0109895j -0.00161283+0.0119472j -0.0241945+0.0141141j 0.0158275-0.00399812j -0.00579629-0.000175321j 0.00536175+0.0131301j -0.0162868-0.00474304j 0.0146266+0.0358158j -0.01477-0.018417j 0.0151014-0.0621759j -0.00302865-0.00527377j 0.0115877+0.0246101j 0.00853629-0.00392702j 0.00602449-0.0380415j -0.0125094-0.0080889j 0.0102761+0.00393889j -0.0044363+0.0411184j -0.0009778-0.0332837j -0.00449971-0.0295111j 0.00878205+0.0123703j 0.000436189-0.00981652j 0.000692827-0.00751269j 0.00120269+0.00493212j 0.00148076-0.0408201j -0.00798676+0.0184644j -0.00374443+0.00321909j -0.003954+0.0163851j 0.00390318-0.000391448j -0.0017525+0.0142346j -0.00101622+0.00346856j 0.004931-0.00138216j 0.00274362+7.95099e-07j 0.00201516-0.00908996j 0.00455163+0.00868633j -0.00581622+0.0173583j -0.00429093-0.0191634j -0.00258994-0.00975098j -0.000796586-0.00415559j -0.00255097+0.00821376j 0.000338971+0.00867822j 0.000314853-0.00405639j 0.00512854-0.00791795j -0.0021329-0.00327879j -0.000976335+0.00624337j -0.00097848-0.0115666j -0.00145404-0.00602769j -5.01679e-05+0.00333273j -0.00153347-0.011338j -0.001228-0.000871576j 0.00243002+0.0151157j 0.00361369+0.00584477j 0.00319283-0.0054058j -0.00149551+0.00320287j 0.00306103-0.00354755j 0.00031079-0.00538632j -0.00609625+0.00538356j -0.00304409+0.00455445j 0.00229948+0.0105855j 0.00193779+0.00237755j -0.00259308+0.0081088j -0.00250351+0.000254288j 0.00300677-0.00222335j -0.000750663-0.00691835j -0.00217892-0.000814196j -3.3617e-05+0.00860775j 0.00620051-0.00238437j 0.00145512+0.00124723j -0.00313882-6.78339e-05j -0.00744806-0.00486479j -0.000204793+0.00150318j 0.00135566-0.0061912j 9.30843e-05-0.00226377j -0.00499317+0.00294234j -0.00276125+0.00377309j 
0.0107768+0.00146049j -0.00462633-0.00795024j 0.0139708+0.0211192j -0.017525+0.000819458j -0.0259052+0.00890786j -0.00022401+0.000426991j 0.0111597-0.00960688j -0.00952895-0.0041721j -0.0173079+0.00758646j 0.0133042+0.0110879j -0.0163121+0.032168j 0.00117428+0.0310891j -0.0161742+0.0476566j 0.0139467+0.0354535j 0.00506253+0.00765378j -0.00157365-0.0284898j -0.00440415+0.0140208j 0.00855394+0.0230973j 0.00226203+0.0110623j 0.00466225+0.0123368j 0.00325627+0.0338584j 0.00832859+0.0290271j -0.00643166+0.00743414j 0.0102646-0.0202569j -0.00018326+0.0115327j 3.19411e-05-0.00446927j 0.00118425-0.00860419j -0.00348903-0.0115427j 0.00965604+0.000843635j -0.00378821+0.0114175j -0.00562552+0.00552989j 0.00116614+0.00697697j 0.00220639+0.0138502j -0.00329513-0.0147392j -0.00264146-0.000439283j -0.00429589-0.00339466j -0.00116647+0.00991547j 0.00066454-0.00511771j -0.00400645-0.00841907j -0.00085301+0.000670533j 0.00169435-0.0169131j -0.00178832-0.00106287j 5.6104e-05-0.00569341j 0.00160181-0.0013046j 0.00109004-0.00192026j 0.00126302-0.00475373j -0.000827783-0.00235969j -0.00358222-0.00735403j -0.00429823-0.00713696j -0.00116085+0.00312598j 0.00151678-4.59962e-05j 0.00310444-0.000248254j 0.00185559+0.00347726j -0.000616088+0.0147466j 0.0015276+0.00246057j -0.000628914+0.0129137j 0.000475907+0.00775745j -0.00377366+0.00766451j -0.00283158-0.00691642j 0.000681775-0.00268368j 0.00537924+0.00321269j 0.00144924-0.0062246j 0.00179112+0.00328946j 0.00092366-0.000981107j 0.00147064-0.00681131j -0.000592502-0.0125155j 0.00343195-0.015253j 0.00889605-0.00845869j -0.000426325+0.00324615j -2.27367e-05-0.0059306j -0.00445339+0.00615736j 0.00506818-0.00385667j -0.000718757+0.00416504j 0.00803937-0.00399442j 0.00191298+0.0019593j -0.000604285+0.00302653j -0.000339806-0.000901668j 
0.00809848+0.00775069j 0.00470029-0.00310095j -0.00572727-0.00193151j -0.0114998-0.0102112j -0.0153089+0.00343734j 0.0144573-0.0129497j 0.00261319-0.00214876j 0.0134762-0.0114354j 0.0215093+0.0223954j 0.00461774-0.0426601j 0.0153761-0.00964622j -0.00654284+0.0251411j 0.0152348-0.0274435j -0.00347627+0.0458989j -0.003498+0.0417159j 0.000238901+0.015043j -0.00252434-0.0147318j -0.00707813+0.015551j -0.00808692+0.0226252j -0.00966164+0.00684079j -0.00301847-0.00919218j -0.00515929-0.0144473j 0.00233817+0.0278609j 0.005171-0.00503284j -0.00130216+0.0024861j 0.0006111+0.00655979j -0.00462456+0.0391117j -0.0047485+0.0146271j -0.00269203-0.00392685j -0.00680337+0.0040388j 0.00877621+0.00151847j 0.00273542-0.00358658j 0.00757431+0.014193j -0.00398925-0.015359j -0.00314566-0.00160569j -0.000463924-0.00153199j 0.00351986+0.0101142j 8.99477e-05-0.0110207j -0.00100006+0.00227929j -0.000964789-0.0116806j -0.000166147-0.000706125j -0.00416645+0.00711574j -0.00223678+0.00210612j -0.00539069-0.004277j 0.000780776-0.00688779j -0.00380008+0.0104796j -0.00412374+0.00209555j -0.00124819+0.00204274j -0.00180452-0.00414186j -0.00303258+0.00130128j 0.000458607+0.00474727j 0.000761042+0.000628707j -0.0016856+0.00432634j -0.00202357+0.00242042j -0.00302863+0.0066172j -0.00163447-0.00271482j 0.000462046-0.00244593j -0.00340316+0.00648235j 6.03588e-05+0.00917468j 0.000957243+0.00388273j 0.000939845-0.00624089j 0.00182301+0.00459792j -0.00190986+0.000689942j -0.00336137-0.00118419j -0.000252222+0.00484298j 0.00191632+0.00353123j -0.00220325+0.000274874j -0.00201907-0.0032008j -0.00715942+0.000563741j -0.000565903+0.00898635j -0.00151514-0.000885008j 0.0023388+2.50646e-05j 0.000672359+0.00284003j -0.00464027-0.000400258j 0.00254548-0.00770748j -0.00314659+0.0018253j 0.000632417-0.000528411j 
0.000163264+0.00534555j 0.00529109+0.00443764j -0.00746194-0.00536959j 0.00824975+0.0105914j 0.0118978-0.00550144j -0.00281963+0.00511953j 0.00909305-0.00170215j -0.0332152-0.0118236j 0.0127057-0.0601549j -0.0229898-0.0557675j 0.0123719+0.0407793j -0.0057711+0.0161458j -0.0085822+0.0372116j 0.00294359+0.030606j 0.00243554+0.00969344j -2.60533e-05-0.022228j 0.00862484-0.0332737j -0.00821908-0.00885798j 0.00363688+0.0173942j -0.00314532+0.0124933j 0.00519851-0.0154277j 0.00260129+0.00429122j 0.00885413-0.0225755j 0.0047224-0.0231806j -0.0138703+0.00687615j 0.00118239+0.0206547j 0.00560987-0.00201385j 0.00518819+0.00648001j -0.00318577-0.0125139j -0.002085-0.00593073j 0.000926284+0.00891961j -0.000977372-0.00246854j -4.34258e-06-0.00783345j -0.00316148-0.000875688j -0.000759217-0.00456571j 0.00168167-0.00878666j -0.00368784+0.00705418j -0.00348581+0.00981483j -0.00210581+0.0039887j -0.00111252+0.00349796j 0.00065725-0.000905414j 0.00171374-0.00385734j -0.00185067+0.00161339j -0.000257357-0.00177507j -0.000254573-0.00680799j 0.00211777+0.000131576j 0.000815579+0.00727548j 0.00250415-0.00424844j 0.00123858+0.00472293j 0.00054848-0.00306305j 0.000333396-0.0136614j -0.00127734+0.00725226j 0.00123567-0.00235637j 0.00106294-0.00922503j 0.00422745-0.00989781j 0.000406308-1.0795e-05j 0.00149938-0.00492095j 0.00635352-0.00122294j 0.000232365-0.00467923j 0.00060127-0.000775005j -0.00235178-0.000529441j 0.0038497-0.0101363j 0.00396399+0.0060096j 0.00439497-0.00772801j 0.00152413+0.0012571j -0.00310807+0.00880894j -0.00178092-0.00549807j -0.00123883+0.00358518j 0.00513351-0.000889495j -0.00222274+0.00513134j 0.0044662-0.00291843j 0.000826892-0.00489714j 0.00149453+0.000281551j 0.000157566+0.0038936j -0.000368688+0.00028306j -0.00207494+0.00181904j 0.00374296-0.00147392j 
0.00448769+0.00716401j -0.000642521-0.00629359j -0.000687979-0.00792242j -0.00537032+0.00391992j -0.00306661+0.00809438j -0.00229857+0.033122j 0.0458143+0.0297027j 0.00734884-0.0536225j 0.0129833-0.00234168j -0.00942509+0.061525j 0.0125479-0.0491682j -0.0165775+0.0112988j 0.0193712+0.046682j -0.000928589-0.0178594j -0.00301695+0.00377114j -0.0047807+0.0086606j -0.0023262+0.0561168j -0.0011461-0.00519989j -0.00222528+0.0123166j 0.00846568-0.0283728j -0.00205331+0.0123504j -0.00714699-0.00517473j 0.0067913-0.00890689j -0.00135776-0.00692391j -0.00421121-0.00524796j -0.00362135+0.00250726j -0.00906719-0.0105163j -0.00254281+0.0095247j 0.000831766-0.00253388j -0.00249972+0.0107588j 0.00237825-0.00624538j 0.0019247+0.00379251j 0.000271505-0.00793572j 0.00229885-0.00138042j -0.000189508-0.0122123j 0.00137288-0.00780461j 0.000693526-0.00158558j 0.000779666-0.00727505j -0.00107233+0.000342602j 0.00062023-0.00654239j 0.00169911+0.00753501j 0.00174838+0.0043396j 0.00175586+0.00710965j -0.00277666-0.00519374j 0.00149923-0.00343421j -0.0018615+0.00680204j 0.000571628+0.0021437j -0.000785071-0.0055568j 0.00171043-0.000932527j -0.00205262+0.000683607j -0.00257301+0.0035815j -0.00117066-0.00142761j -0.000749143+0.00741536j -0.000554781-0.000778941j -0.00233199+0.00427101j -0.003137-0.00566292j -0.00118369-0.0060919j 0.00106317-0.00526742j -0.000650698+0.00153908j -0.0031284+0.0059203j -0.000251333+0.00837902j 0.00198941+0.00372185j -0.00189043+0.00547639j -0.00137462+0.00213812j 0.00395469+0.00371871j 0.00313769-0.000547606j 0.00164049+0.00139082j -0.00205279+0.01084j 0.00432656+0.000498866j 0.00150636+0.00477296j -0.00205245-0.00401989j -0.00406385-0.00447761j 0.00148732+0.00269398j -0.00142817-0.00304834j 0.000838163-0.00523158j -0.00674921+0.00269779j 0.00178198+0.00334939j 
0.000480554+0.00705439j 0.00588416+0.00795418j -0.00809774-0.0030073j 0.00281349-0.00358579j 0.00365103+0.0238231j 0.0472669+0.0262842j 0.00529538-0.0653924j -0.0142338-0.0241464j -0.000126221+0.0351761j -0.00965039-0.00556044j 0.0162746+0.025799j -0.00277649-0.0561858j -0.00626444+0.0292947j 0.00466298-0.00795405j -0.00324109+0.0324608j -0.00516837+0.0266067j 0.000880801-0.00312038j -0.00333775+0.0290163j 0.0097686-0.036736j -0.00605157+0.00499128j 0.00629691+0.0118875j -0.000932337+0.00791884j 0.00787873+0.0112238j -0.00358646-0.0166504j -0.00028854+0.000375445j -0.00259483+0.0176857j 0.00330567+0.00119892j 0.0034521+0.00938018j -0.00139398+0.0118129j 0.00481861+0.000678315j -0.00170188+0.00208383j 0.00434847+0.0125769j 0.00134105+0.0097303j -0.00250498-0.00263402j -0.000150413+0.00757729j -0.00268059-0.00385579j -4.2339e-05+0.00643476j -0.00383364+0.00967403j -0.000907064+0.0017403j 0.000206328-0.00520766j 7.21179e-05-0.00158877j 0.00461954+0.000736465j -8.43752e-06-0.006936j -0.00180507+0.00442514j 0.00101864+0.00683354j 0.00277268-0.00257203j 0.000238727+0.00161116j -0.00154452-0.00615755j -0.000599262-0.0119914j -0.00221489+0.00323624j 0.0034743-0.00194477j -0.00228878+0.0114952j 0.0032825+0.00260437j 0.00341051-0.00519549j 0.00224727-0.00268423j -0.00252686+0.00559645j -0.00139131+0.000882056j -1.75659e-05+0.000847304j -0.00159388-0.00490163j -0.00221055+0.00861804j 0.00248021+0.00675055j 0.00163395+0.00193443j -0.000782903+0.00815078j 0.00295913-0.00968144j 0.000869085-0.00143848j -0.00379935+0.00208762j 0.000226954-0.0039506j 0.00235659+0.0021178j -8.94005e-05-0.000467706j -0.00339163+0.00408086j -0.00121054-0.00491267j -0.00179292+0.004638j -0.000419224+0.00637862j -0.0032159+0.00142449j 0.00394604-0.00424466j 0.00105871+0.00228112j 0.00508641-0.00254661j 
-0.00358944-0.00552006j -0.00086595+0.000276869j 0.00364599-0.0137398j 0.00160276-0.00410019j 0.0471506+0.0262896j -0.000625367-0.0616111j -0.00821807-0.00632004j 0.0118959-0.0717021j -0.00391791+0.00634473j -0.00968647+0.0178133j 0.0116481+0.00745573j 0.00754134+0.00575911j 0.00300853+0.0383026j -0.00254397+0.0239969j -0.000198845-0.0288298j -0.0118095+0.00424956j 0.00948817-0.0359197j -0.000189663+0.0136877j -0.000911009-0.0125828j 0.00320428-0.0134383j -0.0038147-0.00204401j -0.00316982-0.000111595j 0.00254174+0.012799j -0.00545048+0.00259647j 0.00278426-0.0113932j 0.00233057-0.00299746j 0.00570368+0.0132616j -0.00251469+0.00523292j 0.00221918+0.0120542j -0.000851236-0.000319507j -0.00166672-0.0121584j -0.000715645-0.0099955j 0.000334618+0.00208662j -0.00033972+0.00397605j -0.00032799-0.00327979j -0.000186702+0.00451208j 0.00138759+0.000249371j -0.00138955-0.00606383j 0.00247712-0.0015545j 0.00018968-0.00951745j -0.00163403+0.00544152j -0.00165362-0.000724719j 0.00198984+0.00175382j -0.000550438+0.00466203j 0.000882606-0.000978105j -0.000666326+0.00741697j -0.00207666-0.004561j -0.00236615+0.0077807j -0.00269059-0.00550087j -0.000894495+0.00416858j 0.00529247+0.00515538j 0.000820916-0.000857193j -0.00140067+0.00432056j 0.00176652-0.00112472j -0.001705+0.00548911j 0.000348564-0.00146979j -0.000428338+0.00119683j -0.00357738+0.0002554j 0.000960317+0.00853907j 0.000921579+0.00402168j 0.0024769-0.00573834j -0.00058921+0.00920395j -0.00328221-0.00141999j 0.00015493+0.00276019j -0.00111448+0.00160107j 0.00355173+0.00109478j -0.000921494+0.0103675j -0.00261679+0.00176579j 0.000123394-0.00353633j 0.000798616+0.00327335j -0.00219887+0.00099919j -0.000247055+0.0079647j 0.00546499-0.0021498j -0.00544015+0.00196275j -0.00310116-0.00367961j 0.000199981-0.00193507j -0.00197577+0.00131926j 
4.31533e-05-0.00573087j 0.00340268+0.0113315j -0.00520176+0.0526197j 0.0491462+0.0239373j -0.00304412+0.0755696j 0.000220672+0.0168397j -0.0187254+0.0587244j -0.0231622-0.0240906j -0.00504516+0.0184575j 0.00901832+0.0231601j 0.00340121-0.0455107j -0.00738489+0.0113031j -0.0102735+0.00520354j -0.000636222-0.0125359j -0.00741417+0.0210966j -0.00560483-0.0148413j 0.000678485+0.00283519j -0.00234966-0.00340884j -0.00795158-0.00843596j 0.000229099+0.00983562j 0.00207136-0.00291737j 0.000772593+0.000320055j 0.000716452+0.000641774j -0.000767125-0.0075144j -0.00172824+0.000105541j 0.0014082+0.0070933j -0.000826996-0.0101543j 0.00340323+0.000486881j -0.00209912-0.00243616j 0.00127245-0.00277257j 0.000305549+0.00564237j 0.00159897-0.00317409j 0.000223475-0.00470031j 0.000374935-0.00249993j 0.00223136+0.00201305j -0.00079946+0.00116213j -0.000374669+0.0014269j 0.00146467+0.00195135j -0.00162339+6.40831e-05j 0.00140052+0.00423646j 0.00122684-0.00246336j 0.00144613-0.00156918j -0.0026054-0.000641272j -0.00127966-0.00293124j -0.00027052-0.000583096j -0.00112684-0.00250438j 0.00229717-0.000309988j 0.000668626-3.91566e-05j 0.0017619+0.00197625j 1.84762e-05+0.00223341j -0.00334612+7.43621e-05j -0.00055063+0.0017084j 0.00160109-0.00476347j -0.000705237+0.00448096j 0.00160752-0.00357168j -0.000218252+0.00575548j -0.000333586+0.00323404j 0.000724203+0.00411072j 0.0013109-0.0055939j 0.000290532+0.000105298j -0.00107805+0.00100244j -0.000461082-0.0018327j 0.00142318-0.00468039j -0.000422484-0.000571563j -0.000260062-0.00669292j -0.00515369+0.000646962j -0.00184168-0.01011j 0.000695212-0.0067519j -0.00451029+0.00357783j -0.00262764-0.00796077j 0.00211743-0.00248544j -0.00197379-0.00172055j -0.0061032+0.00124366j 0.00216204+0.000375204j 0.00146549+0.00503917j 0.00531836-0.00187604j -0.00105156-0.00492009j 
0.00155366+0.0114046j -0.000309972+0.00535038j -0.052416-0.0407551j -0.00840468+0.0784123j 0.0245313+0.0292341j 0.0142597-0.0123564j 0.0172474+0.0436842j -0.00774689+0.0529887j -0.000930018-0.00312066j -0.0102583+0.00435638j -0.00132213+0.00792158j -0.0126251+0.0346458j 0.00201711-0.00983738j -0.00446447-0.0221218j -0.00166747-0.020523j -0.00341424-0.0095999j -0.00204753-0.00978321j -0.00582092+0.00443004j -0.00358046-0.00474929j -0.00356841-0.0224783j 0.00110346-0.0012797j -0.000848267-0.00392981j -0.00213749-0.00432277j 0.000791736-0.0123487j 0.00143793-0.00551318j 6.7328e-06+0.00773145j 0.00299224+0.00198202j -0.0014864+0.00567626j 0.00189281-0.000191322j -0.0023221-0.000541442j -0.000178483-0.00612245j 0.00423785-0.00120637j 0.00213491-0.00235944j 0.00148392+0.003257j -0.000971442-0.00436136j -0.00147221-0.00419562j -0.00233402+0.00319493j 0.00192655+0.000797822j 0.00177397+0.000357569j 0.000423768-0.00528109j 0.000723338+0.0123546j 0.00045819-0.00121073j 0.00010206+0.00218398j 0.000611244-0.00486367j 0.00227781-0.00374346j -0.000710502+0.00339455j 0.00105707+0.00270581j -0.00207633+0.00139143j -0.00130315+0.00099061j -0.00306788-0.000183374j -0.000662798-0.00368233j 0.000712228+0.000600989j -0.00105906+0.0040264j -0.00363467-0.00675599j -0.000818585+0.00236635j -0.00304186-0.00578103j -0.00194961-0.00719829j -0.00135207-0.00545044j -0.00128139+0.00788606j -0.00151902+0.00931317j 0.000353178-0.00115808j -0.00139975+0.00269579j 0.00374968-0.000832646j -0.00212987-0.000529096j 0.00465447+0.00313574j 0.00156002+0.000565736j 0.00529673+0.000297691j 0.00159835+0.00499561j 0.00169163-0.011009j 0.0059953+0.00328307j 0.00195251-0.00331412j 0.00405428-0.00271123j 0.00389706-0.0027405j -0.00201325+0.00400085j -0.000864137-0.00287571j -0.000319682+0.00460896j 0.00543305-0.000804097j 
0.0111698-0.0751742j 0.0537371+0.035268j 0.00814162-0.0652238j 0.0239497+0.0180207j -0.0034122-0.00994135j 0.00282664-0.0518775j -0.0038647+0.00980706j -0.00420874+0.00655652j -0.00481794-0.0101229j -0.00912159-0.00403107j -0.00832595-0.0133181j 0.000297886-0.0144845j 8.39662e-05+0.0021202j -0.00180311-0.00101032j -0.00342315+0.00432543j -0.000770814-0.00681038j 0.0013309-0.00161933j -0.000392515+0.00110184j -0.000502073+0.000460277j 0.00261175-0.00114247j 0.0016948-0.0014074j 0.000406707+0.000392997j 0.00277707+0.0048932j 9.7993e-05-0.00152642j 0.000562299-0.00336851j 0.000882286+0.00113699j 0.000102967-0.000416051j 0.000435567+0.00261133j -0.00219321-0.000697333j 5.87622e-05-0.00113044j 0.00136869+0.00358444j 0.00307963+0.000846918j 0.000191595-0.00185885j 5.11146e-05+0.000725584j 0.00112042+0.00261845j -0.000819049-4.09776e-05j 0.000575241-9.76412e-05j -0.00189431+0.00275863j 0.000138972+0.00183182j -0.000158326+0.00196512j 0.00130287+3.91576e-05j 0.00224955-0.000278964j -0.00156427-0.00217472j -9.50151e-05+0.00169665j 0.000121367+0.00137165j -0.000551456+0.00202499j 0.000930863-0.00224213j -0.00108463+0.00497695j 0.00179064+0.000754719j -0.0012635+0.0017797j -0.000913693+0.000605898j 0.00099084+0.00200548j -0.000900936-0.00346196j -0.000613564-0.00231571j 0.00190446-0.00604323j -0.000226681+0.0008413j 0.000482464+0.000767939j 0.00337971+0.000357947j -0.000706545-0.00518653j -0.000312274-0.000127829j 0.000217584-0.00319869j -0.000491169+0.00223396j -0.000570487-0.00392609j -0.00137216+0.00172062j 0.00135609-0.00641219j 0.00222551+0.00630571j -0.00325119+0.00267779j -0.00136528+0.000753176j 0.00119808+0.00118868j 0.000662183-0.00799425j -0.00392751-0.000605934j -0.00236322+0.00546893j -0.000663521-0.00414498j 0.00472221+0.000985626j -0.002502+0.00728892j -0.000376759-0.00717189j -0.00622139+0.00117493j 
