8.41985e-15+0.125946j 3.81539e-15-0.0595019j -8.59953e-17-0.0103108j 9.02351e-17-0.0652539j -4.00846e-17-0.0525277j -1.67695e-16-0.0315145j -3.62633e-18-0.0499778j -5.78107e-17+0.06146j 9.32912e-17-0.0663494j 2.81691e-17-0.0315248j 6.43708e-18+0.0677157j 7.78822e-17-0.0132455j 8.17184e-18+0.0703632j -7.16238e-17-0.0855964j 2.02323e-16+0.0054185j -1.03251e-16-0.0150501j 1.24916e-17-0.0182872j -7.37688e-16-0.0260212j -1.8188e-16-0.0247615j -2.9131e-16+0.0126219j 2.03061e-16+0.0163388j 6.88637e-16-0.0259381j -3.35595e-16+0.0251649j 1.15092e-15+0.0566004j -2.59723e-16-0.031226j -3.09236e-17+0.0360126j 1.90655e-16+0.0426289j -7.12713e-16-0.00626518j -6.96815e-16-0.0171645j 4.08068e-16+0.042703j -1.25236e-15+0.0351092j 2.00322e-17+0.0137775j -3.51766e-16-0.00174643j 2.91976e-16+0.018644j -1.19426e-14+0.016923j 2.9474e-16-0.00525536j 2.5357e-16-0.0322435j 8.5027e-16-0.0567634j -6.5704e-16-0.0250454j 1.70062e-15-0.0650397j 2.3884e-15+0.0286933j -2.83083e-16-0.00701365j 4.20381e-17+0.00197689j 6.86248e-16+0.00704533j 3.18948e-15+0.0212658j 2.53532e-16-0.00521076j 2.89457e-16-0.0107454j 8.16071e-17-0.00516867j 9.96217e-16+0.0096071j -1.73006e-16-0.0154941j 5.31822e-16+0.0710861j 4.60187e-16+0.0327258j 1.32081e-16+0.0134465j 5.5708e-15-0.0502709j 8.05948e-16-0.027027j -1.0245e-15+0.00139701j -6.00384e-17-0.0147852j -1.72172e-16+0.00140031j 9.40752e-17+0.0176065j 9.20041e-19+0.0327251j 1.33151e-16+0.025542j 1.50877e-16+0.0194237j -2.01129e-17+0.0331878j -4.77038e-17-0.0270706j 3.93607e-17-0.0187701j -2.47185e-17-0.0503453j 7.71552e-18+0.0103881j 1.99269e-17-0.00136502j 4.20973e-18+0.0494895j -6.71631e-18-0.069902j 2.73037e-15+0.0520947j -6.31997e-15-0.0766536j 
-2.02161e-15-0.0305255j -1.26294e-15+0.0143273j 1.96603e-16+0.0342342j 2.11507e-16+0.0439481j -7.46451e-16-0.0623907j -3.63553e-16-0.0507293j 1.27384e-16+0.0539686j 2.10008e-17-0.0116945j -2.08528e-16-0.00399943j -1.98331e-16+0.0215027j 2.4911e-16+0.00742157j 1.87004e-16-0.0873023j -5.61036e-16-0.0938028j 2.16621e-17+0.00189626j -4.58417e-16-0.0440067j 6.69275e-16+0.0559908j -3.144e-16-0.0152437j -1.69056e-16+0.00840891j -3.72733e-16-0.00861785j -4.49847e-17-0.0499655j 2.05609e-16+0.0722216j -3.98422e-16+0.00521041j -2.43685e-18+0.00576107j -2.94872e-16+0.0109379j -1.46112e-16+0.0359175j 8.65154e-16-0.0154055j -3.67229e-16+0.0184142j 1.1622e-15+0.0445184j 7.43168e-16+0.07149j -2.50294e-16-0.00174942j 7.08895e-16-0.0288407j -6.50635e-16+0.00542433j -2.20937e-16+0.0114642j 4.17411e-17+0.0536364j -1.08214e-14+0.015635j -5.53061e-16+0.00152329j 8.98263e-16-0.0577048j 1.94419e-15-0.0945917j -1.4938e-15+0.00245796j 1.70613e-15+0.0116981j 2.1441e-15-0.020039j -5.52722e-16-0.000866814j 4.61283e-17-0.0207556j 2.75558e-17-0.00531281j 3.18727e-15+0.0182825j 2.94435e-17+0.0506278j -5.00774e-16+0.0169482j 2.43914e-16-0.0516468j 4.32702e-15+0.0405888j 7.10743e-16-0.0463322j -2.4875e-17-0.0939557j 1.13682e-16+0.0539177j -1.04107e-17-0.0313886j 3.69483e-16-0.00799465j 8.92845e-16-0.0359721j -4.51478e-14+0.0645533j -1.85222e-16-0.0695172j -4.58572e-17+0.0536444j 6.05397e-16+0.0596011j 2.16229e-16+0.11605j -3.92571e-16-0.0705256j -2.76857e-16+0.0485639j -2.95279e-18-0.0349535j 2.18831e-16-0.137063j -1.27544e-16-0.033158j 5.03301e-16+0.0639853j -3.11375e-17-0.0941431j -1.7823e-16+0.0703925j -3.03159e-17-0.025198j -1.1567e-16-0.00182081j 1.16076e-16-0.05334j 7.51612e-17-0.019987j 
-5.8013e-15-0.0814435j -2.70507e-15+0.0194233j -6.33126e-16+0.0410193j -6.67256e-16+0.0646056j 7.6375e-17+0.0554882j -4.49439e-17-0.00152283j 1.19561e-15-0.0672871j 5.58892e-16-0.0351279j -2.50142e-16-0.00971923j -6.98296e-17+0.142995j -1.53894e-16+0.0119131j -9.4235e-16+0.0502571j 1.69603e-16-0.0206046j -5.00983e-16+0.0273719j 3.0629e-16-0.0300882j -1.24777e-16-0.06813j 1.30958e-16-0.103746j -1.69759e-16-0.034277j -3.56034e-16-0.0215819j -3.04634e-16-0.0237366j 4.31091e-16-0.0101779j 3.18086e-16-0.0028689j 2.33575e-17-0.0512327j 5.88813e-16+0.0237897j -4.47366e-16+0.0686106j 2.1999e-15-0.101373j -3.30041e-16+0.00611887j 9.09679e-16+0.00488273j 2.57238e-16+0.00293828j -8.84783e-16-0.0801991j 2.61603e-15-0.0488187j 3.6929e-16+0.00479993j 6.45108e-17+0.000155839j -1.13924e-15+0.0332582j -4.30294e-14+0.0606522j 3.16992e-16-0.00530843j 6.71937e-16-0.0276287j -8.84783e-16+0.0323049j 2.83659e-16-0.00384008j 6.93744e-15+0.0073252j 1.09796e-14-0.0552988j -1.59403e-15+0.0121091j -6.99142e-16+0.0657751j -4.37407e-16+0.0211793j -3.08659e-15-0.0268463j -6.20619e-16+0.051395j -1.99064e-15+0.0609527j 6.76571e-16-0.0586305j 2.95204e-15+0.0372041j -2.1476e-16-0.0383815j 1.60201e-16-0.179823j -7.46307e-16-0.0751233j -1.21988e-15+0.110477j 6.33119e-16-0.00302458j 5.38297e-16+0.0116071j 2.74204e-14-0.0378818j -8.35528e-16+0.157742j 2.93799e-16-0.020603j -1.28841e-15-0.0316588j 1.16559e-16+0.00244795j -2.39669e-16-0.0573894j 2.61111e-17+0.0137932j -1.30432e-15+0.0695531j -6.03811e-16-0.0102859j -1.06159e-15+0.0795673j -4.2108e-16-0.0109917j 2.53441e-16-0.0438955j -9.11862e-16+0.125586j 6.87824e-16-0.0640415j 3.49192e-16+0.0301426j -2.69143e-15-0.0357053j 6.12232e-15+0.0832856j 
2.49599e-15+0.0592665j 2.41082e-15-0.0323999j 4.42665e-16+0.00274584j 5.02937e-16-0.0370183j -1.12258e-15+0.0184252j 8.93069e-16-0.0212285j 2.04464e-15-0.171248j -2.5116e-15+0.0640671j 7.5765e-16-0.0328804j -1.41005e-15+0.000924876j 2.47102e-16-0.00153993j 3.41429e-15-0.0579613j 1.02043e-16-0.0243524j 4.7506e-16-0.0522168j 5.72641e-16-0.0170161j -7.56291e-16+0.0202448j 1.40458e-15-0.00883201j 7.69309e-16-0.0566986j 1.06692e-15-0.0435584j 1.69643e-15+0.00226581j -1.80869e-15+0.0286253j -3.21875e-15+0.0161918j -2.12951e-15+0.0605261j 6.11649e-16+0.0220277j 1.82406e-16-0.0145971j 1.25865e-15+0.00306044j -1.73214e-15+0.0310436j -1.83357e-15+0.0566567j -7.94435e-16+0.0241386j -9.05896e-16+0.116923j 1.56655e-15-0.0268611j 2.31587e-16-0.0110945j -1.46076e-15+0.09124j -6.88332e-16+0.00305542j -8.74475e-14+0.11991j 2.50688e-15-0.0415376j -3.30814e-15+0.0906686j 1.71479e-15+0.00096131j 5.76449e-16-0.027454j 1.50787e-14-0.0756878j 2.2345e-14-0.0625378j -6.61718e-16-0.03541j 2.0764e-15-0.0754116j 8.25987e-16-0.00762111j 1.28195e-14+0.100005j -3.46459e-15+0.0798831j -9.84538e-16+0.000805661j 4.47381e-17+0.0363468j 3.09258e-15+0.0369735j 2.66623e-15+0.0335313j 3.37863e-15-0.0641996j -2.10827e-15+0.0190977j -3.96913e-15+0.0121993j 1.24084e-14-0.0917584j 1.44402e-15-0.017225j -8.64734e-15+0.0116871j 7.75405e-17+0.0310063j -4.59722e-16-0.0448016j -1.3871e-15+0.0506668j -8.86581e-16+0.049201j -1.04842e-15-0.0400811j -1.92575e-15-0.0834979j -1.19827e-15+0.0387452j 2.61437e-15+0.0101726j -1.3712e-15+0.0167356j 3.18927e-15-0.176191j 1.34032e-15+0.0303516j -1.75304e-15+0.0746808j -1.54755e-16+0.048795j 4.8997e-16-0.0313914j 3.76477e-17+0.0205657j -5.32581e-16-0.00906688j 
-2.72576e-15-0.0547464j -1.84887e-15+0.000643603j -1.18407e-15+0.0463353j -1.20285e-15+0.0569818j 1.86256e-15-0.061261j -7.73042e-16+0.0373336j -4.40422e-16+0.0528899j 3.25502e-15-0.0913768j -4.76761e-18+0.00998667j 1.42872e-15-0.069342j -6.04301e-17-0.0103451j -4.14661e-15+0.0863676j 3.24978e-16-0.0147367j -1.7668e-15+0.105765j -9.78115e-16+0.0476944j 5.83344e-16+0.019197j -1.77401e-15+0.0659588j 5.09654e-16+0.0726174j -9.34965e-16+0.0327465j -1.61419e-15+0.0255932j 2.30729e-15-0.041065j 7.00587e-15-0.0791804j 1.57363e-15-0.0858149j -1.66701e-15-0.0172431j 1.95587e-16+0.0468873j -1.6458e-15+0.0334497j 1.74968e-15-0.0389592j 1.55864e-15-0.0246722j -1.19728e-15+0.0695743j -5.01112e-16+0.0464602j 1.12275e-16-0.0266865j -2.06149e-15+0.0222275j 2.06779e-15+0.0102125j -4.03997e-16-0.0354702j 6.45834e-15-0.00909686j 1.36232e-15-0.0112837j -7.28654e-16+0.0342602j -4.96998e-15+0.0818977j 3.61575e-16+0.00950784j 4.91611e-15+0.0448849j 1.1891e-14-0.083921j -1.20027e-15+0.0333218j -1.01097e-15-0.00986592j 4.50812e-16-0.036895j -4.71732e-15-0.0332289j 3.82565e-15-0.0353344j 9.53394e-17-0.0059851j -1.56797e-15+0.0288958j 2.32938e-15+0.0139089j -4.89595e-15+0.144054j -3.77763e-15+0.045297j 2.66383e-15-0.0233866j 4.7185e-15-0.0349822j 1.99338e-16-0.0202737j -1.03741e-15-0.036261j -3.68324e-14+0.0509624j -3.87167e-16+0.022126j 2.64758e-15-0.026013j 1.82496e-15+0.0990882j 2.22829e-15-0.138358j 1.47909e-15-0.039498j 1.9168e-15-0.0539146j 1.33949e-15+0.0507176j -5.66226e-15+0.178996j 1.63911e-15-0.0152629j -2.53902e-15+0.148106j -2.19882e-15+0.0684559j 2.22621e-15-0.104861j 7.43989e-16-0.061422j -3.31892e-16+0.00796544j -3.9297e-16+0.0263621j -1.80672e-15+0.0027601j 
2.2033e-15-0.0170415j -1.45845e-15+0.0125521j -2.26294e-15+0.0320952j -1.10375e-15-0.0187686j 2.97418e-15-0.024725j -1.22906e-15+0.0152794j -1.67007e-15-0.0721289j 5.01212e-15-0.0522489j -1.09682e-15+0.0167759j 1.66544e-15-0.0222507j 1.3105e-16+0.00287113j -7.01446e-15+0.108472j 7.21185e-16-0.0110396j -2.18822e-15-0.0221131j -6.4774e-16-0.000721224j 2.2224e-15-0.065599j -1.98255e-15+0.0292333j -3.12916e-15+0.00856609j -1.44009e-15+0.0273699j -3.91632e-15+0.0994889j 3.21377e-15-0.0680373j 8.57424e-15-0.128872j 3.22146e-15-0.041279j -1.65797e-16+0.0925974j -1.14405e-15-0.00499661j -1.52572e-15+0.0202748j 3.64334e-15-0.0440792j 1.64268e-15-0.0269732j -1.15495e-15-0.0136945j 1.35475e-15+0.00649471j -2.36875e-15+0.0423358j -1.76681e-15+0.0328941j 6.42122e-16-0.0223486j 2.87542e-16+0.0335706j -2.15178e-14+0.0304567j 2.31652e-15-0.0507592j 7.20153e-17+0.0112354j -5.53424e-15+0.066384j 1.3092e-15-0.0102194j -6.32408e-15+0.00553529j -5.27671e-15+0.0250348j -6.67118e-16-0.00557712j -1.91093e-15+0.0280088j 1.76994e-15-0.0488152j -1.99353e-16-0.00818234j 4.31733e-15-0.100992j -8.34776e-16+0.0238156j 8.3773e-16+0.0130617j 8.84012e-16+0.0143598j -4.64262e-15+0.0884567j -3.36386e-15+0.0729265j 3.25761e-15-0.0869462j 4.90043e-15-0.161497j -3.93714e-15+0.029764j -2.52508e-15+0.0582116j 3.2128e-14-0.044355j -2.7451e-15+0.0425636j 1.79912e-16-0.0392224j 2.64957e-16-0.0754075j 2.14615e-15+0.0527959j 2.04053e-15-0.0556586j 2.98027e-15-0.103765j -1.63754e-16-0.0290802j -3.63624e-15+0.0350735j 5.96229e-16-0.0232323j -7.01006e-15-0.00272051j -1.36886e-15+0.0287625j 6.25886e-16+0.0609684j 6.84328e-16+0.0440726j 1.79798e-16-0.0188434j -1.4735e-16-0.0297688j 1.19703e-15+0.0331385j 
4.24438e-15+0.033211j 1.32995e-15+0.0433811j -7.06584e-16+0.0907659j -3.45326e-16+0.0488537j -5.41508e-16-0.0223165j -2.65062e-16-0.0181552j 3.41368e-16-0.0345178j -1.00654e-16+0.0188827j -7.9413e-16-0.00901973j -3.76183e-16-0.0163364j -1.87321e-16-0.00312651j -3.41306e-16-0.0116541j -8.19025e-17-0.00727861j -3.23401e-16-0.0393867j 7.2962e-16+0.0241653j 1.2248e-17-0.0366386j 5.73443e-16+0.0195248j 1.61884e-16-0.0193617j 4.70411e-17+0.00797212j -1.13626e-16+0.0292132j 3.06124e-16-0.015509j 1.00885e-15-0.0514608j -2.74783e-16+0.0125572j 2.98012e-16+0.0280692j -6.8734e-16+0.0124811j 1.04415e-16-0.0261759j -1.41426e-16-0.066089j 1.22643e-15+0.0451475j 4.64262e-16+0.00672481j 9.91974e-16-0.00476964j -6.01435e-16+0.0173482j 3.83629e-16-0.0316066j -1.45072e-15-0.063343j 8.71875e-16+0.0253455j 2.19754e-14-0.0312275j -9.99264e-16+0.0106236j 1.38433e-15-0.0658411j 1.56756e-15-0.0541935j -3.70004e-16-0.00469506j 4.82628e-15-0.0159831j 6.82002e-15-0.0199011j -8.00149e-16+0.0387158j -7.17799e-16+0.0133152j -1.93721e-15+0.0272279j -9.18306e-15-0.0672223j -7.07998e-16+0.0150324j 2.85726e-16-0.0170967j 2.90445e-15-0.149491j 1.13523e-14+0.120616j 1.23555e-15-0.13047j 2.10593e-15-0.0208929j 2.11886e-16+0.0660602j -1.59427e-15+0.137462j 3.11695e-15-0.0297163j 7.68683e-15-0.128053j 1.08272e-13-0.150888j -1.49926e-15-0.051509j -1.939e-15+0.119553j -1.76452e-15+0.189289j -4.86486e-16+0.0616857j 2.04735e-18+0.0444721j -1.13054e-16+0.0481484j -2.09275e-15+0.116892j 1.32469e-15-0.217626j -1.03651e-15+0.0761489j -8.10213e-16+0.104793j 7.72395e-16-0.146475j -1.76567e-15+0.181145j 8.4658e-16-0.0755337j 4.81394e-16-0.051288j 2.50428e-15-0.0773669j -3.11887e-15-0.0918912j 
7.10719e-16-0.00512447j 7.33898e-16+0.0361387j 1.43876e-15+0.0624633j 1.96565e-15+0.0577412j -8.7419e-16-0.00751874j 2.09268e-15+0.0341449j 2.9702e-15+0.0488787j -2.17196e-15-0.0644856j 4.08097e-15+0.0983136j -1.99741e-15-0.0517548j 6.4724e-16+0.0135011j 2.62062e-15+0.0563845j 3.20369e-16+0.027524j 7.42699e-15+0.166207j -1.00121e-15+0.00171137j 1.9589e-15+0.0503685j -2.05824e-16-0.00108365j 1.26418e-15+0.00883598j 1.941e-16+0.0178861j -8.30471e-16-0.0455548j -5.73548e-16-0.028988j 5.63099e-16-0.0213916j -2.29909e-15-0.0261569j -1.21014e-15-0.0182057j 1.90926e-15+0.0234712j 1.27544e-15+0.0332318j 1.84249e-15+0.0278481j -2.84425e-15-0.0572913j 3.26238e-15+0.088458j -1.49382e-15-0.0226161j -2.81156e-16-0.0524418j -9.54892e-16-0.0253022j 2.81389e-15+0.0403705j -8.65069e-16+0.000995916j -1.67097e-14+0.0254267j 5.90555e-16+0.020234j 4.61729e-16+0.00179071j -5.14275e-16-0.00896631j -1.24752e-15-0.0293798j 4.15671e-15-0.0144108j 5.53457e-15-0.0249732j 1.24651e-15+0.0477581j 1.1957e-15+0.0387103j -9.42211e-17-0.0341654j 5.02452e-15+0.0323227j 7.18059e-16+0.03451j 1.05389e-15+0.0729875j -3.88719e-16-0.0141382j 4.51622e-15+0.0339412j 4.09672e-15+0.0763888j -1.89663e-15-0.0567095j 6.13085e-16+0.0228394j 2.08625e-15+0.0618728j 1.0306e-15-0.0351084j 2.44185e-16-0.139733j -6.71505e-14+0.101574j 6.31849e-16-0.00505291j -1.49256e-15-0.0183237j 7.19383e-15+0.145642j -3.10096e-15-0.0708546j 1.18686e-15+0.0283414j 2.50298e-15+0.0518353j 6.33658e-15+0.139922j 3.4778e-15+0.0692052j 4.23334e-16+0.00235391j 7.25109e-15+0.161515j 8.22501e-16+0.00244801j -2.81368e-15-0.0279248j -2.37998e-15-0.070872j -8.48211e-16-0.010919j 2.15833e-15-0.0156734j -5.49032e-15-0.0584653j 
-8.66527e-16+0.0171883j 3.26504e-15-0.0832373j -2.27134e-15-0.0177201j -7.57503e-15+0.0503443j -2.10028e-15+0.000731969j -8.18028e-19+0.0410859j 5.67276e-15-0.0371884j 5.74484e-16+0.0545361j 4.7871e-15-0.0363751j 3.11438e-16+0.0179403j -2.17797e-15+0.0142658j 3.31948e-15+0.00802372j -2.01048e-15-0.0300979j -3.877e-15+0.0236662j -2.0777e-15-0.00556948j -4.68003e-15-0.00214242j -1.63997e-15-0.00916868j 8.60727e-15-0.0484224j -2.026e-15-0.00851952j 4.0225e-15-0.00804155j 3.32138e-15+0.0105517j 8.92336e-15-0.00741114j -2.19431e-15-0.0274904j 1.15327e-15-0.0331545j -1.00403e-15+0.0546093j 6.24602e-16-0.0299502j -3.24199e-15+0.0325926j -4.71129e-17-0.0236649j -5.22469e-15-0.0319052j -5.51401e-15+0.0571011j 5.23424e-15-0.0507799j 1.70253e-15-0.00266247j 8.38791e-15+0.018369j -2.1058e-15-0.0354296j -2.82208e-14+0.0400403j 1.39157e-15-0.00990202j 3.78852e-18+0.0221352j -5.65576e-15+0.0542319j -3.95404e-15+0.00727604j 1.14544e-14-0.00908585j 2.3436e-14-0.0952948j -2.17631e-15+0.0117125j -4.24556e-16+0.0130629j 2.07038e-15+0.0352333j 1.17397e-15+0.00668431j 3.46322e-15+0.025044j 1.28928e-15+0.00539614j -9.63202e-15+0.0621027j 9.24154e-16-0.00929192j -7.54372e-15+0.0558161j -2.95855e-15+0.0269921j -2.17918e-16+0.0121348j -2.96291e-16+0.0836149j -4.10526e-15-0.0467772j -1.04342e-14+0.0047215j -2.69612e-15-0.00360589j 6.81018e-15+0.0551334j 1.54178e-14-0.0943376j 4.59883e-15+0.0917329j 8.34409e-15-0.107687j -1.89124e-15+0.00379442j -3.14062e-15+0.0131522j 3.01176e-15+0.0994327j -2.09932e-14+0.138843j 2.92626e-15+0.0510885j 9.8075e-15-0.0449469j -4.8513e-15+0.0577636j 7.79106e-15-0.0837949j 7.32547e-15-0.0637622j -4.6212e-15-0.00781568j -5.04963e-15+0.111612j -4.29964e-15-0.0130695j 
-9.85738e-16+0.0194447j -9.34245e-15+0.0127027j 5.70989e-15-0.0351313j 1.86182e-14-0.0649818j 4.19416e-15-0.021069j 2.33922e-16+0.0176067j -1.27208e-14+0.049928j -2.92058e-15+0.0335224j -1.03429e-14+0.034721j -8.8389e-16+0.0115663j 5.13896e-15-0.0191735j -8.38711e-15+0.0431906j 3.93211e-15-0.0315277j 1.2847e-14-0.0417026j 4.45938e-15-0.0221072j 1.21534e-14-0.0580638j 3.64992e-15-0.0196347j -2.11814e-14+0.0884745j 4.11755e-15-0.0205742j -1.17968e-14+0.0460529j -7.76955e-15+0.038663j -2.44927e-14+0.0969042j 5.09644e-15-0.0381623j -4.99761e-15+0.00883664j 3.18753e-15+0.0111471j 1.22373e-15-0.0186303j 7.32418e-15-0.0191414j -3.23944e-15+0.00196301j 1.34349e-14-0.0716987j 1.40998e-14-0.0454432j -7.35646e-15+0.0120847j -5.00318e-15+0.0282047j -1.6875e-14+0.0958849j 4.24902e-15-0.0394079j -1.17831e-14+0.016434j -4.43876e-16+0.00076945j -2.04039e-15+0.0166366j 1.1396e-14-0.0320393j 1.00753e-14-0.0445871j 6.1419e-15-0.0206658j -5.19284e-15-0.00425412j 3.17015e-15-0.00843552j 1.36576e-15-0.000165332j -5.6864e-15+0.0415828j 2.11896e-15-0.00973722j -8.28692e-15+0.0497586j -4.19064e-15+0.0217026j 2.11323e-14-0.0707218j -2.68919e-15+0.0147403j 1.91813e-14-0.0648903j 5.87457e-15-0.0187792j 1.11105e-15-0.00132063j 1.2506e-15+0.0296964j 3.78831e-14-0.130936j 2.65138e-14-0.105953j 6.5063e-14-0.0689275j -1.78779e-14+0.10618j -3.9706e-14+0.144291j -8.55918e-15+0.0841883j -2.01767e-14+0.0443354j 4.07348e-15-0.0211544j 8.52146e-15-0.0318518j -6.2493e-15+0.0743359j 5.23063e-14-0.187075j -7.32019e-15+0.0559987j -2.15623e-14+0.0905063j 1.15592e-14-0.0293973j -1.98749e-14+0.0525442j -1.7857e-14+0.0548379j 1.08502e-14-0.0547884j 1.68873e-14-0.0305044j 1.25408e-15-0.0107071j 
4.56039e-16-0.0356574j -9.12931e-17+0.0945665j -3.58412e-16+0.0278913j -7.71034e-17+0.00889423j 1.73701e-16+0.0704718j -4.89648e-16-0.00698216j -5.77153e-16+0.030847j 2.26298e-16-0.0686151j -8.19004e-16+0.0361721j 2.37577e-16-0.0236362j 9.65368e-17-0.000869318j -8.4704e-16-0.00992892j -5.02086e-17+0.0922836j -8.83647e-16+0.0195748j -1.14178e-16+0.0502243j 3.92165e-16+0.0540691j 2.68947e-17+0.00887884j -1.74394e-17+0.0112043j -1.09286e-16+0.0533422j 8.35228e-16-0.0651574j 1.65885e-16-0.053197j 2.06398e-17+0.0127443j 9.53956e-16+0.0316384j -8.96302e-16-0.0385347j -2.95317e-16-0.0182539j -6.00271e-16+0.0534265j 6.72601e-16+0.0199917j 8.0635e-16-0.009782j 3.86098e-16+0.0402099j 4.06573e-17-0.00602961j 2.06986e-15-0.0468844j -5.82563e-16-0.00684984j -5.60669e-16-0.0216283j 1.91123e-16-0.0382665j 1.7248e-14-0.0243434j -4.20242e-16+0.0169962j -2.1915e-16+0.0209526j -7.06842e-16+0.0495278j 1.29834e-15+0.0170715j -7.18222e-15-0.00128351j -1.13794e-14+0.0569491j 5.39292e-16-0.0362414j -3.90788e-16-0.0148322j 6.29408e-16-0.0605523j 3.4452e-15+0.0352334j -5.52571e-16-0.00918477j -1.09606e-15-0.00271786j 6.17419e-17+0.0682439j -4.42941e-15-0.0379609j 2.75635e-16+0.0380465j 1.06344e-16-0.0155259j -3.06048e-16-0.0203761j -1.0748e-15-0.0561598j -7.8251e-15+0.0812768j 4.32619e-16+0.0390901j -5.84049e-14+0.0822812j -3.83961e-16-0.0298846j 6.03849e-17-0.0252502j -2.25758e-15-0.188795j 2.82698e-16-0.0742417j 1.40187e-19+0.0291284j -1.48302e-16-0.031524j -1.89104e-15-0.111119j 1.29247e-15+0.132918j -5.85605e-16-0.0831866j -1.96507e-15-0.0360672j 3.5235e-16+0.0640052j -3.86102e-16-0.0510814j 2.34e-16+0.0047586j 4.58683e-16+0.0959j -1.67072e-15-0.0715819j 5.16899e-15+0.0401992j 
9.06977e-17+0.0278944j 5.16897e-16-0.0529004j 3.27338e-18-0.00525003j -1.07343e-15+0.0142437j -3.2932e-16-0.0365777j -2.04115e-16+0.0181007j -5.53155e-16-0.00827654j -2.0983e-16+0.0661234j 5.51244e-16+0.0307629j 2.89536e-16-0.00290855j -4.49216e-16-0.0265248j 6.16938e-16+0.00717287j 2.61386e-16-0.0447298j -6.4285e-16-0.0006727j 1.19259e-16+0.019781j -7.04419e-16-0.0116312j -1.47763e-17-0.0278764j 3.93665e-16-0.0516508j 2.90245e-16+0.018338j -3.86177e-16-0.00644287j -2.24589e-16+0.00816886j -1.07079e-15+0.0351488j -7.02766e-17+0.0264027j -1.0551e-15-0.0564246j 9.83609e-16+0.0300345j 3.46013e-16+2.07739e-05j 2.8993e-16-0.021672j 3.30497e-16+0.00472756j 2.12759e-16-0.0308652j 4.02599e-16+0.00360659j 8.52503e-16-0.0369519j 5.64237e-16-0.0300289j 6.7258e-16+0.0101598j -3.30019e-16-0.0224814j -8.77867e-15+0.0131543j 1.22232e-16+0.00685623j -1.30205e-16-0.0022582j -7.15137e-16+0.0510095j 7.83648e-16-0.0132213j 9.38073e-15+0.000238783j 1.42635e-14-0.073077j -9.92886e-16+0.0193684j -3.30783e-16+0.0160883j 5.3611e-17+0.0551973j 2.84639e-15+0.0114804j -5.27062e-16+0.00363055j -1.06046e-16+0.0197501j -1.27915e-16-0.0537593j 5.47196e-15+0.0479819j 9.91137e-19-0.000873432j 3.96106e-17+0.0462114j -2.31388e-16+0.0356169j -7.19666e-16+0.129011j 5.35467e-15-0.0605471j 4.85616e-15-0.139931j 3.81815e-14-0.0531049j 6.09606e-16-0.00436106j -3.95119e-16-0.00010683j -7.5699e-16+0.123147j 2.57646e-16-0.0323634j -7.17072e-17+0.0620102j -8.80836e-16+0.0133545j -3.78549e-16+0.103771j -6.83295e-16-0.0111993j 3.41585e-16+0.0874746j 2.89963e-16+0.059092j -6.44053e-17-0.0326776j 8.61252e-16+0.0151367j 1.45273e-15-0.0180419j -5.45649e-16-0.0714157j 9.6558e-16+0.0502791j -2.79174e-15-0.0349045j 
2.06712e-15+0.0226179j -2.20959e-15-0.0361558j 7.5132e-16+0.00843573j 5.28199e-15+0.0608666j 8.74936e-16-0.00167497j 6.16027e-16+0.0122155j 5.83842e-16+0.00890196j 1.16911e-15+0.0220281j -2.64912e-15-0.0203235j -1.21065e-15-0.0147562j 2.7655e-15+0.0239418j -3.36982e-15-0.0291972j -1.98172e-15-0.0343362j 1.4729e-15+0.0202362j 2.32954e-16+0.00749786j 3.07372e-15+0.0252356j -7.56041e-16-0.0144256j -7.28693e-15-0.0743334j -2.37074e-15-0.0182762j 4.08179e-16+0.0174967j 6.96915e-16+0.00626648j -5.48764e-16-0.00213576j 4.82101e-15+0.0462609j -2.75696e-15-0.02731j -4.03752e-15-0.0295211j -1.69716e-15-0.0221807j -5.07321e-16-0.00831943j -2.10742e-15-0.0183524j -1.08662e-15-0.00835999j 1.95813e-15+0.0134988j 1.35639e-15+0.0230865j -2.87354e-15-0.03751j -3.52009e-15-0.0298599j 1.88738e-15+0.011784j 2.03616e-15-0.00370905j 1.38459e-16-0.00335468j 2.18253e-16+0.00477372j 4.99273e-16+0.017501j -1.3459e-15-0.0244592j -6.65005e-16-0.0184562j 3.65031e-15+0.00648859j 7.61221e-16+0.0144188j 9.21674e-16+0.0160456j 2.24584e-15+0.027112j 7.79876e-15+0.03158j 8.08268e-16+0.00961827j -8.22125e-16+0.00581797j 3.07742e-15+0.0211586j -1.69179e-15-0.00323099j 1.02297e-15+0.0175276j 5.02256e-15+0.0574661j 4.28014e-15+0.0432977j 3.00841e-15+0.0547656j 1.31669e-15+0.024005j 4.583e-15+0.0289658j 1.48627e-14-0.0222859j -6.37592e-15-0.0643501j -4.01365e-15-0.0352105j 1.21725e-15+0.0513209j 2.74509e-16+0.000798312j 2.84091e-15+0.0325851j 4.95845e-15+0.0530593j 2.51756e-16+0.0336977j 5.61249e-15+0.0473947j -2.79454e-15-0.0126686j -3.27147e-15-0.0104073j 2.77923e-16-0.00557012j -3.15805e-15-0.0260267j -5.49966e-15-0.0651852j 2.72821e-15+0.00972891j 4.93823e-15+0.0410113j -8.03996e-15-0.0507896j 
