-6.91119e-14+0.0948241j -1.55716e-14-0.0123531j 1.61271e-16-0.00854508j -5.05106e-16+0.0324012j -2.82e-16-0.0149134j 1.25672e-16-0.0330858j 2.3617e-16-0.047434j 2.20084e-17+0.0143437j 1.74947e-16+0.0708476j -1.23207e-15+0.0681083j -1.7944e-16+0.0669692j -3.61564e-16+0.0266905j -1.78979e-16-0.00598666j 1.50122e-16-0.0322149j 5.78001e-16-0.0276286j -3.18121e-15+0.0491963j -4.01311e-18+0.0486995j 2.75177e-15+0.025646j 4.93205e-16-0.00601396j 6.16013e-16-0.0643685j -3.56714e-16+0.0258803j -3.41501e-16+0.0283665j 9.20742e-17-0.00046905j 1.98698e-16+0.00191526j 3.62926e-16-0.0132536j -9.29324e-17-0.00640521j 1.36043e-16+0.0126577j -2.55835e-16+0.00755977j -1.43317e-16+0.0164566j -2.36027e-16+0.0213058j -7.0421e-17-0.00493019j 1.17775e-16+0.000393021j -3.49261e-16+0.0166142j -2.59508e-16-0.00165174j 3.82364e-17+0.00470522j 2.67229e-16-0.00450664j -4.32315e-16+0.0165087j -2.36404e-15+0.0497371j -7.71731e-15+0.0482557j 3.24892e-14-0.0114504j -1.54441e-16+0.0148718j -8.65715e-17-0.000530097j -9.94554e-17+0.0115084j -6.53213e-17-0.00157123j -2.01941e-16+0.00537945j -1.04056e-16+0.00235108j 1.02513e-16-0.00141345j -8.61262e-17-0.0142397j -4.14321e-17+0.00462415j 4.91024e-17+0.00304306j -5.3961e-17-0.00521946j 3.32162e-16-0.00616929j 1.34277e-16-0.0175181j 3.45103e-17+0.000130397j -1.52342e-16-0.00150877j -7.61091e-17+0.000608614j 6.24776e-18-0.00539561j 1.01161e-16-0.019223j 3.69027e-16-0.0120508j 5.0917e-16-0.0167355j -4.22814e-16+0.0297226j -6.59795e-17+0.00464674j 8.78398e-17-0.0027209j 8.63097e-17-0.0220112j -1.85548e-16+0.00966055j 1.68573e-16-0.0183721j 8.24515e-17+7.23287e-05j -4.41889e-17+0.00493601j -2.52471e-16+0.0261494j -4.8098e-17+0.00971757j -1.18417e-16+0.0297004j -1.23917e-16+0.0172659j 7.16309e-17-0.0120185j 2.46278e-16-0.038815j 1.28709e-16+0.00715481j 2.52749e-14+0.0186503j -1.16018e-13+0.0541601j 
-9.14522e-15+0.0135555j -1.98243e-15-0.00581258j -5.77761e-16-0.00422728j 4.98188e-16-0.12298j -4.99834e-17+0.0182778j -5.11022e-17+0.0491074j 1.46132e-17+0.0338564j -7.17745e-17+0.0845458j -6.29632e-16-0.104641j 1.79321e-16-0.129273j 3.83634e-17+0.0443118j 8.18406e-17+0.0219564j -7.88406e-17+0.0349423j -3.20855e-16-0.0572894j -2.77423e-16+0.0845061j 2.11096e-15-0.0416248j 6.32013e-16+0.0928871j 7.26315e-16+0.00291569j 2.81114e-16+0.0247861j -6.16864e-17+0.139621j 6.20353e-16-0.0566924j -2.08662e-16-0.00190279j -3.31734e-16-0.0335096j -2.35822e-15-0.0466028j 1.80022e-15-0.0748911j -3.33717e-16-0.0563387j -3.33901e-16-0.0388215j 6.8027e-16+0.0196486j 8.36422e-17+0.0520933j -7.16928e-17+0.021509j 2.3912e-16+3.19036e-05j -8.01742e-16+0.00431754j 1.53756e-16+0.0250564j -1.49916e-16+0.00286888j 1.15426e-16+0.0411547j 1.47451e-16-0.0177315j -2.75197e-17-0.0069256j 4.56312e-15+0.0178988j -1.08933e-14+0.0312058j 2.98534e-14-0.0114355j -2.24673e-16+0.0284596j -4.9939e-16+0.0101882j -2.69472e-16-0.0056828j 1.58819e-16+0.0184637j -8.51589e-17-0.0323351j 4.21001e-16-0.00585936j 5.01732e-16-0.030748j -7.52335e-16-0.0297045j 1.80069e-16+0.0650728j -3.80499e-16-0.001754j -2.74108e-16+0.0289397j -1.14828e-15+0.0191338j 1.33565e-17-0.0113834j -6.81727e-16-0.0110672j -1.24533e-16+0.0337175j 1.97864e-16-0.0423888j 2.47599e-16-0.00203146j 3.55583e-16-0.0615688j -6.96054e-18+0.0215496j 1.25431e-16-0.00676957j -1.9058e-16+0.0249163j -1.39578e-15+0.040001j 3.3571e-16-0.0146705j -1.31184e-16-0.0221548j 3.85841e-17+0.0301534j 6.21305e-17+0.0057321j 3.65637e-18+0.0253139j -5.28864e-17+0.019125j -5.34736e-17+0.0100949j 5.56553e-17+0.0087867j -1.01354e-16-0.0134936j 2.55842e-16-0.0122491j 1.90889e-16-0.0618065j -2.21236e-17+0.0620191j 9.74961e-17-0.0175891j 2.54454e-14+0.0206211j -1.14361e-13+0.0539832j 
3.0427e-14-0.0359027j 6.72392e-15-0.0237043j -9.13766e-17+0.0290806j -6.84774e-17+0.0156758j -5.6089e-17-0.0378153j 4.57881e-17+0.0285134j 7.39973e-17+0.012245j 1.16129e-16+0.0454177j -9.34003e-16-0.142842j -9.42373e-17-0.0941639j -3.16431e-16-0.0936824j -1.00066e-16+0.0129264j 6.10662e-17+0.0154888j -1.92174e-16-0.0310939j 7.87303e-17+0.0211872j 1.13725e-15-0.0259538j 3.56679e-16+0.016532j -4.17154e-15-0.0379264j 8.15545e-17+0.00842847j 8.87546e-18+0.0752302j 2.90334e-16-0.0599576j -2.80531e-16-0.0231623j 1.01634e-17-0.0336507j -1.41319e-16+0.00315987j 9.48973e-16-0.043033j -5.60009e-16-0.0357261j 7.43104e-16-0.00526565j -6.98604e-16-0.0189146j 4.52519e-17+0.0801754j -1.77923e-17-0.0252939j -1.06324e-16+0.0021855j 1.20946e-15-0.00371983j -1.19617e-16+0.00934336j -3.87348e-15-0.0356079j 1.62118e-16+0.0937949j 3.7266e-17-0.000775664j -1.63024e-15+0.0754459j 1.78642e-14-0.0637454j -9.42305e-15-0.0138671j -7.84377e-15+0.0090451j 6.4135e-16-0.0559863j 7.93583e-16-0.025575j 1.97214e-17-0.0294441j 4.48242e-16+0.00861367j 3.32084e-17-0.00912816j 7.09194e-16-0.0450038j -1.58529e-17+0.00364429j -2.15191e-16+0.0144327j -2.25791e-16+0.0211577j -1.43307e-16+0.00130159j -2.11674e-17-0.0053251j -2.48711e-17+0.00164242j -2.45717e-16-0.0415528j -3.39284e-16-0.00680066j 4.371e-17+0.0215014j -2.18566e-16-0.030563j 1.68363e-17+0.045914j 5.65713e-17+0.0335876j 3.26145e-16-0.0507017j 2.30402e-16+0.0211504j 5.33325e-17+0.00567287j -1.45453e-15+0.0614039j 3.81663e-16+0.0521208j 1.24903e-16+0.000544483j 1.19519e-16+0.0440664j 1.31477e-16+0.0513201j 3.99916e-17+0.00434405j 6.20449e-17+0.0236504j -1.02916e-16-0.0187683j -7.22649e-17-0.0184966j -7.84999e-17+0.0131421j -2.39202e-16-0.0199084j -5.50273e-17+0.0366763j -6.92858e-18-0.0539324j 6.42879e-17+0.0440746j -3.62511e-15-0.0299979j 1.62316e-14-0.0136826j 
-2.69607e-14+0.0511568j -5.88428e-15-0.0672574j 1.30884e-16-0.011513j -1.0951e-16+0.00995772j 1.58787e-16-0.0312965j 1.02371e-16-0.074952j -6.85622e-17-0.0778011j 8.46895e-17+0.0594298j 3.56065e-16+0.106264j 4.80849e-16-0.118518j 9.36042e-17+0.086481j 4.30827e-16+0.00553727j -4.37718e-18-0.0708149j -1.08012e-16-0.0274807j -1.88542e-16+0.0208377j 2.23482e-15-0.0488713j 5.90263e-16+0.121776j 5.08865e-15+0.0489029j -3.06193e-16-0.0292628j 2.59867e-16-0.028576j -1.69674e-16+0.0301946j 1.52017e-16+0.00136392j -1.65507e-16+0.0305655j 3.78359e-16+0.00360757j -2.49206e-16+0.0051887j 3.19672e-17-0.0328309j 4.24788e-16-0.00615183j -2.47684e-16-0.0289702j 1.34835e-16-0.0325421j 1.36978e-16+0.0208706j 1.34944e-15+0.0494195j -1.18762e-14+0.0436781j 9.7856e-16-0.0176933j -3.18207e-15-0.0325651j 2.20183e-16+0.0635896j -2.57253e-16-0.00791435j 6.01148e-16-0.0211197j -8.78707e-15+0.0710876j 2.42381e-16+0.060411j 1.86815e-14-0.000759235j 6.71511e-16-0.0138397j -1.26774e-16+0.0248833j 5.48987e-16-0.0876648j -3.96108e-16-0.0488931j -1.95272e-16+0.0249072j -5.4994e-16+0.0157654j -6.18959e-16+0.00953051j -3.79011e-17-0.0206942j 1.66253e-16-0.00568362j -1.37712e-16+0.00340037j -2.5861e-16-0.0322598j -3.03332e-15+0.05809j 2.2797e-16+0.0405339j -6.86802e-17+0.000500521j 6.41499e-18-0.0229293j 2.14275e-16-0.00329801j 3.48164e-17-0.0322667j 2.10858e-16-0.0304212j 1.31025e-16-0.0155321j -7.58736e-18+0.00164227j 7.29083e-17-0.0183288j -7.08168e-16+0.0224781j 1.56701e-16+0.0106835j 2.06794e-16+0.00923397j 4.49067e-17+0.00380303j 5.86243e-17-0.0458542j -9.82462e-17+0.0407464j -1.64965e-16-0.0152485j 1.231e-16+0.0468414j -8.19048e-17+0.00284802j -2.55105e-17+0.0817755j 4.6343e-16-0.00320139j 2.43274e-16-0.0637331j 4.07944e-17-0.0350379j -1.21641e-17+0.0229738j 8.75416e-15-0.00388259j -3.94616e-14+0.0161639j 
4.25453e-14-0.0437541j 9.60288e-15-0.0606194j -1.65028e-17-0.00713477j 1.05857e-16-0.0210277j 1.94712e-16-0.103304j 1.18656e-16-0.00287035j -3.76533e-17+0.0910952j 3.4612e-17-0.0197885j -3.35e-17+0.058129j 7.54308e-16-0.11931j -2.76309e-16-0.0698488j 4.46815e-16-0.103499j 3.22346e-16+0.0504126j 5.63182e-17+0.0504551j -2.73838e-16+0.0151249j 3.44461e-15-0.0641098j 4.42836e-17+0.0086568j 2.54379e-15+0.023056j 2.09481e-16+0.00461787j -6.81324e-18-0.0101336j -2.76849e-16+0.0202949j 1.21262e-16-0.0309702j -2.50427e-16+0.0835386j 8.23032e-17-0.00784275j -1.88452e-15+0.0721253j 2.18216e-16-0.0193029j 3.32611e-16+0.0227965j -6.53594e-16-0.0196796j 6.05581e-16-0.0237635j 1.49088e-16+0.00460824j -3.71207e-16-0.00124695j 3.55455e-15-0.0157092j -2.57937e-16-0.0351584j -5.97832e-16-0.00170844j -9.93033e-17+0.0411398j -3.00688e-16-0.00949365j 4.26561e-16-0.0075693j 7.10103e-15+0.00363152j -2.38942e-14-0.00629158j 7.13963e-14-0.0501462j 1.1275e-15-0.06552j 1.05535e-15-0.0246243j 8.63791e-16-0.0408592j -8.39903e-16-0.0583114j -5.88877e-16-0.0120951j -1.26094e-15+0.0481099j -1.18938e-15+0.0443543j 9.61889e-17+0.00938882j 9.65159e-18-0.0136056j -1.21508e-16+0.0577762j -6.96562e-17-0.0505564j 1.91377e-15-0.0390546j -3.73645e-19-0.0254515j -2.48287e-16-0.00169873j 6.39584e-17-0.00739257j 2.10407e-16-0.0554179j 2.42301e-17-0.0450192j 1.37244e-16-0.00341137j 4.94358e-17-0.0339967j -9.35894e-17+0.0269078j 1.13185e-17+0.0283751j -5.83234e-16+0.0227813j 2.53563e-16+0.0117964j -4.9936e-16-0.0437043j 2.23917e-17-0.0987056j 8.23628e-17+0.0552626j -1.24301e-16+0.0736452j 2.61734e-17+0.00717874j 2.26439e-17+0.00594306j 2.84998e-17+0.0442817j -4.50646e-18-0.0718654j -5.74552e-16-0.0381598j -3.0367e-17+0.0511057j -3.81922e-17+0.00540457j -6.57218e-17+0.0140793j 1.92618e-14-0.0266889j -8.6372e-14+0.0313817j 
2.62189e-14-0.0359257j 5.78845e-15+0.00326918j -2.34497e-16-0.0103714j 2.47488e-16-0.0646834j 4.50538e-17+0.0943052j -6.39056e-17+0.0177706j 7.1977e-17+0.0273361j -6.73004e-17-0.0031262j 9.22022e-17-0.000748289j -2.82279e-17+0.0265729j -3.5502e-16-0.179098j -3.7758e-17+0.00657001j -1.04855e-16-0.04104j 2.56652e-16+0.10797j -1.3336e-16+0.0231536j 2.05238e-15-0.0301089j 9.05355e-17+0.00056068j -1.21796e-14-0.107157j -1.3396e-16+0.0159818j -7.09377e-16-0.0568388j 1.02918e-16-0.0434111j 1.21049e-16-0.00327955j -2.91181e-16+0.155124j 2.1814e-15+0.0450551j 2.57452e-15-0.111522j 5.29587e-16+0.00272661j 9.30192e-16+0.101476j -1.18689e-15+0.00123894j 7.21573e-16-0.103237j -2.03796e-16+0.0321703j 9.20376e-17+0.012992j 4.86244e-15-0.0235907j -2.56095e-16-0.0839337j 5.17125e-15+0.063301j 1.10505e-16-0.0146688j 1.24089e-15-0.0697791j -1.11465e-16-0.0207852j 4.73033e-15-0.0280465j -3.72934e-16-0.0151656j -8.62444e-15+0.00438421j -4.81264e-16+0.00504562j -7.86368e-16+0.00880296j -4.35249e-16+0.0373036j 5.53096e-16+0.0398098j 2.38676e-16-0.0470085j 9.45058e-16-0.0401412j -5.11207e-16+0.0580779j 1.95609e-17+0.0413842j 3.54052e-18+0.0346079j -2.38609e-16-0.00916889j -3.09619e-17-0.0400729j -2.54402e-15+0.0516639j 6.37752e-17-0.00286172j 6.5256e-16+0.00595293j 1.51962e-17+0.00192734j -5.99195e-17-0.0304602j -9.13266e-17+0.0343894j -6.07384e-17+0.0177995j -3.53212e-16-0.0158309j -1.10131e-15+0.0854915j 3.1828e-16-0.000852724j -1.57143e-15+0.0610539j 4.13554e-17-0.031202j -3.13378e-16-0.0337807j 5.28677e-18-0.0131674j 3.46671e-17+0.0271857j -5.00595e-17-0.0369615j 1.01884e-16+0.0526021j -1.54609e-17-0.0321974j 3.50357e-17-0.0318062j -5.28007e-17-0.0129545j 6.42304e-17-0.0198285j 1.03677e-16-0.0233535j 4.39753e-17+0.0675921j 9.90337e-17+0.00921021j 6.70648e-15-0.0144848j -2.98987e-14+0.00972659j 
3.13774e-14-0.0350904j 6.89733e-15-0.0316699j 1.29702e-16+0.00639033j -1.20015e-16+0.0311494j 1.00692e-16-0.0936304j -5.84272e-17-0.126775j -1.22473e-16+0.016098j 1.78056e-16+0.0268485j 8.62797e-16+0.101354j 2.78057e-18-0.0401986j 2.29161e-16+0.0930912j -2.16746e-16+0.0586036j -3.32926e-16+0.142461j -1.01837e-16+0.0137597j 1.44322e-16+0.0213864j -5.47722e-16+0.00642024j -4.90442e-17+0.000485446j 1.3026e-14+0.114194j 9.68639e-16+0.0155366j 1.77964e-16-0.0262765j -2.99129e-16+0.0459468j 1.20426e-16-0.0400734j 5.23575e-16-0.142571j 4.81788e-16+0.00721754j -4.0528e-15+0.160092j -2.77965e-16-0.0514424j 1.75087e-15-0.000192131j -2.53799e-15-0.112262j 5.98936e-16+0.0887468j -7.22779e-17-0.0299832j -1.03285e-15-0.0453596j -1.91491e-14+0.0655631j 6.11957e-16-0.046653j -3.88418e-15-0.0612203j 6.79225e-16-0.119876j 8.11197e-16-0.0389365j 2.40821e-16-0.0239525j -1.59959e-14-0.019045j 4.72106e-14-0.0161863j -1.37256e-13+0.0884808j -1.22537e-15+0.0563711j 8.86452e-16-0.0358663j -9.11439e-17+0.0759383j 5.26542e-16+0.0347551j 6.31858e-16+0.0613534j -6.48476e-16+0.0265801j -5.03367e-16+0.0379228j 6.21484e-16+0.0312467j 2.15097e-16-0.0264232j -5.43154e-17+0.0141913j -2.43445e-16-0.026356j -1.00209e-15+0.0190431j 3.12737e-16+0.0422092j -1.90806e-15-0.0189053j -2.36569e-16-0.0374771j 1.05993e-16-0.0555872j -2.16806e-16-0.0463251j 1.07946e-17+0.0130504j 1.27665e-16-0.0122232j -2.42327e-16-0.00494986j 1.65003e-16-0.0324238j 3.36385e-15-0.100224j -2.82425e-16+0.0773716j -6.90708e-16-0.0564724j -5.71358e-17-0.0599201j -3.85059e-17+0.0299323j -1.62676e-18-0.0359105j 1.1834e-16-0.0860053j 7.64493e-17-0.0243581j 1.98207e-16+0.0254375j 7.53147e-17+0.029889j -3.42169e-16-0.0508326j -4.67244e-17+0.0452125j -2.43946e-17-0.0164392j -1.5717e-16-0.0279282j -2.16908e-14-0.0249325j 9.77921e-14-0.0477995j 
-1.35562e-14+0.0177236j -3.18689e-15+0.000553286j 1.34061e-16-0.0021495j -4.4165e-16+0.0204175j -1.37952e-15+0.0891123j 4.64728e-16-0.055858j 7.69731e-16-0.0534463j 6.4475e-16-0.0372637j -4.94908e-16+0.115204j -1.99781e-15+0.101167j 9.7742e-16-0.0605447j -5.08043e-16+0.0310729j 3.96067e-16-0.0429812j -8.19256e-16+0.0692477j 6.43105e-16-0.0392089j 4.18353e-15-0.0629713j -1.22281e-16+0.00831062j -3.74844e-15-0.0379874j 4.61331e-17+0.0195591j 1.92042e-15-0.157906j -1.18471e-15+0.0449224j -6.48132e-17+0.0172262j -2.1559e-15+0.134243j 1.22421e-15+0.0175284j -2.67691e-17-0.00483163j 3.37859e-17+0.0358803j -5.84986e-16+0.0944569j -1.1099e-15+0.0021526j 1.5539e-15-0.0870835j -2.92608e-16+0.00988821j 8.3029e-17+0.00250979j -1.00836e-15+0.0047016j -1.55944e-16-0.003159j 5.39335e-15+0.0785175j 7.63387e-18-0.01684j 2.66128e-15-0.0868967j 5.04881e-16-0.0276558j -3.42221e-14+0.0366606j 4.70755e-14-0.037415j -9.39546e-14+0.044404j -2.15291e-16+0.00171995j 8.0957e-16-0.0129439j 5.06616e-16-0.0156094j -1.69196e-16+0.0461175j 8.5011e-17+0.0126255j -8.49758e-16+0.023595j -1.58373e-17+0.00499979j 1.77357e-16+0.0121526j 2.14634e-16-0.01322j 6.77554e-16-0.0178564j 7.8067e-16-0.0511812j -6.77703e-16+0.0171036j -3.08984e-16+0.0394318j -9.45574e-16-0.00987901j 3.69977e-16-0.0401209j 2.92044e-17-0.00517269j 6.235e-17-0.0237769j -1.82683e-16-0.0026371j -2.12216e-16+0.000647242j -1.07759e-15+0.0333948j 2.97509e-16-0.0186667j -6.24703e-16+0.0129382j 3.53148e-16-0.0209941j -1.14309e-16+0.0101584j -4.72607e-16+0.0244146j 4.64716e-18-0.00507531j 2.53092e-16-0.0237461j -8.74929e-16+0.0400352j 1.95141e-16-0.00868706j 9.17227e-17-0.000279677j -3.91148e-16+0.0394125j 5.8371e-17-0.000665228j 3.3037e-16-0.0257914j -2.08393e-16+0.0220769j 1.97601e-16-0.0143333j 7.43065e-16-0.0157759j -2.66894e-15-0.00236366j 
-1.8112e-14+0.0155159j -4.84165e-15+0.0417226j -2.63909e-16+0.0294849j -4.46432e-16+0.0507919j -1.71928e-15+0.104631j -8.71832e-16+0.0468182j 1.00148e-15-0.115196j 9.62307e-16-0.0354317j 1.07526e-15-0.116681j -1.6485e-15+0.11222j 9.03224e-16-0.00958752j -7.40796e-16+0.0438966j -1.82569e-15+0.135976j -4.63148e-16+0.0595234j 2.47306e-15-0.202085j -6.071e-16-0.00284784j -8.18876e-17+0.106023j -2.03954e-15-0.0272165j 1.48551e-16+0.0641987j -4.92385e-16+0.03824j -1.47864e-15+0.069879j -1.66722e-16-0.0154924j -1.43846e-15+0.0607474j -3.77459e-15-0.135732j -4.79821e-15+0.111261j 1.08613e-15-0.0941142j 7.04832e-16-0.0519481j 3.87456e-16-0.0576562j 1.36582e-16+0.0717673j 2.66737e-16+0.00755925j 2.97213e-16-0.0482942j -1.05495e-14+0.0503919j -1.50854e-15+0.201137j 5.90251e-15+0.0771405j 1.16798e-16-0.0210202j 1.22574e-15-0.0571751j 3.09728e-15-0.0895699j -4.8765e-14+0.0525554j 4.13195e-14-0.120353j -3.40254e-14-0.0264836j 7.56426e-16-0.0560727j 2.62575e-15-0.0624492j 7.68057e-16-0.0193531j 9.42912e-18+0.00960398j -6.64521e-17-0.0479095j 2.22145e-16+0.0011494j -1.88419e-16+0.00802317j 8.3843e-18-0.00598824j -1.3707e-17-0.0106301j -1.37643e-15+0.0405536j -1.00093e-15+0.0399592j -2.4121e-15+0.0305436j -1.0751e-16-0.0104512j -2.20411e-15-0.032618j 4.73353e-17+0.00856651j 3.62922e-16-0.0344845j -1.09676e-15+0.0772644j -9.32422e-16+0.0344534j -1.04552e-15+0.0165889j -1.66524e-15+0.0496119j 4.42678e-16-0.0199575j 1.13078e-15-0.0204306j -1.15902e-16-0.00848927j -8.18127e-17+0.0124513j -4.36187e-16+0.0609813j -1.49436e-16-0.00368947j -1.48975e-16+0.00193884j -1.46044e-15+0.113736j 4.71582e-16-0.058485j 1.24936e-16-0.0350565j 9.41363e-17+0.0327681j -7.80185e-16+0.0849338j -8.52283e-16+0.0415835j -2.21499e-16-0.0171674j 5.99989e-16-0.0275307j 3.52397e-17-0.0387885j 2.26966e-15-0.00947026j 
-8.77501e-14+0.128961j -1.90827e-14-0.0509053j 4.01158e-16-0.0204561j -8.7566e-17+0.0311792j 6.74451e-16-0.0630881j 6.14837e-16-0.103095j -3.3413e-16-0.0923615j -4.78858e-16+0.0979169j -2.33026e-16+0.129516j 1.72319e-16+0.0425375j -2.71502e-16+0.158834j -2.6954e-16+0.086112j 2.29094e-16+0.0145191j 3.22066e-16-0.011536j -1.15459e-15+0.0183687j -7.90919e-16+0.0134317j 7.72442e-16+0.131621j 3.86054e-15+0.0396425j 8.95753e-16-0.00428322j 6.16192e-16-0.0996752j 5.41188e-17+0.00568434j 1.53144e-16+0.00234563j 5.16024e-16-0.0169616j -2.16206e-16+0.0105214j 1.23289e-15-0.0290526j -6.08277e-16-0.011501j 4.74491e-16+0.0785774j -1.43697e-15+0.0128577j 4.91748e-16+0.0335958j -3.20855e-16+0.0427069j -4.40415e-16-0.0202577j -5.30587e-15+0.0211684j 1.08898e-15+0.0157009j 1.9037e-15+0.0230846j -2.52417e-16+0.0238906j 1.14786e-15-0.0624514j -1.41639e-15+0.0193201j -2.82836e-14+0.0898469j 3.69617e-14+0.0585702j -7.55109e-14+0.0585382j -3.40322e-16-0.00843668j -8.90748e-16+0.00697465j -1.93043e-16+0.0320412j 3.89893e-17+0.0447278j -1.57534e-16-0.0322226j -8.85348e-16+0.0362644j -4.77587e-16+0.0322437j 1.82669e-16+0.0313139j -2.51757e-17-0.00521706j 4.31495e-16-0.0517633j 4.93651e-16-0.019924j -1.72131e-15+0.0367989j -1.47769e-17-0.00828988j -1.00413e-15-0.0131292j -1.79791e-16+0.0154705j 4.23531e-17-0.0135912j 4.6557e-16-0.0450509j 8.1775e-16-0.0611339j 1.13905e-15-0.0589443j 6.64168e-16+0.00295561j -2.32731e-16+0.0291862j -2.38203e-16+0.00337944j 1.14065e-16-0.0180224j -5.00648e-17-0.0433928j 1.54394e-16-0.000850023j 7.55264e-17-0.0399279j 1.33155e-16-0.0463964j 6.96406e-16-0.040509j -2.94762e-16+0.0159953j -7.27316e-17-0.0261613j -3.82879e-17+0.0677223j 5.6644e-16+0.00567589j 2.80003e-16-0.0139492j 1.06706e-16-0.0605728j -2.32637e-16+0.0295224j 2.54437e-14+0.0156332j -1.16069e-13+0.0535396j 
1.16289e-14-0.0319001j 2.43499e-15+0.0723331j -1.59301e-16+0.0488926j 1.86892e-17-0.0548766j 4.61599e-16+0.129311j -1.69683e-16-0.0435681j -6.28194e-18+0.0352225j 3.74233e-16+0.0700928j -2.06204e-16-0.0787348j -7.88382e-16-0.103989j -1.36924e-16-0.0839161j 1.72306e-17+0.100564j -4.01457e-16+0.00745161j -9.50594e-16-0.0510039j -1.22958e-16+0.0877826j 7.94624e-15-0.176673j 6.31156e-16+0.0144494j -3.49071e-15-0.0275956j -2.51917e-15-0.107509j 5.06913e-16+0.0665526j 1.08632e-15-0.0803578j 1.19381e-16+0.0605553j -2.71607e-16-0.0568283j -1.49642e-16+0.00168272j 2.794e-16-0.0276393j -6.55258e-16-0.0800108j 1.39324e-15-0.0116487j -1.86529e-15-0.105363j 2.87074e-16+0.0139776j 4.99176e-17-0.0523633j 2.92207e-15+0.104955j -3.72609e-15+0.0197477j 4.99407e-16+0.0304905j -6.75534e-15-0.0758666j 1.21528e-15+0.0757912j 9.42783e-16-0.0857608j -7.47694e-16-0.0128765j 1.05872e-15-0.0383383j 3.16013e-14+0.0218804j -1.18774e-13+0.0922875j -6.70174e-16+0.0875494j 1.84534e-16+0.0253548j -3.72553e-16-0.109605j 1.02894e-15+0.0386444j 7.578e-16+0.14995j -7.84068e-16+0.0235014j 1.78944e-17-0.0781081j -7.43037e-16-0.0459484j 2.86094e-16+0.043791j -1.03377e-16+0.0203535j -9.40027e-16+0.00159065j -5.05991e-15+0.0997259j 8.18988e-16+0.0698829j -2.62599e-17+0.003914j -1.4788e-17-0.0187818j -1.96036e-16-0.026749j -3.71329e-16-0.0431526j 1.83551e-16-0.0322882j 4.23044e-16-0.0388099j -1.23169e-16+0.0264274j 1.2429e-16-0.059954j -2.7774e-15+0.0950048j 3.99755e-16+0.00380616j 1.75155e-16-0.00382167j 5.66869e-16+0.0823059j 3.72691e-17+0.0322635j 1.6649e-16+0.000567288j -8.56324e-17+0.0331676j 3.82346e-16+0.044197j 1.34259e-16-0.00410326j 2.96396e-16+0.0598933j 3.24677e-16-0.0367556j -7.8233e-17-0.0751409j 3.53616e-16+0.057425j -2.74225e-16-0.064309j -2.58926e-14+0.0400723j 1.15974e-13-0.0412301j 
8.88312e-14-0.0901956j 1.96289e-14-0.138155j -3.76456e-16+0.0020301j -3.59539e-16-0.0778427j 1.58928e-16-0.0529853j 4.87855e-17+0.0383852j -3.34425e-16-0.0591011j 8.48314e-16+0.0831937j -4.03006e-16-0.00549508j -6.32389e-16-0.231851j 6.49507e-16+0.0790811j 3.64235e-16-0.0670324j 9.38897e-18-0.0999408j 9.49965e-16+0.0256905j 3.34119e-16+0.100609j 5.77678e-15-0.138821j 1.45575e-15+0.0687196j 7.16369e-15+0.0547936j 1.86834e-15+0.0973848j 1.08939e-15+0.0867433j -2.47409e-16+0.065561j -6.72124e-16-0.123912j 3.23796e-16+0.0372432j -2.06821e-15-0.03171j 8.91027e-16+0.00523757j 2.69001e-16+0.018393j -1.09632e-15-0.0178914j 1.47448e-15+0.0515536j -1.55584e-16-0.0250616j 5.4832e-16+0.0151721j -1.15766e-15-0.059601j -2.02466e-14+0.0730339j 1.12134e-15-0.0376685j 8.88393e-15+0.0915107j -1.45546e-15-0.0410555j -1.34486e-15+0.0231876j 6.95528e-16-0.0793864j -3.15129e-14+0.0398167j 2.83145e-14-0.0637613j -3.40377e-14-0.00533359j -9.58372e-17+0.00363211j -2.73119e-16-0.000982712j -9.5312e-16+0.00182795j -3.17509e-16-0.00583636j 1.49127e-16-0.087439j 1.38701e-15-0.0464863j 7.98624e-16-0.0318136j -5.19326e-16-0.0265057j 1.66101e-16-0.0320626j -4.4478e-16+0.00267359j 1.47429e-16-0.00819336j -9.9052e-16+0.0275685j 4.11462e-16+0.0188985j -3.16765e-15-0.0339574j -1.44843e-18+0.00986645j 5.01475e-17-0.0267413j -1.95633e-16-0.00195746j -1.60824e-16-0.0483548j -3.0361e-16+0.0672906j -4.74467e-17-0.0385655j -6.25855e-17-0.0296009j 2.23951e-16-0.0110412j 1.98014e-16+0.024278j 1.02192e-15+0.0687026j -6.68991e-17+0.00852772j -5.12177e-16-0.0665431j 5.18244e-16+0.0770952j -5.76002e-16-0.0441062j -2.7742e-16-0.0250711j -4.72907e-16-0.0323036j -1.27013e-16+0.0333247j 1.62457e-16-0.032208j -2.8363e-16-0.0715957j 5.83514e-16+0.0329003j 3.15074e-16+0.0654639j -2.82815e-15-0.0911324j 1.13385e-14-0.0254071j 
