0.0066194+0.00434067j 0.00468762-0.00438626j 0.000682463-0.00427122j -0.00369205-0.00224194j -0.00013458+0.000431918j 0.00044385+0.00439221j -0.00418858-0.0039555j -0.00142909-0.00258577j 0.00195234+0.000703305j 0.000127374+0.00169517j 0.00552015+0.00590892j 0.00280608-0.000717863j 0.000985008-0.00317791j 0.0017318-0.00474837j 0.00314251+0.00104023j -0.00035279-0.00112751j -0.000531728+0.00224194j 0.000888797+0.00131588j -0.00329348-0.0042411j 0.000283291+0.00189848j 0.0012949+0.000837755j -0.00130813+0.00115577j -0.0013333-0.0019143j 0.00183977-0.00226146j -0.00042292+0.00173502j -0.000683391-0.00368167j -0.00349434-0.00571894j 0.0011992-0.000189474j -0.000569114-0.00269753j -0.000598182+0.000388773j 0.000164931-0.000548084j -0.00290988-0.00287876j 0.000595326-0.00261774j -0.00163192-0.00212543j -0.00200241-0.000741371j -0.00416744+0.000645806j -0.00105372+0.00114468j -0.00110199-0.00417462j 0.000918882-0.00136992j 4.05396e-05-0.00137193j -0.00366818-0.0017709j 5.64458e-05-0.00287781j 0.00441791+0.00279564j -0.00181224-0.0035835j 0.00413102-0.000254339j 0.00187171-0.00246112j -0.00200118-0.00219906j 0.000599819+0.00141175j 0.000947383-0.00232942j -0.00238604+0.00178085j 0.00460394+0.00801742j 0.000108664+0.00285365j 0.00367486+0.00272099j -0.00405813-0.00247709j 0.000713323-0.00607603j 0.00704758-0.00634177j -0.00429598-0.0100734j -0.00671024+0.00136214j -0.00528979-0.01449j -0.00866227-0.00857226j -0.00669142+0.00420461j 0.000130119+0.00271095j 0.00960944+0.00388315j 0.0032052-0.00211437j 0.0053222+0.0023242j -0.0110848-0.00101287j 0.00775226+0.00341064j 0.075423-0.00319179j 0.0170087+0.0517706j 
5.6632e-05-0.00400794j -0.00446959+0.000447547j 0.000207103+0.00610778j 0.00397258-0.000184931j -0.0127091-0.0120834j -0.0191616+0.00442677j -0.0208543+0.00333225j -0.00896657-0.00245631j 0.0160438-0.00164253j 0.0302959+0.000966845j -0.0152978+0.00739844j 0.0467996-0.000501812j 0.0109409-0.000976009j -0.0316682+0.000360439j -0.0482773-0.0114068j 0.0123989+0.012552j 0.024852-0.0320718j -0.0127627+0.0201091j -0.00663595-0.00831576j -0.0143016+0.00887932j 0.0320087+0.0255678j -0.00817115-0.000743465j -0.0104389-0.0206031j 0.00966677+0.0443173j -0.00153364+0.00335841j 0.00431774-0.000143697j 0.000794153-0.0133293j 0.00326537-0.00142441j 0.0187461-0.0234515j -0.00156127+0.0107838j -0.00126094+0.0114186j -0.00922289-0.0135601j 0.00804373+0.0040543j 0.00572979-0.000960307j -0.0037044+0.00619623j 0.0105581+0.0102218j -0.00683428-0.010336j -0.00611609+0.00595206j -0.00126362-0.00251862j -0.00107591-0.00312866j -0.000274118-0.00640285j 0.00464884+0.0127196j 0.0104496-0.000473901j -0.00312696-0.00143794j -0.00488438-0.00703472j 0.000397625+0.00463884j 0.00463413-0.00209079j -0.00273529-0.00191759j -0.000143486-0.00411065j 0.0114192-0.000300565j -0.00630735-0.00455262j -0.00173372-0.00264014j 0.00298749+0.00253942j -0.00236549-0.00200675j -0.00683481+0.00179028j 0.0107208+0.000640251j 0.0020153+0.00453253j -0.00542221-4.11321e-05j -0.00222885-0.00363975j 0.000326594-0.0023234j 0.00702315+0.000495368j 6.01457e-05+0.00193816j 0.0013431+0.0019177j -0.000729145+0.00345063j 0.00718525-0.000308635j -0.000510142-0.000803883j -0.00736325+0.000882295j -0.00020204+0.000787942j -0.00265828-0.00164734j 
0.00372183-0.00120106j -0.0063175-0.00119867j 0.00344583-0.000969503j 0.0176727-0.00429621j 0.0165154-0.00447088j 0.0393786+0.00477027j 0.0242317+0.00498968j 0.0321837+0.0034777j 0.00776485-0.00448376j 0.00986833-0.00828311j 0.0264683+0.0056614j 0.00820669-0.0180059j 0.0231063+0.00548339j -0.0257614+0.0218448j -0.00492167-0.012102j 0.0379705+0.00861075j -0.013935+0.0101226j -0.0274237+0.00386404j -0.0221675+0.00125381j 0.013161-0.00371052j -0.00160808-0.0180697j 0.0300078-0.00270766j 0.0148849+0.0169293j -0.00668349-0.00782501j 0.00293002+0.0324109j -0.0120006+0.0140152j 0.00664964+0.0137775j -0.0130225+0.00878957j 0.00259922+0.00134122j 0.0122749+0.00890596j 0.0108678+0.0101426j 0.00286633-0.0163089j -0.000715538-0.0111756j 0.00344962+0.00902787j 0.0155526+0.0166363j -0.0135527+0.00906646j -0.00262155+0.00164343j 0.00496964-0.0115665j -0.0034962-0.00604248j 0.00872859-0.00203471j 0.00579734-0.00528198j -0.00312916-0.00225029j -0.0112985-0.00587255j 0.00724217-0.00875803j 0.00511602-0.00243816j 0.00426774+0.00681404j -0.00263289+0.000463602j -0.000799117-0.00305972j 0.0102068+0.00412491j -0.00459205+0.00619094j 0.00574943-0.00710338j -6.58399e-05+0.00172222j -0.00702975+0.00278663j 0.0145182-0.00111626j 0.00754329+0.000562444j -0.00632054+0.00509801j -0.000225358-9.23309e-05j -0.00162118-0.000235448j 0.00948663-0.00225685j 0.00432806+0.00177943j -0.00630972-0.00274914j 0.0105832-0.002243j -0.000496327+0.0024331j 0.00160997-0.000312527j -0.0118308+7.1687e-06j -0.0014096-0.00175644j 0.000685348-0.00110146j -0.00412179+0.000935527j -0.000593152-0.00117591j 
0.00578174+0.00109835j 0.00120229-0.00346008j -0.0270163+0.00165518j 0.00458989+0.00666646j -0.0286383+0.000912772j -0.02959-0.00428385j 0.0281949+0.000872403j -0.0110935-0.00227973j -0.0428797-0.00702468j 0.00953704-0.0070333j 0.0363688-0.00604436j 0.0125332-0.00286252j 0.0181701-0.00124113j 0.0165717+0.00143044j 0.0123076-0.00458126j 0.00815697-0.00421309j 0.0225469-0.00211052j 0.0114146-0.0157881j 0.0161042-0.0220058j 0.00746923-0.0198916j 0.0124545+0.0059972j 0.00180053-0.00468311j -0.0214051-0.0116797j -0.0101658-0.0121613j -0.0013239+0.00209776j 0.0152202-0.0227721j 0.00315056+0.0118184j -0.00106685+0.00267634j -0.00740545+0.00269j 0.0130245-0.00830531j -0.00934108-0.000356986j -0.00370223+0.0169325j -0.011257-0.00591851j 0.00433613+0.000578235j 0.00189642-6.12019e-05j 0.0074155+0.00880417j 0.00631959-0.00371956j 0.0115106-0.00622518j -1.17039e-05+0.000216762j 0.00131619+0.000775817j -0.00472316+0.00170105j -0.00231282+0.00513431j -0.00951231+0.00564153j -0.00796438-0.00593353j 0.00271774+0.00281966j -0.00383066-0.00195045j -0.000153118-0.00167227j 0.00740374-0.00699971j 0.00999765-0.00258115j -0.0123606-0.0028079j 0.000386868+0.00676207j 0.0108261-0.000190325j -0.00601201+0.00388901j -0.00431223+0.000470843j 0.00369754+0.00202261j -0.00253898-0.00239295j -0.00846514+0.00356604j 0.00126284-0.00111858j 0.0031739+0.000948525j -0.000303346+0.00119024j -0.00172799-0.000314694j -0.000511412+0.00592518j -0.0042734+0.00175562j -0.00499859-0.000420275j -0.000713646-0.00162551j 0.00477009-0.00064173j 0.000782975-0.00285472j -0.00206967-0.000518201j 0.000681746-0.000956848j 
-0.00207749-0.00249643j -0.00706-0.00149101j 0.00483965-0.00653933j 0.0181455-0.00043198j -0.0153397-0.00289155j -0.0465667-0.00232241j 0.00468237+0.0160899j -0.00876023+0.00679719j 0.0395506+0.0133733j -0.0303533+0.0167407j -0.0108166-0.0127314j -0.0355029+0.00597467j -0.00272115-0.000454183j 0.0151213-0.001037j 0.00759704+0.0014683j -0.0037986-0.045398j 0.00853737-0.00446983j -0.0141065-0.0253705j -0.0200078+0.00768317j -0.0135381-0.0119132j -0.0124268-0.0101187j -0.00157593+0.00760141j -0.0100086-0.0398675j -0.00499568-0.00205964j -0.00583969-0.0155061j -0.00765843+0.00655707j -0.00597609+0.00102426j 0.00698257-0.00490435j -0.00742181-0.00266857j -0.0103483+0.0165421j 0.00192902-0.00206667j -0.00356494-0.00568384j 0.00222647+0.00484485j -0.00220973+0.00747363j -0.000434593+0.00537004j -0.000113259-0.00149412j 0.0021293+0.000973286j 0.00136367+0.0119385j 0.000233152+0.000734112j 0.00192033+0.00469334j -0.00264764-0.00124047j 0.00179688+0.00376454j -0.00350856+0.00620048j 0.000553788+0.00260142j -0.00218347+0.00554666j 0.00291556+0.00406272j -0.00292851-0.000202669j -0.00246797+0.00168117j 0.00171639-0.00215751j -0.00582635-0.00725307j -0.00115572-0.00186829j 0.00475713+0.00299067j -0.00951515+0.003872j 0.00342414-0.0043856j 0.00230761+0.00408599j -0.00542777-4.45584e-05j -0.00373645+0.00145957j 0.005783-0.000394343j 0.00117042+0.00319661j 0.00062035+0.00190671j 0.00211933-0.00022834j 0.00399584-0.000708702j 0.0017723-0.00227151j -0.00748683+0.000815596j -0.00591761-0.000960277j 0.00468865-0.00239865j -0.00129328-0.00532488j -0.0036548+0.00206288j -0.00503449-0.00210334j 
0.00020685-0.000987119j -0.00305257+0.000832195j -0.0274044-0.00267855j 0.00876257+0.0125807j 0.0295116+0.00126996j -0.0416377-0.00491821j -0.0452598+0.0183238j 0.047114+0.012208j 0.0191488+0.00316291j 0.0388568+0.0031428j -0.0347889-0.0114342j 0.0523019-0.00538718j -0.0284365+0.00415661j 0.0100907+0.0204788j -0.00978176-0.0139639j 0.0155197-0.00860827j -0.00287525+0.0221319j 0.0140925-0.00538413j -0.000441837+0.0137836j -0.00163818+0.00832922j 0.0126385-0.00757056j -0.0161894+0.0223217j -0.00174771+0.0281542j 0.00502557+0.00197618j 0.0187551-0.000666087j -0.0181358+0.00345616j -0.000596602-0.00769595j -0.00260364-0.00530496j -0.002884-0.00507207j 0.00901077+0.00379828j 0.00126941-0.000347582j 0.00694475+0.00655019j -0.00959333-0.00426598j -0.00231933-0.00830637j 0.0013765-0.00785546j -0.00764793+0.000633467j -0.00798289+0.000119463j 0.00533644+0.00659267j -0.000209612+0.0154371j 0.00714619+0.00125079j -0.00376359-0.00694758j 0.00396381+0.000821975j -0.00311882+0.00461021j -0.00710559-0.000504091j -0.00174019+0.00725208j -0.000117705+0.00128322j 0.00173773-0.00514754j 0.00477548+0.00229686j 0.00115501+0.000815134j -0.00367822-0.00137159j -0.00473193+0.00187069j -0.000582318-0.000333668j 0.00155875-0.00123071j 0.00273863-0.00208101j -0.00549143+0.00388293j -0.00241811-0.000260725j -0.00266081+0.00408694j 0.00282571-0.00223259j -0.00200029+0.00396059j 0.000168221-0.000497023j 0.00672106-2.53793e-05j -0.00103619+0.00363817j -0.00472136-0.00237473j 1.23925e-05-0.00240104j -0.000686331-0.000644701j 0.00516466-3.94444e-05j -0.00216556-0.0038172j -0.0034788+0.00264252j -0.00438724-0.00213761j 
0.0148703-0.00470372j -0.000910789-0.0048786j -0.0245037-0.00745529j -0.0408067-0.00855622j -0.000846386+0.00403479j -0.0262672+0.0103547j 0.0480489+0.018535j 0.00790541-0.00136408j 0.0118384+0.0106714j -0.0167945+0.00217597j 0.0258189-0.00822514j -0.00486226+0.00735641j -0.0232116-0.0248421j -0.0430664+0.023881j 0.0133251-0.0109812j 0.00474107+0.0154303j 0.00860367-0.0193331j 0.00555031+0.00311674j 0.00695973+0.013382j -0.0127482+0.0023166j 0.00252922+0.00171383j 0.00481089-0.00106474j 0.0194673-0.0150097j 0.0013248+0.0077179j -0.00273551-0.0082069j -0.0113044+0.0150246j -0.00607523+0.00412749j -0.001313-0.00196024j 0.00742636-0.00608539j 0.00955513-0.00261211j 0.00296194+0.00102282j 0.00362435-0.00713639j -0.00875018+0.0159052j -0.00504697+0.0046275j -0.0016234-0.00911544j -0.00522169+0.00294443j 0.00198472+0.000815926j 0.00669019-0.00729865j 0.00452844-0.0051698j 0.00403844+0.000189124j -0.00235791+0.00492873j -0.000312399-0.00324217j -0.00205544+0.00169042j -0.0124645+0.00806543j -0.00111977-0.00177893j -0.00400946+0.00123849j 0.00155398+0.00295275j -0.00441897+0.00246969j -0.00476522-0.00071881j 0.00368577+0.00433696j -0.00665072+0.000261863j -0.002724-0.000614128j 0.00604663-0.00473968j -0.00295897+0.00378364j 0.0069521-0.00459565j 0.00475722+0.00349942j 0.00150428-0.00737811j 0.000923432+0.000394752j 0.00378419-0.000366639j 0.00393071+0.000790357j -0.00776565-0.00193337j -0.0104642+0.0020746j -0.00342012+0.00222278j 0.00601683-0.00292483j 0.00376371-0.00310404j 0.00258813-0.00248404j 0.000613725-8.94142e-05j -0.00647167-0.00145919j 0.00323395-0.00354081j 
-0.00404937+0.00737649j 0.015119-0.00185432j 0.0198299+0.00127779j -0.043681+0.00509166j 0.0252093-0.0135411j 8.09365e-06+0.0168294j 0.0461152+0.0080325j 0.0599294-0.00606634j -0.00553827+0.017355j 0.0370312+0.021104j 0.0162353-0.0168153j 0.00806505+0.000999248j 0.0391447-0.0144021j -0.00769631-0.023176j 0.0199747+0.0259761j -0.00236144+0.000443151j 0.0129424-0.00245138j 0.0074478-0.00952625j 0.00161059+0.00613268j 0.0077269-0.0104194j 0.00688946+0.00584382j 0.00974204+0.0123932j 0.0135746-0.00490113j 0.0136032+0.00292051j 0.00876831-0.0217841j -0.00542117-0.000592189j -0.00673162+0.0106674j -0.0151459+0.014208j -0.00374428+0.000185858j -0.00177652-0.00327529j 0.00287336-0.0097259j -0.00064106+0.00645087j 0.000939429+0.0080022j 0.00022469+0.00276777j -0.0070747+0.00517975j 0.0109405+0.0102888j -0.00430468+0.0033173j -0.00510916-0.00677428j -0.00241056+0.00106199j -0.00217368-0.000343848j 0.00238836+0.0041056j 0.00188764-0.0133658j 0.00513498+0.00522397j 0.00183017+4.2576e-05j 0.00695579-0.0056772j 1.23789e-05-0.00238377j -0.00315639+0.00163723j -0.00257516+0.00713305j -0.00354581+0.00353909j 0.00665207-0.00516734j 0.000399192+0.00544071j -0.00307277-0.00111381j 0.00534209-0.00584777j -0.00386645+0.000754931j -2.56631e-05-0.00140432j 0.000251226-0.00130834j 0.00145648+0.00160245j -0.00107052+0.0034091j -0.00568331-0.00220387j -0.00862205-0.00256146j 0.00539822-0.000585905j -0.00477166-0.00234246j 0.00209603-0.00541166j 0.0042857-1.13686e-05j 0.00490666+0.00308867j 0.00456683+0.00378949j 0.00424101-0.00423389j 0.00326502-0.00156143j 0.00272432+0.00108833j 
0.0109497+0.00313413j 0.012596-0.0110143j -0.0012903+0.0106694j 0.00531296-0.00441493j 0.0148717+0.0099111j -0.0116895-0.00709091j -0.0381626-0.00247988j -0.0205323+0.0177618j 0.0475032+0.00046526j 0.0122496-0.0145991j -0.0204975+0.0198954j -0.0177075-0.0130099j 0.0142308-0.0250453j -0.0200248+0.00370707j 0.00637613-0.0158453j 0.00490493-0.0140651j -0.00309365+0.0196251j -0.00179873-0.00499316j 0.00285549+0.00576456j 0.00392528-0.0045216j -0.00361237-0.00817478j -0.0113104+0.0105903j 0.000200894+0.00821197j -0.00940058-0.00426464j 0.0041626+0.0159128j 0.00969741-0.00263279j -0.00493544+0.00306412j -0.00680107-0.00224849j 0.00342875-0.00949994j -0.00399009+0.0153434j 0.0100521-0.00254707j -0.00653754+0.00233482j -0.00679931-0.00137019j -0.00117146-0.00402745j -0.00570792-0.00182278j -0.0035815-0.00118565j 0.00231195-0.00250828j 0.000461225-0.00632901j -0.00454362-0.00685192j -0.00254882+0.00370675j -0.00317748+0.00330604j 0.00549162-0.00510922j -0.0074659+0.00197602j 0.00586639-0.00404639j 0.00752401-0.00568878j 0.00189369-0.000288777j -0.000879138+0.00175857j 0.000993937+0.00789452j 0.00353626-0.000271382j -0.000598742-0.00215242j -0.00472774+0.00717205j 0.00925212-0.000159121j 0.000139143+0.00223326j -0.00493255+0.000896129j 0.000972681+0.00191762j -0.00895532-0.000544735j -0.000905503-0.00779918j -0.0011176+0.000978037j 0.00791841-0.00236097j -0.0149376+0.00629335j -0.000555728-0.00387553j -0.000672006-0.00134172j -0.010149+0.000885748j -0.00205616-0.00210961j 0.00341593-0.000836945j 0.0079709-0.000923879j -0.00451787-0.00328157j -0.000544943-0.00301692j 0.00314701+0.00193836j 
0.00938281-0.0113618j -0.0102935-0.00126196j 0.020447-0.00182639j -0.00777326-0.000288054j 0.00622616-0.0099986j 0.0367733-0.00426244j -0.00298607-0.00893407j 0.066444+0.00788537j 0.00209939-0.0183105j -0.0139648-0.0122748j -0.0042971+0.015461j -0.00255245+0.0368458j -0.0165927+0.00995962j -0.00925072-0.00463646j 0.0150933+0.0228886j -0.00599871-0.0265412j 0.00836714+0.0136251j -0.00281479-0.0126756j -0.00430439-0.0242167j 0.000708593+0.000788295j 0.0111818-0.00613869j -0.00405349-0.0117713j 0.00965205-0.00437289j 0.0121017-0.00709697j -0.0109944+0.00279922j -0.0186861+0.00643497j -5.78788e-05-0.000861786j 0.00153111+0.00842246j -0.00296487+0.00807001j -0.0087806-0.00301481j -0.00046989+0.00799415j 0.00460241-0.01056j 0.00487159+0.00130688j -0.00361672-0.00401147j -0.00230323-0.00835833j -0.00303194-0.00371957j -0.0065447-0.00229597j -0.000116521-0.00465866j 0.00351987-0.00211617j 0.00296141+0.00220851j -0.0019141+0.000770116j 0.00120299+0.00268153j 0.00149246-0.00336943j 0.000940187+0.00469252j -0.00243885+0.000797392j 0.00167529+0.00408103j -0.00148409-0.00151637j -0.000424038-0.000208071j -0.00309956+0.00292568j 0.00886706-0.00161693j -0.00685409-0.00459143j -0.00399493+0.000282687j -0.000297521+0.00103711j 0.00210415-0.000583119j -0.0033592-0.000926602j -0.000416341+0.00706352j -0.00356583-0.000698308j 0.00121217-0.00256722j 0.0044741-0.00429978j -0.00458511+0.00374569j 0.00212312+0.00610583j 0.000960274-0.00619062j -0.000888117+0.00165101j -0.00380964-0.000178305j 0.00322409+0.00117916j 0.00306841-0.00334437j -0.010496-0.00028941j -0.00255622-0.000465233j -0.00367865-0.001937j 
0.00108549+0.00150408j 0.00702736+0.00540084j -0.0619841-0.00540948j 0.0149992-0.0287979j 0.0575808+0.00289068j -0.04746+0.011123j -0.0437536-0.0168118j 0.0141239-0.0360214j -0.00457656-0.00920304j 0.0010538-0.00343525j -8.16829e-06-0.0055531j -0.0136794+0.0135399j -0.00148706+0.0028822j -0.00120349-0.00427714j -1.89396e-06+0.0336447j 0.0197701-0.00564727j -0.00393393+0.00984108j 0.0164347-0.00986382j -0.00125447-0.0129992j -0.0230664-0.0040926j 0.0139171+0.00552018j 0.0122713+0.00986609j 0.00369122+0.00776786j 0.00393793+0.0084716j 0.000265356-0.00861044j -0.000658627-0.0030231j -0.000930446+0.0130925j 0.00499535-0.00578505j 0.00554764+0.00216572j 0.00167405-0.00181033j -0.00168623-0.00193927j -5.50294e-05+0.00749415j 0.000158939+0.00404555j 0.000818394+0.00303893j 0.00426329-0.00177219j -0.00499837+0.00249216j 0.00318333-0.00233648j 0.00326342+0.00313552j 0.00455692+0.00107444j 0.00347581+0.0014966j -0.0016501+0.0043641j -0.00149372+0.00138848j 0.0047272-0.00903787j -0.00729978+0.00615916j -0.0012331-0.00200594j -0.00363158-0.000317867j 0.00185668-0.00115724j -0.00164352-0.00546074j 0.000207371-0.00344197j -0.00361422+0.00548206j 0.00452254+0.00613747j -0.00386882-0.00146569j 0.00132766-0.00304838j 0.000536176+0.006034j 0.000719169-0.00103836j 0.00695983-0.00447361j 0.000767004-0.000755638j -0.00192545-0.00163613j -0.00216064-0.00196466j 0.00204539+0.00140732j -0.0109121+0.000804557j -0.000418044+0.00211328j 0.00289484+0.00389648j 0.00302391-0.00196397j -0.000809196-0.00196182j -0.00798185-0.00199525j 0.00199233+0.00628105j 0.00537924-0.00227739j 0.00472048+0.00219238j 
-0.0306572-0.0044314j 2.4228e-05+0.001354j -0.0272463+0.0176003j -0.0718831-0.0148133j -0.0297056+0.000918368j -0.0481599-0.00738701j 0.0370835-0.0446639j 0.00765055+0.0114425j 0.00534142+0.00661545j -0.000874304+0.00163809j 0.00230106+0.0339757j 0.0015309-0.00442175j 0.0111039-0.0196234j 0.00291783+0.00581331j 0.0142519-0.0215657j -0.00436035-0.00688452j 0.015395+0.00271274j 0.00399521-0.00647555j -0.00479807+0.00268998j -0.00974912+0.0229349j 0.00552573-0.0110013j 0.000425798-0.00708977j 0.00846051-0.00365277j 0.00335973-0.00286665j 0.00302527-0.00854936j -0.00158184+0.0031126j 0.000304571+0.00384162j -0.00228214-0.00600823j 0.000200224-0.000204688j -0.00309786-0.00228606j 0.00342507+0.00362239j -0.00126833-0.00414495j -0.000765985+0.00162169j 0.002713-0.00367237j -0.00550502+0.000367856j 0.00970843+0.00412598j -0.00180247-0.00152205j 0.000137995-0.00820007j -0.002391-0.00466733j 0.000748638-0.00366158j 0.00128828+0.00632674j 0.00387218-0.00295204j -4.44323e-05+0.0037844j 0.00111089+0.00532222j -0.000455928-0.000177544j -0.00271123+0.00130308j 0.00116903+0.00341287j 0.00167889-0.000943094j -0.00343688-0.00219086j 0.000395322+0.00593442j -0.00396598+0.00236316j 0.000277272-0.00192687j -0.000912618+0.000258348j -0.00073044-0.0013216j -0.00538666+0.00297533j -0.00212984+0.0025768j -0.00155454+0.00149818j 0.00545361-0.000137372j -0.00147672-0.000790587j -0.00768856+0.00606254j 0.00313297-4.66907e-06j 0.000904035-0.0044599j -0.00198105+0.00100813j -0.00587692-0.00256349j 0.000760969+0.000563703j -0.000408387-0.000277467j -0.00474616+0.000738053j 0.00415004+0.000284177j -0.00432122+0.00417246j 
0.0114986+0.00141784j -0.0504775+0.0019438j -0.00974436+0.0237247j -0.0464412-0.00192995j 0.0526643+0.00909416j 0.0183808-0.0465207j 0.0280702+0.00889426j -0.00704644-0.00196717j -0.0147724-0.0205972j 0.00764769-0.000838867j -0.0161288-0.0283458j 0.00269692-0.0167531j -0.00157697+0.00574051j 0.000426832-0.0276316j 0.00844693-0.00705406j 0.00979097-0.00438274j -0.000720292-0.00356886j -0.00165309-0.00553705j 0.00342614+0.00432729j 0.0135175+0.00605523j 0.000853384-0.00548906j -0.00400109+0.00828179j 0.00767278-0.015199j 0.00467894-0.00741516j -0.00173906-0.00533405j 0.0016633-0.00706294j 0.00644728-0.0021156j -0.00306057-0.00347441j 0.00316821-0.00838749j 0.00252198-0.00171217j 0.00293675-0.00708638j 0.00422657+0.00370788j -0.000130111+0.00192086j -0.00388166+0.000200888j 0.00589341-0.00181743j -0.00308795-0.00951504j -0.00367541+0.00295024j 0.000614764+0.00402023j -0.00354349+0.00223926j 0.0021734-0.00133793j 0.00467914-0.00590121j -0.00128176-0.00488714j -0.00180315+0.00171377j 0.00461958-0.00239981j 0.000966429+0.00813999j 0.000530527+0.00201716j 0.00537286-0.0039037j 0.00282487-0.00128499j 0.000609297+0.00318463j -0.000705475+0.000399156j -0.0018313+0.0004853j -0.00215859+0.00813261j -0.00039298-0.00369769j 0.00684361-0.00464707j -0.00350603+0.00621531j -0.00249286-0.00351125j 0.00417514-0.00346398j -0.00257814-0.000858321j 0.00686364+0.0061853j 0.00106888-0.00592128j -0.000119325-0.00337749j 0.00392618-0.00145411j -0.00587922-0.00314123j 0.00578491-0.00130894j -0.00416462-0.00264913j -0.00326941-0.00270598j -0.00471535+0.00606394j -0.00412907+0.00441063j -0.00311813-0.00115178j 
0.0294976+0.000302353j 0.0222764+0.00540329j -0.0177277+0.00695367j -0.0525888+0.00589139j -0.0356333+0.0511739j 0.0324048+0.00875603j -0.0136998+0.00872956j 0.0107345+0.00205511j 0.00108955+0.00760807j -0.00730902-0.0350844j -0.0133099-0.00414265j 0.0149824+0.0234156j 0.00988855+0.0290097j -0.00727156+0.00836085j 0.00567998-0.0199161j -0.00462103-0.00851292j -0.0045051-0.00466149j -0.000953866+0.00504471j 0.00674014+0.0112749j -0.00105009+0.00598942j 0.00444759-0.0142575j 0.00172996-0.0087919j -0.00251334-0.00389386j 0.00464929-0.00870912j -0.00424716+0.0108053j -0.00552579+0.00487516j -0.00350797-0.010595j -0.00126766-6.63764e-05j -0.00149242-0.00392099j -0.00202025+0.0070352j -0.00262218-0.00155587j 0.00217056+5.34944e-05j 0.00203865-0.0055105j 0.00165082+0.00177883j 0.00175341-0.00371819j -0.000963837+0.00389154j -0.000419081+0.00359051j 0.00139661+0.00442439j 0.00284984-0.00176513j -0.000966143-0.00124226j -0.00392533+0.000193481j 0.000431687+0.000323096j 0.00126275-0.00879682j -0.00115089+0.00303267j 0.00258112+0.00140186j 0.00160344-0.00147498j -0.0021478-0.00263835j -0.00296561+0.000685596j 0.00084558-0.000316111j 0.00664681-0.00354576j -0.00193125+0.000821121j -0.000924809+0.00467636j 0.0035359-0.000697335j -0.00384514-0.000282069j 0.0026098-0.00108662j 0.00305232-0.00375058j -0.00095763-0.00110111j -0.00591177+0.000941319j -0.000885981-0.00438039j -0.00345391+0.000325579j -0.00293713+0.00117376j -0.00258002+0.000230856j 0.00220824+0.00273832j 0.00461859+0.00216258j 0.00503047-0.00370339j 0.00137171-0.00527937j -0.00157025+0.00271354j 0.00216959-0.00107694j 0.00328111-0.000791033j 
0.0242936-0.0195913j 0.0649012+0.00861892j -0.00250997+0.0524458j 0.0581254-0.0105136j -0.00927488-0.00112984j 0.00637117-0.005359j 0.00421175-0.00207807j 0.00825314+0.00246071j 0.0128971-0.0135136j 0.0163592+0.00455322j 0.0101373-0.0148588j -0.00286153-0.0117459j -0.0123361-0.000659822j 0.00981261-0.0144598j -0.000687637+0.00468595j -0.00556517+0.00598958j -0.000101052+0.00147419j -0.00821585+0.00352244j 0.00392837-0.00383367j -0.00992689-0.0014206j 0.00123123+0.0050748j 0.0047573+0.00302254j -0.00371338+0.00454222j -0.000274279-0.000159415j 0.000190347+0.0015685j 0.00152937-0.000520281j 0.00727456-0.000535675j -0.0026946+0.00223131j -0.000671951+0.00201252j -0.00282845+0.000560538j 0.00107328-0.000106941j 0.0019704-0.000193465j 0.00145176-0.00248692j 0.00396816-0.00146176j -0.00710359-0.00560974j 0.00317059+0.00485453j -0.000142018+0.000725845j 0.000494321-0.000866882j -0.000465227+0.002555j -0.00159555+0.00253568j -0.000575756-0.00157737j 0.00445075-0.00281394j -0.00277068+0.00555007j 0.000700183-0.00414864j -0.00243362-0.000751895j 0.000447253-0.00182584j -0.00280762+0.00161681j -0.00189509+0.00625071j -0.000431039+0.0022776j 0.00282249-0.00730864j -0.0042929+0.00297056j 0.00268099-0.0035284j -0.00118961+0.000699096j -0.00238315+0.00164135j -0.00208098+0.00072931j -0.00276883+0.000929232j 0.000212905+0.00228363j 0.00394415-1.78273e-05j -0.00166842+0.00110323j -0.00151636+0.00185662j 0.00891584-0.00491797j -0.0010001+0.00212591j -0.00192012-0.000470743j -0.00570448+0.00477935j 0.00406149+0.000448836j 0.00615132+0.000861976j -0.00350663-0.00205205j -0.00281136+0.00441997j -0.00613706-4.54464e-05j 
