-0.13389-7.63278e-17j 0.0483986-0.0293739j 0.00238284-0.0288604j -0.0387513-0.0883512j -0.0204408-0.0193036j -0.0169049-0.0136844j 0.0103809-0.0226667j 0.0206971+0.00938626j 0.0260202-0.0220968j 0.0191391+0.0101777j -0.00791715-0.00383597j 0.0308486-0.0177136j -0.00597706+0.0109333j 0.0241377-0.0219812j 0.0114841+0.0167467j -0.0287426-0.00452495j 0.00464654-0.0169417j 0.011781-0.0105205j 0.011126-0.0231557j 0.0219471+0.0162762j -0.0557627+0.036674j 0.0530364+0.0299768j -0.012708+0.0732048j -0.0372101-0.0543196j 0.0211138-0.0325066j -0.0118974-0.0288782j 0.00359651+0.0227067j 0.0613604+0.0693536j 0.0191396-0.0129427j 0.0272815-0.00182934j 0.0513785-0.0253041j -0.0107497+0.0244055j -0.0111193-0.031659j -0.00581705-0.0174877j -0.00262679-0.0146328j 0.0178958-0.00246036j 0.0143695-0.0379954j 0.0203123+0.013515j 0.0131131-0.0105597j 0.0270781-0.0257556j 0.0324053-0.0430133j 0.00218105+0.017478j 0.00202713+0.0300574j -0.00231047+0.012057j -0.00878684+0.00380196j -0.000403673-0.0150503j -0.0162844-0.0322085j -0.0258472-0.031496j 0.00141201+0.00347123j -0.0456787-0.0440869j 0.00670753+0.0104801j 0.0258857-0.00436941j 0.0343006+0.057772j 0.0123693+0.0730647j -0.042148-0.0227657j -0.0147245+0.0333305j 0.000148168+0.00651884j -0.000452669+0.00960937j 0.020315-0.0579487j -0.0237019+0.0948364j 0.0149487-0.0430486j 0.06416-0.0148562j 0.0491994+0.0811533j 0.0667985-0.0175172j -0.00925912-0.0335173j 0.138775-0.0548567j 0.0646908+0.0159579j 0.0400197+0.0578579j -0.0298511+0.0161503j -0.0526416+0.0417848j -0.0213852-0.0111503j 0.0179597-0.0463838j -0.0092511-0.0572063j -0.0209737+0.08513j 0.00137721+0.0442692j 0.00295146-0.02378j -0.00304958-0.0108231j 0.0429542+0.0254287j -0.0238442-0.0120722j -0.013156-0.0527971j -0.0225471-0.0519658j 0.0319651-0.0385634j -0.00739346-0.00938655j -0.15021+9.84089e-05j 0.165638+0.171732j 0.137285+0.0135443j -0.113233+0.266208j 0.123139+0.15225j 0.0188352+0.0935154j -0.153761-0.0529674j -0.134563-0.0140622j -0.0968068-0.0173378j 
-0.00262679+0.0146328j -0.00274893+0.00269036j 0.0396235-0.0527431j -0.027449-0.00500045j -0.0320156-0.0396968j 0.0209078+0.0165685j -0.0130604-0.0159547j -0.0510052+0.0539367j -0.0427041-0.0246176j -0.00982351-0.0030297j 0.0233159+0.0408595j -0.0112327-0.0396339j 0.0263068-0.0207202j -0.031796-0.0151941j -0.0693582+0.000406007j -0.00683761+0.0522898j 0.0882633-0.00733142j -0.0527465+0.0429189j 0.0350845+0.0328554j 0.0175873-0.110869j 0.0362052+0.0246448j 0.0360004+0.0151291j -0.0395872-0.0289322j -0.00678041-0.0470883j -0.0329504-0.0914854j 0.0452942+0.0164347j -0.00834478+0.0527616j 0.0120467+0.0278059j 0.00168842-0.0689868j 0.0497209-0.111091j 0.034943-0.0188931j -0.0490257+0.0446374j 0.0585912+0.0818674j -0.00955321-0.00117271j 0.116361-9.27453e-14j -0.0790715+0.0123248j -0.0340546-0.0344486j 0.0851314+0.0989331j -0.0152634-0.0942814j -0.00605585+0.00720552j 0.0133204+0.00363922j 0.0394182-0.0303109j 0.084076-0.0351597j 0.104372-0.013656j 0.08682-0.0255385j 0.00587762+0.0388028j -0.0534821-0.0861245j 0.119045-0.0474196j 0.04682+0.0189487j 0.0580184-0.060159j -0.241709+0.0721184j 0.0410366-0.00675299j 0.115551+0.00234528j 0.0933063+0.0176795j -0.00582319+0.0466565j 0.0306452-0.0311311j -0.0302584+0.0780055j 0.0344321-0.0665397j 0.0946747-0.0286172j 0.013058-0.0576265j 0.0932052-0.03529j 0.0703747-0.00577979j 0.037145+0.0862429j 0.00430922-0.000616298j -0.0360445-0.0280329j -0.0847145-0.0140409j 0.0624134+0.0769361j 0.0705786-0.0465807j 0.00258738-0.00511123j -0.0346838-0.0443094j 0.0246444-0.0609098j 0.0741987-0.00877663j 0.0140611-0.0216397j -0.0268493-0.08588j -0.042634-0.0455932j 0.00508926+0.0664909j -0.0141214-0.0520644j 0.108344-0.0854285j -0.0973819-0.0105709j -0.129766+0.0123688j -0.0118189-0.0139278j -0.00982924-0.0239601j 0.0238845-0.134604j -0.0242084-0.00187108j 0.134288+0.0125032j -0.019822-0.00834415j 0.0237439-0.13991j 0.0753208+0.0147934j -0.0292726-0.0243523j 0.0119951-0.0382572j 0.0107071-0.0147508j -0.00880987+0.00139139j 
0.0178958+0.00246036j -0.00247438+0.046219j -0.0648315+0.0277691j -0.0281708-0.0416361j 0.044845+0.00427201j 0.0665974-0.0673598j 0.0214751+0.0579692j -0.0143946-0.0362377j 0.0256296-0.00427556j -0.0231367+0.0432599j 0.000905008-0.0986499j -0.0140241+0.0860382j -0.0138916+0.0441139j -0.00602325+0.0488937j -0.0345978-0.105729j -0.0115842-0.0273131j 0.0943896-0.0244508j -0.0588853-0.171263j 0.0582479+0.0874939j 0.0549566-0.0579976j -0.0245578-0.0441683j 0.098269-0.0238238j -0.0266039-0.126259j -0.0260289-0.00561002j -0.0032999+0.0394972j 0.0301875+0.122117j 0.0106125-0.0667933j 0.0279193-0.0424941j -0.0211755+0.00959294j 0.00619379-0.00917486j 0.124587+0.0253368j 0.0516069-0.0446202j 0.0304488-0.0505454j 0.0700705+0.097831j -0.0790715-0.0123248j -0.00752538+3.39605e-15j 0.0525398+0.0122785j -0.0594673-0.0575265j -0.0357845+0.00588985j -0.0459179+0.0255743j -0.0741825-0.029092j -0.00437917-0.0474411j 0.0165746-0.0286431j 0.0195051-0.0454162j -0.0219897-0.0556687j -0.0032167+0.000636588j -0.0293989+0.0452159j -0.00728273-0.0566099j 0.0686166-0.0754036j 0.0298025+0.0435743j -0.0273035-0.044558j -0.0191548-0.0409913j 0.0209084+0.00963684j -0.161484+0.129734j -0.0248447+0.0357163j -0.142539+0.066569j -0.0250905+0.00500706j -0.0924418-0.0223568j 0.0889005+0.0839141j -0.0931107+0.0170488j -0.0412175+0.0486913j 0.0673944-0.0540789j -0.00762871-0.0162657j 0.00722703-0.0416241j 0.0767593-0.103228j 0.0676968+0.0435621j 0.0353389+0.0270062j -0.0297468-0.018803j -0.0265313-0.0223428j -0.049601+0.00253702j -0.0516704+0.0409288j -0.0685777+0.0516877j -0.0815356-0.0277308j -0.0761588+0.00396178j -0.0144953-0.00266708j -0.00105889-0.0327412j 0.109468-0.0187867j -0.028331+0.0266379j 0.0197825+0.0719371j -0.0669836+0.0521687j -0.0468222+0.0149488j -0.034982+0.0289982j -0.0318607+0.0285129j -0.0461523+0.0915721j 0.0167152+0.0679718j 0.0547142+0.0161962j -0.0482943+0.0186906j -0.0353464-0.0267517j 0.0520454+0.0765985j -0.0314176+0.0473963j 0.0241405-0.0122799j -0.0110386+0.00351186j 
0.0143695+0.0379954j -0.0254407-0.0193205j 0.0159987+0.0235897j -0.0322086-0.00228339j 0.0260432-0.0163129j -0.0415522+0.0283479j -0.0226961+0.0679198j -0.027014+0.0375224j -0.0311931-0.0509313j -0.0727639-0.0222036j 0.0281818+0.163113j -0.0110879-0.0400447j -0.0446769+0.0387899j 0.00160769-0.090685j 0.00402723-0.0109183j -0.0202007-0.0285422j 0.121128+0.09254j -0.00352824+0.0439579j 0.0447401+0.0153678j 0.0102902-0.000168806j -0.00727817+0.0148523j 0.00542809-0.0450246j 0.0120138-0.00294142j -0.0544077-0.0286245j -0.0322773-0.0818699j 0.0302354-0.044291j 0.0463204+0.107335j 0.0517103+0.111967j -0.0744756-0.0692477j 0.0385896-0.0163784j -0.015908+0.0131818j 0.0553279-0.0186814j -0.0407922-0.0100722j -0.0273267+0.0307085j -0.0340546+0.0344486j 0.0525398-0.0122785j 0.0500707-7.8583e-16j 0.0115924-0.0114336j -0.0136512-0.00744147j 0.0518703+0.0373753j 0.0484321+0.0348243j 0.0332011-0.0154312j 0.0764561-0.12865j -0.00126382+0.072361j 0.0181199-0.0124099j 0.0393703+0.0275356j 0.115958+0.0607352j 0.0307758+0.0399018j 0.0673136-0.0753862j -0.0481578+0.0125462j -0.0537474+0.0152929j 0.144173-0.0135134j -0.00404761+0.0588413j -0.0218252+0.0276928j 0.0253486-0.0168426j -0.00571614+0.0456718j 0.137729-0.00230814j 0.105334-0.030648j 0.094304+0.0240387j -0.0152742+0.109874j 0.034217-0.00417751j -0.0498385+0.0352979j -0.0233485-0.0400651j -0.0267411-0.0106033j 0.0559208+0.0425495j 0.00551786-0.0414893j -0.0521306+0.00648052j 0.0432518-0.020685j -0.0444753-0.0382028j -0.0559209-0.0129372j -0.0524646+0.0112146j -0.0267942-0.0765655j -0.00881523-0.0322516j -0.0342236-0.0185563j 0.0153426+0.0564028j -0.0219729+0.0140004j 0.0295411-0.0833306j -0.025383-0.093285j 0.0471217-0.0268561j 0.040846+0.0421533j 0.0417734+0.082722j 0.0588732-0.0398736j 0.0510187+0.0778068j 0.00649006-0.0215619j 0.0205232-0.00510144j 0.0198396-0.00757744j -0.0234967+0.10998j -0.0704917-0.0853047j -0.00515708+0.0406866j -0.0285048+0.073087j -0.00868051+0.000918999j 0.0271698+0.0398317j 
0.0203123-0.013515j 0.0159037+0.0106493j -0.0548812+0.0423322j -0.0278455+0.0473527j 0.0498647+0.0537065j 0.00839686+0.0265634j 0.00259465-0.014819j 0.0165961-0.0011782j 0.0352477-0.0184031j -0.0509858+0.017064j -0.0670514-0.0505482j -0.0207936+0.0586481j -0.00514028-0.0183685j 0.0826627+0.0070043j 0.0394708-0.0709708j 0.0584811-0.0376708j -0.0590921-0.0608753j 0.0423663-0.0771746j 0.0438259+0.0086051j 0.0150739+0.00625542j 0.0111683-0.0365339j 0.0297411+0.00120119j 0.0491218-0.0104998j 0.0274486+0.0198947j -0.0142198+0.102634j 0.031494-0.0492634j 0.0348243-0.0953625j -0.0552993-0.0185626j -0.0168066+0.0356403j -0.00611797+0.0535272j 0.067322-0.00184373j 0.00389803-0.0566277j -0.0216522+0.07902j 0.0910928+0.0432177j 0.0851314-0.0989331j -0.0594673+0.0575265j 0.0115924+0.0114336j 0.0663717-1.41762e-14j 0.0771726-0.0189039j 0.0768144+0.0100444j 0.0438056+0.00206511j -0.0218741+0.0366647j -0.0654971+0.0462452j 0.0158379-0.0141929j -0.0948184+0.0352384j -0.00162772+0.0170503j -0.0229562+0.0221413j 0.0226735-0.0404323j 0.0733454-0.0379931j 0.00859523+0.0532184j -0.0363883+0.00802465j -0.0540421+0.0639593j 0.0908862-0.118844j -0.134127+0.0263861j -0.0520712-0.0816105j -0.0441341-0.00722806j -0.0816551+0.0403066j 0.00845602+0.0190357j -0.0305603+0.00777274j 0.0463951+0.00264283j 0.00836957-0.0158285j 0.0653441-0.0199799j 0.0205953-0.00410738j -0.0649975+0.029315j 0.0508401+0.00659735j -0.01301+0.0443133j -0.0410989-0.039518j -0.0140073-0.0157328j -0.0463041+0.0505141j -0.0246846+0.0518049j -0.00494079+0.0105295j -0.00733767-0.128503j 0.0189248+0.0166445j -0.00441924-0.0088574j 0.0274436+0.0145048j -0.0125555-0.0284755j 0.00731568-0.0413888j 0.00593507+0.0176278j -0.00470703+0.0293663j 0.0207706-0.00814321j -0.0134013-0.107869j -0.0817248+0.0176722j 0.0141501+0.0275575j 0.0191441-0.118785j -0.0761678-0.0701642j -0.0126185+0.0437609j 0.0251667-0.0619135j 0.0288807-0.00276138j 0.0716136+0.00682472j 0.00276883-0.00504863j 0.0177582+0.0118363j -0.0214349-0.000172447j 
0.0131131+0.0105597j 0.00598371-0.0374197j -0.103045+0.0763661j 0.020993+0.0212835j 0.0841553-0.09404j 0.042132+0.0398686j 0.0743759-0.0889722j 0.0048236+0.02775j -0.0180574-0.0576601j 0.0325722-0.0345674j 0.0281204-0.00435545j 0.0493096-0.104793j -0.0152721+0.0141248j 0.0684833-0.059977j 0.0591695-0.0130928j 0.0706212-0.00997326j -0.0112199-0.0233643j 0.0210426+0.150165j 0.0262866-0.0673188j 0.0142083+0.088096j -0.0225668+0.0496648j 0.0270322-0.0287867j -0.018313+0.0805021j 0.0377522+0.0196718j -0.0651013+0.108963j 0.0271409-0.00735512j -0.0135478-0.0150594j 0.0141087-0.0476273j 0.0624859-0.036861j 0.0778936-0.103132j -0.0302116+0.0664568j -0.100897+0.0269651j 0.0246883+0.041664j -0.0393195+0.0385683j -0.0152634+0.0942814j -0.0357845-0.00588985j -0.0136512+0.00744147j 0.0771726+0.0189039j -0.0465913-4.55191e-14j 0.113632+0.0111886j -0.03018+0.0359824j 0.0573516-0.0307816j 0.0657218+0.0306656j 0.000313458+0.0192978j -0.0230453-0.0261534j 0.0352659+0.0643941j -0.0396796+0.0212271j 0.130152-0.097902j 0.165481+0.0595431j -0.0986013+0.127819j 0.0817709+0.0130548j 0.0132769-0.0143619j 0.15636-0.0852111j -0.0747439+0.263061j 0.117616-0.0706946j 0.083658-0.0151492j -0.0162949+0.079453j -0.019981+0.019744j 0.0497296+0.0238036j -0.0178166-0.0580677j -0.0203429+0.0135596j -0.0677294+0.0294798j -0.0123126+0.0310566j 0.0177591-0.00519336j -0.0243469+0.0144534j -0.0482972-0.0475886j 0.0306748+0.089611j 0.00476863+0.0129337j 0.057598-0.0627759j -0.0537726+0.00464638j 0.0124456-0.0500467j 0.0332823-0.0487613j -0.0233444-0.0363193j -0.0393105-0.0497891j -0.011485-0.135303j 0.0118815-0.0226223j -0.00996354-0.0233049j 0.00514916-0.00609518j -0.00943993-0.050858j -0.0141129-0.0195879j 0.0303165-0.0177657j -0.00674803+0.0435301j -0.0064214-0.0163039j 0.0387424+0.0266666j 0.0596562-0.00560269j -0.0300779-0.0245511j 0.030173+0.0281227j 0.000612152+0.0258586j -0.0151989-0.0524892j 0.0204769+0.0214176j -0.0268343-0.013528j -0.00865653+0.0235103j 
0.0270781+0.0257556j 0.0217718-0.0360039j 0.0412086+0.100766j 0.0105343-0.00896474j -0.0560893-0.0680001j 0.0631446+0.0255357j -0.0133822+0.0991479j -0.00326442-0.0226445j -0.0119136+0.0443391j 0.0102825+0.142917j 0.0114133+0.010731j -0.00608954-0.0561774j 0.0268506-0.0983214j -0.0073915-0.0479547j -0.0234436-0.0346526j 0.0388288+0.00516905j 0.00686015+0.0176813j 0.01571+0.0545657j 0.0104719-0.0120298j -0.035424-0.130873j 0.0554454+0.11253j -0.0505787-0.0340561j -0.0535991-0.00552903j 0.0257247-0.0385156j 0.0548826-0.0892592j 0.0511493-0.0488145j 0.056497+0.0499321j 0.016393+0.0206528j -0.000758821+0.0143177j -0.0989413-0.0616061j 0.00933733+0.124726j -0.0276507+0.0390005j -0.0365999+0.0358166j -0.0526449-0.0376373j -0.00605585-0.00720552j -0.0459179-0.0255743j 0.0518703-0.0373753j 0.0768144-0.0100444j 0.113632-0.0111886j 0.12054-9.13158e-15j 0.0445838+0.0439266j -0.0114337-0.0481656j -0.00142146+0.0663983j 0.0360352-0.0290377j 0.0764987+0.00940299j -0.0731863-0.0196697j 0.101222-0.0278233j -0.022294+0.0838605j 0.208625-0.1128j 0.0314255-0.0899175j 0.0666275-0.0917209j -0.00210785+0.042892j 0.132636-0.018213j -0.0446881-0.0350571j 0.00118657+0.00103112j -0.00650329+0.0572289j -0.0595018+0.0864811j 0.0431302+0.0783509j 0.0576146-0.0358767j 0.00166212-0.0469407j 0.00815135+0.0526456j -0.0913222+0.0528076j -0.0303201-0.0614198j -0.0171879-0.0120409j 0.117813+0.012289j 0.0581016+0.00635339j 0.0416331+0.025075j -0.00227453+0.0605333j 0.0189861-0.00244201j 0.0308341-0.0461828j -0.0157781+0.0829337j -0.0179255-0.0559536j -0.024482+0.0198503j -0.0495528-0.0176424j 0.0301703+0.0844544j -0.0324816+0.0527192j -0.0744689+0.0446395j -0.0010181-0.00698042j 0.0603081-0.0568881j -0.0136805+0.0783842j -0.0145013+0.036862j -0.049043-0.0226963j -0.00842351+0.0687175j -0.0533215-0.0139317j -0.00726991-0.0237528j 0.00819275+0.0276637j 0.0529031+0.035817j -0.0302346+0.0359284j 0.0222041-0.0897635j 0.0107106+0.0363689j -0.0157648-0.0504794j -0.0752982+0.0146567j 
0.0324053+0.0430133j 0.0175334-0.0360518j 0.0189768-0.1141j 0.00505704+0.0689957j 0.005123+0.124303j -0.0228301+0.0927917j -0.0307533+0.0739144j -0.0167889-0.0352707j -0.0399105-0.0352185j 0.0235814-0.0281558j 0.0337045+0.0187141j 0.00916831-0.0179555j -0.00058416+0.032521j -0.0287459+0.111048j 0.00506363+0.0227795j -0.0162458-0.0926939j -0.0160399-0.00532684j -0.0356645+0.0317371j -0.00496473+0.0263336j 0.072051+0.0416989j -0.0113142-0.0599088j 0.079821+0.0204579j -0.00417159-0.0286756j -0.0791689-0.0348955j 0.0205569+0.0257731j 0.0249224-0.0284832j 0.0132041+0.0088667j 0.018977+0.0963932j -0.00968392+0.00156051j 0.00992427-0.0421282j -0.0516661+0.0478266j 0.0468748-0.0539418j -0.0188392-0.0369206j 0.0109306+0.0449749j 0.0133204-0.00363922j -0.0741825+0.029092j 0.0484321-0.0348243j 0.0438056-0.00206511j -0.03018-0.0359824j 0.0445838-0.0439266j 0.0916677-1.76248e-15j 0.0483658-0.054406j 0.0171934-0.0125613j 0.0998284+0.0217898j -0.0277444-0.0393167j -0.09697-0.0688116j 0.017882-0.0777591j -0.076721-0.0704864j -0.172285+0.0745194j 0.0870033+0.0750197j -0.19554+0.0776911j -0.0440795+0.0515506j 0.0192856+0.0724363j 0.123945+0.0379474j -0.0570723+0.0881418j -0.0197707+0.0633819j 0.0813184-0.0361301j 0.121736-0.0572036j -0.0666572+0.05702j 0.00938809-0.0752389j 0.0339093-0.00566727j -0.0916149-0.0498407j 0.0322671-0.119158j 0.0129876+0.0398772j 0.105376-0.0354139j 0.0433775-0.00159206j 0.0457915+0.0334896j -0.0125113+0.0277877j 0.0531555-0.0450878j 0.0223727-0.0259627j 0.0215131+0.0411135j -0.0213016-0.0829787j -0.029638-0.0350825j -0.0824025-0.0286858j -0.0120872-0.0117633j 0.0216569+0.0285579j -0.00782505-0.00911464j -0.0563356+0.0175093j 0.0649635-0.0392107j -0.000540457+0.113559j 0.026525-0.0144908j -0.0163958-0.013324j -0.0373168+0.150868j -0.0217304+0.0443823j -0.0545333+0.0127697j 0.0242292+0.0137905j 0.0528824+0.0738563j -0.0548038-0.00508127j 0.00850873-0.0292502j 0.0321245+0.0498534j -0.0196858-0.0623768j -0.0468701+0.0201673j 
0.00218105-0.017478j 0.00436079-0.00934812j -0.00685424+0.0874146j -0.0100151-0.029791j -0.017437-0.0571131j -0.0603456-0.0308836j 0.0296817-0.00260056j -0.0258947+0.0446288j 0.0301659+0.0644601j -0.0449698+0.0529932j -0.0214697+0.0307572j -0.000693014+0.0438106j -0.152135+0.0174513j -0.00519012-0.131504j 0.0210833-0.00817844j 0.0605048-0.0437026j 0.118234+0.0256919j -0.0864942-0.0711406j 0.0619169+0.0895761j -0.0573641-0.0341853j 0.0476223-0.0270665j 0.0288364+0.124439j -0.0384003+0.041937j -0.0279898+0.0863686j -0.0896615-0.177196j -0.0763786-0.0129948j 0.00148849+0.0760256j 0.00621532+0.0514537j 0.0278406-0.0626777j 0.0105184+0.0618324j 0.0414852-0.00531169j 0.0887948+0.0269203j -0.0135391-0.0186031j 0.00435457-0.0345497j 0.0394182+0.0303109j -0.00437917+0.0474411j 0.0332011+0.0154312j -0.0218741-0.0366647j 0.0573516+0.0307816j -0.0114337+0.0481656j 0.0483658+0.054406j 0.109843-1.30037e-13j -0.0457908-0.0340185j -0.0622628+0.0510412j -0.174476-0.0491593j 0.0216671+0.0237945j -0.0851309+0.00399364j 0.204982-0.00144192j -0.0307788+0.0550393j -0.134798+0.100131j 0.0768619+0.0548944j -0.0817637+0.104357j 0.0442422-0.0541726j -0.0925047+0.124721j 0.0147514-0.0238471j 0.0271133-0.0521965j 0.134714-0.0947062j 0.066011-0.0115951j -0.0415187-0.0414566j 0.00113459-0.0932394j -0.00875039+0.00200416j 0.00800723-0.0588561j -0.000507798-0.0324553j -0.0015803-0.0364962j 0.08119-0.00108697j 0.0575375+0.0156208j 0.0271666+0.0194339j -0.0429636+0.0140492j 0.0497234-0.0273198j 0.0503583+0.0243069j 0.00942535+0.0058531j -0.0137112+0.00750594j -0.0468483-0.00168311j 0.0189666+0.0207389j -0.035096+0.0201526j -0.024896+0.00517881j -0.0413117+0.0671358j -0.0422444+0.00315873j -0.0306777-0.011364j -0.00811348+0.0397021j 0.0270437+0.0144671j -0.00669521-0.0102828j -0.0308619+0.0241672j 0.00161369+0.00404621j -0.0326409+0.0372805j 0.0451728-0.0228061j 0.0091435+0.0835256j -0.0135214+0.0025446j -0.0162434+0.0374915j -0.0219402+0.00298215j 0.00842427+0.00577009j -0.00226522-0.0322202j 
0.00202713-0.0300574j -0.015336-0.0117795j -0.131606+0.00454977j -0.0106902+0.00426831j 0.10946-0.0712639j -0.0333427-0.0210663j -0.0325462+0.00885647j 0.0222457-0.0641602j 0.0377416-0.0417666j -0.0284424+0.0774154j 0.0297527-0.0479275j 0.0175916-0.0599816j -0.0599026-0.057945j -0.0284774+0.00118245j 0.0537717+0.0490751j 0.0358477-0.0677048j -0.0256251+0.140601j -0.000779636-0.0350933j -0.0674271-0.0663965j -0.0895372-0.0346923j -0.0765276-0.00198108j -0.0290317-0.0175917j 0.00788501+0.0516733j 0.0352559-0.013697j 0.0532949-0.019346j -0.0295006-0.0145523j 0.0756762-0.00179501j 0.0631433+0.0314774j 0.0958534-0.0614169j -0.0467824+0.039823j -0.0267727-0.069084j 0.0396231+0.0565413j -0.0415389-0.0578521j 0.077227-0.06983j 0.084076+0.0351597j 0.0165746+0.0286431j 0.0764561+0.12865j -0.0654971-0.0462452j 0.0657218-0.0306656j -0.00142146-0.0663983j 0.0171934+0.0125613j -0.0457908+0.0340185j -0.0573046+9.5618e-15j -0.0119233-0.0866096j -0.0367313+0.0512699j -0.0256033+0.015088j 0.0368678-0.00399465j 0.0212213-0.00800816j 0.0216077+0.0930037j 0.0534429+0.0468899j 0.0499698-0.0746347j 0.0557739+0.00197923j 0.00438011+0.00464186j 0.0883894-0.0118843j 0.156524+0.00991938j 0.0700515-0.0156885j -0.0232453+0.0212623j 0.0192904-0.0382658j -0.0566257+0.0655096j -0.0260671-0.135034j 0.0380871+0.0502764j 0.047693-0.0835106j -0.0738318-0.0487117j -0.00990824+0.0198115j -0.0175879-0.112823j -0.0147997-0.0135295j 0.0360594+0.00487191j 0.00319618+0.0123077j -0.0440674-0.00831909j 0.0777671-0.0154447j 0.0376858-0.071237j -0.0227299+0.0789299j 0.00160032-0.0696105j -0.0162699+0.0310885j -0.039263+0.0884207j 0.00610959+0.020441j 0.0940971+0.030294j -0.0474502-0.0539464j 0.00712145-0.0357997j -0.0698344+0.00538838j 0.0516194+0.00991967j -0.0252247-0.0772576j 0.0599292-0.0483154j 0.0260248-0.0334292j -0.0246836+0.0755917j 0.0669177+0.00446686j 0.0818346+0.0199451j 0.0470903-0.00221327j -0.00417664+0.0683186j -0.0178827+0.0112475j 0.0222211+0.0122079j 0.0341003-0.0609337j 
-0.00231047-0.012057j -0.00483967-0.00505711j -0.0259021+0.0123144j -0.0276608-0.0244252j 0.0200022-0.0327754j 0.0103048+0.0101617j 0.0176052-0.00246801j -0.0288602-0.00234932j -0.0402027+0.0284421j -0.0161192-0.002153j -0.00028302+0.0201244j -0.0107837+0.0474872j -0.0050884+0.0489201j 0.0162418+0.0803132j 0.0234368-0.0259888j -0.00851471+0.0487421j -0.0544637-0.0183652j -0.00912828+0.0104466j -0.00744711+0.0550978j 0.0224449+0.041526j 0.00481392+0.0712772j -0.0493177-0.0112748j 0.0262336+0.0832109j 0.107668+0.000658749j 0.0682551+0.0166112j -0.0339095+0.0267936j 0.0345044-0.0537764j 0.0269013-0.049085j -0.0531163+0.0341117j 0.0559565+0.00160668j 0.0433076+0.126682j -0.0118829-0.010302j -0.0102211-0.0205945j 0.0576586-0.0640759j 0.104372+0.013656j 0.0195051+0.0454162j -0.00126382-0.072361j 0.0158379+0.0141929j 0.000313458-0.0192978j 0.0360352+0.0290377j 0.0998284-0.0217898j -0.0622628-0.0510412j -0.0119233+0.0866096j 0.175092+4.24036e-14j 0.102106+0.0346496j 0.196447-0.0335023j 0.0740156-0.0295583j -0.0445833+0.0707676j -0.044103-0.0371799j 0.0828715-0.0806096j 0.0315424-0.00586678j 0.0298645-0.0141368j -0.0570826+0.0112688j -0.0497707+0.0753864j -0.00497463+0.046213j -0.0110991-0.0520533j 0.008225+0.0154547j 0.0528448+0.0239642j 0.0120569-0.0357247j -0.032246-0.0978452j -0.0419075-0.0553749j 0.121936+0.0134771j -0.0242301+0.046588j -0.0720795-0.0120667j 0.104907-0.0388612j 0.0334116-0.0579426j -0.00140758+0.0611407j -0.0210456-0.170004j 0.107262-0.0243635j -0.159876-0.0265206j -0.0125052-0.0847964j 0.0491098-0.121885j -0.0526474-0.0177088j -0.0208826-0.050342j 0.0516154+0.0374394j 0.0773943+0.0101041j -0.133632+0.0216732j 0.0370604-0.0825107j -0.0951308+0.0499032j -0.00757244+0.0790081j 0.0568791-0.0644561j 0.0593252+0.0295401j -0.0236373-0.136508j 0.0501293+0.055661j 0.0330417+0.052251j 0.0452891-0.0263369j -0.01973+0.0440332j 0.0293946-0.0283414j -0.000509141+0.0523337j -0.0242654+0.0101069j 0.0105074+0.0234263j 0.0133327-0.0413883j 
