-1.72138e-15-0.00407199j -1.26471e-16+0.00509833j -1.28595e-18-0.00463709j -1.25287e-17+0.00389951j 9.20548e-18-0.00572501j -3.95038e-19-0.00166907j 9.6349e-18-0.00420071j -3.91313e-18+0.000415479j 3.05879e-18-0.00210969j -2.72748e-19+0.0059969j -2.8326e-18-0.000725173j -3.59089e-18+0.00120626j 1.28461e-17-0.00444023j 1.03663e-17-0.00427379j -1.64737e-17+0.00452671j 5.24769e-17-0.00445968j -2.78098e-18+0.00133405j -4.34399e-18+0.00170018j 1.36784e-17-0.00259423j 3.62505e-19-0.0018574j -5.08814e-17-0.00526j 3.91766e-18-0.0033847j 9.66586e-18+6.34427e-05j 2.3036e-17+0.0049005j 4.30281e-17-0.00349519j 1.5673e-17+0.00168999j 7.87606e-17+0.00840869j 2.08343e-17+0.00368386j 5.98676e-17+5.51849e-05j 9.37773e-18-0.0022038j -4.83877e-17+0.00182242j -3.96406e-17+0.00279408j 6.18252e-18+0.00391532j -2.76227e-17-0.00135094j 1.76974e-19-0.000569531j -3.005e-16-0.00397571j 4.33296e-17+0.00265524j -1.49066e-15+0.00185546j -1.28146e-15+0.000146409j -4.24252e-16-0.000402225j -8.96733e-17+0.00448732j 8.14232e-16-0.00518476j 2.63035e-17-0.00146911j -4.9134e-17+0.00131741j -1.46853e-17-0.00418945j 1.54374e-16-0.00302539j 1.44139e-17-0.0019107j 2.48866e-17-0.000466234j -2.24597e-17-2.28454e-05j -4.2867e-17+0.00354815j -3.92014e-17-0.00713861j -8.30965e-17+0.00490056j -4.32733e-18-0.00208144j -1.84769e-17+0.00529355j 1.02883e-17-5.26997e-05j -5.08866e-20-0.00158028j -6.94197e-17+0.00439271j 9.46093e-18-0.00222265j 1.1997e-17-0.00427965j -7.12133e-19-2.39434e-06j -1.67607e-17+0.000572175j 3.34514e-17+0.00591648j 1.01645e-18-0.00330885j 1.59677e-18+0.00211086j 3.47208e-19+0.00538137j 2.34069e-18-0.000568222j -9.19955e-18+0.00188285j -3.22786e-17-0.00561915j -5.84959e-18+0.00106239j 4.62815e-18-0.00262604j -4.49965e-19+0.00475608j -7.0613e-18+0.00156154j -1.58597e-17+0.00485457j 1.39332e-17-0.00490329j -3.41888e-18-0.0037123j 1.17906e-16-0.00533666j -1.57509e-15-0.00366625j 
7.73397e-15+0.017981j 3.8873e-16-0.0223008j 1.42539e-16+0.0206073j -8.8044e-17-0.0168232j 1.32227e-16+0.0253619j 5.41848e-17+0.00735546j 1.03929e-16+0.018269j -3.18565e-17-0.00119783j 3.85101e-17+0.00955464j -1.8814e-16-0.0264157j 5.36442e-17+0.00283836j -1.32433e-17-0.00547579j 1.02639e-16+0.0192243j 5.93639e-17+0.0193323j -5.75012e-17-0.0201893j -5.59741e-17+0.0191374j -1.19035e-17-0.00608948j -7.48474e-18-0.00792783j 4.74024e-17+0.0109245j 6.22908e-17+0.00806402j 3.84463e-16+0.0232858j 6.26197e-17+0.0153884j -4.59796e-17-0.000283251j -2.67941e-16-0.0213655j -1.02883e-16+0.0157488j -1.8041e-16-0.00651282j -6.00981e-16-0.0372174j -2.0391e-16-0.016278j -2.70768e-16-0.000128514j 7.7649e-18+0.0101585j 1.54159e-16-0.00797697j 7.14006e-17-0.0121606j -1.54262e-16-0.0171022j 1.63986e-16+0.00593343j 3.14799e-17+0.00226557j 1.44195e-15+0.0170953j -3.13327e-16-0.0111392j 7.40068e-15-0.00918062j 6.3151e-15-0.000710121j 2.07061e-15+0.0019734j 2.83454e-16-0.0201988j -3.47457e-15+0.0230929j -8.57939e-17+0.00668728j 1.75425e-16-0.00577335j 1.9846e-16+0.018467j -5.90808e-16+0.0133678j 5.70452e-18+0.00840539j -6.19812e-17+0.00155847j 9.13945e-17+0.000231263j 6.65821e-17-0.015452j 4.18205e-16+0.0310126j 2.72895e-16-0.0223982j 1.16394e-16+0.00872566j -8.35918e-17-0.0233579j -4.30789e-17+0.000230492j 8.07579e-17+0.00640347j 1.48208e-16-0.0190755j 2.22179e-17+0.00985732j 5.93758e-17+0.0192256j -2.42083e-17+0.000478523j 4.06744e-17-0.0022819j -3.1741e-16-0.0263838j 1.23133e-16+0.0141894j -1.08499e-16-0.00868486j -1.61988e-16-0.0238641j 1.92795e-17+0.00231319j -6.63366e-19-0.00860421j 3.29818e-16+0.0245571j -2.58769e-17-0.00436667j 2.94863e-17+0.0121446j -1.43555e-16-0.0210318j -2.16034e-17-0.00682028j -1.01815e-16-0.021063j 8.2399e-17+0.0218029j 1.48651e-16+0.0160314j -3.44108e-16+0.0234884j 6.9811e-15+0.0159751j 
2.63586e-16+0.000684111j 2.82493e-17-0.00148442j -8.50847e-18+0.000391603j 8.42922e-18-0.00182689j -1.04647e-17+0.000720738j -2.12249e-18+0.000324139j -9.34433e-18+0.00153496j 2.07419e-18-0.00195334j -4.11685e-18-0.000351648j 8.62114e-18-0.0012006j 4.99677e-18+0.00119795j 2.89277e-18+0.00023871j -9.30006e-18+0.00187804j -4.43373e-18-0.000643232j 1.34713e-17-0.00016793j -3.37926e-17+0.00239229j -1.50461e-17+0.000363305j -3.39717e-18+0.00095717j 1.4552e-18+0.00200635j 1.43226e-18+0.000719802j 2.34302e-19+0.000709617j -5.9008e-18-0.000739622j 2.9287e-18-1.48219e-06j 2.32162e-19-0.00163386j -2.48821e-18-0.000343887j 1.51583e-17-0.00309308j -7.82764e-18-0.00115688j -2.73491e-18-0.000586777j -1.53371e-17-0.000349905j -1.97588e-17-0.00089259j 8.10123e-18-0.000514511j 3.17006e-17-0.000994137j -9.70159e-18-0.00121096j 7.50359e-18+0.0003216j -2.42754e-18+0.000833198j 1.45678e-16+0.00203018j 1.62964e-17-0.00217833j -2.17184e-15+0.00260847j -1.72891e-15+0.00016354j -5.08731e-16-0.000515876j 7.57681e-18+0.000381349j -6.01493e-17+0.000284989j 4.7738e-18-0.000344796j 5.01132e-18-0.00035152j -9.64109e-18+0.000800472j -2.34076e-17+0.000483746j -3.00015e-17+0.000415173j -2.02258e-17+0.0015581j 7.05395e-18-0.00038179j 1.42352e-17-0.00123459j 1.03431e-17+0.00270754j -2.28175e-17+0.00141986j -2.15784e-17+0.00172655j 1.16489e-17-0.000940227j -3.56446e-18+1.54128e-05j 3.28436e-19+0.00196522j 3.02548e-17-0.00168936j 2.34864e-18+0.000247403j -3.33926e-18-0.000249952j 3.00717e-18-0.00138364j 8.93592e-18-0.000819858j 6.12455e-18-0.00023115j -8.88936e-18+0.00180324j 3.1614e-18-0.00223636j 6.38327e-18-0.000604825j -4.01219e-18+0.000675011j 2.42117e-18+0.000541274j 7.45813e-19+0.00170065j 3.89404e-18-0.00113853j -3.45723e-18-0.00118153j 6.87649e-18-0.000710159j 3.99717e-18-0.000484551j 1.09013e-17-0.0019208j -1.13235e-17+0.00037693j 5.75631e-19+0.00169233j -4.80386e-17+0.00112464j 5.54463e-16+0.00124938j 
-4.45515e-15-0.0103926j -2.60358e-16+0.0125351j -5.55989e-17-0.0121293j 2.10146e-17+0.00906224j -4.12357e-17-0.0147947j -2.03107e-17-0.00422663j -3.03633e-17-0.0100912j 7.69036e-18-0.00037055j -1.22625e-17-0.00592083j 6.94316e-17+0.0151588j -1.83516e-17-0.00103327j 2.23903e-18+0.00341396j -2.61891e-17-0.0104724j -1.11498e-17-0.0119418j 9.29059e-18+0.0120034j 5.78748e-17-0.0101339j -8.84257e-18+0.00385108j -4.64766e-18+0.00528344j 5.47489e-19-0.00542793j -1.99118e-17-0.00443075j -1.89734e-16-0.013557j -2.06469e-17-0.00963244j 2.8728e-17+0.000168892j 1.18149e-16+0.0118914j 8.31481e-17-0.00962787j 8.94059e-17+0.00217909j 2.90884e-16+0.0216552j 9.18496e-17+0.00942647j 1.5158e-16-0.000117939j -4.56032e-18-0.00658399j -1.0321e-16+0.00449296j -4.96747e-17+0.00673249j 5.3515e-17+0.00957255j -8.29881e-17-0.003376j -1.21006e-17-0.000893276j -7.44846e-16-0.00911201j 1.67401e-16+0.00546077j -5.6445e-15+0.00695406j -4.7473e-15+0.000516601j -1.5238e-15-0.00146983j -1.953e-16+0.0123151j 2.08625e-15-0.0136779j 6.26988e-17-0.00419895j -1.13318e-16+0.00326341j -9.08695e-17-0.010619j 3.64622e-16-0.00774014j -4.64623e-18-0.00480501j 3.68306e-17-6.57336e-05j -5.25531e-17-0.000351273j -6.30075e-17+0.00857062j -1.81256e-16-0.0170736j -2.03694e-16+0.0142115j -5.86098e-17-0.0042663j 1.47068e-17+0.0134717j 2.42726e-17-0.000129519j -2.74008e-17-0.00274193j -1.11173e-16+0.0104884j 4.84952e-18-0.00576844j -8.56707e-18-0.0116588j 9.3756e-18-0.00105758j -2.74594e-17+0.000910494j 1.50842e-16+0.0156798j -4.65668e-17-0.00749733j 4.08983e-17+0.00395783j 5.97824e-17+0.0139618j -6.46239e-18-0.00100994j -8.82864e-18+0.005457j -1.49295e-16-0.0137666j 4.5884e-18+0.0019821j -6.94781e-18-0.00793505j 5.2891e-17+0.0122061j 1.79862e-18+0.00381659j 2.34625e-17+0.0115503j -1.93329e-17-0.0128538j -5.42921e-17-0.00866278j 2.22499e-16-0.0134471j -3.84206e-15-0.00887587j 
-4.00223e-15-0.00952927j -1.95579e-16+0.0150232j -6.79512e-17-0.00894365j 5.33405e-17+0.0148962j -7.1416e-17-0.0122104j -3.18062e-17-0.00412132j -5.53335e-17-0.0139142j 2.30741e-17+0.0102482j -1.6033e-17-0.00145982j 1.07372e-16+0.0149849j -6.3273e-17-0.00699662j 3.14699e-18+0.000649276j -6.12391e-17-0.0159661j -4.64725e-17-0.00329776j 1.0774e-17+0.00767514j 1.10988e-16-0.0185281j 9.36054e-17+0.000229011j 3.27715e-17-0.00214172j -7.4366e-17-0.0138054j -5.83971e-17-0.00635476j -2.04619e-16-0.0114521j -2.79856e-17-0.00147803j 1.61639e-18+0.000103277j 1.66531e-16+0.0154599j 5.85402e-18-0.00359406j 3.38215e-17+0.0177892j 3.60255e-16+0.0184182j 1.34958e-16+0.00846276j 1.72701e-16+0.00180667j 7.68216e-17+0.0010618j -6.51366e-17+0.00529083j -1.3939e-16+0.00912281j 1.61799e-16+0.0118869j -1.13374e-16-0.00362752j -1.31209e-17-0.00496488j -1.29064e-15-0.0160126j 7.71761e-17+0.0147446j 8.44119e-15-0.010039j 6.57647e-15-0.0005839j 1.86265e-15+0.00193205j -8.02597e-17+0.0049105j 1.40971e-15-0.00924713j -1.06836e-17-0.00052448j -6.46538e-17+0.00372415j -7.91059e-17-0.01028j 2.749e-16-0.00695922j 1.21183e-16-0.00493518j 1.03018e-16-0.00837857j -6.33389e-17+0.00184565j -3.79894e-17+0.0114478j -3.08773e-16-0.0241334j 7.24598e-17+0.000421281j 2.74037e-17-0.0116517j 4.54586e-17+0.0126386j 3.17233e-17-0.000155629j -6.6677e-17-0.0120689j -1.31493e-16+0.0149651j -4.98953e-17-0.00458088j -5.55806e-17-0.00524342j 5.36803e-18+0.0068104j -4.41667e-17+0.00490318j 1.5399e-16+0.010089j -5.51496e-17-0.0138862j 6.76614e-17+0.0142068j 9.66324e-17+0.0111197j 4.2121e-19-0.00418387j 7.19005e-18+0.000182801j -2.02147e-16-0.016876j 1.28472e-17+0.00721416j -1.54716e-17+0.00184598j 8.0882e-17+0.0106925j 1.14015e-17+0.00474862j 5.85556e-17+0.0168035j -3.66868e-17-0.00927411j -1.15628e-16-0.0139503j 2.80382e-16-0.013612j -5.21321e-15-0.0116992j 
1.54016e-15+0.00283673j 9.32595e-17+0.00704896j 4.94911e-17+0.00977184j 6.05097e-18+0.0170666j 1.89518e-17+0.00805869j -8.77301e-19+0.000424471j 1.76826e-17-0.0110737j 1.46709e-17+0.031511j 2.1256e-17+0.0133908j -7.16359e-18-0.000917613j -1.05802e-16-0.0176632j -1.52741e-17-0.00829209j -4.05636e-18-0.0160198j -3.85953e-17+0.0259597j -7.59017e-17-0.0131582j 2.61805e-16-0.0246334j 2.85547e-16-0.0108472j 9.33879e-17-0.0221672j -1.53292e-16-0.0247083j -7.29281e-17-0.00559025j 6.01128e-17+0.00660348j 2.81827e-17+0.0244459j -8.23012e-17-0.000199127j 3.61875e-17+0.010271j -1.7541e-16+0.0181549j -2.33766e-16+0.0462507j 3.91646e-17-0.0101769j 5.48613e-17-0.00310877j 5.34601e-17+0.0057126j 2.68748e-16+0.0228562j 7.80548e-17+0.00224783j -3.25004e-16+0.00691258j 2.37693e-16+0.00661178j -6.07703e-17-0.000656674j 1.71778e-17-0.012055j -1.50633e-15-0.0202296j -3.44182e-16+0.0273962j 4.19352e-14-0.0505954j 3.3718e-14-0.0032784j 1.00872e-14+0.0101308j 2.73711e-16-0.0222927j -1.96947e-15+0.0135068j -1.98198e-16+0.0110119j 1.20415e-16+0.00128029j 1.19192e-16+0.00128716j -2.17837e-16+0.00252182j 4.11354e-16-0.000258778j 2.22235e-16-0.0246588j -3.48228e-17+0.00652661j -1.88344e-19+0.00830803j -2.1772e-16-0.0204908j 7.57309e-16-0.0412863j 3.13456e-16-0.021796j -1.17679e-17-0.00282854j 2.2554e-17-7.40257e-05j -6.48053e-17-0.0275963j -1.53462e-16+0.0130022j -1.21231e-16+0.00367589j -6.84928e-17+0.0193406j -2.88132e-17+0.0233689j -6.86037e-17+0.0118204j -9.94363e-17-0.0170011j 5.45951e-17-0.0187542j 1.49052e-17+0.0302994j 7.66666e-18-0.00880154j 3.8542e-17-0.00938887j 2.18393e-17-0.0157909j -3.54266e-17-0.00885953j -7.68973e-18+0.0154687j 5.88771e-18+0.0292264j -8.92608e-18-0.00481394j -4.33088e-18+0.00266375j -3.4018e-18+0.0152778j 3.81035e-17+0.0109601j -9.60808e-17-0.0154562j 2.71391e-16-0.000132673j -3.88748e-15-0.00814042j 
2.27836e-15+0.00532761j 8.39291e-17-0.00772409j 6.16815e-17+0.00541678j -5.17145e-17-0.00706831j 6.76688e-17+0.00708579j 2.56608e-17+0.00225712j 5.46168e-17+0.00688758j -1.96235e-17-0.00370441j 1.82664e-17+0.00157533j -8.91746e-17-0.00817013j 3.50734e-17+0.00275464j -7.24819e-18-0.000837546j 5.86894e-17+0.00770915j 4.00153e-17+0.0033073j -3.10644e-17-0.00492814j -1.73169e-17+0.00859211j -3.87982e-17-0.00075963j -1.68836e-17-0.000138856j 4.91975e-17+0.0060297j 3.79252e-17+0.00311441j 1.40113e-16+0.00658982j 2.96344e-17+0.00223296j -5.98645e-18-6.76064e-05j -1.1513e-16-0.00777182j 1.11168e-18+0.00301046j -4.92792e-17-0.00692523j -2.34085e-16-0.0105723j -8.82073e-17-0.00476589j -9.1753e-17-0.000643829j -1.88007e-17+0.000764151j 3.00859e-17-0.00273399j 4.08354e-17-0.0045362j -9.50255e-17-0.00605093j 6.49e-17+0.00192632j 1.32748e-17+0.00198279j 6.34951e-16+0.00748767j -8.06814e-17-0.00638091j -2.11498e-15+0.00247286j -1.58649e-15+0.000124164j -4.17636e-16-0.000452853j 4.06273e-17-0.00396595j -8.54859e-16+0.00580001j -3.34688e-19+0.000929316j 3.50773e-17-0.00194211j 7.10867e-17+0.00564344j -1.46606e-16+0.00391713j -3.16823e-17+0.00265791j -3.58036e-17+0.00309325j 3.1171e-17-0.000617243j 8.17238e-19-0.00571371j 1.94918e-16+0.0118708j -1.23466e-17-0.00264735j 1.82525e-17+0.00503382j -5.19462e-17-0.00701125j -1.55768e-17+7.99569e-05j 4.55519e-17+0.00491993j 3.7276e-17-0.00734375j 3.06427e-17+0.00269656j 4.44563e-17+0.00397328j -8.92464e-18-0.00231946j 1.4771e-17-0.00196312j -1.16431e-16-0.00646072j 5.35309e-17+0.00642236j -5.22334e-17-0.00591954j -7.78661e-17-0.00653854j 6.68976e-18+0.00171599j -9.34187e-18-0.00102428j 1.37891e-16+0.00862154j -1.57335e-17-0.00300106j 1.67694e-17+0.000712668j -6.78398e-17-0.00607349j -1.4936e-17-0.00241594j -5.9661e-17-0.00820619j 4.52254e-17+0.0056654j 7.89166e-17+0.00665035j -1.08557e-16+0.00736497j 2.6162e-15+0.00585974j 
-5.18268e-16-0.000189004j -9.57844e-18-0.0133256j -6.45401e-17-0.00858417j 5.27869e-18-0.0251291j -3.49526e-17-0.00547327j 5.64681e-19+0.000867066j -3.32433e-17+0.0177164j -1.46245e-17-0.0406654j -3.06545e-17-0.0153495j 1.26102e-17-0.00389254j 1.37018e-16+0.0232106j 2.30634e-17+0.00958958j -8.36972e-18+0.0242467j 3.88226e-17-0.0296015j 1.13208e-16+0.0130098j -3.82167e-16+0.0352831j -3.62464e-16+0.0127505j -1.15324e-16+0.0269238j 1.82681e-16+0.0338029j 9.18857e-17+0.00872125j -3.66261e-17-0.00400439j -4.07135e-17-0.0284159j 9.71581e-17+0.000201157j -6.29172e-17-0.0172807j 1.86533e-16-0.020274j 2.87646e-16-0.0605997j -1.12313e-16+0.005916j -8.58649e-17+0.000864949j -1.18834e-16-0.00735517j -3.52494e-16-0.0273798j -5.79544e-17-0.0044155j 4.50933e-16-0.0112044j -3.07082e-16-0.0117668j 1.00344e-16+0.00198147j -2.26687e-17+0.015904j 2.1785e-15+0.0292401j 4.05697e-16-0.0372933j -5.23914e-14+0.0631628j -4.20552e-14+0.0040706j -1.25469e-14-0.0126213j -2.72434e-16+0.0247296j 1.82925e-15-0.0128999j 2.3077e-16-0.0128471j -1.11809e-16-0.00275099j -1.42317e-16+0.00189271j 1.4669e-16-0.000670338j -5.39489e-16+0.00194534j -3.06079e-16+0.0319417j 6.36416e-17-0.00833068j 3.85322e-17-0.0136267j 3.07417e-16+0.0322465j -8.96841e-16+0.0486804j -3.98919e-16+0.0296438j 3.34642e-17-0.000853511j -3.7577e-17+0.00013923j 8.15627e-17+0.0366411j 2.57607e-16-0.0203459j 1.45981e-16-0.00282503j 7.55625e-17-0.0211281j 3.79193e-17-0.0298955j 1.02469e-16-0.0156061j 1.01812e-16+0.0167522j -7.2856e-17+0.0267892j -1.86891e-17-0.0405476j -7.37271e-18+0.00671399j -5.17767e-17+0.0124919j -1.94616e-17+0.0186117j 6.93925e-17+0.016082j 1.56547e-17-0.0206878j -1.22879e-17-0.0351728j 1.42699e-17+0.00214064j 1.24004e-17-0.00472721j 2.06665e-17-0.0236474j -6.29495e-17-0.00987949j 1.23509e-16+0.0229106j -4.49703e-16+0.00467843j 6.30213e-15+0.0135121j 
1.76391e-14+0.041238j 1.1072e-15-0.0492464j 1.63787e-16+0.0484331j -2.11912e-17-0.0350392j 8.98491e-17+0.0588947j 5.77261e-17+0.016737j 5.81345e-17+0.039391j -8.48954e-18+0.00294892j 2.73294e-17+0.0240481j -1.93576e-16-0.0599985j 4.89817e-17+0.00325527j 2.78813e-18-0.0138931j 3.48902e-17+0.040666j -3.20835e-18+0.0484538j 1.49476e-17-0.0480946j -2.89601e-16+0.0389215j 6.12597e-17-0.0157422j 3.50261e-17-0.0219403j -5.69861e-17+0.0203052j 4.72153e-17+0.0172611j 6.84746e-16+0.0539307j 4.88812e-17+0.0392485j -1.1673e-16-0.000677366j -3.93651e-16-0.0465489j -3.75843e-16+0.0389343j -3.1871e-16-0.00644143j -1.03894e-15-0.0861288j -3.11966e-16-0.0374295j -5.9343e-16+0.000735379j 1.19085e-17+0.0271166j 4.37865e-16-0.0176645j 2.22712e-16-0.0263026j -1.4378e-16-0.0375497j 3.06612e-16+0.0133217j 3.49416e-17+0.00296557j 2.81083e-15+0.0350871j -6.28533e-16-0.0203085j 2.42992e-14-0.0298861j 2.03639e-14-0.00219756j 6.50124e-15+0.00629028j 8.35543e-16-0.0497576j -8.40821e-15+0.0547341j -2.71919e-16+0.0171259j 4.72468e-16-0.012847j 3.08485e-16+0.0420604j -1.49243e-15+0.0307321j 1.15412e-17+0.0189924j -1.53753e-16-0.000900792j 2.09129e-16+0.00169657j 3.01714e-16-0.033507j 5.99117e-16+0.0665639j 8.8776e-16-0.0581522j 2.07397e-16+0.0158479j 1.21112e-17-0.0534157j -9.5696e-17+0.000508782j 7.01278e-17+0.00954568j 4.98845e-16-0.0408712j -5.33993e-17+0.0229881j -1.8181e-17+0.0470226j -2.69262e-17+0.00528295j 1.19024e-16-0.00304471j -5.28952e-16-0.0628162j 1.32335e-16+0.0287702j -1.17286e-16-0.0142275j -1.67007e-16-0.0556355j 1.49824e-17+0.00355251j 5.3837e-17-0.0223266j 5.07768e-16+0.0540318j 3.62835e-18-0.00711134j 6.36319e-18+0.0327601j -1.47094e-16-0.0485037j 1.53054e-17-0.0149698j -1.917e-17-0.0449641j 1.67677e-17+0.0513547j 1.51921e-16+0.033535j -9.40128e-16+0.0531791j 1.49589e-14+0.0347222j 
-2.32126e-14-0.0521552j -1.86548e-16+0.0621655j -1.17885e-15-0.061328j 1.05108e-15+0.0440948j -1.34581e-15-0.0745316j -4.47944e-16-0.0211596j -1.11714e-15-0.0496632j 3.63481e-16-0.00408405j -4.03235e-16-0.0305474j 1.59706e-15+0.0758459j -3.70166e-16-0.00391456j 2.021e-16+0.0176541j -1.18243e-15-0.0512187j -7.51496e-16-0.0615375j 9.00406e-16+0.0609386j -8.50427e-16-0.0489163j 1.3279e-16+0.0200203j 1.5821e-16+0.0279826j -7.17352e-16-0.0253852j -5.25929e-16-0.0217541j -2.0047e-15-0.0682409j -6.28912e-16-0.0498852j 1.61225e-16+0.000858417j 1.6927e-15+0.0587195j -1.66475e-16-0.0494169j 1.16841e-15+0.0076181j 3.13591e-15+0.108978j 1.20351e-15+0.0473445j 8.08879e-16-0.000994161j -3.30175e-16-0.034533j -1.22623e-16+0.0223018j 4.12512e-16+0.0331672j 1.12115e-15+0.0473863j -6.98583e-16-0.0168306j -2.72475e-16-0.00361188j -4.60333e-15-0.0441196j 1.62535e-15+0.025359j -3.11826e-14+0.0383476j -2.61146e-14+0.00281474j -8.33952e-15-0.00806534j -2.24675e-16+0.0631439j 9.58512e-15-0.0693345j 1.03213e-16-0.021771j -2.893e-16+0.0162236j -1.33068e-15-0.0531772j 1.2235e-15-0.0388727j -4.54636e-16-0.0240026j -1.16348e-16+0.00141773j -2.15533e-16-0.00221828j 4.91428e-16+0.0422574j -2.54176e-15-0.0839021j -3.58381e-16+0.0739694j -9.16617e-16-0.0197843j 1.16196e-15+0.0675472j 1.08143e-16-0.00064224j -6.72809e-16-0.0117529j 4.74046e-16+0.0515123j -4.04958e-16-0.0290976j -7.87904e-16-0.0596536j 2.25674e-16-0.00694199j 7.71256e-17+0.00371457j 1.87173e-15+0.0795895j -1.07216e-15-0.0361521j 8.75486e-16+0.0176399j 1.35901e-15+0.0704206j -2.25304e-16-0.00438393j 2.29015e-16+0.0283987j -1.98832e-15-0.0681936j 3.63403e-16+0.00881332j -3.63638e-16-0.0417383j 1.22498e-15+0.0613612j 3.56664e-16+0.0188911j 1.25051e-15+0.0566598j -1.0435e-15-0.0650342j -1.15962e-15-0.0422119j -2.60086e-17-0.0672147j -1.97616e-14-0.0437953j 
2.36191e-15+0.0047726j 5.20869e-16+0.0131061j -2.01739e-16+0.0172098j 3.16476e-16+0.0310401j -3.33902e-16+0.0140369j -1.13853e-16+0.000627314j -2.79708e-16-0.0202772j 1.31722e-16+0.0567551j -7.17721e-17+0.0239311j 3.91855e-16-0.0011604j -2.83305e-16-0.0318539j 3.37072e-17-0.0148273j -3.46987e-16-0.0292001j -2.94905e-16+0.0463784j 1.3693e-16-0.0233144j 1.12333e-16-0.0447065j 5.77658e-16-0.019416j 2.28669e-16-0.0397626j -5.11606e-16-0.0446885j -2.71049e-16-0.0102148j -2.36747e-16+0.0114556j -1.18606e-16+0.0437262j -1.43537e-16-0.000353238j 4.24877e-16+0.0188897j -5.04834e-16+0.0323931j -1.91144e-16+0.0833915j 6.22664e-16-0.01763j 3.42854e-16-0.00529408j 1.18919e-16+0.0102874j 3.91114e-16+0.0409616j 2.65754e-16+0.0041955j -3.81638e-16+0.0126718j 7.10355e-16+0.0122222j -2.04958e-16-0.00129272j -3.73442e-17-0.0217461j -3.05563e-15-0.0367399j -3.6845e-16+0.0495318j 7.53645e-14-0.0909217j 6.05906e-14-0.00588925j 1.81202e-14+0.018203j 7.35129e-16-0.0397601j -3.79712e-15+0.023888j -4.27262e-16+0.0197014j 3.05288e-16+0.00241251j -6.78405e-17+0.00197369j -5.78612e-16+0.0042915j 6.11314e-16-0.000622358j 3.09829e-16-0.044425j -5.00347e-17+0.0117463j 2.57388e-16+0.0152455j -9.29988e-16-0.0374691j 1.58754e-15-0.0739155j 3.69044e-16-0.0394042j 3.29641e-16-0.00465778j 3.76822e-17-0.000137567j -2.91729e-16-0.0498038j 4.81715e-17+0.0237644j -3.5927e-16+0.00643464j -3.65252e-16+0.0344631j 5.34057e-18+0.0420647j -5.69801e-17+0.0213241j 1.83542e-16-0.0301178j -1.72311e-16-0.0340294j 2.44688e-16+0.054713j 3.57449e-16-0.0154022j 7.92993e-18-0.0169469j 1.27548e-16-0.0282699j -4.69573e-16-0.0164079j 9.57988e-17+0.0279313j -9.54392e-17+0.0523935j 2.94875e-16-0.00827561j 1.04158e-16+0.0049228j 3.59614e-16+0.0278984j -2.36138e-16+0.0193269j -4.63176e-16-0.0281259j 1.35634e-16-0.000676059j -7.39551e-15-0.0149535j 
1.96567e-15+0.00555692j 3.30901e-16-0.015138j -1.65589e-16+0.00128014j 1.56105e-16-0.0205881j -1.9684e-16+0.00467168j -4.87019e-17+0.00284746j -1.71468e-16+0.0165363j 4.33019e-17-0.0251072j -7.14779e-17-0.00632038j 1.8683e-16-0.0106996j 4.56659e-17+0.0150101j 4.60833e-17+0.00410432j -1.7349e-16+0.0208089j -9.09997e-17-0.011903j 2.12691e-16+0.00154306j -4.64085e-16+0.0274929j -1.86529e-16+0.00583296j -3.65933e-17+0.0138721j -1.34857e-17+0.0240021j -6.85247e-18+0.00784723j -1.01803e-16+0.00491007j -1.04974e-16-0.0124261j 4.68288e-17+3.29794e-05j 8.80805e-17-0.0172481j -3.25159e-17-0.0073612j 2.52573e-16-0.0389061j 6.36848e-17-0.0081421j 2.62922e-17-0.00460868j -1.47196e-16-0.00451334j -2.6695e-16-0.0134458j 8.95241e-17-0.00520137j 4.18496e-16-0.0106495j -6.92405e-17-0.0125502j 5.77687e-17+0.00307659j -4.40882e-17+0.0103861j 1.59133e-15+0.0231739j 2.93737e-16-0.0261924j -2.95247e-14+0.0355145j -2.35814e-14+0.0022514j -6.97825e-15-0.00705275j 7.09237e-17+0.00866702j -1.71412e-16-0.000560303j 7.04629e-17-0.00570312j 4.18839e-17-0.00349405j -1.8963e-16+0.00697615j -2.14502e-16+0.00380904j -4.03063e-16+0.00383436j -2.60035e-16+0.0199159j 7.60675e-17-0.00499308j 1.98367e-16-0.0131608j 3.69481e-18+0.0293921j -3.23095e-16+0.0225381j -3.20679e-16+0.0207793j 2.01593e-16-0.00788698j -3.86547e-17+0.000157374j -2.8086e-17+0.0243019j 3.97911e-16-0.0183898j 1.2213e-17+0.00139142j -7.84725e-17-0.00678392j 4.91653e-17-0.018029j 1.15142e-16-0.0102101j 1.73794e-16+0.00186486j -1.64952e-16+0.0207668j 8.27037e-17-0.0273972j 1.46894e-16-0.00344472j -6.17249e-17+0.00832622j 4.03925e-17+0.00860401j -9.13218e-17+0.017526j 6.62443e-17-0.013958j -6.08762e-17-0.0175583j 1.46637e-16-0.00533245j 6.70347e-17-0.00502606j 1.96724e-16-0.0210244j -1.92518e-16+0.000869562j -4.88502e-17+0.0189892j -5.95639e-16+0.0102541j 5.87611e-15+0.0132561j 
