0.173695-0.0669169j -0.0394057-0.153851j 0.163926+0.301019j -0.140932+0.0940363j -0.370454+0.0965261j -0.186491-0.0236396j -0.000529845+0.148501j -0.0921789-0.0540187j 0.032342+0.0152411j -0.075224-0.334063j -0.0260646-0.0477956j -0.199633+0.0144928j 0.048463+0.101832j -0.0469326-0.265415j 0.30498-0.136354j 0.091018-0.282206j 0.22689+0.0793049j 0.140376-0.0342357j 0.0110396+0.149562j -0.0524313-0.024486j 0.042139+0.0606177j -0.042996+0.0319807j 0.0454944+0.0348381j 0.00259368-0.0208025j -0.00277306-0.0301994j 0.0469902-0.0186047j -0.0106202+0.0253905j 0.0342924-0.0255289j 0.0236533-0.0109285j -0.0536002-0.00397901j -0.0140135+0.0132561j -0.0249355-0.0145291j 0.0206195-0.00532206j -0.0023024-0.034941j -0.0194284-0.0318069j -0.0334117+0.00555207j -0.0188406+0.0474163j -0.0282447-0.0481302j 0.0621466+0.00152348j -0.0201096+0.0449277j -0.0431897-0.0236817j -0.00244138-0.00391983j 0.00252919-0.00126258j -0.0415948+0.0517014j 0.0119742-0.0232786j 0.0446931+0.0339127j 0.0147758-0.0124447j 0.0395101+0.00918003j -0.000944641-0.0108994j 0.0150959-0.0124032j 0.00124487+0.0124011j 0.0209422+0.0148001j 0.00655099-0.0167922j 0.0062562+0.00606606j 0.00844701+0.0139538j -0.00562435+0.00996333j 0.0155992+0.0191514j -0.0086551-0.0113584j 0.00656933-0.0205703j 0.00100627-0.0221579j -0.00203582+0.0227925j -0.0230469-0.0163898j 0.00590115-0.0156158j 0.0125764-0.0176136j 0.0087789+0.00784803j 0.0080147+0.0047364j -0.0102921-0.000710739j 0.0189436+0.0106089j 0.00824617+0.00403788j -0.0181362-0.00415808j -0.0155775+0.0153415j 0.009422+0.000678544j 0.0134012+0.00411021j -0.0025848+0.0127338j -0.025887-0.00289172j 0.0109765+0.00168415j 0.0150613-0.0132721j -0.00346912-0.00212467j -0.00793917+0.0043361j -0.00031777+0.0185983j 0.000826679+0.00263866j 0.00604374-0.0012888j -0.0040615-0.00447487j 0.0146018-0.0087262j 0.0108459-0.00826434j 0.0102898-0.0180969j -0.0234397-0.018915j -0.00624623-0.0132083j -0.0192278+0.00409292j -0.0049205+0.00907464j -0.0151013-0.0282478j -0.0185131-0.00851869j 0.00472412-0.018246j -0.0127293-0.000959402j 0.0143037+0.0277267j -0.0164265+0.01712j 0.0171347+0.0202933j 
-0.00482251+0.00220005j 0.00557904+0.00196659j -0.000547903+0.00266321j 0.000130867+0.00118282j 0.00267435+0.00285603j 0.00731098-0.00836293j -6.6285e-05-0.00165225j 0.00207121-0.00506477j 0.00404019-0.0043855j 0.00161121+0.00121282j 0.00118072-0.00113282j -0.000765937-0.00387908j -0.00551353+0.000124869j 0.00995253-0.00657528j -0.0086176+0.00776609j -0.0031359-0.00125904j -0.00452912+0.00729704j -0.00408037+0.00495902j -0.00199853+0.00113987j -0.00588427+0.00820288j -0.00531643-5.45464e-05j -0.00737102+0.0169628j -0.00247895+0.00115669j -0.00647633-0.00326819j -0.00780343+0.00141829j -0.00713858+0.00241223j 0.00275855+0.00255806j 0.00749049+0.00892349j 0.00399906-0.00461469j -0.00177092-0.00888133j 0.00507721+0.000496835j -0.0159773-0.00778985j 0.00563288-0.000988786j 0.00289853+0.00846731j 0.00491009-0.00629868j -0.00057174+0.0132448j 0.0104824-0.000214914j -0.00326521-0.00878473j -0.00786822+0.00229322j -0.00513025-0.00329914j -0.0150331+0.0126727j 0.0101566-0.0119012j -0.000802321-0.012743j 0.0107957+0.00554235j -0.0153744+0.00327218j -0.00195406+0.00180291j 0.0136712+0.00141491j -0.00819089-0.0104175j 0.00555696-0.00603066j 0.010892+0.00414102j 0.0153727+0.0203115j -0.00485582-0.00361559j 0.00357449-0.0084307j 0.0156051-0.0187693j 0.0159385+0.0189923j 0.00421536-0.000207205j -0.00989333-0.0103591j -0.0119676-0.000279526j 0.0129854-0.00525227j -0.0168364+0.0100405j -0.000174025-0.0149634j -0.0078865+0.0191844j 0.00486831+0.00663956j -0.00480248+0.025364j 0.00610201-0.0158248j 0.0101249-0.015938j 0.00634657+0.0216698j 0.00731786+0.00957424j 0.00278176+0.00272369j -0.01798-0.00349543j 0.0202865+0.00924418j -0.0151606+0.0184107j -0.0369135-0.0108367j 0.00851418+0.0184644j -0.00476716-0.00816803j -0.000184993-0.0308305j -0.0227479+0.0101225j -0.00537854+0.0148907j 0.0182687-0.0214655j -0.00788932+0.00269085j -0.00809581+0.0168731j -0.0264006-0.00791408j -0.0108602-0.00635296j 0.00834778+0.00552228j -0.00919106+0.0104068j -0.0212321-0.00754304j -0.0153988-0.0279305j -0.00320936+0.0268365j 0.0145757-0.000229408j -0.0205917-0.00793521j 0.00523784-0.00165472j 0.0105344-0.0265173j -0.00362905+0.0199691j -7.30891e-05+0.00293477j 0.00111164-0.00172879j 0.00142357-0.00294236j 0.00621993-0.00269495j 
0.00586278-0.00550279j -0.00194538-0.00110969j 0.00750002+0.00850518j -0.00613381+0.00595817j 0.0122952+0.00611334j -0.00141982-0.0126083j -0.00525912-0.00176413j 0.00368036-0.00618007j 0.00161516-0.0121556j 0.00194977-0.00267531j -0.00842964-0.0029429j -0.000820614-0.00946681j -0.00325752+0.00466423j 0.00787493-0.00113388j 0.00589849+0.00116585j 0.00719407-0.00027213j -0.00753709+0.00823959j -0.0127933+0.00930469j -0.0126975-0.00902234j 0.00688906+0.0173998j -0.00787132+0.00544397j 0.0090797+0.0114125j 0.0121291+0.00290834j -0.00759394-0.000841551j 0.00921134-0.000376091j -0.006287-0.00469577j -0.00369026+0.00342809j 0.00478404-0.0148744j -0.000948242-0.00892084j 0.00418382+0.00127881j -0.00369469-0.00633016j -0.0105697+0.0075514j -0.00669795+0.00113035j 0.00837588-0.007946j -0.0115665-0.0129512j 0.00758551+0.0112584j -0.000727452+0.00723339j 0.00136989-0.00341367j 0.0123964-0.000722565j 0.00465243+0.000109843j -0.01146+4.50999e-05j 0.00548221-0.0016679j 0.00771231+0.000652021j 0.012751+0.0112759j -0.0135079+0.0157998j -0.00940685-0.00159063j -0.00359498+0.00230431j 0.0158747+0.00770051j 0.000691816+0.00337297j 0.0144738+0.0060803j -0.00531706-0.0163869j 0.00330038+0.00507623j -0.00376925-0.0128897j -0.0258111-0.00229162j 0.00291086+0.0142234j 0.00666594-0.0111716j 0.0162418-0.0127826j -0.00510301+0.00598751j -0.00975748-0.0166766j 0.000141407+0.00904919j -0.00379658-0.00247366j -0.0179148+0.00112549j -0.0110424-0.0219989j -0.0139304+0.0182382j 0.000583239+0.00572101j 0.00948458+0.00347751j 0.0109177-0.0125539j 0.0151964-0.00355075j 0.0258287-0.0058173j 0.00680177-0.00404765j 0.00765228+0.0276943j 0.013075-0.00741447j -0.0128729+0.000434932j 0.0072571-0.00639752j 0.000468168-0.00605581j 0.000564326-0.00829614j 0.0189261+0.0128085j 0.00425138+0.00288988j -0.0100296-0.00725479j -0.0011609+0.000216075j -0.00830452-0.00114217j -0.00115331+0.00563377j 0.00415844-0.0149171j -0.00970347+0.00688574j 0.00335445-0.000252352j -0.0181027-0.0200542j 0.018252-0.0175388j -0.0173128+0.0108631j -0.000256698-0.00820835j 0.0204318-0.00518359j 0.0194233-0.0180126j 0.00272258-0.0199139j 0.00351643+0.00994478j -0.0300254+0.0071082j 0.00473108+0.0240933j -0.00510274-0.000226454j 0.00425049+0.00880062j 
0.0104689-0.0028314j -0.00646594-0.01342j -0.00874879+0.00371324j 0.00457602+0.00681037j -0.0242308+0.000210626j -0.00208249-0.00054697j 0.00809855-0.00284076j -0.0191396-0.000474278j 0.00583867-0.0080756j -0.0210565+0.00309647j 0.0120388-0.0106896j -0.000989768-0.00183003j 0.020581+0.00390447j -0.0207671-0.00264397j -0.00338897+0.0178187j -0.0105083+0.000162958j 0.00961694-0.00281527j -0.00527304-0.00739131j -0.00743841-0.00478286j -0.000764026+0.00434716j -0.00248496-0.00173575j -0.00116058+0.00215881j 0.00509424+0.0039676j 0.000773626-0.000157899j 0.00735315+0.00115666j 0.00426794-0.000826229j -0.00398746+0.00241479j 0.00285714+0.0061746j 0.00192636+0.00255157j -0.00621494-0.00106j 0.0120615+0.00123674j -0.00952419-0.00408972j -0.00310977-0.00995115j -0.00808987-0.00132915j 0.00492165-0.0123777j 0.0046762+0.00432985j 0.00265311+0.00279877j -0.00656255-0.00118304j -0.00262976+0.00623359j -0.000430658-0.00421652j 0.00680116-0.00310124j 0.000715433+0.000374441j -0.00196829+0.00616093j -0.00707348-0.00349097j 0.00576509-0.00185998j -0.00767081+0.00269139j 0.00259213+0.000850675j 0.0134448+0.00110002j -0.00780101-0.00786462j 0.00032139-0.000467702j 0.00350886-0.00399909j 0.00537503-0.000108053j -0.00799686-0.0126443j 0.00348328-0.00896589j -0.00830949-0.00330056j 0.0125256-0.0021785j -0.000464529-0.00336807j 0.00822396+0.0143158j -0.000473264-0.00292559j 0.00219252-0.00773406j 0.00232769-0.0085591j -0.00312716+0.0128172j 0.0166801-0.0121759j -0.0155974-0.00677086j 0.00710448+0.00320705j 0.00270266-0.0101327j -0.00685977-0.0011397j 0.0154285-0.00996622j -0.00239879+0.00935213j -0.00455372+0.000424805j -0.0233281-0.00033439j -0.00416346+0.00428715j 0.00962332-0.0136008j 0.00272336+0.00159492j 0.00486188+0.0201618j 0.000650667+0.0069649j 0.00875819-0.00172489j 0.0216468-0.013927j 0.00179216+0.0107329j -0.0105728-0.00376689j -0.0170585+0.000137322j -0.00142324+0.0018412j -0.00185323+0.0220989j 0.0182834+0.014671j 0.0245972+0.0024314j 0.00466556+0.0119697j -0.0020915-0.00107325j 0.00925141+0.0028062j -0.00788353+0.00306586j 0.0176275+0.00214457j -0.00371572-0.00403909j -0.00257287+0.000204662j -0.00973033+0.00247848j -0.00922891-0.00348086j -0.00204082+0.00499192j -0.00756111-0.0032314j 0.00222504+0.00128533j 
0.00767885+0.000591521j 0.00238872-0.00239588j 0.0129516+0.00840628j -0.00721896+0.0039917j 0.0132014-0.00628257j 0.00399192-0.0111703j -0.00885118+0.00170008j 0.0160682-0.0115513j -0.00919126-0.00460529j 0.00287104-0.00839685j -0.00111031+0.012217j -0.00720425+0.00629192j -0.0200785+0.0142507j 0.0121071-0.00290799j 0.0196602-0.00824099j 0.00268338-0.00615144j -0.00850815+0.0113728j 0.00472903-0.00156467j -0.00571508+0.00807308j -0.00473106-0.00228395j -0.000630223-0.00518238j -0.000287913+0.00428606j -0.0037198+0.00219138j 0.00349171+0.00229781j -0.00283032+0.00472583j 0.00606363+0.00138963j 0.000325754+0.0127126j 0.00588701+0.00473505j 0.00521922+0.0106834j -0.00806309+0.00538394j -0.0012687-0.000907515j -0.0121473+0.00488492j -0.00265827-0.0109497j -0.0169552+0.00817902j -0.00166226-0.0187569j 0.00108395+0.000420658j -0.000483017+0.000375952j 0.00619178-0.000338809j -0.0109888-0.00501814j -0.00294573-0.00740014j 0.00342611-0.00630167j -0.00119272+0.000809454j -0.00467403-0.00134828j -0.0133495-0.00366634j 0.00433414+0.00135084j 0.00722852+0.00803364j -0.00177508-0.00133165j 0.00168488+0.00320422j -0.00670002-0.00536503j -0.00523226-0.00297927j 0.00344151-0.00180792j -0.00165087-0.00490703j -0.00523712-0.00451092j 0.000294218+0.000478711j -0.00593923-0.012059j -0.00227459+0.00392788j 0.00142477+0.000317377j 0.00533632+0.00299288j 0.00187273+0.0038684j 0.000318511-0.0188987j 0.00479257-0.00961971j 0.00808519+0.00702573j 0.0128398-0.00980412j -0.00374606-0.0191272j 0.00187206-0.00142912j -0.00111341+0.0027678j -0.0149503+0.00820828j -0.00475372-0.00873642j -0.0145233+0.0113888j -0.0035807-0.00257206j -0.0202016-0.00169572j -0.00290386+6.30539e-06j 0.0172613-0.02057j -0.00265729+0.00827909j 0.00687159+0.020026j 0.0111606+0.014561j 0.000349378-0.00582476j 0.0149936-0.00776379j 0.0127591+0.00756733j -0.00516626+0.00269136j -0.00423229+0.00785437j 0.0102152+0.00796006j 0.00904712+0.0143j 0.0165027+0.00463345j 0.0217856-0.00399932j 0.00664979+0.0159371j -0.00846782+0.0167552j 0.0180512+0.00981747j -0.0041193+0.0084404j 0.000674629-0.000432383j 0.00296164-0.00401619j -0.0120756+0.0227463j 0.000617629+0.00410798j -0.0044497-0.00461373j -0.00275997-0.000812646j 0.00260842+0.00460204j 0.00401733+0.00468341j 
0.0102044-0.0102502j -0.00645679+0.000847868j -0.00727007+0.000576711j -0.0072818+0.0076258j -0.0186449-0.00240122j 0.00239839-0.000988583j 0.00657981-0.00962701j -0.00363066+0.00880643j 0.00594357-0.00492522j -0.017032-0.00238094j 0.00442777-0.00592174j 0.00343986-0.00879695j -0.00400948+0.00168813j 0.00191184+0.00769104j -0.00822038+0.00300701j 0.0105738-0.00371732j 0.00794514-0.00658703j -0.00264555-0.00209373j -0.00749615+0.0033793j -0.00812609+0.00135171j 0.00442868-0.00398339j 0.00284384+0.0106416j -0.00513982+0.00487152j -0.000643665-0.00747968j -0.00212456+0.00529633j 0.00366626-0.00734501j 0.013464-0.00494259j -0.00197251+0.00409191j 0.00563191+0.000337012j 0.000357546+0.00267494j -0.00234656-0.000132942j -0.0133181-0.00461266j 0.00154988-0.0105937j -0.00881107+0.0078514j 3.64907e-05-0.00818926j 0.00197324-0.00558309j -0.00143084+0.00835086j 0.00119388+0.00493871j -0.0022218+0.00215248j 0.00316678-0.00827689j -0.00559119-0.000837835j 0.0126426-0.000520832j -0.0114089-0.00175403j 0.000749965-0.00015706j -0.00105264+0.0100455j 0.0015003-0.00533186j 0.00683412+0.00260394j -0.00763893-0.00676506j -0.00338615+0.0103999j -0.0203739+0.012702j -0.00137693+0.0011498j 0.00927434-0.000519124j 0.00311735+0.00911399j -0.0211005-0.00672871j 0.00442431+0.00501994j -0.00387819-0.000716125j -0.000675926+0.00218462j 0.00960791-0.0131907j -0.00485362-0.0101806j 0.00580393-0.00592985j 0.0106083-0.00500509j -0.00226805+7.10317e-05j -0.0178542-0.0085282j -0.000594182+0.00878523j 0.000434122+0.00767581j -0.00141478-0.0101643j 0.000872136-0.00925968j -0.00983019+0.00314507j -0.00484471+0.00358376j 0.0103983+0.00340337j 0.00684364+0.0138788j 0.00797023-0.00979609j -0.00459245-0.00297668j -8.44591e-06+0.000614311j 0.00256084+0.00721973j -0.027269+0.00646195j -0.012443-0.00146006j 0.00884031+0.0161828j 0.0255413+0.0166073j 0.0031135+0.0140847j 0.00412874+0.0253919j 0.019731+0.00586468j 0.00820163-0.011413j -0.0104423-0.0157979j -0.000911073-0.0108546j 0.0140124-0.0195359j 0.00823802-0.00781174j 0.0082202+0.0086358j 0.0124437+0.00883982j 0.00161354-0.0150566j 0.00366052+0.0090391j -0.00690613-0.004276j 0.00809806+0.00370819j -0.00907906-0.00201677j -0.0135132-0.000753926j -0.00141974+0.00361908j 0.00261864-0.00566165j 
0.00536369-0.00273549j -0.00543673-0.0027765j 0.00568896+0.00402673j 0.000604384+0.000377339j 0.00988949+0.00236902j 0.000239263-0.00743795j -0.00585132+0.00285738j -0.00845626-0.00644827j -0.002019-0.0193748j -0.0051281+0.00141622j -0.00669558-0.00293588j 0.00485364-0.00834969j 0.0124632+0.00216888j -0.000468303-0.00321047j 0.00321605+0.00807702j -0.00372794+0.00712488j -0.00136673+0.00455354j 0.00141679+0.00307548j 0.00115033-0.00502262j 0.00686411+0.00206302j 0.000123926+0.00914877j 0.00431791+0.00780428j 0.00582453+0.0110135j -0.00424483-0.0052666j 0.00513786+0.000343946j -0.000186559-0.00848368j 0.00709218+0.00623463j -7.576e-05-0.000635177j 0.0015019-0.00253907j 0.0103625-0.0033552j 0.00411423-0.00378374j -0.00390356+0.00580338j 0.00188607+0.00132906j 0.00487109-0.00777576j -0.00642797-0.00346437j -0.00139961+0.000276172j -0.00443006+0.000437267j -0.00345353+0.000976964j 0.00185982+0.000179792j 0.00167276+0.00153917j 0.00367036-0.0018544j -0.00468785+0.00277565j -0.00228123+0.00179117j 0.00587882+0.00349976j 0.0109579-1.98625e-06j -0.00350888+0.00110914j -0.00172455+0.000962331j -0.00134303+0.00772434j -0.00284076-0.0111832j 0.00736557-0.00010424j -0.000450781+0.00269975j 0.00868086+0.000394271j -0.0095128-0.000366719j 0.001689-0.00656181j -0.00429779+0.00631275j 0.0141771-0.000241045j -0.00151432+0.0121502j 0.00817649+0.0127247j -0.00155331-0.0137405j 0.00757838+0.00237036j 0.00297705-0.0145611j -0.00680035+0.00101492j -0.0120088-0.00151783j -0.00165653+0.000219253j 0.00707846+0.00205435j 0.0180075+0.00361367j 0.0150539-0.00334311j 0.00223171-0.00343152j 0.00442563+0.0157085j -0.00252285-0.00372552j -0.0115024-0.00198777j 0.00639425+0.00366613j 0.00326663+0.00175038j 0.00277269+0.00069163j -0.000902599+0.00844386j -0.00536107-0.0161166j -0.000607724-0.0134085j 0.00597576+0.000310386j -0.00667026+0.0143383j -0.00918207-0.00897093j -0.00927152+0.00191569j -0.000230271-0.00853742j -0.00791655+0.0124205j 0.0143205+0.00710892j -0.0137402+0.0115744j 0.010813+0.00952999j -0.00708001-0.00421746j 0.00171217-0.00369028j -0.000894231-0.00530273j 0.00171583-0.00116036j -0.00318326-0.0119972j 0.00530974-0.00646697j -0.00210336+0.00385008j -0.00263522-0.00311077j 0.000458783+0.00609079j -0.00159197+0.00346394j 0.00292353+0.00718787j 
-0.0077432+0.00431011j 0.00478584-0.00233087j 0.00403189-0.00107699j 0.00539715-0.00841874j 0.010187+0.00298791j 0.000737954-0.00372455j -0.00352182+0.00151621j -0.00361306-0.00684379j -0.00172887-0.00137344j 0.00555492+0.00055123j 0.00647295-0.000201601j -0.00232346-0.0039148j 0.00691314-0.0112567j -0.00487064-0.00808431j -0.000123983+0.0066453j -0.0145734+0.0104003j -0.00678631+0.00595281j -0.000532865-0.00389682j -0.0024266+0.00180712j 0.0042786-0.00112954j -0.00495202-0.00449916j -0.00189366+0.00566727j -0.00312928-0.00236568j -0.00312885+0.00160445j 0.00486464+0.00819752j 0.0113068+0.0026928j -0.0112463+0.000419607j 0.00862227+0.0163435j 0.00238798+0.00648036j -0.0175322-0.000399801j 0.00343637+0.00114603j -0.00942485-0.00415198j -0.00252824+4.46185e-05j -0.0046059+0.0131518j 0.0061814+0.00163403j 0.00307268+0.00558265j -0.00337694+0.00589337j -0.011416-0.00766057j 0.000554814+0.00654291j -0.0159406+0.0123861j -0.0015714-0.00227745j -0.00162942-0.00201834j -0.00412627+0.00155032j 0.00526173-0.00525354j 0.000562269-0.00273146j 0.0144334+0.00648013j -0.00654806+0.000803765j 0.0144746-0.000738906j 0.0128313-0.00343314j 0.00978559+4.52043e-05j -0.00814947-0.00416393j -0.00790271-0.00590255j 0.00297933+0.00334677j 0.000904289+0.0105356j 0.00649921-0.00205476j 0.00367656+0.0045514j -0.00313229+0.00447082j -0.00732789-0.018005j 0.0056819-0.0185582j -0.00500795+0.010203j 0.00617682-0.0117068j -0.00883943-0.0270594j -0.0148485+0.00152358j -0.0121549-0.00932338j -0.00474696-0.0136073j -0.0154795+0.0212446j 0.0089145-0.000740608j -0.00869573+0.0103269j 0.0212106-0.0146734j 0.0134007-0.00443832j 0.00825588+0.0130139j 0.0234243-0.00135664j -0.010808+0.00196975j -0.0182181-0.0155078j 0.000130334-0.0322148j -0.00809069-0.000326412j 0.00179021-0.0078951j -0.00313536+0.00244693j 0.00915695-0.0105008j 0.0158031-0.015705j -0.00417458-0.00432001j 0.00277287-0.00716074j -0.000322504-0.0324875j -0.0155293+0.00692817j -0.0130613+0.00874014j -0.00117431+0.0151301j -0.0171047+0.00691711j -0.00865945-0.00546758j -0.0227613+0.0205031j 0.0194079+0.0195062j 0.00227968-0.00650647j 0.00146024+0.0125197j -0.00107058+0.00961314j 0.00296585+0.00467438j -0.00339275+0.00599198j -0.00436694+0.000268909j -0.000653097-0.000207933j 
0.00627119-0.00272816j 0.00233492-0.00419311j 0.00360458-0.00345324j -0.0043587+0.00317718j 0.00521834-0.000181406j -0.000869441+0.00509468j 0.00583331-0.00984542j -0.0130418-0.00757774j 0.00518722-0.0024329j 0.00914854-0.0115673j -0.00634211+0.00687864j -0.0138046-0.0110519j -0.00113048-0.0104992j 0.00381752-0.00798229j -0.00325888-0.00385558j -0.00242863+0.00319937j -0.00261989+0.00192556j -0.00197695+0.00393231j -0.00616477-0.00178428j 0.00499523+0.0104856j -0.0103541-0.00450793j -0.00499784-0.00380008j -0.000715889+0.00175264j -0.00233513+0.00968526j 0.00587312-0.0145191j 0.00163432-0.0017881j -0.0088534+0.0176384j 0.00872189-0.0128327j -0.0206629+0.0127369j -0.0148621-0.00846265j 0.001255-0.00278724j 0.00794099+0.0156464j -0.00478734-0.000737322j 0.00178336-0.00712765j -0.00122839-0.00599435j 0.00457546+0.00246588j 0.00990165-0.000910921j -0.00243417-0.0024854j -0.000635278-0.00136595j -0.000702256-0.0110621j 0.00207774+0.00276426j 0.00169421+0.000833179j 0.000366143+0.00306472j -0.0102367+0.00542167j -0.00442279+0.0073776j -0.0108217-0.00742984j 0.000728567-0.00725473j 0.0105876-0.00363459j 0.00685604+0.000516505j -0.0110145+0.00025471j -0.00219104-0.00212661j -0.00513912+0.0175331j 0.00419924+0.00697742j 0.00215438-0.00232451j -0.00437067-0.00920563j 0.000410653-0.0108946j 0.00197749+0.00656105j 0.0190711-0.00744896j -0.00275194+0.012299j 0.0135203-0.00725708j 0.00461452+0.0125543j 0.00865751+0.0161985j 0.00760049-0.00658431j 0.00457275-0.00628247j -0.00204398+0.00432127j -0.0218687+0.00051955j 0.00286946-0.0178803j 0.0178562-0.00329908j -0.0171849+0.00189054j -0.00832938-0.00285196j 0.00623905-0.0098218j -0.000236229-0.00253808j 0.00833376+0.00376311j 0.00528987+0.00369807j -0.00132784+0.00894689j -0.0110238+0.00605378j 0.00419687-0.0172039j -0.0105587+0.0118912j 0.000235252+0.011904j 0.00258552-0.0059614j -0.00467059-0.00400103j 0.0148427+0.00558241j 0.00378745+0.00967684j -0.0178825-0.00647996j 0.00647475-0.0240026j 0.00144259+0.00387191j 0.0289461-0.00392914j 0.00274477-0.00546539j -0.00251654-0.00028327j 0.0114088-0.00430964j 0.00673396-0.00533672j -0.00228577-0.000373223j 0.00724107-0.0195224j -0.00258013+0.00627122j -0.00793913-0.00109089j -0.00566128-0.00136944j 0.00456745-0.00063832j 
0.00479781+0.00168965j -0.00871657-0.00496684j -0.00698018+0.00994306j 0.0129458+0.0140675j -0.0144303-0.00557771j -0.00459575+0.00835816j 0.00207437+0.0104495j -0.00716872+0.0021934j -0.0100433-0.00866565j -0.0154242-0.00876743j -0.0162116+0.00418863j 0.00800233+0.00253096j 0.00239376+0.0164229j -0.0109654+0.0129595j 0.0139642-0.00523348j 0.00920445-0.0196789j -0.000287715+0.000120572j -0.000782185-0.00216042j -0.000718768-0.00139154j -0.00124854+0.00342874j -0.0035986-0.00218371j 0.000529526-0.00996658j 0.00627086+0.00569666j -0.00677345+0.00471825j -0.00523832-0.00123404j 0.004483-0.00687371j 0.00403619+0.0037309j -0.00687955-0.00675862j -0.00747874+0.000956279j -0.00813311-0.00174027j -0.00244708-0.00854036j 0.0157871+0.0181394j -0.0111735-0.00989444j -0.00110461-0.000494799j 0.000474939-0.00480839j -0.00929434-0.00503606j -0.00777927+0.00159633j 0.00155043-0.00176009j -0.000328703-0.00748913j -0.00320584+0.00587854j -0.00734014-0.00183957j -0.00204768-0.00587192j 0.00407498-0.00118932j 0.00164953+0.00160344j -0.00610135+0.00593337j 0.0059077+0.00395804j -0.000424285-0.00634259j 0.0081589+0.000213222j 0.00835164-0.00873631j 0.00760787+0.00418617j -0.00576981-0.00368793j -0.00709214-0.00442538j 0.00666868-0.00319054j 0.000836743+0.00359501j 0.0103112+0.00970523j 0.00443471-0.0101689j -0.00450254-0.0103884j -0.00623741-0.00197105j 0.000931401-0.00578645j -0.00163792+0.00592053j 0.00597711-0.0107509j -0.0141707+0.00401039j -0.00979113-0.00840022j -0.00259362+0.00642315j -0.00794313-0.0128436j -0.00648607+0.0127637j 0.00559652+0.00563074j 0.00217056+0.00778136j 0.00881088-0.00747424j -0.0054723+0.00010337j 0.00302957+0.0149529j 0.00407163+0.00733862j -0.011966-0.0029825j -0.00169022-0.00190445j 0.00387302-0.00806676j 0.00974163-0.0159615j 0.00429186+0.00139487j -0.00830986-0.00588085j 0.00607649-0.00501756j 0.00122888-0.0145151j -0.00792317-0.00175868j -0.000987447+0.00697058j 0.00531032-0.00691992j 2.49696e-06+0.00824268j -0.00521971-0.00119867j -0.0166081+0.0102624j -0.015445-0.00615365j -0.0123994+0.015366j -0.00865734-0.00589126j 0.00389284+0.00164787j 0.016661-0.00695228j -0.00420951-0.00174364j -0.00400181+0.0215777j 0.00151715+0.00609757j -0.000108507+0.00496076j 0.00323053+0.00882499j -0.00379601-0.00401611j 
-1.52794e-05+0.00594607j 0.000379266-0.00374603j -0.000655518+0.00422776j 0.0100361+0.002887j -0.00312333-0.00301557j -0.00262472+0.00173452j -0.00283321+0.00436242j -0.00703466-0.00362946j -0.000881524-0.00354862j 0.00323723-0.0110689j -0.00705459+0.00404262j -0.00298203+0.00225971j 0.00247057+0.000207636j -0.006236+0.00124803j 0.0085716-0.0010394j 0.00170531-0.00766964j -0.000519058+0.00724732j -0.00433027+0.00204784j -0.00361117+0.000792991j 0.00217567+0.00770068j -0.00671431-0.00591158j -0.00713315+0.00108799j -0.000312167-0.00330627j 0.00804562+0.0159988j -0.001521-0.0148j -0.00371928+0.0161682j -0.0255199+0.000540255j -0.00540784-0.00544263j 0.00361529-0.0116611j -0.000328229+0.0134011j -0.00307738-0.00193452j -0.00524082+0.00439005j -0.0148965+0.00299463j 0.00296071-0.00404996j -0.0015597-0.00939842j 0.00124843+0.00942052j 0.00608432+0.00128882j -0.00235811-0.00237425j 0.0022499-0.00221674j 0.00138098-0.00164071j -0.000446061+0.00244736j 0.00222304-0.001186j 0.00500164-0.00353238j -0.000669703+0.000840268j -0.00526969-0.00786933j -0.000563643-0.00230189j 0.00993212+0.00257497j 0.00649538-0.00714484j 0.00692885+0.00429834j 0.0030808+0.00277756j 0.000583217+0.00664314j -0.00993117+0.00369909j -0.0148702-0.013112j 0.00298722+0.00185922j -0.0112865-0.00013122j -0.00492906-0.00660879j 0.00240931+0.00513672j -0.0112226+0.00287067j -0.012261-0.000762221j 0.00844773-0.00406795j 0.00457208+0.00398312j 0.0112373-0.000939591j 0.0108303-0.00419282j 0.00999783-0.00638759j 0.0121728+0.00350535j 0.0228875-0.00804611j -0.0193541+0.0101662j -0.012388+0.000580099j 0.0135359+0.00154079j 0.0186684-0.00643771j -0.00154773-0.00770067j 0.00568502-0.00444998j 0.0093648+0.0142658j -0.0130613-0.00838137j -0.00434273-0.00097468j -0.000584858-0.00505218j 0.00308628+0.00834387j -0.00101369+0.00984247j 0.0103132-0.00302348j 0.00118562+0.00788605j -0.0064372-0.000347321j 0.00921018-0.00045734j -0.0110952-0.0131673j 0.0103493-0.0106505j -0.0161562+0.00710367j 0.00460681-0.000130596j 0.000283747+0.00132772j -0.000271197+0.00283639j 0.0011827+0.0142448j 0.00311239+0.00587363j 0.00636662-2.53399e-05j -0.00141364+0.00113178j 0.00111461-0.00236368j -0.00191179+0.00403965j -0.00297346+0.00577695j -0.00448505-0.000934445j -0.00215597+0.00302127j 
