0.00520903+0.0112386j 0.0970549+0.131552j -0.0537303+0.116186j -0.0308107-0.00421039j 0.0345558+0.0332466j -0.0178806+0.0545557j -0.00673715+6.06455e-05j 0.0151687-4.72099e-05j 0.0412177+0.00307162j 0.0193245+0.0304079j 0.0774443+0.0133003j -0.0151329+0.0165883j 0.0359874+0.00359684j 0.0113795-0.00453883j -0.00378471+0.0426472j 0.0199158+0.00905592j -0.0258852+0.0180462j -0.0142046+0.0367494j -0.00630815+0.0143483j 0.0851101-0.0116052j 0.0180236-0.00910845j 0.0126564+0.0553007j -0.00351841-0.00364903j 0.0281997-0.00957569j 0.00744433+0.0286711j -0.0367303-0.0455674j 0.0207709+0.0349521j -0.0637142+0.00214361j 0.0927934+0.0139581j -0.00949728+0.00620286j 0.030018-0.0179986j -0.0116437+0.0128494j -0.00922292+0.0180045j 0.0270595+0.0152403j -0.0314544+0.00853241j -0.0190037-0.00636139j -0.00375387+0.0217803j -0.0135244-0.00116895j 0.0105101+0.0331268j 0.00119903-0.0130874j -0.0594496+0.0227085j -0.0201139-0.00188687j 0.00307882-0.00795991j -0.00696225-0.00863181j -0.00241142+0.00725973j 0.0357325-0.0232268j -0.00082701+0.0287047j 0.0206584-0.00992224j -0.0124275+0.0374231j -0.00607465-0.0146822j 0.0396871+0.00135929j 0.0230277-0.0103782j 0.0424072+0.0514191j 0.00345092-0.00627156j 0.0082136+0.0396268j -0.00333081+0.00384573j 0.000502658+0.0143535j 0.0296338+0.0247733j 0.0304116+0.0924459j -0.0481461+0.10502j 0.073806-5.54413e-05j 0.0326389-0.0590697j -0.0149231+0.0508152j -0.0523861-0.0085324j -0.116149-0.0562882j -0.057732-0.0470656j -0.0623906+0.0125989j 0.0383761-0.0584756j 0.0378051+0.0604131j -0.0524606-0.102306j 0.0194154+0.00610193j -0.0188057+0.0134585j 0.0227991-0.0282629j 0.0201851-0.0103512j 0.0124424+0.0513007j -0.0362617+0.00983974j 0.00423349+0.0362359j 0.0109448+0.023505j -0.0377782-0.0206937j 0.00372662-0.0181863j -0.111948+0.0138307j 0.038909+0.25874j 0.102521-0.0392438j -0.141247+0.0733546j -0.208736-0.108191j 0.0878027-0.10433j 0.082069+0.048096j 0.0162108+0.0052703j 0.07251+0.00470324j 0.124469-0.0289054j 0.0606071-0.105195j 0.126264+0.169401j 
0.00852368-0.0166443j 0.00252526+0.00185945j 0.0407798+0.00772273j 0.0269118+0.0311486j -0.0857026-0.0266448j 0.00782363+0.0261074j -0.0232944+0.0216812j -0.080272-0.000295459j -0.0216515+0.000200506j 0.00708957-0.0357788j 0.0110309+0.0357509j -0.0372051-0.0972314j -0.010392+0.0395301j 0.0412489+0.0676845j 0.0636883-0.028269j -0.00214251+0.144173j -0.023285-0.0904753j -0.0105803-0.0182699j 0.0120404-0.0309628j -0.00767679+0.0772727j -0.00473403-0.0189023j -0.0626715+0.0364044j -0.00096542-0.0910053j 0.0446719-0.01403j 0.0159775+0.0475728j 0.020475-0.0375124j 0.0647252+0.0429517j -0.0215987+0.081541j 0.00578786+0.0981158j -0.0226132-0.01173j 0.0432972+0.052376j -0.0675495-0.0576186j -0.0451145+0.083114j 0.0238218-0.0507054j -0.093083+0.108523j -0.0384248+0.0508843j -0.0694155+0.00281255j -0.040681-0.186057j -0.00833831-0.0458045j 0.0477467+0.063013j 0.117453+0.00208462j -0.018446-0.00397507j 0.0804866+0.0349387j 0.008908+0.00445184j -0.041619-0.00691783j -0.0530674+0.0173021j -0.0565078+0.0222616j -0.0925015+0.0604086j -0.011175+0.138186j 0.0385355+0.0472786j -0.0379106+0.0573724j 0.081993-0.0210284j 0.0964411+0.10058j -0.0421096+0.0334931j -0.0788535+0.0112678j -0.044238+0.0338621j 0.0246662-0.0430316j -0.00300312-0.0798072j -0.0504606-0.0940736j 0.0140523+0.0141438j 0.0695327-0.00426402j 0.0990249-0.00869776j -0.0337076+0.0118319j 0.0274596-0.0252895j -0.00419014+0.00120461j 0.0922421-0.00423092j 0.0530656+0.102941j 0.090382+0.0393013j 0.126473-0.0589585j -0.0600992+0.00967325j 0.0247312+0.00545718j -0.0298349-0.0761625j 0.00488291-0.00946774j 0.0188365+0.00937718j -0.0659307+0.0407144j 0.0557269+0.0379998j 0.0436263+0.0147906j -0.0268215-0.0136039j -0.0391426-0.0207049j -0.0224219-0.0427325j 0.00492367+0.0119927j -0.0378102+0.0694751j 0.0207844+0.0142163j 0.0368027-0.0259198j -0.00764458+0.0651934j -0.0369064-0.0161706j -0.0125591-0.017631j -0.0322027-0.00631438j -0.0147657+0.0150435j 0.0227785+0.0185424j 0.00501704+0.00870212j 0.00637215-0.0069953j 
-0.0233346-0.0241043j 0.0186404+0.00526637j 0.0289476+0.0203376j -0.0153828+0.00171816j 0.00926872-0.00813225j 0.0289135+0.0765653j 0.00762977-0.047336j 0.0581597+0.056077j 0.00232028-0.0125351j 0.00172762-0.0361441j 0.0847095-0.0202048j 0.0176144-0.0331336j 0.00525104-0.00480737j 0.0335131-0.0674029j -0.0238298-0.0477362j -0.0258165-0.0218713j 0.00710045-0.0292545j -0.0308156-0.0241539j -0.00229119+0.0136312j 0.0251205-0.0262529j 0.0327693-0.0413249j -0.0241962+0.0534001j 0.0165728+0.0320878j -0.00627901-0.0656566j 0.0152393-0.0453698j 0.0775015-0.0947159j -0.00112585+0.0460501j 0.0707852-0.024127j -0.0483739-0.0920948j -0.053099+0.0106074j -0.0531454+0.0205202j 0.0128113+0.0555578j -0.0455535+0.0117847j 0.0285263-0.0011449j 0.0394874+0.127961j -0.00954954+0.0384297j 0.0987264+0.0233266j 0.0141008+0.00220987j 0.0277542-0.0423662j 0.0519538+0.00568674j 0.0236097+0.0142633j 0.128617-0.0263413j -0.00634815+0.00521561j 0.0229491-0.0156727j 0.0172016+0.0258881j 0.0241041+0.0206533j -0.00560997+0.00967764j -0.0239826-0.00418299j 0.0764445-0.00152542j -0.081753-0.0293312j 0.0343133-0.00803273j -0.0504105+0.0475482j 0.00426114+0.0659946j 0.0245769+0.00296114j -0.0132517-0.0370216j -0.0233363-0.0486879j -0.0653651+0.0367472j 0.00455075-0.0755566j 0.0468276-0.150755j 0.0199198+0.098785j -0.005663+0.012723j 0.00162816-0.0189809j -0.0197521+0.0564687j -0.0361832-0.0535806j -0.0448651+0.073933j 0.0940475-0.0142426j 0.039573+0.0973692j 0.0940281+0.213108j 0.00457574-0.118192j 0.0417358-0.00955562j 0.00767517-0.102841j -0.0741914-0.0552396j -0.0190546-0.0339681j 0.0838591+0.0567073j -0.0736577+0.0343977j 0.0131702-0.174412j -0.0980694-0.0395315j -0.0151642-0.0894912j 0.0352854+0.018885j 0.00327669-0.104654j -0.0222432+0.00596094j -0.0508824+0.0298332j -0.0175676+0.101434j -0.0052253-0.0811764j 0.0854973-0.106413j 0.0472778-0.00389852j 0.00356762+0.0870177j 0.0447523+0.064435j -0.0584447+0.00294933j 0.0120787-0.00493243j 0.0149942-0.0187022j -0.00438001+0.0051984j 
-0.00896933+0.0306004j -0.0216664+0.0146772j -0.0299633+0.00177533j 0.0248798-0.0783897j 0.0219377-0.0470639j -0.115967-0.0970116j 0.0899533-0.00105707j 0.0211473+0.1388j -0.0166775-0.0115508j 0.0159308-0.0415042j 0.0155879-0.0363772j -0.0136031-0.00838126j 0.0191558-0.0144221j -0.00385932+0.000849826j -0.00835532+0.00389673j -0.012638-0.0160351j -0.0389137-0.00785234j 0.0457209+0.0205651j -0.00132224-0.00238329j 0.0130288-0.0370788j 0.0322059+0.0832758j -0.0031905-0.0800479j -0.0960846-0.0288754j 0.0275893+0.0604746j -0.0297289+0.0440493j 0.0433145-0.042131j -0.00253631+0.0763347j 0.0330117+0.0122403j 0.0325315-0.0544288j -0.127226+0.0389645j 0.00379911-0.0992811j 0.0921075-0.102609j -0.0904868-0.00560843j 0.150197-0.0153026j -0.028803+0.0636892j -0.0497764+0.00626687j 0.0410072-0.0323949j -0.0326241+0.0277689j 0.0945558-0.0269981j -0.0164175-0.0122864j -0.0180102-0.0406057j -0.0551268-0.0508388j -0.0165725-0.0184606j 0.0871457-0.010327j 0.0323052-0.000851679j -0.0207061-0.123246j 0.0521615+0.0491572j -0.0762085-0.0598117j 0.0260749-0.00854274j -0.00756053-0.00870724j -0.00995712-0.0174087j 0.0326598+0.0402774j 0.00652261-0.0302059j 0.00930602+0.0461763j 0.020577+0.00336844j 0.0116441-0.0237431j 0.0323877-0.0427156j 0.0282681+0.0829696j 0.0313782+0.00377575j -0.0134496+0.0544032j 0.0627745-0.0109122j 0.0176314+0.000371431j 0.0250563-0.0322903j -0.0331581+0.015552j -0.0080233+0.0175412j 0.10381-0.0847362j -0.0230773-0.0510072j -0.0231088+0.113003j 0.0642189+0.0256617j 0.0082943-0.00398794j 0.0169326-0.00444714j 0.0313603-0.00118821j 0.0273943-0.0472463j -0.0368897+0.0171651j -0.0282922+0.0948656j 0.0491596-0.00642056j 0.0336726+0.0415249j 0.0759038-0.0516837j 0.119324+0.00172223j -0.00504637+0.0752899j 0.111025+0.053636j 0.0868149-0.0406735j 1.06033e-05-0.00608449j -0.0471656+0.0449712j -0.0127123-0.102135j 0.00447571+0.0126954j 0.153152-0.0585665j -0.0569114-0.0218206j 0.0666098-0.0324183j -0.112134-0.0853699j -0.0119125-0.0213042j -0.00158021+0.00618482j 
-0.0355641-0.0676538j 0.00444514-0.0293694j -0.014054-0.0386348j -0.0148488-0.0187052j 0.0347292+0.0261337j -0.0720844-0.0787048j -0.00276104+0.00997401j -0.0568461-0.0813843j -0.0416787+0.022107j -0.0214717-0.0527408j 0.0450629-0.0250186j 0.0200967+0.00663787j 0.00596949+0.0429242j -0.0225788-0.131906j 0.0066177-0.0470124j 0.0382467-0.0563081j -0.0734165+0.0329285j -0.00776971-0.0383246j -0.074366-0.00176862j -0.0267374+0.00592835j 0.0757341-0.0210516j 0.0486431-0.0804122j 0.0275969-0.0707393j -0.0376102+0.0179198j -0.00860911+0.0101239j -0.0312013-0.0591446j -0.0194765+0.0649497j 0.036462+0.139656j -0.07398+0.00620922j -0.0177799+0.0286568j 0.0240221+0.177325j -0.000265987-0.0735214j 0.132894+0.0936182j 0.0608815+0.0413172j 0.0358815+0.041242j -0.0172597+0.0474399j 0.122715+0.0664358j 0.0149248+0.0176941j -0.0848939-0.0652725j 0.0423273-0.0456794j -0.0363556+0.0784882j -0.00346571-0.0668268j -0.0212834-0.00406437j -0.00891569+0.0250365j 0.0262988+0.0141506j -0.0487831+0.0356062j 0.0725165-0.00285186j -0.0500516-0.118151j 0.095034-0.000347551j -0.0215956+0.023185j -0.0546813-0.00181493j -0.0213279-0.050227j -0.0204356+0.0472217j 0.0162583-0.0172887j -0.141155+0.0244912j 0.0278996+0.0824346j 0.0679164+0.0376686j 0.0728443+0.0719472j -0.0230706+0.00846439j -0.0150572+0.0407473j 0.0434178-0.0810058j 0.0485063-0.0569181j -0.136414-0.0110365j -0.0694763+0.0460487j -0.029109+0.152594j -0.02175+0.0635118j -0.00108374+0.0261202j -0.0847049-0.0150323j 0.0784379+0.0297977j -0.0780234-0.0945562j 0.00210041-0.00979581j 0.135728+0.0100561j -0.013323+0.00101803j -0.0508015+0.00267305j -0.0965452-0.0966558j -0.0414823+0.0522472j 0.0604897-0.00817164j -0.118505+0.0659853j -0.131239-0.00313179j 0.0843745+0.0343865j -0.0142215-0.0451915j -0.029025+0.0130361j 0.045424-0.0202781j 0.0320017+0.0559686j -0.00318949-0.0013616j -0.0296037+0.0146167j 0.0363994-0.0117633j 0.0505139+0.0688206j -0.00997297+0.0344695j 0.00253866+0.0287988j 0.00882798+0.0254832j 0.00271723+0.0299061j 
0.00625319+0.00835492j -0.00269459+0.00958218j 0.0103271+0.0707505j -0.106719-0.0739618j -0.0318795+0.051101j -0.00464662+0.00505303j 0.0115375-0.124381j 0.10551+0.00860458j 0.0594696+0.0482276j -0.0654753+0.0206582j -0.0835401-0.0803565j -0.0021536-0.010094j -0.0190794-0.0154496j -0.0350115-0.0669287j -0.0597405+0.00865801j -0.0283993+0.0223711j -0.00243671-0.0804735j 0.00147216-0.0205681j 0.00419207+0.0191068j -0.0415213-0.0500961j -0.000278844-0.0650498j 0.0196357+0.131695j -0.0151683-0.0632898j -0.0087381-0.0603965j -0.0130235-0.0767024j -0.101464-0.0620464j -0.095827-0.110893j -0.0170362+0.00860454j -0.0957987+0.043499j 0.0458107+0.0200342j -0.0188134+0.0383016j -0.0519886-0.000467186j 0.0484284+0.0187563j -0.00613996-0.0177869j 0.103705+0.102111j 0.0435421+0.114047j -0.0047453+0.0774867j 0.0156707-0.0296412j -0.0130201+0.00253352j 0.137396+0.058926j -0.0339263+0.0556214j 0.240982+0.0692068j -0.0127225-0.0317188j -0.00975974+0.0445079j -0.0139814+0.0572928j 0.101758-0.0442205j -0.0924886+0.0485752j 0.0260488-0.0574604j -0.0137514+0.0548768j -0.0486575-0.010656j 0.0699448-0.0583228j -0.0453342+0.0154606j -0.0489403+0.0546324j 0.0562388-0.078014j -0.0158053-0.0205775j -0.0497771-0.025297j -0.125537+0.0515479j 0.0556961+0.0431355j 0.0138559-0.0311344j -0.0113965+0.00298763j -0.0539978-0.00482658j 0.0228487+0.0466375j -0.00505387+0.0136212j 0.0332841+0.0386262j -0.105138+0.0961577j -0.00870679-0.0746286j -0.0660334+0.0116979j -0.0182126-0.00598889j 0.0238728-0.0875423j -0.0762363+0.0998719j -0.0318092-0.10034j -0.0656047+0.042026j 0.0201338+0.026979j 0.00935957-0.0230674j -0.0472175-0.152109j 0.0687144+0.0111212j -0.0144951-0.0637661j 0.0091566+0.0220109j 0.017946+0.0278787j -0.16598+0.0547687j -0.0342283-0.0716797j 0.0383229+0.0165631j 0.0665563-0.00855614j 0.00504885-0.00966514j 0.0122322+0.067305j -0.0163789+0.0134582j 0.00762371+0.0978003j -0.0238098+0.0226744j -0.058623+0.0384289j 0.045123+0.00116419j -0.0191662+0.00065386j 0.0109588-0.0162221j 
0.0285532+0.0160323j 0.0212841-0.0339916j 0.0339555-0.0289614j 0.0168334+0.115082j 0.0379525+0.0567309j 0.0304421-0.0727362j -0.0918798+0.0253511j -0.116047-0.0249705j -0.000237126+0.0429135j 0.0215194+0.0147469j -0.038913+0.0579333j -0.0883569-0.0538539j -0.0374138-0.0177069j 0.00510659-0.0946977j -0.00373822-0.0604288j 0.0465821+0.00250509j -0.0130182-0.143702j 0.0221145-0.030142j -0.028302+0.00553456j 0.00866916+0.0473472j -0.0343959+0.0198927j 0.0567654+0.0486807j 0.0129592-0.0728626j -0.085632-0.0862632j -0.00380474-0.0641603j -0.0619524+0.115295j 0.0262318+0.0842779j -0.060743-0.0272338j -0.0983412-0.0505596j 0.10004-0.0264032j 0.0148017+0.0131605j 0.0589211-0.00810841j -0.00276082-0.164106j -0.079159+0.0363423j 0.0579412-0.0535973j -0.00806608-0.0274088j 0.0167399+0.0936125j 0.0283178-0.00156211j 0.00328966-0.00443767j 0.00316327+0.0499621j 0.00262685-0.0523329j 0.0305633+0.109645j 0.0589623-0.0082905j -0.0833278+0.0433076j -0.0226931-0.00356359j 0.0305739+0.0183126j -0.0128104-0.0441248j 0.108838-0.0635808j -0.0121651-0.0267691j -0.0027156+0.00439367j 0.0279274+0.0820341j -0.0426599+0.0509545j -0.0660606-0.0250847j 0.0260104+0.043896j -0.0198617-0.0118714j 0.015898-0.00312062j 0.0372221+0.00701925j -0.0631586-0.0247001j -0.0696071-0.0383045j -0.0811909+0.00383385j 0.0650901-0.0684418j -0.0326329+0.00461011j 0.0283541+0.00610422j 0.0509732-0.0223063j -0.123376-0.0505838j 0.0535746-0.0104018j 0.148179-0.0255323j 0.0472274-0.0132303j -0.177546-0.0484589j -0.0782176-0.114997j 0.0758879-0.10421j 0.157104-0.0832354j -0.00260865+0.0194766j -0.0361187-0.0225592j -0.0313041+0.110229j 0.00160203-0.0357275j 0.031134+0.0468272j -0.0233769-0.0821159j -0.033914+0.0526357j 0.141157+0.0225407j 0.122719+0.0299284j 0.0341235+0.109919j -0.0664466-0.00504673j 0.112743-0.0020787j -0.0117354+0.0119814j -0.0035899-0.00600385j -0.0369567-0.0340339j -0.0364345-0.0146085j 0.0183323-0.0531574j 0.0205484+0.0302016j 0.000504144+0.0259445j -0.00472506+0.012509j 
0.0906662-0.00619853j 0.0193817+0.111673j -0.0291398-0.071003j -0.154692-0.116993j 0.0341677+0.0683024j -0.0353171-0.0847471j -0.174583-0.0929628j -0.130784-0.15887j 0.00536455+0.0317948j 0.0272643-0.00514558j 0.0771108+0.0236249j -0.0636348-0.0595419j 0.0406485+0.0255084j -0.00741125-0.0359964j 0.0289244+0.0693996j 0.0526161+0.0587583j 0.0243518-0.0126624j -0.0111255+0.0365943j 0.021312-0.0592882j 0.0499536-0.00902626j -0.00950492+0.0596811j -0.076775+0.0100482j 0.075127+0.0859814j -0.0247662-0.0910914j 0.0300807+0.0694599j -0.0452315-0.0419736j 0.15136+0.0841461j 0.114999+0.0349513j 0.0307338+0.0972994j 0.0410264+0.0955512j 0.00604907-0.123287j 0.0810003+0.0189168j -0.100421-0.0373683j -0.0856008+0.0279919j -0.0678817+0.094062j -0.0571326+0.00333017j 0.0499677-0.0482758j 0.0514001+0.0300276j 0.0574186+0.0233772j -0.0739998-0.0122049j -0.0315417+0.0177675j -0.0578637+0.0470822j 0.0272119-0.0500908j -0.0603944+0.0146465j 0.017836-0.00693666j 0.0279214+0.00988034j 0.042024-0.0119148j 0.00787056-0.0113312j 0.0643075-0.00985422j 0.0294619-0.0229242j 0.0175355-0.0783801j 0.0184736+0.0382108j -0.0480037+0.112288j -0.077876-0.00955827j 0.00777342+0.0353643j -0.0258767-0.0120502j 0.0220406+0.0189064j 0.04258+0.0330992j -0.134326+0.002931j 0.0207821+0.121551j 0.0305202+0.0385538j -0.00724494+0.0247987j 0.0979874-0.0566208j 0.0632509-0.0312723j 0.0877124+0.0320391j 0.0618344-0.000818404j -0.000290108-0.0935372j -0.038037-0.0390191j -0.0266554-0.055124j -0.0095531-0.0919054j -0.0634202+0.0632827j 0.0650621+0.0796921j -0.0446835-0.00253331j -0.0327713-0.00699851j -0.0884148-0.174547j 0.087187+0.0916022j 0.0491375-0.0440466j 0.00480626+0.0667107j -0.0177069+0.0106978j 0.0598949+0.0583132j -0.0280279-0.0260067j 0.055779-0.00882571j -0.0367371+0.0422909j -0.0504186-0.0341099j -0.019931-0.0974788j 0.0473573-0.0501172j -0.0856213-0.0310585j -0.0442114-0.00939768j -0.0901537+0.0586746j 0.0264115-0.0220133j -0.0152011-0.014053j -0.00695373-0.0152908j 
0.034822-0.0716646j 0.0203006+0.054305j -0.0251355-0.0130993j -0.0620531-0.101087j -0.0100263-0.00891445j -0.0111048-0.0701099j 0.0539577+0.0770098j -0.0393351-0.0397843j 0.0420471-0.00433799j -0.0135946-0.03581j 0.0154238-0.075018j -0.0209944-0.0727084j -0.0101383+0.0231981j -0.0430866+0.0486524j 0.0107403-0.0440532j 0.0178341+0.0326812j -0.036984+0.0291423j -0.038145+0.0510157j -0.0104185+0.00381855j 0.00751596-0.0331558j 0.0304202+0.031487j 0.0300887+0.0274395j 0.0103239-0.081211j -0.00927165+0.0166943j 0.0140573+0.0284811j 0.0216033-0.0185008j -0.0325503-0.0612581j -0.0917432-0.0794585j 0.0622413-0.020838j -0.0145019+0.100965j 0.0615467+0.0425914j 0.0224614+0.101681j 0.00132612+0.0548957j 0.0135165-0.10902j 0.046647+0.0953914j 0.0396877+0.0615192j -0.0300354+0.02489j -0.0420497-0.0457922j -0.0539603-0.0131675j 0.0236389-0.020333j 0.0941282+0.0270475j 0.0683914-0.00863625j -0.0106266+0.0135954j 0.0605003-0.0144668j -0.00631071-0.0375126j -0.0175974+0.021527j -0.019118-0.0201075j -0.00153272+0.0648964j -0.0102162-0.0359085j -0.00552428+0.0452178j -0.00617721-0.00314715j 0.0183325-0.0110592j 0.0734345+0.0736198j -0.0280614+0.0166404j -0.0254056+0.0113168j 0.01217+0.0182978j -0.0154505+0.0198892j -0.0150652+0.0307495j -0.015699+0.0438007j 0.0848616-0.0247723j 0.00671701+0.0591909j -0.0639393-0.0189582j 0.0191224-0.0233652j 0.00284702+0.0189611j -0.0348031-0.0182397j -0.140912-0.0358918j 0.0425925-0.0130541j 0.0758932+0.0300078j -0.0289999+0.135387j -0.0247235-0.0270232j -0.108508+0.0266304j 0.0273572+0.0191072j -0.0377362-0.0156098j 0.00503679+0.00943153j -0.0209004+0.00558176j -0.0672129+0.00997956j -0.00655151-9.7636e-05j -0.00900808+0.0215085j -0.00298795-0.0233322j -0.00955568+0.0424481j -0.0629015-0.0423046j 0.0289516+0.0310747j 0.0440741-0.0541937j -0.112003-0.0184598j -0.0292486-0.0494078j 0.00426634-0.0519359j 0.0114947-0.0194284j 0.0503031-0.00885686j 0.0153548+0.0414427j -0.017322-0.0309212j -0.00415214-0.00659022j -0.00343705+0.00371697j 
0.0323036+0.0243061j 0.0533686-0.035571j -0.246219-0.237416j 0.103289-0.147908j 0.025952-0.0422476j -0.108791-0.125948j -0.0370353-0.0495843j -0.105202-0.0579026j 0.0785164+0.0439799j 0.0334822-0.0282417j -0.0409517-0.0445797j -0.0224533-0.00809415j -0.0504331-0.00573897j -0.0830569-0.0115192j -0.0594169+0.0311412j 0.0383218+0.0216521j -0.0560113-0.000275797j 0.0555056+0.050143j 0.0192126-0.00954713j 0.0129804-0.0222882j 0.00284008+0.0473162j 0.029036-0.0102987j -0.0686924-0.0204948j -0.0487365+0.00350719j -0.000690525+0.00830391j 0.0811754+0.0369751j -0.0241087-0.0162771j 0.0795784+0.00252302j -0.0429296+0.00794058j 0.28816+0.127191j -0.0685563+0.0473905j 0.0524795+0.0199904j -0.0110089+0.0440888j -0.167338-0.065482j 0.127963+0.0851667j 0.0702128+0.030437j -0.0255532+0.0188229j 0.0577389+0.0536129j -0.0530571-0.0300726j 0.00992068-0.00672491j 0.00639456+0.013487j 0.0220779-0.0249212j -0.0291653+0.0253681j 0.035136-0.0208688j -0.00691847-0.0251826j -0.065583-0.0218468j -0.00103893-0.0250264j -0.0046814+0.0527861j -0.0379411-0.0226304j 0.0303882-0.000450182j 0.0373368+0.0402249j 0.00833561-0.0394346j 0.0979911+0.0135671j 0.0169271-0.00648217j 0.00331363+0.00757917j 0.030638-0.0218419j 0.00432329+0.00102068j -0.0032722-0.00850114j 0.00190909+0.0175772j 0.0603247-0.0358911j -0.0323781-0.00865581j -0.0254541-0.0403675j -0.00815495+0.00477463j -0.172871-0.0171898j -0.0274496-0.0747205j 0.14936+0.147436j -0.00520639+0.00305714j -0.0173986-0.118782j 0.0383685-0.133749j 0.00994281+0.0269346j -0.0192444+0.079962j -0.0596104+0.0201039j -0.0230057+0.0677484j 0.028028+0.0119722j -0.0505379-0.0503281j 0.0452667+0.0143833j -0.00748571-0.0513302j 0.0387794-0.0152581j 0.0288981+0.057408j -0.0616509+0.0712107j -0.0968017-0.0739874j -0.0615025-0.0527973j 0.0420345+0.0244176j -0.0843062-0.000456413j -0.0285837+0.00440837j -0.0523713+0.048114j 0.0483455-0.0189405j -0.00555257+0.00627636j 0.118531-0.0185421j -0.0599799+0.0170463j 0.0144201-0.00809954j -0.0296973-0.019989j 
0.0737629+0.00380717j 0.156513+0.154452j -0.119664+0.235537j -0.142709-0.171608j -0.0556594+0.119117j -0.0639917-0.0318767j 0.0204121-0.0132598j -0.00286599-0.0467339j -0.0630705+0.0515719j -0.0669639+0.0821753j -0.00483801+0.011212j -0.0597942-0.107725j 0.098992+0.0728671j 0.0398204-0.0353113j -0.0338786-0.0183707j -0.0219145+0.011209j 0.0794049+0.0217266j 0.00712938+0.016752j -0.0144194-0.0295815j -0.0105015+0.0311031j 0.0569793+0.060726j 0.0117605-0.0534451j -0.0222336-0.0286943j 0.0109785-0.0459128j -0.0041075-0.00565132j 0.0635665-0.0168908j 0.038385+0.00434237j -0.0949083+0.0618031j -0.00157074-0.111662j -0.0639849+0.199091j 0.0695492+0.0437562j 0.0733143-0.0873929j 0.0335188-0.0973039j 0.104122-0.00334515j 0.00486232-0.00967038j -0.0208117-0.0495144j 0.00100977+0.0724306j -0.0280712-0.000261516j -0.0813056+0.0782862j 0.000684187-0.0646589j -0.0484859+0.0601704j -0.0675842+0.0233359j -0.0121085+0.0315611j 0.023079+0.00232j -0.0303472+0.0456811j 0.0197426+0.0124428j -0.0139294-0.056548j 0.0853121+0.0448969j -0.00411881+0.0223198j -0.0646569-0.0127065j -0.0300106-0.00347756j 0.000756704-0.043794j -0.0329761-0.0590269j 0.0347065+0.031397j 0.0373325+0.0466796j -0.0270182-0.0544332j -0.0199125+0.010289j -0.075507-0.0117015j -0.00231222-0.0450765j 0.0230004-0.0154287j -0.0619207+0.013762j 0.0920971-0.114051j -0.0250494+0.0320198j -0.0198108+0.00346981j -0.0219418+0.0369966j 0.122799-0.0149214j 0.00332083-0.0090333j 0.00607145-0.0296418j -0.00399345+0.109313j 0.084865+0.063228j -0.000285706-0.0094084j -0.0847019-0.0266885j -0.0295238+0.0325957j 0.0840226-0.000423874j -0.00273044-0.0480994j -0.00188271-0.0158286j -0.0493588-0.0741079j -0.0843495+0.0240353j -0.0442314-0.0250191j 0.033649+0.0155952j -0.13334-0.041658j 0.0490429-0.0275509j 0.0354027-0.00432812j 0.0383289-0.0607378j 0.0301965+0.112049j -0.110728-0.00670424j -0.0486016+0.0823021j 0.0579473-0.122513j -0.132381-0.0237278j 0.0312472+0.054308j -0.0161606-0.0447861j 0.123619-0.0116288j 
