-0.0123342+0.0136076j -0.00488742-0.0571885j 0.00462286+0.0447218j -0.00493407+0.016685j -0.00139791-0.00216237j 0.00930895+0.00367314j 0.00612018+0.00216927j 0.00299322+0.0119996j 0.00504889+0.0148355j -0.0136074-0.0143899j -0.00106426-0.0096485j 0.0118052+0.0113609j -0.000251173-0.0182124j 0.00652723+0.0115769j 0.0207091+0.0114424j -0.00059697-0.0227518j 0.00232489+0.000159337j -0.00215915+0.00347839j -0.000439959-0.00710173j 0.00212975+0.013578j 0.00278541-0.0196351j -0.00253077+0.0200731j -0.00298697-0.0119124j -0.00375295-0.011166j -0.00479057+0.0147759j -0.000180792-0.0279872j 0.00165995-2.95151e-05j 0.00139478+0.00650063j 0.000562617-0.00552363j -0.00147718+0.00257202j -0.000183578+0.0146393j 0.00178289+0.00788712j -0.00365268-0.00188048j -0.00033607-0.0179249j 0.00273624-0.0264129j -0.00420699+0.00702132j 0.00669655-0.0144948j -0.00122054-0.0502908j 0.00853848+0.013701j 0.0058964-0.0117113j 0.0253715+0.0813752j -0.0437042-0.0120835j 0.036867-0.0368122j -0.00023857-0.0324031j -0.0096033+0.0229898j -0.0176121+0.0379615j 0.00157057-0.0186211j 0.00758848-0.00638878j 0.0127839+0.0174962j -0.000588352-0.00537449j -0.00324849-0.014826j -0.00408184-0.0134556j 0.00507141+0.025517j -0.00571843-0.0195711j -0.0173547-0.0124387j -0.00381849+0.0165029j 0.00443077+7.59037e-05j 0.0050694-0.00843976j 0.00271811+0.0013096j -0.00295716-0.00702949j 0.00208009-0.0381414j 0.0122839+0.0230157j 0.00164026+0.0317559j 0.0084918+0.00626971j 0.00497586+0.0095955j -0.00907955-0.0233689j -0.00519957+0.118311j -0.023662-0.163063j -0.0156141+0.432596j 
0.00789582+0.00886641j -2.49679e-05-0.0131122j -0.0021275+0.0387823j -0.0110089+0.131034j 0.0152077-0.102767j 0.00228564-0.00403282j 0.0194525+0.0398298j 0.025894-0.0212334j 0.0196908+0.0206056j 0.0256494-0.00940136j -0.0159564-0.00354109j -0.0148871+0.00154184j -0.00325846-0.103374j -0.0117367-0.076057j -0.00119176+0.0366038j 0.0128451+0.00244687j 0.00439984-0.159305j -0.00120231-0.103064j -0.000403123-0.118996j -0.00190271+0.000892969j 0.00860485-0.0825025j -0.00921635+0.0559453j -0.00291952-0.0158521j -0.00339682+0.00712768j 0.0112744-0.0639273j -0.0114384+0.0563911j -0.00510288-0.00314996j -0.0204218-0.00796468j -0.00796782-0.0338003j -0.0127355-0.0650925j 0.00239913-0.0360778j 0.00331036-0.0325256j 0.00263612-0.0530188j -0.00849207-0.0021892j -0.00169162+0.00865949j 0.00739571+0.00836278j -0.00688587+0.0419358j -0.00999892-0.0169278j 0.00203609+0.00236788j 0.00303704-0.00533635j 0.00136639-0.00768957j 0.00222164-0.186826j 0.00345003-0.044274j 0.00720233+0.0692872j 0.00121825+0.13285j 0.00175394+0.152822j -0.000266137-0.194698j -0.00251992-0.222456j -0.00173764-0.109782j -0.000263864+0.158724j -0.000826803+0.0265383j 0.00216087-0.0204958j -0.00101131+0.0101381j 0.000798312+0.100844j -0.000903441-0.0852495j 0.00140415-0.0291385j -0.000674851+0.19126j 0.00211983-0.115714j -0.00105742-0.0614008j 0.000610588-0.104585j -0.00260366-0.0217847j 0.00308923-0.0933697j 0.00322643+0.0207395j -0.00135861+0.00345167j -0.000258539-0.0176304j -0.000434131-0.0291036j 0.00142697+0.0162233j 0.000995082-0.0344991j 0.00146248+0.0482179j 
0.000294788-0.0747734j -0.00193292+0.0191149j -0.00451315+0.189753j -0.000556832-0.0301633j -0.00485523-0.0539366j -0.0115257+0.0293787j 0.00939129+0.0165418j 0.0045987+0.0156133j -0.00714581+0.0871639j -0.0262636-0.0861075j 0.00715758-0.0078637j -0.0115857-0.0197518j 0.00149644+0.115102j 0.010386-0.0247515j 0.00285692+0.0547887j 0.00343512+0.00629852j -0.00140382-0.180925j -0.000208266-0.0806811j -0.00988277+0.0297391j -0.000923378+0.150769j -0.0137649-0.0411056j 0.0101254+0.107528j -0.00203913+0.115152j 0.0145794+0.128654j 0.00123574+0.0317012j 0.00851645+0.0486429j 0.00812647-0.018502j 0.0225377-0.0465227j 0.00907495-0.015282j 0.00793661+0.00316987j 0.0108356-0.0519842j 0.001434-0.0268636j 0.0079875-0.0103007j -0.00643802-0.0329172j 0.0127138-0.0702978j -0.000983089-0.00532834j 0.00475013+0.0109777j -0.000270183-0.0695137j -0.00384376+0.0319189j 0.00649537+0.104858j -0.00319306+0.135085j -0.000900508-0.0567053j -0.00500391-0.0304683j 0.000711046-0.166422j -0.00235904-0.0538051j -0.000658108-0.0452783j 0.00199856-0.239544j 0.000566989-0.17953j 0.000668266-0.347128j 0.000928068-0.264385j -0.00137736+0.00505614j 0.00314225+0.0233043j -0.000645686-0.0137352j 0.00337137+0.0308472j 0.00257128+0.0455364j 0.00105078-0.0934298j -0.00129345+0.0529942j 0.000845486-0.11115j -0.000690119+0.0609198j 0.00266212+0.0271363j 0.000444033+0.0641727j -0.00137275-0.0232797j -0.00321126+0.018586j -0.000172434-0.0767468j -0.000415576+0.00855695j 0.00096387+0.0874459j -0.00249445-0.058116j -0.000175492+0.0239732j 0.00111388-0.0209788j 
0.000361567-0.0820144j -0.00477279-0.0902484j -0.00906564+0.0846639j 0.00502531+0.235662j -0.0085495+0.0692993j -0.00948572+0.0319838j -0.00990582-0.0107534j -0.00783874+0.0673217j -0.0211793-0.0156561j -0.0197977-0.0191448j -0.00571738-0.0574565j -0.00285604-0.0405531j 0.0032502-0.0920096j 0.00335417+0.155385j 0.00200732-0.116435j -0.00924025+0.0173385j 0.000534952-0.0596936j -0.00235281-0.0170778j 0.00146808-0.0719924j 0.00275911-0.079888j -0.00364816-0.0255783j -0.0029588+0.0392072j -0.000597786-0.022822j -0.0136417-0.0271129j -0.00328284-0.0433435j -0.0184805-0.0242839j 0.0031136-0.137283j 0.00788944+0.0237436j 0.00211082-0.00887714j 0.0144617+0.0213454j -0.00933213+0.0236682j -0.00961325-0.010259j 0.000659647-0.0593503j -0.00224315-0.0215597j -0.00167505-0.0184699j -0.0039718-0.0973275j 0.00644646+0.0358872j 0.00975872-0.109738j 0.00369294-0.0144306j -2.859e-06-0.0896003j 0.00540001-0.0460127j -0.00472844-0.0957714j -0.00136502+0.0187405j -0.000638974+0.131374j -0.00325582+0.489146j -0.00205467-0.0671158j 0.000308049-0.117224j 0.00271062-0.145835j -0.00199129+0.120298j 0.00010576+0.00675528j -0.000232652+0.00778414j -0.00296568-0.0139401j 0.00158002+0.0755264j -0.00260127-0.0612373j -0.00103046+0.0956699j 0.000497252+0.005059j -0.000502157-0.124522j 0.000761381+0.0606271j 0.000961039-0.0149088j -5.97286e-06+0.139546j 0.00450996+0.0404283j 0.000102135-0.00586495j -0.000637794-0.123487j 0.000214294+0.0081987j -0.000363459+0.0431303j 0.00187797+0.0240231j -0.00384258-0.143389j -0.0035679-0.0325502j -0.00149083-0.0329408j 
0.00556611+0.0833645j -0.00020794-0.020147j -0.00773493-0.025715j 0.0166484-0.0768358j -0.0300724-0.0948365j -0.01391-0.077385j 0.0184302+0.0741873j 0.000710993-0.0270088j -0.0329889-0.0102655j 0.0081436+0.0206555j 0.00368841-0.017988j -0.00157894+0.0185215j 0.0198156+0.00351127j 0.0122388-0.155822j 0.00641497+0.12441j -0.00718358-0.166755j 0.00262383+0.0255619j -0.00471647+0.0665521j 0.00561963-0.0520444j 0.0144363+0.0109563j 0.00276573+0.0987216j 0.0138635+0.0213949j -0.000669956+0.107013j 0.00483408-0.0228221j 0.017896-0.10959j -0.00976877-0.00543943j -0.00921896-0.0151236j 0.00741414+0.0300457j -0.00269826-0.00866772j 0.0124273-0.00306534j -0.00408865+0.0331039j 0.00126635+0.0231548j -0.0244719+0.00339979j 0.0053683+0.00963733j -0.005904-0.0229322j -0.000736075-0.015101j 0.00301527-0.0180858j 0.0132925-0.0276954j 0.000550579-0.0233404j -0.00881244-0.0473713j 0.00176824-0.025322j -0.00421604+0.0715036j -0.00344364-0.00555822j -0.00407705+0.105023j 0.00110918-0.0219752j -0.00204321-0.203698j 0.00148444+0.109425j 0.00565642-0.215255j 0.00299383-0.0458036j 0.00117794-0.056788j 0.00709759-0.0718466j -0.00624528-0.111708j 0.0012518+0.109178j -0.00170884-0.116313j 0.00209188-0.0959037j -0.00102914+0.012407j -0.00139087+0.046021j 0.001177-0.101688j 0.00189502-0.0399665j 0.000452999-0.0496814j 0.00149122+0.122607j -0.000739856-0.12514j -0.00438519+0.0109591j -0.000723147+0.0354637j -0.000311032+0.00267136j 0.00205728-0.0262816j 2.62971e-05+0.00719796j -0.000147898+0.0223864j 0.000949161-0.0294105j 
0.00354036+0.113001j -0.00917579+0.0618211j -0.0275219+0.0474896j 0.0105198+0.0957348j -0.00336727+0.114402j -0.00732451+0.0548861j 0.0213772-0.00934933j 0.0286731-0.00528123j 0.0256902+0.0311629j -0.0124443-0.00527464j -0.00296166-0.0451199j -0.0130498-0.0265958j 0.00417024+0.0203452j -0.00831908+0.162889j 0.0185087-0.0480148j -0.00713407-0.0438237j -0.00502116+0.0334318j -0.0186149+0.101644j 0.00839905+0.0951594j 0.00818428+0.0705218j 0.0106797-0.0671304j 0.0110983-0.00234818j -0.0143881-0.000237933j 0.0182252+0.012276j 0.00368519+0.0465754j 0.0035975-0.068818j -0.00488258+0.0492462j -0.00414497+0.0154967j -0.000839036-0.020214j -0.0155277+0.0418449j -0.000908919+0.0652972j -0.000916124+0.0288406j -0.00113852-0.0377136j -0.023161-0.026899j -0.005009-0.0168376j -0.0161212-0.0259152j 0.0115107-0.0129137j 0.00748598-0.102872j 0.0150198-0.0856779j -0.00931899+0.00195389j 0.00797475+0.0834636j -0.000923679+0.115465j 0.00788867+0.0286065j 0.000260282-0.130378j -0.00148201-0.151635j -0.00546689-0.0896171j 0.00240559+0.176422j 0.00178374+0.0276332j 0.00432+0.00201753j -0.000716697+0.00962077j -0.00818887+0.0457025j 0.00432608+0.032494j 0.00134831-0.106604j -0.00140834+0.0612791j -0.00514073+0.022177j 0.00322512-0.00369313j -0.00030968-0.00653488j -0.000249397+0.0149022j -0.00252124+0.0439066j -0.00194944+0.00933719j 0.00684165+0.147473j 0.000651722+0.0341098j -0.000135257-0.0745692j 0.000774539-0.00518819j 0.000910161-0.0264463j -0.000971928+0.00378473j -0.001674-0.0547568j -0.00710966-0.0464995j -0.00372134+0.00102575j 
0.000140003+0.05741j 0.00508358+0.203536j 0.0232528-0.0217396j -0.0338621-0.00266771j -0.01202+0.0114258j 0.0103043-0.0540397j -0.0448387-0.0346577j -0.0183061-0.045576j -0.00389916+0.00660097j -0.00383317+0.011418j -0.0287488+0.0413584j -0.0075905-0.00675284j -0.026174+0.00714508j 0.0261726-0.057328j -0.00733769+0.0166897j -0.000613646-0.0171422j -0.00330886+0.0727882j 0.00185438-0.150659j -0.0177955+0.0912902j -0.0100894+0.0511027j -0.00420152+0.0722774j -0.0219033-0.0022275j -0.0090563+0.0200441j -0.0080738-0.0194258j -0.0190224-0.0384173j -0.0103151+0.0198211j 0.00349214-0.0146066j -0.0129974-0.00727623j 0.0102347+0.0158671j 0.0120821+0.0278193j 0.00209809+0.0308616j -0.012842+0.0119781j 0.0116413-0.0409038j -0.0188573-0.00681885j -0.00831476+0.0333684j -0.0052233-0.00984927j 0.000646113+0.059135j 0.00775965+0.000634069j 0.00486263-0.0101233j -0.00124136+0.0162643j 0.00388058+0.0438821j -0.00579131+0.0365934j -0.00162724-0.0275567j 0.00401818+0.00984506j -0.00601991-0.175893j -0.00687446-0.0350263j -0.000235736-0.0321432j 0.00163513-0.102204j -0.00205502+0.0306389j 0.00112256-0.0849387j 0.00222051-0.0478648j -0.0034458-0.0572108j 0.000259901+0.0181029j -0.00245844-0.188693j -0.00559896+0.00397625j -0.00233891+0.0033364j 0.00206871-0.0020127j 0.00562479-0.0228269j 0.000261403+0.0218413j 0.00166471+0.0417199j 0.00155626+0.100922j 0.00126261+0.0417414j -0.00435829-0.101544j -0.00246336-0.0410757j -0.0015414-0.0190599j 0.002969+0.0605074j -0.00374419+0.112087j -0.00347299-0.0586405j -0.00262522+0.0293072j 
0.00348834+0.0561773j -0.00183686+0.205775j 0.0194908-0.105547j -0.00126928+0.106286j 0.0161784-0.0436002j 0.00031284-0.0148877j 0.00605268+0.0420971j -0.0140929-0.039489j -0.0079868-0.0143744j 0.00733656+0.0398632j 0.0127597-0.0607771j -0.00222564-0.00123509j -0.00734564-0.0504456j -0.015346-0.00799482j -0.0120672+0.0375792j 0.0142869-0.116794j -0.0078634+0.0284059j 0.00890338+0.147989j -0.00834079-0.0469921j 0.00261371-0.0777251j -0.0172046+0.0179586j 0.00714967-0.0313823j 0.00548441+0.0115068j -0.004731+0.000973358j 0.00513289-0.00224976j 0.0219746+0.0383142j 0.00132921+0.000781845j 0.0162219+0.0479489j -0.000901327-0.0211445j -0.00317306+0.00578673j -0.00226746+0.059843j 0.000736159+0.00295805j 0.0166415-0.0336644j 0.0261619-0.0360917j 0.0137709-0.0152376j 0.0101974-0.0344388j 0.00759423+0.0108721j -0.015199-0.0498072j 0.00197714-0.0701415j 0.00634137+0.0205882j -0.000535479-0.0296134j -0.00749675+0.0313905j 0.0113115+0.0904275j -0.00564658+0.0488336j 0.000706588+0.156586j 0.000346429-0.175177j 0.00351524+0.0641407j -0.00064873+0.0668558j 0.00114061-0.102519j -0.0022864+0.0136473j 0.00177551+0.0412444j -0.00400075+0.0486395j 0.000439092+0.00637966j -0.00360351-0.0208077j -0.00455688-0.0889861j -0.00153927-0.0672432j -0.000177507+0.0261341j 0.00123263+0.105492j 0.00320877-0.0172341j -0.000558171-0.0274285j -0.00238934+0.010987j 0.000302131-0.0806438j 0.0058535-0.0311727j 0.00258633-0.0222009j 0.000809659+0.0120641j -0.00337448+0.0165909j 0.00490086+0.109714j -0.00394783-0.038022j 0.000263472+0.0905684j 
-0.00378717+0.106667j -0.00821753+0.114996j -0.00797261+0.017325j 0.0171204+0.132715j -0.0160584+0.031829j 0.00949613+0.0512762j -0.0122253-0.0717055j 0.000416975+0.0542686j -0.00521083-0.00112795j -0.00875935-0.0600791j 0.00859191+0.0480913j 0.00102714+0.0441242j 0.0226906-0.0186508j 0.00795003+0.0387248j 0.00724829-0.0557424j 0.00384881+0.144198j 0.0136857-0.010038j 0.0080347+0.0231169j 0.0140921-0.0487613j -0.00250998-0.0210666j 0.00687444+0.0477411j 0.0101926+0.0296378j 0.0196843+0.0518719j 0.0109504+0.0381264j -0.000708713+0.00703389j 0.00698997+0.0275496j 0.00560093-0.0218497j 0.00924985-0.00584791j -0.0023937+0.00490214j 0.00170604-0.00503558j 0.00194333-0.0167711j 0.00876868+0.0183214j -0.0058832-0.0669546j 0.0124766-0.006315j -0.0137737+0.0319824j 0.0251583-0.0380296j -0.00105304+0.0413213j -0.00425685+0.00532851j -0.0193579-0.0383583j 0.00707449-0.00551949j -0.0035099+0.0378911j 0.000395477+0.0140392j 0.00811553+0.0233789j -0.00091422+0.0278082j 0.00451722-0.0159081j 0.00959642-0.0986045j -0.0030699-0.0138367j -0.001535-0.123248j 0.00179256-0.118242j 0.00132829+0.00702637j 0.00733493+0.00940064j -0.0074622-0.00181359j 0.000467727+0.0126322j -0.00414258+0.14038j -0.00129175+0.0767541j -0.00339256-0.008801j 0.00209172-0.0371282j -0.00106951+0.00777357j 0.00324453+0.0402521j -0.000281272+0.0701607j -0.00255839-0.0289408j 0.00498721+0.125173j 0.00727345+0.0587162j 0.0015211+0.0306115j 0.00210895+0.00357898j 0.00079561-0.0251007j 0.00372427-0.0453854j 0.00179808-0.0249166j -0.00185286+0.135762j 
-0.00451723+0.117421j 0.00281763+0.0701756j -0.00122865+0.0240727j -0.00141775+0.141377j -0.0085376-0.0479161j 0.0230466+0.039046j -0.0151565+0.0598123j 0.00954511-0.0610254j 0.0127925+0.0424546j -0.0154868+0.0227069j 0.00794062-0.0462901j 0.0262924+0.0131609j -0.00943834-0.0781374j 0.000527416+0.0271907j 0.00287386+0.0413464j -0.00917403-0.128238j -0.00786735-0.144936j -0.0103063-0.0117854j 0.00539829+0.0243416j -0.00198295+0.0853596j 0.00738805+0.0306801j -0.01346-0.0437361j -0.00922438-0.0371556j 0.0070278+0.0161961j -0.00458707-0.00061846j 0.0204901+0.0231003j -0.0115297-0.00411901j -0.0053854+0.0233306j -0.00617658-0.000660622j -0.00750939+0.00608952j -0.0136622+0.0297124j -0.00781155+0.013921j -0.0163918-0.035218j 0.0118399-0.00518194j -0.0101855+0.00674513j 0.00706822-0.0107706j 0.00648114-0.00442377j -0.00482293-0.019842j 0.0122681-0.0414545j -0.0192718+0.0841163j -0.0177359+0.0468349j 0.00526064-0.0156795j 0.00210331+0.00228304j -0.0142455-0.0140743j 0.00184933-0.0195302j -0.00217771+0.0638071j 0.00425709+0.0472563j -0.000209654+0.0119833j 0.00167349-0.172975j 0.000344494+0.0194892j -0.00397359-0.00706327j 0.00265363+0.00791689j -0.00325418-0.061185j -0.00497718-0.115386j -0.00617208-0.00658181j -0.00097356+0.0338654j -0.000328939+0.00114994j -0.00285044-0.0166884j -8.94043e-05-0.0462355j -0.00343655-0.0863983j 0.00332993+0.0416992j -0.00487888-0.0818358j 0.00453428+0.0221584j -0.000222324+0.047125j 0.000556941+0.00301134j 0.00106085-0.0327436j -0.00110535-0.105682j -0.00571488-0.0568732j 0.0029431+0.0210352j 
-8.57588e-05-0.47446j -0.00510747+0.35627j -0.0175528-0.239034j 0.0163059+0.034212j -0.00940858-0.0511245j -0.000830968-0.0924526j -0.00200864+0.0289792j 0.0013131-0.0491814j 0.0105368-0.0496084j -0.0145384+0.112313j 0.00875169-0.00481392j 0.00279496-0.081608j 0.00902065-0.0796903j -0.00153473-0.0222909j 0.0093137-0.0201286j -0.00405075+0.0560684j 0.00234333-0.0470523j -0.0149298-0.0600268j 0.00635295-0.0424609j 0.000892442+0.0498079j 0.00288345+2.76268e-05j 0.00772243-0.0164844j -0.00382169-0.00702724j 0.00721536+0.0374007j -0.00216909+0.0260972j -0.00344497+0.0429062j -0.00132408+0.0115235j 0.00620342+0.00988241j 5.75683e-05-0.0187855j -0.00360607-0.00261229j -0.0112605+0.0562157j 0.00227745-0.0228371j 0.000366174-0.0274024j 0.00807286-0.0576619j -0.0130882-0.0074459j 0.000733483+0.0502581j 0.00164239+0.00921782j 0.00631196-0.0109667j -0.000518774+0.0500341j -0.00633796+0.0115662j -0.00396801+0.00043964j 0.00145438-0.0992245j 0.0031336-0.0190914j -0.00674422-0.161388j 0.00142776+0.0109587j -0.0012989+0.0506969j 0.00180984-0.125447j 0.000256928-0.0732127j 0.00147834-0.00471415j 0.000288506+0.0201674j -0.00324821+0.0168309j 0.000958144-0.00883689j 0.000252679-0.0458441j -0.00318117-0.0390266j -0.00292981-0.158808j 0.000683535-0.0518425j 5.3235e-05-0.016049j -0.00248501+0.084013j 0.000132596+0.0345407j -0.00183391+0.0658828j 0.00170576-0.0684288j 0.000611308-0.057372j 0.00150245-0.0921907j 0.00139584-0.0775179j 0.00144196-0.0441725j -0.000466058+0.0490508j 0.00229349+0.101158j -0.00156347+0.0697756j 3.21804e-05+0.0108148j 
-0.000947282-0.150601j -0.00395673-0.0156228j 0.00669871+0.0130401j 0.0175653-0.0562899j 0.0165035+0.0379153j 0.00999611-0.00065551j 0.0136155+0.0376092j 0.011849+0.017071j -0.0188731-0.0072039j -0.0024508+0.00389141j 0.00953958-0.00360984j 0.0141419-0.0180376j 0.0162029+0.0646147j -0.00807445+0.046787j -0.000371896+0.00251902j 0.000580266-0.00880135j 0.00398412-0.00852428j 0.00136389+0.0166803j 0.0325692-0.0454574j 0.012688+0.0543385j 0.017671+0.0289488j -0.0133078+0.00968639j 0.0176417+0.0358996j -0.0118332+0.0380142j 0.00334885-0.00111457j -0.00410177-0.00335698j 7.90526e-05-0.00219895j -0.0273687-0.0106813j -0.00741655-0.00102384j 0.00128259-0.00291877j 0.0114615-0.0178956j -0.0025956-0.020883j -0.0106729+0.0328275j -0.0636896-0.00506j 0.00314058-0.00321831j -0.0264835+0.00646643j -0.0487193-0.0235942j 0.00961625+0.025132j 0.00876965+0.0229242j 0.0048101+0.0176783j -0.00164521+0.00341948j -0.0144967+0.0214126j -0.00791717+0.0402031j 0.0157239-0.100921j -0.00444707-0.0148657j -0.00843802-0.015572j -0.00738678-0.0385801j 0.00500987-0.0119968j -0.000433182-0.0393567j 0.00225903+0.0892327j 0.00705243-0.00750239j -0.00606276-0.012093j 0.00331468-0.0225406j 0.00149241-0.0271595j 0.000759664+0.0204964j 0.000670409+0.0243067j 0.00583693-0.0408242j 0.00483106+0.0174381j -0.00507227+0.0303161j -0.0015383+0.0445429j 0.00116262+0.0414588j 0.00405338+0.036212j -0.00999364-0.0336787j -0.00433285-0.110659j -0.00330452-0.0809901j 0.00315381-0.0209626j -0.0051369+0.00751782j -0.0027036+0.00607177j -0.00145778+0.0162914j 
0.0044183-0.166231j -0.000676708-0.211324j -0.00110477+0.0356163j -0.00958797-0.134805j 0.00624598+0.046215j 0.00463248-0.0132123j -0.00561544+0.0331585j 0.0238428+0.0446454j 0.0179273-0.0222804j 0.0097632-0.00198532j 0.00810339+0.00729076j 0.000751249-0.0109798j -0.00255745+0.0662528j 0.0193223+0.0248811j 0.00376283-0.0123586j -0.00420568-0.00670448j -0.0108556+0.0397139j 0.0014141+0.00646357j -0.0186001-0.0520237j -0.0125649+0.0222797j 0.00439035+0.0280459j -0.00386935+0.0381566j -0.0208923+0.0201853j 0.00702275+0.000540814j -0.0174288-0.000968418j 0.00849425-0.00375266j -0.00604809+0.0231054j -0.00257055-0.0243339j 0.00203694+0.00658559j 0.0190602+0.00529821j 0.0207177-0.0434952j -0.0107661-0.0160797j -0.018824+0.061388j 0.0596304+0.0296883j -0.053483-0.0221064j 0.0440258-0.0254866j 0.0421574-0.0351151j 0.0206048+0.0438129j -0.0219374+0.0333601j 0.00237898-0.0182655j 0.000726596-0.024968j -0.00127906+0.00214403j 0.0101234+0.0111307j -0.0184111-0.0375273j 0.00204345-0.0204286j -0.00273288+0.0442031j 0.00231122-0.0101296j -0.000197644-0.0314135j 0.00360959+0.0151517j -0.00133649+0.0698968j 0.00204764+0.022695j -0.000181711+0.00356937j 0.00010128-0.0446481j -0.00255582+0.0336533j 0.00220733-0.0283631j -0.00146286-0.0121459j -0.00721417-0.0725621j -0.00825682+0.0724193j 0.0074745+0.0307299j 0.00274059+0.0478857j 0.00281814-0.00818153j -0.00266705-0.039882j 0.00120466-0.0624166j 0.00205008+0.0145762j 0.00389429+0.0278171j -0.000235111+0.00924769j 0.00177742+0.079539j -0.002629-0.0314557j -0.00015422-0.0597769j 
0.00351181-0.088053j -0.00240131-0.0781878j 0.0014431-0.00860258j 0.00395647-0.0504532j 0.00424808+0.0586912j 0.00290557+0.0271228j 0.00980219+0.0101265j 0.0163539+0.0433752j -0.0119052-0.0206003j 0.00245134-0.0173108j -0.00859749+0.00903417j -0.00113914-0.0176726j 0.00895646+0.0481176j -0.00796771+0.0441317j -0.0120168-0.0297201j -0.00570491+0.034266j -0.000908618+0.0364799j 0.010541+0.0580794j 0.00541656-0.0595736j 0.00327501+0.00990017j 0.0102591-0.000847908j 0.00493041+0.0218782j 0.00460459+0.030074j 0.00143305+0.00821882j 0.00712949+0.00126008j -0.00517914-0.0112989j 0.0104066+0.0174946j 0.0200987-0.0123947j -0.0263589+0.000471504j -6.61819e-05-0.00154593j 0.00905864-0.0165998j -0.0211904-0.011122j 0.00175085+0.0191047j 0.00114979+0.0052622j 0.0334941-0.0268437j -0.0142646-0.0250939j 0.000786978-0.0131179j -0.00814846+0.0170941j 0.0111663+0.0140011j 0.00831272-0.0266189j 0.00590308+0.00214974j -0.004511+0.0152007j -0.00229004+0.0190702j 0.00422653-0.0509222j -0.0042005+0.0141659j -0.000786163+0.00803312j -0.00301004+0.0503901j -0.00111784+0.00297836j 0.000266848-0.00269941j -0.00195709+0.0103891j -0.0111998+0.0318126j 0.00806331+0.0335941j -0.000319188-0.0334362j 0.00488316-0.00517814j -0.00169978+0.0246275j -0.0015995-0.0463454j 0.00056103+0.0290892j 0.0033052+0.0665626j -0.00210232-0.0470573j 0.00179953+0.0599892j 1.18531e-05-0.0364394j -0.000621616+0.0225821j -0.00271387-0.0685778j 0.00113418+0.0335034j -0.00100491+0.018274j -0.00279619+0.0522764j -0.000642712+0.00560584j -0.000308911+0.00827352j -0.00205434-0.00889416j 
0.00173138+0.166605j -0.00214011+0.0694388j -0.00725681+0.0603444j 0.00582169+0.0930194j 0.010002+0.0287493j -0.0129724+0.0593387j 0.00816327-0.0379241j -0.000240147-0.0125598j 0.010023+0.0431127j 0.000950283-0.0392488j 0.0126909-0.00504094j -0.00305276-0.000942421j 0.00209469-0.0093447j 0.00702023+0.0547499j 0.0112793-0.0186688j -0.00130611+0.0379265j -0.000311088-0.039338j -0.00515459-0.0398568j 0.00565667+0.0553696j -0.00156041+0.0299785j 0.0026147-0.0424459j 0.00313018-0.0229615j 0.00506238-0.0411254j -0.00159856+0.0137715j -0.0139971+0.0255486j -0.0077397-0.0107566j -0.00909487-0.0171731j -0.0097866-0.0078555j 0.0100306-0.00561402j 0.0285886+0.00413535j 0.00158561-0.0106032j 0.0245579-0.0171394j -0.0213961-0.0245597j 0.00356128-0.0427849j -0.0458661-0.00511943j 0.0267961+0.00761454j -0.00316196+0.0447143j 0.0281254-0.0366459j -0.0169751-0.0299964j -0.0118362+0.00238272j -0.00237835+0.0486495j -0.0120974-0.00947636j -0.000883389-0.000752498j -0.00340024+0.0109125j 0.000578939-0.0214531j -0.00707761+0.0164376j -0.000362331-0.0450604j 0.00105492+0.0234902j -0.00129247+0.00937076j 0.00389143-0.0161883j -0.0107439-0.0169234j 0.0161365-0.00697762j -0.00111618-0.0411954j 0.00263985-0.0272634j 0.00681509+0.0746072j 0.0066215+0.0193767j -0.00459124-0.017188j -0.012251-0.0265003j 0.000255108+0.00721199j 0.000541485+0.0127031j 0.00182589+0.0264804j 0.000231793-0.00503808j -0.00584649+0.0162121j -0.00151108+0.0387414j 0.00150285-0.0719408j 0.00415143-0.0557285j -0.00447644-0.0127233j -0.00123474+0.061025j 0.00460087+0.0553685j 
