-0.224715+0.175306j 0.179056+0.224154j -0.121087+0.0672458j -0.0471339-0.131477j -0.00101785-0.101205j 0.0300895+0.02003j -0.210876+0.0652706j -0.0187231-0.171032j -0.00705068-0.0351657j 0.0560734+0.037467j -0.178077-0.0502131j -0.0224352-0.0716841j -0.095808-0.0918453j 0.0214636-0.126648j -0.144397+0.0352324j -0.094012+0.0734988j -0.118725-0.0471382j 0.027807+0.0234082j 0.0279377-0.0719401j 0.0659114-0.118691j -0.0199436-0.0133037j 0.0609379+5.18729e-05j -0.0469016+0.0366401j -0.0163963-0.136133j 0.120381-0.0349928j -0.0341182+0.0752095j -0.0454663-0.0780863j 0.00522525+0.073146j -0.00417172+0.049386j 0.0435577-0.0567993j -0.00123391-0.0168124j 0.0419384-0.051315j 0.0257873-0.03133j 0.0391541-0.0725789j 0.0753079-0.0318128j -0.0471507-0.0807811j 0.0137847-0.097512j 0.043059-0.0615075j 0.0323882+0.0215321j 0.0257716-0.104864j 0.0165484+0.0414631j 0.0544302+0.026174j -0.0519155+0.029613j -0.0533687-0.129504j 0.0148051+0.0206504j 0.0298334+0.0351601j 0.0623692+0.021825j 0.00432918+0.0159356j -0.0175864-0.021939j 0.000114788+0.0443342j -0.030279-0.0355803j 0.0507017+0.0460915j -0.00890019-0.0229905j 0.0260153+0.0677589j -0.0819489+0.0122487j 0.0847735+0.0365099j -0.0983348-0.0975721j -0.0577077-0.0169809j -0.0456939+0.0112422j -0.0741114-0.0225846j 0.00569901-0.0487999j 0.0291685-0.00167515j 0.00148327-0.0103573j -0.0866109+0.011855j -0.0464595+0.0898999j -0.0434477+0.0227759j 0.0285011+0.00980588j -0.0306342-0.0384546j 0.0859945+0.0251478j -0.126745+0.109911j 0.0900142+0.089715j -0.00939525-0.0308689j 0.0285229+0.0878453j 0.151032-0.0141221j -0.0106333-0.141852j 0.108845-0.249083j 0.248771+0.108656j 
0.00106589-0.00100975j -0.000871549-0.000626441j -0.000729262+0.000941089j -0.000940532+0.000993255j 0.00243271+0.00243732j -0.00505568+0.00341623j 0.000948177-0.00131379j 0.00299752-0.00053274j -0.00376896+0.00136375j -0.00551539+0.00338132j -0.00634286+0.000458762j -0.00296494-0.00652838j 0.00541452-0.000765195j -0.00375764+0.00281266j -0.00324234+0.00030048j -0.0055266+0.00753558j -0.00130802+0.000422398j 0.00279828+0.00263967j 0.000177272-0.00612084j 0.00286137+0.00218607j 0.000568657+0.00557309j 0.00673741-0.000429404j 0.00769014+0.00482205j 0.000211164+0.00250378j -0.00477344-0.00157247j 0.00285995-0.000538044j 0.000518621-0.000820952j -0.0064549-0.00148857j -0.00378803-0.00319354j 0.0023738-0.000434421j -0.00360261-0.00199261j -0.00713171-0.0003419j -0.00568237-0.00309252j -0.00297397+0.00297855j 0.000295537+0.00249704j 0.0032669-0.00181172j -0.00083272+0.0074502j 0.00057889+0.00135093j 0.00264148-0.00114385j -0.00403925-0.00160147j 0.00273697+0.000871216j 0.00612672+0.00575144j -0.0032836+0.00374442j 0.00311253-0.00322303j 0.00394282-0.000231274j -0.00473388-0.00142721j 0.00541074+0.00240782j -0.000255787+0.00202563j -4.0548e-05+0.00255514j 0.0010993-0.000443538j -0.00200576+0.00458994j -0.000760386+0.00400532j 0.00203459-0.00853873j 0.00168622-0.00241749j 0.00320352+0.00552086j 0.000388954+0.00234206j -0.00300557-0.00219398j -0.00597706-0.00907293j 0.00381612+0.00542497j 0.00164607+0.00423628j -0.000831183-0.00499746j 0.0103804-0.00433811j -0.00268335-0.0036641j 0.00309335-0.00531723j -0.00704053-0.00129228j -0.00385102+0.00281732j -6.8891e-05+0.00622063j 0.00294122-0.000456113j 0.00223049-0.00120469j 0.00384468+0.000178217j -0.00117926-0.00264039j -0.00276262+0.000254042j -0.00315211+0.000229154j -0.000620378-4.80554e-05j -0.000724314+0.000839195j -0.000611457-0.00070835j 0.000957817-0.000486502j 
-0.00204156-0.000730624j -0.000877759+0.00215988j -0.00281104-0.00265967j 0.00137652-0.00244346j 0.00210422-0.00213711j 0.000808861+0.000266125j -0.00124247+0.00135469j -0.00054398-0.0004448j -0.00057124+0.000813648j -0.00634202-0.00628092j -0.00157979-0.0057096j 0.00201699-0.00167573j 0.0021823+0.0064031j -0.00310746+0.00318545j 0.00387784-0.00359943j 0.000560479-0.00159271j -0.000169375+0.00744834j -0.00711788-0.00218061j -0.00446984+0.00454719j 0.00623197+0.00423237j 0.009328+0.000323297j 0.00666126+0.00244961j -0.000681675-0.00227266j 0.00417491-0.000749445j 0.00150277-0.00236392j -0.00683095-0.00637889j 0.000980371-0.00699794j -2.69756e-05-0.00281802j 0.00181179+0.00243576j -9.69985e-05+0.00109074j -0.00446165+0.00167002j -0.00561282-0.00155009j -0.00345523-0.00943935j 0.00126242-0.00563543j -0.00224714-0.0026863j 0.00462498-0.00581272j 0.00167862+0.00517474j -0.00107607+0.00141335j 0.00130982-0.00433505j -0.0011309-0.00262475j 0.00184346+0.00247288j 0.00177074+0.00398609j 0.00279583+0.00240961j -0.00663386-0.00993935j -0.00357013+0.00411841j -0.00326932-0.000488218j 0.00371833-0.00163929j -0.00453055+0.00140136j -0.000252605-0.00446359j 0.00222137-0.00184866j 0.000229664-0.00153994j 0.00249462+0.00328027j 0.0010251-0.00261446j -0.00128086+0.00294379j -0.00609683+0.00481322j 0.00417918-0.00565865j -0.0048516-0.00126799j -0.000836723+0.00236361j 0.00147088-0.0015709j -0.00261175-0.00281961j -0.00205693+0.000697395j -0.00526514-0.00468977j -0.00193259+0.00136166j 2.20323e-05+0.00308138j 0.00357497-0.00013039j 0.00946518-0.00160054j -0.00587343-0.010562j -0.00526688+0.00344132j 0.0019994-0.00320671j -0.000155413-0.000213746j 0.000203533-4.03997e-05j -0.000397519-0.00182706j -0.00289069-0.000425312j -0.00113168-0.00098842j -0.00155964+0.00108276j -0.000459168-0.00124316j 0.00129237-0.0003352j 
-0.000854676-0.000946965j -0.000914866+0.000825648j -0.00122661+0.00173449j -0.00257244-0.000509144j 0.00168325+0.00264482j -0.0035095+0.00165791j -0.0012793-0.000494984j -0.000415817-0.000713311j -0.00142794+0.00328803j -0.00181662-0.00503196j -0.00328665-0.00289726j -0.00104327-0.00169945j 8.12975e-05+0.000387911j -0.00398655+0.000239865j 0.00189471-0.00213388j -0.00175402+0.00045407j -0.000302436+0.00792572j -0.000746766-3.91891e-05j -0.000949585+0.00246652j 0.00258102+0.000882251j 0.00146086+0.000826649j 0.00449414-0.000817275j 0.00230715+0.00116237j 0.00554958+0.000230637j 0.000102151-0.00568382j -0.00235821-0.00477965j 0.0022307-0.00262956j 0.000293988-0.001015j -0.000942168-0.000122654j 0.00070751+0.00146166j -0.00500074-0.00334988j -0.00597551+0.000793088j -0.00413161-0.00505164j -0.00211243-0.000277724j -0.00281787-0.00165372j 0.00408019-0.00442619j 0.00276821+0.007607j -0.00206701+0.000395477j 0.00100422+0.000340757j -0.000623214-0.00279192j 0.00625938-0.000709881j 0.00117077+0.0054593j 0.00221835+0.00311232j -0.000975863-0.00472028j 0.000185137+0.00271096j -0.00214692+0.000901417j 0.00128441-0.00260901j -0.00190262+0.000958496j 0.00280095-0.00531677j 0.00349477-0.00293799j -0.00102054+0.000555362j 0.00383607+0.00255029j -0.00168146-0.00189296j -0.00288627+0.00110694j -0.00343774+0.00316861j 1.02209e-05-3.03292e-05j -0.000364832-0.00218595j 0.00203798-0.00151098j -0.00249829+0.000621095j 0.000392235-0.0022058j -0.00275372+0.00068462j -0.000727504-0.0024751j -0.00218905-0.00410098j 0.000673542+0.00301464j 0.000572914-0.00217323j 0.00329321+0.000931451j 0.00011212-0.00141849j -8.31537e-05+0.000930593j -0.000574766+0.000436358j -0.00166286-0.000821311j 7.88667e-05-2.20086e-05j -0.00212082-0.000991586j -0.00154704+0.00201825j -0.000704366-0.000991904j -0.00134945+0.000843944j 0.00029611-0.000376612j 0.000464033+0.000308135j 
-0.00175712-0.00269061j -0.00326675+0.00168417j -0.00233206+0.00210701j -0.004819-0.00106044j 0.000222633+0.00197214j -0.00317732-0.00187471j -0.00112778-0.000368386j 0.0011017+0.00274403j -0.000521187+0.0054417j -0.00450194-0.0131403j -0.00769443-0.00489663j -0.00674347-0.00502501j 0.000676634-0.00452092j -0.00179776-0.00400482j -0.000277061-0.0046234j -0.00530567+0.00389901j -0.00296973+0.00532603j 0.00121533+0.00808333j -0.000519789-0.000218001j -0.00209083-0.00191501j -0.0013369+0.00411918j 0.00782974-0.00931172j 0.00770967+0.00347654j 0.0110454+0.00246787j 0.00484818-0.0140839j -0.00293728-0.00771613j -0.000217155+0.000264852j 0.0075257-0.00166314j -0.00390349+0.00155871j -0.00584208+0.00101565j -0.00931373-0.0129664j -0.00573034+0.000716901j -0.0103858-0.0061905j -0.0124449+0.00171396j -0.00378303-0.00205232j 0.00563575-0.00888219j 0.00802241+0.0138134j -0.00416177+0.00161741j 0.00307181+0.00524514j -0.00310938-0.0005355j 0.0145881-0.00261391j 0.00267467+0.00623825j 0.0075463+0.00490421j 0.00145083-0.0056289j -0.000258329+0.0043806j -0.000210326+0.00495019j 0.00106897-0.0105793j 0.000700845+0.00272042j 0.00782209-0.00822461j 0.00264056-0.00343591j 0.00117462+0.00702713j 0.00978006+0.00414415j -0.0062823+0.00103218j -0.0024098-0.00215581j -0.0078029+0.00994007j -0.00315144+0.00549331j 0.00197318-0.004053j 0.00664475+0.00175824j 0.0017547-0.000241839j 0.00509979-0.00291295j 0.000659347+0.00385971j 0.00248027-0.00349041j -0.000218283-0.00351682j 0.00506924+0.00422744j 0.00121246-0.00824477j -0.00317326+0.00541424j 0.00260047+0.000710978j 0.00244983+0.00179155j -0.000176681+0.00560422j -0.000842404+0.000236814j -0.00332641-0.000968385j -0.000860961+0.00211299j 0.000183057-0.00224979j 0.00209844+0.00177943j 0.00107104-0.00240654j 0.000262054+0.00103686j -0.00118038+0.000467785j 
-0.000896182+0.000109287j 4.74732e-05+0.000790543j 1.35392e-05+0.000338018j -0.00102966-0.000250559j -0.000388463+0.000524751j -7.47352e-05-0.000657226j -0.00116212+0.000733808j -0.00213319-0.000718955j 0.00023123+0.000987702j 0.000573332-0.00434422j 0.00148005-0.00214457j -0.000102675+0.00226891j -0.00237882+0.000944226j -0.000552183-0.000829297j 0.00400801-0.00119189j 0.00131465-0.00426567j 0.0005412+0.00413571j -0.00224724-0.00185258j 0.000440231+0.00467781j 0.00159744-0.000202615j 0.000569659-0.00240559j 9.81924e-05-0.000972273j -0.00235269-0.000703321j 0.00360635-0.000350945j 0.0026136-0.00155166j -0.00344175-0.00330668j 0.000773265-0.00144478j 0.00338914+0.000307928j 0.000838452+0.00119208j 0.000495635+0.00105312j -0.00195308-0.00067547j -0.000244116+0.0011585j -3.52026e-05-0.00131768j 0.000713996-0.00218741j -0.00135154-0.00243018j 5.26999e-05-0.00150497j 0.00154533+0.000739271j -0.000991768-0.00121403j 0.000364942+0.000445314j 0.0015182-0.000876269j 0.00228274-0.000594528j -0.00104023+0.00159575j 0.00292618+0.000572944j -0.00190125-0.00186375j -0.00165343+0.0026884j 0.000966078+0.00203739j -0.00130018-0.00262302j -0.00114167-0.0011282j 0.00175148-0.00500624j 0.0018275-0.00141166j 0.000542085-0.00210797j 0.00250903-0.00054497j -0.00282972+0.00279274j -0.00230087+0.00242389j -0.00294398-0.000361573j -0.000311632-0.00112566j 0.00142951-0.0013501j 0.00421071+0.00390369j -0.00361188-0.0016567j -0.00121487-0.00250028j -0.000923959+0.00298894j -0.00555271+0.00130216j -4.41448e-05-0.00106099j -0.00188064+0.00441957j 0.00337845-0.000254152j 0.00388697-0.000138579j 0.000409372-0.00369601j -0.00185885-0.000117195j -0.00109878+0.00108401j -0.00273497-0.0010899j -0.000218672+0.000739921j -0.000873039-0.000482575j 8.26308e-05+0.00130652j -0.000295975-0.00123627j -0.00126175+0.000293216j 0.00013241+0.000127963j -0.000164973+0.000136704j 
-0.00187471-0.000788721j -0.0011405+0.00206672j -0.00110503-0.0035002j 0.00307908-0.00128424j 2.35573e-05-0.00519073j 0.00558828-0.00278368j -0.00010467-0.000368141j 0.00309553-2.60744e-05j 0.00271761-0.00558151j -0.00561417-0.00261439j 0.00372946-0.0013423j 0.00214369+0.000762802j 0.00311726+0.00424827j 0.0018776+0.0022662j -0.00242227+0.000830616j -0.00011671+0.000637942j -0.00206665-0.0088454j -0.00295823+0.00141762j -0.00171178-0.00227234j 0.000549788+0.00215189j 0.00528514+0.00293093j 0.00315555-0.00178145j 0.000118785-0.00193332j -0.00333697-0.00264222j 0.00319406+0.00295467j -0.000156746+0.000424289j -0.00350806-0.0014914j 0.000609388-0.00155646j 0.000233569+0.00142251j -0.00186694-0.00198698j -0.000125504+0.000688767j 0.00477854-0.00679928j -0.00240501-0.00109702j 0.00250564-0.00501333j 0.00138274+0.000926469j -0.00249785-0.000564276j -0.0019887-0.00387529j 0.00326847-0.000714776j 0.00383932-0.00631212j -0.00531939+0.000493687j -0.00410851+0.00294191j 0.00186793-0.00395329j 0.00278163+0.000206734j -0.00441738-0.00441431j -0.00454817+0.000518649j 0.00119316-0.00131668j 0.00403122+0.000661834j 0.00133127-0.0015755j -0.0050845+0.00224849j -0.00381243+0.00181042j 0.00145439+0.00102017j -0.00166635+0.000313637j 0.00263669-0.00023324j 0.00471128-0.00147092j -0.00250154+0.00398021j 0.00605927-0.00337593j -0.0052411-0.000364072j -0.00237603+0.00501967j 0.0123888-0.00105648j -0.000244815+0.00376409j 0.00323411-0.00377742j 0.000237011-0.00336229j 0.00364456+0.00745427j -0.00166011-0.00563007j -0.000136341-0.000946115j 0.0014122+0.000122972j -0.006031-0.005654j -0.000648321+0.000489016j 0.00680997-0.00122418j 0.00213909+0.00217454j -0.00143191+0.000316739j 0.00284679+0.000676159j -0.002108-0.00456022j -0.00123345+0.00181209j 0.00100778+0.000952485j -0.000710149-0.000946j 0.00094239-0.000552797j 
-0.00173435-0.00144379j -0.00173674+0.00195981j 0.00246082-0.00105606j -0.000647343+0.00328506j 0.000555355+0.00312466j -0.00398945+0.000916528j 0.000156691-0.00150403j 0.000139467-0.00265614j -0.00557196-0.00235787j -0.00518004-0.00264705j 0.00212531-0.00570082j -0.00308154-0.00132981j -0.00109329-0.000987403j 0.00149695+0.000386961j 0.00808146+0.00465003j -0.000731923-0.00450581j -0.00163923-0.000676002j 0.0030537-0.00432094j 0.0057024+0.00497861j 0.00667238-0.000315945j -0.00206706+0.000528795j 0.00402621-0.0066161j -0.00470251+0.00500597j 0.00117423+0.000500851j 0.00437463+0.00102354j -0.000218539-0.00705512j 0.000952814-0.00212442j 0.00308942+0.0024973j -0.00373205+0.00266726j 0.00673352+0.000199774j -0.00974788-0.00304955j -0.00146078+0.00041841j -0.00335513+0.000888318j 0.00416539-0.00237804j 0.000386769-0.000335437j -0.00371282+0.0038306j -0.000982292-0.00181934j -0.000614239-0.00661658j 0.00619265-0.00239759j -0.00293286+0.00168459j 0.000627812-0.00194739j 0.00399249+0.00542809j 0.00510967+0.00308077j -0.000158916-0.00194529j 0.000870927+0.00568686j 0.000902781+0.00411721j 0.00367889-0.00187847j -1.59133e-05-0.00626932j -0.00269557-0.00527756j 0.00287226+0.00124594j -0.00168015+0.00102986j 0.00378525-0.00333926j -0.00591975+0.000784585j -0.00212038+0.00121444j -0.000457806+0.00505508j 0.000764255-0.00109485j 0.00163699-0.00832233j 0.00570832+0.00275734j 0.00168332+0.00189868j -0.00212215+0.00406553j 0.000817281-0.00354464j -0.0004119+0.00430219j -0.000478913-0.00572754j -0.00646799+0.00286999j -0.00106207+0.00383036j -0.000322794+0.00264492j 0.00274157+0.000450183j -0.00425284-0.0055672j 0.00156744+0.00085152j -0.00322895-0.00086532j -0.000768613-0.00278828j -0.00815391-0.00191668j -0.00263074+0.00500263j -0.00149127-0.00459153j -0.00540565+0.00168388j -9.29556e-05-0.00189709j 0.00198472+9.25956e-05j 
-0.00151317+0.00121973j 0.00171578+0.00140567j 0.00180065+0.00112046j -0.00129197+0.00104319j 0.00244789+0.000119072j 0.00133439+0.00221419j -0.00140518-0.0049675j 0.00188698-0.00273366j -0.0014061-0.0039992j 0.00374572-0.00483797j 0.00562715-0.00157633j 0.00147024+0.00131746j 0.00426787+0.00314919j -0.000446791+0.00590304j -0.00113605+0.00367279j -0.00512315+0.000538749j -0.00338325-0.00642859j 0.000215781-0.00276399j 0.00281273-0.00261214j -0.0010898-0.000284422j 0.00447289-0.00211337j 0.00135762-0.0039946j 0.00256154+0.00137152j -0.00154158-0.00391168j 0.00245795+0.0031064j 0.00114942-0.000604905j -0.00106781+0.00335837j 0.00182857-0.00427735j -0.000254717+0.0014033j 0.00336859+0.0017213j -0.000249516-0.000564788j 0.00501295-0.00505664j -0.00630183-0.000653214j 0.00613399-0.00599464j 0.00105379-0.00327437j -0.00405754+0.000921327j -0.00276317-0.001965j 0.00311304-0.0024639j 0.0053693-0.00601849j -0.00727829-0.00396138j -0.00408785+0.0019572j -0.000328393-0.00167676j 0.00575488+0.000920789j -0.00262421-0.00562941j 0.00175999+0.00163239j 0.0038491+0.00108188j -0.00222242-0.00396949j 0.000561163-0.00209045j -0.00119327-0.000562023j -0.000288707-0.00505732j -0.00207036+0.00113288j 0.000560076-0.00378538j 0.00140943-0.00209985j -0.0033073-0.00117197j -0.00367348-1.85651e-05j 0.0026838+0.000124464j -0.000742315-0.00112514j 0.00133707+0.00292927j 0.00576864+0.00413396j 0.00462928+0.00556911j -0.00434822-0.00512863j 0.00211539-0.00548786j 0.000581367-0.0036134j -0.00199486-0.00304708j -0.00185777-0.00682024j 0.0034437-0.00402596j -0.00404921+0.00224557j 0.005722-0.00339845j 0.00282745+0.00256256j -0.00363533-0.00363203j -0.0029068+0.00442627j 0.0018785+0.000804573j -0.00305159+0.00211005j -0.000972507-0.00280086j -0.00348541+0.00142435j -0.00026984-0.00106678j 0.00134118-0.000442911j 
0.000567527-0.00189145j -0.00203526+8.19424e-05j -0.000217225-0.00121843j 0.000566165+0.0015203j -0.0027869-0.00290765j 0.00116236-0.00317689j -0.00230701+0.00112794j 0.000649667-0.00308712j 0.00183897-0.000766011j -0.00896934-0.00119605j 0.00296553-5.58162e-05j -0.00321953+0.00494977j -0.00180464+0.00255195j -0.00150969-0.00306349j 0.00450913-0.0040426j 0.00250432-0.00385849j 0.00109153+0.000975036j -0.00574025-0.00362743j -0.00308818+0.00365203j 0.0042885+0.00379433j 0.0012583-6.74038e-05j 0.0025558-0.000942738j -0.00100312-0.00322266j 0.00639931+0.00185548j 0.0041098+0.000354944j -0.00366622-0.0023986j -0.000144798-0.00158335j 0.00152553+0.000961234j -0.000385379-0.00464362j 0.00189176-0.00498139j -0.00127229+0.000603013j 0.00045356-0.00278782j 0.00306565+0.00162079j 0.000755837-0.00401131j -0.00118611+0.000620578j -0.000580884-0.00385217j -0.000863888+0.000195898j 0.0030072-0.00211472j 0.00353544-0.00206931j 0.000684912-0.000494623j 0.00358203+0.000733528j 0.00378377-0.00141881j -0.00232297+0.0028731j -0.00355949-0.00325363j -0.00853135+0.000386784j -0.000294123+0.00154384j -7.1578e-05+0.00352111j 0.0010575-0.00361118j 0.00222114-0.00401275j -0.00261871+0.00247621j 0.0030197-0.00476529j -0.00186235+0.00374607j -0.00216322+0.00387853j 0.0059026+0.00359344j 0.00254441+0.00127639j 0.00383097-0.00215456j -0.00543573-0.00039878j 0.00084474+0.00746491j 0.00217708-0.00310486j -0.00508302-0.00366939j 0.00454699+0.00169501j -0.00743438+0.00316696j -0.000309943+0.00689544j -0.00453793-1.32344e-05j 0.00376083+0.00368493j 0.00280887+0.00612723j -0.00202125-0.00512688j -0.00298064+0.00355627j 0.00466529+0.000465885j 0.000386244+0.00210623j 0.000190329+0.00162054j 0.000462778-0.00130132j -0.0056903-0.0018365j -0.00267552-0.000464669j -0.00171842+0.00313778j -0.00102412-0.00136525j 0.00161446-0.000785853j 
-0.00117079-0.000996722j -0.00184182+0.00126335j -0.000993046-0.00357317j 0.00263585-0.00104173j 0.000293706-0.000998429j 0.00038825-0.00124032j 0.00335103+0.00169232j 0.00271073+0.00308202j -0.00188092-0.00226368j -0.00568095+0.0016476j -0.00352103-0.00178788j 9.04299e-05-0.00664054j 0.00204623-0.000804935j 0.00440566+0.000436441j -0.00186614+0.00254044j -0.00031272+0.00261236j -0.00149254-0.00610886j 0.00302753+0.00437289j 0.000337488-0.00302472j 0.00102248-0.000268358j -0.000151075+0.00538889j 0.00323174-0.00172016j -0.00183956+0.00262328j -0.00503339+0.000481134j -0.000843474+0.000807129j 0.00180401-0.000394896j -0.00239294-0.00228635j -4.64752e-05+0.00128378j -0.0014903+0.00383928j -0.00125589-0.000442764j -0.00359663-0.000865978j -0.00109633-0.000691347j -0.00192745-0.00148815j -0.00244854+0.0019503j 0.00318595+0.00371761j -0.00072415+0.0022584j -0.000103341-0.00281836j -0.000971826+0.000240552j 0.00116646+0.000342203j -0.0024447+0.00424167j -0.00303902-0.000258223j 0.00285385+0.00137013j 0.00134961-0.000872687j 0.000807405+0.000860741j 0.00156954+0.00208404j -0.00218454-0.000722568j 0.00724893+0.000976882j 1.26725e-05+0.000574661j -0.00572985+0.00363885j -0.00192274+0.00511067j 0.000668978+0.00375099j 0.000999408-0.000349988j 0.000665816-0.00218533j 0.00333607-0.0037017j -0.0003984+0.00696955j 0.00143336-0.000564546j -0.000613268-0.00248108j -0.00235611-0.00306643j 0.00768518+3.89802e-05j -0.000836097+0.00430382j 0.00517465-0.00221183j 0.00568622+0.000258576j 0.00261527+0.00255854j 0.00235678-0.00304048j -0.00261027+0.00304489j -0.00566884+0.000786823j -0.00117781-0.00275743j -0.00520983-0.000428936j 0.00215436-0.00214666j 0.00444845+0.00378029j 0.000581245-0.00589862j -0.00221872-0.000270056j 0.00226802-0.00392604j 0.0015565+0.00282657j 0.0029916-0.00236664j -0.000141092+0.000221721j -0.000600039+0.000163689j 
-0.00399677+0.00185353j 0.00161107+0.00320233j -0.000186226-0.00123909j 0.00167581-0.00310268j 0.000482299-0.000475704j 0.00229636-0.000240659j 0.00182602+0.0040539j -0.00447432+0.0030833j 0.00151632-0.000896119j 0.00772328+0.000743801j 0.00125106-0.000696128j 0.00450247+0.000184271j -0.00576197-0.00239422j 0.00528556+0.000956264j 0.000133817+0.00504552j 0.00832406-0.00204302j 0.00163016+0.0022683j 0.00270834+0.00217203j 0.00139842+0.00506455j 0.000549802-0.00372097j 0.00104692-0.0022588j -0.00585446+0.000526099j -0.00688408-0.00211885j -0.00668544-0.00412362j -0.00150152+0.0024258j -0.00111962-0.00028654j -0.00181271-0.00370986j 8.62488e-05+0.00469133j 0.00142211+0.00836204j -0.00305196+0.00692374j -0.000970462+0.00532926j 0.00104243+0.00618146j 0.00251768+0.00295288j 0.00255725+0.00416221j 0.000989923-0.000258085j -0.00345465+0.00361623j 0.00521497-0.00595392j -0.00405963+0.00109323j -0.00745979+0.000847727j 0.00572855+0.0044183j -0.00532506-0.00246086j -0.00480938-0.00120444j 0.00395334-0.003587j -0.00257679+0.00345647j 0.0018622+0.000929465j 0.00223999-0.000671467j 0.00130321-0.00179478j -0.00101818+0.00109021j -0.00394876-0.0003748j 0.000973533+0.0028935j 0.00133296+0.000173805j 0.00236548-0.00408122j -0.00339451+0.00311941j -0.00553249+0.000545232j -0.00242799-0.00148742j -0.000990246-0.00365309j 0.00569022+0.000683696j 0.00191222+0.000229399j -0.00368882-0.00556871j -0.000418544-0.00139618j -0.00149358+0.00389388j -0.00321844-0.000140315j 0.00280447-0.000620541j 0.000340973+0.00315271j 0.000688944+0.00406444j 0.00148802-0.00624589j 0.00235753-0.00610043j -0.0053417-0.00390971j -0.00508537-0.00271203j -2.7082e-05+8.3324e-05j 0.00197164-0.00492623j -0.00232584-0.000786312j 0.00752495-0.000460968j 0.00359642+0.00100346j 0.00248188-0.00516989j 0.00188805+0.000752111j -0.00124789+0.00180957j 
-0.00199692+0.000540586j 0.000391363+0.00173907j -0.00398257-0.000190991j 2.59065e-05-0.00502991j 0.000902755-0.00231226j 0.00374499-0.00197718j -0.00141525+0.000384392j -0.000163962+0.00258829j 0.00342976+0.000296605j 0.00296407-0.00644975j -0.00121063-0.0018715j 0.00199317-0.000139912j 0.00037512+0.00223201j -0.00108176-0.000661924j -0.00250074-0.00384281j -0.0010732+0.000766023j -0.00282236+0.00170867j -0.00547937+0.00290152j -0.00371045-0.00266728j -0.00449337+0.000905499j 0.00365253+0.00128316j -1.43817e-05+0.00330781j 0.00408088-0.0017868j 0.00143656+0.000558614j 0.00336074-0.00410492j -0.00286812-0.000553872j -0.000511267-0.0013787j 0.00253357-0.00424229j 0.00267297+0.00198583j -0.00674792+0.000394395j 0.00203714-0.00124466j 0.00129764-0.00232405j 0.00056563-0.00607088j -0.00342514-0.00279162j -0.00203052-0.00409079j 0.00546861-0.00256433j 0.000910554+0.00405758j -0.00272469+0.00330165j -0.00207875+0.000299874j 0.000771141-0.00203142j 0.000866277+0.00519022j -0.00375016-0.000728642j 0.00246606+0.000112763j -0.000689859-0.00542941j -0.00256789-0.000915088j 0.00105307-0.00151628j -0.000196-0.00458336j -0.00170344+0.00271602j 0.00349954-0.000146872j 0.00199832-0.00253048j 0.0017908+0.00123056j -0.000512935+0.00266069j 0.00332402+0.00186077j -0.000670617-0.000431383j -0.00677077-0.00154982j 0.000452312-0.00120735j -0.00132451+0.00212522j -0.00076552+0.00306848j 0.000906814-0.00247461j 0.00249733-0.00275397j -0.00170264+0.00238594j -0.00169244-0.00449746j 0.00157015+0.00286717j 0.00284866+0.00194178j 0.00399299-0.00532649j 0.0038847-0.00136201j -0.00223728-0.00464794j 0.00113747+0.00216723j 0.000395425-0.000548858j 0.000847023+0.000142778j -0.00111616+0.00179947j 0.00529442+0.00225566j 0.00287356-0.00350086j 0.000740099+0.00185798j 0.00232629-0.000923166j 0.000610807-0.000286442j 8.78103e-05+0.000541706j 
