0.0915416+0.0455415j 0.156829+0.000119608j -0.125465-0.141093j -0.0261252-0.00129808j -0.0639278-0.0721141j -0.0242299-0.0489681j -0.0512638+0.0849573j 0.00157089+0.0487879j -0.0430514+0.0829648j -0.0667829+0.0782139j -0.106996+0.0317471j 0.0398494+0.0143369j 0.0321492-0.0744478j -0.0155766+0.00570136j -0.048729-0.00139772j 0.0474079-0.091868j 0.198901-0.214975j 0.0815619+0.019327j -0.266317-0.010734j 0.0956279-0.0530172j 0.019333-0.149457j -0.111751+0.233937j 0.0971461-0.0495146j -0.0445955-0.165451j -0.0477002-0.0475277j 0.144806+0.0272418j -0.0565177-0.142837j 0.096835-0.112745j 0.282132+0.395368j -0.0169864-0.0871698j -0.157684+0.00383236j 0.0503414-0.00327764j -0.00467468+0.0244839j -0.0141336-0.0106591j 0.046127-0.0281104j -0.0333617+0.0177529j -0.0171246+0.03761j 0.0138335+0.0109462j 0.0232203-0.00578587j 0.0434751-0.00239289j -0.018086+0.00849659j 0.00937899-0.0227327j 0.00721799+0.00585395j -0.0224326+0.0239008j 0.0344639-0.00830302j 0.0250368+0.00835854j -0.00631776-0.00508683j 0.00347877+0.0208601j 0.00129972-0.00351566j 0.026727+0.0393428j -0.0578283-0.0367522j 0.0219693+0.0411985j 0.0217064-0.00878591j 0.0149317+0.00237232j 0.0258069+0.0145878j -0.036146+0.020572j -0.0295259-0.0120776j -0.0525143-0.00896596j 0.0880724-0.0526019j -0.0362022-0.0282389j -0.00716994+0.104599j 0.0314192-0.0635189j -0.00751351+0.0198872j -0.0486057+0.0274547j 0.0301095-0.0211029j -0.0848028+0.00122384j 0.0536692-0.0812575j -0.13544-0.0806482j -0.0719907-0.162031j 
-0.00484419-0.00132331j -0.002034+0.00422819j -0.00767735+0.00440297j -0.0143107+0.00203334j 0.00757042+0.0148129j -0.00305503+0.00766198j -0.00208213-0.00420574j 0.010531+0.000483702j -0.00581752+3.34314e-05j 0.0164401-0.00940094j -0.0106485-0.0137716j -0.0100114-0.0101637j 0.013361+0.00547815j 0.000800175-0.00357459j -0.00837197+0.0096691j 0.0101119-0.00430745j -0.0157733-0.00378717j -0.0088868-0.00572206j 0.0168066-0.00750242j 0.00182457-0.0109752j 0.0121496-0.000548914j -0.0103457-0.00759559j 0.00599313-0.00325056j 0.000400155+0.0047253j -0.0032596+0.00207522j 0.00252331-0.0142404j -0.000461957+0.0065936j 0.000947484-0.00193682j -0.00167322+0.00401793j 0.00514738-0.00181786j 0.00272853-0.00150622j -0.00855471-0.00739669j 0.000589005+0.000399061j 0.0049897-0.00294447j -0.0096068+0.00624231j 0.00526475+0.0146825j -0.00305778-0.00808925j -0.000761981+0.0110435j 0.0112245-0.00652973j 0.000112228+0.00941765j -0.00181838-0.0107498j -0.0111264-0.017393j -0.00285382-0.0150257j 0.00808314+0.00574658j 0.0125699-0.00803047j 0.0244004-0.0205866j 0.013241+0.00383748j 0.0144084+0.0049095j -0.0168524-0.00182369j 0.0116241+0.00672984j 0.00600419+0.014191j -0.00523624+0.0105307j 0.00657383-0.00130044j -0.00878252-0.000294861j -0.00222323+0.00589393j 0.0138107+0.0106669j -0.000922143+0.000754886j 0.00454643-0.0048882j 0.000107957-0.000876117j -0.00455251-0.00629674j 0.00286571+0.00700431j -0.0089211-0.0055369j -0.00176456+0.00661796j -0.00363184-0.00460077j -0.00249686-0.00669111j -0.00226963+0.00454825j 0.00325198+0.00184043j 0.00140583+0.00269422j 0.0022351+0.00254681j 
-0.00367071+0.0114978j -0.00873438+0.00197673j 0.00754439-0.00613886j -0.0127024-0.0069522j -0.00708759+0.00675255j -0.00560269+0.0177324j 0.00571184-0.0121818j 0.0196236+0.0083019j 0.00233839+0.00637695j -0.0193932-0.00327679j 0.0121704+0.00532593j -0.00974784-0.00682149j 0.0141725-0.00710664j -0.00954839+0.0128177j -0.0143287+0.0158163j -0.0102025-0.00185586j 0.00751708-0.0130805j 0.00214488+0.00918361j -0.00958257-0.0106185j 0.00341993+0.000119989j -0.0102294+0.00313315j 0.00342041+0.00226476j 0.00551621-0.00581631j -0.00114779-0.00452389j -0.00421623+0.000923936j -0.00627064-0.00227612j 0.00247906-0.00102602j -0.000752967+0.00763829j -0.00333192-0.00333408j -0.011392+0.00502135j 3.94333e-05+0.00581862j 0.00208153-0.00349468j -0.0109949+0.00178543j 0.0189651-0.00248709j -0.00545361+0.00066002j -0.0156991-0.001819j 0.00894364-0.00652338j -0.0145243+0.00740849j -0.00754825+0.00158021j -0.0137552-0.0211537j 0.0111336+0.00272535j -0.0309703+0.0158114j -0.0105041+0.00226584j 0.0162457+0.0207019j 0.00463404-0.0102708j 0.0145359-0.032686j -0.0260397-0.011834j -0.00330794+0.0158997j 0.0100962+0.00208487j 0.0165789+0.00123389j -0.00868769-0.0114006j 0.00899994-0.00557051j -0.0140696-0.00405457j 0.011751-0.0138147j 0.0129025+0.00230143j -0.00625472-0.0115807j 0.00332204+0.00332585j 0.0128985-0.00501134j -0.00355733-0.00549042j -0.000711596+0.00720635j -0.0172669-0.00407029j -0.0127475+0.00322506j -0.00232054+0.00461253j -0.00528986+7.9304e-05j -0.00156329-0.00150541j -0.00284405+0.000914229j 0.00525024+0.00124191j 0.0092965+0.00365925j 0.00300029+0.000261885j 
-0.0024021+0.00047516j 0.00478705+0.00317979j -0.0100012+0.0111926j -0.00200453+0.00457615j 0.00800414-0.00671501j -0.00553207-0.00740046j 0.0057223-0.00330025j 0.00985156-0.00265985j -0.00520518-0.00805666j 0.00166543-0.00388224j -0.00240187-0.0218778j -0.00725538+0.0010638j 0.00752026+0.00660532j 0.0147634-0.0156074j 0.000481934+0.00105205j -0.00367821-0.000631057j -0.00800993+0.0106523j 0.00136259-0.0103387j 0.00870215-0.00166059j -0.00242909-0.009728j 0.00139005-0.00166559j 0.00553616-0.00440307j 0.00344045+0.00251276j -0.00882383-0.00134919j 0.00619534-0.000669356j 0.00167763-0.00417649j 0.000399406+0.00351545j -0.00094948-0.00527446j 0.0012018+0.0015802j 0.00417535+0.00294136j 0.00252682+0.00676023j 0.00382878+0.0092797j -0.00633268-0.00352264j 0.00498654+0.00432502j 0.00462121-0.0138717j 0.000741579+0.0110634j 0.0166711-0.0057054j -0.00894855+0.00286181j -0.00478488+0.0333752j -0.0105411+0.0173684j -0.0198987-0.00846479j -0.023868+0.00824814j 0.00585911+0.0332919j 0.00821491+0.00413687j 0.0153412-0.00345644j -0.00930859-0.0144588j -0.0180264-0.029643j -0.0164203+0.00517799j -0.00882643-0.0227099j -0.00633566+0.0109685j 0.0178533-0.0267265j 0.0166769-0.0268964j -0.031299-0.0262901j 0.00833904-0.00676756j 0.0105446+0.0247321j -0.0186121-0.0211595j 0.0101267-0.00781113j 0.0150699+0.00577366j 0.00864709+0.00743409j 0.0109892+0.022938j 0.010125+0.000874451j 0.000856823-0.00575109j -0.00629442+0.00068035j -0.00265096+0.00790503j 0.00199942+0.0077097j 0.0022506-0.00889356j 0.00664476+0.00227504j -0.00341442+0.00200514j 0.00236738-0.00130873j 
-0.000723116+0.00942159j -0.00342524-0.00921895j -0.00136114-0.0207257j -0.013787-0.0105982j -0.0144853+0.00536604j -0.00739825-0.00141414j -0.00168429+0.0116515j -0.00490631+0.0114088j 0.000322719+0.0101276j 0.00295356-0.000871434j 0.0116092-0.00669893j 0.00937258-0.00980476j 0.0109476+0.0181301j -0.00552561-0.00862731j 0.00287237-0.0175817j -0.00147407-0.00330499j -0.000963611-0.00212998j 0.00141095+0.0123506j 0.0125753+0.00117793j -0.00763317+0.00480798j 0.00417066-0.0030151j -0.00457055+0.00324155j -0.00545592-0.00725703j 0.0101537+0.000903764j -0.00840415+0.00380101j -0.00393091+0.00364079j 0.00243671-0.00133841j 0.000249608+0.00432886j 0.00292641-0.0065042j -0.00761156+0.00292762j 0.00321791-0.00432193j -0.00843317-0.00563464j -0.00311325+0.00154827j 0.0172409-0.00772473j 0.00602759-0.00507662j 0.00762394+0.000548166j -0.00200577-0.0012782j -0.0166733+0.0104476j 0.00509865+0.0107659j -0.00669732+0.000424508j -0.00624338-0.00128917j -0.0156969+0.0127986j -0.00613142+0.0165705j 0.00702836+0.0103281j -0.0052309-0.00782804j -0.0035568-0.0155022j -0.0192419-0.0181519j 0.0110126+0.00342111j 0.00147234+0.0124915j 0.011232-0.0057449j -0.00207365+0.00343522j 0.011454+0.000233956j -0.000789265+0.00451647j -0.00414496-0.00305309j 0.00170397+0.00601503j 0.000445554-0.00711546j -0.00532563+0.0029259j 0.00837117-0.00963673j -0.00477397-0.00808008j 0.0131437+0.0120007j -0.00655675-0.00318113j -0.0209643+0.00309084j -0.000369333-0.00781138j -0.00571616+0.00516529j -0.00429449-0.00116243j 0.00100918+0.00514339j -0.00551898+0.000326078j 0.00485738-0.000292277j 0.00370702+0.00219326j 
-0.00494111+0.00250559j 0.00493812+0.00487393j -0.0113884-0.00253527j -0.00249486+0.00226536j 0.000312935-0.00734649j 0.00223211-0.00392032j 0.0171039+0.00501956j 0.0189567+0.0273574j 0.00864223-0.00734548j 0.00938433-0.0283675j 0.00797708+0.00358671j -0.00129676-0.00923986j 0.00124051-0.0177802j -0.0230709+0.0011838j 0.00425708-0.00972461j 0.013251-0.0100426j 0.000580248-0.00745304j 0.00624148+0.00967183j -0.0115901-0.00978381j -0.00332586+0.000465525j 0.00200311-0.00637371j -0.00181229+0.000370686j 0.00498954+0.00852127j -0.00357176-0.00448662j -0.00243511-0.00828626j 0.0051481+0.00579168j -0.00287394+0.00635597j 0.00175575-0.00649701j 0.00642611+0.000454769j 0.00848439+0.00140185j 0.00941984-0.00813485j 0.000776632-0.000310497j 0.00669232-0.00337208j -0.00763714-0.00130652j -0.00375844+0.00514727j 0.00400581-0.00954241j -0.000292414+0.00960009j -0.00116554-0.0066393j -0.00221645+0.023692j 0.00279783-4.01723e-05j -0.00301745-0.00500481j 0.0206443-0.00313832j -0.00182856+0.0121264j -0.0122521+0.0019087j -0.0175488-0.00154707j -0.00832845+0.0222175j 0.0171704-0.000604937j 0.0136621+0.00500893j -0.0080863+0.00941966j 0.000989259-0.00903318j -0.00976929+0.0150189j -0.0104804+0.00322011j 0.00350676-0.000485006j -0.00933183+0.00182521j 0.00183064+0.00290059j 0.00612078+0.00493164j 0.00195059+0.0010967j -0.00457267+0.00427029j -0.00461763-0.00339314j 0.00704992-0.00147128j 0.0120884-0.00213199j 0.00333519+0.000396069j 0.00302083+0.000243529j 0.00151215-0.00363461j -0.00124857-0.000299204j 0.00317139+2.6064e-05j 0.000989271-0.00632498j -0.0101014-0.000290384j -0.000209251+0.000230997j 
0.00510893+0.000432693j -0.00315883-0.0031853j 0.0101633+0.0141915j 0.00127793-0.00932618j 0.0145737+0.00738605j -0.0104303-0.0160125j -0.0101679+0.00309626j 0.00120459-0.00264785j -0.0128925-0.0010578j -0.00758264-0.0064469j 0.00482935-0.000900905j -0.00323452-0.00808161j 0.00535014+0.00695436j 0.0146282-0.00340477j -0.00924787-0.00396696j -0.000949407-0.00524724j 0.000484348+0.0102769j -0.000747301-0.00699188j -0.000623106-0.0031687j 0.00228097-0.00693743j 0.00231868-0.00332962j 0.00869342-0.00708414j -0.00461223-0.0015574j 0.00428186+0.0032145j -0.000232237+0.00368197j 0.00170952-0.00278605j -0.00183136-0.00667692j 0.00141892+0.00379523j -0.00201579+0.00619947j 0.00148606+0.00675833j 0.0112859+0.00405912j -7.79125e-05-5.995e-05j -0.00372771+0.00264423j 0.00864101+0.000773988j -0.00686321+0.00663329j -0.0152008-0.00922918j 0.0212163-0.00147819j 0.0149441-0.00278362j -0.0382856+0.0117928j -0.0126897-0.0438535j 0.0225713-0.00815298j 0.0138648+0.0183908j -0.0139558+0.0094296j -0.027867+0.0224361j -0.0284482-0.00195603j -0.00780576+0.0265215j 0.010687+0.00937769j -0.0140053+0.025256j 0.0151379-0.000175988j 0.00629999-0.0101921j -0.0300855+0.00787129j -0.0178187-0.0187113j -0.00699011-0.00740665j -0.00259301-0.000408292j 0.0109716-0.00103176j 0.0155479+0.000726922j 0.00968356+4.22384e-05j -0.00812026+0.00669662j -0.00433059-0.0184881j -0.00350303+0.00575145j 0.00872822-0.00654072j 0.00827011+0.00411839j 0.000888887+0.000297584j -0.00383602+0.00391105j 0.00382514-9.90898e-05j -0.00500329-0.00113146j 0.00818788-0.00198081j -0.00709186+0.00324297j -0.000698047-0.0010701j 
0.00222724-0.0093753j -0.0115119+0.00171637j 0.0157569+0.0114489j 0.00197279-0.0156854j 0.0265401+1.69846e-05j 0.000895019+0.000334053j -0.00913039-0.0147263j -0.00178094-0.00150058j -0.00062143+0.00488629j -0.00978211-0.0156776j 0.00503068+0.0127611j -0.0142541-0.000976332j -0.00529104-0.00698909j -0.0147833+0.00349301j -0.00166856-0.00695966j 0.00737018+0.000798864j 0.00606145-0.00234539j -0.00399543+0.000786248j 0.00179965+0.00744516j 0.00625084+0.00162783j -0.00399328+0.00637295j -0.000826979+0.00380308j 0.00482912+0.000886929j 0.00124765+0.00244826j 0.00226974+0.00542805j 0.00483112-0.00466439j 0.000381198-0.0015111j -0.00286313-0.00152228j -0.0020138+0.002197j 0.000508855-0.00664166j -0.00187652-0.00157491j 0.00740282+0.00815169j 0.0142557-0.0008015j -0.0209169+0.0117258j 0.0148357-0.0234157j 0.0161059+0.00782729j -0.0266224+0.00193222j 0.0231496+0.0112015j 0.0318817+0.00155126j 0.0297706+0.0469823j -0.0116385+0.012522j 0.0240696-0.0311718j 0.0196193-0.00317586j -0.0118348-0.0218729j 0.0196935+0.0203882j -0.0175006+0.00534827j 0.0301749+0.018405j 0.00805815-0.0264856j -0.00682749-0.00986703j -0.0100898+0.00965836j 0.0286044-0.00108013j -0.00544586-0.00331787j 0.00735056-0.013784j 0.00674298+0.00973045j -0.01624+0.00495363j -0.00511577+0.00570376j -0.00166149-0.0120462j -0.00587933+0.0137236j 0.00489956+0.00503078j 0.0124913+0.00600639j 0.00028563+0.0077028j 0.0151325-0.00643319j -0.00517937-0.00268853j 0.000883016+0.00384301j 0.0050928+0.00912762j 0.00135007-0.00611214j -0.00369916-0.00279337j 0.00571689+0.00117689j -0.00980967+0.000504435j 
-0.00329252-0.00251539j 0.00165129+0.00414629j -0.00410666+0.025079j 0.0160479+0.00406347j 0.0104218-0.00822329j -0.0128118-0.0139141j -0.00234827-0.00368326j -0.0128018+0.00140335j -0.00274201-0.0124161j -0.0125614-0.0136093j -0.00312557+0.00401555j -0.00916704+0.0090604j -0.00388817-0.01484j -0.00752991-0.00382452j -0.000150464-0.00461793j 0.00951281-0.00107803j 0.011243+0.00544711j 0.00739304-0.0100596j -0.00339176+0.0123581j 0.0116236+0.00402422j -0.0047836-0.00390113j 0.00457115-0.00120417j 0.000121544+0.00439203j 0.00185856+0.000858461j -0.00257206-0.00095138j 0.00437589+0.00241665j -0.00625291+0.00105976j 0.00503511-0.00434301j 0.00310089+0.00605887j 0.00300076+0.0045637j 0.002094-0.00715939j -0.0280433-0.0151742j -0.00969514-0.00271756j 0.0258202-0.0142587j -0.0202635+0.0187255j 0.00454998+0.0184511j 0.00939387-0.014265j -0.00936071+0.0112467j 0.0187985-0.00539998j -0.0164846-0.00552858j -0.00687806-0.0170937j -0.0379056+0.00891987j 0.000313657-0.00433503j 0.0293725+0.0258547j 0.00164413-0.0181975j 0.0360669-0.0304862j -0.0232426-0.0201059j 0.0106349+0.0129774j -0.0111073+0.00331153j 0.0125223+0.00282334j -0.00301686+0.0122227j 0.0049406+0.0190871j -0.00769348+0.0142509j -0.0111453-0.00402376j 8.77553e-05+0.0101598j 0.00604179-0.00767415j -0.000964873+0.0100748j 0.0150692-0.0187111j -0.0030309+0.00848838j -0.00977419-0.00357879j 0.00325425+0.00364013j -0.025413-0.0032325j -0.00056779+0.00161871j 0.003003-0.00318757j -0.0030584-0.00659509j -0.0028547+0.0034913j -0.000869319+0.00858218j -0.00449579+0.00349426j 0.00835529-0.00169317j 
0.0167287-0.012493j -0.00530635-0.00183181j -0.00998257-0.00478501j 0.0128748+0.0154883j -0.0124085-0.00483718j 0.00831743-0.0033386j 0.00148178+0.00231897j -0.00470295-0.00326298j -0.0042383-0.00728957j -0.00699186+0.0190965j 0.00208776+0.00150931j 0.0105739+0.0118568j -0.00685047-0.00796892j 0.00308644+0.00705456j 0.00145175+0.0105775j -0.00252093-0.00211545j 0.00399478-0.00591489j 0.00316502+0.00135839j -0.00930332+0.000921687j 0.00565616+0.00596776j -0.00169044+0.00207593j -0.00125068+0.00174305j -0.000557404-0.00263017j -0.00181229-0.00235561j -0.00537292-0.000377379j -0.00258256+0.00072264j 0.00107295-0.00172183j 0.000967881+0.00171132j 0.00637417+0.0014257j 0.0103098-0.011376j 0.00328902-0.00675007j -0.0228593-0.00654135j -0.00100835+0.00478135j 0.00425884-0.0164969j 0.00102506-0.0118612j 0.0314349+0.022068j -0.00385717-0.0151116j 0.00958234+0.0168021j -0.00402728+0.031394j -0.00348672+0.0266171j -0.0125804-0.035134j 0.0137799-0.0136898j -0.0149401+0.0182808j -0.010426+0.0066144j 0.00567264-0.0108404j -0.00388902+0.0116675j 0.0128334-0.00798195j 0.00183695+0.0066347j -0.0216587-0.00666691j 0.00760653+0.0130732j 0.015831+0.0135878j 0.00423947-0.0112842j 0.00992032-0.0159022j -0.0232271+0.00648397j -0.00907683+0.0157509j 0.023021+0.00801474j -0.0019272-0.00766858j 0.00546213-0.00159418j 0.0116952-0.0172823j -0.000715717+0.0122042j 0.0146728+0.00423238j -0.00518987-0.0127715j 0.00164964-0.0116414j -0.00714595+0.00495614j 0.00153826-0.00649391j -0.00403484+0.0128013j -0.00442401+0.00943747j -0.010292-0.00108697j -0.00305097-0.000853399j 
0.0127061-0.00102496j 0.000324888-0.0116337j -0.00515711+0.00731242j 0.015068+0.0150961j 0.00423965-0.00593381j -0.00761681+0.0110083j 0.0154498+0.00542115j -0.0020206+0.00152544j -0.00703961-0.00342156j -0.00776159-0.0183955j 0.00781709-0.00775437j -0.01257+0.00099571j 0.00109581-0.00438955j -0.00200507+0.00152333j -0.000635285+0.00660886j 0.00392455-0.00601298j -0.00843268+0.00362936j 0.00181947+0.000578857j -0.00341265+0.00239643j 0.00477365+0.00521923j -0.00791402+0.00378651j -0.000955857+0.00191087j 0.000604706+0.00171307j 0.000356315-0.00437673j 0.0059731+0.00306839j -0.00850188-0.00312716j 0.00147324+0.000608348j 2.23631e-05+0.00430702j -0.00453375-0.0031044j -0.0143359+0.0025601j -0.011238+0.0131955j 0.000222831+0.00229616j -0.0143085+0.00427082j 0.0169512-0.00471964j 0.00865281-0.00812075j -0.00214838+0.000583357j 0.00539177-0.0177634j 0.0236951-0.0176984j -0.0340021-0.0276143j -0.0110121-0.0362968j 0.030852-0.00471612j 0.0113493+0.00546176j -0.0151357-0.0347941j -0.0011405+0.0103314j 0.00563347+0.00213277j 0.00715979+0.00847762j -0.0104316+0.0179431j -0.0186035-0.0110012j 0.0251344-0.00578992j 0.000347753+0.00516682j 0.00495171-0.00200872j -0.00951985+0.000155046j -0.00460797+0.0112234j 0.00267565+0.0110975j -0.00709975-0.0192948j 0.00656174-0.00347812j 0.000366174-0.00678973j -0.000716923+0.00476798j 0.00591296-0.0146965j -0.00774925-2.6434e-05j -0.0104974-0.00861857j 0.00106769+0.00319857j -0.000553667-0.00382377j -0.00542807+0.0121686j 0.00306704-0.00147513j -0.0041526-0.000554135j -0.00260208+0.011992j 0.00755439-0.00115195j 0.00443137-0.00321509j 
-0.0145981-0.000592786j -0.0253057+0.0253773j -0.00934316+0.00982995j -0.000350158+0.0195115j -0.00822351-0.00921822j -0.00958056-0.01083j 0.0117986+0.0121977j 0.00663498+0.00889938j -0.00722512+0.00645885j -0.0196584+0.000880478j 0.00188666-0.0084763j 0.00481089+0.0165523j 0.00880406-0.013081j -0.0156799-0.0015162j 0.00551253-0.00126053j -0.0039982-0.00561631j 0.010619-0.00507272j 0.00474616+0.00728748j 0.00495136-0.00301138j -0.00317866+0.0051879j 0.0089769-0.0136084j -0.00588514+0.00390625j -5.98147e-05+0.00187517j 0.000959647+0.00215289j -0.0105691-0.000910219j -0.000814471-0.00107788j 0.00281041+0.00121137j -0.00139751+0.00591335j 0.00277985+0.000395894j -0.00398347+0.00651617j 0.0101243+0.0105983j -0.00482687+0.0106748j -0.0141321+0.00245321j -0.0239544+0.0105328j 0.0033838+0.0102793j -0.000388121+0.0142405j 0.00839533-0.00473099j 0.0050061-0.00559337j -0.0228551-0.0142134j -0.0127336+0.0219536j -0.0138864+0.010846j 0.00569577-0.00140051j 0.023888-0.00604173j -0.00181911-0.00909877j 0.0148398+0.00448798j 0.00170877+0.0322506j -0.00462079-0.00889194j -0.0273787-0.00151702j -0.0124101-0.0149668j -0.00981755+0.0147056j 0.00807856-0.0150102j 0.00337692-0.00189855j 0.00759044+0.00305923j 0.00209594+0.00283317j -0.00384499+0.00953618j -0.00289293-0.00177305j -0.00662342-0.00354561j 0.0130513+0.00947806j 0.0159475+0.00968748j -0.00957911-0.0170322j 0.00830483-0.00326069j 0.0169688-0.0100705j 0.010344+0.0132748j -0.00438867+0.000258675j 0.00749706+0.000109123j -0.00515669-0.00594988j 0.000235463-0.00171998j 0.00182305+0.00343987j -0.00335702-0.00362735j 
-0.00165232-0.019371j -0.0143455-0.00202415j 0.0110515-0.000954649j 0.00405583+0.00927461j -0.00608901-0.000981418j 0.000275258-0.00255286j 0.00602408+0.0151567j 0.00497401-0.0104632j -0.00530428+0.00843059j -0.00806939+0.00696703j -0.00504278-0.0131767j -0.00318208+0.00624004j -0.00201265-0.012345j -0.00258107+0.00464608j 0.00351953+0.00537488j -0.00569945-0.00122989j -0.00160225+0.00145552j -0.00334405-0.000761447j -0.00248015+0.00127833j -0.00691512+0.000284885j 0.00263707-0.000546077j -0.00361751+0.00166618j -0.00637957+0.00070531j 0.00539969+0.00141085j 0.00264254+0.000904958j 0.0005087+0.000414873j -0.00453988-0.00185041j 0.00376704+0.00440712j -0.00684055+0.000727226j -0.00740158+0.0160801j 0.00251905-0.0140702j 0.0166358-0.013556j 0.0025003-0.0174305j -0.00245856+0.0121669j 0.00314761-0.0172929j -0.00720808-0.0165527j -0.0173406+0.0194223j -0.00559297-0.00418427j 0.012513+0.0113158j 0.0238048-0.0135114j 0.00963699+0.0184043j 0.00855033+0.00484987j 0.0114568-0.00344792j -0.00505198-0.00265854j -0.00232292+0.0107524j -0.0069526-0.0139342j 0.013243+0.00603667j 0.042356+0.000297374j 0.000355247+0.0198459j 0.00306497-0.0155848j -0.00314766+0.013661j -0.0120715+0.0140875j 0.00232958-0.00319179j 0.00686002+0.00162413j 0.00128813-0.0118557j -0.00464812+0.00350212j -0.00247448-0.000116821j -0.0115165+0.00157114j -0.0141625+0.00014692j 0.0271306+0.00630921j -0.00686903+0.000662559j -0.00867665+0.0097589j -0.00988501-0.00240113j -0.00320041-0.00759154j -0.00471001+0.00656727j 0.00335649-0.00474892j 0.00242868-0.0139137j 0.00402758-0.00188086j -0.0024699-0.000447083j 
0.0256017-0.0233411j -0.0131449-0.00474443j 0.00954021-0.00786662j -0.00243496+0.00253538j 0.0122366+0.00287687j -0.00707472+0.0169063j -0.000682927+0.00281796j 0.00526753-0.0139568j -0.00624363+0.00389051j -0.00495876+0.00351694j 0.00158987+0.00218478j -0.00229995-0.00563553j -0.00103552-0.00163817j 0.000364477+0.0104186j -0.010499+0.00242803j 0.00322047+5.75345e-05j -0.00314854-0.00156773j -0.00417823-0.00192544j -0.00368087+0.0002862j 0.00149678+0.000391479j -0.00720387+0.00915589j -0.00341991+0.00263287j -0.00377629-0.00535335j 0.00740088-0.00301806j 0.00444985+0.00169963j -0.00210871+0.000406715j -0.000168878-0.00673487j 0.000620871+0.00203324j -0.00135917+0.00290789j 0.00606512-0.00689142j 0.00140452+0.0151336j 0.00188737+0.000787417j -0.0087766+0.00227628j -0.024622+0.00431809j -0.0171844+0.00503729j 0.00700793+0.00774167j 0.0126739+0.0135678j -0.0367248+0.0160752j 0.000106116+0.044569j -0.00416506+0.049423j -0.0267689-0.00313593j 0.023569+0.00820863j -0.00739234+0.0079099j -0.00357685-0.0162576j 0.00393851-0.0176768j 0.0025406+0.016081j -0.0063064-0.0166279j -0.016175+0.0207077j -0.0435565+0.0109496j -0.00413483+0.00772369j -0.0038478-0.0176679j 0.0260905+0.0011925j 0.0113807-0.0113273j -0.00668196-0.0245779j 0.0138658+0.0160465j -0.00876476+0.00769707j -0.00596937+0.00882936j 0.0114196-0.00647046j 0.0102565+0.00735303j -0.0092715-0.0102913j 0.0163106+0.00794952j 0.0128942-0.00594781j 0.00881036+0.005924j 0.00905635-0.0115945j 0.00550807-0.00254324j -0.00258275+0.00475822j 0.006655-0.00447051j -0.0105155-0.00247927j -0.00695946+0.00299274j 
-0.0131733-0.0171974j -0.00661612+0.0185886j 0.0153911+0.00141284j -0.0222298-0.00729675j -0.00851117+0.00290381j 0.00629716+0.00555482j -0.0024862-0.009946j 0.0301684-0.0128441j 0.0114348+0.00739546j -0.000469896-0.00454428j -0.00784802-0.00830269j -0.00756816-0.00545109j -0.00318704-0.0109041j -0.00868521+0.0101473j 0.00109296-0.0110562j -0.000974706+0.00250003j 0.00250653+0.00238893j 0.00175013-0.00302348j -0.00525593+0.00503818j -0.00350465-0.00122457j -0.00112866+0.0030788j -0.00142264+0.000745865j -0.003124+0.00465242j 0.00301171-0.00209276j -0.000884114-0.00230225j 0.00905118+0.00988479j -0.00851317+0.000993146j 0.00444253-0.0113578j 0.00206236+0.00241319j 0.00207491-0.00101723j -0.00511096-0.00259962j 0.00600103-0.00242219j 0.00205235-0.000763307j 0.0235618+0.00823163j 0.0199114-0.011059j -0.00953749+0.0112052j 0.0171992-0.00852694j -0.0226538+0.00903838j -0.0299836+0.00717564j -0.00638308-0.0144094j 0.0208605-0.000445257j -0.00128572+0.0294072j -0.00895315-0.00710197j -0.0235461+0.00941107j -0.00876058+0.00255778j 0.00644403+0.00200353j -0.0262963-0.0133685j -0.0187758+0.00423564j 0.0170621+0.00629828j -0.0043494-0.00512873j -0.00109617+0.00233636j 0.0150834-0.00912054j 0.00244001+0.00488144j -0.00426706+0.00816762j 0.00306849-0.00710486j 0.015415+0.00220405j 0.00111052-0.00287465j 0.000162055-0.0111078j 0.00126068-0.00354094j -0.00607847+0.00615632j 0.000922532+0.00345941j -0.00870908+0.00943886j -0.00209119-0.00852616j -0.00614572-0.000889937j -0.000838688+0.00384844j 0.00201584-0.00227184j -0.00283177+0.0113932j 0.00149159-0.00236859j 0.00488176-0.000725099j 
