0.087215+0.0210088j -0.00330922-0.00219006j 2.29151e-05+0.00413j -0.0228894-0.0739913j 0.00265049-0.0253242j 0.0122085-0.00229788j -0.0189754+0.0631229j 0.00833811-0.0240512j 0.00721795-0.00294845j -0.0158842+0.0261698j -0.0129509+0.00816018j -0.00471704-0.0454653j -0.0252879-0.0308799j 0.00404637+0.0261463j -0.00448576+0.0140982j -0.0197356+0.00912674j 0.00687012-0.019588j 0.0111074-0.00980254j 0.0321037-0.00253708j 0.00616411-0.00499463j 0.0184704+0.00385616j 0.00446049-0.00799529j -0.00223259-0.00604546j -0.0114813-0.0219725j 0.0102219-0.00235846j -0.00388527-0.00572197j 0.0108556+0.00160122j -0.00851434+0.0283905j -0.0174006-0.00628988j 0.0141999-0.0180728j -0.00379789+0.000486711j -0.00187277-0.00994316j 0.00160209+0.00953213j -0.00495984-0.00779792j -0.0151048+0.00838419j -0.0138519-6.66169e-05j 0.00863936+0.00638154j -0.0239881+0.0125248j 0.0472977-0.0128422j -0.00733645+0.000408716j -0.0130441-0.0187359j 0.0237606+0.00586327j 0.0145445-0.0259867j 0.00490516+0.011913j -0.00601482-0.00148772j -0.0220201-0.00534609j 0.00659898+0.0347711j 0.00859044-0.00526476j -0.00190368-0.00053355j 0.0214454-0.00576134j 0.000743327-0.000750595j -0.000604158-0.00184248j -0.00772856+0.000125466j 0.00626942+0.0238893j 0.0356908-0.0174119j 0.0307121+0.0106283j -0.0137365+0.0135274j -0.0215319-0.0193595j -0.00940184-0.00705076j -0.0118855+0.0146004j -0.0324999+0.00797945j 0.0379195-0.00356982j -0.062305-0.00254239j -0.0190226+0.0354151j 0.0332338-0.0280777j -0.0109365-0.0237117j 0.0563243+0.00474505j 0.0116099+0.00576262j 0.0282277-0.0291313j 0.0148032-0.0358904j 0.0404792-0.0341986j -0.0223094+0.0243783j 0.074409-0.0159486j -0.00406985-0.0391539j -0.0936866+0.00849593j 0.0596696+0.0233005j -0.0542774+0.0201j 0.0393027+0.0119991j 0.000169912+0.0763575j 0.0227085+0.0305918j 0.00102639-0.0488594j -0.100731-0.00483167j 0.0469492+0.0240095j 0.00462135+0.109909j -0.0156799+0.066897j 0.0570422+0.0428355j -0.0702001+0.108204j 0.0914174-0.0363159j 0.103607-0.016579j 0.0799425-0.153744j 0.234203+0.149707j -0.0916447-0.176224j 
-0.0449479+0.0165993j 0.0239941+0.0083105j -0.0142925+0.0442998j 0.0558079+0.0456168j -0.00587704-0.0333817j 0.0181052-0.0779912j -0.0263814-0.0378518j -0.0183827-0.102544j 0.0125656-0.0333994j -0.0222357-0.00409202j -0.00139421+0.103529j -0.128487+0.0041106j -0.00789877-0.00545843j 0.0720242-0.0100617j 0.0897411-0.0317805j 0.0220647+0.061536j 0.0477094-0.0568739j -0.0189027+0.0859847j 0.0746993-0.0650888j 0.0427042-0.00963675j -0.0879262-0.030501j -0.0295871+0.0981897j -0.0088162+0.00440097j -0.00754082+0.019539j 0.0683644-0.00267122j 0.00124753+0.00463304j -0.0241792-0.00854993j -0.0305388+0.0171983j 0.0238055+0.0572521j 0.0416391+0.0347516j 0.0386279+0.0782086j 0.0344292-0.0273668j 0.0388654-0.0121093j 0.0129189+0.0254026j -0.0185275-0.108027j 0.0250889-0.0981968j -0.0210737+0.112707j 0.0564044-0.00804304j -0.0643874-0.0702361j 0.0347849-0.00742829j -0.0508256-0.0501955j -0.1518+0.00637049j -0.152921-0.105065j -0.0730359-0.0809125j 0.0893899+0.104185j 0.0696412-0.00961078j 0.0481794-0.130875j 0.0492618-0.0112597j 0.0169905+0.116545j -0.0640119+0.0173432j -0.0289302+0.0895173j -0.0280716-0.0438872j 0.00555163-0.0709691j 0.00609658-0.0189875j -0.0323967+0.0101578j 0.0196596-0.00465159j -0.00134298-0.0287131j -0.0220878+0.0698879j 0.0194685-0.0352713j 0.00122335+0.0546166j 0.0371694-0.130122j -0.0453321+0.00747764j -0.0144533+0.0381937j 0.0689952+0.0229557j 0.00968798-0.0795884j 0.0327972-0.100098j 0.0602084-0.0977291j 0.00227932+0.0635919j -0.0564357-0.0176889j 0.0192004-0.00612927j 0.0506651+0.0933187j -0.0475349-0.0194121j -0.032609+0.037447j -0.0659636+0.0341712j 0.101342-0.0328869j 0.00872517+0.0230422j 0.0145572+0.00049541j -0.00347653-0.0212892j -0.0800814-0.0175072j 0.0143069-0.0122324j -0.0649171-0.0157845j -0.0278553-0.0902642j -0.0891603-0.0143653j 0.0279827+0.0531465j -0.0278362-0.0404505j -0.00353287+0.0443411j 0.0438505-0.00492873j -0.0298257+0.00631657j -0.0550019+0.0372367j -0.033452+0.00686811j -0.0407247-0.0247755j 0.0162182+0.0492525j 
-0.0137396+0.0236403j 0.0490978+0.0125654j -0.0628265-0.0316478j -0.050488+0.0197953j -0.00107259+0.0646823j 0.094486-0.0142767j 0.040732-0.0580315j 0.0540323-0.00619934j -0.039643+0.080414j 0.0636774-0.0183288j 0.0102482-0.134433j 0.140238-0.0277447j 0.157147-0.0320318j 0.0275776-0.046773j -0.117291+0.00743938j -0.0472354-0.0797897j 0.0278023+0.0281497j 0.047243-0.0253892j -0.049474+0.0278021j -0.146316+0.00393064j -0.0326563+0.0110589j 0.00103385+0.00176326j 0.00520294+0.0844889j 0.0460537-0.0693234j -0.0756386+0.0465319j -0.00566223-0.0476425j -0.0584013+0.100638j 0.0497299+0.0417805j -0.0366344+0.04162j 0.019266-0.049214j -0.0324209-0.0965252j 0.066727+0.0660128j -0.0851738+0.126659j 0.0241299+0.0323882j -0.00741835+0.127183j -0.0307071-0.07254j 0.054291-0.0131011j 0.0411948+0.0430101j -0.0254448-0.0220623j 0.0128719+0.0483683j -0.01756+0.0900535j -0.00240277-0.0406766j 0.0897071+0.118121j 0.0064099+0.0609765j -0.0432058-0.00657905j -0.0954764+0.00989409j -0.0813211+0.0703204j -0.0758262+0.0332841j -0.0388389+0.0155434j 0.0178471+0.0132887j -0.00343926-0.0369946j -0.0121077+0.0883326j -0.0881801+0.0164001j 0.061125-0.0050604j 0.0282573+0.0261785j -0.00284095-0.063211j 0.0610671-0.0451704j -0.0641521+0.0110987j -0.0481186+0.0352421j -0.0433666-0.0433387j 0.0537966-0.0206023j 0.0120402-0.002809j -0.0457285+0.116827j 0.036036-0.00299337j 0.00402843-0.00313381j 0.127672-0.046573j 0.014331-0.073083j 0.0539227-0.0389129j 0.0561668-0.113287j -0.0344391+0.0363404j 0.000250577-0.0143748j -0.0238858-0.0907636j -0.0331952+0.0958937j 0.0549314+0.0421665j 0.0311416-0.111156j -0.0701766-0.0703026j -0.0257304-0.0579885j -0.0190856-0.00904897j -0.0269039-0.0954703j 0.0885987+0.0477241j -0.0344338-0.00436031j -0.0418575-0.0313411j -0.00986409-0.00408218j 0.00518949+0.0262268j -0.0154089+0.00337558j 0.0111109+0.0150058j 0.0364494+0.0107075j 0.0173526+0.0624205j -0.0457339-0.00342099j -0.0617055-0.00450059j -0.0599855-0.0511414j -0.0622254-0.0246135j 
0.00313232+0.0156108j -0.0505737+0.0101945j 0.0144218+0.014825j -0.0290205-0.0579719j -0.0313325+0.0152672j -0.0162968+0.00386565j -0.00940077+0.0041956j 0.0146403-0.0268739j -0.106881-0.000706325j -0.0215687+0.0434263j 0.0089677-0.0597348j 0.0226442-0.0192191j -0.0597631+0.0629582j -0.0679201+0.0105375j -0.0973774-0.0110898j -0.0281153+0.0179135j 0.0170396-0.0239695j -0.00726331+0.0243403j -0.0358249+0.0483648j -0.0543993+0.0431848j -0.00812643+0.0239991j 0.0286891+0.0443771j 0.0323599-0.027575j -7.16256e-05-0.0464393j -0.0351706+0.03274j 0.051449+0.0606485j 0.0608845-0.0922955j 0.046256-0.0211205j -0.00460313+0.00672028j 0.0424576-0.023775j 0.0141181-0.0321056j 0.0540691-0.03595j 0.0298239-0.0293273j 0.0211945+0.0150085j -0.00900577-0.0100412j 0.110446-0.00284802j 0.0877602-0.0316787j -0.00462218+0.0154251j -0.0248236+0.0422825j 8.09318e-05-0.00708786j 0.0340399+0.0889357j -0.0040517-0.0375576j -0.00887307+0.0121018j 0.0900575-0.01773j -0.0338319+0.0404582j 0.0469648-0.015211j 0.089231+0.0118112j 0.000255442-0.0458845j -0.00743162-0.0439234j -0.0105647+0.0420104j 0.0377439-0.0699455j -0.0116783-0.0699682j 0.0303136+0.0296441j -0.0383832+0.00562962j 0.0334497+0.00569902j 0.0794427+0.0169487j -0.0437483-0.0303843j 0.0128642-0.125154j 0.000380192+0.0296258j -0.0462586+0.053999j 0.0444315+0.0519879j -0.0443319-0.0576283j -0.0495022-0.0374288j -0.0220811+0.0664497j -0.0660639+0.133795j -0.0584391+0.048108j 0.0233845-0.0852267j 0.0636591-0.0104613j 0.045354+0.096439j -0.0527593+0.0886242j -0.0305971-0.0760327j 0.0094843+0.0335967j 0.0508063+0.0238342j 0.0326907+0.0583257j -0.0510808+0.0204128j 0.0762012+0.0427877j 0.0783708-0.0122896j 0.0462147-0.0377117j 0.0282093-0.00175376j -0.0643389-0.059536j 0.00983846-0.052803j 0.113582+0.0985856j -2.37868e-05-0.0516611j -0.0068094+0.0180922j 0.0335149+0.00132526j 0.00447266-0.0276434j 0.0383895+0.0368442j 0.00566247-0.0477739j -0.0263342-0.0305819j -0.00193883-0.0449759j 0.017195+0.0446665j 0.0244102+0.0444853j 
0.017577+0.00674956j 0.00636156+0.028752j -0.00428568-0.0639782j 0.0184501+0.0170624j -0.0887821+0.0457527j 0.0685682-0.0426918j -0.0164775-0.0693968j 0.00107211+0.0220876j 0.0274857-0.018891j -0.0225295+0.0280086j -0.0321876+0.010611j -0.0404241+0.0425834j -0.0309353-0.00355282j 0.0328774+0.0928687j -0.0148486-0.0118664j 0.00914735-0.037294j -0.101424-0.00340924j 0.0322053-0.00152079j 0.00164871-0.0615432j -0.00661136-0.0154332j 0.0203541-0.00236601j 0.107232+0.0332682j 0.00290402-0.0167278j -0.0700265-0.0770082j 0.0219181+0.0306402j -0.0522274+0.0506452j 0.0150163-0.0120932j 0.0463196-0.0366803j 0.100081+0.0354388j -0.0595908-0.0205117j -0.0330739-0.0368363j -0.0670545+0.0514075j 0.0287167-0.0329572j 0.101305+0.058918j 0.0174981+0.022059j 0.0162221+0.0425844j 0.0866742+0.000285403j 0.0492415+0.0172656j -0.0174914-0.00867053j -0.0611156+0.000315773j 0.0169455+0.0801696j -0.0552159+0.00496345j 0.0137078-0.0457536j 0.0627923+0.0353961j 0.00807302-0.0814703j -0.0227075+0.0393527j 0.0544418-0.048779j 0.0921678+0.0447169j 0.073918+0.0155737j 0.157267-0.00754388j -0.0478056+0.0145491j -0.045966-0.00828058j 0.00978788-0.00596115j -0.0246528+0.011164j -0.0528425+0.0205625j 0.0182987+0.00388516j 0.0455396-0.0446171j -0.028413+0.0347507j 0.0130886+0.0323449j 0.154267+0.036186j -0.0482926-0.0233258j 0.00254073+0.0338336j 0.157587-0.0602061j -0.0880494-0.0393921j -0.223846-0.101606j 0.0225899+0.0226879j 0.0276876+0.163455j -0.0925708+0.0370241j 0.0518487-0.040975j 0.0588487-0.0158581j -0.0241455-0.0231739j 0.0017881-0.000495563j -0.142139+0.0602269j -0.017497+0.0213791j -0.00674324-0.0401755j -0.0315485+0.112692j 0.0310776-0.0745135j -0.00999786-0.0742647j 0.0316154+0.0980975j -0.18192-0.0152502j 0.114078-0.151565j 0.125606+0.0133188j -0.214885+0.0115442j -0.120072+0.0678853j 0.0823357-0.0375657j 0.0854177-0.0407118j 0.0210164+0.0398033j 0.0242842+0.00973548j 0.00385149-0.0295977j -0.0281544+0.0307382j -0.073806-0.0533792j -0.0227285+0.0372844j 
0.0204756+0.0289758j -0.0488478+0.0207104j 0.00934755-0.0328333j -0.0133819-0.030619j -0.0745208+0.0451082j -0.0185978-0.0497191j 0.0164847-0.0171687j 0.071183+0.0555945j -0.0481704+0.0235577j -0.0815871-0.0310341j -0.0246773-0.0240799j 0.110684+0.00957139j -0.0791193+0.104077j -0.0516497-0.0280289j -0.0559437+0.0332794j 0.0115434+0.010816j 0.0577863-0.0433081j -0.0205273-0.00733435j 0.01319-0.054825j -0.0368912+0.0555638j 0.0178927-0.02227j -0.0281461-0.0762951j 0.0435477+0.0153983j 0.0792549-0.053438j -0.0193805+0.0652306j -0.00730228-0.0690068j 0.0536752-0.0205026j -0.00859873+0.0611818j -0.00342756+0.0367957j 0.14026-0.0651746j 0.00939952-0.0374003j 0.0186551+0.0227295j 0.036914-0.0486796j -0.0138607-0.00488672j -0.0201368+0.0488068j -0.0497827+0.0937019j 0.00321797+0.0260371j -0.0184211+0.083663j -0.0855879+0.0288218j -0.161794+0.0302222j 0.0243559+0.0358069j -0.0250356+0.0476722j 0.126754+0.10437j -0.0196762-0.0058549j 0.0626596-0.0192862j 0.035652-0.0195008j -0.0609248-0.0110957j 0.00511208+0.000385785j 0.0313497-0.0369364j 0.0196495-0.0656903j 0.018876+0.0747381j -0.0877137-0.0400961j -0.0998911+0.0357438j -0.0159253+0.046057j 0.0119485-0.0583729j -0.132112-0.0926336j -0.103052-0.0185067j 0.00610366-0.0535775j -0.004983-0.0313923j -0.0343565+0.0208204j 0.0548205-0.0510997j -0.0907027-0.0568529j -0.0442906+0.0429152j -0.0335283+0.142237j -0.00256267-0.00698634j 0.0413367+0.00836037j 0.0366201-0.0131928j 0.0125232+0.0139242j 0.00120151-0.0360345j -0.074456-0.0239615j -0.0226907+0.0108705j -0.0255739+0.018265j -0.0637546-0.0374695j -0.0702847+0.00360554j 0.0597561+0.0294476j 0.0582011-0.084593j -0.0166971+0.0425815j -0.0425816+0.0373505j -0.0395302+0.0495524j 0.0346526+0.0462688j -0.0588301-0.0176579j -0.0845617+0.0248977j 0.0378967-0.00484144j 0.0500768+0.0439253j -0.0483895+0.0225965j 0.0148509+0.0415785j 0.0441294+0.046773j 0.0233525-0.0116373j 0.0334444-0.00154554j 0.0106469+0.0464125j 0.00528105+0.0526929j 0.0220877-0.000799467j 
0.0463874-0.0215585j -0.016378+0.0396278j 0.00322155-0.032694j 0.0523184-0.0404847j 0.0409421-0.0618475j -0.0548907-0.0392932j -0.0248158+0.0745082j -0.0570737+0.0598434j 0.0811239-0.0100354j 0.0388915-0.0416339j -0.0582532+0.0352651j -0.0974776-0.0368465j -0.013718-0.0622233j 0.00527175-0.00749175j 0.104951-0.0195553j 0.0837585+0.0165298j 0.0147681-0.0630942j 0.0084181-0.00765516j 0.0816724-0.00671158j 0.0979449-0.0973046j 0.0570943-0.0273028j -0.0354486-0.0490361j 0.0128335+0.026234j 0.0206678-0.0199471j -0.0384996-0.00460858j -0.0305617-0.0711432j 0.0410694+0.0357537j -0.0314111+0.00405417j 0.000164302+0.0219231j 0.016071-0.0115369j 0.0348696+0.115828j -0.071099-0.0247024j 0.0300067-0.0142315j 0.0821343-0.0167224j 0.0385846+0.0238288j 0.0656042+0.0963939j 0.090809-0.0483694j 0.0358784+0.0381939j 0.0177369+0.00727141j -0.104338+0.00365381j 0.0118976+0.0627607j 0.107681+0.0359845j -0.0470477+0.0532937j -0.104939-0.0442838j 0.0517648+0.00914329j -0.00660325-0.00888348j -0.0153053-0.0657396j 0.0600777+0.029254j 0.00672909-0.0550628j 0.0569106-0.0138015j -0.00836542+0.0392572j 0.000479956-0.109885j -0.0864754+0.0338177j -0.0422403+0.0550599j -0.0613804+0.0208255j 0.0136681-0.0797189j -0.00652882-0.0304725j -0.0561639+0.0428869j -0.0357703-0.0111648j 0.0334778-0.00706993j -0.00291637+0.0118401j -0.0385539+0.0535415j -0.00518202-0.0999019j -0.0711827+0.000531628j -0.0111631+0.0699361j 0.0315726-0.0201773j -0.00593317+0.159765j -0.0521075-0.057986j 0.058819-0.0472811j -0.013453-0.057491j -0.0738394-0.0250151j -0.0271289+0.0105972j -0.0415661-0.0877678j -0.0308549-0.0193268j -0.0128535+0.140217j -0.000128177-0.0754586j -0.0321653+0.0229159j -0.0347678-0.0241983j 0.0833331+0.0469524j -0.0247423-0.0202599j -0.0334271-0.061355j -0.107772-0.0182071j 0.0560788+0.00181021j 0.0537531+0.104361j 0.0216958+0.0259509j 0.0427505+0.0374341j 0.0748242+0.060008j 0.0291315-0.00361124j -0.000454677-0.0340788j 0.0480885+0.0153052j 0.0522547+0.0927939j 0.036187-0.0291446j 
0.0547019-0.0633746j 0.0231419+0.0412481j 0.0144893-0.0300561j 0.0338158-0.00887322j 0.0221078-0.0672142j -0.0230163-0.0227627j -0.0257192+0.0854451j -0.12925+0.0281673j -0.0262289+0.0154219j 0.039409+0.117425j 0.0313649-0.0530574j -0.012731-0.0234058j 0.00384771+0.0152343j 0.00595916+0.00649101j -0.0356298-0.0413878j -0.0536931-0.025719j -0.0064251-0.0761725j 0.0501672+0.00994635j -0.0190684+0.063586j -0.0221464-0.036829j 0.00204141+0.0323149j -0.0116423-0.0467728j 0.0147348+0.0296271j -0.100031-0.0138122j -0.0413044+0.0402481j -0.0508615+0.0521032j 0.106281-0.0369867j 0.0465798-0.0313498j 0.117076-0.0210208j 0.0139647+0.0159764j 0.0479316-0.00380373j -0.024119-0.0194513j 0.00478509-0.0087257j 0.0277568+0.0048957j 0.0353964-0.0158617j 0.128751+0.0120391j 0.060862-0.103933j 0.0584097+0.0308455j -0.0335156+0.0322374j -0.0815087+0.078277j 0.00287983+0.0584927j 0.0268041-0.0320883j 0.00746922+0.0324625j 0.0153144+0.0127767j 0.0040413+0.0199266j -0.0308514+0.0303524j 0.0325572+0.0983239j 0.0542218-0.0217173j 0.0463202-0.0269677j 0.0154345+0.0910005j 0.0280606-0.0724435j -0.0192548+0.0653328j -0.0634243-0.0186299j 0.0224103-0.0214712j 0.0130232+0.0479586j 0.0351587+0.0135506j -0.115364+0.0153967j -0.0285103+0.0241242j -0.062701+0.037696j -0.0456523+0.0136919j 0.00645912+0.0664118j -0.0309553+0.11494j 0.0599795+0.0194624j -0.0402114-0.0467714j -0.0285618+0.0503657j 0.0236059-0.00211986j 0.0408716+0.0733219j 0.000148457-0.0246465j 0.0585712+0.0460402j 0.00961857+0.141951j -0.0303171+0.0527125j -0.00705573-0.0269104j 0.0365098+0.0181495j 0.0061954+0.132383j -0.0105504+0.0265744j 0.0544075+0.0364633j 0.0269703-0.120006j 0.0671592-0.0956741j -0.0771529-0.0936737j 0.000793576-0.0767466j -0.0901734-0.0340665j 0.0278885-0.0560034j 0.00102411-0.158051j 0.0701779-0.0575599j 0.0447473-0.0669407j -0.0161287-0.0194116j 0.0307908+0.0269397j -0.0651942+0.022936j -0.0286084+0.0193163j -0.00887974+0.0136055j -0.00953263+0.0334252j 0.035689+0.0470527j 
0.0467725-0.00736521j -0.0191529+0.0144972j 0.0164616-0.0832175j 0.0339325+0.00398664j -0.0114508+0.00607634j -0.0352228+0.0139854j -0.00955209-0.00271177j -0.0669403+0.138193j 0.0432578-0.0832377j -0.0508064-0.0158873j -0.0102671+0.0540385j -0.0333211-0.00423186j 0.008109-0.0719582j -0.0205631-0.0209774j 0.086516-0.0303904j 0.0201317+0.0104925j 0.0584467-0.00705296j -0.0339179-0.0348682j 0.0452991-0.058014j 0.0579296-0.0403729j -0.0267612+0.046454j -0.000899672+0.0249179j 0.003778+0.0141524j 0.000267891+0.0420909j 0.0560396-0.0700683j 0.0303969+0.0291629j -0.142026-0.0451199j -0.0466204+0.00123373j -0.0111553-0.028731j -0.0361256+0.0151394j -0.027209-0.00478672j 0.0277044-0.0134865j -0.0136954+0.0375225j 0.0167381-0.0170178j 0.00192314+0.0504456j -0.16018+0.10088j 0.0377885-0.0544412j 0.0728269+0.0302413j -0.0654555+0.0101981j 0.00261987+0.0743569j -0.0852681+0.0541798j -0.126493+0.0900762j -0.0302254-0.0895564j -0.0948892-0.0299735j 0.129231+0.0356565j 0.0162722-0.00156537j -0.0545521+0.0200175j -0.076151-0.0245816j -0.0130212-0.0243343j -0.0566842-0.0768906j 0.0479637-0.0646627j -0.0201454+0.0457046j -0.0231244+0.000867282j 0.109166-0.0642929j -0.0645259+0.0504495j 0.0103624+0.0058815j -0.0828032+0.0241117j -0.105963+0.0328517j -0.0130467-0.0753636j 0.0526206+0.0349777j -0.0287959+0.0368029j -0.024063-0.0361886j -0.0784087+0.0282327j -0.0155472-0.000913938j 0.0497399+0.043472j 0.0817459+0.00327956j -0.0705411+0.0317112j -0.0624991-0.00231712j -0.0260491+0.0738432j 0.0614186+0.0433569j 0.0118516-0.00932622j -0.0390265-0.142023j 0.118843-0.0330083j 0.0396487-0.0941656j -0.0259692+0.0429871j 0.0590675-0.0700287j -0.0414378+0.0100656j 0.12715-0.0287753j 0.0479575-0.0496967j 0.0960023-0.00191331j 0.0802538-0.0911707j 0.0333272+0.0655511j 0.0315292+0.0243326j -0.0889815-0.0643361j -0.0603657-0.0228201j -0.0963041-0.012691j -0.145304-0.0182346j 0.042916+0.0178785j 0.0836203-0.0175387j -0.0542192+0.0324504j -0.0113995-0.108326j -0.0636856-0.0407918j 
-0.0578551+0.0546936j 0.0799207-0.0306775j -0.0395947+0.0124083j -0.0260784+0.0191706j 0.0513902+0.0260492j 0.0191144-0.00568305j 0.0297883+0.0107463j 0.0617938-0.0576158j 0.038026-0.0454873j -0.0405079-0.137674j -0.0483689+0.100567j -0.00541949+0.0109731j -0.041766+0.0716975j -0.0445602-0.0340006j 0.0258519-0.0080882j 0.0472809-0.0189397j -0.00812522-0.0463159j -0.0928362+0.00748632j -0.0185321-0.0141227j 0.0455434-0.00442146j 0.0423221-0.0832657j 0.0278762-0.00377117j -0.0401462-0.0270694j -0.0203285+0.0320831j -0.0318046+0.044965j 0.0490149+0.0819668j 0.00252262-0.0255798j 0.0360369+0.117609j -0.0154018+0.0653726j -0.00199223-0.104461j -0.0643048-0.0171425j -0.0442997-0.0569303j 0.0228336-0.0133431j -0.00817196+0.000385254j 0.0634087+0.0286931j 0.0235152+0.0454326j -0.0250944+0.0332526j -0.104642-0.0185604j 0.0901091-0.0276363j 0.0227138-0.0159004j -0.00698394+0.0681621j 0.140541-0.00107688j -0.0492018+0.00767825j -0.0439719+0.0359883j -0.113369-0.0490654j -0.0335266+0.031432j 0.00929043-0.0183336j 0.0221265+0.00819119j -0.060761+0.000375524j -0.0655674+0.0935052j 0.00432481+0.00288877j 0.0133947-0.0318997j 0.0493463+0.00836199j -0.0387247-0.00770282j 0.0178609-0.0227129j -0.031533+0.0550719j 0.0387021+0.0885575j -0.0129869+0.116462j 0.0334735+0.0281708j -0.062683+0.0545399j 0.116142-0.0278631j -0.0356558-0.0281085j 0.0463148-0.069515j 0.0233514-0.0646428j 0.0452348+0.0128868j 0.101563+0.0640334j -0.05674+0.0080895j -0.0224257+0.0108829j 0.00821729-0.00449787j 0.00807448+0.095612j -0.0751786+0.053016j 0.0438992+0.0305791j 0.045166+0.0865059j -0.0451303+0.0085801j 0.108994+0.0297042j 0.0293304-0.053948j -0.0299849-0.110499j 0.0120143+0.0226337j 0.0720892-0.0711481j 0.0130594+0.108345j -0.0675965-0.0185308j -0.00146-0.119478j -0.000990071-0.146104j 0.0517256+0.0168179j 0.00926849+0.0663413j 0.013755-0.0580036j -0.00744754+0.0880309j -0.0750518-0.0190866j -0.06531-0.00100341j -0.0132446-0.0376283j -0.0559562+0.0105874j -0.0345318+0.00243066j 
-0.0190326+0.0509239j -0.00483327-0.00319323j 0.00656024+0.0154838j -0.0148915-0.0467517j -0.00416293-0.00187582j 0.0171912+0.0457992j -0.00768932+0.0160893j 0.00366525-0.0125963j -0.0385697-0.0992866j 0.0585295-0.0320738j 0.0246747+0.0161981j 0.00676185-0.0274724j -0.142157+0.0886765j 0.071334-0.0147501j -0.0106634-0.0668639j -0.0401771-0.00807753j 0.0968057-0.0251539j -0.0245874+0.0534272j -0.0614146-0.0756594j -0.0115274+0.0832073j -0.0361209+0.00924285j -0.0340529+0.0567254j 0.00573305+0.0182318j 0.0641767+0.0168631j 0.0202552+0.0282016j 0.0629025+0.000280404j 0.0260002-0.0554604j 0.0275464-0.0778425j 0.0195922-0.0262182j -0.0655178+0.0121065j 0.0169464+0.0362424j 0.0116132-0.0209652j -0.00848177+0.0643073j -0.0663757+0.0143842j 0.00193272-0.0470315j 0.0514363-0.0313723j 0.0337035+0.0226342j -0.00885397+0.0494796j 0.0617973-0.0729388j 0.10311-0.00808373j -0.0411661+0.070565j 0.0717429-0.042193j -0.0653926-0.0900219j -0.0361595-0.119748j 0.0313218-0.00895293j -0.0319514-0.0703023j -0.0096141+0.00090936j 0.0449036+0.0368371j -0.00924398-0.0062483j 0.0483802-0.0289594j -0.0466499-0.00880667j -0.070495+0.00445941j 0.0309808+0.125569j 0.034795+0.0743406j 0.0291674+0.116723j -0.0415274-0.0311475j 0.0744282-0.0295497j -0.0519916-0.0484021j 0.0717672-0.0663077j 0.00263291-0.0231565j -0.0543204+0.0134735j -0.0948281-0.0915143j -0.0124527-0.0962202j -0.0599932-0.036966j -0.0226468+0.0156407j -0.000757473+0.0237272j -0.0820307-0.0594115j -0.0351589+0.0221055j 0.00864934-0.124498j 0.00569518-0.089482j 0.00657429+0.0364785j -0.124351+0.0189728j 0.0604599-0.0474631j 0.0231006-0.0081097j -0.120435+0.00382119j -0.0483528-0.00945682j 0.0351527-0.0243401j 0.0468247-0.0447561j -0.118157-0.10141j -0.0151893+0.00553605j 0.0325399-0.0390167j 0.0148417+0.0575444j 0.0574982-0.0232047j -0.0405694+0.0671947j -0.00872146+0.015255j -0.0703223-0.00881036j 0.019317+0.0111678j -0.00959047-0.0340334j -0.00185604-0.0105127j -0.0254883-0.034351j -0.00501331-0.00261112j -0.0379533-0.0165303j 
