0.0387888-0.0491054j 0.00230945+0.128483j 0.0863438-0.0467772j -0.00703582+0.0173225j 0.0286193-0.0480903j 0.0258658+0.0340508j -0.0101405+0.0109567j -0.0586366+0.0584429j 0.00753828+0.0246541j 0.00672015+0.00184437j -0.00981188-0.0544548j -0.0634356-0.00317183j -0.0279316-0.0498134j -0.00390262+0.0416348j 0.000180214-0.048328j 0.0230159+0.00204674j 0.00271878+0.0283112j 0.0302426-0.00980468j 0.00505053+0.0241601j 0.0174626+0.0278608j -0.024127+0.00153169j 0.017414+0.00526674j 0.0531071-0.00610221j 0.000177149+0.0697071j -0.00231111+0.0215249j 0.0303835+0.00896128j 0.0111387+0.0126754j 0.0174605+0.0496373j -0.031739+0.0137648j -0.0273479+0.032707j -0.0309793+0.0404547j 0.018323-0.00870537j -0.0245216-0.0121047j -0.0650186-0.00132098j 0.0194028+0.0428604j -0.027247-0.0193971j -0.0325877-0.0548733j -0.0258625-0.0016972j -0.0405597-0.00684683j 0.0793816+0.00745198j 0.0546009-0.0320501j -0.00372531+0.0275466j 0.00616858+0.0153527j -0.0179517+0.0190026j -0.0211177+0.0383627j 0.027591+0.00937429j 0.00554037+0.0465054j -0.00528368+0.00749273j -0.0455421+0.0393635j -0.0246585-0.0064762j 0.0185316-0.036535j -0.0426536-0.0484281j -0.0311221-0.0332731j 0.0108197-0.00151535j -0.0442323+0.00226202j -0.00482988+0.0297811j 0.0112134-0.0418749j -0.0414223-0.0182862j 0.0671792+0.0425734j 0.0212686+0.0428116j -0.00924653-0.0145165j 0.014687-0.00108593j -0.037156+0.0296602j 0.0376931+0.0810844j -0.0277129-0.0651739j -0.0228615-0.0481692j -0.00906486+0.00403685j 0.0408102+0.0330668j 0.00891721-0.00881692j -0.0332749+0.00215316j 0.00738031+0.0269924j 0.0761193-0.00303954j -0.00621295-0.00447439j -0.0301491+0.0445108j 0.0642391+0.0775054j -0.0347805-0.00197083j 0.0137519-0.0964082j 0.00142029-0.0449574j 0.0155539+0.00446606j 0.0280228-0.094681j 0.00431122+0.00528425j -0.0619263-0.0793751j -0.0725376-0.0380838j 0.0240334+0.0243315j 0.111921+0.00124789j 0.063662-0.0114598j 0.0343894+0.104639j -0.0495342-0.0910248j 0.0659401-0.0101607j -0.0359452-0.0331414j -0.00524556-0.0131975j -0.0369803-0.0888192j 0.118543+0.0927333j -0.0743127+0.229942j 0.300173-0.214617j 
-0.0164378+0.043018j 0.00346592-0.00394764j 0.0125774+0.0164736j -0.0177147+0.0185725j -0.00546973+0.00930255j -0.0215171+0.00306928j 0.0121513-0.00490049j -0.0408787-0.025664j -0.0164047-0.030507j -0.00271966+0.014857j 0.00161743+0.00709293j 0.0115683+0.0136902j 0.00643029-0.00559794j -0.00519912-0.0223619j -0.00855921+0.0274676j 0.0166147-0.0165638j 0.0316559-0.00254365j -0.00433889-0.0102232j 0.0187204+0.00775718j -0.0292152-0.020036j 0.00182353+0.0161965j 0.00947683+0.0603593j -0.0348865-0.0278627j -0.00386064-0.0542512j 0.0143242-0.0704177j 0.000745302-0.0781859j -0.0376094-0.0563579j -0.00809694-0.0680022j 0.00816751+0.00141406j -0.0114961+0.0100195j 0.0348764+0.0524915j -0.00414689-0.00301491j -0.0201357-0.0267077j -0.0232471+0.0442897j 0.00257918+0.0402361j 0.0205081+0.0309813j 0.0330695-0.00718728j 0.00973398-0.0698052j -0.0146707-0.0416179j 0.0198051-0.109686j 0.0870919+0.00446467j -0.0257731+0.0150731j -0.0467397+0.0115962j 0.00457904+0.0435214j 0.0117642+0.0227491j 0.0538786-0.107256j 0.0702902-0.0181711j 0.000349641+0.0122495j -0.0758663-0.0713801j 0.0010496+0.0477569j -0.00964952-0.0895512j 0.00841766+0.0431095j -0.00996652-0.0835854j 0.0478779+0.0631599j -0.0538793-0.00841451j 0.0310571-0.114178j -0.0668818-0.0631937j -0.00827613+0.217307j 0.0930771+0.0550791j 0.0605629+0.0805427j -0.0363525+0.0127659j 0.0163242+0.0066642j -0.00537496-0.0976764j -0.013481-0.0106395j -0.038721-0.0573401j -0.0960698-0.0620408j -0.0554722-0.0793167j 0.0652644+0.0839849j 0.0120661-0.0237689j 0.063448-0.0840108j 0.028689-0.0121346j 0.0288041+0.170963j 0.0637777-0.00620757j 0.109886+0.013109j 0.0474505+0.0463414j -0.00228584-0.0379j -0.0464124+0.0626064j 0.0557102+0.0783827j -0.174172-0.0766737j 0.0356145+0.0334633j 0.0172409-0.0131514j -0.0974649-0.0135292j -0.00978245-0.014548j 0.0658832-0.0202294j -0.219736-0.0195257j -0.178282-0.0476947j 0.00840651-0.0429835j -0.0136375-0.0217589j -0.0808914-0.05444j -0.0472141+0.00203068j 0.0343523-0.00952087j -0.011498-0.00729513j -0.0426025+0.0512493j 0.000415445-0.0189793j -0.0731378+0.0536715j 
-0.016403+0.00449649j -0.0484738-0.0320192j -0.00611107-0.00532802j 0.000935776+0.0103849j -0.0198677+0.0014022j 0.00828263-0.0145604j -0.0192947-0.029975j -0.0210932-0.0157311j -0.00185219-0.0115489j -0.0081064+0.00520676j 0.0117874+0.00188908j -0.00427904+0.0201154j -0.00294083+0.0112595j -0.019076+0.0105224j 0.0292808+0.0389732j 0.0212707-0.00423091j 0.0131008+0.00917966j -0.0056132-0.0241297j 0.00957389+0.0316723j -0.00896344-0.00824513j -0.000849532+0.0144895j -0.0184197+0.0210728j -0.0470373-0.0125595j -0.0384326-0.0113687j -0.0139264-0.0456255j -0.0171053-0.0292335j 0.00211608+0.0020061j -0.0298412+0.0201314j -0.0239031-0.0131086j 0.00720981+0.00124266j 0.000509398+0.0381018j 0.00906246-0.0113237j -0.0141688+0.000240732j -0.0107642+0.0301628j -0.00258658-0.0349068j 0.00756702+0.0319575j -0.0348894+0.0133922j -0.0132702-0.00253657j 0.0504298-0.00839692j -0.02788-0.0206466j 0.0707198+0.0157785j 0.0983495+0.0427075j -0.00789238-0.0656259j -0.0493734+0.0339346j 0.0345592+0.0442567j 0.0204004-0.0886399j -0.0568951-0.00859114j 0.0731551+0.118531j -0.0311026+0.00444719j -0.00594201+0.0713348j 0.0568716+0.118647j -0.117382-0.107572j 0.0449819-0.0118234j -0.0939194+0.00662648j 0.0202562+0.0108424j -0.102483-0.0683313j 0.0127197-0.0882736j 0.00291958+0.0331142j -0.0548696-0.0238608j 0.0286575+0.126868j -0.0720099-0.17831j -0.00725339+0.00735075j -0.0831639-0.136312j 0.00694872-0.100195j -0.0144671+0.149184j -0.0641249-0.20116j 0.00953397-0.00721715j 0.0180509-0.0102153j 0.0284815+0.0055708j 0.105044-0.151953j 0.00332846+0.00430236j 0.0859725+0.0538041j 0.0719322+0.0916875j -0.0414657-0.0574549j -0.0585479-0.0995663j -0.0325923-0.0140898j 0.0331914-0.0940061j -0.0230038+0.0663888j -0.0441439+0.0553988j 0.00127291+0.108259j 0.0484737-0.01692j -0.0677952-0.0193807j 0.0666903-0.0693718j 0.153082+0.153122j -0.041666+0.0109193j 0.0305538+0.0277764j 0.0306013-0.0452244j 0.0144576+0.00269075j 0.0209295-0.0283784j 0.00664913-0.00899352j 0.0539308-0.024408j 0.0144572-0.0179693j -0.0184167+0.0066999j 0.0612493-0.0410897j -0.00212375-0.0322216j 
-0.00783739+0.00179812j 0.0306538-0.0013382j 0.0194207+0.0160638j -0.0369236-0.00803441j -0.0186425+0.00273896j -0.0281692-0.00720256j 0.0368795-0.0071167j 0.0147171-0.0276372j -0.0140506-0.0165444j -0.00439023+0.0322808j -0.0236758+0.00881902j -0.0495367+0.0076418j -0.0224672-0.00407435j -0.00826084-0.00661168j 0.0223067-0.00505024j -0.0145902-0.00530776j -0.0406115-0.00543888j 0.0203126+0.022709j 0.00893032-0.00350534j -0.010515-0.00887616j 0.0282645-0.0227953j 0.0462543+0.00603197j 0.00646434-0.00218604j 0.0235631+0.0209096j -0.0151421-0.00153999j 0.0322446+0.0294269j -0.0635497-0.0516384j 0.0447212-0.0110356j -0.0405256-0.0125296j 0.00683166-0.0202897j -0.0412425-0.0294086j 0.0165158+0.0103717j -0.0105016-0.0120521j 0.0147065+0.00966502j -0.0123684-0.00393623j -0.0445071+0.0109352j -0.0107222-0.0223926j 0.0599861-0.00856451j 0.00633908+0.0158482j -0.0283653-0.00532914j -0.00224357+0.0109424j -0.0664123-0.0681195j -0.024949+0.0159323j 0.0683816-0.00758292j 0.0144452-0.0258402j 0.0147591-0.0353641j -0.0211115-0.0188421j -0.0122389-0.0660436j 0.0237732+0.0549283j 0.0510266-0.0446553j 0.0666073+0.00887047j -0.0305125-0.0367164j -0.0268627-0.0667972j 0.121679+0.011079j -0.0425392-0.0349875j -0.0128528+0.0407453j -0.0785539-0.0167453j 0.0690736+0.0782385j -0.00655254+0.00639672j -0.0189661-0.044801j 0.0064893+0.0300612j -0.0284713-0.0874383j 0.0156031+0.0507757j -0.00134481-0.0430434j -0.0107294-0.0917374j 0.0820689+0.131197j -0.0147919+0.126089j -0.0280405+0.0986079j -0.0808943-0.0648066j 0.00802044+0.0691892j 0.00577799+0.0953175j -0.0322247-0.112293j 0.00355359-0.0170581j -0.00623619+0.00729011j 0.071438-0.00267756j 0.0761397+0.118673j -0.106641-0.0303324j 0.0399921+0.00714982j -0.0316592+0.0266388j 0.0977505-0.114934j 0.000659744-0.0419515j -0.039753-0.114583j 0.0094595+0.00604917j -0.103319-0.0187727j -0.0504218+0.0162341j -0.102878-0.0410298j -0.0699986+0.0806119j 0.0230378+0.0389298j -0.060839+0.0267751j -0.117468+0.0129931j 0.0574698-0.0753269j -0.0110512+0.0272392j -0.0161933+0.0780492j -0.0555441+0.025806j 0.0102194+0.0176693j 
0.00781915-0.00057431j 0.0250359+0.0193565j 0.0139121+0.00210969j 0.0138279-0.00787689j -0.0058003+0.024944j 0.00620646+0.0362078j 0.0309411+0.0134872j 0.0362535+0.0133505j -0.00827668-0.037921j -0.0170575+0.0211535j 0.0145536-0.0328099j 0.00369482-0.0161366j 0.0358995-0.0199314j 0.000782114+0.0109964j -0.0227409+0.00920337j -0.00685011+0.0122064j 0.0103781-0.023802j 0.0181586+0.0327184j 0.011955-0.00932047j 0.00124403+0.00264416j 0.0125556-0.0110889j 0.0151202+0.00771028j 0.0084182-0.021977j 0.036319-0.0544042j 0.026981+0.0121185j 0.012078-0.0106989j 0.014575+0.0233413j 0.0078848+0.0383616j -0.0143013-0.0487755j 0.00418651+0.046569j 0.0318475+0.0126424j -0.0195733-0.00467193j -0.0362943-0.0456124j 0.0179027+0.0153225j -0.00883101-0.00873733j -0.0173916-0.0237442j -0.0529916-0.0283491j 0.00536192-0.0228879j 0.0843391-0.0501043j -0.0614028+0.00726526j 0.0113634-0.0370447j -0.0339611-0.115461j -0.0472066+0.0838574j 0.0196562+0.045662j 0.124803-0.0520718j 0.0322055+0.00180018j -0.145279+0.156552j -0.0398508+0.0268024j -0.00702941-0.0030283j -0.134139+0.0940334j -4.32312e-05+0.0534118j -0.0146876-0.087981j 0.07833+0.0145717j 0.0635388+0.0851449j -0.021708-0.0780641j 0.0858736+0.0213319j -0.0877297+0.0174629j -0.0860748+0.0636762j 0.0692939+0.0106492j 0.0109873-0.0557632j -0.00998046+0.00268878j -0.0471859+0.0114773j -0.070738+0.0127379j 0.0224102+0.0735666j -0.0480042+0.0635704j -0.0478645-0.0273312j 0.12223+0.0257516j -0.0991859+0.132073j -0.0386715-0.0484863j 0.091216-0.0836402j 0.051211+0.0924849j 0.0899724-0.0750276j -0.166788+0.0399334j 0.0184819-0.0807244j 0.120764-0.108996j 0.101874+0.00550235j 0.00796261-0.0519731j -0.0820128-0.0454344j -0.022586+0.047354j 0.119425+0.109843j -0.0675756+0.0952742j -0.0239746+0.0398564j -0.0980289+0.0509398j -0.335779+0.00819827j 0.0217297-0.0715695j -0.0686661+0.000140475j -0.0230701-0.00653245j -0.0385306+0.00273621j -0.03139+0.00740681j -0.0892955+0.0340803j 0.0193624+0.0272203j 0.0117445-0.0165132j -0.0337873-0.00310162j -0.0291883+0.00987076j 0.00672899+0.0271371j 
-0.0356999-0.0598779j 0.015148+0.013395j -0.0188022-0.0472384j -0.0718212-0.00947853j -0.0357673-0.0398862j -0.00876892+0.013951j 8.04599e-05+0.0245912j -0.0390186+0.0343635j 0.00345332+0.0132725j -0.0793853-0.0221106j -0.0069804-0.0206725j -0.0190523-0.0291249j 0.0340326-0.0109532j 0.0108988+0.0151011j -0.0234204-0.00106612j 0.0217546+0.0302538j -0.00260011-0.0288719j 0.0057477+0.0192915j 0.00610399-0.0263505j -0.0107189+0.0252549j 0.0336377+0.00655333j -0.0629998+0.00718507j 0.00698596-0.0064544j 0.0252474+0.0374338j -0.0400121+0.0179758j 0.0371534+0.0523509j -0.0303033+0.00377577j 0.020816+0.0383844j -0.0194588-0.0315006j 0.048913+0.0313864j 0.0488676-0.019288j -0.0199995-0.000898602j 0.0634832+0.0294142j -0.0466059-0.0217578j 0.00643019-0.0166708j 0.0210934-0.0405154j 0.0264824-0.0668379j -0.0127926+0.0115042j -0.00570418-0.0399033j -0.0842441-0.0830462j 0.0665259-0.0397801j 0.00752046-0.0545898j 0.0244932+0.0543104j -0.0455201+0.0393184j 0.0325195-0.0461104j -0.04119-0.0517091j 0.0472208-0.0639928j -0.0482089+0.0430699j 0.0309962-0.0610963j 0.0566723+0.0751262j 0.0961324+0.038209j -0.0735607+0.0525962j -0.0133064+0.0438748j 0.00794687-0.0462404j 0.0426156+0.0466343j -0.0224975-0.0642777j 0.0209291+0.0743407j 0.0166191+0.0258962j -0.067112-0.0314642j 0.0469907+0.00370166j 0.0346355+0.0107108j 0.0252346-0.182372j -0.105203+0.0946605j -0.00905195-0.121072j 0.0726982-0.00863476j 0.0657507+0.080981j -0.0551014+0.0794937j 0.0403869-0.0277624j -0.0904858-0.0218472j 0.0882694+0.0297266j 0.0393015-0.151893j -0.10538+0.0876042j -0.0903681+0.092915j 0.14872+0.00518314j -0.0533851-0.0456558j -0.00742546+0.0188797j -0.0759445-0.0517697j 0.00062336-0.0229827j 0.0380882-0.0848451j -0.0404128+0.0919593j 0.0120548+0.0708711j 0.13582-0.0158638j 0.125505+0.0309597j 0.00723228-0.00800862j 0.157489+0.0157847j 0.160631-0.0232929j 0.0248469-0.0966045j -0.0288078+0.0668784j 0.0169124+0.0360533j -0.0470348+0.0653129j -0.0727772+0.0490373j -0.0271913+0.0311094j 0.0284315-0.00175449j -0.149647+0.0437371j -0.0314044+0.042699j 
0.00364743+0.0244751j -0.00945318-0.00647667j 0.0237741+0.0139647j 0.0314575-0.0110639j 0.0241945+0.0410247j 0.0272476-0.00695041j 0.0109354+0.00246647j -0.01231-0.028582j -0.0307357-0.0455948j 0.0454293+0.0324069j 0.0306328-0.00509241j -0.00916993+0.00244543j 0.0109045+0.00244413j 0.0125268-0.0169906j 0.0311969+0.0135701j -0.0357851-0.00655743j -0.0383224-0.00901002j 0.00972677+0.0165122j 0.0161893-0.0248472j -0.00652292+0.0163072j -0.0206073+0.0171879j 0.0122798-0.0163531j -0.00723188-0.0164775j -0.0317359-0.0685189j 0.034116-0.0128741j -0.0153528-0.00789299j 0.0196516-0.0113251j 0.0278509+0.00953814j -0.0078159-0.0173983j 0.000209955-0.00126676j -0.0075033-0.0251296j 0.000721666-0.0053381j -0.0536474-0.0594691j 0.0386754+0.012749j -0.0351525-0.0404146j -0.0198457-0.0173762j -0.0240387-0.0593953j -0.0156928-0.0195302j 0.0470175+0.0777445j 0.0332504-0.027359j -0.0895669+0.0490626j 0.0859401-0.0491j -0.0195599+0.102215j -0.0322471+0.0411884j -0.0209274+0.0369976j -0.0188007+0.114946j 0.0552245-0.0674749j 0.0590034+0.0679944j 0.0157917-0.0652008j 0.0494937-0.0475104j 0.15815+0.0716224j -0.181845-0.161082j 0.0573425-0.00365366j -0.00146059-0.136587j 0.00995057+0.0612005j 0.00656699-0.1466j 0.0556811+0.0382803j -0.0785017+0.0257952j 0.0306855-0.0348999j 0.0437436-0.0854765j -0.0892201+0.0105061j 0.0109685-0.208081j 0.0437383-0.039048j 0.0738954+0.0838779j -0.0470852-0.087943j 0.0561342+0.00146479j -0.0762163+0.106038j -0.0712331+0.138174j -0.0947123+0.16397j -0.118079+0.0844403j 0.0604975+0.0962155j 0.0872232+0.00252534j 0.0234351-0.00938489j -0.0435188-0.0404102j -0.0594445+0.00368087j -0.0740578+0.0952753j 0.106961-0.0513482j -0.0187236-0.140675j 0.0460199+0.0755659j -0.00671639+0.082228j 0.0513741+0.129518j -0.1714+0.00199247j -0.0571779+0.0481601j 0.235309-0.0154522j -0.0652743-0.0393057j -0.0203376-0.0354991j -0.0287813-0.0114913j 0.00809837+0.0363719j 0.00208198-0.0216711j 0.0122665+0.0438433j -0.00286942+0.0540285j -0.0131561+0.00437207j -0.0196118+0.0126125j 0.0341711+0.0129523j 0.0502071-0.00622588j 
-0.0218621-0.00676243j -0.00754665-0.0131178j -0.0103869+0.020629j 0.0215549-0.00550207j 0.0199609-0.00367228j -0.00025032+0.0145157j 0.0196204-0.0175264j -0.00783137-0.0118779j -0.0328542-0.00860699j 0.0346704+0.0104604j -0.01975+0.00882828j 0.0319155+0.00389246j 0.00434886-0.0138615j 0.017256+0.0242159j 0.00310213-0.0243675j 0.0239398-0.00657881j -7.62679e-06-0.00253915j 0.00350989+0.00210239j 0.00318498+0.00175501j -0.0166604+0.00588804j -0.00437797+0.00363294j 0.0143091-0.0143488j 0.00016111-0.0031165j -0.0394033-0.016359j -0.0140739+0.00206339j -0.0431991-0.0484038j 0.0121661+0.0211046j 0.0287985+0.0233195j 0.00796793-0.00428806j -0.00166549+0.010789j 0.00163759-0.00247508j -0.00312852+0.00178983j 0.0387562+0.00592197j 0.00623829+0.00199952j 0.00331293-0.00780807j -0.000636989+0.00683825j 0.042194+0.0071503j 0.00937286-0.0183064j -0.0880848-0.046178j 0.0328869+0.0447831j -0.0195956-0.0316892j -0.118018+0.0284371j -0.0649003+0.0203139j 0.0344547-0.0200779j 0.027369-0.10805j -0.0132345+0.00258366j 0.0382312+0.117251j -0.0405604-0.0363999j 0.0341194+0.0119911j -0.021117+0.0412547j -0.0685913-0.128985j 0.14032+0.14031j -0.083489-0.0930492j -0.0541744-0.0378957j -0.016806+0.0689306j 0.0475204-0.100562j -0.0832518+0.0126053j -0.00532576-0.0425325j 0.0347674-0.00333575j 0.0549045-0.0228134j -0.0354322-0.0749788j -0.025387+0.104414j 0.0735048-0.0176913j -0.157618+0.109017j 0.0637392+0.0188547j -0.0732815-0.0115068j 0.117702-0.0999001j 0.0783878-0.144095j 0.182044+0.056928j 0.0287679+0.0851037j -0.0535627-0.0878776j 0.0269788-0.0904468j -0.108456-0.087162j -0.0293598-0.0107984j 0.071981+0.0931923j -0.103469+0.0139257j 0.11759+0.0325922j -0.0208512-0.0838555j -0.125311-0.0121213j -0.0563592+0.0583601j -0.0140314+0.0727008j 0.00823554+0.0491066j 0.00354114+0.0133823j 0.0390809-0.0225892j -0.0219527-0.0361927j 0.0391709+0.0155394j -0.0378494-0.0437977j -0.00821922+0.0547987j -0.0107471+0.0112633j 0.00530332+0.0211904j -0.072073+0.0928287j -0.0228424+0.0201432j -0.0241963-0.0189937j 0.00317278-0.00946112j 0.00922328+0.0130993j 
0.00351134-7.30565e-05j -0.0283432-0.00991303j 0.00994485+0.0154556j 0.00950549+0.00356042j 0.0323515+0.0141387j -0.00442293+0.023115j 0.00152947+0.0274949j 0.00752031+0.000735943j -0.0287907-0.0364872j -0.0152592+0.0333726j 0.000454888+0.0171566j -0.0455544+0.0252586j -0.0204083+0.0287474j 0.00383643+0.00196678j 0.0141742+0.0128695j 0.0109247-0.0209805j -0.0495033+0.000551408j -0.00276441+0.0205296j -0.0134936-0.00433252j 0.0181219+0.000133595j 0.0156049-0.0108759j -0.00592318+0.0145134j -0.0220296-0.0435909j -0.0364232+0.0222368j -0.0464695+0.0282895j 0.0336848+0.0453112j 0.0294264-0.0472139j 0.0744722+0.0542157j -0.0462203-0.0295119j -0.00821111+0.00869729j 0.0068445+0.0375403j 0.0140926-0.00519087j 0.0138113-0.0469445j -0.0169642+0.00864558j -0.00142636-0.0218432j -0.0181979-0.0344571j -0.0370457-0.0435899j 0.0263364+0.0054315j 0.0201193+0.0696172j 0.00562949+0.026525j 0.0578254-0.0361579j -0.0881632-0.0279446j -0.0316758-0.0382079j -0.012756+0.100932j 0.0478697-0.00669561j 0.0185395+0.0341193j -0.0253676-0.0269879j 0.0094729+0.0204736j 0.0541987+0.0809127j 0.0719142-0.0430002j 0.0581517+0.0924312j -0.00140236-0.01402j -0.0552359-0.0429537j 0.0710162-0.115764j -0.0604898-0.0204094j -0.0559239+0.0168507j -0.0708399-0.00312523j 0.0648753+0.0316048j -0.0485056-0.0387605j -0.108535+0.0443169j -0.0627057-0.0214054j 0.0263499-0.0294753j -0.0410572-0.0313294j -0.0364183-0.053479j -0.0317525-0.0884533j -0.0226885+0.112197j 0.00963692+0.0830323j 0.0593759+0.0308456j -0.0360378+0.00377008j 0.0927275-0.0809497j 0.0449172+0.000243391j -0.0547595+0.0869661j -0.038736-0.0494195j -0.0682014+0.040068j 0.00822507+0.0393987j 0.0786347+0.0599327j -0.0403883-0.0150879j -0.0703399+0.00611962j -0.000562526+0.0583208j -0.0448266+0.0553214j -0.026667+0.0698495j 0.0675319-0.0162355j 0.0548681-0.0494241j 0.0518598+0.0211612j 0.0437194+0.109666j 0.104675-0.0309687j 0.0570481+0.0125143j 0.0518123-0.00399149j 0.0213225-0.0104362j -0.0769055-0.0224349j 0.0308384+0.00373933j 0.028645-0.0139976j 0.028901+0.0124844j 0.0500679-0.0283503j 0.0198217-0.0474439j 
-0.0148155+0.0123127j 0.0104418+0.0167982j 0.0117462-0.00773316j -0.0100002+0.00538644j 0.00841167+0.00488816j -0.0319883+0.00471161j -0.0247576-0.0515774j -0.0237943-0.00997622j 0.0034548+0.00089941j 0.0264952-0.0263751j 0.0194805-0.0193094j -0.0110448-0.0404619j 0.0267292-0.0436271j -0.00743934+0.00326091j -0.0108325-0.00555386j 0.00148161+0.0234316j 0.0130957-0.000524157j -0.0165707+0.0189209j 0.0237268-0.0268099j -0.0108096+0.0268591j -0.022486+0.0268255j -0.0198631-0.0361282j 0.0272454+0.0124473j 0.00931776-0.0136984j 0.00752793-0.0275031j 0.00515907-0.0208673j 0.00731291-0.000809263j -0.0135111-0.0292061j 0.00729954-0.00913774j 0.0391969-0.00123027j -0.00716505-0.0486966j 0.00780179+0.0083564j 0.0253433-0.0148075j 0.00725925-0.00146993j -0.0294539-0.0162795j 0.00599135-0.0188963j 0.0108575-0.0407995j -0.0367827-0.0176278j 0.0151445-0.0202635j -0.00545363-0.0334995j -0.0340211-0.0346008j 0.00677041+0.0511158j 0.0515695-0.0448899j 0.0291381-0.00682275j 0.00138603+0.058975j 0.00681241-0.0420567j 0.0383463-0.0736914j -0.0284292-0.023825j -0.0145525-0.0132608j -0.0129095+0.0284311j 0.0365107-0.0541064j 0.0305751+0.0269832j -0.018509-0.0309353j -0.0672977+0.0052051j 0.011108+0.000712201j 0.0527805-0.0324797j 0.0919389-0.0470757j -0.0333447+0.0740147j 0.0700151-0.0458739j 0.0718213-0.0440052j 0.00164153-0.0404426j -0.0303726+0.020704j 0.0159511-0.0107902j 0.0146508+0.0285517j 0.0194231-0.0202696j 0.0356917+0.0205873j -0.0145599+0.0132874j 0.0296982-0.0506014j 0.0318021-0.0422658j -0.0350676+0.0192188j -0.0200618+0.00136259j -0.00274174-0.0563774j -0.0298716+0.048668j 0.0863563-0.0421343j 0.0280454-0.0293841j 0.0054635+0.00561175j -0.035857+0.0104593j 0.0170471+0.0492963j 0.086835-0.0812493j 0.0457254-0.100716j -0.0132657-0.0708362j -0.0124499-0.0327684j -0.0711306+0.0548595j 0.0230036-0.0109635j 0.0461186-0.100159j 0.0109284-0.0314818j -0.0132238+0.0160103j -0.0349895+0.051649j 0.0250908-0.00489409j -0.0195886+0.0514878j -0.0535431-0.00388729j -0.00356538+0.016381j 0.00497386+0.0253046j -0.102874+0.0595618j 0.00851928+0.0593409j 
-0.0682509-0.0399405j -0.0230315-0.0635414j 0.0303236-0.00848045j -0.00138826-0.00492616j 0.00552009+0.0229222j 0.00528873+0.0335519j -0.00269766+0.0647j -0.0196402-0.00597214j -0.0463293-0.0380477j -0.0488075-0.0462008j 0.0113982-0.00407196j 0.00330968-0.0160706j -0.00891714+0.0378113j 0.00929204-0.021028j -0.0246331+0.00713027j -0.0027284+0.00326513j 0.0047734-0.0165529j 0.0172562+0.0204232j 0.00367753-0.00907043j 0.00593985+0.0166574j 0.00292237-0.000122067j -0.0207073-0.0163289j -0.0714214-0.0828292j -0.0435449-0.00687847j -0.035912-0.0381268j 0.0221322+0.118148j -0.0432079-0.0423432j 0.0167831+0.0943036j -0.0193308-0.0527577j 0.0409526+0.060672j -0.00189355+0.0130706j -0.00622136+0.00415481j 0.026184-0.0220981j -0.0241259-0.017226j 0.00156974-0.0286844j -0.0117365-0.0388822j -0.0290071-0.0345155j -0.00868977+0.0109583j 0.0189861+0.017591j -0.044825-0.0435596j 0.0399385+0.0388977j 0.0945631-0.0342571j -0.132189-0.0086347j 0.0219234+0.0413031j 0.062128+0.107878j -0.0197144+0.019288j 0.00541632-0.0752855j 0.0258628+0.0789911j 0.00178797-0.0286112j 0.012326+0.0080119j -0.0804376+0.0965973j 0.11001-0.0511221j -0.00672863+0.0252179j 0.00482381+0.0317754j -0.00344245-0.0486796j -0.00213358+0.0510151j 0.0742232+0.091004j 0.0837586+0.0283125j 0.0734944+0.0648197j -0.00178214-0.0304652j 0.00909605-0.0397989j 0.0751053-0.0522963j 0.0184336+0.0437651j 0.0384637-0.017757j 0.127423-0.0322747j -0.0186559-0.00353393j 0.00944139+0.0689236j 0.0169727+0.0966172j 0.00984979-0.0541673j 0.183757+0.0314535j -0.00720962+0.0063704j 0.154-0.041635j 0.02083+0.144523j -0.0296458+0.0351853j 0.00306733-0.0133278j 0.115756-0.057683j -0.100235+0.0213202j 0.0353668+0.00190596j -0.0441868+0.0698388j 0.0299795-0.0112612j -0.0343289+0.0233938j 0.01682+0.0582842j -0.0177374+0.0187575j -0.141002-0.0626801j -0.0131101-0.00570435j -0.0976374+0.0161484j -0.0129223-0.030036j 0.00985408-0.0120693j -0.0270408+0.00380387j -0.0479546+0.0569127j -0.131682+0.108754j 0.05325-0.00411687j 0.0129065-0.0542118j -0.000784454-0.0234448j -0.00116054+0.0058924j 
