-0.0175942+0.0109217j -0.0295978-0.00998756j -0.0271703-0.00704892j 0.010322-0.00268055j -0.010635-0.00353332j 0.0241325+0.00179956j -0.00856945+0.00352173j -0.0209388-0.00307617j -0.00665593+0.000174154j 0.00888108+0.00188287j 0.00137905-0.00357544j 0.0223464+9.20668e-05j -0.00153887+0.0013534j -0.0112039-0.00122407j 0.00698189+0.00145429j -0.00516617+0.000470623j -0.0202706-0.00119295j 0.00435025+2.89167e-05j 0.00389766-0.00239757j -0.000493115+0.000614812j -0.00237674-0.000632779j -0.0234443-0.00232124j 0.00714143+0.00187008j -0.00819708+0.0024885j -0.000698805-0.000793069j 0.00469066-0.000241196j -0.0216493-0.00222177j -0.0236256-0.00107323j 0.0076146-0.00184288j -0.00940889-0.00399432j -0.0238062-0.000179413j 0.00944704+0.00191892j -0.0454256+0.00145235j -0.0220364-0.0042279j -0.0385839+0.00347381j 0.0130731+0.00438188j -0.0642022+0.00330323j 0.112689-0.0058979j -0.258606-0.0102715j -0.175155+0.00528751j 0.510053-0.000948869j -0.0746949-0.00243711j 0.130065-0.00345756j 0.00656313+0.00672124j 0.00940135-0.00495377j -0.0454342-0.000717812j 0.0188697+0.00899538j 0.0512366-0.00637572j 0.00544875-0.00351497j 0.00794473+0.00143812j -0.0087842+0.00514516j -0.0421084-0.00286639j 0.0138684-0.00314984j 0.0104603-0.00824843j 0.00950373-0.00144403j -0.00552804+0.00195819j 0.0152041-0.00182201j -0.0332229-0.000515508j 0.00109947-0.00182258j -0.0159752+0.00161092j -0.00759413-0.00594961j -0.00411804+0.00270079j -0.0116054+0.00445665j -0.00892115-0.000798172j -0.000791057-1.40029e-05j 0.00794207-0.00131926j -0.0100025-0.00226032j 0.00295397+0.000592324j 0.000500585-0.00583703j 0.00997464-0.00292474j -0.010412+0.00112992j 0.0118711+0.00505074j -0.00999345-0.00317006j -0.00982443-0.000144461j -0.0042977-0.00145207j 0.0108454-0.0035373j -0.00633172+0.00176967j 0.00052455+0.00353113j -0.0100236-0.00578708j 0.00809365+0.00369934j -0.0027354+0.0110677j -0.0120143+0.000166618j 0.00296007-0.0107975j -0.0165146+0.00614018j -0.0142076+0.000696311j -0.0100105-0.0293248j 0.0356573-0.00516583j 0.0314263+0.0302733j -0.0142031+0.0632472j 0.039248+0.0114439j -0.00534263+0.071805j 0.13842+0.0188753j 
-0.00864902-0.000559452j -0.00535183+0.00134699j -0.000328073+0.000179494j 0.000228912-0.000614353j -0.00670835+0.000218493j 0.0126951+0.000546785j 0.0037182-0.00047582j -0.00647201+0.000196931j -0.00791257-0.000288139j 0.00567776-0.000810191j -0.00494643-0.00074281j 0.0019019-2.19394e-05j 0.00106623+5.69337e-06j -0.00753693-0.000131984j 0.0132797-0.00031794j 0.00967274+0.000595367j -0.0160673-0.000419297j 0.00301982-0.000881355j -0.00316138+0.000591053j 0.0107611+0.00034762j 0.0045924+0.000904266j -0.0270655-0.000171148j -0.0131106-0.000391204j -0.00545668+0.000631318j 0.0690975-0.000430154j 0.0460361-0.000318124j -0.0819227+0.000705234j -0.835486+0.000730885j -0.459362+0.00165063j 0.0672962+0.000293201j 0.0195655-2.09371e-05j -0.0147658+0.000184227j 0.0302675-0.000403961j 0.0487354-0.000693682j 0.043637+5.21317e-05j -0.00139562-0.000403464j 0.0298839+0.000400183j -0.0104157-6.30368e-05j 0.0238767+0.00111893j 0.0419441+0.000363718j 0.0095214+0.000314758j 0.0218783-0.000216859j 0.000836735+0.000197891j 0.00430669+0.000562791j 0.00373762+0.000659518j -0.00853287+0.000201145j -0.00477254-0.0012517j 0.00739737-0.000317041j 0.00654238+0.000493834j 0.00253952-0.000490105j 0.00218902+0.000550059j 1.16153e-05-0.000498115j 0.00376525+0.00127748j -0.00223269+0.000146492j -0.00514185-0.000137955j -0.00476521-0.000140539j 0.00121451+0.000267318j 0.00201344+0.000128318j 0.00655365-0.000235104j -0.00448431+0.00033257j 0.000635743+0.000537038j 0.00325948-0.000673024j -0.00101824+0.000460502j 0.00110422+8.46331e-05j 0.00288783-5.65972e-05j -0.000968541-0.000483396j -0.00464805+0.000951671j -0.00152001+0.000432033j 0.00302952+0.000235742j 0.0128446-0.000975021j -0.000288724-0.00043707j -0.000133322+0.00115613j 0.00195915+0.000420898j 0.000291035-4.07024e-05j 0.00141-0.000817788j -0.00117339+0.000426431j 0.00715988-0.00128269j 0.00724548-5.91977e-05j -0.0222294+0.00157059j 0.00224019-0.000528106j 0.0168304-0.00190807j 0.009162+0.00120144j -0.000222673-0.000552264j -0.00449131+0.000362921j -0.00248162+0.00101246j -0.00424457-0.00030501j -0.00637847+0.00109602j 0.00144591+0.000285944j -0.00242558+0.000714513j 0.00220016-0.000478435j 0.00499055-0.000202999j 0.0049419-0.00118136j 
0.00454041-0.000263279j -0.000489714-0.000766167j 0.01037-0.000543901j -0.00239852+6.02473e-05j 0.0029098-0.000754238j 0.0048117-7.51045e-05j 0.00951421-0.000659052j 0.0158104-0.00154746j 0.00313835+0.000519328j -0.00594974+0.00112475j -0.00220128-5.16294e-05j -0.00612692+4.00372e-05j -0.00235094+0.000144057j 0.00958634-0.000346462j -0.00837885+0.00150081j 0.0125203-0.000660896j 0.0108236-0.000118746j -0.0150487+0.000912895j -0.0128491-0.000303096j -0.00402234+0.00114831j 0.000672497-0.000250885j 0.0255992-0.000429075j -0.0491981+0.000723227j 0.0218566+0.000217187j 0.0589283-0.000116225j -0.0647253+0.00026783j 0.930629-0.00191561j -0.111954+3.62226e-05j -0.0102667-0.00165373j -0.0642671-0.00190532j -0.0694277+0.000876957j 0.034203+0.00132953j -0.0290217-4.24383e-05j 0.0242166+0.000562745j -0.00901255-0.000224668j 0.0127394+0.000753913j -0.0121368-0.00082987j 0.0469289+0.00112618j -0.0200398-0.000420139j -0.00342506+0.000698105j 0.00439046+7.90876e-06j -0.0214676-0.000455569j -0.0138298+0.000578278j 0.00548837+0.000570367j 0.0008821+0.000533046j -0.0166844-7.73342e-05j -0.00817626-0.000301261j -0.0203501-0.0012806j -0.00629544-0.00159777j 0.00378579+0.00101118j 0.00219653-0.000220231j 0.00487719-0.000561251j -0.000195872-0.00070435j -0.00665056+0.000923617j -0.000661743+0.00127142j -0.00229355+0.00053139j -0.00111017-0.000451207j 0.00999741+0.000302935j -0.00421938-0.000490656j 0.0021449-0.000643736j -0.0030285-0.000571529j -0.00568201+0.000123283j 0.00440168-0.00208189j 0.00592665+0.000212281j -0.0028592+0.000530474j 0.00437712-0.000892611j -0.00180884+0.000687441j -0.0107099+3.7449e-05j -0.00641497+5.16029e-05j -0.00300092-0.000209427j -0.000307748+0.000275359j 5.68439e-05-0.00088513j -0.00152552+0.00118191j -0.000499732-0.000426841j -0.00294323+0.000614561j 0.000892183+0.000553516j 0.0153815-0.000121055j -0.0244923+0.00151459j 0.000700482-0.000423987j 0.00760326-0.000974498j -0.00927262+0.000906849j -0.00353524-3.50407e-05j 0.00841883-0.00103207j -0.00279472-0.000353121j 0.00181127-0.000233024j -0.00543123-0.000360774j -0.00243448+0.000793386j 0.00116738-0.000984534j -0.00156114+0.000590424j 0.00896651-0.000367847j -0.00353799+0.000162709j -0.00435184+0.00104958j 
-0.000352492-4.50489e-05j -0.00335344+0.000164258j 0.012519+0.00137208j 0.00524074-0.000842451j -0.00931169-0.00126279j 0.00288866+0.000577575j -0.00567419-0.00188633j -0.00696161-0.000234872j 0.00490366+0.000653234j 0.00587997-0.000115983j -0.0081262-0.00177994j -0.0013154+0.000458029j 0.0118697+0.000461387j 0.00782212+0.00123904j 0.0135767+0.000355268j 0.000206171-0.000519244j -0.0212766-0.00156265j -0.0138667-0.000968723j 0.00295457-0.000520582j 0.0234911-0.000158372j 0.0120716+0.000840108j 0.0111056+0.000726296j -0.00915416-0.000553535j 0.116104+0.000219718j 0.106219+0.00015486j 0.933182-0.000119928j 0.067115+0.000465079j 0.06864-0.000440115j 0.000380614+0.00107221j -0.0187424+0.00105693j 0.0293194+0.00140566j -0.00525237+0.00126522j -0.0757722-7.35535e-05j 0.0254046-0.00128985j 0.0235391+9.40031e-05j -0.0117398-0.00117924j 0.0155192+0.000491743j 0.00356546-0.000427891j 0.00292248+0.000795383j 0.0133948-9.25804e-05j 0.00404864+0.000484892j -0.00745126-0.000736066j -0.00906386+3.61723e-05j 0.0191738+0.00140316j 0.0125113-0.000246137j -0.00466656-0.00050171j -0.00108025-0.00132456j 0.0145493-0.000420292j 0.00248444+0.000638639j 0.00129906-0.000659569j 0.00389058+0.00070118j 0.00947808-0.000341609j -0.00662143-0.000116484j 0.00900386-4.35972e-05j -0.00501074-0.000330796j -0.00596016+0.000483919j 0.0038082-0.000382171j 0.0016536-0.000169835j 0.00535341+0.000161468j -0.0103672+0.00078466j -0.00359412-0.000283075j -0.00201674-0.000185463j 0.00203683+0.000256121j 0.000278266-0.00049201j -0.00456099+0.000150923j 0.00450793-2.89382e-05j 0.00821451-3.3543e-05j -0.00162775-1.1153e-05j -0.00682107+0.000709233j 0.00323377+0.000625741j 0.0060537-0.000770924j 0.000335914-0.000783854j -0.00014555-0.000334157j -0.00175931-6.04302e-05j 0.000801117+0.00031745j -0.00811668-0.000510302j -0.00146204+0.00109621j 0.00696852+0.000160368j 0.0096451-1.11096e-05j 0.0243212-0.000108846j 0.00632398-0.000444555j 0.00537979+0.000236044j -1.7528e-05+0.000903787j -0.00175644+0.000168153j -0.0159758+0.000898045j -0.00544567-0.000291865j -0.00499234+9.31837e-05j 0.007693-0.000609275j -0.00227092+0.000583777j 0.00123305+0.000413749j -0.000378257-0.000311376j 1.83077e-05-8.39372e-05j 
-0.0081204-0.00178807j -0.0116261+0.00166498j -0.00478459-0.000797414j -0.00798164-0.000262028j -0.00735892-6.53869e-05j -0.00120025+0.0011691j 0.0234542-0.000879452j 0.00164803-0.000576428j -0.0205861+0.000367364j 0.00113291-0.000515525j -0.0145445+0.000627972j -0.0162065+0.000613307j 0.0117659-0.000844814j -0.0176764-0.000230801j 0.00446869+0.00108038j 0.0240035-0.000314577j -0.0122279-5.79728e-05j 0.00446286-2.88724e-05j -0.0344481+5.76956e-05j 0.00709434-0.000153178j 0.0263484+0.000112885j -0.0689487+0.00095912j -0.0554771+6.74662e-05j 0.0485744-0.000269848j 0.870354-0.00264903j -0.123839-0.000242817j -0.0670609+0.000457187j 0.156157-0.000510016j -0.156538+0.00107558j 0.0913083+0.000610384j -0.115944+0.000227271j 0.0384145+5.87462e-05j -0.014972-0.00215919j 0.0754488-0.000556546j -0.0516908-0.000895877j 0.00183016-0.000721647j 0.0409852-0.000512521j -0.00307201-1.72023e-06j 0.0144218+0.000249286j 0.0536931+0.000904889j 0.0358222+0.00111199j 0.00444598-0.00102483j 0.00905344+0.000395261j -0.0162759+0.000248547j 0.00853341+0.000632469j 0.00510052+0.00148923j -0.0191447-0.000691154j -0.00900836+0.000348767j 0.00425656+0.000394097j 0.0115354+5.73961e-07j 3.88273e-05+5.58755e-05j 0.0129552+0.000574456j -0.0078992-0.000856034j 0.00191038+0.00111298j 0.00325744-0.000196282j 0.00231001+0.000973981j 0.00133479-0.000318941j 0.0156952-0.000389041j 0.00512802-0.000138495j 0.00214897-0.000464828j 0.00260421-0.000532682j -0.00534904-0.00058383j 0.0017066+0.00052322j -0.00334429-0.000341711j 0.00064594+0.000976391j -0.00472778+3.4072e-05j 0.013846+0.000226968j -0.000879939-0.000995729j -0.00362885+0.0013043j -0.00377367+0.00125886j -0.000819052+0.000814503j -0.000461394-0.00102974j 0.0006653-0.000661899j -0.00015326+0.000397139j -0.0173204+0.00129254j -0.00563998+0.00028132j -0.0108281+0.00210007j -0.000970776+0.000486903j 0.00102926-0.000163113j 0.00384917-0.00156086j 0.00567396+0.000744494j -0.00370105-5.69958e-05j 0.00795575-1.85671e-05j -0.00670935+0.000173621j -0.00278396+0.000540783j -0.0152334+0.000575677j 0.0128951-0.00100433j 0.00712347-0.00156684j -0.00745707+0.00076338j 0.0062754+6.91113e-05j 0.00310995-0.00071919j -0.00121255+0.000421914j 
-0.0126835+0.000572277j 0.0079168+0.00106808j -0.00552664-0.00244159j -0.00452544-0.000555393j 0.00860301+0.00115433j 0.00684453-0.00036869j -0.00448283+0.00102779j 0.00992527-0.00118189j -0.0105846-0.000814472j -0.00496432-0.000355313j 0.00892991+0.001039j 0.0160876-0.00122649j -0.0206815+0.000124034j -0.00857126-0.00107208j -0.0233754+0.00116103j 0.00567795-0.000597501j 0.00443956+0.000732885j 0.0193848-0.000190081j 0.0301675-0.000162027j -0.0631146-0.000464594j -0.0109868+0.000916814j -0.0786603+0.000202585j -0.0876407+0.00070376j -0.917662+0.00176147j 0.0198761-0.00145221j 0.132247-0.00121466j 0.026776-0.000443125j 0.0769873+0.000807362j -0.0800317+0.000586306j -0.0421824-0.000636845j -0.00127269-0.00125314j -0.0109329-0.000716966j 0.0880984-0.000837762j -0.0142049+0.00116839j 0.0258671+0.000117018j 0.0304357+0.000922725j -0.00484285-0.000608993j -0.0347601+0.000523011j -0.0400274-0.000252879j 0.0458899+0.00173754j -0.0097973+0.000130226j 0.0242379+6.3253e-05j -0.00421032+0.000269339j -0.00729138+8.66747e-05j -0.0143201+0.00117654j -0.00197901-0.00109317j 0.0092274+0.000392223j -0.0161917+0.000572054j -0.00336007-0.000962142j -0.00244436+1.6305e-07j -0.00585901-0.000607379j -0.0040262+0.000821945j -0.00522073-0.000614742j -0.0107342+0.000191693j 0.000917905-0.00012204j 0.00716793-0.000824294j 0.00596916+9.27962e-05j 0.00223659-0.000263574j 0.00475614+0.000479006j 0.00446733-0.000789769j 0.00288225+0.000419822j 0.00302893+0.000215896j -0.00246565-0.000476947j -0.00848128+0.000405419j 0.000702755-0.000256504j 0.00160012+0.00133694j -0.00965395-0.00024069j 0.00713966+0.000479656j -0.000586593-0.000486941j 0.00146517+3.92184e-05j 0.00077979+0.00115172j -0.0016757+0.000126104j 0.0064258-0.000901648j 0.00586033+0.000477666j -0.000219806+0.000115528j -0.0100864+0.00116573j 0.0134934-0.00054476j 0.00307448-0.000895177j 0.0119993-0.000784221j -0.0154738+5.69122e-05j -0.00249014+0.000248135j -0.004369-0.000229759j -0.00279884-0.000313659j -0.000612811+0.000485037j 0.00990392-0.000499811j 0.00162685-0.000597384j -6.60309e-06-0.000478946j -0.00780651+0.000813001j -0.004925+0.00106077j 0.00259474-0.000151909j -0.00415859+0.00163121j 0.00513128+8.08887e-05j 
-0.000155596-0.000265645j -0.00136828-0.000127455j 0.00534713-0.000478085j -0.00466293-0.000368499j 0.00285253-0.000396232j 0.0071948+0.000367492j 0.000922582-0.000816757j 0.00915346-0.000997212j -0.000133062-7.64718e-05j -2.79948e-05+0.000816216j -0.0126575-0.0013984j -0.00735312-0.000152453j -0.00111051+0.00103404j 0.013+0.000175591j -0.00807122+0.000995644j 0.0140426-0.000487183j 0.00544916+0.000511464j -0.00421259+1.27612e-05j -0.014156+1.5787e-05j -0.0125797+0.000754715j 0.0148735+0.000602426j 0.0371475+0.000465675j -0.947113+0.000197433j 0.104785-0.000103871j -0.0970839-0.000312137j -0.000178473+0.000439513j -0.0859152-0.000905182j 0.0195603-9.08846e-05j -0.0319964-0.000484987j 0.000309214-0.000436153j -0.023779-0.000389265j -0.0177104+0.000973285j -0.0159215-8.30791e-05j 0.0127817+0.000294185j 0.00832749-0.000503202j 0.0167867+0.000469312j 0.00556703-0.000300749j 0.0225453+0.000544728j -0.0118296-0.000139406j 0.0111998+0.00066823j 0.00621343+0.00024122j -0.00719844-0.000382418j -0.0124448+0.000177957j -0.00170512+0.000743472j -0.00435483+0.000284611j -0.0131772-0.000979529j 0.00123666-0.000563784j -0.00384681-0.0002081j 0.00193245-0.000505949j -0.00431598-0.0005199j -0.00416268+0.000566929j 0.0101352+0.000369068j -0.00584975+0.00023502j -0.0071547-0.000765505j -0.00593939+0.000752517j -0.00101721-0.000259528j -0.00165076+0.000701571j 0.00429469-4.17232e-05j -0.000912962+7.65869e-05j 0.0050016-0.000906554j -0.00933482+0.00034517j 0.000689174-7.27145e-05j -0.00272931-0.000332087j 0.00412922-0.000178298j -0.00935719-0.000317049j -0.00357457-0.000663596j -3.70698e-05+0.000524199j 0.000719565+4.82876e-05j -0.00266277+0.000503572j 0.000643022-0.000433724j 0.00370586+0.000305179j 0.000667636-2.72005e-05j 0.00775888+0.000109086j -0.00971476+0.000474667j -0.000936496-0.000138652j 0.0121734-0.000365074j 0.00845595+3.18199e-05j -0.00314229+0.00076285j 0.00448148-0.000715568j -0.000888734+3.33257e-05j 0.000910101-0.000121943j -0.00282544-7.30111e-05j -0.0016795+0.000325661j -0.00398523+0.000565714j -0.00328769+0.000421868j -0.00154159-0.000545154j -0.00403686+0.000329185j -0.000280263-0.000154222j -0.00407329+0.000724891j 0.00649921-0.000110268j -0.0017219+0.000165502j -0.00165602+0.000522659j 
-0.00995725-0.000769964j -0.00905364+0.00129735j -0.00939918-0.00038999j 0.000959919-0.000656261j -0.00290971+0.000986135j 0.0118571+6.51579e-05j 0.00792841+0.000465523j 1.12437e-05+0.000175313j -0.0137173-0.000601645j 0.00828268-0.000498989j -0.012847+0.000788034j 0.0132431-0.000777592j 0.00215762-0.000220031j -0.025958+0.000452572j -0.00117616-0.000560462j 0.019528+0.000314056j -0.0262113-0.000279178j 0.0260731-9.38305e-05j -0.0704333+0.000216093j 0.00795662-0.000637819j -0.0537117+0.00120878j -0.933073+0.000799561j -0.0299415+0.000549974j 0.0821828-0.000534305j -0.122019-0.000565912j 0.00872475-0.000778249j 0.0645337+0.0004875j 0.0471616-0.00070669j -0.0285026+0.000463098j 0.0436543-0.00051219j 0.00196257+0.000493375j -0.0096533-0.000626107j 0.0568653+4.35693e-05j 0.0320954+0.000401048j -0.00810797+4.57144e-05j 0.0064589-5.73996e-05j 0.0344883+0.000367275j -0.0152374+0.00033322j 0.0362833+0.00101166j 0.0418983+9.59667e-05j 0.0114901+8.96859e-05j 0.0234472-4.89049e-05j 0.0136244+0.000588565j -0.000652166-0.000187391j -0.000867841+0.000879461j -0.00800403+0.00058298j 7.07741e-05-0.0003071j -0.00469874-4.24485e-05j -3.37528e-05-0.000606625j 0.00143831+0.000170311j -0.0085441-0.00029396j -0.0111192+0.000790246j 0.00125461+3.21559e-05j 0.0074596+0.00101376j 0.00383435+0.000206841j 0.00420638+0.00102335j -4.09036e-05-0.00116201j -0.000423444-0.000278891j 0.00804703+0.000120246j 0.00268831-0.000329939j 0.0130189-0.00115307j -0.00586113-0.000474311j -0.00938599-0.00164232j -0.0117846-0.000601086j 0.000234563-0.000773573j -0.00429825+0.00111177j -0.000711653+0.000676352j 0.000317537+0.000581259j -0.00209093-9.39088e-05j -0.00130149+0.000387406j -0.00434859+0.000323688j 0.015635-0.00133849j 0.00147053+0.000366793j 0.00475111+0.000885413j -0.00652722+0.000666168j -0.00883306-3.6157e-05j 0.00205087+0.000173501j 0.00442118-1.44442e-05j 0.00263349-0.000807898j 0.00168185-0.000435481j 0.00218641-0.000457311j -0.00319686-0.000374113j -0.00433537-0.000210174j 0.00181265-0.000443343j 0.00647956-0.000133175j -0.00239934+0.000257614j 0.00432091+0.000111912j -0.00190439+0.000268393j -0.0027628+0.000114664j -4.39719e-07-0.000573275j 0.00691932-0.000118718j 0.00556753-0.00152847j 
0.000802589+0.000291198j 0.000510155-0.000371535j 0.00151091-9.62387e-05j 0.0123259+4.82615e-06j -8.62501e-05+6.09785e-05j -0.00211807-0.000559187j 0.00147947+0.00117299j 0.00547188-0.000706208j 0.00853905-0.000198657j 0.00278486+0.000485408j 0.00640443+0.000591428j 0.00957584-0.00117021j -0.0036677+0.000719709j 0.006884+0.00017275j -0.01259+0.000601534j -0.00673099+0.000137468j 0.00602711+0.00107787j -0.0102891+0.000356259j -0.0314076-0.000759744j 0.0108988+0.000337681j -0.962564+0.000251703j 0.0480217+0.00117145j -0.013258+0.00101153j 0.0205915+0.000658199j 0.0428175-0.000529477j 0.00861986-0.000731767j -0.00471195+0.00023743j -0.0317699+0.000752508j 0.0214745-8.9716e-05j -0.00238905-0.00028209j 0.0168544-0.000339385j -0.00514721-0.000592529j 0.0125419-0.000285989j 0.00177626+0.000630952j 0.00408271+0.000260268j -0.0148233-7.99105e-05j -0.0211068-0.00059037j 0.00806784+0.000881259j 0.00611552+0.000132196j 0.00229896-0.000274447j -0.00607401-0.000482942j -0.00524479+8.44024e-06j 0.0128361+0.0010199j 0.0172-0.000594111j 0.0040467+0.000215015j -0.00120965+0.000764379j 0.00191819+0.000790758j -0.0129649-0.000375106j 5.76975e-05-0.000700096j -0.00327769+0.000507109j -0.00275892-0.00134661j -0.0080236+0.00060292j 0.00586388+0.000297331j -0.0050945+0.000345198j -0.000759139+3.36609e-05j -0.00388222+0.00122662j -0.00291016-0.000316505j -0.00315221+2.18644e-05j 0.00222305-0.000698727j 0.00771623-0.000525076j 0.0080819-0.000145722j 0.00455801+0.000586538j -0.00312971-0.000508161j 0.00268455-0.000284608j -0.00188209-0.00114252j 0.00288284-0.000161146j 0.000137477+0.000290175j 0.00021461+0.00110388j -0.00234876+0.00020698j 0.00138596-0.000545203j 0.00462485-0.000469254j 0.004713+0.000297066j 0.00660137+0.00025004j -0.00106232-0.000322598j 0.00169183-0.000257773j -0.00216328+0.000250219j -0.00187283-0.00113113j 0.000799972-7.15979e-05j 0.00464196-9.09978e-05j -6.88636e-07-0.000304271j -0.00537827-0.000473288j -0.00228022+0.00121754j -0.00258786-0.000413679j 0.00175421-0.000363612j 0.0063908-0.00052966j 0.000280951-0.00061063j -0.000553528+0.000631642j 0.000192327-4.24146e-05j 0.00668043-0.000291429j 0.000939279-0.000918019j -0.000468801+0.000286721j 0.00034398-0.000158837j 
0.00148858+9.89247e-06j 0.00393865-4.88727e-05j -0.00726675-0.00133226j -0.00725555+0.00132536j 0.0100117-0.000319275j 0.000201878-0.000566827j -0.00764614+0.000939699j 0.0119959-0.0017883j -0.0100651+0.00107551j -0.0136083-0.00108923j 0.0231824+0.000401972j -0.00412805-0.00030206j -0.0206006+0.000220345j 0.0161682-0.00161763j -0.0399018-0.000484493j 0.00840936-2.03898e-05j 0.0653913-0.000677405j 0.0240672+0.000795318j 0.0541019+0.000248751j -0.943195+0.00031864j -0.0126578-0.000447438j -0.0054995-0.00121608j 0.010849+0.000835235j 0.086403-0.00102101j 0.0384211-0.000770772j 0.0236375-0.000854723j -0.00505718-0.000580685j 0.0128288+0.00120451j -0.031128-0.000629962j -0.0587999-0.00100411j -0.0252292+0.000816026j 0.00575262+0.000984617j 0.0280338-0.0015596j -0.0175735+2.40143e-05j -0.00969983+0.00063306j 0.0273633+8.55256e-05j 0.00248792-0.000107307j 0.0139572-5.70495e-05j -0.0125272-0.000594709j -0.00831358+0.000247271j -0.0137842-0.000499692j -0.000933143+0.000337078j -0.00200285-0.000501082j -0.0198528-0.00110356j -0.0154738+0.000293084j 0.0031523-0.000537179j 0.00745333+0.00186806j -0.00977929+0.00074872j -0.004866+9.58149e-05j 0.00496206+0.0011494j 0.00853127-0.000680419j -0.0172822+0.000710882j -0.0047991+0.000743434j -0.0198747-0.000823615j -0.0120719-0.00153183j 0.00689686-0.000520195j -0.0133639-0.000571375j 0.00204822+0.00026449j 0.0222881+0.000394759j -0.0182764-0.00102859j -0.00152533-0.00156057j -0.00084465-0.000410472j -0.0062594+0.00101396j -0.00239888+0.000342761j 0.000130718-0.000825101j -0.000572558-0.000485384j -0.00319761-0.000484849j 0.000712876+0.000874603j -0.000867657-0.000188126j 0.00312251+0.00105611j 0.000473699+0.000666331j -0.000272304+0.00146643j -0.0119978+0.00132131j -0.0180489+0.00103756j -0.000956784+9.1757e-05j -0.00808042+0.000352692j 0.00688883+0.000221251j 0.00981466-0.00162235j 0.00863527-0.0010579j -0.0154405+3.84883e-05j -0.0102792-0.00086211j 0.005304+9.90635e-05j 0.00589359-0.00115571j 0.00225414+0.000460335j 0.00565398+0.000227962j 0.0034253-0.00185939j -0.00032065-0.000513953j -0.00757186+3.83346e-05j -0.00583529+0.00113721j 0.00161787+0.000403734j -0.00223278+0.000590141j 0.00131796-2.88143e-05j 
0.00810577-0.0014406j -0.0141533-0.000678719j 0.000393975+0.000666323j -0.00476699-1.386e-05j 0.00426827-0.00046872j 0.000843229-0.000314966j 0.0152764-0.000253251j 0.0165224-0.000158158j 0.00379944+0.000538854j 0.00417852+0.000996619j -0.0264876+0.000431669j -0.0212642+0.000692202j 0.019505+0.000103066j 0.0211515+2.03036e-05j -0.00286832+0.000799114j 0.0444516+0.000477368j 0.0534745-4.88884e-05j -0.0972225+0.000384867j -0.935846-0.000328225j -0.0530582+0.00112177j 0.0255609-0.000691107j 0.0634821-3.6438e-05j 0.022552-0.000434226j -0.0681405-0.000438585j -0.0513933-6.598e-05j 0.0260161+0.000343338j -0.045967-0.000160088j -0.022249+0.000624301j 0.0319843-0.000544267j 0.0419105-0.000634212j -0.0429068-0.000198799j 0.00138451+0.000210573j -0.0131959-0.000270928j 0.0301781+0.000409961j -0.0454164-0.000225364j 0.00645119-0.000138501j 0.0222339-0.000185518j 0.0501822+0.000933521j 0.0459947+0.000328178j -0.00894645-0.000843732j 0.0237497-0.00014436j -0.0213316-0.000440423j 0.00174095+0.000504747j -0.00585795-0.000250315j -0.00344319-0.00026816j -0.0122332+0.00039121j -0.000743175+4.08679e-06j -0.00976579-0.000215638j -0.00131441-0.000637831j -0.00516041+0.000188717j -0.00468151+0.000504736j -0.0013201+0.000712037j 0.00549784+0.000827895j -0.000663997-0.000598206j -0.00472162+0.000190843j 0.00117358+4.7733e-05j -0.0100701+0.000125365j 0.0102008+0.000482202j -0.00357949+0.000697763j 0.00235682-0.000648039j 0.0188471+0.000717969j -0.0140986-0.000856191j -0.00032624+0.000358325j 0.00714098-0.000101625j -0.000380153-0.000390988j 0.000196841+0.000821402j -0.000182768+0.000697109j -0.000151429+0.000848608j 0.00418254+0.000174016j 0.00880698-0.0017891j -0.00101773+0.000706877j 0.011349+0.000709518j 0.0020368+0.00085017j -0.00686385+0.000496678j -0.00105623-0.00034673j -0.000780501+0.000758664j 0.00370888-0.000910064j -0.00220552+0.00023689j -0.0040293+0.000481069j 0.00332182-0.000667829j -0.00784158-0.000432451j -0.0075389+0.000268773j 3.23059e-05-0.000336892j -0.000850679-0.000459535j 0.00161089+4.96592e-05j -0.000804776-2.62816e-06j 0.00500314+0.000392423j 0.000199706-0.000862595j -0.000151537-0.000331791j 0.00540747-0.000505923j 0.00568708-0.00118047j -0.00408066-0.000249033j 
