-0.0946602-0.00259851j 0.0320067-0.00995187j 0.00146028-0.00475464j 0.0888034+0.00283537j -0.00231379-0.00186369j 0.0170163-0.0121052j 0.0922872+0.00391172j -0.0367171-0.00605986j 0.0133076-0.00304094j -0.112212+0.00609178j -0.0504723-0.00573085j -0.0896187-0.0010031j 0.202198+0.00429048j -0.0732297-0.0251441j 0.262483-0.000718399j -0.0586738+0.00203272j -0.0378896-0.0123353j -0.0151153-0.013329j -0.028017+0.00868412j 0.00133518+0.0296387j -0.0024345-0.0198821j 0.0227549+0.00728658j 0.0172237+0.00877878j 0.00109819-0.000877726j 0.00512522+0.0100278j 0.00814281+0.0380514j -0.0100954-0.000369473j -0.000232818+0.0096243j 0.0180165+0.00373552j 0.00650743+0.00135787j -0.00861501+0.00380035j 0.00237314-0.00187764j 0.0053551+0.0539215j -0.000249678+0.00634651j 0.0049738+0.0153972j -0.0701011-0.0226087j -0.023854+0.0867719j -0.0187027-0.0262736j 0.00582069-0.0153802j 0.00895487-0.00983433j -0.0307985-0.0112756j -0.0156117+0.0069727j 0.00261962+0.0130648j -0.00317725+0.017266j 0.0142749-0.00479077j 0.00982278+0.0185002j 0.0213525-0.000386918j -0.00329617+0.00862184j 0.0174514+0.00181653j -0.00828419-0.00608845j 0.00960279+0.00260359j 0.00443613+0.00482633j -0.0104117+0.0016719j 0.00830598-0.0048429j -0.00948448-0.00777534j -0.00339293-0.00587304j 0.0140192-0.0025848j -0.000538716-0.00687217j -0.0037519-0.0054198j -0.00765858+0.00186173j -0.00046058+0.00612806j 0.00328762-0.00645635j -0.0165642-0.00796096j 0.00556366-0.000903287j 0.00197294-0.00308675j -0.00708006-0.00436123j -0.0107823-0.0047147j 0.00773083+0.00250762j 0.0041405+0.0046545j 0.0192389+0.00168968j -0.00577038-0.00528921j -0.0123422-0.0137j -0.000329012+0.0135629j 0.000521953-1.3575e-05j 0.00571448+0.00130894j 0.00874791+0.0129814j 0.00183215-0.00125674j 0.00163658-0.00588028j -0.00847729-0.00432137j 0.000252418-0.0157303j -0.0133431+0.00222467j 0.00653959-0.0131982j -0.00752922-0.00632204j 0.00171843-0.00713215j 0.0131689+0.00276647j -0.00540559+0.0125367j 0.00189854+0.00517425j -0.0411986-0.00374616j -0.0131653-0.00499803j 0.0516007+0.0163192j -0.00589029+0.09685j -0.0140793+0.0217547j -0.0224499-0.0184514j 0.0542552-0.089665j -0.0874108-0.0403956j 
0.118039+0.00309679j 0.0432589-0.00547511j 0.0300483+0.000653928j -0.0655277+0.00419439j 0.0241373+0.000950475j 0.0141645-0.00413406j -0.057143+0.00436227j 0.0174734-0.00568749j 0.0114566+0.000479061j 0.0735113+0.0014362j 0.044937-0.00256426j -0.00322398-0.00705698j -0.154554+0.00344404j 0.152805+0.00249983j -0.323176+0.00555846j 0.0515811-0.00625623j -0.0100475-0.00823784j 0.0104088-0.0024743j 0.00694834+0.00209298j -0.00563319+0.0147739j 0.0107078-0.00419205j -0.00122287+0.0043956j -0.000524475+0.00501502j -0.000444635-0.000109676j 0.00528243+0.00988053j -0.0126226+0.016197j -0.0071517-0.00230689j -0.0114296+0.000310638j 0.0160936+0.0010446j 0.00107554+0.000929674j -0.0130984-0.00159988j 0.0288298+0.0106549j -0.014213+0.0188936j -0.0339388+0.00572835j -0.0594101-0.0053726j 0.175414+0.00500238j -0.0497631-0.00759853j 0.0652299-0.00864482j -0.0266612-0.00409845j 0.026129+0.00503536j 0.0597754-0.0110273j 0.000677091+0.00144408j -0.00461075+0.00475589j -0.0185817+0.0139587j -0.030179-0.00663026j -0.0357593+0.00419366j -0.0012435-0.000176776j -0.00666709+0.0096571j -0.0149226+0.00055487j 0.00411393-0.00768796j -0.0292821-0.00115756j 0.00205711+5.48606e-05j -0.00154323-0.00349207j 0.0112301-0.0058803j 0.0293858+0.000788277j -0.0153823-0.00797494j -0.000759122-0.00554534j 0.000905495-0.00750118j 0.0111957-0.00214551j -0.00257887+0.00812331j 0.0111937+0.00922359j 0.0123634-0.0065578j 0.0138539-0.00783827j -0.00421457-0.00159491j -0.00737484-0.00452308j 0.0123297+0.000234807j 0.00343425+0.00256449j -0.00262279+0.00288396j -0.00871737+0.00617883j -0.00714156-0.00177609j -0.00567384-0.00766005j 0.0125221-0.0115889j -0.000124952+0.0131862j -0.00273969+0.00434036j -0.0145101-0.00181888j -0.0131713-0.00119697j -0.00433704+0.000168226j 0.0134468-0.00903505j 0.00185203-0.00763863j 0.00600153-0.0185469j 0.0117483+0.00647995j 0.0218697-0.00465972j 0.0223418+0.00365507j -0.00591474+0.0127531j -0.0245451+0.00535126j 0.00368011-0.0420699j -0.0062972+0.0344269j 0.0278898+0.00167499j 0.0125078+0.01372j -0.0900459+0.0870311j -0.0275204-0.122946j 0.0103897-0.0363875j 0.0420676+0.0227066j 0.0193543+0.152399j 0.131286-0.0232608j 
-0.0398184+0.00711033j 0.128213+0.00324516j 0.0685736+0.000425974j 0.0592479-0.00144932j 0.0176966+0.0024963j 0.0699311+0.000531085j 0.0279744+0.00183337j 0.00851803-0.00169698j 0.0315173+0.000191424j -0.0562727-6.47507e-05j -0.000788594+0.00111996j -0.0671067-0.00576351j -0.0125559+0.00760578j 0.369338-0.0071377j 0.154596+0.00418707j -0.0118311-0.00885586j -0.0535636+0.0064936j -0.00438747+0.00359843j 0.0094011-0.0030944j 0.00423961+0.00126385j -0.0032929+0.0102037j -0.018546-0.00549865j -0.0150277+0.00130311j -0.000552281+0.00266153j -0.0083389+0.0043921j -0.00486684+0.00470324j 0.0138253+0.00144669j 0.00419447-0.000661422j -0.0182718-0.00673937j -0.0123019+0.00197475j 0.0151766-0.00734582j -0.00288066+0.0175124j -0.00582941-0.00215229j 0.032779+0.01973j -0.0429016+0.00362901j -0.0516821-0.0117784j -0.181269-0.00429847j 0.0253667+0.00663787j 0.0741842-0.010384j 0.0618211-0.00802568j -0.0235497-0.00355793j 0.00593464-0.0092615j -0.0394899+0.00206917j -0.00319235+0.00151304j 0.0284067+0.00487431j -0.0230228-0.00837003j 0.00732924+0.00789102j 0.0157987-0.00611659j 0.0200389-0.0037962j 0.00167041-0.0032438j 0.00793562-0.00248161j -0.00064562-0.00122354j -0.0263979-0.00560981j -0.00613161+0.00360495j 0.00716537+0.00894858j -0.00227058-0.000144796j 0.00924146+0.00364416j 0.00435155-0.00589004j -0.00774614+0.00179086j -0.00459281+0.00473283j 0.00472933+0.00299445j -0.0116545-0.00156372j -0.00650391-0.00434517j -0.00977621-0.00421633j 0.00483904-0.000963592j -0.00186823+0.000983658j -0.00657897-0.00292934j -0.000464341+0.0011431j -0.00453602-0.0107556j -0.0124306+0.00187283j -0.0198129+0.00542111j 0.00270399+0.000570241j 0.00330499-0.0110308j 0.00133382-0.00600573j -5.91966e-05-0.000106536j -0.00183358-0.00635936j 0.00338506-0.0149036j 0.00606689+0.00394825j -1.14729e-05+0.00486147j 0.0386875-0.0108475j 0.00493699-0.00179712j 0.00424277+0.00862521j -0.00809911+0.00060721j 0.00723321+0.00393705j -0.010469+0.0328171j -0.0311045-0.00333189j -0.0196774-0.0155478j -0.00146123+0.0261209j -0.0100276+0.0179572j 0.0219192+0.128241j -0.0890379+0.0826122j -0.0581449-0.0170444j 0.00946502-0.0312408j 0.129296-0.0205557j -0.0179854-0.153657j 
0.0284319+0.00444556j 0.154479+0.00123632j 0.0635684+0.00204423j 0.0951814+0.00196276j 0.0680371+0.000548092j 0.0419183+0.00256174j 0.145432-0.000135537j -0.107549-0.00124593j 0.0656607-0.000111841j -0.0894504-0.00366354j -0.0262169-0.00116222j -0.438+0.00258481j 0.347342-0.000836461j -0.134154+0.00690996j -0.461927+0.00127592j 0.026908-0.00417435j -0.0771332+0.00126238j -0.0134482+0.0044165j -0.0084016+0.00471411j -0.0144749+0.00394209j -0.00252508-0.000540308j -0.00145638-0.0039742j -0.00310577-0.00766825j 0.00232559-0.00405417j -0.0117885-0.000681611j -0.00939189+0.00063806j 0.0101049+0.00129832j 0.00234964+0.00116236j -0.00387888-0.00939442j -0.015132-0.00176664j 0.0144889+0.00429479j 0.0202515-0.0103709j 0.00801929+0.00908064j 0.118436+0.00957936j 0.0210285+0.0180069j 0.0732059+0.00301846j 0.0335584-0.00413471j 0.0257044+0.00210693j 0.0258791-0.00322698j 0.046828-0.000890032j -0.00766424-0.00621001j 0.0176061-0.00662476j 0.000997943-0.00412586j 0.0265351+0.000200823j 0.0256641-0.00180327j -0.00425526-0.00738059j -0.00113286+0.00108328j 0.00594684-0.00236946j 0.00816273+0.00415216j 0.024421+0.00327938j 0.0115597-0.00368664j -0.00191783+0.0052039j 0.011435+0.00321513j -0.012362+0.006086j -0.025464+0.00585785j -0.0253035+0.00880018j -0.00371299+0.00418029j -0.0112972-0.00236194j -0.0174945+0.00387255j -0.0220059+0.0049797j -0.01388+0.0081511j 0.0126753-0.00915208j -0.00431389+0.000929765j 0.00300678-0.00538054j 0.0130235+0.00981207j -0.0121279-0.00102011j -0.010844-0.0103053j 0.00996554-0.00582697j 0.0093363-0.0112518j 0.0162629+0.00658097j -0.0116187+0.0039999j -0.0285433+0.0113656j 0.018646-0.00703165j 0.00591807-0.0170832j 0.0241009-0.00198129j -0.00938883+0.00681564j 0.0201664+0.00110896j 0.00474724+0.0286936j -0.000537256+0.0192046j -0.0426107+0.0042016j 0.0232972+0.00199903j 0.0201102+0.00826575j -0.00662365-0.0291493j 0.0228153-0.0156626j 0.0127195+0.00477699j -0.0165688+0.0759641j -0.0102449+0.000611219j -0.00601998-0.0205791j 0.0342318+0.024021j 0.0145392-0.0275704j -0.000427925+0.0091288j 0.0364558-0.108621j 0.0559471+0.026844j 0.0119992+0.000226026j -0.00190368-0.0076241j 
0.177589+0.00330168j 0.0487865-0.00192986j 0.0968429+0.00584533j 0.103755+0.00408211j 0.07642-0.000168156j -0.0137231+0.00308489j 0.0756153+0.00161634j -0.173689-0.00328346j 0.0684465+0.002076j 0.142715-0.00191365j -0.0318236-0.000746964j -0.362113-0.00544607j -0.5587+0.00257401j -0.388857+0.00137038j 0.283761-0.00295298j 0.0904727-0.0019124j -0.00536317-0.00294458j -0.00701226+0.00824574j -0.0165783+0.00550296j -0.0255131+0.000722104j 0.0146077-0.00401338j -0.0102174-0.002694j 0.00159587-0.00777884j 0.00929916-0.00481722j 0.000303866+0.000864092j 0.000388011-0.000590824j 0.00784011+0.00136429j -0.00288177+0.000548225j -0.0274366-0.00280209j -0.00234818-0.00590283j -0.000346505+0.00884888j 0.03887+0.000655771j 0.0349184-0.00418992j 0.00697605+0.0182622j -0.0937733-0.0100201j -0.0262464-0.000895803j 0.0579604+0.0012674j 0.0326888-0.00107287j -0.0170753-0.00209896j 0.0192095+0.0106872j 0.0232807-0.00514121j 0.0369634-0.00300601j -0.00787232-0.00463586j 0.0422019+0.00425597j 0.00934118-0.00971877j 0.00464103+0.00270202j 0.0146197-0.00684333j 0.00577854-0.00248201j 0.00999595+0.000272237j 0.0100839+0.00406258j -0.0086579-0.00496887j 0.00595822+0.00896882j 0.0233267+0.00832819j -0.0137846+0.00340665j -0.00442785+0.00308897j -0.0184057-0.000181008j -0.00496368+0.000447509j -0.00543483-0.00595138j -0.0166863+0.00160289j -0.0146242+0.00330288j 0.00819961+0.00853141j 0.00745551-0.00434771j 0.00828495-0.00666019j -0.0067765-0.00321728j 0.00733864+0.00533571j 0.00259154+0.00184812j -0.00853327-0.00487161j 0.0147173-0.000649601j -0.00977171-0.00455381j -0.0226745+0.00646945j 0.00169577+0.00630717j 0.0113938+0.00693976j -0.00598986+0.00753861j -0.00633772-0.0101034j 0.00956711+0.00151878j -0.0101262-0.0148127j -0.0119367-0.00305994j -0.00520022-0.000565224j -0.0519883+0.00847663j -0.00130941-0.0215693j -0.00693872+0.0119374j -0.0225426-0.0113648j -0.0033603+0.00214085j -0.0103246-0.022304j -0.00234883+0.0271423j -0.0201053-0.0313862j 0.0088423-0.0388193j 0.00338262-0.0413891j -0.029976+0.0590849j -0.000721239+0.0137821j -0.00741515+0.0120607j 0.0341433+0.0137026j 0.00120521+0.0796432j 0.0146847+0.00828541j 0.0140299-0.00238879j 
0.0166916-0.0022667j -0.113843-0.000413849j -0.0748932+0.00112508j -0.0819527+0.00148899j 0.0247249-0.000724356j -0.172609+0.000694957j -0.0634026-0.00227818j 0.0237819-0.00202463j -0.164293+0.00075128j 0.532043-0.00149127j 0.44773+0.00174325j -0.340867+0.000925246j 0.304407-0.00220334j 0.155914+0.00513053j 0.207528+0.0005245j -0.0102871+0.00220732j 0.0539471-0.000709577j 0.0211535+0.000235724j -0.00622904+0.000642442j -0.0216725-0.000103676j 0.00592353-0.00148651j 0.00621016+0.00342413j -0.00386242-0.00115903j -0.00528924-0.00161326j -0.00600438+0.00383482j -0.00119174-0.00208511j 0.0103873-0.00772035j 0.00431854-0.00759492j 0.0287058-0.00157491j 0.0194109+7.63814e-06j -0.0326918-0.00396108j 0.0362618+0.0116289j -0.00121181-0.0113313j 0.0184467-1.36857e-05j 0.00900706-0.00375857j -0.0115604+0.000628243j -0.0061489-0.0065583j -0.00564469-0.00128298j -0.0141515+0.00308113j -0.0322115+0.00327132j 0.00283351+0.00276621j -0.00239351+0.00533003j 0.00617539-0.001446j 0.0148295+0.00230705j -0.00829047-0.00623804j 0.00209694+0.0111314j -0.00741932-0.00392756j -0.0124301+0.00376433j -0.0213326+0.00608234j 0.00628345+0.00538505j -0.0315437+0.00138378j -0.00544384+0.00731982j 0.0140544+0.00418477j 0.00421344+0.0095257j -0.00240899-0.0107983j -0.0260452+0.000557931j -0.0058551-0.01524j -0.0341372-0.00326515j -0.00499073+0.00932813j 0.00574569+0.00213889j 0.0114984+0.0110253j 0.00930403-0.00102453j 0.0214416-0.00856506j -0.026593+0.0201627j 0.00987299-0.00239915j -0.000654593-0.00460464j -0.032331-0.00482375j 0.0106471+0.0105849j -0.0408708+0.00924146j 0.0140961+0.0261688j -0.0393729-0.00749363j -0.0365591-0.0106438j -0.0132771-0.00355866j 0.0221273+0.0161607j 0.00539212-0.029126j -0.0065768-0.0330883j 0.00937742+0.0321658j -0.00804117+0.0296975j 0.0195967-0.0245131j 0.000502815-0.0149659j -0.00425251+0.0220827j -0.0134234-0.00796845j 0.0025533-0.02064j -0.00756165+0.0117868j -0.00519441+0.0158045j -0.0134608+0.0252728j -0.0255264+0.0584715j -0.0130174-0.018385j -0.0129891+0.011639j -0.00899983-0.00520612j 0.00675489-0.0111738j 0.00124254+0.000999067j -0.00298093+0.00318128j -0.0125434+0.00497648j 0.0110468+0.00605458j 
-0.0209334-0.00115293j -0.0828788+0.000796755j -0.000231539+0.00310181j 0.0786531+0.000879941j -0.0381985-0.00195531j -0.227983-9.50143e-05j -0.00183026+0.000189051j -0.107147-0.00212163j -0.00420514-0.000149169j 0.411455+0.00294791j -0.769995+0.00139048j -0.0100596-0.00269895j 0.100836-0.00337962j 0.203701+0.00126856j -0.0263439-0.00337762j -0.0230137+0.00203098j 0.0309728+0.000847628j -0.00872419+0.00329916j -0.0261789-0.000124855j -0.0143436-0.00259105j 0.0151969-0.00437005j -0.0126418+0.00184817j 0.000284407+0.000258369j -0.00283283-0.00092045j -0.00714109+0.00629839j 0.0135467+0.000236385j -0.0124023+0.000262675j -0.000865648+0.00250336j 0.00806342-0.000551716j 0.00530949+0.00251059j 0.00024793-0.0071192j 0.0112061+0.0090524j 0.0653814+0.00751786j -0.0134623+0.00311567j 0.0100106-0.00282197j -0.00355379+0.00449516j -0.0108977-0.00169783j -0.00753516+0.000897507j -0.00722763+0.00247277j -0.0171274+0.00278352j -0.0120639+0.00406026j 0.00168054+0.00131741j -0.0120541-0.00570799j 0.022515-0.0040387j -0.006626-0.000525504j 0.0216452+0.0151822j 0.0219905-0.00439091j -0.00261063-0.00374323j -0.0044001-0.000248273j -0.017685+0.00671057j -0.0290986-0.00147008j -0.0201429+0.013719j 0.0199623+0.00350207j -0.00718307+0.00584295j 0.00656122-0.00158067j -0.0234918-0.0101599j 0.000147611-0.000152051j -0.000106388+0.00359285j -0.0147484+6.37522e-05j -0.00649003+0.00350235j 0.0214754+3.40509e-06j -0.00484761+0.00507437j 0.00821237-0.0148497j 0.00580405+0.00423114j 0.0160412+0.00805931j -0.00143046-0.00754758j -0.023985-0.0109439j 0.0273702+0.00546626j 0.0389151+0.0147062j -0.0171366+0.0124699j 0.0333721-0.010254j -0.00534896+0.0360047j 0.0229989+0.0181842j -0.010132+0.00261616j -0.0299706+0.00774522j 0.0119133+0.0236979j -0.0142638+0.000228496j 0.00598314-0.0274202j -0.00974485-0.00630282j 0.0112622-0.00851092j 0.00588325-0.0214744j 0.00293442+0.0155362j -0.0111759+0.00218614j 0.00670593-0.0575396j -0.00320259+0.002143j -0.0030779-0.0241648j -0.00426987-0.00403544j 0.0109817-0.0475246j -0.0167218-0.0168771j -5.20709e-05-0.0065578j 0.00369266-0.000766331j 0.0108309+0.0106642j -0.00829824+0.00650974j -0.0119587+0.00191979j -0.00095212+0.00470837j 
0.19168+0.00312407j 0.0357659-0.00248395j 0.206258+0.00644225j 0.142906+0.00179205j 0.0678515+0.000719763j 0.0902415+0.00290566j 0.142237+0.00287099j -0.372195-0.00217046j 0.380084+0.00130091j 0.315926-0.00140461j 0.191279-0.00137387j 0.519856-0.00228453j 0.260234+0.000526556j -0.0622996-0.000215651j 0.049361+0.00119916j 0.0869645-0.000218138j 0.00484536-0.00220628j -0.0352844+0.00803574j -0.0174507+0.00100164j -0.0070279-0.00179763j 0.0135522+0.000266692j -0.0059189-0.00827074j -0.00420076-0.00426514j 0.000431311+0.00057101j 0.00526872-0.00312011j 1.8936e-05+0.000266826j 0.0046696+0.00521567j -0.000627605+0.00187641j -0.0220616-0.00898243j -0.0214354-0.00431586j 0.0133974+0.00327382j 0.0431696-0.00063084j 0.00256687+6.30126e-05j -0.0276727+0.00638693j 0.00888539+0.00308907j -0.00565221-0.00167102j 0.00531555-0.00135128j 0.0206593-0.00225195j -0.0108989-0.00339011j 0.0186329+0.0109366j 0.0278309-0.00154137j 0.0306492-0.00626724j -0.0258856-0.00518957j 0.0207944+0.00356385j 0.0178623-0.00337156j 0.0038453+6.70739e-05j 0.0279414-0.00769603j 0.0155185-0.00653752j 0.0043135-0.00185829j 0.00187626-0.00450685j 0.0158168-0.00608212j -0.00326652+0.00426356j 0.00665669+0.0111529j -0.0099126-0.00337561j 0.00179859+0.0109787j -0.0130635-0.00501485j -0.00970933-0.00188912j 0.0145169-0.00571571j -0.0144232-0.00309359j -0.00285843+0.00914214j 0.00476718+0.000249878j -0.00707078-0.0101683j 0.00955014-0.0107065j 0.0024499-0.00780941j 0.00259381+0.00849403j 0.00389787+0.00643239j 0.0298476+0.00800483j -0.00505179-0.0104341j -0.0180618-0.0121808j 0.0244246-0.0100686j 0.0179744+0.0246944j 0.00143363-0.0129778j 0.00200305-0.00914681j 0.0425915-0.00423112j -0.00768792-0.0109304j 0.00732769+0.00449479j -0.0118025+0.00482434j 0.00967671-0.0238956j 0.0158809-0.03453j -0.00805976+0.00614068j -0.00428726+0.0343886j -0.00501368+0.0349985j -0.00673957-0.0356669j -0.00294412-0.0433496j 0.00391002+0.012283j -0.00743962-0.00155262j 0.0199118+0.00218112j 0.00093946+0.0225629j -0.0123095-0.00957873j -0.00182506+0.00882974j -0.00877924+0.000966302j 0.024852+0.00147322j 0.00222663+0.0212737j 0.00823767+0.00704024j 0.00927401-0.00455147j 
-0.00355547-2.01131e-05j -0.030995-1.32572e-05j 0.0213504+0.00239348j 0.145318+3.46349e-05j 0.0340925-7.50771e-08j -0.105925+0.00116583j 0.294227-0.000344091j -0.457756-0.000362431j -0.718634+0.00049424j -0.0989249-0.000244565j 0.0751683+0.000862394j 0.165961-0.000560612j -0.0985712+0.000332437j 0.115574+0.000321764j -0.106657-0.00259925j -0.00264079+0.00131965j 0.0115058+0.00011263j -0.0106334+0.00337884j -0.0258327+0.00117726j -0.0155637-0.000588069j 0.00665383-0.00157506j 0.00758465-0.000468044j 0.00304876+0.000356043j 0.0136991-0.00204065j 0.0112513-0.00225605j 0.0101852+0.00473705j 0.0145567+0.000924518j 0.00773227+0.00100448j -0.0239818-0.00428944j 0.0115686+0.00706816j -0.0152351-0.00160239j 0.00594886+0.00290951j 0.00884729-0.00235873j -0.00333473+0.00407476j 0.000215508+0.00279052j -0.00289758+0.00423187j -0.00129086+0.00317192j -0.00155534-0.000267422j -0.00343479+0.000625869j -0.00466097+0.0031785j -0.00909687+0.00220434j 0.00581039-0.000822249j -0.00843064-0.00704475j 0.019838-0.0041436j 0.0167775-0.00249202j 0.00871307+0.00346217j 0.0182148-0.00244588j 0.00148657-0.0061655j 0.0101953+0.00383124j -0.009326+0.000123107j -0.00293794-0.00438776j 0.0108326+0.0109002j 0.0107348+0.00187617j -0.00672868+0.00958371j -0.0110224-0.0167667j 0.00647299+0.0233078j -0.0153726-0.00422079j -0.0368807-0.00692509j -0.0101646+0.00505155j 0.00879001-0.0162322j -0.0124239+0.0244439j 0.0395201-0.00703281j 0.000259313+0.00384536j -0.0359827+0.00433153j -0.0187028-0.0157564j 0.0183809+0.0106087j -0.0153272-0.0124846j -0.00100246+0.0334717j 0.0337497+0.00648041j -0.0160935+0.0177058j -0.00205274+0.00104014j -0.00433983+0.0258036j -0.0290406-0.00443207j -0.00706063+0.0145925j 0.00719389+0.0288753j -0.0107617-0.00840966j -0.00603962-0.021822j -0.00074847+0.00152072j 0.00506264+0.00605384j -0.00829074+0.0155215j -0.0120074+0.0348939j 0.0127744-0.0425989j 0.00756397-0.013435j -0.00467839+0.00283169j -0.000197708+0.00250434j -0.00832156-0.00406864j 0.000579828+0.0067071j 4.30995e-05-0.00114923j -0.0094498+0.0115195j 0.00607297-0.0058455j 0.00249384+0.00819385j 0.0109388-0.000572779j 0.000710907+0.00430389j -0.00387747-0.00164798j -0.00758095+0.0016207j 
-0.157692-0.00227706j -0.0867703+0.00256894j -0.148944-0.000494097j 0.0636503-0.000298586j -0.217829-0.0028659j -0.581342-0.00170217j 0.0446698-0.00191573j -0.317854-0.000827221j 0.431724-0.00133001j -0.257058+0.00370256j 0.208813+0.000976033j -0.0674646-0.000612366j -0.164098-0.00253921j 0.193792+0.000519902j -0.1035-0.00354158j -0.0715507+0.00114886j 0.0142255+0.00170425j 0.0140439-0.00230725j -0.0215406+0.00040638j -0.0169132+0.000730805j 0.0216398-0.00399118j -0.0090605+0.00321205j 0.0128013+0.00357957j 0.00385286-0.00153629j -0.00599708+0.00418569j 0.0248674+0.00645257j -0.0179057-0.00534594j 0.0151868-0.00107081j 0.0062405+0.00228906j -0.000231599+0.00290463j 0.0124483-0.00745537j -0.00942776+0.00923503j 0.0074973-6.13715e-05j 0.00274188-0.000614406j 0.00280169-0.00198144j -0.00296138+0.00669373j -0.0012491+0.0032826j -0.0152743+0.00260683j 0.00173849+0.0041056j -0.0202835-0.00373838j -0.0308487+0.00345559j -0.0157031+0.00489248j 0.00435379-0.00457405j 0.00934641-0.0102318j -0.0133122+0.00657129j 0.035776+0.0208834j 0.00558383-0.000980973j -0.00922823+0.00381004j -0.00176882+0.00602451j -0.021546+0.0068878j -0.024325+0.00153301j -0.0240209+0.0284542j 0.0362279+0.00751729j 0.00166163+0.0141239j 0.00597418+0.00073352j -0.017051-0.00734654j 0.0138189+0.0231009j -0.00709124+0.0248246j -0.0280392+0.00987072j -0.0355965-0.0061323j 0.0210838+0.00704503j -0.00734732+0.0168713j -0.0125613-0.0106868j -0.00200438+0.016329j -0.0150048+0.022289j -0.0284117+0.0047993j 0.0283551+0.00861416j -0.00660014-0.0154652j -0.00661976+0.0116619j 0.00930651+0.00207367j 0.00438271+0.0149644j -0.000130191-0.017057j 0.0124492-0.00777946j 0.00923674-0.000114363j -0.00417035+0.00232071j -0.0132052+0.0280332j -0.00824293+0.0273032j 0.00267644-0.0246009j 0.00189071-0.00700759j 0.0120093+0.00835564j 0.00410494+0.0023923j 0.0115794+0.0040359j 0.000828909-0.00853256j 0.00844568+0.00175178j -0.00379913-0.000332568j -9.89514e-06-0.00716761j -0.0176459+0.00144417j 0.00762249-0.00884231j -0.0103483+0.00230028j 0.00705431-0.0149429j 0.0101342+0.00447217j -0.00242441+0.00574909j -0.00481837-0.00735799j -0.0138838-0.0055485j -0.0124196+0.00698531j 
0.0952177+0.000508596j -0.0351069-0.00207164j 0.00593974+0.000405009j -0.129679-0.0014086j -0.0268216+0.000287005j 0.148261+0.00196945j -0.708728-0.000477331j -0.533243-0.000930098j -0.0678757+0.000490001j -0.191574-0.000473493j -0.068233+0.00028671j -0.10403-0.00261937j 0.146561+0.000683035j 0.020591+0.00164259j 0.119428+0.00120287j 0.0366805-0.000212883j 0.0192705-0.00164636j 0.00122367+0.00130097j 0.0129029-0.00219937j 0.0128258-0.00404161j 0.0075011+0.00252627j -0.012638-0.00156043j 0.0153753+0.000175707j 0.0172725-0.00531132j 0.00608616-0.000981268j -0.0104221-0.00457527j -0.00955264+0.00200221j -0.01804-0.00423821j -0.00695435-0.00156212j 0.00947522-0.000111097j 0.004545+0.00237471j 0.00343378-0.000409448j -0.00192902-0.000706661j -0.00542857+0.00258948j 0.00263615-0.00215802j 0.000102268+0.000755665j 0.00211798-0.00431997j 0.00570607-0.00247906j -0.00758654-0.00177878j -0.00585972+0.00321062j 0.0187804-1.97941e-05j 0.00618265-2.88776e-05j -0.00168834+0.00294185j -0.00887003+0.00298025j -0.00413163+0.000376866j 4.66735e-05-0.00325386j 0.000222205-0.00523099j 2.31765e-05+0.000939888j 0.00373728-0.018033j 0.00610681-0.0129392j 0.0203464+0.0252702j 0.0143989+0.00288718j 0.0164581+0.0137636j -0.00238864-0.0321269j 0.0373743+0.0125568j 0.00870893+0.00558261j -0.0336851+0.0210424j 0.0239115-0.0213634j 0.0442957+0.0168496j -0.0524863-0.00330007j -0.00204776+0.0255937j 0.0052734+0.0165932j -0.0261115+0.00129156j -0.0367024+0.0196613j 0.016492+0.0240178j -0.0320024+0.0158102j 0.0044271-0.000895928j 0.0155822-0.0179008j 0.0241936+0.0148153j -0.0138247-0.0104216j 0.0157491-0.00961438j -0.00412174+0.0404403j -0.000303367+0.0142942j -0.00439923+0.00203683j -0.00305869+0.00796483j -0.00550997+0.00665764j 0.00497042-0.015501j 0.00516504-0.0261791j -0.00296485+0.0192391j 0.00649972-0.0155267j 0.00225093-0.00899518j -0.0031676+0.00172937j -0.00501179-0.0050084j -0.00257562+0.00768674j 0.000363151-0.00140718j -0.00193587+0.00209722j 0.00622941-0.00868122j -0.00056828+0.013095j 0.00167247-0.00331879j -0.00813289+0.000547715j 0.000983431-0.0097673j 0.00305341+0.00116244j -0.00325593+0.00403139j -0.00367673+0.00541568j 0.0101784+0.00195867j 
