0.0411317+0.0251027j -0.131929-0.101133j -0.013278-0.144901j 0.00313192-0.0249453j 0.0326885-0.0434738j -0.0268502-0.0631858j -0.0101702+0.0421325j -0.00974053+0.0274085j 0.0105462-0.0417409j 0.0484277-0.0246861j -0.0198121-0.036742j -0.0293529+0.0294656j -0.00965628-0.000660802j -0.000196533-0.0356042j 0.00194382-0.00997387j -0.0107922+0.0398079j -0.0519362+0.00371424j 0.0427755+0.00116329j 0.0460934+0.029236j -0.00464696-0.0340984j 0.0652838-0.0125061j 0.0292073-0.0456121j -0.0505745-0.0234117j -0.00657816-0.0154972j -0.147487+0.00534165j 0.0866818+0.23383j 0.162903-0.081387j 0.11198-0.0107521j -0.112456+0.0144513j -0.0204583-0.0867582j -0.0368719-0.0665807j 0.0208454+0.0445473j 0.0404707-0.0358519j -0.0396729-0.0157203j 0.0148121+0.0516943j 0.0322788-0.0112605j -0.00265704-0.0311394j 0.0154485+0.0173933j -0.0126641+0.017468j 0.00700772+0.0151947j -0.0236792-0.0284254j -0.00094474-0.00556599j 0.0179226-0.00494774j -0.0277118-0.00880621j 0.0190825+0.0107876j 0.00130408-0.0176745j 0.012799+0.00216772j -0.0127103+0.0034494j 0.0055523-0.00179635j 0.00339971+0.0248591j 0.00095174+0.013879j 0.0214051+0.00174232j 0.0172116+0.0183994j -0.0260795-0.027722j -0.0295465-0.00891877j -0.0210773+0.0024899j -0.00457504+0.00197628j -0.0335252-0.0329052j 0.0338275+0.0409858j 0.0212839+0.0120412j 0.00964816+0.013754j 0.0398819-0.0128901j -0.0126079-0.0559533j 0.0413284-0.0727516j -0.10282-0.026962j 0.308146+0.0611051j 0.00574197-0.250762j -0.00051866+0.00326267j -0.13773+0.129192j 
-0.00852641+0.0182274j 0.0110009-0.00736895j -0.0164624-0.0220647j -0.0416491-0.000719465j -0.0173339-0.0279982j -0.0127442-0.00151329j -0.0371103-0.0108827j -0.00936647-0.00949626j -0.0184682+0.0219303j 0.0225679-0.0395687j -0.0164126-0.0242662j -0.0301447-0.0222259j 0.0175647-0.00325628j 0.0175359+0.0113035j 0.0027555+0.00848219j 0.00784944-0.01816j -0.0160967+0.00730212j -0.00966644+0.000511059j -0.00895349-0.0062837j -0.0158917-0.000839236j -0.0115782-0.0260341j 0.00947032+0.0197337j 0.000579984+0.0040259j 0.00188294-0.00888733j -0.0129119+0.00625042j -0.00962683+0.00269962j 0.00587858+1.08353e-05j -0.00155061+0.00238614j -0.0008867+0.00364888j -0.00284161+0.0070131j -0.00164851-0.00632604j 0.0469782+0.0263904j 0.068196-0.0385373j -0.0359533-0.0204594j 0.00556421+0.0763672j -0.121463+0.0345158j 0.0191242+0.0734037j 0.115396+0.0177014j 0.112047-0.105913j -0.114931-0.038384j -0.242227+0.0310704j 0.0430108-0.0671774j 0.157367-0.145223j -0.0451777+0.0799179j 0.0256108-0.0192582j 0.271128+0.106677j 0.0363795+0.182124j -0.0802326+0.107337j -0.0304782+0.139786j -0.0217593+0.0214996j -0.112818+0.0327131j -0.17412+0.106893j -0.075453+0.0387258j -0.155065+0.0953455j -0.0684137+0.0575795j 0.166979-0.0166894j 0.0823816-0.0716022j 0.0227971+0.0701119j 0.114401+0.061078j 0.0298551-0.160057j -0.0183588-0.0777876j 0.0662978-0.01371j 0.0780359+0.0764779j -0.0424258-0.0638458j 0.0166869-0.0271006j 0.0599952+0.0726759j -0.0368244+0.015997j -0.0127206-0.0165331j 0.00704982-0.0253495j 
-0.0144016+0.00713867j 0.0135004+0.0199702j -0.0193471+0.0163197j -0.0173043-0.0180476j -0.0161207-0.0196315j -0.0125024+0.0125749j -0.0292504-0.00302403j 0.0387136+0.0262392j 0.0197724+0.000258234j -0.00590517+0.0225261j -0.0150476-0.0200183j -0.0106163-0.00734202j 0.0258506-0.00781793j -0.0199566+0.0117826j -0.019784+0.00159044j -0.00480221+0.0304982j 0.00755145-0.0228326j -0.010272-0.00707104j 0.000430664+0.0110552j 0.0201188-0.00452741j -0.000829065-0.00844409j -0.00660074+0.00720016j -0.0103903-0.00722858j -0.00125976-0.00611207j 0.00277151-0.00100044j -0.00451084+0.00245521j 0.00432078-0.00168942j -0.0104217+0.0114218j -0.000921923-0.00280208j -0.0160606-0.000828299j 0.0127697+0.0276121j 0.00901994-0.000251275j 0.0233799+0.0190175j -0.0425409-0.00844224j 0.0186401+0.0412059j -0.0742085+0.0247409j -0.0918493+0.010903j 0.0755692+0.00619169j 0.0932001+0.0820914j -0.0463336+0.0245688j 0.119146-0.0418741j -0.108866-0.0560714j 0.0528785+0.0951095j -0.125278-0.00427476j 0.192527-0.164977j -0.208361-0.225085j 0.0150696-0.174618j 0.154389-0.00470109j -0.127561+0.0685906j -0.0641396+0.0624494j 0.090779+0.0142921j 0.0282215-0.0580482j 0.0229822-0.0167178j -0.0704256-0.0226874j -0.0284064-0.0592612j -0.0310106+0.107114j 0.0135498-0.064302j 0.0996262+0.126692j -0.00987755+0.00786531j -0.0565554-0.0563067j 0.076824-0.0707186j 0.0123682+0.0176605j -0.0286124+0.0307484j 0.00227653-0.0355154j -0.037016-0.00472891j 0.00586098+0.0504283j 0.0448425+0.0132808j 0.00983712-0.038364j -0.0103871+0.0102901j 
0.00749214+0.0109479j 0.0304989+0.0457412j 0.0312169+0.0158263j -0.000724332-0.0369242j 0.0156969-0.00280322j -0.0333864-0.0250954j 0.0218773-0.00966413j 0.00055949-0.00200157j 0.0124495-0.0187228j -0.0110368-0.0245765j 0.0197293-0.0117031j -0.023904+0.0151925j 0.0439223-0.00639788j -0.00233884-0.0194835j -5.0335e-06+0.00632893j -0.00786349-0.0200734j -0.0288847+0.00216512j -0.0164194+0.000465204j -0.0169229-0.0176139j 0.000659086+0.0204471j 0.00111492+0.0135914j 0.0104769-0.012889j 0.0130225-0.00424172j 0.00335801-3.20386e-05j 0.00035527+0.000338923j -0.00112177-0.0015741j -0.00761847-0.017126j 0.00533275+0.0134732j -0.011498+0.00678674j -0.0154403-0.0261303j 0.0159538+0.0564049j -0.0778923-0.0390474j 0.00863513+0.0584415j -0.0278389+0.043662j 0.0296674+0.034135j 0.0890175-0.0621585j -0.0362024-0.0974409j -0.0404596+0.140246j 0.0762018+0.00252774j 0.010111+0.00809557j 0.130856-0.0166274j 0.268736-0.124549j 0.158287+0.0586455j 0.0165693+0.0586882j 0.164653-0.0718921j 0.0835936-0.053201j -0.0676828+0.098824j -0.106214+0.0682145j 0.0987247+0.00509788j 0.0181206+0.195542j 0.0135574-0.217685j 0.0127555+0.049739j 0.0261835+0.185838j -0.108691+0.100474j 0.0226966+0.00245986j 0.0926409-0.2096j -0.0503606+0.0328453j -0.0150026+0.0069208j -0.0448627-0.0720607j -0.0427301-0.00645967j 0.0439398+0.0369449j 0.0296607+0.0312584j -0.0461555-0.0286145j 0.0128405-0.0212368j -0.0613727-0.0117548j 0.0053811-0.0565932j 0.058354+0.0328328j -0.00414876-0.0244688j -0.0272312+0.042615j 
0.0163881-0.0212337j 0.00630617+0.00674248j -0.0203769+0.00546438j -0.0397569+0.0155894j -0.0187971-0.0203111j -0.0136252+0.00517333j 0.00727825-0.00721562j -0.00653061+0.0288232j 0.0368662-0.0174337j 0.0291888-0.0293209j -0.0184279-0.011896j 0.00384658+0.0185205j 0.0117024-0.00026108j -0.00121407+0.00880985j -0.0120815+0.0107519j -0.00299773+0.00838369j -0.0102436-0.00772988j -0.000568151+0.0249179j -0.00200685+0.00101325j -0.00244842-0.0176923j 0.00513785-0.0039441j -0.00707701+0.00592598j 0.00526197+0.00207128j 0.00724022-0.000660922j -0.00287076-0.00319099j 0.00325039-0.00310538j 0.00214961-0.00607514j 0.00113548-0.00709251j 0.00523785-0.0117085j 0.00881808-0.0112591j 0.0330257+0.00626742j 0.0337308+0.0246455j 0.0756028+0.014682j -0.00779386-0.0416022j 0.0718125-0.0310466j 0.0903965-0.0481717j 0.125062-0.163372j -0.18581-0.100298j 0.0622001-0.0859407j 0.0809271-0.102699j 0.0325652-0.113574j -0.0876761+0.0191474j 0.0147991-0.0334032j 0.0612654-0.128906j 0.0400169-0.0962716j 0.0795453+0.0452019j 0.0165617+0.012924j -0.0728332+0.00553939j -0.0410877+0.000363933j 0.106417+0.153318j 0.140908+0.0347216j -0.00660611+0.0908314j -0.0401364-0.105594j -0.0133302-0.0369937j -0.176797+0.0227017j 0.0325773-0.00496897j 0.102365+0.110891j -0.0467087-0.077286j -0.0256452+0.0372155j 0.0270416+0.0329586j -0.0740251-0.0852423j 0.0826211+0.0667289j 0.0136606-0.0688104j 0.01656-0.0716067j 0.0265678-0.0600367j 0.0352107-0.0121927j -0.050724+0.0528779j -0.0283179+0.0109888j 0.00528542+0.0249314j 
-0.0174342-0.0334194j 0.0196518-0.0307763j -0.0681868+0.0325201j 0.00927966+0.0262141j 0.0111484-0.0190248j -0.0029001-0.0268961j 0.0137109-0.00266871j -0.00165984+0.00366901j -0.00572293+0.00809856j -0.00820716-0.000298016j 0.0147995-0.000553473j -0.0198073-0.00423442j 0.00445781+0.00125061j -0.00401293-0.00477969j 0.00250702-0.014257j -0.00148001-0.00806859j -0.00783738+0.00576878j 0.00503292-0.0125328j -0.00838666-0.00573065j -0.000487976+0.000212079j 0.00369732+0.00560853j -0.00242321-0.00252006j -0.00418567-0.00431923j -0.000955313+0.00277131j -0.00562772-0.00791063j -0.0117456-0.00185897j 0.0104967+0.00626294j -0.0181956-0.0015485j 0.00715702-0.0170304j -0.0288642-0.0274773j 0.00819484-0.0383863j 0.109245-0.0168174j -0.0649413-0.063715j 0.0545108-0.0433285j 0.00140427+0.10727j 0.0267782+0.100732j 0.0280138-0.000421872j 0.0895116-0.0991081j 0.0508296-0.0215939j 0.122939+0.0308865j -0.0513859+0.0318795j 0.022652-0.129579j 0.124601-0.143421j 0.0468377+0.0191275j -0.0208521-0.0529539j -0.0659808+0.0963292j -0.0302115+0.0083502j 0.0854184-0.0892792j -0.0451321-0.300138j 0.105682-0.0391136j -0.18848-0.176819j 0.0729936-0.137679j 0.0156389-0.106495j 0.0804752+0.0179374j 0.00610916-0.0172331j -0.0157166-0.0872118j -0.0907315+0.0543075j -0.0634165+0.0838567j -0.0310073+0.0423327j 0.0444696+0.0415445j -0.00520515+0.0432375j 0.0424328-0.0653382j 0.045294-0.0131067j 0.00140085+0.0201215j 0.0348917-0.0478365j 0.0296802+0.138656j -0.0505447-0.0181626j 0.0189738+0.015856j 0.0162928+0.0345417j 
-0.0217275-0.0442845j -0.00589704-0.0298896j 0.0156408+0.0310472j 0.0697684+0.0243113j -0.0198025+0.0177935j 0.0448686+0.054837j -0.00784955+0.0421706j -0.00887317-0.000297844j 0.0152894-0.000901818j -0.00211504+0.00159401j 0.000965247-0.0245202j 0.037141-0.0312669j -0.00431529-0.00618281j -0.0089648+0.0149439j 0.0103001+0.00576511j -0.0200953+0.00609498j -0.0303955+0.00834745j -0.00453154+0.00202446j -0.00727306-0.010732j -0.00389486+0.00796267j 0.00649807+0.000227252j 0.00532592+0.0135803j 0.00227963+0.00616216j -0.00392534+0.0038606j 0.00452228+0.00726513j -0.0153179-0.0078144j -5.42001e-05+0.000228643j 0.00411917-0.0013958j -0.00918658+0.000651029j -0.0183692-0.0449071j -0.0348059-0.0648901j -0.0309475-0.0752706j -0.136256-0.0512797j -0.109395-0.00318147j -0.116511-0.176337j -0.0269603+0.0524328j -0.00142655+0.039365j -0.0487768+0.0999103j 0.0604255+0.00627815j 0.0525185-0.11117j 0.00258735+0.0353458j 0.0709206+0.00434797j 0.01723+0.116918j -0.0656703-0.188728j -0.0806405-0.0396546j 0.0933921+0.0998665j -0.0045683-0.00280204j -0.00337396+0.153898j -0.05039+0.011394j 0.0653445-0.0236831j -0.0124881-0.209952j -0.00280706+0.0349878j -0.0383583+0.0901314j -0.0386634-0.0101781j 0.0948058+0.0484621j -0.0290808-0.0414463j -0.0260043+0.0243941j 0.0525021-0.0553936j -0.0637458+0.0181604j 0.118083+0.0158414j 0.037814+0.0322372j -0.000413919-0.0344026j 0.0551333+0.0339091j -0.0390774+0.0853673j 0.088186+0.0269882j -0.0273065+0.033446j -0.0536252-0.0923054j 0.0160029+0.0601288j 0.0207874+0.00670725j 
0.00877517+0.0457611j -0.0214554-0.00906518j -0.00163182-0.00137609j -0.0381411+0.0297471j 0.00238168+0.00552115j 0.0190056+0.0146281j 0.0124392+0.00231082j 0.0179609+0.0327096j 0.024629+0.00119956j -0.00473177-0.00729663j 0.0254732-0.00180268j 0.0189496+0.0112307j 0.00643691+0.00887441j 0.000981924+0.00540754j -0.0125412-0.0104638j -0.00387731+0.00116699j -0.00462752+0.0105483j 0.0102989+0.00553472j -0.0116064-0.00183173j -0.00100203-0.00194287j 0.00503445-0.00458268j -0.00265366+0.00304794j -0.00144879-0.00995935j 0.00160954+0.00601248j 0.000641361-0.00712793j 0.0183062-0.00429911j 0.00791652+0.011147j 0.000114378-0.000601022j 0.00893672+0.00209617j 0.0268889+0.0637597j -0.0217188-0.00127533j 0.0443418+0.0290155j 0.127005-0.0851485j 0.09979-0.0244685j -0.0877216-0.129632j -0.112143+0.0379904j -0.0284091-0.0246416j -0.0704612+0.115677j 0.0335148+0.0794161j -0.00728598-0.192321j 0.0119424+0.093556j 0.0856804-0.0952302j 0.0600615+0.0446012j -0.0977516+0.0661459j -0.104155-0.0653956j -0.133198+0.016295j 0.0356109+0.0174332j 0.0388985-0.191405j -0.174969-0.0266571j -0.114008-0.0597361j -0.0920931+0.0774257j 0.0445004-0.177703j 0.00522551+0.0531736j 0.0318748+0.105018j 0.105243-0.0307336j -0.0581877+0.041253j -0.0983426-0.000620557j 0.140202-0.0585537j -0.0591994-0.0189689j -0.0406433+0.00377221j -0.0648772-0.0517691j -0.140161+0.0125226j -0.0734392-0.0837762j 0.0555309+0.0383735j -0.040891-0.028344j -0.0211833-0.0873732j -0.0249409+0.0492925j -0.0159331+0.00110597j -0.0243874-0.0167031j 
0.0130984+0.050299j 0.0688567+0.00196704j -0.0386158-0.0698046j -0.0129027-0.0199329j 0.0509788+0.0333781j 0.0154035-0.01932j 0.0073936+0.0321992j -0.0030957-0.0130102j -0.00722872-0.0170597j 0.00883666-0.0131694j -0.0273126-0.0119571j 0.0302929-0.00831628j 0.0132993-0.00119522j -0.00436781-0.0064497j 0.0188867+0.00756169j -0.00708144+0.00136207j 0.0106239-0.00643796j -0.00180087+0.00546275j -0.0167388+0.0208312j -0.0102273+0.0121665j -0.0108952+0.0210278j 0.00452358+0.00241892j 0.0094952-0.00496625j 0.00110957+0.00661149j -0.00789497+0.0126035j -0.00323485+0.0249191j -0.0125432-0.0164489j 0.0321891+0.00226491j -0.00357586+0.032555j -0.0145716+0.0256115j 0.0754068+0.0291531j 0.0344995+0.095802j -0.0383474+0.0847481j 0.0754334+0.127051j -0.128176-0.0676804j -0.0495948+0.213272j 0.0696558-0.0322358j -0.0217695+0.0405854j -0.0614889-0.0432985j -0.00355324-0.017753j -0.141018-0.017131j -0.128394+0.0383195j -0.00869134+0.00247173j 0.00525543+0.107327j -0.0765685-0.0473741j -0.084985-0.195309j 0.00769326+0.0286807j 0.0306794+0.0508512j -0.112396+0.0571131j -0.119814+0.00267569j 0.135135-0.0290684j -0.024584+0.0610532j -0.0125087+0.00361681j -0.0297238-0.0105959j -0.12924-0.0402776j -0.0447537-0.0683688j 0.0340248-0.0374302j -0.0556347-0.0303399j 0.0611911+0.0548925j 0.0749382-0.007764j 0.0510908-0.00870107j 0.0706509+0.0350014j -0.0407011-0.0256444j -0.0569016-0.0782215j 0.016391+0.0532091j 0.00293169+0.0339685j 0.0758353+0.0978917j -0.0225299-0.0503991j 0.0410116-0.0674623j 
-0.00364646+0.00882374j 0.0236239+0.0158429j 0.00960645-0.00901708j 0.00611417-0.0214254j 0.00717786+0.0053528j -0.000632492+0.00330704j -0.021462+0.0257075j -0.00480842-0.00126156j -0.0228963+0.0125475j 0.0332822+0.0398386j 0.00565298-0.0353195j -0.0089721+0.0220024j 0.00969247+0.00375272j -0.00990857+0.00844773j -0.0168664-0.0140809j 0.00786651+0.00389339j 0.0219164+0.00220012j 0.00312046+0.00804715j -0.0149906-0.00827744j 0.0112437+0.00326134j 0.00543664+0.00202916j 0.00342074+0.00428282j -0.00475774+0.000520571j 0.0050038+0.00551112j -0.00879449+0.00764114j -0.00669864+0.00419474j 0.00264626-0.00635013j 0.0149479-0.00285711j 0.00161118+0.00429743j 0.00801679-0.0195584j 0.0122682+0.0133178j -0.00703477+0.0351799j -0.0425061+0.0839304j -0.0444044+0.0414847j -0.0298451-0.10216j -0.0427424+0.100569j 0.031398-0.0284592j 0.10878-0.0768084j 0.183994+0.0220795j 0.138776+0.00398329j 0.136488-0.0189946j -0.236467-0.0699293j 0.0781062+0.105677j 0.0510552-0.182053j 0.17287-0.121436j 0.0551086-0.0887551j -0.0894874-0.0755879j -0.157912-0.107278j -0.0352073-0.0123906j 0.0986626+0.0199508j -0.0324866+0.0864129j 0.0199646-0.167388j -0.190907+0.072821j 0.0544044+0.0449518j 0.050142-0.0679725j 0.0109666-0.0357963j 0.0163641-0.0561093j 0.0150952+0.0385481j -0.0825264-0.0512651j 0.0885896-0.0164722j 0.0651003-0.0246637j 0.0179778+0.0245173j 0.00982744+0.00127208j -0.00584935+0.0121932j 0.00670231+0.0327205j -0.0147198+0.00330465j 0.0194182-0.0127419j -0.00349146+0.0208178j 0.00369912-0.00818353j 
-0.0133297-0.00190986j -0.00248744+0.0358615j -0.0370481+0.0293426j -0.00291975-0.0127555j 0.00214568-0.0307031j -0.00865828+0.0365836j -0.0435396-0.022699j -0.00535455+0.018815j 0.00772912+0.019909j 0.00520208-0.00989052j 0.00308989-0.00375691j -0.0141493-0.0174726j -0.0025112+0.00203058j 0.00513907+0.00285001j 0.00241991-0.000778345j -0.0012556-0.000804721j -0.0048595+0.00299738j 0.00815797-0.0086211j 0.00740663-0.00872185j 0.0139082+0.000353599j -0.000174505-0.00333238j 0.0185892+0.00805855j 0.00584598-0.0054235j -0.00232275+0.00691752j 0.00990645-0.00335623j -0.00544324-0.00716176j 0.00700684-0.0046393j -0.0117731+0.0215084j -0.0133037-0.00867802j -0.00186531+0.00965239j 0.0129646+0.0135863j 0.0819704-0.0326883j 0.0402305-0.0429241j -0.113749-0.137642j 0.116118-0.231546j -0.272744-0.116161j 0.189764+0.0597165j 0.0841778-0.11926j 0.107912+0.108105j -0.0330804+0.139819j -0.0301535+0.0120636j 0.0154406+0.00919492j -0.0250484+0.0687904j 0.0531664-0.0198273j 0.0341949+0.013868j 0.0013853+0.120978j -0.00524587-0.0779605j 0.00841843+0.129055j 0.0607301+0.0286022j -0.0153406+0.0983326j 0.0156917+0.0334431j 0.0331599+0.040719j 0.0693417-0.0139949j 0.0441218+0.00719365j 0.0580833-0.0443978j 0.00851653+0.0276019j -0.00704722-0.02957j 0.0567288+0.0276382j -0.0354193-0.019735j 0.00998394+0.0196407j -0.00413249-0.0272817j 0.071214-0.0305711j -0.0103453-0.0631486j 0.0947255+0.00832712j 0.0606305-0.0218691j -0.0106096+0.00870043j -0.0324102+0.00798995j 0.00223818-0.0376885j -0.0102778+0.0397617j 
0.00806526+0.0557463j 0.0378948+0.0136033j 0.0100551-0.0125865j -0.0122917-0.0262332j 0.0203196+0.0194344j 0.0190111+0.0478934j -0.0254062+0.0230678j -0.0124493-0.00746581j -0.00668843-0.00502107j -0.00664398+0.0148278j 0.0126346+0.0207381j 0.00163255+0.000320054j -0.0157897+0.00825868j -0.00160917+0.00631533j 0.0121745-0.00605682j -0.00803592-0.00165749j -0.0101015+0.00243339j -0.00681538+0.0132441j -0.000187897-0.0175012j -0.0117193+0.00628454j 0.0100515+0.00661409j -0.0085054-0.00494101j 0.0125763-0.0146631j -0.00522519+0.0109095j 0.000521387-0.000249545j 0.0050162+0.000409183j 0.00166932-0.00990187j 0.0153307+0.0150549j -0.0066798+0.0101619j -0.00319014+0.0283876j 0.0160914+0.0259581j -0.0150104+0.0530808j 0.0153948+0.018524j 0.0582247+0.169287j -0.178795-0.133378j -0.0251341+0.18135j 0.148191-0.0116662j 0.0156034+0.0142352j -0.0295454+0.048202j 0.120862+0.0761765j -0.0954667+0.067169j 0.0910327-0.0367693j -0.00597752+0.160546j 0.201445+0.0471551j -0.111884+0.0752198j 0.00203059+0.115248j -0.0591504+0.1645j 0.104269-0.0723618j 0.0785053-0.00582369j -0.11865+0.0345923j -0.0141922-0.0690755j 0.00616939+0.0675343j 0.03952+0.0202106j -0.0387226-0.0374114j -0.0831366+0.059368j 0.0328768-0.00597385j -0.075083+0.00875764j -0.0146904-0.00324354j -0.0152454-0.0436379j 0.0210484-0.0271942j 0.025287-0.0169953j -0.0531332+0.00624644j -0.100597-0.0912157j -0.0363343+0.0141414j -0.00167438-0.024629j 0.0149107-0.0165156j 0.00464757+0.0544063j -0.0263305-0.0348718j 0.00762457+0.0119786j 
0.0271505+0.0391428j -0.00215409-0.0400069j 0.0658155+0.0595008j 0.0492118-0.0254039j 0.073481+0.0187752j -0.00760661-0.00966969j 0.00994459+0.0224827j 0.0211431-0.0285803j 0.00367274+0.015216j 0.00300066+0.0147817j -0.017254-0.0130442j 0.0092769+0.0176427j 0.0127229-0.0164089j -0.0158136+0.0011548j -0.00366919+0.0204701j -0.00206646-0.00788981j -0.0108077-0.0207149j 0.00430409+0.0031612j -0.0058514-0.011752j -0.00417737-4.55171e-05j 0.00839143-0.00516933j -0.00419389-0.00487823j 0.00371543-0.0175844j -0.00166847+0.00744122j -0.0181622+0.00365118j 0.0154161-0.0030056j 0.00699152+0.00556606j 0.0223856-0.00369377j 0.00209632+0.0231739j 0.0193489+0.0546609j -0.00113714-0.0337635j -0.138393-0.130044j -0.0316979+0.0622988j 0.256809-0.0229532j -0.00246806+0.098513j 0.0845822+0.122423j 0.0156011+0.218312j 0.172162-0.0577971j 0.069007-0.0307282j -0.0688125+0.00121577j 0.184123-0.0865433j -0.208949-0.0223183j -0.0467982-0.102153j 0.164489-0.0568228j 0.0440616-0.0813469j -0.0828105-0.0926981j -0.0211484-0.107272j -0.0639918+0.0263473j -0.0129385+0.112529j 0.0293912-0.0459736j 0.0666513-0.0815785j -0.0560508+0.0625487j 0.0223847+0.0102711j -0.0965533-0.0376859j -0.0215326+0.104956j 0.0795979-0.101373j -0.0675316+0.00385239j 0.0605137+0.0271538j -0.0455581-0.000493576j -0.0100351-0.00717299j 0.0129817-0.0234394j -0.00839984-0.0689261j -0.0350405-0.0558265j -0.0548038+0.0413582j 0.061436-0.0359282j -0.0432635-0.0463445j -0.0487833+0.0288347j -0.0174394-0.00945452j -0.00312186-0.0320047j 
0.000744269-0.00941465j 0.0232823-0.0499227j 0.0759661-0.0337997j -0.0191216-0.0457065j 0.0180707-0.0378232j -0.029959+0.00468908j -0.0354743+0.0211573j 0.00436-0.0178052j -0.0122128-0.0127174j -0.0158199+0.0104812j 0.0190876-0.01081j 0.0104657-0.0108955j 0.00551967+0.00559165j -0.00376583-0.00516457j 0.00261443-0.00472813j 0.00127646+0.00395999j -0.00660818-0.00517255j 0.00268937+0.0115456j -0.00425406-0.00752445j -0.00496009+0.00333327j -0.00747637+0.00868626j -0.00183832-0.00599651j 0.000292161-0.00170639j 0.000260339+0.000302131j -0.00775362+0.00418069j -0.0103577+0.00501628j -0.00206484+0.00371908j 0.0142656-0.016363j 0.0106124+0.0216345j -0.0141788+0.00286051j 0.0100519-0.0345985j -0.21914+0.0963578j 0.0310907+0.203498j 0.104514-0.214453j 0.187005-0.0631568j -0.154269+0.110083j -0.0790318+0.0762642j -0.0181077+0.0606718j -0.017636+0.127895j 0.00797149-0.14328j -0.0148619+0.14204j 0.0984105+0.135622j -0.00834318-0.0295962j 0.114318+0.19948j 0.0211091+0.080025j 0.0672052-0.0601621j -0.0509312+0.0537599j -0.0528388+0.0303629j -0.0407201+0.0201277j 0.16076+0.0013691j -0.0653022+0.00176897j 0.0341511+0.0370677j 0.0121355+0.0416567j -0.0883634+0.0102546j -0.0685544-0.00367577j 0.00900954-0.0705716j 0.0174727+0.0107883j -0.0969372-0.0159733j -0.105849-0.0215713j 0.0181719+0.0513302j -0.0377321+0.0315722j -0.000113202-0.022082j -0.0327946-0.0140708j -0.0265474-0.000249815j -0.0440202+0.00450126j -0.0147716-0.00916055j 0.0605408+0.0906285j 0.0118813+0.0633909j 0.0190209-0.0579145j 
-0.119805-0.0527134j 0.0232991+0.0839551j 0.0275764-0.0137941j -0.025537-0.00895051j 0.00687854+0.000147971j 0.014961-0.00741665j 0.0191104-0.0164184j 0.0142395-0.0136287j 0.0153012+0.00715684j 0.00210439+0.00870348j 0.0192725+0.0102592j 0.0130968+0.00306057j 0.00172229+0.00242044j 0.0140557+0.00656103j -0.00941072+0.0109598j -0.00570462-0.0050406j -0.000505207+0.00567062j -0.00416866-0.000761163j -0.00135446+0.00026401j 0.010282+0.00337051j 0.000351072-0.00221733j 0.0059325-0.00017961j 0.00283894+0.00733829j 0.00257253+0.00621897j 0.0198199-5.49345e-05j -0.0206841-0.0114422j -0.00693326-0.00495417j -0.0191727+0.00710183j -0.0137764-0.0121481j -0.131324-0.0688798j -0.0189539+0.0578091j -0.0474006+0.108595j 0.148673-0.0427207j 0.0876392-0.0301634j -0.0690421+0.0586029j -0.0479426+0.0545468j 0.00866162+0.0703867j 0.0752281-0.0420388j -0.0521828+0.0484576j 0.121797-0.12022j -0.00909632+0.0729923j -0.176812+0.0649264j 0.0603649+0.195682j -0.0492778-0.160788j -0.0444812+0.0063453j -0.00762055-0.0197128j 0.0585912-0.0320632j 0.0152215-0.00748075j 0.0887816+0.0727678j 0.0508741+0.0716001j 0.0684177+0.00190169j 0.0590441+0.124548j 0.0647357+0.0451548j 0.0489472+0.000197127j -0.0512938-0.0775914j -0.029547-0.0225174j 0.0119265-0.0256006j -0.0202142-0.0138334j -0.0740758+0.0287551j 0.0341385-0.0597679j -0.012523+0.0102055j 0.00111779+0.0649854j 0.0157296+0.0590494j 0.0195403+0.0530886j -0.0269296+0.046958j 0.0306403-0.0354134j 0.00585194-0.0712176j 0.0264889+0.0776752j 0.0085326+0.0706525j 
