-0.0108285+0.00337094j -0.000806837+0.00301271j 0.00332732-0.00340285j -0.0156454+0.00390581j -0.00532453+0.00367938j 0.00897284-0.00366487j 0.0107881+0.000787192j 0.00388022-0.00365228j -0.0077817+0.00101039j -0.00563295+0.00128137j -0.00963605+0.00124897j -0.000512511-0.00461802j 0.00739756+0.00073883j -0.00449879+0.00293367j 0.00252716+0.000197532j -0.0045644+0.0032189j 0.000905449+0.000943197j -0.00323964+0.000644078j 0.00591663+3.68858e-05j -0.00332963+0.00334657j -0.000696043+0.00155081j 0.00708439+0.00118825j 0.00928523-0.00656986j -0.0106793+0.00311064j 0.00844058-0.00468499j 0.00180415-0.00768117j -0.0128979-0.0050485j 0.00752187-0.00142995j -0.00157183-0.000563844j 0.0168547-0.00345047j -0.00632498+0.00302633j 0.00479685+0.00337971j 0.0109047-0.00509855j -0.00205111-0.000267365j 0.00467511+0.000949847j -0.00531046+0.00405138j -0.00104445+0.00255367j -0.00564646+0.000375952j 0.00665691+0.00423638j -0.00792456+0.00199785j -0.00897333-0.00605178j -0.0039219+0.00104201j -0.0130033-0.00511488j 0.00214071-0.00131081j 0.00433397+0.00678474j -0.00403696-0.00279386j -0.000234031+0.00494776j 0.00595573-0.00477838j -0.00170267-0.00810249j 0.0167905+0.010007j -0.00614035-0.00932863j 0.0118072+0.00613203j 
-0.000426362+0.00319324j 0.000373046-0.00233837j -0.000823869-0.00466659j -0.00202547+0.00986353j -0.00510897+0.00621875j -0.00512481+0.00336813j -0.000360213+0.00426486j 7.58593e-06-0.00790171j 0.00439177-0.0122902j 0.000190383+0.013397j 0.000603523+0.00134979j 0.00133867+0.00415974j 0.0115907-0.0128998j -0.00157242-0.00447866j -0.00787329-0.00150091j -0.00459321+0.0142372j -0.00444857-0.000198834j 0.00650529-0.00762775j 0.00544381+0.00510921j -0.00223429-0.00218235j -0.00268551-0.00561462j 0.000421402+0.00097822j 0.00624112-0.00607582j 0.0099124-0.0117068j 0.000238326+0.00128979j -0.000269969+0.00373119j 0.00515273-0.00779244j 0.00332461-0.0124831j -0.00286462-0.00273015j -0.00470344+0.00557745j -0.00750461+0.00394153j -0.00601283+2.09753e-05j 0.00487989-0.000939703j -0.00190566+0.00012971j 0.00155732+0.00292275j 0.00515171-0.00194134j -0.00188689+0.00543926j 0.00185947-0.000334141j -0.000778563-0.000762449j 0.00346017-0.0036975j -0.000310753-0.000723266j 0.00750251-0.00282937j -0.000845241+0.000263729j -0.00225933+0.00499993j 0.00417275-0.00462904j -0.00216754-0.00268163j 0.00442786-0.000634473j 0.0023508+0.000660793j -0.000774738-0.000387863j -0.00301604+0.000865696j 0.00188803-0.00244692j 0.000762642-0.000637034j 
-0.0014679+0.00168285j -0.000578033-0.00068748j 0.000513815+0.00176114j -0.000458261-0.00180148j 0.000810819+0.000904771j 0.00532996-0.00227569j 0.000866866-0.00108867j 0.00108363-0.00137958j -0.00195292-0.00245448j -0.00220991+0.00504762j 0.000957059-0.0043151j -0.00672138+0.00707487j -0.00273137-0.000983434j 0.00856406+0.0101915j 0.00879352-0.00147896j 0.00863347+0.0023111j -0.022576-0.00511814j -0.0148465-0.0160315j -0.0116694-0.010904j 0.00519149-0.000410422j 0.00499955-0.00514341j 0.00669725+0.00523277j 0.00582867-9.07223e-06j 0.0028011-0.00101598j 0.00089735-0.00981623j 0.0107184-0.000453742j 0.00508139+0.00405077j 0.0241672+0.0106359j 0.00520668+0.00499941j 0.00725173-0.00061514j -0.00132241+0.000301884j 0.00859349+0.00766352j 0.000653999-0.00592478j -0.00290851+4.86302e-05j 0.00781193+0.00518584j 0.00475312-0.00129768j -0.00387025-0.00395319j 0.00482718+0.00326095j 0.00035275-0.00110319j -0.00500365-0.00187967j 0.00289002+0.00161409j 0.0014876-0.00338071j -0.00159303-0.00123556j 0.00107686+0.00131139j 0.00148731+0.00567183j 0.00324993+0.00381537j -0.000349888-0.00052918j -0.00315181-0.00246489j -0.000182642+7.11106e-05j 0.00184421-0.000806001j 0.00235764+0.00151847j -0.000779717-0.000845631j 
-0.000779424+0.000484041j 0.00137082-0.00139411j -0.00191766+0.000162182j -0.00109647+0.00126301j -0.00205259+0.00154988j -0.00144738-0.00327962j -0.0013116+0.00223933j -0.00182528-0.00104154j -0.000906792-0.00169388j 0.00426261+0.00202436j 0.00311698-0.000784771j -0.00580853+0.00731023j 0.0161561+0.00125545j 0.0087887+0.0007063j -0.0173341-0.00592396j 0.00103739-0.00249632j 0.0146551+0.0044599j 0.00672305+0.00141348j 0.0116379+0.00203033j 0.00590164-0.00215137j -0.0118582-0.0030374j -0.0149746-0.00398882j -0.0163315-0.00251282j -0.00905549-0.00199271j 0.022904+0.00213164j -0.0105961+0.00569718j 0.016398+0.00737394j -0.004419-0.0162576j 0.0191186+0.0039973j -0.00254971-0.00208319j -0.0105799-0.00203629j -0.00332778-0.000997118j 0.00271781-0.00072345j -0.0122282-0.00325506j -0.00159508+0.000702795j -0.00460519-0.00261886j -0.00376334-0.00571831j -0.00211363+0.00360064j -0.000763759+0.00022832j -0.00159454-0.000337712j 0.00326157+0.000623282j -0.0025947-0.00290092j -0.000966699-0.000110332j 0.00445375+0.00465977j 0.00144205-0.00142587j 0.0036931+0.000483959j 0.00235207+0.00120504j -0.00280605+0.00161259j 0.0014939+0.00137677j 0.000844962+0.00163078j 0.00129169-0.000761647j 0.00226763+0.001761j 
-0.000983723+0.00222474j 0.000821698+0.00017627j -0.00237949+0.000798571j -0.00239761-0.00123909j 0.00267529+0.00331395j 0.00470987-0.00484937j 0.00483487+0.00371674j -0.0024536-0.00175849j 0.000703673-0.00425842j -0.00426104+0.00942049j -0.0124522-0.0131585j -0.000330214+0.0044494j 0.0010489-0.00169403j -0.00507001+0.0169513j 0.00599171-0.00679503j -0.0252889-0.00276138j 0.00449472+0.000469181j 0.0084225-0.00566342j -0.00433498-0.0144943j -0.00583934-0.00279573j -0.00150209+0.0011123j -0.00538482-0.00427788j 0.00260423+0.000976847j 0.0001226-0.00370494j 0.00368319-0.00479044j -0.00510016+0.00968619j -0.00217886+0.0104935j 0.008207+0.00398029j -0.00606306-0.0011096j -0.00705245+0.00276413j 0.00796914+0.00339985j -0.00725796-0.000918434j 0.00300372+0.00735364j 0.00216931+0.00667481j -0.00898694-0.00448353j -0.00370619-0.00032501j 0.00750494-0.00147524j -0.00610722-0.00785139j 0.00352835+0.00083748j 0.00202501+0.00078652j -0.000650748-0.00148961j -0.000699996-0.0054818j -0.000438453-0.00193752j -0.00441539-0.00825655j -0.00424234-0.00222801j 0.000804799+0.00308718j -0.0016523-0.00314329j -0.0032865-0.000306624j 0.00340416+0.00359978j 0.00199436+0.00227422j 0.000536194+0.000122083j -0.000462278+0.000261981j 
-0.000880677+0.000128505j 0.000634721-9.45587e-05j -0.0025173-0.00509473j -0.0034856+0.00628595j -0.000837641+0.00623135j 0.00413532+0.010678j 0.00327566+0.00935406j -0.000727722-0.000690868j 0.00671736-0.00263035j -0.00235627-0.00627466j -0.0137158+0.016232j 0.00380284-0.00764119j 0.0116689-0.00122743j 0.0185185-0.0183445j 0.004111+0.00997186j 0.00604166+0.00370561j 0.00315411-0.0133218j -0.00769447+0.0162351j -0.00992949-0.00123437j -0.00391952-0.00683598j 0.00422522+0.00694834j 0.000926859-0.0109976j 0.0045452+0.0038852j -0.00160947+0.0114671j -0.0114559-0.000385433j -0.00249978+0.013353j 0.019842+0.00230641j 0.01192+0.0127408j 0.00493289-0.00336296j 0.00056748-0.000135773j 0.00296998+0.00175951j -3.2752e-05+0.00134381j 0.0071017-0.00200195j -0.00259881+0.00268851j -0.00145648-0.00442513j -6.91051e-05-0.0020412j -0.00195583-0.00500147j -0.00437744+0.000958799j 2.52882e-05+0.00446697j 0.000821517-0.00106231j 0.000813525+0.00227176j 0.00210427-0.00351868j -0.00328073-0.00164079j -0.00418197-0.00379587j -0.00131876-0.00223522j -0.000110081+0.00350001j 0.00106471-0.00672145j -0.00151696-0.00238663j 0.00247874+0.00208823j -0.000306995+0.00399958j 0.000737445+0.000930659j -0.000238857+0.000306005j 
-0.00199991+0.000949358j 0.000154065-0.000359838j -0.000443891+0.000522431j -0.000156236+0.00027398j -0.000736696+0.000790142j 0.000764689+0.000729907j -0.000984617-0.000233014j 0.00189937+0.00374437j 0.000995122-0.00570183j 0.00931291-0.00145895j -0.00708103+0.0100967j -0.0171776-0.00406751j -0.00555521+0.00529727j -0.00501393+0.00157623j -0.0242092-0.00873088j -0.00837131-0.00180452j 0.00706045+0.0146126j 0.00206211+0.00745882j 0.00918293+0.0107103j 0.00526008+0.000465815j -0.00798394-0.00393131j 0.0126371-0.00233473j -0.0107633-0.0108982j -0.0141527-0.00871706j 0.0118899+0.0205284j 0.0105898+0.00305683j 0.00867228+0.0111705j -0.00846775-0.0163476j 0.00206008+0.0063345j 0.0100327+0.00833461j 0.00539447-0.00108596j -0.00452067-0.00780771j 0.0102092+0.00302315j 0.0088282-0.000869914j 0.00408573+0.00404755j 0.00888788+0.00344858j -0.00455483-0.00644168j -0.002763-0.000226382j 0.00130463+0.000932595j -0.00121082-9.03918e-05j 0.00217183+0.00318463j 0.0010139+0.00115389j -0.00534346-0.00354544j -0.00140365+0.00126777j -0.00163598+0.000220627j 0.000492383+0.00137268j -0.00111133-0.00121132j -0.00210746-0.00195741j 0.000931265-0.000647273j 0.00222037+0.00105586j 0.00195786+0.00231413j -0.00116627-0.000597563j 
-0.000146708+0.00337487j -0.0029681+0.000905782j -0.0011341+0.000713053j 0.00430317-0.00444904j 0.000628772-0.00145454j -0.00603748-0.000622355j -0.00431122-0.0139033j -0.0049387-0.00298332j 0.0101468+0.0109966j -0.00419699+0.0106575j 0.00196858+0.00128072j -0.00939986+0.00343204j 0.0199471+0.00734244j 0.00143632-0.00299215j 0.00296731+0.00848723j -0.00152994+0.0112641j 0.00674753-0.00557928j -0.00447295-0.0148732j 0.00711619+0.0123934j -0.00385977+0.00472104j 0.0093068-0.0061552j 0.0039149+0.0151851j 0.00923905+0.00895471j 0.00877503+0.00614942j -0.000557961+0.00157559j -0.0151118-0.00348312j 0.0140821-0.000614139j 0.00181246+0.000451526j 0.000278602+0.00896463j 0.00351378+0.00489535j -0.00233165-0.00737407j -0.00283766-0.00108732j 0.00593338+0.00746186j 0.00204301-0.00113368j 0.000744552+0.00139244j -0.000469426-0.00169672j -0.00773534-0.00480417j -0.000384453+0.00330363j 0.00402909-0.00251563j -0.00292047-0.00536681j 9.54786e-05+0.00096636j 8.80776e-06+0.00814934j -0.00439715-0.00256845j -0.000867033+0.00494164j -0.00506228-0.00588204j -0.00184898-0.00495163j -0.00305018+0.00456224j -0.000942119+0.00137596j 0.00217152+0.00411825j 0.00216003+0.00290725j 0.000456235-0.00446321j -0.000551778-0.00112124j 
-0.00110928-0.00261398j -0.00169883-0.00670587j -0.00116623+0.00128023j 0.000343824+0.0102912j -0.00750645-0.00782065j -0.00616791-0.00825566j -0.00613211+0.00219992j 0.00363255+0.00842797j 0.0156112-0.0108307j -0.00747065-0.00405611j -0.00238805-0.0039153j 0.00539441-0.00544353j 0.00349339+0.0168117j 0.00129087+0.0103527j -8.68596e-05-0.0162146j -0.00103196-0.00402655j -0.00306911+0.00866774j -0.0057164-0.00229524j -0.000354045+0.00461236j 0.0035317+0.00058096j 6.77343e-05+0.00368498j 0.00838969+0.00085838j 0.0164077+0.00253339j 0.0072137+0.0052314j -0.004184+0.00127569j -0.00561342-0.00512746j 0.00681263+0.00676427j 0.00753722-0.000377673j -0.000301827+0.00525405j -0.00323908+0.00303009j -0.000393988-0.0033351j 0.000342433-0.00273897j 0.000683631+0.00740071j 0.00123693-0.00558618j -0.00204753+0.0111183j -0.000589005+0.00437474j -0.00306141-0.00268508j -0.00132005+0.00401727j -0.00210933+0.0032471j 0.0033333-0.00592861j -0.00326068-0.00245217j 0.00119935+0.00691394j -0.00015263-0.00214872j -0.00311767+0.000571301j 0.00580082-0.00683171j -0.000387223-0.00407948j 0.000125184+0.00309542j 0.000952767+0.000645635j 0.000220528-0.00109005j -0.00200309+7.74164e-05j 0.000364552+0.000871864j 0.00163575-0.00410707j 
0.00122953-0.0028484j 0.00108172-0.00290694j -0.00225784+0.00314901j 0.00233727+0.00322345j 0.00147213-0.00654506j -0.00200525-0.00505686j 0.00227173+0.0115223j 0.00470655-0.00155192j 0.0106885-0.00316382j 0.00678406-0.00991008j 0.00301544+0.00377688j 0.0027949+0.0153254j 0.000826116-0.00299661j -0.0130152+0.00697792j -0.00108709+0.0178311j 0.0134581+0.000421586j 0.00914861-0.00680662j 0.00464162+0.00279672j 0.018754-0.0161759j -0.00162998-0.00924086j -7.31152e-05+0.0102421j 0.00768055-0.00731607j 0.00271796+0.00346936j -0.00380167+0.00622776j 0.0121317-0.00731192j -0.00324273-3.75302e-06j 0.00465652-0.00454953j -0.0121242+0.00592396j 0.00213554-0.00303134j 0.00734681+0.000122507j 0.000429969-8.37938e-05j -0.00681784+0.00511747j 0.00476137-0.00578808j 0.00214477-0.000632328j -0.00121252+0.0021298j 0.000669107-0.000955702j -0.00800081+0.000307133j 0.000449176+0.00148292j 3.7269e-05+0.00219672j 0.00123365-0.00103376j 0.00292442+0.00128192j 0.00404531+3.17518e-05j -0.00461252+0.00132958j 0.00339379-0.00150977j -0.000696144-0.00212609j -0.00214921-0.000599786j -0.00178583-0.000284387j -0.000146782+0.00102554j -0.00099599-0.00262523j 0.000939493-7.62122e-05j -0.000560088+0.000971942j 0.0012365+0.000399237j 
-0.00136801+0.00695433j 0.000536875-0.00160455j 0.00158492-0.00437992j -0.00333518-0.00139341j 0.00296107+0.0194895j -0.00102668+0.00502473j -0.000784238-0.0156278j 0.0030846+0.0101531j -0.0073678-0.0185686j -0.0110284+9.50916e-06j 0.014237-0.0112574j 0.000260592-0.0147205j 0.00138122+0.00890109j 0.00273978+0.000863123j 0.00179327-0.0069816j -0.0117127-0.00445445j -0.00116313+0.00108496j 0.0133929-0.00752694j -0.00558197+0.00534776j -0.00462983+0.00449333j -0.00269548+0.00747342j -0.00639905-0.00390864j -0.00601468+0.0062562j 0.00129228+0.00159194j 0.00632035-0.00307193j 0.00163429+0.000308866j -0.00455876-0.00236246j -0.0089037+0.0115129j 0.0014001-0.00496222j -1.48494e-05-0.00547535j -0.00295784+0.00238048j -0.00344275+0.000568585j -0.00203746-0.0021858j -0.00359493-0.00356556j 0.00396822-0.00271202j 0.00461744-0.00258772j 0.00152254+0.00222937j 0.00290343-0.000236835j 0.00235973-0.0010769j -0.00126042+0.00439785j 0.000443789-0.00131148j 0.00268091-0.00105988j 0.0019143+0.00122925j -0.00103871+0.00137946j -0.000957956+0.0028431j 0.000886299-0.00113794j 0.00294024-0.0023859j 0.000324312+0.000260049j -0.00248648+0.000169697j 0.000285547-0.00216727j 0.00294944-0.00108525j -4.89205e-05-0.000947562j 
-0.00120588-0.00173685j -0.00383772-0.00150415j -0.000172335-0.000714814j -0.000553675+0.00298585j -0.0087295-0.00662252j 0.00688797+0.0069008j -0.00820485+0.000513838j -0.0104457-0.00576374j -0.0128455+0.00872793j -0.00727316-0.00453619j -0.00191172+0.00276552j -0.00680343+0.00294123j -0.00753406-0.00152605j 0.00589679+0.00992568j -0.00866256+0.00446565j -0.0172731+0.000871531j -0.00175628-0.011731j -0.00640231-0.0158791j -0.00264457-0.0095199j 0.0120483+0.00510683j -0.0102825-0.0096806j -0.0038755+0.00853525j -0.0101157+0.00878178j -0.0110052+0.00592456j 0.00760996-0.00814435j 0.0148006-0.000313236j 0.00424726+0.00431255j -0.00230123+0.0113779j 0.00182954+0.0033758j -0.00290151-0.00391281j 0.000299353-0.00343758j 4.42817e-05+0.000607044j -0.00097906+0.00251774j -0.00201237-0.002187j 0.00239366+0.0011045j -0.000443654-0.00135413j 0.00669574+0.00938906j -0.00527806+0.000778419j -0.00442801-0.00224122j 0.00250052-0.00713922j -0.00363419-0.00554533j -0.00394212-0.00139371j 0.00237735+0.00170823j -0.000259379+0.00162949j 0.00312276-0.00104889j 0.00111903+0.00138336j 0.00143998+0.00369147j -0.000592556-0.0021858j 0.00126332+0.00414403j -0.00194112+0.0017201j 0.000206904-0.000750876j 0.00018905-0.0027132j 
0.00389969+0.00136834j -0.000614532-0.00028936j 0.000753868-0.00137259j 0.000438318+0.000933592j 0.00343397+0.00279579j -0.0135631-0.00287202j 0.0030027-0.00642787j -0.00544046+0.000711183j -0.00261046-4.9741e-05j 0.0196586+0.0033106j -0.0186742-0.00127068j 0.0230205+0.00220359j -0.0012731+0.00174393j 0.0265891+0.00747141j -0.00316526+0.00366056j 0.0127728+0.0207014j 0.00738913+0.00505068j -0.0215254-0.00534242j -0.0122741-0.00166064j -0.00889068-0.00375104j -0.00273996+0.0107144j 0.00513698+0.00126974j -0.00020353-0.00132239j -0.0104526-0.00134538j -0.0117167-0.0156994j -0.0091277+0.000124179j 0.0038659+0.00542422j -0.00937344-0.00626062j 0.000914782+0.00176548j 0.00438415+0.00456759j 0.00130546+0.000926192j 0.00203377+0.00779984j 0.00342885-0.00111101j 0.00204574+0.00120711j 0.000795411+5.71751e-05j -0.00177279-0.00126899j -0.000161697-0.0043254j -0.00383025+0.000169716j -0.000545237-0.000851231j -0.00194893-2.26453e-05j -3.85856e-05+0.00200579j -0.00388109-0.00247648j -0.00131128-0.00051823j -0.00112505+0.000817527j -0.00207442-0.00259644j -0.000290836-0.00161522j 0.000232609-0.000690619j 0.000848754+0.00290903j 0.000658114-0.000303008j -0.000760971-0.000341474j -0.00128345-0.00375914j 0.000604839+0.000727185j 
-0.00307592-0.00137126j 0.00263697+0.00359858j 0.00600266+0.00286237j -0.00153098-0.00610292j 0.00467058-0.00228353j -0.00061451-0.0056947j 0.010924+0.00629643j 0.0171142-0.00275666j -0.00971952+0.0139452j -0.00857392-0.00309925j -0.00257215+6.78576e-05j -0.00785386+0.00173212j 0.000674383+0.0124291j 0.00333221-0.00342542j -0.00750252+0.00939634j -0.0058078+0.002261j 0.00842542+0.00261836j 0.014637+0.00526755j -0.00612731+0.00200112j -0.000151396-0.00539215j 0.0122996+0.0102418j -0.0120766-0.00338708j -0.00522247+0.00745264j 0.00387026+0.00881702j 0.000904272-0.0012621j 0.00109283-0.0127713j -0.00132226+0.00847325j 0.00144111+0.00378356j -0.00413952-0.00292691j -0.00427995-0.000227356j 0.00337031-5.83382e-05j 0.00187237-0.00115969j -0.00531543-0.000684355j 0.000405679-0.00143419j 0.00103452+0.000293881j 0.00365385+0.00078311j 0.00122617-0.00897698j 0.00312538-0.0010329j 0.00256792+0.00197393j 0.00307532+0.00732215j -2.10808e-05+0.00137621j -0.0026966+0.0017735j 0.00390253-0.00232703j -0.00193298-0.00487189j 0.00277246+0.00685996j 0.00316148+0.000575398j -0.00145037-0.00273115j 0.000684969+0.000646571j -0.00370758-0.00390054j -0.000681996-0.00384544j 0.00241729+0.00527015j -0.000764732+0.00267679j 
-0.00147366-0.000544701j 2.76516e-05+0.00545384j 0.0108727+0.00315656j -0.0090385-0.00947049j -0.0103093-0.009805j -0.0134627+0.00511468j -0.0158766+0.00760819j 0.0120969+0.00532799j 0.00651512-0.00262329j -0.00229877-0.0026326j -0.00970758-0.00727951j -0.00125775+0.00607122j 0.0124747+0.00721578j 0.0144316+0.00922038j -0.0120104-0.0081512j -0.0154955-0.00541387j 0.0124424+0.00400792j -0.00837937+0.0104249j 0.0018885-0.00690773j 0.0103746+0.0010355j -0.00300456-0.00408341j 0.0115063-0.00449932j 0.00277793-0.00308592j 0.00236854-0.00256845j -0.000260358-0.00334225j -0.0102491+0.00384571j 0.0021298+0.00493253j -0.00475211+0.00216127j 0.00852693-3.14737e-05j -0.000518311-0.00596593j -0.00620963-0.00075005j -0.00248343-0.00691395j 0.00385541+0.00286997j -0.00175818-0.00622744j 0.00614691-0.00104186j 0.00295312+0.00303368j -0.00184644+0.00293739j 0.00429682-0.0014529j -0.00237577-0.000203479j -0.00150359+0.0060409j -0.00266765-0.00148036j 0.00807898+0.00805615j 0.000782129+0.00184618j 0.0025467-0.00465579j 1.33493e-05+0.00708011j -0.00400737-0.00185162j 0.00754725+0.00829299j 0.00449196+0.00241322j -0.00177002-0.00226553j -0.000654327-0.00770539j -0.0010096+0.00336145j -0.00302642+0.000560362j 
-0.000606508+0.000829333j 0.0033751-0.00230568j 0.000542718+0.000930019j -0.00786425-0.00644279j -0.00449363+0.00944017j 0.00457488-0.00414488j -0.00628208+0.000263952j -0.0142321+0.0105108j 0.0223172+0.0126305j 0.000618212-0.00873419j 0.0144638+0.00115491j 0.0065623+0.00194256j -0.0124306+0.00655797j -0.00791099-0.00390021j 0.0172721-0.00315254j 0.00414811-0.00723039j -0.0110841+0.00184882j -0.00205531+0.00870244j -0.00218245+0.00393387j 0.00221987-0.000991199j -0.0125208-0.00141207j 0.00918872+0.00144228j -0.000938309+0.00901812j -0.000563539+0.00670017j -0.0011039+0.00440761j -0.000814413-0.00645237j -0.00297177+0.00129126j -0.000226403+0.00299164j 0.00149459+0.00101354j 0.000108219-0.00346725j -0.00235806-0.00172511j 0.00159878-0.004225j -0.000440137+0.00230257j 0.00392853-0.000302215j -0.00519276-0.00229344j -0.00258319+0.000510008j 0.00436834-0.00257182j -0.00220283+0.00173621j -0.00275166-0.000543868j -0.00250423+0.00229148j 0.00108146-0.00195741j -0.00128477+0.0051581j 0.00024583-0.000167456j 0.00119741-0.00116098j 0.00140422+0.0027305j 0.00294578-0.00118502j 0.00193502+0.00242287j -0.00225497+0.000264484j 0.00240651+0.00154734j 0.00236426+0.000383294j -0.000833299+0.000642391j 0.00145708+0.000409369j 
-0.000718285+0.0140535j 0.00124774-0.00609247j 0.00895566+0.0137625j 0.00154895-0.000856482j -0.00278094+0.0148004j -0.0170876+0.0137642j 0.0163501+0.0223463j -0.00752935-0.00562105j 0.00765961-0.00281536j 0.00134952-0.00962135j 0.0103462-0.000398323j 0.0113935+0.0086245j -0.00221727-0.00160599j 0.0023624+0.00860438j 0.00524733+0.00390205j -0.00232189-0.00318223j -0.000945192-0.00401441j 0.00680102-0.00356461j -0.0114636-0.00674672j -0.00682766-0.00495152j 0.000222914-0.000608876j -0.0052669+0.00221818j -0.000259332-0.00202961j 0.00422444-0.00389785j -0.0010281-0.00410067j -0.00193223-0.00349893j 0.000946625-0.00229221j -0.00173814-0.00455618j -0.00144797+0.00110762j -0.0017335+0.0055623j -0.000788462-0.000306945j -0.00140823+0.0040566j -0.00301308+0.000746568j 0.000355774-0.000967645j 0.00250184+0.00117841j 0.0026347-6.15234e-05j -4.63571e-05-0.00103207j 0.00140574-0.00176222j 0.00343555-0.000635692j -0.00120899+0.000824626j -0.00195411+0.000766346j 0.00231125-0.00394661j 0.00052484+0.00061305j -0.00378097-0.00116291j -0.00166873+0.0014599j 0.00073947-0.00231009j 0.0019659-0.00104473j -0.000937239+0.00244486j -0.0019636+0.00186806j 0.00133493-0.00256475j 0.00435169-0.00130029j 0.000938579-0.00322179j 
0.000932294-0.00755479j -0.00150478-0.01434j 0.002583-0.00051531j -0.0111138-0.0156864j -0.00451929+0.0181485j -0.00921475-0.0228704j -0.0159344-0.00403224j 0.00679782-0.00903172j -0.00506142+0.0197646j 0.000798898+0.00452881j -0.00502427-0.0103414j 0.00797817+0.000565549j 0.00172621+0.000213329j 0.000995639+0.0023072j 0.0016312-0.0059803j -0.00155731+0.00433071j 0.00368741+0.00222916j 0.000434849-0.00781861j 0.00109777-0.000842332j 0.00184341-0.00225442j 0.00187769-0.000110289j 0.00134282-0.000318175j 0.00357634-0.00109017j 0.00190808-0.00678269j 0.000111712-0.00363411j -0.00569607+0.00350821j -0.00125101+0.00753099j -3.06918e-05-0.000150785j -0.000251003+0.00135325j -0.00075655+0.000766949j 0.00116754+0.000186935j -0.0025603+0.00187814j 0.0014143-0.000891908j 0.00150789-5.86244e-05j -0.00189593+0.00419792j -0.000245629+0.00112677j -0.00496514-0.00120149j -0.000344836-0.00304784j 0.000111802-0.00228789j 0.0027326+0.00280352j 0.00162403-0.00472931j 0.0020191+0.00236014j -0.0014064-0.00191609j -0.0020923-0.00109041j 0.0025921+0.00136304j 0.00109601-0.00346687j -0.0014613+0.0042182j 0.000753625-0.000118054j -0.00337047+0.00177645j -0.0018425+0.000250603j 0.000502309+0.00404936j 0.002743-0.000844991j 
0.00406449+0.00363024j 0.000756329-0.000930635j -0.00454181+0.00152723j -0.00122806+0.00196272j 0.00708246+0.0115308j 0.0113166-0.00525155j -0.0118964+0.0172306j 0.0063924+0.00425902j -0.00666398+0.00659659j 0.000249277+0.00990457j 0.0043934-0.0087775j -0.0121912+0.0112434j 0.00458016-0.00373771j -0.00823533-0.00448404j -0.0057163+0.00370544j -0.00717576+0.0153308j -0.0040466+0.00253124j 0.0004944+0.0028293j 0.00908594+0.0012435j 0.00660451-0.0085524j -0.00729566+0.00840058j 0.00201249-0.00356154j 0.00417931+0.00445458j 0.00341717-0.000216753j 0.00583663-0.00254042j 0.00467827-0.00764793j -0.00354386-0.00342444j 0.00871457+0.000715023j -0.00164548-0.00570078j -0.00677443+0.000829141j -0.00139726+0.0036931j -0.0057528+0.001487j 0.00188275-0.00156866j -0.00271548+0.00325672j -0.00439058-0.00515783j -0.00145825-0.00258613j 0.00671118-0.00371798j 0.00112642+0.000407747j -0.000383693+0.0018092j -0.000445274+0.00281274j -0.00144015+0.00232822j 0.00271688-0.00248685j 0.00147427-0.00086631j 0.00338755-0.00024715j 0.00122004+0.000682006j 0.000686115+0.000945697j 0.00231533-0.00507998j -0.00281632-0.000676108j 0.00346148+0.000115157j 0.000941507+0.000893923j -0.000545602-0.000928039j -0.00181877+0.000374645j 
-0.00512848-0.00601019j 0.00289253+0.00796101j 0.00434837-0.00764056j -0.00146885-0.00148957j -0.00584251-0.0116348j 0.00862417-0.014512j 0.0256752-0.0141079j 0.000466232-0.000453745j 0.0144663-0.00433213j -0.00824357+0.012474j 0.00100381-0.00406773j 0.00850677+0.0112788j -0.00504846+0.0032971j -0.00532441+0.0139955j 0.0111664+0.00160749j -0.00304064+0.0037645j -0.00391831+0.00476962j 0.0108221-0.00671645j -0.00454774-0.00777306j -0.00501239-0.00620157j 0.000534369-1.91693e-05j -0.00146567+0.000789191j 0.002081+0.000103216j 0.00480152-0.00144012j 0.00415814-0.00545417j -0.00583826-0.00607554j -0.00379646+0.00304052j 0.00155915-0.00698635j -0.0010336+0.00108218j -0.000136496+0.0028338j -0.000661755+0.000862104j -0.000911527-0.000606899j -0.000471035+0.00122485j 0.00129228+8.61627e-05j -0.00087058+0.00319772j 0.000260902+0.00119616j -0.000960562-0.00455479j 0.000887023-0.00072567j 0.00141378+0.00215809j 0.000318129+7.88042e-05j 0.000245901+0.00186755j -0.000479779+0.00151208j 0.00115717-0.00219586j -0.00189071-0.00306926j 0.00197768+0.000365476j 0.00120512+0.00181817j -0.000480311+0.000185757j 2.99645e-05+0.000465394j -0.000698134-0.0044367j 0.000312744-0.00105024j 0.00207964+0.00325752j -0.000473897+0.00470813j 
