0.0139444-0.00723836j 0.00480034+0.0036391j 0.0111524-0.00676581j -0.0107344+0.000452979j -0.00118673+0.00368639j -0.00151223+0.00295414j 0.0104238-0.00155941j 0.00130363-0.00485463j -0.00342719-0.00169379j 0.00230522-0.00254368j -0.00209622+0.000381824j -0.0012402+0.00170612j -0.00571979+0.000709688j 0.0004381+0.000204096j 0.00265643-0.0023148j 0.00384505+0.00101563j 0.000360751-0.00214483j 0.00255152+0.000733317j 0.00196332-0.00307252j -0.00952113+0.00185718j 0.00826182-0.00387577j -0.00323588-0.00213076j 0.000565739-0.00106156j 0.00331342-0.00119804j -0.000599571-0.00273514j -0.00260072+0.000339855j -0.00360363+0.00469133j -0.00909904+0.00552249j 0.00220189-0.00309984j 0.0026872+0.00129227j 0.00312921-0.00274537j -0.00471753+0.000418565j -0.00260764+0.00156904j 0.00145071+0.00165547j -0.00821092+0.00218249j -0.00495211-3.32635e-05j 0.00309525-0.00217184j -0.00160188+0.000465292j 0.01317-0.0056286j -0.0103659+0.00261629j 0.00655411-0.00388128j -0.00470121+0.000661347j 0.005102-0.00148919j 0.00502644-0.00334555j -0.00916719+0.00183258j 0.00772375+0.00210957j 0.00344648+0.00512878j 0.00315159+0.00277595j 0.00265134+0.00355767j -0.0111525+0.00289964j -0.00644452+0.00184554j -0.00136665+0.0048268j -0.00819155-0.00109748j -0.00230454-0.000558214j 0.00467091-0.00564527j 0.00786826+0.00704281j -0.000615842-0.00704941j -0.00206261+0.00232304j -0.00600066-0.00334973j -0.00424286+0.00310002j -0.00678596-0.0106969j 0.000936068-0.00603569j 0.00745028-0.000684405j 0.00149699-0.00953471j -0.000109928-0.003484j 0.000374957+0.0046582j -0.00933288-0.0124932j 0.00922952-0.00289829j 0.00885745+0.0188458j 0.0154195+0.00329421j 
0.00161689+0.00328139j 0.000670877-0.000623993j -0.00138636-0.000139407j 0.000387935+0.00384676j 6.94583e-05-0.00159634j 0.00158357-0.00239513j -0.0019672-0.00084878j -0.0030133-0.000395623j 0.00385336-0.00107458j 0.00051884+0.00376348j 0.00505735+0.000672413j 0.00576442+0.00301607j 0.00344797-0.00601233j -0.00735046+0.0016344j -0.00339855+0.00222298j -0.00122497+0.00109714j 0.00445972-0.00903674j 0.000822598+0.00681053j 0.00423504+7.80719e-06j -0.00975299-0.00779584j -0.00229514-0.00445642j -0.00290544-0.000746419j 0.00202791+0.00682052j 0.0108964+0.00765798j 0.000465193-0.00761888j 0.0125156-0.000428928j -0.00527193-0.00303693j -0.00921841-0.00471931j -0.00684377-0.000943303j -0.00577619+0.00632056j -0.00404576-0.00380101j 0.000595208+0.022278j 0.00779006-0.00103107j 0.0146971+0.0113248j 0.00934854+0.00497359j 0.000555159+0.000974628j -0.00660754-0.00611031j 0.00331809-0.0104631j 0.00384061+0.00810848j 0.00642572+0.0106592j -0.00422871+0.00620163j 0.00268091+0.00854932j 0.00376867+0.0110026j -0.000728239+0.00317099j -0.00994695-0.00604139j -0.0029411+0.00287585j -0.00648406-0.000390033j 0.00802961+0.00833788j -0.00164567-0.000102999j 0.00160584+0.000486248j 0.00209795+0.000131987j -0.0042162-0.00186944j -0.00292328-0.00937852j 0.00161312-0.00476112j 0.00226583+0.00352768j 0.000161236+0.00386736j 0.00331954+0.00306526j -0.00558999+0.00165025j 0.00178707+0.0022037j -0.00422911-0.00331564j -0.00396788+0.00280323j -0.0041383-0.000966081j 0.00111418+0.00019976j 0.00142374-0.00435105j -0.00103257-0.00272279j 0.000166785+0.0008049j 0.000415572-0.00292441j 0.00107354-0.00282846j 0.0016603-0.00179293j -0.000780065+0.00177083j 
0.000541619-0.00129512j 0.000915732+0.00162003j 0.000270026+0.000584611j -0.000344159-0.00120426j 0.000517884-0.00343912j 0.000996587+0.00420741j 0.000562186-7.1023e-05j 0.000137762-0.000785021j 0.000281787-0.00298263j 0.00262048+0.00782419j 0.000924505+0.00252098j 0.0030093+0.0013434j -0.00110059-0.0011839j -0.00376758-0.00115228j 0.00422526-0.00269159j 0.00144737+0.00831688j 0.00654987+0.0156529j -0.000809757+0.00131055j -0.000408453-0.0114328j -0.00788298+0.00490741j -0.00160257-0.00542529j -0.00316168-0.00188971j 0.000495026-0.00765001j 0.00164615+0.00482581j -0.00901422+0.0177384j 0.00232065+0.00371509j -0.00368266+0.00891341j -0.000572769+0.00227971j -0.0100082+0.012661j 0.000891968-0.00912893j 0.000161739-0.00390911j 0.0121488-0.0163928j 0.00792956-0.0151898j 0.00606525-0.00553973j 0.00190034+0.00418671j 0.000441048-0.00554329j -0.01051+0.0143011j -0.00944024+0.0144734j 0.00803234-0.0004939j 0.00342407+0.00846772j 0.00110298-0.00674781j 0.00191175-0.00394179j 0.00501316-0.000685975j 0.000672331+0.00531056j 0.00335138-0.00850354j 0.00103266-0.00408489j -0.00445632-0.000953977j 0.00326268+0.00359058j -0.00272172+0.000427009j 0.00671677-0.00479645j -0.000229826+0.00668829j 0.00185821-0.00611748j 0.000935218-0.00494404j -0.00596518+0.00549657j 0.00484209-0.00376469j -0.000239869+0.00736163j 0.000695944-8.78565e-05j -0.000739081+0.00330798j 0.00189872-2.88754e-05j 0.00199538-0.00558611j -0.00415104+0.00437644j -0.000435474-0.00294428j -0.000484026+0.00083426j 0.00143245-0.000921262j 0.000423003-0.00107825j -0.000683696+0.000777287j -0.00133781+0.000850655j -0.000114362-0.000263064j -0.00148544+0.00115679j 0.00013798+0.00106386j 
-0.00281542+0.000737731j 0.00132002+0.00284672j 0.000803954-0.00104771j -0.00596469-0.00318616j 0.00276184+0.000430794j 0.000718642-0.00384878j 0.00271028+0.000791483j 0.000490058-0.00103883j 0.00335016+0.00369952j -0.00619925-0.0076861j -0.00278791-0.00451082j 0.00215656+0.00326772j 0.00687073-0.000667203j -0.00566618+0.00123811j -0.00639836-0.00352543j -0.00503235-0.0030428j 0.00700657+0.0130678j -0.00821654-0.00546689j 0.00921004+0.00750335j 0.00313971-0.00509433j 0.00308539+0.00299125j -0.0013973-0.00023034j -0.00579009+0.00217975j -0.0104555+0.00755918j -0.000659129-0.00417322j 0.00679835-0.00480939j -0.00872098+0.00996604j -0.00418313+0.00560018j -0.00581498-0.0194069j -0.0107993-0.0108755j 0.000249932-0.000779962j -0.00892747-0.00538136j 0.0159065+0.011345j -0.00105446+0.00168725j 0.00253561+0.00355987j 0.00257087-0.00553604j -0.000117685-0.00222879j 0.00239171+0.0113982j -0.00487863+0.00375337j -0.00617221+0.000675531j -0.00657327-0.000894148j -0.00153605+0.00278022j 4.09212e-05+0.00506602j -0.00381665-0.00171048j -0.00110193+0.00584455j 0.0017561-0.00246668j 8.77265e-05-0.00652898j 0.00232034+0.000236358j 0.00328828-0.00502697j 0.00413667+0.00243754j -0.000924389+0.0047805j -0.00556111-0.00274693j 0.0031577-0.000550332j 0.00402839+0.00302627j -0.000177205+0.00724656j -5.39872e-07-0.00479745j 0.00188069-0.00151947j -0.00234531-0.00721884j -0.00393109+0.00221504j -0.00238085+0.000106068j -0.00295048-0.0079245j -0.00284352-0.00668339j -4.74623e-06+0.000237334j 0.00258302+0.00544011j -0.00108203+0.00264392j -0.00240277-0.000372943j 0.00169185+0.0011696j 0.00105685+0.00347757j -0.000249278+0.00303489j -0.00182519+0.000723354j 
-0.00108532-0.0019465j 0.000785689+0.002583j 0.00152121+0.0013821j -0.00293186-0.00506904j 0.00204942-0.00406616j 0.00157257+0.00609825j 0.00228701+0.000411905j 0.00195532-0.00118231j 0.00262072+0.00346528j -0.00315598+0.00359425j -0.000267728+0.0133085j -0.000418005+0.000249002j -0.000415832-0.0059227j -0.00150294-0.00520524j 0.00114532-0.000981392j -0.00216854-0.00695648j -0.00193294-0.00448308j -0.00194332+0.00235126j 0.00541043+0.00681823j -0.00239466+0.025419j 0.00195017+0.00648676j -0.00553079-0.00502317j -0.000315497+0.021621j -0.00855043+0.00920789j -0.00508329-0.00869646j -0.00536337+0.00682509j -0.000344453-0.00926581j 0.000362684-0.000861854j -0.00621349+0.0047537j -0.00206203-0.00107514j 0.0072741-0.0118951j 0.00501933+4.23042e-05j 0.00648332+0.00683869j 0.000422903+0.00567776j 0.00397146-0.00733505j -0.00332771+0.0164931j -0.000297243-0.0150237j 0.00288234-0.00703594j 0.000746978+0.00388581j 0.00299941-0.00497463j 0.000345331-0.00543142j -0.00384051+0.00266894j 0.00124606+0.0011706j 0.00156335-0.00707167j 0.00525223-0.00113951j 0.00172614-0.0014455j -3.10481e-05-0.00333308j 0.00223434-0.00260975j 0.000444533-0.00197734j 0.00621062-0.00258668j 0.00165565-0.000165857j -0.00271382+0.00134007j 0.00184673+0.00218469j -0.00298316+0.00312387j 0.00594183-0.00500653j -0.00283152+0.00502877j -0.00113266+0.00219886j -0.0020623+0.00126482j -0.00161278+0.00296908j 0.00559504-0.0070865j -0.00372204-0.00283633j 0.00141385-0.00662299j -0.000972886+0.00137692j 0.00231591+0.00293965j 0.00133835-0.00128765j -0.0023187+0.00150117j -0.000979646+0.00247699j -0.000771224+0.00289681j -0.00186887+0.00238836j -0.000402548+0.000570968j 
-0.00246147-0.00289542j 0.00210962-0.00155057j -0.000354033-0.000934401j -0.00420259+0.00335086j 0.0022224+0.00728654j 0.00459699+0.00794637j 0.00283369+0.00261983j -0.00106688-0.00428022j 0.0036622-0.00540022j -3.42893e-06+2.56187e-07j 0.00435796-0.000879469j -0.00175042-0.00193996j 0.00895219+0.00931967j -0.0017656-0.00743059j -0.00655886+0.00735027j 0.00043857+0.00546238j 0.0151024-0.012101j -0.00589721-0.00692571j 0.00527824-0.003764j 0.00526105+0.00597489j -3.78981e-05+0.000331986j -0.00472128+0.0032262j -0.00306839-0.0105621j 0.00321459-0.00446156j 0.00602525+0.0133869j -0.000450308+0.00322222j 0.00489471-0.00499254j 0.00344231+1.32033e-05j -0.0053662+0.00596285j -0.013899-0.00183777j -0.00475003-0.000272881j -0.0124054-0.0125131j 0.00283188+0.00616375j -0.00228579-0.00293356j 0.00543853+0.000583273j -0.007204+0.00632931j -0.00126004+0.00718754j 0.0105539+0.0046986j -0.00163973-0.00315111j -0.00588117+0.00421429j -0.00531274-0.00570076j -0.00159323-0.00410471j -0.00207714+0.000589886j 3.52773e-05+0.000578261j -0.00176414-0.00584804j -0.00598478+0.00409699j -0.00406459-0.000516882j -0.000435935+0.00427846j -0.00368195+0.00837183j -0.00809183+0.00204067j 0.0115041-0.00412635j -0.00383689+0.000957344j -0.00011419+0.00126476j 0.00660806+0.00242107j 0.00101456+0.00106186j -0.000151068+0.00138596j 0.00104384+0.00245706j 0.00245896-0.00790299j 0.00746901-0.00802761j -0.00673118-0.00370486j -0.00191146-0.00119581j -0.00850459-0.0019355j -0.000272071+0.00142223j -0.00127967+0.00487623j 0.00183286-0.00266139j 0.000734925-0.00293245j -0.00105781+0.00122735j 0.00207315+0.000225539j 6.68793e-05+0.00350689j 0.00151686-0.00133236j 
0.000757258-0.000994077j -0.00137381-0.0017801j -0.000694145+0.000550873j 0.000113234+0.00217519j 0.00343795+0.00116864j -0.00305504+0.00317142j -0.000554858-0.00159044j -3.83716e-05-0.0019483j 0.00265781-0.00209142j -0.00535661+0.00399915j -0.00275166-0.000515226j -0.00285505+0.000929515j 0.00503912+0.0102641j 0.00546015+0.002931j 0.000366786+0.0110798j -0.00656056+0.00599608j -0.00878297-0.00129592j -0.00255095+0.00293085j 0.0119639-0.00206256j -0.0075421-0.0112796j 0.0053978-0.000560701j 0.0010206+0.00550029j 0.0081918-0.0106432j -0.00076175-0.00327569j -0.0154868+0.0017648j -0.00541682-0.0003569j -0.00402561-0.00377933j -0.00280229+0.00760287j -0.0194616-0.00754312j 0.00296401+0.00502367j 7.23675e-05+0.0138268j 0.0157327+0.00652362j 0.0129056+0.00720155j 0.00445385-0.00181953j -0.000259257+0.00115394j 0.00137401-0.0017009j -0.0160669-0.00326864j -0.00948522-0.0100063j 0.00418489-0.00237015j -0.00766761+0.0031663j 0.00614442-0.000621679j 0.00367076+7.02375e-05j 0.00688495-0.00301338j -0.00281046-0.000595908j 0.00744133+0.000395429j 0.00170556+0.00412091j -0.00114783-0.00174676j -0.00291213+0.00233089j -0.00432924+0.00257094j 0.00305427+0.00401261j -0.000315307-0.0043385j 0.0037429+0.00307289j 0.00335444+0.00106088j -0.00389532-0.00528169j 0.00563052+0.00368229j -0.00658897-0.00389965j -0.000292923+0.00126922j -0.00127895-0.00342075j 0.00275785-0.0034506j 0.00265726+0.00470999j -0.00437729-0.00203446j 0.000344188+0.000813982j 0.000394052-0.00148147j -0.000456139+0.00249329j 0.00211802-0.000623321j 0.00116053-0.00079482j -0.00101374-0.00145139j 0.000405483-0.000155073j 0.000316075-0.000961447j 0.000875894-0.000976781j 
0.000579645-0.000751341j 9.65741e-05-0.000769151j 0.00169495+0.00370504j -0.00102713-0.00608734j -0.00310342-0.00715514j 3.00665e-05+0.00097083j -0.00302423-0.00555897j 0.000667098-0.00218822j -0.0024726-0.000793899j 0.00130116+0.00438355j -0.000932939+0.00748826j 5.27885e-05+0.00104102j 0.0024959+0.00848877j 0.00485983+0.0126912j -0.00127689+0.00972294j 0.00426026-0.000546324j 0.011496+0.00248536j -0.000971466+0.0133599j -0.00876929+0.0150885j -0.00855412-0.0107044j -0.00366445-0.00170878j -0.000785208+0.00732164j -0.00736344+0.000914032j -0.00392354+0.0147005j 0.00595116-0.0014944j 0.000757143-0.00164495j 0.010836+0.00165047j -0.00176542+0.0153404j -4.51766e-05-0.00741457j -0.00460727+0.0027397j 0.00202639+0.00743742j -0.00945347+0.0108245j -0.0114949-0.000981687j -0.00689031+0.00129497j 0.00399665+0.00239497j -0.00523368-0.00566405j 0.0080961-0.000413844j 0.0109976-0.000579482j 0.000134597-0.00594338j 0.00132007+0.00674423j 0.000629491-0.00350039j -0.00495349+0.00354962j 0.00462344-0.0094888j 0.00907148-0.00520807j 0.00104165-0.00579741j -0.00113849-0.00369666j -0.000524209+0.000766727j 0.000960488+0.00102321j -0.00301936+0.00146501j 0.00184363-0.00615307j 0.00379116+0.00304733j -0.00446128-0.00217964j -7.34757e-06-0.00604575j -0.000189373+0.00436233j 0.00237463-0.00367692j 0.000472811+0.000392322j -0.00235671-0.000883744j 0.000827205+0.0013271j -0.000649521+0.00300798j 0.00254836-0.00051692j 0.000920235+0.000517525j 0.0023309-0.00315103j -4.30093e-06-0.00114586j -0.000341853-0.0025721j 0.000830657-0.000473168j -0.00209371+0.00419316j -0.000958903+0.00184335j -0.00302319+0.00318288j -0.000389202-0.000265037j 0.000311065+0.000120263j 
0.00454895+0.00195657j 0.00105049-0.000712729j -0.000451622+6.60684e-05j -0.00192274+0.00204551j -0.00527174+0.00365808j -0.00956501-0.00144888j -0.0029566+0.00446655j 0.00210563-0.000238794j 0.00203322-0.00236969j -0.00684797+0.000113359j -0.00175565+0.00238621j -0.00113232-0.00252854j -0.00974554-0.00672004j 0.00611681-2.04182e-05j -0.00642162+0.00274735j -0.00624828-0.00498892j 0.0119875-0.00254406j 0.00546564-0.0087522j 0.00750202+0.00288657j -0.00464714+0.000208821j -0.000993545+0.00222727j -0.000149196-0.00985401j 0.0112303+0.00682949j 0.0125087+0.00691658j -0.0123738-0.00431315j -0.00633991-0.00586347j 0.0107372+0.00710632j 0.00559196-0.00229883j -0.010761-0.00565312j -0.00195112-0.0025619j -0.00337404-0.00712482j 0.00752886-0.00183398j -0.00183641+0.000280516j 0.00331394+0.00101541j 0.0020385+0.0020099j -0.0078021-0.00462491j -0.00592405-0.00307117j 0.00401618+0.000537875j 0.0037379+0.000120338j -0.000103332-0.00591183j 0.00551189+0.00314818j 0.0080452-0.00268252j -0.00273383+0.00393965j -0.00358504+0.00466479j 0.00541075+0.00369061j -0.00707327-0.00114883j -0.00250007-0.000344804j -0.00344552-0.00259823j -0.00751335-0.00652419j -0.00426112-0.00244077j 0.00580899+0.00744108j -0.000930358+0.00449721j -0.00313233+0.000780104j 0.000811345-0.0019911j 0.000391547+0.00279057j -0.00440257-0.000999753j -0.0030148-0.00136169j 0.00213358+0.0042238j 0.00931726+0.00624178j 0.00137611+0.000269898j -0.00429426-0.00208505j -0.00231075-0.000238945j -0.000628149-6.56812e-05j -0.00513773-0.00449259j 0.00325274+0.00243768j 0.00233933+0.00290241j 0.000125799-0.00333827j 0.00112237-0.000412255j -0.000215034-0.00193219j -0.000379546+0.00270011j 
-0.000387622+0.00142347j 0.00115667-0.00108176j 0.00177107+0.00226691j -0.00323621-0.000422335j -0.0065089-0.00123643j 0.00523451-8.66781e-05j -0.000876943-0.00063382j -0.000655633-0.00540375j 0.00190012-0.0083771j 0.00480761+0.0012744j 0.0147963+0.00331291j -0.000377059-0.000686548j -0.00369001+0.00193437j -0.00356585+0.00270379j -0.00185014+0.0116141j -0.00537424-0.0017075j -0.00521531+0.00232323j 0.00798708-0.0017572j 0.00466722+0.0093227j 0.0223142-0.00323463j 0.00221625-7.42224e-06j -0.00290176+0.00357374j 0.020712-0.00143089j 0.0048615+0.0159924j -0.00840863-0.00368708j 0.00675224+0.0045968j -0.00859647-0.00098427j -0.00311159+0.00755472j 0.0101438-0.00375749j 0.00382053-0.000732532j -0.0113303-0.00728842j 0.00279168+0.000105685j -0.00136836+0.00293178j 0.00371315+0.000932892j -0.00515077-0.00213368j 0.0146978+0.00385758j -0.0154136+0.000165502j -0.0079662-0.00380278j 0.00269928-0.00341166j -0.00679515-0.00104743j -0.00200427-0.00366432j 0.00385785+0.00315917j 0.000191942-0.00185783j -0.00255707-0.00466074j -0.00179122-0.00354572j -0.00147354-0.00113465j -0.00226629+0.00135644j -0.00231574-0.000590829j -0.00221268+0.00233151j -0.0056027-0.00415035j 0.00112973-0.00262309j -0.000562028+0.00308836j 0.00108116-0.00321584j 0.00318143+0.00282571j -0.00679316-0.00507258j 0.00437613+0.00461829j 0.00118559+0.00152481j 0.00405583+0.00110272j 0.00464756+0.00195053j -0.00599947-0.00511004j 0.00133111+0.000114799j -0.00547346-0.00118236j 0.000805999+0.00096359j -0.000328244-0.00375493j -0.00026532-0.00264966j -0.000147258+0.00335002j 0.00041633+0.0018416j -8.69586e-06+0.00214645j 0.000693535+0.000163534j -0.000441388+0.000546795j 
-0.000647482-0.00723059j 0.00221484+0.00033429j 0.00117702-0.00323921j -0.00486569-0.00967722j 0.0013125-0.00318714j -0.000936882+0.00151759j -0.00213809-0.00386626j 0.00462803+0.0101779j 0.00368597+0.0102073j -0.00304489+0.0044225j 0.0027484+0.00129288j -0.00271625+0.00607782j -0.00928764+0.00992898j -0.000470569+0.00428357j -0.00284679-0.0236601j -0.00684141+0.00285025j 0.00238282+0.00209701j -0.0099015+0.0105674j -0.00169835-0.000507548j 0.0135645-0.00378108j 0.0044329-0.00450588j -0.0126361+0.00815893j 0.00648444+0.00303076j 0.00426728-0.00610021j -0.00846594+0.00945239j 0.00229857-0.00162412j 0.00315428-0.00373484j -0.00432745-0.0069603j -0.000560417+0.0011825j -0.00598134+0.00267761j -0.00851881+0.00265394j -0.00431738+0.00346824j 0.00221372-0.00437276j 0.0014498+0.000424401j -0.00513228+0.00196189j 0.00763548-0.00347777j -0.00319069-0.00535014j 0.00508593-0.00373669j 0.00403133-0.000621573j -0.00591876-0.00608555j -0.00309798-0.000826999j -0.00450855+0.00381835j -0.000476716+0.00268208j 5.26064e-05-0.00218398j 0.0012409+0.000876808j -0.000843341-0.00135338j -0.00010671-0.00167612j -0.00382922-0.000610344j -0.00363551-0.00241136j 0.00134158-0.00378901j 0.00233214+0.00648191j 0.00340192-0.00430966j 0.00193119+0.00319501j -0.000486922+0.00619061j 0.00210033-0.00324331j 0.00545625-0.00322605j 0.000837148-0.00242922j 0.00335535+0.0025277j 0.00285194+0.00221597j -0.00155119-0.00487432j -0.00356575+0.00189227j 0.000157463-0.00935939j -0.00186609+0.00100917j -0.00334009+0.00373295j -0.00261539+0.00365138j -0.00186916+0.00176066j -0.00164628+0.00075314j -0.00176168+0.00324286j -0.00267101+0.00366376j 0.00261501-0.00132035j 
-0.000197341-0.00209927j -0.0025381-0.0054626j 0.000193381-0.00284587j 0.000706123-0.000825334j 0.00277281+0.00230853j 0.0026588+0.00267348j -0.00333059-0.000794482j 0.00305722+0.0131054j -0.00863473-0.0137101j 0.00238224-0.00327885j 0.00458303+0.00342496j -0.000700217+0.0158441j 0.00306274-0.00943255j 0.0026932+0.00890238j 0.0156836+0.00205585j 0.00290704-0.0114395j -0.00131588-0.0171178j -0.00181152-0.00692902j 0.000930524+0.00711611j 0.000338009-0.00939177j -0.00207113+0.00693921j 0.00271405-0.00253707j -0.0101325+0.0108932j 0.00679853+0.012159j -0.00345721+0.00463173j -0.000861081-0.00377285j -0.000509747+0.000636869j 0.00651289-0.00177558j -0.00284487-0.00127168j 0.000795132-0.000705883j 0.00244152+0.00238627j 0.0030074+0.0012035j 0.00386228-0.00701578j -0.00529212+0.010865j 0.00294038-0.00727752j 0.000357048-0.00269821j -0.000963824+0.00762138j 0.00238669-0.00753719j -0.00200137-0.00386362j 0.00348007+0.0013643j -0.00389689+0.00109512j -0.00240356+0.00306017j -0.00688632+0.00255374j -0.00247627-0.00131339j -0.00407435+0.00197914j 0.00234654+0.00118837j 0.00298041-0.0014521j -0.0010313+0.00350344j 0.00206327+0.00452063j -0.000785961+0.00233194j -0.00274617-0.001039j 0.00419326-0.000906941j -0.00370197+0.00280888j -0.000399302+0.00130592j 0.00186289-0.00416028j 0.00297328-0.00248744j 0.00356562-0.00401426j 0.000495635-0.00348726j -0.00122511-0.00584758j 0.000115042+0.00260442j 0.000824292+0.000357625j 0.000871386+0.00330806j -0.00183362+0.00203456j -0.00318405+0.00336097j -0.00120824-0.00244384j 0.00139114-7.51846e-05j 9.80935e-05-0.000283772j -0.00144829+0.000977675j 0.00134124-0.00146224j 0.0016466-0.00254818j 
-0.00207322-0.00160721j 0.000262208+0.00292532j 0.00413085-0.00156643j -0.00745175-0.00372849j -0.0078074-0.00235665j 0.00161105-0.00408945j -0.00533964-6.69646e-05j -0.00327461-0.000130125j 0.00144323+0.00966923j 0.00734358-0.00157744j 0.0050573-0.00351681j 0.00246296-0.00300169j 0.00966947+0.00271934j 0.0129902-0.00439823j 0.00797694-0.0105943j -0.000299886+0.00350894j 0.00590699+0.00553033j 0.0133692+0.00795659j 0.0139814+0.0021513j -0.0123001+0.00190671j -0.00133298-0.00378656j 0.00957882+0.00441311j -0.00118555-0.00326896j 0.0149556-0.00270203j -0.0014038+0.00273171j 0.00341314-0.00174265j -0.000374951-0.00246486j 0.0165843+0.0042216j -0.00752521+0.00265727j 0.00212026+0.00196299j 0.00934215+0.00300706j 0.0126564+0.00319147j 0.00139545+0.00628603j 0.00427065-0.000844638j 0.00031585+0.00378865j -0.00138866-0.00291432j -0.00165593-0.000497908j -0.00387579-0.000444917j -0.00491323-0.00132234j 0.00620117+0.00156005j -0.0039158-0.0017007j 0.00600722+0.00388841j -0.0115019-0.00686771j -0.00682108-0.00770124j -0.00467863-0.00151375j -0.00221166-0.00235209j 0.000462938+0.000328107j 0.0012331-0.000605626j 0.00435953+6.13702e-05j -0.00529211-0.00339318j -0.00186796+0.00136535j -0.00187347+0.000663325j -0.00492774-0.00364168j 0.00542031+0.00235787j -0.00501636-0.00190726j 0.000813681-0.00143318j -0.000797208+0.0018114j -0.000468756+0.000917777j -0.00129795+0.00349076j -0.00103753-0.00363239j -0.000883425-0.00023137j -0.00254666-0.00584026j -0.000641794-0.000444141j -0.000590455+6.7233e-05j -0.00299528+0.00251945j 0.00071904+0.00333408j 0.00126432+0.00170588j 0.00209167+0.00432837j -0.00124459+0.00212438j -0.000493946-0.000231441j 
-0.00574516-0.000660532j 0.000765003-0.00289065j -0.00317134-0.00263357j -0.00980864-0.00197366j -0.00476194+0.00213691j 0.000274289+0.00299589j -0.00413675+0.00109298j 0.0143003+0.00392708j 0.0133708-0.00926633j 0.00332008-0.00339119j 0.00309399-0.000447073j 0.0112028+0.0018014j 0.00663553+0.00235852j 0.00478092-0.00265529j -0.0244844-0.00477646j 0.0026157-0.000827602j 0.00144997-0.00674975j 0.0129508+0.00169436j -0.00185288+0.00599402j -0.00279363-0.00161053j -0.00823741+0.00204527j 0.00642583+0.00301883j -0.000519622+0.00678903j -0.0110412-0.00273431j 0.00669052+0.00421719j -0.00294128-0.00154272j -0.00308864-0.00167754j -0.00967725-0.00205804j 0.00394627+0.000869732j 0.0047075+0.000393044j 0.00686885-0.00150607j 0.00757913-0.000633728j -0.00424175-0.00434737j 0.000422231+0.00216648j 0.00583836-0.00068169j -0.00601355-0.004731j -0.00446219+7.5592e-05j -0.00410517-0.00535454j 0.000429595-0.0032641j -0.0059517-5.02716e-05j 0.00122067+0.00408492j 0.0050943+0.00423723j 0.000237692+0.00563357j -0.00102854+0.000852115j 0.00144089+0.00243265j 0.00168153-0.00113247j 0.000823184-0.00364711j -0.000370431+0.00306946j -0.000971622+0.000283277j -0.0053184-0.000601702j 0.00680032+0.00160268j -0.00373288-0.0052301j -0.000622898+0.00216187j 0.00479187+0.00205118j -0.00113404-0.00344577j -0.00344691-0.00524057j 0.0011174-0.00410087j 0.00414742-0.00311429j 0.00241813+0.00123552j -0.00457273-0.000476476j 0.00747146+0.00176874j -0.00765484-0.002006j -0.000765876+0.00501804j 0.00269487+0.00405958j 0.00240567+0.00441633j 6.77249e-05+0.00144983j 0.000131874+0.000794762j 0.00154069+0.00363062j 0.00172868+0.00189389j 0.000518913-0.00301834j 
0.00212621-0.00211443j 0.00325433-0.00551971j 0.0024926+0.00334885j 0.00235219-0.00271903j -0.00138911+0.00607174j -0.00347945-0.00147646j -0.00398631+0.00247154j -0.00823984+0.000462098j 0.0133615-0.00553727j -0.0067462+0.0157485j 0.000846018-0.00535008j -0.0144799-0.00448548j 0.0142088-0.00631298j -0.0046115-0.00611769j -0.00212167+0.00148207j 0.00790231+0.00400328j 0.00965575+0.0060392j 0.00628336+0.00190354j -0.0126536-0.000136171j 0.00578599+0.00530087j -0.0102714-0.00303398j 0.00242989+0.000522001j -0.0133553-0.00165907j -0.0110893+0.00146756j -0.00193164-0.00398325j 0.00153963-0.000986351j -0.00240596+0.00076398j 0.00538795-0.00422035j 0.00137894-0.000235194j 0.00255832+0.000872103j 0.00433844+0.000657146j 0.00113629+0.00229937j 0.0101284-0.000518571j -0.0102492-0.0033736j 0.0051605+0.00490782j 0.00325596-0.00218177j -0.00371395-0.0035139j 0.00445505+0.00164113j 0.00265022-0.000261065j 0.00076988-0.00182758j -0.00423843-0.000536629j -0.00301122-0.00146394j -0.00735437-0.00241761j -0.00223159+0.000451318j -0.00164301-0.00181771j -0.000341869+0.00400594j 0.000252976+0.0049871j -0.00238335-0.000672295j -0.00253985+0.00171444j -0.000704469+5.18198e-05j 0.0012705+0.000402418j 0.00223546+0.00166875j -0.0032569-0.000967161j -0.000608846+0.000519632j 0.00413583+0.0014644j 0.00330779+0.00109845j 0.0036366+0.00277195j 0.00497389+0.00175875j 0.00768062-0.00239752j -0.00355651+0.00146575j 0.00194853+0.000493428j -0.00456215-0.00144355j -0.00373741-0.00187319j -0.0068395-0.00196042j 0.00152401-0.000503233j -0.00196154+0.00115993j -0.000984183-0.00013756j -0.00297554-0.00035386j 5.53622e-05-3.81832e-05j 0.00184236-0.000199241j 
