0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0.780437-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
