-0.0110643+0.010617j 0.00911079+0.000181595j -0.00961304+0.00311819j -0.0152312+0.0078725j -0.014901+0.00597633j 0.00125695-0.00090534j 0.00409813+0.00153447j 0.001197+0.00214179j 0.00512152-0.00197468j 0.0101549-0.000868559j -0.00989273+0.00264604j 0.00388374-0.00367783j -0.0206372+0.0102788j -0.0115207+0.00308939j 0.00281685-0.00138426j 0.0111647-0.0028532j -0.0138398+0.00433576j 0.00857477+0.00350228j 0.0123695-0.00204129j 0.000690741+0.00500811j -0.00250761-0.00254632j 0.00879231+0.00212282j -0.00538505-0.00441847j -0.0055131-0.00377236j 0.0121188+0.000393985j 0.0115845-0.00294225j -0.0142567-0.0156894j -0.0274972-0.0159287j -0.005764+0.0142741j 0.0107033+0.00409325j 0.00710525+0.0128393j 0.000334628-0.00761533j 0.00730718+0.0138817j -0.00316406-0.00692557j 0.0013651+0.00473654j -0.0027049+0.00467094j 0.00162931+0.00311171j 0.00158043-3.55174e-05j -0.0016073-0.00380738j 0.00175293+0.00765363j 0.00558617+0.00601241j -0.00700521-0.0109229j -0.00334309-0.00833038j -0.00116034+0.0111214j -0.00532549-0.011783j 0.00027723-0.000516722j -0.00130812-0.00507297j 0.0052193+0.0124633j -0.00240685-0.007724j -0.00293163-0.0079292j 0.00128549+0.00546601j 0.00355518-0.00234808j 0.00403313+0.00687921j 0.000968345-0.00398273j -0.0014647-0.0151559j -0.00310338+0.0084749j 0.000367467+0.00314521j -0.00465612+0.004229j -0.00135032-0.000222704j 0.00540636-0.0161576j 0.00199225+0.0107143j 0.00403127-0.00265015j 0.00190416-0.00224313j 0.00179393+0.0101796j -0.00473301+0.000259423j -0.0038247-0.00178822j -0.00708688+0.0133318j -0.00511452+0.0228506j 0.0028913+0.000138382j 
0.00381507-0.00466289j -0.00239691-0.00579789j -0.000173576+0.00435974j 0.00468006+0.000694073j 0.00192778+0.00491101j 0.00731831+0.00228152j -0.00382826-0.00032818j 0.00247455+0.00390377j -0.00326373-0.0061589j 0.000783728+0.00278934j -4.85932e-05+0.000600537j 0.00630732+0.00408535j 0.00225763+0.00258197j 0.00120146-0.00174412j -0.00461153+0.00270002j -0.00261915-0.00259735j 0.00504971+0.00950858j -0.00589945+0.00161398j 0.00382946+0.00423285j 0.00523167-0.0103394j 0.00461878+0.00821832j -0.00264226-0.00595559j -0.00259465+0.0211572j -0.0128343+0.00231426j 0.0185336+0.0298855j 0.000670217-0.00533165j 0.0177857-0.0296711j 0.0122719-0.0353277j -0.0139263-0.00290802j 0.00606381-0.00191274j -0.00541859+0.00967044j 0.00677851-0.00495709j 0.00285268-0.00310089j -0.0036491+0.00435934j -0.0014857-0.000507951j -5.7032e-05+0.00101j -0.00213781+0.00177571j 0.00197706-0.00147319j 0.000775048+0.00215404j -0.00368407+0.00081732j -0.00359658+0.00205127j 0.00133402+0.000265063j -0.00110618-0.000218784j 0.00356662-0.000843685j -0.00377851+0.00238442j 0.00512298-0.00211969j -0.00271905-0.000564286j -0.00821239+0.00167031j 0.00978673-0.00315089j -0.00259965+0.000955291j 0.00853236+0.000972216j -0.00781284-0.00371559j -0.0102282-0.000771736j 0.0034839+0.00419366j -0.00360738-0.00380724j -0.000669093+0.00326885j 0.0068169+0.000191471j 0.0180146-0.00434722j -0.00773306+0.00553404j -0.00938346-0.00124245j -0.0146336+0.00893459j 0.000402689+0.00337979j -0.00606376-0.00412993j 0.0121731-0.00540302j -0.0216692-0.00290113j -0.00421837-0.00106266j -0.0110277-0.00236508j -0.00866394-0.00397721j -0.0122533-0.00739462j 
-0.00506855-0.00124972j -0.00726562+0.00184421j 0.00360869+0.00888396j -0.00246982-0.00296677j 0.00405965-0.000922609j -0.00423172+0.003173j 0.00626155+0.00831755j -0.00776694-0.0106418j -0.00245874+0.0122446j -0.00135541+0.00102319j 0.00343837+0.00515042j -0.00419602-0.000155495j -0.00129432-0.013651j -0.000792786+0.00141926j -0.00319104-0.00762764j 0.014854+0.00945254j -0.00522396-0.0162315j -0.0101967+0.0021638j 0.0170435-0.011906j -0.00771947+0.0021555j -0.014211+0.00121404j 0.00764172-0.00777953j -0.030474-0.00407292j -0.0179169+0.0350387j 0.00661605+0.0105436j 0.00100566+0.0356759j 0.015752-0.00405721j 0.0104918-0.00302502j 0.00845326-0.0236345j -0.00620767+0.00345971j 0.00769805+0.000277052j 0.000455763-0.00801713j 0.00134559-0.000607016j 0.00234525-0.00293258j 0.00700061-0.00318797j 0.00690805-0.00203204j -0.00595853+0.00636123j 0.000400313+0.0029985j -0.00465883-0.00126994j 0.00499263-0.000628327j -0.00498012+0.00191476j 7.32611e-05-0.00134585j 0.00236736-0.00304059j -0.00360197+0.00252565j -0.00170798-0.000941253j -0.0023548-0.00186176j 0.000758615+0.00195246j 0.00666303+0.000851361j -0.0172654+0.00470004j -0.000520462+8.80098e-05j -0.0120357+0.000603359j 0.00837128+0.000928151j -0.00197201+0.001573j -0.0102077-0.0102578j 0.00431092+0.00559915j 0.00957496+0.000595991j -0.0152334+0.0032801j -0.00574685+0.00215691j -0.00294741+0.00736031j 0.0217425-0.00377017j -0.00849037-0.00722279j 0.00444287+0.00195555j -0.0290066-0.000677112j 0.0144366+0.00841621j 0.0142828+0.0056165j 0.0135718+0.00542471j -0.00587632-0.00116479j 0.00543263+0.00288604j -0.00426461-0.000532031j 
0.00226171-0.0036592j 0.00224259+0.00126205j 0.00182135-0.000129892j 0.00635599-0.000916251j -0.00105163+0.00436675j 0.00609935-0.0243367j -0.0011187-0.00570502j 0.0114049-0.00248013j 0.00233971-0.00879883j 0.0104647-0.0197334j -0.00632679-0.00848868j 0.00129641-0.0106526j 0.000144745+0.0103935j -0.00117178-0.00383225j 0.0123612-0.00600623j -0.0159678+0.0218381j 0.00531838+0.0104902j 0.00347247-0.00419487j -0.0162945+0.0020222j -0.0207353-0.0146214j -0.00014407-0.0113322j -0.0201652-0.0135863j 0.0329908-0.013076j -0.0196935+0.00920266j 0.00481848+0.00070041j -0.0127945+0.0103474j 0.0160542-7.33239e-05j -0.00133771-0.00227573j -0.000160927-0.000479746j 0.00627473+0.0012712j -0.00483469+0.00172109j -0.00107157+2.4285e-05j -0.00892535+0.00638989j -0.00047667+0.00351163j -0.005166+0.00586469j -0.00247082+0.000946353j -0.00511781-0.000949298j -0.00577809-0.00149858j -0.00239406+8.30089e-05j 0.00154552-0.00520816j -0.00395439+0.00161591j 0.00268975+0.000526964j 0.00586803-9.27513e-05j 0.00399899-0.00105991j -0.0120193-0.000556552j 0.00144513-0.00172416j 0.00307335+0.00030427j -0.0106484+0.000829979j 0.00131617+0.00354586j 0.00791643-0.00624229j 0.0093135+0.000108786j 0.0152495+0.00154295j 0.0114496+4.23733e-05j -0.00648069+0.00177323j 0.00518247-0.00368682j 0.0182886-0.00236496j -0.00269423+0.00455185j 0.00785306-0.00178193j 0.00386418+0.00426661j 0.00833231+0.000434144j 0.01816+0.000808458j 0.0210928+0.0124359j 0.00783549+0.00135859j -0.00251634+0.00482797j 0.00374+0.00118969j 0.000297329+0.00091727j 0.00457346+0.00531724j -0.000439837-0.00220352j -0.00294759-0.000755728j 
0.0024667+8.11671e-05j 0.0010513+0.00121606j -0.00459437+0.00599885j -0.00304167+0.0051207j -0.00745153+0.00278383j 0.01221-0.0132403j -0.00212448+0.000188288j -0.00106561+0.000258825j 0.000169594-0.000738974j 0.00597981-0.00492049j 0.0130066-0.0094676j -0.00522909-0.00589002j 0.0118893-0.00206134j -0.00392627-0.00504787j 0.0187957+0.0033928j -0.0126129+0.0213147j 0.0193397-0.01703j 0.0168311+0.00399587j 0.0316343-0.0277021j -0.00341225-0.00210307j 0.0186845+0.00229763j 0.0404778-0.0179974j 0.00358027+0.00253239j -0.0188437+0.0232376j -0.0297182-0.0110212j 0.00822476-0.00644108j -0.0015717-0.0151293j -0.00157552+0.00303297j -0.000388077+0.00346529j -0.00530794+0.00145223j -0.00143829-0.00327467j 0.00156084-0.00286949j 0.00523641-0.00260498j -0.00608585+0.000488866j -0.00260171+0.00528182j -0.00814591+0.00263013j 0.00135193-0.00186743j -0.00397325+0.00127509j -0.00288834+0.00215839j -0.00713211+0.00605639j 0.00308979+0.00128106j 0.00147757-0.00172249j -0.00858596-0.00247731j -0.000202086-0.000395989j 0.00756545-0.000212222j -0.00480212+0.00120772j -0.0100671+0.00161593j -0.00390205-0.000132436j 0.000422124-0.000693097j 0.00105384+0.0043316j 0.00678456+0.000237822j -0.00555931-0.00407452j -0.00501418-0.00162783j -0.00576546-0.00098516j -0.0103068+0.00197618j 0.0061066-0.00346393j -0.010732-0.00106578j 0.00927302-0.00268066j 0.00183086+0.000460112j 0.0142481+0.00563482j 0.00450013+0.00374731j -0.00628109+0.00029904j -0.00352557+0.00106629j -0.00881854-0.00241393j -0.00999833-0.00519567j 0.00107277-0.000447079j -0.0057927-0.00234305j -0.000117783+0.000462901j 0.00206258+0.00198865j 
-0.000770619+0.00208978j 0.00189587-0.00222333j 0.00281506-0.00403066j -0.00194518+0.00424335j -0.00472829+0.00933325j -0.00312569+0.00502258j 0.00122652-0.000669182j -0.00489632+0.00454606j -0.00153932-0.00274367j -0.00370809+0.00148064j 0.00351602+0.00107278j -0.0126846+0.0158698j 0.00272633-0.00876556j -0.00186024+0.00832254j 0.000770122-0.00825135j -0.00610478-0.00602877j 0.00763965-0.00747655j -0.0102779-0.0187828j 0.0312839-0.0198637j -0.0286771-0.00276638j -0.0233618-0.00212033j 0.0206773-0.0160465j -0.0438446-0.000837318j -0.023932-0.0211769j -0.0103869+0.0131204j -0.0063442+0.0227413j 0.000210906+0.0210145j 0.000753265-0.0041287j 2.82749e-05-0.00248034j 0.00820663-0.00520506j -0.00362526+0.00275003j -0.00110885+0.00310646j -0.00455647+0.00065975j 0.00148314+0.00326857j 0.000557654-0.00169018j 0.000695066-0.00096805j 0.000273574-0.00277557j -0.00295213-0.000456151j 0.0029358+9.48478e-05j -0.00170266-0.00369576j -0.00579439+0.00190733j 0.00422476-0.00101508j 0.00258542+0.00297602j 0.00110375-0.00215314j -0.00752555+0.000120296j 0.0147491-0.00173119j -0.00232982+0.000357544j -0.0110449-0.00170169j 0.0187971-0.00265616j 0.00880195-0.00371137j 0.0139144-0.00158751j 0.00199186-0.000553938j 0.00219582+1.66216e-05j 0.0132156+0.00639942j -0.00935877-0.00467544j -0.0154083+0.0049303j 0.0131322+0.00346202j -0.000858719-0.00259342j -0.0129596-0.00135803j -0.0159756-0.00413888j 0.0234625+0.00416152j -0.0041591+0.00254617j 0.0146891+0.00400986j 0.00232765-0.00433942j 0.0117607+0.00464304j -0.00154042+0.00281106j 0.00563441+0.00423721j -0.00295486+0.00156263j -0.00283206-0.00490039j 
0.00119191-0.00595109j 0.0011313-0.0110137j -0.00578199-0.00254327j 0.00333567-0.00835988j 0.00289903+0.00160017j -0.00436642-0.00541285j -0.0078793+0.00854484j 0.0116184+0.00136785j -0.0104121-0.00527644j -0.00120807+0.00812544j 0.00306881+0.00773986j 0.00374174-0.00371516j 0.0154793+0.00549483j 0.0026957-0.00593948j 0.00495779+0.00436057j -0.00694387+0.0224056j 0.0140899-0.0148988j -0.0110689+0.00424943j -0.00959255+0.0135032j -0.00554336+0.0057312j 0.013118+0.00325891j -0.00661706+0.0130553j 0.00394011-0.00936824j -0.0253066-0.00666686j 0.00870521+0.00295879j -0.000812901-0.00838854j -0.00245057+0.0262627j -0.000920684-0.00152113j 0.000413044-0.00189778j 0.00307335+0.00108032j -0.0037267+0.0145136j 0.00682432-0.00101416j -0.00253235+0.00187662j -0.00126818+0.00134356j 0.00777679-0.00189719j -0.00527163+0.0034668j -0.000754192+1.98556e-05j 0.000513025-0.000587403j 0.0025776-0.00226912j -0.00719596+0.00484845j 0.00290152-0.00121726j -0.000725956+6.34871e-05j -0.00753651-0.000784728j -0.00251146+0.00107859j 0.00502104-0.00213674j -0.00558421-0.000476055j -0.0082654+0.00270769j -0.00137493-0.000499723j -0.0196943+0.0047417j 0.00750677-0.00115698j -0.0115682+0.00370803j -0.00324399+0.000652483j -0.0207026-0.00287354j -0.0106181-0.00191218j -0.017092+0.00173622j -0.0170858-0.0032057j -0.0164162-0.00325616j -0.0275984-0.0025767j 0.00515414+0.00531997j -0.00217159+0.00565923j -0.0167571-0.00487832j -0.016103-0.00280085j 0.00468614+0.00225066j 0.00129371+0.00255196j 0.00815939+0.00441493j -0.00403145-0.000420424j 0.00312301-0.000729429j 0.000211983+0.00363109j -0.00506171+0.00132241j 
0.0041294-0.000339748j -0.00470121+0.00167516j 0.000369173+0.0105337j -0.00067648+0.00438148j -0.0022182-0.0037753j 0.013761-0.00128475j 0.00225596+0.000867471j -0.00756481-0.00692453j 0.00642059+0.0015022j 0.00397794-0.00555049j 0.00274464-0.00505378j 0.00978826-0.0110553j -0.00106731+0.000766469j -0.00377161-0.00550793j -0.0059545-0.00174078j 0.0127168+0.00589138j -0.0071931+0.00776845j 0.00603545-0.0102491j 0.00901741+0.0148j 0.0368326-0.0157435j 0.0163975-0.00759045j 0.0196748-0.00975163j 0.00500372-0.024403j 0.0120932-0.0347143j -0.0154146+0.0171992j 0.00215859+0.0342146j 0.00741754+0.0124094j -0.000893363-0.0101354j -0.000410007-0.000511327j -0.00392929-0.00188852j 0.00431903-0.00395027j 0.00164322-0.00668161j 0.00763549-0.00533399j -0.0034685+2.93834e-05j -0.007106+0.00156843j 5.78106e-05+2.10871e-05j -0.00840285+0.00585289j 0.00149101-0.00087517j -0.00495492+0.00226776j 7.35468e-05+0.00157781j -0.003706+0.00295504j -0.00177701+0.000315087j 0.000964823-0.00234827j -0.000903826+0.00298418j -0.00192632+0.00250445j 0.00169663-0.00265816j 0.000920746-0.00177272j -0.00384468+0.00397297j -0.0017963+0.000646976j 0.013382-0.00531825j 0.00340218+0.00145943j 0.00243075-0.00336341j -0.00433181-0.00222906j -0.00560061+0.000294208j -0.00152703-0.000964359j -0.0059166+0.00771912j -0.0035105+0.00122282j -0.00654562+0.000386369j -0.00173271+0.00236249j -0.00152237-0.00339276j 0.0057241+0.000804971j -0.0162227-0.00199663j 0.0130264+0.00319228j 0.00236765+0.00103301j 0.00631356+0.00348862j 0.0119431+0.00746269j 0.00269725+0.00325821j -0.00387934-0.00241026j -0.00303316-0.00234352j 
0.00188553-0.00146769j 0.00261457-0.00261484j -0.00740029+0.000312944j -0.0018975-0.00337916j -0.00665153-0.00430026j 0.0066504-0.00452348j 0.000690727+0.0039585j 0.00565248+0.00117579j 0.00289584+0.00394545j 0.00231603+0.00579105j -0.0215221+0.000250168j 0.00844136-0.00877938j -0.00605928+0.00546023j 0.0169315+0.00411344j -0.0164996-0.000528621j -0.0295374+0.00389435j 0.0362499-0.000827228j -0.0130679+0.00803851j 0.0110226-0.00400908j 0.00673357+0.0234666j -0.0262248-0.00482567j -0.00468095-0.00265472j -0.00228672-0.0030714j -0.0128979+0.000642969j -0.00231873-0.00245114j 0.00218159-0.00211243j -0.00164845+0.000537233j -0.00216317+0.000167388j -4.45837e-05+0.00157698j 0.00216928+0.000429017j -0.00262714+0.00276687j 0.00641189-0.00192105j 0.00836008+1.78509e-05j -0.00920548+0.000924087j -0.00847942+0.00155617j -0.000768097+0.00465133j -0.00371541+0.00274874j 0.0132233-0.00405304j -0.00429864+0.00124849j 0.0182606-0.00132493j 0.0070602-0.00431558j -0.0131778+0.00672702j 0.0198806-0.00444247j 0.0035891+0.00524917j -0.00567226+0.00545707j -0.0127003+0.000299439j 0.0342439-0.0102403j 0.0172947+0.0019619j -0.0107984+0.00106607j -0.0125577-0.00241128j -0.00771014-0.00300495j -0.00784842+0.00157046j -0.00704428+0.00510073j 0.0151376+0.00188012j 0.0224118-0.00112953j 0.0155839+0.010107j 0.00408058+0.00230737j 0.0095574+0.00566557j 0.00507328+0.00363079j -0.00322598-0.0069707j -0.0249944-0.014019j 0.0029265+0.0013628j 0.00523366+0.00399633j -0.00248866-0.00105084j -0.00550069-0.00370685j 0.00306122+0.00185146j -0.000981898-0.00347191j -0.00102964-0.000853295j -0.00106066+0.000534536j 
0.0034013+0.00291835j 0.00268754-0.00626179j -0.000400336-0.00516452j 0.00168025-0.0052854j 0.00420191-0.00147522j -0.0100515+0.00714973j -0.00557214-0.00296879j -0.00396066-0.00617405j -0.00854652-0.00710715j -0.0150144-0.0024704j 0.000738796+0.00937685j 0.000399676+0.00810453j 0.00508744+0.00709887j 0.0012814-0.00407275j -0.00541897-0.00143001j 0.00498871+0.0167591j 0.0114107+0.00661947j -0.00397388+0.000431042j 0.00748676+0.0273979j -0.00267759+0.0300692j -0.00399454+0.0296422j 0.00335491+0.0367689j -0.00278715-0.0157564j 0.00915394-0.00127221j -0.00806557-0.0167737j 0.00758968+0.025743j 0.00127218-0.00329997j -4.1777e-05-0.0038857j 0.000328358+0.00260987j -0.000487452-0.00572449j 0.00150844+0.00133025j 0.00311011+0.00261086j -0.00351221+0.000719012j 0.00128008+0.000632831j -5.11311e-05-0.000685456j 0.000395606-0.00285617j -0.00496514+0.00428691j -0.00986094+0.00373986j -0.00721467+0.00174471j -0.00504509+0.00174016j 0.00142911-0.00146128j 0.00223543-0.000692497j 0.00109916+0.000582435j -0.00395629+0.00034126j -0.0046157+0.000851722j 0.00814686-0.00452856j -0.00903994+0.00261817j -0.012989+0.00620857j 0.00590462+0.00317602j 0.00969033+0.00225778j 0.0160047-0.00113989j 0.00238003-0.00194756j 0.000824967-0.000845944j -0.00339442+0.000446902j -0.00450959-0.00794071j 0.0103732+0.00307769j -0.00526623+0.00164757j 0.00613535-0.00468621j -0.00198555-0.00115666j 0.0126044+0.00429015j 0.021851+0.00265084j 0.00398185-0.00413931j 0.00668214+0.00167956j 0.00589188+0.000304728j -0.00386767-0.00315872j 0.0118961+0.00546663j 0.00612951+0.000392078j -0.00530808-0.000680417j 0.000153457-0.000593251j 
0.00105311-0.00170437j -0.00368484+0.000534208j 0.00213883-0.00365085j 0.00472507-0.00352238j 0.011339-0.00587279j -0.00545465+0.00628468j -0.00579632+0.00384713j -0.00774774-0.00120377j -0.0227006+0.0085043j -0.0101143+0.00244607j 0.00734233-0.0269836j 0.00233969+0.00825314j -0.00949397-0.0137739j -0.00122654+0.0161723j 0.0138599-0.027238j 0.0141491-0.00149101j -0.00572223+0.0140228j -0.0107975-0.00977608j 0.00553182-0.000868361j -0.023778+0.0283622j 0.0176785-0.0282254j 0.00415624-0.021705j -0.000388107-0.00369102j 0.00908567+0.0146803j -0.0077189+0.0107042j 0.00352519-0.000163498j -0.000530092-0.00031798j -0.000129705-0.00212202j -0.000672103-0.000927887j -0.00617896+0.00233089j 0.000362509+0.000855579j 0.00330224+0.000669755j -0.000687307-0.00102625j 0.00469747-0.00314409j 0.00644447-0.0021239j 0.00338764+1.69344e-05j 0.00534859-0.00105639j -0.00653186+0.00609866j -0.00917344+0.00205957j 0.00357558+0.00347952j 0.00648411-0.00488407j 0.00066263-0.000217854j 0.00847903-0.00211386j -0.0150227+0.000618064j -0.00203829+0.00134204j 0.010014-0.00495115j 0.00643795+8.94332e-05j 0.00749863-0.000793793j 0.00790317+0.00172904j -0.00634877+0.00233408j -0.0043482-0.00349242j -0.024947-0.00443129j -0.00540539+0.00038999j 0.021163+0.00631562j 0.000229645-0.00247544j -0.0013733+0.00450496j 0.0141919-0.00106285j 0.000943546+0.00206956j -0.0213658-0.00685319j -0.00318534-0.00216234j 0.0018074-0.00119529j -0.00477747-0.00288757j -0.000224196-0.000517848j -0.000776618-0.00184534j -0.00472874-0.00124633j 0.00376736+0.00134288j -3.31893e-05-0.00205554j 0.00227788+0.000652331j -0.00158823+5.46202e-05j 
0.00112559-0.000444755j 0.00356872-0.00532926j -0.00198883+0.0012584j -0.000618833-0.00130997j -0.00647578+0.00709197j 1.00132e-05-0.0133018j -0.00278742+0.00349923j 0.00779698+0.00246001j 0.00548281-0.00415407j 0.00751354-0.00422371j -0.00320178+0.00250556j -0.00774814+0.000820989j 0.010763+0.000499251j 0.0105224-0.00698344j -0.00507947-0.00102757j 0.023958+0.0235028j -0.00591818-0.0269672j 0.0102415+0.00776462j -0.0256926-0.0262613j 0.017727+0.0218062j -0.000185339+0.0195868j -0.0202032-0.0138409j -0.00118957+0.0119782j 0.0129601+0.0256497j 0.00169921+0.0123564j 0.00253585+0.00731644j -0.000765468-0.00123577j -0.000748276-0.00131111j 0.000684339+0.000529626j 0.00784118-0.00364009j -0.00257957+0.00475595j 0.00214179-0.00180501j 0.00434258+0.000570919j -0.011537+0.00650533j -0.00273511+0.00307027j -0.00673375+0.00546341j -0.00318206+0.00104983j 0.00121124-0.00226068j -0.000348249+0.000727467j -0.00420927+0.000982078j -0.00267359+0.00267563j 0.00286391+0.000275172j -0.00713929-0.00150039j 0.00308107+0.00388908j 0.00532077-0.00368273j -0.00640972-0.00267053j 0.00192452-0.0034841j -0.00504859-0.00214583j 0.0217496-0.00873295j -0.00672328-0.00303119j 0.0042081+0.0030096j -0.00419703-0.00368099j 0.0110341-0.00305387j 0.00424701+0.00418093j -0.0043765-0.00207515j -0.0161603-0.00145461j 0.013725-0.00113851j 0.0168444+0.00379245j -0.00696042+0.000434917j -0.0130314-0.000817967j 0.0152088+0.00598683j -0.00288197-0.00376957j 0.00437781-0.000807683j -0.0188486-0.00657334j -0.00315541+0.00045287j 0.00333056+0.00153459j -0.000160549-0.000883293j -0.00330042-0.000395357j -0.00165903-0.00171591j 
0.0015201-0.000764068j 0.00430393-0.00108875j -0.00371401-0.00521224j -0.000858587-0.000888167j -0.0108706+0.00433182j 0.00593659-0.00916989j -0.00899604+0.00537086j -0.000435933+0.0129461j -0.0163096+0.00591666j 0.0157575-0.0142566j 0.00964463-0.0150938j -0.0285752+0.00736556j 0.00706452+0.00172972j 0.0172785-0.00730155j 0.0233538-0.00958422j 0.0181495-0.0179372j 0.0190113+0.00795752j 0.0158868-0.00146941j 0.0301965+0.00366508j -0.00266508-0.00657226j 0.00969812-0.0137726j 0.00168795+0.00542266j -0.00994728+0.000223588j 0.00344298-0.0106296j -7.70981e-05-0.0025425j -0.00050278-0.000811163j -0.00209198-1.62649e-05j -0.0014069+0.000778706j -0.000188797+0.000678017j 0.00584088-0.000691961j -0.0074687+0.00242107j 0.00365776+0.00220883j 0.000915908+0.00281538j -0.00907046+0.00459063j 0.0032467+0.00148648j -0.00772792+0.00718191j 0.00340684-0.00462485j -0.00307529+0.00204987j -0.015464+0.00655807j -0.0028137+0.00277435j -0.000252135-0.00281251j 0.00958696-0.000853557j 0.00224138-0.00570079j -0.016174+0.00208002j -0.014926-0.000231924j -0.030044-0.00285996j 0.0130448-8.37441e-05j -0.00354434-0.00172585j -0.0182406+0.00250797j -0.00585405-0.00530751j -0.012962+0.00198717j -0.00863411-0.00231487j 0.00191211-0.0015196j -0.0107572+0.00412129j -0.00649299-0.00270649j 0.0240912+0.00259094j -0.0281164-0.00588681j 0.012261+0.00412112j 0.00132199+0.00114398j 0.0136896+0.00386022j -0.00258389-0.00205689j 0.000939775+0.000684937j 0.00460974+0.00171026j -0.00547228-0.00252723j -0.00147656-0.00118803j -0.00237283-0.00050816j 0.000498239-0.000787305j -0.000925786-0.000425832j -0.00149192-0.00187164j 
-0.00141104+0.00158532j 0.00488626-0.00398116j -0.00259483-0.00522482j -0.00314626-0.00412104j -0.00628723+0.00211488j -0.00306595-0.0097514j 0.00187808+0.00658253j 0.0181617-0.00413378j 0.0183767-0.0145491j -0.00179196+0.00746051j -0.00221361-0.0166492j 0.00242175-0.00124686j 0.0279709-0.0220089j -0.0180811+0.0186392j -0.00473027-0.00410456j 0.022104-0.0254517j -0.00879792+0.0187537j 0.0144349-0.0139763j -0.0109571+0.0122553j -0.0127512+0.00545161j 0.0117454-0.026121j 0.0118224-0.00336355j -0.00560727-0.00947637j -0.0049981+0.00126611j -0.000720568-0.00342412j 0.00178421-0.00112334j -0.00314941-0.00180639j -0.000293123+0.00212237j 0.000333765-0.000135491j 0.00690941-0.00296827j -0.00196435+0.00393041j 0.00297278+0.000840081j 0.00228896+0.00290754j -0.0090565+0.00303202j -0.00901378+0.00310944j -0.00373595+0.00407194j -0.0092935+0.00199125j 0.00854754-0.00677064j 0.0034314-0.00403292j -0.00340037+0.00288062j 0.00106851+0.00194459j -0.0134278+0.00511525j -0.0101716+0.002104j 0.0197875+0.00664965j 0.0113099-0.00248325j -0.0102813+0.00403636j 0.000847554-0.0044593j 0.00173212+0.00153223j -0.00636122+0.00197435j -0.00244083-0.00104303j 0.00804278-0.00253063j 0.012168+0.00216814j -0.0143696-0.00106178j -0.010948-0.00203201j 0.00154504+0.00135062j -0.0134255+0.00192978j -0.0031856-0.000900277j 0.00226567-0.00214313j 0.0185837+0.00747071j 0.002409-0.0012078j -0.00495664-0.0034551j 0.000387419-0.000185637j 0.00843596+0.00530551j -0.00321445-0.00229546j -0.00507929-0.00308581j 0.00146035+0.00037191j 0.00115622-0.0024745j -0.00113643-0.000166048j 0.000510174+0.00036809j 
0.00391376+7.43319e-05j -0.00174752-0.00363633j -0.00179435-0.0020805j 0.00348053-0.000376021j 0.00356143+0.000699922j 0.00922372+0.00639773j 9.1119e-05+0.00393727j 0.00513853+0.00407065j 0.000209752+0.00312122j 0.0026685+0.013021j 0.00568858-0.00913662j 0.0250133+0.0214417j -0.00163394-0.00677046j -0.00570484-0.00506821j -0.00401145-0.00299114j -0.0130546-0.0208556j -0.0104019+0.00283187j -0.00958346-0.005515j -0.00961005-0.0153775j 0.00601141+0.0221735j 0.0125201+0.0119728j 0.0134727-0.00654857j 0.0103172+0.0337186j -0.00437348-0.0082786j 0.00150314+0.00670003j 0.00085514+0.00168902j 0.00391066+0.00658446j -0.000799429-0.00645031j 0.000477797+0.0014192j 0.002508-0.00465515j 0.00231909+0.00169096j 0.000635684+0.000953153j -0.000436208+7.35126e-05j 0.000722498+0.000945145j -0.00111462-0.00406821j 0.00332027-0.000794704j -0.00275214+0.0015365j 0.00368413-0.00207269j 0.00256018-0.00211406j 0.00237755-0.00412947j -0.0117963+0.0060495j 0.0107501-0.00306724j -0.00442724+0.000426418j -0.000319954+0.00512725j -0.00960072-0.00183791j -0.0183175-0.000920346j 0.0118838-0.00226154j -0.000553958-0.00147836j -0.00287123-0.00130246j -0.00095632-0.00593082j -0.0135692+0.00172537j 0.022603+0.00359064j 0.031883-0.000527594j -0.0186295-0.00517389j 0.0100606-0.000357891j 0.00879477-0.00286778j -0.00636435+0.00221045j 0.00593952+0.0010218j 0.00250404+6.51325e-05j -0.00534139-0.00488594j -0.000219079-0.000681844j 0.00301784+0.000272376j -0.01057-0.00639877j -0.00310775+0.000676936j 0.00981213+0.00332399j -0.00130641-0.000122222j 0.00418896+0.000558393j -0.00302561-0.00207175j -0.00257055-0.00242258j 
