-0.0110643+0.010617j 0.00911079+0.000181595j -0.00961304+0.00311819j -0.0152312+0.0078725j -0.014901+0.00597633j 0.00125695-0.00090534j 0.00409813+0.00153447j 0.001197+0.00214179j 0.00512152-0.00197468j 0.0101549-0.000868559j -0.00989273+0.00264604j 0.00388374-0.00367783j -0.0206372+0.0102788j -0.0115207+0.00308939j 0.00281685-0.00138426j 0.0111647-0.0028532j -0.0138398+0.00433576j 0.00857477+0.00350228j 0.0123695-0.00204129j 0.000690741+0.00500811j -0.00250761-0.00254632j 0.00879231+0.00212282j -0.00538505-0.00441847j -0.0055131-0.00377236j 0.0121188+0.000393985j 0.0115845-0.00294225j -0.0142567-0.0156894j -0.0274972-0.0159287j -0.005764+0.0142741j 0.0107033+0.00409325j 0.00710525+0.0128393j 0.000334628-0.00761533j 0.00730718+0.0138817j -0.00316406-0.00692557j 0.0013651+0.00473654j -0.0027049+0.00467094j 0.00162931+0.00311171j 0.00158043-3.55174e-05j -0.0016073-0.00380738j 0.00175293+0.00765363j 0.00558617+0.00601241j -0.00700521-0.0109229j -0.00334309-0.00833038j -0.00116034+0.0111214j -0.00532549-0.011783j 0.00027723-0.000516722j -0.00130812-0.00507297j 0.0052193+0.0124633j -0.00240685-0.007724j -0.00293163-0.0079292j 0.00128549+0.00546601j 0.00355518-0.00234808j 0.00403313+0.00687921j 0.000968345-0.00398273j -0.0014647-0.0151559j -0.00310338+0.0084749j 0.000367467+0.00314521j -0.00465612+0.004229j -0.00135032-0.000222704j 0.00540636-0.0161576j 0.00199225+0.0107143j 0.00403127-0.00265015j 0.00190416-0.00224313j 0.00179393+0.0101796j -0.00473301+0.000259423j -0.0038247-0.00178822j -0.00708688+0.0133318j -0.00511452+0.0228506j 0.0028913+0.000138382j 
-0.00365781-0.0117213j -0.00183329-0.000136754j -0.00171583+0.0162768j 0.00100895+0.00997789j -0.00616463-0.0115274j -0.00768936+0.0155989j 0.0106642-0.0191957j -0.00923841+0.0276087j 0.00387935-0.0109299j -0.0123628+0.00719657j -0.0114431+0.0189536j 0.00088195-0.0072647j 0.00914247+0.000327182j -0.00117798+0.00280734j 0.0117762-0.00417106j -0.00481385-0.00184546j 0.0101789+0.000325089j -0.00180093-0.0131511j 0.00314694-0.00422846j 0.0060882+9.39621e-06j 0.00139094-0.00198595j -0.00303092+0.00488499j 0.000871801-0.0055765j -0.00308561+0.00673077j -0.00464904+0.00562702j 0.000181809-0.00535492j -0.000897022+0.0053541j 0.00132549-0.00242119j 0.000211812-0.000501239j 0.00398996+0.011352j -0.0106128+0.0124828j -0.00200313-0.00625951j 0.0104128-0.0109038j 0.00365455-0.00902021j -0.000316636+0.000236699j 0.0103426-0.0120998j 0.00699879-0.00763072j -0.0140409+0.00771539j -0.00717948+0.00836136j -0.0161592-0.00530246j 0.00746969+0.00077982j -0.0146587+0.0136874j -0.00837746+0.00843896j 0.00180792+0.00598816j -0.00625883-0.00590558j 0.0186851-0.00480686j 0.00189992-0.00354005j -0.00505194+5.80984e-05j -0.00127029-0.0037297j 0.00949333-0.00841646j 0.00143488+0.00486678j -0.00413192-0.00458235j 0.000978824+0.000966459j -0.00136161+0.00027038j 0.00582462+0.0038368j 0.00114892-0.00124821j -0.00493838+0.00033383j 0.0128416-0.00288386j -0.0039969+0.00241636j -0.00516293+0.00387267j -0.00589992+0.00221562j -7.45542e-05-0.00135841j 0.0102223-0.00131432j -0.00383934+0.000290758j 0.00355842-0.000274099j -0.00789826-0.000501833j -0.000935269+0.000180465j -0.00222261-0.000459494j -0.0035331+0.000350707j 
0.00661325+0.000575141j -0.00475106-0.00793436j -0.00261719-0.00568359j 0.00119397+0.0199675j 0.00261555-0.0298481j -0.00927995-0.0224594j 0.0130579+0.00201028j -0.00332285-0.0166872j 0.00657976-0.0222032j -0.00887094+0.0224404j 0.00610469-0.00862593j -0.00267075+0.0135041j 0.00222692+0.00057321j -0.00470584+0.00642245j 0.00263562-0.00562911j 0.000405306-0.0007241j 0.00276441-0.00650927j 0.00374561+0.000661083j -0.000557672+0.00791023j -0.000810106+0.00389754j -0.00178006-0.00271559j -0.00210524+0.00295096j 0.00144242+0.00903173j -0.000999612-0.00218355j -0.00195628-0.000693572j 0.000379352+0.00435661j -0.0013459+0.00111663j 0.000111056+0.000201483j -0.000383966+0.00240632j 0.00824532-0.00694497j 0.00254583+0.00994638j -0.00783479+0.0041136j 0.000145243-0.0123949j 0.0168036-0.0165226j -0.00454719+0.00780388j -0.0136251+0.00289835j 0.00629618-0.0036935j -0.00164652-0.00151388j -0.0221096+0.00390896j 0.0273343-0.00124119j 0.00576513+0.00615698j 0.0130544-0.000232647j 0.00881001+0.00428977j -0.00751038+0.00124j -0.00312181-0.0010848j 0.00195532-0.0082995j -0.00143247+8.63258e-05j -0.0104767+0.00194089j -0.0102009-0.00133095j 0.0104981+0.00117567j 0.00660747+0.00217488j 0.00175795+0.000665456j 0.00102532+0.000492419j 0.000732496+0.00212088j 0.00400432-0.00249675j -0.00178039-0.000416809j -0.00294448+0.00233195j 0.00934442-0.00500091j 0.00716204+0.00161282j -0.00470671+0.000531022j 0.000726803+0.00163999j 0.00336371+0.000487025j 0.00136461-0.00416171j -0.00379383+0.00172266j 0.00377068+0.00117103j -0.00110653+0.000455279j 0.00517786+0.00216245j -0.00378089-0.00193334j 0.0013972+0.000960055j 
-0.0124356-0.00325385j -0.00260958-0.00144898j 0.0136173+0.00423779j 0.0130944+0.0105677j -0.0144171-0.00464686j 0.0101421+0.00981368j -0.0224881-0.00526153j 0.0329982+0.00556183j -0.00721986-0.00907938j 0.00420291+0.0163096j 0.0184248+0.00766016j -0.0118228+0.008426j -0.000359684-0.0032099j 0.000714471+0.00439365j -0.0107949-0.00729931j 0.00324992-0.000393227j -0.00423108-0.00903779j -0.00888659-0.00567552j -0.00644469-0.0015214j 0.000234589-0.00344261j -0.00482465+0.00068429j 0.00630037+0.00709884j -0.00580998-0.00653695j 0.00740444+0.00483306j 0.00807855+0.00619222j -0.00191544-0.0041576j 0.00375328+0.00310743j -0.000346269-0.00241343j -0.000637725+0.000909103j 0.00425546+0.000412279j -0.00337475-0.00159015j -0.00507735+0.00120778j 0.00774924+0.00249572j 0.00997409+0.00256795j -0.00440144-0.00869762j 0.00194584+0.00978311j -0.000432879+0.0109733j -0.0141674-0.0157389j -0.00987373-0.00825642j 0.00168631-0.0160693j 0.000775507+0.0053556j -0.00289091-0.0195959j -0.00215043-0.00978245j -0.00589159+0.000931171j -0.000552093-0.00327004j 0.00565245+0.016498j -0.00115245+0.005351j 8.10633e-05-0.00769382j -0.00253906+0.00124479j 0.00221082+0.0136166j -0.00173162-0.00121435j 0.000823315-0.00279752j 0.000108592+5.03938e-06j -0.00264714-0.00062173j 0.00150118+0.00115961j -0.000920217+0.000820189j -0.00247825-0.00623347j 0.00542565+0.013096j 0.000942873-0.00576257j -0.000226611-0.0053518j 0.00321557-0.00992833j 0.00107149+0.000730897j 0.00113681+0.00999505j 0.00150381-0.00482273j 0.0005374+0.0016259j -0.000188322-0.00296559j -0.00177974-0.00504243j 0.00276423+0.00367974j 0.000290641-0.00331344j 
-0.000985485+0.000940687j -0.00699536+0.000261485j -0.0044514-0.00135191j 0.0216145-0.0014781j -0.0314033-0.00473069j -0.0180852+0.00365682j 0.00335375-0.0053973j -0.0192229-0.00127609j -0.0221331-0.00573675j 0.025151+0.00784713j -0.00458721-0.00496536j 0.0223307+0.00678129j 0.000477582-0.00494179j 0.0117587+0.003049j -0.00679357+2.199e-05j -0.00324368-0.00170645j -0.00952513-0.00461317j -0.00336733-0.00258625j 0.00540076+0.00415221j 0.00289849+0.000469871j 0.000680501+0.00219536j 0.00657592+0.00112343j 0.00530119+3.14912e-08j -0.00221446-0.000274556j 0.00200123+0.00151998j 0.00138969+0.00112202j 0.000477901+0.000495288j -0.000746478+0.000490586j 8.35415e-05+0.00118194j 0.00112035+0.00367101j -4.73481e-05-0.0036553j -0.00291459-0.00548417j 0.00251727+0.00658237j 0.0068194+0.0155309j -0.00108538-0.00831364j -0.00422432-0.0160524j -0.00107945+0.00367676j -0.00206826-0.00532586j -0.0069448-0.0227838j 0.00392348+0.0241852j -0.000429559+0.00440889j 0.00308249+0.0165156j -0.00134576+0.00874198j -0.00219886-0.0101184j 0.00248256-0.0025784j 0.00358479+0.00237316j 0.00102708-0.00458359j 0.000957046-0.0103687j 0.00152083-0.0117242j -0.00555705+0.00606623j -0.00329182+0.00517725j -0.00205728+0.0030747j -0.00254223+0.00134072j -0.00123451+0.000498837j 0.000169146+0.00572587j -0.000186888-0.00210584j 0.00105419-0.00484851j -0.000751166+0.0116755j -0.00191519+0.00873645j -0.00011229-0.00489581j -0.00166967+0.00226373j -0.00143692+0.00164615j 1.49238e-05+0.00213102j 0.000615844-0.00352449j -0.00166639+0.00450585j -0.000776955-0.00394268j -0.00145932+0.0010798j 0.00111045-0.00191421j -0.00191318-0.00203739j 
0.00199359+0.00255561j 0.0034047+0.00429959j -0.00165533-0.0044784j -9.89188e-05+0.0025081j 0.00371647-0.00104759j 0.00199424-0.000218136j 0.00496648-0.00285146j -0.00904827+0.00667158j 0.0111757-0.00297512j -0.00571331+0.00103605j 0.000582977-0.00232645j -0.000411053-0.00022557j 0.000845243+0.00398733j 0.00493425+0.00145863j 0.000120148+0.0038323j -0.00240883-0.00391736j 0.00298258-0.000441097j 0.000311314+0.00241089j -0.000548165-0.00308273j 0.0188232+0.00257037j -0.00183368+0.000417414j 0.00152205+0.000814414j 0.0135323-0.00181952j -0.00913727-0.00859526j 0.0253031-0.00177021j 0.0304131-0.00818345j 0.00896349-0.00739567j -0.0127467+0.00532848j -0.0232674+0.0194711j -0.000624435-0.00918258j -0.00940298+0.00169955j 0.00766425-0.00135381j -0.000677202-0.0010756j -1.89233e-05-0.00328403j 0.00399005-0.00104686j 0.00365521-0.000298758j -0.00463149-0.00929464j 0.00407959+0.00164593j -0.00104993+0.00525285j 0.00411953-0.00575356j -0.00519788+0.0004183j 0.00119251+0.0021594j 0.00211248+0.00352715j -0.000431503-0.00408601j -0.00235172+0.000936897j 0.000882994-0.000974774j 0.0025559-0.000338237j -0.000645376-0.00437966j -0.000781318-0.00394739j 0.000365508-0.00714519j -0.00407102+0.00363189j 0.00170579+0.0032372j -0.0011703+0.00542361j 0.000539727+0.00779359j -0.00336604-0.00141432j -0.00327042-0.00148308j -0.0012315-0.00342735j 0.00227009+0.0112301j -0.00879203+0.0120426j 0.00681997-0.0123607j 0.000638559-0.0154328j 0.00898913+0.00524628j -0.00879132+0.00443534j 0.00166518-0.0225077j 0.00832465+0.027763j 1.10147e-05+0.0153768j 0.000215589-0.0227339j 0.0201575-0.00168421j -0.0151097-0.0336601j 
0.00283378+0.0044136j -0.000916094-0.00367344j -0.0042345+0.00454616j 0.00431326+0.00376968j 0.00599408+0.0028569j -0.00538379+0.00299279j -0.00112796-0.000698208j -0.00852044+0.000630938j -0.00278383-2.21708e-05j -0.00030374-0.000214771j -0.00167799-0.00321831j 0.000182324+0.00209158j -0.00614238+0.00149909j -0.00345839-0.000239721j -0.00450682+0.000314592j 0.00386846+0.000657084j -0.00880893+0.00325929j -0.00104714+0.00378912j 0.0116552-0.000916764j 0.0110526+0.00234234j -0.0140016+0.000754357j -0.00120809-0.00268821j -0.0144197+0.00862545j 0.0185892-0.00224051j 0.00815253+0.00838735j -0.00659917+0.00115402j 0.0133402-0.00826411j 0.0238566-0.0203774j -0.00834002+0.00559948j -0.00857052+0.000747688j -0.000557614+0.00929927j 0.000339811-0.00724964j -0.00780114+0.00273737j 0.00208465-0.00318006j 0.00287706+0.000909965j -0.00394412+0.00254585j 0.00147269-0.00172437j -0.0040676+0.00457546j -0.00204548-0.00155655j 0.00391313+0.00940752j 0.00310837-0.00598904j 0.000240083+0.00348705j -0.00155564+0.00352415j 0.000181972-0.000218415j 0.00353119+0.0027228j -0.00247905+0.000226434j 0.00188594+0.00492307j 0.00181019-0.00277565j 0.00178197-0.000219867j 0.00289375+0.0141398j -0.00215379-0.00283013j -5.26668e-05-0.00145295j 0.0017176-0.00291494j 0.00236363+0.00212667j -0.00194713-0.00118719j -0.00300974-0.00126487j -0.00197302-0.000366851j -0.00554187+0.00521557j -0.0020916-0.0190441j 0.0067624+0.00865679j 0.0163964-0.0125567j -0.00369967+0.00825089j 0.00785501+0.027669j -0.00770975-0.00497561j 0.00647256-0.00255497j 0.00765467+0.0211463j -0.000233673+0.00181746j 0.0138575+0.0348694j 0.0191277+0.0011882j 
0.00388245+0.00175173j -0.00585883+0.00631384j 0.00778977-0.00166733j 0.00730608+0.00238886j 0.0128518-0.00128224j 0.010056+0.00105457j 0.000260074-0.00641426j -0.01083+0.000161677j 0.00349805-0.00530368j -0.00640388-0.0077575j 0.00599998-0.00129045j 0.00776158+0.00180059j -0.00420421+0.00643102j 0.000563623-0.00148044j -0.00569164-0.00189344j 0.00502526+0.0064977j -0.00315283+0.0154599j -0.00465853-0.00800825j 0.00676073-0.00132052j 0.00048611-0.00450873j -0.00221449+0.0186176j 0.0103393-0.00884896j 0.00971519-0.00240545j -0.00585889-0.0255361j 0.00888578-0.000728206j -0.0117013+0.0518729j -0.0127027-0.00153173j -0.028735-0.0135753j 0.00747007+0.0170014j -0.0134626-0.00773931j -0.00596024-0.00139242j -0.00371368-0.000296144j -0.0108069+0.000813526j 0.00987204-0.00544868j 0.0018089+0.00259847j -0.00323789-0.000505303j 0.0154943-0.00890721j 0.00312676-0.00164264j 0.00858942+0.00426292j -0.00132222+0.0013441j 0.00668978-0.000587539j -0.00232532+0.00103105j -0.00143619+0.00575801j 0.0036155-0.00496159j 0.00408339+0.00721527j -0.00567324+0.00473263j -0.00146764+0.00318794j 0.0063443-0.00377214j -0.00303323-0.00152856j -0.0138565+0.0025912j -0.00256768-0.00575086j -0.00282314+0.00720153j 0.00240787+0.0063029j -0.000889103-0.00269556j 0.00336113+0.00511412j 0.00678448-0.0149473j 0.00057632-0.0104134j 0.00970706+0.00707242j 0.00600757-0.00400831j -0.00574278+0.00301843j -0.0130936+0.00223136j 0.00238117-0.00101842j -0.00581815-0.0138672j 0.00308472-0.00134716j -0.0196048-0.018684j -0.0102499-0.0335648j -0.0107946+0.0165046j 0.0118696+0.0134062j -0.00886525-0.00517913j 
0.0106292-0.00949234j 0.000574357+0.00159089j 0.00144866-0.00374468j 0.0116906-0.00335118j 0.00273065-0.00259793j 0.00615262-0.0101256j -0.0118168-0.00515382j 0.00642585+0.00943399j -0.00928828-0.00769778j -0.00361782-0.00153836j -0.0081102-0.00173198j 0.00310224-0.000369109j 0.00769848+0.00655644j -0.00186048+0.000174164j 0.00351819+0.00207973j 0.00344802-0.00101192j 0.0133485+0.00601708j 0.00784639-0.00259774j 0.00175023-0.0138355j 0.00315215-0.00463677j 0.0141397+0.0125822j -0.0153787-0.00821867j 0.0103498-0.0146641j -0.0214157+0.00927109j 0.00561509-0.00129956j 0.00992948-0.0110921j -0.00602409-0.0453738j -0.0142655+0.0177565j 0.0412387+0.0220393j -0.00656872+0.00390123j -0.0148373-0.00596211j 0.00428718+0.00594454j -0.0115803+0.00380702j 0.00593879-0.000428977j 0.00117866+0.00489259j -0.00726374-0.0012605j 0.000419733-0.00426393j -0.000696166-0.00341176j 0.00428211+0.00177731j 0.000591181-0.00533107j 0.000106687+0.00175398j -0.00169426-0.000525691j 0.00231122+0.00102013j -0.00249997-0.000325285j -0.000663478-0.00110584j 0.00473963+0.00306925j 0.000617138+8.92159e-05j 0.00242955-0.00376791j -0.00178347-0.000826946j 0.00814791-0.00766875j -0.00501035-0.00125406j 0.00540929+0.00380779j 0.000549019-0.00316811j -0.00087501+0.0037952j -0.00304183+9.03459e-06j -0.0111284+1.9096e-05j -0.00050792+0.00315933j -0.0180697-0.00118537j 0.00268395+0.00198122j -0.00388907+0.00621986j 0.0121225-0.00430738j -0.00784981+0.00233647j 0.0213983+0.0124537j -0.0138947+0.00952637j 0.011344+0.0105682j -0.00333147+0.0210923j 0.0101376+0.0196901j -0.00407701-0.00400553j -0.0145471-0.00517689j 
0.00464361+0.00173085j 0.00752436-0.00408303j -0.010527+0.0023208j -0.000525831+0.00442914j -0.0069812+0.00546202j -0.000577827-0.000689892j -0.000998264-0.00310376j 0.0065071-0.00390226j 0.00447181-0.00683011j 0.00349611-0.00448424j -0.00377975+0.00333999j -0.00586534+0.00336432j 0.00261025+0.000820276j 0.00151125-0.00152054j 0.00726244-0.00605221j -0.00883789+0.00679056j -0.00608075-0.000360893j 0.0104797-0.00972971j -0.00282897+0.00822343j 0.00690868-0.00258397j -0.0122829+0.00119182j 0.0135534+0.0023154j -0.00280191-0.0224583j -0.00974846+0.00192249j -0.0359484+0.00768781j -0.0443671-0.00456398j 0.0126769+0.0103863j 0.0432583+0.0324026j 0.0285795-0.00445218j -0.000493929+0.00173112j -0.0146636-0.00109616j 0.00808951+0.00350239j 0.00273057-0.00068642j -0.00314408+0.000174088j 0.00550428+0.00308224j 0.00263671+0.00163173j 0.00203442-0.00470588j 0.00295733-0.000829912j -0.000941914+0.00158772j 0.00685768-0.000803856j -0.00583938-0.00211245j 0.00228607+0.000825951j -0.000667602+0.00131699j 0.006178-0.00193799j -0.000448753-0.00147692j -0.00294142+0.00379654j -0.000220933-0.000375623j 0.0038116-0.00339039j 0.00296288-0.00142584j -0.00520652-0.00125877j -0.00625344-0.000594282j -0.00265458+0.00250424j -0.00412022+0.00198514j 0.00204735-0.00145656j -0.000911406+0.00224273j 0.0054401-0.00823686j 0.000504684-0.00685535j 0.00487191+0.00944787j -0.00612434-0.000167197j 0.0113242-0.00350039j -0.00621356-0.00353525j 0.0125365-0.00169794j -0.0151503-0.00672659j -0.00646015-0.00772534j 0.0103177-0.00833059j -0.0112681-0.00410158j -0.0296314-0.012564j -0.0101065+0.00145826j 0.00169996-0.00378543j 
0.000738658+0.00101578j 0.00534646+0.00428431j 0.0031876-0.0062219j -0.00253631+0.00391436j -0.00335483+0.00322363j -0.000425483-0.00774914j 0.00163054-0.00861607j -0.00934073+0.00250399j 0.00518099-0.00750401j -0.00751053-0.00674664j 0.0074189-0.00370903j -0.00478242+0.0025424j -0.00175893+0.00576104j -0.00229141-0.00120462j -0.0017785-0.00113828j 0.00480865+0.00494285j 0.0026165+0.00512767j -0.00223978-0.00169342j 0.0055133-0.00418253j -0.0130338+0.0096462j 0.00760452+0.0104943j 0.00277017-0.0063019j -0.0159436-0.000846692j 0.00521107+0.0100866j -0.0139546+0.0142106j 0.0422103+0.0253878j 0.0244717-0.00733428j 0.0177271-0.00337485j -0.0223488-0.0240845j 0.00757535+0.00170596j -0.0116587+0.00156989j -0.0046235+0.00424655j -0.00235565+0.00680248j 0.00657146-0.00127371j 0.00518679+0.00116904j 0.0029646+0.00164951j 0.00909631-0.0054826j 0.00641901-0.00453313j 0.00955213-0.000392461j -0.000303305-0.00845318j -0.00639252+0.000475111j 0.00193405+7.21353e-05j 0.00143885+0.0039095j 0.00185533-0.00291345j -0.00299812-0.00148278j 0.00227399+0.00391701j -0.000194033+0.00221009j 0.000868129-0.00735387j -0.00726625+0.000386875j 0.00443548-0.00912671j -0.0058593-0.00190099j 0.00355976+0.00735875j -0.00193401-0.00401553j 0.00204109-0.00107845j -0.00384833+0.00487001j -0.0125189-0.0077043j 0.000326965+0.00139315j -0.0086636+0.00101765j -0.00162332+0.00917435j -0.016823+0.00301011j -0.0149588-0.00247735j -0.00456028+0.00118787j 0.0036715+0.000385267j 0.0120993+0.00287684j 0.0167103+0.0116624j -0.0354317-0.0184122j 0.0108641+0.0109732j 0.00477056-0.000195602j 0.00132087-0.00363254j 
0.00604964-0.00862771j 0.00361348-0.00361262j -0.00104019-0.00872419j 0.00503012-0.00489014j 0.000500417-0.00357687j -0.00547471-0.00767929j -0.0112925+0.00246162j -0.00188292+0.0165971j -0.0103605-0.00475565j -0.0133897+0.0100204j -0.00404094-0.00411514j 0.00564724-0.000751627j 0.00496712+0.00340013j -0.00268857+0.0044931j -0.00651161+0.00453698j 0.0127368-0.0107044j 0.0122314+0.000796906j -0.0216243-0.00620596j -0.00779793-0.0119073j 0.00304657-0.00259204j 0.0195809+0.000108829j -0.0124734-0.0146192j -0.0211583-0.000235546j -0.0192336-0.0134924j 0.00261272+0.0206924j 0.0674673-0.00464205j -0.00931938+0.0150984j -0.00312009+0.0142108j 0.00703823-0.0111184j -0.00528239+0.0107794j -0.0115657+0.00490623j 0.00507371+0.00464467j -0.0117622+0.00444555j 0.00179919+0.00123925j 0.000694244+0.00248956j -0.00935485+0.00167589j 0.00273131-0.00397759j -0.00444073+0.000985257j 0.00125164-0.000445996j 0.00113805+0.00124205j 0.00846474-0.00255587j -0.00215748+0.00144981j 0.000864058+0.000522559j 0.000872168+0.00113027j 0.00318677-0.000863271j -0.00135917+0.000138595j 5.0131e-07+0.000651166j 0.000150591+0.00231107j 0.00182173+0.00139195j -0.00756279+0.00647927j 0.0062318-0.00291532j 0.00200126-0.00189073j 0.00625979+0.00144469j -0.000541956+7.23157e-05j 0.00818282-0.0028182j 0.0167387+0.00192925j -0.00458636+0.00226052j 0.0164453-0.00535815j 0.00151729-0.00481258j 0.0207964+0.000882946j 0.00811729-0.00342518j 0.0134764+0.00911061j -0.0129853-0.00382924j -0.00314845-0.0106819j -0.00863905-0.0185865j 0.000819938+0.00137174j 0.0147015-0.0012412j 0.00549604+0.00399204j -0.00261105+0.00488846j 
-0.000403072-0.00417097j 0.00554531-0.00749481j 0.000939073-0.000570127j 0.000670505-0.00166666j -0.000984822+0.00841526j -0.0169575-0.00585422j -0.00694705+0.00292976j 0.000785137-0.0017177j -0.00599843-0.00415486j -0.00879765-0.00253391j -0.00744734+0.00648762j -0.00788635+0.00759383j 0.00650123-0.0040125j -0.00447118+0.0033951j 0.00445253-0.0110862j 0.00793234+0.00703725j 0.00571723-0.0128348j 0.00674991-0.0252071j -0.00942698-0.00416003j -0.00303792+0.00320393j 0.00165693-0.00611151j -0.00499498-0.000596672j -0.00312255-0.0209078j 0.0396993+0.00342781j -0.00899407+0.0203683j -0.0199339+0.000469079j -0.0505844-0.0149058j 0.0115499-0.0166024j -0.00132388-0.0112239j 0.0111271+0.00279159j -0.0084054+0.0117704j 9.23723e-05-0.000546182j -0.00553366+0.00243187j 0.00432341+0.00499265j 0.0121166-0.00299473j 0.00636298-0.00332674j 6.9425e-05+0.0025226j 0.00289083-0.00125548j 0.00431398-0.00134177j 0.0037297-0.00856237j -0.0109601+0.00474439j 0.00514667-0.00191452j 0.00309962+0.00226708j 0.000483443-0.00202325j -0.00674393-0.00305395j 0.000466834+8.12052e-05j 0.00207968+0.00308013j 0.00166925-0.00335364j -0.0101286+0.00130145j -0.0026273-0.00390999j -0.00835746+0.000281642j 0.0107483+0.00661363j 0.00483461+0.00301016j -0.00310498-0.00454017j 0.00529451+0.00389794j 0.00457898-0.00725256j -0.00612354+0.00360729j 0.00289425+0.000456556j 0.00689909+0.00243362j 0.00467008-0.00559692j -0.0128645-0.00487848j 0.0194251+0.00238265j -0.0154439-0.0114032j 0.0208572+0.00840163j 0.020358+0.00621368j -0.000986749-0.0012936j -0.00242645+0.00524183j -0.00496009+2.85211e-06j -0.00839808-0.00337499j 
0.000472899+0.00641875j -0.00128938-0.000204381j 0.00159492+0.000457928j 0.00046629+0.00983172j 0.00331414+0.00794194j -0.00384065+0.0100944j 0.00463687-0.00479527j -0.00520187+0.00420199j 0.00285846+0.000117754j 2.71318e-05+0.00334418j -0.0021658-0.0069926j -0.0010794+0.0141561j -0.00924754-0.00722421j 0.00357479+0.00319595j -0.0050518-0.00579362j 0.00941151+0.000279624j -0.0200969-0.00843606j -0.00176207+0.00232092j -0.0103716-0.0229569j 0.0065594+0.0199061j -0.0154621+0.00636067j -0.0030482-0.0247102j -0.00760889+0.0326747j 0.00884795+0.00316671j -0.00532816+0.0204475j -0.00239345-0.019472j 0.0136589-0.00317923j -0.00399305-0.00373047j -0.00979759+0.0212794j -0.00160307-0.00820929j 0.00603896-0.0047185j -0.00325548+0.00245873j -0.00245531-0.00571629j 0.00661667-0.000326252j -0.0054012-0.000659411j 0.00653756-0.00570278j -0.00223066-0.00283488j 0.00114059+0.00207499j -0.00385266+0.000233268j -0.000527964-0.000278167j 0.00449564-0.000399377j -0.00765969+0.00173319j 0.00507922+0.000819585j 0.00467087-0.00224577j -0.0105077+0.00620214j -0.00205422+0.00315386j 0.00230652+0.00261523j -0.00210309+0.00451015j -0.0243388+0.00911955j 0.00822609+0.00346079j 0.00931412-0.00891654j 0.00515952+0.00537268j -0.0191545+0.00521742j -0.0123374-0.00889222j 0.00597054+0.000630602j 0.0162005+0.0064723j -0.0129487+0.00677033j -0.00960414-0.0125821j 0.0222892+0.0107551j 0.004273+0.00515992j -0.0174552-0.00881942j -0.000139845+0.0117837j 0.0140538+0.0124354j 0.0263856+0.0128906j -0.0134594-0.013286j -0.0101199+0.00152234j 0.00221382+0.00113411j -0.00639414-0.00219901j 0.00601946+0.000747086j 
4.14276e-05+0.00125709j -8.68901e-05-0.00478856j -0.000255669+0.00370227j -0.000650131+0.0011954j -0.000763872+0.00326675j -0.0132467+0.00015609j -0.00227528+0.00162438j -0.00439277-0.00410514j -0.00798624-0.00137486j -0.00879843+0.000500142j -0.00261821+7.83415e-05j -0.0112289-0.00345711j 0.0109892-0.00382309j -0.00804615+0.000392058j 0.00355794-0.00249533j 0.0120239+0.00820548j 0.00893194-0.0106961j -0.0019495+0.000126063j 0.0222565+0.0105062j -0.00680872+0.00089971j -0.00783604-0.0158426j 0.00916791+0.00331682j -0.0119976-0.0195196j -0.0157431-0.00796588j -0.00290001+0.00492571j 0.0100941-0.0202678j 0.0207155-0.00308125j -0.00917788-0.0028468j -0.00758368+0.0233354j 0.00367443-0.00464788j 0.0146329-0.000948191j -0.00902057-0.00133957j 0.00239886-0.00326479j 0.00323252+0.00119344j 0.00657393-0.00427369j 0.00830966-0.0061446j 0.00389379+0.00589309j -0.00373687+0.000666685j 0.00107276-0.00293803j -0.00405457-0.00196919j -0.00640637+0.00589884j 0.00907818-0.00576496j -0.000183536+0.000543393j -0.00969306+0.00156161j 0.00371142-0.00592682j -0.00469965-0.00445163j -1.11737e-05+0.00308601j 0.00551454-0.00112554j -0.00128382-0.000740584j -0.00930996-0.00298757j -0.00892173+0.00363265j 0.00840359+0.00292014j 0.0271382+0.000322586j -0.00450051-0.00682119j 0.0105968+0.00403247j 0.00702147-0.0112772j 0.00187096+0.00167996j 0.00856027+0.00193839j 0.00173775-0.0121277j -0.012568-0.00392742j -0.00084097+0.00702917j -0.00401588-0.00346606j -0.0195884-0.0214247j -0.00759749+0.011178j -0.00151932-0.00168994j -0.0102432-0.00197568j 0.00602231+0.00135021j -0.00869827-0.00801615j 0.00665244+0.00614081j 
