1.68209e-13-0.288046j 3.62144e-14+0.0161178j -2.1909e-17+0.0474075j 2.07709e-16-0.149698j 1.55079e-16-0.0266169j 3.64238e-15-0.14498j 4.4225e-16+0.215601j -1.19906e-15-0.117064j -2.31909e-15+0.179985j 4.85316e-15-0.094174j 1.94741e-15+0.117592j -2.50388e-15+0.0641628j 4.33599e-16+0.0410069j -2.07381e-15-0.194286j -3.83941e-15-0.0922697j 1.45466e-15-0.107143j 1.65907e-14+0.107344j 1.99542e-14+0.0373722j 1.63342e-14+0.0432999j 1.53057e-14+0.172679j 6.14891e-15-0.230677j 1.8616e-14-0.182969j -1.49566e-14-0.175254j 4.33108e-14-0.223149j 8.53963e-15+0.0651676j 2.19425e-14-0.112653j 1.35904e-14-0.00531305j 2.69709e-15+0.0803802j -7.89415e-14-0.145721j -1.03823e-14+0.123444j 1.35605e-14+0.079132j 1.07708e-14+0.0500762j 4.27187e-15+0.0375327j 8.08221e-15-0.0164514j -1.85786e-14-0.229519j -9.57114e-15-0.0297945j -3.49931e-14+0.190372j -1.39314e-13+0.0435773j -1.25983e-13+0.137849j -8.94616e-14+0.161397j -2.30098e-15+0.0299375j -3.77219e-14+0.015955j 1.09487e-15-0.221798j 8.31414e-16+0.101594j 4.48267e-15+0.0450355j 1.31833e-15-0.0508981j 2.9225e-15+0.0812793j 1.43663e-15+0.170797j 2.64067e-15-0.181313j 1.26868e-15-0.0900111j 1.61528e-15+0.0949614j -1.77341e-16-0.0643568j -4.85285e-17+0.193249j 9.64167e-17-0.00107229j 4.20702e-15-0.16342j -1.88851e-14-0.209218j 
-4.83861e-16+0.000450708j -2.03301e-16+0.00118321j 6.71907e-17-0.000600842j -2.67105e-16+0.00258149j -1.13125e-16+0.00108413j -8.82927e-17+0.000532205j 8.7305e-17-0.000728908j -2.2217e-16+0.00216094j -9.51642e-17+0.00087379j 1.45835e-17-0.000206294j 6.42455e-17-0.000610785j -2.20608e-17+0.00038936j 7.82645e-17-0.000949874j 9.48257e-17-0.000956439j -1.28661e-16+0.00155543j -1.81831e-16+0.00123092j -1.38193e-16-0.00187935j 5.32035e-16+0.000920133j 1.79261e-16-0.000965199j -1.69066e-17+0.000908775j -1.89943e-16+0.00245646j -1.75051e-16+5.29744e-05j -1.78094e-17+0.00136056j -4.56638e-16+0.00145064j 2.45471e-17+5.10542e-05j -5.65373e-16+0.00210855j -4.12034e-16+0.00194988j 3.58801e-17-0.000893898j 9.48509e-16+0.00227661j 2.51398e-16-0.000301651j -4.21779e-16-0.000787048j -8.03556e-17-0.0016333j 9.60461e-17-0.00205019j -2.40091e-16+0.00155717j 1.17204e-16+0.00100332j -3.39601e-16+0.00193059j 1.71332e-16+0.000332257j 6.91229e-16-0.000467907j 6.71538e-16-0.000522739j 1.6447e-15-0.00254044j 3.57609e-16-0.00137977j -1.08618e-15+0.000179558j 4.56101e-17-0.00048911j 4.68972e-17-0.00063109j -1.15208e-17-2.36039e-05j 6.33711e-17-0.000816992j 3.79673e-17-6.14674e-05j -6.69853e-17+0.000905607j -2.72733e-16+0.00237509j 8.667e-17-0.00100494j -2.44953e-18+0.000260139j -4.23832e-17+0.000415271j 2.76389e-16-0.00266029j 2.33625e-17-0.000220271j -9.73895e-17+0.00110447j -5.25204e-17-0.000690309j 
3.65329e-16-0.000772293j 9.26384e-17+0.000773549j -3.83104e-18+0.00018503j 3.50454e-17+0.00110767j 1.2276e-17-3.23105e-05j 1.91154e-17-0.000659325j -1.13309e-17+0.000134732j 3.42308e-17+0.00107695j -1.14548e-17-0.000201005j 6.1534e-18-0.000247789j -4.2566e-18-3.99465e-05j 1.20417e-18-0.000108623j -1.27572e-17-0.000177099j 1.31811e-17+9.16006e-05j 1.36964e-16+0.000189814j -3.30072e-16-0.000808374j -5.05681e-16-0.001741j 2.08144e-16+0.000420822j 1.97057e-18-0.000248894j 2.61484e-17-4.29183e-05j 1.25645e-16+0.000102313j 5.01474e-18-0.00144813j 2.91724e-17+0.000733882j 8.13047e-17+0.000365772j 6.0947e-17-0.000831593j -1.62005e-17+0.000178519j -1.02657e-16+2.84335e-05j -2.09209e-17-0.000430307j 3.86441e-16+0.000774933j -2.95405e-18-0.00090481j -3.04994e-16-0.000907535j -1.46536e-16+0.000168237j -8.63224e-17-0.000781276j 3.45424e-17+0.000402718j 4.86351e-17-0.000907595j -2.70885e-16+0.0015562j 3.57217e-17-0.000100303j -1.61669e-16+0.000279318j -1.33531e-16-5.70205e-05j -1.30986e-16+0.000244277j -2.06431e-16-0.000974513j 1.43103e-15-0.000640664j -5.25163e-18+0.000228941j -2.15274e-17-0.000331915j -1.59196e-17-0.000224396j -6.95593e-18-0.000439939j 1.11946e-17+0.00024836j 1.17741e-17-0.000150408j 2.55178e-17+0.00046802j -9.263e-18-0.000709718j 3.8901e-17+0.000898702j 1.59612e-17+0.000508553j -3.42732e-17-0.000664539j -5.54646e-18-0.000459671j 4.24362e-17+5.81285e-06j -1.32739e-16-0.00113781j 
-1.78296e-15+0.00337435j -3.8278e-16-0.00166407j -2.87443e-19-0.000520334j 2.93484e-18-0.00125801j -8.27867e-18-5.89866e-06j -5.03662e-17+0.00206108j -6.77767e-18-0.00171369j 7.58309e-18-0.00135903j 3.09458e-17-0.00128607j -4.74628e-17+0.00118198j -2.34557e-17-0.00069931j 1.06674e-17-0.000417753j 5.54796e-18+0.00019976j 2.12173e-19+0.00159407j -1.7278e-16+2.9825e-05j 5.37781e-16+0.00183751j 7.04786e-16+0.00243876j -6.27949e-16-0.00119489j -1.67859e-16+0.00030171j -1.82377e-16-0.00149333j -2.23231e-16+0.0010258j -1.30328e-16+0.0037477j 8.06945e-17-0.000157409j -3.55008e-16+0.000787287j -1.93827e-16+0.000825294j -2.58413e-17+7.12581e-05j 1.33381e-16-0.000480901j 2.64407e-18+0.000289533j -2.50242e-16-0.000676769j 7.50017e-19+0.000577263j 4.77231e-16+0.00104427j 1.97132e-16-0.000261766j 9.34838e-17+0.00147173j -7.29273e-17-0.000903305j 1.7443e-17+0.00300359j 6.02449e-16-0.00275479j 1.52775e-16-0.00139719j 1.18422e-15-0.000675418j 1.02744e-15-0.000850504j 5.36691e-16-0.00102743j 2.61185e-16+0.00167922j -1.77181e-15+0.000867498j 1.53322e-17+0.00147163j 1.23365e-17-9.83511e-05j -1.37132e-17+1.86884e-05j -8.77804e-18+0.00130561j -4.90072e-17-0.00101739j -4.14038e-17-0.00130426j -8.0267e-18+7.14639e-05j -1.09383e-17+0.00209113j -6.52116e-17-0.00225303j -4.92768e-18-0.000423487j 2.8868e-19+0.000223066j -4.19096e-18+0.000804891j -8.29408e-17+0.000989719j 3.72846e-16+0.0036316j 
1.20273e-15-0.00206182j 2.62239e-16+0.000166559j -9.67721e-18+0.000700122j 1.3511e-17-0.000880018j 1.90545e-17-0.000748144j 5.25269e-17-0.00148829j 3.34687e-19+0.00131621j 8.3456e-18-0.00055508j 1.47691e-17-6.98341e-05j 2.00896e-17-0.000466645j 1.21953e-17+0.00072457j -5.31788e-18-0.000107155j 1.77369e-18+0.000508789j -2.33332e-17-4.47058e-05j 1.0375e-16-0.00102387j -2.85812e-16-0.00190685j -2.28899e-16-0.000316793j -7.50893e-17+3.31986e-05j 1.76709e-17+0.000452563j 6.43336e-17+4.52921e-05j 1.01371e-16-0.00211804j 1.78373e-16-0.00215103j -1.20244e-16-0.000651232j 3.87748e-16-0.00124681j 1.01242e-16-0.000645914j 2.58163e-16-0.00142431j 7.69061e-17-0.00110717j 3.29675e-17+0.000357916j -5.81204e-16-0.00103008j -1.33846e-16-0.000312567j 4.90006e-17-0.000193663j 2.20553e-17+0.00128409j 1.92491e-19+0.000511841j 1.09607e-16-0.000540347j -1.42688e-16-0.00230959j -2.52789e-16+0.000373097j -1.78085e-16+0.000379708j -1.02928e-15+0.000706429j -9.21016e-16+0.000728261j -1.24596e-15+0.00227444j -3.26769e-16-9.59248e-05j 1.95286e-15-0.000698916j -3.32411e-17-0.00026981j 6.13375e-18+0.000382413j 1.76251e-17-5.59384e-05j 7.33496e-18-0.000159531j 7.31725e-18+0.000575131j 3.17007e-17-6.89905e-05j 3.65548e-17-0.00152471j 2.50238e-18-0.000464647j 2.48119e-17+0.00110137j -3.14895e-19+5.26146e-05j -1.78997e-17+0.00153019j 2.63275e-18-0.000345626j 3.70804e-17-0.00120406j -1.35708e-16-0.0015018j 
-4.82932e-16+0.00108985j -1.03469e-16-0.00124195j -8.82352e-18+0.000180778j 6.21043e-18-0.00176467j 9.61211e-18-0.000675317j 4.36078e-18+0.000437104j -2.43437e-18-0.000348183j 7.05712e-18-0.00157022j 4.38432e-17-0.00124249j -2.42649e-17+0.000612197j -7.1716e-18+1.21358e-05j 6.73717e-18-0.000484514j 7.91161e-18+0.000608453j -2.28374e-17+0.00140236j -4.94413e-17-0.000859164j 1.85641e-16-0.000155685j 3.76837e-16+0.00167488j -6.05275e-16-0.000986525j -1.31026e-16+0.000640352j -9.96243e-17-0.00130501j -1.01881e-16-0.000950962j 4.73331e-17+0.00125573j -4.0789e-17-0.000623356j 2.84336e-17-0.000354709j -6.90414e-17+5.52615e-05j 1.98483e-16-0.00117983j 1.72119e-16-0.00141285j 3.44135e-17+0.000521142j -7.01001e-16-0.00142093j -1.1e-16+0.000119679j 4.3959e-16+0.000644059j 1.78834e-16+0.000930146j 8.05019e-17+0.00167207j 3.21533e-17-0.00123773j -1.05476e-16+0.00051883j 2.67073e-16-0.00193279j -1.2048e-17-0.000928787j 1.24698e-16+5.97769e-05j 8.84616e-17-0.000122476j -6.39823e-16+0.00113466j -7.56052e-17+0.00129174j 3.42361e-16+7.12839e-05j -2.25184e-17+0.00111043j 1.87406e-17+0.000208035j 3.73441e-18-6.27789e-05j 1.87663e-19+0.000970895j -3.56027e-17-0.000367936j -3.47243e-18-0.00125135j 1.91301e-17-0.00123058j -5.3592e-18+0.00136826j -3.50056e-17-0.000921848j -7.68562e-18-0.000265616j -8.82573e-18+0.00147359j 9.41346e-19+0.000353507j -4.07129e-17-0.000182823j 1.99186e-16+0.00177046j 
-1.40991e-16+0.000316328j -3.13024e-17-0.000375775j 2.52842e-18+2.94169e-05j -2.3832e-18-0.000549057j -5.3298e-18-0.00016252j -6.23956e-18+0.000158961j -8.6297e-20-7.97745e-05j -8.51648e-19-0.000496241j -1.7364e-18-0.000266093j -4.38395e-18+0.00016491j -1.31563e-18+1.66119e-05j -4.31452e-18-0.000101275j 6.19506e-18+0.000168205j 6.13358e-18+0.000314423j -3.09546e-17-0.000234404j 6.47598e-17+3.32844e-05j 1.33274e-16+0.000586366j -1.68175e-16-0.000277333j -2.82995e-17+0.000183209j -3.7092e-17-0.000297448j -4.40762e-17-0.000259438j 2.90169e-18+0.000431936j -9.67344e-18-0.000237912j 3.86879e-18-0.000140471j -3.2983e-17+0.000100907j 4.33055e-17-0.000312615j 4.08916e-17-0.000345331j 9.4022e-18+0.000175331j -2.16478e-16-0.000432635j -3.8465e-17+0.000128557j 1.30883e-16+0.000252125j 6.93173e-17+0.000212736j 3.22754e-17+0.000485117j -2.70132e-19-0.000340821j -4.054e-17+0.000196276j 9.52583e-17-0.000624144j -1.84414e-17-0.000199225j 3.91649e-17-9.50979e-06j 2.2652e-17-1.26185e-05j -1.35592e-16+0.000263951j -2.62572e-19+0.000411489j -6.98404e-17+8.18576e-05j 7.57326e-18+0.0002279j 4.18315e-18+9.15579e-05j -7.24083e-19+1.0689e-05j 3.12094e-18+0.000274318j -9.05645e-18-0.000106892j -1.4571e-17-0.000273995j -2.4145e-18-0.000359177j 1.63802e-18+0.00039394j -7.52432e-18-0.000304109j 1.1465e-18-0.000119865j 5.41473e-18+0.000438414j -2.5209e-18+0.000130905j -1.56309e-17-5.8359e-05j 5.89646e-17+0.000523743j 
3.89775e-16-0.000739036j 7.70678e-17+0.000347277j 1.00881e-18+0.000114682j -1.71493e-17+0.000240526j -5.92597e-19-2.89869e-06j 1.09531e-17-0.000447564j 7.55596e-18+0.000384611j -1.64722e-17+0.000266013j -1.87519e-18+0.0002901j 1.01139e-17-0.000257773j 9.64696e-18+0.000160978j -6.84589e-19+9.49045e-05j 2.94291e-18-3.56236e-05j -4.61065e-18-0.000355928j 2.88586e-17-1.91181e-05j -1.10659e-16-0.000396627j -1.25301e-16-0.000491906j 1.29092e-16+0.000252657j 4.16007e-17-5.65108e-05j 4.32863e-17+0.000332219j 3.59734e-17-0.000244644j 3.51613e-17-0.000802799j -3.12274e-17+9.18627e-06j 6.84021e-17-0.000193456j 4.91443e-17-0.000163162j 4.7424e-19-3.07165e-05j -2.95159e-17+9.80608e-05j 6.68658e-18-4.92248e-05j 2.75583e-17+0.000120401j 8.84252e-18-0.000103837j -8.70095e-17-0.000206351j -3.65182e-17+6.19226e-05j -8.5753e-18-0.000299805j 1.02061e-17+0.000184676j -7.45535e-18-0.000654733j -1.41881e-16+0.000567608j -3.10941e-17+0.000314883j -2.64679e-16+0.000146342j -2.25239e-16+0.000194975j -1.17096e-16+0.000236068j -4.44311e-17-0.000344341j 3.68931e-16-0.000178386j -9.89093e-18-0.000334329j 3.81229e-18+3.39907e-05j 6.34207e-18+1.95877e-06j 5.24395e-18-0.000277489j 1.10349e-17+0.000222057j 1.2958e-17+0.000292672j -1.03614e-17-3.98131e-05j 6.91996e-18-0.00044573j 9.30092e-18+0.000480496j -5.17259e-18+7.94458e-05j 1.45699e-17-1.96912e-05j 4.59438e-18-0.000167324j 1.14226e-17-0.00022759j -7.60365e-17-0.000781595j 
-1.17883e-16+0.000191667j -9.51877e-18+0.000109053j -6.89769e-18-9.79473e-05j 4.04064e-17+0.000328854j 1.26129e-17+0.000143347j 1.84502e-18+0.000143916j -1.4332e-17-0.000174471j 3.48665e-17+0.00026655j 2.44932e-18+4.69171e-05j -2.95002e-18+1.93658e-05j -1.22822e-17-0.000116877j 4.4046e-18+2.76145e-05j -1.56159e-17-0.000124447j -2.97216e-18-4.75249e-05j 2.27076e-17+0.000216945j 1.88824e-17+0.000220606j -6.34484e-17-0.000203521j 7.26492e-17+8.23527e-05j -1.06692e-17-0.000124462j 6.03429e-18+4.79443e-05j 3.85427e-17+0.000381794j -2.83831e-17+0.000129442j 4.61761e-17+0.000203637j -2.91338e-17+0.000246399j -8.64863e-18+1.32771e-05j -2.03509e-17+0.000292424j -4.18472e-18+0.000238659j -2.29917e-17-0.000122767j 1.95507e-16+0.000302753j 1.72892e-17-4.87266e-05j -7.22723e-17-9.12608e-05j -4.85577e-17-0.000224197j -4.19189e-17-0.000234507j 6.82158e-18+0.000180809j 4.73057e-17+0.000242298j 2.89876e-17+0.000187786j 3.25172e-17-2.67916e-05j 1.31056e-16-8.3867e-05j 1.15636e-16-0.000113061j 1.72864e-16-0.000379244j 1.2261e-17-0.000142633j -1.72382e-16+4.01163e-05j 3.65416e-18+1.45467e-05j -1.48764e-17-0.000102359j -6.11819e-18-1.12259e-05j -1.26865e-17-6.40043e-05j -1.27323e-19-4.72203e-05j 5.02573e-18+5.23179e-05j 3.17524e-17+0.000339636j -1.42793e-17-6.21332e-05j 5.34397e-18-3.76622e-05j 9.75889e-18+5.54716e-05j -4.04088e-17-0.00037145j -4.89194e-18-9.10767e-06j 1.79795e-17+0.000195474j -9.28063e-18+3.69026e-05j 
-3.13071e-16+0.000641932j -5.59456e-17-0.000445445j -1.19312e-17-0.000130383j 3.16947e-17-0.000510696j 1.70196e-17+2.52475e-05j 1.86221e-18+0.000465467j -1.07673e-17-0.00023615j 2.42493e-17-0.000514966j 2.82401e-17-4.62668e-05j -1.04832e-17+0.000211734j -1.23063e-17-6.48774e-05j 1.01803e-17+2.50426e-06j -1.30205e-17+7.46822e-05j -2.68297e-17+0.000117828j -3.83984e-17-4.80845e-05j 2.0846e-16+0.000507013j 2.31555e-16+0.000877919j -1.18154e-16-0.000268649j -3.49161e-17+0.000111818j -7.19503e-18-0.000126248j -2.07094e-17+9.86684e-05j -7.45366e-18+0.000927884j 2.06508e-17-0.000273157j -4.50565e-17-3.71379e-05j -3.49399e-17+0.000396417j 4.05274e-17-3.25643e-05j 8.95454e-17-3.53788e-05j -7.49363e-18+0.00017926j -1.1457e-16-0.000330355j 5.04986e-18+0.000393742j 1.47452e-16+0.000436699j 3.72679e-17-0.000110595j 3.78447e-18+0.000417497j 7.83334e-18-0.000223748j 1.19351e-17+0.000661323j 1.90232e-16-0.000840768j 1.39921e-17-0.000102228j 1.79236e-16-0.000179903j 1.54188e-16-7.29534e-05j 6.8678e-17-0.000229417j 8.53375e-17+0.000519603j -7.22476e-16+0.000331052j -9.89722e-18+5.9834e-05j -8.8375e-19+0.000105876j 5.78987e-18+8.54774e-05j -1.27438e-17+0.000288509j -1.12624e-17-0.000198396j 1.27396e-17-6.66433e-05j 3.38062e-17-0.000137335j -1.43234e-17+0.000467852j -2.12224e-17-0.000564619j -1.94292e-18-0.000228383j -3.60843e-17+0.000237487j 3.35149e-19+0.000251886j -2.57054e-18+0.000113825j 7.86631e-17+0.000790516j 
-1.51138e-15+0.00259105j -3.29685e-16-0.000174542j 1.42726e-18-0.000521887j -1.30795e-17+0.00126312j -4.73261e-18+0.000384091j -3.75217e-17+0.00142772j 6.07157e-20-0.0018703j -1.50737e-18+0.000948356j 2.04656e-17-0.00124939j -4.05525e-17+0.000792876j -1.4744e-17-0.00101932j 2.222e-17-0.000423107j -2.65436e-18-0.000418682j 1.30939e-17+0.00138279j -3.81701e-18+0.000915139j 7.73743e-17+0.00127284j -3.39447e-17-0.000637379j -1.26575e-16-0.000282133j -1.18938e-16-0.000418622j -1.19186e-16-0.00123131j -7.46603e-17+0.00218086j -1.71758e-16+0.00188667j 1.29037e-16+0.00139232j -4.14757e-16+0.00189443j -8.01002e-17-0.000273566j -2.22327e-16+0.00116396j -1.10541e-16+0.000325876j -2.36014e-17-0.000651969j 6.95789e-16+0.00128156j 1.17762e-16-0.000770822j -9.44808e-17-0.000488608j -8.17092e-17-0.000692782j -2.53106e-17-0.000381524j -8.70394e-17+0.000248363j 1.70465e-16+0.00224507j 1.30711e-16+7.86897e-05j 2.99164e-16-0.00144236j 1.25494e-15-0.000498553j 1.13665e-15-0.00116307j 9.57806e-16-0.00173971j 1.1167e-16-0.00016494j -2.6921e-16+8.38511e-05j -7.1615e-18+0.00163294j -3.11931e-18-0.000810476j -3.31436e-17-0.000298721j -1.05532e-17+0.000411124j -2.27706e-17-0.000730066j -1.15668e-17-0.0011858j -3.24125e-17+0.00166901j -8.17994e-18+0.000773177j -2.2692e-17-0.000978531j -3.70685e-18+0.000429842j 1.0671e-17-0.00175044j 1.79658e-18+0.000107977j -4.24266e-17+0.00146911j 1.73912e-16+0.00189587j 
-4.47235e-16+0.000808456j -7.8002e-17-0.000195972j 2.092e-18-8.9221e-05j 4.42484e-17+0.000122115j -1.50308e-18-2.09959e-05j -1.56134e-17+0.000395268j -1.85769e-17-0.000544275j 4.44883e-17+7.05059e-05j -1.98467e-17-0.000569002j -1.10189e-17+0.000295739j -1.7799e-17-0.000271156j -5.85481e-18-0.000207674j -6.88407e-18-1.90359e-05j 3.09052e-17+0.000622681j 1.26889e-17+0.000107107j 2.3782e-18+0.000235696j -5.16544e-17-3.00334e-05j -1.16055e-16-0.000211226j -6.35923e-17-1.98916e-05j -7.26858e-17-0.000560929j -7.43667e-18+0.000417751j -6.51939e-17+0.000590078j 6.88448e-17+0.000324586j -6.54847e-17+0.000471582j -6.42751e-17-0.000138157j -1.56988e-17+0.000115084j -1.55908e-17-0.00016158j -2.20191e-17-0.00011924j 1.27936e-16+0.000157669j -3.26596e-17-0.000264952j -1.15175e-17-9.76072e-05j 4.32203e-18-3.16035e-06j -2.18878e-17+0.000124377j -5.72663e-18-0.000117039j 2.17739e-17+0.00060343j 1.0516e-16-0.000180276j 5.3045e-17-0.00055531j 3.46107e-16-9.59223e-05j 2.88658e-16-0.000334595j 1.29534e-16-0.00023699j -3.31072e-17+9.6716e-05j 9.48082e-17-2.34062e-05j 2.96682e-17+0.00064961j -1.97601e-17-0.000207721j -2.24013e-17-0.000110549j -8.73147e-18+0.000240846j -1.19909e-17-0.000235783j -3.19352e-17-0.000549148j 2.32572e-17+0.000266017j -1.31123e-17+0.000382535j 9.87492e-18-0.000340578j 2.21328e-17+0.000112867j -3.47838e-17-0.000262353j -1.44843e-17+4.94395e-05j -4.73022e-19+0.000356805j 5.78388e-17+0.000711931j 
2.08698e-15-0.00378515j 4.49749e-16+0.00121695j -8.59834e-18+0.000701202j 4.7732e-18+0.000109353j 2.05491e-17-0.00029368j 6.8343e-17-0.00227579j 6.37674e-18+0.00222383j -6.43918e-18+0.00037506j -6.37313e-18+0.00142982j 5.10409e-17-0.00123191j 2.53016e-17+0.00105674j -9.27293e-18+0.000459172j -6.3171e-18+0.000142826j -3.11078e-17-0.00171551j 1.4051e-16-0.000609138j -4.19363e-16-0.00212053j -4.72964e-16-0.00137769j 4.69571e-16+0.000933437j 1.67297e-16+6.59675e-05j 2.06122e-16+0.0015777j 2.0995e-16-0.0020371j 2.11075e-16-0.003719j -1.41491e-16-0.000648417j 4.87887e-16-0.0016067j 2.00802e-16-0.000524275j 1.73609e-16-0.000816249j -6.71662e-18-6.60664e-06j 1.72964e-17+0.000168149j -2.48664e-16-0.000310358j -5.76034e-17-7.40025e-05j -2.54187e-16-0.000498323j -1.06041e-16+0.000700947j -5.52069e-17-0.000721816j 1.14101e-16+0.000400669j -1.00395e-16-0.00341554j -5.11849e-16+0.00185822j -2.54741e-16+0.00166504j -1.54524e-15+0.000794661j -1.35821e-15+0.00122525j -1.02266e-15+0.00185679j -2.7311e-16-0.00105729j 1.62874e-15-0.000727754j -3.2498e-17-0.00178633j -9.65799e-19+0.000504592j 3.33929e-17+0.000118265j 8.79844e-18-0.00108745j 4.3851e-17+0.00111j 5.84484e-17+0.00141237j 3.20513e-17-0.00106819j 9.10135e-18-0.00182833j 5.0085e-17+0.00213275j -3.06498e-18+8.97494e-05j -1.25907e-17+0.000910795j 8.04481e-18-0.000641494j 8.31361e-17-0.00153617j -3.49399e-16-0.00354337j 
1.00177e-15-0.00224135j 2.24948e-16+0.00257291j 1.32568e-18+0.000169925j 1.92709e-17+0.00379775j 1.14194e-17+0.000541231j 3.26896e-17-0.00155945j -4.04323e-18+0.000407914j 2.23486e-17+0.0035457j -4.15881e-17+0.000553506j 2.79501e-17-0.000945248j 8.45867e-18-0.000173774j 5.05375e-18+0.000161227j -2.23838e-17-0.000902229j 3.14635e-17-0.000894999j 2.97163e-16+0.00118139j -7.99118e-16-0.00136418j -1.27209e-15-0.00492459j 9.07053e-16+0.00164822j 1.16996e-16-0.00107156j 1.38978e-16+0.000921317j 3.01773e-16+0.00119068j -2.69718e-17-0.00377957j 6.88982e-17+0.00209861j 7.25529e-17+0.00118266j 1.96477e-16-0.00171724j -2.37807e-16+0.0014519j -3.65036e-16+0.00128308j -5.41108e-17-0.00134908j 1.3833e-15+0.00284809j 1.28303e-16-0.00195815j -9.56616e-16-0.00238551j -4.44283e-16-0.000513848j -2.15458e-16-0.00299947j 1.93996e-17+0.00186955j 1.99123e-16-0.00205315j -7.95127e-16+0.00473123j 1.2245e-16+0.000470673j -3.23879e-16+0.000461427j -2.31869e-16-0.000105183j 3.77441e-16-0.000623456j -3.0764e-16-0.00304145j 2.53753e-15-0.00132299j -1.3556e-17-0.00035428j -4.15088e-17-0.000901351j -2.87422e-17-0.000416009j -6.87277e-18-0.00166215j 5.16942e-17+0.000744149j 4.00092e-17+0.000666538j 1.37702e-19+0.00211039j -3.14914e-18-0.00250418j 9.17796e-17+0.00248254j 2.01614e-17+0.00126875j -2.19069e-17-0.00271286j -8.51231e-19-0.00120204j 9.88595e-17+0.000288297j -4.0732e-16-0.00360106j 
-3.52963e-15+0.00637454j -7.61295e-16-0.00186952j -2.85175e-18-0.00114487j -4.9248e-18+0.000192846j -7.20572e-18+0.000470044j -8.95496e-17+0.00373965j -8.65292e-18-0.00386631j 1.06436e-17-0.000277681j 6.40716e-17-0.00265623j -9.51304e-17+0.00208843j -4.23159e-17-0.00187279j 4.04962e-17-0.000875765j -2.27885e-18-0.000296901j 4.55832e-18+0.00311943j -1.76496e-16+0.00110953j 6.56765e-16+0.00337552j 6.86086e-16+0.00176284j -7.58015e-16-0.00150866j -3.04388e-16-0.000190762j -3.07663e-16-0.00285205j -3.00316e-16+0.0035767j -3.24563e-16+0.00598003j 2.32105e-16+0.00142019j -8.35939e-16+0.0029606j -2.81347e-16+0.000571488j -2.77043e-16+0.00145331j 2.04244e-17-4.37213e-05j -2.73185e-17-0.000452783j 5.64132e-16+0.000805657j 1.47003e-16-0.000247474j 3.72987e-16+0.000521809j 9.36643e-17-0.0011158j 5.7354e-17+0.00101692j -1.68514e-16-0.000592351j 2.24607e-16+0.00564069j 7.66666e-16-0.00269758j 5.01787e-16-0.00301185j 2.63444e-15-0.00127489j 2.34377e-15-0.00218248j 1.66255e-15-0.0031044j 4.05482e-16+0.0015063j -2.20288e-15+0.00101057j -4.84794e-20+0.00328808j 8.45245e-18-0.0010171j -4.89846e-17-0.000305789j -2.46424e-17+0.00177038j -7.5265e-17-0.00186238j -4.51232e-17-0.00260457j -3.61458e-17+0.0020161j -2.39994e-17+0.00297664j -9.4918e-17-0.00341011j -1.11077e-17+4.50372e-05j 2.79321e-18-0.00181122j -5.76094e-19+0.000949143j -1.27646e-16+0.00269244j 5.73367e-16+0.00582744j 
-3.29121e-17+0.000315195j 6.73489e-17-0.000855024j -3.77392e-17+0.000154534j 1.95724e-16-0.00150085j 6.42946e-17-0.000444219j 3.43602e-17+0.000138857j -6.72977e-17+0.000122508j 1.6558e-16-0.0013248j 3.4947e-17-0.000415265j -1.18083e-17+0.00025606j -5.28332e-17+0.000208069j 6.28478e-18-0.000166584j -5.50143e-17+0.000464271j -3.56262e-17+0.000506889j 4.33903e-17-0.000701698j 2.26413e-16-0.000129156j 1.66784e-16+0.00148755j -3.10507e-16-0.000604902j -1.18511e-16+0.000499751j -2.04478e-17-0.000492467j 9.71256e-17-0.000969731j 4.14565e-17+0.000706j 7.05206e-17-0.000791616j 1.99066e-16-0.000644829j -7.39668e-17+0.000285699j 2.93734e-16-0.000926099j 2.48512e-16-0.000863097j -4.58616e-17+0.000520845j -4.49174e-16-0.00122959j -1.4908e-16+0.000433245j 2.54881e-16+0.000675937j 6.22703e-17+0.000612369j -7.01691e-17+0.00120337j 1.25077e-16-0.000841472j -4.34002e-17+9.19708e-05j 3.51366e-16-0.00148255j -8.75779e-17-0.000227118j -1.4868e-16+5.90292e-05j -1.82815e-16+0.000163507j -6.60983e-16+0.000905519j -1.2383e-16+0.000995917j -1.20754e-16+0.000180916j 6.73355e-18+0.000262084j -4.44605e-17+0.000350409j -3.65917e-18+7.56284e-05j -4.63294e-17+0.000576548j -2.64364e-17-0.000130566j 1.35057e-17-0.000444558j 1.81709e-16-0.00112027j -6.21079e-17+0.000798039j 3.71105e-18-0.000554473j 4.17596e-17-0.000354469j -1.93332e-16+0.00132032j -2.53108e-17+0.000290946j 5.97906e-17-0.000380258j 7.04557e-17+0.000918051j 
