-1.08895e-13+0.169402j -5.5726e-14-0.0220258j -5.64309e-16-0.251588j 3.92337e-16+0.000883047j 2.08748e-16+0.245055j 2.81321e-15-0.214022j -3.08888e-15-0.0794145j 2.13949e-15+0.0211081j -3.20512e-14+0.0861949j 1.73107e-14-0.405492j -7.79865e-15-0.0194803j -8.22004e-16+0.213395j -3.77547e-15+0.169188j 7.52523e-15+0.0576781j 1.83922e-15+0.0796991j 4.1699e-15-0.0376965j -1.31312e-14-0.0456195j 6.58608e-16+0.3223j -6.2859e-16+0.286218j 2.98894e-15+0.108559j -5.723e-15-0.0899208j -3.9736e-14+0.218849j -8.61643e-15-0.149101j 1.48896e-14+0.205258j 1.18566e-14-0.085083j 8.1486e-15-0.148286j 1.22413e-14-0.184361j 7.06422e-15-0.139703j -8.02384e-14-0.0521857j 1.16656e-12+0.185405j 1.78165e-12-0.294581j 8.66861e-14-0.00660532j 1.04757e-14+0.0167124j 3.88063e-16+0.0309154j 2.52965e-16-0.0230805j 9.25144e-17+0.0153875j -1.26774e-16+0.00346345j 1.89976e-16-0.00026202j -2.51765e-17-0.0105405j 1.31853e-16+0.0101032j 1.15535e-16-0.00366026j -3.41735e-16-0.0146483j -1.38231e-14+0.00368119j -3.31249e-16-0.00889436j -1.10133e-17-0.000714575j -5.61004e-16-0.00093614j -7.87909e-16-0.000710812j 2.93914e-16+0.0080272j -3.13756e-16+0.000379795j -2.17591e-16-0.000455327j 1.61859e-15-0.00137471j -8.52005e-16+0.0143193j 7.21123e-17+0.00179576j 8.81648e-17+0.00349584j 2.88797e-16-0.00366088j -4.32872e-16+0.000433597j -5.12348e-16-0.00419461j -3.02589e-16+0.00247182j 1.88553e-16+0.00656411j 7.10093e-16-0.000209644j 2.03248e-16-0.0201824j 7.52311e-16-0.00389725j 2.42849e-16-0.0179947j 1.68634e-16-0.00626278j 1.53948e-16-0.00529626j 4.1634e-17-0.0022377j -2.14821e-16+0.026061j -1.67139e-16+0.0270025j 5.08024e-16+0.00483055j 5.56319e-16-0.0430017j 2.36999e-14-0.0126902j -7.049e-14-0.0488367j 
-1.76707e-16+0.000351214j -8.96518e-17-0.000211113j 1.90378e-18-2.82003e-06j -7.27279e-18-0.000369442j -1.76323e-18-0.00021579j 1.30655e-18+9.27402e-05j 7.07028e-18+9.65308e-05j -5.48285e-17-0.000217928j 1.94619e-17-6.29427e-05j -1.13471e-17+0.000210671j 6.87275e-18-1.28804e-05j -1.71428e-19-0.000217457j 5.90668e-18-4.35071e-05j -4.72678e-18-2.76695e-05j 9.17474e-19-2.55707e-06j -3.62736e-18+6.61747e-05j 1.07684e-17+1.47166e-05j -3.1568e-19-0.000205675j 5.35424e-18-0.000275885j -1.31081e-18-5.4239e-05j 4.60232e-18+1.92381e-05j 5.12441e-17-0.00023688j 5.39622e-18+9.02743e-05j -9.63569e-18-0.000241725j -1.1221e-17+0.000240024j -8.72055e-18+0.000252218j -8.53595e-18+0.000181117j -1.48525e-18-0.000142441j -9.79318e-17+4.81898e-05j 1.32719e-15+0.000217831j -4.04668e-15+0.000658471j -1.83233e-16+0.000208686j -3.78576e-16-0.000563603j -3.03528e-17-0.000575488j -2.29932e-17-0.000414521j -4.32003e-18-7.16648e-05j 5.13904e-18-0.000480613j 4.70461e-17+0.00124363j -3.32383e-17+0.000610494j -1.17372e-17-0.000669994j 3.8812e-18-1.56035e-06j 3.64395e-18+0.000249735j -3.98246e-15+0.00100635j 4.26406e-17+0.000787939j -6.28555e-17+0.000493789j 7.64376e-17-0.000781619j 1.05523e-17-0.000285485j -1.14117e-17+0.00053136j 6.86623e-17-0.000497815j 3.40538e-17+0.000442615j -8.67896e-17+0.00125302j 1.04232e-16+0.000772743j -1.88732e-17+0.000392559j -9.05833e-17-0.000340382j -4.10679e-17-0.000388408j 1.83705e-17+0.00039j 4.96178e-17-0.000434107j 4.85651e-17+0.00135298j -3.13322e-17-0.000937193j -5.36031e-17-0.00027707j 2.27046e-17-0.000352112j 1.78842e-17-0.000360867j 2.02104e-17+0.000216864j 1.04505e-17-0.000472532j 1.92379e-17+0.00118691j -7.81493e-19-0.000553973j -4.15052e-18+0.000582037j -2.72828e-18+0.000397793j -6.41779e-18-0.000693333j 1.82826e-17-0.000393933j 4.20731e-16+0.000154573j -1.21716e-15-0.000723516j 
-4.75977e-16+0.000744252j -2.34288e-16-0.000138746j 2.45298e-18-0.000607368j 5.04217e-18-0.000154104j 9.39814e-19+0.00044692j 7.89375e-18-0.000453151j -4.92366e-18-0.000180005j -1.55503e-17-5.00237e-05j -6.2597e-17+0.000168353j 3.44206e-17-0.000804772j -1.4379e-17-7.15784e-05j 9.53963e-19+0.000367203j -5.79287e-18+0.000359002j 1.19245e-17+9.62201e-05j 4.42182e-18+0.000175908j 6.29598e-18-3.1888e-05j -2.30382e-17-8.65425e-05j 1.30038e-18+0.000601795j 3.13602e-18+0.000479803j 5.63888e-18+0.000201312j -9.96641e-18-0.000190702j -6.16769e-17+0.000359953j -1.63269e-17-0.000236986j 3.05052e-17+0.000325168j 1.75414e-17-5.31416e-05j 1.02116e-17-0.000216421j 1.9413e-17-0.000244878j 1.80342e-17-0.000368325j -2.77229e-16-6.60752e-05j 3.95893e-15+0.000637297j 8.46392e-16-0.00014315j 4.2039e-17+2.40941e-05j -1.11804e-16-0.000171604j -1.53132e-19-0.000266533j -2.2813e-18-0.000133454j -2.45814e-18-0.000124123j 1.21345e-17-0.000413828j -4.19929e-18+0.000485959j -3.00323e-17+0.000433737j 9.9455e-18-0.000280811j -1.35633e-18-0.000152817j -2.65072e-19+0.000152688j -2.14766e-15+0.000539819j 7.36538e-19+0.000226968j -4.55246e-17-4.5902e-05j 4.93699e-17-0.000556057j 6.01657e-18-0.000135155j -1.442e-17+0.000480674j 3.96745e-17-0.000235392j 2.75962e-18+0.000136758j -4.82071e-17+0.000471809j 2.48128e-17+0.000350274j -1.35796e-17+0.00016431j -3.15342e-17-6.96684e-05j -1.12131e-17-0.000376718j -1.34051e-17+0.000159135j 1.43493e-17-0.00047587j -1.27845e-17+0.00068881j 1.13632e-17-0.000421247j -1.1297e-17+4.87329e-05j 1.80955e-17-0.000298928j 2.18359e-17-0.000250596j 6.17706e-18-0.000114444j 1.46669e-17-0.000375815j -1.09215e-17+0.000384826j 1.17175e-17-0.000398203j -1.55029e-17+0.000490579j -1.03158e-17+0.000293435j 1.2887e-17-0.000206791j 1.82647e-17-0.00041973j 3.75506e-16-2.96815e-05j -1.09727e-15-0.000715201j 
9.94856e-16-0.00123665j 4.75914e-16-9.27386e-05j -2.18946e-17+0.000465384j 4.18192e-17-0.00019821j 9.71784e-18-0.000260559j -1.7919e-17+0.000308776j -3.59384e-17+0.000373087j -1.61531e-18-0.000103544j 3.9635e-17-0.000118304j -2.0687e-17+0.000373018j -3.08087e-18+0.000142806j -8.88143e-19-0.000186548j -2.99225e-18-0.000158298j -7.4422e-18+6.18354e-05j -9.44512e-18-6.03435e-05j 1.04999e-17-7.78681e-05j 1.46847e-17-8.91964e-06j -1.03077e-17-0.000188503j -8.18125e-18-0.000127177j -1.32103e-17-9.67489e-06j 8.71231e-18+7.17479e-05j 3.85625e-17-0.000134989j 4.55511e-17-0.000172463j -1.34628e-17-0.000112402j -1.18177e-17-1.21525e-05j -2.40119e-17+0.00020715j 5.75782e-17-0.000287217j 2.89264e-17+1.48766e-05j 3.65484e-16-0.000109798j -4.90054e-15-0.000810404j 4.85718e-15-0.000806894j 1.82162e-16+0.000408553j -2.00718e-16-0.000487401j -2.28529e-17+0.000213881j 1.21437e-16-0.000753962j -8.12262e-17+0.000707298j -1.11806e-16+0.00103242j -1.59564e-16+0.000894716j 8.52041e-17-0.000843948j 5.16389e-17-0.00024619j -8.96015e-17+0.000853545j 1.18009e-17-0.000327023j 2.90604e-16-9.45103e-05j -1.34522e-16+0.000937237j -2.36368e-16+0.00176007j -5.22703e-17+0.000906078j 4.54097e-17-7.53928e-05j 1.10204e-16-0.00113141j 6.94227e-17-0.000113081j -6.03729e-17+0.000527981j -3.01766e-16+0.00099306j -3.5069e-17+0.000449674j -7.50252e-17+0.000241158j 4.58055e-17-0.000576983j -1.1924e-16+0.00100433j 3.05826e-17+0.000247119j -5.52089e-17+0.00144542j -2.02244e-17+6.07131e-05j 3.40039e-17-0.000269944j 1.08614e-16-0.00113102j -3.01309e-17+0.000449691j -4.75968e-17+0.000339139j -1.51025e-16+0.00111142j -6.42419e-17+0.000711627j -2.41486e-16+0.00125832j -6.09268e-17+0.000646899j 7.80215e-17-0.000812824j 2.39436e-18-0.000194157j 1.35373e-16-0.000819994j -6.80442e-17+0.000754419j -7.38296e-16+0.000487029j 1.87027e-15+0.00142977j 
-1.10752e-15+0.00173529j -5.5125e-16-0.000282711j 2.81956e-18-0.00105547j 1.47172e-17-0.000352842j 2.66707e-18+0.000625619j 1.22334e-17-0.00072068j -1.12303e-17-0.000347215j -3.86716e-17-0.000153963j -9.14609e-17+0.000253356j 5.09872e-17-0.00118875j -2.29971e-17-0.000164301j 5.3464e-18+0.000481524j -5.42877e-18+0.000555127j 1.0032e-17+0.000100848j 8.16408e-18+0.000275912j 8.5408e-18+1.95763e-05j -2.93375e-17-0.000113832j 4.12289e-19+0.000828429j 7.05188e-18+0.000590025j 6.61362e-18+0.000265151j -1.3451e-17-0.000292395j -7.47094e-17+0.000440965j -1.85e-17-0.000228604j 4.44534e-17+0.000379454j 2.16951e-17+6.01773e-05j 7.45024e-18-0.000251733j 2.76179e-17-0.000146828j 3.00383e-17-0.000617544j -5.83279e-16-2.78833e-05j 8.33164e-15+0.00134693j -2.78169e-15+0.000458972j -1.42505e-16-3.05685e-06j -2.43671e-16-0.000376974j -2.03337e-18-0.000783952j 4.88246e-18-0.000139445j -1.92725e-17-0.000484519j 1.46355e-17-0.00125175j -2.63482e-17+0.00105497j -6.27164e-17+0.00128164j 2.97918e-17-0.000684303j -2.06402e-17-0.000542187j 9.5585e-18+0.000481631j -5.45167e-15+0.00137284j -1.5232e-17+0.000412356j -1.44209e-16-0.000453733j 1.0584e-16-0.00157656j 1.35835e-17-0.000325091j -1.73459e-17+0.00141369j 9.60529e-17-0.000573361j -5.73102e-18+0.000244484j -1.17251e-16+0.00100279j 4.64081e-17+0.000765324j -3.29385e-17+0.000364282j -6.27877e-17-7.2507e-05j -4.31502e-17-0.00113657j -5.18923e-17+0.000353141j -6.53524e-18-0.00147077j -4.11722e-17+0.00172181j 3.98998e-17-0.00102631j -3.25263e-18+0.000341646j 3.65567e-17-0.000795912j 5.20169e-17-0.000689312j -1.65525e-18-0.000462691j 2.44306e-17-0.00107196j -4.14341e-17+0.000740867j 1.97397e-17-0.00112509j -2.66779e-17+0.00133656j -2.25795e-17+0.000717367j 4.37358e-17-0.000374856j 3.24529e-17-0.00110818j 1.0166e-15-0.000140232j -3.02185e-15-0.00197126j 
-3.83344e-16+0.000208891j -1.47875e-16+0.000301998j 3.02124e-17+0.000523251j -3.68985e-17+0.000414907j -9.35967e-18-0.000529289j 9.24601e-18+0.000456428j 4.84395e-17-9.4884e-05j 2.87636e-17+0.000157766j 6.87262e-17-0.000171893j -3.66726e-17+0.00102393j 3.14987e-17-4.29597e-05j 4.39685e-18-0.000475866j 1.14349e-17-0.000454668j -1.39763e-17-0.000246135j 6.76512e-19-0.000238445j -2.63038e-17+0.000160913j 2.66178e-17+0.000165038j 9.88931e-18-0.000881253j 1.08567e-17-0.000754791j 4.24854e-18-0.000353252j 1.05097e-17+0.000254917j 8.08242e-17-0.000527254j -2.23e-17+0.000634581j -3.33044e-17-0.000493647j -3.03999e-17+0.000161569j -1.65055e-18+0.000196194j -1.05681e-16+0.000801807j -5.18032e-17+0.000594653j 3.9105e-17+0.000253566j -9.71078e-16-0.000127527j -8.04619e-15+0.00133366j -3.38668e-16-0.000467419j 3.75013e-16+0.000735989j 5.19495e-17+8.79212e-05j -1.15224e-16+0.00101157j 9.96168e-17-0.000617552j 1.35415e-16-0.000579951j 1.28216e-16-0.00160254j -8.74021e-17+0.000356587j -4.05133e-17+0.000623731j 1.05585e-16-0.000720641j -2.58319e-17+0.000168072j 2.45617e-15-0.000606111j 1.1653e-16-0.00130231j 3.06707e-16-0.00184393j 3.56262e-17-0.000253416j -4.3787e-17+0.000258743j -1.34209e-16+0.000589101j -1.04775e-16+0.000429415j 4.59003e-17-0.000749493j 3.38614e-16-0.00168944j -2.57359e-17-0.000957314j 8.27763e-17-0.000477197j 2.42669e-18+0.000712079j 1.69272e-16-0.000591401j -3.10655e-17-0.000475624j 7.29704e-17-0.000938727j -2.26124e-17-0.000967524j -1.12235e-17+0.000836121j -9.97848e-17+0.00116041j 2.89152e-17-7.7482e-05j 4.15914e-17-3.60987e-05j 1.54464e-16-0.00103649j 7.76408e-17-0.000273438j 2.31281e-16-0.00185924j 8.11471e-17-0.0001779j -9.76566e-17+0.000214683j -9.2901e-18-0.000198186j -1.38713e-16+0.00115287j 7.4224e-17-0.000228273j 2.83592e-16-0.000476458j -4.79809e-16-0.000567779j 
-2.88847e-16+0.000378389j -1.48162e-16+1.38573e-06j 2.86165e-18-0.000531955j -2.3825e-17+8.26432e-05j -4.68606e-18+0.000539012j 9.72233e-18-0.000461332j 8.62851e-18-0.000204395j 2.28409e-18+8.7838e-05j -7.14788e-17+0.000189679j 3.70374e-17-0.000861618j -1.27357e-17-4.83044e-05j -5.26114e-18+0.000470952j -6.16323e-18+0.000352085j 2.04048e-17+0.000112158j 6.43409e-18+0.000161526j 5.76528e-18-7.83276e-05j -3.10387e-17-9.09565e-05j 4.91998e-18+0.000682028j -1.49113e-18+0.000618237j 1.06428e-17+0.000222448j -1.43891e-17-0.00018538j -9.23237e-17+0.000480474j -3.23454e-17-0.000292066j 2.9348e-17+0.000452769j 3.09248e-17-0.000206657j 2.90505e-17-0.000351432j 7.5437e-18-0.000366668j -1.53615e-18-0.000249905j -1.76606e-16-0.000100778j 2.46962e-15+0.000395547j 3.74033e-15-0.000619175j 2.0787e-16-8.44485e-05j 6.3641e-17+0.00017223j -6.53696e-18+0.000140983j -5.11151e-17+9.19492e-05j 3.08414e-17-1.91548e-05j 2.53639e-17-3.15409e-07j 8.90782e-17-0.000292707j -6.8806e-18-5.23126e-05j -3.80173e-17+0.000156636j 3.72042e-17-8.1212e-05j -4.35517e-18-4.31956e-05j 6.72306e-16-0.000157972j 6.88375e-17-0.000234769j 1.1384e-16-0.000239741j -1.00881e-17+5.39485e-05j -2.18041e-17+5.43659e-05j -2.45774e-17+2.26585e-05j -4.30204e-17+9.63658e-05j 3.58476e-17-0.00012313j 1.3111e-16-0.000305063j 3.20024e-17-0.000144307j 3.47478e-17-8.51284e-05j -2.24296e-17+0.000115727j 3.72091e-17-2.76868e-05j 1.81764e-17-8.78699e-05j 2.80854e-17-5.92657e-05j 5.09658e-17-0.000233581j -4.50651e-17+0.000197824j -5.019e-17+0.000145817j -6.87154e-19-1.79482e-05j -6.23126e-19+2.50281e-05j 5.73149e-17-0.000169331j 9.36343e-18+7.2084e-06j 1.11139e-16-0.000324437j 5.33693e-18+3.47475e-05j -9.69101e-18+2.14455e-05j 1.10098e-17+1.16113e-06j -6.69882e-17+0.000200313j 1.18273e-17-8.18946e-05j 6.09978e-17-9.38552e-05j -7.31062e-17-9.53218e-05j 
2.21965e-15-0.00314672j 1.14911e-15-0.000177484j 8.17313e-18+0.00163848j 1.63085e-17-0.000484127j 3.1258e-18-0.00118356j -1.59216e-17+0.00120708j 1.06572e-17+0.00103566j -4.99878e-17-0.000303884j 1.53923e-16-0.000475017j -8.33442e-17+0.00181335j 4.36763e-17+0.000365885j -7.14332e-18-0.00094274j 2.83904e-18-0.00075826j -5.22546e-18+8.20884e-07j -2.05121e-17-0.000323431j -1.26316e-17-8.01239e-05j 5.15519e-17+8.86316e-05j -2.84591e-18-0.00120206j 7.53641e-18-0.000986077j -1.4345e-17-0.000282321j 2.99325e-17+0.000374755j 1.91878e-16-0.000841445j 4.44787e-17-2.86792e-05j -5.75283e-17-0.000759136j -6.54703e-17+0.000196129j -4.21028e-17+0.000839398j -1.24074e-17-0.000195125j 6.05374e-18+0.000348066j 9.62009e-16-0.000119656j -1.37906e-14-0.00223825j 6.09854e-15-0.00105875j 3.0766e-16+0.000955206j -6.74044e-16-0.00119102j -2.85867e-17+0.000352433j 3.87116e-17-0.00168272j 2.10133e-18+0.00154837j -9.6654e-18+0.00226808j -3.7942e-17+0.00213521j 3.67403e-18-0.00181469j 8.67783e-18-0.000643089j 2.20641e-17+0.00192908j -4.58442e-17-0.000677051j 3.39971e-16-0.000123141j -1.76598e-18+0.00220673j -4.25533e-17+0.0040103j 7.81281e-17+0.00196478j 6.63113e-17-0.000195827j -1.46397e-17-0.0025129j 1.01344e-16-0.000303912j 3.58475e-17+0.0012323j -3.48132e-16+0.00236003j 1.0606e-16+0.00105356j -8.11447e-17+0.000576723j -7.9228e-17-0.00133974j -3.51046e-17+0.00223062j 1.62354e-16+0.00059309j 2.32663e-16+0.00321997j 6.52929e-17+0.0002628j -5.77559e-17-0.000714287j -7.83961e-17-0.00257153j 2.38772e-17+0.00102498j -4.25591e-17+0.000737079j -3.6443e-17+0.00256436j 1.07221e-17+0.00156991j -1.34262e-16+0.00295968j -3.92974e-18+0.00140685j 6.77718e-18-0.00183349j -1.2377e-17-0.00046157j 4.27879e-17-0.00192413j 8.74315e-18+0.00176025j -1.541e-15+0.00114082j 4.5714e-15+0.00326147j 
-1.56801e-15+0.00252078j -7.96134e-16-0.000551525j 2.76391e-18-0.00143321j -1.34039e-17-0.000769138j -3.09768e-18+0.000708542j 1.88724e-17-0.000917542j 1.3177e-18-0.000377749j -1.09408e-16-0.000375219j -1.14104e-16+0.000301294j 6.0548e-17-0.00149387j -2.44018e-17-0.00022181j 9.89257e-19+0.000513444j -6.19554e-19+0.000735849j 1.57213e-17+0.000132878j 1.44938e-17+0.000380745j 9.10885e-18+6.07503e-05j -3.55915e-17-0.000152651j 2.34227e-18+0.00101197j 1.06515e-17+0.000636592j 1.13817e-17+0.000338343j -1.75862e-17-0.00039157j -7.1753e-17+0.000450201j -3.03201e-17-0.000287435j 4.94498e-17+0.000362988j 3.11089e-17+0.000241419j 1.66764e-17-0.000162538j 2.56538e-17-0.000127383j 2.45812e-17-0.000965819j -8.46763e-16-2.25579e-05j 1.19999e-14+0.00194073j -5.95991e-15+0.000974122j -2.64774e-16+0.000187952j -6.81704e-16-0.000969948j -5.4147e-17-0.00145941j -5.76083e-17-0.000571564j -1.2377e-17-0.000637727j 2.2825e-17-0.00194895j 1.00929e-16+0.00243179j -9.57172e-17+0.00210206j -1.6322e-17-0.00144247j 4.50052e-20-0.00065355j 1.89115e-17+0.000801973j -1.02302e-14+0.00259245j 8.62403e-17+0.00122816j -1.61729e-16-8.04564e-05j 1.79446e-16-0.00262371j 8.62811e-18-0.000658095j -3.10233e-17+0.00219821j 1.50202e-16-0.00115426j 6.15759e-17+0.000708293j -1.29838e-16+0.00237734j 2.0585e-16+0.00165214j -3.02349e-17+0.00080632j -1.92497e-16-0.000404216j -8.57364e-17-0.00172903j -1.83646e-17+0.000789669j 5.13461e-17-0.00217276j 6.93576e-17+0.00333531j -3.75048e-17-0.00210552j -9.67183e-17+0.000149052j 5.67723e-17-0.00129766j 6.87804e-17-0.00116741j 5.54524e-17-0.000362629j 3.16314e-17-0.00173234j 6.253e-17+0.00199883j 9.66556e-18-0.00186982j -2.41068e-17+0.00216527j -1.2069e-17+0.00125093j -1.02323e-17-0.00109707j 5.21122e-17-0.00172615j 1.64853e-15-3.12441e-05j -4.81556e-15-0.00307367j 
1.51238e-15-0.00234081j 7.65394e-16+0.00026572j 1.34486e-18+0.00108742j -1.73631e-17+0.000338159j -3.1356e-18-0.000498809j -1.00564e-17+0.000677374j 1.47844e-17+0.000455109j 4.00963e-17+0.000170478j 7.59138e-17-0.000226323j -4.28801e-17+0.000983794j 2.28647e-17+0.000227451j -9.4173e-18-0.000342043j -4.59541e-19-0.000482025j 3.34395e-18-1.03401e-05j -9.92793e-18-0.000238245j -6.46728e-18-0.00011081j 1.86936e-17+6.55709e-05j 1.71558e-18-0.00059787j -6.32841e-18-0.000340539j -3.42446e-18-0.000162206j 1.05937e-17+0.000247828j 4.95447e-17-0.000264133j 8.71043e-18-1.68003e-05j -3.43628e-17-0.000201111j -1.67663e-17-0.000200346j 3.84382e-19+0.000171582j -1.96138e-17-0.000213663j -2.32568e-17+0.000538866j 7.21799e-16-8.87559e-05j -1.0329e-14-0.00167577j 7.87894e-15-0.0013138j 4.01777e-16+0.00016587j 1.82218e-16+0.000268266j 2.11692e-18+0.00106854j -1.15745e-17-0.000184528j 3.61611e-17+0.000896875j -1.83483e-18+0.00193007j 4.04648e-17-0.000880569j 6.1501e-17-0.00189668j -3.80979e-17+0.000726142j 4.37399e-17+0.0009994j -2.64124e-17-0.000732432j 6.60219e-15-0.00166946j 3.33212e-17-0.000109868j 1.96131e-16+0.00127958j -9.86969e-17+0.00225739j -7.03079e-18+0.000354445j -5.64299e-19-0.00214788j -9.96832e-17+0.000635869j 2.20905e-17-6.97927e-05j 9.76104e-17-0.000778678j -3.02389e-17-0.000701592j 2.91139e-17-0.000329831j 5.14658e-17-0.000151225j 6.33361e-17+0.00177072j 9.56454e-17-0.000316033j 7.42819e-17+0.00235349j 6.19858e-17-0.00202155j -6.27767e-17+0.00111834j -2.8488e-17-0.000882872j -3.18305e-17+0.00110775j -6.32263e-17+0.000957942j 1.46092e-17+0.000992356j -1.49874e-17+0.0015669j 4.71107e-17-0.000360865j -1.33122e-17+0.00160879j 1.93544e-17-0.00189584j 2.16528e-17-0.000896826j -5.78612e-17+0.000108611j -2.40728e-17+0.00157468j -1.45317e-15+0.000353413j 4.36598e-15+0.00287817j 
-7.31615e-17+0.000104081j -4.48476e-17+7.17801e-06j -1.74426e-18-6.14235e-05j -1.15028e-17+1.9492e-05j -2.20824e-18+4.8678e-05j 8.77933e-19-4.71634e-05j 3.64184e-18-3.7196e-05j -3.66105e-18+1.27717e-05j -6.93754e-18+1.88943e-05j 2.7254e-18-7.43517e-05j -1.12926e-18-1.23794e-05j -1.98882e-18+3.98386e-05j 1.07426e-18+3.06244e-05j 1.73686e-18+2.16009e-06j 1.93607e-18+1.31486e-05j 5.80168e-19+6.80041e-07j -3.00841e-18-4.53125e-06j 7.50959e-19+5.17265e-05j -1.6745e-18+4.42442e-05j 1.68751e-18+1.32945e-05j -2.1417e-18-1.53206e-05j -1.01034e-17+3.6931e-05j -4.72553e-18-4.91342e-06j 1.90865e-19+3.38619e-05j 6.45922e-18-1.16147e-05j 6.50834e-18-3.46901e-05j -1.74503e-18-1.60423e-06j -6.60993e-18-1.44534e-05j -3.39558e-17+1.66674e-06j 4.74158e-16+7.65015e-05j -9.62251e-17+1.7907e-05j 3.74353e-18-3.33235e-05j 7.74589e-18+4.49185e-05j -1.01963e-17-4.55161e-06j -1.91668e-17+5.80343e-05j 5.45494e-18-4.8982e-05j -1.50904e-18-6.85561e-05j 4.02713e-17-8.19213e-05j 6.87124e-18+5.22948e-05j -1.89139e-17+2.80117e-05j 7.43876e-18-6.26726e-05j 4.09483e-18+1.89335e-05j 5.31476e-17-6.1284e-06j 2.805e-17-7.98873e-05j 3.13789e-17-0.00013512j -1.38862e-17-5.58001e-05j -1.01065e-17+9.23401e-06j 2.92904e-18+7.63595e-05j -1.74194e-17+1.4937e-05j 1.45792e-17-4.44889e-05j 5.29059e-17-8.93454e-05j 1.93276e-17-4.15642e-05j 1.4941e-17-2.26421e-05j -1.04748e-17+4.70333e-05j 1.64315e-18-6.8515e-05j 6.61035e-18-2.31918e-05j -4.83877e-18-0.000100156j 3.15396e-17-2.22144e-05j -2.34906e-17+3.29239e-05j -1.47735e-17+8.62184e-05j -5.81346e-18-3.03266e-05j -4.50302e-18-2.03617e-05j 1.67602e-17-8.59742e-05j -5.36761e-18-4.63151e-05j 4.56959e-17-0.000108251j -7.33555e-18-4.00645e-05j 6.92561e-18+5.44033e-05j 9.01909e-18+1.18132e-05j -2.63534e-17+6.96242e-05j -3.86891e-18-5.45022e-05j 5.47559e-17-3.89938e-05j -1.43346e-16-0.000100031j 
1.62422e-16-0.000266011j 7.30924e-17+8.89539e-05j -3.31621e-18+0.000156311j -7.50015e-18+0.000132504j -1.29276e-18-6.38087e-05j -2.66819e-18+9.43664e-05j 1.57253e-18+1.97511e-05j 1.33047e-17+6.708e-05j 1.12054e-17-2.81683e-05j -6.83848e-18+0.00015893j 1.99037e-18+2.0241e-05j -1.84589e-18-4.31568e-05j 1.27841e-18-8.31282e-05j -1.59223e-18-1.98506e-05j -3.82286e-19-4.54714e-05j -3.40673e-19-6.33263e-06j 3.01855e-18+1.96627e-05j -1.23296e-19-0.000108512j -3.6908e-18-5.99548e-05j -6.2302e-19-4.05212e-05j 7.46757e-19+4.52552e-05j 1.77155e-18-3.72587e-05j 1.8622e-18+4.38514e-05j -7.71001e-18-2.71266e-05j 1.5695e-18-4.3308e-05j 2.89394e-18-5.67568e-06j -3.44576e-18+2.56968e-05j -9.34666e-18+0.000132217j 9.24991e-17+7.53562e-06j -1.30279e-15-0.000211244j 6.87287e-16-0.000109014j 3.49353e-17-6.20863e-05j 1.12122e-16+0.000187723j -2.42724e-18+0.000206372j -5.05003e-18+0.000145366j 2.95549e-18+4.07075e-05j -1.00714e-17+0.000211753j 1.71349e-17-0.000440384j 2.46627e-17-0.000250811j -1.35138e-17+0.000239119j 2.15052e-18+2.95379e-05j 2.95381e-18-9.62497e-05j 1.544e-15-0.000384335j 7.89398e-18-0.000262466j 4.30234e-17-0.000130234j -4.39088e-17+0.00032368j -1.02967e-17+0.000105622j 1.31353e-17-0.000240421j -3.76191e-17+0.000183853j 1.23939e-18-0.000149927j 6.32854e-17-0.0004402j -1.55525e-17-0.000285078j 1.70579e-17-0.00014136j 2.2087e-17+0.000108151j 8.94766e-18+0.000180096j 6.5786e-18-0.000139446j -2.05684e-17+0.000211522j 1.77235e-17-0.000509414j -1.40847e-17+0.000341057j 7.07747e-18+6.88954e-05j -1.59521e-17+0.000158165j -1.57107e-17+0.00014888j 1.46944e-18-3.66495e-05j -1.32379e-17+0.000204031j 2.62537e-17-0.000404729j -1.14045e-17+0.000230437j 1.39024e-17-0.000259556j 1.08832e-17-0.000171139j -1.82862e-17+0.000232775j -1.4946e-17+0.000196283j -1.8749e-16-3.58169e-05j 5.47842e-16+0.000345053j 
