-0.0289816+0.054201j 0.0499496+0.0340231j 0.0490404-0.0412084j -0.0361105-0.0398163j 0.00692381+0.0042516j -0.00409564-0.00479689j -0.0127942+0.00301181j 0.0152565+0.02328j -0.00536324-0.0100032j 0.00485935+0.00424316j 0.00429422+0.00361674j -0.00552647+0.018461j -0.0028771+0.00710257j 0.0153854-0.000162617j -0.0118558-0.0103771j -0.0039875+0.00290028j -0.00491839-0.0102938j 0.000326162-0.000413596j 0.0177517+0.0105724j 0.0211414-0.0107933j 0.00349498+0.0031685j -0.00208976+0.00334556j -0.00551093-0.00348199j 0.00553802-0.0190788j 0.0097962+0.000557843j -0.00123437-0.0033018j -0.000837177+0.00923062j -2.14452e-05-0.000674121j 0.00274272+0.00620162j 0.000469453-0.00473572j 0.0262064-0.0209385j 0.0234119+0.00738148j -0.00244873+0.00297342j -0.0144731+0.0107865j 0.0136472-0.00273329j -0.019146+0.00906399j -0.0073209-0.00477753j 0.0121648+0.00926294j -0.0134389-0.00372077j -0.00984979+0.00438182j 0.00541045+0.00180883j -0.000968686+0.00410033j 0.00658456+0.0136725j -0.00586601-0.00159164j 0.00892124+0.00454371j 0.00109422-0.00191861j -0.0039859-0.00498741j -0.00221955-0.006522j 0.000594478-0.00254033j 0.002395-0.00128072j -0.00464386-0.000481078j 0.00752694+0.00636327j -0.0024383-0.00304675j -0.0154182-0.00855328j -0.00195101-0.0052592j -0.00757199-0.0168092j -0.00314844-0.00925475j 0.00276858+0.00979245j 0.00451294-0.0012574j -0.0239609-0.00263695j 0.00191977+0.001296j -0.00338459-0.00683974j -0.0159505-0.0229829j 0.0124207-0.00126353j 0.00949841+0.00662932j 0.0178138-0.00690226j 0.00542822+0.00481735j 0.00480238+0.00954867j -0.0114982+0.0071292j 0.00482448-0.00512271j 0.00288724+0.0152094j 0.0100567+0.0037003j -0.00215291+0.0115754j -0.00157345-0.000366836j 0.00793762-0.00128904j 0.00484353+0.00300458j -0.0143536-0.00622355j 0.00189647-0.0282827j 0.0167546+0.000765981j -0.00123654-0.00415829j 0.0105904+0.0169449j -0.0296169+0.000167239j -0.0172532+0.00373924j 0.00706247+0.0300021j 0.00362778+0.0272516j -0.00853364+0.00127282j -0.00450854+0.011855j -0.0113628+0.00299483j -0.0294705+0.0384917j -0.0401314-0.0287389j -0.0612182+0.00407868j 0.000945087-0.0632483j 
0.0062138-0.00962007j -0.00878357-0.0085721j -0.0363803+0.0130423j 0.00284869+0.0266955j 0.0276926+0.0177007j 0.0173775-0.0209522j 0.00919864+0.0204931j -0.000157634-0.0339241j -0.00500917+0.0206795j -0.0203365-0.00169102j 0.00244589-0.00383835j 0.01889-0.00763842j 0.0013607+0.000236394j -0.0135626-0.0126428j 0.0190843+0.0196487j -0.0122242-0.0038593j 0.00547292+0.00510942j 0.00580073+0.0104466j -0.00850426-0.00410854j -0.0190135+0.0203981j -0.00584446-0.0150376j 0.000807929-0.0151597j -0.00393663-0.00352982j -0.0206302-0.00956199j -0.00228082-0.00381571j 0.00257977-0.0215126j -0.00127187-0.00343569j -0.00271927-0.0113918j -0.00499405-0.000924153j 0.00257039+0.00669115j -0.0186826+0.00410444j -0.0124252-0.0333218j 0.00344586+0.0134083j -0.0124172+0.00820572j -0.00339457-0.0144905j 0.0121485-0.00209693j -0.0138739+0.0035571j 0.0101287+0.00119992j -0.00699644+0.00878873j 0.0141835+0.00228797j -0.0358407-0.0129257j 0.0103923+0.000568047j -0.011389-0.0185528j -0.00731614+0.000237881j 0.0208105-0.00789256j -0.0114753-0.00253269j 0.0107615+0.0141189j 0.0130624+0.00307763j 0.00290949+0.0116978j -0.0235301+0.00311872j 0.0140496-0.01105j -0.022174-0.00410063j -0.00131881-0.00635124j -0.00484371+0.00851399j 0.0116938+0.0162762j -0.00471131+0.0118546j 0.00482172-0.00518109j -0.00730919-0.00779955j 0.00828707+0.015456j 0.0177752+0.0236818j 0.00588733+0.00643985j -0.00562819+0.0219538j 0.000384542+0.00566006j -3.34209e-05-0.0063156j 0.00308636+0.00589856j 0.00315991+0.00297274j 0.0223603-0.00648259j 0.00898131+0.00288024j 0.00903911-0.00358331j 0.0105649+0.00286064j -0.00501309+0.0364543j -0.015422+0.0178786j 0.0223179-0.0513652j 0.00293239+0.00566296j 0.0168362-0.024828j -0.0301983-0.0185274j -0.0116963-0.0310766j 0.0208782+0.00912902j -0.0103458-0.00289994j 0.0234747+0.0132553j -0.00349615-0.0423262j -0.000861673-0.0230544j 0.0591921+0.00432573j -0.0308583-0.00407648j -0.0130125-0.015128j 0.0302503-0.00528755j -0.0227217-0.0237723j 0.0216114-0.0261951j 0.0105837-0.0130178j 0.0178708+0.00623067j 0.0164307-0.023771j 0.0191808+0.0188128j 
-0.00112068+0.0246747j 0.0160566+0.00275857j 0.0193893-0.00212945j -0.00195852-0.0125621j -0.0164036+0.0155391j 0.0111101+0.0135371j 0.000658192-0.0211739j -0.00825451+0.0198621j 0.00587644-0.00247253j -0.0135358-0.0129469j -0.013304+0.0146364j -0.0110373-0.00870768j -0.00714206-0.00771995j 0.0138257-0.00377446j -0.00552174+0.0041255j 0.00154198+0.0103972j -0.0234413+0.013476j -0.0127175+0.0200865j -0.00213378+0.00848451j 0.0279058+0.0201411j -0.00312543-0.000766852j -0.00429059-0.00840413j -0.000289543-0.0113293j 0.00217909+0.000995232j 0.0220696-0.00693491j 0.013443+0.00142091j 0.00408412+0.00581081j 0.00914597+0.000199195j 0.00774202-0.00343348j 0.00055371-0.00582931j -0.00173713-0.0102275j -0.00636652-0.00841584j 0.0106756-0.000622776j -0.0308567+0.000101452j -0.00046332+0.0154452j -0.00960425+0.00965226j 0.00387924-0.00594001j 0.0250173+0.0123397j 0.00323641-0.0188622j -0.00804374-0.00655517j -0.00473658-0.00531423j 0.00561952-0.00683373j -0.00547679+0.0142396j -0.0165833-0.019533j 0.0116541-0.00775332j -0.00581661-0.00602933j 0.0108027-0.00985309j -0.0055972-0.0063506j 0.00997895-0.00152374j 0.00404601+0.0174498j -0.000548471-0.00500437j -0.00340406+0.0164195j -0.0127216-0.00516409j -0.00290376+0.00163512j -0.00144682+0.00210491j -0.00839157-0.0115994j 0.0107428-0.00403601j 0.0017528+0.00107434j 0.000978415+0.00921665j -0.00960255-0.0107367j 0.0118572-0.00204428j 0.00759206-0.0174559j -0.00239467-0.0281573j 0.0141033-0.00426453j 0.012556-0.00976969j 0.00778838-0.0126604j 0.000484805-0.00283811j -0.00470192-0.0191204j -0.000877829+0.0213851j -0.0074829+0.00538589j 0.00650991+0.0128292j 0.0153426+0.00269191j 0.000961657-0.00774895j 0.0147597-0.00536897j 0.00941567-0.00862386j -0.00939075+0.0135468j -0.024411-0.00657485j 0.0115666-0.00156944j 0.00121105-0.00656696j -0.000771985-0.00385909j 0.00777833-0.00253247j -0.00768409+0.00322831j 9.93488e-05-0.00764969j 0.0117049+0.00531352j -0.00336362-0.0121012j -0.00368673+0.0111682j 0.013982-0.0229687j 0.0276576+0.00389884j -0.0183986+0.00556623j -0.00388046-0.0022643j -0.0233693+0.0207742j -0.0189504-0.0309392j 
-0.000769109+0.00486982j 0.00523383+0.00072981j -0.00405121+0.00237683j 0.0013255+0.00114079j 0.00117206-0.00857653j -0.00133033-0.00370281j 0.00445423+0.000425004j -0.0032617-0.0111555j -0.00461362+0.00382134j 0.00581044-0.00911191j -0.00332551-0.0104757j 0.00847399+0.00276142j -0.00953622+0.00477583j -0.00662456+0.00645397j -0.00297456+0.00700197j 0.0118396+0.0100497j -0.0035164+0.0103268j 0.00265648-0.00229178j -0.00938793-0.0077293j 0.0110535+0.00819216j -0.00251637+0.0135686j 0.00565456+0.0017969j 0.0141263-0.00220641j -0.00402402-0.00310341j -0.00948702-0.00277535j 0.00808116-0.0100809j -0.00225622-0.000327573j -0.00936838-0.0110091j -0.0131738-0.00954854j -0.000496685-2.86187e-05j 0.0078918+0.0138166j -0.00343658+7.93203e-05j -0.0011183-0.0179038j -0.00742033+0.0135221j -0.00750336-0.00340686j 0.0138773-5.31867e-05j 0.014666+0.0110714j 0.0106885-0.00487763j 0.00421305+0.000869468j 0.008913+0.00884646j -0.0020324-0.0141341j 0.00849876+0.00386372j 0.0119793-0.00106458j 0.000954903-0.00908714j -0.00252476-0.00106892j 0.0117852-0.00532711j 0.00477929+0.00429579j 0.00481039-0.00450942j 0.00362293+0.00551857j -0.00383337-0.00590087j 0.00225619+0.0081945j -0.00251775+0.0107893j 0.00771659+0.00620486j 0.00155821-0.018483j -0.0112881+0.0103906j 0.000783123-0.0108411j -0.0285442+0.0152999j 0.000281436-0.00101755j 0.00563401+0.000603073j 0.0038852+0.00850289j -0.012171+0.00431971j -0.00757431+0.0125702j -0.0109787-0.00821182j 0.00316337-0.0162269j 0.00230215-0.00284101j 0.00609846-0.00243953j 0.00932422+0.00015901j -0.00448807-0.00698736j 0.0115466-0.000758511j -0.0116484-0.0042417j -0.00924548-0.00417706j -0.00245165-0.0102357j 0.0054106+0.00110336j 0.00924968-0.0135268j -0.00166948-0.00924937j 8.67287e-05-0.00683398j -0.00372031-0.00550196j -0.0056247+0.00690037j -0.000405155+0.000974038j 0.0105819+0.0148237j -0.0100724-0.00209953j -0.00569751-0.00144056j 0.00524352+0.00871301j -0.0112138+0.00919911j 0.00212097+0.00719857j 0.0102482+0.00211399j -0.00762627-0.00674934j 0.00583707-0.00983295j -0.0015945+0.000957245j -0.00354288-0.00996769j 0.00145685-0.00534457j 0.0052899+0.000112935j 
-0.0105601-0.0340035j -0.0237263+0.00651671j -0.0353032-0.00676952j -0.00863097+0.0216645j 0.0167097+0.00536985j 0.0136922-0.0101015j 0.00278321+0.0356472j 0.0256078-0.0296555j 0.00598476+0.0171335j 0.0107396-0.000498461j 0.00436308-0.0115316j 0.0101016+0.00300919j 0.0117674-0.00885965j -0.00750916-0.0132517j 0.0114775+0.00308079j 0.0136912+0.00188027j -0.00609694+0.00377504j 0.011589-0.00404218j 0.000303794-0.0222424j -0.000191507-0.00520729j 0.00577335-0.0077553j 0.00735971-0.00447369j 0.0060744-0.0075631j -0.0290179+0.00823903j -0.00140537-0.0154087j -0.0184681+0.00146474j 0.00559996-0.0012541j 0.000742025-0.0095489j -0.00389013+0.0186704j 0.00555254+0.014473j -0.0248691-0.00356018j -0.0167451+0.00610231j 0.000143794+0.00999741j 0.0159205+0.0100551j 0.00992996+0.00650574j 0.0186892-0.0137452j 0.0196176+0.0128641j 0.00187829-0.00213213j 0.00775857+0.0206292j 0.00896222-0.00576515j -0.000676327-0.00835158j -0.0036362-0.00733818j 0.00268112-0.0146384j 0.00341085-0.0145468j -0.00609994-0.0117468j -0.0119872+0.0197699j -0.00168038+0.0109951j -0.0011391-0.00555352j 0.00320847-0.0132495j -0.00374035+0.009075j -0.0170603-0.0112673j -0.0212265+0.0110773j 0.0117222+0.00277958j -0.0072141+0.0103625j 0.00899513+0.00926848j -0.00889338+0.0240783j -8.98877e-05+0.0144522j -0.00251852-0.015038j 0.00180376-0.00422027j 0.0166459+0.010456j -0.0147148+0.00374601j -0.00245242+0.0134227j 0.00362003+0.0231245j -0.0207959-0.0133813j -0.0222366+0.0130727j -0.0102017-0.000776001j 0.00708328+0.0108224j 0.00729531-0.00193606j 0.00209647-0.017532j 0.00410284-0.00789309j -0.00578881-0.0104332j -0.0155139+0.00247496j 0.010598+0.0072898j 0.00855106+0.000173096j -0.00799675-0.0132475j 0.00142958-0.00641559j 0.0186861-0.00396161j -0.011139-0.000156593j -0.00384538+0.00596534j -0.00338107+0.00984939j -0.00300116-0.0120186j -0.00386782-0.00969917j 0.0120678+0.0101714j -0.0254577-0.00339327j -0.000740324+0.00683356j 0.00599859+0.0082941j -0.00828847+0.0287856j -0.0300501-0.0109917j 0.033434-0.000844233j -0.0045518+0.00549829j 0.028227-0.0419415j 0.0390935+0.0370232j 
-0.00962411-0.00516189j -0.00119553+0.00864575j -0.0140985-0.00225724j 0.000289234+0.0057034j 0.0141849+0.0135089j 0.0198143+0.00141783j 0.00529491+0.014087j 0.0258157-0.0097735j -0.00538883+0.0179978j -0.000329535-0.0071215j -0.00117302-0.00272031j 0.00091303+0.0108884j -0.00583345+0.00329747j 0.000396968-0.0109629j 0.0129331+0.0160829j 0.00177173-0.00448936j -0.00162643-0.00463942j 0.00560495-0.00408109j 0.0162349-0.00720712j -0.0141021+0.00394378j 0.0095071+0.00234055j -0.00331663-0.00105189j 0.00108052+0.00582076j -0.0051374-0.0193918j -0.00457607+0.00285222j -0.00084597-0.00474697j -0.00542893+0.00835455j -0.00437179-0.0166304j -0.0086077+0.00411712j 0.00671753+0.0176776j 0.00720367+0.0151891j -0.00501123+0.00958303j -0.00328779+0.00387878j 0.000492978+0.0064351j 0.00630936-0.00501737j 0.00790945-0.0130045j -0.00503076-0.000634704j 0.0139036-0.00416904j -0.00642629+0.0084044j 0.0116044+0.00336113j -0.012259+0.00509844j 0.000683974-0.00943413j -0.00150716-0.015055j -0.00420404+0.000941883j 0.0095452-0.00251121j 0.00535964+0.00243595j 0.00141285+0.0103217j 0.0161497-0.00162798j 0.00214967+0.000825992j 0.00478348+0.00705704j 0.0130734+0.000579244j -0.00646888+0.00464432j 0.000624307+0.00192433j -0.0114329-0.00227751j -0.0154384+0.00993109j 0.00101204+0.004784j -0.000225095-0.000688817j 0.00859134+0.00330325j 0.00196649+0.0202032j 0.00417951-9.25533e-05j -0.000109181-0.000177095j 0.00556954+0.0181133j 0.00360797+0.00825464j -0.00600361+0.00234113j 0.0030246+0.00569853j 0.00790168-0.0209718j 0.0140524+0.00232409j 0.000555042+1.84658e-05j 0.0124774+4.50012e-05j -0.00294956-0.00472144j 0.00203235+0.013711j -0.00551688+0.0126768j 0.00604712-0.0150089j -0.00976492-0.00115864j 0.00305057+0.00254151j -0.0103295+0.0114279j -0.00513679-0.00232906j 0.0088567-0.0111782j -0.0109812-0.000714953j -0.00906646+0.00187287j 0.0126816-0.00185535j -0.00896488-0.0079115j -0.00427497-0.00447164j -0.00746744-0.0100689j -0.0227944+0.00497027j -0.00628038+0.0291851j 0.0135778+0.0206563j -0.0100715-0.00367643j 0.0256682+0.0063415j -0.00218334+0.013465j -0.000613917-0.0187078j 0.0182186+0.00395713j 
0.0197133-0.0368648j -0.0257082-0.023068j -0.0433012-0.0119813j -0.00792508+0.0298587j -0.00320506+0.00597251j 0.0230176+0.00420116j 0.0074442-0.000748794j 0.00198531-0.030686j -0.011576+0.00538377j -0.00231067-0.00339974j 0.00297114+0.000689933j 0.00713329-0.0026861j 0.00851002-0.00664444j -0.014783-0.00438942j -0.000600615-0.00140141j -0.000187668-0.00323305j 0.00994009+0.0137103j 0.00524995-0.00459138j -0.0199017-0.0114154j -0.00632044+0.00304351j -0.00516517-0.013107j -0.00285085-0.00667005j 0.010883-0.00673864j -0.0172731-0.0066922j -0.0154032+0.00194324j -0.000678412+0.00305197j 0.00691011+0.000537766j 0.018109+0.00883014j -0.00108363-0.0051534j 0.021363-0.00196897j -0.019513+0.0183062j -0.0219034+0.00122401j -0.000953588+0.00487908j 0.0158824-0.00171039j -0.00683703-0.00395002j 0.00740486-0.0250228j 0.0136978+0.0029633j -0.00855769-0.00763848j 0.00514852+0.0177473j 0.00163502-0.000623967j -0.0100229-0.00416648j 0.000757179-0.00150763j 0.00495405-0.017057j 0.00991959-0.00728494j -0.00260205-0.00586073j 0.0070341+0.00706037j -0.0061456+0.0128806j 0.0145339-0.00121971j 0.0017414+0.0071375j 0.0111967+0.00158232j 0.00625995-0.0103704j -0.0244467+0.0206044j 0.0142296+0.00917699j 0.00471107+0.00160335j 0.0109133+0.0126899j 0.00113782+0.0115994j 0.00947175+0.00336536j 0.00461298-0.0126908j 0.00566973-0.00885565j 0.022216-0.0130931j -0.00201173+0.00315195j 0.0110272+0.00632907j 0.0113439+0.0134507j -0.00960674+0.00430202j -0.0121417-0.00259051j -0.0189475-0.00331958j -0.0125267-0.00740807j -0.00162775-0.00640571j 0.00881081-0.00767696j 0.00329652-0.00140761j -0.0125595-0.00220342j -0.0187894-0.00097265j 0.0146693-0.00446419j -0.00183104+0.0016132j 0.00775397+0.0176673j -0.000853916-0.00426856j 0.0232195+0.00284423j 0.00728051+0.00305605j -0.00862964+0.00826597j -0.0274115+0.00328203j -0.0324898-0.0217687j 0.00538066+0.00935905j 0.0132172-0.0101619j 0.00332656-0.0204597j -0.0150144-0.0095135j 0.00608369-0.0111562j -0.00707651+0.0126816j -0.00307254+0.00413937j 0.00798898-0.0137034j 0.0372288-0.00740505j 0.0172995-0.0198978j 0.0159818+0.028936j 
-0.00620239-0.00195928j -0.00586842+0.00470647j 0.00890994-0.0155021j -0.0195265-0.00930471j -0.00127298+0.0260177j 0.0381315-0.0127096j -0.00715788-0.0235733j -0.0190173-0.00800887j -0.0111816-0.00301201j -0.00213057-0.0151347j -0.00294919-0.00492749j 0.00936041+0.00759764j 0.00304197+0.00177223j -0.0102271+0.011801j -0.00683864-0.0148292j -0.00392227+0.0125404j -0.00179692-0.00236948j 0.00903383+0.00490953j -0.0204817+0.00423869j -0.0108727+0.000389769j -0.000353548-0.0053836j 0.00931915-0.00206791j 0.0050635+0.0091407j -0.0032975+0.015346j 0.00211136+0.00674632j -0.0025145+0.0126737j 0.00156248+0.0112006j 0.00560311+0.00441918j 0.00415919+0.0147832j -0.00966225-0.00620058j -0.00319675+0.00439321j 0.00587158-0.0244536j -0.00348835+0.00525874j 0.00227101+0.00973407j -0.0100841+0.000895447j 0.0066449+0.00241107j -0.00570068-0.00336206j -0.0111875+0.00335767j 0.00595272+0.00199637j 0.000954561+0.00200842j -0.00539756-0.00535626j 0.0160055-0.00355252j 0.00889262+0.00894058j 0.0084116+0.00314685j -0.0176876+0.00143844j -0.00302761+0.00186927j -0.00868162+0.00884504j 0.000282932+0.00284255j -0.00508531+0.00725197j 0.00608644-0.0158774j 0.000795551+0.00960553j -0.0155606-0.00196221j 0.00255934+0.000599053j 0.00474173-0.00372117j 0.0115877-0.00127715j -0.0121102-0.00232783j -0.00105397-0.000346882j -0.0118742-0.00100426j -0.00206576-0.00884459j 0.0108207+0.00638685j 0.00291633-0.00991957j -0.00766112+0.00347643j -0.00621062-0.0056279j 0.0280428-0.0131634j -0.00335378-0.00585057j 0.00270811+0.00365864j 0.00412407+0.00259802j -0.00208165+0.00407367j 0.00494492-0.00477183j -0.00394377-0.0138952j 0.00556244+0.00597211j -0.00986765-0.0151985j -0.00558389+0.00437145j 0.000640492+0.00197871j 0.00063076+0.00374033j 0.0239164-0.00372778j -0.01162+0.00521095j -0.0222103-0.0166474j 0.0147335+0.0118026j -0.00115951+0.0278039j -0.0187487+0.00167894j -0.00789055+0.0230449j 0.0210043-0.0192788j 0.0231577+0.0228343j 0.01183-0.0142725j 0.0254086-0.0178438j -0.0015138-0.0157638j -0.00273443+0.01359j -0.00564925-0.0114363j 0.00533963+0.011015j 0.00540507-0.00833257j 0.00638571+0.00343062j 
-0.0188604+0.0197197j 0.00913859+0.0226267j 0.0159492-0.00223601j -0.00730789-0.00745702j 0.00944782+0.019262j 0.0116356-0.0059688j -0.00593412-0.0149006j -0.00327008+0.0129115j 0.00148827+0.00636443j 0.0289317+0.00280071j -0.00481388-0.015824j -0.0128325-0.0080201j 0.0194647-0.00105432j 0.00585606+0.00308092j 0.00343695-0.0236187j -0.00304281+0.0120928j -0.00491773-0.00678033j -0.00419053-0.00196257j 0.0179452+0.00110177j 0.0194821-0.00605982j 0.00321893+0.00952071j 0.00730346+0.00519888j 0.00362367+0.00657193j 0.00772393+0.000468497j -0.00578977+0.00799554j 0.000964488+0.0224136j 0.00202631+0.00405082j 0.0109728+0.0155036j 0.0122868+0.0164885j -0.00773924-0.00755908j 0.016702-0.0133661j 0.0146441+0.00826757j 0.00461394+0.00452817j -0.00445157+0.0174604j 0.0180489+0.00716648j -0.00222789+0.0130123j 0.00511926-0.00336365j 0.00302193+0.00648447j 0.00742279-0.00803464j -0.00556759-0.00677991j -0.00529747+0.0057307j 0.00297804+0.00920099j -0.00440967+0.0331915j -0.0078853-0.00299265j 0.011576-0.00757769j -0.00311681+0.00770338j 0.00133264-0.00945853j -0.0116061+0.003497j -0.00357809-0.00135668j -0.00417264+0.00257513j 0.00593379+0.0118175j -0.00408243-0.00220625j -0.00322048-0.0045568j -0.00156999-0.0266638j 0.00202096-0.00837045j -0.000993507-0.0233493j -0.0062572+0.00857633j -0.00837644-0.00333584j -0.0074523-0.00411281j -0.0188726-0.00121638j -0.00639285-0.00288008j -0.000451104+0.00197775j 0.0025619-0.0099732j 0.0340932-0.0132604j 0.0087285+0.0100358j -0.00231828-0.00262094j 0.00418971+0.00869456j -0.00394909+0.015329j 0.0168701+0.00527892j 0.0146875-0.00547576j -0.0165194+0.0219989j -0.00401362+0.0045322j -0.0159132+0.00852098j 0.00575086-0.0135675j -0.0124308-0.0114696j 0.0024834+0.000405185j -0.0257222+0.0125795j -0.00589747+0.000801885j 0.0101175+0.00249316j 0.0236106+0.0332649j 0.0297295-0.0148309j -0.0307243-0.016646j -0.0111964+0.00572732j 0.0371837+0.0226369j 0.00771388+0.0301819j 0.00439644-0.0216782j -0.0218174+0.013433j -0.0129606-0.00513249j 0.00306812+0.0168918j -0.0202558+0.0227225j -0.0102514+0.00402099j -0.00185107-0.0174717j 
-0.00168466-0.000940001j -0.00258359+0.00232728j 0.00466388+0.00188107j 0.001645-0.00145101j 0.00243281-0.00181398j -0.00126618-0.00667029j -0.00799229-0.00605126j -0.00437104+0.00188067j 0.00980499+0.0123345j -0.00143222+0.00991473j -0.00100938+0.00417715j 0.0154549+0.00446504j 0.0114194+0.00811576j -0.0121509+0.00552069j -0.00893566-0.00943605j 0.0128675+0.00328215j 0.00221068-0.000255572j 0.000827631+0.006876j 0.0135295-0.00350206j -0.00230305-0.0214889j 0.000776879+0.0120693j -0.00686707-0.00895347j -0.0112066+0.0114932j 0.00408189+0.00941281j 0.0073265-0.00406679j -0.00108623-0.00455499j -0.000435002+0.0054451j -0.00126827+0.00168566j 0.0129525+0.0110188j -0.000142377+0.00194155j 0.0124974+0.00238077j 0.00301171-0.00744462j -0.00443627+0.0024912j -0.015459-0.00652372j 0.00439879+0.0118548j -0.0120259-0.00528965j 0.0180432+0.00616148j -0.0130696+0.0204023j 0.00790549+0.00628876j -0.0145765+0.0134623j 0.0082839+0.00563694j -0.00265366+0.000967986j 0.013636-0.00836167j -0.0102131+2.74784e-05j -0.0216244+0.00131518j -0.0108286+0.00570243j 0.00598248+0.00390544j -0.000371956+0.00838411j 0.0048651-0.0109398j -0.00249415-6.85706e-06j -0.00687918-0.000596783j -0.0094376+0.00779427j -0.00896834+0.0020176j -0.0045003+0.00120704j -0.000285717+0.00254716j -0.00337458-0.000102407j -0.00785616+0.00505j -0.00441382+0.00407528j 0.00279513+0.0123186j 6.96118e-05-0.0116521j 0.0157566-0.00213351j -0.00127421-0.0202575j 0.00253794-0.0113926j 0.00118204-0.00132901j 0.00173535-0.0121526j 0.0138822+0.00606143j -0.00223577+0.00626685j -0.00255274-0.000416176j 0.000593164+0.00110045j -0.0169437+0.00205642j 0.00820873-0.010943j -0.0138819+0.000201033j -0.00601604-0.00864924j 5.9007e-05+0.00215658j -0.00211231-0.00116086j 0.00884566-0.00495601j -0.0067978+0.00190229j 0.00722438+0.00499127j -0.00149874+0.0110609j -0.00137009-0.00759382j 0.0113074-0.00397565j -0.00354586-0.00259792j 0.00054053+0.00442007j -0.0118008+0.0106491j 0.00128263-0.00647605j -0.00581444-0.000165571j -0.000741817+5.59585e-05j 0.00480152+0.0021846j 0.000870243+0.00928209j -0.00762567+0.00998813j -0.000172493+0.00472448j -0.00246797-0.00187371j 
0.00224887-0.00471679j 0.00220543-0.00296073j 0.00159708-0.00845652j -0.0103001-0.00764772j 0.00755135-0.00607195j -0.00902024-0.00550727j -0.0099197+0.022703j 0.0143208+0.0070951j -0.0035401-0.00550372j -0.00200568-0.00330268j 0.0120506+0.000939257j -0.00206604+0.00900376j -0.00460264-0.00622519j -0.0165854-0.00197343j -0.000468229+0.00444751j 0.00685938+0.00597026j -0.00365338-0.0062229j 0.0119693-0.00630981j -0.0103352+0.000575293j 0.000348878-0.00327991j -0.00198905+0.00314069j 0.0052256+0.0069577j -0.000786908+0.0123247j -0.0118287+0.0022323j 0.0047144-0.01679j -0.00756481-0.00223445j 0.00104705+0.0152341j -0.010072-0.0137453j -0.00825601-0.00480841j -0.0148595-0.00868176j -0.00690535+0.00163236j 0.00453882+0.00758425j 0.00976646+0.00521955j 0.00986113-0.00329533j -0.00161886-0.00350955j -0.0132358-0.00705734j 0.000118953+0.00571779j -0.000265698-0.0144051j 0.00262135+0.0114188j 0.0175981-0.0053667j -0.0052854-0.00700961j -6.19435e-05+0.00486219j 0.00242663-0.00711727j 0.0138666-0.00773485j -0.00482323-0.0064355j 0.00965579-0.00155254j -0.00122155+0.00729798j 0.00244594-0.0170349j 0.0082895-0.00237105j 0.00538104-0.00998302j -0.0108982-0.000863249j 0.00484554+0.0050663j 0.0115014+0.00146412j 0.00302152+0.0102155j 0.00450868-0.00300511j -0.00118748-0.00214384j -0.00444193+0.0114604j 0.00129123+0.00782292j -0.00183155-0.0128804j 0.00819345+0.00530695j 0.0051848+0.0153125j -0.00109884+0.00584366j 0.00867085-0.00133011j -0.00947491+0.00575255j -0.000572193-0.00847388j -0.00571624+0.00674346j 0.0161716-0.00146654j 0.00380156-0.00264518j 0.00881307-0.0115005j 0.00364427+0.00324928j -0.00743-0.00466923j -0.0145145-0.00569973j 0.00636882-0.00631955j 0.0105923+0.00357871j 0.0108536-0.00327048j 0.0105046-0.00138341j -0.00388435-0.00852676j 0.00378797+0.0095567j -0.0072221+0.00400764j -0.00856978+0.00633125j -0.00455603-0.0159055j -0.00426077+0.00716613j 0.014194-0.00599985j -0.0015482+0.00391343j -0.0148176-0.00994222j -0.0073401-0.00389468j -0.00146557+0.00878125j 0.002376+0.00809835j -0.0131047+0.000795534j 0.00504026-0.0108749j -0.00578308-0.00618577j 0.00700114+0.00310274j 
