0.250143-0.166412j -0.134836-0.258728j 0.00432563+0.0691141j 0.0280741+0.0152177j 0.101062+0.115573j 0.104282+0.0456008j -0.17796+0.0839942j -0.122822-0.200028j -0.0966864-0.0365162j -0.00486357-0.164054j -0.0719804-0.0629171j 0.0836249+0.153977j 0.00741916+0.0262833j -0.00428454+0.0889708j -0.0764906+0.0345351j -0.0445803-0.0490241j 0.000617574+0.0258847j 0.0558307-0.202282j 0.0762667-0.0967817j -0.0284596-0.138515j 0.0199368+0.017755j 0.0959508-0.189994j -0.16515-0.013209j 0.13358-0.0272426j -0.0878275+0.131345j 0.0922503-0.0641368j -0.132983-0.0137108j 0.238061-0.21183j -0.212969-0.295516j 0.0735861-0.179197j -0.157525-0.0548339j 0.043308-0.0242285j 0.0195043+0.0296796j -0.00698445+0.0349726j 0.0549575+0.000752279j 0.0113386-0.0155094j 0.00482193+0.0486229j -0.031017+0.00670908j -0.0212034+0.0112898j 0.0102867+0.00442021j 0.0172397+0.0224388j 0.00398631-0.009812j -0.00790867+0.00384452j 0.00718136-0.0117489j -0.0105534-0.0188593j -0.0269301+0.000587984j -0.00311126-0.00218532j -0.0073069-0.00951064j 0.00939221-0.00224958j 0.033982-0.00386844j 0.00629395-0.00663048j -0.00122815+0.00637849j 0.00119336+0.015087j -0.000136397+0.00445654j 0.00781251+0.00496421j -0.00878634+0.00785025j 0.0130734-0.00542653j -0.0225095-0.01398j 0.0180233+0.016095j -0.00971138+0.0147729j 0.0119509-0.00179019j 0.0356268+0.0197271j -0.00343361+0.0182919j 0.0051988+0.0124911j -0.00024288-0.00297452j -0.00375062-0.00899938j 0.00607986+0.0114875j -0.0390421+0.00558549j -0.00719264-0.0487508j 
0.00216103+0.0047493j 0.00504165-0.00241918j 0.00756268+0.00752491j 0.00438988-0.00730068j -0.00441965-0.00268932j 0.00301295-0.00453529j 0.0133386-0.00482721j -0.00126195+0.00495783j -0.00124711-0.0066282j -0.010359+0.000293778j 0.00573999+0.00363314j 0.00274872+0.00157834j -0.00394055-0.000404076j -0.00212185+0.0068668j 0.00550507+0.00643129j 0.00396614-0.00117582j -0.000940889-0.00619079j 0.00187091-0.00370823j -0.00161338-0.00081457j 0.00403212+0.00731275j 0.00323671-0.000333724j 0.00107337-0.00258517j 0.00314789+0.00691718j -0.00069734-0.00303463j 0.00468139-0.00613097j 0.00903835-0.0083703j -0.000194975-0.00692349j 0.00467865-0.0025863j -0.00464135-0.0044382j 0.00623919-0.00410922j -0.00665711-0.00366867j -0.0133273+0.00582178j -0.00673395-0.0153555j -0.0104114+0.00200872j -0.00508977+0.00491408j -0.00719023+0.0158877j -0.00500591-0.00582626j -0.00158681-0.00662209j 0.00597598-0.00391667j 0.00269056+0.000399896j 0.00494492+0.00801041j -0.00589233-0.00305289j 0.00379116+0.00276704j -0.00767129-0.00305446j 0.00775835-0.00289364j 0.0108951+0.00798247j -0.00249245+0.00168102j -0.000810711-0.00162315j 0.00223007-0.00759479j 0.0028992-0.00146785j 0.00059354-0.0032227j -0.00090878+8.60243e-05j -0.0109383+0.00302689j -0.00657655-0.00494659j 0.000877617-0.000323045j -0.00173126+0.00247752j 0.00574711+0.00163287j 0.000926436+0.0011189j -0.00723498-0.00172386j 0.00450519-0.00612348j 0.00455941+0.00774254j -0.00275767+0.00584553j -0.00871662-0.0120118j -0.0060502-0.00524056j -0.0176109+0.00657448j -0.0149825+0.0167795j -0.0157293-0.011635j -0.00935394+0.00599604j -0.00980845-0.00772048j 
0.00415988-7.38753e-05j 0.00224774-0.00398243j 0.00222535+0.000558367j -0.00163699-0.00336236j 0.00426062-0.00602212j -0.00453418+0.00217863j -0.00374818-0.000912647j 0.000933478-0.00423613j 0.0077021+0.00817382j -0.00495644-0.000642699j -0.0019066-0.0151172j -0.0138243-0.00232624j 0.00518038+0.00337323j -0.000503294+0.0027471j -0.00119338-0.00513754j -0.00392025-0.00263109j -0.00862476+0.00317035j -0.0050488+0.00899791j 0.00210122-0.00106782j 0.00586681+0.0027312j 0.00702541+0.000195312j 0.00269851-0.000507513j 0.0026869+0.00311758j -0.00338695-0.00226494j 0.00264144+0.00550242j 0.00287184+0.00393637j 4.1829e-06+0.00449186j -0.00392368-0.00641287j -0.00461568+0.00282041j -0.00116475-0.00283318j -0.00691463+0.00145899j 0.00560843-0.000369741j 0.00409216+0.0013163j -0.0157031-0.0104811j 0.00877305+0.014824j -0.0006832-0.0165918j 0.0100097+0.00652262j 0.00167609-0.00511267j 0.00472873-0.000893034j -0.00601746-0.0175606j -0.0231117+0.0194241j 0.0195219-0.00514039j 0.00669141+0.00424165j 0.0144109-0.00233606j 0.000928718-0.00905061j -0.0121987+0.00398521j -0.00382221-0.00666936j -0.00893869+0.00429755j -0.00624766+0.0017352j 0.00909951+0.00372757j 0.00368283-0.0148257j 0.00684291-0.0109299j -0.00381755+0.000240545j -0.0163081+0.0033032j 0.00513244-0.0129107j -0.00264288+0.00800747j 0.0141886+0.00904296j 0.00805817+0.00406108j 0.00244689+0.000224008j -0.00424354+0.00302133j -0.00359421-0.00295099j -0.00644394+0.00652436j 0.000560732-0.0125989j 0.00241035-0.00370411j -0.00188791-0.0285687j -0.00621955-0.00761788j 0.00431796-0.00637869j 0.00331603+0.0144644j -0.0141388-0.00226428j 
0.00175845-0.00109964j -0.00117931-0.00217901j -0.00512558-0.000187546j 0.0011095+0.00306358j 0.00251591-0.0060722j -0.00350122+0.00858876j -0.00973239+0.00201395j 0.00144325-0.00411187j 0.00372412+9.80428e-05j 0.0058262+0.00109957j -0.00714817+0.00145548j -0.00110148+0.000935591j -0.000999851+0.0016089j 0.00607989-0.00423494j -0.000953356-0.00797517j -0.000530344-0.000661167j 0.00208+0.00631216j 0.00426072+0.00291378j -0.00663768-0.00234203j -0.000554836-0.00342399j 0.000425039-0.00310818j -0.00431556+0.00468825j -0.00155243+0.00134984j 0.00240197-0.00164299j -0.00193111+0.00952008j -0.00240934+0.00279325j -0.00296363+0.0045028j -0.00424744+0.000795772j 0.00191781+0.00318096j -0.00201068-0.00302471j -0.00389726+0.00276232j -0.00381391-0.00318267j 0.00367415-0.00684788j -0.00195007-0.00321568j 0.0100967+0.00253692j 0.00263231-0.0127921j 0.00256806+0.00747405j -0.00731721+0.00140234j -0.00640467-0.00117892j 0.0101448+0.0232833j 0.0133754-0.0119345j -0.00645229+0.0107468j 0.0022876-0.0115812j 0.00399847+0.00199218j 0.000239878-0.00175479j 0.00541406-0.00860978j -0.00968206+0.00291914j 0.00765397+0.00373474j -0.00119119-0.00740717j -0.0174583-0.00380694j -0.00658013-0.0039502j -0.0110005+0.00171743j 0.000989793+0.00605583j -0.00204591+0.00508514j 0.00473673+0.00874421j -0.000781226+0.000552929j 0.00527934-0.00837184j -0.00757904-0.0111626j -0.00152807-0.0069049j 0.00758255-0.0152339j 0.0157242+0.00381903j -0.00680312-0.0128656j 0.0101959-0.00360106j 0.00243757+0.00846292j 0.0223373-0.000302966j -0.0101505+0.00837773j -0.0048579-0.00768777j 0.00434339-0.000499911j 0.00102082+0.00427619j 
0.00726084+0.00292603j 0.00184393-0.00706559j 0.0099765+0.00621693j 0.00285447-0.0102313j -0.00808257-0.0108173j -0.00318434+0.0100665j -0.00098109-0.00972241j 0.00300235+0.000733147j 0.0118592-0.00453696j -0.0100367+0.00300606j -0.00349128-0.00834283j -0.00863847+0.00476699j -0.000692546+0.00216226j 0.00540649+0.00671206j 0.00170389-0.00488124j 0.00216867-0.00264048j -0.0105939+0.0036388j 0.00363442+0.0108626j -0.00669786-0.000959803j 0.0128875+0.00710467j 0.00955808-0.00754693j -0.00182965+4.09235e-06j 0.00703539+0.0108621j -0.00161606-0.0112685j 0.0145709+0.00444773j 0.0151803-0.00702755j -0.00181071-0.00214649j -0.00107588-0.00773142j -0.00933487+0.000662228j 0.00162877-0.00145594j -0.00214626-0.00047181j -0.0103218-4.36612e-05j -0.00264506-0.0107749j -0.00498597+0.00169669j 0.00909784-0.0021189j -0.00435351-0.0048955j 0.00154992+0.00344041j -0.00360776-0.0013545j -0.00211232+0.00330792j 0.0169895+0.0101857j 0.00543923-0.0113643j -0.00210469+0.00880772j -0.00121686-0.00805848j 0.00205036-0.000813769j 0.000685594-0.00205852j 0.00159736-0.00585151j -0.00353586+0.00543188j 0.00630502-0.00192861j -0.00171245-0.00650972j -0.0113996+0.00505521j -0.00597088-0.00181197j -0.00547533+0.00591524j 0.00208018+0.00305113j -0.0014104+0.00247772j 0.00419952+0.00238506j -0.00268284-0.00109131j 0.000207436-0.00619829j -0.00858402-0.00403174j -0.00822815-0.00314717j 0.00084102-0.014278j 0.0113532-0.00253318j -0.00772592-0.00497147j 0.00294182-0.00735878j 0.00503188+0.00398972j 0.00734926-0.00661925j -0.00579918+0.0131739j -0.0117748-0.00439063j 0.00312542+0.000213183j -0.000961734+0.00340727j 
0.00154172-0.00207141j -0.00216268-0.00152049j -0.00319205-0.00588996j -0.00790744+0.00303965j 0.00785385-0.00607851j -0.00163487-0.00626852j 0.00247875+0.00547883j -0.00404584-0.00832008j 0.0131183+0.00760643j -0.00726939+0.0041806j -0.0153758-0.0245159j -0.0211318+0.0124344j 0.0132925-0.00207611j -0.00651508+0.00720198j -0.00268604+0.00101688j -0.0112595-0.000115238j -0.0117227+0.00784419j -0.00195776+0.0190853j 0.0146917-0.00227018j 0.00840527+0.001394j 0.010228+0.00503738j 0.0119432-0.00835258j 0.00628113-0.000492628j -0.0133572+0.00953683j 0.0044981-0.00391233j 0.0050895+0.0134216j 0.0122902+0.0048716j -0.00436047-0.00710133j -0.0090932+0.00278842j -0.00177031-0.00100325j 0.000521844+0.000380395j 0.00151724-3.28944e-05j -0.000264124+0.00431276j 0.00522812-0.0105611j -0.0210792-0.00612524j -0.00195384+0.0131906j 0.00017377-0.00697807j -0.000268603+0.0119433j -0.00440369-0.00560643j 0.000830299+0.00410674j 0.00606831-0.00769933j -0.00357425+0.00386344j -0.00919493+0.00267356j -0.0101243+0.00566461j -0.000783039+0.000286187j 0.00790403-0.00177338j 0.00171441+0.00512447j -0.00458186+0.000517596j 0.000627978+0.000128531j -0.00240467-0.00549114j 0.00613291+0.0110331j -0.00458634+0.00770271j -0.00321542+0.00111977j 0.00578576-0.0057662j 0.00490027+0.0106834j 0.00494074+0.00447626j -0.00772086-0.00417972j -0.00500163+0.00245439j 0.00647732-0.000109319j -0.00375114+0.00656621j -0.000586345+0.00359495j 0.00322758+0.00520129j 0.000881231-0.00819226j -0.0184046-0.000696303j -2.30245e-05+0.017006j 0.00471023-0.00182697j -8.86018e-05+0.00380361j -0.00263696-0.00505592j 0.00623231-0.00103162j 
-0.00562838-0.0018434j -0.00110553+0.0043881j -2.11364e-05-0.00111226j -0.000800441+0.00376771j -0.00707702+0.00739837j -0.00275942+0.00911613j -0.00664962-0.00503739j 0.000215347+0.00615134j 0.0148383+0.00304461j -0.00373219-0.00445884j -0.00116949-0.0128466j -0.0115571+0.00157945j 0.00573273-0.00999668j -0.00301746+0.00409084j -0.0129662+0.00536476j -0.000975805+0.00579397j -0.00951533+0.00457717j -0.0113717+0.0134867j 0.0134943+0.000139085j 0.00237441-0.00130227j -0.00109791+0.000670749j 0.000782552-0.009718j -0.00261847-0.0136617j 0.0046719-0.00860729j 0.0135987+0.00267413j 0.00353487+0.00468032j 0.00373261+0.0017876j -0.00180719-0.00534101j -0.00627408+0.000700747j 0.00325811+0.00615384j 0.00818494-0.00338234j -0.00348374+0.00378614j -0.00417503-0.00292593j 0.00630192+0.0204743j 0.0118119+0.00505042j 0.00944268+0.00552396j -0.0154855+0.0055999j 0.0062469-0.0140086j 0.00633063+0.0115467j 0.00534061-0.00460447j -0.00203415-0.00488125j -0.00895041-0.00209733j 0.00478331+0.00193137j -0.00103343-0.00414586j 0.00547184+0.0080855j -0.00394845+0.00208239j 0.00671209-0.00652879j 0.00898191-0.00852582j 0.00581089-0.0018972j 0.0083002+0.0055859j -0.00277336-0.000808208j 0.0112262+0.000767648j 0.00527932-0.00419056j 0.00219946-0.00320898j -0.0106902-0.00536174j -0.00525696-0.0134884j -0.00664729+0.00644873j 0.00742147+0.000596875j -0.00794649+0.00370466j 0.00578024-0.00321873j -0.00313388+0.000633413j 0.00821619-0.00829325j -0.00369076+0.0252134j 0.0233221+0.00051281j -0.00515273-0.00207069j 5.1441e-05+0.00307006j -0.000438724-0.000628983j -0.00684732-0.00245763j 0.00133049-0.00555698j 
-0.00145363-0.00240546j -0.00282284+0.00116546j -0.00594939+0.001449j 0.00213471+0.00218538j -0.00679835-0.00628724j 0.00509651+0.0269388j -0.0216714+0.0118451j 0.00100867-0.00786893j 0.0114329+0.000720694j 0.0106899-0.00577871j -0.00694538+0.00481309j -0.00915845-0.00901012j -0.00515408+0.00446088j 0.0076362-0.0144552j -0.0130725-0.0156079j 5.5566e-05-0.00236299j 0.0083713+0.0138075j -0.00257955+0.00365065j -0.0117079-0.00372786j 0.00162199-0.00445515j -0.00557302-0.00618345j -0.0102181+0.014401j -0.00683043+0.00353337j 0.00689198-0.0150499j 0.00483554+0.02584j -0.00358745+0.00665528j -0.00688941+0.0118324j -0.0107049-0.000365663j 0.00130168+0.00691082j 0.00382233-0.00250661j -0.00253191-0.00318199j -0.000789295+0.00691593j -0.00756011-0.00138101j 0.00221584-0.000565755j -0.00827832+0.00444739j 0.00404682+0.0137017j -0.00822123-0.000436641j 0.0011799-0.00419892j 0.00605187-0.00310801j -0.00325561-0.0065027j -0.00047294+0.00246881j -0.00500757-0.00211075j 0.00170073+0.0054861j -0.00793325+0.00211264j 0.0050916-0.000146927j 0.00654543+0.00575841j 0.00406833-0.00225956j -0.00385659-0.00351655j 0.00195076-0.00332545j 0.008695-0.00222816j 0.0034574+0.00237971j 0.00614659+0.000175949j -0.00707167+1.28694e-06j -0.00187471-0.00594188j -0.0022584+0.000414681j -0.00152309-0.000657248j -0.000555034+0.00545049j 0.00279048+0.00452088j -0.00230653+0.00403032j 0.00103607+0.00304746j -0.00393725+0.00385386j 0.00317598+0.00625847j -0.00376798+0.000817044j -0.00464081-0.00649181j -0.0112582+0.0071839j 0.000235679+0.00441704j -0.00383804-0.00188727j -0.00740497+0.000250759j -0.00103582-0.00575526j 
-0.00247008+0.00301568j 0.00422092+0.00203229j 0.00654966-0.00109219j 0.00243429-0.00276321j -0.00503945+0.0206682j 0.000176959+0.0064704j -0.00772656-0.013028j 0.0088047+0.0144145j 0.00571027-0.0061182j -0.00507319-0.00425257j 0.0117271-0.00465714j 0.00321635-0.00141724j -0.00180838-0.0117509j 0.000269042+0.00575282j -0.00713976+0.0136407j 0.00941616+0.00664807j -0.0086898-0.00310861j -0.00835534+0.00606759j 0.00895897+0.00356628j -0.00310637-0.0015273j -0.00627236-6.37254e-05j -0.00508632-0.0107537j -0.00646272-0.0172568j 0.0102895-0.0146755j 0.0134985-0.00545159j 0.00237641-0.00781174j -0.00193163-0.00601946j 0.0041568-0.000136711j -0.000936509-0.00206794j -0.00343561+0.0033214j 0.00386893+0.00267788j 0.00235483-0.00377078j 0.00534164+0.00252706j 0.000922752+0.00132138j 0.00601125-0.0028533j -0.000175745-0.0102687j 0.00596979+0.00236466j -0.0040992+0.00300861j -0.00275769+4.53099e-05j 0.00134528+0.00428826j 9.83084e-05-0.000790366j 0.00124814+0.00290577j -0.000779472-0.00547101j 0.00436168-0.0024347j -0.000922886-0.000443776j -0.00260405-0.00236351j -0.00472866-0.000210027j 0.00127741-0.000377409j -0.00163586+0.00151461j -0.00433702-0.000394819j -0.00268963-0.000129687j -0.00454315-0.00244567j 0.00339458+1.80681e-05j 0.00172727+0.00370011j -0.00110081+0.00312282j -0.00215121+0.00140825j 0.00126329-0.00393394j -0.000784402-0.00323085j 0.00377109-0.00102823j -0.00235546-0.00304466j 0.00265789-0.000948013j -0.00358356-0.00550315j 0.00880604+0.00228731j 0.00388391-0.00389178j 0.00455348-0.00269234j 0.000852186-0.00212816j 0.0025569+0.00114815j 0.00297788+0.000473169j 0.000189399+0.00238138j 
-0.00130867+0.0064807j 0.00689441+0.00165505j -0.000259487-0.00582278j -0.010549+0.00560876j -0.0144591-0.00337586j -0.00119588-0.00275472j 0.00987453+0.00106864j -0.012723-0.00885171j -0.00385552+0.00307553j -0.00628607+0.00713389j -0.0127626+0.00603607j -0.0075182-0.0202708j -0.0149893-0.00581535j -0.00588489-0.00250696j 0.00182237-0.00102578j -0.0078368-0.00766084j 0.0148095+0.0113115j -0.0183631-0.0155375j 0.0177844-0.0245687j 0.0135749+0.00375124j -0.00702439+0.00616431j -0.00662998+0.0014797j 0.000764487+0.00377406j -0.00614675+0.00301028j -0.00464646-0.00338039j 0.00366403+0.00228229j 0.00254962-0.00349013j -0.000623405-0.000917418j -0.000922995-0.000632952j 0.00742467+0.00323468j 0.00534801-0.00634472j 0.00466755+0.00492725j -0.00589295+0.00720553j -0.010504+0.0108017j 0.007384+0.00175906j -0.00420635-0.00653768j 0.00637628-0.00352075j -0.00544056+0.0035708j -0.00721995-0.00172911j 0.00262438+0.00688053j -0.00874839+0.00196672j -0.00698507+0.00987044j 0.00119123-0.00183464j 0.00303505-0.0124066j 0.00836273-0.00122094j 0.00216905-0.00314204j -0.00898607-0.0102985j -0.000126133-0.00850454j 0.0011085+0.00238829j -0.014619+0.00147294j 0.00420259+0.00096046j -0.00261092-0.00719955j 0.00942274+0.00826378j 0.00354064+0.000672262j -0.00683808-0.00126846j -0.00959185+0.00397588j -0.00681736-0.010326j 0.0134606+0.0162281j 0.0120466-0.0154033j -0.00068787-0.0113748j 0.00943479+0.00115334j 0.000734089-0.00519432j 0.00415607+0.00680466j 0.00774989-0.00681824j -0.00266695-0.000367687j -0.000786444-0.00226779j 0.0032823-0.00259783j -0.00227307+0.00199958j -0.00228209-0.000609927j 
-0.00408767-0.00346944j -0.00327741+0.00251134j -0.0127679+0.000336657j 0.00126349+0.0116583j 0.0127463-0.00853437j -0.0083043-0.012945j 0.00816709+0.00661256j -0.00715392-0.00414913j -0.00384291+0.010689j 0.00793226+0.000484662j -0.00683543-0.00106077j 0.00122613+0.00791301j 0.010913+0.00138878j -0.00484151+0.000729898j 0.00343422-0.00264275j -0.00848116+0.00341337j 0.00167734-0.00283806j 0.00422886-0.000967924j 0.00347226+0.00172737j -0.00720067-0.0032425j 0.00531928+0.00496134j 0.0101161-0.0026587j 0.00144178-0.00214949j -0.0033301+0.0213504j -0.0161543-0.00249796j -0.00902966+0.0125514j 0.00670432+0.00506497j -0.00179055+0.00166256j 0.00237594+0.000204208j 5.3403e-05-0.00419869j -0.00473158+0.00158892j -0.00674698+0.00806939j -0.00926659-0.0110296j 0.0090641+0.0130516j 0.0214289-0.00417385j 0.00206791-0.00578519j -0.00597353+0.0142118j -0.0062959-0.0169454j 0.0120889+0.00460377j 0.00993237-0.00440078j 0.00033246-0.00320025j -0.00362134+0.00160301j 0.00534042-0.00754729j 0.00140528-0.00407717j 0.00573268-0.00070863j -0.00187829+0.00312066j -0.000812637-0.000613713j 0.00665792-0.00825511j -0.00131941-0.00842801j 0.00615461+0.00522995j -0.01148-0.00520639j 0.00472147-0.0025321j -0.000953653-0.00247706j -0.00557189+0.00338818j -0.00615971-0.00258994j -0.00885931-0.00663618j 0.00724437+0.00359801j -0.00286778-0.00887552j -0.0141845+0.0084402j 0.00132481-0.0152611j 0.00468178-0.00171876j -0.00877849-0.00754423j 0.0048267+0.00917777j 0.0205686-0.00811059j -0.00297487-0.0123314j -0.00409374+0.0160066j -0.010893-0.0047549j -0.00329052+0.00192322j -0.00354062-0.00270124j 
0.0113535-0.00160398j -0.00129199-0.00850653j 0.00891102-0.00143067j -0.00680033-0.00511814j -0.0185926-0.0059922j 0.00144898-0.00243412j 0.0118582-0.00735185j -0.00859984-0.00228612j -0.00279368-0.00212454j -0.00690875+0.00866535j -0.00296072+0.00785588j -0.00696732-0.00703648j -0.00968514+0.00732991j -0.000469016+0.0020483j 0.00603187-0.0065417j -0.00433583-0.00758043j 0.00700235+0.00118162j -0.0054787-0.00717718j -0.0046396-0.0111322j 0.0156942+0.00496156j 0.00253144-0.00182698j -0.00263373+0.00535805j 0.0105403+0.015362j -0.00757548-0.000559623j 0.00231872-0.00210336j 0.0103859-0.00724557j -0.00070521-0.00543169j 0.00342418-0.00246402j -0.00267592-0.00211032j -0.000714398+0.0116146j 0.0116988-0.00158181j -0.00445141-0.00893762j 0.00971391-0.00227943j 0.0176804-0.00717888j 0.00078635-0.00868001j 0.00998019-0.00341839j -0.00199003+0.0140425j 0.00365411-0.00865052j 0.00989088+0.00468005j -0.00563965-0.00485055j 0.00585859-0.00905175j 0.00136681-0.0119483j -0.00149588-0.00255908j 0.00225484+0.00880546j -0.00698177+0.00913098j -0.0101715+0.00447137j 0.0126919+0.00222228j 0.00540755+0.00318958j 0.00188852+0.00164721j 0.0176303-0.0060869j -0.00927621+0.00315947j 0.00663753+0.00424513j -0.00388553-0.0142133j 0.00323102+0.00169186j -0.00328244+0.00327667j 0.004135-0.0122013j 0.00420888+0.0102185j -0.0136434-0.0174496j -0.00578417+0.0211639j 0.00244053+0.0113506j -0.0141547-9.47393e-05j 0.00359439-0.00555058j 0.00626619+0.0135019j 0.0102184+0.00250362j 0.00377776-0.00284323j 0.00751733-0.00464957j 0.00289604+0.00905166j 0.0025156-0.00588547j 0.00707094+0.000327706j 
0.00198938-0.00736089j -0.0100623-0.00135286j 0.00922249+0.00636304j 0.00235176-0.0137162j 0.00321007-0.0158473j -0.000858725-0.00203633j 0.00289015-0.00191194j 0.00530783-0.00187934j -0.0015288-0.00284145j -0.000200382-0.000986007j 0.00356849-0.0032056j 0.00769664+0.0121908j 0.00893901+0.00897441j 0.00609313+0.00199432j 0.00609298-0.00855954j 0.00218091-0.00230031j -0.00937607-0.00530545j 0.0181551+0.00225538j -0.0159202+0.0155003j 0.000645478+0.0034971j 0.010258-0.00904914j 0.00538302+0.00320716j 0.00856987+0.0129732j -0.00252278+0.00187955j 0.00123785+0.00267695j 0.00513742-0.00546427j -0.00313356-0.000128002j 0.00132838-0.0037784j -0.00403311-0.000502664j 0.0107844+0.00332349j 0.00510765-0.010866j 0.00633932-0.00342467j 0.0023371+0.00895813j 0.00126944+0.00599281j 0.00350516-0.000662338j 0.000490313-0.00209099j -0.000576273+0.00123501j -0.00209881+0.00077133j -0.00116337+0.00268523j -0.00287632-0.000177912j -0.00673864+0.00156317j -0.00768643+0.00470894j 0.00113595+0.000165975j 7.67578e-05-0.00951549j 0.00457592+0.00378696j -0.00182675+3.89561e-05j -0.00266658-0.0131715j -0.000365429-0.00789315j 0.00415331+0.0052787j -0.000609469-0.000578276j 0.00306576+0.00381655j 0.00290358-0.00545867j 0.00671756+0.000505105j 0.00671233-0.00123286j -0.0101532+0.00113818j -0.00826303+0.000277681j -0.008503-0.00243973j 0.0123891+0.011098j 0.0128815-0.00678016j 0.00108801-0.00134422j 1.28424e-05+0.00342819j 0.00750708-0.00399125j 0.00482253+0.0174702j 0.0110373-0.00577637j -0.00420204+0.00172878j 0.00382925-0.00693923j 0.00607493+0.00180443j -0.00551476+0.000397314j -3.38322e-05-0.00457956j 
0.00158503+0.00220938j 0.00436391-0.00249593j -0.00594041-0.00242269j 0.000206029+0.0084202j 8.63308e-05+0.00970328j 0.000821946-2.82627e-05j -0.000511105+0.000705388j -0.00301602+0.00154532j 0.0010319+0.00176334j 0.000301065+0.000568176j -0.00121239+0.00238224j -0.00509008-0.00471757j -0.0047433-0.00272078j -0.00315554+0.000253353j -0.00215729+0.00479051j -0.00137712+0.00132826j 0.0045285+0.00115044j -0.00903318+0.00080927j 0.00581693-0.00829798j -0.000582767-0.00177321j -0.00388252+0.00498923j -0.00200017-0.00129383j -0.00407166-0.00512539j 0.00089589-0.000480132j -0.0013547-0.00142229j -0.00175721+0.00286607j 0.00169395-0.000281953j 8.19414e-05+0.00172102j 0.00207361-0.000628185j -0.00972678+0.00147892j -0.00120094+0.010489j -0.00902064+0.00391816j -0.00479552-0.0129217j -0.00510908-0.0132002j -0.00518001+0.0026148j 0.00250442-0.000210449j 0.00344923+0.00279379j -0.00166494-0.00422914j 0.00354501-0.00630699j -0.000272705-0.00206641j 0.00369217-0.00573286j 0.00262558-0.00882208j -0.00105442-0.001374j 0.00565228+0.00999629j -0.00392656+0.000136282j 0.00178105+0.00268498j 0.00814891+0.0064446j 0.00346989+0.0070877j -0.00558023-0.0040826j 0.00305327-0.00806298j -0.00569423+0.000121122j 0.00203465+0.00423159j -0.0126355+0.00239296j -0.00678847+0.00294071j 0.0103432-0.00392024j 0.00480809-0.00447143j 0.0142232+0.000446798j -0.0223534-0.00503913j -0.0028819+0.0159112j 0.0035821+0.00107478j -0.00113481+0.00235585j -0.00591185+0.00698554j -0.00670684-0.0123409j -0.00403142+0.00633653j 0.00135246-0.00642046j 0.00140042+0.00817449j -0.00689511+0.00337419j 0.00370637-0.00245215j 0.00127129+0.00204099j 
0.00261517+0.000183313j -0.000284797-0.00186927j -9.00737e-05-0.00324947j -0.00153438-0.000308407j 0.00108797-0.000198219j -0.00279744+0.00163289j -0.000152626-0.000228789j 0.00209749-0.00163217j 0.000863203+0.00125547j 0.000371682+7.70716e-05j -0.000148779-0.000852514j -0.00242361-2.65453e-05j 0.00306571+8.48648e-05j 0.000764471-0.00149714j -0.000439465+0.00132312j -0.000546038+0.00298784j 0.00218558+0.000321136j -0.000331084-0.000695238j -0.00111527-0.000280228j -0.00107917+0.000281474j 0.000375233-0.00257733j 0.000290652+0.00210689j -0.000489375+0.000472809j -1.05872e-05+0.00118275j -0.000758041+0.000186851j -0.001756-0.00123562j 0.000237923-6.10107e-06j -0.0014802+0.000877398j 0.000253547+0.000842074j -0.00430635-0.000781171j -0.00025199+0.00418073j 0.00285139-0.000953803j 0.00408391+0.00308154j 0.00243529+0.00191928j 0.0047233+0.000961345j 0.0035729-0.0088428j -0.00173557+0.00330946j 0.000373687+0.00387513j -0.00426168-0.00201343j -0.00705838+0.00177384j -0.00401844-0.00206032j 0.00484388-0.00167248j -0.00267305-0.00198123j -0.000172875-0.00183342j -0.000480372+0.00437909j -0.000356965-0.00279294j 0.000676882+0.00171625j 0.007143+0.00429032j 0.00129074+0.00522946j -0.00188482-0.00206659j -0.00120443+0.0053729j -0.00356886-0.00416678j 0.00317736-0.00641078j 0.00654156-0.00153706j 0.00110725-0.00116391j 0.00200159-0.00675464j -0.00137726-0.000595332j -0.00118119-0.0015838j 0.000609813-0.00296331j 0.0015101-0.00198591j -0.00178113+0.000607918j 0.000516468+0.00173586j 0.00170977-1.94028e-05j 0.000549308-5.35904e-05j -0.00533957+0.00396435j 0.000671559+0.00286294j -0.00239118+0.00532829j 0.003142-0.00354106j 0.00324272+0.00276185j 
