-0.0331292+0.0236101j 0.0205525+0.0374895j 0.029882-0.0449969j -0.0430516-0.0274432j 0.00347532+0.0284924j -0.0386523+0.00745202j -0.0159313-0.00700419j -0.00649111+0.0175488j -0.0246525+0.000550376j -0.0013454+0.0163184j 0.00719345+0.0285102j -0.0161066+0.0110543j -0.028251-0.00935818j -0.0149156+0.0138425j -0.00986756+0.0032446j -0.0122083+0.0094556j -0.000623858-0.00148376j -0.000613384+0.011074j -0.0108758-0.00895017j 0.0139885+0.0123701j -0.00515076-0.0160975j 0.00586099+0.0115485j -0.000844247-0.00552112j -0.0130454-0.011105j 0.0215885+0.00877763j 0.00194792-0.000439808j -0.00213221+0.000655428j -0.0186128-0.0167658j -0.0233787+0.0104612j -0.00582521-0.0238307j -0.000182516+0.0031902j -0.00487859-0.0163411j -0.00649147+0.0076125j 0.00750234+0.00103418j -0.000344929+0.00952686j 0.00328906-0.00431572j -0.00719309-0.0113016j 0.00469475+0.0305336j -0.0155576+0.00447097j 0.0169325+1.55762e-05j 0.00890087+0.006856j 0.0239402-0.00716958j -0.0175458+0.000500568j -0.021334-0.0274314j 0.0146106+0.0118442j -0.0149985-0.0047572j 0.0123914-0.00201731j -0.0144528+0.0165992j -0.01151+0.049785j -0.0444153-0.00974516j -0.0373432-0.0131899j 0.0206964-0.0395101j 
-0.00416106-0.00170916j -0.00174663+0.00592875j 0.00627295-0.00643165j -0.00478483-0.00166284j 0.00640765-0.000215994j -0.00150164+0.00431558j 0.00398439+0.00244391j -0.00505499-0.00281148j -0.00483755+0.00512367j 0.00920202-0.0026812j 0.00504167+0.00218627j -0.00108784-0.00106845j -0.00880979-0.00462451j -0.00304193+0.00425455j -0.0046511-0.00174806j 0.003384-0.00276389j -0.00134732-0.00158533j 0.00771772+2.31757e-05j 0.00498759-0.00965599j -0.00130215+0.00202148j -0.010043-0.00285903j -0.00468861+0.000221114j -0.00155747-0.000994552j 0.000576896-0.00390076j -0.0045918-0.000776072j 0.00469921+0.000326494j -0.00211181-0.00901908j 0.0017303+0.00111114j 0.00664853+0.00291151j -0.00201753-0.00662814j -0.00731364+0.00555126j -0.00532764+0.00106451j -0.00337703+0.00600487j -0.00191976-0.00452787j -0.00631318-0.00937379j -0.00115075-0.00221144j 0.00603944-0.0104019j 0.00362771+0.00061934j -0.00161419-0.00389634j 0.0140151+0.00451017j -0.00530264+0.00995136j -0.00543156+4.07226e-06j 0.00278027+0.0110947j 0.00372616-0.00761549j 0.00474551+0.00465183j -0.00182039-0.00418553j -0.00515633+0.000130573j 0.00326176+0.00457239j -0.00210328+0.00929375j 0.00128511-0.00135517j -0.000286767-0.000729729j 0.00393514+0.000680069j 
0.00369412-0.000530489j -0.00102924-0.003477j -0.00135815+0.00238693j 0.00720793-0.00102018j -0.000481424+4.09906e-05j -0.000144757-0.000324577j -0.0026008-0.00274013j 0.00438456-0.000873097j 0.00414378-0.00182719j -0.00238503+0.000686428j -0.00180139-0.00284174j 0.00189233-0.000709584j 0.0110408+0.00366685j 0.00570338-0.00275661j 0.00426901+0.000166629j 0.00160792+0.00192428j 0.00180967+0.00342825j 0.00443718-0.000229378j -0.00563039+0.00114057j 0.00317097+0.00470209j 0.00874391+0.00510244j -0.00139078+0.000645492j 0.00700825-0.00969181j 0.00465483+0.00517576j 0.0055848+0.00342888j -0.00733582-0.000923262j 0.000466466+0.00509061j -0.00844081+6.85591e-06j 0.00192607-0.0015384j -0.00135412-0.000119993j -0.00473306-0.00214965j 0.00609813-0.00331442j 0.00296358-0.000902509j 0.00130034+0.00115079j -0.000277596+0.00649006j -0.000737276-0.00152432j -0.000908371-0.00304499j 0.00174101-0.00768186j 0.00107207+0.00230135j -0.00523242+0.00204263j -0.00211489-0.0081167j -0.00237832-0.00176812j -0.00152721+0.00370357j 0.00186141+0.00391352j -0.00250032-0.0121184j 0.00296759+0.00234461j 0.00217828-0.00144552j -0.000696314+0.00271372j 0.000132121-0.0132845j -0.0112675-0.0033934j -1.74447e-05-0.000367257j -0.00538523+1.61228e-05j 
-0.00142554+0.000538285j 0.000301603+0.00140784j 0.00351152+0.000429292j -0.00240898+0.00108223j -0.00262144-0.000317372j -0.00499594+0.00010737j -0.000560927+0.00147034j 0.00045264+0.00332644j -0.00299029+0.00343023j 0.00361619-0.00350699j 0.00137755+0.000699538j -0.00567318+0.00201728j -0.00282936-0.0015147j -0.000994529-0.000261603j -0.000647628-0.00279161j 0.000675184-0.00223537j 0.00205405-0.00359118j 3.81524e-05+0.000479792j 0.0075025-0.000981953j 0.00155832+0.000946589j -0.000811885-0.00102845j 0.0060749+0.00362389j 0.00217978-0.00131757j 0.00414695-0.00655398j -0.0106355-0.00137977j -0.00128395+0.00152391j -0.00274985-0.00296115j 0.000198442-0.00307123j 0.000625606+0.003539j -0.000288961+0.00151015j 0.000269985-0.00255895j -0.0063525+0.00196939j 0.00122736-0.000535971j -0.000147915-0.00488615j -0.00283554+0.00290892j -0.000167159-0.00207979j 0.00315714+0.00199763j -0.00621134-0.000641291j -0.00157042-0.000527324j -0.00161185+0.000410355j 0.00395607+0.00378133j -0.000997717+0.000763978j -0.0030933+0.00123309j -0.00357253-0.0006612j 0.00335205-0.00179887j 0.00277902+0.000341574j -0.000466716-6.6551e-05j 0.00321473+0.00100623j 0.00408279+0.00298491j 7.23477e-05-0.00201456j 0.000714552-0.000399692j 0.000819164-0.000969589j 
-0.000643375-0.00174687j -0.00122042-0.000408655j -0.000878329+0.00166381j -0.00185882-0.000756843j 0.00447342-0.00287697j 0.00247593-0.000491808j 0.00264092+0.00419157j -0.00076601+0.000875823j -0.00102431-0.00140358j 0.00160732-0.000265459j 0.00206675+0.0050145j 0.0058556-0.00261659j 0.000346138+0.00267752j -0.000509388+0.00427623j -0.00728379+0.00512745j 8.0142e-05+0.00498271j 0.000475989+0.00554264j -0.00590409-0.00524885j -0.00262348-0.00441494j -0.00741883+4.93973e-05j -0.00364203-0.00212972j -0.00758039+0.00156496j -0.00172759+0.000516677j -0.00328123-0.00285776j -0.000779953+0.00036075j 0.00664058+0.0024053j 0.00572298-0.000327084j 0.00387309+0.000578771j -0.0027843-0.00414017j 0.00109014+0.0062561j 0.00182082-0.00172818j 2.41999e-05-0.00155259j -0.00214639+0.000323585j -0.00447207+0.000804294j -0.000670478-0.0050842j 0.000498665+0.00390273j -0.00234996+0.00437149j 0.00927027-0.00213392j 0.00469544-0.00534831j -0.000284295+0.00290759j 0.000992177-0.00536199j -0.00279231-0.00156751j 0.00161022-0.00220627j 0.00524702-0.00175683j 0.00197936+0.00701674j -0.00122709-0.00113189j 0.00235471-0.000116491j 0.00371324-0.00101979j 0.00229371+0.0041981j 0.00228546+0.000361909j 0.00272651+0.00105334j 0.000613241+0.00208176j 
0.00106965+0.00409098j 0.00388189+0.000839503j 0.00414093-0.00361201j -0.00440086+0.000332705j -0.00319701-0.000950807j 0.00128437+0.00262304j -0.00469994-0.00364493j -0.0012264+0.000665083j -0.0019077-0.00083383j 0.00365263-0.00315789j -0.00736749-0.00112789j -0.00326402-0.00368171j -0.00137587+0.00843919j -0.000923376-0.00229706j 0.00445705+0.000535602j -0.00260383-0.000384777j -0.00997658-0.00129382j 0.00374122-0.00228772j -0.00430477-0.00020003j 0.000795751+0.00235621j 0.00538816+0.000797553j -0.00244103-0.00213574j 0.00241125+0.0014593j -0.0070721+0.00664115j 0.00992123-3.85323e-05j 0.000965421-0.00317992j 0.000574191-0.00219573j -0.00142021-0.0037242j -0.0049454-0.0026835j 0.0025488-0.00592209j -0.000813784-0.00892865j 0.00989816+5.98251e-05j -0.00201615+0.00169312j 0.000638504+0.00587352j 0.00151992+0.00178507j -9.87309e-05+0.000411899j -0.00481713-0.00526993j 0.00472755+0.0070724j 0.000305304+0.00300101j -0.00234608+0.000723303j 0.00227355+0.000450604j -0.00202188+0.000199193j -0.00209588+0.00320957j 0.00105819+0.0015052j -0.00118661-0.00226345j -0.00034455+0.000603026j -0.000783407-0.00132408j -0.00817393+0.000915522j -0.00330583+0.000837866j -0.00412495+0.000159122j -0.00410419-0.00184474j 0.000737947-0.00348748j 
0.00236+0.00173939j 0.00288013-0.00169515j -0.00282246+0.000985896j 1.11693e-05+0.00313373j -0.00462786-0.00158932j -0.00251822-0.00266536j 0.00377735-0.0031489j 0.00385506-0.00474035j -0.000267273+0.00686145j -0.0100632+0.00049712j 0.00178913+0.000957931j -0.00259245+0.00178781j 0.0109586+0.0043959j 0.00080996-0.00296143j -0.00503914-0.00283795j -0.00581589+0.00612187j 0.00521838-0.00362211j -0.00429388-0.00365483j 0.000233365+0.00193694j -0.00415835-0.00275126j -0.00261477+0.00180503j 0.00571137-0.00245177j 0.00246325+0.00448772j -0.000845547-0.00130235j 0.00648748-0.000941567j 0.00583845+0.00358108j -0.00162337+0.000845981j 0.00286335-0.00893947j -0.0115734+0.000609839j -0.00304113+0.00419108j -0.00666426-0.00407871j -0.00105257-6.0459e-05j 0.0014275-0.0017019j -0.00239311-0.00115175j 0.00201305+0.00280476j 0.00456212+0.00301898j -0.00467368+0.00775014j -0.00589953-0.00657415j 0.00499607+0.0013076j -0.00890982-0.00187218j -0.000487724-0.0114849j 0.00347342+0.000785208j -0.00477525-0.00300456j -0.00389911+0.000821614j -0.000736501-0.00198531j 0.000157907-0.00118022j 0.00157016+0.000203671j -0.00376466-0.00538014j 0.00306821-0.00510487j 0.00361595-0.00113876j -0.00247957-0.00122719j -0.00165875-0.00388125j 
0.00339493+0.00141741j 0.00235692-0.00450503j -0.00305745+0.00215013j 0.00101412-0.000918177j -0.00523212-0.00381694j 0.00290586+0.00135004j 0.00268507-0.00191147j -0.00285855-0.00231381j 0.004072-0.00101555j -0.00580738+0.00388727j 0.000729424-0.00168065j 0.000148744-0.000326836j 0.00434654+0.00188972j -0.00205305-7.11979e-05j 0.00530725-0.0106791j -0.00640803+0.000227578j 0.0040465+3.50962e-05j 0.00336224-0.0041085j -0.0029729+0.000784051j 0.00409864-0.000395803j -0.000736103+0.0058637j -0.0029124-0.00623506j 0.00351079+0.00566833j -0.00508305+0.00455535j 0.00648008-0.00400786j 0.00307711-0.00580047j -0.00572309-0.00172654j 0.00289547-0.00067662j -0.00198771+0.0042876j 0.00245321-0.0073888j -0.00378694+0.00175071j 0.00662628+0.000285687j 0.0042545-0.000731752j 0.00138018+0.000432951j 0.00582225+0.00188322j -0.00281418-0.00445918j -0.00256711-0.000296715j -0.0015641+0.000205042j -0.00282079+0.00430495j 0.00123478+0.000976043j 0.00119296-0.00424231j -0.000524354+0.00208059j -6.285e-05-0.0039461j 0.00228508+0.00386329j -0.00081231-0.000947379j -0.00555089-0.00352586j 0.000814225-9.12228e-05j -0.00458271-0.00400586j -0.00436812-0.00676188j 0.00260959+0.00784046j -0.00290587-0.00102101j -0.0016323-0.000522243j 
-0.00144458-0.00625735j -0.00300445+0.000620725j -0.00556281+0.000443788j 0.00336143+0.000419248j -0.00369572-0.000645249j -0.00695005+0.00612712j 0.00292795+0.00462727j 0.000619615-0.00367193j -0.00316758+0.00382292j -0.00225054-0.000765103j 0.00643375+0.000472036j 0.0054816-0.00193034j 0.00181559-0.00628973j 0.000761687-0.00423141j 9.35161e-05+0.0014987j -0.0038105+0.00639082j 0.00818231+0.00693846j -0.00731522+0.00655802j -0.00367603+0.00384994j 0.00263487-0.000751684j 0.00596183-0.00527944j 0.00592193-0.0133435j -0.00834702+0.010354j -0.00105539+0.00282449j -0.00365481-0.0051453j -0.00215587+0.000308042j -0.00100347+0.0153356j 0.00774693-0.00628015j 0.00718687+0.00472216j -0.00273417+0.000906873j 7.87856e-05+0.00375502j -0.00199599-0.00673413j 0.000542095-0.00728479j -0.00898608+0.0013289j -0.0112939-0.0158109j 0.00865524+0.000337963j 0.00374455-0.00194388j 0.01235-0.0039258j -0.00332534+0.00304455j 0.00696644+0.00218884j 0.00258207-0.00848131j 0.00765574-0.00570108j 0.00561366-0.00787546j -0.00359975+0.00199314j 0.00346876+0.00955704j -0.000591101-0.0024125j -0.00643092+0.00066291j 0.00378237-0.00404597j 0.0105805-0.00149907j -0.00190242-0.0095721j 0.00520083-0.00198094j 0.00262464+0.00108638j 
-0.00109967-0.00124113j 0.000388229+0.00204522j -0.00158952-0.00566595j -0.00350219-0.000522598j 0.00487843-0.00556106j 0.000456144-1.22159e-05j 0.0050829-0.00133941j -0.00617318-0.00387768j -0.000384087+0.00398827j 0.00227532-0.00234792j 0.00209899+0.003863j 0.00413393-0.00529399j 0.00304498+0.00478208j 0.00152833+0.00524249j -0.00659257+0.00155228j -0.00172274+0.00335649j -0.00311197+0.00981367j 0.00173034-0.00680718j -0.00440685-0.0115868j -0.00296177+0.00530879j -0.00721727+0.00310254j -0.0189741+0.00135342j 0.00648407-0.00621378j -0.0051884+0.00468694j 0.0127295+0.000766543j 0.0086546-0.00170068j 0.00369143-0.00534689j -0.000613088-0.00112341j -0.00533675-0.00278633j -0.000110026-0.00346845j -0.00933418+0.00305165j 0.00453635-0.00429591j -0.000815477+0.00819495j -0.00569588+0.00583113j -0.00452431-0.00708385j 0.00139629+0.00374743j -0.00539013-0.00804184j 0.0131996-0.00899092j 0.00330683-0.00589791j 0.010658+0.00355341j -0.00703657-0.00508993j -0.00710403-0.000264072j 0.00246944+0.00765129j 0.00965127-0.00985738j 0.00222006+0.00137672j -0.00381138-0.00554626j 0.00146994+0.000840536j -0.00180362+0.00485916j -0.000636473-0.00109452j -0.0074412+0.0011651j -0.00218967-0.00185621j -0.000129901-0.000724874j 
-0.00292796-0.00288149j -0.00172788+0.00281474j -0.00146164-0.000464006j 0.00504298+0.00447366j 0.00527008+0.000109807j 0.00295301+0.00312999j 0.00142305+0.00554507j 0.00664969+0.000657204j -0.00276653-0.000390279j -0.00561838-0.00163042j -0.00493391+4.59039e-05j -0.00379478+0.00431968j -0.00529808-0.000868514j -0.00206911-0.00911033j -0.00305816+0.00677342j 0.00794026-0.00408865j -0.00360074-0.00525205j -0.00393272+0.00424138j 0.00347778+0.00351061j -0.000797703+0.000272886j 0.00360203+0.00289979j -0.00315504+0.00814234j 0.000806707-0.00532044j 0.00409368-0.00496049j 0.00409435-0.00394879j 0.00117126+0.00365388j 0.00306174+0.00268801j -0.00202821-0.00395167j 0.00179645+0.00503728j -0.00186255-0.00598992j 0.00646728-0.00234646j -0.0018756+0.0019503j -0.0107548+0.00155339j -0.00235674+0.00298549j 0.00263558+0.00143304j -0.00273442+0.00554627j -0.00381699+0.000902681j -0.004128+0.00263881j -0.00213902-0.00198259j -0.00511786-0.00879091j -0.00297972+0.00614443j 0.00475532-0.00173889j 0.000501377-7.49537e-05j -0.00266105+0.00222073j -0.0064377+0.00101662j 0.000454164-0.00179452j -0.000376142+0.00243907j -0.00245277+0.00188398j 0.00304163+0.00207291j -0.000425521+0.00239135j 0.00237186-0.00170719j 0.00143436+0.0023408j 
0.000157803-0.000498184j -0.00122909+0.00109838j -0.000249919-0.0050445j -0.00124076-0.00267773j -0.00102342+0.0038165j 0.00517218-0.00198413j 0.000252762-0.00580438j -0.00494565-0.00281681j -0.00192909+0.000474953j 0.00643823+0.00106652j 0.00514123-0.00144031j 0.00324738-0.00406394j -0.00237044-0.00563592j 0.00409441+0.00132226j -0.00126456+0.0016113j 0.00433473+0.0034181j -0.00913166-0.0034723j 0.0070369-0.00418285j -0.00824706+0.000667427j 4.74888e-05-0.00151699j -0.00136706-0.00307599j 0.00543412-0.0053411j -0.00554731+0.000476548j -0.00343172+0.00931468j 0.00304433+0.00486826j 0.000596124-0.000385094j -0.00145235-0.00766889j 0.00125648+0.0035669j 0.00309433-0.00464049j -0.00339454-0.0019194j -0.00493938+0.00545031j 0.00501453+0.00038443j -0.000834942+0.00624337j 0.00169139+0.00370077j -0.00776479-0.00556613j 0.00375701+0.002902j 0.00446502-0.00631727j -0.00180968-0.000738544j 0.0035272-0.00372409j 0.00960944+0.00299166j -0.00652455+0.0036032j -0.00485078+0.00457321j 0.00434504+0.00672807j -0.000880442-0.00583686j 0.00245622+0.00504338j -0.00480097+0.000174008j 0.000643667-0.000589526j 0.000226261-0.00208728j -0.00345598-0.00076566j 0.000472268+0.00128518j -0.00012147+0.000298665j 0.000866666+0.00173662j 
0.00327922-0.00350194j -0.00307014-0.00373047j -0.00677219+0.00501118j 0.000517558+0.000625288j 0.00606026-0.00658883j -0.0033072-0.00208372j 0.000916798+0.00203338j 0.00193379+0.000341531j 0.00228341-0.000298903j 0.00185614+0.00434858j 0.00764887+0.000236968j 0.00811976-0.00464058j 0.00500579+0.00501234j 0.000787621-0.00220066j 0.000998864-0.00268991j -0.00670368-0.00233329j 0.00903305-0.000271414j -0.00251117-0.00183417j 0.00535487-0.00284976j -0.00162189-6.77315e-05j 0.00177779+0.00828242j -0.00414157-0.00183444j -0.00114666+0.00482022j -3.38114e-05-0.00104831j 0.00606205-0.00257308j -0.00342941+0.000483768j -0.00208645+0.00672028j 0.00517192-0.00180385j -0.00121697+0.0001271j 0.00415707+0.000432951j -6.51948e-05+0.00100505j 0.00127157-0.0013176j 0.00179287-0.00208151j -0.00324409-0.00313693j 0.00139907-0.00270986j 0.00167905+0.00255348j -0.00608802-0.00239487j 0.00492478-0.00179619j -0.00309455+0.00316314j -0.0016368-0.00110723j 0.00246894-0.00592723j 0.000318838-0.000265723j 0.000521065-0.00448173j 0.00409749+0.00314423j 0.00122093-0.00210996j -0.00159484-0.000248531j 0.00115813-0.00267576j -9.28493e-05+0.00260659j -3.2389e-05-0.00199633j 0.00591918-0.00208001j 0.00157044-0.000664312j 0.00152614+0.00156026j 
0.000661944+0.000422404j 0.000734624+0.00131269j 0.00310737-0.00204203j -0.000849687+0.00350687j 0.00395219+0.0011824j 0.0016682-0.00356417j -0.00233678-0.00342083j 0.00748199-0.00064417j -0.000940558+0.00530184j -0.000589053-0.00545806j -0.00240511+0.00537586j -0.000454972+0.000617075j 0.00584559+0.00500841j -0.0008986-0.0105521j -0.00975817+0.0166905j 0.0073926+0.00400674j -0.00843061-0.00925397j -0.00699382-0.00510027j -0.00197462+0.00245878j -0.0159794-0.00129567j -0.00281704-0.00152166j 0.00495982+0.00834077j -0.00348564-0.000877014j -0.00255958-0.00259814j 0.00342115-0.0017053j 0.00930231+0.00610601j 0.00586481-0.00768752j -0.00450925-0.00842215j -0.0139285-0.00223996j -0.00263177+0.00961293j -0.00454282-0.011497j -0.000650492+0.00404828j -0.00774776+0.00514423j -0.0011625+0.00307649j -0.00123861+0.00208978j 0.00580214+0.00883447j -0.00489216+0.00580194j -0.00384646+0.000137991j 0.00932629-0.0102018j -0.0130721-0.00219576j -0.00284774-0.00400104j 0.000323807+0.00314464j -0.00198835+0.00529868j -0.00128768-0.00162577j -0.000117713+0.00243272j 0.00193915+0.00388277j 0.00176525-0.00447851j -0.00157433-0.00296425j 0.00234542+0.00411946j 0.00409473-0.00119481j 0.000374997-0.000326187j 0.000669514+4.55337e-05j 
-0.000515374-0.00169213j -0.00146326+0.000175954j -0.00196671+0.00465474j 0.00236335+0.00374144j -0.000710753+0.00219168j 0.00219565+0.00139233j 0.0025531+0.00490602j 0.00403856-0.00134634j -0.00412301-0.00126544j -0.00179004+0.00206289j -0.00174661+0.00221705j -0.000782941-0.00107276j 0.00142221+0.00105833j 0.00120606+0.00257636j -0.000528746+0.00364247j 0.00320909+0.00159734j 0.00123601+0.00176283j -0.00589067-0.00192019j -0.00282019+0.00178167j -0.00360566+0.00129252j 0.00180528-0.00165106j 0.0014617-0.000900528j -0.00224649+0.0013344j -0.000149816-0.00106822j -0.001781+0.0012672j 0.000178596+0.000735288j 0.00304617+0.00237531j 0.0034361+0.00121178j -0.00188407-0.0024607j 0.00128276+0.00681972j 0.0034848-0.00550804j 0.00341381-0.0028509j -0.000984313-0.0011504j 0.000809279+0.0038528j -0.00075014+0.00024705j -2.81514e-05+0.000137666j -0.000905425+0.00823666j 0.000514878-0.00143982j 0.00195983-0.000815788j -0.00259195+0.00123717j 0.00183634-0.00326435j 0.00136736-0.0023734j -0.00211918-0.00206976j -0.00291387+0.00158554j -0.00204098-7.17341e-06j 0.00147945+0.00435968j 0.000841047-0.000798833j 0.000409891+0.0025928j 0.00471151+0.00279875j 0.0014916-0.00132025j 0.00361493-0.000790418j 0.00150857+0.00260805j 
-0.0026419+0.00413815j 0.00420007+0.0028106j 0.00340171+0.000571761j -0.00243217+0.00202441j -0.00348772+0.00540228j 0.000999187+0.00309261j 0.0101502+0.00663874j -0.00270134-0.00249977j -0.00327871-0.00368289j -0.00347022-0.00116905j -0.00476858-0.00116044j -0.0107544+0.00358528j -0.00543326+0.00187519j 0.000447498+0.0151871j 0.00112305-0.00420813j 0.00539449+0.00376543j -0.0017343+0.00517975j -0.00081821-0.00429482j -0.00414227-0.00277309j 0.000285904+0.00372179j -0.00184281-0.00794507j 0.000377383+0.000722674j 0.00317443-0.00220394j -0.00317606-0.000974405j -0.00909887+0.00517425j 0.00425779-0.000671554j 0.00245777-0.00585109j 0.00250376+0.00615493j -0.00304386-0.00369968j 0.00179312-0.00357697j 0.00379676-0.00689001j 0.0048588-0.00102038j 0.00567174+3.74481e-05j 0.00783762+0.00440627j 0.00604993+0.00819389j -0.00564721-0.00548882j -0.00119153+0.0105849j 0.000174102+0.00250577j 0.00252831+0.00090205j 0.000767672+0.00675284j 0.0050239+0.00209335j 0.000384205-0.0010011j -0.00635421-0.00132743j -0.0031684-0.00162335j -0.0022597-0.00401089j 0.00172665+0.00154443j -0.000499748+0.00376213j -0.000757057+0.000482116j -0.0012555+0.00563599j -0.00175984+0.000399123j -0.00209138+0.000139476j -0.000169487-0.00242561j 
0.00381541-0.00327911j -0.00423057-0.00416571j -0.00609572+0.00512725j 0.00104616-0.000531642j -0.000949648+0.0054651j 0.000123584-0.0051769j 0.00993904+0.00300292j 0.000507791-0.00301779j -0.00122235-0.0075874j 0.00625472+0.00389182j 0.00693735-0.00665162j 0.00128933-0.00742994j -0.000631309-0.000665143j 0.00776457+0.00518038j 0.00100068-0.00401835j 0.00549334+0.00497174j -0.00546025-0.00127808j 0.00508158-0.00843648j -0.0090961+0.003928j -0.00147893+0.000173205j 0.0061008-0.00326215j 0.00792008-0.00786705j -0.00148385+0.00420095j 0.00124725+0.0116791j -0.00782866+0.00642937j -0.00602512+0.00512897j -3.83949e-05-0.00425196j 0.00499645+0.00394646j 0.00431717-0.0054765j 0.00209222-0.00447368j 0.000181926-0.00365623j 0.0122588-0.002041j 0.00624356+0.00277937j 0.00804225+0.000849455j -0.0010066+0.00275251j 0.0014334+0.00111432j 0.00109601+0.00248353j 0.00155782+0.00107849j 0.00398387+0.0013878j 0.00414732+0.00598186j 0.00403763-0.00532738j -0.00167414+0.0018163j -0.00357232-0.0014213j -0.00625558+0.000779096j 0.00140282-0.00285439j -0.000797088+0.00291216j 0.000337904+0.000286607j 0.000850075-0.00198878j -0.000779507-0.00342201j 0.00477237+0.000188135j 0.00326855+0.0016877j -0.00112384+0.00322484j 
-0.000644459+0.00047553j 0.000594703+0.0011264j 0.00355468-0.00211279j -0.00123797+0.000671097j -0.000992272-0.00533374j 0.00789332+0.00897068j 0.00607198+0.00303656j 0.00371759-0.0047241j -0.0058831-0.00728144j 0.00170186+0.000910248j -0.00352782-4.09578e-05j -0.00213391-8.629e-06j -0.00497661+0.011215j 0.00170571-0.00567569j 0.00533465+0.00222481j 0.00748525-0.00243898j -0.00313196+0.00197083j -0.00416606-0.00438287j -0.00236355+0.00127742j -5.16117e-05+0.00205485j 0.0121582+0.00176984j -0.00216117+0.00288479j 0.00644272+0.00106128j -0.00429861+0.00345514j 0.00570184-0.00832083j 0.00203998-0.00193009j 0.00259474+0.00512476j 0.00975505+0.00422347j 0.00499661-0.00243806j -0.00325514-0.0184352j 0.00459517-0.0124982j 0.00631678-0.00570777j -0.00799929+0.00150195j -0.00129685+0.00960287j 0.00232044-0.0038432j -0.00685076+0.00597372j -0.00608485+0.000142366j 0.0107777+0.00612549j -0.00909083+0.00266714j -0.00361349-0.00206558j 0.00660319-0.000386757j 0.000314819-0.00140636j 0.00108154-0.00174428j 0.00529942+0.00373011j -0.00384166+0.00401721j -0.00238339-0.000900835j -0.00106698+0.00069169j -0.00472099-0.000526338j -0.00326207+0.00574831j -0.00105449-5.822e-07j -0.00147545-0.00123288j 0.00144454-0.00131429j 
-0.000119296-0.00349175j -0.0044263-0.000245934j -0.000266086-0.00173313j 0.00118736-0.00335868j 0.00290002-0.00817798j -0.00401615+0.00263006j 0.00366376+0.00153267j 0.00714409-0.00376907j -0.00616921-0.000193926j 0.00274906+0.00298275j 0.00897779-4.93885e-05j 0.000471717+0.00106837j -0.00109951+0.000496075j 0.0037438-0.00986266j -0.00396814+0.00147105j 0.00449449-0.00417488j 0.00366709-0.00345952j 0.00385271+0.000438709j 0.00560533-0.0032578j 0.00268539+0.00352823j 0.00949016+0.00898387j 0.00717242+0.00662037j 0.00942642-0.00905525j 0.0119358-0.00906939j -0.00248499-0.00371834j -0.00273378+0.00804598j -0.00244248+0.00420086j 0.001244+0.00011355j 0.010253+0.00269683j -0.00705037-0.0101314j -0.00370808+0.00168835j -0.00595243-0.00166177j -0.00712705+0.00696285j -0.00681595-0.00677961j -0.00433822+0.000465661j -0.00249442+0.00503535j 0.00342882-0.00566433j -0.00484338-0.00757475j -0.00911264-0.00107543j -0.00241273-0.00255672j 0.000522013-0.00126354j -0.000776883+0.00156932j 0.00287008+0.00475799j -0.0016263-0.00272943j 0.00151045-0.00391833j -0.00197024-0.00762417j 0.000302005+0.000850313j 0.00316248+0.0031302j 0.00273863-0.00438553j -0.00296884-0.00295014j 0.00105613+0.000663728j -0.00213602-0.000470908j 
-3.58234e-05+0.00108474j 0.00168122-4.05763e-05j -0.00047103-0.000360597j 0.000775356-0.000293451j 0.00106219-0.000495035j -0.000551644-0.00250875j -0.00558974+0.000639457j -0.00262695+0.00230745j 0.00205053+0.000983677j -0.00367107-0.000138353j -0.00303111+0.00225666j 0.000961891-0.000903576j 0.000308171+0.000102964j -0.00392596+0.0037091j -0.000266659+0.000346089j -0.00547769+0.000670601j 0.00156845+0.00180447j -0.00101319+0.00405152j -0.000128063-0.00223591j -0.00035149+0.000600015j -0.00252941-0.0013571j -0.00440252+0.00264297j -0.00287383-0.00179396j -0.000240363-0.00145744j 0.00271982+0.00178315j -0.000485986-0.00116581j 0.00131607+0.000549539j -0.00348659-0.00360339j -0.00458138+0.000252466j 0.00353355+0.00651885j 0.00127656+0.00217649j -0.000715072+0.00107537j 0.000432296-0.000665553j 0.000640379-0.00113796j 0.00185998+0.00110957j 0.00224845-0.00182105j -0.00107645-0.00107943j 0.00247767+0.000439225j 0.00335398+0.001805j -0.000689704+0.00086478j -0.00113445+0.00106527j 0.00151898-0.00169749j -0.00164283-0.000614765j 0.000534702-4.91813e-05j -5.46511e-05-0.000669324j 0.000558835+0.0010703j -0.0006469+0.000163971j -0.000250867+0.00389386j 0.00113054+0.000387164j -0.00102086-0.00145117j -0.00149667+0.000989523j -0.000204605-0.00166821j 
