0.00831227+0.0113558j 0.0114411-0.00923778j 0.00938057-0.0127765j 0.0208791+0.00824541j -0.0150703-0.0165087j 0.00843284+0.00960855j 0.0333841-0.00748248j 0.012017+0.0222463j 0.00223383+0.0260776j 0.00525546+0.0172809j 0.000248796-0.013596j -0.00805047+0.0356503j -0.025594+0.0010905j -0.0107413+0.00148014j 0.0118718-0.0190698j -0.0153873+0.0191767j -0.0106263+0.000969401j 0.0109847+0.0080685j 0.0124908+0.00765236j -0.00678758-0.0116677j 0.0294054+0.00739135j -0.0107542-0.0299457j 0.0104302-0.010702j -0.0130479-0.0186405j -0.00500661+0.00581941j -0.00507617+0.00478689j 0.00483523+0.0274847j -0.0106549-0.0146426j -0.00238348+0.0175197j -0.0195333-0.00846949j -0.00044874+0.000732659j -0.00338558+0.00599613j 0.00217266-0.00739283j 0.012476+0.00488176j 0.0196103-0.013711j -0.0175907+0.011483j -0.00230981-0.014001j 0.00177847+0.00869854j -0.00615267-0.00211452j 0.00567753-0.00442796j -0.0106541-0.00770847j -0.000906516-0.0113859j 0.00810846+0.00985036j -0.00368049-0.00334445j -0.0161344-0.0144766j -0.0178805-0.0177207j 0.00800535-0.000642895j -0.0146155+0.0329467j 0.00162131-0.00191321j -0.0161581-0.0130998j 0.00754864-0.00238843j -0.00686556-0.0578968j 0.00716591-0.0159408j -0.0206825-0.0210415j 0.00984269-0.0177477j 0.0164044+0.0100423j 
0.000613583-0.0061067j -0.00700867+0.00423954j -0.0115222+0.00727402j -0.000565705+0.00518218j 0.0186536+0.00184402j -0.0104855-0.000353196j -0.0229953+0.00235993j 0.00411528+0.00757435j -0.015492-0.00290332j -0.0017279+0.000486505j 0.00512412+0.00220855j -0.00541529+0.00564215j 0.012855-0.00318106j -0.00206542+0.0047579j 0.00222081+0.000101855j 0.0139514-0.00186635j 0.0169268+0.00954355j -0.00323401+0.00532853j -0.00701362+0.00213329j 0.00763587+0.0111117j -0.0160682-0.00879573j 0.0176175-0.00580024j 0.00667925-0.00335675j -0.00903463-0.00184644j 0.0149486+0.000562055j 0.00392901-0.00974271j -0.00216697-0.00626056j -0.00526307+0.00378013j -0.000299042-0.00453382j -0.00216459+0.0135663j -0.00696471+0.00446448j -0.00408108-0.003028j 7.71557e-05+0.00246968j 0.00923801-0.0196111j -0.00576863-0.00529456j 0.00596698-0.0060905j 0.0101398-0.00163997j 0.00227317+0.00134664j -0.0155583+0.00503937j 0.0113002-0.000461927j 0.00305964-0.00759767j -0.0053139+0.00168976j 0.00758042-0.011075j -0.0084206-0.00502977j 0.00106802-0.00192861j 0.012777+0.00152135j -0.00820382+0.00541186j 0.006638+0.00381421j 0.000663874+0.00266501j 0.00593292-0.00252372j -0.0102805+0.000750367j -0.00264244+0.00951782j -0.00121976+0.00596612j 0.0060106+0.0048313j -0.00134986+0.00130275j -0.00410415-0.00175876j 
0.00149234+0.00236947j 0.0026382-0.00428341j 0.00273394+0.005832j 0.00551352-0.00201115j -0.000479917-0.00529799j 0.00421684+0.00454565j -0.00224819-0.000240269j 0.00027164-0.000554692j -0.000118001-0.00182188j 0.00565461-0.0126662j -0.00626649-0.0147637j -0.00758335+0.00563651j -0.00711252+0.0140803j -0.000663034+0.00777015j -0.003109+0.0143276j 0.00370162-0.000278554j -0.00939462-0.013349j -0.00693162+0.0103936j 0.00197946-0.00499117j -0.00771185-0.00852854j -0.00160778-0.00814444j -0.0167881-0.0129918j -0.00740063+0.00447539j 0.00240284+0.012537j -0.027629+0.0031714j 0.00610235+0.00182584j 0.00396692+0.00142912j 0.0251635-0.0176252j 0.00507877-0.00898578j 0.00718531+0.00472983j 0.00073333+0.00788549j -0.00315156+0.00640003j 0.00572715-0.00655571j -0.00194194+0.00343928j -0.00030183+0.00176551j -0.000665253+0.000309972j -0.0076349-0.00791397j -0.00339777-0.00691702j -0.00276081-0.0034979j -0.00363733+0.00844964j -0.00969076-0.00229319j 0.0110567+0.00584989j 0.00630526+0.00166665j -0.00111539-0.00103669j -2.47301e-06-0.00833796j -0.00144165-0.000813961j 0.0021903-0.00236039j 0.00501495-0.00106878j 0.00096288-0.00346408j -0.00303605+0.00767573j 0.00174193+0.000956158j 0.00106605-0.00523878j -0.00349073+0.00156552j -0.00079194+0.00126919j 0.00148446-0.00295172j 0.000299598+0.00118958j 
-0.000817534-0.00498985j -0.00386308+0.00217817j -0.00544527-0.000350312j -0.00498006+0.00285912j 0.0137801-0.00195216j 0.000794625-0.00185636j -0.00124561-0.0022211j 0.00178622-0.00154079j -0.0103535+0.00349892j 0.00437749-0.00186188j -0.00227106-0.0072867j -0.00410935-0.00250495j -0.0100382+0.00626811j -0.00112505+0.0128629j -0.0102973+0.00413377j 0.0044964-0.0111436j 0.00665729+0.00597727j 0.00919843+0.0101097j 0.0058835-0.00374575j 0.00675286+0.00689253j 0.00525405+0.00246406j 0.00934272+0.00924782j 0.00691756+0.00281248j -0.00825589+0.00719666j -0.0105449+0.000645138j -0.0180211+0.00056694j 0.00327045+0.00701411j 0.00265174-0.006742j 0.00558132-0.00564815j -0.00265138+0.00585131j -0.00320268+0.00863648j 0.00914842+0.00068094j -0.0012416+0.0124245j 0.00801556-0.0132629j -0.00131785+0.00223816j -0.00107383+0.00177037j -0.00015132+0.00240583j -0.0056474+0.0054316j -0.00259227-1.51447e-05j -0.0120503-0.00431887j -0.00559093-0.00337438j 0.00614927+0.001697j -0.00122427-0.00457246j 0.00243041-0.00141671j -0.00270486+0.00889665j 0.00917345-0.00630487j -0.000455388+0.0027131j -0.00013438+0.00419614j -0.00170054+0.00394877j 0.00116573-0.00597802j -0.00152411+0.00308555j 0.00629686-0.00459495j -0.00413391+0.00225132j 0.00529074+0.00106291j -0.00258384+0.000635456j 0.00163754-0.00321117j 
0.0043553-0.00329508j -0.00125832-0.0063738j 4.12544e-06+0.00410433j 0.00353501-0.00272241j -0.00638248-0.0142865j -0.00633845-0.00151633j -0.00241161-0.00668539j -0.0113401-0.00681973j 0.00688724+0.010186j -0.0189336-0.00245292j 0.00244702+0.00611726j 0.0105325+0.00653859j 0.0083988+0.00324979j -0.00150438-0.00129779j 0.00334185+0.0029753j -0.00217149+0.00286461j 0.00791525-0.00910331j -0.00584954-0.0204365j -0.0136403-0.00552207j -0.00329845-0.000403453j -0.0166218+0.00578571j 0.00891717-0.00938882j -0.00247694+0.00479438j 0.0139347-0.000226364j 0.00137702-0.0108955j 0.0107116+0.00731035j 0.00449845+0.00878436j 0.0157346+0.00601238j 0.00114396+0.00872503j 0.0141102-0.00410202j 0.00231425+0.00675865j -0.00137485+0.00214097j 0.00235453+0.00145009j -0.00312006+0.00519269j -0.00387128-0.0027999j -0.00235838-0.00430596j -0.00664961-0.00769633j -0.000386169+0.0041586j -0.00133553-0.00362758j -0.00221373+0.0034731j -0.00373104+0.00265382j -0.00727411-0.0027421j -0.00181518+0.000551568j 0.002258-0.00109102j -0.00754812-0.00701116j -0.00631329+0.0111832j 0.000239004+0.00505079j -0.00151231+0.00222555j -0.00278998+0.00737807j 0.00209821+0.00440766j 0.00106694-0.00494228j -0.00478459+0.00468821j -0.00485954+0.00421846j 0.0029294+0.00386567j 0.00110204-0.00222637j 0.000628697+0.00140562j 
-0.00565288-0.00327747j -0.00236727+0.00664469j 0.00822311+8.57122e-05j 0.00261696+0.00206738j 0.000985193+0.008882j -0.00790825+0.00648934j 9.79828e-05-0.00755672j -0.00226063-0.00169019j -0.0164303-0.00757605j 0.000707099-0.00536151j -0.0115451-0.00097083j -0.00432503+0.00822588j -0.00471251+0.00586114j -0.001685+0.00788021j 0.000666791+0.00700346j -0.00602279-0.023027j 0.00127174-0.00036289j 0.00813253-0.00334697j -0.0107363-0.00416179j 0.000300496+0.00039789j -0.0144277+0.000582123j 0.014104+0.00545637j -0.00180901+0.00469863j -0.000358527-0.00211458j -0.0140781-0.00734858j -0.00700274-0.014503j -0.00112142+0.000483428j 0.000849059+0.012791j -0.00658439+0.00702399j -0.00569837+0.00668592j -0.00504974-0.000701386j 0.000701098+0.00559711j 0.00932531-0.0138651j -0.00604074-0.00279485j -0.0073225+0.000922386j 0.00955785-0.000271219j -0.00104132+0.00751152j -0.0050032+0.0120431j -0.000542624+0.00432821j 0.00571953-0.00764849j 0.00423439+0.00131249j 0.00483075+0.00201033j 0.00461258-0.00785186j -0.00474211+0.00787995j 0.00178132+0.00880562j 0.00507814-0.00560939j -0.00586146-0.00623266j -0.00164233+4.48433e-05j 0.00286192-0.0078153j -0.0100768-0.00402783j 0.000138838+0.00246062j -0.0016013+0.00136946j 0.00420782+0.000596436j 0.00157612-0.00342293j 0.00132662+0.0017418j -0.00153678+0.00280538j 
0.00148969+0.00697553j 0.00654505-0.00283349j 0.000566309-0.000687389j -0.000538396-0.00623309j -0.00684652-0.000169034j 0.00965546-0.00376403j -0.00285418+0.0124832j 0.0112679+0.00706195j 0.0138262+0.00194535j -0.0121651-0.00733124j -0.000987572+0.00860592j 0.00227688+0.0176711j 0.00651212+0.000107409j -0.00312663-0.0045885j 0.0069279+0.007604j 0.0144808+0.0111408j 0.00277255+0.0122458j 0.00330318-0.008468j 0.00776835-0.0153823j 0.00969068-0.00142689j 0.0270572+0.00774838j -0.00655992-0.00604386j -0.00883511-0.0333878j 0.00374383-0.00799822j -0.0026428+0.00063335j 0.0027752+0.0136178j 0.00437453-0.00165167j -0.00860995-0.0125122j 0.00598641+0.0104355j -0.0027642-0.00210525j -0.0102099-0.00354593j 0.00096548-0.00994696j 0.0156026+0.00530824j 0.0104495+0.00951005j 0.00238268+0.00327384j -0.00628459+0.0161187j 0.000632961-0.000557725j 0.00832812-0.00363575j -0.0013107+0.0118984j -0.0071075-0.00744825j 0.00248557+0.00239081j 0.00449582+0.000712231j -0.00440924+0.0014151j 0.00878842-0.00451964j 0.00509503-0.00861839j -0.0125286-0.00245375j 0.00591915+0.000650722j -0.00784151-0.000414247j -0.00306626-0.00443514j 0.00667985+0.000414639j 0.000685589-0.000392666j 0.0112595-0.00519743j 0.00149904-0.00551658j -0.00326666-0.00294754j -0.00343887+0.00100039j 0.00124622-0.00161519j 
0.00184035-0.000403711j -0.0011073-0.00597404j 0.0032875+0.000685031j -0.000627441-0.00648836j -0.0122524-0.000120621j 0.000313035-0.00587395j -0.00122173+0.00653492j -0.00852602-0.0049178j 0.00495561+0.00869225j -0.0141347-0.0146628j -0.0168726+0.00718288j -0.0121772+0.00937421j 0.020168+2.35931e-05j 0.0103468-0.000823203j 0.00768276+0.00644217j -0.0108995+0.0193367j 0.00164812-0.00287503j -0.00302016-0.019944j -0.022035-0.0103091j 0.00815437+0.0150372j 0.00117076+0.00267185j -0.0122849+0.00328844j -0.00456657-0.00264137j 0.00595708+0.00255272j -0.00260484-0.00405175j 0.0112769-0.00410365j 0.00863002-0.00332324j 0.0126617+0.0149458j 0.00258822+0.01782j 0.0287777-0.00965032j -0.000378192+0.00070323j -0.00196259+0.00748235j 0.00958059+0.00660351j 0.000100295-0.0033178j -0.00545475-0.00153156j 0.0106363+0.0038037j 0.00926683+0.00731863j 0.00894894+0.000496791j 0.00468223-0.00424277j 0.00670708+0.00422054j -0.00953713-0.00426085j 0.010127+0.0048373j -0.000167572+0.000941604j 0.0118298+0.00359018j -0.000825695-0.00906621j -0.00827025+0.000680732j -0.00522972-0.00178841j 0.00952906-0.00414278j -0.00580742+0.00485658j 0.00527025+0.00789378j -1.70063e-05-0.00825003j -0.0103165+0.00684715j -0.00157306+0.00215146j -0.00107579+0.000935814j 0.00251521+0.000441913j -0.00219631+0.00118648j 
0.00177959-0.00844119j -0.00515814-0.00180898j -0.00480912+0.0130778j -0.00649824-0.00362707j 0.00418858-0.0139314j 0.00200418+0.00177828j -0.0192312+0.00789481j -0.00878308-0.0137286j -0.0049364+0.00207133j -0.00353315-0.0126598j 0.0160118-0.00859273j 0.00266314-0.0136456j 0.00394539+0.0016088j -0.0058757+0.00591094j -0.000532729+0.00566706j 0.0145954-0.00466339j -0.0120885+0.00844969j -0.00524205-0.00457801j -0.000241986-0.000778709j 0.00586335+0.00560308j -0.00696358-0.00716835j -0.00224823-0.00102017j 0.00249457+0.00329147j 0.00704127+0.0151229j -0.0082244-0.00894711j 0.000755933-0.00921446j 0.000947009+0.00571849j 0.0220835+0.00418046j 0.00935346+0.0016612j 0.000585903+0.00709499j -0.000767291-0.000527477j 0.00196559-0.0104521j -0.00612847-0.00356427j 0.00197567-0.0122273j -0.00600938-0.010209j 0.000241444-0.0050861j 0.00153788-0.00698946j 0.00649193+0.0075732j 0.000754845+0.00119609j 0.000159517+0.0135054j 5.19774e-05+0.00122189j -0.00394007-0.00313484j 0.0118552-0.0108525j 0.0136468-0.000292988j -0.00225567-0.0150388j 0.00611019+0.00591208j -0.000588182+0.00358947j -1.77826e-05-0.00413253j -0.00809212+0.00916492j 0.0059844+0.000897647j -4.77715e-05-0.00140643j 0.000816925+0.00928381j -0.00956167+0.0113217j 0.0128643+0.00912654j -0.00549446+0.00158057j -0.00174063-0.00661365j 
-0.00260335+0.000870793j 0.000434226+0.00156895j 0.00676259-0.000446816j -0.0057123-0.000854831j -0.00204046+0.00554115j 0.00961914+0.0143136j 0.00673756+0.00535819j -0.00198889+0.000408978j -0.0022429-0.00130159j 0.0111787+0.00483447j -0.00233632-0.0043116j 0.00265358+0.00283805j -0.00312486+0.00475684j 1.87245e-05-4.9654e-05j 0.00102796+0.0028106j 0.00660245+0.00334933j -0.00632891-0.00678341j -0.00153833+0.00183323j 0.00140561+0.00109488j -0.0124704+0.00504657j 0.00273562-0.00280141j 0.00244055-0.00454326j 0.00978868+0.0144052j -0.00163652+0.00386776j 0.00437415-0.00272957j 0.00309978-0.00209645j 0.0110515+0.00582045j 0.00621759-0.00281952j 0.00315806-0.0003658j -0.00799386+0.00471584j -0.000136787-0.00597536j -0.010579+0.00231522j 0.000119217-0.00182456j -0.00461497+0.000529331j 0.00527859+0.00302424j 0.00292711-0.0127653j -0.0003234-0.00126108j -0.000633973+0.00632592j 0.00277515-0.00146028j -0.00269309+3.83387e-05j -0.00375419-0.00135998j -0.00770116-0.00198068j -0.00192771-0.00432012j -0.00857301-0.00117797j -0.00239944+0.00231955j -0.00412681-0.0019111j 0.00144717+4.63229e-05j 0.00475365+0.0065466j 0.00404773-0.000132981j -0.0131321-0.00606358j 0.00158729+0.0070094j -0.000473301-0.00155385j 0.00122942-0.00105181j -2.23015e-05+0.000433042j 0.00279507-5.7338e-05j 0.00131214+0.00237717j 
-0.00043937+0.00724725j 0.00549914+0.000683043j 0.00954508-0.0109512j 0.0198858+0.00813138j -0.0129004-0.00148211j -0.0200522-0.0159488j 0.0279996-0.00367685j 0.00620276-0.0143292j 0.00690243-0.00353657j 0.00330624+0.00683839j -0.0103724+0.00245569j 0.0104875+0.0273903j -0.00578469+0.00222184j 0.000347248+0.00427992j -0.025663+0.0154591j -0.0129875-0.0170844j -0.0025249-0.011339j -0.0158536+0.023521j -0.00544075-0.00186682j -0.000109407+0.000347281j 0.00387082+0.00810675j 0.00615786-0.0206635j 0.00385388+0.00149041j 0.000519732-0.0120661j -0.00313478+0.00824049j -0.0128141+0.001322j -0.00570013+0.00119585j 0.0264559+0.011661j 0.00110556+0.00584447j 0.0173615-0.000743393j 0.0077932+0.014612j -0.000418711-0.0117106j 0.000311355-0.0016614j 0.00786864+0.00170841j -0.00766786+0.00432353j -0.00803638+0.00495917j -0.00328577-0.000269615j -0.00930231-0.00523151j -0.0102453-0.0124265j 0.015128-0.00253871j -0.0102696-0.00372647j 0.00486653-0.000544725j -0.008681-0.000382346j -0.00592023+0.00910153j -0.00985132-0.0108127j -0.0133759+0.00662672j 0.00382053-0.00892527j -0.00307227-0.00561864j -0.000591566-0.0140279j -0.00842054+0.00275434j -0.00278732+0.000338321j -0.013997-0.00130451j 0.00597801-0.00451436j -0.00793404-0.00577434j 0.00710536-0.0048001j 0.00118561+0.00681594j 
0.000759132-0.0054478j -0.00245646-0.00383918j 0.00131538+0.00458645j 0.00753782-0.00590029j -0.0015055-0.0154181j -0.0125276+0.00821018j 0.0156927-0.00522126j 0.00390199-0.018417j -0.00494851+0.00615299j 0.00416556+0.0159501j 0.000439664+0.000174249j 0.00655002-0.000390118j -0.00302987-0.00426128j 0.000669805+0.0033541j -0.00588726-0.00551289j -0.00501449-0.0122222j -0.00293764+0.0105735j 0.00273857-0.0042567j -0.0051538+0.00883673j 0.00123704-0.00153222j -0.00467163+0.000134637j 0.01137-0.00809204j 0.00997383+0.0175552j 0.004357-0.00646849j 0.00392196+0.0127441j -0.015398-0.0119301j 0.00152088+0.0102852j 0.010595+0.0111683j -0.000239912+0.0103368j 0.0040722-0.000259725j 0.0198412+0.00227138j 0.0031832-0.0057876j -0.00547068+0.00635597j 0.00325768-0.00801413j 0.00324872-0.0152191j -0.00436191+4.17618e-06j -0.00150239-0.00632367j -0.00294624+0.0157146j -0.00338557-0.0127158j 0.00117871-0.00162747j -0.0151436-0.00642702j -0.0105393-0.00103786j -0.0054325-0.00843466j -0.00353458-0.0012883j -0.0136744-0.0054551j 0.0104734+0.0070117j 0.00437655+0.00979761j 0.00888913+0.00690344j -0.00823478+0.00126196j 0.000618454-0.00263246j -0.00275953+0.00222125j -0.00555928+0.000366103j -0.00556285+0.00199366j 0.000814136+0.00228697j 0.00304153-0.00419021j 0.00402618+0.00189137j 
-0.00175354-0.00548668j -0.0040405+0.00400955j -0.0122571+0.000877457j -0.00212571+0.00460351j 0.0172016+0.000831514j -0.00138976-0.00868147j 0.00640595+0.00128421j 0.0125409-0.0135345j -0.00369471-0.00872549j -0.00306901+0.00230377j 0.00597521-0.00537857j 0.0141281+0.00771416j -0.00316955+0.00953947j 0.00173812-0.000657272j 0.00190698+0.0103011j -0.00807673+0.00342426j -0.00686985-0.00286502j -0.00323248+0.00178245j -0.00747984+0.00664683j -0.00528745-0.00612594j 0.00250894-0.0132369j 0.00574767-0.00468482j 0.011947+0.0162626j -0.00117159-0.0103523j 0.00124373+0.00714746j -0.00131792+0.00342347j -0.00343943+0.00228972j 0.00107324+0.0018806j -0.00193177+0.00208894j -0.00801451+0.00611658j -0.00828549+0.00585672j -0.00517754-0.00782615j 0.0088939-0.00704148j -0.00434151-0.0027234j -0.000373762-0.00409022j 0.00142475-0.00940311j 0.00507442-0.00978759j 0.00524565+0.0148326j -0.00398609+0.00472544j 0.00500474+0.00601258j 0.00879561+0.00620057j -0.00634878+0.00439166j 0.0030268-0.00667612j -0.0048945-0.013569j 0.00255913+0.00522497j 0.00519382+0.00323565j 0.00356257-0.00352703j -0.00629408+0.00206489j 0.00152372+0.00175357j -0.00480222-0.00595873j -0.00673443+0.00429813j 0.00291233-0.00302952j -0.00574214+0.00496882j 0.00585085+0.00053425j -0.00242866-0.00210901j 0.00357597-0.00566194j 
-0.00314889+0.00361084j 0.0018582-0.00157345j 0.00719579+0.000392293j -0.00110422-0.00460465j -0.0122995+0.00881113j -0.00225713+0.0178208j -0.00889727-0.0236562j -0.0240484+0.00335538j 0.00150161-0.0157847j 0.00881637-0.00891267j 0.0111947-0.00575515j -0.0076571-0.015977j -0.00156187+0.00164849j -0.00731583-0.00775139j 0.000876829-0.00613832j 0.0115909-0.0103161j 0.0136485+0.00488779j -0.011534-0.0178071j -0.00047568-0.000844134j 0.0176616-0.016938j -0.00398504+0.0138973j 0.00960836+0.00329142j -0.00831783-0.0136456j 0.00943377+0.0161158j -0.0110609-0.00383077j -0.00804277+0.0042101j 0.0128474-0.00553076j -0.0052598+0.000441974j -0.00191088-0.0040207j 0.00318974-0.00316948j 0.00571382+0.00223504j -0.00535913+0.000481064j -0.0107174+0.00564376j -0.0041608+0.0109818j 0.00604582+0.00156696j 0.00900639+0.00513523j -0.00988169+0.000106178j 0.00529897-0.0127357j 0.00876587-0.00726101j -0.00275427-0.00231867j 0.00565896+0.00162041j -0.00443924-0.00266035j -0.0022605+0.00199064j -0.00149794+0.00654739j 0.00579435-0.00365119j 0.00074656+0.00358934j -0.000304275-0.00318472j 3.84682e-05-0.00440478j -0.00422112-0.00112139j -0.00257696+0.00438191j 0.000879036+0.00764782j 0.00428674+0.00384694j -0.00435775+0.002506j -0.00303763+0.00259161j 0.00144423+0.00171203j -0.0026459+0.00105829j 
0.0021605-0.00372116j -0.00247425+0.00235861j -0.00661264+1.15044e-05j 0.00249705+0.00873715j 0.00989787-0.000429131j -0.00586824-0.0182597j -0.010763+0.00733706j 0.00537402+0.00416554j -0.00593316+0.0069737j -0.00756102-0.00688022j -0.00433359+0.00434433j -0.00732179+0.0110827j 0.00631124+0.000804966j 0.00167095+0.011302j -0.00361218+0.00876708j -0.00513682+0.00365813j -0.0054255-0.00032309j 0.00151847+0.00698959j -0.00200664-0.00732454j -0.00245455+0.0113535j -0.00725891-0.00685668j -0.00184134+0.000285233j 0.00406583-0.00351359j -0.00352125-0.00347917j -0.000625783-0.00699343j 0.00744252-0.00320124j -0.00868065+0.00102359j 0.00336594+0.0060194j 0.00714474-0.00109862j -0.00295498+0.00406778j -0.00976445+0.00784146j 0.00376317-0.00386087j 0.00848434-0.00545072j 0.00351855-0.014134j -0.0112342+0.000505269j -0.00127977-0.00219163j 0.00783659+0.00458043j -0.00203612+0.0047958j -0.00678185+0.00742024j 0.00761959+0.00250398j 0.00600804+0.0016654j 0.00853265+0.00224413j 0.00518455-0.0037821j 0.0060106-0.000661641j 0.00254307+0.000754185j -0.00176024-0.000657624j -0.00177191-0.00302105j -0.00423675-0.00288751j 0.00243477-0.00130295j 0.0052722+0.000342056j -0.00197392-0.00759709j -0.00599981+0.00427349j 0.00417879+0.000736618j 0.0027282-0.00206651j -0.0015021+0.00155051j -0.00217634-0.00146438j 
-0.00305359+0.00400449j 0.00357964+0.00688j 0.00453089-0.00183056j 0.00695055+0.0076509j -0.00520769+0.00704237j -0.00624234-0.000534753j -0.000290183-0.00716052j 0.00333726-0.000782798j 0.0040018-0.0148171j -0.0111157-0.005804j -0.00695221-0.000477219j -4.95271e-05+0.019883j 0.00369753+0.00867362j 0.00168291-0.000206j -0.00678727+0.0171541j -0.00122622-0.00249314j -0.00141604+0.00299653j -0.00161145+0.00314825j 0.00438092-0.000981705j 0.00436834-0.00325238j 0.000985882+0.00073951j 0.00755771-0.00149439j 0.00106957-0.0047945j 0.00731408-0.000252515j -0.00722517-0.0019788j -0.00632863-0.0025713j -0.000646494-0.00592984j -0.00444011+0.00116599j 0.00196097+0.00521974j 4.12669e-05+0.00877677j -0.000411078+0.00312893j -0.00111435-0.00981714j 0.00920894-0.0125424j 0.00447746+0.00433178j 0.00161336+0.00488071j 0.00121265-0.00154913j 0.00295589-0.00277903j 0.00110214-0.0075811j -0.00348225-0.000559399j 8.11302e-06-0.00132826j 0.00756649+0.00253288j 0.00137436-0.00263976j 0.00369711-0.00795051j -0.00451228+0.000164806j 0.00247645-0.00325059j -0.00756767+0.00208394j 0.00102462-0.0098632j -0.0151542-0.00527279j 0.00221711-0.0112039j -0.0081567-0.00261704j -0.00249222+0.00473298j 0.000802615+0.00309044j 0.00548684-0.00119418j 0.000455728-0.00286805j -0.000247574-1.15695e-05j -0.00197843+0.000883317j 
0.00398215+0.00375863j 0.00125812-0.00648263j -0.00465152-0.00123149j 0.0029895-2.91589e-05j -0.00909139-0.0142372j -0.00433751-0.0112691j -0.00579586+0.00602554j -0.00396588-0.00196139j 0.00888545+0.00879048j 0.00726242-0.00818755j -0.00874261-0.0129977j -0.0187968-0.0141277j 0.00403873-0.00531377j 0.0121157-0.000936601j -0.00644641+0.00377059j -0.0158848+0.0112997j 0.00842175-0.00225859j 5.29798e-05-0.00339294j -0.0175269-0.019689j -0.00196562-0.00448876j 0.000544011+0.000979661j -0.00493582-0.00399996j -0.00386436-0.00271427j 0.0010655-0.000720011j 0.00649632-0.00273382j -0.00332987+0.000275467j 0.00268473+0.00170366j 0.0125232-0.000251095j 0.00453635+0.000386023j 0.0213612-0.0152678j -0.00623874+0.00480865j 0.00637681+0.00906707j -0.00229102+0.0058583j -0.00114581+0.000134364j -0.00222634+0.00142838j 0.00349249+0.00258591j -0.00368155+0.00182999j -0.00111818-0.000328569j 0.00196364-0.0080176j 0.00221225+0.00676683j -0.00938215-0.00138199j 0.0116582+0.00816876j -0.00233442+0.007178j 0.0162421+0.00710321j -0.00208987-0.00993697j -0.00559478+0.00677875j 0.000230041+0.00173769j 0.0124285-0.0033581j -0.00508671+0.00527953j 0.0112796+0.0108883j 0.00345296-0.0136106j -0.0132773+0.00647793j -0.000236079+0.000970638j -0.00401159+0.00163586j 0.00379122+0.000708912j -0.000916437+0.00061167j 
0.00208429+0.00312928j 0.0014645+0.000170557j -0.000757443+0.00979586j -0.00527559-0.00384271j -0.00559371-0.00543743j -0.00104058+0.00628335j -0.00996122+0.00125453j -0.0137557-0.00689181j 0.0118827-0.00934009j -0.0112477-0.0119882j -0.00905039+0.00599819j -0.000258156-0.00956713j 0.0101041-0.00429872j 0.00561852-0.0169661j -0.00431635+0.00294508j 0.0130213-0.0123942j 0.00564024+0.00150339j -0.00594761-0.00366918j -0.00518363-0.00765519j -0.00465411-0.00369517j -0.0117997+0.0104105j -0.000428332+0.010471j -0.0100031-0.0105029j 0.0164778+0.0149677j 0.00665522-0.0061386j -0.00509181-0.00265988j 0.00191463-0.0117835j 0.00850899+0.000542108j -0.00181772-0.00148507j 0.022318-0.00828019j 0.00801393-0.00724177j 0.00423634+0.00110444j -0.00735608-0.00018443j -0.00166493+0.0156042j -0.00213563+0.00391527j 0.00402467+0.00700611j -0.00528059-0.00117359j 0.000170635-0.0162882j 0.00628914-0.00990363j -0.0106293+0.00301411j -0.000795214-0.000481687j -0.0070708-0.00349852j 0.00090297+0.00273143j 0.00793144+0.0046217j -0.00145183-0.0109571j 0.00151779+0.00254873j -0.00329766+0.00286976j 0.00244873-0.0129893j -0.00827475+0.00367768j 0.00657524+0.0115874j 0.00303565+0.0028044j 0.00107184+0.0170999j -0.00391531+0.00354748j 0.00482704+0.0128176j -0.00108494+0.00324306j -0.00756383+0.000262199j 
-0.00887613+0.00890083j -0.0148688-0.00156725j 0.00467109-0.0145866j -0.0283784-0.00782163j 0.0158457-0.0114851j 0.000495517-0.000140919j 0.00151051+0.0183068j 0.00673711-0.00880887j -0.0019079+0.00690847j -0.00447637+0.00670295j 0.00688123-0.0080425j 0.00658039+0.00237736j -7.98382e-06-0.000958099j 0.0106127-0.00586339j 0.00539304-0.00370189j -0.00261042-0.00400355j 0.00479804+0.000413401j 0.00876237+0.0167922j -0.015938+0.0149787j -4.12355e-05+0.00695291j 0.0053439-0.000962888j 0.00189203-0.00880986j 0.0167277-0.00287034j 0.00208636+0.0103478j -0.00372281-0.0012758j -0.00258331-0.00181426j -0.00500964+0.000125327j 0.00105839-0.000842053j 0.00664599+0.00378599j -0.00390671+0.00234279j 0.00585403-0.00294866j -0.00674207-0.00228142j -0.00416766+0.00280561j -0.00632443-0.00417445j -0.0109004-0.0160907j -0.0078975+0.00849671j -0.00196571-0.00442741j 0.00157249+0.0111588j 0.00237474+0.00178784j -0.00911893-0.00173028j 0.000665901-0.00933881j -0.00932514-0.00679589j 0.00369061-0.00620901j -0.00603811+0.000580436j -0.00131988-0.00755409j 0.0102709+0.00216448j -0.00625985+0.00671405j 0.00305122+0.00115501j -0.00668692-0.000161726j 0.00532016-0.00379757j -0.00100363+0.00546113j 0.0085667+0.000528248j -0.00547207+0.00849523j 0.00316338+0.00672002j -0.00528158+0.000101402j 0.000789121-0.0060223j 
