0.00888052-0.00438293j 0.00140081+0.00936159j 0.00811192-0.00847805j 0.00768358+0.00263708j -0.00180499-0.0140195j -0.00417085+0.00309215j 0.00646063-0.00587286j 0.00867995-0.00963185j 0.00457595+0.00179092j -0.0023251+0.00202455j -0.00271421+0.0124359j 0.0030964-0.0114112j 0.00438958-0.00740148j 0.00157046+0.00187558j -0.00496427+0.0117285j -0.00757765+0.00845824j -0.00819122-0.00633799j -0.0037249+0.0153406j -0.0014304+0.0106647j -0.0034502+0.00389906j 0.012056-0.00383399j -0.00854834-0.00243142j 0.0220587-0.0110873j 0.0164728+0.0165815j -0.00919157+0.06099j -0.0617666-0.00535046j 0.0103297-0.0189199j -0.137822+0.112353j 0.117734+0.0671363j 0.0468235+0.000416589j 0.0141805-0.0293606j -0.0194945+0.0142068j -0.0210334+0.00563739j 0.00923912-0.0109246j 0.00865306-0.00719738j -0.0210241-0.000460802j -0.0180407+0.0109175j 0.00971582-0.00250441j -0.00474574+0.00242718j 0.00219241+0.00836945j 0.028318-0.00766931j 0.00929699-0.00136113j -0.00385885+0.000170914j 0.00210607+9.45156e-06j 0.0179832+0.000933807j 0.0112192-0.00650229j 0.000236178-0.000637311j 0.013382-0.000107938j -0.00162891+0.00232111j 0.0035114-0.00781076j -0.00057777+0.0053463j 0.000722697-0.000413896j -0.0150124-0.000183251j -0.00279591-0.000241434j 0.00136114+0.00281274j 0.00265884-0.00282971j -0.00147716-0.00521556j -0.0187287+0.00360224j -0.0107582+0.0161054j 0.0156622+0.0108897j 0.0323721-0.00834551j -0.00433802-0.00132121j -0.0180348-0.0140272j 0.0356472+0.00534947j -0.00446988+0.00823865j -0.00345222+0.00860892j 0.0241701+0.00723996j 0.0343165+0.0180693j 0.0441082-0.00822272j 
0.0015063-0.00474044j 0.000962445+0.00629926j 0.00193815-0.00198182j 0.00473355-0.00855795j -0.00914594+0.0169335j 0.00145857-0.00410642j 0.00747206-0.0302295j -0.0185192+0.000282507j 0.0064342-0.0177253j 0.0349963-0.0832784j 0.0139998+0.0373515j -0.0529244+0.191247j 0.0135714-0.0532264j -0.149478+0.257426j 0.404598+0.377031j -0.0458346+0.0953138j 0.00606997+0.0446412j -0.0287111+0.0492459j -0.0329009-0.0176118j 0.00528639-0.0239142j 0.00375404-0.0178661j -0.0058659+0.0179927j -0.00361305+4.65076e-06j -0.00245556-0.01085j -0.0035423+0.00128092j -0.00622709+0.0123294j -0.000380015-0.0165062j -0.0100116-0.00788006j 0.00164542-0.0174612j -0.00501886+0.000146361j -0.00468335-0.0199229j 0.00066262+0.00749858j -0.000782372-0.00355944j 0.000714948+0.00336742j -0.00169709-0.00923022j -0.000844222-0.00479123j -0.00449794-0.00619202j -0.00197188-0.00923819j -0.0024881-0.0121717j 0.00432131-0.0110651j 0.00616484+0.0192556j -0.00108014+0.0229407j -0.0178638-0.0357928j -0.0168859+0.0122102j 0.0117608+0.0286687j 0.0352059-0.0201018j 0.00289634-0.0306198j -0.0254973+0.056312j 0.0438933-0.0202799j -0.0208017+0.0453635j -0.043208+0.0325678j 0.0265436-0.0150841j 0.0362001-0.0451282j -0.00378781-0.00184812j -0.0162663+0.023138j 0.00271233-0.00584273j 0.0105729-0.00888329j 0.00216589-0.0041941j 0.00244046-0.00380574j 0.00447196-0.000948502j 0.000777184-0.00214917j 0.00311647-0.00525809j 0.0019338-0.0010067j 0.00657252-0.000561684j -0.00378867+0.00239218j 0.00135746-0.000874928j -0.000618595+0.00133372j -0.00317992-0.00148037j -0.00123111+0.00308161j 
-0.00767915+0.00865482j -0.00298245+0.00584374j 0.0123079-0.0168273j 0.00336065-0.00110905j 0.00254868-0.016569j -0.0207614+0.0394037j 0.01965-0.0211152j 0.0304343-0.0475628j 0.0554363-0.0216132j 0.0307693-0.0230782j -0.0616842+0.00170312j 0.0321372-0.082578j 0.259657-0.538783j 0.00360076+0.196184j -0.0707342-0.0994768j -0.0365744-0.0377029j -0.0945966+0.0580563j 0.0046686-0.0106614j 0.0298451-0.0482767j 0.0118375-0.0128311j 0.0293695-0.0287183j -0.0062365+0.000362572j -0.0100608+0.0250923j 0.0112328-0.0076349j 0.00433815-0.00789872j 0.00185381-0.000816949j 0.00616287-0.0114657j 0.00941607-0.00864674j 0.0029282-0.00827308j 0.00621083-0.0216573j 0.00195477+0.00319718j 0.000167186+0.0171337j 0.00236194+3.44201e-05j 0.00325006-0.00572356j -0.00824189-0.0305326j 0.00352319-0.00971425j 0.00738944+0.0119951j 0.00463244+0.000625049j -0.0110634-0.0243414j 0.0101717+0.0218658j 0.00195312-0.0136942j -0.00501434-0.036144j 0.0109583+0.0134323j 0.00843796+0.0303925j 0.0564963+0.118196j 0.0103289+0.0375734j 0.0135253+0.0144356j 0.00413567-0.00178037j -0.00483688+0.029258j -0.00857179-0.0390456j 0.0244699+0.0254657j -0.0121504+0.0169432j -0.0124775-0.000803891j -0.00184735+0.0112791j 0.00421173+0.00579062j -0.00689579+0.0125981j -0.0133522+0.000672356j 0.00833486+0.00020287j -0.000243521+0.00341702j 0.000298939-0.00238058j -0.00212712+0.00263241j 0.00309232-0.000483444j -0.00354421-0.000641651j 0.00470334-0.000912445j 0.0015823-0.000535783j 0.00124559-3.87128e-05j 0.00386801+0.000482726j 0.00166083-0.00175164j 0.00360304+0.000469785j 
0.000712812+0.00164633j -0.00167712+0.00785698j -0.0056807+0.0071452j -0.000913851-0.000639532j 0.0171213-0.0321473j -0.00861691+0.0244627j 0.0094051+0.0165063j 0.0325552+0.0165213j 0.0317669+0.0602644j -0.0512834-0.050983j -0.18867+0.384685j 0.0877362-0.361718j -0.072185-0.0483497j -0.201422-0.211759j 0.153142+0.054758j 0.00979078+0.0376375j -0.0280777+0.0242134j 0.0370606-0.0525291j 0.0307434-0.0124213j -0.0214477+0.00743816j -0.00306056+0.0271586j -0.0207504+0.0148752j 0.00816329+0.00257538j -0.00183829+0.00470875j 0.0179637-0.025172j -0.00600242-0.00324352j -0.00105864+0.00306774j 0.00163771-0.0234722j 0.00544831-0.00358358j -0.0055557-0.0185491j 0.00409127-0.00826242j -0.000186676-0.012257j -0.0004168+0.0104493j -0.00189336-0.0208136j -0.00272154-0.0161739j 0.00238588+0.00580625j 0.00638062+0.031284j 0.00439403+0.00011814j 0.00481995+0.0343308j 0.0205683+0.102363j 0.0168662-0.00977351j 0.00363578+0.00653454j -0.0354939-0.0113179j 0.0225706+0.0228015j 0.0100311+0.00992127j -0.00725079-0.0544776j -0.022278+0.0114632j -0.000771814+0.000342961j 0.0098419-0.0242372j -0.00936944-0.0448852j -0.0346317+0.0168693j 0.0213948-0.0171188j -0.00790245-0.00302952j -0.00619267+0.00655119j -0.00981068+0.00628372j 0.0100262-0.00665896j -9.89441e-05-0.00403251j -0.00309615+0.00571753j -0.0102153+0.00746334j 0.00483429-0.000610012j 0.00402252-0.00153761j 0.00166402+0.000977146j 0.000965544-0.00200934j 0.00663027-0.00175035j -0.00124171-0.000301167j -0.003087+0.00146893j -0.00175683-8.84607e-05j -0.0014495-0.00334529j -0.00187923-8.14705e-05j 
-0.00401195+0.00786972j 0.0036581-0.00201116j -0.0116653+0.020921j -0.00494805+0.0164244j 0.0190794-0.00628002j -0.0101681-0.00917071j -0.0248091+0.0304034j -0.0195671+0.0914817j -0.0628045+0.117337j -0.000288651-0.0516712j 0.0155971-0.338457j 0.230835-0.402328j -0.00875148+0.0539621j 0.169325+0.172846j 0.147973+0.0735347j 0.011303-0.00511023j 0.0256983-0.0237319j 0.0462498-0.00168552j -0.00261489+0.0249578j -0.00628592-0.000952184j -0.0168722+0.0393989j 0.0130874-0.0258408j -0.0057167+0.015457j -0.00777853+0.0218208j 0.00526236-0.00254071j 0.00276845-0.0064327j -0.00632792+0.00656222j 0.0025772-0.0125772j -0.012505+0.0244532j 0.00545187-0.007839j -0.00446061+0.00544956j -0.0035992-0.0317968j -0.00437411+0.0165381j -0.00316917-0.00706557j 0.00293914+0.00433367j 0.00400232+0.0243262j -7.36852e-05-0.0276784j -0.00349182+0.00239125j 0.0044033+0.00635183j 0.0135606-0.00806961j -0.0227589-0.0921687j -0.0175647-0.044825j 0.00746635-0.0179727j -0.00470544-0.0134614j -0.0165347-0.0343346j -0.0203428-0.0700151j 0.0136051-0.0487744j -0.0266112+0.000937015j 0.00153404+0.0169232j -0.0401793-0.00972083j -0.00488467+0.0295808j -0.00372704-0.00330495j 0.0309559-0.000120346j 9.06042e-05-0.00493065j -0.00262986+0.00746075j 0.00232412+0.00137277j 0.00316887-0.000578222j 0.00597484-0.00490097j 0.00549025+0.00231599j 0.00162756+4.45109e-05j -0.0016858-0.0041161j 0.00244378-0.00435089j 0.00120682+0.000905191j 0.00126656-0.00129062j -0.00186434+0.00144317j -0.000415413-0.000406591j -0.00294555-0.00123245j -0.00263801+0.000584162j 0.00015479-0.00351832j 
0.00374988+0.00252978j -0.00252738-0.00317219j -0.0104081+0.0128602j -0.0084749+0.0077828j 0.0102972+0.00694575j -0.00591426+0.005122j -0.0134905+0.00523191j -0.0356018+0.0437167j -0.0736032+0.177799j 0.0278583-0.0151606j 0.0601026-0.276285j 0.0916845+0.0730835j 0.142163-0.0546608j -0.509207-0.210689j -0.0335062+0.00659546j 0.00340938+0.00234262j 0.0083411-0.0206486j 0.0283273-0.00531534j -0.00625297+0.00526664j 0.00613645+0.0131855j -0.00645438+0.00402049j 0.00744857-0.0163834j -0.00243397+0.00116166j -0.00510622+0.0101026j 0.00648395+0.00494379j -0.00769739-0.00358483j 0.00366616+0.00427199j 0.00325307+0.0018938j 0.00131889+0.0204435j 0.000433433-0.000263311j 0.00834865+0.0122897j 0.00115044-0.0117453j -0.00255893+0.00459274j -0.000199016+0.00369836j 0.0032203+0.0137943j 0.00195046+0.0105989j -0.0013682-0.0276061j -0.00510771-0.0348036j 0.00211425-0.014231j -0.00567653-0.0376685j -0.0220273-0.0561979j -0.0140827-0.0213954j -0.0447968+0.0567008j 0.0199506-0.0280558j 0.0277432-0.0397041j -0.0120947+0.0131056j -0.0483124+0.0281668j 0.0298426-0.0172598j 0.0272712+0.00907365j -0.00122253+0.00865777j 0.0113835+0.0227768j 0.0235464-0.0078127j -0.0252654+0.0174239j 0.00669472+0.000147954j 0.00357873-0.00956966j 0.0208488-0.00735055j -0.00191452+0.00476266j -0.0110356+0.00023948j 6.33469e-05+0.00176214j -0.00512946-0.00338161j -0.00169493-0.00292378j -0.0136159+0.00749142j -0.000712567-0.00034743j 0.00178621-0.0014628j 0.00607298-0.00082714j -0.00286077-0.00066042j -0.0062029+0.00120204j 0.00136844+0.000287939j -0.00263451-0.00308159j 
-0.00321719+0.00459198j 0.0041993-0.00808566j 0.0164513-0.0224747j 0.00398225-0.00614766j -0.0170168-0.0100544j 0.0116056+0.0193098j 0.0216545-0.0351873j 0.0831391-0.129987j 0.100124-0.387391j -0.0519764+0.321605j 0.177361-0.107246j -0.114025-0.232003j 0.0882469+0.0762876j -0.157628-0.0188936j 0.0918226+0.0134069j 0.0210857-0.0124781j -0.00434397+0.00710228j -0.0397216+0.0248782j 0.00502814-0.00354367j 0.000162948+0.000377461j 0.0316706-0.0301401j -0.0020743+0.00306807j -0.00831671+0.0088797j 0.00181768+0.00187014j -0.00278682-0.00764668j 0.00671218-0.0212303j 0.00147884+0.0120693j -0.00640767+0.00319326j 0.00134546+0.000759485j -0.000558475-0.00256315j -0.00372774+0.0229534j 0.00032326+0.0223306j 0.00503006-0.00188368j 0.00423019-0.00632904j -0.0041303-0.0052541j -0.0025738-0.0323155j 0.00154361+0.0480613j 0.0146832+0.107919j -0.0116823+0.00750942j -0.0282107-0.0526163j 0.0182244+0.0356024j -0.0149794-0.0261539j 0.0180711+0.0427732j -0.00134182+0.0227009j 0.0260356+0.021343j 0.0247142-0.0414163j 0.00344398-0.011756j -0.00530145-0.032962j 0.0213183-0.01069j 0.0173954-0.00791697j -0.00515753+0.00149103j 0.00990262-0.0134632j 0.00171316-0.0117859j 0.00239773-0.00245396j -0.00541978+0.00972076j 0.00803038-0.00450571j 0.00264369-0.00306619j -0.00187663+0.00164296j -0.00541465-0.00290696j -0.00286974+0.000397562j 0.00610249-0.00118137j 0.00605314-0.000726862j -0.00208915-8.67828e-05j 0.00235213+0.000760174j -0.00522738+0.000105167j 0.00206569-0.000581904j 0.000494951-0.00171137j -0.00107629-0.00071469j -0.00233076+0.000279428j 
-0.00295714+0.00408049j -0.00667974+0.0101194j 0.0116613-0.0217515j 0.00722856-0.0161292j -0.00628507+0.0175586j -0.013748+0.0581571j 0.0246977-0.0635995j 0.00561366-0.119783j 0.0555713-0.220563j 0.15591-0.487184j -0.0873887-0.0795942j -0.0588937-0.0975592j 0.175827+0.21157j -0.037829-0.0288868j -0.0602931-0.0228361j -0.0310248+0.0111103j -0.0435756+0.0436846j -0.0259558+0.0274325j 0.00804707-0.0183268j 0.0100416-0.00535793j 0.0176192-0.0347388j -0.00960281+0.0179786j -0.0118279+0.0209717j 0.00862828-0.0131932j -0.00680544+0.0151457j -0.00574636+0.0166936j 0.0132517-0.0276875j 0.00690579-0.00592583j 0.00916687-0.0101867j 0.00280823-0.0151591j 0.00695231-0.00664537j 0.00223651+0.0182168j 0.0017817-0.0172239j 0.00425262+0.0189682j -0.00318587-0.0399249j 0.00115944-0.0122078j 0.00310407-0.022503j -0.00613776+0.0175161j -0.0174365-0.10124j 0.0192978+0.052135j 0.015815+0.046063j 0.00180452-0.00791862j -0.00702018-0.0117233j -0.0103665-0.078609j 0.042046+0.0119928j 0.0213356-0.00106671j 0.0110176-0.00131932j 0.0126824+0.0136051j -0.00373746-0.00943211j -0.00499158+0.00497352j 0.0188335+0.000443098j 0.00291682+0.00394211j -0.0104644+0.00361117j 0.00603477-0.00327523j 0.00658694-0.00293904j -0.000220998+0.00469035j -0.00546667+0.00260962j 0.00333708-0.00354675j 0.00835345-0.00287778j -0.000132291+0.0014615j 0.00218451+0.00076459j -0.00204087+0.000822574j -0.00245084+0.00188845j -0.00214921+0.00135975j 0.00292342+0.000331167j 0.00221584-0.0014499j 0.00222881+0.0039862j 0.00313184-0.00252444j 0.00149475+0.00058296j 
-0.00544574+0.00337079j -0.00410562+0.00357998j 0.00254132-0.00951082j 0.00535441+0.00258588j 0.00272258-0.0223509j 0.00312027+0.0289524j 0.0211425-0.0100043j 0.0188534-0.169244j -0.0780919+0.265925j -0.0437878+0.14843j -0.0518294+0.116767j -0.0435124+0.00369712j 0.497106+0.227956j 0.0959005+0.0217534j 0.0546511+0.00293074j 0.0324836-0.018949j 0.00291876+0.0278841j 0.00936823-0.0133798j 0.020873-0.0142986j 0.00337376-0.0139723j 0.000775549+0.00668846j 0.000901507-0.000172843j -0.00324665-0.0114097j 0.00991725-0.00491751j 0.00434449-0.00516813j 0.00508787-0.00967174j 0.00297775+0.00882927j 0.00692856-0.00862252j 0.000262592+0.00343866j 0.00877851-0.00102622j -0.000195976-0.00321865j -0.00568671-0.00293186j 2.94754e-05+0.00409774j -0.00124014-0.00922174j -0.000282576+0.00821642j -0.00163188-0.00935192j -0.00162277+0.0517619j -0.00788954-0.0378544j -0.00143963+0.0141287j 0.0082436+0.0025075j -0.0152149-0.00704647j -0.00843868+0.0287423j 0.0324644-0.0313197j 0.0221634+0.0439628j 0.0608697-0.0643432j 0.0406039-0.0319732j 0.040453-0.0114936j -0.0117289-3.25717e-05j 0.0176533-0.00601137j -0.0371342+0.00907557j 0.0320998-0.0170389j 0.00799939+0.000615593j 0.0145495-0.00895906j 0.0256264-0.0155616j 0.0142434+0.00232602j 0.00576334-0.00596853j 0.000892648-0.000401723j 0.0157095-0.00710413j 0.0135048-0.00487039j -0.00856702+0.00657199j 0.00470547-0.00394761j 0.00655216-0.00429782j -0.013599+0.00383645j -0.00670252+0.000733806j -0.00104806+0.000932426j 0.00439039-0.00120054j -0.00526892-0.00149822j 0.00369557-0.000770491j 4.88392e-05-0.00241623j 
-0.00555503-0.00260041j -0.00169616+0.00107162j -0.00225109+0.0147083j -0.00541605+0.0128833j 0.0239573-0.0254929j 0.00448104+0.0401326j -0.00318612+0.0257919j -0.0264608+0.343294j 0.0740701-0.2502j -0.060949+0.0203876j 0.0393228+0.127603j 0.423171+0.147149j 0.218387+0.0719307j 0.021468-0.0247978j 0.00141426+0.0121015j -0.00542704+0.00340919j -0.0115945+0.0144778j -0.0043808-0.0124255j -0.00480015+0.0267642j 0.000267869-0.00133143j -0.00855497+0.0206451j 0.00448257-0.00156382j -0.00712757-0.00203339j -0.00410493+0.0107589j 0.0098394-0.00350591j 0.00266374+0.00816747j -0.00622632+0.00305698j 0.00895601+0.014753j -0.00600379-0.00820925j 0.0103269+0.0127194j -0.00369908-0.00991866j 0.000972817-0.0061384j -0.00237495+0.00303923j -0.000881069-0.0108458j 0.0007593-0.0213097j 0.00149284+0.0178655j 0.00194247-0.0504452j 0.0138421+0.0433238j 0.0136596+0.0610034j 0.0118979-0.00126937j -0.019161+0.041101j -0.0306676+0.0211081j 0.0183986-0.0110718j 0.0139618-0.0277712j 0.0322174-0.00809958j -0.0419878+0.0213761j -0.00385184-0.0123308j -0.02315-0.00146888j 0.0097406-0.00915781j -0.0534818+0.0115385j 0.0393713-0.011695j -0.0104053+0.00168139j -0.00072255+0.000544794j 0.00747108+0.0022044j 0.0180136-0.00116642j -0.00292817+0.0044177j -0.00473491+0.00422327j 0.00397985+6.01104e-05j 0.0173521-0.0023497j 0.000994945-0.0023199j -0.00790066+0.00496472j -0.00105006-0.00115082j -0.00483535+0.000270376j -0.000501693-0.00448j 0.00981348-0.000901231j -0.00300732+0.000677987j 0.00197637-0.000309999j 0.00293443+0.00305362j 0.00647234+0.000788286j 
-0.00601521+0.00913242j -0.00281304+0.000327762j 0.0117212-0.0100307j 0.00384428+0.00253005j -0.00478658-0.0573753j -0.0385034+0.130509j 0.0396891+0.0850403j 0.131789-0.413895j 0.0393869-0.0141152j 0.0224152+0.0603586j -0.161648-0.0725396j 0.389341+0.146822j -0.154608+0.0340728j -0.00195655+0.00963295j 0.0323911-0.000988743j 0.0259983-0.00439385j -0.00361585+0.0099153j -0.00625473-0.0149285j 0.0178397-0.00902994j -0.00188955-0.00365524j 0.00859697+0.00168122j -0.0134596+0.00351636j -0.00548983+0.00869231j 0.00345581-0.0004825j 0.0122856-0.00244149j 0.00340644-0.0268957j -0.00267077+0.00255571j 0.0133921-0.0112209j 0.000191439+0.00439154j 0.00627218-0.0167884j 0.00512788+0.0199773j 0.00454511+0.0187513j 0.00244873-0.00100119j 0.00602038-0.0137921j -0.00902648-0.0190816j -0.000733902+0.00321083j 0.010191+0.109822j 0.0223984+0.00437018j -0.0139716-0.0765592j 0.0349409-0.0454798j 0.0119244+0.02653j 0.00178716+0.0050428j -0.0189609+0.030944j 0.0129861+0.0272893j 0.00190199+0.0295557j -0.0517195+0.00350988j -0.0195659+0.0194832j -0.00235634-0.00735384j -0.0102034-0.00669493j -0.0318865+0.01156j -0.00265839-0.0036922j -0.00363371-0.00418986j -0.0083666-0.00168638j -0.00179003+0.00609867j 0.00721838-0.00333532j 0.00104837-0.00476617j -0.00207889-0.00181442j -0.0073123+0.00964633j 0.00322901-0.00154403j 0.0121296-0.00672235j -0.00157275+0.00361766j -0.00334743+0.00127891j 0.00231699-0.001653j 0.00348373-0.00239583j 0.00830573-0.00172221j -0.00715932-0.000675779j 0.00113449-0.000948964j 0.00256566-0.00131379j 0.00280297-0.00212404j 
0.00858276-0.00409015j -0.00260781-0.00660358j 0.000273076+0.0108892j -0.00139593+0.0112344j 0.0268404-0.079001j -0.0086562+0.0495595j -0.0314744+0.144185j 0.0172562+0.154849j -0.0288059-0.128249j -0.137845+0.0867578j -0.547204-0.178833j -0.182505+0.0622744j 0.0383871+0.0209733j -0.004121+0.0115682j 0.0161177+0.013024j 0.000668008+0.0173988j 0.00169641+0.00124942j 0.00992002-0.0330601j 0.00283138+0.00235238j 0.00430458+0.00580871j -0.0125084+0.012692j -0.00875732-0.0038851j 0.0104451-0.0147924j 0.00237159+0.0124699j 0.0112473-0.005243j -0.000344897-0.00699253j -0.00608516+0.0190482j 0.00269744+0.0135018j 0.0157237+0.0169286j -0.00393732+0.0132578j 0.00957641+0.0155921j -0.0010475-0.0158706j 0.000257847+0.00500888j -0.000917653-0.0247915j 0.000342795+0.00177764j 0.00494335+0.0451309j 0.0139529-0.0037748j -0.00502777+0.0292235j 0.0287608+0.0268828j 0.0235608-0.0576738j 0.0407746-0.0177451j 0.0394028-0.0240174j -0.0290763+0.0178503j 0.0548997-0.017024j 0.0164407-0.0172073j 0.0156337+0.000821147j 0.0160976-0.00463172j 0.015019-0.0150306j -0.0228732-0.00172533j -0.0120468+0.0152246j -0.0403073-0.000499069j 0.00532454-0.0114537j -0.0218608+0.00577563j 0.011678-0.00418501j 0.00629719-0.00992005j -6.26277e-05-0.000179358j -0.00455246+0.000278389j 0.00777077+0.001298j 0.00740784-0.00508656j 0.00474012-0.00400253j 0.0103649+0.000380348j -0.0114523+0.00420992j 0.00123805-2.96109e-05j -0.0113627+0.000967651j 0.00764933-0.00297498j -0.00541354+0.0025284j -0.0021487-0.000113925j 0.00635986+0.000726282j -0.00482636-0.00316733j 
-0.00061474-0.00316287j 0.00828445-0.0126328j -0.00849306+0.0349633j -0.00871184+0.0307807j -0.00269347-0.0789324j 0.00126683-0.289467j -0.09991+0.320682j 0.0653818-0.136962j -0.268511-0.139244j -0.277312-0.184587j 0.120887+0.0463333j -0.000122591+0.00473611j 0.0602435-0.0526767j -0.0172051+0.0150111j -0.00211515+0.0112015j 0.0257758-0.0201084j 0.0190189-0.0258139j 0.0146417-0.0136587j 0.00030612+0.0049324j -0.00653621+0.00183186j -0.0102616+0.0196117j 0.0141418-0.0168768j 0.00998784-0.0117817j -0.00603023+0.00419585j 0.00651198-0.0109729j 0.00925052-0.00860903j -0.0172887+0.0193585j -0.00420962+0.0140727j -0.0141876+0.00333296j 0.000794529+0.0141617j -0.0111162+0.00483241j -0.000195287-0.0154129j -0.00341891+0.0164006j -0.00129675-0.031153j 0.00611898+0.119119j 0.0091971+0.0560117j 0.0119598+0.0399776j -0.0117871-0.013312j 0.013543-0.00377512j -0.0306497-0.0017728j -0.0449825+0.00878298j -0.00567014-0.0111273j 0.0159765-0.00983422j 0.0558736-0.00565222j -0.0294938+0.0250989j -0.0160924+0.00833542j -0.00173618+0.00928368j -0.0170707+0.00238322j 0.0167548-0.00342696j 0.000520571-0.00596492j 0.00449644-0.00141176j -0.00523844+0.00811617j -0.000832488+0.00183795j -0.0098345+0.00597619j -0.0012813+0.00182976j -0.0113382+0.00353933j -0.00253227+0.000357609j -0.00296837+0.00344455j -7.19068e-05+0.00225774j 0.00157831-0.00213432j -0.011386+0.00505387j 0.00131561-0.000733403j 0.0057109-0.00240499j 0.000346629-0.00208806j 0.0019049-0.00214882j -0.00432493+0.00297596j 0.00511472-0.00352456j -0.00342277+0.00419745j 0.00338513+0.00111207j 
0.0105794-0.0222796j -0.00904692+0.0117714j -0.0205557+0.00414754j 0.00482471-0.0313602j -0.0560596+0.0394348j 0.114284-0.386615j -0.0199482-0.280615j -0.0819114-0.0690652j -0.220008-0.104794j 0.211558+0.10773j -0.201445+0.0123525j 0.127741-0.0285759j 0.0239823-0.0200964j 0.00510669-0.0111941j -0.00726529-0.00343648j -0.00929546+0.013373j -0.0121474+0.0150903j 0.00824168-0.00121294j -0.00785952+0.0190936j 0.00500495-0.0160162j -0.00374874-0.00675853j -0.00230307+0.00613507j 0.0125154-0.0182758j 0.00634862-0.0215578j 0.00488687-0.00330286j -0.0133104+0.0129481j 0.00208615-0.00342845j 0.0017679+0.017063j 0.00671122-0.0357904j -0.00524671+0.0209022j 0.00635381-0.040566j 0.00362788+0.0179489j -0.00256626-0.0171402j 0.000224845+0.00261553j 0.0136844+0.107294j -0.0057383-0.12201j -0.0207582-0.0561561j -0.0304071+0.00914103j 0.0186573+0.0202299j 0.0433452-0.0304545j -0.0256816+0.0483748j 0.00390459+0.0193755j -0.0403443+0.00649124j -0.00984306+0.00438792j -0.0183639-0.000244632j -0.00699176+0.00539143j -0.00522664+0.0049025j 0.0305188-0.00210508j 0.00428194-0.000221186j -0.0201014+0.0116528j 0.00769259-0.00289396j 0.0080105-0.0054969j 0.00305126-0.000949847j -0.00512866+0.00517435j -0.00170846+0.000495621j 0.00163508-0.000133279j 0.00213669+0.00176913j -0.0147056+0.00107951j 0.0117197-0.000927526j 0.0124982-0.0010378j -0.00944213+0.00366019j -0.0041769+0.000647003j 0.00627305-0.000525688j 0.000950015+0.000806736j 0.00495367+0.000585478j -0.00509412-0.000733304j -0.003148+0.00127657j 0.00256313+0.000928755j 0.00163384+0.00560502j 
-0.00231999+0.00319178j -0.000902856-0.00899159j -0.00995726+0.00960726j -0.0132189-0.0247302j -0.0249641+0.220506j -0.115783+0.0652233j -0.0317837+0.365043j -0.0178331+0.0407969j -0.178832-0.0646223j 0.438139+0.1028j 0.0059158+0.0814426j -0.0273985-0.0244574j 0.022422-0.00812094j 0.00545859-0.00529641j 0.00282015+0.00106883j -0.00718552+0.00575042j -0.00122771-0.0158715j -0.00724539+0.0205251j 0.0086271+0.00902503j -0.000940282-0.000626971j -0.00571455+0.0164333j 0.00374703-0.0107288j -0.00895797+0.00303442j -0.00329807+0.00960169j -0.0088722+0.0140718j -0.00766002-0.00786101j 0.0133675+0.00862133j 0.00628644+0.0133118j -0.00527504+0.0123688j 0.00978879+0.0158885j 0.0038053+0.0207425j 0.000512423-0.0153165j 0.00141067-0.0150711j 0.00633735+0.0824702j -0.00685015+0.00278073j 0.0178986+0.111987j -0.000858891+0.0204085j -0.0246366+0.0395151j -0.0376201+0.0363239j 0.053364-0.00820836j -0.0155616-0.0134399j 0.000211632-0.0222101j -0.0187934+0.00416189j -0.0443422+0.0165211j 0.00293426+0.00144194j 0.0151279-0.00805976j 0.00939569-0.00223111j 0.0334048-0.00548679j 0.00486104-0.00238022j -0.00685669-0.00551273j 0.0154161-0.0046473j 0.0194674-0.00390082j 0.0158986-0.00266129j 0.000307875-0.00120378j -0.00410458+0.00366421j 0.00957269-0.00121176j 0.0037664+0.000417953j -0.00527701-0.00288347j 0.00734669-0.00101994j 0.00295304+0.00314492j -0.00355857-0.00173693j -0.00198366-0.0019632j -0.00111223+0.00156709j 0.001396+0.000857073j -0.00419631+0.00404673j 0.00424143-0.00430643j -0.0109014-0.000748686j 0.00316891+0.00223104j 2.99191e-05-0.00239241j 
