-0.00278688+0.0090429j -0.00219785-0.00748848j -0.0014035-0.000120909j 0.000867765+0.00797066j 0.000422796-0.00509787j -0.000976487-0.00283779j -0.00174605+0.00411669j 0.000864931+0.0045781j -0.000167983+0.00199411j 0.00128238+0.00249956j 0.0011967-0.000491013j -0.000452143+0.00404048j 0.000598284+0.00325098j 0.000676428+0.00458616j 0.000286838+0.000242708j -0.000756405-0.0015895j -1.91272e-05+0.00119655j -0.000990945+0.00204899j -7.47926e-05+0.00117775j 0.000425822-0.000331742j 4.20948e-05+0.00368789j 0.000167372-0.000180666j 0.000154987-0.00115912j -0.000488638-0.00149851j -0.000404413-0.000888004j -5.51966e-05+0.002682j -0.000233984-0.00191142j -0.000237688-0.00102732j -0.000519205+0.00186648j -0.000157687-0.000424283j 0.000583005+0.000839052j -4.70432e-05+0.00231839j 0.000156056-0.00154222j 0.00012055+0.00120175j 0.00074862-0.000259961j -0.000293749-0.00108847j -1.53656e-05-0.00197612j 0.00012636-0.000953085j 0.000721522+0.000941156j -0.000679225+0.00293366j 0.000107446+0.000846535j 0.000966607+0.000222871j -0.000691389+0.00245958j 0.00056363+0.00118366j -0.000275043-0.00195222j -7.25564e-05+0.00125235j -0.000411261+0.00129667j -0.000210624-0.000199869j 0.000215727+0.000584695j 0.000448392+0.0019154j 0.000403745-0.00219122j 0.00140172+0.00107547j -0.0015494-0.00176674j -0.000475963+0.0007235j 0.00150373-0.00401069j 0.00117432-0.00279385j 0.00203612+0.00337981j -0.00234818+0.00094671j -0.000939464-0.00721874j 0.00239607-0.00256751j 0.00140065-0.0047072j 0.00197147-0.00340301j 0.00745007+0.00319478j 0.00166669+0.0184856j -0.0197678+0.00787616j -0.0194067-0.0220646j -0.0600022+0.0141828j -0.0215002-0.0351228j 0.0156204-0.043458j 0.227047-0.0101654j 
0.0103692+0.0209382j -0.00631908-0.00205032j 0.00701373-0.0577523j -0.0125811-0.00906988j 0.0182388+0.0250388j -0.00285651-0.00172795j 0.00713977+0.0217013j 0.00754206-0.0353134j -0.000856278-0.00595374j -0.0121244-0.0107238j -0.00410824+0.00849627j 0.0122886-0.015555j 0.00539622+0.00147087j -0.00199295-0.020416j -0.00381864+0.00195583j -0.00164376-0.00157524j -0.00380098-0.00246766j 0.00670819-0.0102894j 0.000379605+0.0020512j -0.00183391-0.00192134j 0.00196323-0.00735477j -0.00801877-0.000879184j 0.00494082+0.00749244j -0.00321314+0.00420957j -0.00436475+0.00086778j 0.000186269-0.00830654j -0.00537518+0.00559773j 0.00372778+0.00595399j 0.000932187-0.0102809j -0.00283752-0.000120541j -0.00465065-0.00406215j 5.20613e-05-0.00443974j 0.00141177+0.00510206j 0.0034481-0.000967646j -0.00352557-0.000270092j 6.14612e-05+0.00187531j 0.000781301+0.00756109j -0.00272657+0.00101272j 0.00067733+0.00122568j 0.00606916-0.00392819j -0.00202519-0.00122494j 0.000229621+0.00293334j 0.00651864-0.00320066j -0.00371756-0.00350837j -0.00301802+0.00334441j -0.00204279-0.00601927j 0.000858307-0.00507289j -0.00537549-0.00283583j -0.00549885-0.00681994j -0.000760537-0.00362296j -0.00321623+0.00568498j -0.00115635-0.0013612j 0.00216878-0.00106409j 0.00450948-0.00307429j 0.000290213+0.0128605j -0.00729293+0.00358162j 0.00370756+0.000441974j 0.00436335-0.00428152j 0.004008+0.0128336j -0.000394088+0.00329659j -0.0110318+0.0061088j 0.00179009+0.00726264j -0.0019036+0.00143183j -0.00648427-0.0166345j 0.012585-0.0213558j -0.00528397+0.0110953j -0.00275606+0.000214579j -0.00382188+0.041738j -0.0688377+0.0463638j 0.153073+0.0326208j 
0.0359646-0.0289562j 0.0118278+0.0651926j 0.0119338+0.0717566j 0.0237745-0.00758022j -0.0201387+0.0276142j 0.0148973+0.0146758j 0.016146-0.0168669j 0.0037172+0.00113694j 0.00625956+0.00731558j 0.00202498-0.00245751j -0.00294507+0.00172526j 0.00827573-0.00651689j 0.00303672-0.0056749j 0.00641365-0.00380761j 0.00192509-0.00179403j 0.00179424-0.00320943j 0.00415222+0.00290139j 0.00305441-0.0015049j 0.00127614-0.000562882j -0.00292688-0.000517898j 0.00553563-0.00564051j 0.00168801-0.000951909j -0.00404508+0.0018739j -0.00535375-0.00228298j 0.000882778+0.000834515j 0.00636633-0.00185804j 0.00102585+0.00108752j -0.00105443+0.000165477j 0.00313925-0.00198808j 0.00102241+0.00210908j -0.00340106-0.00121335j 0.00405726-0.00725638j -0.0013432-0.00217345j 0.00224467-6.01807e-05j -0.00140208-0.00276056j 0.00261451+0.00218636j -0.00239073+0.00308924j -0.0016327-0.00310276j -0.00142843-0.00540075j 0.00521529-0.00150305j 0.00119502-0.00202984j -0.00176435+0.00381362j 0.00723793-0.00122692j -0.00213891+0.000818388j -0.00317006-0.000776168j 0.00378116-0.00172218j 0.00278173+0.00189506j 0.000716873-0.000110435j 0.00179094+0.00154106j 0.00136271-0.00345483j -0.00404854+0.00174334j -0.00584869-0.00329422j -0.00185669-0.00537771j 0.00219355-0.000683738j -0.0061252+0.00596817j -0.0113394+0.00243564j -0.00459188+0.00338422j 0.00762863+0.000572001j -0.00709299+0.000815913j -0.00289724+0.0040683j -0.015056+0.00213617j -0.00243943+0.00238773j -0.0203369-0.0022568j 0.0100971-0.016755j 0.0195358-0.00645147j -0.00687808-0.00528798j -0.00426314+0.0040171j 0.0546827+0.0267503j -0.0929161+0.0213976j 0.0813366+0.0365182j 
-0.0111077-0.0622056j 0.0378504-0.0218926j 0.0174612-0.0085423j -0.0139382-0.0591325j -0.00284175-0.0105053j -0.0170322+0.0423783j 0.0181397-0.000870275j -0.0187134-0.00453934j -0.00095261-0.00309742j -0.000406442+0.00492289j 0.00365282-0.0137912j 0.00787653-0.00805994j -0.0138811+0.000369891j -0.0104904-0.00128142j 0.00725376-0.00108037j -0.00703482+0.00545887j 0.000926478+0.00302871j 0.00350818-0.00435022j -0.0056108+0.00203603j 0.00392239+0.000183786j -0.00189231-0.00107971j -0.0086084+0.00771479j 0.00612067-0.00567834j -0.0005513+0.00556579j -0.0037658+0.00404602j 0.00113582-0.00158266j 0.00199998+0.00613528j -0.00472798-0.00200881j -0.00351895-0.000857101j -0.00048778+0.00277656j 0.00396516-0.000292308j -0.00777134+0.00350713j -0.00308187+0.00270189j 0.00255862-0.00143297j -0.000992917-0.000938962j 0.00483456-0.00047822j 0.000171476+0.000188131j -0.00525223+0.00551924j 0.0016587+0.00032196j -0.0040676-0.00325421j -0.00318131+0.00287699j 0.00352085-0.0037526j 0.00154515-0.00351398j -0.00362286+0.00241947j -0.0065892+0.00436953j -0.00368911+0.00324277j 0.00217927-0.00288933j -0.00667707+0.00602378j -0.00255624+0.00589644j 0.00433418+0.000366425j 0.00428222+4.27922e-05j 0.00385688-0.0033134j -0.00414132+0.00319926j 0.0112727-0.0060892j 0.00473944-0.000782143j -0.00158845+0.00309208j 0.00923801-0.0111742j 0.000386414+0.000715553j -0.00473284-0.000443257j 0.012415-0.000530931j -0.000275445+0.00937861j 0.0233853-0.008236j 0.00317321-0.0122491j 0.0207218-0.00780872j -0.0240338+0.0140844j -0.0192146+0.0165484j -0.0530506-0.0306079j -0.0227887+0.000315112j 0.115427+0.0424352j 0.0981578-0.0254295j 
0.0184775-0.00413215j 0.00231286+0.0235214j -0.00616796+0.0115611j -0.000656571+0.0138096j -0.0106838+0.00926122j 0.00100663-0.0118013j 0.00211284-0.0100102j -0.00376307+0.00501236j -0.00581698-0.0046856j 0.00533118-0.00471432j -0.00337702+0.00174766j 0.00502591-0.00114571j -0.00467117+1.59371e-05j -0.00744074+0.00487801j 0.00330769-0.00773918j -0.00208463+0.000829285j -0.00148549-0.00417886j 0.00353784-0.0105158j -0.00387697-0.0020419j 0.00182031+0.00427432j 0.00664372+0.00283215j -0.00616607-0.000674344j 0.00353885-0.00187702j 0.0118344-0.00301335j -0.00478721+0.000810461j -0.00172379+0.00148831j -0.0024469-0.00410405j -0.00551718+0.00586039j -0.000455834+0.00146298j -0.00289249+0.000972309j 0.00247429+0.00167182j 0.000979788+0.00292952j -0.00340738+0.00743313j -0.00216138+0.0038782j 0.00283542-0.000808187j 0.000754178-0.00576484j -0.00419511-0.00679596j 0.000550904+0.00541447j 0.0015761+0.00147617j -0.00122435-0.00150932j -0.00144573+0.00176688j -0.00557277+0.00325591j -0.000445778-0.0028767j -0.00254096+0.00623755j -0.00119754+0.00675485j -0.00072592+0.00471636j -0.00729226-0.00855317j 0.00193169+0.00225613j 0.00709556-0.00199533j 0.00885248+0.00477067j -0.000853374+0.0010606j 0.0110646+0.0015921j -0.000172035+0.00346793j 0.00370793-0.00517966j -0.0076108-0.00858744j -0.000179598+0.0113838j -0.0056463-0.00793086j 0.00445282-0.00200186j -0.0115642+0.0267004j -0.00355747-0.00915042j 0.0188693-0.00103185j 0.00933449-0.00544666j 0.0653991-0.0174741j 0.0326264+0.0410219j -0.00406671-0.0276564j 0.0335391+0.0331385j -0.126711+0.0295957j -0.214942-0.0384615j -0.011115+0.0115201j 0.0247953+0.00498937j 
-0.0051131-0.021606j 0.0204793-0.00606702j -0.00289962+0.0132702j 0.0056322-0.00447299j -0.00745801+0.00323089j -0.018039+0.012279j -0.00305455-0.000706633j 0.00930833+0.0156233j -0.00391207+0.0170792j -0.000459881-0.00612092j 0.0114995+0.000436483j 0.00283685+0.000728822j 0.00579722+0.000137859j 0.00824951+0.00223009j -0.00354514+0.00354984j -0.00104092+0.00552961j -0.00486851+0.00619803j 0.000464403-0.00160113j -0.00285776+0.00870565j 0.00246498-0.00300447j -0.00102125-0.00530164j 0.000201768+0.0023048j -0.00108647-0.00226611j -0.00630708-0.00400033j -0.000728561+0.00666487j 0.000323049+0.00258355j -0.00746513+0.0054333j -0.000405137+0.00395819j 0.00333636-0.00333942j -0.00104393+0.00210682j 0.00549342-0.00479647j 0.0010451+0.0012766j 0.0019736-0.00138954j -0.000529539-0.00214903j -0.00157729-2.79044e-05j -0.0071948+0.00492174j -0.0019989+0.00260867j 0.00153574-0.00473704j 0.00316622-0.00590832j -0.00251012+0.00314488j 0.00259145+0.00330119j 0.000882652-0.00116062j -0.00381687+0.0060547j 0.00979915-0.00285499j 0.00432443+0.0042398j 0.00559202-0.000209524j -0.00258424-0.00209871j 0.00388626+0.00265961j 0.00703501-0.00196411j -0.00126171-0.00791677j -0.00346376+0.000508486j 0.0126808-0.00535225j 0.000117057-0.0092587j -0.00379142-0.000960165j -0.00134604-0.000113707j 0.00877305-0.0125238j 0.00379252-0.0078991j -0.0087846+0.0179498j -0.00512482+0.00491108j 0.0113043-0.0217972j 0.00128949-0.0026051j -0.036375+0.0137362j 0.0555254+0.0312178j -0.0350926+0.0162217j 0.032583-0.00719265j -0.0127861+0.0147558j 0.23339+0.0330253j -0.11288+0.0390662j 0.0271745+0.00142156j -0.000667505-0.0129698j 
0.00153909+0.00267443j -0.00268284+0.00260392j -0.00950555+0.00570348j 0.00399507+0.0109943j -0.00696232+0.00553439j -0.00926759-0.00784612j -0.000974314-0.00317389j 0.00602634+0.00423242j 0.000931933+0.00442557j -0.000433492-0.00165458j 0.00349027+0.00117338j 0.00275984+0.000346482j 0.00208316-0.000628219j 0.00424101-0.00262878j -0.00053073+0.000640403j -0.00365531-0.00623254j -0.000242679+0.00510207j 0.00861049-0.00537703j 0.00508122+0.00583306j 0.00101395-0.000872284j -0.0027808+0.00154595j -0.00090129-6.44864e-05j 0.000329377+0.00138029j -0.000614599+0.00193417j -0.000122337+0.00344867j -0.000515632-0.00029575j -0.0067795+0.00263151j -0.00267633+0.000938517j 0.00441222-0.00650336j -0.000553956+0.00207263j 0.00514448+4.73767e-05j -0.000790011-0.00284638j -0.00688809-0.00303523j -0.00383703+0.00171586j 0.000456309+0.00501601j -0.00554375+0.00267722j 0.00544285+0.00179778j -0.00722865-0.00617012j -0.000272652-0.00406189j 0.00687586+0.00256266j 0.00331222+0.00209707j 0.00402247+0.00423838j 0.00530277+0.00271216j 0.0115958+0.000394492j 0.00110356+0.00127942j 0.00188102-0.00538837j 0.0146699-0.0075167j -0.0067462-0.00121459j -0.00569532-0.00260809j -0.00720455-0.000594249j -0.00248084+0.00426786j -0.0124871-0.00121601j 0.0153494-0.0223125j 0.00643048-0.00555193j 0.00752255+0.00964976j 0.00534956-0.0129721j 0.0443625-0.00906779j 0.0261279-0.0103721j -0.00902997-0.00280692j -0.0400999-0.0161316j -0.0341605+0.00434416j 0.0718893+0.0135542j -0.0547526-0.0264397j -0.0295526-0.0182871j 0.0311987-0.0265856j -0.256605-0.0242931j 0.0325501+0.00842778j -0.0139109+0.00722729j -0.00658758-0.00275743j -0.00227399+0.00161222j 
-0.0109237-0.00402819j 0.005319-0.0111911j -0.00959653-0.0109939j -0.0117742+0.00324851j -0.00730926-0.00677354j 0.00186218-0.00718236j 0.00437175+0.00472418j -0.00244531-0.00387642j -0.00200043-0.00163294j -0.00669838-0.00150976j 0.00163886-0.00879551j -0.0011434+0.00053794j -0.00206782+0.00191497j -0.000569277+0.00838649j 0.00190354-0.00665153j 0.00699177-0.0064376j -0.00761879+0.000898196j 0.00978424+0.00497536j -0.00365654+0.0028027j -0.0033663+0.00243736j -0.00806432+0.00726124j 0.00969559-0.00356229j -0.00206893-0.00103536j 0.00070183+0.00200513j 0.00276036+0.000826941j -0.00789825+0.00551074j -0.00501576-0.00284013j -0.00157337+0.000912883j 0.00473526+0.00652304j -0.00616883+0.00368484j -0.00132007+0.00504835j 0.00292236-0.00233745j 0.00592942-0.0048749j -0.00179026+0.00623395j -0.0016684-0.00255604j -0.00190665-0.00422615j 0.00106942-0.0048884j 0.00183735-0.00276983j 0.0029246-0.00371667j 0.00435582+0.00812308j 0.000361039-0.00219242j -0.0104103+0.00478108j 0.00232822-0.00265711j -0.00206003+0.00355969j 0.00679051-0.00665784j -0.00197407-0.0016451j 0.0035814+0.000931517j -0.00498666-0.00327766j -0.00877788+0.000359128j -0.00152719+0.00603883j 0.00396999-0.00636069j 0.0139084-0.00923618j 0.0139594-0.0126303j 0.00963853+0.00161714j -0.00307808-0.016862j -0.0217345+0.0111436j -0.0173006+0.0178317j -0.0119339-0.00750469j 0.0345444+0.00799232j -0.0592586+0.00302079j -0.0212151+0.0021651j 0.0120041-0.0241402j -0.00229732-0.0183005j -0.000639444+0.0203283j 0.262874+0.0110066j 0.00667838-0.0219121j 0.00732125+0.00259478j -0.00349238+0.000207914j 0.0110297-0.00444851j -0.0068232-0.00621501j 
0.000582229-0.0128716j 0.0138993-0.000255686j 0.00110044+0.00319542j -0.00080639-0.00499524j -0.000378435-0.00376713j 0.00291974+0.0101497j -0.00369558+0.00203529j 9.40348e-05+0.00171646j -0.00667372+0.000293505j 0.00282247-0.0065594j 0.00640524-0.00517767j -0.00320072+0.00159349j 0.00749666+0.00106774j -0.0016348+0.00207522j 0.000531367-0.00308844j -0.00274643+0.00528723j -0.0014667-0.000457861j -0.004277+0.00694095j 0.000759625-0.00111402j -0.00641828-0.0016881j -0.00288991-0.00200171j 0.00876944+0.00129784j 0.00136488-0.00238304j -0.00582102+4.38688e-05j 0.00217545+0.00226733j -0.00443545-0.000143832j 0.0022764+0.0017883j -9.33907e-05+6.28554e-05j -0.00456915+0.00322498j -0.00236639-0.000601886j -0.0056378-0.00305371j -0.000146482+0.000278826j 0.00110669-0.00118498j -0.00348731-0.000998641j -0.000823219+0.00417161j 0.00278981+0.00204311j 0.0111745+0.00342175j -0.00132205-0.00213052j -9.33616e-05-0.00141588j -0.00344713+0.00259865j 0.000173341-0.00111377j 0.00569413-0.00718181j -0.00994064+0.0026376j -0.00191222-0.00507742j -0.00277187-0.0013773j 0.00313643-0.00302002j 0.00543348+0.00127717j -0.00168368+0.0033229j -0.00268224+0.00241006j 0.00301917-0.0110302j 0.00796015-0.00982645j -0.0259605+0.00514884j 0.0028527+0.00858142j -0.0218608+0.00652419j 0.0379472-0.00937339j 0.00444053-0.00981853j 0.0159463+0.00458231j -0.026821-0.0218608j 0.0433355-0.0166501j -0.0285748+0.0015027j -0.0086172+0.0119223j -0.00680257+0.0106027j -0.0593122-0.0228018j -0.229633-0.00903893j 0.0104232+0.0190494j 0.054276+0.0102923j 0.0247463+0.00231988j 0.00113307+0.0101503j 0.011737+0.00229431j 0.00417705-0.00457117j 
0.0120498-0.0010651j -0.000123713+0.0114299j -0.00741079-0.00265296j -0.00745276+0.0122936j -0.00590955+0.00519454j -0.000321168-0.00429562j -4.30648e-05+0.000438273j 0.00953858-0.00471747j 0.00573767-0.00301107j 0.00128062-0.00431608j 0.0122277+0.00287057j 0.00432474-0.00879553j -0.00143156+0.00709899j 0.0012627-0.00533373j 0.0121418-0.00533049j -0.000672065-0.00868858j 0.00080484+0.00100506j 0.0056283+0.00146493j 0.00687715+0.00497504j 0.00388451-0.00516713j -0.00857587+0.00459829j -0.0031008+0.00600667j 0.0038647-0.000856403j 0.00035864+0.00414528j -0.00222511+0.00172591j -0.000619193-0.00799018j -0.00339212+0.000533781j -0.00357988-0.00204751j -0.00140834-0.00428621j -0.00600734-0.00116809j 0.00722552-0.000688249j -0.000902377-0.00123908j -0.00933404+0.0022553j -0.0121338+0.00740233j 0.00397209+0.00530934j 0.00347528-0.00390497j 0.00341064+0.00675091j -0.0109212+0.000445274j -0.00217817+0.000369589j -0.0074384+0.00546914j 0.00620773-0.000207206j -0.000936693-0.00488902j -0.00421502-0.00175408j 0.00787176+0.000300922j 0.00649955+0.00256795j 0.00578515-0.0073979j 0.00787437-0.0132883j 0.00826759+0.00349267j 0.0124959-0.00622514j -0.012701-0.00581346j 0.00922398+0.00043253j 0.0230616-0.00133909j -0.0299953+0.000821904j 0.00182412+0.00159625j -0.00162557-0.00904201j 0.00790031-0.0092118j 0.0189919-0.00851105j -0.0992404+0.00815337j -0.00672704-0.0132324j -0.0195586+0.0267298j 0.054817+0.0117731j 0.0514924-0.0198059j 0.222822-0.00316722j -0.089498-0.0211729j -0.00465029-0.00548516j -0.05758+0.00119243j -0.0021904+0.0140302j -0.0256185-0.00276272j 0.000554957+0.00364728j 0.00604543+0.00117096j 
0.00238367+0.00453206j -0.00564788+0.00269769j 0.00475015+0.00247293j 0.00410178-0.00228429j -0.00243232+0.0030795j 0.00465873-0.00309461j 0.004028+0.00557775j 0.00585916-0.00237525j -0.00100417+0.00439518j -0.00682861-0.00284562j 0.0053048+0.00424896j 0.00575812-0.00686764j -0.00440065-0.00226722j -0.000890663+0.00153541j 0.00598233+0.00177537j 0.00795808-0.000549859j 0.000406696-0.00378518j -0.000495135+0.00420777j 0.000311669-0.00238458j 0.000794482+0.00124272j 0.00110656+0.000568431j -0.000518148-0.00130347j -0.00365554+0.000308221j -0.00168711-0.00177183j 0.00171028-0.00154995j 0.000635099+0.000387643j -0.00384534+0.00213631j 7.27212e-05+0.00202062j 0.000494969-0.000733974j -0.00262911-0.00285343j -1.36307e-05+0.00517858j -0.00215324+0.000353111j 0.00673417+0.00139659j -0.000789934+0.00500197j -0.00611024-0.0105173j 0.0056908-0.00346139j -0.00200933+0.00318481j -0.0102947-0.00206198j -0.00754813+0.000608449j 0.00140031-0.00159795j -0.000827524-0.00284409j -0.00858993-0.00104243j 0.0174709-0.0110373j -0.00143276-0.00260796j 0.0145318-0.00476215j 0.00851322+0.0011643j 0.000625051-0.00296938j -0.0101826+0.00569826j -0.00716463+0.00153693j 0.0112334-0.00335189j 0.0230959+0.00401488j -0.0110484-0.0143829j 0.00201496+0.0058006j 0.0799352-0.00976149j -0.0323574+0.0079062j 0.000407619-0.0095695j -0.0221413+0.0194478j 0.0235879+0.0136638j 0.00479659+0.0065606j 0.0526706+0.00892779j -0.0714945+0.0140389j 0.19823+0.00727528j 0.00713413+0.00412342j 0.0186622+0.00237944j 0.0038864+0.00118979j 0.0121018-0.00438731j -0.00180437-0.00150519j 0.0039529-0.00124303j -0.00674688-0.000431465j 0.000145074+0.00285833j 
0.00303599+0.000680218j -0.00170457+0.00240259j 0.00913168-3.55042e-05j 0.00142277-0.00705608j 0.00366884+0.00449652j -0.0024656+0.0011685j 0.00889613-0.00288793j -0.00546989-0.00402126j 0.00731816+0.00209027j -0.0103357+0.0064498j -0.00604239-0.00238721j -0.00141603-0.00498504j -0.00724073-0.000471361j -0.00320005-0.0020621j 0.00114274+0.00115276j -0.00289555-0.00219565j 0.00168376-0.00108374j 0.00882501-0.00362043j -0.000672608-0.00313711j 0.00453987-0.00134598j 0.000425433-0.000372414j -0.00313483+0.00244266j -0.00160479+0.00246664j 0.00744003+0.00587553j 0.00217638+0.000709064j -0.00153806-0.00226324j 0.00615241+0.000175677j -0.00512713-0.000688379j -0.00622204-0.00100022j -0.00307297+0.000460582j 0.00701492+0.000154576j -0.00360782+0.00147139j -0.00461187-0.00127919j 0.00450913-0.00191692j 0.00450587+0.00968414j 0.00420471-0.000823854j 0.00977179-0.00726594j -0.0184542+0.00936507j -0.00366031+0.00242561j -0.00295858-0.00125507j -0.00339538+0.0014213j -0.00659774-0.00298788j -0.00684404-0.00705327j 0.00199182-0.00203428j -0.00684024+0.0049124j -0.00381774-0.00264428j -0.0169237-0.00121622j 0.025948-0.00469136j 0.0452785+0.000113951j 0.0185408+0.0034568j 0.0300476-0.0128689j 0.0207075-0.00348685j -0.0133922+0.00490183j 0.00630309+0.0114223j 0.0272661+0.00543649j 0.0374845-0.00428941j -0.0501411-0.0069524j -0.0219415-0.00963538j 0.00613911-0.00883426j 0.114353-0.00317268j 0.204102+0.0215201j 0.0517078-0.00840291j -0.00188356+0.0100505j 0.0183819-0.0028621j -0.0124855-0.00336698j 0.000312699+0.00184896j -0.01229-0.00346661j 0.00644809-0.0031538j -0.00100429+0.00262954j 0.00416675+0.00170481j 
-0.00439183-0.00514811j 0.00691225-0.00438234j -5.76844e-05-0.00409488j -0.00679221-0.00261566j -0.00213094-0.00035897j -0.00211639+0.00221448j 0.0012452+0.00286756j 0.00186067+0.000309496j 0.00630174+0.00413273j -0.00478432+0.00585977j -0.000379217+0.000628723j -0.00266508-0.00249165j -0.00496238+0.00278055j -0.00103348+0.000310212j 0.00326977-0.00192166j 0.00549402-0.00102617j -0.00602573+0.00150122j -0.000257641+0.00111463j -0.00118583+0.00091012j 0.00240425-0.00542337j -0.000546605+0.00405059j 0.00146147-0.0020579j 0.00185349+0.00189815j 0.0147343+0.000179989j 0.0139833-0.00171858j -0.000572946+0.00215389j 0.000827721-0.00237723j 0.00278734+0.000767635j -0.00260084+0.00236428j -0.00411924+0.00361129j 0.0110742+0.000283197j 0.00233085-0.000854645j -0.0101411-0.00266809j -0.00705315+0.000456652j 0.00914774+0.00676267j -0.000501507-0.00231804j -0.0112101-0.00967417j 0.000751353+0.0047104j -0.00103574-0.00309284j 0.00469751+0.00989895j 0.011548-0.00119816j -0.00755202+0.002799j 0.00909654-0.00740785j 0.00593061-0.00252286j 0.0256606-0.00855113j -0.0265921+0.00271528j -0.0268516+0.00296132j -0.0018067+3.3756e-06j -0.0418635-0.000846024j -0.0299951+0.0108844j -0.00619629+0.00692841j 0.0143269+0.00917397j -0.0135794+0.0072422j -0.00324054-0.00593532j -0.0784562+0.000831883j 0.0369527+0.0118965j 0.0144054+0.00459635j 0.0850722+0.015094j 0.0572336-0.0122378j -0.163698-0.0154873j 0.0945981-0.000924994j 0.0120828-0.00919864j -0.00327717+0.00103035j 0.00816065+0.0028747j 0.0197436-0.000123555j 0.00283016-0.00338602j 0.00202977+0.000171516j -0.00140155+0.00135117j 0.00540297-0.000305558j -0.000421125-0.00270652j 
-0.00959417+0.0056144j -0.00576574-0.0082708j -0.00189052-0.00464229j -0.000724943-0.000328841j -5.2152e-05-0.000368639j -0.00242048-0.00362045j 0.00333737+0.00142342j 0.00148047-0.00246915j 0.0101906-0.00176797j 0.0037413+0.00561554j 9.19412e-05+0.00389086j 0.00295387-0.000178909j -0.00166892+0.00113498j -0.00442706-0.0018452j 2.75273e-05+0.00262001j 0.000791924-0.00552798j 0.0116544+0.00592502j 0.00384417+0.000536774j 0.0105678+0.00121848j -0.00438378-0.00132163j -0.00223219+0.00338438j -0.00918728+0.00432964j 0.00307193-0.00351914j 0.00777132-0.00222987j -0.000662201-0.00550658j -0.00354983-0.00503883j -0.00743796-0.00125958j -0.0105595-0.00546855j -0.00124054-0.0019892j -0.00205083-0.0016793j -0.00409092+0.00110529j 0.0110921-0.00633275j -0.0155588+0.0029112j -0.0158734+0.00978983j 0.0166007+0.0105227j 0.00348139+0.00211737j 0.00286275+0.0038265j -0.0046895+0.00144158j 0.00801603-0.00114927j 0.0102795-0.00343895j 0.00563409-0.00037029j -0.0101882+0.00354266j 0.00529633+0.00520996j -0.0174891+0.0113592j -0.00778433+0.0030028j 0.0116254-0.0033293j 0.0279154-0.0144135j 0.00811426-0.00720745j 0.0523195-0.00312789j -0.0226929-0.00380906j -0.0232321-0.00628318j 0.00654211-0.000363217j -0.0476815+0.0013134j -0.00137407-0.00639545j -0.0208469-0.0065532j -0.0318383-0.00038483j -0.0848004+0.00207477j 0.0291061-0.0130445j -0.207005-0.0183066j -0.0334645+0.00830165j 0.0123123-0.00802743j -0.00550265-0.000403464j 0.0115366+0.00668578j 0.0204046-0.00203847j 0.00163071-0.00525166j -0.0123042-0.00349936j -0.00557483-0.00391649j 0.00621277-0.00182222j -0.00142196-0.00279406j -0.00533815+4.36741e-05j 
0.00414973-0.000880041j 0.000188658+0.00352241j -0.00376435-0.00381558j -0.00745056+0.00428314j -0.0027594+0.00100816j 0.000774683-0.000378253j -0.00509594+0.00167082j 0.0033291+0.00144202j -0.00283269-0.000497796j -7.42109e-05-0.0027377j 0.00155231+0.0025622j 0.00692928-0.003685j -0.00476386-0.00382734j 0.00474078-0.00124504j 0.00572761+0.00102228j 0.000367772-0.000362564j 0.00273294-0.00394445j 0.00359854-0.00300448j 0.00430479+0.00368161j 0.00377501-0.00293323j -0.00754999+0.00328254j 0.00365572-0.00159314j -0.00188567+0.00407023j 0.000897484+0.001946j 0.00608023+0.00215573j -0.00309249+0.00264691j -0.00563587+0.00145553j -0.00310685+0.00676891j 0.00395426-0.00338615j -0.00333991+0.00319078j 0.008114+0.00241301j -0.0163098+0.00207857j -0.00838176+0.00389161j -0.00971602-0.00196202j -0.000781612-0.00273193j 0.00846386-0.00903229j -0.00107117-0.00206012j -0.00248979-0.00188197j -0.0137966-0.00205653j -0.00195553+0.0040268j -0.00125952-0.00640523j 0.0100117-0.00440492j -0.0343304+0.00718124j -0.00181551-0.00290096j 0.00108569-0.00360614j 0.00457494-0.00153255j 0.0201549-0.000766321j 0.0179887-0.00102899j -0.0539172+0.011215j -0.024801+0.00579127j 0.0945416-0.00117001j 0.0343673+0.00405062j -0.0516622+0.00422249j -0.0134422-0.0163983j -0.054648+0.00374674j 0.0367139-0.00308891j 0.0103753+0.0023211j -0.142642+0.00217175j 0.0253631+0.00272713j -0.051869+0.00146108j -0.00885929-7.78743e-05j 0.0101449-0.0035326j 0.0180705-0.00283703j -0.00293577-0.00403971j 0.00296708-0.000297825j -0.00550637-0.000605722j 0.000195217+0.00414313j -0.00425794-0.000555469j 0.00192179+0.00139058j 0.00214872-0.000153442j 
